id	1f226697-d1b4-4b04-bed9-3bea79fcd755	41f9bceb-88d0-44ae-9eab-6ff9a6484e93
653017	0.0	0.0
56061	4084.0	9961.0
56062	62.0	84.0
114814	93.0	119.0
83667	952.0	1643.0
83666	3128.0	8643.0
83660	25987.0	3365.0
340156	108.0	76.0
83661	0.0	61.0
114804	4989.0	460.0
114805	1026.0	103.0
340152	86.0	97.0
339168	0.0	0.0
114800	371.0	32.0
114801	250.0	1188.0
93010	73.0	249.0
114803	2317.0	5620.0
83697	3.0	3.0
81034	1938.0	2133.0
81035	4521.0	9945.0
83696	2174.0	3449.0
83699	7714.0	708.0
81037	6266.0	6766.0
83698	16.0	6.0
401588	140.0	236.0
83693	2036.0	2459.0
81030	17.0	150.0
83692	12083.0	2551.0
81031	1386.0	7939.0
83695	654.0	2244.0
81033	0.0	2.0
83694	207.0	284.0
340146	0.0	4.0
83690	575.0	1367.0
81027	59.0	11.0
81029	356.0	372.0
653042	0.0	0.0
653045	1.0	2.0
81025	8.0	3.0
401577	226.0	551.0
22877	7116.0	4120.0
22878	4963.0	4484.0
22879	3274.0	2450.0
22870	1605.0	5736.0
22871	1117.0	29.0
22872	21912.0	23770.0
22873	642.0	1397.0
22874	604.0	4524.0
22875	4956.0	1450.0
22876	1364.0	2755.0
10899	5207.0	8777.0
10898	1242.0	1011.0
10891	686.0	142.0
136540	0.0	0.0
10890	11285.0	15432.0
10893	88.0	73.0
10892	2382.0	2112.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	8220.0	103.0
10897	2024.0	2726.0
10896	34.0	30.0
22888	909.0	991.0
22889	1404.0	4159.0
22880	2127.0	3229.0
124540	2633.0	10846.0
22881	742.0	1187.0
22882	2061.0	3212.0
22883	4942.0	13874.0
22884	1464.0	1526.0
22885	20245.0	5221.0
22887	6903.0	6750.0
342419	0.0	1.0
124538	0.0	0.0
124535	3.0	3.0
148523	371.0	707.0
283598	0.0	0.0
283596	82.0	276.0
283592	0.0	2.0
22856	2175.0	5793.0
161514	0.0	0.0
731424	6.0	6.0
22858	3486.0	3687.0
22859	3727.0	2075.0
22850	1853.0	2753.0
22852	661.0	1277.0
22853	1632.0	2381.0
22854	11.0	18.0
10877	1.0	0.0
10876	0.0	27.0
100419909	0.0	0.0
10879	0.0	11.0
10878	3.0	3.0
148534	4272.0	821.0
104169670	2.0	8.0
104169671	2.0	1.0
100419903	5.0	13.0
283587	5.0	28.0
10871	41.0	100.0
10870	69.0	104.0
10873	1529.0	1529.0
10875	7497.0	1635.0
10874	3.0	22.0
22866	371.0	139.0
22868	2658.0	3080.0
22869	1753.0	1784.0
100309464	0.0	0.0
161502	20.0	13.0
100420901	0.0	0.0
22861	2523.0	1167.0
22862	6306.0	7973.0
22863	2957.0	3774.0
22864	2490.0	3411.0
22865	4.0	4.0
10888	5.0	7.0
56203	10.0	99.0
643609	2.0	0.0
56204	9943.0	13184.0
10887	644.0	2.0
124512	893.0	2030.0
148545	3.0	19.0
283579	1.0	3.0
283578	3566.0	5357.0
10880	0.0	0.0
283576	0.0	7.0
10882	1.0	11.0
10881	0.0	0.0
10884	2361.0	4423.0
283571	40.0	32.0
10886	2.0	8.0
10885	2648.0	4008.0
22834	3193.0	16835.0
22835	605.0	2316.0
22836	25336.0	3892.0
22837	21295.0	2107.0
101929059	12.0	17.0
22838	1266.0	2779.0
22839	5039.0	6535.0
100420910	8.0	3.0
100420916	0.0	1.0
22832	776.0	1522.0
124590	0.0	3.0
10855	163.0	423.0
10857	11551.0	8432.0
10856	1203.0	5291.0
10859	129.0	507.0
10858	303.0	77.0
100126793	35.0	48.0
10850	0.0	0.0
643617	1.0	4.0
643615	9.0	6.0
100126791	35.0	191.0
22844	85.0	29.0
22845	1172.0	1275.0
22846	1098.0	1359.0
22847	2406.0	2497.0
22848	3934.0	3371.0
22849	656.0	1115.0
112597	528.0	717.0
100420920	3.0	3.0
100420921	0.0	1.0
100420924	0.0	0.0
124583	2331.0	13378.0
100420926	2.0	0.0
22841	3318.0	2282.0
100420927	1.0	0.0
100419930	4.0	3.0
22843	13.0	367.0
10866	1563.0	1532.0
100420919	0.0	0.0
10865	421.0	1293.0
10868	1040.0	2013.0
10867	4144.0	3836.0
10869	3350.0	4402.0
10861	40.0	297.0
101929074	4.0	36.0
10864	1.0	2.0
101929071	1.0	1.0
10863	354.0	764.0
22813	4.0	2.0
22814	1.0	2.0
643641	792.0	1497.0
22815	0.0	0.0
22816	0.0	0.0
22818	8481.0	15561.0
10829	1.0	2.0
100419945	0.0	0.0
83849	59.0	14.0
83855	95.0	397.0
10833	2.0	1.0
83854	3.0	28.0
83857	20854.0	1269.0
10835	1.0	1.0
83856	313.0	881.0
10834	5.0	0.0
83851	3.0	12.0
10837	1.0	0.0
100419948	0.0	0.0
83850	21.0	55.0
10836	7.0	0.0
100419949	0.0	0.0
83853	13.0	23.0
10838	3853.0	2507.0
83852	1410.0	1828.0
124565	5998.0	8009.0
100419947	4.0	1.0
22808	26571.0	2068.0
22809	1127.0	3013.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	3.0	9.0
22822	1081.0	1925.0
22823	1021.0	2673.0
22824	310.0	440.0
101929086	14.0	0.0
22826	7129.0	8090.0
22827	2697.0	5638.0
643653	0.0	0.0
22828	3429.0	3904.0
22829	0.0	0.0
112574	4276.0	3400.0
100419955	0.0	0.0
56241	444.0	1468.0
100420946	0.0	0.0
56242	769.0	1909.0
22820	10213.0	17433.0
22821	19515.0	2031.0
100419950	2.0	0.0
10844	2700.0	4688.0
83844	0.0	1.0
10846	828.0	828.0
10845	2981.0	4042.0
10848	534.0	3409.0
56243	8718.0	22195.0
10847	7451.0	12280.0
56244	4.0	2.0
56245	16.0	7.0
10849	108.0	734.0
56246	1280.0	0.0
643646	53.0	108.0
10840	9182.0	13.0
10842	2.0	0.0
101929093	0.0	0.0
10841	1.0	4.0
643648	0.0	0.0
101929010	1.0	5.0
100420950	2.0	2.0
100420952	0.0	0.0
100419964	1.0	2.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	2.0	2.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	0.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	1.0
100271601	0.0	1.0
100419979	2.0	2.0
100420972	0.0	0.0
100420975	0.0	1.0
100419989	1.0	1.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	3.0	6.0
391436	0.0	1.0
161582	16.0	155.0
124599	46.0	37.0
101929052	0.0	0.0
391485	0.0	2.0
222611	0.0	5.0
100187716	0.0	0.0
391490	1.0	1.0
391496	0.0	0.0
22899	4851.0	586.0
391462	0.0	0.0
22891	43.0	454.0
22893	1277.0	1247.0
22894	5359.0	4500.0
22895	285.0	6.0
148581	0.0	0.0
22897	763.0	1876.0
22898	2499.0	1079.0
22890	3960.0	3362.0
391470	0.0	0.0
391472	0.0	1.0
391475	1.0	0.0
101929008	26.0	69.0
222659	2.0	3.0
440894	87.0	64.0
222658	14832.0	8192.0
102724035	0.0	0.0
100271575	0.0	2.0
100271577	0.0	3.0
100271571	2.0	1.0
81175	5.0	17.0
81176	4.0	9.0
100271570	1.0	0.0
93145	2478.0	1055.0
440888	0.0	0.0
222642	3.0	1.0
222643	29.0	102.0
401289	23.0	3.0
401288	21.0	62.0
401285	0.0	25.0
81166	0.0	0.0
100271564	22.0	31.0
81168	0.0	0.0
100271566	3.0	2.0
81169	0.0	0.0
81162	2.0	3.0
81163	0.0	0.0
100271563	4.0	1.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	1.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	5.0	3.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	1.0
450232	1.0	1.0
401260	0.0	1.0
220001	110.0	16.0
222662	2.0	3.0
401265	6539.0	164.0
222663	98.0	626.0
220002	3275.0	1803.0
93166	186.0	791.0
401264	1149.0	774.0
220004	69.0	76.0
100271539	0.0	0.0
401262	12.0	5.0
93164	597.0	1511.0
100271547	0.0	0.0
100271549	5.0	2.0
81188	0.0	0.0
100271543	1.0	2.0
102724000	1.0	0.0
100271545	0.0	0.0
401258	3.0	26.0
81185	1.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1541.0	1426.0
440854	5.0	4.0
222698	214.0	31.0
222696	59.0	183.0
161497	0.0	19.0
100271529	3.0	5.0
222699	26.0	70.0
100271536	0.0	0.0
100271538	3.0	2.0
100271537	0.0	0.0
93190	0.0	0.0
283601	0.0	0.0
100271531	0.0	1.0
283600	1.0	0.0
220042	64.0	496.0
93183	1315.0	2679.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	1209.0	3589.0
100271525	0.0	0.0
100271526	7.0	15.0
100271521	0.0	1.0
100271520	0.0	0.0
220032	6.0	3.0
100271523	0.0	0.0
100271522	1.0	0.0
100271507	0.0	0.0
100271506	1.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	530.0	843.0
220047	2.0	9.0
100271503	0.0	0.0
10808	4544.0	16289.0
56130	124.0	158.0
10807	1085.0	1903.0
56131	506.0	401.0
56132	533.0	179.0
10809	668.0	10389.0
220081	13.0	30.0
83756	8.0	14.0
10811	47.0	353.0
56137	8.0	9.0
10810	11162.0	1158.0
83755	0.0	0.0
56138	18.0	13.0
83758	100.0	80.0
10813	864.0	1836.0
56139	192.0	111.0
401207	211.0	329.0
220082	0.0	2.0
83757	0.0	0.0
83752	8486.0	10175.0
56133	336.0	398.0
10815	72.0	255.0
10814	2.0	0.0
56134	45.0	18.0
10817	231.0	386.0
56135	51.0	19.0
10816	0.0	1.0
283643	52.0	282.0
56136	27.0	4.0
643535	0.0	0.0
643536	0.0	0.0
22800	5265.0	1074.0
22801	789.0	15242.0
643550	1.0	1.0
22802	20.0	17.0
22803	6758.0	9138.0
440804	0.0	1.0
22806	166.0	554.0
22807	588.0	1263.0
10819	46.0	206.0
56140	3.0	2.0
10818	3761.0	5375.0
56141	6.0	4.0
56142	21.0	21.0
56143	4.0	9.0
83737	6970.0	5859.0
220070	0.0	2.0
10822	0.0	0.0
283638	1687.0	2033.0
83744	401.0	655.0
10821	27.0	10.0
10824	3.0	3.0
83746	1469.0	1882.0
10823	0.0	0.0
83741	0.0	0.0
283635	3878.0	3916.0
10826	11321.0	946.0
220074	638.0	1375.0
56144	13.0	18.0
10825	591.0	1436.0
56145	44.0	55.0
83740	0.0	0.0
83743	1086.0	3173.0
56146	6.0	12.0
10828	2.0	4.0
10827	2356.0	2488.0
83742	3090.0	6547.0
56147	11.0	2.0
283631	1.0	1.0
10820	104.0	5.0
440836	343.0	436.0
643563	4.0	1.0
56154	5.0	0.0
81109	0.0	0.0
283629	92.0	93.0
56159	0.0	20.0
81115	0.0	0.0
81116	0.0	0.0
56155	27.0	918.0
283624	2743.0	431.0
102724097	13.0	83.0
256006	57.0	72.0
56156	1.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	5.0	5.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	1.0
440823	30.0	601.0
440822	1.0	2.0
56163	0.0	6.0
56164	32.0	28.0
256021	44.0	14.0
56165	134.0	35.0
83759	748.0	1380.0
56160	1005.0	1166.0
10800	453.0	338.0
283617	0.0	0.0
81104	0.0	0.0
10802	4651.0	4354.0
10801	4737.0	17810.0
10804	1.0	31.0
10803	0.0	2.0
56167	0.0	0.0
10806	1391.0	2274.0
56168	4.0	2.0
56169	2.0	41.0
643582	0.0	0.0
643586	1.0	3.0
256076	0.0	2.0
401253	0.0	3.0
56171	99.0	483.0
401251	3.0	4.0
56172	5185.0	8989.0
401250	6.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	0.0	2.0
102724076	0.0	0.0
102724077	11.0	5.0
283688	0.0	0.0
401247	9.0	94.0
81136	0.0	0.0
283687	91.0	148.0
283685	0.0	0.0
93109	479.0	596.0
283682	3.0	5.0
100126825	0.0	2.0
93107	0.0	0.0
643596	0.0	22.0
56180	684.0	1196.0
93100	341.0	96.0
401242	0.0	0.0
256085	2.0	0.0
56181	4988.0	3847.0
81126	0.0	0.0
81127	0.0	0.0
83787	2474.0	2966.0
283677	0.0	0.0
401237	248.0	519.0
83786	1571.0	2584.0
401236	7.0	314.0
283673	41.0	107.0
93134	2085.0	2981.0
401233	0.0	0.0
401232	166.0	230.0
256051	569.0	939.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	39.0	109.0
81153	0.0	0.0
100271596	1.0	0.0
100271595	1.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	751.0	1315.0
283659	304.0	698.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	1.0
283651	25.0	72.0
100271585	0.0	0.0
100271584	0.0	0.0
100271581	0.0	0.0
22998	27455.0	4057.0
22999	140.0	33.0
100151676	1.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	12728.0	4994.0
100151671	0.0	0.0
100151672	6.0	4.0
22992	7126.0	10447.0
22993	1739.0	4754.0
100151674	1.0	0.0
22994	112.0	583.0
83903	10.0	50.0
22995	291.0	336.0
83902	0.0	3.0
22996	794.0	9726.0
22997	23.0	73.0
100151670	0.0	0.0
100151686	0.0	1.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	13.0	2.0
100151684	4.0	0.0
100151685	0.0	0.0
100151681	1.0	0.0
56302	0.0	4.0
83901	0.0	0.0
342538	2.0	11.0
83900	0.0	0.0
56300	0.0	0.0
56301	1531.0	5.0
124411	985.0	1978.0
22976	910.0	2718.0
22977	29.0	1920.0
22978	1781.0	1898.0
22979	185.0	718.0
22970	29.0	39.0
22971	187.0	684.0
22974	150.0	1802.0
83932	621.0	1295.0
10998	128.0	856.0
83931	6734.0	3157.0
342527	23.0	11.0
148418	83.0	403.0
83933	93.0	160.0
124404	0.0	13.0
10999	1024.0	3804.0
124401	229.0	1026.0
124402	271.0	794.0
83930	2290.0	2390.0
56311	18.0	15.0
10990	1859.0	87.0
100126693	2.0	0.0
10992	10126.0	14119.0
606500	0.0	0.0
10991	652.0	46.0
10994	1912.0	1984.0
10993	30.0	708.0
22987	33.0	8.0
22989	19.0	19.0
22980	4127.0	4325.0
22981	338.0	844.0
22982	6560.0	5472.0
22983	4.0	164.0
22984	1702.0	3943.0
22985	5364.0	10800.0
22986	0.0	35.0
58986	1118.0	2626.0
148423	872.0	1405.0
58985	12.0	25.0
342510	34.0	43.0
283694	0.0	0.0
283693	19.0	17.0
283692	3.0	6.0
22954	1618.0	1963.0
22955	3871.0	2800.0
112487	2548.0	1647.0
22950	1633.0	2276.0
391524	3.0	1.0
22952	19.0	32.0
22953	3.0	2.0
391526	0.0	0.0
10975	2742.0	2357.0
83953	0.0	1.0
10978	647.0	909.0
83955	6.0	11.0
10979	27854.0	6048.0
112495	1829.0	1914.0
10970	3364.0	6955.0
56339	1414.0	3936.0
10972	28301.0	28714.0
10971	14177.0	25146.0
10974	0.0	0.0
10973	2626.0	3087.0
401409	10.0	171.0
112479	1251.0	3126.0
112476	31.0	289.0
391530	0.0	0.0
83939	8108.0	7913.0
56341	0.0	2.0
391533	2.0	0.0
124460	143.0	319.0
83935	829.0	465.0
83938	657.0	248.0
391538	1.0	1.0
83937	3203.0	1521.0
10987	3329.0	4936.0
83943	1371.0	919.0
83942	0.0	0.0
10989	5666.0	5699.0
10988	5248.0	5505.0
56342	29.0	78.0
124454	1055.0	4393.0
56344	0.0	0.0
83941	1884.0	2809.0
83940	1643.0	1356.0
643503	0.0	0.0
10981	2088.0	1274.0
112483	2338.0	1527.0
10980	4063.0	5249.0
10983	38481.0	33888.0
10982	3423.0	2947.0
643507	11.0	17.0
10985	8007.0	8537.0
10984	863.0	1263.0
22932	221.0	191.0
22933	4194.0	3506.0
22934	1215.0	1297.0
22936	7371.0	3285.0
22937	3433.0	3758.0
22938	3835.0	6129.0
112464	976.0	800.0
22930	7161.0	6130.0
22931	7885.0	10345.0
81309	0.0	0.0
391504	0.0	2.0
10954	778.0	2020.0
10953	606.0	2284.0
10956	12245.0	13922.0
81315	0.0	0.0
10955	27029.0	19059.0
391508	1.0	1.0
81316	0.0	0.0
10957	9660.0	4454.0
124446	5499.0	7962.0
81310	0.0	0.0
10959	23522.0	30241.0
22929	2924.0	4126.0
10950	1067.0	1117.0
10952	2976.0	3858.0
10951	2663.0	9181.0
22943	29.0	29.0
22944	698.0	1481.0
22945	0.0	0.0
22947	0.0	0.0
22948	7543.0	13144.0
22949	3757.0	3434.0
83957	0.0	1.0
22941	948.0	2871.0
83959	75.0	80.0
10965	2637.0	1656.0
391518	0.0	0.0
10964	1940.0	6199.0
81304	0.0	0.0
10966	961.0	1231.0
10969	1193.0	4009.0
81300	0.0	0.0
10961	2638.0	6021.0
10960	3073.0	6401.0
643529	146.0	636.0
10963	4436.0	9895.0
10962	139.0	785.0
148479	1772.0	2214.0
197407	271.0	1039.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1340.0	1287.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	1.0
767583	0.0	0.0
767585	0.0	1.0
767580	2.0	0.0
767582	1.0	1.0
767581	0.0	0.0
474381	0.0	0.0
474384	2.0	0.0
391552	3.0	17.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	4.0	9.0
767577	0.0	1.0
767579	0.0	1.0
767578	0.0	0.0
246705	2.0	0.0
767558	0.0	0.0
246704	2.0	3.0
207107	300.0	21.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	1.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	1.0	3.0
474345	24.0	1.0
474344	6113.0	1127.0
474343	95.0	123.0
246717	1.0	2.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	1.0	11.0
161406	19.0	70.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	5.0	4.0
100151641	0.0	0.0
246715	2.0	0.0
767557	6.0	20.0
606553	0.0	0.0
606551	28.0	68.0
474354	6.0	3.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	36.0	35.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	11.0	18.0
100151652	0.0	0.0
100151668	1.0	2.0
391592	1.0	3.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2464.0	3522.0
100151667	0.0	0.0
391598	3.0	7.0
100151661	4.0	2.0
100151663	0.0	0.0
474338	14.0	27.0
474337	0.0	1.0
197370	2355.0	5040.0
220112	14.0	17.0
246744	2.0	19.0
220115	2.0	13.0
93273	3.0	4.0
100271459	3.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	3.0	1.0
81295	0.0	0.0
100271452	0.0	1.0
220108	688.0	140.0
220107	26.0	136.0
100271448	4.0	2.0
100271447	0.0	0.0
100271449	0.0	0.0
100271444	4.0	4.0
100271445	4.0	2.0
81285	18.0	18.0
81282	0.0	0.0
197350	6.0	50.0
246720	6.0	5.0
401399	346.0	11.0
401398	10.0	81.0
246721	1.0	0.0
220134	26.0	160.0
401397	2781.0	2958.0
246723	20.0	19.0
220136	25.0	222.0
401393	0.0	25.0
100271437	0.0	0.0
100271439	0.0	3.0
100271438	1.0	2.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	110.0	1144.0
246731	4.0	4.0
401387	3.0	8.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	81.0	108.0
100271420	0.0	0.0
197358	153.0	310.0
199990	738.0	1391.0
246785	44.0	60.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	2.0
283726	38.0	327.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	88.0	60.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	254.0	429.0
100271413	3.0	0.0
197320	970.0	328.0
439996	0.0	4.0
100887074	0.0	0.0
439992	47.0	34.0
100887073	0.0	0.0
197322	560.0	810.0
439994	177.0	242.0
102724105	266.0	576.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	0.0	17.0
102724101	0.0	0.0
100271406	1.0	5.0
100271405	1.0	1.0
100271400	2.0	0.0
283711	0.0	1.0
100271402	0.0	0.0
197331	5.0	0.0
197335	280.0	2286.0
440993	1226.0	1501.0
440992	38.0	21.0
161394	37.0	734.0
199964	5.0	35.0
8000	38.0	33.0
8001	173.0	1386.0
246777	270.0	601.0
246778	1.0	3.0
606495	352.0	262.0
199974	1417.0	26.0
8013	209.0	189.0
22911	1892.0	1886.0
439949	26.0	149.0
22913	3945.0	6522.0
643421	3.0	0.0
22914	13.0	27.0
22915	1043.0	133.0
439945	0.0	0.0
22916	5833.0	7367.0
731605	2.0	3.0
22917	92.0	9.0
10929	4408.0	3541.0
10928	8225.0	9438.0
56252	7158.0	7007.0
56253	17.0	83.0
401331	53.0	150.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	2608.0	3243.0
56259	2471.0	2610.0
83876	659.0	108.0
81215	0.0	0.0
83879	36.0	152.0
10934	7.0	3.0
83878	717.0	98.0
283768	1.0	2.0
10933	22684.0	19517.0
10936	88.0	53.0
56254	5741.0	6694.0
83873	10.0	13.0
256148	0.0	0.0
81210	1.0	5.0
283767	0.0	0.0
56255	8292.0	4064.0
83872	5136.0	9843.0
10935	15254.0	15342.0
81211	0.0	0.0
56256	928.0	4429.0
10938	5252.0	3015.0
83875	51.0	101.0
83874	545.0	923.0
56257	2396.0	3109.0
22907	2450.0	4893.0
643414	0.0	3.0
439953	4.0	7.0
22908	5937.0	4691.0
83871	1293.0	5580.0
22909	2031.0	1477.0
283761	0.0	0.0
439954	0.0	2.0
643418	2.0	1.0
10930	11.0	4.0
439950	16.0	0.0
22921	2533.0	1491.0
8022	0.0	0.0
440926	148.0	370.0
22924	1872.0	856.0
440925	23.0	2.0
8028	2058.0	2143.0
22925	3473.0	2246.0
8029	631.0	164.0
22926	5742.0	7865.0
439934	0.0	1.0
22927	2040.0	626.0
8027	1977.0	2469.0
22928	3295.0	12232.0
439936	1.0	1.0
56261	3350.0	3240.0
56262	3736.0	5220.0
10939	2937.0	4453.0
401321	256.0	300.0
8021	5812.0	6106.0
83858	152.0	630.0
22920	2974.0	5247.0
56260	232.0	344.0
10943	1764.0	2230.0
56269	1.0	2.0
83866	0.0	0.0
81203	0.0	0.0
10942	8.0	12.0
81204	0.0	0.0
10945	10768.0	15317.0
83868	0.0	0.0
81205	0.0	0.0
10944	9707.0	11292.0
83867	0.0	0.0
10947	1372.0	2347.0
56265	2877.0	3017.0
83862	3358.0	1663.0
401316	30.0	32.0
83861	1298.0	1593.0
283755	458.0	325.0
10946	4702.0	5918.0
56267	1931.0	2585.0
10949	6263.0	9483.0
81201	0.0	0.0
10948	1217.0	3563.0
256158	274.0	460.0
83863	0.0	0.0
81202	0.0	0.0
22918	19000.0	5889.0
22919	10317.0	10573.0
439941	0.0	0.0
83860	1225.0	1562.0
8019	2149.0	3621.0
10941	0.0	0.0
643427	140.0	42.0
10940	250.0	610.0
8036	7334.0	6039.0
8034	6503.0	3050.0
440957	386.0	657.0
440956	0.0	0.0
440955	0.0	0.0
8038	5478.0	20600.0
10907	2386.0	2641.0
10906	1514.0	4019.0
440952	202.0	63.0
10908	1364.0	1951.0
93210	1055.0	3516.0
8031	33938.0	26877.0
256130	2.0	1.0
56270	4579.0	8858.0
56271	1749.0	2050.0
8030	5331.0	12363.0
10910	4171.0	4396.0
83899	0.0	0.0
81236	0.0	0.0
283748	2.0	0.0
10912	96.0	432.0
283747	0.0	1.0
10911	2.0	7.0
10914	11885.0	17204.0
256126	21.0	48.0
83895	0.0	1.0
10913	4.0	5.0
83894	6.0	6.0
10916	7475.0	116799.0
83897	0.0	0.0
401303	60.0	89.0
10915	2106.0	4534.0
283742	3903.0	2835.0
83896	1.0	3.0
83891	1064.0	3701.0
83890	165.0	26.0
83893	0.0	0.0
81230	1.0	0.0
83892	7242.0	5260.0
22900	5528.0	4569.0
93202	0.0	0.0
22901	783.0	3080.0
22902	2408.0	2871.0
8045	52.0	1093.0
22903	2169.0	2425.0
22904	856.0	2427.0
22905	1453.0	1853.0
8048	0.0	0.0
440944	629.0	933.0
22906	6400.0	6838.0
256144	0.0	0.0
10917	15.0	4.0
10919	1690.0	3917.0
83888	1949.0	4.0
10921	3256.0	8163.0
283738	1.0	0.0
83887	1.0	21.0
10920	3831.0	5182.0
81226	0.0	0.0
10923	11689.0	12544.0
10922	1326.0	2871.0
83889	7.0	7.0
81228	0.0	0.0
83884	2.0	4.0
56287	2.0	0.0
81221	0.0	0.0
56288	3172.0	3861.0
10924	837.0	682.0
10927	8612.0	13284.0
83886	11.0	96.0
81223	0.0	0.0
10926	253.0	844.0
81224	0.0	0.0
643447	0.0	2.0
643445	0.0	0.0
83882	93.0	491.0
83881	1.0	14.0
439965	20.0	37.0
643446	13.0	31.0
93233	14.0	78.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	1.0
8050	2917.0	2497.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	16.0	18.0
106481975	1.0	1.0
106481978	1.0	1.0
106481979	0.0	0.0
106481980	4.0	4.0
100271499	0.0	0.0
100271498	1.0	0.0
106481981	0.0	1.0
100271495	2.0	1.0
643459	0.0	0.0
81251	1.0	0.0
100271491	1.0	2.0
100271493	0.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	37.0	41.0
8065	3932.0	4202.0
81248	0.0	0.0
10901	409.0	474.0
10900	5.0	30.0
10903	289.0	1610.0
81243	0.0	0.0
10902	1871.0	4760.0
81244	1.0	2.0
100271487	5.0	4.0
10905	13180.0	6715.0
10904	10289.0	5492.0
81246	0.0	0.0
283796	3.0	2.0
100271483	0.0	0.0
81240	0.0	0.0
342574	1.0	3.0
100271486	0.0	0.0
100271485	4.0	0.0
81242	2.0	3.0
100271480	0.0	0.0
100271481	2.0	0.0
8079	6488.0	11535.0
440917	8.0	7.0
439927	0.0	1.0
440915	23.0	1433.0
8078	3660.0	5567.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	1.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	16116.0	8932.0
106481959	0.0	0.0
8073	28656.0	31754.0
106481956	0.0	1.0
8074	1.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	7.0	4.0
106481962	1.0	1.0
81278	1.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	215.0	233.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	1.0
81270	0.0	0.0
100271470	0.0	0.0
440905	3.0	460.0
439916	0.0	0.0
8089	760.0	1924.0
440902	1.0	4.0
643499	0.0	0.0
439915	0.0	0.0
440900	0.0	1.0
8082	9952.0	4136.0
106481965	3.0	0.0
106481966	3.0	2.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	1613.0	3055.0
