id	d7047346-49fd-444e-84d2-c3e4b7cda15b	4dcd18d6-b7b2-4a92-bcbe-361c7278e84e
3692	4919.0	6966.0
3693	10628.0	37004.0
285521	1336.0	932.0
100873342	0.0	0.0
3694	12777.0	4454.0
100873341	0.0	0.0
3695	92.0	73.0
100873340	0.0	0.0
100128723	4.0	2.0
1033	100.0	271.0
1032	184.0	426.0
285525	6.0	5.0
1031	525.0	1149.0
285527	6359.0	4639.0
1030	717.0	2235.0
728468	0.0	0.0
440288	137.0	127.0
1029	117.0	508.0
440295	180.0	48.0
1028	1609.0	1713.0
1027	5318.0	6981.0
1026	8549.0	14642.0
1025	3275.0	3861.0
1024	789.0	688.0
3685	13376.0	18338.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	364.0	1506.0
100873345	0.0	0.0
3688	36052.0	43491.0
100873344	0.0	0.0
3689	1721.0	6474.0
100873349	1.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	1.0	3.0
100873370	0.0	0.0
728498	12.0	10.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	1.0
728492	59.0	43.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	162.0	86.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	1.0	21.0
1043	480.0	1183.0
1041	1.0	0.0
1040	3929.0	3035.0
1039	3240.0	4559.0
1038	7.0	3.0
1036	759.0	861.0
3696	11475.0	1141.0
3697	5.0	0.0
100873379	0.0	0.0
3698	30.0	26.0
100873378	1.0	0.0
3699	137.0	198.0
100873377	0.0	0.0
728486	3.0	8.0
100873361	0.0	0.0
105373869	1.0	502.0
100873360	0.0	0.0
285540	177.0	130.0
100128705	5.0	3.0
100873365	1.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	2.0	0.0
100873362	0.0	0.0
100128701	3.0	2.0
1054	3479.0	2685.0
285547	0.0	0.0
1053	1.0	3.0
285548	1.0	10.0
1052	3157.0	2915.0
1051	2335.0	3498.0
728489	15.0	9.0
1050	571.0	874.0
100128707	1.0	0.0
1048	17.0	421.0
1047	715.0	2601.0
1046	0.0	0.0
1045	0.0	0.0
100873369	34.0	0.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	2.0	0.0
1066	2202.0	958.0
1063	681.0	2079.0
1062	162.0	276.0
1061	0.0	2.0
1060	3036.0	1482.0
440253	170.0	75.0
1059	4931.0	7092.0
1058	24.0	42.0
1057	9.0	1.0
85379	15435.0	8314.0
114112	1027.0	763.0
1056	18.0	5.0
85377	4103.0	2270.0
85378	4404.0	2547.0
128745	0.0	0.0
85376	9.0	23.0
440248	899.0	266.0
1075	3152.0	6850.0
1074	20.0	7.0
1073	3985.0	2124.0
1072	25882.0	55578.0
1071	14.0	175.0
440243	0.0	0.0
1070	1066.0	903.0
1069	3472.0	4533.0
1068	0.0	2.0
85369	2759.0	2692.0
85366	0.0	144.0
85364	1215.0	1568.0
85365	2504.0	2657.0
85363	1981.0	1634.0
85360	843.0	2054.0
1080	119.0	46.0
85391	1.0	3.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	4.0	0.0
153733	513.0	500.0
1087	4.0	19.0
1086	1.0	0.0
440279	47.0	15.0
1085	3.0	0.0
1084	0.0	5.0
440278	143.0	128.0
1082	0.0	0.0
403294	0.0	0.0
440275	6296.0	5674.0
1081	5.0	11.0
85397	4.0	5.0
85395	519.0	392.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	1.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	1501.0	166.0
1089	4.0	8.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	55.0	4.0
285598	1262.0	1073.0
126133	1239.0	2228.0
128790	3.0	0.0
126129	280.0	727.0
126123	0.0	0.0
442862	0.0	0.0
126119	339.0	707.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	1.0	0.0
442896	0.0	0.0
114132	3.0	24.0
442897	0.0	0.0
442898	6.0	0.0
114134	1457.0	1666.0
442899	0.0	0.0
100128790	0.0	0.0
128760	8.0	0.0
100128788	73.0	22.0
100128787	0.0	0.0
440225	0.0	0.0
440224	4.0	81.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	0.0
128756	0.0	0.0
100128782	253.0	174.0
100128781	4.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	0.0
403234	0.0	0.0
403235	2.0	0.0
403236	0.0	0.0
63982	110.0	54.0
102466616	0.0	0.0
126052	0.0	0.0
151009	75.0	52.0
403227	0.0	3.0
403228	0.0	0.0
138046	2.0	3.0
645558	0.0	0.0
403229	1.0	0.0
645573	2.0	0.0
645572	0.0	0.0
645571	5.0	3.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1139.0	1029.0
107131122	0.0	0.0
138050	9008.0	11138.0
403219	1.0	0.0
151011	7777.0	4963.0
645587	2.0	2.0
165679	370.0	391.0
126037	47.0	48.0
114049	3744.0	4130.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	695.0	1380.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	3828.0	2282.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	335.0	273.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	168.0	13.0
645598	0.0	0.0
163007	3.0	3.0
114038	0.0	2.0
645591	2.0	2.0
106481495	0.0	0.0
114041	144.0	88.0
106481496	0.0	0.0
114042	7.0	5.0
106481493	0.0	0.0
114043	6.0	7.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	335.0	146.0
126017	494.0	478.0
106481497	2.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	2.0	0.0
85301	1862.0	783.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	2461.0	3259.0
106481459	0.0	0.0
26994	10441.0	8272.0
106481457	9.0	1.0
26995	2593.0	2945.0
106481458	0.0	0.0
403271	0.0	0.0
26998	4.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1129.0	3087.0
403273	0.0	0.0
102466658	7.0	0.0
106481462	1.0	0.0
106481463	0.0	0.0
104310353	1.0	0.0
106481460	1.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2974.0	2534.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	1.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	1.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	142.0	475.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	18530.0	5525.0
106481470	2.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1455.0	705.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	2.0	4.0
106481437	0.0	0.0
26974	411.0	150.0
153657	144.0	128.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	2397.0	1309.0
165631	59.0	74.0
106481436	0.0	0.0
26978	12.0	5.0
126075	794.0	948.0
106481439	0.0	0.0
403250	0.0	0.0
126074	208.0	197.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1350.0	2320.0
106481444	10.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	2.0	0.0
85358	2466.0	5184.0
85354	0.0	0.0
85352	194.0	480.0
403241	3.0	0.0
344462	3.0	5.0
403244	0.0	0.0
403245	0.0	0.0
153642	755.0	496.0
153643	14.0	49.0
403247	0.0	0.0
403248	0.0	0.0
26985	5325.0	4697.0
106481448	0.0	0.0
26986	72517.0	64068.0
126069	178.0	125.0
106481449	0.0	0.0
126068	947.0	588.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1002.0	1282.0
106481447	0.0	0.0
106481451	4.0	1.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	607.0	178.0
106481455	0.0	0.0
85349	448.0	66.0
106481456	1.0	0.0
26982	0.0	0.0
106481453	4.0	0.0
85347	0.0	0.0
26980	4.0	1.0
106481454	1.0	0.0
403238	0.0	0.0
85344	5.0	20.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	22.0	26.0
85340	1.0	0.0
100873394	0.0	0.0
100873393	4.0	2.0
100873392	6.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	1.0	2.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2752.0	3105.0
100873390	0.0	0.0
728556	81.0	80.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	167.0	111.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	787.0	381.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	4.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	6.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	449.0	291.0
100873384	0.0	0.0
285601	16.0	20.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	3.0	0.0
63910	139.0	138.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	912.0	737.0
222008	63.0	230.0
106481428	0.0	0.0
106481429	2.0	0.0
63905	3523.0	3951.0
63904	0.0	0.0
106481430	0.0	0.0
163071	38.0	32.0
63906	1026.0	947.0
106481433	0.0	0.0
63908	1284.0	573.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	39.0	47.0
63920	262.0	371.0
63923	838.0	4041.0
63922	444.0	493.0
728577	248.0	63.0
63925	2613.0	1671.0
63924	977.0	1940.0
63916	3558.0	4410.0
63917	3763.0	3837.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	4.0
728564	2.0	13.0
285622	0.0	4.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2100.0	1378.0
106481402	0.0	0.0
63931	2296.0	3502.0
106481403	1.0	0.0
63934	858.0	372.0
728567	9.0	2.0
106481408	0.0	0.0
163088	11.0	2.0
63933	2493.0	1918.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3543.0	4104.0
163087	1045.0	470.0
728568	274.0	222.0
106481407	5.0	7.0
3704	1582.0	2327.0
3705	3195.0	5089.0
63926	795.0	999.0
3706	7.0	34.0
63929	1166.0	950.0
3707	5296.0	5764.0
63928	5.0	0.0
3708	27897.0	6314.0
106481411	1.0	0.0
3709	10482.0	6352.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	42.0	3.0
3702	238.0	178.0
3703	12299.0	14555.0
645506	0.0	1.0
151050	1978.0	725.0
645520	0.0	0.0
63941	893.0	1447.0
63940	542.0	1328.0
63943	303.0	421.0
728517	0.0	0.0
163033	294.0	382.0
258010	3239.0	1801.0
63947	0.0	0.0
63946	11.0	1.0
728513	2.0	6.0
100033803	0.0	0.0
3716	19153.0	23439.0
100033804	0.0	0.0
3717	1945.0	1344.0
100033805	0.0	0.0
3718	464.0	845.0
63939	652.0	681.0
100033806	0.0	0.0
100190799	16.0	7.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	77.0	75.0
3710	5461.0	4041.0
3712	6782.0	5169.0
3713	3.0	0.0
3714	3520.0	3806.0
63950	0.0	1.0
728505	0.0	1.0
63951	65.0	30.0
100033807	0.0	0.0
728501	54.0	66.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	3985.0	20485.0
100033814	0.0	0.0
3727	15757.0	12196.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	23753.0	32548.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	2495.0	1980.0
151056	278.0	270.0
3725	35233.0	27981.0
645528	0.0	1.0
728532	43.0	29.0
163059	538.0	288.0
728538	0.0	0.0
728537	289.0	59.0
63967	42.0	87.0
3737	10.0	16.0
3738	44.0	42.0
3739	6.0	3.0
645538	0.0	0.0
3730	1895.0	2543.0
3732	6059.0	3812.0
3734	2.0	0.0
3735	8853.0	8462.0
3736	86.0	133.0
63970	335.0	52.0
3750	227.0	454.0
63971	9518.0	6003.0
63974	0.0	0.0
163049	3745.0	1889.0
63973	105.0	10.0
63976	150.0	283.0
222068	6121.0	6521.0
63978	0.0	0.0
63977	1008.0	672.0
63979	1376.0	781.0
728524	0.0	0.0
3748	956.0	327.0
163051	49.0	26.0
3749	3204.0	957.0
163050	118.0	67.0
3741	68.0	119.0
645548	5.0	21.0
3743	8.0	7.0
3744	0.0	0.0
3745	875.0	409.0
3746	29.0	0.0
3747	38.0	2.0
285671	1254.0	873.0
285672	1839.0	1864.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	59.0	102.0
285676	168.0	68.0
3761	1.0	0.0
100128657	0.0	0.0
285679	5.0	2.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	926.0	778.0
283008	0.0	0.0
3751	268.0	906.0
100873435	1.0	0.0
3752	3214.0	1900.0
100873434	0.0	0.0
3753	262.0	48.0
100873433	0.0	0.0
3754	50.0	584.0
100873432	0.0	0.0
3755	95.0	35.0
100873439	0.0	0.0
3756	18.0	22.0
100873438	0.0	0.0
3757	79.0	60.0
100873437	0.0	0.0
3758	6.0	4.0
100873436	0.0	0.0
100873420	3.0	0.0
3770	134.0	35.0
3772	103.0	319.0
100861458	0.0	0.0
100861453	35.0	23.0
100861455	0.0	0.0
1107	15368.0	14289.0
1106	12361.0	6453.0
1105	6736.0	3241.0
1104	2257.0	2423.0
100873429	0.0	0.0
1103	0.0	0.0
1102	2030.0	1883.0
1101	1700.0	1196.0
3762	519.0	557.0
100873424	0.0	0.0
3763	18.0	51.0
100128640	195.0	49.0
100873423	0.0	0.0
3764	625.0	2908.0
100873422	0.0	0.0
3765	6.0	7.0
100873421	2.0	0.0
3766	6.0	13.0
100873428	0.0	0.0
3767	810.0	851.0
100873427	0.0	0.0
3768	78.0	355.0
1109	0.0	3.0
100873426	3.0	0.0
1108	21885.0	24317.0
3769	34.0	9.0
100873425	1.0	0.0
100128637	1.0	1.0
100128639	0.0	0.0
3780	62.0	35.0
100873453	0.0	0.0
3781	35.0	158.0
100873452	0.0	0.0
3782	506.0	1334.0
100873451	0.0	0.0
3783	2116.0	478.0
100873450	0.0	0.0
1121	2592.0	1989.0
100861468	0.0	0.0
1120	185.0	164.0
100861469	1.0	0.0
1118	1894.0	3485.0
1117	1231.0	671.0
1116	11248.0	2253.0
1114	24.0	19.0
1113	10.0	4.0
1112	6886.0	5690.0
1111	316.0	371.0
3773	1669.0	259.0
100873457	5.0	0.0
100873456	2.0	0.0
3775	1481.0	4964.0
100873455	0.0	0.0
3776	1448.0	692.0
100873454	1.0	0.0
3777	288.0	114.0
3778	9539.0	4516.0
3779	3550.0	699.0
100873459	0.0	0.0
1119	2914.0	1143.0
100128627	3.0	0.0
100128626	0.0	0.0
3790	1709.0	2065.0
100128628	11.0	2.0
3791	4251.0	8799.0
100873442	0.0	0.0
3792	130.0	26.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	10.0	40.0
1131	218.0	341.0
1130	5669.0	3514.0
100861476	1.0	0.0
1129	0.0	0.0
1128	193.0	68.0
1124	304.0	392.0
1123	1197.0	1815.0
1122	2297.0	1268.0
100861470	0.0	0.0
3784	650.0	915.0
100873446	0.0	0.0
3785	0.0	2.0
100873445	0.0	0.0
3786	194.0	452.0
100873444	0.0	0.0
3787	270.0	34.0
100873443	0.0	0.0
3788	23.0	71.0
100873449	14.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	142.0	62.0
100128618	0.0	2.0
728597	2.0	4.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	77.0	47.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	12.0	9.0
285634	7.0	2.0
1142	0.0	0.0
1141	221.0	21.0
285636	3386.0	3142.0
1140	429.0	577.0
728599	8.0	2.0
1139	42.0	39.0
1138	92.0	36.0
1137	1.0	5.0
100861485	0.0	0.0
1136	13.0	28.0
1135	473.0	38.0
1134	91.0	161.0
1133	28.0	17.0
3795	256.0	266.0
100873479	6.0	2.0
3796	2223.0	1535.0
100873478	0.0	0.0
3797	1277.0	2024.0
100873477	4.0	0.0
3798	500.0	75.0
100873476	0.0	0.0
3799	22616.0	13437.0
100873460	0.0	0.0
728586	29.0	36.0
285641	0.0	0.0
100873464	1.0	4.0
100873463	0.0	0.0
100873462	1.0	2.0
285643	0.0	1.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1654.0	4334.0
1153	22322.0	14933.0
1152	1145.0	1349.0
285647	36.0	13.0
728589	57.0	11.0
728588	310.0	0.0
1149	329.0	902.0
1147	2856.0	1636.0
1146	2.0	0.0
1145	77.0	131.0
1144	0.0	1.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	2.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	194.0	491.0
1163	812.0	1392.0
285659	1.0	0.0
1161	585.0	464.0
1160	206.0	264.0
1159	174.0	21.0
1158	6.0	5580.0
1157	0.0	0.0
1155	1898.0	3357.0
550643	1362.0	2449.0
283025	1.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	1.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2286.0	3737.0
1175	1911.0	4589.0
285668	14.0	2.0
1174	1562.0	2760.0
1173	14694.0	25808.0
550631	268.0	259.0
100873489	0.0	0.0
283014	5.0	5.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	49.0	4.0
1186	2967.0	4800.0
1185	1834.0	1223.0
1184	439.0	633.0
1183	308.0	670.0
1182	10149.0	7015.0
1181	315.0	305.0
440375	50.0	32.0
1180	51.0	19.0
1179	8.0	0.0
1178	0.0	0.0
283089	17.0	15.0
85495	0.0	0.0
85480	364.0	76.0
283080	0.0	0.0
1198	3413.0	2845.0
1197	2.0	0.0
1196	2568.0	2836.0
1195	10043.0	3509.0
440366	4.0	5.0
1193	1239.0	2550.0
1192	13781.0	23252.0
1191	74429.0	79980.0
1188	42.0	32.0
283078	135.0	406.0
85486	10.0	1.0
128615	0.0	0.0
85481	0.0	0.0
128611	68.0	43.0
440396	82.0	46.0
128609	0.0	0.0
128602	0.0	35.0
440387	1.0	0.0
128674	1.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	9.0
126014	78.0	277.0
440335	692.0	3594.0
100128690	0.0	0.0
114034	1050.0	780.0
126006	139.0	58.0
114036	23.0	65.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	57.0	38.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	190.0	163.0
440356	8.0	11.0
440354	173.0	85.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	2.0	0.0
100873413	0.0	0.0
128646	2.0	3.0
100873412	1.0	0.0
100873411	0.0	0.0
100128675	6.0	7.0
100873410	0.0	0.0
100873417	2.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	155.0	128.0
100861435	1.0	0.0
100861436	0.0	0.0
440345	205.0	128.0
200734	9095.0	5476.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	31.0	39.0
100873402	0.0	0.0
100873401	1.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4003.0	5171.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	10.0	3.0
165530	78.0	37.0
85409	366.0	1116.0
106481385	1.0	0.0
106481386	0.0	0.0
85416	0.0	0.0
106481383	10.0	1.0
85417	73.0	42.0
106481384	0.0	0.0
103106903	5.0	0.0
85414	325.0	484.0
106481389	0.0	0.0
85415	4438.0	2413.0
106481387	0.0	0.0
85413	8.0	13.0
106481388	8.0	9.0
645436	1.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	50.0	15.0
106481380	0.0	0.0
11	1.0	0.0
403341	757.0	755.0
12	1714.0	213.0
13	3.0	0.0
14	7179.0	7419.0
15	5.0	1.0
16	9089.0	10488.0
645455	14.0	24.0
18	2257.0	5244.0
19	2870.0	2485.0
128580	16.0	8.0
85407	263.0	364.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1984.0	2151.0
106481395	0.0	0.0
85403	2032.0	2579.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	0.0
20	3961.0	4891.0
106481390	0.0	0.0
21	3462.0	3969.0
106481391	0.0	0.0
22	1772.0	1577.0
153571	583.0	2499.0
153572	5949.0	5698.0
23	6321.0	6811.0
24	276.0	380.0
25	8150.0	9832.0
26	21.0	24.0
27	3786.0	6457.0
28	1165.0	567.0
29	7174.0	7307.0
153579	2588.0	899.0
728615	1.0	0.0
728614	1.0	0.0
200765	352.0	217.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	27.0	71.0
102466518	4.0	1.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1228.0	1189.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2742.0	2578.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	297.0	269.0
106481366	0.0	0.0
30	4066.0	4713.0
106481360	0.0	1.0
31	18137.0	7371.0
32	3956.0	3156.0
33	665.0	126.0
34	5667.0	3779.0
35	1576.0	1547.0
153562	2248.0	1772.0
36	16102.0	5627.0
37	18587.0	12648.0
38	3334.0	4660.0
440307	2.0	16.0
39	1295.0	1243.0
165545	8.0	25.0
106481369	0.0	0.0
728606	442.0	322.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	3.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	1.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	11.0	24.0
106481370	0.0	0.0
41	366.0	231.0
106481371	0.0	0.0
43	143.0	77.0
645486	0.0	3.0
47	14131.0	20153.0
48	3447.0	6164.0
49	22.0	24.0
106481338	0.0	0.0
106481339	0.0	2.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	17.0	0.0
