id	bc2ab403-bd52-4feb-8f85-3e84d8cda7c3	112c740e-8830-4ed0-99cd-eadd91276f63
81623	0.0	11.0
54022	1.0	2.0
81624	142.0	752.0
767853	0.0	0.0
54021	7.0	45.0
56683	968.0	1379.0
54028	12.0	10.0
54027	0.0	0.0
29015	3444.0	1644.0
54026	0.0	0.0
767850	1.0	0.0
81620	374.0	964.0
54025	1.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	25.0	241.0
246182	0.0	5.0
100126316	0.0	0.0
728233	26.0	22.0
283171	2.0	1.0
100126317	0.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	0.0	0.0
100126313	0.0	0.0
285753	251.0	736.0
728231	1.0	0.0
100126314	0.0	0.0
100128977	7.0	71.0
114785	3712.0	6510.0
285755	151.0	301.0
114786	27.0	8.0
114787	105.0	495.0
114788	0.0	2.0
285758	3.0	18.0
114789	1672.0	890.0
54031	3.0	2.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	987.0	1650.0
54033	45.0	5.0
54032	0.0	2.0
114791	508.0	1194.0
54039	460.0	79.0
114792	16.0	7.0
126767	1.0	1.0
114793	1248.0	905.0
54038	1.0	1.0
100190954	0.0	0.0
114794	17.0	0.0
114795	26.0	31.0
54036	0.0	0.0
93627	989.0	1707.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	18913.0	18692.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	533.0	802.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	1987.0	3353.0
100126302	1.0	0.0
100128963	13.0	3.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	4.0	5.0
100126309	0.0	0.0
728226	4.0	0.0
54041	0.0	0.0
728228	3.0	0.0
54045	0.0	1.0
645809	0.0	0.0
54044	1.0	1.0
645808	1.0	0.0
114780	115.0	18.0
54043	0.0	0.0
645807	1.0	0.0
114781	1022.0	1380.0
126755	27.0	0.0
54049	2.0	1.0
114783	517.0	915.0
54048	0.0	0.0
114784	54.0	173.0
283159	0.0	3.0
54047	0.0	1.0
100128961	0.0	3.0
645805	46.0	58.0
283152	71.0	120.0
66035	551.0	572.0
283150	0.0	2.0
728255	1.0	0.0
93654	0.0	2.0
66036	815.0	1136.0
93653	71.0	54.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	0.0	2.0
93650	4.0	2.0
81669	4455.0	6211.0
54053	3.0	0.0
54052	1.0	0.0
114769	608.0	367.0
54051	0.0	0.0
54050	2.0	0.0
54055	100.0	1.0
100190938	162.0	268.0
54054	42.0	12.0
114770	33.0	211.0
114771	0.0	0.0
54059	454.0	466.0
283149	2342.0	2458.0
54058	161.0	678.0
93649	125.0	5.0
645811	36.0	143.0
81671	6221.0	7425.0
100271199	3.0	2.0
100190939	954.0	332.0
283143	80.0	62.0
100271196	1.0	0.0
93643	1950.0	1776.0
100128946	0.0	1.0
285780	2.0	6.0
285782	0.0	3.0
100271180	0.0	0.0
285785	375.0	80.0
100190952	1.0	0.0
54064	6.0	39.0
728248	0.0	0.0
114757	6414.0	579.0
114758	0.0	0.0
54067	54.0	21.0
100190947	0.0	1.0
100190949	0.0	0.0
54065	3.0	1.0
114760	0.0	0.0
114761	0.0	0.0
126731	398.0	1051.0
54069	332.0	1261.0
283131	24053.0	37638.0
283130	436.0	1307.0
692157	0.0	4.0
692158	0.0	0.0
138799	0.0	0.0
440498	969.0	868.0
124152	319.0	2278.0
199704	336.0	537.0
124149	0.0	3.0
163747	4.0	22.0
692146	0.0	1.0
692147	8.0	1.0
692148	2.0	2.0
692149	0.0	0.0
163742	0.0	0.0
199713	0.0	12.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	6.0	0.0
126792	2299.0	1473.0
378008	0.0	0.0
378009	0.0	0.0
29089	141.0	2155.0
29088	1453.0	1772.0
29087	2342.0	1173.0
378010	0.0	0.0
148137	301.0	1083.0
126789	659.0	687.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	216.0	316.0
29081	1351.0	1227.0
29080	1059.0	1107.0
283189	0.0	0.0
29086	2382.0	2574.0
29085	4098.0	3711.0
29083	347.0	396.0
100381270	20.0	470.0
200810	32.0	5.0
114796	439.0	282.0
148156	616.0	1147.0
114798	0.0	0.0
114799	665.0	2135.0
29099	2219.0	2068.0
29098	879.0	828.0
378001	0.0	0.0
29093	948.0	1263.0
29092	782.0	873.0
29091	350.0	19.0
29090	865.0	1212.0
56603	1437.0	258.0
29097	1961.0	3720.0
56604	3.0	20.0
56605	442.0	198.0
29095	1216.0	2475.0
151790	10.0	2.0
283174	575.0	97.0
56606	300.0	161.0
29094	987.0	751.0
692199	0.0	0.0
391002	0.0	1.0
440459	2.0	0.0
391004	0.0	0.0
780816	0.0	3.0
124199	42.0	11.0
391003	0.0	0.0
30062	0.0	0.0
440456	442.0	670.0
780814	17.0	22.0
30061	7223.0	15661.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	1.0
440452	0.0	0.0
780810	0.0	0.0
780811	0.0	0.0
29068	1971.0	2111.0
29066	2165.0	4764.0
29063	373.0	593.0
29062	1204.0	1219.0
56616	289.0	568.0
163702	391.0	476.0
391013	3.0	13.0
391012	2.0	0.0
100381215	0.0	2.0
29079	2310.0	2805.0
29078	727.0	342.0
56623	1030.0	645.0
56624	10.0	30.0
29071	1225.0	1716.0
29070	329.0	549.0
29075	18.0	8.0
29074	2502.0	2822.0
29072	3144.0	5885.0
163732	3114.0	4993.0
200845	473.0	1466.0
148103	294.0	319.0
200844	27.0	391.0
440482	15.0	26.0
151742	730.0	379.0
163720	39.0	696.0
148113	140.0	571.0
440465	1472.0	2037.0
29057	6.0	7.0
148109	10.0	0.0
29058	4256.0	5222.0
56647	1834.0	5207.0
56648	412.0	170.0
56649	15.0	6.0
440419	0.0	0.0
440416	249.0	96.0
8303	3472.0	2506.0
643157	0.0	0.0
200879	349.0	1905.0
440406	1.0	6.0
8301	8982.0	5669.0
643155	1815.0	3782.0
8302	1.0	3.0
440400	372.0	406.0
199675	27.0	13.0
8310	1261.0	1991.0
124093	43.0	1396.0
8314	4530.0	4827.0
8315	1228.0	1764.0
8312	2425.0	4435.0
342096	0.0	1.0
8313	794.0	395.0
440435	1.0	20.0
643160	3.0	0.0
643161	1.0	2.0
643159	23.0	5.0
8309	745.0	8693.0
8321	3182.0	4543.0
8322	10952.0	1626.0
8320	55.0	308.0
8325	3704.0	304.0
8326	68.0	7.0
8323	1436.0	197.0
8324	6958.0	2223.0
440423	301.0	483.0
200894	333.0	846.0
643171	5.0	2.0
200895	401.0	1355.0
8318	88.0	1276.0
8317	149.0	1539.0
8332	0.0	2.0
692110	0.0	0.0
8333	0.0	0.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	6.0
8336	1.0	10.0
8337	0.0	0.0
8334	1277.0	4209.0
8335	3.0	5.0
148046	24.0	62.0
106481699	0.0	0.0
643182	0.0	1.0
643180	90.0	128.0
643181	0.0	28.0
8329	0.0	28.0
8328	3.0	2.0
8343	0.0	8.0
643198	0.0	0.0
8344	1.0	9.0
8341	29.0	143.0
8342	0.0	0.0
8347	18.0	351.0
8348	2.0	16.0
643199	0.0	0.0
8345	6.0	27.0
8346	0.0	0.0
692106	0.0	0.0
692107	0.0	0.0
161003	1.0	0.0
692108	0.0	0.0
692109	5.0	3.0
643193	1.0	0.0
8340	0.0	6.0
8338	28.0	28.0
8339	14.0	87.0
8354	1.0	0.0
8355	6.0	15.0
8352	0.0	2.0
8353	13.0	41.0
8358	0.0	3.0
8359	0.0	3.0
8356	0.0	1.0
8357	22.0	232.0
222235	57.0	51.0
106481679	0.0	0.0
222236	574.0	1319.0
106481677	0.0	3.0
222234	179.0	249.0
106481678	1.0	0.0
8350	1.0	2.0
8351	8.0	54.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	1.0
106481686	0.0	0.0
106481687	1.0	1.0
106481684	0.0	0.0
106481685	2.0	0.0
8349	595.0	2578.0
8365	15.0	202.0
8366	0.0	1.0
8363	3.0	5.0
8364	0.0	4.0
8369	0.0	0.0
163688	14.0	25.0
8367	3.0	19.0
8368	0.0	0.0
106481688	0.0	0.0
222223	993.0	2717.0
106481689	0.0	0.0
8361	0.0	0.0
222229	789.0	1004.0
8362	0.0	14.0
8360	0.0	3.0
106481693	0.0	0.0
106481694	8.0	0.0
106481691	2.0	0.0
106481692	2.0	0.0
106481697	0.0	0.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	645.0	54.0
344697	10.0	100.0
106481690	3.0	1.0
728310	0.0	0.0
285830	168.0	109.0
8379	1844.0	1336.0
93556	5.0	0.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	322.0	649.0
106481655	0.0	0.0
285834	19.0	3.0
222256	108.0	341.0
106481656	0.0	0.0
8372	187.0	380.0
93550	273.0	864.0
8373	0.0	5.0
106481659	0.0	0.0
8370	9.0	15.0
728315	10.0	1.0
81577	1644.0	1288.0
106481660	0.0	0.0
81578	405.0	154.0
106481661	0.0	0.0
81579	1064.0	2150.0
81573	750.0	1492.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	3155.0	742.0
106481662	0.0	0.0
81576	1420.0	1195.0
106481663	5.0	7.0
81570	514.0	543.0
100271178	2.0	1.0
81571	471.0	443.0
81572	1188.0	1258.0
645715	53.0	11.0
8387	4.0	0.0
8388	0.0	0.0
728300	0.0	2.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1857.0	2982.0
8383	0.0	0.0
285848	1.0	0.0
8384	0.0	0.0
285849	40.0	39.0
8382	95.0	128.0
81566	1441.0	3331.0
106481671	0.0	0.0
106481672	1.0	3.0
81567	171.0	323.0
81569	7.0	17.0
106481670	0.0	0.0
81562	1624.0	2578.0
106481675	0.0	0.0
81563	6691.0	10467.0
246243	353.0	580.0
100271168	3.0	2.0
106481676	0.0	0.0
106481673	0.0	1.0
81565	2553.0	1945.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	1.0	0.0
100271161	0.0	1.0
100271163	0.0	0.0
100271162	3.0	0.0
8398	755.0	998.0
8399	10.0	131.0
8396	5982.0	5112.0
285852	5.0	6.0
645740	0.0	0.0
8390	0.0	2.0
106481635	0.0	0.0
285855	4266.0	7194.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2056.0	6768.0
106481639	0.0	0.0
8395	261.0	362.0
8392	0.0	0.0
106481637	0.0	3.0
106481638	0.0	0.0
100271158	2.0	3.0
106481642	6.0	8.0
106481643	0.0	0.0
246210	0.0	3.0
106481640	0.0	0.0
100271159	3.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	0.0
106481646	2.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	40.0	55.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	1.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	2.0	14.0
100271142	0.0	0.0
344658	1.0	0.0
100271145	1.0	0.0
645745	1.0	1.0
344653	3.0	0.0
100271141	0.0	2.0
100271140	0.0	1.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	134.0	272.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	191.0	831.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	470.0	369.0
283208	117.0	667.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	4.0	1.0
100271131	0.0	1.0
100271133	1.0	2.0
100271130	0.0	0.0
93587	184.0	349.0
645771	2.0	1.0
93589	210.0	301.0
106481624	7.0	12.0
285800	13.0	1.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	1.0	0.0
106481628	0.0	0.0
106481629	0.0	0.0
106481626	0.0	0.0
106481627	1.0	1.0
100271129	1.0	0.0
246283	0.0	0.0
246285	0.0	0.0
106481631	0.0	1.0
100271125	1.0	0.0
106481632	0.0	0.0
106481630	4.0	0.0
100271122	0.0	0.0
199692	526.0	1321.0
645784	19.0	108.0
100271118	1.0	0.0
100271117	0.0	0.0
100271119	0.0	3.0
100271114	3.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	5.0	20.0
643115	10.0	34.0
100271111	0.0	1.0
106481608	2.0	0.0
106481609	0.0	0.0
645798	9.0	1.0
643136	1.0	2.0
106481602	0.0	2.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	7.0	4.0
100271106	2.0	5.0
106481610	0.0	0.0
100271105	0.0	1.0
643126	0.0	0.0
199699	16.0	38.0
728393	0.0	0.0
100128899	1.0	0.0
728395	0.0	0.0
114625	899.0	1258.0
54112	18.0	1.0
56776	43.0	1.0
283248	87.0	209.0
344729	1.0	0.0
100128894	0.0	0.0
100128893	26.0	2.0
100128890	26.0	3.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	5.0	1.0
114614	14.0	103.0
283238	1.0	1.0
100190800	48.0	121.0
283237	845.0	710.0
283236	0.0	0.0
283234	989.0	942.0
728381	0.0	1.0
283232	1010.0	863.0
728380	1.0	1.0
100128881	132.0	29.0
100128880	0.0	1.0
692099	585.0	389.0
114609	372.0	360.0
29128	140.0	2759.0
29123	3894.0	3036.0
344709	0.0	0.0
29122	80.0	16.0
29121	450.0	1068.0
283229	4315.0	8997.0
29127	465.0	3821.0
29126	113.0	229.0
29125	49.0	43.0
29124	0.0	1.0
692087	0.0	0.0
692088	0.0	0.0
692089	4.0	9.0
100128867	0.0	0.0
54145	0.0	1.0
54143	0.0	0.0
283219	943.0	1001.0
54149	1037.0	757.0
54148	779.0	941.0
54147	0.0	0.0
283212	127.0	130.0
692091	0.0	0.0
692092	0.0	0.0
692093	1.0	7.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	0.0	2.0
100128857	1.0	0.0
100271093	1.0	1.0
100271092	0.0	0.0
728350	12.0	3.0
285872	1.0	6.0
100128853	0.0	9.0
29109	1770.0	2307.0
29108	2093.0	8248.0
285877	0.0	0.0
29107	1153.0	940.0
285878	0.0	1.0
29106	16.0	2.0
728358	0.0	0.0
29101	7072.0	5596.0
29100	2032.0	1248.0
29105	1667.0	822.0
29104	503.0	754.0
29103	2309.0	1954.0
29102	2057.0	3068.0
100271098	4.0	4.0
283284	106.0	97.0
728343	0.0	0.0
728342	1.0	0.0
100128849	2.0	0.0
728344	3.0	3.0
100271081	4.0	1.0
100128845	0.0	1.0
728340	62.0	179.0
285888	0.0	0.0
29119	31.0	3.0
107057644	4.0	9.0
29118	25.0	11.0
107057647	0.0	0.0
114655	0.0	1.0
29117	2680.0	2194.0
107057646	1.0	0.0
114657	0.0	0.0
114659	301.0	403.0
126638	0.0	0.0
54165	785.0	1918.0
126637	0.0	0.0
29110	1161.0	2097.0
29116	3592.0	3351.0
29115	3693.0	3128.0
29114	6.0	3.0
29113	40.0	0.0
100271087	4.0	8.0
100271089	0.0	0.0
100271085	0.0	1.0
100128836	7.0	3.0
728378	1.0	6.0
728377	120.0	351.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	3.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	846.0	1806.0
81793	30.0	298.0
81794	879.0	258.0
81796	10.0	47.0
81790	814.0	1221.0
100271076	0.0	0.0
283267	877.0	311.0
91107	5040.0	2752.0
100128830	4.0	1.0
81792	545.0	1487.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	0.0	4.0
728361	3.0	4.0
100128822	327.0	232.0
728369	0.0	0.0
81786	147.0	304.0
54187	2242.0	5429.0
81788	228.0	1480.0
81789	423.0	610.0
283257	0.0	0.0
100271065	0.0	0.0
645700	4.0	6.0
283254	164.0	482.0
126695	870.0	1396.0
148003	0.0	0.0
378108	6.0	2.0
151649	2.0	14.0
151648	27.0	583.0
151647	2.0	0.0
151645	38.0	25.0
200909	0.0	0.0
200916	1397.0	803.0
148014	12.0	8.0
151658	2.0	0.0
151651	43.0	27.0
56704	67.0	9.0
148022	1395.0	1439.0
126669	2344.0	335.0
126668	277.0	21.0
100126297	0.0	0.0
100126299	4.0	0.0
100126296	0.0	0.0
200931	184.0	279.0
200933	720.0	1674.0
126661	70.0	156.0
56729	28.0	2.0
283298	2201.0	566.0
283297	0.0	0.0
136051	602.0	730.0
138639	277.0	371.0
692076	7.0	4.0
391121	0.0	0.0
391120	0.0	0.0
391123	9.0	3.0
200942	3374.0	1411.0
440577	25.0	6.0
440574	1692.0	1929.0
56731	4610.0	5028.0
100126270	0.0	3.0
692084	0.0	0.0
692085	0.0	0.0
692086	5.0	11.0
138649	120.0	84.0
200959	0.0	0.0
200958	285.0	35.0
391135	15.0	2.0
440567	102.0	85.0
391139	10.0	10.0
440563	1.0	0.0
440561	0.0	0.0
151613	858.0	2884.0
692072	0.0	0.0
692075	7.0	6.0
692057	0.0	0.0
692058	0.0	2.0
124056	0.0	0.0
81706	406.0	3.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	1498.0	2078.0
391109	0.0	0.0
440595	303.0	101.0
56751	0.0	0.0
692063	0.0	0.0
8402	4001.0	3530.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	350.0	411.0
391114	0.0	1.0
124044	768.0	458.0
391115	0.0	0.0
440585	47.0	82.0
391117	0.0	0.0
440584	15.0	22.0
391119	0.0	0.0
54101	1785.0	403.0
151636	2345.0	8656.0
440590	31.0	153.0
54103	467.0	860.0
54102	1100.0	572.0
54108	1390.0	2344.0
54107	2873.0	5280.0
54106	2.0	1.0
692053	1.0	2.0
391040	1.0	1.0
645683	40.0	8.0
8410	0.0	0.0
645682	0.0	2.0
645688	14.0	5.0
391044	4.0	2.0
645687	1.0	2.0
8411	1009.0	1576.0
645686	0.0	0.0
8412	1969.0	3479.0
391045	1.0	1.0
440533	0.0	0.0
8406	6604.0	507.0
8407	41915.0	30083.0
8404	53610.0	10956.0
8405	2730.0	3905.0
8408	3757.0	3817.0
8409	3391.0	2629.0
391051	3.0	0.0
8420	590.0	722.0
645694	1.0	6.0
391053	0.0	0.0
645693	51.0	17.0
643031	8.0	1.0
8424	1423.0	0.0
8425	24906.0	2380.0
643037	0.0	0.0
163589	61.0	3.0
643034	0.0	0.0
440525	41.0	93.0
391059	104.0	665.0
645691	11.0	6.0
163590	3009.0	5428.0
8417	3112.0	2087.0
8418	530.0	401.0
8416	574.0	2639.0
8419	13.0	8.0
8431	1.0	0.0
8435	30.0	9.0
8436	5895.0	154.0
8433	1.0	0.0
8434	1727.0	428.0
391026	0.0	1.0
440556	132.0	4.0
440560	0.0	0.0
8428	1746.0	3980.0
8427	2471.0	2189.0
103157000	0.0	0.0
8443	2044.0	4872.0
8440	3785.0	941.0
8446	899.0	1131.0
8447	3172.0	299.0
8444	514.0	544.0
8445	1449.0	2124.0
391037	9.0	19.0
391039	3.0	2.0
643050	0.0	0.0
285905	39.0	58.0
285908	284.0	395.0
8439	1497.0	1507.0
8437	196.0	338.0
8438	56.0	676.0
8453	1222.0	1905.0
8454	3294.0	3377.0
8451	2781.0	8120.0
8452	2018.0	4913.0
8458	503.0	1955.0
8455	3216.0	3899.0
8456	13.0	40.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	3529.0	4744.0
106481583	0.0	0.0
106481584	2.0	0.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	66.0	739.0
8449	2081.0	2596.0
106481580	0.0	0.0
8464	430.0	712.0
8462	2033.0	742.0
8463	2869.0	3640.0
8468	3.0	0.0
391099	0.0	1.0
8467	3577.0	7947.0
342184	307.0	1248.0
246312	0.0	0.0
106481589	0.0	0.0
8460	1290.0	483.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	11.0	24.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	2807.0	2412.0
106481590	0.0	0.0
106481591	2.0	0.0
8476	3093.0	734.0
8473	4509.0	6265.0
440519	12.0	127.0
440518	0.0	0.0
8479	1819.0	3601.0
440515	830.0	638.0
8477	205.0	353.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	0.0	0.0
8470	4280.0	2254.0
106481561	1.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	0.0	4.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	2.0	0.0
8487	353.0	874.0
8484	0.0	0.0
391075	0.0	1.0
440508	43.0	7.0
391077	1.0	1.0
391076	0.0	1.0
8488	23.0	2.0
440503	351.0	517.0
8489	1.0	9.0
106481569	0.0	1.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	442.0	586.0
8483	13245.0	28049.0
8480	1297.0	2432.0
8481	1728.0	2764.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	0.0
106481574	0.0	0.0
106481575	0.0	1.0
391081	5.0	9.0
8497	51.0	50.0
728431	384.0	531.0
8498	3690.0	3811.0
728430	0.0	2.0
100128934	0.0	0.0
8495	1664.0	4785.0
8496	2245.0	993.0
91012	2713.0	2438.0
100128936	265.0	31.0
728432	0.0	0.0
100128930	0.0	0.0
8499	38.0	35.0
106481536	0.0	0.0
8490	8082.0	3113.0
106481537	0.0	0.0
285954	1.0	2.0
285955	5.0	13.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1044.0	961.0
54075	0.0	0.0
101669766	4.0	9.0
728434	0.0	0.0
91010	2783.0	3093.0
285958	939.0	498.0
101669767	0.0	0.0
8491	1024.0	2474.0
106481538	0.0	0.0
8492	263.0	13.0
54072	1.0	5.0
106481539	0.0	0.0
101669762	73.0	4.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	11.0	10.0
100271056	0.0	1.0
100271050	7.0	2.0
100271053	0.0	0.0
93664	1976.0	3193.0
100128923	1.0	0.0
93663	1095.0	2496.0
285961	3.0	8.0
93668	0.0	3.0
285962	125.0	138.0
106481547	0.0	0.0
54082	4.0	6.0
106481548	0.0	0.0
285965	9.0	19.0
285966	293.0	371.0
106481545	0.0	0.0
106481546	1.0	0.0
93661	23.0	0.0
100128927	990.0	3794.0
54084	11.0	3.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	8028.0	11842.0
106481551	2.0	0.0
54089	1.0	0.0
81689	1557.0	1320.0
54088	4.0	0.0
106481554	1.0	1.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	4.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2854.0	4424.0
342132	155.0	308.0
285971	1096.0	416.0
285972	48.0	50.0
285973	93.0	96.0
100128911	0.0	0.0
728450	0.0	0.0
54093	904.0	803.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	1.0	3.0
106481513	3.0	6.0
54097	151.0	25.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	200.0	165.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	1.0	8.0
54098	0.0	0.0
246330	1342.0	1806.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	13.0	738.0
100271033	13.0	27.0
645619	3.0	0.0
100271031	4.0	2.0
344787	83.0	580.0
100128902	0.0	0.0
728441	5.0	1.0
100128903	1.0	0.0
222389	681.0	56.0
106481525	2.0	1.0
106481526	1.0	2.0
285987	5.0	1.0
106481523	0.0	0.0
285989	325.0	616.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	16.0	6.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	2.0	3.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	608.0	612.0
91056	1034.0	1204.0
645641	0.0	1.0
91050	1196.0	2078.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	17.0	51.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	7.0	0.0
106481503	0.0	0.0
106481504	0.0	2.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	2.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	0.0
283316	1049.0	318.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	21.0	2.0
283314	128.0	217.0
100271006	1.0	1.0
283310	8.0	17.0
344758	0.0	0.0
100271001	0.0	0.0
344752	23.0	0.0
728411	242.0	329.0
728410	0.0	0.0
643003	7.0	2.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	89.0	3831.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	1.0
728400	0.0	0.0
645676	69.0	70.0
285941	1.0	0.0
728405	0.0	0.0
285943	358.0	46.0
728407	35.0	96.0
728402	0.0	0.0
728403	0.0	0.0
643008	45.0	89.0
645668	2.0	9.0
100506658	207.0	1232.0
100506655	5.0	4.0
81849	563.0	126.0
56890	351.0	1116.0
56891	16.0	0.0
100506650	0.0	0.0
81846	1153.0	481.0
81847	2015.0	1903.0
81848	1750.0	1059.0
56896	0.0	0.0
56897	2483.0	3399.0
81853	1690.0	2378.0
56898	1929.0	2175.0
81855	4390.0	4359.0
56899	69.0	790.0
56892	3839.0	433.0
56893	1869.0	4395.0
121275	0.0	3.0
121278	0.0	1.0
56894	3665.0	5965.0
81850	0.0	0.0
145249	3.0	0.0
56895	946.0	309.0
81851	2.0	0.0
649137	3.0	0.0
81839	876.0	4207.0
121274	996.0	1083.0
121273	56.0	0.0
145264	7.0	26.0
121270	0.0	0.0
145258	547.0	176.0
121268	72.0	87.0
81844	4773.0	3427.0
145259	12.0	2.0
133283	407.0	130.0
375593	10.0	15.0
100506649	128.0	262.0
100506673	0.0	0.0
121260	1602.0	1401.0
145270	603.0	12.0
100506671	1.0	1.0
81875	1771.0	4542.0
81876	12053.0	46987.0
81870	0.0	0.0
81871	0.0	0.0
121256	2.0	2.0
81872	0.0	0.0
81873	1900.0	2358.0
387597	10.0	48.0
100506668	369.0	1459.0
160897	636.0	1211.0
649159	0.0	0.0
145282	180.0	1586.0
387590	1438.0	153.0
81856	175.0	562.0
81857	2573.0	3670.0
100506660	25.0	59.0
81858	3666.0	3031.0
135886	2.0	63.0
147872	5.0	39.0
81889	1106.0	2200.0
145200	15.0	6.0
81892	1659.0	2408.0
81893	2.0	3.0
81894	2318.0	1490.0
81890	1980.0	1459.0
135892	29.0	2.0
649179	1.0	10.0
100506600	16.0	10.0
