id	08ca348b-8c35-4f2e-ba37-c5bcb02c7896	b3ae3d7d-e056-444a-8d27-39faa849ae37
8615	5596.0	5627.0
54329	84.0	76.0
54328	154.0	93.0
8613	10448.0	3170.0
8614	11358.0	1667.0
8618	17.0	98.0
8630	30.0	923.0
8633	545.0	599.0
8634	1169.0	1964.0
8631	480.0	159.0
8632	178.0	136.0
56990	3993.0	2590.0
169166	20.0	3.0
554175	1.0	1.0
54332	639.0	156.0
56995	1776.0	2753.0
255877	1120.0	717.0
664616	0.0	0.0
56996	1642.0	1169.0
54331	3367.0	750.0
56997	5083.0	941.0
664614	0.0	0.0
56998	2488.0	4172.0
664613	0.0	0.0
664612	0.0	0.0
56992	128.0	795.0
56993	2404.0	3444.0
56994	5524.0	4072.0
8626	4691.0	12.0
8624	1018.0	1584.0
8625	1222.0	1603.0
56999	1881.0	874.0
664617	0.0	0.0
8629	1106.0	477.0
8641	80.0	155.0
8644	3493.0	108.0
8645	680.0	45.0
8642	2798.0	2298.0
8643	428.0	53.0
652624	4.0	3.0
196743	266.0	387.0
54346	0.0	1.0
54345	421.0	446.0
54344	372.0	368.0
8637	318.0	141.0
8638	150.0	997.0
8635	1718.0	1779.0
8636	1159.0	2748.0
8639	19380.0	661.0
196740	2214.0	1427.0
8651	81.0	126.0
8650	4313.0	2958.0
8655	5066.0	13545.0
101928685	3.0	4.0
8653	1.0	1.0
8654	3123.0	510.0
101928684	0.0	0.0
101928689	8.0	2.0
101928687	0.0	3.0
8648	6230.0	5108.0
8649	2092.0	1600.0
8646	552.0	420.0
8647	23.0	0.0
8662	10323.0	13152.0
8663	406.0	375.0
6001	1044.0	1061.0
8660	5961.0	445.0
8661	19808.0	17368.0
6000	2.0	4.0
6003	47.0	13.0
8666	7094.0	3568.0
8667	11082.0	13340.0
6002	2340.0	2003.0
8664	16050.0	11229.0
6005	5.0	1.0
6004	603.0	2431.0
8665	8050.0	5057.0
101928698	16.0	0.0
8659	2418.0	2150.0
8658	3099.0	1985.0
8673	2805.0	4539.0
6010	3.0	3.0
8674	1258.0	835.0
8671	338.0	31.0
8672	3935.0	4623.0
6011	2.0	0.0
8677	1082.0	1315.0
6014	1.0	1.0
6013	24.0	20.0
8678	2993.0	1935.0
8675	4060.0	2579.0
6016	1562.0	2165.0
8676	834.0	125.0
6015	2116.0	1382.0
253260	2597.0	1366.0
338707	433.0	1591.0
6007	0.0	1.0
6006	38.0	27.0
8668	8120.0	10504.0
6009	2913.0	2652.0
8669	3435.0	4327.0
6008	2.0	2.0
8685	395.0	148.0
8682	16159.0	40721.0
6023	0.0	0.0
8683	2616.0	4466.0
8688	2.0	6.0
8689	8.0	2.0
8686	13.0	0.0
8687	0.0	0.0
253272	5.0	4.0
8681	423.0	107.0
253264	13.0	11.0
6018	2826.0	1139.0
6017	2.0	1.0
6019	29.0	11.0
6031	3.0	4.0
6034	1.0	0.0
8693	34.0	48.0
8694	1988.0	3408.0
6033	0.0	0.0
6036	11.0	18.0
6035	6907.0	4594.0
8697	1945.0	3146.0
6038	328.0	41.0
8698	69.0	26.0
6037	3.0	0.0
101928646	1.0	0.0
554234	1.0	0.0
8692	2716.0	3014.0
6030	14.0	5.0
8690	965.0	873.0
554225	24.0	8.0
554226	2.0	0.0
6029	0.0	0.0
170082	190.0	190.0
6043	0.0	0.0
6045	1130.0	1115.0
6044	0.0	0.0
6047	3443.0	4290.0
6046	17075.0	15166.0
6049	1920.0	2415.0
100421217	0.0	0.0
6048	1344.0	1216.0
100421219	0.0	0.0
101928656	1.0	1.0
6041	959.0	988.0
554213	0.0	0.0
554214	0.0	0.0
56904	4083.0	6413.0
56905	3240.0	1590.0
6039	896.0	387.0
56906	121.0	101.0
56907	1617.0	1720.0
56900	3548.0	2246.0
56901	585.0	447.0
56902	1369.0	1364.0
56903	4.0	4.0
100421222	0.0	0.0
375612	2.0	0.0
375611	40.0	5.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	4247.0	4121.0
554210	8.0	4.0
100528062	229.0	177.0
554212	0.0	0.0
6050	7603.0	8128.0
100528064	1.0	3.0
375616	50.0	32.0
6051	3075.0	9304.0
56910	5988.0	6749.0
554202	5.0	10.0
554203	918.0	728.0
56915	667.0	465.0
56916	2132.0	1677.0
56917	568.0	833.0
56918	1.0	0.0
56911	153.0	135.0
56912	1382.0	1884.0
56913	1288.0	564.0
100421220	0.0	0.0
56914	2.0	2.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1658.0	969.0
6069	0.0	0.0
375607	0.0	0.0
554201	1.0	1.0
6060	0.0	0.0
56920	6795.0	436.0
56926	2111.0	4604.0
56927	2355.0	1762.0
56928	1804.0	1985.0
56929	2183.0	2621.0
56922	1940.0	2412.0
56923	0.0	1.0
56924	23.0	16.0
56925	1180.0	643.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	1.0
6075	0.0	0.0
6078	0.0	0.0
6079	1.0	0.0
101928601	12.0	19.0
6070	3.0	0.0
91252	1968.0	2694.0
6071	3.0	2.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	1.0	0.0
101928607	38.0	283.0
387612	0.0	0.0
147700	305.0	310.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	1.0
101928611	0.0	1.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	8.0	0.0
123722	12.0	6.0
387601	2.0	0.0
123720	1366.0	643.0
147710	0.0	2.0
147711	14.0	9.0
147719	0.0	2.0
6098	0.0	19.0
6097	1231.0	101.0
6092	31.0	263.0
6091	1721.0	2557.0
6094	188.0	80.0
100528020	0.0	0.0
6093	4245.0	4225.0
100528021	1.0	4.0
6096	94.0	35.0
6095	1203.0	746.0
91272	2128.0	1466.0
147727	1064.0	259.0
387638	0.0	2.0
100528030	11.0	7.0
101928638	1.0	1.0
100528032	14.0	1.0
100421271	1.0	2.0
100506697	43.0	16.0
100506696	105.0	160.0
91298	838.0	915.0
100528007	0.0	0.0
123775	112.0	114.0
91289	3146.0	5219.0
399656	1.0	1.0
100506686	453.0	221.0
100506685	1.0	8.0
100528016	4.0	1.0
100528017	2814.0	18.0
100528018	0.0	0.0
100528019	5.0	0.0
100506681	3.0	1.0
91283	608.0	1228.0
100506680	26.0	2.0
387646	57.0	55.0
387647	0.0	0.0
387644	22.0	13.0
387640	33.0	24.0
100421295	35.0	43.0
387680	2338.0	957.0
375686	8.0	23.0
123745	2.0	1.0
100506898	33.0	8.0
100506897	0.0	1.0
390992	0.0	0.0
54471	2576.0	1968.0
54470	595.0	819.0
390996	2.0	1.0
390999	0.0	0.0
54475	1572.0	501.0
387338	1719.0	1137.0
54474	1.0	1.0
54472	3010.0	3825.0
389997	0.0	0.0
54478	50.0	387.0
54477	1991.0	1364.0
387332	1.0	0.0
54476	3897.0	3564.0
91404	5281.0	3357.0
91405	6.0	3.0
91408	2668.0	2666.0
91409	64.0	221.0
375346	174.0	177.0
100506888	0.0	0.0
389992	1.0	0.0
102724826	120.0	76.0
389990	1.0	0.0
102724827	148.0	91.0
54482	789.0	312.0
102724820	13.0	8.0
100506881	94.0	35.0
54480	2395.0	3730.0
387328	5.0	2.0
387325	4.0	48.0
145497	8.0	3.0
400866	1.0	0.0
387323	0.0	4.0
387321	0.0	0.0
54487	2141.0	2052.0
387322	0.0	0.0
375350	0.0	1.0
723809	2.0	4.0
338391	10.0	3.0
91433	519.0	381.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	1637.0	1399.0
54491	716.0	484.0
54490	9.0	3.0
54497	3073.0	1694.0
54496	1491.0	2040.0
448835	0.0	0.0
54495	2382.0	2678.0
448834	0.0	0.0
387359	0.0	0.0
387357	194.0	24.0
54499	3484.0	5286.0
121498	0.0	0.0
54498	459.0	1018.0
170463	1026.0	1013.0
157489	118.0	37.0
338382	660.0	354.0
390980	170.0	149.0
338388	0.0	0.0
448831	0.0	0.0
400841	1.0	1.0
91419	283.0	285.0
91452	1507.0	1723.0
338376	3.0	4.0
145447	66.0	46.0
100313532	4.0	4.0
91442	110.0	197.0
375387	466.0	162.0
91445	2158.0	1701.0
107080554	0.0	0.0
133482	1.0	0.0
100506874	80.0	42.0
100506872	1.0	0.0
169436	66.0	34.0
170425	1.0	0.0
133491	2.0	0.0
91464	0.0	0.0
100506866	308.0	56.0
400892	4.0	3.0
400891	1.0	3.0
91461	1318.0	316.0
145483	779.0	252.0
145482	737.0	417.0
338339	3.0	1.0
100506810	63.0	26.0
338328	1641.0	40.0
100506815	1.0	0.0
326337	0.0	0.0
326339	0.0	0.0
338321	1.0	0.0
338322	0.0	2.0
338323	7.0	1.0
338324	0.0	6.0
341965	1.0	3.0
326341	0.0	0.0
326340	0.0	0.0
326343	5.0	0.0
326342	77.0	17.0
54407	9074.0	12316.0
8710	5.0	46.0
100506834	184.0	43.0
8711	1122.0	1506.0
54413	144.0	82.0
8703	1838.0	7732.0
101410540	0.0	0.0
8704	2039.0	2856.0
101410541	0.0	0.0
8701	37.0	381.0
101410542	0.0	2.0
54414	2135.0	2677.0
8702	960.0	1622.0
100506835	16.0	5.0
101410543	3.0	2.0
8707	22.0	1.0
101410544	4.0	1.0
8708	116.0	7.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	444.0	281.0
8706	940.0	2142.0
326315	2.0	1.0
326317	0.0	0.0
8721	6458.0	12207.0
8722	6348.0	5076.0
8720	9154.0	11851.0
101410537	2.0	0.0
101410538	1834.0	1455.0
341947	0.0	0.0
8714	1864.0	359.0
8715	42.0	26.0
100506826	32.0	22.0
8712	0.0	0.0
8718	370.0	311.0
101410533	17.0	34.0
101410534	1.0	1.0
326325	2.0	1.0
101410535	61.0	27.0
8717	626.0	858.0
54429	45.0	4.0
101410536	0.0	0.0
326307	553.0	277.0
8732	1039.0	1050.0
8733	4090.0	8798.0
8731	2652.0	1767.0
54431	4774.0	5467.0
400836	1.0	0.0
170487	52.0	54.0
54435	15.0	7.0
54434	3118.0	3321.0
400831	16.0	10.0
54433	909.0	985.0
400830	584.0	3.0
54432	1767.0	13446.0
54439	1587.0	1525.0
8725	3636.0	3543.0
8726	872.0	1149.0
54438	1395.0	365.0
54437	29.0	100.0
8723	2005.0	2805.0
326310	166.0	152.0
8724	7004.0	6095.0
54436	601.0	366.0
8729	5748.0	5008.0
100337589	0.0	0.0
170485	1.0	1.0
8727	1867.0	2346.0
8728	344.0	2722.0
170482	4.0	0.0
8740	115.0	43.0
8743	7283.0	4198.0
8744	31.0	108.0
8741	765.0	496.0
8742	1919.0	733.0
102724868	0.0	0.0
102724866	4.0	1.0
54442	1277.0	2925.0
54441	8.0	15.0
54440	1069.0	625.0
400823	18.0	5.0
102724862	0.0	0.0
54443	247.0	3492.0
8736	1176.0	37.0
8737	2976.0	2295.0
8735	12.0	34.0
326300	9.0	16.0
8738	355.0	477.0
8739	157.0	20.0
8751	7826.0	14207.0
8754	4054.0	9546.0
8755	0.0	0.0
102724853	0.0	0.0
54453	3901.0	6847.0
255512	51.0	27.0
54457	6.0	21.0
54456	14.0	15.0
554049	2.0	3.0
54455	1844.0	1373.0
54454	1007.0	941.0
8747	6.0	9.0
8748	3.0	1.0
8745	191.0	190.0
54458	2357.0	4259.0
400818	483.0	717.0
8749	0.0	0.0
8761	8101.0	4765.0
6100	271.0	236.0
8760	4179.0	2056.0
6102	1036.0	1169.0
8766	8005.0	9939.0
6101	9.0	5.0
8763	22649.0	19963.0
6103	875.0	285.0
8764	2391.0	643.0
54460	1933.0	2601.0
54464	2927.0	2016.0
54463	1341.0	804.0
54462	4033.0	4044.0
54461	3417.0	5440.0
54468	1782.0	1066.0
54467	2940.0	2944.0
54466	8.0	15.0
54465	493.0	611.0
255520	1395.0	2309.0
8759	0.0	0.0
8756	2.0	25.0
54469	3161.0	3631.0
8772	368.0	667.0
8773	2426.0	2274.0
8771	0.0	0.0
8776	2266.0	1382.0
8777	4001.0	1916.0
8774	1734.0	1653.0
8775	3513.0	4555.0
101928566	0.0	0.0
8767	1090.0	1751.0
6120	1463.0	1768.0
101928571	0.0	1.0
8784	71.0	220.0
6122	166000.0	62255.0
8781	0.0	0.0
6121	56.0	2.0
8787	215.0	9.0
6124	83985.0	32837.0
6123	1.0	4.0
8788	289.0	1.0
8785	12.0	4.0
6126	15.0	8.0
8786	293.0	87.0
6125	59598.0	19662.0
101928578	203.0	83.0
8780	4027.0	2396.0
6117	5400.0	4552.0
8778	23.0	23.0
6119	581.0	679.0
6118	2166.0	1739.0
8794	80.0	29.0
8795	2617.0	1614.0
6130	58745.0	41414.0
8792	882.0	222.0
6133	30418.0	11207.0
6132	61983.0	75809.0
8793	434.0	106.0
8798	738.0	617.0
6135	45440.0	18041.0
8799	1358.0	2013.0
6134	75821.0	34020.0
8796	8.0	33.0
6137	45818.0	24627.0
8797	589.0	99.0
6136	41630.0	20667.0
100421307	0.0	0.0
101735302	305.0	210.0
8790	750.0	1207.0
100134444	0.0	0.0
6128	34156.0	27056.0
8789	2.0	4.0
6129	35781.0	26725.0
6142	12815.0	6268.0
6141	32056.0	15291.0
100421311	6.0	13.0
6144	13678.0	3848.0
6143	52045.0	80114.0
100421313	1.0	3.0
6146	19506.0	7555.0
6145	5.0	0.0
6148	0.0	0.0
6147	20433.0	23556.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	1.0
100337591	1.0	3.0
6139	2011.0	1328.0
6138	49618.0	29105.0
6152	24229.0	20317.0
6155	22539.0	10986.0
6154	17843.0	6168.0
100421324	2.0	2.0
6157	30838.0	18184.0
6156	28747.0	21485.0
6159	25390.0	15429.0
6158	19741.0	14682.0
100421328	1.0	1.0
6150	667.0	1090.0
101928527	298.0	238.0
6164	32001.0	9690.0
6163	18.0	1.0
6166	6522.0	5907.0
6165	25133.0	14858.0
6168	32491.0	18556.0
6167	27127.0	15944.0
100421338	2.0	0.0
6169	12660.0	9476.0
101928536	0.0	0.0
6160	32940.0	13459.0
101928537	0.0	1.0
6161	42578.0	18491.0
100421331	0.0	0.0
6175	80017.0	42686.0
6174	89.0	64.0
6176	52350.0	26707.0
101928545	82.0	26.0
6171	8965.0	5507.0
6170	6152.0	4382.0
6173	3484.0	2322.0
6172	307.0	164.0
100421340	0.0	1.0
100421341	2.0	1.0
100421354	0.0	0.0
6185	11796.0	22041.0
101928550	4.0	4.0
6188	62699.0	33963.0
6187	37556.0	36821.0
100421357	0.0	3.0
6189	27835.0	10640.0
101928555	92.0	6.0
6182	329.0	847.0
6181	33103.0	16893.0
6184	10968.0	19001.0
101928559	0.0	0.0
6183	664.0	1370.0
100421350	4.0	16.0
100421351	7.0	2.0
100421353	4.0	3.0
6197	4032.0	1476.0
6196	3337.0	1577.0
6199	1394.0	1902.0
6198	2422.0	1616.0
6191	100667.0	37923.0
6193	31184.0	12058.0
6192	0.0	0.0
91373	763.0	1341.0
6195	2298.0	2047.0
6194	104520.0	46152.0
390916	755.0	1192.0
145407	340.0	621.0
100421363	2.0	2.0
100421376	0.0	0.0
100421379	4.0	6.0
91369	4709.0	1303.0
91368	667.0	937.0
652489	0.0	0.0
390924	45.0	15.0
389901	13.0	29.0
390928	2.0	1.0
390927	429.0	235.0
100421371	2.0	1.0
100421374	19.0	12.0
389903	0.0	0.0
100421389	2.0	1.0
91392	542.0	126.0
389935	0.0	1.0
389932	2.0	3.0
100421384	21.0	18.0
100421398	4.0	5.0
100421399	3.0	1.0
101928513	4.0	2.0
91380	0.0	0.0
390904	1.0	0.0
145438	92.0	75.0
100421390	0.0	2.0
100421391	0.0	0.0
100421395	4.0	10.0
100421397	1.0	0.0
375316	36.0	21.0
375318	0.0	0.0
390963	127.0	88.0
375307	9.0	4.0
389941	51.0	48.0
389948	0.0	1.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	67.0	29.0
387317	0.0	0.0
121457	612.0	1018.0
389976	2.0	3.0
375341	522.0	446.0
387319	0.0	0.0
375323	9.0	3.0
389970	3.0	11.0
390940	99.0	41.0
133418	1656.0	1670.0
390948	0.0	0.0
121441	1473.0	2063.0
390949	0.0	1.0
652411	1.0	0.0
145370	7.0	2.0
102724954	0.0	0.0
54596	17.0	8.0
375484	529.0	947.0
91526	802.0	334.0
133396	0.0	8.0
196951	192.0	66.0
91523	526.0	854.0
91522	161.0	93.0
121391	6.0	1.0
145376	66.0	13.0
400986	723.0	91.0
400984	8.0	2.0
196968	18.0	6.0
157378	1623.0	2476.0
723961	0.0	0.0
145389	520.0	372.0
157381	30.0	102.0
91543	413.0	3281.0
91544	963.0	708.0
102724923	1.0	8.0
652423	0.0	1.0
169355	4.0	1.0
400966	4.0	0.0
121364	0.0	0.0
400961	681.0	178.0
157376	0.0	0.0
91574	1018.0	643.0
157313	69.0	627.0
157317	0.0	4.0
147991	1382.0	1373.0
399495	7.0	1.0
159963	8.0	161.0
100506965	325.0	110.0
100506963	52.0	24.0
387495	0.0	0.0
387496	597.0	66.0
387494	1.0	2.0
387491	0.0	1.0
387492	41.0	33.0
387486	0.0	0.0
157310	64.0	18.0
100506994	50.0	82.0
338470	6.0	4.0
170302	12.0	11.0
204010	1.0	4.0
399473	117.0	127.0
399474	624.0	311.0
91584	4626.0	129.0
159989	17.0	5.0
91582	1611.0	2241.0
107126360	6.0	0.0
133383	235.0	209.0
100506930	843.0	1079.0
100820741	0.0	0.0
338448	0.0	0.0
8808	250.0	20.0
8809	260.0	102.0
54512	572.0	1445.0
54511	144.0	6.0
54510	2344.0	1666.0
54516	533.0	517.0
8802	4054.0	2782.0
8803	2822.0	1642.0
54514	0.0	2.0
8800	1533.0	982.0
8801	3941.0	4952.0
8807	45.0	3.0
400916	686.0	358.0
54518	1791.0	679.0
8804	7820.0	3963.0
100506939	1.0	3.0
54517	1241.0	971.0
8805	1844.0	1868.0
8820	42.0	39.0
8821	2027.0	1822.0
338440	519.0	386.0
338442	575.0	17.0
8819	206.0	401.0
100820732	0.0	0.0
255620	0.0	0.0
54522	453.0	495.0
54521	1202.0	778.0
54520	2483.0	1353.0
100820735	0.0	0.0
8813	1534.0	1619.0
170393	5.0	4.0
8814	115.0	63.0
170392	1.0	12.0
100506925	0.0	0.0
8811	2.0	0.0
8812	580.0	452.0
8817	37.0	34.0
8818	1267.0	2929.0
54529	2302.0	2086.0
255626	0.0	0.0
8815	3145.0	5819.0
8816	4478.0	2636.0
170394	762.0	1474.0
8831	1102.0	435.0
8832	780.0	947.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1067.0	1171.0
54532	6397.0	1657.0
54531	1347.0	1218.0
54538	3574.0	929.0
8824	2868.0	2783.0
8825	584.0	1337.0
54537	1535.0	1022.0
54536	1069.0	1118.0
8822	18.0	1.0
8823	4.0	48.0
54535	1228.0	1051.0
8828	3031.0	4860.0
8829	9151.0	4973.0
8826	24587.0	21529.0
54539	1946.0	3648.0
8842	10026.0	74.0
8843	43.0	1.0
8840	135.0	1717.0
8841	2614.0	3251.0
100158257	0.0	0.0
54541	4122.0	5212.0
54540	2131.0	1559.0
54545	4757.0	2182.0
54544	0.0	3.0
54543	5756.0	1687.0
54542	3123.0	3405.0
54549	903.0	91.0
8835	1369.0	232.0
8836	522.0	1932.0
8833	4000.0	6569.0
8834	1027.0	946.0
54546	44.0	0.0
8839	1794.0	1998.0
8837	9732.0	4146.0
8838	49.0	1.0
101928483	19.0	12.0
8850	1529.0	548.0
101928484	1.0	0.0
8853	981.0	1013.0
8854	1093.0	37.0
8851	89.0	462.0
8852	0.0	0.0
400960	1030.0	528.0
338412	4.0	1.0
338413	1.0	0.0
54552	513.0	465.0
400957	1.0	1.0
54551	51.0	110.0
54550	74.0	23.0
196996	1395.0	60.0
400955	45.0	13.0
400954	142.0	23.0
54556	802.0	445.0
54555	1465.0	2475.0
400952	10.0	22.0
54554	439.0	415.0
400950	4.0	9.0
8846	634.0	424.0
100820709	0.0	0.0
8847	77.0	88.0
54558	1084.0	481.0
8844	1457.0	397.0
54557	563.0	416.0
8848	17893.0	6612.0
196993	144.0	82.0
8861	3661.0	3503.0
101928492	174.0	36.0
8864	10127.0	1163.0
6201	20613.0	12373.0
6203	40700.0	16424.0
8862	476.0	1328.0
101928496	1.0	0.0
8863	2492.0	663.0
6202	61286.0	24055.0
723972	3.0	4.0
400946	25.0	4.0
400945	60.0	17.0
54567	2074.0	546.0
54566	2192.0	2345.0
400941	4.0	5.0
8857	4068.0	238.0
8858	7.0	6.0
54569	0.0	1.0
8856	19.0	4.0
54568	0.0	0.0
8859	592.0	549.0
8871	3969.0	2312.0
8872	1993.0	3092.0
6210	27112.0	15838.0
8870	2175.0	4463.0
100421500	1.0	1.0
8875	93.0	16.0
8876	121.0	17.0
8874	4245.0	2583.0
100421506	0.0	1.0
100421509	0.0	0.0
54570	1.0	0.0
400935	8.0	3.0
54574	0.0	0.0
54573	0.0	0.0
54572	14.0	2.0
400932	0.0	2.0
54571	0.0	0.0
54578	0.0	28.0
255631	35.0	179.0
400931	95.0	128.0
54577	2.0	1.0
54576	0.0	0.0
54575	0.0	0.0
6205	54709.0	28275.0
100506915	19.0	1.0
8869	609.0	383.0
6204	7183.0	3900.0
6207	19316.0	8897.0
6206	48242.0	14653.0
8867	905.0	686.0
54579	0.0	0.0
6209	8925.0	9036.0
6208	42153.0	21280.0
170384	994.0	1144.0
100506916	0.0	0.0
8882	2508.0	2816.0
8883	2169.0	3422.0
8880	5194.0	6583.0
8881	3499.0	3011.0
8886	4977.0	3814.0
6223	32126.0	17337.0
100421512	0.0	0.0
8887	6972.0	6072.0
6222	94984.0	39312.0
8884	7008.0	5858.0
6224	39675.0	24103.0
100421515	8.0	3.0
54581	346.0	160.0
54580	0.0	0.0
54585	1722.0	1674.0
54584	208.0	319.0
54583	3141.0	2639.0
54587	5136.0	7726.0
54586	2.0	0.0
8879	3512.0	8554.0
170371	1013.0	131.0
170370	0.0	0.0
8877	1841.0	1861.0
6218	35329.0	17860.0
6217	24814.0	13350.0
8878	12947.0	17901.0
6219	3.0	0.0
100506907	1.0	0.0
100506906	131.0	87.0
255649	0.0	0.0
6230	27467.0	12732.0
8893	2808.0	3162.0
8894	3087.0	5380.0
101928440	0.0	0.0
8891	1553.0	1432.0
6232	29857.0	13357.0
8892	1377.0	1214.0
6231	5664.0	5451.0
8897	580.0	264.0
6234	10950.0	4642.0
8898	1912.0	2063.0
6233	32745.0	11674.0
8895	6559.0	12566.0
6236	238.0	43.0
8896	1517.0	2005.0
6235	12067.0	5399.0
101928442	0.0	0.0
101928448	12.0	22.0
8890	1849.0	1713.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	1.0	0.0
253039	659.0	476.0
6227	12730.0	5846.0
6226	4.0	4.0
6229	45152.0	38631.0
8888	5454.0	2979.0
6228	33215.0	15613.0
6241	252.0	2979.0
6240	3194.0	6714.0
100421411	0.0	0.0
6242	1797.0	3113.0
100421413	6.0	9.0
101928455	5.0	3.0
6244	0.0	0.0
6247	3.0	0.0
100421415	5.0	9.0
6246	0.0	0.0
280644	0.0	1.0
253044	2.0	0.0
6238	13634.0	27617.0
6237	2505.0	1081.0
8899	5441.0	3801.0
6239	3692.0	4076.0
6252	998.0	545.0
100421420	12.0	10.0
6251	5353.0	5328.0
100421422	1.0	0.0
6253	604.0	228.0
6256	5402.0	4038.0
100421424	0.0	0.0
6258	37.0	11.0
6257	2715.0	1869.0
100421428	0.0	0.0
101928469	0.0	6.0
100421429	1.0	1.0
280637	0.0	1.0
280636	1796.0	3015.0
253018	63.0	12.0
253017	0.0	0.0
253012	117.0	1.0
6249	7495.0	6208.0
6248	0.0	0.0
6263	622.0	47.0
100421431	4.0	4.0
6262	31.0	20.0
100421432	3.0	1.0
101928470	2.0	0.0
100421433	3.0	1.0
100421436	32.0	14.0
100421439	3.0	1.0
6261	596.0	105.0
6260	6.0	4.0
6259	4555.0	2913.0
100421430	0.0	0.0
6274	42.0	33.0
6273	348.0	39.0
6276	9.0	4.0
6275	5192.0	3688.0
6278	17.0	226.0
6277	23360.0	7720.0
6279	114.0	452.0
6272	6541.0	4889.0
6271	2712.0	77.0
6285	2305.0	13.0
6284	3095.0	1173.0
100421455	0.0	0.0
6286	9.0	144.0
6289	6404.0	110.0
6288	47773.0	472.0
6281	9287.0	14435.0
6280	908.0	1366.0
6283	2.0	0.0
6282	9584.0	30649.0
123920	2652.0	5156.0
100421451	0.0	0.0
6296	655.0	36.0
6295	2.0	1.0
6297	969.0	422.0
6299	95.0	213.0
101928420	0.0	0.0
6290	0.0	0.0
6291	129.0	4.0
6294	4913.0	5088.0
6293	2770.0	2311.0
100421478	0.0	0.0
100421479	0.0	1.0
280664	1.0	1.0
54505	2609.0	3349.0
280660	0.0	0.0
54504	1762.0	639.0
280661	8.0	9.0
54503	866.0	1304.0
54502	4199.0	6168.0
54509	35.0	34.0
123904	0.0	0.0
54508	45.0	47.0
100421473	0.0	0.0
54507	1618.0	267.0
100421487	0.0	1.0
133308	564.0	334.0
147945	7.0	0.0
123970	0.0	0.0
100421480	2.0	0.0
147947	736.0	855.0
147948	219.0	178.0
147949	202.0	297.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	0.0	1.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	2.0	0.0
147965	548.0	560.0
147968	69.0	10.0
107126289	0.0	0.0
107126287	14.0	0.0
101060039	0.0	21.0
121360	0.0	0.0
101060032	16.0	5.0
135924	0.0	1.0
135927	5.0	1.0
121355	10.0	10.0
147906	258.0	338.0
135932	365.0	4.0
101060045	0.0	1.0
135935	0.0	0.0
101060040	1.0	0.0
147912	507.0	1032.0
135942	1.0	0.0
135941	2.0	1.0
121340	3.0	3.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	9.0	0.0
147923	535.0	457.0
147920	16.0	755.0
147929	186.0	132.0
104326192	0.0	0.0
104326193	0.0	1.0
375444	165.0	203.0
104326189	4.0	2.0
101060020	0.0	2.0
375449	4183.0	3383.0
104326188	0.0	0.0
121328	2.0	2.0
91653	4573.0	735.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	240.0	27.0
27085	274.0	513.0
27086	5283.0	5194.0
389756	21.0	0.0
147429	10.0	10.0
27089	1836.0	4946.0
91646	8.0	27.0
91647	558.0	553.0
642968	0.0	1.0
135458	4.0	0.0
390766	0.0	1.0
27098	81.0	62.0
27099	0.0	0.0
27097	1747.0	1868.0
389741	82.0	20.0
27090	776.0	1083.0
27091	0.0	0.0
27094	136.0	104.0
27095	2639.0	2506.0
27092	662.0	6020.0
642976	84.0	0.0
400629	2.0	9.0
27093	2.0	1.0
160428	581.0	1693.0
375133	232.0	180.0
387122	9.0	0.0
390730	1.0	1.0
390732	2.0	0.0
390735	0.0	0.0
387119	426.0	185.0
27063	7.0	10.0
387117	0.0	0.0
27069	8198.0	11731.0
400612	8.0	2.0
27067	1953.0	4015.0
27068	1937.0	3079.0
221908	287.0	438.0
341799	0.0	0.0
400619	56.0	138.0
642987	91.0	26.0
400618	774.0	7.0
400617	92.0	7.0
64065	16535.0	15447.0
91662	26.0	20.0
91663	36434.0	11179.0
64064	4.0	7.0
64067	341.0	49.0
64066	38.0	1.0
91661	557.0	676.0
91664	442.0	523.0
147463	1032.0	278.0
387111	3.0	2.0
27076	915.0	586.0
390748	0.0	18.0
27077	371.0	366.0
400604	31.0	24.0
