id	a19d9498-5d19-4aef-9db9-d62deef77142	dcaf948d-c02a-4b7b-913b-e91c74b7641c
100033421	0.0	0.0
100873732	1.0	0.0
106481080	0.0	0.0
10230	119.0	20.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	478.0	330.0
285180	10.0	5.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	80.0	81.0
100033424	0.0	0.0
10235	184.0	31.0
100873736	0.0	0.0
106481084	0.0	0.0
10234	308.0	867.0
100873735	0.0	0.0
106481085	0.0	0.0
10237	4157.0	6118.0
100873734	0.0	0.0
106481082	0.0	0.0
10236	7265.0	5924.0
100873733	0.0	0.0
100033420	0.0	0.0
106481083	0.0	0.0
285189	0.0	0.0
10240	1007.0	343.0
645191	10.0	10.0
101059914	0.0	0.0
101059918	7.0	2.0
100873729	0.0	0.0
442442	2.0	1.0
106481099	0.0	0.0
10249	56.0	7.0
100873728	0.0	0.0
442444	2.0	9.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	1.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	2.0	0.0
100033438	0.0	0.0
100033439	0.0	0.0
10242	22.0	4.0
100873721	0.0	0.0
106481091	0.0	0.0
100033432	0.0	0.0
10241	7264.0	21360.0
285190	1.0	2.0
100873720	0.0	0.0
106481092	0.0	0.0
100033433	0.0	0.0
10244	1231.0	753.0
100033434	0.0	0.0
10243	1127.0	235.0
100033435	6.0	0.0
106481090	0.0	0.0
10246	0.0	0.0
285193	204.0	74.0
100873725	0.0	0.0
106481095	0.0	0.0
10245	1883.0	1141.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	1190.0	829.0
285195	222.0	146.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	615.0	630.0
100128341	0.0	0.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	0.0	0.0
100128337	1.0	1.0
128312	26.0	30.0
100128339	0.0	0.0
100128338	1306.0	843.0
116328	22.0	25.0
118987	1598.0	1255.0
10217	4149.0	1334.0
106481066	0.0	0.0
10216	10.0	14.0
106481067	0.0	0.0
10219	25.0	25.0
106481064	0.0	0.0
10218	32.0	4.0
100873759	2.0	0.0
106481065	0.0	0.0
106481068	0.0	0.0
106481069	1.0	0.0
100873754	0.0	0.0
100873753	1.0	0.0
10211	10407.0	5976.0
100873752	0.0	0.0
10210	1289.0	543.0
100873751	0.0	0.0
10213	2936.0	2779.0
128308	1711.0	505.0
100873758	0.0	0.0
106481062	0.0	1.0
10212	1874.0	1600.0
100873757	1.0	0.0
100131913	0.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	0.0	0.0
106481060	0.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	0.0	1.0
101059973	1.0	1.0
285126	1.0	0.0
100128327	3.0	0.0
10228	2126.0	1476.0
106481077	0.0	0.0
10227	5468.0	1833.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	1626.0	386.0
10229	1049.0	785.0
100873748	0.0	0.0
106481076	0.0	0.0
106481079	3.0	0.0
10220	422.0	310.0
100873743	0.0	0.0
100873742	1.0	0.0
106481070	0.0	0.0
100873741	1.0	0.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	10058.0	3295.0
100873740	0.0	0.0
10224	257.0	221.0
100873747	0.0	0.0
106481073	0.0	0.0
10223	2.0	7.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	0.0	0.0
10226	5933.0	4737.0
100873745	0.0	0.0
106481071	1.0	0.0
10225	212.0	161.0
106481072	0.0	0.0
100873744	0.0	0.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	4.0
131909	1.0	0.0
106481044	0.0	0.0
106481045	0.0	0.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	1.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	1.0	0.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	43.0	45.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	0.0
100873760	0.0	4.0
285148	1084.0	610.0
10206	1420.0	913.0
106481055	0.0	0.0
10205	2881.0	687.0
106481056	0.0	0.0
10208	868.0	425.0
106481053	0.0	0.0
10207	3862.0	736.0
106481054	3.0	1.0
106481059	0.0	0.0
10209	53682.0	73988.0
106481057	0.0	0.0
442405	0.0	2.0
106481058	0.0	0.0
100131940	3.0	1.0
100873765	0.0	0.0
442406	0.0	3.0
100873764	0.0	0.0
10200	1923.0	360.0
100128302	0.0	2.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	17107.0	28772.0
100873769	0.0	0.0
106481051	4.0	0.0
10201	638.0	229.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	4451.0	2284.0
100873767	0.0	0.0
100131947	0.0	0.0
10203	523.0	758.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	2.0	0.0
319099	1.0	0.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	697.0	124.0
728957	0.0	0.0
106481018	0.0	0.0
728953	16.0	5.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	3067.0	2309.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	3.0	0.0
58157	5.0	0.0
106481027	0.0	0.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	13.0	14.0
167838	158.0	42.0
319093	3.0	1.0
131890	2.0	1.0
116238	656.0	1749.0
728945	0.0	1.0
728947	3.0	0.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	2.0	0.0
106481033	0.0	0.0
143872	179.0	191.0
106481034	4.0	7.0
106481031	1.0	0.0
106481032	0.0	0.0
728938	7.0	8.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	0.0	0.0
106481036	0.0	0.0
143879	273.0	105.0
167826	1.0	0.0
128218	1897.0	159.0
106481030	0.0	0.0
10190	1257.0	1334.0
728970	0.0	0.0
10194	1662.0	629.0
10193	2713.0	1314.0
645104	0.0	2.0
10196	639.0	280.0
101059988	0.0	0.0
10195	2516.0	1037.0
728978	14.0	15.0
153218	1.0	0.0
116228	472.0	264.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	0.0	0.0
143884	804.0	270.0
116236	796.0	276.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	332.0	243.0
10197	5094.0	1779.0
143888	1443.0	870.0
10199	1881.0	771.0
128209	0.0	3.0
346689	410.0	47.0
319087	0.0	0.0
344022	5.0	0.0
319089	250.0	52.0
153201	4.0	0.0
319085	1.0	0.0
106481008	0.0	0.0
106481009	0.0	0.0
58189	42.0	41.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	2.0	0.0
728962	0.0	1.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	420.0	91.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	1251.0	500.0
106481013	0.0	0.0
116224	1672.0	454.0
106481014	3.0	0.0
344018	2.0	0.0
645108	0.0	1.0
58190	9488.0	3753.0
346673	0.0	0.0
10170	18.0	29.0
645121	29.0	14.0
58191	5991.0	1124.0
645120	2.0	0.0
10172	309.0	99.0
10171	790.0	275.0
645126	4.0	0.0
10174	6240.0	2007.0
728911	0.0	0.0
728913	305.0	770.0
128272	2037.0	295.0
100033407	5.0	1.0
100033409	0.0	0.0
10175	4173.0	4032.0
10178	46.0	7.0
10179	1065.0	598.0
10181	4101.0	976.0
10180	3864.0	1013.0
645136	0.0	0.0
10184	5200.0	3070.0
116285	435.0	22.0
100033418	0.0	6.0
202861	0.0	0.0
100033419	0.0	0.0
100033414	0.0	0.0
100033415	0.0	0.0
100033416	0.0	0.0
100033417	0.0	0.0
10187	0.0	0.0
10186	2514.0	995.0
10189	2563.0	1038.0
645129	3.0	0.0
10188	3664.0	980.0
100033413	0.0	0.0
645145	0.0	0.0
346653	79.0	9.0
645142	0.0	2.0
10150	2927.0	2336.0
10152	3647.0	1498.0
10151	6.0	6.0
200205	763.0	123.0
728933	0.0	0.0
202865	0.0	0.0
728931	1.0	2.0
100873817	0.0	1.0
100873816	0.0	0.0
100128390	1.0	3.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	651.0	221.0
728929	0.0	0.0
100873818	0.0	0.0
10154	913.0	1886.0
10153	2625.0	1350.0
10156	38.0	7.0
10155	21427.0	6098.0
10158	3569.0	664.0
100873813	0.0	0.0
10157	123.0	46.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	6599.0	5383.0
131870	3035.0	614.0
10161	2374.0	1188.0
10160	7371.0	3175.0
10163	11494.0	2485.0
131873	778.0	36.0
645158	61.0	4.0
10162	1211.0	1013.0
728921	0.0	0.0
128240	4895.0	1780.0
728920	2.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	0.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	1.0	3.0
100873807	0.0	0.0
10165	1253.0	344.0
10164	76.0	0.0
128239	285.0	1002.0
10166	371.0	131.0
10169	25244.0	18818.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	828.0	369.0
100873801	0.0	0.0
100128385	46.0	23.0
100287755	5.0	4.0
165257	101.0	0.0
200232	2.0	0.0
100287745	1.0	8.0
1503	1310.0	416.0
1501	747.0	428.0
1500	18946.0	10816.0
1509	34676.0	15515.0
1508	30197.0	41974.0
1506	0.0	0.0
1504	0.0	0.0
1514	2059.0	3896.0
1513	4147.0	16705.0
1512	6896.0	2326.0
1511	97.0	7.0
1510	3.0	26.0
346606	0.0	1.0
1519	2811.0	2584.0
1518	0.0	1.0
1517	0.0	0.0
1515	514.0	454.0
100287725	0.0	1.0
100287722	6.0	2.0
1525	1440.0	920.0
1524	1269.0	117.0
1523	3987.0	3436.0
1522	11974.0	6654.0
1521	32.0	36.0
1520	2059.0	2909.0
200261	2.0	0.0
1528	4299.0	4841.0
1527	0.0	0.0
100287718	0.0	0.0
728992	28.0	13.0
100287715	0.0	0.0
728990	0.0	0.0
165215	450.0	234.0
728996	0.0	0.0
1536	1552.0	1937.0
1535	4339.0	2765.0
1534	18071.0	15349.0
1539	0.0	0.0
1538	0.0	0.0
1537	4977.0	3053.0
100287708	0.0	0.0
153222	962.0	525.0
1550	1.0	0.0
1545	2690.0	1526.0
1544	0.0	0.0
1543	23.0	3.0
1540	2074.0	1103.0
1549	29.0	2.0
1548	73.0	2.0
1558	16.0	1.0
1557	0.0	0.0
1556	1237.0	0.0
200298	15.0	2.0
1555	8.0	0.0
1553	49.0	0.0
1551	9.0	0.0
1559	0.0	0.0
153241	862.0	602.0
1572	0.0	0.0
1571	100.0	13.0
1568	6.0	0.0
1565	38.0	4.0
1564	14.0	19.0
1562	0.0	0.0
100131828	0.0	0.0
1583	121.0	21.0
1582	152.0	0.0
1581	12.0	0.0
1580	429.0	47.0
1579	8.0	0.0
1577	54.0	77.0
1576	3.0	1.0
1573	1064.0	705.0
285203	1639.0	419.0
1594	241.0	22.0
285205	1.0	0.0
1593	5657.0	248.0
1592	1001.0	24.0
1591	161.0	8.0
1590	57.0	63.0
10307	672.0	100.0
1589	40.0	48.0
1588	3.0	1.0
10309	442.0	74.0
1587	0.0	0.0
1586	5.0	0.0
10308	593.0	553.0
1585	0.0	0.0
1584	0.0	0.0
100131842	3.0	4.0
10301	173.0	114.0
100131846	1.0	3.0
10300	1689.0	401.0
10302	868.0	376.0
100287692	0.0	0.0
1596	0.0	0.0
1595	232.0	109.0
100131855	0.0	0.0
285220	10.0	0.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	17.0	1.0
100131874	0.0	6.0
100131879	0.0	0.0
442590	15.0	0.0
100131881	0.0	1.0
100131893	1.0	0.0
100131897	146.0	4.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	3453.0	2896.0
10371	246.0	104.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	15158.0	10547.0
100128252	927.0	98.0
100873835	0.0	0.0
285282	1147.0	1057.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	80.0	92.0
285286	3.0	0.0
10381	161.0	268.0
10380	1659.0	742.0
10383	22218.0	8791.0
10382	20.0	23.0
118813	1836.0	431.0
102466906	0.0	0.0
118812	459.0	165.0
100885800	3.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	562.0	316.0
100873820	0.0	0.0
10384	1196.0	955.0
10389	89.0	13.0
100873824	3.0	0.0
10388	561.0	93.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	4.0	0.0
645065	0.0	0.0
100128237	0.0	0.0
10350	365.0	111.0
102466918	0.0	0.0
442582	157.0	18.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	53.0	9.0
10352	1272.0	845.0
100873853	0.0	0.0
10351	647.0	37.0
100873852	0.0	0.0
10354	671.0	522.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	1.0	0.0
790952	0.0	0.0
100873857	0.0	0.0
10355	1.0	0.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	26.0	7.0
790955	1129.0	673.0
100873854	0.0	0.0
131831	6.0	1.0
100128227	4.0	3.0
10361	181.0	0.0
10360	1833.0	558.0
645073	0.0	0.0
442572	4.0	0.0
100873849	1.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	793.0	528.0
100873842	0.0	0.0
10362	6745.0	4206.0
100873841	0.0	0.0
10365	1580.0	1258.0
100873840	0.0	0.0
10367	2882.0	1799.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	2.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	16.0	0.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	890.0	722.0
100128217	0.0	0.0
503838	1.0	0.0
503837	0.0	0.0
503834	0.0	0.0
645084	2.0	5.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	0.0	6.0
503840	0.0	0.0
100885850	2.0	0.0
116211	2.0	0.0
100873875	0.0	0.0
10330	1499.0	467.0
100873874	0.0	0.0
10332	4.0	0.0
100873873	0.0	0.0
10331	1533.0	440.0
100873872	0.0	0.0
100873879	0.0	0.0
10333	192.0	89.0
100873878	0.0	0.0
10336	3366.0	1844.0
100873877	3.0	0.0
10335	931.0	596.0
285242	0.0	0.0
100885848	42.0	4.0
100873860	1.0	0.0
118856	5.0	0.0
645094	11.0	12.0
10349	227.0	13.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	3.0	0.0
10343	11.0	3.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	4583.0	2749.0
100873861	0.0	0.0
100131801	1148.0	1392.0
10345	8.0	0.0
10344	4.0	7.0
100873867	0.0	0.0
10347	1316.0	257.0
100873866	0.0	0.0
10346	1883.0	1144.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	1.0	0.0
10316	53.0	4.0
10318	8400.0	4356.0
10317	900.0	141.0
10319	1870.0	170.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	3.0	0.0
100873895	0.0	0.0
100873894	12.0	6.0
10312	2279.0	1034.0
10311	2299.0	1338.0
100131814	40.0	9.0
10314	3445.0	1741.0
100873899	0.0	0.0
10313	10485.0	9150.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	144.0	86.0
285267	289.0	124.0
100873882	1.0	0.0
285268	1022.0	304.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	1076.0	180.0
100885864	0.0	0.0
100885866	31.0	16.0
102466967	0.0	0.0
10327	7910.0	3246.0
10326	11.0	13.0
10329	1079.0	395.0
10328	1216.0	469.0
442523	9.0	0.0
442524	28.0	9.0
442525	1.0	0.0
100873886	0.0	0.0
100873885	0.0	0.0
10321	59.0	2.0
100873884	0.0	0.0
10320	442.0	273.0
100873883	0.0	0.0
100131823	0.0	1.0
10322	2000.0	528.0
100873889	0.0	0.0
100131825	65.0	2.0
10325	717.0	231.0
100873888	3.0	0.0
100131827	331.0	50.0
100873887	0.0	0.0
10324	27.0	7.0
344178	0.0	0.0
102466972	0.0	0.0
116135	135.0	3.0
102466985	0.0	0.0
344167	34.0	5.0
102466984	0.0	0.0
128102	0.0	0.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	422.0	683.0
116123	1.0	0.0
102466995	0.0	0.0
116113	6836.0	1932.0
83259	0.0	1.0
116115	645.0	347.0
344148	538.0	464.0
128153	106.0	49.0
645001	0.0	2.0
10291	8943.0	3639.0
645000	14.0	1.0
10290	1751.0	113.0
10293	218.0	133.0
10295	3424.0	1166.0
10294	3528.0	1431.0
100128292	49.0	11.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	1.0	0.0
100873919	0.0	0.0
100873918	0.0	0.0
100873917	0.0	0.0
10297	133.0	39.0
10296	4167.0	1657.0
100128299	2.0	0.0
10299	5145.0	4047.0
10298	5975.0	3137.0
100873912	22.0	9.0
100873911	0.0	0.0
116173	113.0	0.0
100873910	0.0	0.0
645015	12.0	1.0
200315	32.0	11.0
200316	403.0	207.0
200312	959.0	238.0
100873904	0.0	0.0
100873902	2.0	0.0
100873909	0.0	0.0
100873907	0.0	0.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	19.0	7.0
100873900	0.0	0.0
645024	0.0	1.0
100775107	1.0	5.0
10270	1637.0	461.0
645027	1.0	1.0
10273	2652.0	1414.0
100775104	29.0	13.0
10272	625.0	705.0
100008586	0.0	0.0
116149	699.0	35.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	7.0	0.0
100873935	0.0	0.0
116159	2567.0	286.0
100873939	1.0	1.0
100873930	7.0	4.0
10274	1121.0	846.0
10277	3712.0	925.0
10276	6359.0	4550.0
10279	949.0	227.0
100873934	2.0	1.0
10278	4171.0	1691.0
100873933	0.0	0.0
116151	11425.0	2239.0
100873932	1.0	0.0
116150	1284.0	1257.0
100128275	0.0	0.0
10280	3549.0	1035.0
10282	933.0	564.0
10281	0.0	0.0
10284	6266.0	5477.0
647696	0.0	0.0
10283	1228.0	702.0
116138	6260.0	1986.0
645030	0.0	0.0
1602	754.0	826.0
1601	3359.0	2646.0
100873926	0.0	0.0
1600	51.0	5.0
100128260	0.0	0.0
116143	66.0	18.0
100873924	4.0	3.0
100873929	0.0	0.0
100873928	2.0	0.0
10286	1875.0	1630.0
10285	1301.0	1110.0
1609	1617.0	347.0
100128266	1.0	5.0
1608	22.0	22.0
10288	121.0	216.0
1607	15.0	7.0
10287	973.0	497.0
1606	1308.0	303.0
100873923	15.0	3.0
10289	1737.0	573.0
1605	16450.0	2776.0
100128262	5.0	2.0
100873922	0.0	0.0
1604	3602.0	2997.0
100873921	1.0	0.0
1603	7157.0	5089.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	0.0	1.0
319133	25.0	16.0
319134	3.0	8.0
100287635	0.0	0.0
319130	1.0	2.0
319139	0.0	0.0
319135	4.0	0.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	5.0	15.0
1613	3665.0	2354.0
200350	2.0	6.0
1612	531.0	401.0
1611	12259.0	5357.0
165140	167.0	27.0
1610	1.0	1.0
552889	7534.0	3932.0
1618	0.0	0.0
1617	0.0	0.0
1616	4854.0	2250.0
1615	4204.0	4014.0
319142	0.0	0.0
319143	4.0	5.0
319144	0.0	0.0
319145	0.0	0.0
100287625	0.0	3.0
1624	0.0	3.0
1623	0.0	0.0
1622	12539.0	6799.0
1621	20.0	3.0
1620	2182.0	36.0
1629	1305.0	1484.0
552879	0.0	0.0
1628	769.0	365.0
1627	5446.0	4159.0
319111	0.0	0.0
128178	509.0	180.0
319112	2.0	4.0
100287616	292.0	178.0
393046	0.0	0.0
319117	3.0	1.0
319118	0.0	0.0
319114	2.0	11.0
1635	4817.0	1993.0
200373	19.0	1.0
1634	32627.0	28561.0
1633	581.0	992.0
1632	2942.0	1301.0
552860	8.0	10.0
1630	3.0	0.0
1639	9448.0	5078.0
1638	238.0	0.0
1636	1365.0	506.0
319122	3.0	0.0
319123	0.0	0.0
100287603	0.0	0.0
319128	1.0	3.0
319129	15.0	4.0
1646	543.0	41.0
1645	489.0	44.0
1644	47.0	2.0
1643	1715.0	654.0
85824	18.0	10.0
1642	16419.0	9435.0
1641	730.0	1.0
552859	1.0	0.0
1649	378.0	219.0
1647	1235.0	510.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	1.0	0.0
1660	10223.0	5830.0
1657	1356.0	910.0
1656	8032.0	3847.0
1655	62995.0	49837.0
1654	15776.0	7648.0
1653	5976.0	4192.0
1652	1054.0	487.0
346708	0.0	0.0
1650	13508.0	6739.0
346702	106.0	9.0
1659	3049.0	1301.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	1.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	3220.0	2090.0
1665	5721.0	3729.0
1663	484.0	151.0
1662	1710.0	681.0
1661	4.0	5.0
1669	0.0	0.0
1678	304.0	178.0
1677	321.0	91.0
1676	3041.0	562.0
1675	1439.0	297.0
1674	243.0	57.0
1673	0.0	0.0
1672	1303.0	33.0
153129	362.0	217.0
1690	32.0	0.0
165100	0.0	0.0
1687	667.0	298.0
85865	1024.0	553.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	1.0	1.0
100287596	0.0	0.0
100861563	5.0	3.0
10415	0.0	0.0
10417	1891.0	2265.0
493861	66.0	30.0
493860	13.0	48.0
100287591	0.0	0.0
10419	3231.0	1849.0
10418	2848.0	2209.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1315.0	1967.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	16.0	10.0
10411	859.0	98.0
10410	21086.0	13018.0
100873559	0.0	0.0
10413	6352.0	2231.0
100873558	0.0	0.0
10412	9293.0	4014.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	1.0
100861574	0.0	0.0
10426	1224.0	685.0
442266	0.0	0.0
10425	3222.0	726.0
442267	1.0	0.0
10428	2678.0	1411.0
10427	2176.0	1540.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	699.0	126.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	2609.0	752.0
493856	1189.0	1436.0
100873549	0.0	0.0
10421	5088.0	2135.0
100873548	0.0	0.0
100131726	8.0	0.0
10424	4099.0	3547.0
100873547	0.0	0.0
10423	5651.0	1998.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	1.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	12.0	13.0
100873576	1.0	2.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	80.0	4.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	1.0
442291	2.0	2.0
100287567	0.0	0.0
10404	2471.0	886.0
10403	177.0	429.0
10406	11224.0	1686.0
10408	5.0	4.0
10407	0.0	0.0
100131740	0.0	0.0
10409	547.0	1020.0
100873567	0.0	0.0
100131743	8.0	31.0
100873566	11.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1325.0	413.0
10402	374.0	152.0
100873569	0.0	0.0
10401	2189.0	732.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	12.0	2.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	10.0	0.0
442240	7.0	1.0
442242	1.0	0.0
100287551	0.0	3.0
442233	1.0	0.0
442234	0.0	0.0
442236	0.0	1.0
442237	1.0	0.0
442239	1.0	0.0
100131755	755.0	127.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	1.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	13.0	51.0
442232	2.0	1.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	674.0	147.0
442260	0.0	5.0
442262	2.0	2.0
442255	3.0	3.0
442256	0.0	0.0
442257	0.0	2.0
442258	11.0	0.0
100131775	0.0	1.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	2.0	1.0
100287520	40.0	0.0
442253	0.0	0.0
442245	0.0	0.0
442247	1.0	0.0
442249	0.0	2.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	9893.0	4589.0
100128139	3.0	0.0
10490	3837.0	2233.0
10493	10217.0	4744.0
10492	9301.0	5660.0
10495	639.0	381.0
100128135	1.0	0.0
10494	4762.0	1650.0
10497	2848.0	994.0
100128136	0.0	0.0
10499	2126.0	2191.0
128506	1.0	0.0
10498	2219.0	1251.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	11.0	1.0
116512	0.0	2.0
116519	2.0	3.0
105419997	0.0	0.0
100128126	5.0	1.0
100861506	0.0	0.0
10471	1355.0	940.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	23.0	12.0
442221	0.0	1.0
442211	2.0	0.0
442213	22.0	21.0
442215	6.0	1.0
442216	3.0	1.0
116511	1.0	0.0
442217	1.0	2.0
442218	0.0	0.0
10473	2114.0	1162.0
10472	2476.0	266.0
100533177	1.0	0.0
10475	1497.0	466.0
100533178	0.0	0.0
100128115	0.0	1.0
10474	5920.0	2686.0
100533179	1.0	1.0
10477	3000.0	986.0
10476	4998.0	2910.0
10479	599.0	389.0
10478	1665.0	1178.0
100128110	0.0	1.0
100128109	0.0	0.0
10480	8571.0	35592.0
100861516	0.0	0.0
100861517	9.0	4.0
10482	4047.0	1244.0
100861518	1.0	0.0
10481	211.0	370.0
100861519	3.0	0.0
100861513	2.0	0.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	26.0	13.0
100861510	0.0	5.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	45.0	10.0
442204	0.0	2.0
442205	0.0	1.0
10484	1604.0	2835.0
100128102	0.0	0.0
10483	4668.0	2585.0
10486	897.0	397.0
10485	259.0	7.0
100128103	0.0	0.0
10488	3156.0	1622.0
10487	16941.0	10890.0
100533184	0.0	0.0
10489	6153.0	1362.0
128553	3536.0	304.0
100861523	1.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	1586.0	1291.0
10458	2972.0	673.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	7152.0	10953.0
