id	019a5486-ad80-44b4-a9e3-7e7f93e8e6fa	0d6bb28b-f5d1-4847-9aa9-bd58af1a7198
54552	998.0	1755.0
400957	6.0	6.0
54551	50.0	26.0
54550	27.0	5.0
196996	1044.0	557.0
400955	47.0	25.0
400954	182.0	135.0
54556	1307.0	888.0
54555	1734.0	5681.0
400952	8.0	66.0
54554	1251.0	874.0
400950	5.0	0.0
8846	818.0	982.0
100820709	2.0	3.0
8847	178.0	937.0
54558	1656.0	374.0
8844	1979.0	941.0
54557	1253.0	1144.0
8848	24788.0	7311.0
196993	201.0	429.0
8861	4062.0	3663.0
101928492	283.0	173.0
8864	4465.0	2451.0
6201	31274.0	61565.0
6203	32775.0	38435.0
8862	646.0	234.0
101928496	1.0	0.0
8863	6074.0	739.0
6202	64581.0	108691.0
723972	1.0	7.0
400946	51.0	77.0
400945	70.0	22.0
54567	1976.0	374.0
54566	5012.0	2296.0
400941	91.0	44.0
8857	5114.0	1808.0
8858	2.0	11.0
54569	0.0	0.0
8856	19.0	46.0
54568	0.0	0.0
8859	515.0	491.0
8871	4621.0	3459.0
8872	3838.0	8252.0
6210	32307.0	31789.0
8870	1779.0	2793.0
100421500	0.0	0.0
8875	90.0	367.0
8876	277.0	285.0
8874	7046.0	3351.0
100421506	1.0	1.0
100421509	0.0	0.0
54570	2.0	0.0
400935	9.0	21.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	5.0
54571	0.0	0.0
54578	0.0	0.0
255631	115.0	166.0
400931	302.0	34.0
54577	4.0	0.0
54576	0.0	0.0
54575	0.0	1.0
6205	66855.0	62270.0
100506915	23.0	47.0
8869	1462.0	1471.0
6204	8151.0	14327.0
6207	27008.0	57929.0
6206	53239.0	92757.0
8867	2044.0	1315.0
54579	0.0	0.0
6209	9888.0	9284.0
6208	42253.0	45631.0
170384	2032.0	1313.0
100506916	0.0	0.0
8882	2981.0	5026.0
8883	3222.0	3693.0
8880	7496.0	13000.0
8881	5891.0	5203.0
8886	8414.0	9745.0
6223	38722.0	53864.0
100421512	0.0	0.0
8887	12727.0	14347.0
6222	90236.0	142263.0
8884	5593.0	11838.0
6224	50489.0	91486.0
100421515	49.0	43.0
54581	389.0	276.0
54580	0.0	0.0
54585	2839.0	1583.0
54584	105.0	473.0
54583	6195.0	4771.0
54587	6454.0	1933.0
54586	5.0	0.0
8879	5951.0	7966.0
170371	2656.0	981.0
170370	3.0	0.0
8877	1066.0	730.0
6218	39850.0	56954.0
6217	26317.0	31702.0
8878	12804.0	20013.0
6219	1.0	0.0
100506907	0.0	0.0
100506906	166.0	290.0
255649	0.0	0.0
6230	36116.0	58215.0
8893	3785.0	7133.0
8894	5598.0	7703.0
101928440	0.0	1.0
8891	2565.0	2587.0
6232	40039.0	58568.0
8892	1616.0	2006.0
6231	16860.0	22905.0
8897	1004.0	366.0
6234	8037.0	21936.0
8898	3513.0	4810.0
6233	37474.0	55231.0
8895	12512.0	22572.0
6236	240.0	19.0
8896	2473.0	4718.0
6235	17531.0	25185.0
101928442	0.0	0.0
101928448	12.0	4.0
8890	2253.0	3504.0
280659	1.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	2.0	6.0
253039	2614.0	1530.0
6227	14207.0	21034.0
6226	2.0	4.0
6229	65609.0	94348.0
8888	6272.0	5653.0
6228	37079.0	39614.0
6241	381.0	4314.0
6240	4644.0	13927.0
100421411	0.0	0.0
6242	1435.0	3024.0
100421413	2.0	14.0
101928455	3.0	0.0
6244	2.0	4.0
6247	8.0	3.0
100421415	10.0	30.0
6246	0.0	0.0
280644	0.0	8.0
253044	0.0	0.0
6238	10679.0	15852.0
6237	4268.0	1137.0
8899	7478.0	12202.0
6239	5355.0	5747.0
6252	1893.0	827.0
100421420	1.0	5.0
6251	8653.0	7630.0
100421422	1.0	10.0
6253	732.0	225.0
6256	6840.0	3668.0
100421424	0.0	0.0
6258	367.0	67.0
6257	3000.0	2554.0
100421428	1.0	0.0
101928469	7.0	0.0
100421429	2.0	2.0
280637	0.0	1.0
280636	1789.0	3810.0
253018	79.0	67.0
253017	0.0	0.0
253012	439.0	7.0
6249	10233.0	7680.0
6248	0.0	0.0
6263	718.0	73.0
100421431	2.0	5.0
6262	280.0	135.0
100421432	2.0	5.0
101928470	9.0	0.0
100421433	2.0	2.0
100421436	24.0	59.0
100421439	0.0	0.0
6261	658.0	300.0
6260	5.0	5.0
6259	7029.0	4761.0
100421430	0.0	0.0
6274	69.0	46.0
6273	258.0	42.0
6276	16.0	27.0
6275	14643.0	7127.0
6278	9.0	88.0
6277	33363.0	25159.0
6279	165.0	538.0
6272	14499.0	12843.0
6271	2322.0	454.0
6285	4481.0	274.0
6284	4013.0	7296.0
100421455	0.0	0.0
6286	14.0	182.0
6289	4876.0	290.0
6288	39739.0	1481.0
6281	17533.0	12658.0
6280	768.0	1726.0
6283	6.0	9.0
6282	19601.0	39878.0
123920	3594.0	3165.0
100421451	0.0	0.0
6296	524.0	151.0
6295	5.0	20.0
6297	1906.0	1001.0
6299	213.0	66.0
101928420	0.0	0.0
6290	1.0	1.0
6291	116.0	2.0
6294	4321.0	6179.0
6293	3695.0	5107.0
100421478	0.0	0.0
100421479	1.0	0.0
280664	0.0	0.0
54505	4563.0	4479.0
280660	0.0	0.0
54504	2165.0	1652.0
280661	7.0	17.0
54503	1360.0	2034.0
54502	6669.0	8976.0
54509	51.0	147.0
123904	0.0	0.0
54508	60.0	11.0
100421473	0.0	1.0
54507	1990.0	335.0
100421487	0.0	0.0
133308	1239.0	1414.0
147945	5.0	24.0
123970	1.0	0.0
100421480	1.0	2.0
147947	1341.0	552.0
147948	359.0	88.0
147949	465.0	170.0
100421484	0.0	0.0
100421485	2.0	5.0
100421498	1.0	4.0
100421499	0.0	1.0
101060006	2.0	1.0
101060005	1.0	5.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	24.0	1.0
147965	588.0	746.0
147968	52.0	42.0
107126289	0.0	1.0
107126287	0.0	0.0
101060039	1.0	1.0
121360	0.0	0.0
101060032	25.0	17.0
135924	2.0	1.0
135927	4.0	8.0
121355	28.0	69.0
147906	399.0	126.0
135932	953.0	518.0
101060045	1.0	8.0
135935	1.0	0.0
101060040	0.0	1.0
147912	341.0	66.0
135942	0.0	0.0
135941	0.0	0.0
121340	0.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	34.0	8.0
147923	1121.0	705.0
147920	3.0	91.0
147929	329.0	248.0
104326192	0.0	0.0
104326193	3.0	5.0
375444	223.0	498.0
104326189	5.0	1.0
101060020	0.0	0.0
375449	5979.0	1439.0
104326188	0.0	1.0
121328	4.0	11.0
91653	5356.0	864.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	522.0	90.0
27085	331.0	1588.0
27086	8950.0	9072.0
389756	31.0	2.0
147429	18.0	8.0
27089	3655.0	3289.0
91646	34.0	69.0
91647	723.0	961.0
642968	1.0	3.0
135458	1.0	7.0
390766	0.0	2.0
27098	176.0	60.0
27099	5.0	7.0
27097	2273.0	3477.0
389741	77.0	22.0
27090	877.0	763.0
27091	1.0	1.0
27094	146.0	294.0
27095	3595.0	4246.0
27092	1307.0	2758.0
642976	28.0	40.0
400629	0.0	9.0
27093	2.0	1.0
160428	1630.0	1374.0
375133	290.0	294.0
387122	6.0	1.0
390730	1.0	3.0
390732	0.0	2.0
390735	0.0	0.0
387119	950.0	550.0
27063	40.0	23.0
387117	0.0	0.0
27069	13224.0	16406.0
400612	11.0	4.0
27067	3361.0	6798.0
27068	3865.0	4457.0
221908	334.0	639.0
341799	1.0	0.0
400619	29.0	113.0
642987	183.0	24.0
400618	1129.0	25.0
400617	165.0	17.0
64065	21444.0	10320.0
91662	20.0	198.0
91663	17238.0	10092.0
64064	1.0	4.0
64067	520.0	27.0
64066	67.0	6.0
91661	909.0	1054.0
91664	1181.0	784.0
147463	2510.0	92.0
387111	4.0	1.0
27076	1352.0	375.0
390748	1.0	0.0
27077	382.0	232.0
400604	51.0	73.0
27074	2276.0	4371.0
27075	7138.0	10517.0
389766	9.0	2.0
387103	212.0	1715.0
387104	16.0	2.0
27079	556.0	1090.0
389763	0.0	0.0
341784	2.0	3.0
642996	0.0	1.0
27072	5322.0	5457.0
160419	0.0	2.0
64061	2801.0	1583.0
400609	0.0	0.0
160418	3332.0	2560.0
64063	136.0	99.0
27071	879.0	2450.0
64062	5892.0	4349.0
91695	214.0	209.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	1293.0	59.0
100313770	0.0	0.0
64077	1413.0	994.0
91694	2162.0	808.0
100313771	0.0	0.0
390790	7.0	10.0
221927	1540.0	2166.0
390792	9.0	8.0
400680	21.0	188.0
27043	3538.0	7100.0
27044	12944.0	27703.0
27042	3357.0	4178.0
389799	8.0	7.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	882.0	301.0
100313777	0.0	0.0
27040	44.0	71.0
100313774	0.0	0.0
64073	116.0	104.0
64087	10029.0	9879.0
221914	33.0	34.0
64089	1481.0	1923.0
100313781	0.0	0.0
91683	962.0	628.0
91689	2224.0	1579.0
100313780	0.0	0.0
245908	0.0	0.0
91687	358.0	1466.0
245909	0.0	0.0
400673	388.0	291.0
389792	258.0	291.0
389791	8.0	3.0
387129	1.0	0.0
400668	4.0	1.0
389787	16.0	21.0
64081	965.0	398.0
64080	390.0	353.0
64083	9047.0	11088.0
64084	7797.0	287.0
64098	826.0	1866.0
64097	1597.0	238.0
400660	28.0	41.0
8909	80.0	8.0
27022	0.0	21.0
8907	3141.0	4121.0
341757	5.0	2.0
400658	26.0	23.0
8908	9668.0	389.0
147407	1.0	1.0
27020	10560.0	8296.0
400657	872.0	700.0
27023	6.0	8.0
400654	0.0	0.0
64090	0.0	96.0
64092	741.0	1855.0
64091	500.0	203.0
8900	78.0	36.0
64094	11522.0	1361.0
8905	2855.0	2844.0
147409	4.0	1.0
64093	936.0	63.0
8906	1557.0	3130.0
64096	0.0	0.0
8904	5893.0	7230.0
221935	1246.0	723.0
221937	5938.0	6139.0
221938	0.0	1.0
400652	9.0	14.0
400650	6.0	7.0
27039	16.0	21.0
27032	11693.0	11623.0
27033	43.0	153.0
27030	2142.0	1936.0
27031	1200.0	509.0
27036	79.0	224.0
400645	0.0	0.0
27037	1061.0	1675.0
400644	9.0	5.0
27034	2790.0	2449.0
400643	3.0	11.0
27035	59.0	25.0
8912	536.0	224.0
100313769	1.0	7.0
8913	64.0	89.0
8910	5136.0	1236.0
8911	39.0	92.0
8916	3068.0	1652.0
8914	1333.0	7499.0
8915	1855.0	2001.0
245935	0.0	0.0
245936	0.0	0.0
245937	14.0	0.0
245938	0.0	0.0
8930	3155.0	6129.0
245939	0.0	0.0
221960	346.0	661.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	1.0
245934	0.0	0.0
8929	0.0	0.0
8924	6779.0	5020.0
8927	172.0	86.0
8928	1.0	19.0
8925	10145.0	5827.0
8926	30.0	31.0
221955	1213.0	1533.0
8941	1.0	4.0
8942	842.0	3906.0
375189	54.0	52.0
8940	30.0	70.0
245940	0.0	0.0
206338	849.0	28.0
375190	734.0	426.0
196446	28.0	52.0
8934	3323.0	3117.0
8935	6447.0	2521.0
196441	3853.0	4234.0
8932	7770.0	7395.0
8933	5039.0	1758.0
8938	432.0	216.0
8939	4006.0	3380.0
8936	1088.0	2199.0
326105	3.0	5.0
245913	0.0	0.0
245915	0.0	0.0
221981	2042.0	387.0
245910	0.0	0.0
206358	1491.0	1575.0
245911	0.0	0.0
245912	2.0	0.0
196415	1.0	6.0
642909	2.0	7.0
642907	0.0	0.0
8945	3047.0	2515.0
54659	1.0	0.0
54658	0.0	0.0
8943	7156.0	8809.0
54657	0.0	0.0
8944	0.0	0.0
196410	87.0	93.0
245927	0.0	0.0
245928	0.0	0.0
6300	416.0	201.0
245929	0.0	0.0
6302	4148.0	3099.0
6301	9182.0	12613.0
160492	2.0	1.0
54662	4196.0	2398.0
54661	11.0	6.0
54660	57.0	14.0
54665	3293.0	1828.0
54664	6526.0	3188.0
54663	1130.0	3363.0
8970	28.0	140.0
8971	3208.0	3589.0
101928363	16.0	5.0
8974	2506.0	2224.0
6311	3286.0	5487.0
8975	2917.0	2930.0
6310	4464.0	2400.0
91612	8021.0	4969.0
100421601	0.0	0.0
8972	18.0	66.0
8973	7.0	61.0
245972	84.0	65.0
245973	198.0	388.0
54677	2460.0	1483.0
54676	3092.0	10774.0
54675	3310.0	3158.0
147468	1.0	0.0
54674	855.0	58.0
6304	3010.0	1363.0
6303	14005.0	28872.0
8968	1.0	1.0
6305	3404.0	2992.0
91603	1233.0	1534.0
91608	391.0	94.0
6307	2895.0	3084.0
642924	27.0	7.0
8969	39.0	131.0
6309	4539.0	2428.0
91607	5436.0	3326.0
6320	162.0	167.0
6322	940.0	1479.0
8985	3178.0	4466.0
8986	1548.0	2490.0
64002	1.0	0.0
101928378	80.0	106.0
6324	784.0	221.0
64005	573.0	1892.0
6323	1.0	595.0
101928376	15.0	15.0
54680	2593.0	2782.0
642938	33.0	57.0
54682	4736.0	4057.0
54681	1264.0	1580.0
196403	1548.0	772.0
6315	0.0	25.0
6314	3949.0	4630.0
6317	0.0	0.0
8976	7073.0	6349.0
6319	6074.0	31173.0
6318	3.0	0.0
642935	28.0	52.0
8992	10848.0	12813.0
8993	1.0	2.0
6331	384.0	21.0
8991	9200.0	4587.0
6330	3648.0	76.0
100421621	31.0	5.0
8996	1007.0	636.0
101928388	9.0	1.0
6332	206.0	18.0
8997	1947.0	245.0
8994	2929.0	5776.0
6335	371.0	133.0
8995	36.0	41.0
6334	292.0	83.0
147495	4264.0	961.0
100421629	1.0	0.0
8989	14.0	150.0
6326	1040.0	34.0
8987	286.0	141.0
6328	940.0	90.0
91624	3485.0	602.0
6327	594.0	12.0
8988	12.0	0.0
6329	2614.0	57.0
642946	33.0	90.0
6340	319.0	161.0
6342	13226.0	7334.0
6341	3027.0	2967.0
6344	82.0	10.0
100421633	0.0	0.0
6343	3.0	14.0
100421634	1.0	0.0
6346	0.0	2.0
6345	294.0	57.0
100421638	0.0	1.0
642958	1.0	3.0
642959	0.0	0.0
6337	4172.0	3868.0
642952	0.0	1.0
6336	0.0	2.0
6339	93.0	125.0
91614	92.0	121.0
8999	121.0	300.0
6338	792.0	473.0
642954	29.0	39.0
6351	860.0	1434.0
6352	3596.0	11705.0
6355	1001.0	1250.0
6354	8.0	85.0
6357	714.0	142.0
6356	3.0	155.0
100421528	1.0	0.0
6348	621.0	739.0
6347	3828.0	3321.0
196394	419.0	304.0
6362	537.0	1464.0
6361	44.0	100.0
6364	27.0	255.0
6363	1546.0	2864.0
100421533	31.0	41.0
6366	1588.0	151.0
100421535	0.0	0.0
6368	29.0	18.0
6367	1137.0	1543.0
101928337	1.0	0.0
6360	27.0	3.0
255349	19.0	1.0
6359	2.0	1.0
6358	1777.0	72.0
6373	665.0	3857.0
101928340	8.0	57.0
6372	16.0	18.0
100421542	0.0	1.0
6375	81.0	143.0
6374	234.0	46.0
100421545	14.0	21.0
6376	26198.0	2361.0
101928345	0.0	1.0
100421549	0.0	0.0
6370	3.0	32.0
255313	0.0	0.0
196374	3.0	1.0
6369	11.0	0.0
6383	10184.0	58031.0
6386	20597.0	19153.0
6385	13059.0	7325.0
6388	2401.0	2344.0
6387	48228.0	5785.0
6389	5568.0	9441.0
255330	0.0	0.0
6382	5064.0	17977.0
102724246	9.0	15.0
255324	4.0	7.0
196385	86.0	159.0
196383	2063.0	1584.0
100421550	0.0	0.0
6397	11978.0	6359.0
100421565	0.0	0.0
6396	4680.0	7806.0
100421566	0.0	0.0
6399	1424.0	2142.0
6398	1166.0	3768.0
6391	6371.0	11753.0
6390	3983.0	6665.0
6392	5745.0	6308.0
282997	104.0	126.0
282996	254.0	209.0
100134229	373.0	1075.0
282991	2330.0	3874.0
100421560	0.0	0.0
100421577	41.0	36.0
100421579	2.0	3.0
255394	1148.0	419.0
102724224	9.0	415.0
54600	0.0	0.0
54602	2481.0	1995.0
282980	0.0	0.0
54606	3413.0	7313.0
100421572	0.0	0.0
100421588	5.0	2.0
100421589	106.0	32.0
282974	388.0	969.0
282973	203.0	154.0
54619	921.0	985.0
100421581	0.0	0.0
196335	2.0	2.0
100421582	27.0	24.0
54617	4013.0	3934.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	60.0	53.0
282969	328.0	224.0
102724201	12.0	0.0
282966	0.0	4.0
54622	4010.0	705.0
100134259	72.0	16.0
54621	1645.0	1964.0
54620	553.0	956.0
54626	70.0	75.0
54625	21301.0	34601.0
54623	3282.0	4051.0
54629	4993.0	2245.0
54627	390.0	471.0
27005	1867.0	3552.0
27006	0.0	3.0
27000	2130.0	3440.0
27004	10.0	135.0
27018	4616.0	3458.0
27019	24.0	15.0
400591	1.0	0.0
27010	475.0	436.0
27012	1.0	0.0
27013	4130.0	11968.0
400581	4.0	1.0
400578	6.0	0.0
400569	762.0	644.0
400566	403.0	138.0
389715	1.0	2.0
100313829	1.0	0.0
390729	2.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	99.0	87.0
389730	0.0	0.0
100038246	0.0	149.0
389727	0.0	0.0
91775	3464.0	3352.0
390872	0.0	0.0
390874	4.0	3.0
654835	0.0	0.0
400759	1136.0	2035.0
400757	1.0	0.0
125997	0.0	1.0
389874	0.0	0.0
389873	2.0	2.0
400752	97.0	39.0
137994	155.0	350.0
642843	14.0	6.0
91768	2730.0	4512.0
64151	183.0	3651.0
64150	341.0	26.0
64168	555.0	26.0
64167	954.0	954.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	1.0	0.0
125988	1293.0	1429.0
400746	810.0	63.0
400745	7.0	3.0
389866	8.0	8.0
150962	723.0	671.0
64175	1669.0	1961.0
162968	161.0	158.0
64174	221.0	284.0
162966	936.0	870.0
162967	2318.0	1941.0
162962	736.0	480.0
162963	555.0	233.0
125981	23.0	5.0
149992	0.0	1.0
390856	0.0	0.0
390858	11.0	20.0
27187	5.0	1.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	988.0	493.0
149986	2373.0	4298.0
147323	1.0	2.0
326293	3.0	0.0
100313839	0.0	0.0
389898	1.0	2.0
100313837	0.0	0.0
326295	2.0	0.0
27189	0.0	0.0
100313838	0.0	0.0
326294	0.0	0.0
125972	1.0	2.0
642864	0.0	3.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	93.0	117.0
27183	3790.0	3264.0
64170	147.0	230.0
642869	3.0	1.0
27180	169.0	343.0
27181	272.0	733.0
64172	868.0	1756.0
100313830	1.0	0.0
375248	291.0	284.0
91782	3298.0	2867.0
27197	55.0	121.0
147339	3012.0	2305.0
27198	3608.0	4384.0
27195	0.0	0.0
125965	24.0	12.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	225.0	157.0
400720	925.0	665.0
149998	12.0	13.0
389884	3.0	0.0
326286	5.0	0.0
27190	208.0	7.0
64180	14.0	16.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	26.0	12.0
64184	0.0	1.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	39.0	0.0
387264	1.0	42.0
387263	2900.0	2444.0
206412	72.0	38.0
27164	8.0	0.0
27165	58.0	60.0
27163	1953.0	3027.0
400799	5.0	16.0
400798	37.0	180.0
27166	2138.0	6384.0
400797	0.0	0.0
326272	0.0	0.0
326275	4.0	2.0
326277	1.0	0.0
326279	6.0	6.0
27160	2.0	7.0
27161	4922.0	9977.0
326278	2.0	6.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	0.0	2.0
387254	0.0	0.0
400793	2369.0	473.0
150928	62.0	336.0
27175	1929.0	483.0
149934	0.0	0.0
27173	6617.0	14567.0
150921	142.0	49.0
27179	0.0	0.0
27177	0.0	0.0
27178	1.0	0.0
341883	17.0	5.0
341880	0.0	4.0
27170	0.0	0.0
326269	1.0	0.0
137964	4805.0	8824.0
390892	0.0	0.0
375298	779.0	1432.0
149951	3449.0	5130.0
27148	1774.0	2392.0
390895	0.0	0.0
206426	1.0	3.0
27143	1588.0	1448.0
27141	53.0	63.0
27146	91.0	57.0
106029310	1.0	11.0
27147	1264.0	259.0
27145	2256.0	222.0
123355	1085.0	760.0
137970	4.0	0.0
375287	2965.0	1755.0
387276	0.0	0.0
27159	0.0	4.0
387273	9.0	2.0
150947	0.0	0.0
150946	725.0	324.0
27153	978.0	1260.0
27154	4538.0	4524.0
400769	1.0	2.0
27151	874.0	74.0
27152	2160.0	674.0
123346	1.0	2.0
27158	553.0	601.0
400765	1.0	0.0
100293516	745.0	814.0
387266	0.0	0.0
27156	11.0	29.0
149954	4.0	2.0
387267	0.0	0.0
375295	321.0	2246.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	8.0	2.0
160365	79.0	219.0
160364	271.0	451.0
102724316	1542.0	1525.0
54754	2.0	0.0
54753	1154.0	302.0
54752	4.0	15.0
54751	4797.0	1553.0
54758	1421.0	2052.0
54757	1392.0	1296.0
54756	8143.0	2044.0
101928290	88.0	191.0
6401	300.0	2030.0
6400	16999.0	10994.0
102724307	5.0	0.0
54760	63.0	61.0
54765	12398.0	11468.0
54764	2499.0	2174.0
54763	743.0	1.0
54762	1444.0	434.0
54769	211.0	17.0
54768	101.0	20.0
54766	0.0	1.0
159371	439.0	236.0
100421700	2.0	3.0
100421701	2.0	3.0
100421702	4.0	3.0
100421704	11.0	51.0
100421705	0.0	1.0
100421706	2.0	2.0
100421707	1.0	1.0
100421708	5.0	24.0
100421709	0.0	0.0
54776	2350.0	1633.0
91703	126.0	52.0
6403	2857.0	1221.0
6402	1194.0	10214.0
6405	3642.0	5125.0
54778	3585.0	2564.0
6404	1677.0	4210.0
54777	32.0	40.0
6407	1.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	878.0	27.0
6421	18209.0	29867.0
100421710	1.0	1.0
64101	280.0	149.0
6423	25588.0	10919.0
6422	76590.0	530.0
64106	33.0	63.0
64105	138.0	555.0
64108	1751.0	2236.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	3.0	14.0
54780	2741.0	2658.0
54785	410.0	376.0
54784	496.0	805.0
6414	29809.0	5602.0
6416	3591.0	2829.0
54788	4154.0	3668.0
6415	10249.0	7819.0
6418	23750.0	34418.0
6419	2245.0	1706.0
6430	17444.0	13829.0
64111	0.0	0.0
162989	1196.0	1259.0
64110	2511.0	2795.0
6432	9148.0	13535.0
6431	14126.0	12649.0
64112	2461.0	3242.0
64115	7338.0	2668.0
6434	9205.0	15928.0
101928243	66.0	92.0
6433	2664.0	4315.0
64114	19079.0	13832.0
101928244	3.0	2.0
100421724	8.0	8.0
64116	3463.0	1736.0
64118	2548.0	8735.0
101928248	17.0	13.0
100421728	0.0	0.0
54790	3551.0	2800.0
100421729	0.0	1.0
104548973	4.0	0.0
104548972	3.0	0.0
54793	4077.0	1837.0
400713	1050.0	319.0
104548971	4.0	3.0
104548970	0.0	0.0
54798	370.0	18.0
255411	0.0	1.0
54797	1161.0	1359.0
54796	1765.0	646.0
54795	1632.0	1328.0
6425	9.0	1.0
6424	12353.0	6441.0
150992	3.0	0.0
6427	8504.0	15178.0
54799	2689.0	1884.0
6426	11029.0	22167.0
6429	5906.0	6852.0
6428	19494.0	26105.0
162979	129.0	235.0
6441	58.0	25.0
64122	852.0	1921.0
64121	2847.0	3608.0
6440	0.0	0.0
100421731	0.0	2.0
6443	6793.0	3082.0
101928256	0.0	0.0
6442	195.0	12.0
64123	13491.0	1702.0
100421733	0.0	0.0
6445	253.0	33.0
100421734	0.0	1.0
6444	2594.0	355.0
160313	1.0	2.0
100421736	0.0	0.0
64127	645.0	1276.0
162972	1017.0	809.0
64129	10276.0	659.0
255426	107.0	7.0
642818	0.0	0.0
642819	283.0	222.0
400709	91.0	89.0
6439	8.0	4.0
642812	3.0	6.0
64131	2898.0	1003.0
654817	117.0	297.0
6450	778.0	508.0
91750	1228.0	1347.0
64130	117.0	88.0
654816	75.0	271.0
6452	7500.0	3611.0
100421741	0.0	0.0
64132	1907.0	1545.0
6451	23351.0	7618.0
64135	8333.0	14326.0
91754	11188.0	6866.0
6453	12838.0	2911.0
6456	4.0	14.0
91752	42.0	54.0
64137	20.0	14.0
6455	3086.0	2842.0
147372	278.0	109.0
6447	352.0	222.0
6446	9458.0	4543.0
91748	4772.0	4051.0
6449	3835.0	4916.0
135398	329.0	645.0
91746	7636.0	8781.0
6448	2303.0	2253.0
91749	482.0	236.0
6461	686.0	517.0
6462	9.0	5.0
6465	0.0	0.0
100421754	0.0	0.0
64146	41.0	36.0
64145	4310.0	2799.0
6464	8822.0	7920.0
162998	4.0	3.0
100421756	3.0	4.0
101928276	0.0	2.0
64147	385.0	722.0
160335	1801.0	886.0
6466	1.0	1.0
162993	542.0	459.0
64149	1263.0	1113.0
147381	7.0	38.0
255403	402.0	368.0
6458	31.0	35.0
6457	12.0	3.0
91734	0.0	1.0
6459	7.0	4.0
6472	3085.0	6537.0
6471	0.0	2.0
6474	672.0	319.0
6473	1.0	0.0
6476	0.0	0.0
6478	2194.0	5903.0
6477	1203.0	907.0
101928200	21.0	1.0
100421648	0.0	0.0
6470	2967.0	1502.0
6469	5.0	95.0
6468	4177.0	3694.0
6483	1840.0	1359.0
6482	4806.0	16043.0
100421652	2.0	0.0
6484	1179.0	2826.0
6487	1111.0	577.0
196294	654.0	1153.0
6489	1294.0	371.0
497661	762.0	445.0
100421657	2.0	0.0
6480	8907.0	9677.0
102724386	17.0	11.0
6494	1698.0	2223.0
6493	136.0	1115.0
6496	49.0	6.0
6495	439.0	464.0
6498	4223.0	4788.0
101928223	8.0	0.0
6497	10139.0	6470.0
6499	2524.0	2574.0
6490	86.0	100.0
6492	6.0	817.0
6491	354.0	3238.0
101928232	0.0	3.0
100124700	51.0	500.0
102724368	6.0	10.0
196264	1285.0	1588.0
54700	4264.0	3965.0
54707	1811.0	1768.0
497634	0.0	0.0
54704	3521.0	6756.0
54708	4696.0	4081.0
160287	28.0	10.0
54714	3.0	12.0
54718	332.0	220.0
100421681	0.0	0.0
54716	54.0	9.0
54715	3.0	0.0
100421695	2.0	2.0
100421697	0.0	0.0
100421698	0.0	2.0
100421699	10.0	0.0
102724349	12.0	0.0
102724341	0.0	1.0
159296	0.0	2.0
54729	0.0	0.0
54726	6447.0	5058.0
100421694	0.0	0.0
255480	295.0	150.0
54732	7182.0	15299.0
54734	59.0	64.0
54733	905.0	4306.0
54739	4949.0	3146.0
54738	1.0	0.0
54737	6581.0	4500.0
160298	7.0	9.0
102724321	0.0	0.0
255488	7591.0	4088.0
54742	331.0	1420.0
54741	16706.0	6847.0
54749	2982.0	646.0
137902	79.0	272.0
27128	1513.0	2829.0
27129	2150.0	66.0
29789	5841.0	16169.0
27127	28.0	71.0
27120	31.0	5.0
27121	21.0	1.0
29781	1312.0	1399.0
29780	2086.0	1941.0
27124	1099.0	389.0
27125	14205.0	7214.0
27122	13807.0	1742.0
29785	169.0	458.0
27123	348.0	249.0
125919	652.0	427.0
29799	313.0	270.0
390800	0.0	1.0
27131	8492.0	12473.0
654790	306.0	9.0
27132	108.0	1017.0
27130	1094.0	583.0
29798	351.0	432.0
27136	9.0	0.0
29797	0.0	0.0
27133	9.0	0.0
29796	3328.0	2196.0
27134	774.0	1651.0
27106	2015.0	2455.0
27107	2723.0	3375.0
29768	18.0	8.0
29767	3315.0	779.0
29766	7674.0	7793.0
27109	2272.0	1741.0
29761	6020.0	4291.0
