id	dc0592cf-5a96-4aed-86b2-eb7de5492b7c	71c9e9d3-9276-468c-a3a0-053880a75511
1486	2149.0	2869.0
100885781	3.0	0.0
100131983	2.0	1.0
1485	0.0	0.0
100885782	1.0	0.0
100287798	0.0	0.0
442485	0.0	0.0
1499	34136.0	42150.0
442479	0.0	0.0
1497	1406.0	970.0
1496	5.0	2.0
100131995	0.0	0.0
100131997	9.0	12.0
100131998	206.0	336.0
100287785	0.0	0.0
442465	0.0	0.0
100287778	0.0	0.0
100287768	0.0	0.0
100287765	163.0	214.0
442486	0.0	0.0
285154	76.0	29.0
101059920	1.0	0.0
10251	250.0	116.0
10250	7104.0	14089.0
118945	0.0	0.0
106660612	320.0	514.0
106660611	4.0	3.0
101059926	2.0	0.0
131920	0.0	0.0
106660610	0.0	3.0
645161	8.0	6.0
645160	58.0	29.0
100873718	0.0	0.0
100873717	0.0	0.0
106660609	0.0	0.0
100873716	1.0	0.0
100873715	0.0	0.0
100033447	0.0	0.0
100033448	0.0	0.0
106660605	0.0	0.0
100033449	0.0	0.0
100873719	0.0	0.0
10253	5697.0	389.0
100033443	0.0	0.0
100873710	1.0	1.0
10252	10775.0	1242.0
100033444	0.0	0.0
100033445	0.0	0.0
10255	5.0	3.0
10254	4259.0	3233.0
100033446	0.0	0.0
10257	494.0	370.0
100873714	0.0	0.0
10256	1057.0	2493.0
100033440	0.0	0.0
100128372	4.0	5.0
100873713	0.0	0.0
100033441	0.0	0.0
100873712	0.0	0.0
143903	770.0	578.0
100033442	0.0	0.0
100873711	0.0	0.0
10260	2460.0	3460.0
10262	5007.0	10110.0
10261	754.0	909.0
118932	70.0	518.0
106660620	0.0	0.0
101059938	1.0	0.0
645173	5.0	11.0
100873707	0.0	0.0
100873706	2.0	1.0
100873705	0.0	0.0
106660619	0.0	0.0
100873704	0.0	0.0
100033458	0.0	0.0
442425	0.0	0.0
106660616	1.0	5.0
100873709	2.0	2.0
100873708	0.0	2.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	1910.0	6088.0
100033455	0.0	0.0
442429	0.0	0.0
10266	4142.0	451.0
100033456	0.0	0.0
100128368	2.0	1.0
10265	1303.0	1564.0
10268	1889.0	310.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	59.0	858.0
285172	2346.0	3271.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	5362.0	9463.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	7.0	0.0
118924	1970.0	1318.0
101059905	0.0	0.0
10239	3326.0	4514.0
100033429	0.0	0.0
106481088	0.0	0.0
10238	5838.0	15385.0
442454	4.0	7.0
106481089	0.0	2.0
100873739	0.0	0.0
100873738	1.0	1.0
442455	0.0	0.0
106481086	4.0	7.0
100873737	0.0	0.0
106481087	2.0	0.0
100033425	1.0	0.0
100033426	0.0	0.0
100033427	0.0	1.0
442459	0.0	1.0
100033428	0.0	0.0
10231	2019.0	529.0
100033421	0.0	0.0
100873732	5.0	6.0
106481080	0.0	0.0
10230	354.0	242.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	415.0	418.0
285180	3.0	30.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	87.0	37.0
100033424	0.0	0.0
10235	375.0	56.0
100873736	3.0	3.0
106481084	0.0	0.0
10234	452.0	849.0
100873735	0.0	1.0
106481085	0.0	0.0
10237	2445.0	3975.0
100873734	0.0	7.0
106481082	0.0	0.0
10236	8999.0	19856.0
100873733	0.0	0.0
100033420	0.0	2.0
106481083	0.0	0.0
285189	0.0	0.0
10240	1491.0	772.0
645191	6.0	33.0
101059914	0.0	0.0
101059918	15.0	9.0
100873729	0.0	0.0
442442	1.0	1.0
106481099	0.0	0.0
10249	2691.0	7.0
100873728	0.0	0.0
442444	0.0	0.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	0.0	4.0
100033438	0.0	0.0
100033439	0.0	3.0
10242	16.0	3.0
100873721	0.0	1.0
106481091	2.0	1.0
100033432	0.0	0.0
10241	13375.0	5940.0
285190	3.0	1.0
100873720	0.0	0.0
106481092	0.0	1.0
100033433	0.0	1.0
10244	1377.0	1009.0
100033434	0.0	0.0
10243	1813.0	938.0
100033435	4.0	7.0
106481090	0.0	0.0
10246	0.0	0.0
285193	297.0	352.0
100873725	4.0	0.0
106481095	0.0	0.0
10245	968.0	2307.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	1.0	2.0
285194	0.0	0.0
10248	820.0	3044.0
285195	1176.0	300.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	1650.0	1765.0
100128341	0.0	1.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	0.0	0.0
100128337	3.0	4.0
128312	10.0	7.0
100128339	0.0	0.0
100128338	717.0	4501.0
116328	373.0	72.0
118987	3391.0	2793.0
10217	5649.0	5698.0
106481066	1.0	1.0
10216	610.0	36.0
106481067	0.0	0.0
10219	170.0	29.0
106481064	2.0	0.0
10218	676.0	8.0
100873759	1.0	1.0
106481065	0.0	0.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	1.0
100873753	0.0	3.0
10211	7764.0	13837.0
100873752	0.0	0.0
10210	2861.0	1715.0
100873751	0.0	0.0
10213	3094.0	8442.0
128308	1047.0	2972.0
100873758	0.0	0.0
106481062	0.0	1.0
10212	1205.0	7845.0
100873757	1.0	0.0
100131913	0.0	0.0
106481063	1.0	0.0
100873756	0.0	0.0
10215	0.0	2.0
106481060	0.0	0.0
10214	0.0	1.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	0.0	0.0
285126	0.0	0.0
100128327	6.0	7.0
10228	3020.0	4199.0
106481077	0.0	0.0
10227	2002.0	5894.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	968.0	2510.0
10229	1801.0	1782.0
100873748	1.0	5.0
106481076	0.0	0.0
106481079	7.0	13.0
10220	313.0	556.0
100873743	0.0	0.0
100873742	2.0	0.0
106481070	0.0	0.0
100873741	2.0	2.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	16186.0	3192.0
100873740	0.0	2.0
10224	238.0	633.0
100873747	10.0	4.0
106481073	0.0	1.0
10223	5.0	7.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	3.0	4.0
10226	1910.0	4253.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	285.0	145.0
106481072	0.0	0.0
100873744	0.0	2.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	1.0	0.0
131909	0.0	3.0
106481044	0.0	0.0
106481045	0.0	1.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	1.0	1.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	5.0	3.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	1.0
100873778	0.0	0.0
285141	68.0	234.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	0.0
100873760	0.0	0.0
285148	2709.0	2332.0
10206	2273.0	1338.0
106481055	0.0	3.0
10205	2839.0	1206.0
106481056	0.0	0.0
10208	2358.0	3686.0
106481053	0.0	0.0
10207	5889.0	10683.0
106481054	12.0	3.0
106481059	0.0	0.0
10209	60518.0	30228.0
106481057	2.0	0.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	7.0	0.0
100873765	0.0	0.0
442406	0.0	0.0
100873764	0.0	0.0
10200	1167.0	568.0
100128302	1.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	2141.0	489.0
100873769	1.0	0.0
106481051	0.0	0.0
10201	890.0	1917.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	3999.0	4623.0
100873767	0.0	0.0
100131947	0.0	0.0
10203	6086.0	1968.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	1.0	3.0
319099	4.0	13.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	1555.0	1622.0
728957	0.0	0.0
106481018	0.0	0.0
728953	9.0	17.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	6836.0	3996.0
106481020	1.0	0.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	16.0	1.0
58157	1.0	2.0
106481027	1.0	1.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	17.0	52.0
167838	419.0	312.0
319093	7.0	58.0
131890	3.0	3.0
116238	106.0	826.0
728945	0.0	0.0
728947	3.0	3.0
106481028	2.0	0.0
106481029	1.0	0.0
58160	3.0	2.0
106481033	0.0	0.0
143872	1400.0	432.0
106481034	4.0	3.0
106481031	0.0	1.0
106481032	0.0	0.0
728938	11.0	9.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	1.0	0.0
106481036	0.0	0.0
143879	544.0	264.0
167826	0.0	0.0
128218	546.0	1712.0
106481030	0.0	0.0
10190	1794.0	2721.0
728970	0.0	0.0
10194	3213.0	2352.0
10193	5667.0	5787.0
645104	1.0	2.0
10196	978.0	1178.0
101059988	0.0	0.0
10195	1797.0	4324.0
728978	3.0	17.0
153218	0.0	290.0
116228	250.0	431.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	0.0	0.0
143884	2007.0	1252.0
116236	3706.0	711.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	656.0	2722.0
10197	6494.0	8654.0
143888	4439.0	1971.0
10199	2859.0	11078.0
128209	4.0	145.0
346689	69.0	884.0
319087	0.0	0.0
344022	0.0	0.0
319089	781.0	2400.0
153201	124.0	2.0
319085	3.0	0.0
106481008	11.0	1.0
106481009	0.0	0.0
58189	104.0	96.0
106481006	0.0	1.0
106481007	0.0	0.0
728963	5.0	19.0
728962	1.0	1.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	116.0	397.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	424.0	1099.0
106481013	0.0	0.0
116224	3501.0	983.0
106481014	16.0	3.0
344018	9.0	0.0
645108	0.0	0.0
58190	9685.0	8071.0
346673	0.0	1.0
10170	253.0	46.0
645121	37.0	4.0
58191	4196.0	5599.0
645120	0.0	0.0
10172	495.0	493.0
10171	2126.0	2074.0
645126	8.0	3.0
10174	7840.0	2772.0
728911	0.0	0.0
728913	535.0	273.0
128272	645.0	760.0
100033407	5.0	7.0
100033409	0.0	0.0
10175	8019.0	7388.0
10178	114.0	16.0
10179	2236.0	1648.0
10181	6019.0	6937.0
10180	5657.0	6133.0
645136	0.0	0.0
10184	3915.0	8978.0
116285	59.0	65.0
100033418	0.0	1.0
202861	0.0	0.0
100033419	0.0	0.0
100033414	0.0	0.0
100033415	0.0	0.0
100033416	2.0	5.0
100033417	0.0	0.0
10187	1.0	0.0
10186	8766.0	1357.0
10189	1135.0	8146.0
645129	0.0	0.0
10188	2445.0	3210.0
100033413	2.0	0.0
645145	0.0	0.0
346653	181.0	84.0
645142	0.0	0.0
10150	13280.0	4376.0
10152	4339.0	6025.0
10151	0.0	3.0
200205	755.0	863.0
728933	0.0	0.0
202865	0.0	0.0
728931	4.0	12.0
100873817	0.0	1.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	1037.0	2175.0
728929	0.0	0.0
100873818	0.0	0.0
10154	1204.0	2454.0
10153	4285.0	10273.0
10156	138.0	41.0
10155	9791.0	17729.0
10158	867.0	2960.0
100873813	0.0	0.0
10157	1312.0	373.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	12554.0	16834.0
131870	4041.0	3860.0
10161	4977.0	1815.0
10160	4659.0	6427.0
10163	19738.0	17534.0
131873	1029.0	25.0
645158	82.0	22.0
10162	1540.0	2347.0
728921	3.0	0.0
128240	3788.0	6147.0
728920	5.0	5.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	2.0	1.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	10.0	3.0
100873807	0.0	0.0
10165	1643.0	2114.0
10164	11.0	1.0
128239	65.0	2170.0
10166	336.0	642.0
10169	16559.0	64283.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1751.0	2266.0
100873801	0.0	0.0
100128385	43.0	9.0
100287755	0.0	15.0
165257	26.0	0.0
200232	14.0	15.0
100287745	6.0	0.0
1503	737.0	2754.0
1501	690.0	1678.0
1500	23172.0	26932.0
1509	22246.0	37701.0
1508	53112.0	60260.0
1506	1.0	0.0
1504	0.0	7.0
1514	5820.0	8572.0
1513	12275.0	20558.0
1512	4108.0	2443.0
1511	429.0	6.0
1510	25.0	1.0
346606	0.0	0.0
1519	4986.0	2451.0
1518	0.0	0.0
1517	4.0	0.0
1515	162.0	346.0
100287725	1.0	2.0
100287722	31.0	24.0
1525	1465.0	1437.0
1524	1162.0	353.0
1523	5475.0	7735.0
1522	10282.0	19992.0
1521	212.0	51.0
1520	5732.0	4815.0
200261	0.0	1.0
1528	8827.0	11997.0
1527	0.0	0.0
100287718	0.0	34.0
728992	20.0	5.0
100287715	0.0	0.0
728990	1.0	1.0
165215	1305.0	3182.0
728996	0.0	0.0
1536	3610.0	4024.0
1535	1057.0	1799.0
1534	3495.0	17966.0
1539	0.0	0.0
1538	0.0	0.0
1537	4202.0	6070.0
100287708	0.0	0.0
153222	4976.0	1907.0
1550	0.0	0.0
1545	3224.0	3306.0
1544	2.0	2.0
1543	22.0	3.0
1540	4471.0	5579.0
1549	4.0	2.0
1548	70.0	37.0
1558	42.0	1.0
1557	1.0	0.0
1556	72.0	1162.0
200298	18.0	24.0
1555	0.0	2.0
1553	1.0	0.0
1551	26.0	21.0
1559	4.0	0.0
153241	2740.0	1989.0
1572	1.0	3.0
1571	72.0	125.0
1568	13.0	10.0
1565	23.0	9.0
1564	18.0	18.0
1562	9.0	1.0
100131828	0.0	0.0
1583	222.0	48.0
1582	13.0	2.0
1581	4.0	2.0
1580	4388.0	7131.0
1579	64.0	8.0
1577	118.0	117.0
1576	24.0	1.0
1573	641.0	1190.0
285203	3674.0	1278.0
1594	67.0	104.0
285205	1.0	0.0
1593	2301.0	765.0
1592	100.0	145.0
1591	3.0	3.0
1590	98.0	738.0
10307	765.0	953.0
1589	115.0	514.0
1588	30.0	35.0
10309	103.0	3721.0
1587	0.0	0.0
1586	49.0	2.0
10308	825.0	1964.0
1585	0.0	0.0
1584	0.0	0.0
100131842	0.0	3.0
10301	182.0	329.0
100131846	1.0	1.0
10300	1016.0	1179.0
10302	1107.0	1437.0
100287692	0.0	0.0
1596	0.0	0.0
1595	124.0	646.0
100131855	0.0	0.0
285220	20.0	383.0
285224	0.0	0.0
101180898	1.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	33.0	17.0
100131874	1.0	3.0
100131879	0.0	0.0
442590	16.0	39.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	84.0	23.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	13221.0	6178.0
10371	1037.0	456.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	10896.0	33607.0
100128252	1352.0	2858.0
100873835	0.0	0.0
285282	4055.0	4180.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	1.0	1.0
100873832	0.0	0.0
10379	158.0	675.0
285286	7.0	10.0
10381	6.0	78.0
10380	2272.0	2919.0
10383	7468.0	10052.0
10382	34.0	104.0
118813	1430.0	2187.0
102466906	0.0	1.0
118812	443.0	514.0
100885800	1.0	2.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	787.0	1121.0
100873820	0.0	0.0
10384	1801.0	1948.0
10389	146.0	457.0
100873824	0.0	17.0
10388	1092.0	2521.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	7.0	0.0
645065	0.0	0.0
100128237	0.0	0.0
10350	4089.0	117.0
102466918	0.0	0.0
442582	256.0	273.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	122.0	149.0
10352	1735.0	1996.0
100873853	0.0	1.0
10351	5607.0	25.0
100873852	0.0	0.0
10354	572.0	1049.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	3.0	2.0
790952	0.0	1.0
100873857	0.0	0.0
10355	3.0	1.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	6.0	11.0
790955	361.0	1710.0
100873854	0.0	0.0
131831	7.0	20.0
100128227	3.0	8.0
10361	44.0	9.0
10360	442.0	2477.0
645073	0.0	0.0
442572	5.0	18.0
100873849	0.0	0.0
100873848	1.0	0.0
100873847	0.0	0.0
10363	1516.0	2723.0
100873842	0.0	0.0
10362	2183.0	9232.0
100873841	0.0	0.0
10365	10850.0	800.0
100873840	0.0	0.0
10367	4516.0	4240.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	2.0
10368	0.0	1.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	23.0	45.0
100873871	0.0	1.0
100873870	0.0	0.0
285237	1483.0	2341.0
100128217	0.0	0.0
503838	15.0	6.0
503837	0.0	0.0
503834	0.0	0.0
645084	5.0	31.0
503835	6.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	0.0	22.0
503840	0.0	0.0
100885850	6.0	2.0
116211	14.0	35.0
100873875	0.0	0.0
10330	1099.0	1778.0
100873874	0.0	0.0
10332	10.0	5.0
100873873	0.0	0.0
10331	139.0	3.0
100873872	0.0	0.0
100873879	1.0	0.0
10333	276.0	709.0
100873878	0.0	0.0
10336	4041.0	3686.0
100873877	1.0	0.0
10335	3146.0	1251.0
285242	0.0	3.0
100885848	46.0	46.0
100873860	0.0	4.0
118856	4.0	9.0
645094	10.0	27.0
10349	787.0	5.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	2.0	1.0
10340	0.0	2.0
10343	67.0	20.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	6168.0	16512.0
100873861	0.0	0.0
100131801	690.0	1490.0
10345	274.0	1.0
10344	14.0	34.0
100873867	0.0	0.0
10347	933.0	599.0
100873866	0.0	0.0
10346	4243.0	3725.0
100873865	0.0	1.0
102466953	0.0	0.0
100873893	1.0	0.0
100873892	0.0	0.0
100873891	2.0	2.0
100873890	3.0	2.0
10316	1458.0	5.0
10318	13170.0	8187.0
10317	155.0	2768.0
10319	258.0	27.0
100873897	0.0	0.0
100131810	1.0	0.0
100873896	2.0	8.0
100873895	0.0	0.0
100873894	23.0	22.0
10312	1903.0	1342.0
10311	3800.0	6314.0
100131814	85.0	24.0
10314	7946.0	5949.0
100873899	5.0	4.0
10313	34530.0	26163.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	266.0	68.0
285267	577.0	572.0
100873882	3.0	1.0
285268	2357.0	4133.0
100873881	0.0	0.0
100873880	0.0	1.0
202915	260.0	1564.0
100885864	0.0	0.0
100885866	86.0	105.0
102466967	0.0	0.0
10327	4818.0	11189.0
10326	39.0	116.0
10329	1425.0	1092.0
10328	1163.0	1858.0
442523	254.0	13.0
442524	106.0	180.0
442525	2.0	0.0
100873886	0.0	2.0
100873885	0.0	0.0
10321	3.0	191.0
100873884	0.0	0.0
10320	874.0	680.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	2108.0	4414.0
100873889	0.0	0.0
100131825	366.0	1.0
10325	1256.0	1270.0
100873888	1.0	0.0
100131827	488.0	666.0
100873887	1.0	1.0
10324	44.0	96.0
344178	0.0	0.0
102466972	0.0	0.0
116135	39.0	3.0
102466985	0.0	0.0
344167	15.0	0.0
102466984	0.0	0.0
128102	0.0	0.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1006.0	2495.0
116123	0.0	1.0
102466995	1.0	1.0
116113	4962.0	5588.0
83259	0.0	0.0
116115	700.0	1577.0
344148	836.0	634.0
128153	114.0	108.0
645001	3.0	1.0
10291	11674.0	14463.0
645000	5.0	1.0
10290	933.0	316.0
10293	145.0	1064.0
10295	3151.0	3707.0
10294	6245.0	15229.0
100128292	43.0	52.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	0.0	1.0
100873919	2.0	0.0
100873918	4.0	0.0
100873917	0.0	0.0
10297	105.0	372.0
10296	3122.0	4398.0
100128299	5.0	1.0
10299	14146.0	16089.0
10298	1816.0	6743.0
100873912	38.0	11.0
100873911	0.0	0.0
116173	43.0	0.0
100873910	0.0	0.0
645015	10.0	8.0
200315	48.0	321.0
200316	352.0	305.0
200312	696.0	758.0
100873904	2.0	7.0
100873902	8.0	13.0
100873909	2.0	0.0
100873907	7.0	0.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	22.0	6.0
100873900	0.0	0.0
645024	2.0	0.0
100775107	13.0	13.0
10270	2219.0	3156.0
645027	0.0	1.0
10273	980.0	3039.0
100775104	26.0	14.0
10272	2395.0	448.0
100008586	0.0	0.0
116149	34.0	12.0
100873938	0.0	0.0
100873937	0.0	2.0
116154	14.0	35.0
100873935	9.0	0.0
116159	5911.0	420.0
100873939	0.0	2.0
100873930	0.0	9.0
10274	3439.0	2975.0
10277	5574.0	2956.0
10276	13424.0	18479.0
10279	891.0	4.0
100873934	2.0	6.0
10278	2972.0	1889.0
100873933	0.0	1.0
116151	12976.0	11063.0
100873932	4.0	1.0
116150	2662.0	2839.0
100128275	1.0	1.0
10280	2872.0	2582.0
10282	1843.0	2250.0
10281	0.0	0.0
10284	8566.0	14453.0
647696	0.0	0.0
10283	1814.0	2303.0
116138	5698.0	7105.0
645030	6.0	1.0
1602	2315.0	857.0
1601	10871.0	6438.0
100873926	0.0	0.0
1600	76.0	30.0
100128260	0.0	11.0
116143	129.0	86.0
100873924	12.0	2.0
100873929	0.0	3.0
100873928	0.0	6.0
10286	2827.0	4954.0
10285	2324.0	4482.0
1609	631.0	921.0
100128266	2.0	4.0
1608	126.0	61.0
10288	316.0	551.0
1607	18.0	3.0
10287	505.0	639.0
1606	1222.0	2123.0
100873923	8.0	5.0
10289	3459.0	2640.0
1605	11611.0	17431.0
100128262	13.0	32.0
100873922	0.0	2.0
1604	4893.0	10236.0
100873921	0.0	0.0
1603	8026.0	9059.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	1.0	1.0
319133	17.0	66.0
319134	10.0	16.0
100287635	0.0	0.0
319130	8.0	4.0
319139	0.0	0.0
319135	0.0	0.0
100287630	0.0	0.0
319136	0.0	3.0
552891	0.0	0.0
319138	10.0	2.0
1613	1361.0	3764.0
200350	1.0	7.0
1612	1829.0	1190.0
1611	8498.0	18236.0
165140	50.0	20.0
1610	0.0	2.0
552889	10441.0	14196.0
1618	0.0	11.0
1617	0.0	0.0
1616	3582.0	10660.0
1615	6911.0	6270.0
319142	0.0	1.0
319143	9.0	6.0
319144	0.0	0.0
319145	0.0	2.0
100287625	0.0	0.0
1624	0.0	1.0
1623	1.0	0.0
1622	8744.0	12858.0
1621	7.0	9.0
1620	612.0	4.0
1629	2634.0	3551.0
552879	0.0	0.0
1628	1254.0	514.0
1627	2106.0	2911.0
319111	0.0	4.0
128178	684.0	551.0
319112	2.0	3.0
100287616	444.0	719.0
393046	0.0	0.0
319117	7.0	4.0
319118	0.0	1.0
319114	6.0	5.0
1635	5725.0	3796.0
200373	32.0	66.0
1634	108894.0	54087.0
1633	1784.0	2663.0
1632	1422.0	3185.0
552860	4.0	30.0
1630	26.0	5.0
1639	8682.0	13563.0
1638	99.0	1.0
1636	1388.0	742.0
319122	3.0	4.0
319123	1.0	0.0
100287603	0.0	0.0
319128	5.0	8.0
319129	8.0	177.0
1646	12780.0	51.0
1645	13940.0	41.0
1644	8.0	7.0
1643	1537.0	1283.0
85824	16.0	7.0
1642	18301.0	33862.0
1641	50.0	12.0
552859	0.0	0.0
1649	920.0	3673.0
1647	1567.0	1829.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	29.0	7.0
1660	12716.0	18807.0
1657	4957.0	4041.0
1656	15350.0	16551.0
1655	56943.0	51496.0
1654	39328.0	43445.0
1653	9569.0	13243.0
1652	1456.0	1693.0
346708	0.0	0.0
1650	10025.0	17520.0
346702	12.0	12.0
1659	3980.0	4752.0
319100	0.0	0.0
319101	0.0	1.0
1671	0.0	0.0
1670	0.0	0.0
319103	1.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	5948.0	2494.0
1665	7804.0	24371.0
1663	1002.0	1907.0
1662	1941.0	2959.0
1661	1.0	5.0
1669	0.0	0.0
1678	276.0	1137.0
1677	387.0	358.0
1676	3352.0	2299.0
1675	14780.0	117.0
1674	481.0	5.0
1673	0.0	0.0
1672	684.0	78.0
153129	835.0	750.0
1690	99.0	11.0
165100	1.0	1.0
1687	767.0	599.0
85865	2073.0	2310.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	1.0
100861563	0.0	0.0
10415	0.0	0.0
10417	1528.0	1688.0
493861	163.0	92.0
493860	13.0	14.0
100287591	0.0	1.0
10419	2993.0	7818.0
10418	5192.0	5702.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	1.0
493869	1891.0	5499.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	15.0	12.0
10411	3192.0	638.0
10410	23714.0	32684.0
100873559	0.0	0.0
10413	18270.0	8335.0
100873558	2.0	1.0
10412	9323.0	4937.0
100873557	0.0	0.0
100873541	1.0	0.0
100873540	0.0	0.0
442271	0.0	1.0
100861574	0.0	0.0
10426	2352.0	1827.0
442266	5.0	2.0
10425	5048.0	9842.0
442267	1.0	5.0
10428	2145.0	1900.0
10427	5382.0	3980.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	940.0	804.0
100873543	3.0	1.0
100873542	0.0	0.0
10422	2049.0	1192.0
493856	1624.0	1665.0
100873549	0.0	1.0
10421	2168.0	6779.0
100873548	0.0	0.0
100131726	0.0	4.0
10424	12864.0	5390.0
100873547	0.0	0.0
10423	6177.0	6625.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	14.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	15.0	28.0
100873576	3.0	2.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	70.0	86.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	1.0
442291	0.0	0.0
100287567	0.0	0.0
10404	4147.0	1707.0
10403	31.0	966.0
10406	3815.0	1234.0
10408	0.0	5.0
10407	2.0	1.0
100131740	0.0	0.0
10409	655.0	1548.0
100873567	0.0	0.0
100131743	5.0	17.0
100873566	2.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	4178.0	800.0
10402	1066.0	393.0
100873569	0.0	0.0
10401	3142.0	3090.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	1.0	0.0
100873590	0.0	0.0
100873596	1.0	0.0
100873595	0.0	0.0
493829	5.0	12.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	20.0	30.0
442240	5.0	1.0
442242	0.0	1.0
100287551	3.0	5.0
442233	1.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	0.0
442239	0.0	0.0
100131755	824.0	1236.0
