id	85c33017-be81-4bcb-b452-d297c2016992	8970e6da-5904-483d-8770-0ede67f98cf4
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	0.0
100873776	1.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	1.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	8.0	9.0
100873779	0.0	1.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	41.0	404.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	1.0	0.0
100873760	0.0	0.0
285148	952.0	2975.0
10206	1755.0	4631.0
106481055	2.0	6.0
10205	3612.0	2765.0
106481056	0.0	0.0
10208	1542.0	3814.0
106481053	0.0	0.0
10207	5670.0	16886.0
106481054	9.0	15.0
106481059	0.0	0.0
10209	18553.0	39008.0
106481057	0.0	1.0
442405	0.0	1.0
106481058	0.0	1.0
100131940	3.0	10.0
100873765	1.0	1.0
442406	1.0	0.0
100873764	0.0	0.0
10200	952.0	1247.0
100128302	0.0	2.0
100873763	0.0	0.0
100873762	0.0	1.0
10202	615.0	128.0
100873769	0.0	0.0
106481051	0.0	1.0
10201	652.0	2991.0
100873768	0.0	1.0
106481052	0.0	0.0
10204	1939.0	4027.0
100873767	0.0	0.0
100131947	1.0	0.0
10203	1542.0	6589.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	3.0	3.0
319099	3.0	19.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	1014.0	2373.0
728957	0.0	0.0
106481018	0.0	0.0
728953	3.0	21.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	2682.0	5050.0
106481020	0.0	1.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	3.0
116255	2.0	11.0
58157	0.0	0.0
106481027	0.0	3.0
106481024	0.0	0.0
106481025	0.0	2.0
128229	20.0	20.0
167838	301.0	1064.0
319093	9.0	28.0
131890	6.0	4.0
116238	70.0	190.0
728945	0.0	0.0
728947	4.0	16.0
106481028	0.0	1.0
106481029	0.0	0.0
58160	2.0	2.0
106481033	0.0	0.0
143872	600.0	1193.0
106481034	2.0	5.0
106481031	2.0	3.0
106481032	0.0	1.0
728938	2.0	42.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	0.0	1.0
106481036	0.0	0.0
143879	367.0	1061.0
167826	0.0	0.0
128218	387.0	1327.0
106481030	0.0	0.0
10190	1056.0	3368.0
728970	0.0	0.0
10194	2080.0	5944.0
10193	2218.0	7185.0
645104	0.0	0.0
10196	638.0	2133.0
101059988	0.0	0.0
10195	890.0	3997.0
728978	8.0	2.0
153218	2.0	11.0
116228	196.0	587.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	0.0	0.0
143884	1266.0	2256.0
116236	656.0	2089.0
106481002	0.0	0.0
106481003	0.0	1.0
10198	390.0	2255.0
10197	3662.0	10070.0
143888	2999.0	7288.0
10199	1699.0	4958.0
128209	3.0	9.0
346689	40.0	44.0
319087	0.0	0.0
344022	0.0	0.0
319089	535.0	3699.0
153201	8.0	3.0
319085	1.0	6.0
106481008	1.0	5.0
106481009	0.0	0.0
58189	24.0	94.0
106481006	1.0	0.0
106481007	0.0	0.0
728963	20.0	36.0
728962	2.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	83.0	183.0
106481010	0.0	1.0
106481015	1.0	0.0
106481016	0.0	0.0
116225	305.0	1281.0
106481013	2.0	1.0
116224	2181.0	5178.0
106481014	8.0	52.0
344018	4.0	6.0
645108	2.0	0.0
58190	4975.0	14509.0
346673	1.0	1.0
10170	48.0	1303.0
645121	24.0	228.0
58191	2549.0	7068.0
645120	0.0	3.0
10172	298.0	1075.0
10171	520.0	1785.0
645126	19.0	61.0
10174	3909.0	9591.0
728911	0.0	0.0
728913	317.0	420.0
128272	399.0	928.0
100033407	8.0	3.0
100033409	0.0	0.0
10175	4241.0	10734.0
10178	111.0	200.0
10179	1430.0	2705.0
10181	5314.0	14973.0
10180	3822.0	10610.0
645136	0.0	0.0
10184	3219.0	13161.0
116285	334.0	307.0
100033418	1.0	1.0
202861	5.0	5.0
100033419	0.0	2.0
100033414	2.0	4.0
100033415	0.0	0.0
100033416	9.0	12.0
100033417	0.0	0.0
10187	0.0	0.0
10186	5761.0	8745.0
10189	609.0	1532.0
645129	2.0	3.0
10188	1651.0	5894.0
100033413	1.0	1.0
645145	0.0	0.0
346653	101.0	287.0
645142	1.0	0.0
10150	8437.0	9395.0
10152	4433.0	10213.0
10151	4.0	1.0
200205	546.0	1190.0
728933	1.0	0.0
202865	0.0	2.0
728931	8.0	13.0
100873817	0.0	3.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	1064.0	3878.0
728929	0.0	0.0
100873818	0.0	0.0
10154	1522.0	8943.0
10153	2662.0	7425.0
10156	79.0	144.0
10155	6591.0	17811.0
10158	669.0	1439.0
100873813	0.0	0.0
10157	1071.0	1437.0
100873812	1.0	0.0
100873811	0.0	1.0
10159	6053.0	28158.0
131870	2077.0	7044.0
10161	2049.0	6477.0
10160	3225.0	12253.0
10163	10732.0	20728.0
131873	447.0	1553.0
645158	43.0	138.0
10162	952.0	3949.0
728921	2.0	4.0
128240	1462.0	6207.0
728920	1.0	11.0
100873806	1.0	0.0
100873805	0.0	0.0
100873804	1.0	5.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	1.0	7.0
100873807	0.0	0.0
10165	851.0	2420.0
10164	23.0	23.0
128239	41.0	1109.0
10166	245.0	1004.0
10169	5793.0	19432.0
100873802	0.0	1.0
100128384	0.0	0.0
10168	1182.0	4607.0
100873801	0.0	0.0
100128385	25.0	92.0
100287755	1.0	5.0
165257	5.0	5.0
200232	9.0	11.0
100287745	2.0	4.0
1503	658.0	1856.0
1501	432.0	172.0
1500	18652.0	50057.0
1509	7985.0	43992.0
1508	18001.0	132001.0
1506	0.0	10.0
1504	0.0	0.0
1514	2078.0	15424.0
1513	6250.0	35806.0
1512	2794.0	16229.0
1511	195.0	1111.0
1510	0.0	15.0
346606	1.0	0.0
1519	3168.0	10046.0
1518	0.0	0.0
1517	1.0	1.0
1515	392.0	121.0
100287725	2.0	7.0
100287722	32.0	100.0
1525	1599.0	1414.0
1524	2035.0	3825.0
1523	3092.0	9546.0
1522	4260.0	22542.0
1521	124.0	999.0
1520	2302.0	20046.0
200261	0.0	3.0
1528	3109.0	19570.0
1527	0.0	0.0
100287718	0.0	2.0
728992	5.0	26.0
100287715	0.0	0.0
728990	0.0	0.0
165215	1231.0	3902.0
728996	0.0	0.0
1536	2500.0	14020.0
1535	584.0	3037.0
1534	3025.0	7445.0
1539	2.0	0.0
1538	0.0	0.0
1537	1551.0	4807.0
100287708	2.0	0.0
153222	3487.0	9802.0
1550	0.0	35.0
1545	3773.0	19414.0
1544	2.0	5.0
1543	2.0	4.0
1540	3135.0	13291.0
1549	4.0	12956.0
1548	146.0	1756.0
1558	30.0	124.0
1557	0.0	0.0
1556	78.0	15153.0
200298	8.0	56.0
1555	4.0	46.0
1553	1.0	134.0
1551	23.0	73.0
1559	2.0	2.0
153241	1705.0	6650.0
1572	0.0	2.0
1571	102.0	211.0
1568	27.0	24.0
1565	21.0	70.0
1564	34.0	44.0
1562	1.0	2.0
100131828	0.0	3.0
1583	49.0	176.0
1582	26.0	19.0
1581	12.0	19.0
1580	294.0	250.0
1579	10.0	13.0
1577	99.0	187.0
1576	19.0	12.0
1573	427.0	851.0
285203	2735.0	3451.0
1594	74.0	101.0
285205	11.0	5.0
1593	1677.0	5658.0
1592	19.0	410.0
1591	23.0	26.0
1590	94.0	329.0
10307	606.0	1879.0
1589	59.0	122.0
1588	7.0	76.0
10309	132.0	829.0
1587	0.0	0.0
1586	18.0	45.0
10308	776.0	3873.0
1585	0.0	1.0
1584	0.0	1.0
100131842	0.0	2.0
10301	119.0	592.0
100131846	1.0	3.0
10300	629.0	1148.0
10302	585.0	1824.0
100287692	0.0	0.0
1596	1.0	4.0
1595	93.0	461.0
100131855	0.0	0.0
285220	49.0	36.0
285224	0.0	1.0
101180898	1.0	2.0
100287682	0.0	1.0
100287680	1.0	0.0
165186	11.0	45.0
100131874	0.0	1.0
100131879	0.0	0.0
442590	24.0	102.0
100131881	0.0	0.0
100131893	2.0	0.0
100131897	180.0	516.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	4487.0	15828.0
10371	279.0	581.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	1.0
100873830	0.0	0.0
10376	6289.0	20443.0
100128252	940.0	1467.0
100873835	0.0	0.0
285282	1882.0	5883.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	3.0
100873832	0.0	0.0
10379	174.0	1134.0
285286	10.0	42.0
10381	2.0	55.0
10380	1033.0	4333.0
10383	4189.0	12956.0
10382	6.0	13.0
118813	977.0	2597.0
102466906	0.0	1.0
118812	425.0	890.0
100885800	1.0	2.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	1.0	3.0
100873829	1.0	1.0
10385	488.0	2325.0
100873820	0.0	0.0
10384	867.0	4789.0
10389	132.0	502.0
100873824	3.0	6.0
10388	800.0	5515.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	1.0	4.0
645065	0.0	0.0
100128237	0.0	0.0
10350	3667.0	3077.0
102466918	0.0	0.0
442582	199.0	613.0
102466912	0.0	1.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	91.0	247.0
10352	820.0	2713.0
100873853	1.0	2.0
10351	4755.0	6822.0
100873852	0.0	2.0
10354	322.0	791.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	3.0	24.0
790952	4.0	2.0
100873857	0.0	0.0
10355	0.0	0.0
100873856	0.0	1.0
100873855	0.0	0.0
10357	7.0	15.0
790955	176.0	558.0
100873854	0.0	0.0
131831	5.0	22.0
100128227	3.0	3.0
10361	24.0	19.0
10360	271.0	589.0
645073	0.0	0.0
442572	5.0	24.0
100873849	1.0	0.0
100873848	0.0	2.0
100873847	1.0	0.0
10363	1242.0	4318.0
100873842	0.0	0.0
10362	1383.0	3942.0
100873841	0.0	0.0
10365	1518.0	4276.0
100873840	0.0	0.0
10367	1818.0	5144.0
100873846	0.0	0.0
100873845	1.0	0.0
10369	0.0	0.0
10368	0.0	1.0
100873843	0.0	0.0
100128220	1.0	0.0
285231	7.0	45.0
100873871	0.0	1.0
100873870	0.0	1.0
285237	888.0	3453.0
100128217	0.0	1.0
503838	18.0	70.0
503837	0.0	0.0
503834	0.0	1.0
645084	4.0	28.0
503835	1.0	0.0
503841	0.0	0.0
10338	0.0	1.0
10337	0.0	8.0
503840	0.0	0.0
100885850	2.0	6.0
116211	17.0	352.0
100873875	0.0	0.0
10330	617.0	2481.0
100873874	1.0	6.0
10332	3.0	2.0
100873873	0.0	0.0
10331	125.0	115.0
100873872	0.0	1.0
100873879	2.0	4.0
10333	399.0	1712.0
100873878	0.0	0.0
10336	3245.0	7180.0
100873877	0.0	0.0
10335	1699.0	3096.0
285242	5.0	0.0
100885848	29.0	55.0
100873860	3.0	5.0
118856	5.0	10.0
645094	6.0	16.0
10349	1629.0	1407.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	5.0	8.0
10340	0.0	2.0
10343	28.0	51.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	3189.0	13032.0
100873861	0.0	0.0
100131801	322.0	1215.0
10345	21.0	43.0
10344	3.0	13.0
100873867	0.0	1.0
10347	353.0	1514.0
100873866	0.0	0.0
10346	4010.0	15189.0
100873865	0.0	2.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	2.0
100873890	1.0	29.0
10316	97.0	145.0
10318	3738.0	11383.0
10317	118.0	594.0
10319	173.0	88.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	2.0	10.0
100873895	0.0	0.0
100873894	11.0	45.0
10312	1000.0	3404.0
10311	1928.0	5960.0
100131814	77.0	160.0
10314	4739.0	17234.0
100873899	2.0	10.0
10313	8964.0	21130.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	111.0	213.0
285267	359.0	1954.0
100873882	4.0	11.0
285268	1898.0	6721.0
100873881	1.0	0.0
100873880	0.0	2.0
202915	372.0	1963.0
100885864	0.0	0.0
100885866	70.0	177.0
102466967	2.0	0.0
10327	2292.0	7987.0
10326	23.0	280.0
10329	775.0	2642.0
10328	626.0	1645.0
442523	97.0	583.0
442524	95.0	488.0
442525	1.0	0.0
100873886	0.0	1.0
100873885	0.0	0.0
10321	16.0	774.0
100873884	0.0	0.0
10320	557.0	6618.0
100873883	0.0	0.0
100131823	0.0	1.0
10322	1204.0	2851.0
100873889	0.0	1.0
100131825	114.0	268.0
10325	764.0	2384.0
100873888	2.0	2.0
100131827	481.0	1343.0
100873887	3.0	0.0
10324	49.0	124.0
344178	0.0	0.0
102466972	0.0	2.0
116135	72.0	6.0
102466985	0.0	0.0
344167	25.0	1.0
102466984	0.0	0.0
128102	4.0	4.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	713.0	5528.0
116123	5.0	26.0
102466995	2.0	21.0
116113	2903.0	3552.0
83259	1.0	0.0
116115	554.0	1784.0
344148	560.0	2567.0
128153	93.0	493.0
645001	1.0	8.0
10291	6267.0	14816.0
645000	5.0	5.0
10290	1711.0	1185.0
10293	102.0	308.0
10295	1185.0	4357.0
10294	3073.0	8070.0
100128292	15.0	22.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	1.0
116179	1.0	1.0
100873919	2.0	2.0
100873918	15.0	7.0
100873917	0.0	0.0
10297	59.0	257.0
10296	1484.0	3577.0
100128299	5.0	9.0
10299	8887.0	20447.0
10298	1250.0	5269.0
100873912	17.0	29.0
100873911	0.0	0.0
116173	32.0	13.0
100873910	0.0	0.0
645015	6.0	12.0
200315	12.0	46.0
200316	227.0	719.0
200312	357.0	936.0
100873904	6.0	33.0
100873902	5.0	43.0
100873909	0.0	4.0
100873907	4.0	5.0
100873906	0.0	0.0
100873901	2.0	0.0
100128285	15.0	24.0
100873900	0.0	0.0
645024	1.0	2.0
100775107	26.0	50.0
10270	1268.0	4116.0
645027	1.0	3.0
10273	405.0	1375.0
100775104	58.0	330.0
10272	641.0	951.0
100008586	0.0	0.0
116149	12.0	54.0
100873938	0.0	0.0
100873937	0.0	2.0
116154	14.0	60.0
100873935	7.0	3.0
116159	1993.0	3779.0
100873939	0.0	0.0
100873930	3.0	7.0
10274	2466.0	5938.0
10277	2944.0	6764.0
10276	4418.0	7142.0
10279	839.0	971.0
100873934	3.0	2.0
10278	1855.0	2076.0
100873933	2.0	2.0
116151	6433.0	13992.0
100873932	2.0	4.0
116150	1578.0	3261.0
100128275	2.0	7.0
10280	1357.0	4682.0
10282	1048.0	3226.0
10281	0.0	0.0
10284	3998.0	8913.0
647696	0.0	0.0
10283	801.0	2136.0
116138	2538.0	5916.0
645030	2.0	5.0
1602	1212.0	5071.0
1601	6442.0	18318.0
100873926	0.0	0.0
1600	157.0	77.0
100128260	0.0	0.0
116143	122.0	279.0
100873924	17.0	12.0
100873929	1.0	21.0
100873928	0.0	26.0
10286	1233.0	5211.0
10285	1512.0	3514.0
1609	437.0	1229.0
100128266	1.0	0.0
1608	82.0	196.0
10288	173.0	1192.0
1607	7.0	19.0
10287	263.0	1360.0
1606	1200.0	4422.0
100873923	0.0	10.0
10289	1923.0	4583.0
1605	7643.0	21885.0
100128262	16.0	95.0
100873922	1.0	6.0
1604	4328.0	4551.0
100873921	0.0	0.0
1603	3474.0	9200.0
100128264	0.0	1.0
100873920	0.0	0.0
100287639	7.0	6.0
319133	21.0	50.0
319134	4.0	12.0
100287635	0.0	0.0
319130	9.0	28.0
319139	0.0	0.0
319135	4.0	4.0
100287630	0.0	0.0
319136	0.0	1.0
552891	0.0	0.0
319138	5.0	5.0
1613	631.0	1364.0
200350	0.0	3.0
1612	579.0	3056.0
1611	4583.0	10865.0
165140	72.0	74.0
1610	1.0	0.0
552889	6806.0	22528.0
1618	3.0	24.0
1617	0.0	0.0
1616	2023.0	5767.0
1615	4200.0	9279.0
319142	0.0	0.0
319143	11.0	18.0
319144	0.0	0.0
319145	2.0	1.0
100287625	0.0	0.0
1624	0.0	0.0
1623	0.0	0.0
1622	3299.0	10545.0
1621	5.0	47.0
1620	512.0	138.0
1629	2141.0	4498.0
552879	1.0	0.0
1628	310.0	1136.0
1627	2028.0	3131.0
319111	1.0	1.0
128178	579.0	313.0
319112	0.0	6.0
100287616	223.0	968.0
393046	0.0	0.0
319117	2.0	6.0
319118	0.0	2.0
319114	0.0	2.0
1635	2959.0	8140.0
200373	16.0	89.0
1634	130037.0	178698.0
1633	963.0	4246.0
1632	573.0	2213.0
552860	5.0	37.0
1630	16.0	32.0
1639	4521.0	12419.0
1638	85.0	64.0
1636	603.0	1927.0
319122	2.0	14.0
319123	1.0	0.0
100287603	0.0	0.0
319128	0.0	5.0
319129	4.0	9.0
1646	2261.0	2653.0
1645	1976.0	2663.0
1644	9.0	5.0
1643	1015.0	2786.0
85824	3.0	16.0
1642	10234.0	31187.0
1641	70.0	78.0
552859	0.0	0.0
1649	388.0	1547.0
1647	324.0	1795.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	16.0	33.0
1660	8095.0	28262.0
1657	3688.0	13202.0
1656	9791.0	30415.0
1655	31216.0	85137.0
1654	19719.0	57823.0
1653	4263.0	11339.0
1652	407.0	642.0
346708	0.0	1.0
1650	5342.0	22021.0
346702	19.0	38.0
1659	2642.0	7882.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	1.0
1670	0.0	0.0
319103	0.0	1.0
1668	1.0	15.0
1667	0.0	0.0
1666	1870.0	6926.0
1665	5615.0	15628.0
1663	532.0	1359.0
1662	1091.0	2897.0
1661	1.0	4.0
1669	2.0	16.0
1678	239.0	853.0
1677	250.0	633.0
1676	2312.0	4618.0
1675	3578.0	3247.0
1674	221.0	79.0
1673	0.0	0.0
1672	884.0	110.0
153129	510.0	1529.0
1690	23.0	76.0
165100	1.0	0.0
1687	547.0	1088.0
85865	1403.0	5031.0
100873552	1.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	4.0	6.0
10415	0.0	0.0
10417	776.0	2932.0
493861	79.0	157.0
493860	10.0	37.0
100287591	0.0	0.0
10419	1854.0	4429.0
10418	1840.0	9059.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1390.0	6446.0
100873554	0.0	0.0
100873553	1.0	0.0
100131713	11.0	28.0
10411	1376.0	2493.0
10410	10102.0	29529.0
100873559	0.0	1.0
10413	10005.0	19184.0
100873558	0.0	4.0
10412	3367.0	10481.0
100873557	1.0	0.0
100873541	0.0	1.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1511.0	3795.0
442266	1.0	4.0
10425	2941.0	7997.0
442267	2.0	6.0
10428	1056.0	2959.0
10427	3248.0	7643.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	669.0	2106.0
100873543	3.0	0.0
100873542	0.0	1.0
10422	891.0	2852.0
493856	808.0	2501.0
100873549	2.0	3.0
10421	1546.0	4789.0
100873548	0.0	0.0
100131726	1.0	2.0
10424	4696.0	9748.0
100873547	0.0	1.0
10423	2676.0	7805.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	3.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	3.0	56.0
100873576	0.0	1.0
100873575	1.0	0.0
100873579	0.0	1.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	125.0	79.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	2611.0	5491.0
10403	30.0	539.0
10406	2248.0	19672.0
10408	1.0	3.0
10407	2.0	0.0
100131740	2.0	2.0
10409	361.0	3972.0
100873567	0.0	0.0
100131743	2.0	1.0
100873566	5.0	1.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	757.0	2140.0
10402	536.0	1549.0
100873569	0.0	0.0
10401	2526.0	10743.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	4.0	35.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	12.0	37.0
442240	2.0	9.0
442242	1.0	6.0
100287551	2.0	13.0
442233	0.0	2.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	2.0
442239	0.0	0.0
100131755	1071.0	5253.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	1.0	1.0
100873597	0.0	0.0
493821	2.0	1.0
100873581	0.0	1.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	3.0	11.0
442232	2.0	4.0
100131760	0.0	0.0
442227	1.0	0.0
442229	0.0	0.0
100873589	0.0	1.0
100873588	0.0	0.0
100873587	0.0	1.0
100873586	0.0	1.0
493812	1223.0	1774.0
442260	0.0	1.0
442262	0.0	0.0
442255	2.0	0.0
442256	1.0	1.0
442257	1.0	4.0
442258	3.0	6.0
100131775	0.0	0.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	0.0	2.0
100287520	21.0	35.0
442253	0.0	2.0
442245	0.0	0.0
442247	2.0	31.0
442249	0.0	4.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	10786.0	29528.0
100128139	6.0	0.0
10490	3160.0	8302.0
10493	9023.0	16980.0
10492	8868.0	23659.0
10495	654.0	2535.0
100128135	3.0	6.0
10494	1868.0	4422.0
10497	2311.0	5522.0
100128136	0.0	9.0
10499	3950.0	14601.0
128506	1.0	2.0
10498	1289.0	4112.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	1.0	3.0
116512	1.0	5.0
116519	0.0	5.0
105419997	4.0	4.0
100128126	2.0	7.0
100861506	0.0	0.0
10471	455.0	1260.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	2.0	0.0
100861504	0.0	0.0
444882	32.0	47.0
442221	1.0	1.0
442211	3.0	2.0
442213	84.0	144.0
442215	1.0	2.0
442216	1.0	1.0
116511	27.0	60.0
442217	0.0	4.0
442218	0.0	0.0
10473	2126.0	4783.0
10472	1564.0	19126.0
100533177	2.0	0.0
10475	2295.0	7622.0
100533178	0.0	0.0
100128115	3.0	2.0
10474	2037.0	6448.0
100533179	1.0	5.0
10477	1813.0	3290.0
10476	2511.0	6952.0
10479	917.0	1975.0
10478	965.0	3276.0
100128110	2.0	0.0
100128109	0.0	0.0
10480	5084.0	13324.0
100861516	1.0	3.0
100861517	11.0	20.0
10482	3310.0	8860.0
100861518	1.0	2.0
10481	0.0	1.0
100861519	4.0	4.0
100861513	1.0	10.0
100861514	0.0	1.0
102466806	0.0	0.0
100861515	26.0	63.0
100861510	2.0	5.0
442210	1.0	1.0
100533181	0.0	0.0
100533182	69.0	124.0
442204	2.0	0.0
442205	1.0	0.0
10484	2884.0	9325.0
100128102	0.0	2.0
10483	2543.0	11500.0
10486	1405.0	3720.0
10485	26.0	11.0
100128103	0.0	0.0
10488	1556.0	5604.0
10487	12885.0	37910.0
100533184	1.0	1.0
10489	3257.0	7439.0
128553	5677.0	4672.0
100861523	0.0	2.0
102466816	0.0	1.0
102466815	0.0	1.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	521.0	1222.0
10458	940.0	2635.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	4720.0	26786.0
100873512	0.0	0.0
10450	1575.0	3778.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	617.0	2301.0
10455	1959.0	4805.0
100873516	0.0	0.0
10454	910.0	2080.0
100873515	0.0	0.0
10457	16027.0	53722.0
100873514	1.0	7.0
10456	1908.0	7367.0
100873513	0.0	1.0
346389	1892.0	2823.0
10460	163.0	1593.0
100861530	2.0	6.0
100873509	0.0	0.0
10469	572.0	1454.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	264.0	1802.0
100873501	0.0	3.0
10461	670.0	2262.0
100873500	0.0	0.0
10464	921.0	2291.0
10463	3252.0	9062.0
10466	1855.0	7986.0
100873505	0.0	0.0
10465	591.0	1562.0
100873504	0.0	0.0
10468	553.0	1317.0
100873503	0.0	0.0
10467	1331.0	3498.0
100873502	0.0	0.0
100873530	0.0	0.0
100861549	10.0	26.0
100861545	0.0	1.0
100861546	0.0	0.0
100861547	2.0	0.0
100861548	396.0	1421.0
100861541	68.0	116.0
100861542	1.0	0.0
100861543	0.0	1.0
100861544	0.0	0.0
10437	11.0	121.0
10436	553.0	1704.0
10439	696.0	3051.0
10438	652.0	1737.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	1212.0	3695.0
100873531	0.0	1.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	1649.0	4339.0
10435	672.0	1085.0
100873536	2.0	12.0
10434	2333.0	8959.0
100873535	1.0	1.0
116535	982.0	593.0
100861556	0.0	1.0
116534	11.0	13.0
100861552	0.0	1.0
100861553	1.0	0.0
100861554	1.0	5.0
100861555	9.0	28.0
10447	1654.0	4907.0
100873529	0.0	1.0
116540	74.0	216.0
100861550	0.0	0.0
10449	2595.0	6699.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	441.0	1282.0
10440	1277.0	5192.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	3.0
100873520	0.0	0.0
10444	3154.0	10284.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	5496.0	12219.0
10446	334.0	3495.0
100873525	0.0	0.0
10445	1363.0	4128.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	1.0
346470	0.0	0.0
116496	15449.0	28899.0
100533111	7.0	18.0
102466866	0.0	0.0
102466865	0.0	4.0
102466864	0.0	0.0
128467	1.0	0.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	1.0	1.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	29.0	260.0
100128190	0.0	0.0
100533107	78.0	257.0
153443	747.0	2685.0
100533105	1.0	21.0
647532	2.0	0.0
100533106	19.0	68.0
102466889	2.0	265.0
116461	946.0	5540.0
100128181	0.0	0.0
100128183	6.0	15.0
102466880	0.0	0.0
128439	223.0	1069.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	250.0	429.0
100128177	2.0	0.0
100128176	0.0	1.0
100128162	0.0	0.0
10390	1727.0	7760.0
128497	13.0	50.0
647569	0.0	0.0
10392	860.0	1822.0
10391	616.0	780.0
10394	0.0	0.0
10393	370.0	978.0
10396	1239.0	5390.0
10395	3478.0	8642.0
1719	452.0	1699.0
10398	16427.0	14182.0
1718	17739.0	55017.0
100128159	0.0	0.0
10397	7616.0	10266.0
1717	943.0	2922.0
1716	1126.0	3331.0
10399	39595.0	99799.0
128486	1016.0	4018.0
128488	1.0	5.0
128481	0.0	2.0
100508120	231.0	636.0
1723	485.0	1194.0
100128140	5.0	11.0
100689073	0.0	1.0
100689074	0.0	0.0
100128145	1.0	3.0
