id	fe6c451e-0747-4a02-9d35-59d0a9f4a468	7411d69d-b4ea-4099-9709-451756f03af1
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	13736.0	15451.0
100128252	883.0	207.0
100873835	0.0	0.0
285282	3520.0	1956.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	141.0	288.0
285286	10.0	18.0
10381	66.0	104.0
10380	3391.0	1709.0
10383	15074.0	18323.0
10382	20.0	68.0
118813	2849.0	1366.0
102466906	0.0	0.0
118812	463.0	191.0
100885800	0.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	22.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	889.0	921.0
100873820	0.0	0.0
10384	1349.0	2728.0
10389	119.0	63.0
100873824	3.0	1.0
10388	1396.0	793.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	9.0	6.0
645065	0.0	0.0
100128237	1.0	0.0
10350	1341.0	477.0
102466918	0.0	0.0
442582	287.0	87.0
102466912	0.0	2.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	160.0	60.0
10352	1669.0	858.0
100873853	0.0	0.0
10351	2383.0	762.0
100873852	0.0	0.0
10354	774.0	836.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	1.0	4.0
790952	3.0	0.0
100873857	0.0	0.0
10355	3.0	0.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	8.0	14.0
790955	1037.0	1035.0
100873854	0.0	0.0
131831	7.0	3.0
100128227	1.0	2.0
10361	124.0	25.0
10360	735.0	644.0
645073	0.0	0.0
442572	18.0	5.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1943.0	1283.0
100873842	0.0	0.0
10362	5292.0	10539.0
100873841	0.0	0.0
10365	4068.0	5003.0
100873840	0.0	0.0
10367	4670.0	3418.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	2.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	26.0	3.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1355.0	1180.0
100128217	3.0	0.0
503838	12.0	7.0
503837	0.0	0.0
503834	2.0	0.0
645084	4.0	10.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	1.0
10337	8.0	6.0
503840	0.0	0.0
100885850	2.0	1.0
116211	24.0	10.0
100873875	0.0	0.0
10330	1319.0	1278.0
100873874	0.0	0.0
10332	1.0	0.0
100873873	0.0	0.0
10331	336.0	231.0
100873872	0.0	0.0
100873879	0.0	0.0
10333	147.0	344.0
100873878	0.0	0.0
10336	4220.0	3156.0
100873877	0.0	0.0
10335	1644.0	1466.0
285242	3.0	0.0
100885848	50.0	8.0
100873860	2.0	1.0
118856	12.0	1.0
645094	17.0	8.0
10349	749.0	69.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	3.0	0.0
10343	45.0	17.0
100128203	1.0	0.0
100873862	1.0	0.0
100131800	0.0	0.0
10342	7754.0	6598.0
100873861	0.0	0.0
100131801	1125.0	1557.0
10345	18.0	21.0
10344	3.0	21.0
100873867	0.0	0.0
10347	1500.0	679.0
100873866	0.0	0.0
10346	5028.0	4527.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	1.0	2.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	2.0	0.0
10316	18.0	30.0
10318	7790.0	8541.0
10317	1276.0	316.0
10319	476.0	544.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	11.0	0.0
100873895	0.0	0.0
100873894	14.0	4.0
10312	1519.0	2204.0
10311	3973.0	2181.0
100131814	106.0	29.0
10314	7487.0	2630.0
100873899	5.0	1.0
10313	20846.0	7593.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	375.0	67.0
285267	607.0	338.0
100873882	2.0	0.0
285268	2428.0	1181.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	1544.0	439.0
100885864	0.0	0.0
100885866	106.0	56.0
102466967	0.0	0.0
10327	26838.0	6538.0
10326	77.0	42.0
10329	1403.0	959.0
10328	1425.0	842.0
442523	13.0	19.0
442524	124.0	122.0
442525	0.0	2.0
100873886	0.0	0.0
100873885	0.0	0.0
10321	66.0	16.0
100873884	0.0	0.0
10320	478.0	2277.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	2133.0	1618.0
100873889	0.0	0.0
100131825	101.0	22.0
10325	1117.0	666.0
100873888	2.0	0.0
100131827	527.0	123.0
100873887	4.0	0.0
10324	39.0	4.0
344178	0.0	0.0
102466972	0.0	0.0
116135	64.0	4.0
102466985	0.0	0.0
344167	23.0	12.0
102466984	0.0	0.0
128102	5.0	3.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	757.0	1327.0
116123	5.0	3.0
102466995	0.0	0.0
116113	6764.0	6405.0
83259	4.0	0.0
116115	845.0	758.0
344148	1900.0	473.0
128153	324.0	140.0
645001	1.0	0.0
10291	12962.0	9083.0
645000	1.0	6.0
10290	2200.0	336.0
10293	238.0	239.0
10295	2714.0	2101.0
10294	7211.0	3428.0
100128292	86.0	36.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	0.0	1.0
100873919	0.0	0.0
100873918	3.0	0.0
100873917	0.0	0.0
10297	187.0	83.0
10296	4335.0	3496.0
100128299	3.0	4.0
10299	12809.0	5898.0
10298	6820.0	5957.0
100873912	17.0	7.0
100873911	0.0	0.0
116173	69.0	8.0
100873910	0.0	0.0
645015	9.0	7.0
200315	9.0	70.0
200316	378.0	491.0
200312	1328.0	610.0
100873904	10.0	0.0
100873902	1.0	3.0
100873909	1.0	0.0
100873907	0.0	0.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	21.0	7.0
100873900	0.0	0.0
645024	0.0	1.0
100775107	11.0	4.0
10270	2779.0	1513.0
645027	1.0	2.0
10273	1976.0	2645.0
100775104	16.0	4.0
10272	688.0	569.0
100008586	0.0	0.0
116149	23.0	16.0
100873938	0.0	0.0
100873937	0.0	3.0
116154	16.0	19.0
100873935	4.0	0.0
116159	3116.0	1546.0
100873939	0.0	0.0
100873930	11.0	8.0
10274	3602.0	1996.0
10277	5635.0	2347.0
10276	5390.0	6746.0
10279	1504.0	842.0
100873934	6.0	0.0
10278	6002.0	3081.0
100873933	0.0	0.0
116151	17444.0	6202.0
100873932	1.0	2.0
116150	2995.0	1549.0
100128275	0.0	0.0
10280	4025.0	4248.0
10282	1675.0	723.0
10281	0.0	0.0
10284	9446.0	5781.0
647696	0.0	0.0
10283	1622.0	1420.0
116138	6299.0	5104.0
645030	5.0	0.0
1602	2208.0	1142.0
1601	5606.0	6982.0
100873926	0.0	0.0
1600	44.0	31.0
100128260	0.0	1.0
116143	121.0	46.0
100873924	2.0	5.0
100873929	1.0	0.0
100873928	1.0	0.0
10286	2948.0	2128.0
10285	2338.0	1445.0
1609	1664.0	1100.0
100128266	1.0	5.0
1608	109.0	110.0
10288	140.0	331.0
1607	14.0	13.0
10287	623.0	1118.0
1606	1464.0	1714.0
100873923	8.0	2.0
10289	2318.0	1275.0
1605	18373.0	5877.0
100128262	20.0	26.0
100873922	1.0	1.0
1604	6549.0	3092.0
100873921	0.0	0.0
1603	7607.0	7557.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	3.0	0.0
319133	18.0	20.0
319134	14.0	8.0
100287635	0.0	1.0
319130	9.0	3.0
319139	0.0	0.0
319135	2.0	1.0
100287630	0.0	0.0
319136	3.0	0.0
552891	1.0	0.0
319138	6.0	4.0
1613	3349.0	2935.0
200350	3.0	8.0
1612	705.0	1287.0
1611	22516.0	10538.0
165140	684.0	46.0
1610	0.0	0.0
552889	11992.0	7231.0
1618	3.0	4.0
1617	0.0	0.0
1616	6517.0	4000.0
1615	7780.0	3069.0
319142	0.0	0.0
319143	7.0	7.0
319144	0.0	2.0
319145	0.0	0.0
100287625	0.0	0.0
1624	0.0	0.0
1623	0.0	1.0
1622	53208.0	7991.0
1621	21.0	16.0
1620	1631.0	60.0
1629	3904.0	1054.0
552879	1.0	0.0
1628	529.0	708.0
1627	5238.0	6280.0
319111	1.0	1.0
128178	907.0	254.0
319112	1.0	2.0
100287616	298.0	368.0
393046	0.0	0.0
319117	6.0	1.0
319118	0.0	0.0
319114	12.0	3.0
1635	5710.0	3813.0
200373	8.0	16.0
1634	83757.0	35837.0
1633	1415.0	1666.0
1632	3108.0	2202.0
552860	29.0	16.0
1630	20.0	10.0
1639	13245.0	8311.0
1638	174.0	6.0
1636	2150.0	1408.0
319122	2.0	4.0
319123	0.0	0.0
100287603	0.0	0.0
319128	1.0	2.0
319129	6.0	8.0
1646	17803.0	2092.0
1645	981.0	5079.0
1644	496.0	3.0
1643	1859.0	1326.0
85824	7.0	9.0
1642	31872.0	10847.0
1641	452.0	38.0
552859	0.0	0.0
1649	762.0	723.0
1647	4438.0	2251.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	22.0	6.0
1660	16953.0	10787.0
1657	5276.0	1640.0
1656	17910.0	10400.0
1655	71211.0	34572.0
1654	41445.0	12490.0
1653	10376.0	5766.0
1652	2064.0	1181.0
346708	0.0	0.0
1650	16527.0	9759.0
346702	34.0	19.0
1659	5860.0	2843.0
319100	0.0	0.0
319101	0.0	1.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	1.0	0.0
1667	0.0	0.0
1666	4434.0	2622.0
1665	12343.0	5160.0
1663	1675.0	1009.0
1662	2541.0	1334.0
1661	0.0	4.0
1669	0.0	0.0
1678	432.0	280.0
1677	338.0	166.0
1676	4717.0	1397.0
1675	4546.0	1569.0
1674	131.0	75.0
1673	0.0	0.0
1672	571.0	146.0
153129	829.0	495.0
1690	64.0	42.0
165100	0.0	0.0
1687	977.0	313.0
85865	2534.0	1147.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	1.0	3.0
10415	0.0	0.0
10417	1991.0	2285.0
493861	104.0	68.0
493860	11.0	3.0
100287591	0.0	0.0
10419	4181.0	2511.0
10418	4424.0	2854.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2003.0	3352.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	19.0	10.0
10411	1842.0	705.0
10410	10030.0	27363.0
100873559	0.0	1.0
10413	13763.0	3722.0
100873558	3.0	21.0
10412	5246.0	5339.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	1.0	0.0
10426	2177.0	980.0
442266	2.0	0.0
10425	5246.0	2142.0
442267	1.0	3.0
10428	3357.0	2244.0
10427	5587.0	2583.0
100861573	1.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	1808.0	369.0
100873543	0.0	2.0
100873542	0.0	0.0
10422	2233.0	1838.0
493856	2034.0	1465.0
100873549	0.0	0.0
10421	5036.0	3971.0
100873548	0.0	0.0
100131726	6.0	2.0
10424	8079.0	7378.0
100873547	0.0	0.0
10423	5108.0	4632.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	3.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	14.0	56.0
100873576	14.0	0.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	72.0	19.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	1.0
442291	1.0	0.0
100287567	0.0	0.0
10404	3837.0	1804.0
10403	197.0	901.0
10406	5466.0	312.0
10408	4.0	0.0
10407	0.0	0.0
100131740	0.0	0.0
10409	1146.0	6374.0
100873567	0.0	0.0
100131743	3.0	4.0
100873566	6.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1120.0	973.0
10402	872.0	241.0
100873569	0.0	0.0
10401	6287.0	3450.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	1.0	0.0
100873595	0.0	0.0
493829	7.0	2.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	15.0	20.0
442240	12.0	0.0
442242	0.0	0.0
100287551	6.0	2.0
442233	0.0	0.0
442234	1.0	0.0
442236	0.0	0.0
442237	0.0	0.0
442239	1.0	0.0
100131755	1273.0	199.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	0.0	1.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	6.0	3.0
442232	0.0	0.0
100131760	0.0	1.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	3.0	0.0
100873586	1.0	0.0
493812	1008.0	447.0
442260	1.0	0.0
442262	0.0	2.0
442255	0.0	2.0
442256	2.0	0.0
442257	3.0	2.0
442258	9.0	3.0
100131775	0.0	0.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	0.0	4.0
100287520	60.0	0.0
442253	4.0	0.0
442245	6.0	1.0
442247	1.0	1.0
442249	0.0	3.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	10226.0	10164.0
100128139	1.0	0.0
10490	6632.0	4711.0
10493	11885.0	10561.0
10492	17558.0	8908.0
10495	1173.0	823.0
100128135	7.0	0.0
10494	4564.0	3671.0
10497	5207.0	2237.0
100128136	0.0	0.0
10499	7171.0	2948.0
128506	0.0	0.0
10498	2486.0	3676.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	2.0	3.0
116512	1.0	0.0
116519	8.0	0.0
105419997	1.0	0.0
100128126	20.0	8.0
100861506	0.0	0.0
10471	1678.0	1613.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	2.0	0.0
444882	24.0	6.0
442221	1.0	0.0
442211	4.0	2.0
442213	100.0	55.0
442215	0.0	2.0
442216	1.0	0.0
116511	10.0	8.0
442217	1.0	3.0
442218	0.0	0.0
10473	3162.0	2896.0
10472	4491.0	342.0
100533177	1.0	0.0
10475	2823.0	2517.0
100533178	0.0	0.0
100128115	1.0	1.0
10474	6409.0	5002.0
100533179	1.0	3.0
10477	2941.0	974.0
10476	6863.0	6612.0
10479	1433.0	599.0
10478	4013.0	1493.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	8132.0	4247.0
100861516	0.0	0.0
100861517	5.0	6.0
10482	8557.0	3416.0
100861518	1.0	0.0
10481	56.0	64.0
100861519	2.0	0.0
100861513	2.0	5.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	29.0	27.0
100861510	1.0	0.0
442210	0.0	2.0
100533181	0.0	0.0
100533182	58.0	37.0
442204	3.0	1.0
442205	0.0	0.0
10484	3712.0	3166.0
100128102	0.0	0.0
10483	9718.0	4383.0
10486	3051.0	1335.0
10485	45.0	6.0
100128103	0.0	1.0
10488	4117.0	3391.0
10487	25583.0	22666.0
100533184	2.0	0.0
10489	7190.0	5293.0
128553	8626.0	1605.0
100861523	3.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	1212.0	1432.0
10458	3870.0	4251.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	13634.0	939.0
100873512	0.0	0.0
10450	2549.0	1705.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2818.0	2872.0
10455	13954.0	2779.0
100873516	0.0	0.0
10454	2488.0	1744.0
100873515	0.0	0.0
10457	22466.0	11707.0
100873514	2.0	0.0
10456	4749.0	4812.0
100873513	0.0	0.0
346389	3902.0	1761.0
10460	855.0	3197.0
100861530	3.0	2.0
100873509	0.0	0.0
10469	1776.0	1295.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	202.0	609.0
100873501	0.0	0.0
10461	1675.0	734.0
100873500	0.0	0.0
10464	2044.0	696.0
10463	7401.0	3697.0
10466	4067.0	1618.0
100873505	0.0	0.0
10465	1291.0	1559.0
100873504	0.0	0.0
10468	1231.0	1372.0
100873503	0.0	0.0
10467	3243.0	3281.0
100873502	1.0	0.0
100873530	0.0	0.0
100861549	19.0	6.0
100861545	0.0	0.0
100861546	1.0	0.0
100861547	0.0	0.0
100861548	682.0	179.0
100861541	57.0	37.0
100861542	1.0	0.0
100861543	0.0	0.0
100861544	0.0	0.0
10437	18.0	56.0
10436	1037.0	412.0
10439	1758.0	1149.0
10438	985.0	449.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	4691.0	3778.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	1.0	0.0
10432	3297.0	2632.0
10435	647.0	589.0
100873536	9.0	10.0
10434	6815.0	2466.0
100873535	0.0	0.0
116535	485.0	314.0
100861556	0.0	0.0
116534	35.0	9.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	1.0	2.0
100861555	37.0	5.0
10447	2561.0	1471.0
100873529	0.0	0.0
116540	144.0	87.0
100861550	0.0	0.0
10449	3282.0	2730.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1907.0	1604.0
10440	3736.0	3345.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	0.0
100873520	0.0	0.0
10444	7405.0	4946.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	7057.0	2260.0
10446	1429.0	945.0
100873525	0.0	0.0
10445	3136.0	2536.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	1.0	0.0
346470	0.0	0.0
116496	28284.0	3908.0
100533111	7.0	5.0
102466866	0.0	0.0
102466865	0.0	0.0
102466864	0.0	0.0
128467	1.0	0.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	1.0
102466878	0.0	1.0
100128191	56.0	150.0
100128190	0.0	0.0
100533107	86.0	82.0
153443	1654.0	638.0
100533105	9.0	5.0
647532	0.0	0.0
100533106	34.0	24.0
102466889	1.0	7.0
116461	1994.0	1485.0
100128181	0.0	0.0
100128183	3.0	1.0
102466880	0.0	0.0
128439	626.0	772.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	583.0	91.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	2309.0	1312.0
128497	35.0	19.0
647569	0.0	0.0
10392	1012.0	519.0
10391	510.0	217.0
10394	0.0	0.0
10393	796.0	552.0
10396	1477.0	695.0
10395	7109.0	4470.0
1719	566.0	680.0
10398	24704.0	11793.0
1718	96928.0	39170.0
100128159	0.0	0.0
10397	11847.0	9682.0
1717	20349.0	2233.0
1716	2429.0	1945.0
10399	65886.0	62602.0
128486	4666.0	615.0
128488	6.0	0.0
128481	0.0	0.0
100508120	492.0	159.0
1723	922.0	291.0
100128140	11.0	1.0
100689073	0.0	0.0
100689074	0.0	4.0
100128145	1.0	2.0
1729	12915.0	8693.0
1728	48592.0	8824.0
1727	14705.0	13526.0
1725	3527.0	2348.0
100287512	1.0	0.0
100287513	0.0	0.0
1734	9084.0	2340.0
1733	90.0	115.0
1731	234.0	763.0
1730	1483.0	1612.0
1739	7023.0	2479.0
1738	8429.0	2958.0
1737	3968.0	1372.0
1736	4345.0	2819.0
1735	402.0	24.0
100287505	0.0	0.0
751580	71.0	3.0
100287502	0.0	0.0
202658	3.0	2.0
1745	382.0	12.0
1743	7856.0	4693.0
1742	997.0	522.0
1741	7617.0	4714.0
1740	690.0	89.0
1749	19.0	69.0
1748	59.0	136.0
1747	142.0	505.0
1746	137.0	24.0
200008	1.0	2.0
200010	147.0	30.0
1756	5477.0	976.0
1755	92.0	47.0
1750	4.0	7.0
1759	970.0	795.0
1758	1.0	0.0
1757	595.0	889.0
1770	51.0	34.0
200014	2742.0	1550.0
1767	1460.0	458.0
1763	313.0	303.0
1762	1811.0	1642.0
1761	0.0	14.0
1760	1423.0	1356.0
1769	5.0	19.0
1768	172.0	26.0
153478	1213.0	551.0
1781	9294.0	6564.0
1780	193.0	112.0
200025	5.0	0.0
1778	43583.0	19975.0
1777	5667.0	4433.0
1776	64.0	72.0
1775	45.0	33.0
1774	1180.0	1177.0
1773	1176.0	495.0
200030	581.0	228.0
442190	5.0	1.0
442191	0.0	0.0
442192	0.0	0.0
153469	2.0	1.0
1791	0.0	1.0
442195	7.0	1.0
200035	181.0	187.0
442197	28.0	592.0
1789	339.0	173.0
442189	1.0	0.0
1788	2511.0	2180.0
1787	400.0	138.0
1786	6718.0	4446.0
1785	20588.0	8144.0
1783	10238.0	3986.0
1798	4817.0	2040.0
1797	924.0	415.0
1796	589.0	1760.0
1795	320.0	23.0
1794	786.0	2295.0
1793	10842.0	6400.0
101180976	1.0	0.0
493753	1806.0	1302.0
550112	1015.0	519.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	0.0
503635	0.0	0.0
503638	44.0	39.0
503637	0.0	0.0
10536	1099.0	1297.0
503643	0.0	0.0
10535	998.0	1599.0
100287472	0.0	2.0
10538	1205.0	906.0
503645	5.0	11.0
10537	54.0	901.0
100287470	0.0	0.0
10539	2836.0	2627.0
503641	3.0	1.0
503640	4.0	2.0
100873677	0.0	0.0
100873676	1.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	6874.0	4067.0
493987	2.0	1.0
10534	991.0	1688.0
100873679	0.0	0.0
10533	2150.0	1446.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	1.0	0.0
503631	1.0	0.0
100287461	2.0	0.0
10549	2720.0	4010.0
503634	0.0	0.0
10548	796.0	588.0
503633	3.0	0.0
503630	2.0	0.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	7898.0	4737.0
10541	8551.0	11148.0
100873664	0.0	0.0
10540	7964.0	4918.0
100873663	0.0	0.0
10542	3303.0	3655.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	627.0	1021.0
100873667	0.0	0.0
100873691	0.0	2.0
100131608	0.0	0.0
100131609	1.0	1.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	3.0	5.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	4659.0	2039.0
10513	5589.0	5298.0
10516	5658.0	3926.0
10518	192.0	187.0
10517	7.0	0.0
10519	5954.0	6413.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	2.0	0.0
100873696	0.0	0.0
100131614	41.0	22.0
100131616	0.0	0.0
10512	38269.0	11528.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	1.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	20045.0	6727.0
58503	1624.0	11.0
10524	2585.0	2307.0
58505	5280.0	4912.0
10527	16730.0	5753.0
58504	136.0	218.0
10526	6046.0	2789.0
10529	12304.0	3575.0
10528	5001.0	4324.0
58500	894.0	676.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	2.0	0.0
100131624	1.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	57872.0	16333.0
10520	959.0	542.0
58506	4968.0	5164.0
10523	3386.0	2965.0
58509	1406.0	1149.0
58508	12577.0	4547.0
10522	2917.0	1177.0
100033398	0.0	0.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	0.0	0.0
58513	3292.0	3922.0
58516	4894.0	1285.0
58510	0.0	0.0
58512	19.0	45.0
58511	316.0	18.0
58517	9243.0	4462.0
105371564	2.0	8.0
100131638	0.0	0.0
58525	3849.0	4244.0
58524	30.0	54.0
10505	1006.0	492.0
58527	3531.0	2202.0
58526	2099.0	2396.0
10507	1946.0	2315.0
100131641	0.0	0.0
10509	9848.0	4916.0
58529	252.0	45.0
58528	1095.0	865.0
10501	492.0	735.0
10500	679.0	758.0
58530	1.0	0.0
442384	0.0	0.0
58538	10.0	10.0
58531	0.0	0.0
58533	4475.0	2935.0
100131656	0.0	0.0
100287404	0.0	0.0
100131661	1.0	4.0
503694	0.0	0.0
503693	102.0	16.0
493913	0.0	0.0
493911	359.0	71.0
751599	1.0	0.0
285033	198.0	110.0
100128017	0.0	0.0
442320	0.0	0.0
116412	201.0	126.0
442317	0.0	0.0
442318	0.0	0.0
442319	154.0	14.0
493901	25.0	0.0
100128015	2.0	1.0
100128010	22.0	18.0
493900	397.0	79.0
100128012	7.0	5.0
100128011	0.0	0.0
285045	0.0	1.0
442304	1.0	0.0
442308	0.0	0.0
285051	0.0	3.0
10590	2438.0	6.0
10592	2463.0	1811.0
10591	741.0	1164.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	1.0	1.0
10594	31230.0	13258.0
100873611	0.0	0.0
10595	29.0	12.0
10598	6351.0	5209.0
100873615	0.0	0.0
100873614	0.0	2.0
100873613	0.0	0.0
10599	118.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	0.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	58.0	28.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	506.0	26.0
10570	142.0	61.0
116447	1453.0	1195.0
116449	437.0	45.0
116448	11.0	1.0
10579	10094.0	3585.0
100873639	0.0	0.0
100873638	5.0	7.0
10572	1664.0	2369.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	14412.0	11607.0
100873631	0.0	0.0
10573	2503.0	2589.0
100873630	0.0	0.0
10576	10851.0	7156.0
100873637	0.0	0.0
10575	13178.0	7984.0
100873636	0.0	0.0
10578	57.0	303.0
100873635	1.0	2.0
10577	10543.0	7142.0
100873634	0.0	0.0
10581	4621.0	8158.0
10580	6120.0	4080.0
116437	0.0	3.0
100873629	0.0	0.0
116441	4275.0	1585.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	88.0	41.0
116442	195.0	200.0
116444	6.0	12.0
128414	7.0	2.0
100873622	0.0	0.0
100873621	1.0	0.0
10585	2718.0	1298.0
100873620	0.0	0.0
10584	5.0	11.0
10587	2085.0	686.0
100873626	0.0	0.0
10586	2.0	4.0
100873625	0.0	0.0
10589	2942.0	8834.0
100873624	2.0	0.0
10588	244.0	261.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	51.0	42.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	1.0	0.0
10558	6619.0	3136.0
10557	905.0	678.0
10559	1391.0	970.0
10550	15460.0	5738.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	6709.0	6929.0
100873653	0.0	0.0
10551	24842.0	85933.0
100873652	0.0	0.0
10554	3913.0	3959.0
100873659	0.0	0.0
10553	2429.0	1748.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1589.0	930.0
100873657	1.0	0.0
10555	2592.0	3324.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	0.0	1.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	250.0	63.0
100873640	1.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	1.0	0.0
102466725	0.0	0.0
