id	00511204-3512-4a5e-b664-60271e968903	c633bd52-3f48-49b8-bb20-2aad7b910a47
728489	7.0	14.0
1050	19346.0	983.0
100128707	0.0	1.0
1048	1.0	121.0
1047	21.0	2042.0
1046	0.0	0.0
1045	1.0	0.0
100873369	5.0	8.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	1.0	3.0
1066	34269.0	351.0
1063	93.0	16874.0
1062	139.0	1687.0
1061	1.0	3.0
1060	1282.0	1481.0
440253	421.0	53.0
1059	5722.0	7911.0
1058	4.0	561.0
1057	0.0	5.0
85379	2621.0	4206.0
114112	827.0	597.0
1056	21.0	46.0
85377	1549.0	1912.0
85378	1854.0	2869.0
128745	0.0	0.0
85376	1.0	6.0
440248	455.0	551.0
1075	4978.0	3931.0
1074	9.0	52.0
1073	8126.0	836.0
1072	22684.0	43331.0
1071	2352.0	51.0
440243	0.0	0.0
1070	789.0	1190.0
1069	2487.0	4467.0
1068	0.0	0.0
85369	1732.0	2171.0
85366	1.0	16.0
85364	1041.0	1629.0
85365	1488.0	1420.0
85363	1025.0	1609.0
85360	1720.0	902.0
1080	35.0	14.0
85391	8.0	1.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	9.0	1.0
153733	491.0	789.0
1087	0.0	10.0
1086	1.0	0.0
440279	38.0	8.0
1085	19.0	1.0
1084	6.0	5.0
440278	165.0	99.0
1082	0.0	1.0
403294	0.0	0.0
440275	5569.0	4528.0
1081	0.0	0.0
85397	4.0	4.0
85395	319.0	419.0
403285	0.0	0.0
1091	0.0	0.0
1090	4.0	1.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	358.0	903.0
1089	14.0	11.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	18.0	5.0
285598	494.0	646.0
126133	1163.0	2581.0
128790	0.0	0.0
126129	82.0	174.0
126123	0.0	0.0
442862	0.0	0.0
126119	438.0	755.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	1.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	50.0	3.0
442897	0.0	0.0
442898	3.0	2.0
114134	571.0	2180.0
442899	0.0	0.0
100128790	0.0	0.0
128760	2.0	6.0
100128788	52.0	313.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	408.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	5.0
128756	0.0	0.0
100128782	148.0	124.0
100128781	2.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	2.0	3.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	2673.0	14.0
102466616	0.0	0.0
126052	0.0	0.0
151009	28.0	48.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	1127.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	3.0	2.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	34.0	967.0
107131122	0.0	1.0
138050	6811.0	6817.0
403219	0.0	0.0
151011	4495.0	3527.0
645587	1.0	2.0
165679	14.0	1258.0
126037	16.0	40.0
114049	2475.0	4423.0
106481479	1.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	351.0	510.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1347.0	1530.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	148.0	200.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	1.0	48.0
645598	0.0	0.0
163007	3.0	1.0
114038	0.0	3.0
645591	3.0	0.0
106481495	0.0	0.0
114041	0.0	86.0
106481496	0.0	0.0
114042	0.0	3.0
106481493	0.0	0.0
114043	21.0	10.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	128.0	312.0
126017	329.0	990.0
106481497	0.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	0.0	0.0
85301	670.0	2789.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	4.0
403275	0.0	0.0
102466656	11.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	412.0	3961.0
106481459	0.0	0.0
26994	13106.0	5372.0
106481457	4.0	36.0
26995	1775.0	2315.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	0.0
403272	0.0	1.0
102466659	0.0	0.0
26999	242.0	4670.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	4.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1438.0	5347.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	0.0
104310351	0.0	2.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	19652.0	139.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	78.0	929.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	457.0	1376.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	0.0	4.0
106481437	0.0	0.0
26974	129.0	180.0
153657	2.0	195.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	897.0	1343.0
165631	56.0	208.0
106481436	0.0	0.0
26978	13.0	13.0
126075	340.0	1874.0
106481439	0.0	0.0
403250	0.0	0.0
126074	82.0	291.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1132.0	1417.0
106481444	0.0	12.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	4209.0	1422.0
85354	0.0	0.0
85352	28.0	298.0
403241	0.0	4.0
344462	1.0	3.0
403244	0.0	0.0
403245	0.0	0.0
153642	340.0	628.0
153643	2.0	642.0
403247	0.0	0.0
403248	0.0	0.0
26985	4688.0	5411.0
106481448	0.0	0.0
26986	49627.0	86792.0
126069	91.0	145.0
106481449	0.0	0.0
126068	621.0	818.0
106481446	0.0	0.0
26983	0.0	0.0
26984	966.0	937.0
106481447	0.0	0.0
106481451	1.0	7.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	10.0	1747.0
106481455	1.0	0.0
85349	1.0	157.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	4.0
85347	0.0	0.0
26980	2.0	3.0
106481454	0.0	0.0
403238	0.0	0.0
85344	0.0	120.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	124.0
85340	0.0	0.0
100873394	0.0	1.0
100873393	0.0	4.0
100873392	1.0	0.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	2.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1007.0	5352.0
100873390	0.0	0.0
728556	50.0	85.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	91.0	145.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	335.0	651.0
106481423	0.0	0.0
106481420	0.0	1.0
106481421	0.0	0.0
100873399	0.0	1.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	110.0	489.0
100873384	0.0	0.0
285601	7.0	17.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	0.0	16.0
63910	46.0	217.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	594.0	1322.0
222008	3.0	14175.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	2806.0	2934.0
63904	0.0	0.0
106481430	0.0	0.0
163071	44.0	18.0
63906	762.0	774.0
106481433	1.0	0.0
63908	589.0	1072.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	1.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	11.0	108.0
63920	302.0	472.0
63923	1205.0	1557.0
63922	105.0	2635.0
728577	227.0	25.0
63925	756.0	2527.0
63924	78069.0	383.0
63916	2279.0	2891.0
63917	3297.0	3243.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	5.0
728564	0.0	4.0
285622	0.0	2.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1668.0	1297.0
106481402	0.0	0.0
63931	2118.0	2154.0
106481403	0.0	1.0
63934	230.0	307.0
728567	5.0	8.0
106481408	0.0	0.0
163088	4.0	4.0
63933	2754.0	1810.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2461.0	3998.0
163087	635.0	732.0
728568	355.0	461.0
106481407	16.0	5.0
3704	1208.0	2482.0
3705	15841.0	4666.0
63926	946.0	1778.0
3706	3.0	50.0
63929	1750.0	1096.0
3707	5323.0	6107.0
63928	1.0	1.0
3708	3487.0	3522.0
106481411	0.0	0.0
3709	4718.0	8983.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	12.0	56.0
3702	56.0	377.0
3703	5780.0	9550.0
645506	1.0	0.0
151050	1219.0	571.0
645520	0.0	0.0
63941	802.0	2226.0
63940	432.0	1094.0
63943	187.0	416.0
728517	0.0	0.0
163033	150.0	592.0
258010	510.0	1580.0
63947	0.0	0.0
63946	0.0	0.0
728513	7.0	0.0
100033803	0.0	0.0
3716	24783.0	17918.0
100033804	0.0	0.0
3717	1929.0	1369.0
100033805	0.0	0.0
3718	180.0	647.0
63939	710.0	1089.0
100033806	0.0	0.0
100190799	11.0	8.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	60.0	65.0
3710	1022.0	9028.0
3712	4803.0	4823.0
3713	1.0	0.0
3714	1761.0	1337.0
63950	5.0	3.0
728505	0.0	0.0
63951	858.0	6.0
100033807	0.0	0.0
728501	39.0	32.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	8675.0	8666.0
100033814	0.0	0.0
3727	9948.0	4424.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	1.0
3728	3603.0	29312.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	749.0	4188.0
151056	101.0	137.0
3725	30880.0	11819.0
645528	10.0	0.0
728532	38.0	21.0
163059	189.0	493.0
728538	0.0	0.0
728537	111.0	358.0
63967	27.0	579.0
3737	69.0	5.0
3738	11.0	39.0
3739	48.0	3.0
645538	0.0	0.0
3730	1774.0	1130.0
3732	2369.0	4400.0
3734	0.0	0.0
3735	7921.0	5553.0
3736	21.0	116.0
63970	1.0	54.0
3750	139.0	363.0
63971	8973.0	3593.0
63974	0.0	0.0
163049	2214.0	2384.0
63973	2.0	1.0
63976	301.0	51.0
222068	3651.0	6092.0
63978	0.0	0.0
63977	415.0	1096.0
63979	312.0	1391.0
728524	0.0	0.0
3748	74.0	5265.0
163051	14.0	30.0
3749	415.0	823.0
163050	32.0	130.0
3741	135.0	13.0
645548	13.0	8.0
3743	1.0	3.0
3744	0.0	0.0
3745	3627.0	93.0
3746	1.0	25.0
3747	0.0	0.0
285671	1064.0	432.0
285672	1957.0	1540.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	7.0	3775.0
285676	90.0	43.0
3761	0.0	0.0
100128657	0.0	0.0
285679	2.0	4.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	224.0	197.0
283008	0.0	0.0
3751	344.0	259.0
100873435	0.0	0.0
3752	1359.0	1632.0
100873434	0.0	0.0
3753	75.0	80.0
100873433	0.0	0.0
3754	0.0	809.0
100873432	0.0	0.0
3755	6.0	23.0
100873439	0.0	0.0
3756	17.0	196.0
100873438	0.0	0.0
3757	3.0	73.0
100873437	0.0	0.0
3758	10.0	5.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	33.0	119.0
3772	89.0	60.0
100861458	0.0	0.0
100861453	4.0	23.0
100861455	0.0	0.0
1107	3289.0	20341.0
1106	4830.0	8610.0
1105	2128.0	7273.0
1104	597.0	2680.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1544.0	824.0
1101	21.0	543.0
3762	221.0	606.0
100873424	0.0	0.0
3763	0.0	1.0
100128640	53.0	116.0
100873423	0.0	0.0
3764	2509.0	415.0
100873422	0.0	0.0
3765	0.0	6.0
100873421	0.0	0.0
3766	0.0	39.0
100873428	0.0	0.0
3767	132.0	1880.0
100873427	0.0	0.0
3768	228.0	69.0
1109	16.0	6.0
100873426	1.0	0.0
1108	9625.0	31360.0
3769	0.0	90.0
100873425	0.0	0.0
100128637	1.0	1.0
100128639	0.0	0.0
3780	3.0	17.0
100873453	0.0	0.0
3781	17.0	19.0
100873452	0.0	0.0
3782	202.0	213.0
100873451	0.0	0.0
3783	47.0	370.0
100873450	0.0	0.0
1121	1672.0	2073.0
100861468	0.0	0.0
1120	181.0	254.0
100861469	0.0	2.0
1118	53.0	550.0
1117	83.0	604.0
1116	87.0	2695.0
1114	4.0	7.0
1113	7.0	3.0
1112	12486.0	3594.0
1111	221.0	1280.0
3773	18.0	26.0
100873457	1.0	3.0
100873456	0.0	3.0
3775	44.0	139.0
100873455	0.0	0.0
3776	49.0	616.0
100873454	0.0	0.0
3777	155.0	147.0
3778	371.0	5274.0
3779	154.0	371.0
100873459	0.0	1.0
1119	929.0	1598.0
100128627	0.0	2.0
100128626	0.0	0.0
3790	324.0	2822.0
100128628	1.0	19.0
3791	7018.0	1558.0
100873442	0.0	0.0
3792	8.0	53.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	1.0
1132	4.0	66.0
1131	47.0	38.0
1130	2848.0	4325.0
100861476	0.0	0.0
1129	4.0	0.0
1128	1.0	8.0
1124	268.0	1411.0
1123	452.0	289.0
1122	500.0	2252.0
100861470	0.0	0.0
3784	310.0	781.0
100873446	0.0	0.0
3785	0.0	1.0
100873445	0.0	0.0
3786	153.0	254.0
100873444	0.0	0.0
3787	4.0	9.0
100873443	0.0	0.0
3788	4.0	65.0
100873449	1.0	13.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	43.0	192.0
100128618	0.0	0.0
728597	0.0	0.0
100128617	1.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	13.0	1.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	0.0	2.0
285634	8.0	8.0
1142	0.0	0.0
1141	3.0	174.0
285636	2376.0	3228.0
1140	468.0	405.0
728599	0.0	9.0
1139	16.0	4.0
1138	49.0	140.0
1137	3.0	1.0
100861485	0.0	0.0
1136	3.0	21.0
1135	0.0	0.0
1134	0.0	31.0
1133	6.0	17.0
3795	339.0	411.0
100873479	9.0	1.0
3796	1789.0	3467.0
100873478	0.0	0.0
3797	375.0	1764.0
100873477	0.0	1.0
3798	6.0	34.0
100873476	0.0	0.0
3799	25655.0	19708.0
100873460	0.0	0.0
728586	14.0	22.0
285641	0.0	0.0
100873464	1.0	7.0
100873463	0.0	0.0
100873462	2.0	2.0
285643	1.0	13.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2492.0	3456.0
1153	13850.0	20234.0
1152	10149.0	1051.0
285647	8.0	72.0
728589	13.0	22.0
728588	0.0	7.0
1149	13042.0	127.0
1147	2220.0	2307.0
1146	0.0	4.0
1145	42.0	35.0
1144	0.0	5.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	61.0	1584.0
1163	1305.0	3100.0
285659	0.0	0.0
1161	672.0	546.0
1160	2272.0	92.0
1159	2.0	253.0
1158	2.0	3.0
1157	0.0	0.0
1155	1453.0	3465.0
550643	723.0	2041.0
283025	0.0	1.0
100873499	1.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	1.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3502.0	3899.0
1175	2481.0	3729.0
285668	74.0	2.0
1174	909.0	3432.0
1173	15995.0	18366.0
550631	60.0	245.0
100873489	0.0	0.0
283014	6.0	13.0
100873488	0.0	0.0
100873487	0.0	1.0
283093	0.0	0.0
283092	0.0	0.0
1187	51.0	35.0
1186	2201.0	4882.0
1185	1825.0	1383.0
1184	543.0	341.0
1183	1103.0	356.0
1182	5178.0	6101.0
1181	123.0	601.0
440375	21.0	51.0
1180	13.0	8.0
1179	0.0	0.0
1178	2.0	0.0
283089	5.0	6.0
85495	0.0	0.0
85480	127.0	24.0
283080	0.0	0.0
1198	1937.0	3093.0
1197	0.0	0.0
1196	1313.0	5409.0
1195	3461.0	7408.0
440366	0.0	6.0
1193	1502.0	627.0
1192	11512.0	17899.0
1191	59654.0	18691.0
1188	13.0	26.0
283078	339.0	191.0
85486	5.0	4.0
128615	0.0	0.0
85481	0.0	4.0
128611	11.0	132.0
440396	16.0	69.0
128609	0.0	0.0
128602	0.0	0.0
440387	0.0	2.0
128674	0.0	1.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	4.0
126014	69.0	517.0
440335	0.0	2628.0
100128690	0.0	0.0
114034	407.0	985.0
126006	0.0	225.0
114036	137.0	44.0
100128696	0.0	0.0
100128688	4.0	0.0
126003	26.0	70.0
100861412	0.0	2.0
105180390	4.0	3.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	273.0	251.0
440356	1.0	31.0
440354	42.0	92.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	1.0	0.0
128646	0.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	0.0	13.0
100873410	0.0	0.0
100873417	0.0	1.0
100873416	0.0	2.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	145.0	288.0
100861435	0.0	1.0
100861436	0.0	0.0
440345	91.0	310.0
200734	2289.0	5544.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	27.0	9.0
100873402	0.0	0.0
100873401	1.0	5.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	5582.0	4164.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	6.0	4.0
165530	22.0	50.0
85409	12.0	738.0
106481385	0.0	0.0
106481386	1.0	1.0
85416	1.0	0.0
106481383	0.0	10.0
85417	53.0	49.0
106481384	0.0	0.0
103106903	1.0	1.0
85414	84.0	696.0
106481389	0.0	0.0
85415	36.0	2542.0
106481387	0.0	0.0
85413	1.0	1.0
106481388	0.0	8.0
645436	0.0	0.0
106481381	0.0	1.0
106481382	0.0	0.0
10	7.0	15.0
106481380	0.0	0.0
11	0.0	0.0
403341	1124.0	1015.0
12	22.0	749.0
13	1680.0	3.0
14	6147.0	6903.0
15	0.0	8.0
16	10287.0	5664.0
645455	15.0	24.0
18	548.0	6313.0
19	10213.0	4835.0
128580	3.0	4.0
85407	154.0	407.0
106481396	0.0	0.0
106481397	0.0	2.0
106481394	0.0	0.0
85406	1256.0	2701.0
106481395	0.0	2.0
85403	1425.0	3494.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	3418.0	5245.0
106481390	0.0	0.0
21	2410.0	6086.0
106481391	0.0	0.0
22	1456.0	1525.0
153571	217.0	217.0
153572	356.0	1288.0
23	5107.0	4974.0
24	46.0	403.0
25	6439.0	8523.0
26	3.0	22.0
27	1855.0	4221.0
28	537.0	236.0
29	4732.0	5939.0
153579	13618.0	400.0
728615	0.0	0.0
728614	0.0	0.0
200765	74.0	282.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	92.0	30.0
102466518	0.0	0.0
102466516	6.0	3.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	415.0	1919.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3531.0	3857.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	130.0	483.0
106481366	0.0	0.0
30	3968.0	2771.0
106481360	0.0	0.0
31	30574.0	6814.0
32	79737.0	1929.0
33	2192.0	12.0
34	9195.0	2587.0
35	4982.0	1179.0
153562	39.0	3385.0
36	4066.0	13318.0
37	28452.0	10205.0
38	14683.0	2433.0
440307	4.0	10.0
39	1267.0	891.0
165545	0.0	28.0
106481369	0.0	0.0
728606	0.0	319.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	1.0	0.0
106481370	0.0	0.0
41	286.0	1511.0
106481371	0.0	0.0
43	50.0	29.0
645486	0.0	0.0
47	64118.0	10710.0
48	41449.0	1864.0
49	20.0	11.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	1.0	0.0
106481341	0.0	0.0
106481342	1.0	4.0
106481340	0.0	1.0
85458	7583.0	3006.0
106481345	1.0	0.0
85459	660.0	2178.0
106481346	0.0	0.0
