id	d46b61b0-6f34-48ca-8c7d-23ae4d0b1a7c	acf02cd5-270d-40c0-864d-abebe048f309
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	0.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	101.0	11.0
100873640	0.0	6.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	2.0
102466725	0.0	0.0
102466724	0.0	2.0
10569	3388.0	3286.0
100287482	45.0	110.0
100287483	3.0	2.0
10568	1711.0	325.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	993.0	607.0
100873644	0.0	0.0
10560	2168.0	4479.0
100873643	0.0	1.0
10563	878.0	149.0
100873642	0.0	0.0
10562	507.0	38.0
100873641	0.0	0.0
10565	3116.0	5689.0
100873648	0.0	0.0
10564	3840.0	9065.0
100873647	0.0	0.0
10567	5743.0	1703.0
100873646	0.0	0.0
10566	105.0	53.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	0.0	2.0
116369	9.0	37.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	7.0	62.0
574036	254.0	85.0
574038	0.0	0.0
83479	987.0	1930.0
116379	41.0	4.0
100128092	0.0	3.0
83478	1281.0	246.0
83473	423.0	243.0
83475	775.0	489.0
100128098	122.0	103.0
102466745	0.0	0.0
102466744	4.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	366.0	600.0
102466741	1.0	0.0
102466740	0.0	0.0
128346	1160.0	213.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	4945.0	270.0
100128083	2.0	0.0
83468	1261.0	1169.0
100128081	18.0	1.0
83461	110.0	212.0
128338	4475.0	4801.0
83464	1909.0	1637.0
83463	312.0	184.0
83460	84.0	56.0
100189028	6.0	4.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	3.0	0.0
102466750	0.0	0.0
153339	5232.0	5848.0
116349	281.0	144.0
102466759	0.0	0.0
102466758	0.0	1.0
102466757	0.0	0.0
100128071	160.0	81.0
346562	0.0	0.0
647415	1.0	0.0
128322	0.0	0.0
1809	13412.0	8873.0
116337	2.0	0.0
153328	106.0	996.0
1800	40.0	21.0
100128061	0.0	0.0
100128060	47.0	15.0
100128062	0.0	0.0
1808	12366.0	2935.0
83483	19768.0	2376.0
1807	22.0	0.0
1806	2407.0	673.0
1805	37464.0	963.0
83480	752.0	641.0
1804	137.0	3.0
1803	2043.0	308.0
1802	1148.0	986.0
83482	8.0	3.0
1801	1053.0	940.0
83481	723.0	690.0
131965	556.0	714.0
1811	796.0	493.0
1810	2988.0	4471.0
143941	630.0	166.0
1819	1920.0	1043.0
1818	0.0	0.0
1817	1.0	0.0
1816	0.0	0.0
1815	36.0	30.0
100128054	0.0	5.0
1814	1.0	0.0
285084	10.0	0.0
1813	183.0	4.0
1812	68.0	14.0
100128055	0.0	1.0
647436	10.0	7.0
128387	976.0	1183.0
131973	0.0	3.0
1822	13772.0	8383.0
1821	20.0	42.0
1820	469.0	332.0
100128041	0.0	0.0
1829	5663.0	7994.0
1828	169.0	55.0
1827	9821.0	914.0
285093	4.0	0.0
1826	11.0	3.0
100128043	0.0	1.0
1825	2273.0	918.0
100128042	1.0	0.0
1824	2905.0	2214.0
1823	56.0	25.0
100128044	0.0	0.0
407977	13.0	3.0
407975	88.0	7.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	2.0	244.0
1832	18914.0	48381.0
1831	23861.0	7380.0
1830	1715.0	409.0
574016	0.0	0.0
100128036	0.0	0.0
1839	1318.0	324.0
1838	1796.0	2295.0
346528	0.0	0.0
1837	628.0	256.0
1836	1613.0	2128.0
346525	0.0	0.0
1834	0.0	1.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	587.0	103.0
1843	31008.0	10030.0
1842	7197.0	1409.0
1841	1388.0	1062.0
1840	2649.0	396.0
574028	4.0	3.0
574029	2.0	6.0
100128025	25.0	7.0
1849	1351.0	566.0
346517	0.0	0.0
1848	7827.0	5952.0
1847	2899.0	5587.0
100128020	0.0	0.0
1846	10249.0	14058.0
100128023	0.0	0.0
1845	6914.0	3584.0
153396	571.0	1009.0
1855	2895.0	1715.0
1854	2694.0	2718.0
100131671	2.0	5.0
1852	35.0	1.0
1850	1178.0	758.0
100131678	0.0	0.0
1859	3658.0	5631.0
1857	4667.0	4322.0
1856	1863.0	1343.0
724068	0.0	0.0
724067	0.0	0.0
202781	558.0	462.0
1861	2706.0	2228.0
100131688	0.0	0.0
1869	362.0	325.0
724094	8.0	0.0
1880	934.0	206.0
1877	1353.0	1278.0
100131691	105.0	106.0
1876	705.0	479.0
1875	287.0	481.0
83417	26.0	1.0
100131693	12.0	9.0
100327036	0.0	2.0
83416	394.0	4.0
200132	23.0	23.0
1874	2714.0	1014.0
1872	3.0	3.0
1871	838.0	1090.0
1870	85.0	206.0
1879	5899.0	261.0
724087	6.0	35.0
1891	10792.0	4546.0
1890	3981.0	2505.0
83401	183.0	6.0
1889	26315.0	11480.0
724033	0.0	0.0
724032	0.0	0.0
724031	2.0	0.0
724030	0.0	0.0
58473	1090.0	526.0
58472	3394.0	3796.0
200149	0.0	0.0
58475	3301.0	18160.0
724038	0.0	0.0
83439	3784.0	502.0
1896	494.0	55.0
58477	4222.0	2667.0
58476	2823.0	2019.0
1894	708.0	2388.0
1893	7247.0	6469.0
1892	13468.0	6776.0
58478	1654.0	2256.0
200150	40.0	4.0
724022	0.0	0.0
58484	285.0	71.0
724026	1.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1279.0	1101.0
724024	0.0	0.0
58486	2051.0	2311.0
58485	4567.0	3486.0
724023	0.0	0.0
58480	3889.0	1157.0
724029	4.0	2.0
200159	12.0	11.0
724028	0.0	0.0
724027	0.0	0.0
58488	1545.0	985.0
58487	2421.0	3459.0
200162	129.0	1149.0
58489	576.0	1491.0
58495	527.0	942.0
724059	0.0	0.0
58494	4520.0	474.0
58497	2481.0	5047.0
58496	165.0	37.0
58491	588.0	507.0
58490	2077.0	2234.0
58493	1653.0	2571.0
58492	216.0	179.0
58499	1496.0	663.0
58498	59.0	27.0
200172	13.0	14.0
83451	1884.0	2030.0
83450	523.0	972.0
83452	888.0	1435.0
153364	454.0	551.0
83448	967.0	2218.0
200186	2725.0	3116.0
83447	0.0	0.0
200185	1096.0	1128.0
83449	38.0	4.0
83444	204.0	97.0
83443	4346.0	2563.0
83446	0.0	0.0
83445	12.0	8.0
83440	2549.0	2348.0
83442	13499.0	5242.0
114984	1216.0	1282.0
114987	457.0	1250.0
391603	0.0	0.0
10657	9453.0	10208.0
126969	866.0	1287.0
10656	737.0	365.0
10659	6508.0	759.0
10658	6642.0	7414.0
114990	2171.0	328.0
114991	1273.0	1577.0
10651	1663.0	2011.0
10650	96.0	112.0
10653	16534.0	24301.0
10652	6791.0	4343.0
342667	8007.0	57.0
10655	161.0	11.0
643812	0.0	0.0
342666	10.0	6.0
10654	4355.0	5195.0
136306	29.0	16.0
126961	1.0	0.0
10668	788.0	755.0
10667	1069.0	991.0
643827	40.0	1.0
10669	698.0	496.0
10660	21.0	0.0
10661	1.0	6.0
731220	118.0	70.0
138971	0.0	0.0
10664	3672.0	3519.0
10663	82.0	47.0
10666	98.0	46.0
731223	19.0	1.0
10665	1.0	0.0
136319	8605.0	9771.0
163933	55.0	20.0
317691	0.0	0.0
339005	249.0	85.0
10635	100.0	311.0
10634	3765.0	2178.0
10637	11.0	5.0
10636	949.0	1376.0
10638	0.0	0.0
114971	1115.0	671.0
10631	5053.0	67852.0
643836	1171.0	2110.0
10630	1604.0	1005.0
643837	1107.0	851.0
10633	38.0	113.0
643834	2.0	1.0
10632	8994.0	6506.0
100124394	0.0	0.0
10645	5607.0	3398.0
10648	0.0	0.0
10647	15067.0	39770.0
148304	299.0	864.0
114960	0.0	0.0
10640	3297.0	3851.0
136332	60.0	235.0
10642	11.0	4.0
643847	0.0	0.0
10641	1195.0	1232.0
10644	296.0	146.0
10643	15.0	8.0
317671	80.0	90.0
643862	0.0	0.0
391642	0.0	0.0
10609	852.0	1589.0
391647	6.0	5.0
10613	3142.0	2844.0
10612	1239.0	1468.0
10615	312.0	769.0
10614	4390.0	4201.0
10617	2527.0	3061.0
401525	0.0	0.0
10616	5486.0	3084.0
10618	23004.0	23560.0
643854	2.0	0.0
643853	56.0	133.0
643859	0.0	0.0
10611	7910.0	17484.0
10610	1661.0	3674.0
643872	5.0	5.0
643873	293.0	173.0
643870	12.0	7.0
317684	0.0	2.0
391655	0.0	0.0
391657	3.0	1.0
391656	2.0	4.0
317687	8.0	0.0
10623	1989.0	2395.0
10626	1006.0	485.0
10625	5907.0	5385.0
10628	157151.0	42218.0
10627	19408.0	10974.0
10629	676.0	512.0
342618	1.0	7.0
643865	0.0	0.0
643866	362.0	218.0
10620	288.0	247.0
10622	165.0	122.0
10621	699.0	778.0
101954275	1.0	0.0
101954276	0.0	2.0
643880	0.0	0.0
101954273	10.0	7.0
643884	0.0	0.0
101954277	0.0	0.0
101954278	10.0	0.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	75.0	1.0
83606	7482.0	6407.0
101954271	0.0	0.0
83605	3638.0	1396.0
101954272	11.0	11.0
83608	725.0	540.0
83607	2065.0	1968.0
151903	2013.0	1605.0
401507	0.0	0.0
317649	4311.0	2768.0
391627	0.0	0.0
401505	864.0	499.0
388007	0.0	0.0
317648	982.0	744.0
100419709	1.0	30.0
100419705	0.0	0.0
643875	0.0	0.0
401509	40.0	89.0
401508	0.0	0.0
101954264	0.0	1.0
138948	58.0	15.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	4.0	0.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1572.0	1870.0
100419711	8.0	21.0
102464825	0.0	0.0
56000	23.0	2.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	6.0	15.0
102464824	0.0	0.0
56005	4515.0	3288.0
10602	3471.0	3052.0
56006	1647.0	1896.0
83604	3189.0	779.0
10603	215.0	124.0
10606	4012.0	7069.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2879.0	3611.0
10608	8276.0	3741.0
10607	3057.0	2623.0
10600	2762.0	3339.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3496.0	9444.0
102464832	0.0	0.0
100271849	19.0	13.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	1386.0	3037.0
112398	1716.0	2000.0
100419735	0.0	0.0
391697	0.0	1.0
391696	1.0	0.0
100419733	0.0	0.0
388021	9.0	10.0
100419734	0.0	0.0
391698	2.0	1.0
100419731	0.0	0.0
100271836	48.0	104.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	2.0	0.0
101954204	1.0	0.0
199953	1030.0	649.0
161357	0.0	0.0
100420734	5.0	2.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	1.0	1.0
731275	40.0	39.0
199920	80.0	428.0
222826	4.0	8.0
101929286	4.0	17.0
391670	0.0	1.0
391672	0.0	0.0
161342	28.0	21.0
148398	120.0	250.0
100419758	42.0	23.0
100419751	0.0	7.0
124359	1121.0	1730.0
101929293	38.0	1.0
100420752	0.0	0.0
100420754	0.0	0.0
10691	829.0	1443.0
10690	38.0	173.0
101929212	20.0	8.0
101929218	0.0	0.0
388076	2.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	436.0	657.0
10693	248.0	264.0
10692	5.0	21.0
10695	4780.0	3061.0
10694	7719.0	8730.0
10699	48.0	602.0
101929221	0.0	3.0
100420763	0.0	0.0
101929225	2.0	0.0
101929222	5.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	3636.0	12384.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	16.0	15.0
101929238	0.0	7.0
220213	1177.0	928.0
10678	2449.0	4429.0
151987	3121.0	4867.0
10671	1712.0	1388.0
10670	6734.0	4324.0
10673	745.0	274.0
10672	3669.0	4955.0
10675	75.0	81.0
10677	249.0	162.0
100419793	0.0	2.0
100420784	0.0	0.0
100420786	0.0	1.0
101929247	0.0	0.0
100420787	0.0	2.0
101929244	2.0	0.0
220202	12.0	3.0
222865	62.0	161.0
10682	2256.0	1481.0
10681	1192.0	727.0
10683	2.0	0.0
10686	10.0	7.0
136371	1.0	0.0
643803	0.0	0.0
10687	209.0	394.0
100419682	0.0	0.0
100420678	12.0	32.0
222894	0.0	0.0
100419687	0.0	0.0
283807	168.0	61.0
653194	0.0	0.0
83598	2.0	1.0
83597	3.0	0.0
653199	48.0	86.0
83594	557.0	1723.0
83593	1583.0	1428.0
83596	528.0	487.0
83595	469.0	108.0
83590	1763.0	1021.0
653190	59.0	7.0
653192	0.0	0.0
83592	160.0	8.0
83591	270.0	478.0
1909	1016.0	2875.0
100420689	1.0	2.0
1908	256.0	1.0
161291	2353.0	4829.0
653188	0.0	11.0
653189	37.0	47.0
1907	131.0	511.0
1906	2374.0	234.0
197258	1357.0	767.0
1903	3052.0	2574.0
197259	657.0	233.0
1902	2248.0	1345.0
1901	7579.0	745.0
100420681	0.0	0.0
197257	2588.0	229.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	3364.0	150.0
1917	483.0	1312.0
1915	433021.0	237947.0
1912	7414.0	4937.0
1911	481.0	508.0
101929202	4.0	26.0
101929203	0.0	0.0
199899	3.0	9.0
148281	93.0	24.0
219287	2.0	0.0
161253	25.0	74.0
219285	1569.0	2075.0
283849	351.0	202.0
283848	253.0	165.0
1932	5.0	0.0
283847	0.0	2.0
256227	31.0	3.0
256223	0.0	0.0
1939	4248.0	3688.0
1938	195206.0	80506.0
1937	38.0	8.0
1936	9269.0	3593.0
1934	10.0	5.0
1933	19324.0	7525.0
161247	34.0	6.0
219293	381.0	152.0
1943	0.0	2.0
1942	3613.0	10394.0
256236	855.0	425.0
1949	259.0	62.0
199870	945.0	954.0
1948	2635.0	1349.0
1947	3669.0	737.0
1946	2074.0	554.0
1945	879.0	2071.0
1944	421.0	1917.0
161271	0.0	0.0
1954	5739.0	2543.0
1953	2121.0	876.0
1952	3219.0	4788.0
1951	171.0	86.0
1950	826.0	1321.0
283820	667.0	697.0
1959	3569.0	284.0
1958	56626.0	8431.0
1956	9004.0	560.0
1955	4111.0	15017.0
1965	4003.0	4456.0
1964	5069.0	5067.0
199857	1018.0	936.0
1962	1246.0	1075.0
1961	7.0	2.0
1960	4945.0	373.0
220296	581.0	0.0
1969	1993.0	609.0
1968	11588.0	12428.0
1967	3662.0	2551.0
114904	561.0	1744.0
114905	374.0	319.0
114907	9265.0	5059.0
114908	11194.0	21202.0
340094	0.0	0.0
643783	112.0	122.0
114900	50.0	9.0
653108	2.0	30.0
401450	0.0	0.0
114902	0.0	0.0
1975	28498.0	19248.0
1974	19262.0	15184.0
1973	315.0	107.0
283888	8.0	2.0
401447	0.0	0.0
653113	103.0	136.0
1979	17806.0	9740.0
1978	1512.0	831.0
1977	1562.0	2374.0
643790	10.0	5.0
1990	0.0	0.0
256281	1435.0	880.0
1987	2.0	1.0
1986	0.0	0.0
1984	16868.0	12015.0
1983	12395.0	10085.0
1982	45560.0	44831.0
283876	140.0	36.0
1981	20977.0	18482.0
1980	6.0	6.0
283871	841.0	617.0
283870	76.0	37.0
105375616	0.0	0.0
340075	96.0	192.0
340073	0.0	0.0
653125	2.0	1.0
401431	215.0	95.0
83528	1.0	2.0
1998	1799.0	2605.0
1997	3942.0	7122.0
283869	11.0	6.0
1996	16.0	34.0
401428	42.0	10.0
83538	126.0	152.0
1995	3.0	1.0
401427	27.0	31.0
283867	0.0	88.0
1994	4477.0	4601.0
1993	7.0	48.0
1992	4383.0	3143.0
1991	57.0	0.0
283860	3.0	0.0
83530	8.0	9.0
340069	2.0	4.0
1999	5161.0	4601.0
105375606	1.0	0.0
340061	4287.0	1850.0
653115	81.0	64.0
653121	358.0	700.0
653122	56.0	86.0
283854	0.0	0.0
653123	0.0	0.0
401491	256.0	39.0
100124412	0.0	0.0
653147	1.0	9.0
401498	1.0	37.0
653149	16.0	111.0
401497	0.0	0.0
401494	796.0	2020.0
401492	788.0	132.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4483.0	5263.0
83539	329.0	31.0
83547	1110.0	163.0
83546	0.0	3.0
653140	187.0	5.0
83549	2464.0	1357.0
83548	1703.0	2217.0
83543	5101.0	315.0
653145	211.0	124.0
83544	1172.0	2242.0
83541	1151.0	1398.0
83540	86.0	446.0
126917	2843.0	812.0
340037	14.0	5.0
114926	2233.0	1522.0
114928	1389.0	740.0
339044	2.0	0.0
256297	0.0	0.0
401474	506.0	1105.0
653174	0.0	0.0
653175	1.0	1.0
340024	0.0	0.0
114915	1706.0	548.0
401466	1534.0	1112.0
653162	37.0	18.0
653163	0.0	0.0
283899	2387.0	2062.0
653166	0.0	0.0
283897	490.0	26.0
339145	8.0	0.0
391723	0.0	0.0
391722	13.0	10.0
10778	2091.0	2312.0
10777	6.0	19.0
10772	4454.0	5570.0
340120	0.0	6.0
10771	6387.0	10362.0
10773	672.0	1319.0
10776	10256.0	11803.0
10775	1928.0	1253.0
10788	4066.0	9305.0
391739	1.0	0.0
10781	2272.0	1655.0
10780	459.0	680.0
10783	2436.0	2552.0
10782	1448.0	869.0
10785	406.0	348.0
10787	8372.0	10697.0
10786	0.0	0.0
102606463	149.0	23.0
731308	0.0	1.0
339122	113.0	55.0
339123	3305.0	2893.0
102606462	2.0	1.0
391701	1.0	0.0
391703	0.0	1.0
151827	176.0	41.0
126826	2.0	0.0
643719	268.0	24.0
10755	6105.0	3502.0
151825	0.0	0.0
10758	2304.0	2155.0
126823	304.0	977.0
126820	20.0	52.0
10750	99.0	31.0
10752	2195.0	1056.0
10751	0.0	0.0
10753	198.0	1183.0
643714	4.0	11.0
138864	0.0	0.0
391712	27.0	3.0
391714	1.0	0.0
114836	324.0	40.0
10767	2685.0	3513.0
10766	6679.0	4396.0
151835	13.0	22.0
10769	4067.0	15706.0
391718	0.0	0.0
10768	11539.0	16479.0
126811	1.0	0.0
643723	20.0	5.0
10761	16.0	43.0
10763	8392.0	1719.0
10762	2857.0	4162.0
10765	4309.0	15296.0
101929179	1.0	0.0
388112	0.0	0.0
339105	44.0	34.0
83707	1320.0	906.0
83706	2145.0	428.0
10734	150.0	77.0
10733	123.0	319.0
83714	486.0	193.0
10736	123.0	193.0
401648	0.0	0.0
643739	0.0	0.0
10735	5504.0	7801.0
401647	275.0	71.0
10738	1.0	4.0
401646	0.0	0.0
10737	7.0	12.0
10739	2.0	1.0
376132	0.0	0.0
10730	7243.0	9821.0
101929184	3.0	0.0
10732	1085.0	843.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	20.0	12.0
124221	24.0	9.0
124222	351.0	620.0
114897	12890.0	1272.0
114898	228.0	106.0
124220	1740.0	4384.0
114899	295.0	3048.0
391777	13.0	21.0
10745	547.0	913.0
56104	82.0	7.0
83700	2874.0	953.0
401638	3.0	0.0
10744	4.0	0.0
56105	62.0	41.0
10747	89.0	54.0
401637	1.0	0.0
56106	225.0	69.0
10746	2891.0	5051.0
56107	192.0	62.0
10749	16038.0	4795.0
56100	357.0	74.0
401634	0.0	0.0
10748	163.0	175.0
56101	238.0	83.0
56102	40.0	11.0
56103	215.0	65.0
643744	10.0	4.0
10741	1822.0	2126.0
56108	87.0	22.0
10740	21.0	29.0
643749	171.0	79.0
56109	226.0	59.0
10743	2112.0	2445.0
342732	1.0	2.0
10742	3401.0	3099.0
101929198	9.0	0.0
101929196	3.0	26.0
100420811	4.0	0.0
114884	1511.0	2657.0
317774	0.0	0.0
114885	1535.0	1382.0
401630	0.0	0.0
317772	0.0	2.0
100419821	0.0	1.0
56110	259.0	42.0
317778	0.0	0.0
83729	10.0	2.0
317775	1.0	0.0
83734	489.0	447.0
10712	1890.0	2393.0
83733	284.0	36.0
10714	1155.0	1567.0
126868	13.0	11.0
317769	0.0	4.0
100419829	0.0	2.0
10713	2769.0	2973.0
317768	0.0	0.0
10716	5.0	0.0
100419827	3.0	0.0
56111	203.0	36.0
10715	19.0	1.0
56112	168.0	20.0
56113	337.0	83.0
83732	1108.0	931.0
10718	31.0	0.0
10717	817.0	754.0
56114	67.0	13.0
388125	184.0	31.0
401629	0.0	0.0
317781	1255.0	892.0
388122	2.0	0.0
83719	4010.0	1745.0
56120	3.0	8.0
56121	238.0	33.0
114876	5889.0	6311.0
388121	378.0	109.0
83716	3211.0	2934.0
83715	686.0	2082.0
114879	2841.0	1942.0
100420829	0.0	0.0
10723	3910.0	3965.0
56126	239.0	85.0
83723	13.0	33.0
126859	1.0	16.0
56127	244.0	77.0
10725	1791.0	2147.0
56128	60.0	12.0
56129	193.0	29.0
10724	10832.0	11436.0
114880	355.0	965.0
56122	668.0	289.0
388115	1408.0	1161.0
401613	53.0	2.0
114881	490.0	279.0
10726	7839.0	6061.0
56123	236.0	182.0
401612	148.0	109.0
114882	3598.0	6374.0
56124	140.0	62.0
10728	14955.0	15329.0
114883	5587.0	3778.0
56125	61.0	25.0
643766	0.0	1.0
10721	44.0	195.0
10720	9080.0	4057.0
100420830	0.0	0.0
136259	100.0	2.0
100420834	0.0	0.0
317751	115.0	16.0
124274	0.0	1.0
388152	21.0	33.0
317754	0.0	6.0
317753	0.0	1.0
317749	1502.0	995.0
342705	3.0	2.0
151888	94.0	12.0
151887	52325.0	6863.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	305.0	274.0
100420843	0.0	0.0
100293090	145.0	216.0
148254	389.0	561.0
317762	1158.0	1243.0
317761	19.0	1.0
100419854	0.0	0.0
317760	19.0	20.0
317767	2.0	3.0
100271715	21.0	25.0
148252	386.0	431.0
100271722	309.0	387.0
199834	0.0	0.0
388135	268.0	341.0
101929152	9.0	2.0
100420854	0.0	0.0
222950	150.0	7.0
100419867	0.0	0.0
148266	378.0	556.0
100419868	7.0	14.0
148268	488.0	713.0
100419866	4.0	0.0
100420859	0.0	0.0
124245	2597.0	1329.0
317729	2.0	0.0
136288	10.0	5.0
199800	201.0	7.0
101930150	0.0	0.0
163882	1780.0	4079.0
388165	105.0	12.0
100419873	0.0	0.0
100271700	33.0	113.0
100271703	0.0	0.0
100271702	56.0	164.0
100420875	0.0	7.0
100420877	0.0	1.0
388199	0.0	1.0
22794	7173.0	6102.0
22795	1063.0	1448.0
22796	2156.0	5730.0
22797	317.0	229.0
22798	47.0	8.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	2.0
138881	12.0	0.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	0.0	4.0
222967	1.0	0.0
219333	2095.0	1847.0
136227	19.0	130.0
222962	6067.0	155.0
148213	210.0	697.0
388182	40.0	70.0
100419895	0.0	0.0
317716	0.0	0.0
148203	256.0	433.0
317719	17.0	4.0
148206	257.0	802.0
163859	1233.0	3432.0
101929110	6.0	2.0
101929111	0.0	1.0
219348	7305.0	93.0
219347	236.0	236.0
100420898	2.0	3.0
148223	1353.0	1283.0
10799	476.0	346.0
136242	0.0	2.0
10791	2445.0	403.0
10794	61.0	205.0
10793	416.0	651.0
10795	1712.0	2260.0
10798	0.0	0.0
10797	2003.0	2911.0
101929121	0.0	0.0
101929120	2.0	0.0
101929127	49.0	0.0
317701	0.0	0.0
220323	4673.0	828.0
148231	0.0	0.0
148229	102.0	137.0
151877	10.0	13.0
151871	0.0	0.0
93035	309.0	2.0
161176	8950.0	289.0
56097	17.0	14.0
56098	5.0	10.0
56099	647.0	501.0
93034	13.0	38.0
283927	344.0	52.0
220359	20.0	20.0
653073	0.0	0.0
653075	0.0	0.0
256302	3993.0	985.0
105373144	7.0	0.0
81050	0.0	0.0
199786	101.0	7.0
256309	118.0	236.0
100420792	0.0	0.0
95681	700.0	853.0
283914	0.0	0.0
81047	0.0	0.0
197131	1896.0	3191.0
197135	98.0	17.0
653061	3.0	0.0
93058	528.0	327.0
161198	4251.0	528.0
283902	0.0	1.0
220382	82.0	28.0
81078	3.0	99.0
81079	2.0	8.0
81075	0.0	0.0
81076	0.0	1.0
100114903	2.0	2.0
199777	720.0	2509.0
81061	0.0	0.0
653082	113.0	112.0
81090	0.0	0.0
100271649	0.0	1.0
199746	287.0	198.0
100271655	2.0	3.0
81099	0.0	0.0
100271650	5.0	16.0
199745	549.0	361.0
148170	646.0	110.0
256364	4216.0	1579.0
163786	258.0	521.0
220388	91.0	22.0
100271639	0.0	0.0
163782	1105.0	586.0
100271646	22.0	13.0
283953	0.0	1.0
256355	48.0	7.0
100271644	0.0	0.0
283951	493.0	640.0
256356	1418.0	1660.0
100271643	2.0	0.0
100271640	0.0	1.0
81081	0.0	0.0
161159	18.0	5.0
148189	553.0	580.0
93099	1372.0	1005.0
100271627	3.0	2.0
283948	224.0	489.0
256329	99.0	135.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	1.0
100271633	0.0	0.0
100271632	3.0	1.0
199720	54.0	28.0
93082	52.0	116.0
161145	675.0	749.0
100271617	0.0	0.0
100271616	1.0	0.0
161142	7.0	4.0
100271619	0.0	0.0
148198	32.0	1.0
100271618	2.0	2.0
100271624	1.0	0.0
100271623	0.0	1.0
283933	164.0	160.0
100271625	0.0	0.0
93081	383.0	342.0
100271620	2.0	9.0
283932	90.0	419.0
100271622	4.0	0.0
100271621	0.0	0.0
199731	1812.0	3695.0
100124332	0.0	0.0
643664	0.0	4.0
256394	352.0	674.0
83637	5101.0	3781.0
83636	4644.0	686.0
401565	6.0	2.0
401563	62.0	8.0
401562	10.0	5.0
401561	22.0	1.0
283999	0.0	0.0
283994	0.0	4.0
643668	7.0	1.0
283991	2539.0	1236.0
340198	11.0	1.0
643669	8.0	15.0
340192	0.0	0.0
643680	68.0	2.0
197196	6.0	5.0
56033	11.0	2.0
401551	3.0	6.0
83657	103.0	171.0
83656	0.0	0.0
83659	1.0	0.0
283989	1180.0	1177.0
83658	6206.0	4243.0
401548	1659.0	1789.0
56034	2232.0	1320.0
283987	4480.0	8067.0
256369	0.0	0.0
401546	829.0	2216.0
83655	0.0	0.0
283985	6.0	15.0
283982	0.0	0.0
283981	47.0	33.0
643677	0.0	2.0
83650	19.0	12.0
197187	137.0	62.0
449520	1.0	1.0
401541	347.0	475.0
401540	0.0	0.0
83639	6.0	12.0
83638	3159.0	1871.0
256380	77.0	11.0
449518	0.0	0.0
83648	162.0	247.0
401537	10.0	3.0
83647	0.0	0.0
83641	8549.0	8646.0
401535	5.0	2.0
83643	17812.0	521.0
401533	0.0	4.0
643689	8.0	5.0
283971	0.0	0.0
83640	534.0	622.0
283970	4.0	9.0
114826	1164.0	799.0
114827	107.0	209.0
378706	1.0	0.0
378707	0.0	0.0
378708	164.0	219.0
339184	0.0	0.0
339186	0.0	0.0
56052	1291.0	1357.0
114821	113.0	7.0
114822	761.0	1431.0
