id	9da11996-ba83-4163-bc96-c20a038ee77b	9683e884-734f-4487-97e6-5ada5e3d3ebc
106481463	0.0	0.0
104310353	1.0	0.0
106481460	2.0	3.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	1.0
26993	1892.0	1914.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	1.0	3.0
106481468	0.0	1.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	1.0	1.0
106481471	0.0	0.0
85329	163.0	925.0
106481472	0.0	0.0
106481477	2.0	1.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	12148.0	2072.0
106481470	0.0	1.0
403252	0.0	0.0
403253	0.0	1.0
403254	0.0	0.0
126070	1014.0	1197.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	1.0
106481437	0.0	0.0
26974	558.0	464.0
153657	73.0	106.0
106481438	5.0	6.0
106481435	0.0	0.0
26973	2168.0	1486.0
165631	211.0	234.0
106481436	1.0	0.0
26978	10.0	10.0
126075	907.0	782.0
106481439	0.0	0.0
403250	0.0	0.0
126074	359.0	291.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	2.0
85359	2141.0	1661.0
106481444	19.0	6.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2885.0	2702.0
85354	0.0	0.0
85352	128.0	207.0
403241	3.0	3.0
344462	2.0	4.0
403244	0.0	0.0
403245	1.0	0.0
153642	709.0	699.0
153643	56.0	7.0
403247	0.0	0.0
403248	0.0	0.0
26985	6120.0	5041.0
106481448	0.0	0.0
26986	110627.0	88522.0
126069	250.0	198.0
106481449	0.0	0.0
126068	1003.0	1179.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1249.0	1348.0
106481447	0.0	0.0
106481451	7.0	5.0
106481452	0.0	0.0
106481450	0.0	2.0
114088	1185.0	130.0
106481455	0.0	0.0
85349	83.0	44.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	2.0
85347	0.0	0.0
26980	7.0	7.0
106481454	2.0	0.0
403238	0.0	0.0
85344	7.0	1.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	10.0	19.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	5.0
100873392	2.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	1.0
106481415	0.0	0.0
106481416	1.0	1.0
106481413	0.0	0.0
106481414	0.0	2.0
63901	3738.0	3825.0
100873390	0.0	0.0
728556	66.0	40.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	178.0	135.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	744.0	663.0
106481423	1.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	2.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	3.0	7.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	470.0	283.0
100873384	0.0	0.0
285601	20.0	33.0
106481426	0.0	0.0
106481427	0.0	3.0
222005	2.0	1.0
63910	371.0	211.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	943.0	953.0
222008	21.0	15.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	4286.0	4585.0
63904	1.0	0.0
106481430	0.0	0.0
163071	79.0	81.0
63906	1057.0	813.0
106481433	0.0	0.0
63908	1079.0	885.0
106481434	0.0	0.0
106481431	1.0	2.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	5.0	1.0
285613	87.0	57.0
63920	648.0	495.0
63923	4961.0	3136.0
63922	656.0	446.0
728577	181.0	76.0
63925	2156.0	1784.0
63924	236.0	4502.0
63916	5360.0	3761.0
63917	6061.0	4731.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	10.0	2.0
728564	7.0	1.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1495.0	1352.0
106481402	0.0	0.0
63931	2488.0	2209.0
106481403	0.0	2.0
63934	1012.0	909.0
728567	9.0	8.0
106481408	0.0	0.0
163088	5.0	4.0
63933	3507.0	2458.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3995.0	3921.0
163087	1202.0	1120.0
728568	506.0	474.0
106481407	14.0	9.0
3704	2943.0	1870.0
3705	4912.0	4619.0
63926	1446.0	1201.0
3706	12.0	2.0
63929	1602.0	1445.0
3707	4156.0	4110.0
63928	42.0	13.0
3708	8559.0	6457.0
106481411	0.0	0.0
3709	14805.0	8089.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	42.0	29.0
3702	471.0	914.0
3703	18127.0	13918.0
645506	0.0	0.0
151050	1303.0	1027.0
645520	0.0	0.0
63941	1099.0	919.0
63940	2166.0	2070.0
63943	572.0	489.0
728517	0.0	0.0
163033	475.0	387.0
258010	2140.0	2627.0
63947	0.0	0.0
63946	11.0	1.0
728513	0.0	0.0
100033803	0.0	0.0
3716	21524.0	25979.0
100033804	0.0	0.0
3717	2083.0	2607.0
100033805	0.0	0.0
3718	1398.0	1171.0
63939	2024.0	2223.0
100033806	0.0	0.0
100190799	3.0	6.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	102.0	77.0
3710	7370.0	4566.0
3712	9368.0	7720.0
3713	10.0	2.0
3714	4294.0	2052.0
63950	3.0	2.0
728505	3.0	3.0
63951	137.0	179.0
100033807	0.0	0.0
728501	55.0	43.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	4395.0	4599.0
100033814	0.0	0.0
3727	5702.0	3797.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	30129.0	15562.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	3392.0	2653.0
151056	564.0	310.0
3725	9732.0	4692.0
645528	5.0	2.0
728532	42.0	39.0
163059	429.0	467.0
728538	0.0	0.0
728537	422.0	236.0
63967	358.0	409.0
3737	48.0	71.0
3738	185.0	289.0
3739	0.0	0.0
645538	0.0	0.0
3730	1931.0	1382.0
3732	6189.0	2394.0
3734	0.0	0.0
3735	12898.0	7646.0
3736	1147.0	281.0
63970	736.0	42.0
3750	572.0	589.0
63971	7815.0	7081.0
63974	0.0	0.0
163049	3387.0	3272.0
63973	250.0	2.0
63976	223.0	319.0
222068	8525.0	7702.0
63978	0.0	2.0
63977	1121.0	777.0
63979	1426.0	1335.0
728524	0.0	0.0
3748	890.0	3664.0
163051	54.0	29.0
3749	3458.0	1150.0
163050	97.0	80.0
3741	25.0	97.0
645548	40.0	14.0
3743	4.0	4.0
3744	0.0	0.0
3745	251.0	470.0
3746	31.0	12.0
3747	309.0	3.0
285671	814.0	970.0
285672	2441.0	2674.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	328.0	18.0
285676	163.0	77.0
3761	2.0	1.0
100128657	1.0	0.0
285679	8.0	3.0
100861449	2.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	877.0	584.0
283008	14.0	8.0
3751	240.0	435.0
100873435	0.0	0.0
3752	1229.0	478.0
100873434	0.0	0.0
3753	265.0	29.0
100873433	0.0	0.0
3754	92.0	15.0
100873432	0.0	0.0
3755	170.0	18.0
100873439	0.0	0.0
3756	34.0	33.0
100873438	0.0	0.0
3757	105.0	74.0
100873437	0.0	0.0
3758	10.0	3.0
100873436	0.0	0.0
100873420	6.0	2.0
3770	227.0	153.0
3772	119.0	140.0
100861458	0.0	0.0
100861453	15.0	14.0
100861455	0.0	0.0
1107	19764.0	21517.0
1106	10066.0	9144.0
1105	4610.0	4393.0
1104	4156.0	3271.0
100873429	0.0	0.0
1103	0.0	0.0
1102	2661.0	1977.0
1101	1264.0	2766.0
3762	1630.0	831.0
100873424	0.0	0.0
3763	2.0	14.0
100128640	140.0	148.0
100873423	0.0	0.0
3764	640.0	1354.0
100873422	0.0	1.0
3765	7.0	2.0
100873421	1.0	1.0
3766	26.0	64.0
100873428	0.0	0.0
3767	835.0	853.0
100873427	0.0	0.0
3768	153.0	191.0
1109	2.0	1.0
100873426	0.0	0.0
1108	29850.0	25509.0
3769	27.0	7.0
100873425	0.0	0.0
100128637	1.0	1.0
100128639	0.0	0.0
3780	70.0	21.0
100873453	0.0	0.0
3781	47.0	63.0
100873452	0.0	0.0
3782	897.0	1367.0
100873451	0.0	0.0
3783	4864.0	585.0
100873450	0.0	0.0
1121	1984.0	2145.0
100861468	0.0	0.0
1120	186.0	115.0
100861469	0.0	0.0
1118	9376.0	2225.0
1117	4631.0	1399.0
1116	8296.0	2964.0
1114	38.0	20.0
1113	125.0	2.0
1112	5464.0	10091.0
1111	979.0	772.0
3773	583.0	157.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	615.0	625.0
100873455	0.0	0.0
3776	643.0	243.0
100873454	0.0	0.0
3777	614.0	89.0
3778	6341.0	11072.0
3779	3770.0	454.0
100873459	0.0	0.0
1119	2896.0	1133.0
100128627	5.0	1.0
100128626	0.0	0.0
3790	1458.0	977.0
100128628	6.0	7.0
3791	6506.0	6294.0
100873442	0.0	0.0
3792	147.0	69.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	7.0	19.0
1131	456.0	156.0
1130	3420.0	6976.0
100861476	1.0	1.0
1129	1.0	1.0
1128	656.0	65.0
1124	607.0	686.0
1123	2167.0	1230.0
1122	1842.0	1443.0
100861470	0.0	0.0
3784	1035.0	740.0
100873446	0.0	0.0
3785	24.0	0.0
100873445	0.0	0.0
3786	477.0	279.0
100873444	0.0	0.0
3787	115.0	59.0
100873443	0.0	0.0
3788	9.0	185.0
100873449	6.0	7.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	182.0	128.0
100128618	0.0	0.0
728597	14.0	17.0
100128617	1.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	158.0	43.0
100873473	0.0	0.0
100873472	0.0	1.0
1143	20.0	7.0
285634	4.0	4.0
1142	0.0	1.0
1141	341.0	171.0
285636	3416.0	3623.0
1140	845.0	667.0
728599	7.0	2.0
1139	63.0	37.0
1138	157.0	54.0
1137	5.0	1.0
100861485	0.0	0.0
1136	37.0	15.0
1135	70.0	3.0
1134	455.0	84.0
1133	37.0	21.0
3795	424.0	230.0
100873479	6.0	4.0
3796	2662.0	2772.0
100873478	0.0	0.0
3797	1902.0	1228.0
100873477	7.0	2.0
3798	308.0	104.0
100873476	0.0	0.0
3799	16532.0	14058.0
100873460	0.0	0.0
728586	25.0	30.0
285641	1.0	2.0
100873464	5.0	8.0
100873463	0.0	0.0
100873462	1.0	2.0
285643	2.0	5.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2754.0	2819.0
1153	22656.0	17573.0
1152	1403.0	1325.0
285647	27.0	17.0
728589	38.0	12.0
728588	44.0	3.0
1149	87.0	1278.0
1147	2279.0	2141.0
1146	3.0	2.0
1145	80.0	58.0
1144	6.0	2.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	2.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	1021.0	938.0
1163	1467.0	1209.0
285659	0.0	0.0
1161	695.0	650.0
1160	236.0	295.0
1159	192.0	258.0
1158	14.0	4.0
1157	0.0	0.0
1155	3337.0	3042.0
550643	1905.0	2364.0
283025	0.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3506.0	3986.0
1175	5317.0	5239.0
285668	24.0	12.0
1174	2993.0	2968.0
1173	26688.0	23917.0
550631	275.0	185.0
100873489	0.0	0.0
283014	20.0	14.0
100873488	0.0	0.0
100873487	1.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	14.0	41.0
1186	4488.0	3793.0
1185	1903.0	1977.0
1184	796.0	726.0
1183	427.0	744.0
1182	10713.0	9888.0
1181	518.0	374.0
440375	64.0	25.0
1180	41.0	20.0
1179	2.0	0.0
1178	1.0	1.0
283089	16.0	14.0
85495	0.0	0.0
85480	171.0	80.0
283080	0.0	0.0
1198	3879.0	3293.0
1197	4.0	0.0
1196	2698.0	2097.0
1195	8526.0	7043.0
440366	0.0	4.0
1193	1606.0	2406.0
1192	18957.0	17133.0
1191	86220.0	34032.0
1188	21.0	11.0
283078	48.0	157.0
85486	15.0	2.0
128615	0.0	0.0
85481	0.0	0.0
128611	285.0	411.0
440396	91.0	46.0
128609	0.0	0.0
128602	0.0	6.0
440387	1.0	0.0
128674	0.0	0.0
128676	2.0	0.0
114026	0.0	1.0
100861402	4.0	1.0
126014	311.0	172.0
440335	1094.0	1287.0
100128690	0.0	0.0
114034	1018.0	858.0
126006	74.0	123.0
114036	11.0	108.0
100128696	0.0	1.0
100128688	0.0	0.0
126003	86.0	74.0
100861412	0.0	0.0
105180390	7.0	4.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	2.0	2.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	9.0	0.0
200728	284.0	163.0
440356	4.0	7.0
440354	59.0	54.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	2.0
128646	4.0	5.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	3.0	5.0
100873410	0.0	0.0
100873417	0.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	138.0	119.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	378.0	330.0
200734	7323.0	5542.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	0.0
100873408	0.0	0.0
100873407	1.0	0.0
100861430	18.0	26.0
100873402	0.0	0.0
100873401	3.0	3.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4974.0	4432.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	12.0	3.0
165530	197.0	68.0
85409	591.0	533.0
106481385	0.0	0.0
106481386	4.0	0.0
85416	12.0	1.0
106481383	0.0	3.0
85417	48.0	102.0
106481384	1.0	0.0
103106903	11.0	1.0
85414	770.0	480.0
106481389	0.0	0.0
85415	2474.0	2288.0
106481387	0.0	0.0
85413	33.0	8.0
106481388	4.0	7.0
645436	1.0	0.0
106481381	0.0	1.0
106481382	0.0	0.0
10	56.0	13.0
106481380	0.0	0.0
11	0.0	0.0
403341	1682.0	1608.0
12	1129.0	334.0
13	5.0	28.0
14	8503.0	6509.0
15	7.0	4.0
16	12165.0	8332.0
645455	18.0	19.0
18	3917.0	5057.0
19	5267.0	6941.0
128580	13.0	8.0
85407	262.0	865.0
106481396	0.0	0.0
106481397	1.0	2.0
106481394	0.0	0.0
85406	2201.0	2147.0
106481395	0.0	0.0
85403	2701.0	2829.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	2.0	0.0
106481393	0.0	0.0
20	6687.0	4591.0
106481390	0.0	0.0
21	7358.0	4693.0
106481391	0.0	0.0
22	1969.0	2018.0
153571	645.0	1946.0
153572	4359.0	5192.0
23	7290.0	5868.0
24	311.0	118.0
25	12252.0	9367.0
26	106.0	67.0
27	2847.0	3714.0
28	659.0	290.0
29	9857.0	5574.0
153579	2236.0	1449.0
728615	1.0	0.0
728614	0.0	0.0
200765	453.0	283.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	21.0	26.0
102466518	0.0	1.0
102466516	0.0	1.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	1.0
85439	1782.0	993.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3175.0	2781.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	275.0	192.0
106481366	0.0	0.0
30	3889.0	3603.0
106481360	0.0	0.0
31	13744.0	9139.0
32	3808.0	7913.0
33	339.0	146.0
34	5512.0	5471.0
35	1362.0	1266.0
153562	2188.0	1815.0
36	4485.0	2046.0
37	19965.0	8895.0
38	4016.0	3494.0
440307	11.0	15.0
39	1974.0	1740.0
165545	9.0	31.0
106481369	0.0	0.0
728606	341.0	44.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	3.0	0.0
106481379	0.0	0.0
106481376	0.0	2.0
106481377	0.0	0.0
403315	0.0	0.0
40	15.0	29.0
106481370	0.0	0.0
41	904.0	204.0
106481371	0.0	0.0
43	92.0	69.0
645486	0.0	0.0
47	17299.0	9724.0
48	4940.0	5000.0
49	14.0	17.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	1.0	0.0
