id	e84e835c-ce99-46bd-a50b-068cfb983143	512b0f65-4ee9-4d01-b453-075499fe9d83
196883	1750.0	1820.0
8512	11.0	10.0
8513	1.0	0.0
8510	17.0	39.0
8511	0.0	19.0
54210	397.0	98.0
81831	562.0	1148.0
81832	24.0	3.0
81833	0.0	0.0
54212	0.0	5.0
170261	38.0	30.0
8505	794.0	1515.0
8506	473.0	1131.0
8503	3082.0	10799.0
8504	940.0	1455.0
8509	146.0	194.0
8507	2082.0	9924.0
255758	129.0	175.0
8508	1837.0	5254.0
8520	2423.0	2903.0
8521	2.0	1.0
169270	242.0	410.0
8522	6734.0	12799.0
102724605	0.0	0.0
554282	3.0	4.0
56886	3732.0	7702.0
54221	95.0	54.0
56888	3130.0	4113.0
554279	7.0	40.0
664722	1.0	5.0
56882	5603.0	10334.0
664721	1.0	4.0
255762	12.0	9.0
56884	1.0	5.0
8516	172.0	1011.0
8517	144.0	339.0
8514	746.0	1078.0
8515	481.0	1601.0
56889	13724.0	21969.0
8518	2070.0	5085.0
8519	5273.0	6354.0
8530	181.0	194.0
326624	162.0	284.0
8531	12921.0	9075.0
326625	1038.0	1400.0
8534	118.0	240.0
326628	0.0	0.0
8535	643.0	2129.0
326627	2.0	3.0
8532	86.0	269.0
8533	2333.0	2959.0
8527	961.0	2292.0
8528	188.0	331.0
8525	2166.0	3310.0
8526	479.0	1558.0
8529	0.0	0.0
8541	203.0	394.0
326613	0.0	1.0
8542	3246.0	5316.0
326615	0.0	0.0
8540	2872.0	4366.0
326614	0.0	0.0
8545	5356.0	9720.0
326617	0.0	0.0
8546	2514.0	5945.0
326616	0.0	0.0
8543	3167.0	5925.0
8544	646.0	552.0
253175	0.0	0.0
554300	0.0	0.0
8538	4142.0	1059.0
8539	5501.0	7808.0
8536	255.0	373.0
8537	198.0	6377.0
8552	33.0	101.0
8553	18429.0	27778.0
8550	1688.0	2694.0
326603	2.0	7.0
8551	0.0	0.0
8556	825.0	1652.0
326606	0.0	0.0
8557	13.0	51.0
8554	1920.0	5457.0
8555	1794.0	2067.0
326607	0.0	0.0
326609	1.0	5.0
255798	3.0	3.0
8549	64.0	180.0
8547	76.0	122.0
8548	1316.0	2326.0
101409261	4.0	7.0
326611	1.0	1.0
8563	1313.0	1967.0
8564	35.0	147.0
8562	3094.0	6058.0
8567	2787.0	5077.0
8568	687.0	1374.0
8565	2367.0	5573.0
8566	5431.0	7438.0
253152	85.0	112.0
8560	5126.0	6337.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	1314.0	5381.0
8558	1032.0	1623.0
8559	649.0	980.0
8574	1599.0	3046.0
8575	2220.0	2746.0
8572	2987.0	2534.0
8573	2943.0	6929.0
8578	826.0	904.0
8576	1306.0	1903.0
8577	3.0	6.0
554354	0.0	1.0
8570	4709.0	10927.0
123811	2007.0	2956.0
8569	1643.0	1997.0
8585	0.0	0.0
8586	0.0	0.0
101928770	1.0	0.0
8583	0.0	0.0
101928773	2.0	15.0
8587	1.0	0.0
8588	1.0	2.0
101928776	0.0	0.0
8581	223.0	32.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	1.0
101409258	5.0	6.0
101409257	0.0	1.0
101409254	0.0	1.0
101409253	0.0	0.0
123803	1792.0	1624.0
8596	0.0	0.0
101928781	6.0	23.0
8594	0.0	0.0
8595	0.0	0.0
101928784	7.0	29.0
8590	0.0	0.0
8591	0.0	0.0
100132066	1.0	3.0
100421113	0.0	0.0
100421114	0.0	6.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	191.0	360.0
100132073	0.0	0.0
100132074	105.0	313.0
100132079	0.0	1.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	18.0	24.0
100421125	0.0	0.0
91133	534.0	570.0
100421129	0.0	1.0
91137	2779.0	3864.0
101928720	1.0	1.0
375519	46.0	25.0
100856810	0.0	0.0
100421136	0.0	4.0
100421137	0.0	0.0
101928734	0.0	0.0
91120	126.0	329.0
101928736	39.0	83.0
147837	135.0	310.0
100421131	4.0	6.0
100421133	0.0	0.0
91156	11.0	510.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	0.0	0.0
101928744	2.0	2.0
91151	138.0	281.0
147841	54.0	153.0
100421143	0.0	0.0
91149	4.0	5.0
101928752	0.0	0.0
91147	591.0	942.0
387509	670.0	1901.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	542.0	1982.0
100506574	1.0	1.0
399520	44.0	31.0
100421178	0.0	0.0
100506564	1.0	5.0
121227	2591.0	3748.0
387521	1613.0	2019.0
387522	3.0	0.0
100421172	2.0	19.0
100421175	0.0	2.0
100421177	0.0	0.0
100506599	46.0	193.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	4.0	0.0
121214	0.0	2.0
387559	0.0	1.0
123876	10.0	6.0
123872	40.0	114.0
100421180	0.0	0.0
147808	276.0	430.0
100421185	0.0	0.0
147804	117.0	219.0
123879	1804.0	2625.0
147807	324.0	457.0
100421188	0.0	1.0
375567	10.0	12.0
399512	359.0	476.0
399511	60.0	194.0
91181	6.0	9.0
448990	8.0	16.0
101928715	1.0	2.0
100506581	34.0	34.0
100856881	0.0	0.0
100506775	11.0	2.0
100506779	67.0	117.0
160762	1.0	0.0
93953	55.0	42.0
104326057	0.0	0.0
399687	2931.0	8226.0
104326058	0.0	0.0
100506776	66.0	128.0
348094	441.0	411.0
160760	2842.0	2933.0
348093	308.0	260.0
387695	0.0	0.0
104326055	6.0	8.0
93948	6.0	10.0
399693	0.0	4.0
104326053	0.0	0.0
399694	130.0	362.0
104326054	0.0	0.0
104326051	0.0	1.0
104326052	10.0	12.0
133150	0.0	0.0
399697	0.0	0.0
100506765	0.0	0.0
387694	8.0	2.0
102724706	0.0	0.0
54361	329.0	575.0
54360	163.0	263.0
54363	1.0	0.0
387684	0.0	0.0
147798	2246.0	3408.0
159770	1.0	1.0
100506769	0.0	0.0
93973	826.0	1780.0
399668	567.0	979.0
100506795	100.0	71.0
399669	147.0	221.0
399664	724.0	1321.0
399666	0.0	0.0
93974	1440.0	2886.0
399665	4810.0	17116.0
100506791	1.0	0.0
81993	0.0	10.0
399671	45.0	87.0
399670	1.0	0.0
160777	0.0	0.0
91300	2966.0	4503.0
100506783	53.0	89.0
91304	2488.0	4437.0
100506787	1.0	0.0
100293948	0.0	0.0
204219	21.0	47.0
121130	0.0	0.0
145165	6.0	24.0
54386	3524.0	6598.0
123787	1.0	7.0
652670	0.0	1.0
121129	0.0	0.0
100506733	0.0	1.0
147746	18.0	22.0
255812	297.0	619.0
147741	0.0	1.0
147744	2.0	6.0
100506737	52.0	38.0
100506736	50.0	172.0
160728	10.0	10.0
100506724	0.0	0.0
100506723	3.0	12.0
93986	367.0	481.0
100506721	1.0	0.0
100913183	2.0	4.0
100913182	0.0	1.0
91319	231.0	763.0
93979	1.0	6.0
91316	47.0	73.0
133121	83.0	163.0
93978	0.0	0.0
100506753	118.0	174.0
91355	88.0	241.0
91353	0.0	2.0
100506757	7.0	19.0
100506755	172.0	145.0
91351	1292.0	2830.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	29.0	46.0
348021	0.0	0.0
107080653	0.0	0.0
255809	127.0	80.0
100506749	0.0	4.0
107080654	0.0	0.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	273.0	429.0
338692	1028.0	1700.0
338699	676.0	1217.0
107080628	0.0	0.0
107080629	0.0	3.0
56931	553.0	935.0
723779	0.0	0.0
723778	1.0	0.0
107080624	0.0	1.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	5221.0	10296.0
196792	28.0	40.0
107080620	4.0	14.0
56938	760.0	991.0
107080621	1.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	1.0	3.0
56935	430.0	731.0
56936	9.0	4.0
56940	2630.0	2951.0
107080639	4.0	4.0
56941	2633.0	3215.0
56942	599.0	808.0
56943	2597.0	2900.0
107080636	1.0	11.0
107080637	1.0	0.0
56948	256.0	446.0
56949	1823.0	3187.0
107080632	1.0	2.0
56944	5856.0	14284.0
56945	1431.0	1761.0
56946	1080.0	2782.0
56947	2965.0	3408.0
107080630	5.0	7.0
100506713	151.0	258.0
100506712	1.0	0.0
100506710	2657.0	5183.0
338674	0.0	0.0
338675	0.0	0.0
56951	4169.0	6013.0
56952	619.0	1125.0
56953	105.0	211.0
102724774	2.0	1.0
56954	1474.0	2608.0
56950	1919.0	2792.0
100506715	0.0	0.0
100506714	202.0	303.0
56955	2.0	2.0
56956	0.0	0.0
56957	1707.0	4796.0
8600	11.0	157.0
8601	20.0	3.0
723790	0.0	1.0
338661	0.0	0.0
338662	0.0	0.0
338657	447.0	567.0
56963	1676.0	2099.0
56964	57.0	100.0
56965	2118.0	3175.0
56961	0.0	12.0
56967	2683.0	4399.0
56969	4.0	3.0
8611	4123.0	5498.0
8612	3258.0	5881.0
81926	1086.0	1676.0
145173	727.0	1184.0
81928	466.0	763.0
338651	10.0	73.0
81929	1845.0	2797.0
338653	9.0	3.0
81930	107.0	149.0
56975	3204.0	3292.0
81931	312.0	1448.0
81932	943.0	1637.0
56970	2302.0	4444.0
56971	259.0	208.0
8604	1742.0	2465.0
8605	400.0	811.0
8602	2115.0	3301.0
8603	1526.0	3484.0
8608	15.0	35.0
56977	563.0	1312.0
8609	2600.0	8885.0
56978	224.0	214.0
56979	0.0	1.0
8607	1446.0	2117.0
8622	753.0	718.0
8623	1476.0	2366.0
8620	0.0	0.0
8621	2370.0	5227.0
338645	102.0	294.0
56984	2447.0	2984.0
56985	439.0	494.0
56986	1403.0	1807.0
338637	0.0	0.0
56987	4195.0	9856.0
102724742	0.0	0.0
56980	552.0	1289.0
56981	812.0	1418.0
56983	906.0	1501.0
8615	4075.0	9450.0
54329	77.0	223.0
54328	157.0	379.0
8613	10430.0	10384.0
8614	3001.0	19744.0
8618	17.0	213.0
8630	18.0	418.0
8633	773.0	2922.0
8634	1000.0	2195.0
8631	240.0	419.0
8632	99.0	159.0
56990	4169.0	4707.0
169166	16.0	28.0
554175	0.0	0.0
54332	671.0	1285.0
56995	1581.0	5186.0
255877	1365.0	1864.0
664616	0.0	0.0
56996	1151.0	2238.0
54331	3688.0	3018.0
56997	3301.0	2834.0
664614	0.0	0.0
56998	2294.0	3553.0
664613	0.0	0.0
664612	0.0	0.0
56992	116.0	143.0
56993	2607.0	3101.0
56994	6570.0	4465.0
8626	4489.0	7198.0
8624	875.0	1340.0
8625	1088.0	1565.0
56999	1481.0	4910.0
664617	0.0	0.0
8629	498.0	1307.0
8641	68.0	142.0
8644	3019.0	1550.0
8645	290.0	670.0
8642	2466.0	9570.0
8643	435.0	910.0
652624	0.0	6.0
196743	199.0	280.0
54346	0.0	0.0
54345	1088.0	918.0
54344	529.0	567.0
8637	298.0	232.0
8638	325.0	379.0
8635	1334.0	1915.0
8636	1012.0	1597.0
8639	9696.0	5105.0
196740	1471.0	4613.0
8651	116.0	122.0
8650	4296.0	5283.0
8655	6053.0	5917.0
101928685	0.0	0.0
8653	0.0	1.0
8654	2736.0	3821.0
101928684	0.0	1.0
101928689	2.0	5.0
101928687	1.0	8.0
8648	4389.0	10759.0
8649	2558.0	3947.0
8646	517.0	1325.0
8647	10.0	3.0
8662	7178.0	11808.0
8663	126.0	446.0
6001	1511.0	1182.0
8660	3986.0	2281.0
8661	9473.0	20382.0
6000	64.0	54.0
6003	118.0	88.0
8666	5208.0	5901.0
8667	11170.0	11390.0
6002	1168.0	2780.0
8664	11931.0	11790.0
6005	4.0	0.0
6004	3018.0	2396.0
8665	10579.0	8663.0
101928698	11.0	4.0
8659	951.0	1475.0
8658	2043.0	5799.0
8673	2923.0	5183.0
6010	4.0	7.0
8674	1432.0	2241.0
8671	221.0	81.0
8672	3063.0	9853.0
6011	1.0	7.0
8677	987.0	1629.0
6014	0.0	1.0
6013	4.0	8.0
8678	2731.0	3548.0
8675	3144.0	3421.0
6016	1492.0	2996.0
8676	878.0	194.0
6015	1630.0	2837.0
253260	1688.0	5371.0
338707	368.0	759.0
6007	19.0	34.0
6006	33.0	106.0
8668	8408.0	9797.0
6009	2987.0	4107.0
8669	3004.0	3888.0
6008	2.0	2.0
8685	1674.0	52.0
8682	11643.0	17011.0
6023	0.0	0.0
8683	1918.0	4237.0
8688	3.0	12.0
8689	2.0	2.0
8686	3.0	6.0
8687	1.0	0.0
253272	5.0	4.0
8681	100.0	353.0
253264	11.0	12.0
6018	1958.0	2872.0
6017	9.0	1.0
6019	26.0	30.0
6031	0.0	2.0
6034	1.0	0.0
8693	17.0	99.0
8694	1807.0	1257.0
6033	0.0	0.0
6036	23.0	30.0
6035	21848.0	11546.0
8697	1526.0	2308.0
6038	305.0	266.0
8698	101.0	68.0
6037	6.0	1.0
101928646	1.0	2.0
554234	0.0	0.0
8692	3348.0	2961.0
6030	1.0	3.0
8690	671.0	1384.0
554225	15.0	22.0
554226	2.0	2.0
6029	0.0	0.0
170082	184.0	420.0
6043	0.0	0.0
6045	1153.0	2961.0
6044	0.0	0.0
6047	2802.0	6050.0
6046	10318.0	21628.0
6049	2008.0	3116.0
100421217	0.0	0.0
6048	1528.0	2437.0
100421219	0.0	0.0
101928656	0.0	0.0
6041	793.0	2385.0
554213	0.0	0.0
554214	0.0	0.0
56904	3606.0	5845.0
56905	2123.0	3194.0
6039	819.0	902.0
56906	142.0	270.0
56907	1065.0	3162.0
56900	3282.0	6446.0
56901	466.0	801.0
56902	1160.0	1861.0
56903	2.0	2.0
100421222	0.0	1.0
375612	4.0	0.0
375611	18.0	86.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3680.0	5970.0
554210	0.0	3.0
100528062	251.0	459.0
554212	0.0	0.0
6050	6535.0	7653.0
100528064	0.0	5.0
375616	35.0	67.0
6051	3585.0	5977.0
56910	6658.0	10385.0
554202	9.0	52.0
554203	1012.0	1331.0
56915	617.0	755.0
56916	1781.0	4653.0
56917	449.0	2044.0
56918	0.0	0.0
56911	203.0	328.0
56912	1384.0	2292.0
56913	1306.0	1690.0
100421220	0.0	0.0
56914	2.0	28.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1275.0	2037.0
6069	0.0	0.0
375607	0.0	2.0
554201	0.0	3.0
6060	0.0	0.0
56920	4269.0	4448.0
56926	1631.0	4060.0
56927	2783.0	4141.0
56928	1240.0	2722.0
56929	2799.0	3409.0
56922	1503.0	1417.0
56923	1.0	4.0
56924	17.0	51.0
56925	1436.0	1146.0
100421232	0.0	0.0
6076	1.0	1.0
100421245	1.0	0.0
6075	0.0	0.0
6078	0.0	0.0
6079	0.0	2.0
101928601	9.0	20.0
6070	2.0	3.0
91252	1745.0	3515.0
6071	0.0	2.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	1.0
101928607	23.0	35.0
387612	1.0	0.0
147700	240.0	339.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	1.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	3.0	1.0
123722	9.0	8.0
387601	3.0	2.0
123720	962.0	1634.0
147710	2.0	2.0
147711	2.0	12.0
147719	0.0	0.0
6098	3.0	7.0
6097	1007.0	2222.0
6092	128.0	77.0
6091	1856.0	5486.0
6094	129.0	260.0
100528020	0.0	0.0
6093	3828.0	7610.0
100528021	1.0	1.0
6096	73.0	221.0
6095	1384.0	2906.0
91272	1763.0	3188.0
147727	1249.0	2207.0
387638	1.0	1.0
100528030	14.0	16.0
101928638	0.0	3.0
100528032	18.0	16.0
100421271	0.0	1.0
100506697	35.0	78.0
100506696	85.0	185.0
91298	822.0	1309.0
100528007	0.0	0.0
123775	99.0	216.0
91289	2798.0	4553.0
399656	1.0	0.0
100506686	428.0	700.0
100506685	0.0	21.0
100528016	3.0	3.0
100528017	637.0	108.0
100528018	0.0	0.0
100528019	7.0	3.0
100506681	1.0	7.0
91283	752.0	1445.0
100506680	26.0	8.0
387646	90.0	145.0
387647	0.0	0.0
387644	9.0	16.0
387640	47.0	111.0
100421295	23.0	61.0
387680	1864.0	2638.0
375686	12.0	8.0
123745	1.0	0.0
100506898	18.0	69.0
100506897	0.0	0.0
390992	0.0	1.0
54471	2107.0	4625.0
54470	413.0	1026.0
390996	5.0	2.0
390999	0.0	0.0
54475	766.0	1259.0
387338	1299.0	2658.0
54474	0.0	3.0
54472	2395.0	4038.0
389997	0.0	0.0
54478	126.0	65.0
54477	2334.0	4275.0
387332	0.0	0.0
54476	2768.0	5485.0
91404	5023.0	5003.0
91405	13.0	9.0
91408	2684.0	4555.0
91409	117.0	151.0
375346	74.0	198.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	77.0	92.0
389990	0.0	0.0
102724827	146.0	189.0
54482	486.0	1067.0
102724820	8.0	17.0
100506881	141.0	157.0
54480	2127.0	5559.0
387328	0.0	7.0
387325	0.0	49.0
145497	9.0	9.0
400866	0.0	1.0
387323	0.0	0.0
387321	0.0	2.0
54487	1502.0	3219.0
387322	0.0	0.0
375350	1.0	4.0
723809	4.0	9.0
338391	4.0	29.0
91433	217.0	515.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	2.0	1.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	1388.0	3971.0
54491	887.0	1297.0
54490	6.0	216.0
54497	1637.0	4754.0
54496	1160.0	1806.0
448835	0.0	0.0
54495	2659.0	4488.0
448834	0.0	2.0
387359	0.0	1.0
387357	115.0	165.0
54499	4208.0	7842.0
121498	1.0	1.0
54498	330.0	760.0
170463	1568.0	1718.0
157489	179.0	321.0
338382	797.0	1617.0
390980	118.0	444.0
338388	0.0	0.0
448831	0.0	0.0
400841	1.0	1.0
91419	444.0	343.0
91452	1583.0	3888.0
338376	4.0	13.0
145447	36.0	244.0
100313532	3.0	3.0
91442	110.0	237.0
375387	481.0	707.0
91445	2210.0	4405.0
107080554	0.0	0.0
133482	1.0	1.0
100506874	108.0	115.0
100506872	0.0	0.0
169436	46.0	80.0
170425	0.0	0.0
133491	2.0	3.0
91464	0.0	0.0
100506866	203.0	303.0
400892	0.0	3.0
400891	3.0	0.0
91461	1080.0	1839.0
145483	445.0	1164.0
145482	456.0	678.0
338339	20.0	6.0
100506810	74.0	122.0
338328	880.0	633.0
100506815	0.0	2.0
326337	0.0	0.0
326339	0.0	0.0
338321	3.0	1.0
338322	0.0	1.0
338323	6.0	13.0
338324	0.0	0.0
341965	0.0	2.0
326341	0.0	0.0
326340	0.0	0.0
326343	17.0	5.0
326342	32.0	22.0
54407	7546.0	19532.0
8710	3.0	3.0
100506834	213.0	286.0
8711	622.0	1070.0
54413	105.0	321.0
8703	1221.0	3257.0
101410540	0.0	0.0
8704	1857.0	4158.0
101410541	1.0	0.0
8701	43.0	35.0
101410542	0.0	0.0
54414	1527.0	2346.0
8702	868.0	2223.0
100506835	29.0	42.0
101410543	3.0	3.0
8707	23.0	68.0
101410544	2.0	7.0
8708	134.0	249.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	429.0	622.0
8706	928.0	2818.0
326315	1.0	6.0
326317	0.0	0.0
8721	4869.0	8370.0
8722	5571.0	6704.0
8720	8079.0	18688.0
101410537	1.0	0.0
101410538	1844.0	1349.0
341947	0.0	2.0
8714	1453.0	1253.0
8715	21.0	34.0
100506826	23.0	65.0
8712	0.0	0.0
8718	242.0	242.0
101410533	17.0	57.0
101410534	0.0	0.0
326325	1.0	2.0
101410535	37.0	97.0
8717	537.0	1019.0
54429	18.0	33.0
101410536	0.0	0.0
326307	461.0	602.0
8732	814.0	1894.0
8733	4898.0	4286.0
8731	2356.0	4861.0
54431	4747.0	13258.0
400836	1.0	1.0
170487	37.0	37.0
54435	21.0	57.0
54434	2404.0	5373.0
400831	18.0	26.0
54433	804.0	1251.0
400830	268.0	215.0
54432	1358.0	4468.0
54439	1372.0	2166.0
8725	3656.0	6762.0
8726	806.0	1247.0
54438	1344.0	1436.0
54437	25.0	100.0
8723	1830.0	3409.0
326310	73.0	147.0
8724	7621.0	9813.0
54436	488.0	975.0
8729	3727.0	8740.0
100337589	0.0	1.0
170485	0.0	2.0
8727	1925.0	2549.0
8728	248.0	1647.0
170482	4.0	23.0
8740	89.0	98.0
8743	8916.0	9553.0
8744	170.0	65.0
8741	476.0	712.0
8742	2362.0	1795.0
102724868	0.0	0.0
102724866	1.0	6.0
54442	1055.0	1950.0
54441	16.0	14.0
54440	622.0	729.0
400823	26.0	48.0
102724862	0.0	0.0
54443	333.0	639.0
8736	688.0	462.0
8737	2585.0	4489.0
8735	13.0	102.0
326300	1.0	4.0
8738	451.0	595.0
8739	149.0	87.0
8751	8491.0	8196.0
8754	5708.0	12812.0
8755	0.0	0.0
102724853	0.0	0.0
54453	4473.0	26253.0
255512	61.0	81.0
54457	5.0	23.0
54456	6.0	14.0
554049	0.0	1.0
54455	1562.0	2813.0
54454	576.0	1768.0
8747	2.0	9.0
8748	2.0	1.0
8745	299.0	953.0
54458	2659.0	3188.0
400818	363.0	739.0
8749	0.0	4.0
8761	6195.0	6712.0
6100	278.0	379.0
8760	4472.0	6848.0
6102	1165.0	1723.0
8766	10250.0	21201.0
6101	2.0	18.0
8763	20638.0	43237.0
6103	688.0	811.0
8764	1932.0	2070.0
54460	2092.0	1677.0
54464	2121.0	5417.0
54463	1368.0	4799.0
54462	3265.0	5893.0
54461	3127.0	4172.0
54468	1497.0	2850.0
54467	2656.0	8257.0
54466	16.0	28.0
54465	690.0	1299.0
255520	1559.0	4005.0
8759	0.0	0.0
8756	0.0	0.0
54469	3358.0	6559.0
8772	198.0	501.0
8773	2634.0	4278.0
8771	0.0	0.0
8776	1751.0	3023.0
8777	2589.0	4839.0
8774	1791.0	3268.0
8775	3391.0	6990.0
101928566	0.0	0.0
8767	1208.0	1264.0
6120	1306.0	2552.0
101928571	0.0	1.0
8784	37.0	80.0
6122	111860.0	124661.0
8781	0.0	0.0
6121	24.0	18.0
8787	198.0	205.0
6124	74857.0	79595.0
6123	4.0	7.0
8788	125.0	444.0
8785	207.0	11.0
6126	20.0	22.0
8786	114.0	148.0
6125	62091.0	50645.0
101928578	149.0	404.0
8780	3234.0	5312.0
6117	4555.0	7063.0
8778	43.0	22.0
6119	695.0	1039.0
6118	1986.0	3078.0
8794	208.0	213.0
8795	2298.0	2914.0
6130	55908.0	50367.0
8792	1116.0	784.0
6133	27572.0	21135.0
6132	44271.0	40062.0
8793	856.0	433.0
8798	741.0	949.0
6135	46486.0	41119.0
8799	1048.0	2324.0
6134	76531.0	66510.0
8796	2.0	8.0
6137	43672.0	37364.0
8797	516.0	808.0
6136	37006.0	28987.0
100421307	2.0	0.0
101735302	73.0	221.0
8790	613.0	1522.0
100134444	0.0	0.0
6128	36710.0	33294.0
8789	6.0	11.0
6129	36443.0	33632.0
6142	15045.0	9904.0
6141	29086.0	25402.0
100421311	4.0	6.0
6144	16505.0	11592.0
6143	47623.0	55069.0
100421313	1.0	1.0
6146	19610.0	19932.0
6145	3.0	0.0
6148	0.0	0.0
6147	21019.0	25354.0
100421318	0.0	0.0
100421319	1.0	0.0
100337590	0.0	0.0
100337591	0.0	3.0
6139	2513.0	2146.0
6138	52987.0	45292.0
6152	25031.0	22889.0
6155	28628.0	20701.0
6154	18352.0	13823.0
100421324	0.0	2.0
6157	34678.0	27955.0
6156	31937.0	26486.0
6159	28295.0	19315.0
6158	25085.0	24765.0
100421328	1.0	2.0
6150	648.0	717.0
101928527	408.0	480.0
6164	33779.0	25370.0
6163	4.0	10.0
6166	7775.0	6299.0
6165	29731.0	23211.0
6168	36333.0	29032.0
6167	30788.0	25617.0
100421338	1.0	0.0
6169	15635.0	10097.0
101928536	0.0	0.0
6160	34328.0	37094.0
101928537	0.0	0.0
6161	45499.0	33121.0
100421331	0.0	0.0
6175	68580.0	65466.0
6174	75.0	88.0
6176	58013.0	56538.0
101928545	94.0	110.0
6171	8748.0	12180.0
6170	6496.0	5471.0
6173	3386.0	2370.0
6172	492.0	268.0
100421340	2.0	0.0
100421341	0.0	1.0
100421354	0.0	0.0
6185	11439.0	20446.0
101928550	2.0	2.0
6188	49432.0	50767.0
6187	39930.0	31171.0
100421357	1.0	3.0
6189	28661.0	24431.0
101928555	157.0	38.0
6182	223.0	340.0
6181	33328.0	22315.0
6184	10027.0	20525.0
101928559	0.0	0.0
6183	639.0	933.0
100421350	10.0	9.0
100421351	4.0	11.0
100421353	0.0	1.0
6197	3632.0	5632.0
6196	4007.0	5863.0
6199	1115.0	2282.0
6198	1839.0	8558.0
6191	94162.0	93487.0
6193	26097.0	23752.0
6192	0.0	0.0
91373	653.0	2116.0
6195	1574.0	4698.0
6194	101381.0	77806.0
390916	736.0	1511.0
145407	315.0	1981.0
100421363	4.0	0.0
100421376	0.0	0.0
100421379	0.0	1.0
91369	3557.0	7166.0
91368	779.0	902.0
652489	1.0	0.0
390924	22.0	18.0
389901	2.0	12.0
390928	3.0	2.0
390927	376.0	728.0
100421371	12.0	9.0
100421374	4.0	40.0
389903	0.0	0.0
100421389	2.0	6.0
91392	450.0	570.0
389935	0.0	0.0
389932	2.0	0.0
100421384	33.0	20.0
100421398	4.0	7.0
100421399	1.0	0.0
101928513	2.0	11.0
91380	0.0	0.0
390904	0.0	0.0
145438	34.0	115.0
100421390	0.0	4.0
100421391	0.0	0.0
100421395	8.0	16.0
100421397	0.0	5.0
375316	30.0	53.0
375318	0.0	0.0
390963	60.0	104.0
375307	7.0	7.0
389941	73.0	205.0
389948	0.0	16.0
375337	3.0	0.0
377997	0.0	0.0
387316	2.0	0.0
121456	75.0	91.0
387317	0.0	0.0
121457	915.0	1696.0
389976	0.0	2.0
375341	432.0	652.0
387319	0.0	0.0
375323	3.0	3.0
389970	1.0	2.0
390940	202.0	173.0
133418	2646.0	1970.0
390948	0.0	0.0
121441	1294.0	2420.0
390949	3.0	0.0
652411	0.0	1.0
145370	3.0	0.0
102724954	0.0	0.0
54596	9.0	28.0
375484	357.0	642.0
91526	592.0	1094.0
133396	3.0	2.0
196951	190.0	319.0
91523	377.0	514.0
91522	115.0	412.0
121391	6.0	11.0
145376	104.0	64.0
400986	504.0	304.0
400984	8.0	7.0
196968	11.0	37.0
157378	1822.0	2947.0
723961	0.0	0.0
145389	456.0	569.0
157381	6.0	13.0
91543	978.0	2143.0
91544	635.0	905.0
102724923	0.0	0.0
652423	2.0	1.0
169355	0.0	6.0
400966	2.0	5.0
121364	0.0	0.0
400961	464.0	1021.0
157376	0.0	0.0
91574	1109.0	2093.0
157313	107.0	98.0
157317	0.0	0.0
147991	1236.0	5335.0
399495	1.0	4.0
159963	4.0	3.0
100506965	343.0	638.0
100506963	33.0	53.0
387495	0.0	0.0
387496	442.0	313.0
387494	2.0	0.0
387491	2.0	2.0
387492	32.0	75.0
387486	0.0	0.0
157310	35.0	63.0
100506994	65.0	99.0
338470	4.0	1.0
170302	5.0	71.0
204010	3.0	9.0
399473	103.0	414.0
399474	482.0	685.0
91584	1614.0	1111.0
159989	11.0	48.0
91582	1115.0	2380.0
107126360	3.0	5.0
133383	457.0	416.0
100506930	879.0	1425.0
100820741	0.0	0.0
338448	0.0	0.0
8808	74.0	127.0
8809	209.0	383.0
54512	453.0	553.0
54511	136.0	244.0
54510	2256.0	9221.0
54516	497.0	674.0
8802	3590.0	4280.0
8803	2212.0	2614.0
54514	0.0	3.0
8800	824.0	1638.0
8801	3324.0	3742.0
8807	58.0	57.0
400916	1081.0	784.0
54518	1641.0	1087.0
8804	8010.0	7246.0
100506939	2.0	5.0
54517	895.0	1388.0
8805	1724.0	3475.0
8820	33.0	55.0
8821	1364.0	7235.0
338440	230.0	404.0
338442	501.0	86.0
8819	363.0	625.0
