id	73bcbb60-38af-4143-95e9-1a842cdf9c20	5c0f9cb8-cc53-49ce-8384-6acb54cb1855
8241	2685.0	3950.0
100310812	1.0	17.0
8239	10431.0	12913.0
151354	883.0	396.0
100271291	0.0	0.0
93432	498.0	630.0
100271290	0.0	0.0
645841	0.0	0.0
93436	1167.0	1601.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	4.0	1.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	2.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	1.0	0.0
283523	1.0	0.0
106481784	0.0	0.0
100310869	3.0	2.0
100271297	0.0	0.0
283521	10.0	16.0
100271296	0.0	0.0
645834	0.0	0.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2117.0	2346.0
93426	2.0	7.0
8269	607.0	763.0
106481789	0.0	3.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	298.0	215.0
8260	838.0	1375.0
283518	14.0	9.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	3.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	1.0	8.0
106481796	12.0	27.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	1.0
100271286	4.0	1.0
645846	1.0	2.0
100271288	0.0	0.0
645843	5.0	3.0
81440	0.0	0.0
100271284	0.0	0.0
8277	11.0	3.0
645864	25.0	12.0
342374	0.0	3.0
440714	2.0	0.0
342372	17.0	6.0
342371	4343.0	4769.0
440712	185.0	156.0
106481756	1.0	0.0
8270	416.0	2192.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1150.0	1596.0
728215	79.0	53.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	20.0	30.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	44.0	80.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	2.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	0.0
81470	0.0	0.0
100271274	0.0	1.0
100310841	2.0	3.0
81472	0.0	2.0
81473	0.0	0.0
100310840	78.0	125.0
100271273	0.0	0.0
645859	0.0	0.0
8288	6.0	13.0
8289	7385.0	9981.0
8287	37.0	0.0
643210	2.0	5.0
106481767	0.0	0.0
728207	1.0	0.0
106481768	0.0	2.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	16.0	0.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	1.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	2.0	1.0
100310853	0.0	0.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	0.0	8.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	457.0	354.0
100310850	0.0	1.0
100271261	2.0	0.0
643220	4.0	5.0
643224	38.0	20.0
645884	1.0	0.0
8291	1335.0	2090.0
401136	0.0	0.0
106481734	10.0	21.0
8292	67.0	74.0
401135	0.0	0.0
106481735	26.0	11.0
106481732	0.0	1.0
8290	3.0	2.0
106481733	0.0	0.0
8295	6017.0	7195.0
106481738	0.0	0.0
93474	245.0	351.0
106481739	0.0	0.0
8293	6.0	4.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	228.0	1182.0
106481741	0.0	0.0
106481742	0.0	0.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	1.0	0.0
100271253	1.0	0.0
645879	0.0	0.0
81493	310.0	200.0
81494	0.0	315.0
100271254	1.0	0.0
283562	0.0	0.0
81490	1006.0	850.0
81491	101.0	50.0
342346	26.0	13.0
100271250	1.0	0.0
100873064	0.0	0.0
643232	0.0	2.0
100873065	4.0	2.0
106481745	0.0	0.0
401124	25.0	38.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	26.0	7.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	1.0
100271245	5.0	1.0
106481753	4.0	8.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	0.0
106481751	0.0	0.0
401115	27.0	73.0
81488	1970.0	1765.0
283554	81.0	497.0
283553	31.0	6.0
100271244	0.0	0.0
643226	7.0	2.0
283551	81.0	225.0
106481718	0.0	0.0
106481719	2.0	0.0
643246	100.0	65.0
93492	0.0	9.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	0.0	1.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	3.0	0.0
106481715	0.0	0.0
401109	129.0	72.0
100271235	0.0	0.0
283547	62.0	108.0
401106	36.0	38.0
100271234	0.0	0.0
106481720	0.0	2.0
100271230	0.0	0.0
643236	0.0	0.0
100271233	0.0	0.0
100271232	1.0	1.0
643253	81.0	341.0
93487	4453.0	5814.0
106481729	6.0	11.0
643255	8.0	4.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	2.0	0.0
106481727	0.0	4.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1239.0	1691.0
100271229	0.0	1.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	0.0	0.0
106481731	2.0	9.0
100271226	0.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	0.0	0.0
344978	1.0	1.0
100271221	7.0	0.0
138716	819.0	1206.0
780852	0.0	0.0
728276	0.0	3.0
780853	0.0	0.0
728279	0.0	0.0
138715	16.0	16.0
780851	0.0	0.0
100126356	0.0	0.0
285796	7.0	5.0
81607	1917.0	7769.0
81608	1569.0	1800.0
81609	2316.0	7115.0
81603	5827.0	5275.0
81605	2072.0	4297.0
81606	6446.0	5208.0
81610	127.0	938.0
56654	2605.0	5186.0
56655	1030.0	1325.0
81611	2380.0	2517.0
56650	3009.0	3930.0
29028	1070.0	6878.0
283129	9.0	1.0
56651	3.0	1.0
56652	677.0	622.0
100126354	0.0	0.0
100126355	0.0	2.0
56658	559.0	1168.0
283120	882.0	1391.0
56659	65.0	63.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	1.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	9.0	15.0
138724	9.0	2.0
100126346	0.0	0.0
100126347	0.0	3.0
728264	3863.0	275.0
100126348	2.0	0.0
728263	3.0	7.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	24.0	14.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	1.0	0.0
728269	10.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3304.0	6634.0
100190924	0.0	0.0
56666	110.0	69.0
30012	0.0	0.0
29034	0.0	0.0
56667	119.0	0.0
106865375	0.0	1.0
81602	523.0	446.0
30014	0.0	0.0
106865374	0.0	0.0
56662	0.0	0.0
30011	3048.0	2128.0
283116	0.0	0.0
56663	0.0	0.0
30010	24.0	1244.0
56664	0.0	0.0
100190923	0.0	1.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	2.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	1.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	733.0	1245.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	831.0	398.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	22.0	32.0
100381202	0.0	0.0
56670	190.0	158.0
81626	0.0	1.0
81627	1440.0	2760.0
81628	2451.0	3554.0
56676	0.0	0.0
30001	4135.0	3974.0
54012	0.0	0.0
56677	0.0	0.0
246175	4326.0	4707.0
56672	541.0	524.0
246176	99.0	17.0
56673	15.0	5.0
54016	0.0	0.0
283106	13.0	15.0
30000	3987.0	6223.0
56674	2852.0	4575.0
54015	0.0	0.0
81631	4764.0	5456.0
56675	246.0	372.0
54014	4293.0	8423.0
283104	171.0	121.0
100126330	0.0	0.0
30009	54.0	85.0
283102	7.0	3.0
100126331	0.0	1.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	0.0
30008	3933.0	1976.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	164.0	362.0
100126327	1.0	0.0
100126328	0.0	0.0
66000	173.0	222.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	1646.0	562.0
100126325	0.0	0.0
66005	3501.0	3083.0
100126326	0.0	0.0
81618	6425.0	3599.0
81619	6926.0	5068.0
56681	6923.0	7861.0
66008	4044.0	6058.0
29018	3.0	0.0
81614	1791.0	2636.0
54020	753.0	3209.0
81615	255.0	104.0
81616	23.0	48.0
81617	3435.0	2919.0
767846	30.0	20.0
81621	417.0	2280.0
81622	1780.0	1605.0
246184	198.0	364.0
767851	2.0	3.0
81623	0.0	0.0
54022	1.0	1.0
81624	145.0	515.0
767853	0.0	0.0
54021	7.0	41.0
56683	547.0	1504.0
54028	11.0	6.0
54027	0.0	0.0
29015	2138.0	1078.0
54026	0.0	0.0
767850	0.0	0.0
81620	222.0	726.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	2.0
246181	15.0	113.0
246182	0.0	9.0
100126316	0.0	0.0
728233	44.0	44.0
283171	1.0	1.0
100126317	2.0	3.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	1.0
100126313	1.0	1.0
285753	332.0	456.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	6.0	4.0
114785	2605.0	5846.0
285755	151.0	146.0
114786	17.0	1.0
114787	107.0	254.0
114788	7.0	2.0
285758	18.0	10.0
114789	1645.0	1388.0
54031	3.0	13.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	746.0	1081.0
54033	51.0	23.0
54032	0.0	0.0
114791	788.0	1063.0
54039	142.0	56.0
114792	45.0	15.0
126767	1.0	0.0
114793	3351.0	1686.0
54038	4.0	3.0
100190954	0.0	0.0
114794	12.0	18.0
114795	74.0	44.0
54036	0.0	0.0
93627	1670.0	1885.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	13057.0	14615.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	472.0	411.0
100126308	4.0	0.0
100126301	0.0	0.0
93624	2571.0	3400.0
100126302	0.0	0.0
100128963	4.0	3.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	6.0	2.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	0.0	0.0
54045	0.0	0.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	1.0
114780	243.0	39.0
54043	0.0	2.0
645807	0.0	0.0
114781	1647.0	2035.0
126755	13.0	0.0
54049	4.0	2.0
114783	289.0	705.0
54048	3.0	0.0
114784	30.0	42.0
283159	0.0	0.0
54047	0.0	1.0
100128961	3.0	7.0
645805	46.0	112.0
283152	44.0	54.0
66035	581.0	424.0
283150	0.0	0.0
728255	0.0	1.0
93654	2.0	1.0
66036	1357.0	1675.0
93653	89.0	28.0
100271192	0.0	1.0
100271191	0.0	0.0
66037	0.0	0.0
93650	6.0	0.0
81669	2843.0	4765.0
54053	0.0	0.0
54052	1.0	0.0
114769	156.0	178.0
54051	0.0	0.0
54050	0.0	0.0
54055	31.0	27.0
100190938	393.0	349.0
54054	13.0	2.0
114770	69.0	5.0
114771	0.0	0.0
54059	299.0	216.0
283149	4499.0	4677.0
54058	153.0	476.0
93649	121.0	112.0
645811	17.0	165.0
81671	5936.0	11027.0
100271199	0.0	0.0
100190939	1145.0	418.0
283143	142.0	57.0
100271196	0.0	0.0
93643	1405.0	1568.0
100128946	5.0	0.0
285780	11.0	3.0
285782	0.0	1.0
100271180	0.0	0.0
285785	108.0	103.0
100190952	0.0	0.0
54064	6.0	47.0
728248	0.0	0.0
114757	1742.0	1126.0
114758	0.0	0.0
54067	72.0	40.0
100190947	0.0	0.0
100190949	0.0	0.0
54065	0.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	944.0	2478.0
54069	449.0	1411.0
283131	12906.0	24778.0
283130	404.0	628.0
692157	4.0	5.0
692158	0.0	0.0
138799	0.0	0.0
440498	410.0	902.0
124152	483.0	1000.0
199704	470.0	930.0
124149	0.0	0.0
163747	15.0	2.0
692146	0.0	0.0
692147	1.0	1.0
692148	5.0	4.0
692149	0.0	0.0
163742	0.0	0.0
199713	7.0	19.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	4.0
126792	1044.0	865.0
378008	0.0	0.0
378009	0.0	0.0
29089	131.0	1204.0
29088	1110.0	2256.0
29087	1407.0	1203.0
378010	0.0	0.0
148137	569.0	953.0
126789	246.0	476.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	113.0	124.0
29081	928.0	1102.0
29080	746.0	2097.0
283189	0.0	0.0
29086	1123.0	2749.0
29085	1747.0	2712.0
29083	458.0	440.0
100381270	921.0	975.0
200810	62.0	12.0
114796	720.0	665.0
148156	1068.0	1766.0
114798	10.0	1.0
114799	816.0	2253.0
29099	1581.0	1657.0
29098	398.0	449.0
378001	0.0	0.0
29093	568.0	1892.0
29092	772.0	618.0
29091	328.0	160.0
29090	757.0	1163.0
56603	978.0	252.0
29097	1804.0	3715.0
56604	0.0	15.0
56605	1511.0	3501.0
29095	924.0	2062.0
151790	8.0	3.0
283174	389.0	266.0
56606	385.0	170.0
29094	937.0	886.0
692199	0.0	0.0
391002	0.0	2.0
440459	7.0	9.0
391004	0.0	0.0
780816	0.0	0.0
124199	9.0	8.0
391003	0.0	0.0
30062	0.0	0.0
440456	576.0	652.0
780814	26.0	9.0
30061	12268.0	13707.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	4.0
440452	0.0	2.0
780810	0.0	0.0
780811	0.0	0.0
29068	5771.0	4583.0
29066	2378.0	5004.0
29063	519.0	583.0
29062	1125.0	1915.0
56616	386.0	861.0
163702	613.0	481.0
391013	0.0	19.0
391012	0.0	0.0
100381215	0.0	0.0
29079	1552.0	2782.0
29078	600.0	514.0
56623	558.0	786.0
56624	58.0	65.0
29071	1018.0	3124.0
29070	506.0	338.0
29075	4.0	16.0
29074	1270.0	2136.0
29072	4897.0	6979.0
163732	1489.0	1766.0
200845	342.0	1561.0
148103	347.0	474.0
200844	44.0	262.0
440482	106.0	40.0
151742	1554.0	1397.0
163720	74.0	2141.0
148113	93.0	406.0
440465	1420.0	1078.0
29057	12.0	15.0
148109	0.0	0.0
29058	5630.0	7693.0
56647	1481.0	3599.0
56648	478.0	327.0
56649	805.0	8.0
440419	0.0	0.0
440416	80.0	266.0
8303	3074.0	1776.0
643157	0.0	0.0
200879	1319.0	1124.0
440406	1.0	3.0
8301	11638.0	10434.0
643155	2379.0	6080.0
8302	7.0	2.0
440400	209.0	304.0
199675	29.0	5.0
8310	1475.0	3868.0
124093	27.0	315.0
8314	3333.0	5382.0
8315	1425.0	2819.0
8312	1313.0	3151.0
342096	0.0	0.0
8313	725.0	454.0
440435	26.0	14.0
643160	1.0	0.0
643161	1.0	2.0
643159	6.0	7.0
8309	738.0	604.0
8321	5983.0	10599.0
8322	12207.0	4837.0
8320	119.0	128.0
8325	1176.0	1040.0
8326	44.0	15.0
8323	2115.0	1048.0
8324	7594.0	2209.0
440423	235.0	292.0
200894	746.0	884.0
643171	0.0	2.0
200895	586.0	1031.0
8318	99.0	465.0
8317	123.0	268.0
8332	0.0	4.0
692110	2.0	0.0
8333	1.0	2.0
692111	0.0	4.0
8330	0.0	0.0
8331	0.0	0.0
8336	2.0	13.0
8337	0.0	0.0
8334	2606.0	6712.0
8335	0.0	0.0
148046	35.0	40.0
106481699	0.0	0.0
643182	0.0	0.0
643180	122.0	454.0
643181	0.0	0.0
8329	5.0	45.0
8328	5.0	6.0
8343	0.0	38.0
643198	0.0	0.0
8344	2.0	7.0
8341	82.0	210.0
8342	0.0	0.0
8347	88.0	436.0
8348	1.0	8.0
643199	0.0	0.0
8345	7.0	71.0
8346	4.0	0.0
692106	0.0	0.0
692107	0.0	0.0
161003	8.0	0.0
692108	0.0	4.0
692109	4.0	9.0
643193	1.0	1.0
8340	0.0	0.0
8338	5.0	17.0
8339	43.0	562.0
8354	0.0	0.0
8355	10.0	26.0
8352	3.0	5.0
8353	38.0	136.0
8358	2.0	11.0
8359	0.0	3.0
8356	0.0	6.0
8357	41.0	233.0
222235	49.0	55.0
106481679	0.0	0.0
222236	1238.0	2001.0
106481677	5.0	3.0
222234	206.0	398.0
106481678	0.0	2.0
8350	0.0	19.0
8351	7.0	139.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	3.0	0.0
106481686	0.0	0.0
106481687	2.0	3.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	1150.0	2268.0
8365	134.0	779.0
8366	0.0	4.0
8363	1.0	6.0
8364	0.0	0.0
8369	0.0	0.0
163688	1.0	17.0
8367	10.0	12.0
8368	0.0	1.0
106481688	0.0	0.0
222223	1029.0	1463.0
106481689	3.0	0.0
8361	0.0	1.0
222229	520.0	1021.0
8362	4.0	9.0
8360	7.0	19.0
106481693	0.0	76.0
106481694	7.0	16.0
106481691	1.0	2.0
106481692	0.0	6.0
106481697	3.0	2.0
106481698	0.0	0.0
106481695	6.0	5.0
106481696	0.0	0.0
342035	340.0	139.0
344697	1.0	39.0
106481690	1.0	0.0
728310	2.0	0.0
285830	169.0	130.0
8379	1063.0	1393.0
93556	17.0	6.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	755.0	949.0
106481655	0.0	0.0
285834	10.0	1.0
222256	251.0	78.0
106481656	4.0	1.0
8372	104.0	121.0
93550	563.0	538.0
8373	0.0	3.0
106481659	0.0	0.0
8370	4.0	9.0
728315	3.0	2.0
81577	1491.0	1546.0
106481660	0.0	0.0
81578	195.0	372.0
106481661	0.0	0.0
81579	2586.0	2856.0
81573	1285.0	1835.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	8392.0	7375.0
106481662	0.0	0.0
81576	680.0	1429.0
106481663	12.0	34.0
81570	668.0	794.0
100271178	1.0	1.0
81571	474.0	534.0
81572	545.0	1883.0
645715	16.0	8.0
8387	3.0	0.0
8388	0.0	0.0
728300	3.0	12.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	902.0	3972.0
8383	0.0	0.0
285848	0.0	0.0
8384	0.0	0.0
285849	0.0	81.0
8382	159.0	251.0
81566	2316.0	5377.0
106481671	0.0	0.0
106481672	1.0	0.0
81567	1157.0	763.0
81569	0.0	0.0
106481670	0.0	0.0
81562	1925.0	2066.0
106481675	0.0	0.0
81563	6979.0	7077.0
246243	800.0	770.0
100271168	4.0	4.0
106481676	0.0	0.0
106481673	2.0	6.0
81565	2334.0	2620.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	1.0
100271163	0.0	0.0
100271162	0.0	0.0
8398	603.0	804.0
8399	55.0	242.0
8396	6634.0	4098.0
285852	0.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	4594.0	9148.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	3578.0	6886.0
106481639	0.0	0.0
8395	504.0	2221.0
8392	0.0	0.0
106481637	4.0	4.0
106481638	0.0	0.0
100271158	0.0	2.0
106481642	19.0	18.0
106481643	0.0	0.0
246210	0.0	2.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	1.0
106481646	0.0	4.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	51.0	58.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	1.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	2.0
106481652	0.0	0.0
344657	4.0	48.0
100271142	0.0	0.0
344658	0.0	0.0
100271145	0.0	0.0
645745	0.0	0.0
344653	1.0	0.0
100271141	4.0	0.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	224.0	285.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	318.0	869.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	6.0	2.0
283209	683.0	1353.0
283208	92.0	401.0
106481620	2.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	19.0	2.0
100271131	0.0	1.0
100271133	0.0	2.0
100271130	0.0	0.0
93587	318.0	564.0
645771	6.0	1.0
93589	162.0	141.0
106481624	13.0	21.0
285800	20.0	3.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	3.0	6.0
106481628	0.0	0.0
106481629	4.0	5.0
106481626	0.0	0.0
106481627	0.0	1.0
100271129	0.0	1.0
246283	0.0	0.0
246285	5.0	1.0
106481631	0.0	2.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	1.0
100271122	0.0	0.0
199692	908.0	2224.0
645784	121.0	175.0
100271118	0.0	0.0
100271117	0.0	0.0
100271119	1.0	5.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	12.0	20.0
643115	10.0	47.0
100271111	0.0	0.0
106481608	0.0	0.0
106481609	0.0	0.0
645798	1.0	4.0
643136	2.0	8.0
106481602	0.0	1.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	5.0	8.0
100271106	1.0	0.0
106481610	0.0	0.0
100271105	0.0	0.0
643126	0.0	0.0
199699	4.0	7.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	1230.0	829.0
54112	122.0	36.0
56776	103.0	42.0
283248	94.0	56.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	11.0	9.0
100128890	49.0	39.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	14.0	8.0
114614	41.0	50.0
283238	0.0	3.0
100190800	14.0	6.0
283237	803.0	927.0
283236	0.0	0.0
283234	439.0	565.0
728381	0.0	1.0
283232	833.0	810.0
728380	5.0	12.0
100128881	156.0	55.0
100128880	0.0	0.0
692099	526.0	463.0
114609	567.0	548.0
29128	107.0	1459.0
29123	4983.0	4990.0
344709	0.0	0.0
29122	31.0	15.0
29121	445.0	883.0
283229	1852.0	7427.0
29127	801.0	3433.0
29126	224.0	189.0
29125	39.0	90.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	2.0	12.0
100128867	0.0	0.0
54145	0.0	1.0
54143	0.0	1.0
283219	582.0	613.0
54149	1671.0	968.0
54148	552.0	1174.0
54147	4.0	0.0
283212	74.0	265.0
692091	0.0	0.0
692092	0.0	0.0
692093	7.0	17.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	4.0	4.0
100128857	7.0	2.0
100271093	0.0	0.0
100271092	0.0	2.0
728350	7.0	18.0
285872	2.0	5.0
100128853	1.0	84.0
29109	1148.0	2086.0
29108	682.0	1597.0
285877	0.0	0.0
29107	585.0	830.0
285878	0.0	3.0
29106	78.0	23.0
728358	0.0	0.0
29101	5229.0	5496.0
29100	914.0	1596.0
29105	1169.0	961.0
29104	664.0	795.0
29103	1640.0	3232.0
29102	2832.0	3876.0
100271098	7.0	0.0
283284	69.0	85.0
728343	0.0	0.0
728342	12.0	11.0
100128849	0.0	4.0
728344	5.0	3.0
100271081	3.0	1.0
100128845	0.0	2.0
728340	127.0	222.0
285888	0.0	0.0
29119	78.0	28.0
107057644	3.0	15.0
29118	44.0	9.0
107057647	0.0	0.0
114655	5.0	3.0
29117	2317.0	3102.0
107057646	0.0	0.0
114657	0.0	0.0
114659	313.0	564.0
126638	0.0	0.0
54165	1799.0	2113.0
126637	0.0	0.0
29110	1339.0	3354.0
29116	3930.0	8763.0
29115	2033.0	3073.0
29114	1.0	0.0
29113	25.0	7.0
100271087	26.0	48.0
100271089	0.0	0.0
100271085	5.0	0.0
100128836	4.0	11.0
728378	77.0	7.0
728377	259.0	330.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	3.0	2.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	1.0
126626	886.0	2469.0
81793	195.0	111.0
81794	280.0	704.0
81796	32.0	38.0
81790	1231.0	1944.0
100271076	0.0	0.0
283267	390.0	270.0
91107	1295.0	1215.0
100128830	0.0	1.0
81792	1124.0	2085.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	4.0	2.0
728361	2.0	2.0
100128822	205.0	351.0
728369	0.0	0.0
81786	80.0	36.0
54187	1481.0	7239.0
81788	253.0	997.0
81789	496.0	927.0
283257	0.0	0.0
100271065	0.0	0.0
645700	0.0	7.0
283254	173.0	278.0
126695	731.0	1443.0
148003	0.0	0.0
378108	3.0	1.0
151649	26.0	19.0
151648	45.0	454.0
151647	3.0	1.0
151645	11.0	33.0
200909	1.0	0.0
200916	660.0	810.0
148014	0.0	6.0
151658	3.0	1.0
151651	42.0	49.0
56704	242.0	650.0
148022	973.0	1459.0
126669	1563.0	1190.0
126668	94.0	79.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	6.0	0.0
200931	111.0	122.0
200933	1050.0	2482.0
126661	187.0	109.0
56729	5.0	3.0
283298	1935.0	748.0
283297	0.0	0.0
136051	361.0	747.0
138639	479.0	1003.0
692076	0.0	8.0
391121	0.0	0.0
391120	0.0	0.0
391123	7.0	7.0
200942	2161.0	1316.0
440577	4.0	8.0
440574	1063.0	1063.0
56731	2233.0	3874.0
100126270	0.0	14.0
692084	0.0	0.0
692085	0.0	0.0
692086	30.0	18.0
138649	19.0	63.0
200959	0.0	0.0
200958	317.0	118.0
391135	3.0	2.0
440567	50.0	74.0
391139	0.0	0.0
440563	0.0	0.0
440561	0.0	0.0
151613	1575.0	4005.0
692072	0.0	0.0
692075	11.0	9.0
692057	0.0	0.0
692058	10.0	0.0
124056	0.0	1.0
81706	136.0	179.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	2729.0	4797.0
391109	0.0	0.0
440595	189.0	87.0
56751	5.0	1.0
692063	0.0	0.0
8402	2781.0	2295.0
391110	0.0	0.0
8403	0.0	1.0
391112	0.0	0.0
124045	210.0	322.0
391114	0.0	1.0
124044	391.0	437.0
391115	0.0	0.0
440585	36.0	16.0
391117	0.0	0.0
440584	16.0	29.0
391119	0.0	0.0
54101	1737.0	756.0
151636	3836.0	5999.0
440590	112.0	338.0
54103	851.0	1396.0
54102	466.0	149.0
54108	1304.0	1785.0
54107	2752.0	6513.0
54106	0.0	1.0
692053	3.0	6.0
391040	0.0	2.0
645683	20.0	9.0
8410	0.0	0.0
645682	0.0	0.0
645688	5.0	2.0
391044	0.0	0.0
645687	0.0	1.0
8411	2602.0	3764.0
645686	0.0	0.0
8412	1575.0	3341.0
391045	23.0	7.0
440533	0.0	0.0
8406	4707.0	1282.0
8407	16319.0	36155.0
8404	28146.0	26480.0
8405	3308.0	3726.0
8408	2854.0	6394.0
