id	87ba691e-883a-4e45-9649-ab80e53c9243	519e5c0f-8649-4676-8618-79cdc1770de0
403271	1.0	9.0
26998	2.0	4.0
403272	1.0	0.0
102466659	0.0	0.0
26999	1245.0	3771.0
403273	0.0	0.0
102466658	2.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	1.0	26.0
106481460	5.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2596.0	2618.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	2.0	0.0
106481471	0.0	0.0
85329	6307.0	8.0
106481472	0.0	0.0
106481477	0.0	1.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	1896.0	2293.0
106481470	0.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1214.0	1210.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	1.0	1.0
106481437	0.0	0.0
26974	459.0	54.0
153657	156.0	18.0
106481438	4.0	8.0
106481435	0.0	1.0
26973	1560.0	3323.0
165631	142.0	111.0
106481436	0.0	1.0
26978	7.0	19.0
126075	782.0	409.0
106481439	0.0	0.0
403250	0.0	0.0
126074	197.0	400.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1606.0	2078.0
106481444	6.0	2.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	1.0
85358	4312.0	1354.0
85354	0.0	0.0
85352	159.0	56.0
403241	1.0	0.0
344462	1.0	5.0
403244	0.0	0.0
403245	0.0	0.0
153642	823.0	252.0
153643	9.0	10.0
403247	0.0	0.0
403248	0.0	0.0
26985	4672.0	6250.0
106481448	0.0	0.0
26986	87865.0	153071.0
126069	210.0	62.0
106481449	0.0	0.0
126068	1535.0	668.0
106481446	0.0	0.0
26983	0.0	1.0
26984	1172.0	1482.0
106481447	0.0	0.0
106481451	1.0	4.0
106481452	1.0	0.0
106481450	0.0	0.0
114088	559.0	73.0
106481455	0.0	0.0
85349	157.0	27.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	2.0	20.0
106481454	0.0	0.0
403238	0.0	0.0
85344	8.0	4.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	7.0	85.0
85340	0.0	0.0
100873394	1.0	0.0
100873393	2.0	1.0
100873392	2.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	3.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3447.0	5218.0
100873390	0.0	0.0
728556	66.0	76.0
106481419	1.0	0.0
100128817	0.0	3.0
728558	167.0	127.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	1.0	0.0
163081	670.0	695.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	2.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	2.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	265.0	150.0
100873384	0.0	0.0
285601	26.0	7.0
106481426	0.0	0.0
106481427	2.0	1.0
222005	0.0	6.0
63910	172.0	349.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	742.0	1353.0
222008	0.0	0.0
106481428	0.0	0.0
106481429	1.0	1.0
63905	3331.0	2184.0
63904	0.0	0.0
106481430	0.0	1.0
163071	101.0	97.0
63906	832.0	514.0
106481433	0.0	0.0
63908	1251.0	1225.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	52.0	131.0
63920	623.0	560.0
63923	3528.0	369.0
63922	522.0	1075.0
728577	207.0	25.0
63925	2194.0	2408.0
63924	21859.0	32.0
63916	3292.0	3383.0
63917	4771.0	3429.0
106481400	0.0	1.0
106481401	0.0	0.0
728562	2.0	3.0
728564	0.0	11.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1209.0	1107.0
106481402	0.0	0.0
63931	2386.0	2253.0
106481403	2.0	0.0
63934	1066.0	178.0
728567	2.0	2.0
106481408	1.0	0.0
163088	10.0	6.0
63933	2911.0	5153.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4212.0	3335.0
163087	1547.0	789.0
728568	473.0	982.0
106481407	17.0	7.0
3704	1261.0	1737.0
3705	5601.0	7538.0
63926	916.0	2054.0
3706	7.0	257.0
63929	1465.0	3712.0
3707	5940.0	3419.0
63928	4.0	0.0
3708	29120.0	25115.0
106481411	0.0	0.0
3709	13316.0	4201.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	41.0	12.0
3702	247.0	306.0
3703	11494.0	10095.0
645506	1.0	0.0
151050	2073.0	933.0
645520	0.0	0.0
63941	1179.0	2495.0
63940	872.0	1923.0
63943	321.0	906.0
728517	0.0	0.0
163033	356.0	444.0
258010	2439.0	2230.0
63947	0.0	0.0
63946	2.0	0.0
728513	3.0	0.0
100033803	0.0	0.0
3716	23537.0	11615.0
100033804	0.0	0.0
3717	2150.0	1030.0
100033805	0.0	0.0
3718	453.0	745.0
63939	2189.0	3149.0
100033806	0.0	0.0
100190799	7.0	5.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	203.0	56.0
3710	4369.0	24567.0
3712	5886.0	19953.0
3713	1.0	1.0
3714	3083.0	2573.0
63950	0.0	0.0
728505	2.0	2.0
63951	219.0	186.0
100033807	0.0	0.0
728501	46.0	18.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	14625.0	6011.0
100033814	0.0	0.0
3727	10600.0	5101.0
63948	0.0	1.0
100033815	0.0	0.0
222052	1.0	0.0
3728	19598.0	18959.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	2326.0	1720.0
151056	187.0	140.0
3725	40157.0	23932.0
645528	4.0	2.0
728532	42.0	22.0
163059	454.0	881.0
728538	0.0	0.0
728537	379.0	171.0
63967	29.0	1134.0
3737	28.0	8.0
3738	282.0	86.0
3739	37.0	0.0
645538	0.0	0.0
3730	2380.0	4121.0
3732	4723.0	2011.0
3734	0.0	0.0
3735	8844.0	12209.0
3736	82.0	59.0
63970	201.0	7.0
3750	258.0	174.0
63971	9211.0	6073.0
63974	1.0	0.0
163049	3843.0	2627.0
63973	89.0	2.0
63976	187.0	43.0
222068	6012.0	6637.0
63978	2.0	0.0
63977	1031.0	990.0
63979	1476.0	1748.0
728524	0.0	0.0
3748	550.0	1718.0
163051	38.0	26.0
3749	3596.0	635.0
163050	71.0	86.0
3741	54.0	13.0
645548	9.0	43.0
3743	11.0	1.0
3744	0.0	0.0
3745	1909.0	103.0
3746	71.0	23.0
3747	214.0	36.0
285671	1203.0	587.0
285672	2472.0	2436.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	31.0	92.0
285676	130.0	31.0
3761	1.0	8.0
100128657	0.0	0.0
285679	3.0	3.0
100861449	1.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	706.0	171.0
283008	3.0	7.0
3751	698.0	115.0
100873435	0.0	0.0
3752	993.0	107.0
100873434	0.0	0.0
3753	168.0	8.0
100873433	0.0	0.0
3754	69.0	23.0
100873432	0.0	0.0
3755	68.0	13.0
100873439	0.0	0.0
3756	33.0	13.0
100873438	0.0	0.0
3757	63.0	1155.0
100873437	0.0	0.0
3758	5.0	5.0
100873436	0.0	0.0
100873420	5.0	1.0
3770	196.0	129.0
3772	68.0	55.0
100861458	0.0	0.0
100861453	35.0	47.0
100861455	0.0	0.0
1107	15936.0	28413.0
1106	11793.0	8194.0
1105	4713.0	7976.0
1104	1325.0	4085.0
100873429	0.0	0.0
1103	0.0	0.0
1102	2025.0	849.0
1101	768.0	86.0
3762	186.0	248.0
100873424	1.0	0.0
3763	7.0	14.0
100128640	281.0	82.0
100873423	0.0	0.0
3764	1982.0	1250.0
100873422	0.0	0.0
3765	4.0	3.0
100873421	2.0	2.0
3766	21.0	47.0
100873428	0.0	0.0
3767	393.0	732.0
100873427	0.0	0.0
3768	238.0	101.0
1109	1.0	14.0
100873426	0.0	0.0
1108	16592.0	43502.0
3769	17.0	434.0
100873425	0.0	0.0
100128637	0.0	2.0
100128639	0.0	0.0
3780	38.0	44.0
100873453	0.0	0.0
3781	37.0	47.0
100873452	0.0	0.0
3782	811.0	156.0
100873451	0.0	0.0
3783	2416.0	325.0
100873450	0.0	0.0
1121	2684.0	2029.0
100861468	0.0	0.0
1120	308.0	112.0
100861469	0.0	0.0
1118	105.0	80.0
1117	881.0	349.0
1116	2075.0	718.0
1114	11.0	9.0
1113	37.0	5.0
1112	12380.0	3676.0
1111	358.0	1216.0
3773	412.0	67.0
100873457	3.0	0.0
100873456	0.0	0.0
3775	462.0	3448.0
100873455	0.0	0.0
3776	854.0	207.0
100873454	2.0	0.0
3777	749.0	48.0
3778	3253.0	3071.0
3779	3767.0	379.0
100873459	1.0	0.0
1119	2987.0	4876.0
100128627	6.0	3.0
100128626	0.0	1.0
3790	1194.0	817.0
100128628	3.0	9.0
3791	8640.0	1912.0
100873442	0.0	0.0
3792	79.0	13.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	9.0	12.0
1131	497.0	54.0
1130	7116.0	4033.0
100861476	0.0	0.0
1129	0.0	0.0
1128	783.0	433.0
1124	539.0	217.0
1123	755.0	2024.0
1122	2169.0	5980.0
100861470	0.0	0.0
3784	557.0	572.0
100873446	0.0	0.0
3785	0.0	7.0
100873445	0.0	0.0
3786	261.0	88.0
100873444	0.0	0.0
3787	377.0	28.0
100873443	0.0	0.0
3788	13.0	10.0
100873449	8.0	2.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	165.0	72.0
100128618	0.0	1.0
728597	13.0	1.0
100128617	0.0	8.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	133.0	65.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	4.0	10.0
285634	8.0	5.0
1142	0.0	0.0
1141	156.0	229.0
285636	3746.0	3520.0
1140	781.0	706.0
728599	2.0	2.0
1139	25.0	23.0
1138	64.0	214.0
1137	1.0	4.0
100861485	0.0	0.0
1136	21.0	11.0
1135	74.0	4.0
1134	2.0	13.0
1133	24.0	18.0
3795	402.0	471.0
100873479	8.0	1.0
3796	2640.0	3515.0
100873478	0.0	0.0
3797	1330.0	1669.0
100873477	3.0	2.0
3798	222.0	140.0
100873476	0.0	0.0
3799	16578.0	20673.0
100873460	0.0	0.0
728586	24.0	30.0
285641	3.0	0.0
100873464	7.0	4.0
100873463	0.0	0.0
100873462	3.0	1.0
285643	1.0	11.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	735.0	835.0
1153	28324.0	14546.0
1152	2490.0	803.0
285647	39.0	57.0
728589	34.0	198.0
728588	1.0	33.0
1149	6779.0	13.0
1147	1768.0	4967.0
1146	10.0	3.0
1145	63.0	24.0
1144	0.0	1.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	1.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	1.0
100873494	0.0	0.0
1164	274.0	3489.0
1163	1236.0	2766.0
285659	0.0	0.0
1161	607.0	534.0
1160	390.0	44.0
1159	129.0	1479.0
1158	5.0	3.0
1157	0.0	0.0
1155	1707.0	2781.0
550643	1233.0	2303.0
283025	1.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	1.0
100873484	0.0	0.0
100873483	1.0	0.0
1176	2766.0	3280.0
1175	1916.0	5142.0
285668	40.0	12.0
1174	1353.0	1838.0
1173	15517.0	22498.0
550631	157.0	132.0
100873489	0.0	0.0
283014	5.0	4.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	95.0	31.0
1186	3310.0	2584.0
1185	3408.0	628.0
1184	496.0	945.0
1183	808.0	312.0
1182	9919.0	8014.0
1181	311.0	924.0
440375	43.0	52.0
1180	53.0	29.0
1179	0.0	0.0
1178	0.0	1.0
283089	15.0	1.0
85495	0.0	0.0
85480	291.0	33.0
283080	0.0	0.0
1198	3886.0	3172.0
1197	1.0	0.0
1196	2490.0	3243.0
1195	8755.0	4038.0
440366	3.0	2.0
1193	2292.0	740.0
1192	10696.0	25068.0
1191	44650.0	53742.0
1188	44.0	9.0
283078	678.0	31.0
85486	4.0	10.0
128615	0.0	0.0
85481	0.0	0.0
128611	265.0	113.0
440396	92.0	154.0
128609	0.0	0.0
128602	0.0	0.0
440387	3.0	1.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	4.0	2.0
126014	100.0	106.0
440335	473.0	2493.0
100128690	0.0	0.0
114034	803.0	1356.0
126006	82.0	8.0
114036	65.0	66.0
100128696	0.0	0.0
100128688	2.0	0.0
126003	67.0	38.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	1.0	0.0
100128678	1.0	1.0
100861429	0.0	0.0
128653	0.0	1.0
200728	277.0	177.0
440356	3.0	2.0
440354	106.0	91.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	1.0
128646	2.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	11.0	6.0
100873410	0.0	0.0
100873417	1.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	32.0	4.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	109.0	83.0
200734	5576.0	4747.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	4.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	4.0	1.0
100873402	0.0	0.0
100873401	2.0	1.0
100873400	0.0	0.0
100128665	2.0	0.0
128637	5824.0	2525.0
100873406	0.0	0.0
100873405	1.0	1.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	6.0	6.0
165530	119.0	20.0
85409	221.0	272.0
106481385	2.0	1.0
106481386	0.0	0.0
85416	1.0	213.0
106481383	1.0	0.0
85417	82.0	88.0
106481384	0.0	0.0
103106903	10.0	1.0
85414	778.0	287.0
106481389	0.0	0.0
85415	2873.0	4914.0
106481387	0.0	0.0
85413	1.0	1.0
106481388	7.0	4.0
645436	1.0	0.0
106481381	0.0	0.0
106481382	0.0	3.0
10	9.0	69.0
106481380	0.0	0.0
11	0.0	2.0
403341	1768.0	1256.0
12	43.0	23.0
13	50.0	2.0
14	6670.0	9773.0
15	7.0	26.0
16	8056.0	32292.0
645455	17.0	5.0
18	1585.0	2122.0
19	7533.0	5985.0
128580	12.0	9.0
85407	123.0	301.0
106481396	0.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	1960.0	3571.0
106481395	0.0	0.0
85403	2046.0	5821.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	5937.0	16321.0
106481390	0.0	0.0
21	4035.0	6394.0
106481391	0.0	0.0
22	2019.0	1917.0
153571	346.0	285.0
153572	3626.0	1712.0
23	4495.0	13022.0
24	325.0	330.0
25	9176.0	8567.0
26	25.0	2587.0
27	3353.0	5616.0
28	583.0	38.0
29	6667.0	9072.0
153579	7083.0	302.0
728615	0.0	0.0
728614	0.0	0.0
200765	474.0	665.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	57.0	25.0
102466518	0.0	0.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	1.0
85438	1.0	0.0
106481361	0.0	0.0
85439	1624.0	2752.0
106481362	0.0	0.0
106481367	1.0	0.0
85437	3014.0	3368.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	287.0	184.0
106481366	1.0	0.0
30	3071.0	2113.0
106481360	0.0	0.0
31	14691.0	8772.0
32	38317.0	14004.0
33	909.0	19.0
34	5153.0	6367.0
35	3199.0	3477.0
153562	1425.0	4068.0
36	11739.0	5566.0
37	18866.0	25493.0
38	6337.0	2670.0
440307	13.0	15.0
39	1173.0	1818.0
165545	13.0	627.0
106481369	0.0	0.0
728606	97.0	0.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	2.0	6.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	19.0	3.0
106481370	0.0	0.0
41	726.0	522.0
106481371	0.0	0.0
43	141.0	205.0
645486	0.0	0.0
47	13520.0	12382.0
48	15134.0	1451.0
49	30.0	12.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	2.0	2.0
106481341	0.0	0.0
106481342	3.0	3.0
106481340	4.0	0.0
