id	78847e00-15b8-45a5-8b5a-db379f48a1c1	20ff57b5-eeb2-4312-a5e0-11ac8c8d573a
22945	0.0	0.0
22947	0.0	0.0
22948	11333.0	11100.0
22949	5039.0	2567.0
83957	1.0	1.0
22941	6611.0	3410.0
83959	898.0	81.0
10965	1419.0	1212.0
391518	0.0	0.0
10964	2828.0	791.0
81304	0.0	0.0
10966	1804.0	403.0
10969	4205.0	6525.0
81300	0.0	0.0
10961	6837.0	6234.0
10960	5988.0	6137.0
643529	198.0	95.0
10963	7909.0	11141.0
10962	709.0	916.0
148479	3522.0	3107.0
197407	739.0	1164.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	3576.0	584.0
391548	1.0	0.0
767588	1.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	2.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	2.0	0.0
391552	9.0	2.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	1.0
767569	0.0	0.0
391559	5.0	9.0
767577	0.0	0.0
767579	2.0	0.0
767578	1.0	0.0
246705	1.0	0.0
767558	0.0	0.0
246704	2.0	5.0
207107	43.0	11.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	2.0	0.0
767563	0.0	1.0
474345	8.0	0.0
474344	4644.0	433.0
474343	90.0	47.0
246717	0.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	7.0	26.0
161406	42.0	19.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	15.0	27.0
100151641	0.0	0.0
246715	2.0	0.0
767557	25.0	31.0
606553	1.0	0.0
606551	30.0	27.0
474354	42.0	0.0
100151657	0.0	0.0
100151658	1.0	0.0
100151654	1.0	1.0
161436	399.0	7.0
100151655	0.0	0.0
391584	2.0	0.0
100151656	1.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	62.0	16.0
100151652	0.0	0.0
100151668	0.0	1.0
391592	1.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	4051.0	4142.0
100151667	0.0	0.0
391598	2.0	6.0
100151661	1.0	5.0
100151663	0.0	0.0
474338	28.0	17.0
474337	0.0	1.0
197370	3336.0	3602.0
220112	10.0	9.0
246744	2.0	0.0
220115	23.0	5.0
93273	100.0	2.0
100271459	2.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	0.0	0.0
81295	1.0	1.0
100271452	1.0	0.0
220108	762.0	44.0
220107	127.0	97.0
100271448	2.0	3.0
100271447	2.0	1.0
100271449	0.0	0.0
100271444	1.0	2.0
100271445	0.0	0.0
81285	13.0	22.0
81282	0.0	0.0
197350	41.0	54.0
246720	14.0	6.0
401399	735.0	14.0
401398	89.0	42.0
246721	0.0	0.0
220134	251.0	246.0
401397	3058.0	1026.0
246723	26.0	19.0
220136	165.0	198.0
401393	3.0	2.0
100271437	1.0	0.0
100271439	0.0	0.0
100271438	4.0	1.0
100271433	0.0	0.0
100271435	1.0	1.0
100271434	0.0	0.0
197342	587.0	858.0
246731	5.0	3.0
401387	22.0	15.0
100271419	1.0	0.0
102724127	0.0	0.0
246737	136.0	95.0
100271420	0.0	2.0
197358	452.0	166.0
199990	1308.0	5838.0
246785	83.0	52.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	2.0	0.0
220158	0.0	1.0
283726	361.0	483.0
100271414	0.0	0.0
100887075	2.0	0.0
439990	92.0	26.0
100271411	0.0	0.0
100271410	1.0	0.0
220164	439.0	131.0
100271413	0.0	0.0
197320	1576.0	541.0
439996	1.0	0.0
100887074	0.0	0.0
439992	67.0	22.0
100887073	0.0	0.0
197322	1322.0	747.0
439994	414.0	468.0
102724105	478.0	351.0
220147	1.0	0.0
100271404	0.0	0.0
100887067	7.0	31.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	10.0	2.0
100271400	0.0	1.0
283711	0.0	0.0
100271402	0.0	0.0
197331	9.0	9.0
197335	1515.0	3448.0
440993	1644.0	923.0
440992	98.0	17.0
161394	285.0	630.0
199964	71.0	19.0
8000	36.0	211.0
8001	595.0	0.0
246777	74.0	2.0
246778	1.0	7.0
606495	579.0	186.0
199974	22551.0	732.0
8013	5818.0	72.0
22911	2359.0	1184.0
439949	216.0	7.0
22913	6679.0	6561.0
643421	2.0	1.0
22914	46.0	1.0
22915	9146.0	49.0
439945	0.0	0.0
22916	8121.0	7150.0
731605	10.0	6.0
22917	21.0	12.0
10929	7476.0	2719.0
10928	8484.0	4573.0
56252	10982.0	7388.0
56253	88.0	50.0
401331	151.0	115.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	3691.0	2216.0
56259	3226.0	2862.0
83876	360.0	64.0
81215	0.0	0.0
83879	1158.0	386.0
10934	4.0	2.0
83878	370.0	69.0
283768	37.0	0.0
10933	24112.0	14356.0
10936	393.0	33.0
56254	6831.0	5562.0
83873	10.0	24.0
256148	0.0	0.0
81210	5.0	27.0
283767	0.0	0.0
56255	14638.0	3103.0
83872	11820.0	2782.0
10935	15727.0	9971.0
81211	0.0	0.0
56256	4296.0	6164.0
10938	2803.0	3273.0
83875	254.0	105.0
83874	1009.0	1580.0
56257	4705.0	4533.0
22907	5090.0	4294.0
643414	21.0	0.0
439953	5.0	3.0
22908	6788.0	2399.0
83871	5067.0	9994.0
22909	2450.0	1930.0
283761	0.0	0.0
439954	1.0	0.0
643418	2.0	1.0
10930	27.0	4.0
439950	2.0	0.0
22921	1833.0	1355.0
8022	0.0	0.0
440926	565.0	344.0
22924	1629.0	617.0
440925	52.0	56.0
8028	4919.0	1652.0
22925	4766.0	1632.0
8029	602.0	133.0
22926	11856.0	13319.0
439934	0.0	0.0
22927	1296.0	397.0
8027	2807.0	1766.0
22928	5739.0	9877.0
439936	20.0	0.0
56261	7138.0	1514.0
56262	6810.0	3917.0
10939	4909.0	2758.0
401321	470.0	75.0
8021	7125.0	7005.0
83858	660.0	1032.0
22920	5276.0	6356.0
56260	380.0	170.0
10943	3218.0	1217.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	176.0	71.0
81204	0.0	0.0
10945	10942.0	11888.0
83868	0.0	0.0
81205	0.0	0.0
10944	13946.0	7214.0
83867	0.0	0.0
10947	2139.0	1732.0
56265	1576.0	503.0
83862	2546.0	997.0
401316	34.0	7.0
83861	2961.0	2118.0
283755	1423.0	28.0
10946	8613.0	7199.0
56267	3588.0	875.0
10949	17550.0	9256.0
81201	0.0	0.0
10948	4306.0	20583.0
256158	568.0	99.0
83863	0.0	0.0
81202	0.0	0.0
22918	20893.0	5408.0
22919	13441.0	10764.0
439941	0.0	0.0
83860	1628.0	1192.0
8019	4223.0	6403.0
10941	0.0	0.0
643427	71.0	43.0
10940	792.0	627.0
8036	8017.0	5209.0
8034	5063.0	1762.0
440957	448.0	386.0
440956	0.0	1.0
440955	1.0	1.0
8038	1529.0	5147.0
10907	2568.0	1554.0
10906	4979.0	2886.0
440952	208.0	51.0
10908	2100.0	2090.0
93210	3698.0	25334.0
8031	33687.0	13368.0
256130	1.0	0.0
56270	7181.0	3547.0
56271	4596.0	3740.0
8030	21243.0	10454.0
10910	5813.0	1914.0
83899	0.0	0.0
81236	2.0	0.0
283748	15.0	3.0
10912	222.0	799.0
283747	1.0	1.0
10911	8.0	3.0
10914	23526.0	12297.0
256126	81.0	73.0
83895	1.0	0.0
10913	120.0	7.0
83894	32.0	4.0
10916	20865.0	37178.0
83897	0.0	0.0
401303	73.0	95.0
10915	5731.0	2965.0
283742	5057.0	3581.0
83896	0.0	1.0
83891	1962.0	949.0
83890	86.0	14.0
83893	0.0	1.0
81230	0.0	0.0
83892	9967.0	3603.0
22900	5540.0	1587.0
93202	1.0	0.0
22901	1385.0	1018.0
22902	4787.0	1631.0
8045	420.0	2650.0
22903	5047.0	1774.0
22904	3551.0	4581.0
22905	2965.0	1792.0
8048	0.0	0.0
440944	1395.0	2017.0
22906	9053.0	5089.0
256144	0.0	0.0
10917	6.0	1.0
10919	4314.0	7215.0
83888	96.0	23.0
10921	7228.0	6031.0
283738	0.0	0.0
83887	8.0	8.0
10920	5431.0	3047.0
81226	0.0	0.0
10923	16869.0	6503.0
10922	2582.0	2872.0
83889	10.0	28.0
81228	1.0	0.0
83884	2.0	2.0
56287	2.0	0.0
81221	0.0	0.0
56288	7602.0	6395.0
10924	2314.0	319.0
10927	18936.0	6913.0
83886	91.0	115.0
81223	0.0	0.0
10926	1142.0	439.0
81224	0.0	0.0
643447	4.0	0.0
643445	0.0	1.0
83882	89.0	106.0
83881	13.0	7.0
439965	37.0	39.0
643446	15.0	7.0
93233	114.0	226.0
256190	0.0	0.0
112401	0.0	1.0
106481976	1.0	0.0
8050	3324.0	2103.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	22.0	5.0
106481975	0.0	0.0
106481978	1.0	1.0
106481979	0.0	0.0
106481980	7.0	0.0
100271499	0.0	0.0
100271498	5.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	0.0	1.0
81251	7.0	0.0
100271491	2.0	2.0
100271493	1.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	673.0	26.0
8065	6937.0	2331.0
81248	1.0	0.0
10901	499.0	728.0
10900	20.0	12.0
10903	2090.0	906.0
81243	0.0	0.0
10902	5504.0	2852.0
81244	0.0	0.0
100271487	2.0	4.0
10905	11508.0	4742.0
10904	8601.0	5255.0
81246	0.0	0.0
283796	18.0	2.0
100271483	0.0	0.0
81240	0.0	0.0
342574	1.0	3.0
100271486	0.0	1.0
100271485	2.0	1.0
81242	4.0	0.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	9291.0	8593.0
440917	5.0	8.0
439927	0.0	7.0
440915	33.0	989.0
8078	4361.0	4759.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	7272.0	4511.0
106481959	0.0	0.0
8073	27691.0	21225.0
106481956	0.0	1.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	7.0	2.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	48.0	83.0
100271472	1.0	1.0
81274	0.0	0.0
100271474	0.0	0.0
643479	2.0	0.0
81270	0.0	1.0
100271470	0.0	0.0
440905	865.0	5.0
439916	0.0	0.0
8089	1733.0	3818.0
440902	6.0	3.0
643499	2.0	0.0
439915	0.0	0.0
440900	9.0	3.0
8082	13764.0	2497.0
106481965	2.0	2.0
106481966	6.0	2.0
106481963	3.0	0.0
106481964	0.0	0.0
8086	2486.0	2627.0
106481969	0.0	0.0
8087	12953.0	9648.0
106481967	24.0	13.0
8085	11387.0	10447.0
106481968	0.0	0.0
102724167	2.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	2.0	0.0
401337	0.0	0.0
106481973	1.0	0.0
100271465	0.0	0.0
106481970	0.0	0.0
401335	8.0	20.0
100271467	4.0	2.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	9754.0	2932.0
81264	0.0	0.0
100271460	6.0	4.0
731688	14.0	8.0
728034	0.0	0.0
8099	9560.0	5392.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	21.0	20.0
106481930	0.0	0.0
8092	8.0	16.0
106481931	5.0	0.0
106481936	0.0	0.0
728039	127.0	137.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	1.0
56413	195.0	89.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	2.0	3.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	1.0
106481947	0.0	0.0
106481948	2.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	1.0	0.0
106481951	0.0	0.0
283358	1140.0	349.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	20.0	6.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	62.0	0.0
106481910	0.0	0.0
106481911	0.0	2.0
106481914	0.0	0.0
106481915	0.0	2.0
106481912	3.0	0.0
106481913	0.0	0.0
283349	5605.0	4247.0
100126572	0.0	1.0
106481929	4.0	0.0
728045	0.0	0.0
106481927	1.0	0.0
106481928	0.0	0.0
728047	1.0	0.0
728042	0.0	0.0
106481921	4.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	7.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	81.0	20.0
101234262	22.0	3.0
767612	0.0	0.0
767611	0.0	0.0
283337	3632.0	3333.0
344813	1.0	0.0
114548	1525.0	104.0
81406	0.0	2.0
81407	0.0	0.0
344807	2.0	0.0
126526	1014.0	1207.0
767600	0.0	0.0
344805	5.0	8.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	97.0	116.0
102800446	414.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	7.0	15.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	12.0	7.0
728013	321.0	82.0
283392	1949.0	9.0
728012	2.0	0.0
728015	1.0	1.0
728010	2.0	0.0
81428	3.0	23.0
728019	3.0	1.0
56478	3511.0	2519.0
56479	197.0	462.0
126506	1.0	2.0
56474	3302.0	6086.0
81430	1.0	0.0
56475	13.0	2.0
81431	0.0	0.0
56476	5.0	3.0
56477	21178.0	1125.0
93408	0.0	0.0
283385	141.0	342.0
283383	1806.0	39.0
728005	12.0	3.0
81419	4.0	0.0
81421	0.0	1.0
283377	1666.0	1304.0
643401	18.0	1.0
283375	10.0	5.0
283373	5615.0	7786.0
151525	1747.0	569.0
126567	44.0	9.0
391211	0.0	0.0
151534	216.0	820.0
151531	28.0	5.0
114569	15966.0	26190.0
126549	45.0	9.0
114571	3.0	3.0
100527978	75.0	31.0
126541	0.0	0.0
126536	2.0	0.0
151556	1617.0	408.0
391242	0.0	0.0
728075	0.0	0.0
440699	2.0	7.0
440695	30.0	1.0
728072	0.0	0.0
100527960	13.0	1.0
391253	0.0	0.0
728064	0.0	0.0
100527963	11.0	29.0
728066	4.0	0.0
440689	30.0	60.0
391257	1.0	0.0
391256	5.0	7.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	29.0	15.0
728090	0.0	0.0
728088	4.0	1.0
100527943	7.0	5.0
114599	11.0	3.0
126581	0.0	0.0
151516	180.0	105.0
728082	0.0	0.0
100527945	0.0	0.0
728081	1.0	0.0
100527946	3.0	0.0
100527947	0.0	2.0
100527948	15.0	0.0
100527949	0.0	0.0
643384	0.0	0.0
391160	1.0	4.0
643382	25.0	26.0
391162	0.0	0.0
692312	0.0	4.0
163479	0.0	0.0
391169	0.0	0.0
100271332	2.0	3.0
391171	0.0	0.0
391174	42.0	4.0
643394	5.0	1.0
391175	2.0	1.0
391179	0.0	1.0
93380	5586.0	2489.0
100271323	8.0	1.0
100271322	0.0	0.0
100271325	10.0	1.0
100271321	0.0	0.0
401036	0.0	0.0
440672	1.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	18.0	5.0
391155	1.0	1.0
401024	225.0	32.0
163486	4024.0	2696.0
401022	869.0	2289.0
425054	1.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	3.0	0.0
401018	0.0	0.0
100271303	0.0	1.0
100271302	2.0	0.0
401093	1028.0	893.0
401097	116.0	396.0
151449	46.0	7.0
401082	0.0	0.0
8100	2226.0	828.0
440606	1.0	1.0
8106	4585.0	3004.0
440603	33.0	75.0
401089	12.0	3.0
391183	0.0	0.0
8110	146.0	89.0
8111	286.0	1221.0
391189	1.0	0.0
8115	11.0	1.0
401074	492.0	106.0
222484	3548.0	3283.0
391190	0.0	0.0
391192	6.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	592.0	59.0
391196	0.0	0.0
391195	2.0	0.0
8128	191.0	49.0
8125	9808.0	8694.0
401067	0.0	0.0
8120	572.0	27.0
151477	29.0	54.0
151473	2301.0	435.0
643300	24.0	24.0
645962	2.0	0.0
8139	2704.0	711.0
645961	3.0	1.0
106481899	0.0	1.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2467.0	2623.0
81329	0.0	0.0
83998	2.0	8.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	10.0	19.0
283403	3.0	6.0
83990	785.0	788.0
83992	829.0	69.0
645954	111.0	49.0
81330	0.0	0.0
645958	183.0	94.0
645957	3.0	1.0
645974	4.0	5.0
643311	0.0	0.0
645973	0.0	0.0
643310	6.0	3.0
8148	6932.0	4972.0
222487	231.0	1.0
81318	0.0	0.0
8140	2482.0	1348.0
83987	2970.0	624.0
81324	0.0	0.0
83986	2225.0	2931.0
81325	0.0	0.0
83989	5269.0	2393.0
83988	8947.0	1033.0
81327	0.0	0.0
83983	41.0	167.0
81320	0.0	0.0
83982	1081.0	753.0
83985	93.0	103.0
81322	0.0	0.0
643308	3.0	1.0
643309	1.0	0.0
645968	25.0	5.0
645980	2.0	0.0
100271390	1.0	1.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	1.0	1.0
106481876	0.0	0.0
8153	396.0	274.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	2.0	1.0
81358	1.0	0.0
81353	0.0	0.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	3.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	1.0
81352	8.0	1.0
100271392	9.0	4.0
100271391	3.0	0.0
100271394	0.0	0.0
100271393	1.0	0.0
645979	11.0	2.0
93323	491.0	432.0
8165	8635.0	1292.0
645996	1.0	5.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	2550.0	1159.0
106481891	8.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	7.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	2.0	2.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	1.0	0.0
100271384	0.0	0.0
100271387	0.0	1.0
81340	3.0	0.0
81341	0.0	0.0
100271386	6.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	1.0
8178	1141.0	852.0
344892	0.0	0.0
643343	59.0	15.0
8170	145.0	5.0
106481855	1.0	0.0
401014	126.0	16.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	8.0	2.0
106481859	3.0	0.0
8175	2420.0	2684.0
106481857	0.0	0.0
106481858	1.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	130.0	13.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	142.0	162.0
645998	1.0	1.0
643336	1.0	0.0
100271371	0.0	0.0
8189	4805.0	7542.0
8187	872.0	2254.0
93343	1190.0	1118.0
93349	1478.0	466.0
643353	0.0	1.0
106481866	13.0	0.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	2.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	2.0	2.0
106481873	0.0	0.0
100271367	0.0	2.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	3.0	0.0
283431	529.0	295.0
100271364	10.0	1.0
81363	2.0	1.0
344875	7.0	115.0
100271360	0.0	0.0
93377	1.0	0.0
106481839	0.0	0.0
643365	6.0	2.0
8192	1330.0	1597.0
106481833	0.0	0.0
8193	31.0	19.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	297.0	6.0
106481832	0.0	1.0
106481837	1.0	1.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	3977.0	2417.0
106481836	7.0	127.0
106481840	1.0	0.0
106481841	1.0	0.0
100271358	3.0	10.0
81399	0.0	0.0
283422	5.0	2.0
344866	4.0	6.0
100271351	0.0	0.0
283420	113.0	0.0
100271354	0.0	0.0
81390	0.0	0.0
81392	1.0	0.0
643376	16.0	0.0
106481844	0.0	0.0
106481845	1.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	2.0	0.0
106481846	0.0	0.0
100307126	7.0	3.0
106481847	0.0	0.0
100271349	5.0	2.0
283417	905.0	43.0
283416	53.0	19.0
106481851	0.0	0.0
106481852	0.0	1.0
100271344	1.0	0.0
283412	6.0	1.0
106481850	7.0	3.0
81382	0.0	0.0
81383	0.0	0.0
100271343	17.0	6.0
106481819	3.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	3.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	3834.0	1739.0
283487	616.0	516.0
283486	5.0	1.0
283483	2.0	0.0
283481	358.0	93.0
283480	0.0	2.0
106481828	0.0	1.0
106481829	1.0	0.0
728143	1.0	2.0
106481822	0.0	0.0
106481823	5.0	0.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	0.0	2.0
106481827	4.0	0.0
106481824	3.0	3.0
106481825	1.0	4.0
56547	0.0	0.0
106481830	0.0	0.0
56548	413.0	98.0
283471	12.0	3.0
731789	0.0	1.0
728170	5.0	3.0
283464	3980.0	1875.0
283463	45.0	32.0
283461	4.0	0.0
283460	0.0	0.0
106481808	0.0	0.0
728167	4.0	1.0
106481809	1.0	0.0
106481806	0.0	1.0
728169	0.0	1.0
106481807	0.0	0.0
728162	2.0	1.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	1.0	0.0
106481802	1.0	0.0
106481803	0.0	0.0
81501	9.0	14.0
81502	6874.0	9486.0
283459	2249.0	1498.0
283458	18.0	15.0
283455	430.0	200.0
645900	0.0	0.0
283450	8159.0	3830.0
780776	173.0	18.0
728113	693.0	13.0
126410	152.0	366.0
728116	36.0	6.0
728115	8.0	2.0
728118	28.0	36.0
81533	8183.0	2990.0
126402	0.0	0.0
81532	1263.0	1369.0
645930	1.0	2.0
731779	2.0	0.0
728106	2.0	1.0
645922	0.0	0.0
645927	16.0	7.0
728134	11.0	10.0
474170	564.0	245.0
728130	179.0	148.0
645940	0.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	6480.0	4743.0
81556	3828.0	2955.0
81557	1.0	0.0
81558	2290.0	520.0
645939	0.0	0.0
81551	4.0	0.0
101055625	44.0	4.0
81552	2663.0	2503.0
81553	3927.0	535.0
344905	2012.0	1990.0
81554	2467.0	1231.0
474167	0.0	2.0
81550	2819.0	1335.0
344901	39.0	0.0
645931	1.0	0.0
645950	1.0	0.0
728121	22.0	5.0
81537	2941.0	2928.0
81539	34673.0	35714.0
728128	4.0	3.0
81544	2381.0	913.0
81545	4178.0	2946.0
81542	6691.0	3238.0
81543	447.0	393.0
93517	2399.0	1621.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	1020.0	810.0
126432	530.0	490.0
163404	7.0	10.0
138474	2.0	5.0
391365	1.0	0.0
391367	0.0	1.0
728192	3.0	3.0
728194	3.0	4.0
728190	1201.0	589.0
391378	5.0	0.0
138412	2.0	0.0
138428	13.0	17.0
138429	157.0	184.0
391356	813.0	708.0
391358	2.0	1.0
56521	880.0	344.0
391282	1.0	1.0
643263	0.0	0.0
643264	0.0	0.0
100271209	20.0	5.0
222537	5.0	1.0
163351	139.0	5.0
100271217	2.0	4.0
100271216	3.0	1.0
100271218	2.0	0.0
401164	92.0	2.0
100271206	1.0	1.0
100271207	2.0	1.0
100271201	0.0	0.0
100271204	2.0	0.0
391266	0.0	0.0
440799	1.0	1.0
391267	113.0	0.0
222553	66.0	45.0
391269	0.0	2.0
440795	0.0	0.0
401152	17236.0	7014.0
126393	11925.0	159.0
8200	91.0	10.0
8204	15469.0	5496.0
8202	7789.0	5552.0
391276	0.0	0.0
391279	0.0	0.0
401145	756.0	27.0
222545	0.0	0.0
126382	1010.0	999.0
222546	7.0	3.0
606293	2.0	19.0
401138	8.0	0.0
401137	5.0	0.0
151393	722.0	152.0
692231	1.0	0.0
440738	485.0	3.0
692233	6.0	9.0
440737	75.0	39.0
8216	2811.0	3804.0
8214	147.0	349.0
440732	9.0	2.0
440730	6.0	9.0
222584	772.0	78.0
151325	3.0	0.0
8208	1253.0	981.0
8209	185.0	105.0
8220	797.0	1057.0
8226	1406.0	1619.0
692223	0.0	0.0
8227	2196.0	2201.0
8224	36.0	53.0
692225	25.0	9.0
8225	1532.0	1513.0
692226	3.0	0.0
100381178	17.0	4.0
692227	3.0	35.0
692229	0.0	0.0
100310839	0.0	1.0
100310838	1.0	0.0
8218	487.0	263.0
8233	971.0	1029.0
692210	2.0	0.0
8237	5492.0	3366.0
401190	207.0	8.0
692212	9.0	13.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2395.0	2415.0
8242	8854.0	11325.0
8243	11875.0	10746.0
692201	0.0	0.0
692202	3.0	1.0
692203	0.0	0.0
692204	0.0	0.0
692205	9.0	6.0
692206	0.0	0.0
692207	1.0	1.0
692208	4.0	0.0
692209	0.0	0.0
8241	2909.0	4125.0
100310812	0.0	3.0
8239	23231.0	20277.0
151354	1722.0	286.0
100271291	0.0	0.0
93432	2961.0	3.0
100271290	0.0	1.0
645841	0.0	0.0
93436	1110.0	1119.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	1.0	0.0
81449	0.0	0.0
8251	0.0	1.0
106481781	0.0	0.0
106481782	1.0	0.0
81458	1.0	0.0
106481780	0.0	2.0
106481785	0.0	0.0
106481786	2.0	3.0
106481783	9.0	0.0
283523	1.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	8.0	10.0
100271296	0.0	0.0
645834	1.0	2.0
645832	1.0	0.0
100271293	0.0	0.0
100271292	0.0	1.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2647.0	2730.0
93426	22.0	2.0
8269	684.0	1001.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	3.0	0.0
8263	529.0	341.0
8260	839.0	1271.0
283518	64.0	17.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	2.0
283514	20.0	1.0
106481796	37.0	18.0
81442	1.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	1.0	0.0
100271286	6.0	0.0
645846	1.0	0.0
100271288	0.0	1.0
645843	1.0	1.0
81440	1.0	1.0
100271284	1.0	0.0
8277	8.0	0.0
645864	8.0	22.0
