id	2c6a02ee-c88a-4e23-8915-6976b95386e3	9f0d673f-ff69-4d01-910c-f04921b538a2
106481838	1.0	0.0
106481835	1.0	0.0
8195	3254.0	2995.0
106481836	70.0	3.0
106481840	1.0	0.0
106481841	0.0	0.0
100271358	3.0	3.0
81399	0.0	0.0
283422	4.0	0.0
344866	5.0	0.0
100271351	0.0	0.0
283420	66.0	9.0
100271354	1.0	0.0
81390	0.0	0.0
81392	3.0	19.0
643376	4.0	14.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	1.0	1.0
106481848	0.0	0.0
106481849	0.0	1.0
106481846	0.0	0.0
100307126	4.0	21.0
106481847	0.0	0.0
100271349	0.0	1.0
283417	304.0	192.0
283416	64.0	21.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	16.0	8.0
106481850	4.0	1.0
81382	0.0	0.0
81383	1.0	1.0
100271343	13.0	2.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1879.0	3375.0
283487	468.0	288.0
283486	4.0	3.0
283483	6.0	0.0
283481	314.0	127.0
283480	0.0	0.0
106481828	0.0	0.0
106481829	4.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	0.0	0.0
106481820	0.0	0.0
106481821	1.0	0.0
106481826	0.0	2.0
106481827	0.0	3.0
106481824	1.0	2.0
106481825	0.0	1.0
56547	1.0	0.0
106481830	0.0	0.0
56548	513.0	170.0
283471	12.0	6.0
731789	0.0	0.0
728170	3.0	4.0
283464	1364.0	2400.0
283463	31.0	5.0
283461	0.0	2.0
283460	9.0	1.0
106481808	0.0	0.0
728167	0.0	0.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	3.0	3.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	1.0	0.0
106481803	0.0	0.0
81501	5.0	7.0
81502	10924.0	7654.0
283459	1304.0	1222.0
283458	6.0	20.0
283455	179.0	154.0
645900	1.0	2.0
283450	4153.0	2623.0
780776	164.0	46.0
728113	483.0	260.0
126410	1721.0	156.0
728116	37.0	14.0
728115	0.0	2.0
728118	22.0	16.0
81533	6280.0	5538.0
126402	0.0	0.0
81532	2268.0	1204.0
645930	0.0	1.0
731779	2.0	1.0
728106	0.0	1.0
645922	0.0	0.0
645927	1.0	4.0
728134	13.0	6.0
474170	263.0	143.0
728130	119.0	100.0
645940	1.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	3287.0	3694.0
81556	3477.0	5894.0
81557	0.0	3.0
81558	2003.0	467.0
645939	0.0	0.0
81551	27.0	7.0
101055625	18.0	1.0
81552	2454.0	1594.0
81553	1799.0	830.0
344905	761.0	37.0
81554	4069.0	6181.0
474167	1.0	13.0
81550	1722.0	1093.0
344901	14.0	0.0
645931	0.0	1.0
645950	5.0	1.0
728121	25.0	16.0
81537	1571.0	214.0
81539	20420.0	28724.0
728128	3.0	4.0
81544	1199.0	1035.0
81545	3312.0	2428.0
81542	3088.0	3299.0
81543	376.0	565.0
93517	1292.0	3123.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	759.0	1251.0
126432	662.0	309.0
163404	1.0	0.0
138474	1.0	3.0
391365	0.0	0.0
391367	0.0	2.0
728192	13.0	15.0
728194	2.0	2.0
728190	675.0	824.0
391378	6.0	3.0
138412	8.0	4.0
138428	14.0	6.0
138429	266.0	102.0
391356	1296.0	943.0
391358	4.0	3.0
56521	1750.0	268.0
391282	1.0	0.0
643263	0.0	0.0
643264	0.0	0.0
100271209	2.0	1.0
222537	8.0	7.0
163351	124.0	10.0
100271217	1.0	0.0
100271216	0.0	0.0
100271218	2.0	0.0
401164	103.0	7.0
100271206	2.0	0.0
100271207	1.0	0.0
100271201	0.0	0.0
100271204	3.0	2.0
391266	0.0	0.0
440799	7.0	1.0
391267	35.0	7.0
222553	33.0	30.0
391269	0.0	0.0
440795	0.0	0.0
401152	12022.0	7574.0
126393	5323.0	319.0
8200	66.0	74.0
8204	3848.0	3424.0
8202	3025.0	2018.0
391276	0.0	1.0
391279	0.0	0.0
401145	293.0	137.0
222545	0.0	0.0
126382	1366.0	2548.0
222546	230.0	0.0
606293	1.0	0.0
401138	6.0	77.0
401137	1.0	275.0
151393	412.0	159.0
692231	0.0	0.0
440738	131.0	14.0
692233	1.0	1.0
440737	91.0	36.0
8216	3578.0	1998.0
8214	783.0	102.0
440732	6.0	5.0
440730	4.0	6.0
222584	136.0	453.0
151325	0.0	0.0
8208	680.0	2843.0
8209	252.0	162.0
8220	1568.0	1189.0
8226	1055.0	598.0
692223	0.0	0.0
8227	3149.0	1082.0
8224	35.0	53.0
692225	10.0	19.0
8225	3161.0	1098.0
692226	0.0	0.0
100381178	9.0	4.0
692227	62.0	43.0
692229	0.0	0.0
100310839	0.0	1.0
100310838	0.0	0.0
8218	276.0	266.0
8233	1406.0	386.0
692210	9.0	2.0
8237	7193.0	6063.0
401190	49.0	5.0
692212	29.0	25.0
692213	0.0	0.0
692214	1.0	2.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2995.0	843.0
8242	9303.0	7939.0
8243	7169.0	13344.0
692201	0.0	0.0
692202	1.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	6.0	5.0
692206	0.0	0.0
692207	1.0	2.0
692208	2.0	2.0
692209	0.0	0.0
8241	5142.0	6239.0
100310812	1.0	0.0
8239	10834.0	7849.0
151354	555.0	2036.0
100271291	0.0	0.0
93432	158.0	22.0
100271290	0.0	5.0
645841	0.0	0.0
93436	1856.0	3033.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	1.0	1.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	1.0	3.0
106481785	0.0	0.0
106481786	2.0	0.0
106481783	2.0	2.0
283523	0.0	3.0
106481784	0.0	0.0
100310869	1.0	0.0
100271297	0.0	0.0
283521	7.0	4.0
100271296	0.0	0.0
645834	1.0	1.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	3.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	3118.0	6070.0
93426	3.0	6.0
8269	1135.0	843.0
106481789	1.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	538.0	667.0
8260	2360.0	2105.0
283518	14.0	12.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	1.0
81448	0.0	0.0
106481791	0.0	0.0
283514	15.0	1.0
106481796	14.0	20.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	1.0	0.0
100271286	1.0	1.0
645846	1.0	1.0
100271288	0.0	0.0
645843	1.0	0.0
81440	1.0	0.0
100271284	1.0	0.0
8277	23.0	32.0
645864	16.0	1.0
342374	2.0	0.0
440714	1.0	1.0
342372	18.0	5.0
342371	3957.0	4846.0
440712	229.0	13.0
106481756	0.0	0.0
8270	990.0	3127.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	2088.0	2925.0
728215	102.0	140.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	37.0	28.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	19.0	37.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	1.0
100310848	0.0	1.0
106481762	2.0	2.0
81470	0.0	0.0
100271274	0.0	1.0
100310841	0.0	0.0
81472	3.0	0.0
81473	0.0	0.0
100310840	150.0	249.0
100271273	0.0	0.0
645859	0.0	0.0
8288	19.0	44.0
8289	7119.0	9199.0
8287	0.0	0.0
643210	2.0	3.0
106481767	0.0	0.0
728207	2.0	0.0
106481768	2.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	2.0	0.0
106481769	0.0	0.0
106481770	6.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	1.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	1.0	1.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	26.0	1.0
100271262	0.0	1.0
100310851	0.0	0.0
342358	0.0	0.0
342357	572.0	1095.0
100310850	0.0	0.0
100271261	0.0	1.0
643220	4.0	5.0
643224	184.0	263.0
645884	0.0	0.0
8291	1843.0	3235.0
401136	0.0	1.0
106481734	13.0	12.0
8292	188.0	126.0
401135	0.0	1.0
106481735	19.0	25.0
106481732	0.0	2.0
8290	0.0	6.0
106481733	0.0	0.0
8295	5356.0	13472.0
106481738	0.0	0.0
93474	321.0	585.0
106481739	0.0	0.0
8293	2.0	2.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	376.0	447.0
106481741	0.0	0.0
106481742	0.0	45.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	3.0	0.0
100271253	0.0	0.0
645879	0.0	0.0
81493	508.0	140.0
81494	0.0	1.0
100271254	0.0	0.0
283562	0.0	0.0
81490	2300.0	1495.0
81491	76.0	168.0
342346	54.0	3.0
100271250	0.0	1.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	0.0	0.0
106481745	0.0	0.0
401124	5.0	0.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	64.0	22.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	0.0	1.0
106481753	10.0	2.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	1.0	0.0
106481751	0.0	0.0
401115	132.0	363.0
81488	1680.0	1272.0
283554	92.0	185.0
283553	40.0	2.0
100271244	0.0	0.0
643226	0.0	0.0
283551	178.0	113.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	100.0	103.0
93492	15.0	2.0
106481712	1.0	1.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	236.0	93.0
100271235	0.0	0.0
283547	147.0	92.0
401106	102.0	13.0
100271234	0.0	0.0
106481720	3.0	0.0
100271230	0.0	0.0
643236	5.0	25.0
100271233	0.0	0.0
100271232	1.0	1.0
643253	276.0	295.0
93487	6755.0	7652.0
106481729	5.0	1.0
643255	26.0	20.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	2.0	0.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	2173.0	492.0
100271229	0.0	0.0
100271224	1.0	1.0
106481730	0.0	0.0
100271223	2.0	1.0
106481731	3.0	1.0
100271226	0.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	0.0	0.0
344978	3.0	6.0
100271221	0.0	1.0
138716	1644.0	1695.0
780852	0.0	0.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	12.0	12.0
780851	0.0	7.0
100126356	0.0	0.0
285796	7.0	4.0
81607	3433.0	4526.0
81608	2770.0	3645.0
81609	3208.0	5987.0
81603	7831.0	3553.0
81605	3743.0	2367.0
81606	8232.0	5202.0
81610	167.0	2069.0
56654	8057.0	3475.0
56655	2423.0	1044.0
81611	2892.0	13630.0
56650	4711.0	2942.0
29028	3158.0	6091.0
283129	14.0	2.0
56651	0.0	0.0
56652	1409.0	2000.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1277.0	981.0
283120	1966.0	1821.0
56659	162.0	38.0
100126350	2.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	2.0	0.0
100126345	0.0	0.0
728262	14.0	14.0
138724	2.0	0.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	2029.0	50.0
100126348	0.0	0.0
728263	2.0	18.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	12.0	10.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3645.0	4535.0
100190924	0.0	0.0
56666	177.0	595.0
30012	0.0	28.0
29034	0.0	0.0
56667	45.0	9.0
106865375	1.0	0.0
81602	831.0	229.0
30014	0.0	0.0
106865374	0.0	0.0
56662	3.0	0.0
30011	3261.0	2830.0
283116	2.0	0.0
56663	8.0	2.0
30010	0.0	0.0
56664	4.0	1.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	1.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1682.0	640.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	2389.0	1178.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	37.0	23.0
100381202	0.0	2.0
56670	66.0	34.0
81626	1.0	3.0
81627	1584.0	3833.0
81628	4073.0	5627.0
56676	0.0	0.0
30001	3050.0	4545.0
54012	0.0	0.0
56677	0.0	0.0
246175	3363.0	3638.0
56672	1141.0	771.0
246176	96.0	253.0
56673	7.0	6.0
54016	0.0	0.0
283106	8.0	15.0
30000	5629.0	7660.0
56674	5438.0	2786.0
54015	0.0	0.0
81631	8102.0	4592.0
56675	611.0	468.0
54014	4545.0	4300.0
283104	255.0	376.0
100126330	0.0	0.0
30009	90.0	14.0
283102	32.0	0.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	0.0
30008	5627.0	1035.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	136.0	9.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	249.0	116.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	1.0	0.0
66004	3049.0	680.0
100126325	0.0	0.0
66005	6917.0	5479.0
100126326	0.0	0.0
81618	9178.0	2454.0
81619	9641.0	5993.0
56681	8832.0	10493.0
66008	3792.0	2653.0
29018	0.0	0.0
81614	1897.0	1552.0
54020	1443.0	1636.0
81615	493.0	37.0
81616	38.0	12.0
81617	5337.0	402.0
767846	23.0	17.0
81621	447.0	607.0
81622	3228.0	2900.0
246184	488.0	601.0
767851	0.0	2.0
81623	1.0	0.0
54022	2.0	0.0
81624	139.0	1806.0
767853	0.0	0.0
54021	11.0	9.0
56683	1694.0	1013.0
54028	34.0	14.0
54027	0.0	0.0
29015	3894.0	7670.0
54026	0.0	0.0
767850	0.0	0.0
81620	389.0	2025.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	1.0
100126321	0.0	0.0
54029	1.0	0.0
246181	78.0	28.0
246182	5.0	10.0
100126316	0.0	0.0
728233	219.0	134.0
283171	2.0	0.0
100126317	1.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	1.0
100128974	2.0	0.0
100126313	0.0	2.0
285753	546.0	837.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	196.0	4.0
114785	4246.0	3016.0
285755	334.0	288.0
114786	14.0	3.0
114787	138.0	464.0
114788	1.0	3.0
285758	48.0	3.0
114789	2316.0	1238.0
54031	6.0	8.0
728239	1.0	1.0
54035	0.0	0.0
54034	0.0	0.0
114790	1524.0	560.0
54033	181.0	81.0
54032	0.0	0.0
114791	1532.0	540.0
54039	210.0	87.0
114792	52.0	109.0
126767	18.0	2.0
114793	2223.0	2077.0
54038	2.0	1.0
100190954	0.0	0.0
114794	6.0	1.0
114795	28.0	16.0
54036	0.0	0.0
93627	2415.0	5216.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	1.0	0.0
283162	0.0	0.0
93621	33653.0	15726.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	649.0	1513.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	4058.0	1546.0
100126302	0.0	0.0
100128963	7.0	3.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	9.0	5.0
100126309	0.0	1.0
728226	1.0	1.0
54041	0.0	0.0
728228	6.0	0.0
54045	0.0	0.0
645809	0.0	0.0
54044	3.0	0.0
645808	0.0	0.0
114780	202.0	52.0
54043	1.0	0.0
645807	0.0	0.0
114781	1751.0	2393.0
126755	12.0	4.0
54049	0.0	1.0
114783	785.0	271.0
54048	0.0	0.0
114784	59.0	54.0
283159	1.0	0.0
54047	0.0	2.0
100128961	0.0	4.0
645805	51.0	34.0
283152	110.0	60.0
66035	1046.0	500.0
283150	0.0	0.0
728255	0.0	0.0
93654	0.0	1.0
66036	1258.0	574.0
93653	189.0	76.0
100271192	0.0	0.0
100271191	0.0	2.0
66037	2.0	3.0
93650	5.0	1.0
81669	8127.0	2979.0
54053	1.0	2.0
54052	4.0	0.0
114769	692.0	247.0
54051	0.0	0.0
54050	1.0	1.0
54055	195.0	24.0
100190938	354.0	39.0
54054	33.0	4.0
114770	420.0	17.0
114771	1.0	1.0
54059	616.0	428.0
283149	2354.0	2847.0
54058	301.0	650.0
93649	214.0	41.0
645811	68.0	24.0
81671	14294.0	6877.0
100271199	0.0	0.0
100190939	1675.0	1292.0
283143	178.0	24.0
100271196	0.0	0.0
93643	2325.0	1756.0
100128946	2.0	4.0
285780	8.0	20.0
285782	6.0	5.0
100271180	1.0	0.0
285785	244.0	177.0
100190952	0.0	0.0
54064	101.0	3.0
728248	0.0	0.0
114757	2370.0	574.0
114758	0.0	0.0
54067	101.0	64.0
100190947	0.0	2.0
100190949	3.0	0.0
54065	2.0	2.0
114760	0.0	0.0
114761	0.0	0.0
126731	1311.0	2046.0
54069	742.0	1252.0
283131	44960.0	19568.0
283130	705.0	290.0
692157	4.0	1.0
692158	0.0	0.0
138799	0.0	0.0
440498	1524.0	1062.0
124152	820.0	646.0
199704	526.0	664.0
124149	0.0	1.0
163747	8.0	3.0
692146	0.0	0.0
692147	13.0	4.0
692148	7.0	8.0
692149	0.0	0.0
163742	0.0	0.0
199713	13.0	4.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	7.0	1.0
126792	2660.0	1764.0
378008	0.0	0.0
378009	0.0	0.0
29089	227.0	3323.0
29088	2203.0	10825.0
29087	3672.0	1846.0
378010	0.0	0.0
148137	491.0	939.0
126789	530.0	884.0
378011	0.0	0.0
378013	0.0	1.0
378014	0.0	0.0
29082	226.0	108.0
29081	1908.0	1648.0
29080	1733.0	1785.0
283189	0.0	0.0
29086	2720.0	3117.0
29085	3184.0	1536.0
29083	559.0	508.0
100381270	245.0	512.0
200810	85.0	52.0
114796	873.0	683.0
148156	1576.0	2068.0
114798	6.0	1.0
114799	1340.0	1949.0
29099	2763.0	1890.0
29098	1069.0	649.0
378001	0.0	0.0
29093	1669.0	818.0
29092	1338.0	1413.0
29091	187.0	10.0
29090	1513.0	1968.0
56603	401.0	483.0
29097	2829.0	6566.0
56604	4.0	0.0
56605	1629.0	152.0
29095	1814.0	1839.0
151790	12.0	4.0
283174	970.0	28.0
56606	779.0	280.0
29094	1692.0	1204.0
692199	0.0	0.0
391002	0.0	0.0
440459	3.0	4.0
391004	0.0	0.0
780816	0.0	0.0
124199	32.0	7.0
391003	0.0	0.0
30062	0.0	0.0
440456	845.0	441.0
780814	11.0	11.0
30061	12069.0	1757.0
780815	0.0	0.0
780812	0.0	0.0
780813	0.0	4.0
440452	0.0	1.0
780810	1.0	2.0
780811	0.0	1.0
29068	4267.0	3777.0
29066	4381.0	3489.0
29063	631.0	411.0
29062	1845.0	2689.0
56616	598.0	608.0
163702	867.0	1048.0
391013	19.0	8.0
391012	1.0	0.0
100381215	3.0	6.0
29079	3374.0	2261.0
29078	1167.0	2690.0
56623	1095.0	902.0
56624	53.0	34.0
29071	2585.0	7338.0
29070	1037.0	1088.0
29075	17.0	5.0
29074	3157.0	4719.0
29072	6486.0	5526.0
163732	3995.0	4772.0
200845	701.0	309.0
148103	597.0	241.0
200844	121.0	269.0
440482	101.0	75.0
151742	918.0	677.0
163720	276.0	6.0
148113	185.0	248.0
440465	2686.0	1163.0
29057	17.0	28.0
148109	2.0	0.0
29058	8907.0	4709.0
56647	4122.0	4744.0
56648	391.0	374.0
56649	182.0	6.0
440419	1.0	0.0
440416	359.0	79.0
8303	3970.0	4264.0
643157	0.0	0.0
200879	899.0	1024.0
440406	1.0	9.0
8301	14389.0	11906.0
643155	3276.0	4565.0
8302	4.0	0.0
440400	492.0	292.0
199675	11.0	42.0
8310	2287.0	951.0
124093	45.0	119.0
8314	5744.0	4388.0
8315	2107.0	1728.0
8312	2679.0	2599.0
342096	0.0	0.0
8313	844.0	119.0
440435	25.0	23.0
643160	0.0	0.0
643161	3.0	0.0
643159	8.0	4.0
8309	1260.0	77.0
8321	8617.0	1874.0
8322	6751.0	1656.0
8320	87.0	30.0
8325	1513.0	1031.0
8326	43.0	225.0
8323	2691.0	3888.0
8324	7945.0	1916.0
440423	470.0	365.0
200894	966.0	311.0
643171	0.0	0.0
200895	820.0	390.0
8318	183.0	1270.0
8317	388.0	3884.0
8332	1.0	3.0
692110	0.0	0.0
8333	0.0	2.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	10.0
8336	3.0	12.0
8337	0.0	0.0
8334	4188.0	1240.0
8335	0.0	3.0
148046	68.0	27.0
106481699	0.0	0.0
643182	0.0	0.0
643180	285.0	211.0
643181	0.0	0.0
8329	2.0	12.0
8328	3.0	0.0
8343	2.0	3.0
643198	0.0	0.0
8344	3.0	3.0
8341	87.0	33.0
8342	0.0	0.0
8347	93.0	56.0
8348	4.0	17.0
643199	0.0	0.0
8345	27.0	6.0
8346	0.0	1.0
692106	0.0	0.0
692107	3.0	1.0
161003	9.0	3.0
692108	0.0	1.0
692109	7.0	6.0
643193	1.0	0.0
8340	2.0	7.0
8338	14.0	19.0
8339	81.0	32.0
8354	1.0	1.0
8355	12.0	16.0
8352	0.0	6.0
8353	41.0	32.0
8358	0.0	8.0
8359	0.0	1.0
8356	0.0	7.0
8357	41.0	61.0
222235	82.0	35.0
106481679	0.0	0.0
222236	1127.0	1605.0
106481677	3.0	2.0
222234	402.0	435.0
106481678	0.0	0.0
8350	1.0	7.0
8351	13.0	13.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	1.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	2.0	3.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	2122.0	657.0
8365	64.0	69.0
8366	5.0	2.0
8363	7.0	4.0
8364	9.0	5.0
8369	0.0	0.0
163688	37.0	17.0
8367	9.0	2.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1414.0	300.0
106481689	0.0	0.0
8361	0.0	0.0
222229	1008.0	1618.0
8362	6.0	4.0
8360	4.0	4.0
106481693	0.0	1.0
106481694	41.0	0.0
106481691	0.0	1.0
106481692	4.0	2.0
106481697	0.0	0.0
106481698	0.0	0.0
106481695	9.0	1.0
106481696	0.0	0.0
342035	460.0	55.0
344697	8.0	31.0
106481690	1.0	1.0
728310	0.0	3.0
285830	149.0	111.0
8379	1909.0	3323.0
93556	10.0	1.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	858.0	882.0
106481655	0.0	0.0
285834	24.0	7.0
222256	826.0	125.0
106481656	1.0	1.0
8372	247.0	226.0
93550	721.0	244.0
8373	1.0	0.0
106481659	0.0	0.0
8370	8.0	4.0
728315	12.0	0.0
81577	2350.0	2113.0
106481660	0.0	0.0
81578	566.0	244.0
106481661	0.0	0.0
81579	3710.0	5042.0
81573	1387.0	1377.0
106481664	0.0	0.0
100271179	1.0	0.0
106481665	0.0	0.0
81575	4038.0	2327.0
106481662	0.0	0.0
81576	1684.0	1613.0
106481663	22.0	16.0
81570	820.0	624.0
100271178	1.0	4.0
81571	707.0	500.0
81572	1879.0	960.0
645715	24.0	17.0
8387	6.0	0.0
8388	1.0	0.0
728300	9.0	8.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	2035.0	3209.0
8383	0.0	0.0
285848	1.0	8.0
8384	0.0	0.0
285849	54.0	63.0
8382	625.0	205.0
81566	2288.0	3079.0
106481671	0.0	0.0
106481672	4.0	0.0
81567	492.0	985.0
81569	0.0	15.0
106481670	0.0	0.0
81562	2987.0	2137.0
106481675	0.0	0.0
81563	12303.0	8362.0
246243	758.0	1715.0
100271168	7.0	0.0
106481676	0.0	0.0
106481673	0.0	0.0
81565	3529.0	2971.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	3.0
100271163	0.0	0.0
100271162	2.0	0.0
8398	1157.0	414.0
8399	14.0	33.0
8396	7118.0	7975.0
285852	0.0	1.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	9487.0	8215.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	3947.0	10151.0
106481639	0.0	0.0
8395	442.0	930.0
8392	0.0	0.0
106481637	7.0	9.0
106481638	0.0	2.0
100271158	1.0	0.0
106481642	11.0	32.0
106481643	0.0	0.0
246210	1.0	0.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	1.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	23.0	14.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	1.0	0.0
344657	6.0	7.0
100271142	0.0	0.0
344658	0.0	1.0
100271145	0.0	0.0
645745	0.0	0.0
344653	0.0	0.0
100271141	9.0	2.0
100271140	1.0	1.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	375.0	1280.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	380.0	881.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	1.0	0.0
283209	920.0	495.0
283208	370.0	301.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	3.0	12.0
100271131	0.0	0.0
100271133	0.0	3.0
100271130	0.0	0.0
93587	414.0	465.0
645771	3.0	4.0
93589	304.0	143.0
106481624	11.0	3.0
285800	6.0	24.0
106481625	0.0	0.0
106481622	2.0	0.0
106481623	5.0	5.0
106481628	0.0	0.0
106481629	2.0	0.0
106481626	0.0	0.0
106481627	2.0	1.0
100271129	1.0	0.0
246283	0.0	0.0
246285	4.0	0.0
106481631	0.0	0.0
100271125	0.0	3.0
106481632	1.0	0.0
106481630	1.0	0.0
100271122	0.0	0.0
199692	1316.0	1729.0
645784	180.0	56.0
100271118	1.0	2.0
100271117	0.0	0.0
100271119	0.0	1.0
100271114	2.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	25.0	53.0
643115	8.0	0.0
100271111	1.0	0.0
106481608	2.0	0.0
106481609	0.0	0.0
645798	8.0	5.0
643136	1.0	2.0
106481602	1.0	2.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
