id	17be1b8a-4b2d-499a-9847-37656dea85a8	774b7b7e-f349-495e-8972-cbcb08907805
100271047	0.0	0.0
106481555	1.0	1.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	3.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2733.0	2693.0
342132	848.0	259.0
285971	629.0	569.0
285972	88.0	63.0
285973	42.0	134.0
100128911	0.0	0.0
728450	1.0	0.0
54093	1473.0	1203.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	1.0	3.0
106481513	10.0	0.0
54097	1537.0	314.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	137.0	194.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	12.0	5.0
54098	0.0	0.0
246330	569.0	506.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	57.0	92.0
100271033	39.0	26.0
645619	2.0	13.0
100271031	1.0	0.0
344787	234.0	1209.0
100128902	0.0	0.0
728441	4.0	0.0
100128903	1.0	0.0
222389	1269.0	445.0
106481525	5.0	0.0
106481526	2.0	2.0
285987	4.0	5.0
106481523	0.0	0.0
285989	826.0	287.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	83.0	8.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	3.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	938.0	1198.0
91056	1002.0	768.0
645641	2.0	0.0
91050	1959.0	1685.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	18.0	87.0
645651	0.0	0.0
344760	2.0	1.0
106481509	0.0	0.0
645652	5.0	2.0
106481503	0.0	0.0
106481504	0.0	3.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	4.0	5.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	0.0
283316	483.0	442.0
106481510	0.0	1.0
106481511	0.0	0.0
100271003	17.0	4.0
283314	475.0	191.0
100271006	2.0	1.0
283310	46.0	20.0
344758	1.0	0.0
100271001	0.0	0.0
344752	1.0	0.0
728411	566.0	315.0
728410	0.0	0.0
643003	1.0	1.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	2671.0	140.0
728409	0.0	0.0
283303	0.0	0.0
344741	1.0	1.0
728400	0.0	0.0
645676	91.0	79.0
285941	2.0	1.0
728405	0.0	0.0
285943	481.0	82.0
728407	311.0	82.0
728402	1.0	1.0
728403	0.0	0.0
643008	50.0	74.0
645668	4.0	22.0
100506658	1008.0	1568.0
100506655	8.0	10.0
81849	520.0	402.0
56890	1188.0	572.0
56891	0.0	0.0
100506650	0.0	0.0
81846	3509.0	3762.0
81847	2419.0	1643.0
81848	2141.0	8387.0
56896	1.0	26.0
56897	3018.0	3351.0
81853	1748.0	2748.0
56898	3020.0	1347.0
81855	1949.0	3288.0
56899	546.0	539.0
56892	3711.0	3262.0
56893	2805.0	5371.0
121275	4.0	3.0
121278	1.0	3.0
56894	4493.0	9290.0
81850	1.0	0.0
145249	4.0	2.0
56895	792.0	457.0
81851	0.0	0.0
649137	0.0	1.0
81839	1524.0	5316.0
121274	1832.0	1818.0
121273	13.0	11.0
145264	36.0	1.0
121270	0.0	0.0
145258	76.0	155.0
121268	25.0	58.0
81844	7686.0	3928.0
145259	5.0	3.0
133283	312.0	129.0
375593	19.0	8.0
100506649	167.0	75.0
100506673	0.0	0.0
121260	1916.0	1937.0
145270	503.0	309.0
100506671	0.0	1.0
81875	2810.0	4281.0
81876	7081.0	13930.0
81870	0.0	0.0
81871	0.0	0.0
121256	4.0	1.0
81872	0.0	0.0
81873	1403.0	5050.0
387597	19.0	122.0
100506668	929.0	1104.0
160897	1057.0	1049.0
649159	0.0	0.0
145282	893.0	655.0
387590	3109.0	1427.0
81856	974.0	874.0
81857	1863.0	1751.0
100506660	49.0	33.0
81858	1537.0	2002.0
135886	1.0	3.0
147872	4.0	12.0
81889	976.0	1710.0
145200	5.0	35.0
81892	877.0	1530.0
81893	10.0	5.0
81894	1365.0	1202.0
81890	1689.0	630.0
135892	6.0	19.0
649179	6.0	5.0
100506600	40.0	8.0
613126	18.0	7.0
81887	3072.0	3569.0
81888	674.0	323.0
145216	10.0	4.0
338591	0.0	0.0
649186	2.0	4.0
338596	887.0	187.0
338599	0.0	1.0
169200	2059.0	1305.0
145226	8.0	37.0
100506637	79.0	82.0
160857	535.0	179.0
160851	2055.0	1465.0
91227	1.0	0.0
157206	10.0	3.0
100506622	17.0	12.0
100856809	0.0	0.0
338588	1.0	0.0
145241	0.0	2.0
91219	4.0	3.0
650172	0.0	0.0
102724678	1.0	2.0
338579	3.0	2.0
326591	501.0	577.0
255738	14.0	32.0
338567	0.0	0.0
102724668	23.0	7.0
255743	2131.0	6247.0
56829	3812.0	3631.0
326586	0.0	0.0
102724655	0.0	0.0
554250	2.0	0.0
554251	291.0	309.0
338557	96.0	113.0
56832	1.0	0.0
56833	322.0	1292.0
56834	925.0	3449.0
554235	16.0	6.0
554236	4.0	6.0
56849	393.0	87.0
255725	0.0	0.0
56848	640.0	623.0
56852	1804.0	1136.0
56853	43.0	177.0
102724631	0.0	0.0
56850	2505.0	3145.0
56851	1844.0	3405.0
100820829	305.0	268.0
101243555	2.0	0.0
196872	94.0	54.0
8501	542.0	433.0
8502	10241.0	7893.0
8500	4044.0	3762.0
253128	12.0	5.0
664701	336.0	582.0
255783	299.0	397.0
54207	4.0	11.0
54206	20820.0	3617.0
54205	3309.0	9977.0
664709	49.0	19.0
54209	764.0	925.0
196883	1216.0	1042.0
8512	23.0	15.0
8513	3.0	0.0
8510	2.0	3.0
8511	3.0	46.0
54210	3.0	99.0
81831	986.0	1116.0
81832	1.0	61.0
81833	0.0	0.0
54212	0.0	0.0
170261	85.0	53.0
8505	1611.0	1611.0
8506	357.0	512.0
8503	3840.0	9171.0
8504	1339.0	855.0
8509	180.0	129.0
8507	1688.0	7946.0
255758	163.0	223.0
8508	3587.0	5627.0
8520	2699.0	3285.0
8521	16.0	585.0
169270	527.0	123.0
8522	2691.0	3904.0
102724605	0.0	0.0
554282	2.0	6.0
56886	5219.0	10671.0
54221	86.0	34.0
56888	3104.0	4220.0
554279	70.0	1.0
664722	6.0	2.0
56882	7072.0	18020.0
664721	3.0	1.0
255762	12.0	5.0
56884	0.0	3.0
8516	329.0	555.0
8517	192.0	335.0
8514	520.0	1521.0
8515	1537.0	145.0
56889	17144.0	21581.0
8518	3620.0	2222.0
8519	1707.0	4410.0
8530	91.0	523.0
326624	137.0	324.0
8531	10978.0	5577.0
326625	1768.0	1125.0
8534	90.0	6060.0
326628	0.0	0.0
8535	1233.0	4285.0
326627	3.0	1.0
8532	17.0	42.0
8533	2550.0	2914.0
8527	3035.0	7181.0
8528	280.0	279.0
8525	3379.0	4070.0
8526	893.0	372.0
8529	6.0	1.0
8541	533.0	688.0
326613	1.0	0.0
8542	1912.0	6433.0
326615	0.0	0.0
8540	3271.0	5526.0
326614	1.0	0.0
8545	7644.0	7552.0
326617	2.0	0.0
8546	4130.0	3582.0
326616	4.0	0.0
8543	3426.0	3802.0
8544	271.0	713.0
253175	0.0	0.0
554300	2.0	0.0
8538	3584.0	630.0
8539	7338.0	7122.0
8536	211.0	229.0
8537	167.0	597.0
8552	160.0	66.0
8553	19950.0	20368.0
8550	2475.0	1549.0
326603	7.0	5.0
8551	0.0	0.0
8556	1405.0	674.0
326606	0.0	0.0
8557	55.0	665.0
8554	3598.0	3465.0
8555	1941.0	712.0
326607	0.0	2.0
326609	3.0	2.0
255798	1.0	2.0
8549	34.0	284.0
8547	50.0	138.0
8548	1874.0	2523.0
101409261	10.0	2.0
326611	5.0	0.0
8563	1887.0	1440.0
8564	90.0	2335.0
8562	4579.0	7104.0
8567	4242.0	3822.0
8568	1335.0	2028.0
8565	3437.0	6013.0
8566	5595.0	11010.0
253152	56.0	31.0
8560	3868.0	25435.0
100132031	1.0	0.0
100132036	0.0	0.0
253143	3639.0	4086.0
8558	2700.0	1110.0
8559	684.0	732.0
8574	1747.0	2957.0
8575	2745.0	3437.0
8572	2609.0	721.0
8573	4781.0	13302.0
8578	470.0	806.0
8576	1546.0	3213.0
8577	3.0	3.0
554354	0.0	0.0
8570	8209.0	8070.0
123811	2356.0	2427.0
8569	1293.0	1232.0
8585	0.0	0.0
8586	2.0	0.0
101928770	0.0	1.0
8583	0.0	0.0
101928773	11.0	0.0
8587	1.0	0.0
8588	0.0	0.0
101928776	0.0	0.0
8581	163.0	182.0
8582	0.0	0.0
8580	1.0	0.0
100132058	0.0	0.0
101409258	16.0	11.0
101409257	2.0	0.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	786.0	2022.0
8596	0.0	0.0
101928781	33.0	2.0
8594	0.0	0.0
8595	0.0	0.0
101928784	18.0	14.0
8590	1.0	0.0
8591	1.0	1.0
100132066	2.0	20.0
100421113	1.0	0.0
100421114	2.0	4.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	383.0	1987.0
100132073	0.0	0.0
100132074	111.0	345.0
100132079	0.0	0.0
554313	1.0	0.0
100421123	0.0	0.0
100856811	1.0	0.0
375513	50.0	7.0
100421125	0.0	0.0
91133	918.0	95.0
100421129	0.0	6.0
91137	3563.0	1965.0
101928720	1.0	1.0
375519	7.0	3.0
100856810	0.0	0.0
100421136	3.0	7.0
100421137	0.0	0.0
101928734	2.0	0.0
91120	386.0	332.0
101928736	62.0	88.0
147837	262.0	121.0
100421131	5.0	7.0
100421133	0.0	0.0
91156	31.0	33.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	0.0	0.0
101928744	1.0	0.0
91151	330.0	151.0
147841	103.0	597.0
100421143	0.0	0.0
91149	3.0	0.0
101928752	0.0	0.0
91147	1102.0	771.0
387509	473.0	1156.0
100421153	1.0	0.0
100421167	0.0	0.0
91179	295.0	615.0
100506574	0.0	1.0
399520	3.0	7.0
100421178	0.0	0.0
100506564	4.0	7.0
121227	3794.0	1721.0
387521	1145.0	5070.0
387522	0.0	21.0
100421172	19.0	5.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	179.0	97.0
100856877	0.0	0.0
100421189	0.0	2.0
100856878	1.0	1.0
121214	4.0	2.0
387559	3.0	1.0
123876	7.0	3.0
123872	267.0	177.0
100421180	1.0	0.0
147808	312.0	332.0
100421185	0.0	0.0
147804	367.0	333.0
123879	1412.0	1142.0
147807	454.0	685.0
100421188	0.0	0.0
375567	13.0	54.0
399512	468.0	266.0
399511	135.0	54.0
91181	11.0	11.0
448990	24.0	3.0
101928715	6.0	2.0
100506581	54.0	30.0
100856881	0.0	0.0
100506775	7.0	23.0
100506779	60.0	78.0
160762	0.0	0.0
93953	99.0	115.0
104326057	1.0	0.0
399687	5854.0	3782.0
104326058	0.0	0.0
100506776	131.0	218.0
348094	370.0	241.0
160760	2474.0	1554.0
348093	143.0	700.0
387695	0.0	0.0
104326055	3.0	0.0
93948	11.0	0.0
399693	0.0	0.0
104326053	0.0	0.0
399694	907.0	208.0
104326054	0.0	1.0
104326051	0.0	0.0
104326052	5.0	3.0
133150	2.0	0.0
399697	0.0	4.0
100506765	0.0	0.0
387694	3.0	13.0
102724706	0.0	0.0
54361	889.0	63.0
54360	49.0	221.0
54363	2.0	6.0
387684	0.0	0.0
147798	3423.0	1971.0
159770	0.0	1.0
100506769	0.0	0.0
93973	1617.0	1500.0
399668	1348.0	107.0
100506795	101.0	34.0
399669	180.0	100.0
399664	897.0	1747.0
399666	0.0	0.0
93974	2155.0	4558.0
399665	6441.0	10169.0
100506791	0.0	15.0
81993	1.0	6.0
399671	118.0	43.0
399670	0.0	0.0
160777	0.0	210.0
91300	2767.0	4376.0
100506783	40.0	46.0
91304	3733.0	4299.0
100506787	0.0	0.0
100293948	1.0	0.0
204219	51.0	9.0
121130	0.0	0.0
145165	17.0	8.0
54386	3969.0	4281.0
123787	1.0	0.0
652670	3.0	0.0
121129	0.0	0.0
100506733	0.0	0.0
147746	47.0	23.0
255812	796.0	275.0
147741	6.0	14.0
147744	3.0	13.0
100506737	20.0	9.0
100506736	125.0	122.0
160728	22.0	45.0
100506724	0.0	0.0
100506723	4.0	6.0
93986	412.0	197.0
100506721	0.0	0.0
100913183	4.0	3.0
100913182	1.0	0.0
91319	628.0	1083.0
93979	7.0	51.0
91316	102.0	16.0
133121	109.0	20.0
93978	1.0	2.0
100506753	161.0	43.0
91355	582.0	123.0
91353	2.0	2.0
100506757	11.0	7.0
100506755	192.0	59.0
91351	1488.0	2038.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	24.0	15.0
348021	0.0	0.0
107080653	0.0	0.0
255809	29.0	92.0
100506749	5.0	10.0
107080654	0.0	2.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	188.0	421.0
338692	1464.0	2363.0
338699	1111.0	1239.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	985.0	522.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	1.0
56937	2951.0	23459.0
196792	69.0	39.0
107080620	8.0	2.0
56938	281.0	570.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	0.0	0.0
56935	636.0	736.0
56936	6.0	20.0
56940	2121.0	1734.0
107080639	53.0	3.0
56941	2550.0	2553.0
56942	545.0	1093.0
56943	2353.0	3761.0
107080636	18.0	0.0
107080637	5.0	0.0
56948	513.0	213.0
56949	3684.0	2034.0
107080632	2.0	0.0
56944	2109.0	9950.0
56945	1572.0	1534.0
56946	2246.0	2047.0
56947	3437.0	4533.0
107080630	2.0	4.0
100506713	216.0	100.0
100506712	0.0	0.0
100506710	5381.0	2523.0
338674	0.0	0.0
338675	0.0	0.0
56951	4766.0	7672.0
56952	418.0	176.0
56953	175.0	135.0
102724774	2.0	0.0
56954	2498.0	2812.0
56950	1867.0	3605.0
100506715	0.0	0.0
100506714	254.0	325.0
56955	16.0	7.0
56956	0.0	1.0
56957	3334.0	4692.0
8600	1354.0	205.0
8601	15.0	5.0
723790	0.0	2.0
338661	0.0	0.0
338662	0.0	0.0
338657	772.0	291.0
56963	2076.0	645.0
56964	165.0	203.0
56965	3749.0	1799.0
56961	0.0	6.0
56967	2403.0	766.0
56969	9.0	2.0
8611	2410.0	2668.0
8612	3941.0	5068.0
81926	1291.0	1350.0
145173	982.0	675.0
81928	511.0	663.0
338651	95.0	549.0
81929	2663.0	2451.0
338653	3.0	1.0
81930	142.0	492.0
56975	2776.0	4575.0
81931	490.0	774.0
81932	1410.0	1615.0
56970	3284.0	4771.0
56971	302.0	113.0
8604	2009.0	1063.0
8605	1124.0	1264.0
8602	3583.0	2956.0
8603	2766.0	2402.0
8608	31.0	20.0
56977	1212.0	300.0
8609	3744.0	2503.0
56978	147.0	157.0
56979	1.0	0.0
8607	2301.0	3526.0
8622	718.0	690.0
8623	1850.0	1276.0
8620	0.0	0.0
8621	4365.0	5054.0
338645	255.0	13.0
56984	2660.0	2480.0
56985	627.0	436.0
56986	1928.0	1171.0
338637	0.0	0.0
56987	6991.0	6877.0
102724742	0.0	0.0
56980	1072.0	1028.0
56981	1398.0	408.0
56983	1770.0	1770.0
8615	7449.0	7525.0
54329	37.0	134.0
54328	211.0	153.0
8613	7545.0	6990.0
8614	35035.0	776.0
8618	8.0	36.0
8630	27.0	181.0
8633	1088.0	238.0
8634	1289.0	3329.0
8631	376.0	448.0
8632	160.0	74.0
56990	4386.0	5265.0
169166	25.0	59.0
554175	3.0	2.0
54332	1183.0	198.0
56995	2224.0	5506.0
255877	493.0	1481.0
664616	0.0	0.0
56996	1987.0	1913.0
54331	1408.0	2183.0
56997	3932.0	2366.0
664614	0.0	0.0
56998	2773.0	7272.0
664613	0.0	0.0
664612	0.0	0.0
56992	219.0	469.0
56993	2361.0	3645.0
56994	6848.0	2035.0
8626	8763.0	457.0
8624	976.0	1324.0
8625	1293.0	1120.0
56999	2845.0	1760.0
664617	0.0	0.0
8629	1743.0	528.0
8641	174.0	149.0
8644	845.0	1292.0
8645	758.0	475.0
8642	2695.0	2760.0
8643	522.0	341.0
652624	4.0	3.0
196743	305.0	247.0
54346	4.0	4.0
54345	137.0	540.0
54344	415.0	690.0
8637	301.0	98.0
8638	86.0	682.0
8635	1469.0	2600.0
8636	1266.0	1778.0
8639	4060.0	4994.0
196740	793.0	1728.0
8651	44.0	261.0
8650	5442.0	4101.0
8655	4699.0	11240.0
101928685	3.0	0.0
8653	6.0	2.0
8654	2959.0	1039.0
101928684	0.0	0.0
101928689	7.0	9.0
101928687	10.0	23.0
8648	6536.0	5732.0
8649	3002.0	2621.0
8646	271.0	276.0
8647	6.0	31.0
8662	11690.0	24192.0
8663	767.0	572.0
6001	1298.0	2209.0
8660	5586.0	1030.0
8661	20680.0	17802.0
6000	6.0	10.0
6003	7.0	26.0
8666	7571.0	4226.0
8667	14481.0	14611.0
6002	2804.0	2004.0
8664	14678.0	9304.0
6005	1.0	2.0
6004	293.0	2166.0
8665	8406.0	7849.0
101928698	1.0	1.0
8659	953.0	1428.0
8658	4812.0	3226.0
8673	3607.0	7477.0
6010	2.0	1.0
8674	1797.0	1422.0
8671	137.0	587.0
8672	4434.0	9107.0
6011	1.0	2.0
8677	1290.0	1913.0
6014	0.0	4.0
6013	14.0	3.0
8678	3324.0	2611.0
8675	5249.0	3619.0
6016	1553.0	2192.0
8676	151.0	231.0
6015	2110.0	1636.0
253260	4577.0	2038.0
338707	855.0	657.0
6007	1.0	1.0
6006	31.0	46.0
8668	8352.0	15348.0
6009	2446.0	4082.0
8669	4117.0	5282.0
6008	4.0	1.0
8685	151.0	398.0
8682	9473.0	19534.0
6023	0.0	0.0
8683	2958.0	3427.0
8688	4.0	2.0
8689	2.0	0.0
8686	28.0	0.0
8687	7.0	0.0
253272	7.0	2.0
8681	527.0	92.0
253264	7.0	4.0
6018	2647.0	1570.0
6017	5.0	1.0
6019	39.0	12.0
6031	1.0	0.0
6034	0.0	0.0
8693	49.0	62.0
8694	977.0	1260.0
6033	0.0	0.0
6036	3.0	24.0
6035	1977.0	7142.0
8697	2649.0	3187.0
6038	208.0	78.0
8698	28.0	262.0
6037	0.0	0.0
101928646	0.0	0.0
554234	0.0	0.0
8692	2246.0	5225.0
6030	3.0	2.0
8690	1490.0	676.0
554225	37.0	23.0
554226	1.0	0.0
6029	0.0	0.0
170082	346.0	405.0
6043	0.0	0.0
6045	1757.0	2002.0
6044	0.0	0.0
6047	3649.0	5836.0
6046	16512.0	13779.0
6049	2440.0	1698.0
100421217	0.0	0.0
6048	1763.0	2316.0
100421219	0.0	0.0
101928656	1.0	0.0
6041	1053.0	1767.0
554213	0.0	0.0
554214	0.0	0.0
56904	5381.0	2877.0
56905	2398.0	2981.0
6039	550.0	1127.0
56906	165.0	124.0
56907	1728.0	1557.0
56900	3987.0	4887.0
56901	261.0	833.0
56902	1210.0	1673.0
56903	0.0	4.0
100421222	0.0	0.0
375612	3.0	0.0
375611	86.0	9.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	5361.0	5187.0
554210	10.0	0.0
100528062	391.0	289.0
554212	0.0	0.0
6050	5696.0	7581.0
100528064	1.0	1.0
375616	40.0	46.0
6051	3675.0	6816.0
56910	9178.0	9020.0
554202	20.0	4.0
554203	1410.0	605.0
56915	1003.0	996.0
56916	3750.0	3357.0
56917	720.0	562.0
56918	1.0	1.0
56911	252.0	288.0
56912	2080.0	1367.0
56913	1643.0	1842.0
100421220	0.0	0.0
56914	3.0	37.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	2413.0	1475.0
6069	1.0	0.0
375607	0.0	4.0
554201	2.0	3.0
6060	0.0	0.0
56920	2777.0	2373.0
56926	2306.0	3716.0
56927	3794.0	4605.0
56928	2379.0	1727.0
56929	2530.0	2586.0
56922	2263.0	1439.0
56923	5.0	2.0
56924	25.0	21.0
56925	1095.0	628.0
100421232	1.0	0.0
6076	0.0	0.0
100421245	3.0	1.0
6075	1.0	0.0
6078	0.0	0.0
6079	3.0	2.0
101928601	2.0	20.0
6070	7.0	4.0
91252	1713.0	1865.0
6071	0.0	2.0
6074	0.0	0.0
101928603	2.0	0.0
101928604	0.0	0.0
101928607	103.0	289.0
387612	0.0	0.0
147700	304.0	82.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	1.0	0.0
6082	0.0	0.0
6085	1.0	0.0
6084	3.0	1.0
123722	18.0	3.0
387601	1.0	4.0
123720	1481.0	849.0
147710	2.0	4.0
147711	16.0	12.0
147719	3.0	5.0
6098	0.0	7.0
6097	2027.0	2336.0
6092	50.0	702.0
6091	1863.0	4473.0
6094	131.0	150.0
100528020	0.0	0.0
6093	5292.0	6253.0
100528021	2.0	7.0
6096	44.0	114.0
6095	2174.0	1530.0
91272	2546.0	2512.0
147727	2403.0	1080.0
387638	5.0	0.0
100528030	12.0	16.0
101928638	0.0	1.0
100528032	21.0	17.0
100421271	2.0	0.0
100506697	37.0	32.0
100506696	110.0	610.0
91298	1208.0	835.0
100528007	3.0	0.0
123775	229.0	120.0
91289	2722.0	2713.0
399656	0.0	0.0
100506686	788.0	244.0
100506685	10.0	6.0
100528016	0.0	1.0
100528017	320.0	304.0
100528018	0.0	0.0
100528019	0.0	1.0
100506681	1.0	1.0
91283	622.0	558.0
100506680	26.0	1.0
387646	84.0	209.0
387647	0.0	0.0
387644	83.0	111.0
387640	76.0	55.0
100421295	45.0	52.0
387680	2645.0	1702.0
375686	14.0	12.0
123745	0.0	1.0
100506898	61.0	20.0
100506897	0.0	0.0
390992	0.0	0.0
54471	3242.0	2714.0
54470	803.0	806.0
390996	5.0	4.0
390999	0.0	163.0
54475	1675.0	462.0
387338	1779.0	1390.0
54474	0.0	9.0
54472	2910.0	3622.0
389997	1.0	0.0
54478	90.0	404.0
54477	3229.0	1553.0
387332	2.0	0.0
54476	3733.0	4987.0
91404	4079.0	2989.0
91405	5.0	12.0
91408	3447.0	4172.0
91409	289.0	63.0
375346	147.0	229.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	151.0	75.0
389990	0.0	0.0
102724827	216.0	127.0
54482	1555.0	584.0
102724820	40.0	3.0
100506881	109.0	131.0
54480	2412.0	5331.0
387328	8.0	4.0
387325	2.0	143.0
145497	5.0	0.0
400866	0.0	0.0
387323	3.0	47.0
387321	3.0	0.0
54487	2602.0	1906.0
387322	0.0	0.0
375350	1.0	0.0
723809	5.0	4.0
338391	5.0	2.0
91433	554.0	658.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	3.0
387361	0.0	0.0
102724816	0.0	0.0
338399	1.0	0.0
387362	0.0	0.0
54492	1713.0	4871.0
54491	721.0	794.0
54490	196.0	1503.0
54497	4536.0	4084.0
54496	1922.0	1388.0
448835	0.0	0.0
54495	3888.0	3815.0
448834	1.0	0.0
387359	0.0	0.0
387357	160.0	425.0
54499	4704.0	13175.0
121498	0.0	0.0
54498	534.0	577.0
170463	1022.0	1207.0
157489	177.0	99.0
338382	914.0	1039.0
390980	264.0	235.0
338388	1.0	0.0
448831	0.0	0.0
400841	21.0	2.0
91419	342.0	308.0
91452	1994.0	3644.0
338376	10.0	2.0
145447	33.0	80.0
100313532	6.0	0.0
91442	169.0	379.0
375387	221.0	499.0
91445	2682.0	2268.0
107080554	0.0	0.0
133482	1.0	0.0
100506874	107.0	34.0
100506872	3.0	1.0
169436	116.0	33.0
170425	2.0	12.0
133491	2.0	3.0
91464	0.0	48.0
100506866	598.0	175.0
400892	2.0	14.0
400891	10.0	0.0
91461	327.0	678.0
145483	1025.0	432.0
145482	1083.0	341.0
338339	3.0	7.0
100506810	142.0	578.0
338328	496.0	306.0
100506815	8.0	0.0
326337	0.0	0.0
326339	0.0	0.0
338321	7.0	1.0
338322	4.0	0.0
338323	5.0	2.0
338324	3.0	2501.0
341965	2.0	2.0
326341	0.0	0.0
326340	0.0	6.0
326343	7.0	5.0
326342	36.0	15.0
54407	13514.0	12114.0
8710	1.0	2.0
100506834	282.0	30.0
8711	1265.0	1269.0
54413	198.0	262.0
8703	1890.0	7820.0
101410540	0.0	0.0
8704	1766.0	2986.0
101410541	0.0	0.0
8701	57.0	180.0
101410542	0.0	0.0
54414	2744.0	2949.0
8702	1023.0	1798.0
100506835	19.0	20.0
101410543	0.0	10.0
8707	41.0	18.0
101410544	7.0	4.0
8708	390.0	8.0
101410545	2.0	0.0
101410546	0.0	0.0
8705	342.0	270.0
8706	1198.0	2025.0
326315	12.0	0.0
326317	0.0	0.0
8721	6114.0	7335.0
8722	4614.0	5084.0
8720	12072.0	10173.0
101410537	3.0	1.0
101410538	1337.0	522.0
341947	4.0	1.0
8714	1134.0	2025.0
8715	93.0	25.0
100506826	39.0	23.0
8712	1.0	0.0
8718	426.0	300.0
101410533	30.0	35.0
101410534	0.0	0.0
326325	1.0	1.0
101410535	90.0	85.0
8717	705.0	1485.0
54429	83.0	8.0
101410536	0.0	0.0
326307	585.0	169.0
8732	1462.0	1964.0
8733	4286.0	5871.0
8731	3950.0	3632.0
54431	9453.0	11409.0
400836	3.0	0.0
170487	96.0	14.0
54435	75.0	21.0
54434	3465.0	3570.0
400831	4.0	25.0
54433	1325.0	962.0
400830	25.0	46.0
54432	2387.0	4856.0
54439	2330.0	2131.0
8725	4658.0	5206.0
8726	1177.0	1172.0
54438	928.0	1113.0
54437	68.0	130.0
8723	2711.0	3449.0
326310	191.0	64.0
8724	5694.0	10989.0
54436	536.0	1122.0
8729	5892.0	7105.0
100337589	0.0	0.0
170485	2.0	9.0
8727	1292.0	660.0
8728	266.0	1561.0
170482	1.0	45.0
8740	58.0	173.0
8743	10680.0	16299.0
8744	6.0	53.0
8741	769.0	1091.0
8742	1168.0	1156.0
102724868	0.0	0.0
102724866	1.0	0.0
54442	1337.0	2826.0
54441	40.0	14.0
54440	498.0	1958.0
400823	22.0	66.0
102724862	0.0	0.0
54443	271.0	3713.0
8736	543.0	356.0
8737	2703.0	3729.0
8735	25.0	28.0
326300	5.0	2.0
8738	394.0	395.0
8739	105.0	158.0
8751	6156.0	28795.0
8754	4493.0	6584.0
8755	0.0	0.0
102724853	3.0	0.0
54453	4888.0	4721.0
255512	73.0	43.0
54457	20.0	27.0
54456	7.0	18.0
554049	3.0	0.0
54455	2134.0	2661.0
54454	1663.0	1627.0
8747	8.0	42.0
8748	10.0	4.0
8745	58.0	186.0
54458	2236.0	4540.0
400818	587.0	195.0
8749	0.0	0.0
8761	7386.0	7254.0
6100	410.0	601.0
8760	5067.0	3983.0
6102	1083.0	1947.0
8766	9048.0	20386.0
6101	43.0	6.0
8763	27937.0	48907.0
6103	732.0	629.0
8764	2671.0	1997.0
54460	2407.0	4200.0
54464	4070.0	2699.0
54463	1415.0	829.0
54462	5051.0	3941.0
54461	3101.0	5185.0
54468	2196.0	3330.0
54467	4464.0	5356.0
54466	8.0	7.0
54465	1344.0	812.0
255520	2266.0	3990.0
8759	0.0	0.0
8756	0.0	0.0
54469	3455.0	5778.0
8772	402.0	703.0
8773	3187.0	4757.0
8771	0.0	0.0
8776	2779.0	2029.0
8777	4764.0	1732.0
8774	2116.0	2062.0
8775	3828.0	6737.0
101928566	0.0	0.0
8767	1151.0	1298.0
6120	2221.0	2685.0
101928571	3.0	18.0
8784	43.0	184.0
6122	184731.0	78242.0
8781	0.0	0.0
6121	22.0	1.0
8787	220.0	43.0
6124	92214.0	63105.0
6123	10.0	7.0
8788	452.0	15.0
8785	21.0	1.0
6126	26.0	4.0
8786	248.0	122.0
