id	7f92fd47-9938-4069-bc1d-ce6d7d6c1dc4	eaee0d82-cd7e-47a5-859f-59b7bf5ad6a0
81892	1364.0	1163.0
81893	0.0	7.0
81894	2085.0	1756.0
81890	889.0	640.0
135892	35.0	2.0
649179	0.0	2.0
100506600	11.0	250.0
613126	6.0	34.0
81887	1911.0	986.0
81888	465.0	502.0
145216	4.0	68.0
338591	0.0	14.0
649186	1.0	17.0
338596	127.0	2393.0
338599	0.0	1.0
169200	1706.0	313.0
145226	14.0	180.0
100506637	149.0	206.0
160857	290.0	348.0
160851	1843.0	7554.0
91227	1.0	0.0
157206	7.0	13.0
100506622	24.0	6.0
100856809	0.0	0.0
338588	4.0	0.0
145241	2.0	16.0
91219	2.0	0.0
650172	0.0	5.0
102724678	1.0	1.0
338579	15.0	2.0
326591	563.0	292.0
255738	1.0	65.0
338567	0.0	0.0
102724668	14.0	119.0
255743	1242.0	7779.0
56829	5035.0	3999.0
326586	0.0	0.0
102724655	10.0	1.0
554250	1.0	2.0
554251	383.0	244.0
338557	1172.0	55.0
56832	0.0	81.0
56833	100.0	198.0
56834	859.0	711.0
554235	5.0	43.0
554236	2.0	9.0
56849	205.0	50.0
255725	0.0	22.0
56848	546.0	367.0
56852	610.0	931.0
56853	39.0	106.0
102724631	0.0	0.0
56850	1792.0	1433.0
56851	3017.0	1004.0
100820829	2020.0	138.0
101243555	32.0	2.0
196872	69.0	119.0
8501	2048.0	747.0
8502	7157.0	6692.0
8500	4516.0	5883.0
253128	11.0	94.0
664701	355.0	553.0
255783	306.0	159.0
54207	4.0	50.0
54206	7613.0	2868.0
54205	4629.0	1814.0
664709	16.0	54.0
54209	4.0	401.0
196883	3807.0	664.0
8512	46.0	42.0
8513	6.0	5.0
8510	8.0	0.0
8511	1.0	17.0
54210	50.0	93.0
81831	43.0	95.0
81832	15.0	10.0
81833	0.0	0.0
54212	0.0	0.0
170261	7.0	2.0
8505	1230.0	1496.0
8506	832.0	1255.0
8503	2520.0	5840.0
8504	994.0	469.0
8509	173.0	183.0
8507	793.0	2263.0
255758	90.0	105.0
8508	1162.0	2221.0
8520	2082.0	1131.0
8521	5.0	18.0
169270	344.0	401.0
8522	4017.0	3688.0
102724605	0.0	1.0
554282	0.0	2.0
56886	4996.0	7609.0
54221	223.0	23.0
56888	4152.0	2154.0
554279	2.0	183.0
664722	1.0	1.0
56882	3905.0	16711.0
664721	1.0	3.0
255762	18.0	139.0
56884	0.0	1.0
8516	645.0	238.0
8517	212.0	180.0
8514	495.0	574.0
8515	177.0	680.0
56889	16880.0	4543.0
8518	3497.0	3551.0
8519	7404.0	394.0
8530	142.0	112.0
326624	149.0	232.0
8531	11857.0	2307.0
326625	2081.0	848.0
8534	129.0	2665.0
326628	0.0	0.0
8535	520.0	2591.0
326627	0.0	1.0
8532	40.0	75.0
8533	2958.0	1206.0
8527	1824.0	5999.0
8528	357.0	141.0
8525	2690.0	2219.0
8526	1074.0	717.0
8529	0.0	2.0
8541	106.0	122.0
326613	0.0	2.0
8542	3541.0	1116.0
326615	0.0	0.0
8540	5020.0	2148.0
326614	0.0	1.0
8545	9659.0	3023.0
326617	0.0	0.0
8546	4263.0	2751.0
326616	3.0	19.0
8543	3881.0	603.0
8544	1211.0	138.0
253175	0.0	0.0
554300	2.0	0.0
8538	2.0	573.0
8539	5941.0	2869.0
8536	1252.0	230.0
8537	21.0	2997.0
8552	76.0	512.0
8553	9411.0	12393.0
8550	1861.0	3194.0
326603	38.0	5.0
8551	0.0	0.0
8556	465.0	197.0
326606	0.0	4.0
8557	32.0	73.0
8554	2965.0	3295.0
8555	4798.0	569.0
326607	1.0	18.0
326609	9.0	31.0
255798	0.0	0.0
8549	20.0	11.0
8547	155.0	13.0
8548	1759.0	2625.0
101409261	8.0	5.0
326611	0.0	0.0
8563	1884.0	2220.0
8564	33.0	175.0
8562	3482.0	1763.0
8567	2716.0	4020.0
8568	482.0	490.0
8565	2807.0	2289.0
8566	23349.0	6091.0
253152	13.0	2.0
8560	4390.0	1320.0
100132031	0.0	0.0
100132036	0.0	52.0
253143	2720.0	9109.0
8558	1196.0	1260.0
8559	529.0	633.0
8574	3269.0	1138.0
8575	2921.0	1349.0
8572	261.0	431.0
8573	2538.0	4307.0
8578	1365.0	320.0
8576	1515.0	899.0
8577	3.0	4.0
554354	0.0	31.0
8570	5005.0	3079.0
123811	2508.0	1124.0
8569	3355.0	2221.0
8585	0.0	0.0
8586	0.0	13.0
101928770	1.0	0.0
8583	0.0	0.0
101928773	1.0	25.0
8587	23.0	81.0
8588	0.0	0.0
101928776	0.0	0.0
8581	2.0	2.0
8582	0.0	0.0
8580	0.0	2.0
100132058	0.0	0.0
101409258	20.0	34.0
101409257	2.0	51.0
101409254	0.0	0.0
101409253	0.0	3.0
123803	2489.0	1381.0
8596	0.0	3.0
101928781	2.0	155.0
8594	0.0	0.0
8595	0.0	0.0
101928784	18.0	368.0
8590	0.0	13.0
8591	0.0	0.0
100132066	0.0	2.0
100421113	0.0	0.0
100421114	0.0	3.0
101928790	0.0	365.0
101928795	0.0	0.0
253190	109.0	317.0
100132073	1.0	39.0
100132074	14.0	143.0
100132079	1.0	2.0
554313	1.0	1.0
100421123	0.0	0.0
100856811	0.0	1.0
375513	42.0	88.0
100421125	0.0	0.0
91133	507.0	316.0
100421129	0.0	3.0
91137	5464.0	1193.0
101928720	1.0	0.0
375519	4.0	133.0
100856810	0.0	0.0
100421136	15.0	8.0
100421137	0.0	0.0
101928734	0.0	21.0
91120	209.0	716.0
101928736	38.0	189.0
147837	125.0	265.0
100421131	0.0	9.0
100421133	0.0	0.0
91156	35.0	106.0
100421146	0.0	0.0
160824	1.0	0.0
100421148	0.0	0.0
101928744	1.0	22.0
91151	164.0	346.0
147841	43.0	125.0
100421143	0.0	0.0
91149	60.0	34.0
101928752	6.0	5.0
91147	514.0	979.0
387509	2350.0	252.0
100421153	0.0	3.0
100421167	0.0	0.0
91179	440.0	160.0
100506574	1.0	25.0
399520	16.0	1.0
100421178	0.0	1.0
100506564	0.0	2.0
121227	2591.0	797.0
387521	1756.0	949.0
387522	2.0	0.0
100421172	23.0	78.0
100421175	1.0	0.0
100421177	0.0	0.0
100506599	52.0	473.0
100856877	0.0	2.0
100421189	0.0	35.0
100856878	0.0	21.0
121214	1.0	3.0
387559	0.0	84.0
123876	48.0	5.0
123872	17.0	1519.0
100421180	0.0	0.0
147808	210.0	313.0
100421185	0.0	0.0
147804	202.0	461.0
123879	3820.0	1544.0
147807	444.0	179.0
100421188	0.0	1.0
375567	13.0	13.0
399512	1020.0	1386.0
399511	126.0	108.0
91181	16.0	473.0
448990	7.0	48.0
101928715	6.0	38.0
100506581	63.0	24.0
100856881	0.0	64.0
100506775	6.0	10.0
100506779	26.0	244.0
160762	0.0	1.0
93953	117.0	335.0
104326057	0.0	0.0
399687	2283.0	2963.0
104326058	0.0	50.0
100506776	76.0	45.0
348094	592.0	425.0
160760	4154.0	1464.0
348093	1439.0	94.0
387695	0.0	0.0
104326055	8.0	309.0
93948	20.0	6.0
399693	0.0	20.0
104326053	0.0	0.0
399694	37.0	15.0
104326054	0.0	3.0
104326051	1.0	0.0
104326052	29.0	3.0
133150	0.0	0.0
399697	0.0	8.0
100506765	0.0	1.0
387694	8.0	26.0
102724706	0.0	0.0
54361	46.0	327.0
54360	150.0	36.0
54363	0.0	0.0
387684	0.0	312.0
147798	93.0	3232.0
159770	1.0	0.0
100506769	10.0	0.0
93973	1327.0	1436.0
399668	225.0	59.0
100506795	389.0	30.0
399669	70.0	136.0
399664	426.0	472.0
399666	0.0	0.0
93974	1052.0	1311.0
399665	1212.0	6758.0
100506791	2.0	2.0
81993	4.0	0.0
399671	108.0	415.0
399670	0.0	10.0
160777	0.0	51.0
91300	1249.0	1136.0
100506783	172.0	17.0
91304	3602.0	1570.0
100506787	1.0	0.0
100293948	1.0	65.0
204219	4.0	109.0
121130	0.0	0.0
145165	28.0	9.0
54386	5261.0	1184.0
123787	0.0	11.0
652670	1.0	0.0
121129	0.0	0.0
100506733	0.0	1.0
147746	6.0	20.0
255812	393.0	594.0
147741	7.0	3.0
147744	0.0	26.0
100506737	23.0	15.0
100506736	326.0	178.0
160728	2.0	0.0
100506724	0.0	0.0
100506723	1.0	25.0
93986	1092.0	169.0
100506721	0.0	28.0
100913183	2.0	73.0
100913182	0.0	4.0
91319	53.0	287.0
93979	15.0	5.0
91316	91.0	120.0
133121	19.0	36.0
93978	1.0	0.0
100506753	133.0	1077.0
91355	135.0	984.0
91353	0.0	11.0
100506757	2.0	1.0
100506755	211.0	220.0
91351	2904.0	1503.0
100506759	0.0	1.0
107080641	0.0	6.0
100506742	36.0	11.0
348021	0.0	0.0
107080653	0.0	0.0
255809	51.0	37.0
100506749	0.0	171.0
107080654	0.0	5.0
107080655	0.0	0.0
107080652	0.0	22.0
348013	695.0	245.0
338692	665.0	1416.0
338699	664.0	1136.0
107080628	0.0	0.0
107080629	1.0	0.0
56931	437.0	373.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	1.0	1.0
56937	4449.0	4202.0
196792	36.0	83.0
107080620	8.0	88.0
56938	1356.0	317.0
107080621	0.0	2.0
107080622	0.0	0.0
107080623	1.0	81.0
56934	3.0	2.0
56935	225.0	136.0
56936	0.0	5.0
56940	4194.0	1063.0
107080639	1.0	0.0
56941	4441.0	595.0
56942	713.0	398.0
56943	2682.0	890.0
107080636	28.0	2.0
107080637	0.0	5.0
56948	411.0	272.0
56949	2009.0	1125.0
107080632	2.0	73.0
56944	3902.0	1186.0
56945	2112.0	1127.0
56946	1687.0	2784.0
56947	3633.0	2310.0
107080630	4.0	35.0
100506713	262.0	504.0
100506712	2.0	28.0
100506710	4240.0	6013.0
338674	0.0	0.0
338675	0.0	0.0
56951	4432.0	2101.0
56952	346.0	144.0
56953	136.0	93.0
102724774	3.0	1.0
56954	3041.0	2908.0
56950	1510.0	1007.0
100506715	0.0	0.0
100506714	231.0	452.0
56955	0.0	3.0
56956	1.0	6.0
56957	3062.0	8743.0
8600	0.0	10.0
8601	38.0	236.0
723790	0.0	0.0
338661	0.0	1.0
338662	0.0	2.0
338657	760.0	2135.0
56963	2084.0	190.0
56964	201.0	943.0
56965	3367.0	4301.0
56961	0.0	0.0
56967	1575.0	689.0
56969	5.0	45.0
8611	6975.0	737.0
8612	152.0	3278.0
81926	1333.0	1152.0
145173	566.0	605.0
81928	290.0	583.0
338651	9.0	327.0
81929	2314.0	1175.0
338653	20.0	18.0
81930	22.0	100.0
56975	2282.0	594.0
81931	76.0	703.0
81932	1048.0	1042.0
56970	2032.0	2542.0
56971	223.0	173.0
8604	1677.0	3536.0
8605	548.0	1016.0
8602	2219.0	1618.0
8603	1863.0	3621.0
8608	19.0	46.0
56977	576.0	412.0
8609	4629.0	2409.0
56978	291.0	63.0
56979	0.0	0.0
8607	916.0	1206.0
8622	2835.0	692.0
8623	1293.0	791.0
8620	0.0	0.0
8621	3635.0	7545.0
338645	116.0	35.0
56984	3383.0	1267.0
56985	515.0	341.0
56986	2505.0	3048.0
338637	0.0	1.0
56987	5535.0	5510.0
102724742	0.0	0.0
56980	644.0	1677.0
56981	934.0	836.0
56983	860.0	591.0
8615	8490.0	4549.0
54329	50.0	40.0
54328	153.0	189.0
8613	29518.0	1747.0
8614	238.0	45801.0
8618	7.0	90.0
8630	31.0	253.0
8633	302.0	754.0
8634	2598.0	1149.0
8631	86.0	452.0
8632	148.0	379.0
56990	3104.0	1868.0
169166	30.0	6.0
554175	4.0	6.0
54332	364.0	260.0
56995	1491.0	8794.0
255877	1999.0	474.0
664616	0.0	10.0
56996	1016.0	814.0
54331	7535.0	923.0
56997	22375.0	1177.0
664614	0.0	3.0
56998	2940.0	1022.0
664613	0.0	8.0
664612	0.0	6.0
56992	103.0	228.0
56993	3461.0	1751.0
56994	6112.0	1132.0
8626	106.0	481.0
8624	739.0	225.0
8625	1136.0	493.0
56999	3461.0	860.0
664617	0.0	0.0
8629	1557.0	1901.0
8641	182.0	130.0
8644	10067.0	446.0
8645	137.0	84.0
8642	4839.0	2589.0
8643	283.0	205.0
652624	7.0	0.0
196743	227.0	211.0
54346	0.0	1.0
54345	1353.0	80.0
54344	503.0	239.0
8637	478.0	67.0
8638	637.0	60.0
8635	791.0	1892.0
8636	840.0	562.0
8639	114450.0	924.0
196740	12136.0	1173.0
8651	113.0	12.0
8650	5835.0	5687.0
8655	5595.0	3354.0
101928685	6.0	1.0
8653	0.0	1.0
8654	2849.0	1846.0
101928684	0.0	6.0
101928689	7.0	55.0
101928687	0.0	11.0
8648	7941.0	9097.0
8649	2595.0	1091.0
8646	435.0	685.0
8647	319.0	38.0
8662	8340.0	2390.0
8663	246.0	120.0
6001	559.0	1289.0
8660	9286.0	496.0
8661	19319.0	9154.0
6000	0.0	10.0
6003	69.0	24.0
8666	4734.0	1845.0
8667	15655.0	6036.0
6002	1428.0	3354.0
8664	10479.0	4589.0
6005	9.0	9.0
6004	1216.0	515.0
8665	12651.0	3913.0
101928698	93.0	1.0
8659	3979.0	249.0
8658	4132.0	5475.0
8673	857.0	1168.0
6010	0.0	12.0
8674	2225.0	891.0
8671	5203.0	15990.0
8672	6014.0	11024.0
6011	0.0	15.0
8677	678.0	434.0
6014	0.0	0.0
6013	22.0	54.0
8678	2874.0	2489.0
8675	4607.0	3419.0
6016	1649.0	2223.0
8676	2639.0	65.0
6015	1526.0	1409.0
253260	3123.0	3400.0
338707	0.0	600.0
6007	26.0	190.0
6006	12.0	91.0
8668	8945.0	2924.0
6009	3698.0	965.0
8669	3447.0	1198.0
6008	4.0	0.0
8685	856.0	9.0
8682	19831.0	11689.0
6023	0.0	0.0
8683	1984.0	1437.0
8688	0.0	5.0
8689	0.0	0.0
8686	0.0	0.0
8687	0.0	0.0
253272	10.0	1.0
8681	336.0	716.0
253264	20.0	20.0
6018	2106.0	1951.0
6017	0.0	33.0
6019	16.0	9.0
6031	2.0	267.0
6034	0.0	10.0
8693	20.0	41.0
8694	15129.0	817.0
6033	0.0	2.0
6036	5.0	13.0
6035	26765.0	723.0
8697	2294.0	1171.0
6038	714.0	33.0
8698	84.0	22.0
6037	4.0	2.0
101928646	5.0	2.0
554234	1.0	0.0
8692	1879.0	1118.0
6030	0.0	376.0
8690	1038.0	202.0
554225	3.0	47.0
554226	0.0	5.0
6029	0.0	0.0
170082	322.0	376.0
6043	0.0	0.0
6045	1162.0	3177.0
6044	0.0	0.0
6047	3107.0	3410.0
6046	13189.0	12494.0
6049	2802.0	2607.0
100421217	0.0	0.0
6048	1244.0	950.0
100421219	0.0	0.0
101928656	2.0	1.0
6041	961.0	1693.0
554213	0.0	1.0
554214	0.0	0.0
56904	1587.0	4566.0
56905	2388.0	791.0
6039	527.0	406.0
56906	184.0	53.0
56907	1567.0	1893.0
56900	5262.0	1969.0
56901	1438.0	219.0
56902	834.0	398.0
56903	1.0	10.0
100421222	0.0	0.0
375612	2.0	7.0
375611	18.0	178.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3681.0	1662.0
554210	0.0	11.0
100528062	244.0	347.0
554212	0.0	0.0
6050	6444.0	1984.0
100528064	5.0	2.0
375616	280.0	59.0
6051	2801.0	5011.0
56910	7879.0	5464.0
554202	2.0	8.0
554203	1595.0	2262.0
56915	412.0	211.0
56916	2628.0	1553.0
56917	275.0	1569.0
56918	7.0	7.0
56911	265.0	575.0
56912	1811.0	2421.0
56913	1975.0	599.0
100421220	0.0	0.0
56914	0.0	13.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1388.0	1470.0
6069	0.0	0.0
375607	1.0	0.0
554201	0.0	12.0
6060	1.0	2.0
56920	19098.0	773.0
56926	1836.0	825.0
56927	3065.0	1304.0
56928	1290.0	1154.0
56929	3264.0	2244.0
56922	10511.0	1307.0
56923	0.0	18.0
56924	0.0	34.0
56925	901.0	425.0
100421232	0.0	0.0
6076	1.0	12.0
100421245	0.0	486.0
6075	0.0	3.0
6078	0.0	12.0
6079	1.0	2.0
101928601	22.0	1.0
6070	4.0	10.0
91252	1566.0	872.0
6071	1.0	1.0
6074	0.0	0.0
101928603	1.0	3.0
101928604	1.0	52.0
101928607	14.0	43.0
387612	0.0	1.0
147700	2.0	70.0
387615	0.0	0.0
6086	0.0	1.0
6089	0.0	0.0
101928611	0.0	1.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	1.0
6084	1.0	23.0
123722	11.0	253.0
387601	88.0	8.0
123720	1516.0	831.0
147710	1.0	3.0
147711	11.0	34.0
147719	0.0	3.0
6098	0.0	124.0
6097	337.0	2969.0
6092	219.0	57.0
6091	6390.0	1905.0
6094	224.0	124.0
100528020	0.0	0.0
6093	7880.0	4381.0
100528021	0.0	0.0
6096	1547.0	101.0
6095	2504.0	3923.0
91272	2460.0	1381.0
147727	1010.0	429.0
387638	0.0	375.0
100528030	6.0	87.0
101928638	1.0	2.0
100528032	1.0	3.0
100421271	0.0	75.0
100506697	4.0	16.0
100506696	104.0	32.0
91298	943.0	534.0
100528007	0.0	0.0
123775	100.0	153.0
91289	3757.0	1035.0
399656	0.0	12.0
100506686	459.0	741.0
100506685	2.0	62.0
100528016	3.0	0.0
100528017	44.0	0.0
100528018	4.0	0.0
100528019	15.0	0.0
100506681	2.0	88.0
91283	507.0	462.0
100506680	2.0	8.0
387646	58.0	443.0
387647	0.0	0.0
387644	27.0	337.0
387640	123.0	1225.0
100421295	113.0	163.0
387680	2898.0	1792.0
375686	9.0	101.0
123745	1.0	5.0
100506898	61.0	55.0
100506897	0.0	66.0
390992	0.0	0.0
54471	5933.0	1489.0
54470	480.0	443.0
390996	0.0	10.0
390999	0.0	0.0
54475	1017.0	467.0
387338	1712.0	2157.0
54474	0.0	5.0
54472	3319.0	1999.0
389997	0.0	0.0
54478	9.0	52.0
54477	2030.0	2410.0
387332	1.0	4.0
54476	2975.0	2205.0
91404	11556.0	7658.0
91405	12.0	18.0
91408	3879.0	933.0
91409	26.0	441.0
375346	162.0	396.0
100506888	0.0	33.0
389992	1.0	0.0
102724826	210.0	798.0
389990	0.0	1.0
102724827	215.0	651.0
54482	946.0	389.0
102724820	16.0	153.0
100506881	161.0	191.0
54480	1260.0	1527.0
387328	0.0	1.0
387325	1.0	70.0
145497	8.0	60.0
400866	1.0	0.0
387323	0.0	63.0
387321	0.0	19.0
54487	1253.0	2246.0
387322	0.0	2.0
375350	0.0	0.0
723809	2.0	32.0
338391	7.0	6.0
91433	451.0	225.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	7.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	10.0
387362	0.0	0.0
54492	5352.0	1221.0
54491	520.0	734.0
54490	0.0	8.0
54497	4660.0	5985.0
54496	2670.0	1261.0
448835	0.0	0.0
54495	5092.0	1396.0
448834	0.0	0.0
387359	0.0	0.0
387357	31.0	92.0
54499	4540.0	4730.0
121498	0.0	2.0
54498	144.0	100.0
170463	946.0	576.0
157489	359.0	171.0
338382	650.0	144.0
390980	218.0	701.0
338388	0.0	0.0
448831	0.0	0.0
400841	0.0	0.0
91419	1036.0	87.0
91452	3611.0	1374.0
338376	0.0	2.0
145447	151.0	198.0
100313532	4.0	575.0
91442	141.0	186.0
375387	803.0	103.0
91445	2911.0	2316.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	154.0	80.0
100506872	0.0	6.0
169436	36.0	245.0
170425	0.0	0.0
133491	2.0	2.0
91464	0.0	2.0
100506866	541.0	1460.0
400892	0.0	12.0
400891	0.0	4.0
91461	7656.0	172.0
145483	531.0	1023.0
145482	787.0	578.0
338339	4.0	2.0
100506810	11.0	82.0
338328	3020.0	40.0
100506815	2.0	1000.0
326337	0.0	0.0
326339	0.0	0.0
338321	6.0	69.0
338322	0.0	1.0
338323	13.0	11.0
338324	0.0	2.0
341965	1.0	1.0
326341	0.0	0.0
326340	0.0	22.0
326343	22.0	3.0
326342	16.0	163.0
54407	11854.0	2526.0
8710	21.0	10.0
100506834	184.0	33.0
8711	110.0	1310.0
54413	91.0	132.0
8703	1500.0	3695.0
101410540	0.0	29.0
8704	2176.0	1032.0
101410541	1.0	31.0
8701	8.0	385.0
101410542	0.0	0.0
54414	2312.0	1259.0
8702	802.0	753.0
100506835	88.0	19.0
101410543	4.0	63.0
8707	19.0	661.0
101410544	1.0	55.0
8708	57.0	12.0
101410545	0.0	8.0
101410546	0.0	0.0
8705	325.0	329.0
8706	661.0	691.0
326315	3.0	175.0
326317	0.0	0.0
8721	4345.0	2464.0
8722	6292.0	1196.0
8720	11075.0	6878.0
101410537	0.0	23.0
101410538	4803.0	908.0
341947	7.0	3.0
8714	135.0	1234.0
8715	0.0	0.0
100506826	30.0	62.0
8712	1.0	0.0
8718	265.0	801.0
101410533	22.0	37.0
101410534	0.0	4.0
326325	1.0	16.0
101410535	127.0	381.0
8717	439.0	338.0
54429	35.0	126.0
101410536	0.0	14.0
326307	657.0	63.0
8732	1335.0	823.0
8733	5065.0	1318.0
8731	3088.0	2485.0
54431	5412.0	3964.0
400836	1.0	3.0
170487	4.0	430.0
54435	8.0	30.0
54434	3096.0	3582.0
400831	26.0	9.0
54433	324.0	169.0
400830	5064.0	33.0
54432	1459.0	2123.0
54439	1533.0	760.0
8725	5148.0	2779.0
8726	932.0	490.0
54438	4122.0	1630.0
54437	150.0	88.0
8723	2319.0	1043.0
326310	210.0	35.0
8724	16692.0	1373.0
54436	364.0	801.0
8729	5950.0	7989.0
100337589	0.0	3.0
170485	0.0	3.0
8727	7128.0	366.0
8728	362.0	1274.0
170482	2.0	6.0
8740	100.0	96.0
8743	9629.0	5518.0
8744	75.0	19.0
8741	352.0	327.0
8742	2599.0	275.0
102724868	1.0	3.0
102724866	2.0	30.0
54442	939.0	699.0
54441	43.0	33.0
54440	294.0	425.0
400823	6.0	51.0
102724862	0.0	0.0
54443	51.0	825.0
8736	3632.0	254.0
8737	3533.0	3140.0
8735	3.0	444.0
326300	1.0	11.0
8738	555.0	540.0
8739	36.0	14.0
8751	8371.0	7077.0
8754	6606.0	2201.0
8755	0.0	0.0
102724853	0.0	10.0
54453	4572.0	4843.0
255512	79.0	44.0
54457	15.0	12.0
54456	166.0	71.0
554049	1.0	13.0
54455	2279.0	2809.0
54454	1024.0	3350.0
8747	30.0	296.0
8748	9.0	522.0
8745	369.0	160.0
54458	3224.0	2299.0
400818	716.0	1625.0
8749	0.0	0.0
8761	13250.0	3005.0
6100	301.0	212.0
8760	8370.0	7368.0
6102	1295.0	663.0
8766	9649.0	4454.0
6101	1.0	21.0
8763	50819.0	6811.0
6103	1214.0	784.0
8764	1618.0	2046.0
54460	2279.0	2104.0
54464	4336.0	4519.0
54463	2921.0	1853.0
54462	5856.0	4453.0
54461	4735.0	1334.0
54468	1730.0	1122.0
54467	5474.0	2760.0
54466	9.0	334.0
54465	1044.0	501.0
255520	2341.0	1643.0
8759	0.0	0.0
8756	0.0	1.0
54469	5453.0	3873.0
8772	123.0	140.0
8773	3587.0	2385.0
8771	0.0	0.0
8776	1622.0	2066.0
8777	11084.0	2621.0
8774	1759.0	1949.0
8775	4531.0	3526.0
101928566	1.0	0.0
8767	842.0	611.0
6120	2222.0	1425.0
101928571	1.0	18.0
8784	12.0	93.0
6122	87388.0	21052.0
8781	0.0	0.0
6121	0.0	1.0
8787	24.0	26.0
6124	102257.0	28217.0
6123	36.0	3.0
8788	15.0	2.0
8785	14.0	2.0
6126	37.0	32.0
8786	449.0	1131.0
6125	57514.0	16086.0
101928578	299.0	202.0
8780	5413.0	1953.0
6117	6435.0	2582.0
8778	9.0	26.0
6119	844.0	225.0
6118	2194.0	1144.0
8794	70.0	60.0
8795	2088.0	1799.0
6130	52111.0	13467.0
8792	333.0	234.0
6133	35131.0	6995.0
6132	38850.0	7210.0
8793	589.0	167.0
8798	523.0	693.0
6135	54057.0	12642.0
8799	1386.0	1206.0
6134	79989.0	20864.0
8796	220.0	1.0
6137	36833.0	6654.0
8797	329.0	367.0
6136	27464.0	15304.0
100421307	9.0	6.0
101735302	263.0	1103.0
8790	1434.0	989.0
100134444	0.0	0.0
6128	43670.0	15389.0
8789	22.0	1.0
6129	45924.0	7023.0
6142	12956.0	4809.0
6141	22549.0	7763.0
100421311	6.0	36.0
6144	17303.0	7403.0
6143	47145.0	10161.0
100421313	2.0	32.0
6146	22749.0	4411.0
6145	2.0	48.0
6148	0.0	0.0
6147	23958.0	6544.0
100421318	0.0	0.0
100421319	0.0	9.0
100337590	0.0	1.0
100337591	9.0	4.0
6139	1386.0	1412.0
6138	54174.0	16526.0
6152	26341.0	9534.0
6155	34762.0	5955.0
6154	18808.0	7925.0
100421324	0.0	12.0
6157	30116.0	9375.0
6156	33116.0	11214.0
6159	32594.0	4960.0
6158	25027.0	5530.0
100421328	1.0	5.0
6150	611.0	258.0
101928527	384.0	59.0
6164	30367.0	6772.0
6163	8.0	126.0
6166	8857.0	3193.0
6165	27096.0	13314.0
6168	46277.0	9346.0
6167	32373.0	11974.0
100421338	1.0	4.0
6169	17662.0	7409.0
101928536	0.0	3.0
6160	36731.0	7333.0
101928537	0.0	5.0
6161	51297.0	12929.0
100421331	0.0	105.0
6175	73783.0	13128.0
6174	144.0	17.0
6176	49524.0	5673.0
101928545	151.0	512.0
6171	10116.0	2593.0
6170	8640.0	1141.0
6173	2742.0	2169.0
6172	214.0	5.0
100421340	0.0	2.0
100421341	4.0	43.0
100421354	0.0	0.0
6185	10591.0	8195.0
101928550	12.0	17.0
6188	35077.0	16498.0
6187	26741.0	7375.0
100421357	1.0	221.0
6189	27249.0	7417.0
101928555	472.0	11.0
6182	230.0	28.0
6181	76734.0	3282.0
6184	9284.0	5505.0
101928559	0.0	1.0
6183	526.0	197.0
100421350	8.0	42.0
100421351	9.0	1138.0
100421353	0.0	121.0
6197	5520.0	1060.0
6196	6021.0	1697.0
6199	865.0	831.0
6198	3281.0	2129.0
6191	89835.0	28788.0
6193	24618.0	5297.0
6192	0.0	0.0
91373	831.0	720.0
6195	331.0	2149.0
6194	100590.0	29931.0
390916	927.0	358.0
145407	581.0	441.0
100421363	6.0	5.0
100421376	0.0	2.0
100421379	2.0	45.0
91369	9628.0	2685.0
91368	1088.0	590.0
652489	0.0	1.0
390924	34.0	7.0
389901	13.0	22.0
390928	0.0	0.0
390927	214.0	1086.0
100421371	19.0	47.0
100421374	34.0	25.0
389903	0.0	0.0
100421389	2.0	3.0
91392	456.0	174.0
389935	0.0	3.0
389932	2.0	25.0
100421384	10.0	0.0
100421398	1.0	49.0
100421399	0.0	0.0
101928513	8.0	6.0
91380	0.0	0.0
390904	1.0	12.0
145438	13.0	511.0
100421390	1.0	34.0
100421391	0.0	0.0
100421395	4.0	27.0
100421397	1.0	288.0
375316	59.0	88.0
375318	0.0	0.0
390963	128.0	95.0
375307	5.0	39.0
389941	11.0	90.0
389948	0.0	60.0
375337	0.0	0.0
377997	0.0	0.0
387316	1.0	0.0
121456	27.0	77.0
387317	0.0	2.0
121457	846.0	198.0
389976	1.0	5.0
375341	741.0	769.0
387319	0.0	0.0
375323	10.0	342.0
389970	0.0	0.0
390940	161.0	344.0
133418	1813.0	567.0
390948	0.0	0.0
121441	1506.0	1368.0
390949	0.0	0.0
652411	1.0	1.0
145370	2.0	3.0
102724954	4.0	118.0
54596	82.0	90.0
375484	576.0	725.0
91526	1141.0	2480.0
133396	6.0	10.0
196951	67.0	436.0
91523	301.0	190.0
91522	11.0	27.0
121391	0.0	0.0
145376	115.0	11.0
400986	320.0	6646.0
400984	6.0	19.0
196968	69.0	40.0
157378	1247.0	906.0
723961	3.0	1.0
145389	645.0	515.0
