id	cbfa8434-6acf-4122-ab58-991efcc6aa6b	dd538c2f-a55d-4f4c-a83a-1507bf365403
3684	480.0	586.0
100873351	0.0	0.0
285512	42.0	27.0
1022	449.0	2272.0
285513	343.0	405.0
1021	893.0	1174.0
1020	423.0	1182.0
440299	0.0	0.0
1019	2045.0	2739.0
128709	0.0	0.0
1018	5.0	3.0
1017	533.0	1383.0
1016	1.0	0.0
1015	6.0	15.0
1014	0.0	1.0
1013	0.0	3.0
1012	2448.0	769.0
116730	9.0	28.0
3674	49.0	20.0
100873358	0.0	0.0
3675	2317.0	4241.0
100873357	0.0	0.0
3676	65.0	343.0
100128731	5046.0	5798.0
100873356	0.0	0.0
3678	6299.0	2948.0
3679	21642.0	717.0
100873359	0.0	0.0
728464	13.0	25.0
728463	3.0	8.0
100128725	0.0	0.0
3690	137.0	79.0
3691	5049.0	6795.0
100873343	1.0	1.0
3692	3651.0	19381.0
3693	18842.0	11831.0
285521	548.0	920.0
100873342	0.0	0.0
3694	86.0	8220.0
100873341	0.0	0.0
3695	42.0	177.0
100873340	0.0	0.0
100128723	0.0	0.0
1033	26.0	436.0
1032	395.0	347.0
285525	5.0	1.0
1031	4622.0	345.0
285527	2103.0	3559.0
1030	3971.0	1070.0
728468	0.0	0.0
440288	79.0	75.0
1029	171.0	125.0
440295	14.0	24.0
1028	6193.0	425.0
1027	4006.0	3680.0
1026	10832.0	8687.0
1025	2771.0	2499.0
1024	482.0	1143.0
3685	2826.0	10683.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	89.0	307.0
100873345	0.0	0.0
3688	24536.0	17804.0
100873344	0.0	0.0
3689	1181.0	1932.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	0.0	0.0
100873370	0.0	0.0
728498	6.0	0.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	26.0	37.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	18.0	42.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	3.0	2.0
1043	355.0	452.0
1041	0.0	53.0
1040	56.0	6423.0
1039	833.0	1833.0
1038	24.0	0.0
1036	3196.0	277.0
3696	61.0	1331.0
3697	12.0	1.0
100873379	0.0	0.0
3698	0.0	847.0
100873378	0.0	2.0
3699	158.0	20.0
100873377	0.0	0.0
728486	2.0	7.0
100873361	0.0	0.0
105373869	0.0	159.0
100873360	0.0	2.0
285540	43.0	63.0
100128705	0.0	3.0
100873365	0.0	1.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	0.0	0.0
100873362	0.0	0.0
100128701	0.0	4.0
1054	2612.0	3028.0
285547	0.0	0.0
1053	0.0	0.0
285548	0.0	0.0
1052	7862.0	4444.0
1051	5045.0	6057.0
728489	3.0	7.0
1050	10885.0	1217.0
100128707	0.0	0.0
1048	9.0	79.0
1047	25.0	619.0
1046	0.0	0.0
1045	0.0	0.0
100873369	2.0	0.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	1.0	0.0
1066	18302.0	261.0
1063	32.0	4075.0
1062	35.0	709.0
1061	0.0	0.0
1060	523.0	1156.0
440253	103.0	14.0
1059	6707.0	9448.0
1058	4.0	261.0
1057	1.0	1.0
85379	2416.0	5039.0
114112	431.0	631.0
1056	12.0	31.0
85377	989.0	1750.0
85378	1307.0	1204.0
128745	0.0	0.0
85376	2.0	3.0
440248	206.0	111.0
1075	3714.0	1936.0
1074	2.0	7.0
1073	3722.0	841.0
1072	23889.0	56925.0
1071	702.0	41.0
440243	0.0	0.0
1070	502.0	894.0
1069	2010.0	5779.0
1068	1.0	0.0
85369	1056.0	1522.0
85366	2.0	6.0
85364	1363.0	1421.0
85365	1084.0	2035.0
85363	536.0	1247.0
85360	2033.0	341.0
1080	3.0	43.0
85391	8.0	22.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	2.0	1.0
153733	256.0	749.0
1087	0.0	34.0
1086	0.0	0.0
440279	18.0	3.0
1085	6.0	4.0
1084	1.0	0.0
440278	74.0	104.0
1082	0.0	0.0
403294	0.0	0.0
440275	2032.0	3093.0
1081	0.0	14.0
85397	0.0	1.0
85395	629.0	645.0
403285	0.0	0.0
1091	0.0	0.0
1090	1.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	1.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	182.0	149.0
1089	2.0	3.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	5.0	2.0
285598	259.0	331.0
126133	1982.0	2583.0
128790	0.0	0.0
126129	133.0	184.0
126123	0.0	1.0
442862	0.0	0.0
126119	1117.0	1324.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	29.0	12.0
442897	0.0	0.0
442898	0.0	1.0
114134	259.0	339.0
442899	0.0	0.0
100128790	0.0	0.0
128760	1.0	2.0
100128788	29.0	199.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	2.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	0.0
128756	0.0	0.0
100128782	87.0	55.0
100128781	0.0	0.0
403230	0.0	2.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	0.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	279.0	429.0
102466616	0.0	0.0
126052	0.0	0.0
151009	29.0	18.0
403227	0.0	0.0
403228	0.0	0.0
138046	2.0	0.0
645558	0.0	0.0
403229	1.0	7.0
645573	0.0	0.0
645572	0.0	0.0
645571	1.0	2.0
403223	0.0	1.0
403224	0.0	0.0
403226	0.0	0.0
200634	25.0	1762.0
107131122	0.0	0.0
138050	4081.0	5897.0
403219	0.0	0.0
151011	3326.0	3343.0
645587	0.0	2.0
165679	16.0	1327.0
126037	10.0	29.0
114049	2465.0	4616.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	400.0	432.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	823.0	1587.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	131.0	265.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	1.0	235.0
645598	0.0	0.0
163007	3.0	11.0
114038	2.0	0.0
645591	1.0	0.0
106481495	0.0	0.0
114041	0.0	411.0
106481496	0.0	0.0
114042	2.0	1.0
106481493	0.0	0.0
114043	9.0	3.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	46.0	231.0
126017	141.0	781.0
106481497	0.0	0.0
106481498	0.0	1.0
85303	0.0	0.0
85300	2.0	1.0
85301	176.0	604.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	469.0	3514.0
106481459	0.0	0.0
26994	7736.0	6133.0
106481457	1.0	2.0
26995	1065.0	2468.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	226.0	767.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	1.0
106481460	2.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1221.0	2282.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	1.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	8289.0	315.0
106481472	0.0	0.0
106481477	0.0	3.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	14.0	353.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	165.0	981.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	1.0	2.0
106481437	0.0	0.0
26974	100.0	288.0
153657	8.0	37.0
106481438	0.0	49.0
106481435	0.0	0.0
26973	506.0	2281.0
165631	15.0	31.0
106481436	0.0	1.0
26978	7.0	3.0
126075	347.0	682.0
106481439	0.0	0.0
403250	0.0	0.0
126074	88.0	208.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1764.0	1719.0
106481444	0.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	5575.0	981.0
85354	0.0	0.0
85352	57.0	71.0
403241	0.0	4.0
344462	0.0	5.0
403244	0.0	0.0
403245	0.0	0.0
153642	236.0	553.0
153643	4.0	36.0
403247	0.0	0.0
403248	0.0	0.0
26985	1822.0	3817.0
106481448	0.0	0.0
26986	25780.0	63712.0
126069	68.0	59.0
106481449	0.0	0.0
126068	206.0	577.0
106481446	0.0	0.0
26983	0.0	0.0
26984	703.0	1019.0
106481447	0.0	0.0
106481451	0.0	1.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	14.0	68.0
106481455	0.0	0.0
85349	0.0	9.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	5.0
85347	0.0	0.0
26980	0.0	4.0
106481454	0.0	0.0
403238	0.0	0.0
85344	0.0	45.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	14.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	1.0
100873392	1.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	576.0	1967.0
100873390	0.0	0.0
728556	23.0	48.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	21.0	101.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	3.0
163081	234.0	423.0
106481423	1.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	2.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	24.0	379.0
100873384	0.0	0.0
285601	20.0	4.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	0.0	0.0
63910	21.0	557.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	198.0	958.0
222008	5.0	3260.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	2765.0	7502.0
63904	0.0	0.0
106481430	0.0	0.0
163071	32.0	7.0
63906	772.0	612.0
106481433	2.0	0.0
63908	334.0	514.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	13.0	158.0
63920	312.0	277.0
63923	1606.0	368.0
63922	219.0	913.0
728577	124.0	20.0
63925	513.0	1825.0
63924	59612.0	849.0
63916	1477.0	5693.0
63917	2135.0	3148.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	4.0
728564	1.0	4.0
285622	0.0	5.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	753.0	1131.0
106481402	0.0	0.0
63931	1281.0	2020.0
106481403	0.0	1.0
63934	158.0	623.0
728567	1.0	2.0
106481408	0.0	0.0
163088	0.0	3.0
63933	1877.0	2976.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	1988.0	3113.0
163087	335.0	408.0
728568	212.0	313.0
106481407	8.0	7.0
3704	1263.0	3767.0
3705	11569.0	7936.0
63926	338.0	1026.0
3706	13.0	45.0
63929	543.0	1012.0
3707	4422.0	3045.0
63928	2.0	0.0
3708	1489.0	4250.0
106481411	0.0	0.0
3709	1837.0	7280.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	16.0	5.0
3702	18.0	96.0
3703	4055.0	16234.0
645506	0.0	0.0
151050	441.0	528.0
645520	0.0	0.0
63941	841.0	1029.0
63940	470.0	799.0
63943	239.0	507.0
728517	0.0	0.0
163033	381.0	537.0
258010	598.0	3137.0
63947	0.0	0.0
63946	0.0	46.0
728513	0.0	0.0
100033803	0.0	0.0
3716	11318.0	10483.0
100033804	0.0	0.0
3717	689.0	796.0
100033805	0.0	0.0
3718	247.0	180.0
63939	592.0	3023.0
100033806	0.0	0.0
100190799	2.0	4.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	58.0	41.0
3710	684.0	4512.0
3712	2662.0	6829.0
3713	1.0	2.0
3714	2357.0	2611.0
63950	5.0	0.0
728505	0.0	1.0
63951	167.0	14.0
100033807	0.0	0.0
728501	30.0	4.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	44710.0	7641.0
100033814	0.0	0.0
3727	16319.0	9038.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	1.0
3728	7485.0	32919.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	537.0	3059.0
151056	76.0	54.0
3725	49746.0	14831.0
645528	4.0	0.0
728532	17.0	26.0
163059	128.0	258.0
728538	0.0	0.0
728537	50.0	24.0
63967	15.0	262.0
3737	13.0	3.0
3738	16.0	28.0
3739	144.0	1.0
645538	0.0	0.0
3730	583.0	4088.0
3732	1788.0	926.0
3734	0.0	0.0
3735	6796.0	12040.0
3736	9.0	11.0
63970	2.0	14.0
3750	175.0	191.0
63971	3076.0	3816.0
63974	0.0	0.0
163049	851.0	1558.0
63973	0.0	7.0
63976	409.0	40.0
222068	2693.0	5830.0
63978	0.0	0.0
63977	192.0	772.0
63979	221.0	903.0
728524	0.0	0.0
3748	21.0	199.0
163051	11.0	50.0
3749	547.0	368.0
163050	30.0	45.0
3741	91.0	10.0
645548	6.0	9.0
3743	0.0	0.0
3744	0.0	0.0
3745	1284.0	51.0
3746	0.0	9.0
3747	0.0	2822.0
285671	489.0	400.0
285672	1078.0	1493.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	2.0	10477.0
285676	35.0	156.0
3761	1.0	1.0
100128657	0.0	0.0
285679	0.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	792.0	155.0
283008	4.0	0.0
3751	142.0	102.0
100873435	0.0	0.0
3752	418.0	1976.0
100873434	0.0	0.0
3753	0.0	4.0
100873433	0.0	1.0
3754	13.0	112.0
100873432	0.0	0.0
3755	12.0	0.0
100873439	0.0	0.0
3756	6.0	114.0
100873438	0.0	0.0
3757	6.0	42.0
100873437	0.0	0.0
3758	2.0	3.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	38.0	66.0
3772	61.0	22.0
100861458	0.0	1.0
100861453	7.0	0.0
100861455	0.0	0.0
1107	2549.0	11811.0
1106	1935.0	4467.0
1105	797.0	3072.0
1104	476.0	2898.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1007.0	565.0
1101	44.0	195.0
3762	144.0	252.0
100873424	0.0	0.0
3763	0.0	5.0
100128640	20.0	57.0
100873423	0.0	0.0
3764	1885.0	369.0
100873422	0.0	0.0
3765	2.0	1.0
100873421	0.0	0.0
3766	5.0	8.0
100873428	0.0	0.0
3767	121.0	1083.0
100873427	0.0	1.0
3768	428.0	46.0
1109	3.0	0.0
100873426	1.0	1.0
1108	5892.0	21088.0
3769	0.0	4.0
100873425	0.0	0.0
100128637	0.0	1.0
100128639	0.0	0.0
3780	1.0	18.0
100873453	0.0	0.0
3781	33.0	23.0
100873452	0.0	0.0
3782	331.0	101.0
100873451	0.0	0.0
3783	98.0	133.0
100873450	0.0	0.0
1121	659.0	2272.0
100861468	0.0	3.0
1120	133.0	84.0
100861469	0.0	0.0
1118	86.0	65.0
1117	68.0	402.0
1116	188.0	694.0
1114	12.0	21.0
1113	1.0	446.0
1112	4850.0	1557.0
1111	219.0	1365.0
3773	28.0	11.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	78.0	76.0
100873455	0.0	0.0
3776	154.0	102.0
100873454	0.0	0.0
3777	90.0	67.0
3778	778.0	1676.0
3779	211.0	163.0
100873459	0.0	0.0
1119	511.0	1718.0
100128627	1.0	0.0
100128626	0.0	0.0
3790	142.0	786.0
100128628	0.0	1.0
3791	5077.0	1326.0
100873442	0.0	0.0
3792	5.0	12.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	4.0	21.0
1131	63.0	20.0
1130	1393.0	2670.0
100861476	0.0	0.0
1129	3.0	0.0
1128	1.0	75.0
1124	249.0	413.0
1123	496.0	681.0
1122	232.0	2577.0
100861470	0.0	0.0
3784	288.0	207.0
100873446	0.0	0.0
3785	0.0	9.0
100873445	0.0	0.0
3786	23.0	204.0
100873444	0.0	0.0
3787	0.0	45.0
100873443	0.0	0.0
3788	3.0	3.0
100873449	0.0	1.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	15.0	13.0
100128618	0.0	1.0
728597	0.0	0.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	10.0	16.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	15.0	4.0
285634	4.0	5.0
1142	1.0	0.0
1141	3.0	27.0
285636	946.0	2966.0
1140	469.0	390.0
728599	2.0	1.0
1139	1.0	2.0
1138	21.0	24.0
1137	0.0	1.0
100861485	0.0	0.0
1136	27.0	2.0
1135	0.0	1.0
1134	0.0	45.0
1133	0.0	3.0
3795	478.0	84.0
100873479	6.0	0.0
3796	543.0	2132.0
100873478	0.0	0.0
3797	595.0	2950.0
100873477	0.0	0.0
3798	2.0	487.0
100873476	0.0	0.0
3799	6136.0	11799.0
100873460	0.0	0.0
728586	18.0	20.0
285641	0.0	0.0
100873464	0.0	1.0
100873463	0.0	0.0
100873462	0.0	0.0
285643	0.0	5.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	560.0	3830.0
1153	12900.0	8851.0
1152	4863.0	2184.0
285647	1.0	26.0
728589	5.0	31.0
728588	0.0	21.0
1149	20121.0	350.0
1147	879.0	1901.0
1146	0.0	0.0
1145	24.0	18.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	136.0	1282.0
1163	972.0	1490.0
285659	0.0	0.0
1161	289.0	464.0
1160	730.0	87.0
1159	1.0	18.0
1158	0.0	13.0
1157	0.0	0.0
1155	2521.0	4594.0
550643	927.0	1633.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	1.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2448.0	6915.0
1175	3276.0	5174.0
285668	52.0	2.0
1174	1055.0	5356.0
1173	12113.0	19555.0
550631	35.0	262.0
100873489	0.0	0.0
283014	5.0	11.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	42.0	9.0
1186	2004.0	12203.0
1185	887.0	566.0
1184	170.0	510.0
1183	559.0	86.0
1182	2515.0	9460.0
1181	61.0	503.0
440375	14.0	43.0
1180	10.0	83.0
1179	0.0	0.0
1178	0.0	0.0
283089	1.0	0.0
85495	0.0	0.0
85480	335.0	16.0
283080	0.0	32.0
1198	1556.0	1318.0
1197	0.0	0.0
1196	884.0	1819.0
1195	2954.0	1797.0
440366	0.0	1.0
1193	1561.0	456.0
1192	13306.0	16893.0
1191	87687.0	18565.0
1188	16.0	4.0
283078	235.0	26.0
85486	3.0	10.0
128615	0.0	0.0
85481	0.0	11.0
128611	24.0	32.0
440396	12.0	23.0
128609	0.0	0.0
128602	0.0	50.0
440387	0.0	2.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	8.0
126014	32.0	113.0
440335	1.0	947.0
100128690	0.0	0.0
114034	380.0	388.0
126006	0.0	45.0
114036	125.0	9.0
100128696	0.0	0.0
100128688	1.0	0.0
126003	39.0	163.0
100861412	0.0	0.0
105180390	0.0	2.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	3.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	3.0	0.0
200728	168.0	88.0
440356	1.0	9.0
440354	27.0	37.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	1.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	0.0	1.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	45.0	27.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	14.0	67.0
200734	1365.0	3094.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	6.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	5.0	10.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2429.0	3801.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	3.0	0.0
165530	77.0	22.0
85409	9.0	162.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	1.0	0.0
106481383	0.0	1.0
85417	28.0	19.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	69.0	98.0
106481389	0.0	0.0
85415	28.0	654.0
106481387	0.0	0.0
85413	2.0	2.0
106481388	0.0	1.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	2.0	52.0
106481380	0.0	0.0
11	0.0	35.0
403341	708.0	652.0
12	3.0	949.0
13	280.0	3.0
14	5696.0	8115.0
15	0.0	3.0
16	6456.0	12938.0
645455	1.0	8.0
18	171.0	11922.0
19	2968.0	1392.0
128580	1.0	5.0
85407	73.0	118.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	650.0	1446.0
106481395	0.0	0.0
85403	752.0	3112.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	2892.0	4943.0
106481390	0.0	0.0
21	2305.0	37521.0
106481391	0.0	0.0
22	983.0	857.0
153571	318.0	701.0
153572	209.0	630.0
23	2577.0	4345.0
24	53.0	1388.0
25	3927.0	5199.0
26	7.0	158.0
27	942.0	2388.0
28	209.0	29.0
29	3255.0	6415.0
153579	6749.0	144.0
728615	0.0	0.0
728614	0.0	0.0
200765	49.0	137.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	24.0	3.0
102466518	0.0	0.0
102466516	4.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	246.0	865.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2169.0	2377.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	85.0	97.0
106481366	0.0	0.0
30	3690.0	3423.0
106481360	0.0	0.0
31	4413.0	7809.0
32	26111.0	1263.0
33	941.0	25.0
34	3421.0	2459.0
35	6378.0	522.0
153562	82.0	2806.0
36	1409.0	3133.0
37	19011.0	14343.0
38	8398.0	3757.0
440307	1.0	2.0
39	553.0	2661.0
165545	0.0	147.0
106481369	0.0	0.0
728606	0.0	421.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	2.0	3.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	1.0	102.0
106481370	0.0	0.0
41	60.0	115.0
106481371	0.0	0.0
43	30.0	26.0
645486	0.0	1.0
47	3843.0	17895.0
48	16138.0	3956.0
49	11.0	3.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	5.0	0.0
106481340	0.0	0.0
85458	3299.0	2438.0
106481345	0.0	1.0
85459	79.0	583.0
106481346	0.0	0.0
85456	13039.0	19712.0
442910	0.0	0.0
106481343	0.0	0.0
85457	1075.0	3138.0
442911	0.0	0.0
