id	3e19bb94-c3f1-4d42-868e-0bbc5defd999	f12fbfdf-efd4-462a-a34c-8c01947bfb78
114794	3.0	204.0
114795	69.0	42.0
54036	0.0	0.0
93627	2328.0	6016.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	17149.0	43609.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	854.0	2381.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2556.0	3746.0
100126302	0.0	0.0
100128963	1.0	3.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	1.0	2.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	1.0	1.0
54045	0.0	4.0
645809	0.0	0.0
54044	0.0	0.0
645808	1.0	0.0
114780	1092.0	5.0
54043	0.0	0.0
645807	0.0	2.0
114781	1302.0	6974.0
126755	8.0	3.0
54049	1.0	1.0
114783	51.0	37.0
54048	0.0	0.0
114784	114.0	77.0
283159	0.0	0.0
54047	1.0	4.0
100128961	1.0	18.0
645805	62.0	200.0
283152	61.0	8.0
66035	567.0	1572.0
283150	0.0	0.0
728255	0.0	0.0
93654	0.0	1.0
66036	1657.0	3468.0
93653	255.0	121.0
100271192	0.0	0.0
100271191	1.0	0.0
66037	1.0	1.0
93650	4.0	3.0
81669	3895.0	2014.0
54053	0.0	14.0
54052	0.0	2.0
114769	260.0	87.0
54051	0.0	0.0
54050	1.0	1.0
54055	190.0	36.0
100190938	1374.0	929.0
54054	12.0	17.0
114770	18.0	323.0
114771	0.0	0.0
54059	509.0	552.0
283149	4395.0	2017.0
54058	81.0	455.0
93649	390.0	47.0
645811	14.0	103.0
81671	7868.0	14971.0
100271199	2.0	1.0
100190939	803.0	961.0
283143	45.0	74.0
100271196	0.0	0.0
93643	1604.0	1751.0
100128946	0.0	0.0
285780	19.0	3.0
285782	5.0	11.0
100271180	2.0	2.0
285785	144.0	201.0
100190952	1.0	1.0
54064	5.0	0.0
728248	0.0	2.0
114757	3268.0	556.0
114758	0.0	0.0
54067	67.0	80.0
100190947	0.0	2.0
100190949	0.0	0.0
54065	3.0	5.0
114760	0.0	0.0
114761	0.0	0.0
126731	480.0	3777.0
54069	332.0	1584.0
283131	34834.0	40963.0
283130	551.0	954.0
692157	3.0	3.0
692158	0.0	0.0
138799	1.0	0.0
440498	363.0	831.0
124152	529.0	2167.0
199704	512.0	873.0
124149	0.0	13.0
163747	1.0	1.0
692146	0.0	0.0
692147	4.0	15.0
692148	0.0	4.0
692149	0.0	0.0
163742	0.0	0.0
199713	3.0	2.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	2.0	0.0
126792	813.0	1765.0
378008	0.0	0.0
378009	0.0	0.0
29089	95.0	3361.0
29088	1771.0	7089.0
29087	2122.0	1025.0
378010	0.0	0.0
148137	470.0	981.0
126789	236.0	291.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	196.0	525.0
29081	2025.0	1184.0
29080	1568.0	1983.0
283189	0.0	0.0
29086	1793.0	1972.0
29085	2108.0	1635.0
29083	572.0	816.0
100381270	1120.0	1314.0
200810	14.0	303.0
114796	758.0	532.0
148156	1043.0	1202.0
114798	7.0	526.0
114799	1092.0	2582.0
29099	2130.0	2733.0
29098	624.0	1552.0
378001	0.0	0.0
29093	1038.0	2637.0
29092	1009.0	565.0
29091	604.0	73.0
29090	1134.0	1286.0
56603	2754.0	354.0
29097	2264.0	6012.0
56604	0.0	1.0
56605	1173.0	8340.0
29095	1023.0	3760.0
151790	9.0	7.0
283174	160.0	817.0
56606	232.0	138.0
29094	1814.0	6048.0
692199	0.0	0.0
391002	0.0	0.0
440459	8.0	14.0
391004	0.0	0.0
780816	0.0	0.0
124199	19.0	22.0
391003	0.0	0.0
30062	0.0	0.0
440456	651.0	325.0
780814	39.0	38.0
30061	8795.0	3277.0
780815	1.0	0.0
780812	0.0	0.0
780813	2.0	12.0
440452	0.0	0.0
780810	2.0	1.0
780811	0.0	0.0
29068	4593.0	5278.0
29066	3844.0	15633.0
29063	493.0	859.0
29062	1144.0	949.0
56616	370.0	1597.0
163702	98.0	556.0
391013	0.0	13.0
391012	0.0	0.0
100381215	1.0	0.0
29079	2793.0	5921.0
29078	1125.0	2524.0
56623	793.0	866.0
56624	22.0	234.0
29071	1785.0	5650.0
29070	593.0	1001.0
29075	5.0	7.0
29074	1664.0	4530.0
29072	7333.0	19115.0
163732	757.0	73.0
200845	595.0	7968.0
148103	302.0	515.0
200844	54.0	1752.0
440482	30.0	147.0
151742	2335.0	4312.0
163720	67.0	12.0
148113	47.0	241.0
440465	633.0	1144.0
29057	24.0	31.0
148109	4.0	0.0
29058	10154.0	16642.0
56647	2394.0	7877.0
56648	745.0	312.0
56649	6.0	216.0
440419	0.0	0.0
440416	152.0	221.0
8303	6316.0	6562.0
643157	0.0	0.0
200879	202.0	135.0
440406	0.0	4.0
8301	22691.0	24470.0
643155	2095.0	9645.0
8302	2.0	0.0
440400	284.0	366.0
199675	0.0	8.0
8310	1375.0	984.0
124093	12.0	301.0
8314	4177.0	6834.0
8315	1897.0	5412.0
8312	999.0	2235.0
342096	0.0	0.0
8313	656.0	537.0
440435	13.0	11.0
643160	1.0	0.0
643161	1.0	37.0
643159	8.0	16.0
8309	1397.0	911.0
8321	2236.0	1798.0
8322	40366.0	4070.0
8320	31.0	9.0
8325	655.0	1775.0
8326	68.0	0.0
8323	2286.0	10178.0
8324	2918.0	3977.0
440423	276.0	1386.0
200894	882.0	1735.0
643171	2.0	0.0
200895	941.0	2608.0
8318	26.0	1530.0
8317	227.0	4359.0
8332	1.0	2.0
692110	0.0	0.0
8333	0.0	1.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	1.0
8336	0.0	33.0
8337	0.0	0.0
8334	1310.0	12765.0
8335	0.0	1.0
148046	30.0	39.0
106481699	0.0	0.0
643182	1.0	1.0
643180	274.0	295.0
643181	0.0	1.0
8329	1.0	190.0
8328	3.0	3.0
8343	1.0	78.0
643198	0.0	0.0
8344	0.0	26.0
8341	30.0	606.0
8342	0.0	0.0
8347	90.0	247.0
8348	2.0	26.0
643199	0.0	0.0
8345	0.0	64.0
8346	0.0	4.0
692106	0.0	0.0
692107	0.0	0.0
161003	2.0	0.0
692108	0.0	4.0
692109	6.0	8.0
643193	0.0	0.0
8340	0.0	43.0
8338	18.0	9.0
8339	4.0	495.0
8354	0.0	0.0
8355	0.0	128.0
8352	5.0	8.0
8353	9.0	532.0
8358	0.0	10.0
8359	1.0	3.0
8356	1.0	17.0
8357	14.0	750.0
222235	53.0	123.0
106481679	1.0	0.0
222236	1000.0	3604.0
106481677	2.0	2.0
222234	307.0	1039.0
106481678	0.0	0.0
8350	3.0	6.0
8351	1.0	144.0
148066	0.0	0.0
106481682	1.0	1.0
106481683	0.0	0.0
106481680	0.0	1.0
106481681	0.0	2.0
106481686	0.0	0.0
106481687	1.0	0.0
106481684	0.0	1.0
106481685	0.0	1.0
8349	920.0	14486.0
8365	35.0	407.0
8366	0.0	2.0
8363	2.0	3.0
8364	2.0	5.0
8369	0.0	0.0
163688	11.0	1.0
8367	2.0	26.0
8368	0.0	0.0
106481688	0.0	0.0
222223	2666.0	8340.0
106481689	0.0	0.0
8361	0.0	1.0
222229	359.0	637.0
8362	1.0	29.0
8360	0.0	20.0
106481693	2.0	0.0
106481694	6.0	2.0
106481691	8.0	3.0
106481692	0.0	1.0
106481697	0.0	1.0
106481698	0.0	0.0
106481695	2.0	0.0
106481696	0.0	0.0
342035	2137.0	6889.0
344697	2.0	73.0
106481690	1.0	4.0
728310	2.0	1.0
285830	176.0	102.0
8379	829.0	788.0
93556	88.0	3.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	1.0	0.0
222255	910.0	1197.0
106481655	0.0	0.0
285834	12.0	2.0
222256	513.0	1179.0
106481656	2.0	0.0
8372	80.0	120.0
93550	565.0	1355.0
8373	1.0	5.0
106481659	0.0	0.0
8370	3.0	19.0
728315	3.0	7.0
81577	1838.0	3478.0
106481660	0.0	0.0
81578	267.0	375.0
106481661	0.0	0.0
81579	3241.0	12673.0
81573	1798.0	1915.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	1.0
81575	14486.0	5686.0
106481662	0.0	0.0
81576	737.0	489.0
106481663	10.0	15.0
81570	690.0	1766.0
100271178	0.0	0.0
81571	181.0	593.0
81572	455.0	1660.0
645715	28.0	22.0
8387	1.0	2.0
8388	2.0	0.0
728300	7.0	15.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	1.0
81559	606.0	1186.0
8383	0.0	0.0
285848	4.0	7.0
8384	0.0	0.0
285849	30.0	108.0
8382	99.0	281.0
81566	2442.0	7440.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	476.0	244.0
81569	0.0	19.0
106481670	0.0	0.0
81562	1728.0	3045.0
106481675	0.0	0.0
81563	8927.0	699.0
246243	1018.0	1675.0
100271168	1.0	1.0
106481676	0.0	0.0
106481673	2.0	5.0
81565	4023.0	5152.0
106481674	1.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	1.0	1.0
100271163	2.0	0.0
100271162	0.0	0.0
8398	895.0	437.0
8399	10.0	23.0
8396	7127.0	12318.0
285852	0.0	7.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	6511.0	23809.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	1.0	1.0
8394	3900.0	11853.0
106481639	0.0	0.0
8395	325.0	16.0
8392	0.0	0.0
106481637	2.0	2.0
106481638	0.0	0.0
100271158	1.0	4.0
106481642	24.0	53.0
106481643	0.0	0.0
246210	0.0	1.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	10.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	1.0
728324	17.0	8.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	1.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	8.0	5.0
100271142	0.0	0.0
344658	0.0	0.0
100271145	0.0	0.0
645745	1.0	0.0
344653	1.0	2.0
100271141	3.0	1.0
100271140	0.0	0.0
106481619	1.0	0.0
106481613	0.0	0.0
246269	310.0	579.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	269.0	1647.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	3.0	2.0
283209	1000.0	1798.0
283208	274.0	605.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	15.0	3.0
100271131	0.0	0.0
100271133	0.0	1.0
100271130	0.0	0.0
93587	368.0	1698.0
645771	2.0	7.0
93589	305.0	166.0
106481624	3.0	54.0
285800	39.0	2.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	2.0	5.0
106481628	0.0	0.0
106481629	0.0	1.0
106481626	0.0	0.0
106481627	0.0	1.0
100271129	0.0	0.0
246283	0.0	0.0
246285	20.0	0.0
106481631	0.0	2.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	737.0	3310.0
645784	50.0	3.0
100271118	0.0	1.0
100271117	1.0	0.0
100271119	0.0	3.0
100271114	0.0	2.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	7.0	44.0
643115	28.0	2.0
100271111	0.0	0.0
106481608	0.0	1.0
106481609	0.0	0.0
645798	1.0	1.0
643136	1.0	6.0
106481602	1.0	1.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	1.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	8.0	21.0
100271106	1.0	3.0
106481610	0.0	0.0
100271105	4.0	0.0
643126	0.0	0.0
199699	4.0	10.0
728393	0.0	0.0
100128899	3.0	1.0
728395	0.0	0.0
114625	1693.0	1985.0
54112	46.0	21.0
56776	39.0	147.0
283248	48.0	137.0
344729	0.0	1.0
100128894	0.0	1.0
100128893	26.0	4.0
100128890	38.0	21.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	2.0	7.0
114614	21.0	22.0
283238	0.0	0.0
100190800	63.0	143.0
283237	805.0	1981.0
283236	0.0	0.0
283234	174.0	204.0
728381	0.0	1.0
283232	1788.0	4099.0
728380	4.0	12.0
100128881	33.0	219.0
100128880	0.0	2.0
692099	414.0	417.0
114609	403.0	1015.0
29128	24.0	1962.0
29123	5220.0	3843.0
344709	0.0	0.0
29122	12.0	2.0
29121	200.0	452.0
283229	582.0	568.0
29127	607.0	13471.0
29126	267.0	224.0
29125	17.0	5.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	6.0	7.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	866.0	1246.0
54149	1623.0	1011.0
54148	1232.0	1960.0
54147	0.0	0.0
283212	34.0	133.0
692091	0.0	0.0
692092	0.0	0.0
692093	13.0	9.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	2.0	5.0
100128857	0.0	2.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	6.0	19.0
285872	0.0	10.0
100128853	0.0	48.0
29109	1928.0	754.0
29108	331.0	134.0
285877	0.0	1.0
29107	1004.0	1844.0
285878	0.0	7.0
29106	18.0	4783.0
728358	0.0	0.0
29101	8090.0	7176.0
29100	1047.0	1977.0
29105	2711.0	2336.0
29104	562.0	5958.0
29103	2761.0	590.0
29102	3241.0	9301.0
100271098	1.0	3.0
283284	35.0	63.0
728343	0.0	0.0
728342	4.0	95.0
100128849	0.0	0.0
728344	4.0	4.0
100271081	5.0	1.0
100128845	1.0	0.0
728340	203.0	461.0
285888	3.0	0.0
29119	119.0	120.0
107057644	18.0	8.0
29118	22.0	18.0
107057647	0.0	0.0
114655	3.0	6.0
29117	3745.0	4330.0
107057646	2.0	0.0
114657	0.0	0.0
114659	311.0	488.0
126638	0.0	0.0
54165	1992.0	3550.0
126637	0.0	0.0
29110	1957.0	5494.0
29116	3359.0	3958.0
29115	2846.0	3766.0
29114	1.0	0.0
29113	8.0	0.0
100271087	53.0	972.0
100271089	0.0	0.0
100271085	1.0	0.0
100128836	4.0	10.0
728378	4.0	4.0
728377	60.0	283.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	1.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1732.0	2295.0
81793	43.0	48.0
81794	509.0	170.0
81796	7.0	381.0
81790	1765.0	10038.0
100271076	0.0	0.0
283267	1112.0	2011.0
91107	1789.0	562.0
100128830	1.0	0.0
81792	2099.0	6609.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	1.0	11.0
728361	2.0	1.0
100128822	526.0	1321.0
728369	0.0	0.0
81786	94.0	158.0
54187	1809.0	3195.0
81788	221.0	2654.0
81789	492.0	1027.0
283257	0.0	0.0
100271065	0.0	0.0
645700	0.0	3.0
283254	179.0	713.0
126695	140.0	906.0
148003	0.0	0.0
378108	4.0	0.0
151649	39.0	24.0
151648	21.0	1597.0
151647	1.0	0.0
151645	46.0	31.0
200909	3.0	1.0
200916	904.0	3816.0
148014	15.0	14.0
151658	2.0	0.0
151651	80.0	55.0
56704	91.0	1726.0
148022	1419.0	683.0
126669	4104.0	868.0
126668	274.0	19.0
100126297	0.0	0.0
100126299	1.0	1.0
100126296	0.0	0.0
200931	300.0	316.0
200933	1002.0	6446.0
126661	52.0	250.0
56729	0.0	1.0
283298	4624.0	925.0
283297	0.0	0.0
136051	193.0	1210.0
138639	941.0	1934.0
692076	1.0	4.0
391121	0.0	0.0
391120	0.0	0.0
391123	4.0	2.0
200942	2389.0	1106.0
440577	15.0	49.0
440574	1752.0	3260.0
56731	3899.0	2642.0
100126270	4.0	15.0
692084	0.0	0.0
692085	0.0	0.0
692086	4.0	19.0
138649	52.0	89.0
200959	1.0	0.0
200958	70.0	95.0
391135	6.0	10.0
440567	107.0	88.0
391139	4.0	31.0
440563	0.0	1.0
440561	0.0	0.0
151613	1823.0	5616.0
692072	0.0	0.0
692075	8.0	9.0
692057	0.0	0.0
692058	2.0	3.0
124056	0.0	0.0
81706	148.0	5.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	2780.0	2202.0
391109	0.0	0.0
440595	202.0	399.0
56751	0.0	1.0
692063	0.0	0.0
8402	2972.0	7482.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	245.0	859.0
391114	0.0	0.0
124044	343.0	136.0
391115	0.0	0.0
440585	8.0	83.0
391117	0.0	0.0
440584	23.0	40.0
391119	0.0	0.0
54101	328.0	178.0
151636	3364.0	4200.0
440590	50.0	427.0
54103	1170.0	4622.0
54102	1227.0	87.0
54108	1990.0	6049.0
54107	2832.0	11235.0
54106	4.0	2.0
692053	2.0	1.0
391040	3.0	3.0
645683	5.0	10.0
8410	0.0	0.0
645682	1.0	1.0
645688	5.0	14.0
391044	0.0	2.0
645687	0.0	0.0
8411	4281.0	6678.0
645686	0.0	0.0
8412	2415.0	6057.0
391045	13.0	2.0
440533	1.0	0.0
8406	10956.0	679.0
8407	30041.0	34691.0
8404	74309.0	20491.0
8405	4572.0	13601.0
8408	3378.0	3364.0
8409	2121.0	4121.0
391051	2.0	0.0
8420	648.0	1079.0
645694	3.0	5.0
391053	0.0	0.0
645693	28.0	46.0
643031	3.0	0.0
8424	402.0	2.0
8425	19988.0	856.0
643037	0.0	1.0
163589	81.0	478.0
643034	0.0	0.0
440525	64.0	148.0
391059	404.0	1600.0
645691	16.0	36.0
163590	4259.0	6439.0
8417	7170.0	7473.0
8418	999.0	672.0
8416	496.0	5522.0
8419	1.0	6.0
8431	0.0	1.0
8435	15.0	34.0
8436	11893.0	535.0
8433	0.0	0.0
8434	7266.0	984.0
391026	0.0	2.0
440556	129.0	14.0
440560	0.0	0.0
8428	5046.0	9497.0
8427	1167.0	5251.0
103157000	0.0	0.0
8443	3528.0	8722.0
8440	2441.0	1734.0
8446	1272.0	2406.0
8447	3478.0	211.0
8444	1793.0	540.0
8445	2037.0	3974.0
391037	9.0	0.0
391039	6.0	1.0
643050	0.0	0.0
285905	14.0	28.0
285908	330.0	669.0
8439	2693.0	8475.0
8437	53.0	7.0
8438	16.0	874.0
8453	2328.0	8149.0
8454	5142.0	14096.0
8451	5207.0	19218.0
8452	4705.0	18609.0
8458	904.0	4269.0
8455	5529.0	12441.0
8456	12.0	75.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	5386.0	14784.0
106481583	0.0	0.0
106481584	2.0	1.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	15.0	175.0
8449	2158.0	4274.0
106481580	1.0	0.0
8464	418.0	1130.0
8462	7206.0	3203.0
8463	2665.0	459.0
8468	4.0	3.0
391099	0.0	0.0
8467	6865.0	30024.0
342184	724.0	13235.0
246312	0.0	0.0
106481589	0.0	0.0
8460	2574.0	1239.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	35.0	249.0
106481599	1.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	3816.0	2962.0
106481590	0.0	0.0
106481591	1.0	3.0
8476	9303.0	13281.0
8473	8752.0	18081.0
440519	55.0	375.0
440518	0.0	0.0
8479	746.0	1271.0
440515	1219.0	1621.0
8477	105.0	300.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	2.0	0.0
8470	4388.0	2382.0
106481561	1.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	0.0	1.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	2.0	2.0
8487	465.0	1160.0
8484	0.0	0.0
391075	0.0	0.0
440508	24.0	0.0
391077	2.0	1.0
391076	1.0	0.0
8488	3.0	2.0
440503	2097.0	338.0
8489	5.0	6.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	217.0	186.0
8483	44746.0	1720.0
8480	1220.0	4629.0
8481	1551.0	4569.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	1.0
106481577	3.0	1.0
106481574	1.0	0.0
106481575	0.0	1.0
391081	58.0	25.0
8497	33.0	94.0
728431	254.0	235.0
8498	2783.0	3933.0
728430	5.0	0.0
100128934	0.0	0.0
8495	1600.0	3727.0
8496	7612.0	18362.0
91012	2522.0	5052.0
100128936	36.0	72.0
728432	0.0	1.0
100128930	3.0	0.0
8499	82.0	52.0
106481536	0.0	0.0
8490	35640.0	17160.0
106481537	0.0	0.0
285954	5.0	24.0
285955	7.0	18.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	2234.0	2491.0
54075	1.0	0.0
101669766	7.0	10.0
728434	0.0	0.0
91010	4251.0	5067.0
285958	618.0	2996.0
101669767	0.0	0.0
8491	2762.0	6938.0
106481538	0.0	0.0
8492	374.0	20.0
54072	2.0	0.0
106481539	0.0	0.0
101669762	11.0	0.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	1.0	1.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	1.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	1.0
106481542	0.0	0.0
81693	5.0	3.0
100271056	0.0	0.0
100271050	3.0	9.0
100271053	0.0	0.0
93664	2792.0	1051.0
100128923	2.0	1.0
93663	3423.0	3561.0
285961	8.0	41.0
93668	0.0	1.0
285962	60.0	77.0
106481547	0.0	0.0
54082	35.0	3.0
106481548	0.0	0.0
285965	13.0	6.0
285966	269.0	1254.0
106481545	2.0	0.0
106481546	1.0	0.0
93661	4.0	0.0
100128927	477.0	1371.0
54084	20.0	0.0
106481549	0.0	0.0
106481550	1.0	1.0
81688	10770.0	30935.0
106481551	0.0	0.0
54089	0.0	0.0
81689	3251.0	6078.0
54088	0.0	0.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	5.0	0.0
106481552	0.0	0.0
106456574	1.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	1.0
100128912	0.0	0.0
91039	2614.0	4224.0
342132	150.0	223.0
285971	412.0	870.0
285972	9.0	1.0
285973	133.0	102.0
100128911	0.0	1.0
728450	1.0	0.0
54093	639.0	1651.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	16.0
106481513	10.0	10.0
54097	182.0	3703.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	64.0	109.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	18.0	35.0
54098	0.0	0.0
246330	782.0	734.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	37.0	74.0
100271033	19.0	11.0
645619	4.0	4.0
100271031	5.0	7.0
344787	95.0	1403.0
100128902	0.0	0.0
728441	0.0	1.0
100128903	0.0	2.0
222389	1110.0	142.0
106481525	3.0	2.0
106481526	2.0	2.0
285987	21.0	6.0
106481523	0.0	0.0
285989	463.0	1269.0
106481524	0.0	1.0
106481529	0.0	0.0
728448	34.0	4.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	0.0	2.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	475.0	4220.0
91056	1321.0	1459.0
645641	13.0	15.0
91050	1286.0	1596.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	5.0	14.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	21.0	5.0
106481503	0.0	0.0
106481504	3.0	2.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	3.0	2.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	0.0
283316	417.0	304.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	6.0	11.0
283314	160.0	102.0
100271006	1.0	1.0
283310	34.0	105.0
344758	0.0	0.0
100271001	0.0	0.0
344752	46.0	0.0
728411	300.0	329.0
728410	0.0	0.0
643003	1.0	2.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	1.0
91074	495.0	6217.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	9.0
728400	0.0	0.0
645676	98.0	209.0
285941	1.0	0.0
728405	0.0	0.0
285943	252.0	20.0
728407	137.0	363.0
728402	1.0	0.0
728403	0.0	0.0
643008	15.0	15.0
645668	1.0	4.0
100506658	229.0	4456.0
100506655	13.0	28.0
81849	157.0	219.0
56890	563.0	1553.0
56891	3.0	0.0
100506650	0.0	0.0
81846	6675.0	7435.0
81847	3081.0	5539.0
81848	6633.0	3404.0
56896	3.0	584.0
56897	1868.0	5773.0
81853	3272.0	5850.0
56898	2116.0	1545.0
81855	3686.0	11389.0
56899	213.0	1312.0
56892	1203.0	3479.0
56893	1932.0	8454.0
121275	0.0	1.0
121278	2.0	1.0
56894	5424.0	8696.0
81850	0.0	0.0
145249	0.0	4.0
56895	1045.0	366.0
81851	0.0	0.0
649137	2.0	0.0
81839	1819.0	8413.0
121274	1624.0	4235.0
121273	23.0	4.0
145264	1.0	0.0
121270	0.0	0.0
145258	131.0	12.0
121268	39.0	65.0
81844	6133.0	7539.0
145259	3.0	12.0
133283	343.0	544.0
375593	11.0	0.0
100506649	130.0	177.0
100506673	0.0	0.0
121260	2138.0	3124.0
145270	1160.0	47.0
100506671	3.0	4.0
81875	2081.0	8155.0
81876	9727.0	16167.0
81870	0.0	0.0
81871	0.0	0.0
121256	0.0	0.0
81872	0.0	0.0
81873	1531.0	3446.0
387597	9.0	400.0
100506668	340.0	3578.0
160897	2293.0	5434.0
649159	0.0	0.0
145282	490.0	1211.0
387590	2266.0	280.0
81856	710.0	2497.0
81857	1623.0	1512.0
100506660	16.0	144.0
81858	2208.0	3963.0
135886	1.0	6.0
147872	3.0	0.0
81889	1727.0	5630.0
145200	2.0	1.0
81892	1317.0	1178.0
81893	0.0	1.0
81894	2292.0	1412.0
81890	921.0	963.0
135892	16.0	1.0
649179	0.0	0.0
100506600	43.0	34.0
613126	15.0	10.0
81887	2021.0	4856.0
81888	463.0	151.0
145216	2.0	2.0
338591	0.0	13.0
649186	0.0	5.0
338596	210.0	25.0
338599	0.0	1.0
169200	2379.0	2566.0
145226	7.0	8.0
100506637	104.0	410.0
160857	146.0	754.0
160851	1552.0	1199.0
91227	1.0	0.0
157206	2.0	13.0
100506622	23.0	1.0
100856809	0.0	0.0
338588	4.0	0.0
145241	0.0	2.0
91219	1.0	0.0
650172	0.0	0.0
102724678	3.0	2.0
338579	1.0	4.0
326591	667.0	1195.0
255738	8.0	6.0
338567	0.0	0.0
102724668	8.0	71.0
255743	1558.0	16091.0
56829	4602.0	10257.0
326586	0.0	0.0
102724655	6.0	0.0
554250	5.0	3.0
554251	353.0	517.0
338557	611.0	99.0
56832	2.0	0.0
56833	136.0	548.0
56834	884.0	2274.0
554235	7.0	2.0
554236	3.0	6.0
56849	307.0	31.0
255725	0.0	0.0
56848	473.0	407.0
56852	738.0	5459.0
56853	34.0	1096.0
102724631	0.0	0.0
56850	1976.0	3200.0
56851	3551.0	3731.0
