id	2d3e6de2-dc7c-4078-8d1c-aecac52b4a44	3fb92a97-b53b-4f00-88b2-958b0ad2b46d
151354	356.0	492.0
100271291	0.0	0.0
93432	524.0	16.0
100271290	1.0	0.0
645841	0.0	0.0
93436	823.0	2690.0
645840	0.0	0.0
106481778	1.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	1.0	1.0
106481781	0.0	0.0
106481782	0.0	1.0
81458	0.0	0.0
106481780	1.0	0.0
106481785	0.0	0.0
106481786	0.0	1.0
106481783	5.0	0.0
283523	2.0	1.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	6.0	8.0
100271296	0.0	0.0
645834	1.0	2.0
645832	0.0	1.0
100271293	0.0	0.0
100271292	0.0	1.0
100271295	0.0	1.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1990.0	1498.0
93426	2.0	1.0
8269	467.0	452.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	705.0	490.0
8260	1021.0	903.0
283518	8.0	25.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	1.0
81448	0.0	0.0
106481791	0.0	0.0
283514	2.0	7.0
106481796	21.0	11.0
81442	0.0	0.0
106481797	0.0	1.0
106481794	0.0	0.0
106481795	0.0	2.0
100271286	2.0	2.0
645846	2.0	2.0
100271288	1.0	0.0
645843	1.0	0.0
81440	0.0	0.0
100271284	1.0	2.0
8277	18.0	3.0
645864	2.0	2.0
342374	2.0	6.0
440714	1.0	0.0
342372	19.0	4.0
342371	7008.0	2771.0
440712	97.0	15.0
106481756	0.0	0.0
8270	256.0	353.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1157.0	497.0
728215	159.0	77.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	39.0	52.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	27.0	34.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	0.0
100310848	0.0	0.0
106481762	1.0	1.0
81470	2.0	0.0
100271274	2.0	0.0
100310841	0.0	1.0
81472	3.0	1.0
81473	0.0	0.0
100310840	213.0	153.0
100271273	0.0	0.0
645859	0.0	1.0
8288	12.0	57.0
8289	6107.0	9450.0
8287	0.0	2.0
643210	1.0	1.0
106481767	0.0	0.0
728207	0.0	6.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	2.0	1.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	1.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	1.0	0.0
100310853	0.0	0.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	1.0	0.0
100271260	11.0	2.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	1.0	1.0
342357	647.0	1458.0
100310850	2.0	0.0
100271261	0.0	0.0
643220	7.0	11.0
643224	58.0	221.0
645884	1.0	0.0
8291	1953.0	866.0
401136	0.0	0.0
106481734	12.0	14.0
8292	92.0	49.0
401135	0.0	1.0
106481735	33.0	34.0
106481732	0.0	0.0
8290	2.0	2.0
106481733	0.0	0.0
8295	4869.0	8829.0
106481738	0.0	0.0
93474	332.0	766.0
106481739	0.0	0.0
8293	15.0	28.0
106481736	0.0	0.0
106481737	1.0	0.0
8294	232.0	1623.0
106481741	0.0	0.0
106481742	0.0	1.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	1.0	0.0
100271253	0.0	0.0
645879	0.0	0.0
81493	1236.0	124.0
81494	0.0	2.0
100271254	0.0	0.0
283562	0.0	0.0
81490	1030.0	1592.0
81491	69.0	39.0
342346	13.0	3.0
100271250	0.0	1.0
100873064	0.0	0.0
643232	2.0	1.0
100873065	6.0	0.0
106481745	0.0	0.0
401124	29.0	10.0
106481746	0.0	0.0
106481743	1.0	0.0
106481744	19.0	5.0
106481749	0.0	1.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	1.0	2.0
106481753	8.0	3.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	0.0
106481751	0.0	0.0
401115	22.0	116.0
81488	1971.0	2191.0
283554	74.0	209.0
283553	35.0	3.0
100271244	0.0	0.0
643226	1.0	0.0
283551	59.0	90.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	90.0	44.0
93492	2.0	2.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	2.0	0.0
106481715	1.0	0.0
401109	20.0	254.0
100271235	0.0	0.0
283547	276.0	85.0
401106	54.0	246.0
100271234	0.0	0.0
106481720	1.0	0.0
100271230	0.0	0.0
643236	2.0	0.0
100271233	0.0	0.0
100271232	1.0	1.0
643253	189.0	143.0
93487	4783.0	5289.0
106481729	21.0	1.0
643255	1.0	0.0
106481723	0.0	0.0
106481724	2.0	0.0
106481721	0.0	0.0
106481722	4.0	2.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	1.0
283537	2157.0	4051.0
100271229	1.0	0.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	1.0	0.0
106481731	0.0	0.0
100271226	2.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	2.0	0.0
344978	9.0	7.0
100271221	0.0	0.0
138716	459.0	428.0
780852	0.0	0.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	7.0	2.0
780851	0.0	0.0
100126356	0.0	0.0
285796	1.0	1.0
81607	577.0	7527.0
81608	1842.0	2089.0
81609	3410.0	7482.0
81603	7978.0	5352.0
81605	1986.0	2374.0
81606	2501.0	1577.0
81610	63.0	1263.0
56654	2665.0	2831.0
56655	1622.0	2175.0
81611	2881.0	5375.0
56650	4419.0	2693.0
29028	1020.0	6314.0
283129	2.0	0.0
56651	1.0	5.0
56652	569.0	486.0
100126354	0.0	0.0
100126355	2.0	0.0
56658	837.0	1047.0
283120	2010.0	798.0
56659	47.0	12.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	2.0	0.0
100126345	0.0	0.0
728262	4.0	14.0
138724	3.0	0.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	787.0	42.0
100126348	1.0	0.0
728263	1.0	2.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	8.0	37.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	1.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	4309.0	8733.0
100190924	0.0	0.0
56666	59.0	646.0
30012	0.0	0.0
29034	0.0	0.0
56667	2.0	0.0
106865375	0.0	0.0
81602	860.0	1050.0
30014	0.0	0.0
106865374	0.0	0.0
56662	1.0	1.0
30011	7641.0	3237.0
283116	0.0	0.0
56663	0.0	8.0
30010	1.0	164.0
56664	1.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	599.0	906.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	621.0	1556.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	35.0	17.0
100381202	6.0	2.0
56670	696.0	163.0
81626	0.0	0.0
81627	2118.0	4367.0
81628	1656.0	1675.0
56676	1.0	1.0
30001	3249.0	12116.0
54012	0.0	0.0
56677	0.0	0.0
246175	4529.0	5033.0
56672	616.0	1598.0
246176	160.0	12.0
56673	7.0	6.0
54016	2.0	0.0
283106	14.0	29.0
30000	5243.0	8045.0
56674	3249.0	6479.0
54015	0.0	0.0
81631	8199.0	3066.0
56675	147.0	32.0
54014	5661.0	15914.0
283104	305.0	82.0
100126330	0.0	0.0
30009	61.0	13.0
283102	4.0	0.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	1.0	0.0
30008	4143.0	886.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	394.0	34.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	164.0	20.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	1.0	1.0
66004	1521.0	438.0
100126325	0.0	0.0
66005	2632.0	3075.0
100126326	0.0	0.0
81618	2931.0	805.0
81619	10436.0	3833.0
56681	17378.0	11087.0
66008	9599.0	13259.0
29018	0.0	0.0
81614	1660.0	4003.0
54020	401.0	3990.0
81615	97.0	95.0
81616	13.0	14.0
81617	6020.0	4439.0
767846	55.0	64.0
81621	359.0	200.0
81622	1208.0	2224.0
246184	520.0	406.0
767851	2.0	3.0
81623	0.0	0.0
54022	2.0	0.0
81624	129.0	1440.0
767853	0.0	0.0
54021	8.0	30.0
56683	578.0	1428.0
54028	22.0	9.0
54027	0.0	0.0
29015	3047.0	661.0
54026	0.0	0.0
767850	0.0	0.0
81620	43.0	249.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	1.0
246181	9.0	15.0
246182	0.0	0.0
100126316	0.0	0.0
728233	150.0	44.0
283171	3.0	4.0
100126317	6.0	3.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	2.0
100126313	1.0	0.0
285753	675.0	1030.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	19.0
114785	2258.0	2944.0
285755	176.0	435.0
114786	22.0	2.0
114787	56.0	689.0
114788	10.0	5.0
285758	14.0	13.0
114789	1262.0	1213.0
54031	14.0	2.0
728239	1.0	1.0
54035	0.0	0.0
54034	0.0	0.0
114790	633.0	1225.0
54033	33.0	203.0
54032	0.0	0.0
114791	1398.0	1486.0
54039	494.0	65.0
114792	27.0	19.0
126767	30.0	0.0
114793	7884.0	832.0
54038	4.0	0.0
100190954	0.0	1.0
114794	7.0	2314.0
114795	45.0	30.0
54036	0.0	0.0
93627	2819.0	3662.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	15927.0	25687.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	715.0	756.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2151.0	2429.0
100126302	0.0	0.0
100128963	0.0	3.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	0.0	4.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	1.0	1.0
54045	1.0	1.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	2.0
114780	882.0	239.0
54043	0.0	0.0
645807	0.0	0.0
114781	1359.0	2924.0
126755	4.0	1.0
54049	2.0	0.0
114783	66.0	482.0
54048	0.0	0.0
114784	113.0	1033.0
283159	0.0	0.0
54047	3.0	1.0
100128961	0.0	2.0
645805	58.0	52.0
283152	63.0	211.0
66035	609.0	726.0
283150	0.0	0.0
728255	0.0	0.0
93654	1.0	1.0
66036	1764.0	1012.0
93653	36.0	5.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	0.0	1.0
93650	3.0	1.0
81669	3872.0	9705.0
54053	3.0	2.0
54052	0.0	0.0
114769	300.0	59.0
54051	0.0	0.0
54050	2.0	1.0
54055	119.0	17.0
100190938	902.0	415.0
54054	27.0	23.0
114770	33.0	76.0
114771	0.0	2.0
54059	501.0	665.0
283149	3855.0	2424.0
54058	95.0	217.0
93649	650.0	46.0
645811	19.0	754.0
81671	5075.0	11219.0
100271199	1.0	1.0
100190939	723.0	174.0
283143	100.0	191.0
100271196	0.0	0.0
93643	1247.0	1218.0
100128946	10.0	0.0
285780	13.0	14.0
285782	2.0	1.0
100271180	2.0	0.0
285785	223.0	241.0
100190952	3.0	2.0
54064	5.0	52.0
728248	0.0	0.0
114757	3032.0	445.0
114758	0.0	0.0
54067	94.0	103.0
100190947	0.0	0.0
100190949	0.0	0.0
54065	2.0	2.0
114760	0.0	0.0
114761	0.0	0.0
126731	977.0	3552.0
54069	377.0	1427.0
283131	24324.0	2627.0
283130	491.0	209.0
692157	7.0	13.0
692158	0.0	0.0
138799	0.0	0.0
440498	531.0	601.0
124152	469.0	1569.0
199704	819.0	714.0
124149	0.0	0.0
163747	1.0	1.0
692146	0.0	0.0
692147	19.0	11.0
692148	0.0	1.0
692149	0.0	0.0
163742	0.0	0.0
199713	5.0	2.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	11.0	0.0
126792	758.0	3912.0
378008	0.0	0.0
378009	0.0	0.0
29089	70.0	2576.0
29088	1595.0	2605.0
29087	1841.0	1235.0
378010	0.0	0.0
148137	342.0	437.0
126789	139.0	1031.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	169.0	157.0
29081	2239.0	1512.0
29080	1224.0	1518.0
283189	0.0	0.0
29086	1460.0	3049.0
29085	1205.0	1468.0
29083	676.0	807.0
100381270	1550.0	5817.0
200810	18.0	862.0
114796	755.0	735.0
148156	1230.0	1886.0
114798	4.0	0.0
114799	1255.0	2709.0
29099	2065.0	1609.0
29098	498.0	254.0
378001	0.0	0.0
29093	830.0	1099.0
29092	773.0	324.0
29091	595.0	14.0
29090	1162.0	1074.0
56603	2186.0	39.0
29097	2463.0	2098.0
56604	0.0	691.0
56605	1258.0	4926.0
29095	820.0	2408.0
151790	18.0	3.0
283174	274.0	142.0
56606	356.0	194.0
29094	1719.0	2808.0
692199	0.0	0.0
391002	0.0	0.0
440459	4.0	4.0
391004	0.0	0.0
780816	0.0	0.0
124199	19.0	30.0
391003	0.0	0.0
30062	0.0	0.0
440456	602.0	353.0
780814	37.0	11.0
30061	18594.0	5312.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	4.0
440452	0.0	0.0
780810	0.0	1.0
780811	0.0	0.0
29068	5802.0	4882.0
29066	5190.0	7680.0
29063	662.0	599.0
29062	1410.0	674.0
56616	368.0	756.0
163702	189.0	35.0
391013	5.0	51.0
391012	0.0	0.0
100381215	2.0	2.0
29079	2537.0	3708.0
29078	1000.0	677.0
56623	690.0	259.0
56624	21.0	137.0
29071	1741.0	1692.0
29070	580.0	1502.0
29075	33.0	3.0
29074	1606.0	4720.0
29072	7983.0	5094.0
163732	529.0	5753.0
200845	720.0	1715.0
148103	314.0	204.0
200844	44.0	163.0
440482	23.0	57.0
151742	3977.0	7085.0
163720	50.0	393.0
148113	32.0	194.0
440465	988.0	2205.0
29057	15.0	5.0
148109	5.0	1.0
29058	10235.0	7804.0
56647	2143.0	2701.0
56648	774.0	161.0
56649	1.0	637.0
440419	0.0	0.0
440416	187.0	76.0
8303	6084.0	4252.0
643157	0.0	0.0
200879	197.0	233.0
440406	0.0	5.0
8301	25528.0	12615.0
643155	2681.0	6506.0
8302	11.0	1.0
440400	277.0	135.0
199675	10.0	5.0
8310	1092.0	4946.0
124093	14.0	267.0
8314	3444.0	2548.0
8315	2351.0	2556.0
8312	1056.0	2623.0
342096	0.0	1.0
8313	873.0	584.0
440435	13.0	15.0
643160	5.0	0.0
643161	0.0	2.0
643159	9.0	17.0
8309	1065.0	3593.0
8321	2823.0	1375.0
8322	30070.0	2347.0
8320	89.0	51.0
8325	878.0	812.0
8326	76.0	1.0
8323	2340.0	909.0
8324	3269.0	646.0
440423	231.0	572.0
200894	983.0	1676.0
643171	0.0	1.0
200895	948.0	910.0
8318	31.0	530.0
8317	150.0	711.0
8332	0.0	1.0
692110	0.0	1.0
8333	0.0	0.0
692111	1.0	0.0
8330	0.0	0.0
8331	0.0	1.0
8336	0.0	18.0
8337	0.0	1.0
8334	1265.0	5543.0
8335	1.0	2.0
148046	28.0	74.0
106481699	1.0	0.0
643182	0.0	0.0
643180	180.0	85.0
643181	0.0	5.0
8329	0.0	35.0
8328	10.0	1.0
8343	1.0	21.0
643198	0.0	0.0
8344	1.0	13.0
8341	38.0	199.0
8342	1.0	2.0
8347	57.0	494.0
8348	1.0	4.0
643199	0.0	0.0
8345	5.0	17.0
8346	0.0	0.0
692106	0.0	0.0
692107	0.0	0.0
161003	0.0	1.0
692108	1.0	1.0
692109	4.0	1.0
643193	0.0	0.0
8340	1.0	4.0
8338	1.0	2.0
8339	5.0	288.0
8354	0.0	0.0
8355	2.0	5.0
8352	0.0	2.0
8353	17.0	331.0
8358	0.0	3.0
8359	0.0	0.0
8356	0.0	1.0
8357	13.0	130.0
222235	74.0	74.0
106481679	0.0	0.0
222236	1341.0	2176.0
106481677	3.0	3.0
222234	303.0	321.0
106481678	0.0	1.0
8350	1.0	0.0
8351	0.0	141.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	1.0	0.0
106481684	0.0	0.0
106481685	0.0	5.0
8349	455.0	442.0
8365	54.0	524.0
8366	1.0	0.0
8363	0.0	5.0
8364	1.0	11.0
8369	0.0	0.0
163688	7.0	49.0
8367	1.0	15.0
8368	0.0	0.0
106481688	0.0	0.0
222223	2276.0	2944.0
106481689	1.0	0.0
8361	0.0	0.0
222229	328.0	726.0
8362	2.0	14.0
8360	0.0	10.0
106481693	0.0	0.0
106481694	6.0	0.0
106481691	5.0	3.0
106481692	1.0	0.0
106481697	0.0	2.0
106481698	0.0	0.0
106481695	3.0	3.0
106481696	0.0	0.0
342035	1575.0	478.0
344697	9.0	19.0
106481690	1.0	0.0
728310	2.0	0.0
285830	207.0	77.0
8379	908.0	890.0
93556	32.0	0.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	715.0	585.0
106481655	0.0	0.0
285834	17.0	0.0
222256	292.0	26.0
106481656	0.0	1.0
8372	69.0	133.0
93550	403.0	1080.0
8373	2.0	3.0
106481659	1.0	0.0
8370	3.0	21.0
728315	1.0	2.0
81577	1298.0	841.0
106481660	0.0	0.0
81578	289.0	134.0
106481661	0.0	0.0
81579	2709.0	5277.0
81573	1781.0	1823.0
106481664	1.0	1.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	3382.0	906.0
106481662	0.0	0.0
81576	631.0	720.0
106481663	20.0	6.0
81570	636.0	1084.0
100271178	0.0	3.0
81571	294.0	821.0
81572	621.0	1413.0
645715	27.0	39.0
8387	4.0	15.0
8388	0.0	0.0
728300	9.0	5.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	1.0
106481667	0.0	0.0
81559	676.0	6054.0
8383	0.0	0.0
285848	0.0	52.0
8384	0.0	0.0
285849	51.0	91.0
8382	101.0	583.0
81566	2103.0	3705.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	434.0	269.0
81569	0.0	3.0
106481670	0.0	0.0
81562	1581.0	4243.0
106481675	0.0	0.0
81563	7832.0	782.0
246243	1129.0	1198.0
100271168	3.0	8.0
106481676	0.0	0.0
106481673	2.0	1.0
81565	3167.0	1469.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	4.0	3.0
100271163	0.0	0.0
100271162	0.0	2.0
8398	778.0	503.0
8399	6.0	76.0
8396	7590.0	8591.0
285852	0.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	6462.0	12545.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2865.0	10881.0
106481639	0.0	0.0
8395	477.0	136.0
8392	2.0	1.0
106481637	0.0	2.0
106481638	0.0	0.0
100271158	2.0	0.0
106481642	7.0	14.0
106481643	0.0	0.0
246210	4.0	2.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	3.0	0.0
246213	1.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	29.0	61.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	2.0	10.0
100271142	0.0	1.0
344658	0.0	0.0
100271145	0.0	0.0
645745	1.0	0.0
344653	0.0	2.0
100271141	0.0	0.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	473.0	484.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	376.0	2805.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	1.0	3.0
283209	842.0	620.0
283208	116.0	394.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	5.0
100271132	39.0	3.0
100271131	0.0	0.0
100271133	1.0	0.0
100271130	0.0	0.0
93587	415.0	1804.0
645771	8.0	11.0
93589	355.0	79.0
106481624	6.0	10.0
285800	16.0	3.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	3.0	0.0
106481628	0.0	0.0
106481629	5.0	1.0
106481626	0.0	0.0
106481627	1.0	0.0
100271129	1.0	0.0
246283	0.0	0.0
246285	23.0	1.0
106481631	0.0	0.0
100271125	1.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	888.0	3038.0
645784	111.0	42.0
100271118	2.0	0.0
100271117	0.0	0.0
100271119	2.0	0.0
100271114	1.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	12.0	17.0
643115	3.0	9.0
100271111	0.0	0.0
106481608	4.0	0.0
106481609	0.0	0.0
645798	2.0	4.0
643136	6.0	25.0
106481602	1.0	0.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	21.0	41.0
100271106	0.0	4.0
106481610	0.0	0.0
100271105	1.0	0.0
643126	2.0	2.0
199699	14.0	14.0
728393	0.0	0.0
100128899	4.0	1.0
728395	0.0	0.0
114625	1864.0	6495.0
54112	31.0	24.0
56776	59.0	3.0
283248	54.0	151.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	22.0	3.0
100128890	37.0	12.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	6.0	10.0
114614	37.0	15.0
283238	0.0	31.0
100190800	93.0	28.0
283237	830.0	906.0
283236	0.0	0.0
283234	474.0	162.0
728381	1.0	1.0
283232	877.0	1445.0
728380	3.0	4.0
100128881	37.0	29.0
100128880	0.0	1.0
692099	435.0	157.0
114609	502.0	770.0
29128	29.0	1907.0
29123	6101.0	4423.0
344709	1.0	0.0
29122	16.0	1.0
29121	560.0	1159.0
283229	558.0	2460.0
29127	805.0	4798.0
29126	230.0	50.0
29125	61.0	12.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	4.0	3.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	1130.0	1199.0
54149	1795.0	961.0
54148	1019.0	1161.0
54147	0.0	0.0
283212	45.0	383.0
692091	0.0	0.0
692092	0.0	0.0
692093	7.0	2.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	1.0	4.0
100128857	1.0	0.0
100271093	0.0	0.0
100271092	0.0	1.0
728350	11.0	34.0
285872	1.0	1.0
100128853	2.0	10.0
29109	1594.0	858.0
29108	451.0	1579.0
285877	0.0	0.0
29107	379.0	772.0
285878	0.0	2.0
29106	40.0	0.0
728358	0.0	0.0
29101	5330.0	16151.0
29100	757.0	974.0
29105	931.0	837.0
29104	867.0	1246.0
29103	2734.0	2230.0
29102	3543.0	6305.0
100271098	2.0	2.0
283284	52.0	145.0
728343	0.0	0.0
728342	5.0	8.0
100128849	0.0	0.0
728344	1.0	6.0
100271081	1.0	2.0
100128845	0.0	0.0
728340	144.0	496.0
285888	1.0	0.0
29119	138.0	9.0
107057644	29.0	4.0
29118	29.0	8.0
107057647	0.0	0.0
114655	1.0	1.0
29117	4009.0	2532.0
107057646	5.0	0.0
114657	0.0	0.0
114659	390.0	246.0
126638	0.0	0.0
54165	2372.0	5233.0
126637	0.0	0.0
29110	2129.0	3409.0
29116	3571.0	3322.0
29115	2437.0	3307.0
29114	0.0	1.0
29113	8.0	3.0
100271087	26.0	10.0
100271089	0.0	0.0
100271085	1.0	1.0
100128836	8.0	9.0
728378	4.0	1.0
728377	331.0	689.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	0.0	1.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1957.0	3723.0
81793	98.0	20.0
81794	1121.0	254.0
81796	24.0	2.0
81790	1603.0	1057.0
100271076	0.0	1.0
283267	1225.0	379.0
91107	1394.0	1157.0
100128830	1.0	1.0
81792	2227.0	2078.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	1.0	5.0
728361	0.0	1.0
100128822	342.0	119.0
728369	0.0	0.0
81786	138.0	57.0
54187	1475.0	2798.0
81788	168.0	930.0
81789	516.0	973.0
283257	0.0	0.0
100271065	0.0	0.0
645700	1.0	0.0
283254	184.0	469.0
126695	134.0	743.0
148003	0.0	0.0
378108	9.0	3.0
151649	27.0	23.0
151648	20.0	500.0
151647	0.0	18.0
151645	56.0	46.0
200909	0.0	0.0
200916	624.0	714.0
148014	7.0	12.0
151658	4.0	0.0
151651	140.0	115.0
56704	127.0	941.0
148022	649.0	1825.0
126669	3893.0	535.0
126668	287.0	13.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	0.0	0.0
200931	289.0	371.0
200933	1222.0	4110.0
126661	210.0	317.0
56729	6.0	0.0
283298	3728.0	505.0
283297	0.0	0.0
136051	326.0	560.0
138639	730.0	1213.0
692076	3.0	5.0
391121	0.0	0.0
391120	0.0	0.0
391123	4.0	7.0
200942	2150.0	610.0
440577	21.0	46.0
440574	1769.0	1333.0
56731	1959.0	3123.0
100126270	3.0	6.0
692084	0.0	0.0
692085	0.0	0.0
692086	11.0	13.0
138649	46.0	74.0
200959	0.0	1.0
200958	46.0	8.0
391135	10.0	12.0
440567	62.0	16.0
391139	7.0	23.0
440563	0.0	2.0
440561	0.0	0.0
151613	2387.0	3618.0
692072	0.0	0.0
692075	6.0	7.0
692057	0.0	0.0
692058	0.0	0.0
124056	0.0	1.0
81706	96.0	14.0
391104	0.0	1.0
391107	0.0	0.0
391106	0.0	0.0
81704	3457.0	1148.0
391109	0.0	0.0
440595	211.0	214.0
56751	1.0	0.0
692063	0.0	0.0
8402	2063.0	1829.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	163.0	327.0
391114	0.0	0.0
124044	162.0	305.0
391115	0.0	0.0
440585	8.0	337.0
391117	0.0	0.0
440584	11.0	55.0
391119	0.0	0.0
54101	522.0	326.0
151636	3872.0	7372.0
440590	29.0	2158.0
54103	1239.0	1689.0
54102	1562.0	136.0
54108	1415.0	2440.0
54107	3292.0	3500.0
54106	4.0	0.0
692053	4.0	2.0
391040	3.0	7.0
645683	18.0	8.0
8410	0.0	0.0
645682	1.0	1.0
645688	2.0	5.0
391044	2.0	3.0
645687	1.0	1.0
8411	6386.0	2565.0
645686	0.0	0.0
8412	2298.0	1113.0
391045	24.0	1.0
440533	0.0	0.0
8406	6344.0	362.0
8407	22255.0	25553.0
8404	67938.0	14681.0
8405	4326.0	8358.0
8408	2548.0	4722.0
8409	1664.0	1857.0
391051	3.0	1.0
8420	388.0	562.0
