id	a0c9781b-0c1e-4dc0-a3f6-84e938b07641	4a775326-e623-47d4-b105-d32fc21afb8a
10169	17363.0	83344.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1244.0	1532.0
100873801	0.0	0.0
100128385	11.0	93.0
100287755	0.0	4.0
165257	0.0	3.0
200232	2.0	6.0
100287745	13.0	13.0
1503	654.0	1767.0
1501	19.0	68.0
1500	33553.0	592851.0
1509	14825.0	27161.0
1508	37485.0	29475.0
1506	0.0	2.0
1504	0.0	0.0
1514	6982.0	1012.0
1513	8916.0	1271.0
1512	1600.0	3900.0
1511	289.0	2.0
1510	0.0	1.0
346606	1.0	0.0
1519	3155.0	3824.0
1518	0.0	0.0
1517	1.0	0.0
1515	20.0	847.0
100287725	1.0	5.0
100287722	13.0	12.0
1525	79.0	2040.0
1524	171.0	274.0
1523	6510.0	2476.0
1522	9581.0	15901.0
1521	113.0	37.0
1520	1493.0	5470.0
200261	0.0	0.0
1528	20569.0	1499.0
1527	0.0	0.0
100287718	0.0	2.0
728992	10.0	28.0
100287715	0.0	0.0
728990	0.0	0.0
165215	732.0	671.0
728996	1.0	1.0
1536	908.0	486.0
1535	1218.0	4969.0
1534	1626.0	7916.0
1539	0.0	0.0
1538	0.0	1.0
1537	7351.0	3254.0
100287708	0.0	0.0
153222	4880.0	1042.0
1550	0.0	0.0
1545	913.0	670.0
1544	2.0	4.0
1543	1.0	0.0
1540	4110.0	3766.0
1549	9.0	0.0
1548	371.0	5.0
1558	19.0	28.0
1557	3.0	0.0
1556	46.0	33.0
200298	7.0	2.0
1555	1.0	0.0
1553	0.0	0.0
1551	9.0	16.0
1559	24.0	2.0
153241	2622.0	538.0
1572	0.0	1.0
1571	38.0	10.0
1568	3.0	3.0
1565	23.0	12.0
1564	15.0	6.0
1562	42.0	3.0
100131828	0.0	3.0
1583	163.0	11.0
1582	20.0	3.0
1581	13.0	9.0
1580	2888.0	73.0
1579	15.0	0.0
1577	539.0	73.0
1576	131.0	2.0
1573	39.0	1863.0
285203	3848.0	3206.0
1594	9.0	187.0
285205	4.0	0.0
1593	2087.0	8115.0
1592	3.0	2.0
1591	22.0	1005.0
1590	6.0	3.0
10307	560.0	250.0
1589	0.0	1.0
1588	13.0	9.0
10309	5.0	1.0
1587	0.0	0.0
1586	32.0	2.0
10308	500.0	1057.0
1585	0.0	0.0
1584	0.0	0.0
100131842	2.0	1.0
10301	214.0	662.0
100131846	2.0	0.0
10300	979.0	970.0
10302	1149.0	793.0
100287692	0.0	0.0
1596	1.0	0.0
1595	136.0	105.0
100131855	0.0	0.0
285220	15.0	0.0
285224	0.0	0.0
101180898	3.0	6.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	20.0	3.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	6.0	17.0
100131881	0.0	0.0
100131893	1.0	0.0
100131897	60.0	72.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	16728.0	1594.0
10371	1877.0	44.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	2.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	8981.0	6989.0
100128252	783.0	1320.0
100873835	0.0	0.0
285282	4380.0	1382.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	3.0	0.0
100873832	0.0	0.0
10379	95.0	20.0
285286	17.0	6.0
10381	4.0	4.0
10380	1866.0	3462.0
10383	10003.0	10317.0
10382	14.0	196.0
118813	1025.0	474.0
102466906	0.0	0.0
118812	273.0	397.0
100885800	1.0	6.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	1.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	2.0
10385	410.0	869.0
100873820	0.0	0.0
10384	1973.0	1232.0
10389	199.0	171.0
100873824	2.0	6.0
10388	233.0	1491.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	3.0	0.0
645065	0.0	0.0
100128237	0.0	3.0
10350	5522.0	491.0
102466918	0.0	0.0
442582	234.0	90.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	85.0	23.0
10352	1571.0	8876.0
100873853	0.0	0.0
10351	16694.0	33.0
100873852	0.0	0.0
10354	756.0	435.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	1.0	5.0
790952	28.0	2.0
100873857	0.0	0.0
10355	1.0	1.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	9.0	74.0
790955	589.0	205.0
100873854	0.0	0.0
131831	2.0	2.0
100128227	3.0	2.0
10361	13.0	60.0
10360	166.0	553.0
645073	0.0	0.0
442572	6.0	19.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1692.0	1218.0
100873842	0.0	0.0
10362	1956.0	2802.0
100873841	0.0	0.0
10365	9889.0	1159.0
100873840	0.0	0.0
10367	5077.0	1920.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	2.0	1.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	1.0
285231	7.0	2.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1267.0	1315.0
100128217	0.0	0.0
503838	7.0	16.0
503837	0.0	0.0
503834	4.0	0.0
645084	6.0	10.0
503835	3.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	2.0	3.0
503840	0.0	0.0
100885850	1.0	2.0
116211	2.0	0.0
100873875	0.0	0.0
10330	896.0	4585.0
100873874	0.0	7.0
10332	2.0	0.0
100873873	0.0	0.0
10331	121.0	4260.0
100873872	0.0	0.0
100873879	0.0	0.0
10333	88.0	155.0
100873878	0.0	0.0
10336	2761.0	2420.0
100873877	0.0	0.0
10335	2206.0	349.0
285242	0.0	0.0
100885848	16.0	127.0
100873860	0.0	5.0
118856	10.0	1.0
645094	17.0	10.0
10349	1333.0	368.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	2.0	0.0
10340	0.0	0.0
10343	69.0	53.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	5586.0	12115.0
100873861	0.0	0.0
100131801	721.0	1391.0
10345	1170.0	0.0
10344	29.0	9.0
100873867	0.0	0.0
10347	1474.0	216.0
100873866	0.0	0.0
10346	3087.0	921.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	3.0
100873890	3.0	0.0
10316	1209.0	32.0
10318	19011.0	2708.0
10317	9.0	178.0
10319	70.0	20.0
100873897	0.0	1.0
100131810	1.0	0.0
100873896	7.0	6.0
100873895	0.0	0.0
100873894	27.0	8.0
10312	1221.0	820.0
10311	3824.0	1962.0
100131814	34.0	107.0
10314	8000.0	5472.0
100873899	1.0	3.0
10313	43815.0	19262.0
100131816	3.0	0.0
100873898	0.0	0.0
285266	273.0	272.0
285267	265.0	160.0
100873882	0.0	0.0
285268	1902.0	2038.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	27.0	139.0
100885864	0.0	0.0
100885866	48.0	22.0
102466967	0.0	0.0
10327	3893.0	3661.0
10326	36.0	38.0
10329	938.0	1287.0
10328	1204.0	2800.0
442523	2.0	26.0
442524	122.0	67.0
442525	2.0	0.0
100873886	0.0	2.0
100873885	0.0	0.0
10321	33.0	853.0
100873884	0.0	0.0
10320	289.0	369.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1395.0	1708.0
100873889	0.0	1.0
100131825	146.0	9.0
10325	1045.0	984.0
100873888	1.0	2.0
100131827	383.0	450.0
100873887	2.0	0.0
10324	8.0	56.0
344178	0.0	0.0
102466972	0.0	0.0
116135	14.0	2.0
102466985	0.0	0.0
344167	0.0	2.0
102466984	0.0	0.0
128102	13.0	48.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	303.0	706.0
116123	0.0	0.0
102466995	0.0	0.0
116113	5358.0	20541.0
83259	0.0	0.0
116115	555.0	728.0
344148	230.0	641.0
128153	43.0	359.0
645001	3.0	3.0
10291	9809.0	4405.0
645000	1.0	8.0
10290	344.0	566.0
10293	88.0	169.0
10295	2905.0	901.0
10294	8212.0	5976.0
100128292	12.0	11.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	2.0
116179	0.0	1.0
100873919	0.0	0.0
100873918	5.0	0.0
100873917	1.0	0.0
10297	142.0	20.0
10296	2533.0	1335.0
100128299	2.0	12.0
10299	12579.0	4763.0
10298	757.0	3856.0
100873912	13.0	31.0
100873911	0.0	0.0
116173	10.0	24.0
100873910	0.0	0.0
645015	0.0	4.0
200315	34.0	2.0
200316	118.0	309.0
200312	564.0	564.0
100873904	0.0	0.0
100873902	3.0	9.0
100873909	0.0	0.0
100873907	7.0	36.0
100873906	0.0	0.0
100873901	0.0	1.0
100128285	24.0	37.0
100873900	0.0	0.0
645024	2.0	0.0
100775107	10.0	3.0
10270	1688.0	1244.0
645027	16.0	0.0
10273	1909.0	402.0
100775104	94.0	62.0
10272	4455.0	210.0
100008586	0.0	0.0
116149	10.0	16.0
100873938	1.0	0.0
100873937	1.0	6.0
116154	13.0	172.0
100873935	0.0	4.0
116159	5063.0	19545.0
100873939	0.0	9.0
100873930	0.0	5.0
10274	3804.0	1706.0
10277	6634.0	5463.0
10276	8321.0	9155.0
10279	99.0	1775.0
100873934	1.0	5.0
10278	1978.0	3271.0
100873933	0.0	0.0
116151	10209.0	28298.0
100873932	35.0	0.0
116150	1820.0	3392.0
100128275	2.0	2.0
10280	2884.0	3652.0
10282	1535.0	3890.0
10281	0.0	0.0
10284	8970.0	9355.0
647696	1.0	0.0
10283	1964.0	684.0
116138	6333.0	8771.0
645030	3.0	0.0
1602	761.0	34.0
1601	7689.0	5593.0
100873926	0.0	0.0
1600	183.0	34.0
100128260	2.0	0.0
116143	84.0	204.0
100873924	10.0	6.0
100873929	0.0	0.0
100873928	1.0	1.0
10286	2669.0	1516.0
10285	2156.0	1136.0
1609	680.0	198.0
100128266	1.0	0.0
1608	99.0	60.0
10288	109.0	35.0
1607	34.0	6.0
10287	230.0	607.0
1606	468.0	318.0
100873923	5.0	3.0
10289	2849.0	1508.0
1605	7144.0	6283.0
100128262	21.0	7.0
100873922	1.0	1.0
1604	5406.0	19137.0
100873921	0.0	1.0
1603	6056.0	6200.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	3.0	1.0
319133	42.0	13.0
319134	6.0	9.0
100287635	0.0	0.0
319130	1.0	6.0
319139	0.0	0.0
319135	1.0	0.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	21.0	3.0
1613	1646.0	1470.0
200350	4.0	8.0
1612	1411.0	163.0
1611	5038.0	7063.0
165140	51.0	5.0
1610	0.0	0.0
552889	7211.0	13885.0
1618	5.0	4.0
1617	0.0	0.0
1616	3304.0	4052.0
1615	6662.0	5470.0
319142	0.0	0.0
319143	8.0	0.0
319144	1.0	1.0
319145	0.0	2.0
100287625	0.0	0.0
1624	1.0	0.0
1623	1.0	1.0
1622	15847.0	48804.0
1621	4.0	0.0
1620	20.0	557.0
1629	4196.0	1462.0
552879	0.0	0.0
1628	1412.0	317.0
1627	3847.0	2372.0
319111	1.0	0.0
128178	12.0	13.0
319112	4.0	3.0
100287616	242.0	1026.0
393046	0.0	1.0
319117	1.0	4.0
319118	2.0	0.0
319114	2.0	4.0
1635	3946.0	6327.0
200373	120.0	124.0
1634	137872.0	4320.0
1633	1033.0	1167.0
1632	2391.0	733.0
552860	1.0	8.0
1630	16.0	435.0
1639	10498.0	3204.0
1638	104.0	107.0
1636	2256.0	432.0
319122	3.0	0.0
319123	0.0	1.0
100287603	0.0	0.0
319128	1.0	10.0
319129	5.0	8.0
1646	22299.0	34.0
1645	18589.0	115.0
1644	7.0	4.0
1643	748.0	375.0
85824	3.0	19.0
1642	18788.0	7257.0
1641	66.0	117.0
552859	0.0	6.0
1649	1471.0	610.0
1647	1428.0	302.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	162.0	2.0
1660	11030.0	7384.0
1657	5880.0	1504.0
1656	12999.0	17996.0
1655	41413.0	14469.0
1654	43728.0	13641.0
1653	12277.0	8187.0
1652	1805.0	1117.0
346708	0.0	0.0
1650	7376.0	18061.0
346702	11.0	6.0
1659	3121.0	1487.0
319100	0.0	2.0
319101	2.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	1.0
1668	3.0	0.0
1667	0.0	0.0
1666	13606.0	3671.0
1665	6106.0	3931.0
1663	931.0	1243.0
1662	1665.0	1005.0
1661	2.0	0.0
1669	1.0	0.0
1678	307.0	467.0
1677	202.0	397.0
1676	3714.0	2614.0
1675	18357.0	48.0
1674	5579.0	0.0
1673	0.0	0.0
1672	5.0	56.0
153129	630.0	330.0
1690	267.0	78.0
165100	0.0	0.0
1687	439.0	618.0
85865	1854.0	3366.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	1.0	2.0
10415	0.0	6.0
10417	3672.0	2112.0
493861	179.0	18.0
493860	5.0	16.0
100287591	0.0	0.0
10419	2170.0	690.0
10418	9131.0	2000.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2079.0	340.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	10.0	34.0
10411	3372.0	200.0
10410	13232.0	15551.0
100873559	0.0	2.0
10413	20164.0	4016.0
100873558	0.0	0.0
10412	6618.0	3108.0
100873557	0.0	1.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1962.0	1234.0
442266	4.0	0.0
10425	5639.0	2479.0
442267	1.0	7.0
10428	3004.0	5699.0
10427	5225.0	2611.0
100861573	0.0	2.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	373.0	239.0
100873543	1.0	2.0
100873542	0.0	2.0
10422	2132.0	1660.0
493856	993.0	2151.0
100873549	1.0	0.0
10421	2860.0	1056.0
100873548	0.0	0.0
100131726	1.0	4.0
10424	15855.0	9408.0
100873547	0.0	1.0
10423	5696.0	5719.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	14.0	2.0
100873576	2.0	3.0
100873575	1.0	0.0
100873579	0.0	1.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	2.0	9.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	1.0	1.0
100287567	0.0	0.0
10404	5327.0	4848.0
10403	41.0	642.0
10406	70.0	2509.0
10408	1.0	1.0
10407	0.0	0.0
100131740	1.0	0.0
10409	457.0	259.0
100873567	0.0	0.0
100131743	2.0	6.0
100873566	0.0	11.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1926.0	486.0
10402	1610.0	5023.0
100873569	0.0	0.0
10401	1555.0	3144.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	9.0	2.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	17.0	5.0
442240	3.0	1.0
442242	1.0	5.0
100287551	11.0	6.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	1.0	1.0
442239	0.0	0.0
100131755	784.0	1580.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	1.0	7.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	2.0	8.0
442232	1.0	3.0
100131760	9.0	1.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	2.0	0.0
493812	1810.0	1075.0
442260	0.0	0.0
442262	0.0	1.0
442255	1.0	0.0
442256	0.0	0.0
442257	1.0	0.0
442258	189.0	136.0
100131775	1.0	0.0
100131777	0.0	48.0
100287528	0.0	0.0
442252	1.0	0.0
100287520	0.0	18.0
442253	2.0	2.0
442245	0.0	0.0
442247	6.0	2.0
442249	0.0	0.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	1.0
10491	33677.0	5272.0
100128139	0.0	11.0
10490	14927.0	2249.0
10493	18455.0	4042.0
10492	11939.0	19465.0
10495	1171.0	1195.0
100128135	11.0	0.0
10494	4795.0	2130.0
10497	5304.0	2048.0
100128136	0.0	0.0
10499	4963.0	5132.0
128506	0.0	2.0
10498	1813.0	1843.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	5.0	8.0
116512	1.0	0.0
116519	1.0	0.0
105419997	0.0	2.0
100128126	13.0	51.0
100861506	0.0	0.0
10471	1054.0	1764.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	1.0	0.0
442221	0.0	0.0
442211	0.0	0.0
442213	72.0	27.0
442215	0.0	1.0
442216	2.0	1.0
116511	14.0	0.0
442217	1.0	1.0
442218	0.0	0.0
10473	2508.0	2826.0
10472	1381.0	768.0
100533177	1.0	0.0
10475	2063.0	4220.0
100533178	0.0	0.0
100128115	2.0	4.0
10474	3618.0	3523.0
100533179	6.0	0.0
10477	4343.0	8351.0
10476	7413.0	3967.0
10479	1707.0	623.0
10478	1416.0	3096.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	7705.0	9803.0
100861516	0.0	0.0
100861517	6.0	20.0
10482	3413.0	2440.0
100861518	3.0	3.0
10481	14.0	512.0
100861519	1.0	1.0
100861513	2.0	2.0
100861514	0.0	2.0
102466806	0.0	0.0
100861515	29.0	12.0
100861510	4.0	6.0
442210	6.0	0.0
100533181	0.0	0.0
100533182	40.0	165.0
442204	2.0	1.0
442205	0.0	0.0
10484	11871.0	1100.0
100128102	0.0	0.0
10483	2876.0	5363.0
10486	4729.0	578.0
10485	3.0	7.0
100128103	0.0	0.0
10488	2323.0	2991.0
10487	18612.0	6889.0
100533184	1.0	0.0
10489	5185.0	2623.0
128553	2730.0	457.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	724.0	893.0
10458	479.0	534.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	307.0	4636.0
100873512	0.0	0.0
10450	2272.0	1125.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1604.0	1339.0
10455	5468.0	756.0
100873516	0.0	0.0
10454	1359.0	1333.0
100873515	0.0	0.0
10457	15692.0	2351.0
100873514	1.0	4.0
10456	5182.0	6098.0
100873513	0.0	0.0
346389	286.0	1289.0
10460	405.0	431.0
100861530	3.0	21.0
100873509	0.0	0.0
10469	1601.0	1020.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	172.0	50.0
100873501	0.0	0.0
10461	342.0	107.0
100873500	0.0	0.0
10464	1095.0	1670.0
10463	4274.0	3330.0
10466	3572.0	4383.0
100873505	0.0	0.0
10465	766.0	1660.0
100873504	0.0	0.0
10468	1168.0	138.0
100873503	1.0	0.0
10467	2506.0	6193.0
100873502	3.0	0.0
100873530	0.0	0.0
100861549	16.0	14.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	370.0	663.0
100861541	48.0	74.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	0.0
10437	7.0	7.0
10436	727.0	1128.0
10439	665.0	46.0
10438	782.0	527.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2221.0	9723.0
100873531	1.0	0.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	2260.0	2176.0
10435	3594.0	200.0
100873536	7.0	13.0
10434	2176.0	2927.0
100873535	0.0	1.0
116535	1783.0	21.0
100861556	0.0	3.0
116534	8.0	15.0
100861552	0.0	0.0
100861553	0.0	4.0
100861554	2.0	7.0
100861555	14.0	8.0
10447	1404.0	3044.0
100873529	0.0	0.0
116540	124.0	39.0
100861550	0.0	0.0
10449	17964.0	8183.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1524.0	680.0
10440	3015.0	3865.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	1.0	0.0
100873520	0.0	0.0
10444	5947.0	3942.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	5127.0	5890.0
10446	290.0	2011.0
100873525	0.0	0.0
10445	2166.0	1651.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	4267.0	995.0
100533111	5.0	11.0
102466866	0.0	0.0
102466865	0.0	0.0
102466864	0.0	0.0
128467	0.0	5.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	1.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	16.0	242.0
100128190	0.0	0.0
100533107	50.0	20.0
153443	619.0	461.0
100533105	9.0	5.0
647532	0.0	0.0
100533106	50.0	34.0
102466889	0.0	0.0
116461	1582.0	2672.0
100128181	0.0	0.0
100128183	3.0	4.0
102466880	0.0	0.0
128439	338.0	285.0
106182249	1.0	0.0
100128179	0.0	0.0
83394	133.0	58.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	4101.0	1294.0
128497	5.0	6.0
647569	1.0	0.0
10392	1062.0	565.0
10391	3345.0	226.0
10394	0.0	0.0
10393	666.0	812.0
10396	1083.0	339.0
10395	33744.0	741.0
1719	2166.0	221.0
10398	34479.0	25396.0
1718	14732.0	6426.0
100128159	0.0	1.0
10397	26987.0	4174.0
1717	3350.0	48558.0
1716	1305.0	4337.0
10399	43597.0	58434.0
128486	4604.0	1069.0
128488	0.0	12.0
128481	1.0	6.0
100508120	206.0	236.0
1723	893.0	452.0
100128140	6.0	6.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	1.0	3.0
1729	3225.0	2681.0
1728	8593.0	1857.0
1727	30305.0	14377.0
1725	1755.0	1313.0
100287512	1.0	1.0
100287513	0.0	0.0
1734	262.0	146.0
1733	5.0	6.0
1731	224.0	110.0
1730	5806.0	1344.0
1739	8849.0	4101.0
1738	14776.0	5655.0
1737	7402.0	1304.0
1736	2188.0	4239.0
1735	69.0	0.0
100287505	0.0	5.0
751580	35.0	2.0
100287502	0.0	0.0
202658	1.0	0.0
1745	3.0	6.0
1743	14880.0	2006.0
1742	521.0	249.0
1741	491.0	3113.0
1740	269.0	307.0
1749	29.0	24.0
1748	35.0	58.0
1747	9.0	210.0
1746	0.0	0.0
200008	2.0	0.0
200010	38.0	29.0
1756	11617.0	6405.0
1755	2.0	23.0
1750	7.0	0.0
1759	984.0	248.0
1758	0.0	3.0
1757	59.0	54.0
1770	429.0	6.0
200014	2255.0	659.0
1767	24.0	5.0
1763	236.0	114.0
1762	1380.0	1014.0
1761	0.0	8.0
1760	1662.0	266.0
1769	3.0	5.0
1768	53.0	118.0
153478	38.0	1037.0
1781	7495.0	4675.0
1780	232.0	2779.0
200025	0.0	2.0
1778	35695.0	9969.0
1777	2670.0	3205.0
1776	567.0	9.0
1775	8.0	11.0
1774	775.0	396.0
1773	924.0	506.0
200030	706.0	677.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	0.0	8.0
1791	1.0	0.0
442195	5.0	0.0
200035	129.0	130.0
442197	9.0	6.0
1789	120.0	293.0
442189	0.0	0.0
1788	1230.0	2095.0
1787	634.0	517.0
1786	1579.0	1074.0
1785	5358.0	2371.0
1783	13204.0	5379.0
1798	1759.0	3134.0
1797	413.0	1317.0
1796	2196.0	33.0
1795	59.0	54.0
1794	349.0	186.0
1793	8030.0	2147.0
101180976	0.0	0.0
493753	1515.0	2479.0
550112	420.0	1031.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	1.0
503635	0.0	0.0
503638	14.0	28.0
503637	0.0	0.0
10536	685.0	253.0
503643	2.0	2.0
10535	296.0	589.0
100287472	0.0	0.0
10538	17.0	36.0
503645	4.0	0.0
10537	17.0	43.0
100287470	0.0	0.0
10539	3172.0	1625.0
503641	0.0	0.0
503640	3.0	0.0
100873677	0.0	0.0
100873676	2.0	3.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	6727.0	3546.0
493987	3.0	2.0
10534	645.0	489.0
100873679	0.0	1.0
10533	1259.0	1016.0
100873678	3.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	1.0
503632	0.0	0.0
442388	0.0	0.0
503631	1.0	0.0
100287461	2.0	10.0
10549	2915.0	14624.0
503634	0.0	0.0
10548	271.0	138.0
503633	1.0	2.0
503630	3.0	1.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	4480.0	2378.0
10541	9678.0	7837.0
100873664	0.0	0.0
10540	7063.0	5344.0
100873663	0.0	0.0
10542	3074.0	2853.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	1661.0	259.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	4.0	2.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	0.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2104.0	1303.0
10513	6289.0	1372.0
10516	12344.0	4843.0
10518	927.0	242.0
10517	7.0	0.0
10519	3535.0	3443.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	1.0	0.0
100873696	0.0	0.0
100131614	85.0	178.0
100131616	0.0	0.0
10512	12131.0	375.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	3.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	2.0	2.0
503646	0.0	1.0
100287441	0.0	0.0
503648	0.0	0.0
10525	3840.0	6930.0
58503	0.0	166.0
10524	1715.0	594.0
58505	2388.0	10690.0
10527	12221.0	7244.0
58504	67.0	84.0
10526	4951.0	3703.0
10529	919.0	10674.0
10528	4150.0	3855.0
58500	444.0	689.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	4.0	7.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	23056.0	47434.0
10520	424.0	296.0
58506	2758.0	1720.0
10523	1764.0	1732.0
58509	646.0	514.0
58508	10315.0	7252.0
10522	1100.0	1652.0
100033398	0.0	5.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	0.0	0.0
58513	2525.0	1732.0
58516	844.0	14234.0
58510	0.0	0.0
58512	13.0	3.0
58511	6.0	142.0
58517	7160.0	4578.0
105371564	1.0	1.0
100131638	1.0	0.0
58525	3706.0	2743.0
58524	258.0	34.0
10505	1245.0	626.0
58527	286.0	4427.0
58526	3867.0	823.0
10507	550.0	1330.0
100131641	0.0	0.0
10509	767.0	3267.0
58529	41.0	9.0
58528	4670.0	2616.0
10501	921.0	69.0
10500	856.0	265.0
58530	1.0	0.0
442384	0.0	0.0
58538	10.0	8.0
58531	0.0	0.0
58533	5393.0	1361.0
100131656	3.0	0.0
100287404	0.0	0.0
100131661	1.0	3.0
503694	0.0	0.0
503693	135.0	233.0
493913	0.0	0.0
493911	311.0	113.0
751599	0.0	2.0
285033	243.0	379.0
100128017	0.0	0.0
442320	0.0	0.0
116412	34.0	17.0
442317	0.0	0.0
442318	0.0	0.0
442319	125.0	98.0
493901	0.0	0.0
100128015	0.0	2.0
100128010	6.0	4.0
493900	82.0	15.0
