id	95c0cf0b-7077-4a93-9590-3948e55c6e31	f02c6de4-67f9-465e-bbc1-3d48ae377313
58484	89.0	91.0
724026	1.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1645.0	1775.0
724024	0.0	0.0
58486	2716.0	1329.0
58485	2368.0	1977.0
724023	0.0	0.0
58480	3345.0	2400.0
724029	3.0	2.0
200159	1.0	7.0
724028	0.0	0.0
724027	0.0	2.0
58488	785.0	573.0
58487	4133.0	2524.0
200162	90.0	17.0
58489	957.0	1818.0
58495	482.0	543.0
724059	0.0	1.0
58494	3186.0	1042.0
58497	2146.0	4200.0
58496	284.0	43.0
58491	648.0	488.0
58490	2712.0	1863.0
58493	1861.0	1911.0
58492	356.0	521.0
58499	2337.0	976.0
58498	18.0	8.0
200172	26.0	22.0
83451	3195.0	8023.0
83450	618.0	189.0
83452	1139.0	1387.0
153364	696.0	496.0
83448	1597.0	2910.0
200186	2865.0	1972.0
83447	2.0	0.0
200185	625.0	549.0
83449	22.0	15.0
83444	165.0	58.0
83443	2426.0	3998.0
83446	0.0	2.0
83445	9.0	8.0
83440	2849.0	1753.0
83442	3591.0	5515.0
114984	849.0	981.0
114987	574.0	1300.0
391603	0.0	0.0
10657	8706.0	13842.0
126969	1328.0	798.0
10656	751.0	1675.0
10659	4913.0	1161.0
10658	7358.0	6648.0
114990	2100.0	603.0
114991	2190.0	3630.0
10651	1396.0	9216.0
10650	109.0	195.0
10653	15698.0	18082.0
10652	4872.0	5755.0
342667	16908.0	937.0
10655	141.0	16.0
643812	0.0	0.0
342666	16.0	8.0
10654	2418.0	3591.0
136306	52.0	6.0
126961	1.0	0.0
10668	648.0	408.0
10667	950.0	810.0
643827	147.0	15.0
10669	259.0	180.0
10660	0.0	0.0
10661	1.0	18.0
731220	114.0	28.0
138971	0.0	0.0
10664	4786.0	5444.0
10663	85.0	107.0
10666	149.0	192.0
731223	6.0	1.0
10665	1.0	0.0
136319	9611.0	8566.0
163933	27.0	35.0
317691	0.0	0.0
339005	277.0	46.0
10635	192.0	1452.0
10634	2155.0	1692.0
10637	6.0	7.0
10636	516.0	243.0
10638	0.0	0.0
114971	919.0	708.0
10631	4892.0	72963.0
643836	1604.0	2351.0
10630	1203.0	742.0
643837	1187.0	1547.0
10633	116.0	32.0
643834	0.0	0.0
10632	5312.0	4786.0
100124394	0.0	0.0
10645	3814.0	2469.0
10648	1.0	0.0
10647	1241.0	259.0
148304	392.0	602.0
114960	1.0	0.0
10640	4275.0	3915.0
136332	42.0	36.0
10642	6.0	6.0
643847	0.0	0.0
10641	1013.0	688.0
10644	587.0	96.0
10643	0.0	4.0
317671	80.0	90.0
643862	0.0	13.0
391642	0.0	0.0
10609	652.0	1293.0
391647	4.0	1.0
10613	3361.0	3698.0
10612	1577.0	978.0
10615	496.0	3884.0
10614	3704.0	2463.0
10617	3604.0	2865.0
401525	0.0	0.0
10616	3298.0	6786.0
10618	23825.0	13233.0
643854	8.0	0.0
643853	124.0	101.0
643859	0.0	0.0
10611	14704.0	4487.0
10610	1341.0	1959.0
643872	0.0	5.0
643873	297.0	129.0
643870	5.0	9.0
317684	3.0	2.0
391655	1.0	0.0
391657	0.0	0.0
391656	1.0	1.0
317687	1.0	1.0
10623	1498.0	1381.0
10626	578.0	753.0
10625	7664.0	9687.0
10628	109914.0	26250.0
10627	12703.0	8426.0
10629	689.0	364.0
342618	3.0	3.0
643865	0.0	0.0
643866	184.0	51.0
10620	327.0	365.0
10622	153.0	173.0
10621	673.0	662.0
101954275	0.0	0.0
101954276	1.0	1.0
643880	0.0	0.0
101954273	3.0	3.0
643884	0.0	1.0
101954277	2.0	2.0
101954278	13.0	4.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	119.0	134.0
83606	10673.0	4197.0
101954271	0.0	1.0
83605	2196.0	2198.0
101954272	3.0	0.0
83608	519.0	623.0
83607	3033.0	2868.0
151903	1530.0	1153.0
401507	0.0	0.0
317649	3556.0	1513.0
391627	0.0	0.0
401505	626.0	609.0
388007	0.0	0.0
317648	937.0	366.0
100419709	20.0	50.0
100419705	1.0	0.0
643875	1.0	0.0
401509	77.0	63.0
401508	0.0	0.0
101954264	2.0	4.0
138948	32.0	10.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	1.0
102464827	0.0	0.0
391630	0.0	1.0
102464828	0.0	2.0
317662	1742.0	1961.0
100419711	13.0	31.0
102464825	0.0	0.0
56000	5.0	0.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	28.0	76.0
102464824	0.0	1.0
56005	2944.0	2280.0
10602	3419.0	1434.0
56006	1772.0	1401.0
83604	4080.0	1125.0
10603	155.0	600.0
10606	6199.0	15403.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2865.0	6705.0
10608	5844.0	2051.0
10607	2311.0	1423.0
10600	3126.0	2764.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	2923.0	4270.0
102464832	0.0	0.0
100271849	20.0	17.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	2049.0	823.0
112398	1170.0	1017.0
100419735	0.0	0.0
391697	0.0	0.0
391696	3.0	0.0
100419733	0.0	0.0
388021	11.0	72.0
100419734	0.0	0.0
391698	0.0	0.0
100419731	0.0	0.0
100271836	212.0	88.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	6.0
388015	1.0	3.0
101954204	1.0	0.0
199953	901.0	880.0
161357	6.0	9.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	1.0
731275	55.0	40.0
199920	58.0	12.0
222826	20.0	5.0
101929286	17.0	36.0
391670	0.0	1.0
391672	2.0	1.0
161342	24.0	7.0
148398	51.0	675.0
100419758	62.0	22.0
100419751	0.0	0.0
124359	972.0	3347.0
101929293	14.0	2.0
100420752	1.0	0.0
100420754	0.0	0.0
10691	1252.0	1247.0
10690	98.0	8.0
101929212	24.0	16.0
101929218	0.0	0.0
388076	0.0	0.0
388077	1.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	722.0	901.0
10693	338.0	459.0
10692	26.0	5.0
10695	2684.0	3273.0
10694	8367.0	11138.0
10699	60.0	326.0
101929221	0.0	0.0
100420763	0.0	0.0
101929225	4.0	1.0
101929222	44.0	2.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	4256.0	5793.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	8.0	7.0
101929238	0.0	0.0
220213	981.0	809.0
10678	2856.0	1803.0
151987	3871.0	3992.0
10671	1479.0	586.0
10670	4814.0	2183.0
10673	193.0	474.0
10672	3726.0	5132.0
10675	458.0	717.0
10677	416.0	235.0
100419793	0.0	0.0
100420784	0.0	2.0
100420786	1.0	0.0
101929247	1.0	0.0
100420787	3.0	2.0
101929244	0.0	0.0
220202	3.0	2.0
222865	186.0	63.0
10682	3441.0	1892.0
10681	1527.0	650.0
10683	1.0	11.0
10686	44.0	4.0
136371	1.0	2.0
643803	0.0	0.0
10687	277.0	277.0
100419682	0.0	0.0
100420678	8.0	66.0
222894	0.0	0.0
100419687	1.0	0.0
283807	119.0	62.0
653194	0.0	1.0
83598	1.0	1.0
83597	0.0	0.0
653199	130.0	84.0
83594	1400.0	917.0
83593	987.0	1206.0
83596	419.0	894.0
83595	871.0	200.0
83590	1065.0	972.0
653190	76.0	11.0
653192	0.0	0.0
83592	302.0	444.0
83591	309.0	551.0
1909	1848.0	2208.0
100420689	2.0	3.0
1908	394.0	78.0
161291	4044.0	2144.0
653188	4.0	12.0
653189	56.0	95.0
1907	135.0	98.0
1906	857.0	220.0
197258	1500.0	688.0
1903	7290.0	2658.0
197259	678.0	320.0
1902	1648.0	1754.0
1901	5425.0	1237.0
100420681	0.0	0.0
197257	4051.0	37.0
449491	0.0	0.0
100420695	1.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	2975.0	562.0
1917	105.0	793.0
1915	351127.0	584044.0
1912	5679.0	4854.0
1911	790.0	1514.0
101929202	3.0	2.0
101929203	5.0	5.0
199899	0.0	0.0
148281	301.0	21.0
219287	0.0	0.0
161253	30.0	20.0
219285	1584.0	1205.0
283849	276.0	239.0
283848	458.0	22.0
1932	5.0	3.0
283847	6.0	0.0
256227	13.0	4.0
256223	0.0	0.0
1939	4270.0	613.0
1938	146546.0	173560.0
1937	14.0	17.0
1936	6266.0	8854.0
1934	6.0	6.0
1933	15027.0	10805.0
161247	19.0	12.0
219293	395.0	55.0
1943	0.0	13.0
1942	4449.0	2827.0
256236	286.0	446.0
1949	761.0	1529.0
199870	940.0	548.0
1948	2901.0	2307.0
1947	2297.0	1148.0
1946	1808.0	839.0
1945	671.0	1239.0
1944	430.0	514.0
161271	0.0	0.0
1954	4961.0	2980.0
1953	2663.0	1974.0
1952	3931.0	2597.0
1951	310.0	333.0
1950	4388.0	338.0
283820	1219.0	719.0
1959	4820.0	765.0
1958	47731.0	7530.0
1956	13333.0	3054.0
1955	4912.0	3797.0
1965	4358.0	5015.0
1964	5122.0	6304.0
199857	605.0	329.0
1962	1326.0	632.0
1961	8.0	2.0
1960	7408.0	392.0
220296	351.0	0.0
1969	2346.0	520.0
1968	11380.0	10271.0
1967	3305.0	1913.0
114904	523.0	1533.0
114905	405.0	78.0
114907	12649.0	5021.0
114908	11866.0	11954.0
340094	0.0	0.0
643783	226.0	115.0
114900	20.0	2.0
653108	13.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	29553.0	12455.0
1974	21395.0	19345.0
1973	802.0	155.0
283888	7.0	2.0
401447	0.0	0.0
653113	203.0	261.0
1979	18238.0	17247.0
1978	1037.0	549.0
1977	1532.0	2763.0
643790	14.0	42.0
1990	0.0	0.0
256281	883.0	416.0
1987	2.0	0.0
1986	1.0	4.0
1984	11950.0	12327.0
1983	12784.0	11728.0
1982	50793.0	55331.0
283876	152.0	69.0
1981	31305.0	22150.0
1980	24.0	2.0
283871	635.0	360.0
283870	100.0	62.0
105375616	0.0	1.0
340075	51.0	116.0
340073	0.0	0.0
653125	9.0	1.0
401431	187.0	122.0
83528	3.0	0.0
1998	2810.0	2724.0
1997	6162.0	3821.0
283869	7.0	10.0
1996	9.0	125.0
401428	1.0	0.0
83538	129.0	59.0
1995	2.0	546.0
401427	103.0	31.0
283867	0.0	49.0
1994	3631.0	5175.0
1993	42.0	130.0
1992	2465.0	1961.0
1991	25.0	0.0
283860	8.0	0.0
83530	12.0	3.0
340069	6.0	1.0
1999	18224.0	4175.0
105375606	4.0	8.0
340061	2577.0	1521.0
653115	94.0	344.0
653121	509.0	771.0
653122	74.0	74.0
283854	0.0	0.0
653123	0.0	0.0
401491	111.0	18.0
100124412	0.0	0.0
653147	6.0	4.0
401498	0.0	3.0
653149	5.0	316.0
401497	0.0	0.0
401494	612.0	809.0
401492	2046.0	64.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	1.0
114932	3483.0	3660.0
83539	837.0	372.0
83547	758.0	133.0
83546	1.0	1.0
653140	46.0	9.0
83549	1989.0	1596.0
83548	3341.0	1995.0
83543	6255.0	9074.0
653145	134.0	21.0
83544	978.0	561.0
83541	1035.0	938.0
83540	56.0	1360.0
126917	8463.0	1188.0
340037	14.0	2.0
114926	1583.0	5033.0
114928	1588.0	409.0
339044	2.0	0.0
256297	0.0	1.0
401474	1279.0	3124.0
653174	0.0	0.0
653175	3.0	0.0
340024	0.0	1.0
114915	1474.0	762.0
401466	1126.0	2393.0
653162	29.0	23.0
653163	0.0	0.0
283899	2140.0	1236.0
653166	0.0	0.0
283897	209.0	119.0
339145	6.0	5.0
391723	0.0	1.0
391722	13.0	8.0
10778	1881.0	2095.0
10777	3.0	0.0
10772	6253.0	7059.0
340120	3.0	14.0
10771	8108.0	9790.0
10773	676.0	1245.0
10776	11397.0	5536.0
10775	1412.0	1496.0
10788	16494.0	9469.0
391739	1.0	1.0
10781	2808.0	1562.0
10780	728.0	496.0
10783	4711.0	5322.0
10782	2134.0	859.0
10785	525.0	547.0
10787	13432.0	13911.0
10786	2.0	3.0
102606463	695.0	25.0
731308	2.0	1.0
339122	156.0	75.0
339123	2536.0	1162.0
102606462	2.0	1.0
391701	0.0	1.0
391703	0.0	0.0
151827	146.0	41.0
126826	2.0	0.0
643719	25.0	15.0
10755	3077.0	3844.0
151825	1.0	0.0
10758	2671.0	1908.0
126823	165.0	294.0
126820	27.0	19.0
10750	56.0	62.0
10752	4054.0	311.0
10751	0.0	0.0
10753	142.0	431.0
643714	1.0	0.0
138864	0.0	0.0
391712	11.0	5.0
391714	1.0	0.0
114836	104.0	253.0
10767	3086.0	5265.0
10766	5294.0	2937.0
151835	4.0	4.0
10769	5944.0	3532.0
391718	0.0	0.0
10768	12484.0	7206.0
126811	0.0	0.0
643723	23.0	13.0
10761	0.0	167.0
10763	8240.0	6026.0
10762	3645.0	3079.0
10765	5607.0	14920.0
101929179	0.0	4.0
388112	0.0	0.0
339105	113.0	27.0
83707	1288.0	868.0
83706	579.0	555.0
10734	357.0	155.0
10733	205.0	806.0
83714	445.0	227.0
10736	98.0	124.0
401648	2.0	2.0
643739	0.0	1.0
10735	8243.0	8193.0
401647	401.0	51.0
10738	1.0	0.0
401646	0.0	0.0
10737	12.0	8.0
10739	1.0	6.0
376132	0.0	0.0
10730	9464.0	14090.0
101929184	1.0	0.0
10732	922.0	1726.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	18.0	29.0
124221	22.0	14.0
124222	352.0	895.0
114897	3781.0	722.0
114898	92.0	328.0
124220	739.0	1149.0
114899	303.0	749.0
391777	19.0	18.0
10745	526.0	708.0
56104	109.0	18.0
83700	3019.0	1406.0
401638	1.0	1.0
10744	1.0	1.0
56105	151.0	27.0
10747	173.0	37.0
401637	0.0	0.0
56106	421.0	208.0
10746	4695.0	4063.0
56107	280.0	80.0
10749	14018.0	6421.0
56100	323.0	57.0
401634	0.0	0.0
10748	239.0	94.0
56101	399.0	339.0
56102	113.0	35.0
56103	335.0	36.0
643744	3.0	10.0
10741	1999.0	3355.0
56108	112.0	36.0
10740	23.0	684.0
643749	202.0	163.0
56109	270.0	95.0
10743	2893.0	1775.0
342732	5.0	6.0
10742	1948.0	854.0
101929198	61.0	0.0
101929196	0.0	1.0
100420811	0.0	0.0
114884	2118.0	1202.0
317774	0.0	0.0
114885	1864.0	1546.0
401630	0.0	0.0
317772	6.0	1.0
100419821	1.0	1.0
56110	939.0	24.0
317778	0.0	0.0
83729	11.0	10.0
317775	1.0	3.0
83734	599.0	791.0
10712	1121.0	2065.0
83733	528.0	37.0
10714	1903.0	1507.0
126868	63.0	4.0
317769	0.0	0.0
100419829	0.0	2.0
10713	3015.0	3716.0
317768	0.0	0.0
10716	2.0	2.0
100419827	0.0	0.0
56111	508.0	35.0
10715	11.0	97.0
56112	572.0	26.0
56113	808.0	78.0
83732	1236.0	1610.0
10718	39.0	61.0
10717	988.0	583.0
56114	95.0	13.0
388125	184.0	42.0
401629	0.0	0.0
317781	1994.0	742.0
388122	1.0	1.0
83719	2661.0	1280.0
56120	16.0	2.0
56121	184.0	106.0
114876	6068.0	2266.0
388121	297.0	118.0
83716	3443.0	3007.0
83715	344.0	64.0
114879	3071.0	804.0
100420829	0.0	0.0
10723	5307.0	6229.0
56126	163.0	87.0
83723	17.0	40.0
126859	3.0	4.0
56127	151.0	63.0
10725	5942.0	2677.0
56128	35.0	24.0
56129	238.0	137.0
10724	14683.0	12672.0
114880	501.0	359.0
56122	464.0	236.0
388115	2570.0	330.0
401613	0.0	0.0
114881	714.0	338.0
10726	5699.0	4984.0
56123	395.0	102.0
401612	228.0	99.0
114882	5367.0	3803.0
56124	147.0	54.0
10728	14489.0	21451.0
114883	10153.0	2892.0
56125	177.0	109.0
643766	0.0	0.0
10721	160.0	684.0
10720	44655.0	1.0
100420830	1.0	1.0
136259	33.0	1.0
100420834	0.0	0.0
317751	99.0	11.0
124274	0.0	88.0
388152	27.0	82.0
317754	1.0	0.0
317753	0.0	1.0
317749	1755.0	459.0
342705	4.0	1.0
151888	29.0	58.0
151887	30098.0	9561.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	379.0	114.0
100420843	0.0	0.0
100293090	5399.0	2420.0
148254	544.0	607.0
317762	1628.0	1486.0
317761	28.0	30.0
100419854	0.0	0.0
317760	10.0	9.0
317767	4.0	4.0
100271715	67.0	55.0
148252	387.0	2116.0
100271722	352.0	70.0
199834	0.0	0.0
388135	145.0	77.0
101929152	19.0	0.0
100420854	0.0	0.0
222950	143.0	23.0
100419867	0.0	6.0
148266	461.0	868.0
100419868	4.0	5.0
148268	585.0	1261.0
100419866	1.0	0.0
100420859	0.0	0.0
124245	2926.0	2195.0
317729	5.0	1.0
136288	2.0	3.0
199800	75.0	20.0
101930150	0.0	0.0
163882	1963.0	2936.0
388165	265.0	46.0
100419873	1.0	0.0
100271700	88.0	52.0
100271703	0.0	0.0
100271702	42.0	86.0
100420875	0.0	0.0
100420877	0.0	0.0
388199	3.0	0.0
22794	8664.0	7258.0
22795	1540.0	1605.0
22796	2187.0	2636.0
22797	124.0	284.0
22798	65.0	15.0
317705	4.0	1.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	10.0	1.0
100420881	0.0	0.0
388181	1.0	0.0
100419893	0.0	0.0
222967	3.0	3.0
219333	2647.0	1738.0
136227	18.0	200.0
222962	1792.0	1429.0
148213	232.0	1533.0
388182	50.0	60.0
100419895	0.0	0.0
317716	0.0	0.0
148203	244.0	601.0
317719	23.0	6.0
148206	375.0	1777.0
163859	2109.0	1649.0
101929110	5.0	4.0
101929111	3.0	0.0
219348	1839.0	102.0
219347	283.0	375.0
100420898	2.0	0.0
148223	1146.0	823.0
10799	400.0	622.0
136242	1.0	0.0
10791	1621.0	520.0
10794	186.0	64.0
10793	691.0	861.0
10795	1869.0	995.0
10798	0.0	0.0
10797	3111.0	7158.0
101929121	0.0	0.0
101929120	24.0	0.0
101929127	37.0	0.0
317701	2.0	0.0
220323	2728.0	1099.0
148231	0.0	0.0
148229	74.0	60.0
151877	16.0	0.0
151871	0.0	0.0
93035	456.0	5.0
161176	3569.0	321.0
56097	31.0	10.0
56098	29.0	2.0
56099	661.0	160.0
93034	24.0	6.0
283927	236.0	56.0
220359	8.0	42.0
653073	0.0	0.0
653075	4.0	0.0
256302	2691.0	1652.0
105373144	25.0	14.0
81050	0.0	0.0
199786	20.0	35.0
256309	183.0	449.0
100420792	2.0	0.0
95681	600.0	688.0
283914	0.0	0.0
81047	0.0	0.0
197131	4124.0	1860.0
197135	75.0	50.0
653061	7.0	0.0
93058	409.0	133.0
161198	2127.0	1083.0
283902	1.0	0.0
220382	47.0	10.0
81078	8.0	0.0
81079	2.0	0.0
81075	0.0	0.0
81076	1.0	0.0
100114903	3.0	0.0
199777	2087.0	1884.0
81061	0.0	0.0
653082	438.0	207.0
81090	0.0	0.0
100271649	0.0	0.0
199746	516.0	310.0
100271655	5.0	6.0
81099	0.0	0.0
100271650	8.0	14.0
199745	307.0	606.0
148170	575.0	102.0
256364	3658.0	1415.0
163786	390.0	764.0
220388	92.0	37.0
100271639	0.0	0.0
163782	1222.0	473.0
100271646	32.0	9.0
283953	0.0	0.0
256355	10.0	9.0
100271644	0.0	1.0
283951	472.0	423.0
256356	3557.0	1732.0
100271643	1.0	1.0
100271640	1.0	0.0
81081	0.0	0.0
161159	12.0	5.0
148189	392.0	656.0
93099	1322.0	697.0
100271627	4.0	4.0
283948	111.0	43.0
256329	150.0	42.0
100271634	0.0	0.0
100271636	1.0	0.0
100271630	2.0	0.0
100271633	2.0	0.0
100271632	3.0	0.0
199720	41.0	20.0
93082	107.0	22.0
161145	404.0	1593.0
100271617	0.0	0.0
100271616	2.0	1.0
161142	8.0	4.0
100271619	0.0	0.0
148198	65.0	154.0
100271618	0.0	0.0
100271624	1.0	0.0
100271623	0.0	0.0
283933	156.0	229.0
100271625	0.0	0.0
93081	360.0	475.0
100271620	9.0	5.0
283932	124.0	77.0
100271622	1.0	0.0
100271621	0.0	0.0
199731	1351.0	3060.0
100124332	1.0	0.0
643664	5.0	5.0
256394	12.0	32.0
83637	5981.0	6887.0
83636	2643.0	1160.0
401565	8.0	2.0
401563	20.0	6.0
401562	8.0	3.0
401561	18.0	4.0
283999	0.0	0.0
283994	0.0	1.0
643668	16.0	3.0
283991	1079.0	897.0
340198	8.0	1.0
643669	26.0	11.0
340192	1.0	1.0
643680	37.0	18.0
197196	0.0	3.0
56033	40.0	17.0
401551	1.0	1.0
83657	82.0	95.0
83656	0.0	0.0
83659	0.0	0.0
283989	1347.0	1132.0
83658	3274.0	4454.0
401548	2317.0	1637.0
56034	2101.0	1082.0
283987	7008.0	7425.0
256369	1.0	0.0
401546	1904.0	1890.0
83655	0.0	0.0
283985	0.0	8.0
283982	0.0	5.0
283981	22.0	2.0
643677	5.0	9.0
83650	2.0	1.0
197187	139.0	48.0
449520	4.0	2.0
401541	334.0	298.0
401540	0.0	1.0
83639	5.0	13.0
83638	1981.0	1262.0
256380	54.0	55.0
449518	0.0	0.0
83648	192.0	47.0
401537	7.0	12.0
83647	0.0	0.0
83641	7338.0	6029.0
401535	9.0	8.0
83643	6269.0	660.0
401533	2.0	0.0
643689	15.0	39.0
283971	1.0	1.0
83640	457.0	498.0
283970	5.0	4.0
114826	1548.0	574.0
114827	106.0	143.0
378706	0.0	0.0
378707	0.0	0.0
378708	75.0	265.0
339184	10.0	72.0
339186	0.0	0.0
56052	981.0	558.0
114821	306.0	34.0
114822	1077.0	1433.0
114823	14698.0	2555.0
114824	4.0	7.0
114825	1257.0	1279.0
643699	120.0	16.0
340168	1.0	0.0
114815	155.0	29.0
114817	0.0	0.0
114818	1625.0	171.0
114819	369.0	126.0
339175	877.0	885.0
56063	587.0	380.0
653017	0.0	0.0
56061	3584.0	5357.0
56062	119.0	60.0
114814	96.0	84.0
83667	1237.0	528.0
83666	2575.0	4905.0
83660	6770.0	893.0
340156	191.0	212.0
83661	2.0	56.0
114804	876.0	219.0
114805	25.0	52.0
340152	17.0	28.0
339168	2.0	0.0
114800	328.0	28.0
114801	619.0	482.0
93010	222.0	106.0
114803	4133.0	2431.0
83697	5.0	1.0
81034	1464.0	1396.0
81035	2759.0	3267.0
83696	2055.0	5426.0
83699	2924.0	1442.0
81037	6074.0	5801.0
83698	27.0	14.0
401588	205.0	115.0
83693	1827.0	2991.0
81030	83.0	58.0
83692	4441.0	1696.0
81031	1488.0	4215.0
83695	1177.0	4470.0
81033	1.0	1.0
83694	677.0	438.0
340146	1.0	3.0
83690	1854.0	601.0
81027	12.0	8.0
81029	356.0	104.0
653042	0.0	0.0
653045	2.0	9.0
81025	0.0	0.0
401577	204.0	200.0
22877	9171.0	2584.0
22878	4197.0	2727.0
22879	3556.0	2762.0
22870	3878.0	7640.0
22871	221.0	31.0
22872	14252.0	14410.0
22873	806.0	394.0
22874	6926.0	3140.0
22875	1351.0	1254.0
22876	1653.0	2085.0
10899	5011.0	6451.0
10898	1386.0	870.0
10891	290.0	63.0
136540	0.0	0.0
10890	8378.0	7516.0
10893	237.0	66.0
10892	2211.0	1707.0
136541	0.0	0.0
10895	1.0	0.0
342426	0.0	0.0
10894	3103.0	49.0
10897	2195.0	1619.0
10896	26.0	6.0
22888	1258.0	453.0
22889	3053.0	2272.0
22880	3312.0	4326.0
124540	3722.0	7977.0
22881	978.0	641.0
22882	3390.0	4125.0
22883	15229.0	11291.0
22884	1939.0	1296.0
22885	6827.0	562.0
22887	4899.0	5406.0
342419	1.0	0.0
124538	0.0	0.0
124535	3.0	5.0
148523	105.0	872.0
283598	0.0	0.0
283596	150.0	137.0
283592	5.0	1.0
22856	4050.0	3874.0
161514	0.0	0.0
731424	2.0	1.0
22858	3010.0	3368.0
22859	3346.0	3919.0
22850	2090.0	796.0
22852	916.0	1472.0
22853	2341.0	2756.0
22854	18.0	8.0
10877	0.0	0.0
10876	3.0	2.0
100419909	0.0	0.0
10879	376.0	153.0
10878	18.0	32.0
148534	1020.0	250.0
104169670	13.0	2.0
104169671	0.0	0.0
100419903	5.0	10.0
283587	2.0	4.0
10871	33.0	25.0
10870	70.0	73.0
10873	1106.0	241.0
10875	3396.0	1279.0
10874	1.0	416.0
22866	437.0	58.0
22868	2442.0	1410.0
22869	1191.0	891.0
100309464	1.0	0.0
161502	9.0	9.0
100420901	0.0	0.0
22861	2299.0	690.0
22862	5027.0	3828.0
22863	2291.0	1315.0
22864	2694.0	2376.0
22865	13.0	0.0
10888	18.0	12.0
56203	4.0	4.0
643609	0.0	0.0
56204	6087.0	1557.0
10887	105.0	2.0
124512	854.0	666.0
148545	7.0	421.0
283579	1.0	4.0
283578	2280.0	2270.0
10880	0.0	0.0
283576	2.0	2.0
10882	27.0	29.0
10881	0.0	0.0
10884	1904.0	2674.0
283571	38.0	9.0
10886	3.0	1.0
10885	2441.0	3335.0
22834	10454.0	3759.0
22835	685.0	1703.0
22836	5630.0	6544.0
22837	6659.0	862.0
101929059	17.0	156.0
22838	2930.0	4353.0
22839	4924.0	5418.0
100420910	3.0	4.0
100420916	0.0	0.0
22832	1035.0	747.0
124590	7.0	26.0
10855	130.0	164.0
10857	12747.0	11754.0
10856	2854.0	3683.0
10859	148.0	188.0
10858	188.0	51.0
100126793	49.0	40.0
10850	0.0	0.0
643617	3.0	3.0
643615	3.0	8.0
100126791	101.0	14.0
22844	289.0	18.0
22845	798.0	954.0
22846	1308.0	797.0
22847	2143.0	1682.0
22848	4011.0	1882.0
22849	1039.0	498.0
112597	334.0	449.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	1.0	0.0
124583	4266.0	6487.0
100420926	0.0	0.0
22841	1609.0	1216.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	30.0	213.0
10866	1342.0	982.0
100420919	0.0	0.0
10865	8730.0	1159.0
10868	2613.0	1986.0
10867	5035.0	16003.0
10869	5403.0	3411.0
10861	653.0	110.0
101929074	50.0	58.0
10864	2.0	1.0
101929071	0.0	0.0
10863	440.0	246.0
22813	0.0	1.0
22814	2.0	1.0
643641	1607.0	802.0
22815	1.0	2.0
22816	0.0	0.0
22818	7455.0	3486.0
10829	2.0	3.0
100419945	0.0	0.0
83849	54.0	22.0
83855	778.0	974.0
10833	1.0	2.0
83854	17.0	81.0
83857	6920.0	956.0
10835	1.0	3.0
83856	287.0	485.0
10834	1.0	0.0
83851	34.0	22.0
10837	0.0	0.0
100419948	0.0	0.0
83850	290.0	340.0
10836	0.0	0.0
100419949	0.0	0.0
83853	15.0	11.0
10838	1639.0	1866.0
83852	1727.0	698.0
124565	7867.0	4776.0
100419947	1.0	0.0
22808	7045.0	1578.0
22809	1637.0	2315.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	12159.0	3.0
22822	3064.0	1636.0
22823	1274.0	1166.0
22824	1346.0	386.0
101929086	0.0	0.0
22826	4437.0	3244.0
22827	6303.0	10914.0
643653	0.0	0.0
22828	4391.0	2983.0
22829	0.0	0.0
112574	3598.0	2107.0
100419955	0.0	0.0
56241	761.0	586.0
100420946	0.0	0.0
56242	664.0	2188.0
22820	18018.0	13744.0
22821	3728.0	1213.0
100419950	1.0	0.0
10844	4546.0	3827.0
83844	4.0	29.0
10846	442.0	245.0
10845	3172.0	1881.0
10848	4172.0	1185.0
56243	13950.0	8985.0
10847	12983.0	9321.0
