id	a33fd703-0e9d-4b9a-9650-7b8fcb86aeb2	b5086d62-fa3b-41ad-b0dc-e7c45b726bf7
8521	14.0	2.0
169270	789.0	141.0
8522	6395.0	2416.0
102724605	0.0	0.0
554282	15.0	5.0
56886	13002.0	10275.0
54221	89.0	22.0
56888	6450.0	3399.0
554279	86.0	41.0
664722	7.0	4.0
56882	16950.0	11958.0
664721	9.0	3.0
255762	32.0	11.0
56884	3.0	1.0
8516	933.0	215.0
8517	308.0	251.0
8514	961.0	909.0
8515	936.0	88.0
56889	46572.0	24243.0
8518	8207.0	5211.0
8519	9157.0	19116.0
8530	286.0	697.0
326624	472.0	173.0
8531	17218.0	6643.0
326625	2077.0	829.0
8534	183.0	162.0
326628	0.0	0.0
8535	2355.0	2358.0
326627	1.0	0.0
8532	36.0	14.0
8533	5460.0	2806.0
8527	4989.0	2285.0
8528	554.0	49.0
8525	5056.0	3961.0
8526	1983.0	1275.0
8529	42.0	5.0
8541	556.0	748.0
326613	0.0	0.0
8542	3893.0	4757.0
326615	0.0	0.0
8540	9068.0	5831.0
326614	0.0	0.0
8545	21177.0	24052.0
326617	0.0	0.0
8546	9975.0	5839.0
326616	0.0	1.0
8543	6074.0	2014.0
8544	1218.0	1078.0
253175	0.0	0.0
554300	1.0	0.0
8538	2350.0	241.0
8539	17138.0	10388.0
8536	394.0	380.0
8537	1015.0	421.0
8552	244.0	66.0
8553	44274.0	27873.0
8550	4186.0	1876.0
326603	7.0	1.0
8551	0.0	0.0
8556	2162.0	538.0
326606	3.0	0.0
8557	106.0	113.0
8554	8386.0	2706.0
8555	3598.0	857.0
326607	0.0	0.0
326609	6.0	1.0
255798	4.0	5.0
8549	273.0	164.0
8547	89.0	22.0
8548	4848.0	3384.0
101409261	4.0	7.0
326611	12.0	3.0
8563	2172.0	1167.0
8564	177.0	195.0
8562	7962.0	4319.0
8567	7578.0	4534.0
8568	1460.0	1569.0
8565	5940.0	4444.0
8566	8843.0	3014.0
253152	135.0	26.0
8560	11072.0	8387.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	7442.0	6382.0
8558	2231.0	958.0
8559	1396.0	794.0
8574	3412.0	2292.0
8575	5475.0	2917.0
8572	2209.0	1061.0
8573	7890.0	5148.0
8578	931.0	622.0
8576	2755.0	2196.0
8577	5.0	1.0
554354	3.0	1.0
8570	9849.0	7024.0
123811	5178.0	3088.0
8569	3175.0	1203.0
8585	0.0	0.0
8586	3.0	0.0
101928770	0.0	0.0
8583	0.0	0.0
101928773	5.0	0.0
8587	4.0	1.0
8588	0.0	1.0
101928776	3.0	0.0
8581	158.0	0.0
8582	0.0	0.0
8580	0.0	0.0
100132058	1.0	0.0
101409258	26.0	7.0
101409257	2.0	0.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	2323.0	1673.0
8596	1.0	0.0
101928781	63.0	7.0
8594	0.0	0.0
8595	0.0	0.0
101928784	25.0	6.0
8590	0.0	0.0
8591	0.0	0.0
100132066	4.0	6.0
100421113	0.0	0.0
100421114	7.0	1.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	421.0	109.0
100132073	1.0	0.0
100132074	311.0	488.0
100132079	3.0	0.0
554313	0.0	1.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	62.0	13.0
100421125	0.0	0.0
91133	855.0	57.0
100421129	1.0	2.0
91137	9035.0	3696.0
101928720	0.0	0.0
375519	26.0	2.0
100856810	0.0	0.0
100421136	6.0	6.0
100421137	0.0	0.0
101928734	1.0	0.0
91120	934.0	363.0
101928736	100.0	40.0
147837	446.0	65.0
100421131	11.0	4.0
100421133	0.0	0.0
91156	68.0	107.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	0.0	0.0
101928744	1.0	0.0
91151	699.0	278.0
147841	124.0	299.0
100421143	0.0	0.0
91149	8.0	0.0
101928752	0.0	0.0
91147	2473.0	1529.0
387509	868.0	652.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	435.0	232.0
100506574	4.0	1.0
399520	1.0	1.0
100421178	0.0	0.0
100506564	4.0	1.0
121227	3855.0	515.0
387521	2797.0	2042.0
387522	0.0	0.0
100421172	53.0	7.0
100421175	2.0	0.0
100421177	0.0	0.0
100506599	401.0	88.0
100856877	1.0	0.0
100421189	1.0	0.0
100856878	1.0	1.0
121214	8.0	8.0
387559	18.0	0.0
123876	3.0	1.0
123872	840.0	286.0
100421180	0.0	0.0
147808	485.0	236.0
100421185	1.0	0.0
147804	282.0	153.0
123879	3180.0	1811.0
147807	381.0	345.0
100421188	0.0	0.0
375567	9.0	1.0
399512	1163.0	847.0
399511	140.0	119.0
91181	15.0	10.0
448990	49.0	4.0
101928715	6.0	3.0
100506581	53.0	38.0
100856881	1.0	0.0
100506775	14.0	13.0
100506779	112.0	36.0
160762	0.0	1.0
93953	152.0	47.0
104326057	0.0	0.0
399687	6812.0	5013.0
104326058	1.0	0.0
100506776	267.0	96.0
348094	1348.0	202.0
160760	5483.0	2368.0
348093	504.0	288.0
387695	0.0	0.0
104326055	10.0	6.0
93948	24.0	0.0
399693	5.0	0.0
104326053	0.0	0.0
399694	726.0	45.0
104326054	1.0	0.0
104326051	0.0	1.0
104326052	44.0	21.0
133150	0.0	0.0
399697	3.0	2.0
100506765	0.0	0.0
387694	34.0	14.0
102724706	0.0	0.0
54361	1427.0	1362.0
54360	163.0	183.0
54363	3.0	0.0
387684	4.0	0.0
147798	7433.0	6492.0
159770	2.0	1.0
100506769	0.0	0.0
93973	3300.0	1424.0
399668	1298.0	125.0
100506795	83.0	4.0
399669	270.0	89.0
399664	1533.0	773.0
399666	0.0	0.0
93974	3843.0	1909.0
399665	14636.0	16244.0
100506791	7.0	0.0
81993	1.0	6.0
399671	297.0	69.0
399670	0.0	0.0
160777	108.0	45.0
91300	4001.0	3639.0
100506783	142.0	29.0
91304	4689.0	2846.0
100506787	2.0	0.0
100293948	5.0	0.0
204219	41.0	0.0
121130	1.0	0.0
145165	19.0	12.0
54386	6528.0	3177.0
123787	1.0	1.0
652670	1.0	0.0
121129	0.0	0.0
100506733	0.0	0.0
147746	32.0	8.0
255812	1556.0	1130.0
147741	1.0	1.0
147744	2.0	2.0
100506737	28.0	6.0
100506736	314.0	110.0
160728	84.0	294.0
100506724	0.0	0.0
100506723	9.0	2.0
93986	722.0	83.0
100506721	0.0	0.0
100913183	5.0	6.0
100913182	1.0	0.0
91319	1509.0	330.0
93979	2.0	4.0
91316	146.0	49.0
133121	251.0	74.0
93978	3.0	4.0
100506753	308.0	133.0
91355	497.0	300.0
91353	8.0	2.0
100506757	14.0	2.0
100506755	159.0	26.0
91351	6903.0	4268.0
100506759	1.0	0.0
107080641	0.0	0.0
100506742	45.0	7.0
348021	0.0	0.0
107080653	0.0	0.0
255809	83.0	149.0
100506749	12.0	38.0
107080654	4.0	1.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	418.0	349.0
338692	2236.0	1335.0
338699	1686.0	1265.0
107080628	0.0	0.0
107080629	1.0	0.0
56931	948.0	669.0
723779	0.0	0.0
723778	1.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	9409.0	3363.0
196792	122.0	49.0
107080620	17.0	4.0
56938	623.0	695.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	5.0	0.0
56935	440.0	294.0
56936	20.0	3.0
56940	4276.0	1564.0
107080639	72.0	49.0
56941	4347.0	1663.0
56942	1242.0	792.0
56943	6284.0	3929.0
107080636	20.0	4.0
107080637	1.0	0.0
56948	652.0	228.0
56949	3941.0	1907.0
107080632	6.0	0.0
56944	6644.0	2854.0
56945	2501.0	1205.0
56946	4165.0	2116.0
56947	5926.0	2598.0
107080630	15.0	2.0
100506713	370.0	95.0
100506712	3.0	2.0
100506710	13923.0	5617.0
338674	0.0	0.0
338675	0.0	0.0
56951	11238.0	4666.0
56952	769.0	176.0
56953	253.0	186.0
102724774	1.0	0.0
56954	5820.0	1879.0
56950	2928.0	1150.0
100506715	0.0	0.0
100506714	520.0	255.0
56955	4.0	3.0
56956	1.0	0.0
56957	7635.0	9164.0
8600	46.0	28.0
8601	25.0	5.0
723790	0.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	1309.0	392.0
56963	3151.0	331.0
56964	537.0	100.0
56965	7219.0	2846.0
56961	3.0	20.0
56967	3048.0	988.0
56969	5.0	0.0
8611	5940.0	1895.0
8612	5766.0	3132.0
81926	1401.0	787.0
145173	1823.0	748.0
81928	1254.0	951.0
338651	271.0	99.0
81929	5396.0	2499.0
338653	0.0	2.0
81930	433.0	574.0
56975	2371.0	1522.0
81931	1004.0	219.0
81932	2100.0	1367.0
56970	7128.0	9087.0
56971	427.0	235.0
8604	4027.0	1382.0
8605	865.0	405.0
8602	5433.0	4447.0
8603	4197.0	2921.0
8608	129.0	278.0
56977	1427.0	334.0
8609	4746.0	2430.0
56978	423.0	101.0
56979	0.0	0.0
8607	2519.0	1621.0
8622	3016.0	2210.0
8623	1968.0	1185.0
8620	0.0	0.0
8621	9294.0	4917.0
338645	199.0	26.0
56984	4676.0	1662.0
56985	1244.0	333.0
56986	4868.0	1347.0
338637	0.0	0.0
56987	15372.0	5197.0
102724742	0.0	0.0
56980	1974.0	774.0
56981	2263.0	571.0
56983	2465.0	1154.0
8615	15628.0	10232.0
54329	121.0	155.0
54328	1201.0	315.0
8613	15136.0	4641.0
8614	25169.0	9437.0
8618	22.0	41.0
8630	134.0	113.0
8633	923.0	530.0
8634	3076.0	1835.0
8631	1451.0	1770.0
8632	259.0	131.0
56990	9286.0	5481.0
169166	13.0	0.0
554175	3.0	1.0
54332	1905.0	1985.0
56995	8520.0	5519.0
255877	2780.0	960.0
664616	0.0	0.0
56996	1981.0	1393.0
54331	6398.0	1106.0
56997	5232.0	3421.0
664614	0.0	0.0
56998	5496.0	2340.0
664613	0.0	0.0
664612	0.0	0.0
56992	375.0	446.0
56993	4270.0	4411.0
56994	7154.0	1896.0
8626	6348.0	153.0
8624	1964.0	1224.0
8625	1852.0	1636.0
56999	5097.0	8697.0
664617	0.0	1.0
8629	2704.0	760.0
8641	455.0	63.0
8644	7167.0	1843.0
8645	478.0	533.0
8642	5574.0	3240.0
8643	645.0	107.0
652624	6.0	0.0
196743	501.0	294.0
54346	1.0	0.0
54345	715.0	523.0
54344	493.0	486.0
8637	292.0	222.0
8638	991.0	2577.0
8635	2615.0	1183.0
8636	1282.0	1694.0
8639	12622.0	2237.0
196740	2422.0	931.0
8651	145.0	130.0
8650	8147.0	4048.0
8655	10229.0	5886.0
101928685	1.0	1.0
8653	3.0	0.0
8654	5847.0	1263.0
101928684	0.0	0.0
101928689	13.0	3.0
101928687	3.0	0.0
8648	12238.0	5001.0
8649	6793.0	2884.0
8646	1517.0	7640.0
8647	29.0	6.0
8662	12562.0	7711.0
8663	493.0	465.0
6001	3136.0	894.0
8660	5594.0	959.0
8661	31545.0	22334.0
6000	15.0	12.0
6003	153.0	88.0
8666	8526.0	5071.0
8667	21481.0	13153.0
6002	3535.0	2181.0
8664	17965.0	9000.0
6005	12.0	0.0
6004	4476.0	1182.0
8665	15043.0	6352.0
101928698	26.0	0.0
8659	2415.0	1078.0
8658	11240.0	2711.0
8673	6038.0	5467.0
6010	2.0	1.0
8674	4441.0	2267.0
8671	504.0	37.0
8672	11320.0	6743.0
6011	11.0	5.0
8677	1941.0	1422.0
6014	3.0	0.0
6013	29.0	2.0
8678	7141.0	4711.0
8675	8381.0	3812.0
6016	4691.0	5181.0
8676	579.0	372.0
6015	3131.0	1727.0
253260	12241.0	5191.0
338707	977.0	1340.0
6007	139.0	29.0
6006	129.0	97.0
8668	15947.0	8597.0
6009	5341.0	4314.0
8669	8855.0	5899.0
6008	3.0	1.0
8685	239.0	73.0
8682	23481.0	14651.0
6023	0.0	0.0
8683	3702.0	2830.0
8688	6.0	31.0
8689	2.0	2.0
8686	15.0	45.0
8687	0.0	2.0
253272	4.0	2.0
8681	782.0	173.0
253264	13.0	1.0
6018	5504.0	2289.0
6017	4.0	1.0
6019	118.0	42.0
6031	4.0	1.0
6034	0.0	0.0
8693	70.0	65.0
8694	3001.0	1915.0
6033	0.0	0.0
6036	16.0	31.0
6035	14000.0	8008.0
8697	5677.0	2769.0
6038	454.0	123.0
8698	67.0	174.0
6037	1.0	2.0
101928646	2.0	0.0
554234	2.0	0.0
8692	3354.0	3266.0
6030	3.0	5.0
8690	2063.0	744.0
554225	89.0	11.0
554226	2.0	1.0
6029	0.0	0.0
170082	683.0	353.0
6043	0.0	0.0
6045	5262.0	3150.0
6044	0.0	0.0
6047	9559.0	9766.0
6046	31469.0	17326.0
6049	8523.0	3022.0
100421217	0.0	0.0
6048	2679.0	1594.0
100421219	0.0	0.0
101928656	5.0	0.0
6041	2137.0	1020.0
554213	0.0	0.0
554214	0.0	0.0
56904	8260.0	3771.0
56905	2777.0	1734.0
6039	909.0	645.0
56906	410.0	150.0
56907	4619.0	2122.0
56900	8408.0	4030.0
56901	491.0	439.0
56902	2953.0	2439.0
56903	9.0	1.0
100421222	0.0	0.0
375612	3.0	1.0
375611	157.0	14.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	12287.0	8339.0
554210	18.0	10.0
100528062	534.0	287.0
554212	0.0	0.0
6050	6660.0	5786.0
100528064	0.0	5.0
375616	49.0	30.0
6051	7505.0	6961.0
56910	15361.0	10299.0
554202	19.0	6.0
554203	2225.0	840.0
56915	994.0	991.0
56916	9054.0	5224.0
56917	2164.0	1958.0
56918	3.0	0.0
56911	208.0	217.0
56912	3212.0	1252.0
56913	4265.0	1371.0
100421220	0.0	0.0
56914	2.0	2.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	5268.0	3235.0
6069	0.0	0.0
375607	0.0	0.0
554201	10.0	5.0
6060	0.0	0.0
56920	5895.0	2358.0
56926	3026.0	2248.0
56927	4868.0	2627.0
56928	2779.0	1148.0
56929	8288.0	4418.0
56922	4239.0	2458.0
56923	6.0	5.0
56924	49.0	26.0
56925	1381.0	1098.0
100421232	0.0	0.0
6076	1.0	1.0
100421245	7.0	0.0
6075	1.0	0.0
6078	0.0	1.0
6079	1.0	1.0
101928601	22.0	1.0
6070	13.0	1.0
91252	2354.0	1741.0
6071	3.0	0.0
6074	0.0	0.0
101928603	0.0	1.0
101928604	3.0	0.0
101928607	157.0	105.0
387612	0.0	0.0
147700	220.0	236.0
387615	0.0	0.0
6086	2.0	0.0
6089	1.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	0.0	0.0
123722	14.0	2.0
387601	3.0	4.0
123720	2848.0	1168.0
147710	3.0	3.0
147711	60.0	24.0
147719	6.0	5.0
6098	0.0	0.0
6097	2602.0	2098.0
6092	149.0	13.0
6091	2992.0	1109.0
6094	182.0	216.0
100528020	0.0	0.0
6093	14820.0	6757.0
100528021	2.0	4.0
6096	40.0	58.0
6095	4957.0	1180.0
91272	4870.0	2393.0
147727	2411.0	531.0
387638	0.0	0.0
100528030	15.0	11.0
101928638	0.0	0.0
100528032	85.0	20.0
100421271	0.0	0.0
100506697	49.0	4.0
100506696	136.0	40.0
91298	2386.0	954.0
100528007	0.0	0.0
123775	332.0	156.0
91289	3111.0	2659.0
399656	4.0	0.0
100506686	1741.0	664.0
100506685	14.0	9.0
100528016	3.0	1.0
100528017	692.0	20.0
100528018	0.0	0.0
100528019	1.0	0.0
100506681	4.0	1.0
91283	1619.0	1101.0
100506680	48.0	0.0
387646	497.0	241.0
387647	0.0	0.0
387644	178.0	77.0
387640	73.0	9.0
100421295	149.0	86.0
387680	4346.0	1306.0
375686	16.0	5.0
123745	3.0	0.0
100506898	136.0	27.0
100506897	0.0	0.0
390992	0.0	1.0
54471	5536.0	4306.0
54470	1307.0	873.0
390996	8.0	0.0
390999	0.0	0.0
54475	2180.0	1218.0
387338	4103.0	2035.0
54474	1.0	2.0
54472	4326.0	3875.0
389997	0.0	0.0
54478	196.0	324.0
54477	5147.0	2764.0
387332	4.0	0.0
54476	6258.0	3158.0
91404	11728.0	7914.0
91405	31.0	19.0
91408	8374.0	4571.0
91409	454.0	438.0
375346	196.0	169.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	477.0	276.0
389990	0.0	0.0
102724827	201.0	70.0
54482	2473.0	637.0
102724820	57.0	8.0
100506881	234.0	108.0
54480	3793.0	3357.0
387328	5.0	1.0
387325	0.0	5.0
145497	12.0	0.0
400866	2.0	0.0
387323	0.0	0.0
387321	11.0	2.0
54487	3425.0	1863.0
387322	0.0	0.0
375350	0.0	0.0
723809	7.0	5.0
338391	6.0	1.0
91433	716.0	365.0
338396	2.0	0.0
387363	0.0	0.0
387364	1.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	4014.0	1714.0
54491	1325.0	529.0
54490	85.0	5.0
54497	8831.0	3603.0
54496	2506.0	1440.0
448835	0.0	0.0
54495	9088.0	3910.0
448834	0.0	1.0
387359	0.0	0.0
387357	513.0	189.0
54499	12634.0	12291.0
121498	0.0	0.0
54498	513.0	742.0
170463	1661.0	1424.0
157489	457.0	82.0
338382	1308.0	362.0
390980	801.0	442.0
338388	0.0	0.0
448831	1.0	0.0
400841	13.0	2.0
91419	552.0	311.0
91452	7176.0	3367.0
338376	27.0	1.0
145447	74.0	43.0
100313532	7.0	0.0
91442	437.0	402.0
375387	564.0	251.0
91445	4524.0	3099.0
107080554	0.0	0.0
133482	3.0	1.0
100506874	158.0	15.0
100506872	0.0	0.0
169436	150.0	57.0
170425	2.0	0.0
133491	10.0	2.0
91464	1.0	1.0
100506866	866.0	168.0
400892	32.0	13.0
400891	6.0	3.0
91461	1102.0	374.0
145483	2722.0	623.0
145482	1624.0	439.0
338339	2.0	13.0
100506810	161.0	120.0
338328	676.0	196.0
100506815	11.0	3.0
326337	0.0	0.0
326339	0.0	0.0
338321	21.0	2.0
338322	4.0	1.0
338323	29.0	2.0
338324	0.0	1.0
341965	0.0	0.0
326341	0.0	0.0
326340	1.0	3.0
326343	17.0	14.0
326342	56.0	1.0
54407	43784.0	16053.0
8710	2.0	3.0
100506834	264.0	13.0
8711	1640.0	925.0
54413	248.0	141.0
8703	5079.0	5623.0
101410540	0.0	0.0
8704	3334.0	2993.0
101410541	0.0	1.0
8701	62.0	24.0
101410542	0.0	0.0
54414	3883.0	2572.0
8702	2275.0	1527.0
100506835	73.0	46.0
101410543	8.0	6.0
8707	48.0	26.0
101410544	3.0	6.0
8708	220.0	11.0
101410545	0.0	2.0
101410546	0.0	0.0
8705	477.0	385.0
8706	3070.0	2829.0
326315	10.0	4.0
326317	0.0	0.0
8721	7162.0	6733.0
8722	8033.0	3484.0
8720	19652.0	9022.0
101410537	16.0	1.0
101410538	2839.0	1381.0
341947	5.0	1.0
8714	2104.0	1781.0
8715	51.0	0.0
100506826	59.0	14.0
8712	0.0	0.0
8718	976.0	252.0
101410533	22.0	21.0
101410534	1.0	0.0
326325	2.0	0.0
101410535	168.0	32.0
8717	698.0	549.0
54429	97.0	20.0
101410536	0.0	1.0
326307	865.0	227.0
8732	2699.0	1559.0
8733	6939.0	6612.0
8731	9618.0	4710.0
54431	19515.0	11979.0
400836	2.0	3.0
170487	83.0	46.0
54435	31.0	8.0
54434	5777.0	3175.0
400831	27.0	24.0
54433	1854.0	1473.0
400830	431.0	8.0
54432	4853.0	2704.0
54439	4667.0	2375.0
8725	9870.0	5666.0
8726	1648.0	838.0
54438	2399.0	1237.0
54437	82.0	114.0
8723	4849.0	1485.0
326310	196.0	35.0
8724	12001.0	6031.0
54436	667.0	924.0
8729	11653.0	7310.0
100337589	0.0	2.0
170485	1.0	1.0
8727	3909.0	2060.0
8728	1169.0	1429.0
170482	10.0	75.0
8740	214.0	242.0
8743	18487.0	16201.0
8744	113.0	52.0
8741	1042.0	746.0
8742	1720.0	702.0
102724868	1.0	0.0
102724866	5.0	4.0
54442	2515.0	3091.0
54441	30.0	13.0
54440	1089.0	912.0
400823	51.0	16.0
102724862	0.0	0.0
54443	1274.0	1843.0
8736	1104.0	97.0
8737	6705.0	3634.0
8735	34.0	7.0
326300	6.0	10.0
8738	665.0	323.0
8739	281.0	0.0
8751	10968.0	10728.0
8754	14557.0	9398.0
8755	1.0	0.0
102724853	2.0	1.0
54453	8701.0	11305.0
255512	78.0	21.0
54457	48.0	21.0
54456	50.0	8.0
554049	3.0	1.0
54455	4450.0	2332.0
54454	3593.0	2102.0
8747	44.0	11.0
8748	11.0	4.0
8745	314.0	268.0
54458	6267.0	5092.0
400818	1541.0	715.0
8749	6.0	2.0
8761	14863.0	8597.0
6100	656.0	338.0
8760	11053.0	4914.0
6102	2881.0	1752.0
8766	23684.0	10833.0
6101	79.0	22.0
8763	73907.0	34117.0
6103	1832.0	925.0
8764	3265.0	1199.0
54460	4217.0	2672.0
54464	10175.0	3600.0
54463	4368.0	1483.0
54462	9755.0	4478.0
54461	3376.0	3209.0
54468	6382.0	2134.0
54467	11095.0	5947.0
54466	20.0	3.0
54465	2807.0	1183.0
255520	7505.0	4392.0
8759	0.0	0.0
8756	0.0	0.0
54469	8265.0	5200.0
8772	725.0	2091.0
8773	6594.0	3054.0
8771	0.0	0.0
8776	5649.0	2736.0
8777	8966.0	3390.0
8774	5736.0	2181.0
8775	8141.0	6131.0
101928566	0.0	1.0
8767	2462.0	1712.0
6120	4081.0	2233.0
101928571	2.0	3.0
8784	279.0	615.0
6122	174114.0	59240.0
8781	0.0	0.0
6121	24.0	1.0
8787	454.0	130.0
6124	125219.0	36500.0
6123	11.0	14.0
8788	794.0	82.0
8785	7.0	1.0
6126	37.0	9.0
8786	580.0	696.0
6125	94087.0	21374.0
101928578	725.0	164.0
8780	8678.0	4127.0
6117	11714.0	6131.0
8778	23.0	37.0
6119	1725.0	978.0
6118	4955.0	2295.0
8794	487.0	254.0
8795	6561.0	2300.0
6130	85662.0	35861.0
8792	1510.0	625.0
6133	61881.0	20769.0
6132	62200.0	44229.0
8793	1201.0	176.0
8798	1652.0	954.0
6135	77452.0	26987.0
8799	4384.0	2722.0
6134	105152.0	44860.0
8796	46.0	7.0
6137	48225.0	17683.0
8797	1792.0	781.0
6136	56969.0	16967.0
100421307	1.0	0.0
101735302	999.0	192.0
8790	2676.0	1193.0
100134444	0.0	2.0
6128	55984.0	16553.0
8789	34.0	1.0
6129	73957.0	26695.0
6142	19087.0	7705.0
6141	40161.0	18079.0
100421311	19.0	16.0
6144	33722.0	7689.0
6143	69860.0	40550.0
100421313	20.0	1.0
6146	41525.0	14516.0
6145	1.0	0.0
6148	0.0	0.0
6147	40357.0	27189.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	5.0	1.0
6139	4641.0	1428.0
6138	74390.0	20280.0
6152	38287.0	10822.0
6155	42126.0	21965.0
6154	30008.0	10434.0
100421324	1.0	0.0
6157	45033.0	20293.0
6156	53632.0	30420.0
6159	32206.0	12831.0
6158	31689.0	18776.0
100421328	2.0	0.0
6150	938.0	1025.0
101928527	554.0	275.0
6164	54226.0	15398.0
6163	25.0	9.0
6166	11148.0	4698.0
6165	57442.0	48351.0
6168	59446.0	23772.0
6167	57627.0	27911.0
100421338	0.0	0.0
6169	25127.0	15012.0
101928536	0.0	0.0
6160	58022.0	18281.0
101928537	0.0	1.0
6161	72254.0	39201.0
100421331	0.0	1.0
6175	104731.0	34451.0
6174	116.0	29.0
6176	65553.0	30555.0
101928545	232.0	62.0
6171	11110.0	6471.0
6170	13501.0	5552.0
6173	7609.0	3012.0
6172	396.0	237.0
100421340	3.0	0.0
100421341	8.0	8.0
100421354	0.0	0.0
6185	32121.0	35277.0
101928550	9.0	9.0
6188	80951.0	52859.0
6187	53381.0	27902.0
100421357	3.0	2.0
6189	53746.0	16456.0
101928555	175.0	12.0
6182	317.0	632.0
6181	31657.0	14423.0
6184	15945.0	9377.0
101928559	0.0	0.0
6183	1213.0	1552.0
100421350	36.0	14.0
100421351	44.0	6.0
100421353	7.0	0.0
6197	13530.0	4262.0
6196	6379.0	2040.0
6199	1906.0	1324.0
6198	7475.0	5236.0
6191	183649.0	52303.0
6193	40241.0	18548.0
6192	0.0	0.0
91373	1577.0	757.0
6195	4253.0	1996.0
6194	157609.0	44581.0
390916	3230.0	1389.0
145407	569.0	214.0
100421363	11.0	0.0
100421376	0.0	0.0
100421379	1.0	1.0
91369	9387.0	4856.0
91368	1709.0	1344.0
652489	3.0	1.0
390924	43.0	11.0
389901	19.0	8.0
390928	2.0	6.0
390927	1676.0	146.0
100421371	4.0	2.0
100421374	17.0	6.0
389903	1.0	8.0
100421389	4.0	0.0
91392	1284.0	382.0
389935	1.0	0.0
389932	6.0	1.0
100421384	23.0	12.0
100421398	5.0	1.0
100421399	0.0	0.0
101928513	7.0	3.0
91380	0.0	0.0
390904	1.0	1.0
145438	85.0	12.0
100421390	1.0	1.0
100421391	0.0	0.0
100421395	17.0	10.0
100421397	3.0	1.0
375316	146.0	26.0
375318	0.0	0.0
390963	203.0	29.0
375307	24.0	39.0
389941	181.0	44.0
389948	1.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	1.0	0.0
121456	163.0	34.0
387317	1.0	0.0
121457	1708.0	875.0
389976	0.0	0.0
375341	932.0	516.0
387319	0.0	0.0
375323	14.0	6.0
389970	3.0	2.0
390940	135.0	33.0
133418	5555.0	1728.0
390948	1.0	0.0
121441	3362.0	1610.0
390949	1.0	0.0
652411	1.0	0.0
145370	3.0	1.0
102724954	5.0	0.0
54596	27.0	5.0
375484	1436.0	1199.0
91526	1858.0	903.0
133396	2.0	7.0
196951	704.0	145.0
91523	635.0	993.0
91522	146.0	27.0
121391	4.0	0.0
145376	96.0	14.0
400986	1540.0	192.0
400984	9.0	4.0
196968	40.0	3.0
157378	4345.0	2654.0
723961	0.0	0.0
145389	830.0	376.0
157381	64.0	1.0
91543	2919.0	5314.0
91544	1799.0	1066.0
102724923	19.0	6.0
652423	7.0	1.0
169355	7.0	12.0
400966	4.0	1.0
121364	0.0	0.0
400961	1880.0	674.0
157376	0.0	0.0
91574	1779.0	701.0
157313	325.0	233.0
157317	0.0	1.0
147991	7341.0	3693.0
399495	10.0	13.0
159963	3.0	0.0
100506965	1791.0	225.0
100506963	149.0	55.0
387495	0.0	0.0
387496	710.0	332.0
387494	5.0	2.0
387491	4.0	0.0
387492	197.0	41.0
387486	0.0	0.0
157310	187.0	20.0
100506994	302.0	223.0
338470	4.0	2.0
170302	82.0	4.0
204010	10.0	12.0
399473	472.0	387.0
399474	546.0	112.0
91584	4571.0	559.0
159989	46.0	3.0
91582	1532.0	1895.0
107126360	22.0	9.0
133383	1210.0	472.0
100506930	2530.0	1789.0
100820741	0.0	0.0
338448	0.0	0.0
8808	179.0	53.0
8809	407.0	302.0
54512	888.0	1060.0
54511	197.0	63.0
54510	7472.0	1447.0
54516	1365.0	624.0
8802	6807.0	2591.0
8803	4291.0	1172.0
54514	11.0	2.0
8800	3564.0	8329.0
8801	7592.0	4123.0
8807	242.0	134.0
400916	1242.0	1038.0
54518	2049.0	575.0
8804	14543.0	6441.0
100506939	5.0	3.0
54517	2541.0	1795.0
8805	5398.0	2712.0
8820	130.0	46.0
8821	13433.0	7985.0
338440	808.0	423.0
338442	557.0	41.0
8819	701.0	674.0
100820732	0.0	0.0
255620	1.0	0.0
54522	1155.0	679.0
54521	2992.0	1717.0
54520	6526.0	1977.0
100820735	1.0	0.0
8813	4043.0	2446.0
170393	3.0	4.0
8814	161.0	54.0
170392	3.0	7.0
100506925	1.0	0.0
8811	4.0	9.0
8812	1327.0	701.0
8817	138.0	385.0
