id	9151bbcc-ecef-40fc-8834-e24ff848e1a2	5891f699-0097-48dd-b35a-0f8999af21c8
256356	4331.0	1423.0
100271643	2.0	1.0
100271640	0.0	0.0
81081	0.0	0.0
161159	12.0	7.0
148189	600.0	487.0
93099	2963.0	112.0
100271627	16.0	0.0
283948	160.0	160.0
256329	145.0	115.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	3.0
100271633	0.0	0.0
100271632	2.0	3.0
199720	39.0	4.0
93082	739.0	35.0
161145	2575.0	928.0
100271617	0.0	1.0
100271616	0.0	1.0
161142	13.0	2.0
100271619	0.0	0.0
148198	98.0	10.0
100271618	5.0	1.0
100271624	2.0	0.0
100271623	0.0	0.0
283933	209.0	139.0
100271625	0.0	0.0
93081	322.0	406.0
100271620	7.0	1.0
283932	166.0	1448.0
100271622	2.0	2.0
100271621	0.0	0.0
199731	1481.0	1076.0
100124332	0.0	1.0
643664	5.0	3.0
256394	571.0	64.0
83637	8399.0	5262.0
83636	1385.0	1542.0
401565	8.0	13.0
401563	39.0	47.0
401562	11.0	4.0
401561	33.0	7.0
283999	0.0	0.0
283994	0.0	0.0
643668	14.0	2.0
283991	1452.0	1081.0
340198	6.0	2.0
643669	28.0	4.0
340192	0.0	0.0
643680	39.0	32.0
197196	8.0	0.0
56033	21.0	1.0
401551	3.0	2.0
83657	109.0	35.0
83656	0.0	0.0
83659	3.0	4.0
283989	1319.0	2332.0
83658	4335.0	3471.0
401548	2973.0	1779.0
56034	4110.0	2182.0
283987	4041.0	7362.0
256369	0.0	0.0
401546	1303.0	341.0
83655	0.0	1.0
283985	1.0	0.0
283982	0.0	0.0
283981	63.0	70.0
643677	8.0	9.0
83650	0.0	0.0
197187	93.0	102.0
449520	2.0	2.0
401541	275.0	645.0
401540	0.0	0.0
83639	2.0	2.0
83638	2569.0	1196.0
256380	169.0	157.0
449518	0.0	0.0
83648	353.0	92.0
401537	4.0	0.0
83647	0.0	0.0
83641	2201.0	4075.0
401535	26.0	5.0
83643	2032.0	1430.0
401533	0.0	2.0
643689	3.0	3.0
283971	0.0	0.0
83640	664.0	602.0
283970	8.0	9.0
114826	1424.0	793.0
114827	249.0	190.0
378706	4.0	1.0
378707	0.0	0.0
378708	84.0	125.0
339184	1.0	6.0
339186	0.0	0.0
56052	800.0	2281.0
114821	402.0	349.0
114822	936.0	600.0
114823	19923.0	4500.0
114824	23.0	0.0
114825	1209.0	1082.0
643699	109.0	44.0
340168	4.0	0.0
114815	95.0	19.0
114817	0.0	0.0
114818	1543.0	316.0
114819	346.0	190.0
339175	851.0	1297.0
56063	740.0	433.0
653017	0.0	0.0
56061	3589.0	5749.0
56062	119.0	197.0
114814	164.0	138.0
83667	712.0	1168.0
83666	2101.0	5758.0
83660	3708.0	4436.0
340156	401.0	72.0
83661	0.0	1.0
114804	425.0	1170.0
114805	58.0	105.0
340152	58.0	127.0
339168	1.0	1.0
114800	41.0	147.0
114801	403.0	849.0
93010	209.0	117.0
114803	3824.0	2013.0
83697	4.0	2.0
81034	966.0	1267.0
81035	3650.0	2819.0
83696	1888.0	2429.0
83699	4023.0	1247.0
81037	5064.0	6072.0
83698	66.0	119.0
401588	298.0	106.0
83693	2450.0	1221.0
81030	187.0	141.0
83692	3134.0	3964.0
81031	2136.0	3395.0
83695	1373.0	1645.0
81033	0.0	4.0
83694	504.0	269.0
340146	4.0	2.0
83690	10864.0	348.0
81027	19.0	8.0
81029	956.0	102.0
653042	0.0	0.0
653045	2.0	0.0
81025	3.0	6.0
401577	217.0	182.0
22877	6939.0	6862.0
22878	3618.0	2664.0
22879	3318.0	2275.0
22870	3126.0	5135.0
22871	105.0	74.0
22872	12329.0	15319.0
22873	1095.0	662.0
22874	5293.0	2721.0
22875	1004.0	1598.0
22876	1920.0	1594.0
10899	4432.0	9820.0
10898	1301.0	1080.0
10891	448.0	148.0
136540	0.0	0.0
10890	6739.0	9138.0
10893	286.0	68.0
10892	2171.0	1657.0
136541	1.0	0.0
10895	2.0	0.0
342426	0.0	0.0
10894	1591.0	1307.0
10897	1925.0	2214.0
10896	23.0	17.0
22888	1285.0	741.0
22889	3834.0	2584.0
22880	2909.0	1880.0
124540	4846.0	9937.0
22881	997.0	557.0
22882	3079.0	2335.0
22883	19640.0	14342.0
22884	2249.0	1464.0
22885	2299.0	4012.0
22887	5689.0	4692.0
342419	0.0	1.0
124538	0.0	0.0
124535	3.0	5.0
148523	306.0	191.0
283598	0.0	0.0
283596	302.0	109.0
283592	9.0	0.0
22856	3873.0	3501.0
161514	0.0	0.0
731424	0.0	5.0
22858	3628.0	2322.0
22859	2577.0	2769.0
22850	2119.0	1745.0
22852	876.0	519.0
22853	2491.0	2321.0
22854	63.0	35.0
10877	1.0	0.0
10876	1.0	5.0
100419909	0.0	0.0
10879	5.0	0.0
10878	7.0	6.0
148534	309.0	607.0
104169670	28.0	5.0
104169671	0.0	2.0
100419903	15.0	9.0
283587	4.0	10.0
10871	47.0	109.0
10870	158.0	176.0
10873	1317.0	517.0
10875	2701.0	3567.0
10874	6.0	19.0
22866	137.0	179.0
22868	2224.0	1465.0
22869	1559.0	1064.0
100309464	3.0	1.0
161502	10.0	8.0
100420901	0.0	0.0
22861	2183.0	1637.0
22862	6919.0	4852.0
22863	3462.0	1858.0
22864	2926.0	1989.0
22865	6.0	6.0
10888	361.0	16.0
56203	6.0	7.0
643609	0.0	0.0
56204	4666.0	8449.0
10887	7.0	33.0
124512	968.0	1123.0
148545	16.0	6.0
283579	0.0	1.0
283578	2345.0	2695.0
10880	1.0	0.0
283576	1.0	12.0
10882	27.0	51.0
10881	0.0	1.0
10884	2047.0	1503.0
283571	89.0	25.0
10886	2.0	14.0
10885	3120.0	2899.0
22834	3867.0	4825.0
22835	1122.0	1004.0
22836	2789.0	24045.0
22837	3180.0	2746.0
101929059	23.0	7.0
22838	4246.0	3210.0
22839	4822.0	4238.0
100420910	0.0	6.0
100420916	0.0	0.0
22832	862.0	476.0
124590	1.0	2.0
10855	137.0	280.0
10857	7467.0	7851.0
10856	2967.0	2642.0
10859	252.0	430.0
10858	174.0	114.0
100126793	57.0	18.0
10850	2.0	0.0
643617	1.0	2.0
643615	2.0	7.0
100126791	86.0	166.0
22844	30.0	15.0
22845	800.0	1099.0
22846	1125.0	2785.0
22847	2859.0	1567.0
22848	2874.0	3388.0
22849	795.0	441.0
112597	359.0	359.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	4323.0	6915.0
100420926	0.0	0.0
22841	1741.0	1445.0
100420927	0.0	0.0
100419930	4.0	0.0
22843	35.0	83.0
10866	1542.0	2130.0
100420919	0.0	0.0
10865	4860.0	1181.0
10868	2357.0	1293.0
10867	3484.0	3508.0
10869	5671.0	4222.0
10861	312.0	556.0
101929074	193.0	41.0
10864	3.0	0.0
101929071	0.0	0.0
10863	407.0	326.0
22813	0.0	0.0
22814	1.0	2.0
643641	2005.0	695.0
22815	0.0	0.0
22816	0.0	0.0
22818	9366.0	8314.0
10829	3.0	2.0
100419945	0.0	0.0
83849	55.0	51.0
83855	338.0	841.0
10833	0.0	0.0
83854	8.0	30.0
83857	3655.0	2907.0
10835	4.0	3.0
83856	233.0	206.0
10834	0.0	0.0
83851	8.0	5.0
10837	0.0	0.0
100419948	0.0	0.0
83850	400.0	61.0
10836	0.0	0.0
100419949	0.0	0.0
83853	10.0	11.0
10838	1755.0	1823.0
83852	1986.0	1673.0
124565	4448.0	12541.0
100419947	1.0	0.0
22808	4745.0	3251.0
22809	1496.0	2394.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	109.0	0.0
22822	7350.0	2031.0
22823	1659.0	1320.0
22824	988.0	200.0
101929086	1.0	0.0
22826	4009.0	4483.0
22827	5622.0	5653.0
643653	0.0	0.0
22828	3855.0	2045.0
22829	1.0	0.0
112574	2253.0	2808.0
100419955	0.0	0.0
56241	1154.0	1098.0
100420946	0.0	0.0
56242	1138.0	805.0
22820	9895.0	14540.0
22821	1935.0	2612.0
100419950	1.0	0.0
10844	4213.0	4015.0
83844	2.0	0.0
10846	360.0	543.0
10845	3445.0	2513.0
10848	4253.0	933.0
56243	16824.0	7402.0
10847	11810.0	14614.0
56244	7.0	0.0
56245	16.0	5.0
10849	306.0	329.0
56246	50.0	176.0
643646	149.0	54.0
10840	642.0	2228.0
10842	0.0	1.0
101929093	0.0	0.0
10841	33.0	6.0
643648	0.0	0.0
101929010	0.0	8.0
100420950	2.0	1.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	1.0
100419963	0.0	1.0
100271613	0.0	1.0
100271611	1.0	0.0
100419968	0.0	0.0
100271610	0.0	1.0
101929026	0.0	0.0
101929025	0.0	2.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	0.0
100271601	0.0	0.0
100419979	0.0	1.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	12.0	1.0
391436	2.0	0.0
161582	63.0	36.0
124599	25.0	73.0
101929052	0.0	0.0
391485	0.0	3.0
222611	0.0	1.0
100187716	0.0	0.0
391490	0.0	0.0
391496	2.0	0.0
22899	1080.0	2001.0
391462	0.0	1.0
22891	112.0	176.0
22893	1680.0	2127.0
22894	3501.0	2856.0
22895	7.0	8.0
148581	2.0	1.0
22897	2296.0	1115.0
22898	1087.0	1064.0
22890	2915.0	2227.0
391470	0.0	1.0
391472	1.0	0.0
391475	0.0	0.0
101929008	93.0	62.0
222659	3.0	7.0
440894	91.0	13.0
222658	5487.0	7083.0
102724035	0.0	0.0
100271575	4.0	1.0
100271577	0.0	8.0
100271571	0.0	0.0
81175	16.0	26.0
81176	8.0	11.0
100271570	0.0	1.0
93145	1406.0	2338.0
440888	0.0	0.0
222642	7.0	9.0
222643	194.0	159.0
401289	10.0	9.0
401288	40.0	26.0
401285	1.0	0.0
81166	0.0	0.0
100271564	11.0	21.0
81168	0.0	0.0
100271566	4.0	4.0
81169	0.0	0.0
81162	1.0	0.0
81163	0.0	0.0
100271563	3.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	4.0	3.0
100271551	0.0	0.0
81198	0.0	0.0
81191	5.0	0.0
81192	1.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	1.0	0.0
401260	0.0	3.0
220001	92.0	57.0
222662	1.0	15.0
401265	185.0	136.0
222663	109.0	85.0
220002	2163.0	2047.0
93166	146.0	350.0
401264	537.0	348.0
220004	220.0	63.0
100271539	0.0	0.0
401262	32.0	7.0
93164	362.0	313.0
100271547	0.0	0.0
100271549	2.0	5.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	27.0	37.0
81185	2.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	988.0	1471.0
440854	44.0	74.0
222698	49.0	49.0
222696	115.0	98.0
161497	64.0	16.0
100271529	13.0	3.0
222699	19.0	72.0
100271536	0.0	0.0
100271538	5.0	4.0
100271537	0.0	0.0
93190	0.0	2.0
283601	0.0	0.0
100271531	8.0	0.0
283600	1.0	13.0
220042	161.0	6717.0
93183	1360.0	2138.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	2545.0	5986.0
100271525	0.0	0.0
100271526	15.0	13.0
100271521	0.0	1.0
100271520	0.0	0.0
220032	4.0	7.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	1052.0	3706.0
220047	4.0	3.0
100271503	0.0	0.0
10808	4783.0	7130.0
56130	297.0	60.0
10807	1686.0	1462.0
56131	568.0	210.0
56132	202.0	144.0
10809	2886.0	45630.0
220081	18.0	8.0
83756	72.0	49.0
10811	749.0	245.0
56137	29.0	381.0
10810	1642.0	1245.0
83755	0.0	0.0
56138	54.0	125.0
83758	165.0	239.0
10813	1559.0	1093.0
56139	178.0	672.0
401207	363.0	264.0
220082	2.0	2.0
83757	7.0	0.0
83752	8661.0	41384.0
56133	320.0	463.0
10815	237.0	217.0
10814	0.0	0.0
56134	60.0	56.0
10817	386.0	240.0
56135	12.0	49.0
10816	1.0	0.0
283643	176.0	479.0
56136	2.0	41.0
643535	0.0	2.0
643536	0.0	0.0
22800	922.0	604.0
22801	2812.0	2488.0
643550	5.0	1.0
22802	346.0	0.0
22803	7360.0	5911.0
440804	0.0	1.0
22806	1050.0	1253.0
22807	680.0	487.0
10819	121.0	59.0
56140	6.0	17.0
10818	4200.0	4487.0
56141	17.0	38.0
56142	52.0	186.0
56143	13.0	98.0
83737	4401.0	3703.0
220070	0.0	0.0
10822	0.0	0.0
283638	3012.0	2904.0
83744	397.0	315.0
10821	25.0	18.0
10824	2.0	1.0
83746	2178.0	1381.0
10823	1.0	0.0
83741	0.0	0.0
283635	1819.0	2232.0
10826	7220.0	2077.0
220074	918.0	1229.0
56144	32.0	88.0
10825	1308.0	798.0
56145	95.0	93.0
83740	0.0	0.0
83743	1708.0	2273.0
56146	37.0	91.0
10828	2.0	2.0
10827	1331.0	1345.0
83742	5513.0	3146.0
56147	19.0	42.0
283631	3.0	0.0
10820	3.0	8.0
440836	752.0	412.0
643563	1.0	3.0
56154	2.0	1.0
81109	0.0	0.0
283629	197.0	63.0
56159	9.0	19.0
81115	0.0	0.0
81116	1.0	1.0
56155	99.0	52.0
283624	1241.0	353.0
102724097	163.0	82.0
256006	65.0	27.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	1.0	1.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	2.0
440823	290.0	372.0
440822	0.0	0.0
56163	0.0	0.0
56164	35.0	18.0
256021	126.0	22.0
56165	92.0	19.0
83759	1517.0	576.0
56160	951.0	1228.0
10800	217.0	295.0
283617	0.0	0.0
81104	0.0	0.0
10802	2075.0	3689.0
10801	15398.0	21947.0
10804	0.0	3.0
10803	4.0	4.0
56167	0.0	0.0
10806	1499.0	1466.0
56168	0.0	0.0
56169	124.0	39.0
643582	0.0	0.0
643586	0.0	3.0
256076	0.0	1.0
401253	5.0	0.0
56171	276.0	111.0
401251	18.0	7.0
56172	5163.0	2990.0
401250	0.0	0.0
81137	0.0	0.0
81138	3.0	0.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	34.0	5.0
283688	0.0	0.0
401247	15.0	334.0
81136	0.0	0.0
283687	109.0	147.0
283685	0.0	0.0
93109	552.0	396.0
283682	24.0	3.0
100126825	0.0	0.0
93107	0.0	0.0
643596	14.0	24.0
56180	621.0	472.0
93100	432.0	329.0
401242	1.0	0.0
256085	0.0	1.0
56181	3641.0	1958.0
81126	0.0	0.0
81127	0.0	0.0
83787	1881.0	1838.0
283677	2.0	0.0
401237	777.0	316.0
83786	2351.0	2114.0
401236	74.0	111.0
283673	730.0	160.0
93134	3608.0	1709.0
401233	0.0	0.0
401232	295.0	130.0
256051	1023.0	608.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	1.0
283663	156.0	100.0
81153	0.0	0.0
100271596	2.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	803.0	1561.0
283659	294.0	559.0
100271587	2.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	65.0	18.0
100271585	0.0	0.0
100271584	3.0	2.0
100271581	1.0	0.0
22998	4212.0	5444.0
22999	72.0	11.0
100151676	1.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	7198.0	5317.0
100151671	0.0	0.0
100151672	3.0	1.0
22992	12360.0	6676.0
22993	4559.0	2910.0
100151674	0.0	0.0
22994	550.0	1023.0
83903	70.0	78.0
22995	362.0	430.0
83902	1.0	0.0
22996	3943.0	8508.0
22997	271.0	267.0
100151670	0.0	0.0
100151686	1.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	1.0	0.0
100151683	4.0	5.0
100151684	2.0	1.0
100151685	0.0	0.0
100151681	2.0	2.0
56302	14.0	2.0
83901	0.0	0.0
342538	9.0	3.0
83900	0.0	0.0
56300	0.0	1.0
56301	74.0	463.0
124411	1019.0	1427.0
22976	1468.0	1170.0
22977	152.0	2358.0
22978	2801.0	1606.0
22979	268.0	1732.0
22970	75.0	18.0
22971	875.0	831.0
22974	262.0	2814.0
83932	652.0	846.0
10998	426.0	339.0
83931	3643.0	3432.0
342527	32.0	16.0
148418	121.0	48.0
83933	305.0	158.0
124404	9.0	179.0
10999	929.0	1300.0
124401	879.0	750.0
124402	730.0	1123.0
83930	1215.0	1243.0
56311	11.0	7.0
10990	452.0	748.0
100126693	1.0	5.0
10992	11695.0	10405.0
606500	0.0	0.0
10991	183.0	43.0
10994	2020.0	3509.0
10993	71.0	671.0
22987	82.0	9.0
22989	13.0	41.0
22980	7151.0	3997.0
22981	833.0	636.0
22982	3042.0	3221.0
22983	53.0	37.0
22984	4014.0	3547.0
22985	9930.0	7793.0
22986	3.0	0.0
58986	1546.0	7366.0
148423	974.0	686.0
58985	205.0	49.0
342510	21.0	79.0
283694	0.0	0.0
283693	41.0	15.0
283692	5.0	3.0
22954	1368.0	936.0
22955	4034.0	2290.0
112487	881.0	751.0
22950	1649.0	1438.0
391524	0.0	1.0
22952	91.0	2.0
22953	3.0	2.0
391526	4.0	1.0
10975	1852.0	2916.0
83953	6.0	9.0
10978	712.0	479.0
83955	25.0	10.0
10979	3599.0	5763.0
112495	1042.0	1154.0
10970	3935.0	6106.0
56339	3821.0	1646.0
10972	23262.0	22707.0
10971	13022.0	11967.0
10974	0.0	0.0
10973	2867.0	2583.0
401409	52.0	92.0
112479	1212.0	2056.0
112476	244.0	520.0
391530	0.0	0.0
83939	10995.0	5239.0
56341	2.0	2.0
391533	1.0	0.0
124460	267.0	601.0
83935	263.0	202.0
83938	105.0	226.0
391538	0.0	3.0
83937	1406.0	1527.0
10987	2851.0	2369.0
83943	675.0	303.0
83942	0.0	0.0
10989	4184.0	4642.0
10988	4927.0	3830.0
56342	130.0	148.0
124454	2448.0	3574.0
56344	0.0	1.0
83941	1414.0	1975.0
83940	1667.0	690.0
643503	0.0	0.0
10981	661.0	923.0
112483	2229.0	1475.0
10980	3457.0	4723.0
10983	36856.0	22070.0
10982	3435.0	2316.0
643507	8.0	8.0
10985	9155.0	10034.0
10984	439.0	710.0
22932	619.0	642.0
22933	3208.0	2541.0
22934	1007.0	1054.0
22936	2976.0	6476.0
22937	6314.0	5024.0
22938	3886.0	3424.0
112464	585.0	492.0
22930	5303.0	4612.0
22931	4513.0	6100.0
81309	0.0	0.0
391504	1.0	0.0
10954	1077.0	1381.0
10953	2023.0	1276.0
10956	11783.0	14593.0
81315	0.0	0.0
10955	12811.0	13452.0
391508	3.0	1.0
81316	0.0	0.0
10957	6154.0	3517.0
124446	5347.0	7434.0
81310	0.0	0.0
10959	13874.0	19049.0
22929	3606.0	2456.0
10950	1370.0	963.0
10952	2895.0	2186.0
10951	3898.0	4604.0
22943	67.0	18.0
22944	942.0	548.0
22945	0.0	0.0
22947	0.0	0.0
22948	6477.0	9497.0
22949	3240.0	1270.0
83957	0.0	0.0
22941	5585.0	2639.0
83959	819.0	476.0
10965	906.0	1775.0
391518	0.0	0.0
10964	825.0	4062.0
81304	0.0	0.0
10966	1932.0	659.0
10969	2287.0	3098.0
81300	0.0	0.0
10961	5619.0	7264.0
10960	5720.0	6802.0
643529	336.0	58.0
10963	5229.0	4827.0
10962	567.0	933.0
148479	1972.0	1907.0
197407	591.0	1263.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1983.0	1060.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	1.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	1.0	1.0
391552	10.0	4.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	2.0	4.0
767577	0.0	0.0
767579	2.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	2.0	4.0
207107	15.0	24.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	1.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	1.0	0.0
474345	12.0	2.0
474344	1911.0	3203.0
474343	100.0	67.0
246717	0.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	3.0	14.0
161406	56.0	7.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	2.0	0.0
100151640	16.0	5.0
100151641	0.0	0.0
246715	0.0	2.0
767557	24.0	18.0
606553	0.0	0.0
606551	16.0	21.0
474354	30.0	5.0
100151657	0.0	0.0
100151658	0.0	1.0
100151654	0.0	1.0
161436	192.0	74.0
100151655	0.0	0.0
391584	0.0	1.0
100151656	1.0	1.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	54.0	21.0
100151652	0.0	0.0
100151668	0.0	0.0
391592	1.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2887.0	3433.0
100151667	1.0	0.0
391598	2.0	0.0
100151661	1.0	0.0
100151663	0.0	0.0
474338	6.0	4.0
474337	0.0	0.0
197370	2582.0	2985.0
220112	7.0	8.0
246744	8.0	0.0
220115	20.0	2.0
93273	37.0	0.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	2.0	0.0
81295	1.0	0.0
100271452	0.0	0.0
220108	282.0	164.0
220107	18.0	44.0
100271448	1.0	0.0
100271447	1.0	0.0
100271449	0.0	0.0
100271444	2.0	2.0
100271445	2.0	0.0
81285	14.0	23.0
81282	0.0	0.0
197350	57.0	306.0
246720	2.0	0.0
401399	145.0	438.0
401398	35.0	58.0
246721	1.0	0.0
220134	51.0	283.0
401397	1141.0	1452.0
246723	19.0	7.0
220136	121.0	57.0
401393	5.0	0.0
100271437	0.0	0.0
100271439	3.0	0.0
100271438	0.0	1.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	631.0	1892.0
246731	6.0	1.0
401387	13.0	7.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	48.0	45.0
100271420	0.0	0.0
197358	384.0	653.0
199990	1183.0	1668.0
246785	43.0	44.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	181.0	81.0
100271414	0.0	0.0
100887075	0.0	2.0
439990	36.0	31.0
100271411	1.0	0.0
100271410	0.0	0.0
220164	165.0	339.0
100271413	0.0	0.0
197320	1149.0	452.0
439996	0.0	1.0
100887074	0.0	0.0
439992	73.0	20.0
100887073	0.0	0.0
197322	1440.0	782.0
439994	192.0	167.0
102724105	605.0	342.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	0.0	22.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	21.0	1.0
100271400	0.0	0.0
283711	0.0	1.0
100271402	0.0	0.0
197331	13.0	1.0
197335	2114.0	2344.0
440993	1521.0	835.0
440992	57.0	17.0
161394	127.0	98.0
199964	117.0	25.0
8000	80.0	76.0
8001	2515.0	5.0
246777	129.0	56.0
246778	1.0	26.0
606495	451.0	387.0
199974	442.0	11.0
8013	37.0	112.0
22911	1153.0	1171.0
439949	229.0	61.0
22913	5622.0	6799.0
643421	0.0	3.0
22914	54.0	45.0
22915	2940.0	1897.0
439945	0.0	0.0
22916	4134.0	4353.0
731605	1.0	6.0
22917	11.0	26.0
10929	4673.0	2058.0
10928	5651.0	5136.0
56252	6954.0	6211.0
56253	68.0	65.0
401331	311.0	104.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	1778.0	1987.0
56259	2067.0	3202.0
83876	78.0	122.0
81215	0.0	0.0
83879	352.0	80.0
10934	0.0	2.0
83878	305.0	405.0
283768	0.0	0.0
10933	10099.0	10764.0
10936	266.0	45.0
56254	4551.0	3002.0
83873	28.0	6.0
256148	0.0	0.0
81210	6.0	3.0
283767	0.0	0.0
56255	6713.0	5306.0
83872	2094.0	7445.0
10935	6857.0	10440.0
81211	0.0	0.0
56256	2130.0	1684.0
10938	2781.0	2934.0
83875	123.0	33.0
83874	998.0	663.0
56257	3276.0	3392.0
22907	4336.0	4166.0
643414	19.0	1.0
439953	4.0	7.0
22908	3022.0	2863.0
83871	3301.0	4195.0
22909	1719.0	1117.0
283761	0.0	0.0
439954	1.0	0.0
643418	5.0	1.0
10930	21.0	11.0
439950	0.0	0.0
22921	847.0	1114.0
8022	0.0	0.0
440926	180.0	147.0
22924	1404.0	899.0
440925	26.0	14.0
8028	2797.0	1582.0
22925	6034.0	1255.0
8029	294.0	244.0
22926	4830.0	6034.0
439934	0.0	0.0
22927	584.0	565.0
8027	1397.0	1880.0
22928	3201.0	11296.0
439936	0.0	2.0
56261	5233.0	1820.0
56262	4198.0	2810.0
10939	3262.0	3430.0
401321	289.0	140.0
8021	6530.0	3390.0
83858	890.0	632.0
22920	2275.0	3330.0
56260	409.0	147.0
10943	2269.0	1412.0
56269	2.0	2.0
83866	0.0	0.0
81203	0.0	0.0
10942	163.0	22.0
81204	0.0	1.0
10945	9935.0	11928.0
83868	0.0	0.0
81205	0.0	0.0
10944	7011.0	5471.0
83867	0.0	0.0
10947	1749.0	1199.0
56265	2582.0	3170.0
83862	1652.0	2740.0
401316	11.0	23.0
83861	1507.0	768.0
283755	725.0	328.0
10946	5154.0	3967.0
56267	2105.0	1128.0
10949	6700.0	6176.0
81201	0.0	0.0
10948	2195.0	2883.0
256158	209.0	1229.0
83863	0.0	0.0
81202	0.0	0.0
22918	4204.0	10294.0
22919	4900.0	6661.0
439941	0.0	0.0
83860	954.0	1007.0
8019	2518.0	2116.0
10941	0.0	0.0
643427	39.0	41.0
10940	411.0	603.0
8036	3015.0	14129.0
8034	1443.0	1273.0
440957	459.0	342.0
440956	0.0	0.0
440955	2.0	4.0
8038	3067.0	8697.0
10907	1756.0	2213.0
10906	2669.0	3292.0
440952	93.0	50.0
10908	2265.0	3263.0
93210	2290.0	2346.0
8031	16321.0	17656.0
256130	0.0	0.0
56270	6435.0	6414.0
56271	2517.0	1503.0
8030	8023.0	5467.0
10910	3243.0	2047.0
83899	0.0	0.0
81236	0.0	0.0
283748	12.0	1.0
10912	141.0	255.0
283747	2.0	0.0
10911	2.0	4.0
10914	10628.0	9325.0
256126	89.0	25.0
83895	0.0	0.0
10913	132.0	2.0
83894	13.0	3.0
10916	19803.0	42037.0
83897	0.0	0.0
401303	118.0	113.0
10915	4643.0	3183.0
283742	2097.0	2087.0
83896	0.0	0.0
83891	942.0	1827.0
83890	41.0	60.0
83893	0.0	0.0
81230	0.0	0.0
83892	5437.0	4173.0
22900	2256.0	2081.0
93202	0.0	0.0
22901	840.0	522.0
22902	2589.0	1869.0
8045	986.0	552.0
22903	3340.0	2043.0
22904	3128.0	2564.0
22905	2149.0	3761.0
8048	0.0	0.0
440944	996.0	369.0
22906	6367.0	5680.0
256144	0.0	0.0
10917	8.0	8.0
10919	4462.0	3332.0
83888	51.0	232.0
10921	6478.0	7385.0
283738	0.0	0.0
83887	4.0	5.0
10920	2497.0	3961.0
81226	0.0	0.0
10923	11387.0	12685.0
