id	9075b4ab-16ef-4cdd-bfe5-855d18b15e11	f828b2e0-2ad4-4669-9f1e-2ef2dd74706d
100873358	0.0	0.0
3675	5308.0	1974.0
100873357	0.0	0.0
3676	717.0	1003.0
100128731	13583.0	3050.0
100873356	0.0	0.0
3678	20412.0	6040.0
3679	23052.0	259.0
100873359	0.0	0.0
728464	32.0	11.0
728463	9.0	67.0
100128725	0.0	0.0
3690	908.0	162.0
3691	5069.0	1565.0
100873343	4.0	0.0
3692	7285.0	2613.0
3693	50587.0	14186.0
285521	1547.0	819.0
100873342	0.0	0.0
3694	55.0	623.0
100873341	0.0	0.0
3695	154.0	78.0
100873340	0.0	0.0
100128723	6.0	0.0
1033	394.0	228.0
1032	961.0	267.0
285525	5.0	3.0
1031	4830.0	430.0
285527	6587.0	3976.0
1030	10889.0	1259.0
728468	0.0	0.0
440288	182.0	53.0
1029	253.0	179.0
440295	54.0	32.0
1028	9233.0	311.0
1027	7348.0	886.0
1026	18477.0	3855.0
1025	5627.0	1552.0
1024	1432.0	519.0
3685	15826.0	16091.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	1986.0	1521.0
100873345	1.0	0.0
3688	80867.0	25639.0
100873344	0.0	0.0
3689	15190.0	5085.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	0.0	0.0
100873370	0.0	0.0
728498	9.0	1.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	41.0	24.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	173.0	18.0
100873374	0.0	0.0
728495	6.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	19.0	13.0
1043	7464.0	787.0
1041	1.0	200.0
1040	557.0	3401.0
1039	3092.0	1656.0
1038	18.0	5.0
1036	12634.0	213.0
3696	328.0	1504.0
3697	16.0	1.0
100873379	0.0	0.0
3698	9.0	5.0
100873378	0.0	0.0
3699	179.0	85.0
100873377	1.0	0.0
728486	23.0	6.0
100873361	0.0	0.0
105373869	49.0	931.0
100873360	0.0	2.0
285540	184.0	106.0
100128705	0.0	1.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	4.0	0.0
100873362	0.0	0.0
100128701	1.0	1.0
1054	7098.0	2178.0
285547	0.0	0.0
1053	8.0	6.0
285548	0.0	17.0
1052	6250.0	3032.0
1051	7369.0	1290.0
728489	8.0	2.0
1050	11673.0	548.0
100128707	0.0	0.0
1048	0.0	89.0
1047	128.0	15.0
1046	0.0	0.0
1045	0.0	0.0
100873369	1.0	5.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	5.0	0.0
1066	27239.0	137.0
1063	418.0	3787.0
1062	285.0	584.0
1061	2.0	2.0
1060	2133.0	1005.0
440253	395.0	51.0
1059	10095.0	2336.0
1058	62.0	119.0
1057	0.0	1.0
85379	4530.0	4478.0
114112	1208.0	586.0
1056	18.0	6.0
85377	2563.0	1376.0
85378	1969.0	826.0
128745	0.0	2.0
85376	17.0	5.0
440248	667.0	129.0
1075	25860.0	3659.0
1074	1.0	4.0
1073	7909.0	650.0
1072	61383.0	31386.0
1071	2530.0	33.0
440243	0.0	0.0
1070	1885.0	561.0
1069	4882.0	2763.0
1068	0.0	0.0
85369	3333.0	1286.0
85366	8.0	1.0
85364	2979.0	703.0
85365	3898.0	1763.0
85363	2006.0	891.0
85360	2858.0	601.0
1080	14.0	7.0
85391	27.0	2.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	0.0	0.0
153733	1051.0	552.0
1087	0.0	9.0
1086	0.0	0.0
440279	10.0	5.0
1085	12.0	5.0
1084	88.0	1.0
440278	195.0	61.0
1082	0.0	0.0
403294	0.0	0.0
440275	7238.0	2543.0
1081	0.0	15.0
85397	10.0	35.0
85395	692.0	88.0
403285	0.0	0.0
1091	0.0	0.0
1090	1.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	1.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	3.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	337.0	100.0
1089	34.0	1.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	31.0	1.0
285598	868.0	681.0
126133	2387.0	739.0
128790	0.0	0.0
126129	398.0	156.0
126123	1.0	1.0
442862	0.0	0.0
126119	1202.0	300.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	169.0	13.0
442897	0.0	0.0
442898	1.0	0.0
114134	1019.0	884.0
442899	0.0	0.0
100128790	0.0	0.0
128760	7.0	0.0
100128788	28.0	19.0
100128787	0.0	0.0
440225	1.0	0.0
440224	0.0	0.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	0.0
128756	0.0	0.0
100128782	318.0	118.0
100128781	1.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	2.0	0.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	409.0	8.0
102466616	0.0	0.0
126052	0.0	0.0
151009	71.0	17.0
403227	0.0	0.0
403228	0.0	0.0
138046	1.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	1.0
645572	0.0	0.0
645571	7.0	0.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	22.0	200.0
107131122	1.0	1.0
138050	11831.0	16628.0
403219	0.0	0.0
151011	10345.0	3137.0
645587	0.0	0.0
165679	75.0	4334.0
126037	26.0	9.0
114049	5144.0	1658.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1778.0	812.0
100033821	0.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	3144.0	1034.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	190.0	29.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	3.0	9.0
645598	0.0	0.0
163007	2.0	0.0
114038	2.0	1.0
645591	0.0	0.0
106481495	0.0	0.0
114041	0.0	6.0
106481496	0.0	0.0
114042	2.0	2.0
106481493	0.0	0.0
114043	39.0	4.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	138.0	97.0
126017	642.0	1100.0
106481497	1.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	0.0	0.0
85301	575.0	513.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1597.0	2709.0
106481459	0.0	0.0
26994	19166.0	6253.0
106481457	2.0	3.0
26995	2936.0	1504.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	2.0
403272	2.0	0.0
102466659	0.0	0.0
26999	824.0	3717.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	3.0	2.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2194.0	1072.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	2.0	0.0
106481471	0.0	1.0
85329	10512.0	36.0
106481472	0.0	0.0
106481477	1.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	13.0	96.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	824.0	634.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	9.0	2.0
106481437	0.0	0.0
26974	259.0	354.0
153657	10.0	20.0
106481438	0.0	2.0
106481435	0.0	0.0
26973	2165.0	1685.0
165631	190.0	86.0
106481436	0.0	0.0
26978	20.0	8.0
126075	821.0	361.0
106481439	0.0	0.0
403250	0.0	0.0
126074	227.0	101.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2899.0	665.0
106481444	3.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	6794.0	772.0
85354	0.0	0.0
85352	268.0	585.0
403241	0.0	0.0
344462	1.0	2.0
403244	0.0	0.0
403245	0.0	0.0
153642	751.0	377.0
153643	21.0	2.0
403247	0.0	0.0
403248	0.0	0.0
26985	5540.0	2795.0
106481448	0.0	0.0
26986	78024.0	125725.0
126069	174.0	113.0
106481449	0.0	0.0
126068	931.0	502.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1904.0	631.0
106481447	0.0	0.0
106481451	0.0	0.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	134.0	451.0
106481455	0.0	1.0
85349	0.0	30.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	3.0	3.0
106481454	0.0	0.0
403238	0.0	0.0
85344	0.0	3.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	11.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	0.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	2.0	0.0
106481414	0.0	0.0
63901	2220.0	2405.0
100873390	0.0	0.0
728556	72.0	20.0
106481419	1.0	0.0
100128817	0.0	0.0
728558	120.0	44.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	668.0	473.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	3.0	3.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	220.0	213.0
100873384	0.0	0.0
285601	66.0	8.0
106481426	0.0	0.0
106481427	0.0	2.0
222005	0.0	1.0
63910	255.0	122.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	632.0	690.0
222008	25.0	4.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	5716.0	1727.0
63904	0.0	0.0
106481430	0.0	1.0
163071	73.0	17.0
63906	1305.0	355.0
106481433	0.0	0.0
63908	964.0	547.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	2.0
285613	45.0	38.0
63920	658.0	354.0
63923	1598.0	599.0
63922	259.0	250.0
728577	92.0	2.0
63925	1428.0	765.0
63924	59878.0	58.0
63916	4848.0	3152.0
63917	6233.0	2750.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	4.0	1.0
728564	5.0	4.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2955.0	1076.0
106481402	1.0	0.0
63931	3459.0	1228.0
106481403	0.0	0.0
63934	476.0	606.0
728567	6.0	1.0
106481408	0.0	0.0
163088	1.0	1.0
63933	4584.0	2243.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3982.0	1557.0
163087	1275.0	643.0
728568	503.0	126.0
106481407	18.0	4.0
3704	3171.0	1092.0
3705	15763.0	3471.0
63926	790.0	466.0
3706	17.0	7.0
63929	1718.0	1113.0
3707	8567.0	2691.0
63928	7.0	0.0
3708	4256.0	2658.0
106481411	0.0	0.0
3709	4955.0	1991.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	25.0	14.0
3702	267.0	211.0
3703	12660.0	5978.0
645506	0.0	0.0
151050	1593.0	862.0
645520	0.0	0.0
63941	1252.0	687.0
63940	3227.0	645.0
63943	466.0	224.0
728517	0.0	0.0
163033	472.0	213.0
258010	1293.0	2061.0
63947	0.0	0.0
63946	0.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	33366.0	11150.0
100033804	0.0	0.0
3717	2899.0	1590.0
100033805	0.0	0.0
3718	975.0	354.0
63939	1521.0	853.0
100033806	0.0	0.0
100190799	4.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	90.0	17.0
3710	2286.0	1377.0
3712	4594.0	1803.0
3713	0.0	4.0
3714	3395.0	1046.0
63950	5.0	0.0
728505	2.0	0.0
63951	188.0	24.0
100033807	0.0	0.0
728501	84.0	6.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	52202.0	3212.0
100033814	0.0	0.0
3727	27150.0	3849.0
63948	0.0	0.0
100033815	0.0	0.0
222052	12.0	12.0
3728	7982.0	12699.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1515.0	1621.0
151056	759.0	122.0
3725	36316.0	4154.0
645528	6.0	1.0
728532	33.0	15.0
163059	277.0	271.0
728538	1.0	0.0
728537	61.0	48.0
63967	108.0	243.0
3737	148.0	1.0
3738	61.0	42.0
3739	76.0	0.0
645538	0.0	0.0
3730	2188.0	1092.0
3732	2742.0	2632.0
3734	0.0	0.0
3735	14815.0	3641.0
3736	721.0	72.0
63970	2.0	2.0
3750	438.0	110.0
63971	8355.0	3324.0
63974	0.0	0.0
163049	2774.0	1654.0
63973	1.0	1.0
63976	410.0	58.0
222068	6451.0	3644.0
63978	0.0	0.0
63977	552.0	343.0
63979	902.0	749.0
728524	0.0	0.0
3748	56.0	858.0
163051	43.0	23.0
3749	918.0	202.0
163050	64.0	36.0
3741	114.0	14.0
645548	44.0	12.0
3743	2.0	0.0
3744	1.0	0.0
3745	1942.0	65.0
3746	0.0	130.0
3747	0.0	1.0
285671	1188.0	239.0
285672	3543.0	1471.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	14.0	2.0
285676	146.0	54.0
3761	0.0	0.0
100128657	0.0	0.0
285679	0.0	0.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1403.0	382.0
283008	0.0	0.0
3751	1199.0	781.0
100873435	0.0	0.0
3752	1475.0	176.0
100873434	0.0	0.0
3753	12.0	3.0
100873433	0.0	0.0
3754	12.0	247.0
100873432	0.0	0.0
3755	22.0	90.0
100873439	0.0	0.0
3756	13.0	103.0
100873438	0.0	0.0
3757	12.0	27.0
100873437	0.0	0.0
3758	12.0	2.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	87.0	27.0
3772	758.0	173.0
100861458	0.0	0.0
100861453	7.0	6.0
100861455	0.0	0.0
1107	12056.0	6471.0
1106	5543.0	3003.0
1105	4412.0	2413.0
1104	1839.0	1551.0
100873429	0.0	0.0
1103	0.0	0.0
1102	3484.0	832.0
1101	50.0	176.0
3762	1909.0	492.0
100873424	0.0	0.0
3763	1.0	82.0
100128640	86.0	32.0
100873423	0.0	0.0
3764	5768.0	413.0
100873422	0.0	0.0
3765	3.0	4.0
100873421	0.0	0.0
3766	4.0	18.0
100873428	0.0	0.0
3767	102.0	204.0
100873427	0.0	0.0
3768	896.0	76.0
1109	14.0	0.0
100873426	5.0	0.0
1108	17048.0	11672.0
3769	0.0	10.0
100873425	0.0	0.0
100128637	2.0	0.0
100128639	0.0	0.0
3780	10.0	4.0
100873453	0.0	0.0
3781	46.0	74.0
100873452	0.0	0.0
3782	683.0	473.0
100873451	0.0	0.0
3783	462.0	244.0
100873450	0.0	0.0
1121	2631.0	1628.0
100861468	0.0	0.0
1120	269.0	49.0
100861469	0.0	0.0
1118	1729.0	445.0
1117	708.0	5804.0
1116	2246.0	1759.0
1114	21.0	1.0
1113	4.0	2.0
1112	18196.0	4478.0
1111	441.0	472.0
3773	95.0	2.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	421.0	922.0
100873455	0.0	0.0
3776	398.0	3014.0
100873454	0.0	0.0
3777	232.0	68.0
3778	2129.0	1179.0
3779	330.0	126.0
100873459	0.0	0.0
1119	1175.0	930.0
100128627	0.0	2.0
100128626	0.0	0.0
3790	759.0	1044.0
100128628	5.0	3.0
3791	10616.0	2728.0
100873442	0.0	0.0
3792	23.0	15.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	11.0	27.0
1131	82.0	50.0
1130	4632.0	5042.0
100861476	0.0	0.0
1129	3.0	0.0
1128	1.0	2.0
1124	919.0	161.0
1123	1905.0	434.0
1122	838.0	1407.0
100861470	1.0	0.0
3784	1561.0	339.0
100873446	0.0	0.0
3785	1.0	0.0
100873445	0.0	0.0
3786	175.0	512.0
100873444	0.0	0.0
3787	2.0	3.0
100873443	0.0	0.0
3788	40.0	36.0
100873449	1.0	6.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	143.0	167.0
100128618	0.0	0.0
728597	0.0	0.0
100128617	19.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	29.0	6.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	9.0	0.0
285634	2.0	3.0
1142	0.0	0.0
1141	12.0	1.0
285636	2887.0	2695.0
1140	961.0	244.0
728599	1.0	1.0
1139	17.0	11.0
1138	28.0	10.0
1137	0.0	0.0
100861485	0.0	0.0
1136	13.0	13.0
1135	0.0	0.0
1134	68.0	110.0
1133	10.0	8.0
3795	655.0	158.0
100873479	3.0	1.0
3796	2192.0	1744.0
100873478	0.0	0.0
3797	1489.0	852.0
100873477	2.0	3.0
3798	7.0	117.0
100873476	0.0	0.0
3799	21769.0	10568.0
100873460	0.0	0.0
728586	31.0	7.0
285641	1.0	0.0
100873464	1.0	2.0
100873463	0.0	0.0
100873462	1.0	0.0
285643	0.0	1.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	618.0	512.0
1153	20651.0	6233.0
1152	5709.0	250.0
285647	8.0	9.0
728589	18.0	42.0
728588	0.0	71.0
1149	18971.0	41.0
1147	3094.0	1151.0
1146	0.0	0.0
1145	130.0	22.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	679.0	506.0
1163	1940.0	631.0
285659	0.0	0.0
1161	1040.0	417.0
1160	903.0	27.0
1159	14.0	3.0
1158	1.0	2.0
1157	0.0	0.0
1155	4469.0	1211.0
550643	2571.0	1114.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	9864.0	2676.0
1175	7426.0	1588.0
285668	33.0	1.0
1174	2433.0	1194.0
1173	33554.0	11187.0
550631	77.0	77.0
100873489	0.0	0.0
283014	14.0	4.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	35.0	6.0
1186	3528.0	2308.0
1185	2099.0	706.0
1184	1005.0	494.0
1183	1240.0	266.0
1182	7075.0	5490.0
1181	226.0	173.0
440375	45.0	11.0
1180	13.0	1.0
1179	2.0	0.0
1178	35.0	1.0
283089	9.0	0.0
85495	0.0	0.0
85480	471.0	8.0
283080	0.0	0.0
1198	3298.0	742.0
1197	1.0	0.0
1196	2199.0	1367.0
1195	8074.0	3160.0
440366	2.0	0.0
1193	6910.0	846.0
1192	42912.0	10248.0
1191	99152.0	18097.0
1188	35.0	3.0
283078	181.0	55.0
85486	12.0	1.0
128615	0.0	0.0
85481	0.0	1.0
128611	100.0	66.0
440396	43.0	39.0
128609	0.0	0.0
128602	0.0	0.0
440387	1.0	0.0
128674	0.0	0.0
128676	1.0	0.0
114026	0.0	0.0
100861402	4.0	3.0
126014	554.0	275.0
440335	2.0	251.0
100128690	0.0	0.0
114034	1000.0	352.0
126006	1.0	20.0
114036	185.0	27.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	62.0	18.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	5.0	0.0
100128678	0.0	2.0
100861429	0.0	0.0
128653	0.0	4.0
200728	387.0	142.0
440356	0.0	3.0
440354	111.0	44.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	9.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	0.0	2.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	49.0	8.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	59.0	37.0
200734	3554.0	2809.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	5.0	1.0
100873402	0.0	0.0
100873401	0.0	2.0
100873400	0.0	0.0
100128665	3.0	0.0
128637	6816.0	2834.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	8.0	1.0
165530	28.0	4.0
85409	38.0	419.0
106481385	0.0	0.0
106481386	1.0	0.0
85416	2.0	9.0
106481383	1.0	0.0
85417	82.0	49.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	550.0	295.0
106481389	0.0	0.0
85415	150.0	1050.0
106481387	0.0	0.0
85413	28.0	1.0
106481388	0.0	1.0
645436	1.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	5.0	42.0
106481380	0.0	0.0
11	0.0	0.0
403341	1930.0	766.0
12	14.0	114.0
13	3059.0	12.0
14	9192.0	3200.0
15	4.0	2.0
16	12293.0	4076.0
645455	7.0	25.0
18	607.0	552.0
19	12963.0	4403.0
128580	12.0	1.0
85407	264.0	113.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1926.0	821.0
106481395	0.0	0.0
85403	2667.0	1426.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	3659.0	1812.0
106481390	0.0	0.0
21	2467.0	3136.0
106481391	0.0	0.0
22	2344.0	1035.0
153571	269.0	331.0
153572	665.0	972.0
23	7098.0	3153.0
24	73.0	20.0
25	12402.0	4501.0
26	111.0	37.0
27	4966.0	3187.0
28	340.0	454.0
29	8297.0	2965.0
153579	16413.0	118.0
728615	0.0	0.0
728614	0.0	0.0
200765	150.0	108.0
106481358	0.0	2.0
106481359	0.0	0.0
728611	47.0	12.0
102466518	0.0	0.0
102466516	3.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	1.0	0.0
85439	1619.0	403.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	5554.0	2089.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	123.0	36.0
106481366	0.0	0.0
30	4796.0	1209.0
106481360	0.0	0.0
31	4874.0	5006.0
32	35121.0	516.0
33	1452.0	16.0
34	7239.0	1984.0
35	5707.0	252.0
153562	97.0	1257.0
36	2713.0	3205.0
37	31667.0	4783.0
38	17211.0	2425.0
440307	7.0	4.0
39	1228.0	562.0
165545	4.0	8.0
106481369	0.0	0.0
728606	3.0	0.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	0.0
40	2.0	8.0
106481370	0.0	0.0
41	418.0	82.0
106481371	0.0	0.0
43	23.0	84.0
645486	0.0	0.0
47	12538.0	7426.0
48	24973.0	3647.0
49	32.0	4.0
106481338	0.0	0.0
106481339	1.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	15.0	6.0
106481340	0.0	0.0
85458	7812.0	2476.0
106481345	0.0	0.0
85459	525.0	950.0
