id	f1afa28b-fac9-4e2e-b447-36097ef45a0b	ec592b67-6ffb-417e-be69-f5da01020675
83446	0.0	0.0
83445	9.0	0.0
83440	3442.0	3451.0
83442	4181.0	8125.0
114984	1217.0	1793.0
114987	1075.0	735.0
391603	0.0	0.0
10657	13700.0	11108.0
126969	881.0	572.0
10656	518.0	389.0
10659	5958.0	1327.0
10658	10778.0	5782.0
114990	2455.0	544.0
114991	3640.0	1965.0
10651	2049.0	1934.0
10650	201.0	145.0
10653	24526.0	22888.0
10652	4809.0	5477.0
342667	5776.0	132.0
10655	183.0	9.0
643812	0.0	0.0
342666	61.0	9.0
10654	2530.0	3649.0
136306	243.0	1.0
126961	0.0	0.0
10668	951.0	824.0
10667	1200.0	1127.0
643827	121.0	1.0
10669	1010.0	611.0
10660	2.0	0.0
10661	5.0	2.0
731220	67.0	56.0
138971	0.0	0.0
10664	6255.0	6090.0
10663	64.0	141.0
10666	76.0	136.0
731223	9.0	6.0
10665	1.0	0.0
136319	13786.0	10553.0
163933	113.0	93.0
317691	0.0	0.0
339005	198.0	130.0
10635	261.0	382.0
10634	3048.0	1518.0
10637	3.0	21.0
10636	778.0	858.0
10638	0.0	0.0
114971	958.0	605.0
10631	76009.0	98223.0
643836	2467.0	2478.0
10630	2523.0	963.0
643837	1233.0	442.0
10633	1815.0	11.0
643834	0.0	0.0
10632	6787.0	4021.0
100124394	0.0	0.0
10645	6687.0	4167.0
10648	0.0	0.0
10647	8408.0	3404.0
148304	523.0	487.0
114960	0.0	1.0
10640	5280.0	3521.0
136332	106.0	58.0
10642	5.0	10.0
643847	0.0	0.0
10641	1129.0	1519.0
10644	594.0	36.0
10643	5.0	1.0
317671	147.0	120.0
643862	0.0	0.0
391642	0.0	0.0
10609	1937.0	1801.0
391647	6.0	8.0
10613	4924.0	2752.0
10612	1262.0	1756.0
10615	523.0	1551.0
10614	4900.0	3044.0
10617	4153.0	2013.0
401525	0.0	0.0
10616	4703.0	4200.0
10618	30476.0	18485.0
643854	5.0	0.0
643853	174.0	205.0
643859	0.0	0.0
10611	15654.0	3552.0
10610	3218.0	11192.0
643872	5.0	1.0
643873	590.0	166.0
643870	16.0	2.0
317684	2.0	0.0
391655	0.0	0.0
391657	0.0	0.0
391656	1.0	3.0
317687	1.0	0.0
10623	2225.0	2772.0
10626	711.0	300.0
10625	15225.0	5733.0
10628	66877.0	31770.0
10627	15589.0	13221.0
10629	807.0	555.0
342618	0.0	4.0
643865	0.0	0.0
643866	383.0	364.0
10620	415.0	456.0
10622	289.0	70.0
10621	980.0	717.0
101954275	1.0	0.0
101954276	2.0	1.0
643880	0.0	0.0
101954273	15.0	0.0
643884	0.0	0.0
101954277	1.0	1.0
101954278	9.0	2.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	96.0	10.0
83606	6873.0	5237.0
101954271	0.0	1.0
83605	2489.0	2849.0
101954272	18.0	0.0
83608	887.0	702.0
83607	4269.0	1707.0
151903	1680.0	1348.0
401507	0.0	0.0
317649	3911.0	3051.0
391627	0.0	0.0
401505	740.0	749.0
388007	0.0	0.0
317648	1137.0	676.0
100419709	37.0	8.0
100419705	0.0	0.0
643875	0.0	0.0
401509	152.0	80.0
401508	0.0	0.0
101954264	0.0	0.0
138948	60.0	20.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	1.0	0.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	5.0	0.0
317662	2512.0	1583.0
100419711	10.0	1.0
102464825	0.0	0.0
56000	7.0	8.0
391632	1.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	92.0	160.0
102464824	0.0	0.0
56005	3765.0	5267.0
10602	4605.0	1004.0
56006	2344.0	1768.0
83604	11952.0	702.0
10603	306.0	140.0
10606	8344.0	6596.0
100419717	0.0	0.0
56001	0.0	0.0
10605	4226.0	3959.0
10608	8181.0	3763.0
10607	2555.0	2400.0
10600	3975.0	3420.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	2.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	1.0	0.0
102464835	0.0	0.0
148362	4434.0	6879.0
102464832	0.0	0.0
100271849	28.0	28.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	894.0	1448.0
112398	1131.0	1861.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	7.0	3.0
100419734	0.0	0.0
391698	2.0	0.0
100419731	0.0	0.0
100271836	225.0	94.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	7.0	0.0
101954204	0.0	0.0
199953	1516.0	829.0
161357	8.0	1.0
100420734	1.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	3.0
731275	100.0	30.0
199920	405.0	69.0
222826	3.0	0.0
101929286	3.0	0.0
391670	0.0	0.0
391672	1.0	2.0
161342	40.0	30.0
148398	57.0	35.0
100419758	57.0	35.0
100419751	0.0	0.0
124359	1227.0	2906.0
101929293	15.0	0.0
100420752	0.0	1.0
100420754	0.0	0.0
10691	1815.0	1050.0
10690	474.0	1.0
101929212	37.0	1.0
101929218	0.0	0.0
388076	1.0	0.0
388077	1.0	1.0
100419764	0.0	0.0
199900	0.0	0.0
151963	1047.0	171.0
10693	311.0	176.0
10692	23.0	13.0
10695	3691.0	4470.0
10694	10092.0	11047.0
10699	235.0	458.0
101929221	1.0	1.0
100420763	0.0	0.0
101929225	3.0	1.0
101929222	1.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	4363.0	9893.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	14.0	71.0
101929238	0.0	0.0
220213	1535.0	743.0
10678	5318.0	1506.0
151987	5821.0	4095.0
10671	1693.0	1007.0
10670	6741.0	4420.0
10673	226.0	814.0
10672	6079.0	4968.0
10675	82.0	40.0
10677	525.0	237.0
100419793	1.0	0.0
100420784	1.0	0.0
100420786	1.0	0.0
101929247	1.0	0.0
100420787	9.0	1.0
101929244	0.0	1.0
220202	8.0	0.0
222865	1572.0	63.0
10682	1249.0	3131.0
10681	2233.0	1560.0
10683	28.0	0.0
10686	20.0	7.0
136371	0.0	0.0
643803	0.0	0.0
10687	717.0	256.0
100419682	0.0	0.0
100420678	21.0	57.0
222894	0.0	0.0
100419687	1.0	0.0
283807	535.0	82.0
653194	0.0	0.0
83598	2.0	2.0
83597	0.0	0.0
653199	163.0	97.0
83594	1801.0	1335.0
83593	1145.0	1927.0
83596	581.0	613.0
83595	1556.0	206.0
83590	1442.0	1557.0
653190	21.0	0.0
653192	1.0	0.0
83592	217.0	26.0
83591	566.0	376.0
1909	971.0	1530.0
100420689	3.0	5.0
1908	1285.0	10.0
161291	4628.0	3526.0
653188	0.0	0.0
653189	65.0	82.0
1907	54.0	25.0
1906	3067.0	89.0
197258	1894.0	1652.0
1903	2401.0	2105.0
197259	861.0	524.0
1902	3182.0	1125.0
1901	3214.0	1191.0
100420681	0.0	0.0
197257	689.0	412.0
449491	0.0	0.0
100420695	2.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	3879.0	511.0
1917	1425.0	1328.0
1915	636712.0	231767.0
1912	8717.0	5473.0
1911	1079.0	429.0
101929202	1.0	0.0
101929203	0.0	0.0
199899	0.0	4.0
148281	37.0	57.0
219287	1.0	3.0
161253	58.0	38.0
219285	2053.0	6021.0
283849	324.0	278.0
283848	563.0	91.0
1932	2.0	1.0
283847	11.0	5.0
256227	6.0	8.0
256223	0.0	0.0
1939	6732.0	3507.0
1938	315179.0	120232.0
1937	24.0	9.0
1936	9991.0	6019.0
1934	3.0	2.0
1933	24888.0	9498.0
161247	36.0	16.0
219293	552.0	85.0
1943	4.0	1.0
1942	5764.0	5375.0
256236	421.0	911.0
1949	1461.0	122.0
199870	1219.0	715.0
1948	6258.0	1529.0
1947	3142.0	1542.0
1946	2229.0	9471.0
1945	1397.0	1088.0
1944	657.0	241.0
161271	0.0	0.0
1954	7922.0	3009.0
1953	1594.0	1093.0
1952	17460.0	10090.0
1951	219.0	709.0
1950	7643.0	62.0
283820	1203.0	1239.0
1959	17610.0	1964.0
1958	178342.0	35377.0
1956	15358.0	745.0
1955	6788.0	6288.0
1965	5583.0	4083.0
1964	7734.0	6116.0
199857	686.0	450.0
1962	1501.0	371.0
1961	27.0	48.0
1960	22689.0	3359.0
220296	276.0	0.0
1969	6089.0	432.0
1968	18693.0	26243.0
1967	3838.0	2708.0
114904	1640.0	2538.0
114905	268.0	88.0
114907	22339.0	3372.0
114908	23373.0	9006.0
340094	1.0	0.0
643783	225.0	126.0
114900	111.0	6.0
653108	0.0	1.0
401450	0.0	0.0
114902	0.0	0.0
1975	55807.0	20347.0
1974	31704.0	15024.0
1973	759.0	194.0
283888	8.0	4.0
401447	0.0	0.0
653113	304.0	312.0
1979	19495.0	9553.0
1978	1333.0	790.0
1977	2167.0	1545.0
643790	21.0	37.0
1990	0.0	2.0
256281	893.0	577.0
1987	1.0	0.0
1986	4.0	3.0
1984	15001.0	16047.0
1983	14227.0	11415.0
1982	68514.0	64691.0
283876	147.0	68.0
1981	29429.0	23284.0
1980	26.0	8.0
283871	432.0	930.0
283870	77.0	173.0
105375616	0.0	3.0
340075	303.0	355.0
340073	0.0	0.0
653125	9.0	1.0
401431	159.0	100.0
83528	0.0	2.0
1998	3776.0	2644.0
1997	7847.0	5564.0
283869	29.0	305.0
1996	8.0	12.0
401428	83.0	51.0
83538	147.0	122.0
1995	3.0	14.0
401427	92.0	30.0
283867	6.0	60.0
1994	6116.0	5855.0
1993	55.0	30.0
1992	4142.0	5566.0
1991	46.0	0.0
283860	4.0	0.0
83530	4.0	8.0
340069	5.0	0.0
1999	24712.0	15205.0
105375606	5.0	9.0
340061	2346.0	4132.0
653115	100.0	88.0
653121	1165.0	511.0
653122	79.0	151.0
283854	0.0	0.0
653123	0.0	0.0
401491	144.0	3.0
100124412	0.0	0.0
653147	4.0	4.0
401498	4.0	15.0
653149	29.0	279.0
401497	0.0	0.0
401494	1426.0	1380.0
401492	1407.0	34.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5308.0	3990.0
83539	2400.0	12.0
83547	523.0	179.0
83546	4.0	2.0
653140	21.0	2.0
83549	1990.0	1337.0
83548	4035.0	1671.0
83543	9684.0	563.0
653145	336.0	16.0
83544	1953.0	1539.0
83541	1359.0	1177.0
83540	146.0	789.0
126917	8613.0	422.0
340037	28.0	8.0
114926	2350.0	8733.0
114928	2520.0	818.0
339044	6.0	6.0
256297	0.0	0.0
401474	1295.0	1567.0
653174	0.0	0.0
653175	1.0	5.0
340024	0.0	0.0
114915	2355.0	426.0
401466	1448.0	1114.0
653162	44.0	23.0
653163	0.0	0.0
283899	2561.0	1797.0
653166	0.0	0.0
283897	96.0	167.0
339145	1.0	3.0
391723	0.0	0.0
391722	16.0	9.0
10778	2715.0	2349.0
10777	18.0	1.0
10772	7897.0	4297.0
340120	19.0	1.0
10771	10651.0	4285.0
10773	1208.0	598.0
10776	13489.0	10096.0
10775	1471.0	1782.0
10788	6455.0	1675.0
391739	1.0	0.0
10781	2139.0	1375.0
10780	1066.0	675.0
10783	3715.0	2851.0
10782	2272.0	987.0
10785	558.0	334.0
10787	15696.0	11425.0
10786	1.0	0.0
102606463	1997.0	16.0
731308	0.0	0.0
339122	231.0	111.0
339123	2304.0	2537.0
102606462	2.0	0.0
391701	0.0	0.0
391703	1.0	0.0
151827	163.0	50.0
126826	5.0	0.0
643719	660.0	14.0
10755	4160.0	6192.0
151825	1.0	0.0
10758	4211.0	1537.0
126823	276.0	854.0
126820	92.0	21.0
10750	56.0	102.0
10752	3300.0	487.0
10751	0.0	0.0
10753	183.0	17454.0
643714	5.0	299.0
138864	0.0	0.0
391712	9.0	1.0
391714	3.0	0.0
114836	63.0	311.0
10767	3976.0	3876.0
10766	7483.0	4392.0
151835	5.0	28.0
10769	13762.0	4660.0
391718	0.0	0.0
10768	15551.0	15669.0
126811	1.0	0.0
643723	20.0	7.0
10761	2.0	109.0
10763	24303.0	3412.0
10762	4695.0	2224.0
10765	12209.0	16360.0
101929179	0.0	0.0
388112	4.0	1.0
339105	76.0	61.0
83707	1010.0	1142.0
83706	409.0	1503.0
10734	410.0	133.0
10733	349.0	386.0
83714	1098.0	214.0
10736	39.0	55.0
401648	6.0	0.0
643739	0.0	0.0
10735	13202.0	11870.0
401647	368.0	151.0
10738	3.0	1.0
401646	0.0	0.0
10737	24.0	4.0
10739	5.0	12.0
376132	0.0	0.0
10730	12595.0	13185.0
101929184	2.0	0.0
10732	1206.0	867.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	14.0	21.0
124221	23.0	16.0
124222	503.0	1088.0
114897	3180.0	947.0
114898	109.0	25.0
124220	2888.0	6010.0
114899	319.0	660.0
391777	36.0	10.0
10745	863.0	912.0
56104	123.0	115.0
83700	4472.0	1425.0
401638	1.0	0.0
10744	1.0	2.0
56105	129.0	55.0
10747	228.0	30.0
401637	3.0	0.0
56106	460.0	646.0
10746	5982.0	4469.0
56107	237.0	146.0
10749	11187.0	6902.0
56100	548.0	183.0
401634	0.0	0.0
10748	196.0	43.0
56101	718.0	978.0
56102	94.0	78.0
56103	333.0	192.0
643744	7.0	8.0
10741	2804.0	1896.0
56108	338.0	93.0
10740	73.0	44.0
643749	235.0	73.0
56109	393.0	251.0
10743	4880.0	4203.0
342732	9.0	7.0
10742	2165.0	3775.0
101929198	2.0	0.0
101929196	4.0	3.0
100420811	0.0	0.0
114884	2051.0	1266.0
317774	0.0	0.0
114885	2106.0	1648.0
401630	0.0	0.0
317772	1.0	1.0
100419821	0.0	0.0
56110	279.0	140.0
317778	0.0	0.0
83729	14.0	5.0
317775	0.0	0.0
83734	622.0	380.0
10712	2054.0	2907.0
83733	179.0	21.0
10714	1564.0	853.0
126868	16.0	3.0
317769	0.0	0.0
100419829	0.0	0.0
10713	3584.0	3395.0
317768	0.0	0.0
10716	0.0	2.0
100419827	0.0	0.0
56111	252.0	239.0
10715	59.0	29.0
56112	175.0	85.0
56113	444.0	510.0
83732	1841.0	1389.0
10718	673.0	23.0
10717	1060.0	542.0
56114	115.0	207.0
388125	582.0	24.0
401629	1.0	0.0
317781	1752.0	1120.0
388122	0.0	0.0
83719	3416.0	2282.0
56120	6.0	7.0
56121	314.0	122.0
114876	9971.0	3301.0
388121	158.0	655.0
83716	5293.0	11691.0
83715	900.0	623.0
114879	2824.0	2320.0
100420829	0.0	1.0
10723	5541.0	5714.0
56126	384.0	484.0
83723	15.0	27.0
126859	6.0	8.0
56127	419.0	566.0
10725	8455.0	2454.0
56128	121.0	56.0
56129	558.0	165.0
10724	16571.0	16102.0
114880	312.0	195.0
56122	950.0	925.0
388115	4041.0	192.0
401613	5.0	1.0
114881	1017.0	727.0
10726	5512.0	6977.0
56123	404.0	772.0
401612	267.0	196.0
114882	8970.0	2423.0
56124	210.0	187.0
10728	17261.0	20137.0
114883	7792.0	2682.0
56125	214.0	428.0
643766	1.0	0.0
10721	186.0	296.0
10720	226.0	8.0
100420830	0.0	0.0
136259	44.0	1.0
100420834	0.0	3.0
317751	133.0	6.0
124274	6.0	89.0
388152	58.0	51.0
317754	0.0	0.0
317753	0.0	1.0
317749	945.0	480.0
342705	3.0	0.0
151888	21.0	47.0
151887	23966.0	12788.0
136263	0.0	1.0
100420841	0.0	0.0
101929145	497.0	144.0
100420843	0.0	1.0
100293090	52.0	57.0
148254	721.0	429.0
317762	2479.0	727.0
317761	7.0	1.0
100419854	0.0	0.0
317760	11.0	8.0
317767	5.0	3.0
100271715	101.0	12.0
148252	1103.0	45.0
100271722	576.0	49.0
199834	0.0	0.0
388135	108.0	105.0
101929152	11.0	0.0
100420854	0.0	0.0
222950	122.0	10.0
100419867	0.0	1.0
148266	537.0	558.0
100419868	5.0	1.0
148268	826.0	613.0
100419866	5.0	2.0
100420859	0.0	0.0
124245	3332.0	3651.0
317729	3.0	0.0
136288	3.0	2.0
199800	52.0	14.0
101930150	0.0	0.0
163882	2654.0	4046.0
388165	219.0	52.0
100419873	0.0	0.0
100271700	79.0	40.0
100271703	0.0	0.0
100271702	42.0	135.0
100420875	0.0	5.0
100420877	2.0	0.0
388199	0.0	0.0
22794	12481.0	10400.0
22795	2393.0	3550.0
22796	2813.0	5996.0
22797	146.0	509.0
22798	8.0	8.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	1.0	0.0
138881	18.0	4.0
100420881	0.0	0.0
388181	2.0	0.0
100419893	0.0	0.0
222967	0.0	2.0
219333	3472.0	1347.0
136227	100.0	8.0
222962	1530.0	77.0
148213	810.0	1081.0
388182	57.0	24.0
100419895	0.0	0.0
317716	0.0	0.0
148203	443.0	343.0
317719	24.0	15.0
148206	1024.0	657.0
163859	2950.0	3198.0
101929110	4.0	1.0
101929111	1.0	0.0
219348	2008.0	133.0
219347	210.0	97.0
100420898	6.0	1.0
148223	1286.0	1332.0
10799	341.0	266.0
136242	3.0	1.0
10791	957.0	494.0
10794	279.0	102.0
10793	679.0	500.0
10795	3169.0	1959.0
10798	0.0	0.0
10797	2647.0	3140.0
101929121	0.0	0.0
101929120	0.0	0.0
101929127	8.0	1.0
317701	3.0	0.0
220323	5011.0	951.0
148231	0.0	0.0
148229	226.0	166.0
151877	26.0	3.0
151871	0.0	0.0
93035	86.0	17.0
161176	2903.0	373.0
56097	45.0	78.0
56098	25.0	53.0
56099	970.0	233.0
93034	36.0	59.0
283927	240.0	94.0
220359	15.0	37.0
653073	0.0	0.0
653075	3.0	0.0
256302	3301.0	935.0
105373144	0.0	0.0
81050	0.0	0.0
199786	39.0	10.0
256309	364.0	241.0
100420792	6.0	0.0
95681	1738.0	1329.0
283914	0.0	0.0
81047	0.0	0.0
197131	4230.0	3255.0
197135	43.0	27.0
653061	0.0	5.0
93058	515.0	314.0
161198	2361.0	1239.0
283902	0.0	3.0
220382	172.0	3.0
81078	1.0	26.0
81079	0.0	5.0
81075	1.0	0.0
81076	0.0	0.0
100114903	0.0	2.0
199777	1197.0	1153.0
81061	0.0	0.0
653082	389.0	441.0
81090	0.0	0.0
100271649	0.0	0.0
199746	421.0	258.0
100271655	11.0	0.0
81099	0.0	0.0
100271650	18.0	8.0
199745	383.0	346.0
148170	799.0	134.0
256364	3563.0	2347.0
163786	584.0	447.0
220388	156.0	34.0
100271639	0.0	0.0
163782	2029.0	739.0
100271646	28.0	17.0
283953	0.0	0.0
256355	33.0	3.0
100271644	0.0	0.0
283951	546.0	327.0
256356	4256.0	2095.0
100271643	1.0	1.0
100271640	0.0	1.0
81081	0.0	0.0
161159	7.0	5.0
148189	789.0	543.0
93099	2408.0	883.0
100271627	9.0	3.0
283948	294.0	151.0
256329	162.0	197.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	1.0	0.0
100271633	0.0	0.0
100271632	2.0	1.0
199720	60.0	13.0
93082	790.0	319.0
161145	2120.0	1110.0
100271617	0.0	0.0
100271616	1.0	3.0
161142	9.0	4.0
100271619	0.0	0.0
148198	137.0	1.0
100271618	1.0	0.0
100271624	0.0	0.0
100271623	0.0	0.0
283933	230.0	144.0
100271625	0.0	0.0
93081	343.0	181.0
100271620	2.0	4.0
283932	257.0	234.0
100271622	2.0	0.0
100271621	0.0	0.0
199731	2578.0	2811.0
100124332	0.0	0.0
643664	6.0	2.0
256394	1025.0	2181.0
83637	6413.0	6303.0
83636	2826.0	637.0
401565	5.0	6.0
401563	18.0	17.0
401562	5.0	1.0
401561	13.0	4.0
283999	0.0	0.0
283994	5.0	0.0
643668	26.0	5.0
283991	1933.0	1222.0
340198	9.0	7.0
643669	16.0	5.0
340192	2.0	1.0
643680	36.0	15.0
197196	0.0	2.0
56033	28.0	16.0
401551	2.0	0.0
83657	95.0	217.0
83656	3.0	1.0
83659	9.0	5.0
283989	1428.0	2203.0
83658	3761.0	6611.0
401548	3641.0	2018.0
56034	4463.0	2527.0
283987	5607.0	8142.0
256369	0.0	0.0
401546	2052.0	2316.0
83655	0.0	0.0
283985	3.0	1.0
283982	1.0	0.0
283981	30.0	22.0
643677	9.0	6.0
83650	5.0	2.0
197187	140.0	113.0
449520	3.0	0.0
401541	568.0	422.0
401540	0.0	0.0
83639	2.0	3.0
83638	2486.0	2209.0
256380	156.0	74.0
449518	0.0	0.0
83648	267.0	281.0
401537	9.0	5.0
83647	0.0	0.0
83641	5034.0	6279.0
401535	14.0	1.0
83643	6495.0	629.0
401533	0.0	1.0
643689	7.0	5.0
283971	4.0	2.0
83640	726.0	787.0
283970	9.0	12.0
114826	1830.0	786.0
114827	243.0	269.0
378706	1.0	1.0
378707	0.0	0.0
378708	157.0	169.0
339184	3.0	1.0
339186	1.0	0.0
56052	1194.0	1920.0
114821	594.0	5.0
114822	1050.0	1796.0
114823	11836.0	3902.0
114824	3.0	5.0
114825	1675.0	944.0
643699	140.0	17.0
340168	0.0	0.0
114815	135.0	675.0
114817	0.0	0.0
114818	2428.0	95.0
114819	438.0	204.0
339175	1259.0	1170.0
56063	603.0	376.0
653017	0.0	0.0
56061	6063.0	5688.0
56062	161.0	46.0
114814	130.0	84.0
83667	1801.0	1430.0
83666	3526.0	10912.0
83660	8080.0	1844.0
340156	257.0	39.0
83661	10.0	1451.0
114804	1099.0	207.0
114805	96.0	15.0
340152	46.0	45.0
339168	0.0	0.0
114800	279.0	44.0
114801	399.0	630.0
93010	266.0	125.0
114803	4343.0	1584.0
83697	9.0	0.0
81034	2002.0	1246.0
81035	3236.0	612.0
83696	2600.0	4151.0
83699	5915.0	1965.0
81037	6294.0	7299.0
83698	79.0	3.0
401588	336.0	146.0
83693	2561.0	3065.0
81030	43.0	174.0
83692	4538.0	5526.0
81031	3357.0	6568.0
83695	1535.0	2719.0
81033	3.0	1.0
83694	578.0	106.0
340146	4.0	0.0
83690	9388.0	396.0
81027	30.0	2.0
81029	779.0	154.0
653042	0.0	0.0
653045	2.0	1.0
81025	1.0	4.0
401577	252.0	312.0
22877	8065.0	3395.0
22878	4545.0	3476.0
22879	4083.0	4643.0
22870	4405.0	6564.0
22871	433.0	9.0
22872	15914.0	20547.0
22873	1451.0	431.0
22874	7980.0	5081.0
22875	1859.0	3025.0
22876	2842.0	1579.0
10899	5708.0	11560.0
10898	1462.0	1069.0
10891	449.0	54.0
136540	0.0	0.0
10890	11318.0	7540.0
10893	332.0	69.0
10892	2915.0	1729.0
136541	0.0	0.0
10895	2.0	0.0
342426	0.0	0.0
10894	2009.0	62.0
10897	2396.0	2468.0
10896	32.0	24.0
22888	1446.0	577.0
22889	3341.0	2273.0
22880	4196.0	3259.0
124540	7350.0	12777.0
22881	1145.0	392.0
22882	4664.0	2688.0
22883	25872.0	18998.0
22884	2237.0	892.0
22885	4574.0	990.0
22887	6578.0	5190.0
342419	0.0	3.0
124538	0.0	0.0
124535	6.0	0.0
148523	292.0	183.0
283598	0.0	0.0
283596	242.0	68.0
283592	4.0	2.0
22856	9508.0	3217.0
161514	1.0	0.0
731424	5.0	1.0
22858	4505.0	3834.0
22859	6160.0	1961.0
22850	3162.0	1771.0
22852	1542.0	3014.0
22853	3541.0	2568.0
22854	18.0	1.0
10877	0.0	0.0
10876	1.0	0.0
100419909	0.0	0.0
10879	17.0	0.0
10878	13.0	3.0
148534	901.0	1496.0
104169670	11.0	3.0
104169671	1.0	0.0
100419903	5.0	5.0
283587	7.0	14.0
10871	56.0	195.0
10870	65.0	150.0
10873	1462.0	830.0
10875	2899.0	2145.0
10874	45.0	12.0
22866	87.0	25.0
22868	2843.0	1777.0
22869	1649.0	1098.0
100309464	1.0	0.0
161502	6.0	9.0
100420901	0.0	0.0
22861	1809.0	787.0
22862	8559.0	3535.0
22863	2985.0	1882.0
22864	3830.0	3029.0
22865	1.0	0.0
10888	69.0	4.0
56203	8.0	5.0
643609	1.0	0.0
56204	6883.0	8610.0
10887	78.0	1.0
124512	1158.0	1209.0
148545	18.0	347.0
283579	4.0	0.0
283578	3122.0	4537.0
10880	2.0	0.0
283576	1.0	4.0
10882	59.0	23.0
10881	0.0	0.0
10884	4377.0	12919.0
283571	59.0	16.0
10886	19.0	13.0
10885	4656.0	2489.0
22834	6190.0	4818.0
22835	961.0	898.0
22836	6443.0	6220.0
22837	4839.0	5595.0
101929059	23.0	3.0
22838	4342.0	3646.0
22839	7116.0	6424.0
100420910	11.0	2.0
100420916	1.0	0.0
22832	1170.0	605.0
124590	27.0	1.0
10855	164.0	410.0
10857	10277.0	7641.0
10856	3940.0	4485.0
10859	176.0	659.0
10858	227.0	40.0
100126793	27.0	14.0
10850	0.0	0.0
643617	3.0	5.0
643615	6.0	14.0
100126791	313.0	37.0
22844	185.0	31.0
22845	930.0	1895.0
22846	1724.0	1611.0
22847	3761.0	1294.0
22848	3654.0	2768.0
22849	1821.0	556.0
112597	319.0	523.0
100420920	0.0	2.0
100420921	2.0	0.0
100420924	0.0	0.0
124583	7928.0	13474.0
100420926	0.0	1.0
22841	2404.0	811.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	52.0	109.0
10866	1543.0	2766.0
100420919	0.0	0.0
10865	8894.0	1451.0
10868	2724.0	1898.0
10867	5587.0	3900.0
10869	6864.0	4642.0
10861	304.0	208.0
101929074	189.0	11.0
10864	1.0	0.0
101929071	1.0	0.0
10863	510.0	626.0
22813	1.0	3.0
22814	2.0	2.0
643641	2230.0	935.0
22815	2.0	2.0
22816	0.0	0.0
22818	10712.0	14716.0
10829	3.0	0.0
100419945	0.0	0.0
83849	92.0	8.0
83855	1526.0	950.0
10833	1.0	0.0
83854	23.0	29.0
83857	7282.0	421.0
10835	1.0	1.0
83856	488.0	511.0
10834	0.0	0.0
83851	72.0	1.0
10837	0.0	0.0
100419948	0.0	0.0
83850	352.0	24.0
10836	0.0	0.0
100419949	0.0	0.0
83853	40.0	37.0
10838	2170.0	3126.0
83852	2379.0	647.0
124565	8957.0	7621.0
100419947	2.0	0.0
22808	9434.0	1033.0
22809	2216.0	3205.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	104.0	11.0
22822	11676.0	1657.0
22823	2315.0	1087.0
22824	1681.0	98.0
101929086	0.0	0.0
22826	5183.0	4629.0
22827	7996.0	6183.0
643653	0.0	0.0
22828	6292.0	4018.0
22829	0.0	0.0
112574	5209.0	1857.0
100419955	0.0	1.0
56241	5750.0	2588.0
100420946	0.0	0.0
56242	1331.0	1197.0
22820	13243.0	21514.0
22821	2880.0	1428.0
100419950	0.0	0.0
10844	5645.0	5292.0
83844	5.0	1.0
10846	503.0	398.0
10845	4997.0	2824.0
10848	4564.0	1177.0
56243	20629.0	6737.0
10847	16184.0	11097.0
56244	18.0	1.0
56245	24.0	8.0
10849	380.0	261.0
56246	236.0	2.0
643646	121.0	30.0
10840	1099.0	32.0
10842	7.0	0.0
101929093	0.0	0.0
10841	30.0	4.0
643648	0.0	0.0
101929010	0.0	5.0
100420950	1.0	0.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	2.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	1.0	0.0
100419968	0.0	2.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	1.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	1.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	0.0	0.0
100419979	1.0	1.0
100420972	1.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
