id	91710332-c9b9-4ebc-9834-45866dd3873b	cbe2a33b-fbcb-4532-bf7e-e3be0e51f0a5
91452	3259.0	2019.0
338376	3.0	153.0
145447	10.0	13.0
100313532	1.0	2.0
91442	69.0	163.0
375387	105.0	240.0
91445	3374.0	3895.0
107080554	0.0	0.0
133482	1.0	0.0
100506874	12.0	33.0
100506872	1.0	0.0
169436	104.0	66.0
170425	0.0	0.0
133491	3.0	0.0
91464	0.0	0.0
100506866	222.0	494.0
400892	2.0	7.0
400891	0.0	0.0
91461	217.0	186.0
145483	807.0	749.0
145482	953.0	739.0
338339	2.0	3.0
100506810	215.0	118.0
338328	88.0	69.0
100506815	1.0	1.0
326337	0.0	1.0
326339	0.0	0.0
338321	0.0	1.0
338322	0.0	0.0
338323	8.0	6.0
338324	0.0	0.0
341965	3.0	1.0
326341	0.0	14.0
326340	0.0	9.0
326343	103.0	2.0
326342	0.0	22.0
54407	5084.0	6585.0
8710	2.0	0.0
100506834	20.0	13.0
8711	781.0	1004.0
54413	59.0	58.0
8703	2405.0	2146.0
101410540	0.0	0.0
8704	1943.0	1892.0
101410541	0.0	3.0
8701	848.0	790.0
101410542	0.0	0.0
54414	8098.0	5492.0
8702	1600.0	1444.0
100506835	18.0	7.0
101410543	4.0	1.0
8707	386.0	5.0
101410544	0.0	8.0
8708	22.0	20.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	621.0	765.0
8706	3178.0	2487.0
326315	1.0	3.0
326317	0.0	0.0
8721	11015.0	11711.0
8722	3800.0	1967.0
8720	16550.0	14872.0
101410537	1.0	1.0
101410538	1974.0	2568.0
341947	0.0	0.0
8714	251.0	5810.0
8715	207.0	15.0
100506826	18.0	20.0
8712	0.0	0.0
8718	46.0	290.0
101410533	76.0	23.0
101410534	1.0	0.0
326325	1.0	2.0
101410535	48.0	60.0
8717	1147.0	1073.0
54429	15.0	53.0
101410536	0.0	1.0
326307	2719.0	6203.0
8732	1087.0	1231.0
8733	9168.0	8950.0
8731	3497.0	3789.0
54431	7702.0	6976.0
400836	3.0	2.0
170487	157.0	106.0
54435	155.0	24.0
54434	3030.0	3942.0
400831	10.0	27.0
54433	804.0	768.0
400830	0.0	0.0
54432	3883.0	1492.0
54439	1492.0	1756.0
8725	5321.0	4266.0
8726	687.0	738.0
54438	931.0	853.0
54437	282.0	329.0
8723	4015.0	2079.0
326310	94.0	155.0
8724	6120.0	6598.0
54436	972.0	821.0
8729	7614.0	8214.0
100337589	0.0	0.0
170485	1.0	2.0
8727	5173.0	13066.0
8728	334.0	329.0
170482	0.0	1.0
8740	10.0	24.0
8743	617.0	307.0
8744	2.0	1175.0
8741	1123.0	1410.0
8742	1096.0	1292.0
102724868	0.0	1.0
102724866	2.0	1.0
54442	1403.0	1375.0
54441	32.0	42.0
54440	118.0	209.0
400823	5.0	31.0
102724862	0.0	4.0
54443	73.0	163.0
8736	370.0	312.0
8737	3230.0	2099.0
8735	0.0	0.0
326300	6.0	3.0
8738	469.0	385.0
8739	37.0	652.0
8751	4641.0	6949.0
8754	8579.0	6206.0
8755	0.0	0.0
102724853	0.0	0.0
54453	2959.0	5027.0
255512	159.0	83.0
54457	0.0	32.0
54456	8.0	7.0
554049	41.0	40.0
54455	1896.0	2389.0
54454	778.0	1402.0
8747	8.0	9.0
8748	8.0	5.0
8745	24.0	10.0
54458	2897.0	3166.0
400818	734.0	900.0
8749	0.0	0.0
8761	4843.0	10647.0
6100	276.0	480.0
8760	6909.0	4613.0
6102	931.0	1055.0
8766	9128.0	12077.0
6101	0.0	2.0
8763	30563.0	27044.0
6103	757.0	585.0
8764	1680.0	1970.0
54460	2442.0	3036.0
54464	2864.0	2635.0
54463	739.0	2447.0
54462	3767.0	3812.0
54461	5714.0	6190.0
54468	1134.0	1152.0
54467	3817.0	3613.0
54466	7.0	10.0
54465	671.0	874.0
255520	2212.0	1823.0
8759	0.0	0.0
8756	0.0	0.0
54469	4189.0	5639.0
8772	288.0	575.0
8773	2530.0	2567.0
8771	0.0	0.0
8776	1578.0	1868.0
8777	2267.0	3050.0
8774	2442.0	1596.0
8775	4635.0	3562.0
101928566	0.0	0.0
8767	478.0	806.0
6120	1737.0	2113.0
101928571	3.0	4.0
8784	6.0	73.0
6122	105826.0	217279.0
8781	202.0	285.0
6121	0.0	2.0
8787	52.0	565.0
6124	61357.0	131301.0
6123	3.0	3.0
8788	0.0	0.0
8785	7.0	27.0
6126	15.0	21.0
8786	20.0	101.0
6125	40260.0	88068.0
101928578	225.0	148.0
8780	3315.0	4984.0
6117	6163.0	6684.0
8778	1.0	2.0
6119	885.0	681.0
6118	3492.0	3113.0
8794	47.0	1848.0
8795	1284.0	6783.0
6130	37705.0	94198.0
8792	96.0	107.0
6133	14364.0	31469.0
6132	37563.0	76873.0
8793	433.0	476.0
8798	931.0	1154.0
6135	25132.0	45625.0
8799	2298.0	2362.0
6134	37231.0	65945.0
8796	133.0	3286.0
6137	26464.0	66408.0
8797	367.0	1114.0
6136	21613.0	64182.0
100421307	0.0	0.0
101735302	243.0	706.0
8790	1245.0	753.0
100134444	0.0	0.0
6128	24612.0	45229.0
8789	0.0	0.0
6129	24521.0	38755.0
6142	12971.0	16171.0
6141	20687.0	43306.0
100421311	5.0	3.0
6144	6684.0	11084.0
6143	31499.0	59749.0
100421313	0.0	7.0
6146	15186.0	20741.0
6145	2.0	0.0
6148	0.0	0.0
6147	15023.0	26372.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	0.0	3.0
6139	1443.0	2469.0
6138	40774.0	75585.0
6152	17751.0	45193.0
6155	14594.0	28234.0
6154	10156.0	22882.0
100421324	0.0	1.0
6157	26373.0	46740.0
6156	19652.0	33798.0
6159	13755.0	30384.0
6158	17300.0	43098.0
100421328	4.0	1.0
6150	1145.0	1423.0
101928527	464.0	400.0
6164	15768.0	33797.0
6163	3.0	0.0
6166	6777.0	9523.0
6165	14359.0	27421.0
6168	21251.0	41023.0
6167	19547.0	34673.0
100421338	3.0	2.0
6169	8419.0	15712.0
101928536	0.0	0.0
6160	19826.0	48766.0
101928537	0.0	1.0
6161	19673.0	45557.0
100421331	0.0	0.0
6175	35666.0	93175.0
6174	78.0	105.0
6176	28092.0	57023.0
101928545	301.0	101.0
6171	8860.0	12547.0
6170	2354.0	5526.0
6173	1132.0	3047.0
6172	61.0	74.0
100421340	0.0	0.0
100421341	5.0	1.0
100421354	0.0	0.0
6185	34995.0	21269.0
101928550	0.0	8.0
6188	34544.0	66415.0
6187	16389.0	53755.0
100421357	0.0	2.0
6189	12000.0	27805.0
101928555	7.0	7.0
6182	522.0	639.0
6181	16398.0	34460.0
6184	29166.0	16858.0
101928559	0.0	0.0
6183	771.0	894.0
100421350	8.0	10.0
100421351	12.0	19.0
100421353	0.0	3.0
6197	4265.0	7587.0
6196	10554.0	14008.0
6199	1421.0	1940.0
6198	1780.0	1868.0
6191	70094.0	177355.0
6193	15724.0	30487.0
6192	3.0	1.0
91373	600.0	274.0
6195	3297.0	4364.0
6194	50973.0	146432.0
390916	431.0	671.0
145407	471.0	595.0
100421363	0.0	0.0
100421376	0.0	0.0
100421379	7.0	0.0
91369	3267.0	2610.0
91368	1420.0	1193.0
652489	2.0	3.0
390924	60.0	35.0
389901	21.0	12.0
390928	0.0	3.0
390927	738.0	1176.0
100421371	6.0	0.0
100421374	26.0	79.0
389903	1.0	0.0
100421389	1.0	2.0
91392	507.0	849.0
389935	2.0	0.0
389932	40.0	0.0
100421384	6.0	14.0
100421398	4.0	2.0
100421399	0.0	0.0
101928513	17.0	3.0
91380	0.0	0.0
390904	0.0	1.0
145438	22.0	56.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	8.0	4.0
100421397	1.0	1.0
375316	10.0	16.0
375318	0.0	0.0
390963	69.0	79.0
375307	209.0	183.0
389941	48.0	13.0
389948	0.0	0.0
375337	1.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	118.0	150.0
387317	0.0	0.0
121457	1022.0	2295.0
389976	6.0	1.0
375341	332.0	602.0
387319	0.0	0.0
375323	1.0	3.0
389970	6.0	0.0
390940	231.0	562.0
133418	2896.0	6558.0
390948	0.0	0.0
121441	1031.0	1350.0
390949	2.0	0.0
652411	1.0	1.0
145370	8.0	4.0
102724954	0.0	0.0
54596	14.0	9.0
375484	408.0	660.0
91526	371.0	399.0
133396	0.0	5.0
196951	338.0	382.0
91523	61.0	744.0
91522	7680.0	637.0
121391	0.0	1.0
145376	24.0	9.0
400986	41.0	97.0
400984	26.0	23.0
196968	58.0	36.0
157378	2081.0	1941.0
723961	1.0	0.0
145389	336.0	419.0
157381	7.0	9.0
91543	309.0	212.0
91544	2191.0	1974.0
102724923	0.0	1.0
652423	0.0	1.0
169355	25.0	6.0
400966	1.0	34.0
121364	0.0	0.0
400961	1391.0	427.0
157376	4.0	1.0
91574	934.0	1420.0
157313	22.0	30.0
157317	3.0	0.0
147991	3153.0	3396.0
399495	1.0	0.0
159963	4.0	4.0
100506965	2931.0	2246.0
100506963	59.0	62.0
387495	0.0	0.0
387496	119.0	128.0
387494	0.0	3.0
387491	0.0	0.0
387492	36.0	59.0
387486	0.0	0.0
157310	1196.0	923.0
100506994	59.0	58.0
338470	0.0	1.0
170302	1.0	75.0
204010	16.0	214.0
399473	99.0	761.0
399474	27.0	32.0
91584	3558.0	2468.0
159989	30.0	11.0
91582	3010.0	2651.0
107126360	0.0	1.0
133383	318.0	496.0
100506930	1769.0	2786.0
100820741	0.0	0.0
338448	0.0	0.0
8808	247.0	217.0
8809	295.0	86.0
54512	870.0	753.0
54511	7.0	5.0
54510	174.0	3121.0
54516	483.0	349.0
8802	5205.0	3513.0
8803	2735.0	2177.0
54514	1.0	1.0
8800	992.0	653.0
8801	3670.0	2596.0
8807	6.0	7.0
400916	2665.0	1775.0
54518	104.0	208.0
8804	9010.0	5558.0
100506939	5.0	2.0
54517	1189.0	429.0
8805	1506.0	3800.0
8820	23.0	13.0
8821	496.0	761.0
338440	204.0	338.0
338442	3.0	74.0
8819	535.0	330.0
100820732	0.0	0.0
255620	2.0	16.0
54522	358.0	561.0
54521	1137.0	1209.0
54520	2887.0	2451.0
100820735	0.0	0.0
8813	1479.0	1372.0
170393	7.0	23.0
8814	165.0	71.0
170392	3.0	154.0
100506925	0.0	0.0
8811	6.0	26.0
8812	610.0	530.0
8817	18.0	13.0
8818	3057.0	3828.0
54529	1658.0	1765.0
255626	0.0	0.0
8815	5367.0	7526.0
8816	4366.0	4628.0
170394	1649.0	2007.0
8831	1022.0	2108.0
8832	177.0	228.0
100506953	1.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1374.0	1246.0
54532	974.0	951.0
54531	1174.0	1703.0
54538	3113.0	1557.0
8824	6135.0	6456.0
8825	378.0	1474.0
54537	1696.0	1538.0
54536	3746.0	2976.0
8822	37.0	63.0
8823	0.0	1.0
54535	1299.0	1360.0
8828	1770.0	5185.0
8829	6676.0	6761.0
8826	19584.0	37269.0
54539	4996.0	4264.0
8842	356.0	3.0
8843	6.0	18.0
8840	16.0	14.0
8841	2948.0	2778.0
100158257	0.0	0.0
54541	1786.0	2975.0
54540	935.0	1965.0
54545	5258.0	2094.0
54544	0.0	0.0
54543	5099.0	4611.0
54542	4093.0	3489.0
54549	1302.0	137.0
8835	1400.0	661.0
8836	118.0	102.0
8833	3574.0	4203.0
8834	1110.0	1234.0
54546	2.0	2.0
8839	40.0	8.0
8837	10930.0	9957.0
8838	26.0	17.0
101928483	22.0	84.0
8850	2685.0	2271.0
101928484	0.0	0.0
8853	3250.0	3174.0
8854	34.0	19.0
8851	38.0	290.0
8852	0.0	0.0
400960	673.0	733.0
338412	2.0	0.0
338413	2.0	0.0
54552	1021.0	725.0
400957	2.0	3.0
54551	390.0	19.0
54550	4.0	2.0
196996	512.0	496.0
400955	5.0	48.0
400954	1069.0	429.0
54556	888.0	693.0
54555	1815.0	2244.0
400952	1.0	0.0
54554	862.0	792.0
400950	0.0	5.0
8846	584.0	912.0
100820709	5.0	14.0
8847	88.0	249.0
54558	1421.0	1697.0
8844	4491.0	1755.0
54557	410.0	427.0
8848	8189.0	72644.0
196993	25.0	41.0
8861	3650.0	7470.0
101928492	730.0	455.0
8864	4134.0	1283.0
6201	10542.0	23226.0
6203	23602.0	55293.0
8862	54.0	327.0
101928496	0.0	0.0
8863	1965.0	1957.0
6202	22721.0	65984.0
723972	4.0	5.0
400946	7.0	73.0
400945	25.0	36.0
54567	348.0	880.0
54566	9343.0	3622.0
400941	1.0	3.0
8857	159690.0	16292.0
8858	13.0	12.0
54569	0.0	0.0
8856	16.0	43.0
54568	0.0	0.0
8859	612.0	725.0
8871	1917.0	1547.0
8872	2063.0	3011.0
6210	10407.0	24033.0
8870	651.0	2569.0
100421500	0.0	0.0
8875	25.0	17.0
8876	34.0	12.0
8874	2469.0	2825.0
100421506	1.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	0.0	0.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	0.0	0.0
54578	0.0	0.0
255631	14.0	23.0
400931	18.0	21.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	33698.0	75970.0
100506915	1.0	5.0
8869	6892.0	18663.0
6204	3845.0	7213.0
6207	13509.0	23395.0
6206	23609.0	41502.0
8867	1277.0	1674.0
54579	0.0	0.0
6209	7865.0	15189.0
6208	24013.0	46024.0
170384	1083.0	1191.0
100506916	0.0	0.0
8882	2410.0	2148.0
8883	1705.0	2694.0
8880	5982.0	7032.0
8881	3552.0	4248.0
8886	5442.0	4193.0
6223	13190.0	50420.0
100421512	1.0	0.0
8887	9403.0	11395.0
6222	36486.0	81540.0
8884	1202.0	1024.0
6224	18302.0	43171.0
100421515	21.0	5.0
54581	291.0	300.0
54580	0.0	0.0
54585	3211.0	2714.0
54584	227.0	395.0
54583	3176.0	3282.0
54587	2704.0	19122.0
54586	0.0	4.0
8879	6476.0	5803.0
170371	160.0	166.0
170370	0.0	1.0
8877	178.0	449.0
6218	17371.0	34506.0
6217	19368.0	34239.0
8878	19155.0	18062.0
6219	2.0	1.0
100506907	0.0	0.0
100506906	176.0	183.0
255649	0.0	0.0
6230	14953.0	26590.0
8893	2166.0	2852.0
8894	2500.0	3195.0
101928440	0.0	0.0
8891	1026.0	1030.0
6232	18828.0	33076.0
8892	5423.0	2448.0
6231	6116.0	10234.0
8897	882.0	997.0
6234	7876.0	13217.0
8898	1401.0	1742.0
6233	17740.0	24375.0
8895	9089.0	5247.0
6236	214.0	1263.0
8896	1874.0	2551.0
6235	6641.0	12121.0
101928442	0.0	7.0
101928448	8.0	27.0
8890	1533.0	1939.0
280659	0.0	22.0
280657	0.0	36.0
280658	0.0	9.0
280655	0.0	2.0
253039	1175.0	1350.0
6227	7773.0	15511.0
6226	0.0	5.0
6229	28304.0	84667.0
8888	5009.0	4430.0
6228	19803.0	37061.0
6241	89.0	255.0
6240	2159.0	3264.0
100421411	0.0	0.0
6242	1467.0	3678.0
100421413	9.0	17.0
101928455	0.0	0.0
6244	0.0	0.0
6247	26.0	20.0
100421415	8.0	15.0
6246	0.0	0.0
280644	0.0	2.0
253044	0.0	2.0
6238	100109.0	42157.0
6237	1911.0	2454.0
8899	5153.0	4807.0
6239	12451.0	3151.0
6252	1025.0	110.0
100421420	5.0	6.0
6251	3869.0	4527.0
100421422	0.0	0.0
6253	151.0	422.0
6256	8774.0	5899.0
100421424	1.0	0.0
6258	316.0	2815.0
6257	4404.0	3922.0
100421428	0.0	0.0
101928469	0.0	1.0
100421429	2.0	1.0
280637	0.0	0.0
280636	2941.0	3833.0
253018	29.0	39.0
253017	0.0	0.0
253012	3.0	0.0
6249	10561.0	8800.0
6248	0.0	0.0
6263	133.0	34.0
100421431	2.0	2.0
6262	3708.0	852.0
100421432	2.0	0.0
101928470	0.0	0.0
100421433	2.0	1.0
100421436	21.0	6.0
100421439	2.0	1.0
6261	124.0	5746.0
6260	1.0	3.0
6259	4508.0	6161.0
100421430	0.0	0.0
6274	8.0	64.0
6273	394.0	3392.0
6276	155.0	709.0
6275	1039.0	9269.0
6278	0.0	0.0
6277	22243.0	91510.0
6279	118.0	24.0
6272	15581.0	10335.0
6271	5443.0	10607.0
6285	20.0	41.0
6284	6218.0	10583.0
100421455	0.0	0.0
6286	4.0	3.0
6289	0.0	0.0
6288	2.0	1.0
6281	1035.0	8739.0
6280	232.0	63.0
6283	4.0	4.0
6282	3393.0	10701.0
123920	605.0	3648.0
100421451	1.0	0.0
6296	102.0	272.0
6295	2.0	1.0
6297	3539.0	3558.0
6299	6420.0	2783.0
101928420	0.0	0.0
6290	0.0	0.0
6291	0.0	0.0
6294	4905.0	6782.0
6293	3505.0	3599.0
100421478	0.0	0.0
100421479	1.0	1.0
280664	1.0	0.0
54505	3814.0	2299.0
280660	0.0	1.0
54504	8776.0	7236.0
280661	32.0	75.0
54503	796.0	913.0
54502	16763.0	12204.0
54509	135.0	559.0
123904	0.0	1.0
54508	121.0	250.0
100421473	0.0	0.0
54507	268.0	261.0
100421487	0.0	0.0
133308	86.0	215.0
147945	1.0	1.0
123970	3.0	1.0
100421480	2.0	3.0
147947	1234.0	1504.0
147948	479.0	367.0
147949	423.0	408.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	1.0
100421499	2.0	1.0
101060006	0.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	1.0
351449	0.0	0.0
107126294	10.0	4.0
147965	901.0	1274.0
147968	42.0	378.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	1.0	12.0
121360	0.0	0.0
101060032	10.0	7.0
135924	0.0	0.0
135927	3.0	1.0
121355	3.0	6.0
147906	90.0	112.0
135932	416.0	78.0
101060045	2.0	2.0
135935	0.0	0.0
101060040	0.0	0.0
147912	1220.0	1456.0
135942	0.0	1.0
135941	2.0	0.0
121340	17.0	1.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	7.0	11.0
147923	633.0	758.0
147920	0.0	218.0
147929	238.0	256.0
104326192	0.0	0.0
104326193	0.0	0.0
375444	61.0	85.0
104326189	0.0	12.0
101060020	0.0	0.0
375449	2894.0	5385.0
104326188	0.0	0.0
121328	6.0	1.0
91653	2575.0	6862.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	1013.0	6453.0
27085	95.0	129.0
27086	4722.0	11837.0
389756	1.0	0.0
147429	55.0	32.0
27089	2848.0	3024.0
91646	623.0	33.0
91647	872.0	961.0
642968	0.0	0.0
135458	12.0	6.0
390766	0.0	0.0
27098	453.0	294.0
27099	1.0	2.0
27097	1860.0	1316.0
389741	136.0	164.0
27090	768.0	1411.0
27091	0.0	10.0
27094	46.0	109.0
27095	3640.0	4017.0
27092	6.0	2123.0
642976	1.0	1.0
400629	1.0	7.0
27093	1.0	0.0
160428	249.0	83.0
375133	499.0	240.0
387122	1.0	1.0
390730	6.0	8.0
390732	0.0	0.0
390735	0.0	0.0
387119	304.0	282.0
27063	0.0	1.0
387117	0.0	0.0
27069	9427.0	6460.0
400612	8.0	91.0
27067	1881.0	2152.0
27068	2775.0	2288.0
221908	406.0	857.0
341799	0.0	0.0
400619	16.0	79.0
642987	451.0	132.0
400618	147.0	15.0
400617	48.0	474.0
64065	4709.0	14025.0
91662	11.0	3.0
91663	19368.0	6672.0
64064	160.0	11.0
64067	602.0	1419.0
64066	0.0	0.0
91661	586.0	443.0
91664	534.0	438.0
147463	31.0	21.0
387111	4.0	4.0
27076	72.0	133.0
390748	0.0	0.0
27077	1734.0	1775.0
400604	117.0	118.0
27074	104.0	422.0
27075	2433.0	7250.0
389766	3.0	5.0
387103	26.0	65.0
387104	5.0	18.0
27079	506.0	554.0
389763	0.0	0.0
341784	0.0	0.0
642996	1.0	1.0
27072	3989.0	3772.0
160419	2.0	1.0
64061	3384.0	3130.0
400609	0.0	0.0
160418	1656.0	1675.0
64063	231.0	639.0
27071	13.0	24.0
64062	3174.0	4044.0
91695	228.0	439.0
100313772	1.0	0.0
100313773	0.0	0.0
64078	28.0	5.0
100313770	0.0	0.0
64077	3954.0	3813.0
91694	2519.0	1554.0
100313771	0.0	0.0
390790	1.0	0.0
221927	2819.0	4075.0
390792	0.0	0.0
400680	9.0	70.0
27043	3989.0	5666.0
27044	13426.0	15736.0
27042	1259.0	1562.0
389799	89.0	6.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	125.0	57.0
100313777	0.0	0.0
27040	6.0	12.0
100313774	0.0	0.0
64073	33.0	1648.0
64087	10560.0	5090.0
221914	2.0	311.0
64089	517.0	918.0
100313781	0.0	0.0
91683	3.0	3402.0
91689	3067.0	3321.0
100313780	0.0	0.0
245908	0.0	0.0
91687	168.0	179.0
245909	0.0	0.0
400673	399.0	594.0
389792	131.0	1518.0
389791	5.0	9.0
387129	0.0	8.0
400668	0.0	8.0
389787	30.0	28.0
64081	307.0	442.0
64080	783.0	546.0
64083	5715.0	5134.0
64084	339.0	55.0
64098	97.0	216.0
64097	1187.0	1680.0
400660	68.0	114.0
8909	32.0	13.0
27022	3.0	1.0
8907	2359.0	2615.0
341757	1.0	1.0
400658	20.0	62.0
8908	955.0	281.0
147407	1.0	4.0
27020	8653.0	7452.0
400657	575.0	357.0
27023	0.0	0.0
400654	0.0	0.0
64090	3.0	35.0
64092	18.0	32.0
64091	226.0	247.0
8900	8.0	170.0
64094	5304.0	694.0
8905	572.0	869.0
147409	0.0	0.0
64093	1591.0	468.0
8906	885.0	2216.0
64096	6.0	9.0
8904	5157.0	8650.0
221935	113.0	541.0
221937	6057.0	6447.0
221938	0.0	0.0
400652	18.0	15.0
400650	5.0	1.0
27039	10.0	12.0
27032	6510.0	7459.0
27033	36.0	36.0
27030	1769.0	1745.0
27031	576.0	888.0
27036	9.0	30.0
400645	0.0	0.0
27037	1199.0	2024.0
400644	0.0	13.0
27034	3863.0	1809.0
400643	15.0	0.0
27035	17.0	84.0
8912	749.0	274.0
100313769	2.0	2.0
8913	36.0	130.0
8910	1463.0	1948.0
8911	2009.0	1041.0
8916	2682.0	1530.0
8914	1031.0	1424.0
8915	1009.0	1311.0
245935	0.0	0.0
245936	0.0	0.0
245937	0.0	9.0
245938	0.0	0.0
8930	1560.0	2624.0
245939	0.0	0.0
221960	235.0	304.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	7378.0	5764.0
8927	165.0	287.0
8928	1.0	3.0
8925	8885.0	6492.0
8926	67.0	58.0
221955	1250.0	1385.0
8941	0.0	0.0
8942	87.0	34.0
375189	32.0	54.0
8940	18.0	28.0
245940	0.0	0.0
206338	6.0	3.0
375190	449.0	486.0
196446	3.0	11.0
8934	3352.0	1488.0
8935	1075.0	667.0
196441	1552.0	2544.0
8932	9549.0	3740.0
8933	3978.0	5161.0
8938	80.0	898.0
8939	6641.0	5170.0
8936	156.0	4638.0
326105	4.0	1.0
245913	0.0	2.0
245915	0.0	39.0
221981	1137.0	157.0
245910	0.0	0.0
206358	362.0	726.0
245911	0.0	0.0
245912	1.0	0.0
196415	0.0	3.0
642909	4.0	1.0
642907	0.0	0.0
8945	2284.0	2417.0
54659	0.0	0.0
54658	1.0	0.0
8943	12482.0	11295.0
54657	0.0	0.0
8944	0.0	0.0
196410	297.0	5863.0
245927	0.0	0.0
245928	0.0	0.0
6300	90.0	68.0
245929	0.0	0.0
6302	4079.0	3940.0
6301	8437.0	9551.0
160492	25.0	1.0
54662	4902.0	4516.0
54661	3.0	8.0
54660	11.0	37.0
54665	2043.0	2274.0
54664	5830.0	4612.0
54663	1564.0	1573.0
8970	33.0	75.0
8971	4702.0	6888.0
101928363	11.0	1.0
8974	3077.0	4652.0
6311	1854.0	2768.0
8975	3748.0	2410.0
6310	3350.0	2732.0
91612	3567.0	3827.0
100421601	0.0	0.0
8972	21.0	6.0
8973	4.0	4.0
245972	76.0	0.0
245973	147.0	95.0
54677	7820.0	6963.0
54676	1666.0	3217.0
54675	1958.0	2098.0
147468	0.0	0.0
54674	582.0	611.0
6304	4281.0	5285.0
6303	31339.0	31011.0
8968	3.0	0.0
6305	25305.0	8534.0
91603	885.0	972.0
91608	11.0	20.0
6307	1745.0	2922.0
642924	6.0	2.0
8969	56.0	122.0
6309	1530.0	1850.0
91607	3305.0	1944.0
6320	386.0	361.0
6322	244.0	230.0
8985	3162.0	3692.0
8986	1237.0	1626.0
64002	0.0	0.0
101928378	82.0	232.0
6324	157.0	1072.0
64005	94.0	2939.0
6323	2.0	0.0
101928376	10.0	6.0
54680	1439.0	1795.0
642938	8.0	29.0
54682	1599.0	2098.0
54681	3339.0	4917.0
196403	2467.0	3233.0
6315	0.0	0.0
6314	3317.0	1832.0
6317	0.0	0.0
8976	5663.0	5940.0
6319	804.0	2928.0
6318	0.0	0.0
642935	38.0	48.0
8992	11633.0	7683.0
8993	6.0	7.0
6331	192.0	321.0
8991	20235.0	8939.0
6330	2507.0	5431.0
100421621	3.0	1.0
8996	1492.0	825.0
101928388	13.0	3.0
6332	16.0	7.0
8997	1377.0	1288.0
8994	7417.0	2871.0
6335	25.0	47.0
8995	1.0	11.0
6334	119.0	195.0
147495	354.0	202.0
100421629	1.0	1.0
8989	1.0	0.0
6326	4.0	1.0
8987	68.0	216.0
6328	26.0	2.0
91624	576.0	110.0
6327	413.0	1608.0
8988	1.0	0.0
6329	918.0	2614.0
642946	105.0	87.0
6340	713.0	1718.0
6342	7164.0	6356.0
6341	2417.0	1467.0
6344	104.0	74.0
100421633	0.0	0.0
6343	24.0	5.0
100421634	1.0	0.0
6346	0.0	0.0
6345	1183.0	673.0
100421638	0.0	0.0
642958	2.0	3.0
642959	1.0	0.0
6337	2637.0	32421.0
642952	0.0	0.0
6336	1.0	0.0
6339	59.0	334.0
91614	12.0	27.0
8999	213.0	406.0
6338	1256.0	490.0
642954	18.0	21.0
6351	103.0	33.0
6352	236.0	143.0
6355	7.0	2.0
6354	1.0	0.0
6357	2.0	46.0
6356	0.0	0.0
100421528	2.0	0.0
6348	138.0	26.0
6347	61.0	27.0
196394	237.0	327.0
6362	426.0	6.0
6361	5.0	15.0
6364	2.0	6.0
6363	25.0	1.0
100421533	21.0	17.0
6366	1176.0	2.0
100421535	0.0	0.0
6368	4.0	1.0
6367	28.0	9.0
101928337	462.0	340.0
6360	4.0	1.0
255349	6.0	6.0
6359	1.0	0.0
6358	102.0	52.0
6373	32.0	7.0
101928340	1.0	1.0
6372	1.0	1.0
100421542	0.0	0.0
6375	3.0	7.0
6374	10.0	2.0
100421545	15.0	41.0
6376	3134.0	2783.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	0.0	8.0
255313	0.0	0.0
196374	7.0	9.0
6369	2.0	0.0
6383	64862.0	53718.0
6386	8142.0	4217.0
6385	5994.0	49447.0
6388	2590.0	4117.0
6387	2682.0	302.0
6389	3704.0	2708.0
255330	0.0	0.0
6382	4861.0	10413.0
102724246	0.0	0.0
255324	0.0	0.0
196385	110.0	126.0
196383	3622.0	6250.0
100421550	1.0	0.0
6397	5935.0	5714.0
100421565	0.0	0.0
6396	5470.0	5894.0
100421566	1.0	0.0
6399	820.0	1216.0
6398	80.0	81.0
6391	5777.0	3198.0
6390	2491.0	2451.0
6392	3636.0	2689.0
282997	430.0	688.0
282996	158.0	243.0
100134229	225.0	121.0
282991	1336.0	2654.0
100421560	0.0	0.0
100421577	12.0	18.0
100421579	2.0	1.0
255394	586.0	813.0
102724224	1.0	2.0
54600	5.0	4.0
54602	1816.0	2081.0
282980	0.0	0.0
54606	2878.0	3791.0
