id	25b57a17-29ab-41f6-8809-45cf5b58a329	99aa28e6-25ae-4137-adbd-339cd07b1bba
1044	10.0	9.0
1043	491.0	2074.0
1041	1.0	13.0
1040	8126.0	4278.0
1039	8215.0	2030.0
1038	1.0	3.0
1036	888.0	348.0
3696	1159.0	1813.0
3697	4.0	2.0
100873379	0.0	0.0
3698	13.0	6.0
100873378	4.0	0.0
3699	130.0	7.0
100873377	0.0	0.0
728486	5.0	5.0
100873361	0.0	0.0
105373869	2.0	7.0
100873360	0.0	0.0
285540	119.0	43.0
100128705	3.0	0.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	2.0	3.0
100873362	0.0	0.0
100128701	1.0	2.0
1054	3476.0	1253.0
285547	0.0	0.0
1053	3.0	20.0
285548	0.0	0.0
1052	1835.0	3387.0
1051	4497.0	4519.0
728489	19.0	24.0
1050	2083.0	328.0
100128707	0.0	0.0
1048	2.0	11.0
1047	28.0	13.0
1046	0.0	0.0
1045	0.0	4.0
100873369	2.0	0.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	3.0	0.0
1066	1383.0	375.0
1063	117.0	81.0
1062	113.0	49.0
1061	5.0	3.0
1060	2833.0	972.0
440253	619.0	94.0
1059	7108.0	8601.0
1058	7.0	16.0
1057	3.0	0.0
85379	10493.0	2225.0
114112	855.0	488.0
1056	29.0	23.0
85377	2961.0	1740.0
85378	5190.0	2525.0
128745	1.0	0.0
85376	73.0	30.0
440248	674.0	199.0
1075	6539.0	35857.0
1074	7.0	6.0
1073	4041.0	1821.0
1072	31407.0	46374.0
1071	348.0	45.0
440243	0.0	0.0
1070	1383.0	1144.0
1069	9828.0	5145.0
1068	0.0	0.0
85369	2932.0	1602.0
85366	90.0	19.0
85364	3099.0	1761.0
85365	4132.0	2586.0
85363	1736.0	965.0
85360	1099.0	249.0
1080	38.0	31.0
85391	18.0	3.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	1.0	42.0
153733	604.0	275.0
1087	5.0	0.0
1086	0.0	2.0
440279	610.0	23.0
1085	4.0	94.0
1084	12.0	10.0
440278	151.0	51.0
1082	1.0	0.0
403294	1.0	1.0
440275	4749.0	1951.0
1081	0.0	4.0
85397	3528.0	6.0
85395	538.0	899.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	1.0
1097	0.0	1.0
1096	0.0	1.0
1095	0.0	1.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	1.0
403284	0.0	0.0
1092	0.0	0.0
440270	2740.0	2058.0
1089	3.0	28.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	146.0	145.0
285598	415.0	253.0
126133	1904.0	1358.0
128790	0.0	0.0
126129	124.0	33.0
126123	16.0	4.0
442862	0.0	0.0
126119	1818.0	2008.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	1.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	1.0	1.0
442895	0.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	61.0	13.0
442897	0.0	0.0
442898	2.0	0.0
114134	333.0	382.0
442899	0.0	0.0
100128790	0.0	0.0
128760	4.0	7.0
100128788	140.0	39.0
100128787	0.0	0.0
440225	0.0	0.0
440224	2.0	0.0
442890	0.0	0.0
442891	6.0	0.0
442892	0.0	0.0
128756	0.0	0.0
100128782	474.0	250.0
100128781	1.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	4.0	0.0
403234	0.0	0.0
403235	3.0	0.0
403236	0.0	0.0
63982	102.0	82.0
102466616	0.0	0.0
126052	0.0	0.0
151009	108.0	50.0
403227	0.0	0.0
403228	0.0	0.0
138046	2.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	1.0
645572	0.0	0.0
645571	6.0	0.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1074.0	2433.0
107131122	0.0	0.0
138050	10005.0	7630.0
403219	0.0	0.0
151011	4676.0	2051.0
645587	1.0	1.0
165679	32.0	31.0
126037	42.0	63.0
114049	6505.0	6946.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	1.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	436.0	211.0
100033821	1.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	4057.0	2061.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	254.0	120.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	27.0	241.0
645598	0.0	0.0
163007	5.0	3.0
114038	3.0	0.0
645591	0.0	0.0
106481495	1.0	0.0
114041	221.0	28.0
106481496	0.0	0.0
114042	9.0	7.0
106481493	0.0	0.0
114043	110.0	3.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	240.0	78.0
126017	765.0	279.0
106481497	1.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	1.0	1.0
85301	3027.0	155.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	504.0	284.0
106481459	0.0	0.0
26994	12890.0	7689.0
106481457	5.0	3.0
26995	3029.0	2454.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	1.0
403272	0.0	0.0
102466659	0.0	0.0
26999	2918.0	2444.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	2.0	0.0
106481460	0.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	4335.0	2902.0
106481467	0.0	0.0
106481464	1.0	1.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	1.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	1.0	0.0
106481471	0.0	0.0
85329	3.0	14.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	19.0	12.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	754.0	278.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	6.0	40.0
106481437	0.0	0.0
26974	674.0	179.0
153657	110.0	25.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	2253.0	792.0
165631	56.0	24.0
106481436	0.0	0.0
26978	7.0	5.0
126075	1598.0	2229.0
106481439	0.0	0.0
403250	0.0	0.0
126074	540.0	317.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	4180.0	5095.0
106481444	30.0	4.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2564.0	572.0
85354	0.0	0.0
85352	89.0	20.0
403241	8.0	0.0
344462	1.0	0.0
403244	0.0	0.0
403245	0.0	0.0
153642	1115.0	227.0
153643	300.0	28.0
403247	0.0	0.0
403248	0.0	0.0
26985	4814.0	1883.0
106481448	0.0	0.0
26986	28777.0	40207.0
126069	153.0	40.0
106481449	0.0	0.0
126068	1737.0	445.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1460.0	1110.0
106481447	0.0	0.0
106481451	3.0	0.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	84.0	7.0
106481455	1.0	0.0
85349	221.0	32.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	2.0	0.0
106481454	0.0	0.0
403238	0.0	0.0
85344	40.0	2.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	9.0	0.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	4.0	0.0
106481413	0.0	0.0
106481414	1.0	0.0
63901	3055.0	3109.0
100873390	0.0	0.0
728556	52.0	10.0
106481419	0.0	3.0
100128817	0.0	0.0
728558	159.0	32.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	710.0	262.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	324.0	105.0
100873384	0.0	0.0
285601	0.0	32.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	2.0	0.0
63910	140.0	399.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	1355.0	242.0
222008	10.0	2.0
106481428	0.0	0.0
106481429	1.0	0.0
63905	7372.0	5040.0
63904	0.0	0.0
106481430	2.0	0.0
163071	1074.0	1572.0
63906	1262.0	1235.0
106481433	0.0	0.0
63908	1567.0	544.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	4.0	0.0
285613	131.0	48.0
63920	889.0	400.0
63923	36.0	2.0
63922	564.0	620.0
728577	83.0	7.0
63925	2568.0	1148.0
63924	15.0	1.0
63916	3545.0	3203.0
63917	7636.0	4534.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	5.0
728564	6.0	18.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2322.0	1842.0
106481402	0.0	0.0
63931	3307.0	1529.0
106481403	2.0	0.0
63934	2136.0	991.0
728567	3.0	2.0
106481408	0.0	2.0
163088	10.0	3.0
63933	5320.0	2667.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	7130.0	3336.0
163087	1305.0	389.0
728568	612.0	677.0
106481407	13.0	3.0
3704	3936.0	4937.0
3705	5618.0	6671.0
63926	1324.0	366.0
3706	17.0	39.0
63929	1190.0	658.0
3707	1751.0	1474.0
63928	0.0	1.0
3708	19239.0	375.0
106481411	0.0	0.0
3709	2680.0	1669.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	57.0	11.0
3702	100.0	46.0
3703	15471.0	6799.0
645506	0.0	0.0
151050	2624.0	732.0
645520	0.0	0.0
63941	2186.0	2004.0
63940	366.0	577.0
63943	1138.0	982.0
728517	0.0	0.0
163033	1120.0	1245.0
258010	7511.0	5536.0
63947	0.0	0.0
63946	2.0	0.0
728513	1.0	0.0
100033803	0.0	0.0
3716	10728.0	7261.0
100033804	0.0	0.0
3717	1029.0	274.0
100033805	0.0	0.0
3718	293.0	1322.0
63939	1567.0	903.0
100033806	0.0	0.0
100190799	3.0	3.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	193.0	85.0
3710	18328.0	9927.0
3712	21571.0	9523.0
3713	35.0	2229.0
3714	997.0	959.0
63950	2.0	0.0
728505	0.0	0.0
63951	712.0	249.0
100033807	0.0	0.0
728501	56.0	110.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	46762.0	21396.0
100033814	0.0	0.0
3727	31190.0	19881.0
63948	60.0	1.0
100033815	0.0	0.0
222052	0.0	0.0
3728	28796.0	28518.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1142.0	430.0
151056	334.0	93.0
3725	144703.0	5591.0
645528	1.0	0.0
728532	27.0	29.0
163059	839.0	354.0
728538	0.0	0.0
728537	282.0	110.0
63967	19.0	42.0
3737	65.0	4.0
3738	64.0	13.0
3739	1.0	0.0
645538	0.0	0.0
3730	3336.0	1886.0
3732	4086.0	4846.0
3734	100.0	10.0
3735	8516.0	7501.0
3736	280.0	0.0
63970	14.0	1.0
3750	128.0	65.0
63971	6560.0	2518.0
63974	0.0	1.0
163049	4477.0	1639.0
63973	1.0	0.0
63976	5950.0	376.0
222068	26294.0	15210.0
63978	0.0	2.0
63977	737.0	309.0
63979	744.0	560.0
728524	0.0	0.0
3748	2978.0	722.0
163051	89.0	54.0
3749	784.0	215.0
163050	123.0	19.0
3741	95.0	10.0
645548	2.0	4.0
3743	1.0	1.0
3744	0.0	0.0
3745	77.0	3.0
3746	9.0	0.0
3747	0.0	0.0
285671	2748.0	635.0
285672	2710.0	2107.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	8.0	11.0
285676	202.0	85.0
3761	0.0	2.0
100128657	0.0	0.0
285679	2.0	0.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	227.0	1459.0
283008	0.0	1.0
3751	20.0	5.0
100873435	0.0	0.0
3752	305.0	16.0
100873434	0.0	0.0
3753	6.0	8.0
100873433	0.0	0.0
3754	8.0	16.0
100873432	0.0	0.0
3755	5.0	3.0
100873439	0.0	0.0
3756	4.0	15.0
100873438	0.0	0.0
3757	14.0	9.0
100873437	0.0	0.0
3758	485.0	12.0
100873436	0.0	0.0
100873420	1.0	0.0
3770	159.0	59.0
3772	23404.0	18504.0
100861458	0.0	0.0
100861453	24.0	7.0
100861455	0.0	0.0
1107	16567.0	5219.0
1106	14059.0	4717.0
1105	2893.0	1315.0
1104	1101.0	1841.0
100873429	0.0	0.0
1103	0.0	2.0
1102	5725.0	1548.0
1101	222.0	92.0
3762	2562.0	533.0
100873424	0.0	0.0
3763	7.0	2.0
100128640	203.0	142.0
100873423	0.0	0.0
3764	776.0	140.0
100873422	0.0	0.0
3765	4.0	1.0
100873421	2.0	1.0
3766	31.0	10.0
100873428	0.0	0.0
3767	489.0	492.0
100873427	0.0	0.0
3768	723.0	433.0
1109	0.0	0.0
100873426	3.0	0.0
1108	26137.0	24650.0
3769	568.0	1.0
100873425	0.0	0.0
100128637	1.0	2.0
100128639	0.0	1.0
3780	9.0	5.0
100873453	0.0	0.0
3781	31.0	18.0
100873452	0.0	0.0
3782	655.0	140.0
100873451	0.0	0.0
3783	107.0	10196.0
100873450	0.0	0.0
1121	2588.0	1057.0
100861468	0.0	0.0
1120	431.0	472.0
100861469	0.0	0.0
1118	1170.0	16216.0
1117	411.0	2160.0
1116	677.0	83633.0
1114	127.0	1015.0
1113	0.0	1.0
1112	2586.0	1044.0
1111	395.0	555.0
3773	50530.0	13439.0
100873457	1.0	0.0
100873456	0.0	0.0
3775	1195.0	2457.0
100873455	0.0	1.0
3776	3659.0	91.0
100873454	0.0	0.0
3777	1673.0	142.0
3778	296.0	169.0
3779	153.0	174.0
100873459	0.0	1.0
1119	4010.0	1921.0
100128627	1.0	1.0
100128626	0.0	0.0
3790	127.0	562.0
100128628	7.0	0.0
3791	8079.0	699.0
100873442	0.0	0.0
3792	40.0	11.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	5.0	2.0
1131	278.0	25.0
1130	2776.0	3127.0
100861476	0.0	0.0
1129	1.0	0.0
1128	12.0	0.0
1124	808.0	534.0
1123	549.0	468.0
1122	1175.0	575.0
100861470	0.0	0.0
3784	23715.0	5535.0
100873446	0.0	0.0
3785	4.0	0.0
100873445	0.0	0.0
3786	58.0	2182.0
100873444	0.0	0.0
3787	51.0	2.0
100873443	0.0	0.0
3788	8.0	5.0
100873449	8.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	313.0	296.0
100128618	0.0	4.0
728597	9.0	0.0
100128617	4.0	4.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	99.0	40.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	10.0	8.0
285634	6.0	3.0
1142	0.0	0.0
1141	10.0	1.0
285636	3601.0	1351.0
1140	2343.0	1541.0
728599	5.0	1.0
1139	90.0	4.0
1138	8.0	16.0
1137	848.0	0.0
100861485	0.0	0.0
1136	8.0	11.0
1135	0.0	0.0
1134	0.0	7.0
1133	6.0	0.0
3795	172.0	108.0
100873479	9.0	13.0
3796	1452.0	553.0
100873478	0.0	0.0
3797	1018.0	311.0
100873477	5.0	0.0
3798	291.0	10.0
100873476	0.0	0.0
3799	12039.0	8616.0
100873460	0.0	0.0
728586	10.0	11.0
285641	3.0	0.0
100873464	11.0	0.0
100873463	0.0	0.0
100873462	2.0	0.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2259.0	3567.0
1153	43946.0	30881.0
1152	33651.0	9701.0
285647	78.0	10.0
728589	6.0	3.0
728588	0.0	0.0
1149	14.0	0.0
1147	2243.0	970.0
1146	1.0	5.0
1145	77.0	50.0
1144	1.0	5.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	438.0	1185.0
1163	792.0	1247.0
285659	0.0	0.0
1161	657.0	267.0
1160	206.0	61.0
1159	151.0	164.0
1158	2.0	4.0
1157	0.0	0.0
1155	4087.0	4914.0
550643	3805.0	3500.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3470.0	3973.0
1175	3232.0	4067.0
285668	13.0	0.0
1174	2719.0	4741.0
1173	22538.0	22599.0
550631	714.0	274.0
100873489	0.0	0.0
283014	36.0	9.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	828.0	8.0
1186	5568.0	4263.0
1185	3071.0	955.0
1184	887.0	373.0
1183	1947.0	663.0
1182	8019.0	2808.0
1181	633.0	359.0
440375	75.0	20.0
1180	7.0	4.0
1179	0.0	0.0
1178	1.0	0.0
283089	28.0	9.0
85495	0.0	0.0
85480	134.0	96.0
283080	0.0	0.0
1198	4671.0	2830.0
1197	0.0	0.0
1196	3645.0	1920.0
1195	9828.0	5856.0
440366	0.0	0.0
1193	4423.0	2350.0
1192	15397.0	39576.0
1191	216988.0	503536.0
1188	1308.0	95.0
283078	59.0	69.0
85486	6.0	11.0
128615	0.0	0.0
85481	0.0	0.0
128611	67.0	10.0
440396	63.0	24.0
128609	0.0	0.0
128602	0.0	0.0
440387	5.0	0.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	2.0	9.0
126014	52.0	609.0
440335	38.0	96.0
100128690	0.0	0.0
114034	1778.0	1470.0
126006	118.0	99.0
114036	345.0	41.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	65.0	66.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	3.0	0.0
100128678	6.0	2.0
100861429	0.0	0.0
128653	0.0	0.0
200728	598.0	564.0
440356	13.0	10.0
440354	99.0	42.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	9.0	4.0
100873410	0.0	0.0
100873417	0.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	216.0	206.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	115.0	144.0
200734	3981.0	2070.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	5.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	11.0	0.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	5963.0	2805.0
100873406	0.0	0.0
100873405	3.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	6.0	4.0
165530	5.0	31.0
85409	29.0	41.0
106481385	3.0	0.0
106481386	0.0	0.0
85416	1.0	0.0
106481383	1.0	1.0
85417	65.0	18.0
106481384	0.0	0.0
103106903	2.0	2.0
85414	151.0	68.0
106481389	0.0	0.0
85415	1324.0	739.0
106481387	0.0	0.0
85413	0.0	13.0
106481388	2.0	0.0
645436	1.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	4.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	1344.0	815.0
12	5.0	0.0
13	5.0	0.0
14	12540.0	8571.0
15	22.0	1.0
16	17153.0	8578.0
645455	36.0	0.0
18	11028.0	2384.0
19	2566.0	1497.0
128580	5.0	8.0
85407	95.0	10.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	2361.0	494.0
106481395	0.0	0.0
85403	1963.0	1262.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	0.0
20	15433.0	5915.0
106481390	0.0	0.0
21	12956.0	4896.0
106481391	0.0	0.0
22	1289.0	1188.0
153571	446.0	616.0
153572	323.0	987.0
23	5869.0	3956.0
24	92.0	163.0
25	13335.0	4204.0
26	12.0	163.0
27	1968.0	1232.0
28	14041.0	4673.0
29	2165.0	6664.0
153579	895.0	98.0
728615	0.0	0.0
728614	0.0	0.0
200765	467.0	168.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	25.0	31.0
102466518	0.0	0.0
102466516	15.0	4.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1754.0	969.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	4776.0	4207.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	387.0	214.0
106481366	0.0	0.0
30	4717.0	4818.0
106481360	0.0	0.0
31	3346.0	1495.0
32	6153.0	615.0
33	2275.0	1333.0
34	5670.0	1678.0
35	3019.0	2409.0
153562	6858.0	2614.0
36	3537.0	784.0
37	30013.0	37267.0
38	7220.0	5137.0
440307	8.0	5.0
39	923.0	733.0
165545	3.0	2.0
106481369	0.0	0.0
728606	235.0	197.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	4.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	2.0	2.0
106481370	0.0	0.0
41	80.0	19.0
106481371	0.0	0.0
43	279.0	43.0
645486	0.0	0.0
47	8149.0	3484.0
48	5886.0	5351.0
49	11.0	6.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	4.0	0.0
106481341	0.0	0.0
106481342	2.0	4.0
106481340	0.0	0.0
85458	5382.0	789.0
106481345	0.0	2.0
85459	1476.0	344.0
