id	c2e12b8b-e04b-4805-b157-b6148efb9f9d	b34c9e55-0455-46fd-8dad-3994e2c06fb2
728066	6.0	0.0
440689	43.0	33.0
391257	0.0	0.0
391256	11.0	10.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	11.0	1.0
728090	0.0	0.0
728088	2.0	3.0
100527943	4.0	4.0
114599	0.0	6.0
126581	0.0	0.0
151516	86.0	41.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	2.0
100527947	0.0	1.0
100527948	0.0	0.0
100527949	0.0	0.0
643384	0.0	0.0
391160	0.0	0.0
643382	78.0	9.0
391162	0.0	0.0
692312	3.0	7.0
163479	0.0	0.0
391169	1.0	0.0
100271332	2.0	2.0
391171	0.0	0.0
391174	6.0	12.0
643394	3.0	0.0
391175	0.0	1.0
391179	0.0	0.0
93380	3043.0	1686.0
100271323	2.0	0.0
100271322	0.0	0.0
100271325	6.0	0.0
100271321	0.0	0.0
401036	2.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	15.0	40.0
391155	0.0	0.0
401024	177.0	10.0
163486	1230.0	2079.0
401022	35.0	1804.0
425054	15.0	2.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	2.0	1.0
401018	1.0	0.0
100271303	4.0	0.0
100271302	0.0	0.0
401093	250.0	97.0
401097	30.0	302.0
151449	41.0	12.0
401082	3.0	0.0
8100	2531.0	1481.0
440606	0.0	2.0
8106	8123.0	10736.0
440603	12.0	13.0
401089	11.0	1.0
391183	0.0	0.0
8110	59.0	55.0
8111	117.0	1778.0
391189	1.0	0.0
8115	5.0	170.0
401074	292.0	276.0
222484	1286.0	789.0
391190	0.0	0.0
391192	1.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	837.0	8.0
391196	0.0	0.0
391195	2.0	0.0
8128	27.0	106.0
8125	4420.0	9192.0
401067	0.0	1.0
8120	321.0	577.0
151477	37.0	26.0
151473	192.0	112.0
643300	5.0	12.0
645962	0.0	0.0
8139	713.0	535.0
645961	1.0	1.0
106481899	3.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2521.0	3642.0
81329	0.0	0.0
83998	0.0	2.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	8.0	11.0
283403	0.0	3.0
83990	9.0	66.0
83992	1409.0	169.0
645954	44.0	44.0
81330	0.0	0.0
645958	156.0	87.0
645957	1.0	1.0
645974	0.0	1.0
643311	0.0	0.0
645973	1.0	0.0
643310	3.0	7.0
8148	9236.0	11748.0
222487	122.0	17.0
81318	0.0	0.0
8140	345.0	1535.0
83987	2138.0	3547.0
81324	0.0	0.0
83986	2497.0	5091.0
81325	0.0	0.0
83989	2120.0	1949.0
83988	470.0	560.0
81327	0.0	0.0
83983	81.0	106.0
81320	0.0	0.0
83982	1351.0	2284.0
83985	145.0	151.0
81322	0.0	0.0
643308	0.0	1.0
643309	0.0	0.0
645968	13.0	26.0
645980	0.0	1.0
100271390	2.0	0.0
106481877	1.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	2015.0	1057.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	2.0	0.0
81353	2.0	2.0
106481884	0.0	0.0
100271399	1.0	0.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	1.0	0.0
81352	2.0	1.0
100271392	8.0	8.0
100271391	2.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	5.0	14.0
93323	300.0	382.0
8165	6285.0	4918.0
645996	80.0	92.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1401.0	1120.0
106481891	5.0	0.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	2.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	2.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	1.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	2.0	1.0
8178	1164.0	1479.0
344892	0.0	0.0
643343	17.0	18.0
8170	84.0	39.0
106481855	0.0	0.0
401014	63.0	29.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	38.0	28.0
106481859	2.0	0.0
8175	2598.0	5489.0
106481857	1.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	1.0	0.0
106481863	0.0	0.0
283446	112.0	9.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	86.0	291.0
645998	2.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	5093.0	8731.0
8187	184.0	269.0
93343	2738.0	4530.0
93349	519.0	653.0
643353	14.0	0.0
106481866	6.0	1.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	1.0	0.0
106481873	0.0	0.0
100271367	2.0	0.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	7.0	0.0
283431	61.0	191.0
100271364	6.0	0.0
81363	3.0	1.0
344875	4.0	0.0
100271360	0.0	0.0
93377	1.0	0.0
106481839	0.0	0.0
643365	4.0	7.0
8192	1961.0	4245.0
106481833	0.0	0.0
8193	15.0	6.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	3.0	185.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2438.0	2161.0
106481836	0.0	0.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	5.0	1.0
81399	0.0	0.0
283422	3.0	11.0
344866	8.0	5.0
100271351	2.0	0.0
283420	11.0	32.0
100271354	3.0	0.0
81390	0.0	0.0
81392	1.0	0.0
643376	11.0	5.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	4.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	3.0	0.0
106481846	0.0	0.0
100307126	66.0	91.0
106481847	0.0	0.0
100271349	1.0	0.0
283417	1318.0	95.0
283416	593.0	102.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	3.0	10.0
106481850	11.0	2.0
81382	0.0	0.0
81383	1.0	0.0
100271343	7.0	10.0
106481819	3.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2052.0	1090.0
283487	100.0	97.0
283486	0.0	6.0
283483	2.0	2.0
283481	378.0	118.0
283480	8.0	3.0
106481828	0.0	0.0
106481829	0.0	1.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	0.0	1.0
106481820	0.0	0.0
106481821	0.0	2.0
106481826	1.0	0.0
106481827	0.0	0.0
106481824	1.0	0.0
106481825	0.0	0.0
56547	2.0	0.0
106481830	0.0	0.0
56548	435.0	573.0
283471	8.0	9.0
731789	0.0	0.0
728170	5.0	1.0
283464	2137.0	2248.0
283463	5.0	7.0
283461	0.0	1.0
283460	1.0	2.0
106481808	0.0	0.0
728167	2.0	3.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	4.0	2.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	1.0	0.0
81501	27.0	17599.0
81502	8680.0	18495.0
283459	1653.0	1376.0
283458	16.0	37.0
283455	585.0	825.0
645900	0.0	0.0
283450	6736.0	2236.0
780776	98.0	81.0
728113	43.0	26.0
126410	3.0	3.0
728116	12.0	7.0
728115	5.0	1.0
728118	30.0	20.0
81533	6013.0	4607.0
126402	0.0	0.0
81532	1630.0	2974.0
645930	2.0	1.0
731779	3.0	0.0
728106	1.0	0.0
645922	0.0	0.0
645927	1.0	1.0
728134	3.0	9.0
474170	315.0	200.0
728130	46.0	17.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	2986.0	3008.0
81556	3042.0	3105.0
81557	0.0	1.0
81558	2947.0	1487.0
645939	0.0	0.0
81551	1.0	0.0
101055625	4.0	1.0
81552	1122.0	2945.0
81553	4424.0	5782.0
344905	83.0	39.0
81554	3286.0	5307.0
474167	1.0	0.0
81550	1356.0	1310.0
344901	121.0	1.0
645931	0.0	0.0
645950	1.0	2.0
728121	14.0	17.0
81537	1867.0	1992.0
81539	8409.0	5960.0
728128	2.0	1.0
81544	440.0	405.0
81545	2348.0	1932.0
81542	2576.0	2361.0
81543	153.0	159.0
93517	619.0	494.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	236.0	100.0
126432	689.0	1593.0
163404	1.0	9.0
138474	4.0	0.0
391365	2.0	0.0
391367	0.0	1.0
728192	0.0	112.0
728194	5.0	2.0
728190	456.0	309.0
391378	3.0	0.0
138412	0.0	1.0
138428	17.0	11.0
138429	118.0	345.0
391356	1717.0	2169.0
391358	2.0	16.0
56521	61.0	49.0
391282	0.0	1.0
643263	0.0	0.0
643264	4.0	1.0
100271209	58.0	0.0
222537	5.0	1.0
163351	47.0	83.0
100271217	2.0	0.0
100271216	0.0	0.0
100271218	0.0	0.0
401164	0.0	5.0
100271206	0.0	0.0
100271207	3.0	1.0
100271201	0.0	1.0
100271204	1.0	3.0
391266	0.0	0.0
440799	0.0	0.0
391267	18.0	12.0
222553	63.0	17.0
391269	0.0	1.0
440795	1.0	0.0
401152	12619.0	9866.0
126393	1811.0	337.0
8200	26.0	240.0
8204	1505.0	3560.0
8202	3139.0	2524.0
391276	1.0	0.0
391279	0.0	0.0
401145	308.0	62.0
222545	6.0	1.0
126382	654.0	1511.0
222546	0.0	0.0
606293	9.0	10.0
401138	1.0	3.0
401137	0.0	0.0
151393	609.0	612.0
692231	1.0	0.0
440738	177.0	92.0
692233	1.0	0.0
440737	39.0	42.0
8216	2689.0	3343.0
8214	573.0	2228.0
440732	12.0	9.0
440730	14.0	4.0
222584	298.0	83.0
151325	4.0	0.0
8208	211.0	414.0
8209	216.0	254.0
8220	1155.0	1851.0
8226	947.0	2078.0
692223	0.0	0.0
8227	4389.0	3805.0
8224	39.0	18.0
692225	12.0	7.0
8225	3710.0	4249.0
692226	0.0	0.0
100381178	11.0	5.0
692227	53.0	109.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	0.0	1.0
8218	1195.0	291.0
8233	1208.0	2023.0
692210	0.0	0.0
8237	14431.0	8249.0
401190	114.0	11.0
692212	19.0	16.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2571.0	1989.0
8242	8411.0	8243.0
8243	5468.0	3493.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	4.0	5.0
692206	0.0	1.0
692207	0.0	0.0
692208	1.0	0.0
692209	0.0	0.0
8241	4682.0	6100.0
100310812	0.0	0.0
8239	9941.0	7421.0
151354	386.0	8360.0
100271291	0.0	0.0
93432	6.0	4.0
100271290	0.0	1.0
645841	0.0	0.0
93436	1951.0	2553.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	6.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	6.0	0.0
106481783	2.0	0.0
283523	0.0	1.0
106481784	0.0	0.0
100310869	1.0	1.0
100271297	2.0	0.0
283521	4.0	3.0
100271296	0.0	0.0
645834	6.0	1.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	2.0	0.0
100271295	1.0	2.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1975.0	5104.0
93426	14.0	0.0
8269	529.0	837.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	1.0	0.0
8263	485.0	1102.0
8260	1419.0	2740.0
283518	16.0	18.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	20.0	2.0
106481796	16.0	5.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	1.0	1.0
645846	0.0	0.0
100271288	1.0	0.0
645843	0.0	0.0
81440	12.0	0.0
100271284	1.0	0.0
8277	6.0	2.0
645864	1.0	4.0
342374	2.0	2.0
440714	18.0	4.0
342372	7.0	5.0
342371	4529.0	1612.0
440712	429.0	920.0
106481756	0.0	0.0
8270	658.0	2071.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	3107.0	2716.0
728215	120.0	305.0
106481758	0.0	1.0
106481759	0.0	0.0
283507	129.0	38.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	23.0	5.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	1.0	0.0
106481762	0.0	0.0
81470	0.0	0.0
100271274	2.0	1.0
100310841	1.0	0.0
81472	2.0	0.0
81473	0.0	0.0
100310840	145.0	92.0
100271273	0.0	0.0
645859	0.0	0.0
8288	18.0	10.0
8289	7770.0	6000.0
8287	0.0	0.0
643210	4.0	3.0
106481767	0.0	0.0
728207	4.0	2.0
106481768	0.0	1.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	4.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	1.0	0.0
106481775	2.0	0.0
100271267	0.0	0.0
100310856	2.0	0.0
106481772	0.0	1.0
81465	3.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	1.0	0.0
100271263	1.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	25.0	4.0
100271262	1.0	0.0
100310851	0.0	1.0
342358	2.0	0.0
342357	681.0	566.0
100310850	2.0	0.0
100271261	1.0	0.0
643220	3.0	6.0
643224	2.0	2.0
645884	0.0	0.0
8291	1266.0	1747.0
401136	1.0	0.0
106481734	24.0	4.0
8292	181.0	151.0
401135	0.0	0.0
106481735	19.0	11.0
106481732	1.0	2.0
8290	0.0	0.0
106481733	0.0	0.0
8295	5661.0	4819.0
106481738	1.0	0.0
93474	175.0	249.0
106481739	0.0	0.0
8293	0.0	4.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	296.0	406.0
106481741	0.0	0.0
106481742	2.0	0.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	308.0	659.0
100271253	10.0	1.0
645879	0.0	0.0
81493	235.0	125.0
81494	0.0	0.0
100271254	0.0	0.0
283562	0.0	0.0
81490	1899.0	1543.0
81491	104.0	24.0
342346	86.0	11.0
100271250	1.0	1.0
100873064	0.0	0.0
643232	2.0	1.0
100873065	11.0	0.0
106481745	0.0	2.0
401124	64.0	15.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	57.0	21.0
106481749	2.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	1.0
100271245	1.0	1.0
106481753	11.0	1.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	5.0	1.0
106481751	1.0	0.0
401115	227.0	1209.0
81488	1725.0	2142.0
283554	100.0	129.0
283553	6.0	4.0
100271244	0.0	0.0
643226	2.0	0.0
283551	64.0	140.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	84.0	110.0
93492	10.0	5.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	1.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	6.0	4.0
100271235	0.0	0.0
283547	47.0	14.0
401106	145.0	60.0
100271234	0.0	0.0
106481720	4.0	2.0
100271230	0.0	0.0
643236	28.0	102.0
100271233	0.0	0.0
100271232	2.0	1.0
643253	246.0	233.0
93487	6851.0	4442.0
106481729	1.0	1.0
643255	29.0	10.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	2.0	0.0
106481722	3.0	1.0
106481727	1.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1519.0	957.0
100271229	0.0	0.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	0.0	2.0
106481731	1.0	1.0
100271226	0.0	0.0
100271225	0.0	1.0
100271220	0.0	0.0
100271222	21.0	0.0
344978	2.0	2.0
100271221	1.0	0.0
138716	1098.0	1025.0
780852	18.0	1.0
728276	1.0	0.0
780853	0.0	0.0
728279	0.0	1.0
138715	8.0	1.0
780851	23.0	5.0
100126356	0.0	0.0
285796	6.0	1.0
81607	35.0	6816.0
81608	2502.0	2854.0
81609	1901.0	5019.0
81603	9376.0	14331.0
81605	2797.0	2683.0
81606	19494.0	8485.0
81610	67.0	89.0
56654	2660.0	5731.0
56655	1781.0	2131.0
81611	3531.0	6682.0
56650	5148.0	3071.0
29028	963.0	1155.0
283129	11.0	2.0
56651	6.0	4.0
56652	525.0	630.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1464.0	1191.0
283120	214.0	965.0
56659	328.0	325.0
100126350	1.0	1.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	2.0
100126345	0.0	0.0
728262	11.0	0.0
138724	5.0	0.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	244.0	27.0
100126348	11.0	0.0
728263	3.0	0.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	20.0	391.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	1.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	5711.0	2607.0
100190924	0.0	0.0
56666	504.0	1101.0
30012	1.0	0.0
29034	0.0	0.0
56667	7.0	1.0
106865375	0.0	0.0
81602	1495.0	492.0
30014	0.0	0.0
106865374	0.0	0.0
56662	11.0	0.0
30011	3229.0	3142.0
283116	1.0	0.0
56663	0.0	0.0
30010	0.0	0.0
56664	3.0	4.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	2.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	2593.0	2152.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	2134.0	2281.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	46.0	14.0
100381202	0.0	0.0
56670	985.0	496.0
81626	2.0	0.0
81627	1539.0	1801.0
81628	1778.0	3874.0
56676	1.0	0.0
30001	2402.0	7060.0
54012	0.0	0.0
56677	0.0	0.0
246175	1789.0	1815.0
56672	1189.0	2372.0
246176	21.0	32.0
56673	11.0	1.0
54016	0.0	0.0
283106	12.0	6.0
30000	4884.0	4408.0
56674	6466.0	6295.0
54015	0.0	0.0
81631	8023.0	7627.0
56675	144.0	153.0
54014	4039.0	2669.0
283104	202.0	209.0
100126330	0.0	0.0
30009	64.0	45.0
283102	2.0	2.0
100126331	3.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	7.0	1.0
30008	8061.0	8990.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	66.0	12.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	645.0	793.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	2.0
66004	1640.0	3708.0
100126325	0.0	0.0
66005	4763.0	7484.0
100126326	0.0	0.0
81618	5786.0	3530.0
81619	4943.0	6430.0
56681	7286.0	6449.0
66008	6905.0	4975.0
29018	1.0	0.0
81614	1918.0	1618.0
54020	2379.0	2552.0
81615	78.0	1983.0
81616	10.0	2.0
81617	2257.0	678.0
767846	76.0	19.0
81621	315.0	1238.0
81622	1622.0	3565.0
246184	596.0	432.0
767851	1.0	0.0
81623	0.0	0.0
54022	5.0	1.0
81624	9.0	87.0
767853	0.0	0.0
54021	7.0	14.0
56683	1847.0	2329.0
54028	79.0	22.0
54027	0.0	0.0
29015	4893.0	6884.0
54026	0.0	0.0
767850	0.0	1.0
81620	62.0	652.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	27.0	7.0
246182	0.0	0.0
100126316	0.0	0.0
728233	827.0	396.0
283171	0.0	2.0
100126317	4.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	2.0	0.0
100126313	5.0	2.0
285753	471.0	404.0
728231	0.0	0.0
100126314	0.0	1.0
100128977	0.0	0.0
114785	8109.0	4562.0
285755	1121.0	514.0
114786	37.0	523.0
114787	29.0	494.0
114788	16.0	0.0
285758	8.0	9.0
114789	6254.0	860.0
54031	16.0	2.0
728239	1.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1444.0	1586.0
54033	328.0	114.0
54032	0.0	0.0
114791	1384.0	587.0
54039	28.0	55.0
114792	200.0	92.0
126767	0.0	1.0
114793	5326.0	8227.0
54038	0.0	0.0
100190954	1.0	2.0
114794	7.0	125.0
114795	833.0	202.0
54036	0.0	0.0
93627	2359.0	2005.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	1.0	0.0
283162	0.0	0.0
93621	21501.0	21071.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	734.0	958.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2576.0	2458.0
100126302	0.0	0.0
100128963	6.0	5.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	61.0	126.0
100126309	0.0	0.0
728226	2.0	3.0
54041	0.0	0.0
728228	0.0	2.0
54045	0.0	0.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	0.0
114780	139.0	45.0
54043	1.0	0.0
645807	0.0	0.0
114781	1567.0	1643.0
126755	1.0	3.0
54049	1.0	1.0
114783	742.0	1454.0
54048	1.0	0.0
114784	83.0	714.0
283159	0.0	0.0
54047	2.0	0.0
100128961	5.0	0.0
645805	58.0	46.0
283152	105.0	104.0
66035	1382.0	1591.0
283150	6.0	2.0
728255	0.0	0.0
93654	3.0	0.0
66036	1170.0	772.0
93653	658.0	153.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	1.0	0.0
93650	13.0	2.0
81669	7433.0	7984.0
54053	1.0	3.0
54052	0.0	1.0
114769	122.0	733.0
54051	0.0	0.0
54050	0.0	2.0
54055	39.0	48.0
100190938	158.0	27.0
54054	8.0	6.0
114770	8.0	4.0
114771	0.0	1.0
54059	772.0	1254.0
283149	2959.0	1600.0
54058	161.0	335.0
93649	278.0	184.0
645811	197.0	318.0
81671	22022.0	15890.0
100271199	2.0	0.0
100190939	1092.0	821.0
283143	91.0	253.0
100271196	0.0	0.0
93643	2509.0	2224.0
100128946	0.0	0.0
285780	4.0	3.0
285782	7.0	3.0
100271180	1.0	2.0
285785	74.0	100.0
100190952	2.0	2.0
54064	0.0	7.0
728248	0.0	0.0
114757	1940.0	1846.0
114758	0.0	0.0
54067	176.0	50.0
100190947	2.0	0.0
100190949	0.0	0.0
54065	1.0	1.0
114760	0.0	0.0
114761	0.0	0.0
126731	396.0	775.0
54069	382.0	622.0
283131	132130.0	69759.0
283130	2264.0	988.0
692157	1.0	0.0
692158	0.0	0.0
138799	2.0	1.0
440498	1073.0	1243.0
124152	1643.0	1257.0
199704	750.0	481.0
124149	3.0	0.0
163747	5.0	3.0
692146	0.0	1.0
692147	10.0	9.0
692148	3.0	2.0
692149	1.0	0.0
163742	30.0	12.0
199713	8.0	14.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	0.0
126792	1608.0	3344.0
378008	0.0	0.0
378009	0.0	0.0
29089	135.0	499.0
29088	1678.0	1986.0
29087	2741.0	5325.0
378010	0.0	0.0
148137	641.0	426.0
126789	385.0	1337.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	243.0	366.0
29081	1372.0	2221.0
29080	2128.0	1552.0
283189	0.0	0.0
29086	1609.0	3976.0
29085	4850.0	6842.0
29083	767.0	936.0
100381270	402.0	24.0
200810	64.0	31.0
114796	873.0	548.0
148156	1263.0	1356.0
114798	2.0	0.0
114799	1857.0	1300.0
29099	1580.0	2766.0
29098	483.0	1189.0
378001	0.0	0.0
29093	1210.0	1777.0
29092	1082.0	1337.0
29091	4472.0	1115.0
29090	1434.0	1075.0
56603	675.0	137.0
29097	1605.0	4031.0
56604	0.0	0.0
56605	4474.0	1003.0
29095	1405.0	3653.0
151790	22.0	6.0
283174	1630.0	275.0
56606	499.0	218.0
29094	1000.0	372.0
692199	0.0	0.0
391002	0.0	2.0
440459	6.0	6.0
391004	1.0	0.0
780816	0.0	0.0
124199	17.0	11.0
391003	0.0	0.0
30062	0.0	0.0
440456	1138.0	1539.0
780814	10.0	4.0
30061	6036.0	12258.0
780815	0.0	0.0
780812	0.0	0.0
780813	0.0	1.0
440452	0.0	1.0
780810	0.0	0.0
780811	0.0	0.0
29068	3474.0	2508.0
29066	5251.0	2719.0
29063	489.0	553.0
29062	878.0	903.0
56616	700.0	523.0
163702	974.0	1379.0
391013	1.0	11.0
391012	0.0	0.0
100381215	2.0	1.0
29079	2810.0	3437.0
29078	1126.0	827.0
56623	1247.0	942.0
56624	53.0	82.0
29071	1785.0	2242.0
29070	510.0	858.0
29075	52.0	9.0
29074	2647.0	4736.0
29072	5909.0	4556.0
163732	1244.0	2155.0
200845	654.0	586.0
148103	691.0	540.0
200844	38.0	184.0
440482	181.0	83.0
151742	2658.0	917.0
163720	8.0	34.0
148113	326.0	1272.0
440465	3042.0	3549.0
29057	18.0	8.0
148109	2.0	4.0
29058	10777.0	10412.0
56647	3677.0	3065.0
56648	441.0	279.0
56649	20.0	27037.0
440419	0.0	0.0
440416	109.0	85.0
8303	3593.0	2775.0
643157	0.0	0.0
200879	53.0	8112.0
440406	1.0	0.0
8301	8933.0	10955.0
643155	3130.0	3791.0
8302	9.0	0.0
440400	307.0	622.0
199675	2.0	785.0
8310	985.0	1487.0
124093	61.0	265.0
8314	4682.0	4831.0
8315	1437.0	1702.0
8312	1832.0	4530.0
342096	0.0	1.0
8313	2097.0	622.0
440435	10.0	2.0
643160	0.0	0.0
643161	0.0	30.0
643159	10.0	13.0
8309	2056.0	1870.0
8321	10048.0	13987.0
8322	3108.0	1306.0
8320	33.0	54.0
8325	1534.0	672.0
8326	35.0	5.0
8323	4060.0	5205.0
8324	2313.0	1163.0
440423	722.0	782.0
200894	1838.0	1427.0
643171	8.0	7.0
200895	909.0	519.0
8318	17.0	189.0
8317	181.0	221.0
8332	0.0	0.0
692110	1.0	0.0
8333	1.0	0.0
692111	0.0	0.0
8330	0.0	0.0
8331	1.0	2.0
8336	12.0	4.0
8337	1.0	0.0
8334	2044.0	2463.0
8335	1.0	0.0
148046	133.0	37.0
106481699	1.0	0.0
643182	0.0	0.0
643180	142.0	224.0
643181	0.0	0.0
8329	1.0	7.0
8328	2.0	0.0
8343	0.0	0.0
643198	0.0	0.0
8344	3.0	12.0
8341	88.0	42.0
8342	0.0	0.0
8347	87.0	30.0
8348	0.0	0.0
643199	0.0	0.0
8345	3.0	14.0
8346	3.0	0.0
692106	0.0	0.0
