id	a156c548-8258-4327-9b21-5015c682215b	7cd30f34-de43-428b-972e-e24f89a8cc60
344148	175.0	31.0
128153	523.0	134.0
645001	6.0	5.0
10291	14467.0	9682.0
645000	3.0	9.0
10290	411.0	67.0
10293	264.0	282.0
10295	2748.0	4996.0
10294	6246.0	4329.0
100128292	26.0	63.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	1.0	0.0
116179	0.0	0.0
100873919	0.0	0.0
100873918	0.0	0.0
100873917	0.0	0.0
10297	190.0	72.0
10296	4870.0	4506.0
100128299	0.0	2.0
10299	14949.0	6554.0
10298	5777.0	4919.0
100873912	30.0	24.0
100873911	0.0	0.0
116173	5.0	0.0
100873910	0.0	0.0
645015	10.0	7.0
200315	47.0	23.0
200316	679.0	655.0
200312	1299.0	1496.0
100873904	1.0	0.0
100873902	20.0	0.0
100873909	1.0	0.0
100873907	5.0	1.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	98.0	43.0
100873900	0.0	0.0
645024	2.0	0.0
100775107	46.0	1.0
10270	3507.0	1745.0
645027	45.0	36.0
10273	3577.0	5660.0
100775104	19.0	3.0
10272	791.0	5444.0
100008586	0.0	0.0
116149	38.0	1515.0
100873938	0.0	0.0
100873937	1.0	1.0
116154	27.0	57.0
100873935	1.0	0.0
116159	2014.0	701.0
100873939	3.0	0.0
100873930	27.0	26.0
10274	3734.0	572.0
10277	7915.0	4268.0
10276	6324.0	3166.0
10279	3100.0	1033.0
100873934	3.0	1.0
10278	2074.0	748.0
100873933	0.0	0.0
116151	5629.0	4363.0
100873932	0.0	1.0
116150	4217.0	1698.0
100128275	2.0	1.0
10280	3323.0	3997.0
10282	1758.0	1355.0
10281	0.0	0.0
10284	10796.0	10147.0
647696	1.0	0.0
10283	1940.0	1559.0
116138	7280.0	7769.0
645030	13.0	1.0
1602	19.0	4.0
1601	3260.0	1611.0
100873926	0.0	0.0
1600	27.0	8.0
100128260	0.0	0.0
116143	179.0	112.0
100873924	9.0	0.0
100873929	0.0	0.0
100873928	3.0	0.0
10286	3067.0	2433.0
10285	2595.0	1811.0
1609	1745.0	1332.0
100128266	2.0	5.0
1608	137.0	123.0
10288	253.0	213.0
1607	12.0	4.0
10287	515.0	945.0
1606	1084.0	824.0
100873923	20.0	8.0
10289	3557.0	4196.0
1605	10000.0	7874.0
100128262	13.0	4.0
100873922	11.0	0.0
1604	4513.0	20602.0
100873921	0.0	0.0
1603	10228.0	13118.0
100128264	0.0	0.0
100873920	1.0	0.0
100287639	1.0	0.0
319133	45.0	30.0
319134	12.0	8.0
100287635	1.0	0.0
319130	8.0	2.0
319139	0.0	0.0
319135	2.0	3.0
100287630	0.0	0.0
319136	1.0	0.0
552891	1.0	0.0
319138	10.0	7.0
1613	2717.0	3118.0
200350	12.0	4.0
1612	3365.0	666.0
1611	15798.0	19428.0
165140	108.0	65.0
1610	2.0	2.0
552889	16219.0	6795.0
1618	1.0	0.0
1617	0.0	0.0
1616	4671.0	4512.0
1615	7788.0	4499.0
319142	0.0	0.0
319143	13.0	3.0
319144	0.0	0.0
319145	1.0	2.0
100287625	0.0	1.0
1624	0.0	0.0
1623	0.0	0.0
1622	6089.0	15941.0
1621	108.0	28.0
1620	48.0	344.0
1629	3428.0	1350.0
552879	0.0	2.0
1628	2692.0	9795.0
1627	4559.0	6127.0
319111	2.0	1.0
128178	770.0	57.0
319112	7.0	7.0
100287616	1130.0	770.0
393046	3.0	0.0
319117	2.0	1.0
319118	0.0	0.0
319114	7.0	5.0
1635	13391.0	8119.0
200373	720.0	66.0
1634	27302.0	844.0
1633	1450.0	906.0
1632	6431.0	11399.0
552860	14.0	21.0
1630	20.0	7.0
1639	10999.0	8740.0
1638	79.0	16.0
1636	4002.0	1519.0
319122	7.0	0.0
319123	1.0	0.0
100287603	1.0	0.0
319128	12.0	13.0
319129	6.0	7.0
1646	538.0	19.0
1645	488.0	53.0
1644	32.0	1.0
1643	1015.0	2856.0
85824	20.0	21.0
1642	21255.0	19324.0
1641	7.0	0.0
552859	0.0	0.0
1649	3431.0	3501.0
1647	6563.0	4028.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	18.0	2.0
1660	14328.0	7649.0
1657	6371.0	1762.0
1656	13789.0	6582.0
1655	75329.0	29930.0
1654	36930.0	12502.0
1653	9483.0	7322.0
1652	1737.0	2862.0
346708	0.0	0.0
1650	22095.0	15371.0
346702	37.0	0.0
1659	3534.0	2855.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	1.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	3550.0	4265.0
1665	8375.0	3902.0
1663	1116.0	657.0
1662	1674.0	1334.0
1661	9.0	1.0
1669	0.0	0.0
1678	340.0	472.0
1677	550.0	247.0
1676	3409.0	2868.0
1675	3858.0	254.0
1674	744.0	27.0
1673	0.0	0.0
1672	22.0	6.0
153129	968.0	592.0
1690	48.0	12.0
165100	1.0	0.0
1687	1770.0	1185.0
85865	2075.0	1094.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	1.0	0.0
100287596	0.0	0.0
100861563	13.0	3.0
10415	1.0	1.0
10417	727.0	249.0
493861	179.0	91.0
493860	20.0	13.0
100287591	0.0	0.0
10419	4408.0	2692.0
10418	158.0	108.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	3207.0	1925.0
100873554	0.0	0.0
100873553	2.0	0.0
100131713	31.0	34.0
10411	12711.0	13319.0
10410	14465.0	7963.0
100873559	0.0	0.0
10413	13842.0	7179.0
100873558	3.0	0.0
10412	7395.0	10085.0
100873557	0.0	0.0
100873541	1.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2517.0	1298.0
442266	2.0	0.0
10425	6897.0	3856.0
442267	1.0	0.0
10428	5903.0	7576.0
10427	4383.0	2008.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	709.0	502.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	2534.0	2725.0
493856	2999.0	2216.0
100873549	0.0	0.0
10421	6826.0	10060.0
100873548	0.0	0.0
100131726	8.0	8.0
10424	9373.0	8097.0
100873547	0.0	0.0
10423	6998.0	8984.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	69.0	45.0
100873576	1.0	0.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	78.0	7.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	0.0
442291	0.0	1.0
100287567	0.0	0.0
10404	35198.0	9563.0
10403	68.0	180.0
10406	9391.0	13106.0
10408	31.0	11.0
10407	0.0	0.0
100131740	1.0	0.0
10409	2021.0	9548.0
100873567	0.0	0.0
100131743	6.0	14.0
100873566	8.0	9.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2163.0	4406.0
10402	483.0	291.0
100873569	0.0	0.0
10401	1982.0	1572.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	6.0	9.0
100873594	1.0	0.0
100873593	0.0	0.0
100287559	12.0	6.0
442240	2.0	2.0
442242	1.0	0.0
100287551	4.0	3.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	1.0	5.0
442239	1.0	1.0
100131755	2766.0	720.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	1.0	0.0
100873597	0.0	0.0
493821	5.0	1.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	11.0	10.0
442232	2.0	1.0
100131760	0.0	0.0
442227	1.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	1268.0	541.0
442260	1.0	0.0
442262	2.0	2.0
442255	3.0	2.0
442256	1.0	0.0
442257	1.0	0.0
442258	0.0	0.0
100131775	0.0	0.0
100131777	1.0	0.0
100287528	0.0	0.0
442252	1.0	2.0
100287520	3.0	0.0
442253	3.0	0.0
442245	3.0	0.0
442247	0.0	0.0
442249	2.0	3.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	1.0	0.0
10491	16239.0	15495.0
100128139	28.0	29.0
10490	7750.0	6310.0
10493	11216.0	22238.0
10492	19981.0	9416.0
10495	1293.0	617.0
100128135	0.0	3.0
10494	9435.0	6511.0
10497	3587.0	2539.0
100128136	1.0	0.0
10499	5406.0	2003.0
128506	0.0	45.0
10498	1736.0	1144.0
100128132	0.0	0.0
100128127	0.0	1.0
128500	6.0	10.0
116512	1.0	0.0
116519	17.0	0.0
105419997	24.0	4.0
100128126	4.0	12.0
100861506	0.0	0.0
10471	2069.0	3477.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	4.0	0.0
444882	2.0	4.0
442221	0.0	0.0
442211	11.0	1.0
442213	149.0	1048.0
442215	2.0	5.0
442216	2.0	4.0
116511	0.0	1.0
442217	0.0	3.0
442218	0.0	0.0
10473	4841.0	3541.0
10472	2298.0	1528.0
100533177	0.0	1.0
10475	3290.0	2488.0
100533178	0.0	0.0
100128115	0.0	2.0
10474	7238.0	10750.0
100533179	15.0	3.0
10477	4931.0	4948.0
10476	9111.0	10552.0
10479	2258.0	1076.0
10478	1964.0	1561.0
100128110	0.0	0.0
100128109	1.0	0.0
10480	8341.0	9209.0
100861516	1.0	2.0
100861517	11.0	4.0
10482	9011.0	7482.0
100861518	5.0	12.0
10481	2.0	0.0
100861519	0.0	0.0
100861513	4.0	2.0
100861514	4.0	0.0
102466806	0.0	0.0
100861515	48.0	6.0
100861510	0.0	1.0
442210	3.0	0.0
100533181	0.0	0.0
100533182	213.0	119.0
442204	2.0	4.0
442205	0.0	1.0
10484	2990.0	2265.0
100128102	0.0	0.0
10483	6784.0	3948.0
10486	1182.0	302.0
10485	6.0	4.0
100128103	0.0	0.0
10488	3895.0	5873.0
10487	17585.0	21531.0
100533184	2.0	10.0
10489	7880.0	5951.0
128553	663.0	84.0
100861523	5.0	0.0
102466816	0.0	0.0
102466815	1.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	637.0	3365.0
10458	2323.0	7134.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	4120.0	2517.0
100873512	0.0	0.0
10450	3843.0	5138.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2207.0	3693.0
10455	3545.0	3326.0
100873516	0.0	0.0
10454	2912.0	2769.0
100873515	0.0	0.0
10457	4879.0	7994.0
100873514	4.0	1.0
10456	4607.0	5358.0
100873513	0.0	0.0
346389	637.0	1762.0
10460	729.0	811.0
100861530	5.0	3.0
100873509	0.0	0.0
10469	2678.0	3984.0
100873508	0.0	0.0
100873507	1.0	0.0
100873506	0.0	0.0
10462	268.0	273.0
100873501	1.0	0.0
10461	1897.0	1334.0
100873500	0.0	0.0
10464	2308.0	1591.0
10463	5333.0	2772.0
10466	4431.0	1076.0
100873505	0.0	0.0
10465	1569.0	1847.0
100873504	0.0	0.0
10468	118.0	9.0
100873503	0.0	1.0
10467	5092.0	9403.0
100873502	0.0	2.0
100873530	0.0	0.0
100861549	19.0	5.0
100861545	1.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	901.0	241.0
100861541	314.0	1654.0
100861542	0.0	0.0
100861543	1.0	0.0
100861544	0.0	0.0
10437	90.0	110.0
10436	1122.0	2074.0
10439	621.0	124.0
10438	1499.0	1443.0
100873539	0.0	0.0
100873534	1.0	0.0
100873533	1.0	0.0
100873532	0.0	0.0
10430	6041.0	7457.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	4597.0	2943.0
10435	6073.0	2811.0
100873536	30.0	3.0
10434	2867.0	1696.0
100873535	0.0	0.0
116535	296.0	58.0
100861556	0.0	0.0
116534	33.0	35.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	1.0	2.0
100861555	15.0	2.0
10447	5569.0	6075.0
100873529	0.0	0.0
116540	287.0	310.0
100861550	0.0	0.0
10449	6026.0	6801.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	2494.0	5225.0
10440	3022.0	2596.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	1.0	0.0
100873520	0.0	0.0
10444	7037.0	8395.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	10405.0	4369.0
10446	1073.0	190.0
100873525	0.0	0.0
10445	5136.0	6358.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	1531.0	1645.0
100533111	4.0	2.0
102466866	0.0	0.0
102466865	5.0	1.0
102466864	0.0	0.0
128467	2.0	1.0
647507	0.0	2.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	1.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	129.0	76.0
100128190	0.0	0.0
100533107	395.0	77.0
153443	849.0	527.0
100533105	22.0	3.0
647532	0.0	1.0
100533106	21.0	36.0
102466889	24.0	2.0
116461	1623.0	1659.0
100128181	0.0	0.0
100128183	9.0	1.0
102466880	0.0	0.0
128439	833.0	829.0
106182249	1.0	0.0
100128179	0.0	0.0
83394	1878.0	712.0
100128177	1.0	0.0
100128176	1.0	0.0
100128162	0.0	0.0
10390	2275.0	992.0
128497	126.0	17.0
647569	0.0	1.0
10392	1587.0	6212.0
10391	1055.0	95.0
10394	0.0	0.0
10393	902.0	673.0
10396	22830.0	6967.0
10395	3853.0	3900.0
1719	512.0	286.0
10398	16731.0	24414.0
1718	3118.0	3399.0
100128159	0.0	0.0
10397	19128.0	8336.0
1717	2657.0	2331.0
1716	2036.0	3232.0
10399	51216.0	111527.0
128486	1921.0	951.0
128488	3.0	1.0
128481	2.0	4.0
100508120	745.0	300.0
1723	1048.0	558.0
100128140	11.0	14.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	11.0	0.0
1729	10824.0	10626.0
1728	4092.0	5739.0
1727	15549.0	11243.0
1725	3116.0	4046.0
100287512	2.0	0.0
100287513	0.0	0.0
1734	65403.0	9728.0
1733	42541.0	400.0
1731	733.0	629.0
1730	629.0	373.0
1739	11180.0	3270.0
1738	5483.0	3264.0
1737	4113.0	2065.0
1736	5476.0	3965.0
1735	27.0	0.0
100287505	0.0	0.0
751580	214.0	27.0
100287502	0.0	0.0
202658	0.0	5.0
1745	78.0	23.0
1743	7594.0	7357.0
1742	1023.0	2073.0
1741	6406.0	5840.0
1740	4024.0	84.0
1749	75.0	40.0
1748	35.0	14.0
1747	476.0	515.0
1746	48.0	2.0
200008	3.0	0.0
200010	103.0	5.0
1756	2038.0	1062.0
1755	2.0	0.0
1750	31.0	3.0
1759	287.0	71.0
1758	1.0	17.0
1757	490.0	219.0
1770	204.0	22.0
200014	3605.0	4698.0
1767	539.0	76.0
1763	145.0	50.0
1762	2753.0	2428.0
1761	11.0	2.0
1760	2841.0	697.0
1769	35.0	4.0
1768	1295.0	133.0
153478	1200.0	24.0
1781	5926.0	4027.0
1780	283.0	46.0
200025	0.0	0.0
1778	28935.0	23708.0
1777	7319.0	7686.0
1776	449.0	327.0
1775	151.0	514.0
1774	2057.0	1765.0
1773	1718.0	687.0
200030	1197.0	484.0
442190	0.0	0.0
442191	0.0	0.0
442192	1.0	0.0
153469	0.0	0.0
1791	47.0	5.0
442195	0.0	1.0
200035	345.0	702.0
442197	324.0	8.0
1789	499.0	98.0
442189	0.0	0.0
1788	2517.0	1517.0
1787	1164.0	481.0
1786	2830.0	2919.0
1785	10182.0	6992.0
1783	13175.0	1647.0
1798	2901.0	1898.0
1797	1259.0	1496.0
1796	997.0	1411.0
1795	6590.0	2944.0
1794	1066.0	552.0
1793	12405.0	3311.0
101180976	2.0	0.0
493753	3247.0	2719.0
550112	782.0	435.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	2.0	0.0
503635	0.0	0.0
503638	1.0	3.0
503637	0.0	0.0
10536	1827.0	4555.0
503643	13.0	18.0
10535	820.0	1562.0
100287472	1.0	1.0
10538	109.0	238.0
503645	10.0	4.0
10537	387.0	33.0
100287470	0.0	0.0
10539	2167.0	3669.0
503641	0.0	0.0
503640	6.0	0.0
100873677	0.0	0.0
100873676	1.0	1.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	5815.0	4259.0
493987	5.0	5.0
10534	1354.0	2781.0
100873679	0.0	0.0
10533	1578.0	1916.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	6.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	0.0	1.0
503631	0.0	0.0
100287461	23.0	1.0
10549	2992.0	4919.0
503634	2.0	0.0
10548	1023.0	429.0
503633	0.0	0.0
503630	16.0	0.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	6832.0	7122.0
10541	10770.0	17071.0
100873664	0.0	0.0
10540	6947.0	8791.0
100873663	0.0	0.0
10542	3560.0	6973.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	462.0	508.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	4.0	3.0
100873690	0.0	0.0
100873695	4.0	0.0
100873694	3.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	3117.0	3552.0
10513	4651.0	1666.0
10516	3922.0	841.0
10518	207.0	196.0
10517	105.0	5.0
10519	8059.0	14767.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	0.0
100873696	0.0	0.0
100131614	274.0	814.0
100131616	1.0	0.0
10512	398.0	103.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	1.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	1.0	0.0
10525	24278.0	3650.0
58503	0.0	0.0
10524	4006.0	3491.0
58505	4417.0	3565.0
10527	14054.0	8665.0
58504	931.0	1126.0
10526	5528.0	2669.0
10529	30413.0	5357.0
10528	5526.0	5615.0
58500	2297.0	1096.0
100873688	3.0	0.0
100873687	0.0	0.0
100131623	0.0	0.0
100131624	0.0	0.0
100873686	1.0	0.0
100873685	0.0	0.0
10521	75473.0	23982.0
10520	1769.0	601.0
58506	6667.0	7112.0
10523	4291.0	2588.0
58509	1645.0	1282.0
58508	11779.0	4265.0
10522	5079.0	6135.0
100033398	2.0	1.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	3.0	0.0
58513	2998.0	2016.0
58516	2179.0	1617.0
58510	0.0	0.0
58512	84.0	26.0
58511	12.0	38.0
58517	13075.0	3037.0
105371564	7.0	16.0
100131638	0.0	0.0
58525	3535.0	2411.0
58524	832.0	76.0
10505	820.0	849.0
58527	1989.0	2674.0
58526	2397.0	2840.0
10507	5022.0	1997.0
100131641	0.0	0.0
10509	9624.0	8120.0
58529	495.0	665.0
58528	4522.0	3661.0
10501	337.0	501.0
10500	393.0	196.0
58530	1.0	0.0
442384	0.0	0.0
58538	8.0	2.0
58531	1.0	0.0
58533	3808.0	2610.0
100131656	2.0	1.0
100287404	0.0	0.0
100131661	0.0	2.0
503694	0.0	0.0
503693	338.0	113.0
493913	0.0	0.0
493911	443.0	257.0
751599	0.0	1.0
285033	348.0	186.0
100128017	0.0	0.0
442320	0.0	0.0
116412	595.0	337.0
442317	0.0	0.0
442318	0.0	0.0
442319	182.0	35.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	35.0	16.0
493900	356.0	103.0
100128012	3.0	2.0
100128011	2.0	0.0
285045	3.0	2.0
442304	0.0	0.0
442308	1.0	1.0
285051	7.0	0.0
10590	149.0	1.0
10592	1512.0	811.0
10591	1457.0	1706.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	2.0	0.0
10594	26753.0	16999.0
100873611	0.0	0.0
10595	0.0	1.0
10598	3952.0	4951.0
100873615	0.0	0.0
100873614	1.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	2.0	0.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	10.0	5.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	1.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	133.0	908.0
10570	21.0	24.0
116447	2998.0	3407.0
116449	61.0	18.0
116448	3.0	2.0
10579	6535.0	2810.0
100873639	0.0	0.0
100873638	7.0	5.0
10572	4053.0	7105.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	10844.0	16318.0
100873631	1.0	0.0
10573	3033.0	6126.0
100873630	0.0	0.0
10576	6287.0	6354.0
100873637	1.0	1.0
10575	8966.0	12075.0
100873636	0.0	0.0
10578	421.0	1300.0
100873635	0.0	1.0
10577	20194.0	317605.0
100873634	0.0	0.0
10581	2266.0	2157.0
10580	917.0	176.0
116437	21.0	0.0
100873629	0.0	0.0
116441	1198.0	493.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	99.0	25.0
116442	286.0	134.0
116444	65.0	5.0
128414	49.0	79.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2991.0	2189.0
100873620	0.0	0.0
10584	163.0	6.0
10587	2304.0	2416.0
100873626	0.0	0.0
10586	362.0	52.0
100873625	0.0	0.0
10589	10025.0	19993.0
100873624	0.0	0.0
10588	426.0	391.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	20.0	143.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	0.0
10558	6031.0	2380.0
10557	1098.0	1347.0
10559	1004.0	843.0
10550	11862.0	14061.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	8483.0	10660.0
100873653	0.0	0.0
10551	188.0	1022.0
100873652	0.0	0.0
10554	6498.0	5089.0
100873659	0.0	0.0
10553	2999.0	2399.0
128408	1.0	0.0
100873658	0.0	0.0
10556	1423.0	1635.0
100873657	0.0	0.0
10555	4537.0	12252.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	5.0	7.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	145.0	15.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	2.0	0.0
102466725	0.0	0.0
102466724	10.0	0.0
10569	7364.0	5023.0
100287482	47.0	76.0
100287483	3.0	2.0
10568	2589.0	296821.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1634.0	978.0
100873644	0.0	0.0
10560	3142.0	754.0
100873643	0.0	0.0
10563	619.0	92.0
100873642	0.0	0.0
10562	51.0	1.0
100873641	0.0	0.0
10565	6622.0	3873.0
100873648	2.0	0.0
10564	9785.0	5832.0
100873647	0.0	0.0
10567	5570.0	6222.0
100873646	0.0	0.0
10566	556.0	130.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	3.0	1.0
116369	142.0	127.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	4.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	50.0	41.0
574036	318.0	411.0
574038	0.0	0.0
83479	1809.0	691.0
116379	3.0	12.0
100128092	2.0	0.0
83478	9419.0	332.0
83473	1705.0	152.0
83475	951.0	1185.0
100128098	14.0	428.0
102466745	4.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	2137.0	1201.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	575.0	817.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	976.0	804.0
100128083	1.0	6.0
83468	5207.0	168.0
100128081	14.0	18.0
83461	154.0	121.0
128338	2568.0	2609.0
83464	4955.0	3505.0
83463	351.0	270.0
83460	307.0	121.0
100189028	6.0	4.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	2.0	0.0
102466750	0.0	0.0
153339	6481.0	3006.0
116349	789.0	778.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	473.0	174.0
346562	0.0	0.0
647415	1.0	2.0
128322	0.0	0.0
1809	8444.0	12954.0
116337	1.0	0.0
153328	2.0	68.0
1800	32.0	29.0
100128061	0.0	0.0
100128060	47.0	81.0
100128062	0.0	0.0
1808	2915.0	1617.0
83483	26340.0	15465.0
1807	3.0	1.0
1806	2235.0	1156.0
1805	6383.0	15.0
83480	890.0	810.0
1804	8784.0	27.0
1803	309.0	12201.0
1802	1064.0	934.0
83482	14.0	5.0
1801	2264.0	1143.0
83481	146.0	934.0
131965	868.0	511.0
1811	11.0	1.0
1810	4390.0	3744.0
143941	95.0	6.0
1819	2389.0	2285.0
1818	0.0	0.0
1817	0.0	0.0
1816	1.0	0.0
1815	195.0	45.0
100128054	14.0	0.0
1814	0.0	0.0
285084	1.0	0.0
1813	4.0	1.0
1812	32.0	2.0
100128055	5.0	0.0
647436	23.0	30.0
128387	1291.0	900.0
131973	0.0	2.0
1822	23436.0	13122.0
1821	3.0	4.0
1820	524.0	488.0
100128041	0.0	0.0
1829	12412.0	7206.0
1828	0.0	0.0
1827	7288.0	1013.0
285093	16.0	0.0
1826	8.0	3.0
100128043	0.0	0.0
1825	7.0	63.0
100128042	0.0	0.0
1824	1105.0	1576.0
1823	2.0	0.0
100128044	1.0	1.0
407977	5.0	2.0
407975	260.0	40.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	8.0	4.0
1832	32929.0	25699.0
1831	11475.0	5713.0
1830	1.0	4.0
574016	3.0	67.0
100128036	0.0	0.0
1839	1559.0	2472.0
1838	3506.0	3527.0
346528	14.0	1.0
1837	2596.0	1796.0
1836	1618.0	765.0
346525	1.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	2.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	757.0	2049.0
1843	202472.0	46337.0
1842	1570.0	154.0
1841	936.0	1769.0
1840	896.0	1085.0
574028	16.0	1.0
574029	14.0	4.0
100128025	169.0	73.0
1849	1385.0	1004.0
346517	0.0	0.0
1848	11345.0	38010.0
1847	2251.0	12789.0
100128020	0.0	0.0
1846	611.0	2731.0
100128023	1.0	0.0
1845	6492.0	5649.0
153396	2148.0	668.0
1855	4467.0	9191.0
1854	5593.0	3591.0
100131671	4.0	0.0
1852	0.0	0.0
1850	571.0	807.0
100131678	0.0	0.0
1859	8767.0	3651.0
1857	7666.0	4609.0
1856	3383.0	2801.0
724068	0.0	0.0
724067	0.0	0.0
202781	1440.0	937.0
1861	2813.0	2543.0
100131688	0.0	0.0
1869	115.0	646.0
724094	5.0	0.0
1880	2249.0	769.0
1877	2405.0	2985.0
100131691	355.0	67.0
1876	899.0	605.0
1875	919.0	488.0
83417	8.0	1.0
100131693	22.0	10.0
100327036	3.0	0.0
83416	389.0	136.0
200132	19.0	11.0
