id	6c4588e2-ce36-4ac6-b8b1-35f8dad9d4c9	e8f96d88-a746-4253-ac41-9e91f2c33c31
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	2.0	0.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	17.0	18.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	1.0
403254	0.0	0.0
126070	631.0	710.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	3.0
106481437	0.0	0.0
26974	454.0	430.0
153657	89.0	101.0
106481438	0.0	1.0
106481435	0.0	0.0
26973	2064.0	1709.0
165631	158.0	17.0
106481436	1.0	2.0
26978	11.0	12.0
126075	1510.0	1446.0
106481439	0.0	0.0
403250	0.0	0.0
126074	296.0	342.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2982.0	3679.0
106481444	9.0	15.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2565.0	4050.0
85354	0.0	0.0
85352	57.0	1.0
403241	3.0	10.0
344462	6.0	3.0
403244	0.0	0.0
403245	0.0	1.0
153642	924.0	1203.0
153643	289.0	142.0
403247	0.0	0.0
403248	0.0	0.0
26985	4271.0	3922.0
106481448	0.0	0.0
26986	39368.0	36249.0
126069	139.0	189.0
106481449	0.0	0.0
126068	1015.0	974.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1126.0	1455.0
106481447	1.0	0.0
106481451	2.0	0.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	43.0	38.0
106481455	1.0	0.0
85349	216.0	82.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	3.0	2.0
106481454	0.0	1.0
403238	0.0	0.0
85344	67.0	17.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	1.0	0.0
100873393	0.0	2.0
100873392	0.0	0.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	0.0
106481415	1.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2428.0	2009.0
100873390	0.0	0.0
728556	30.0	38.0
106481419	0.0	1.0
100128817	0.0	1.0
728558	199.0	178.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	609.0	531.0
106481423	0.0	1.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	4.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	419.0	335.0
100873384	0.0	0.0
285601	4.0	27.0
106481426	0.0	0.0
106481427	2.0	2.0
222005	1.0	1.0
63910	295.0	42.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	1809.0	1438.0
222008	13.0	0.0
106481428	0.0	1.0
106481429	1.0	0.0
63905	4810.0	4392.0
63904	0.0	0.0
106481430	1.0	0.0
163071	432.0	572.0
63906	866.0	1102.0
106481433	0.0	0.0
63908	1527.0	1308.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	6.0	0.0
285613	125.0	94.0
63920	831.0	956.0
63923	69.0	73.0
63922	411.0	697.0
728577	86.0	44.0
63925	1604.0	1829.0
63924	19.0	3.0
63916	3363.0	4312.0
63917	6048.0	7770.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	1.0
728564	1.0	2.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2170.0	1948.0
106481402	0.0	0.0
63931	2938.0	2541.0
106481403	0.0	0.0
63934	1394.0	1129.0
728567	3.0	1.0
106481408	0.0	2.0
163088	7.0	7.0
63933	5937.0	4440.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	5455.0	5031.0
163087	1135.0	1039.0
728568	877.0	791.0
106481407	6.0	6.0
3704	3336.0	3178.0
3705	8925.0	8850.0
63926	1631.0	3232.0
3706	21.0	125.0
63929	1578.0	1359.0
3707	3011.0	3454.0
63928	3.0	7.0
3708	24555.0	9061.0
106481411	0.0	0.0
3709	3355.0	3102.0
106481412	0.0	0.0
106481410	0.0	1.0
3700	18.0	18.0
3702	474.0	29.0
3703	14301.0	13432.0
645506	1.0	0.0
151050	2490.0	2360.0
645520	0.0	0.0
63941	2322.0	3511.0
63940	1000.0	352.0
63943	634.0	718.0
728517	0.0	0.0
163033	952.0	1486.0
258010	7682.0	6053.0
63947	0.0	0.0
63946	0.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	12261.0	8151.0
100033804	0.0	0.0
3717	1357.0	998.0
100033805	0.0	0.0
3718	714.0	109.0
63939	1842.0	2074.0
100033806	0.0	0.0
100190799	4.0	0.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	156.0	150.0
3710	18391.0	9171.0
3712	21211.0	17314.0
3713	1.0	0.0
3714	786.0	2537.0
63950	3.0	3.0
728505	0.0	0.0
63951	735.0	847.0
100033807	0.0	0.0
728501	11.0	12.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	30407.0	75977.0
100033814	0.0	0.0
3727	33719.0	56358.0
63948	12.0	2.0
100033815	0.0	0.0
222052	5.0	0.0
3728	22418.0	26975.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1138.0	1183.0
151056	301.0	56.0
3725	88414.0	206443.0
645528	2.0	0.0
728532	20.0	10.0
163059	545.0	824.0
728538	0.0	0.0
728537	209.0	136.0
63967	30.0	169.0
3737	149.0	20.0
3738	247.0	74.0
3739	1.0	0.0
645538	0.0	0.0
3730	2844.0	4385.0
3732	2938.0	3845.0
3734	0.0	0.0
3735	7757.0	5699.0
3736	158.0	12.0
63970	12.0	5.0
3750	158.0	193.0
63971	7538.0	9927.0
63974	0.0	0.0
163049	4177.0	3425.0
63973	2.0	1.0
63976	4804.0	4954.0
222068	20409.0	21244.0
63978	0.0	0.0
63977	572.0	718.0
63979	505.0	558.0
728524	0.0	0.0
3748	1342.0	3458.0
163051	58.0	84.0
3749	573.0	750.0
163050	54.0	108.0
3741	123.0	107.0
645548	3.0	8.0
3743	1.0	2.0
3744	0.0	2.0
3745	91.0	40.0
3746	4.0	20.0
3747	0.0	0.0
285671	3215.0	1846.0
285672	2514.0	2014.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	2.0	0.0
285676	74.0	262.0
3761	0.0	0.0
100128657	0.0	0.0
285679	3.0	1.0
100861449	0.0	1.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	258.0	615.0
283008	15.0	12.0
3751	86.0	0.0
100873435	0.0	0.0
3752	292.0	44.0
100873434	0.0	0.0
3753	16.0	8.0
100873433	0.0	0.0
3754	14.0	11.0
100873432	0.0	0.0
3755	16.0	4.0
100873439	0.0	0.0
3756	12.0	2.0
100873438	0.0	0.0
3757	33.0	2.0
100873437	0.0	0.0
3758	347.0	548.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	114.0	135.0
3772	21637.0	18137.0
100861458	0.0	0.0
100861453	21.0	28.0
100861455	0.0	0.0
1107	17292.0	17635.0
1106	9248.0	10363.0
1105	2674.0	2520.0
1104	965.0	1396.0
100873429	0.0	0.0
1103	0.0	0.0
1102	4582.0	2898.0
1101	95.0	171.0
3762	568.0	279.0
100873424	0.0	0.0
3763	1.0	1.0
100128640	184.0	146.0
100873423	0.0	0.0
3764	802.0	437.0
100873422	0.0	0.0
3765	6.0	10.0
100873421	1.0	4.0
3766	68.0	394.0
100873428	0.0	0.0
3767	802.0	1902.0
100873427	0.0	0.0
3768	520.0	571.0
1109	1.0	3.0
100873426	1.0	2.0
1108	21363.0	26414.0
3769	446.0	497.0
100873425	0.0	0.0
100128637	1.0	3.0
100128639	2.0	0.0
3780	15.0	7.0
100873453	0.0	0.0
3781	22.0	87.0
100873452	0.0	0.0
3782	778.0	1418.0
100873451	0.0	0.0
3783	159.0	50.0
100873450	0.0	0.0
1121	2763.0	3248.0
100861468	1.0	0.0
1120	226.0	145.0
100861469	0.0	0.0
1118	356.0	3452.0
1117	2023.0	321.0
1116	870.0	348.0
1114	156.0	14.0
1113	2.0	0.0
1112	3523.0	1843.0
1111	394.0	654.0
3773	25840.0	44045.0
100873457	1.0	1.0
100873456	0.0	0.0
3775	1473.0	1533.0
100873455	0.0	0.0
3776	3153.0	1175.0
100873454	0.0	0.0
3777	1396.0	2198.0
3778	228.0	150.0
3779	67.0	158.0
100873459	0.0	0.0
1119	3501.0	3926.0
100128627	3.0	4.0
100128626	2.0	0.0
3790	360.0	313.0
100128628	11.0	11.0
3791	4753.0	16964.0
100873442	0.0	0.0
3792	21.0	27.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	3.0	1.0
1131	220.0	1016.0
1130	3218.0	2289.0
100861476	2.0	0.0
1129	4.0	0.0
1128	8.0	4.0
1124	1197.0	2113.0
1123	663.0	447.0
1122	1563.0	1084.0
100861470	0.0	0.0
3784	19962.0	12933.0
100873446	0.0	0.0
3785	1.0	2.0
100873445	0.0	0.0
3786	146.0	136.0
100873444	0.0	0.0
3787	4.0	1.0
100873443	0.0	0.0
3788	2.0	2.0
100873449	5.0	4.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	218.0	89.0
100128618	1.0	0.0
728597	4.0	0.0
100128617	8.0	4.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	58.0	25.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	13.0	5.0
285634	4.0	5.0
1142	0.0	0.0
1141	19.0	3.0
285636	2998.0	2756.0
1140	1746.0	2689.0
728599	4.0	1.0
1139	152.0	193.0
1138	20.0	21.0
1137	192.0	698.0
100861485	0.0	0.0
1136	11.0	1.0
1135	0.0	0.0
1134	3.0	15.0
1133	3.0	2.0
3795	286.0	125.0
100873479	7.0	6.0
3796	1689.0	1002.0
100873478	0.0	0.0
3797	967.0	987.0
100873477	3.0	2.0
3798	311.0	196.0
100873476	0.0	0.0
3799	16901.0	11128.0
100873460	0.0	0.0
728586	18.0	28.0
285641	1.0	1.0
100873464	2.0	1.0
100873463	0.0	1.0
100873462	2.0	1.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1673.0	3918.0
1153	32302.0	33781.0
1152	22027.0	43104.0
285647	55.0	33.0
728589	19.0	6.0
728588	0.0	0.0
1149	10.0	1.0
1147	2361.0	1763.0
1146	2.0	3.0
1145	25.0	33.0
1144	3.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	1.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	588.0	1695.0
1163	435.0	511.0
285659	0.0	0.0
1161	694.0	618.0
1160	778.0	535.0
1159	173.0	77.0
1158	0.0	2.0
1157	0.0	0.0
1155	2899.0	2924.0
550643	2966.0	4207.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3582.0	2661.0
1175	2653.0	3009.0
285668	17.0	3.0
1174	2131.0	3186.0
1173	19454.0	16952.0
550631	415.0	708.0
100873489	0.0	0.0
283014	14.0	14.0
100873488	0.0	0.0
100873487	1.0	2.0
283093	0.0	0.0
283092	0.0	0.0
1187	1202.0	1133.0
1186	5743.0	4910.0
1185	2182.0	2013.0
1184	997.0	1046.0
1183	3017.0	2071.0
1182	8228.0	7192.0
1181	515.0	627.0
440375	77.0	42.0
1180	7.0	3.0
1179	0.0	0.0
1178	2.0	0.0
283089	43.0	37.0
85495	0.0	0.0
85480	94.0	4.0
283080	0.0	0.0
1198	3780.0	4097.0
1197	0.0	1.0
1196	2135.0	3076.0
1195	8411.0	11444.0
440366	0.0	0.0
1193	7083.0	4164.0
1192	13796.0	15717.0
1191	163394.0	186051.0
1188	2129.0	1084.0
283078	267.0	82.0
85486	7.0	4.0
128615	0.0	0.0
85481	0.0	1.0
128611	286.0	9.0
440396	42.0	55.0
128609	0.0	0.0
128602	3.0	3.0
440387	3.0	8.0
128674	5.0	0.0
128676	0.0	0.0
114026	1.0	0.0
100861402	5.0	6.0
126014	113.0	126.0
440335	77.0	25.0
100128690	0.0	0.0
114034	1256.0	1148.0
126006	39.0	107.0
114036	364.0	69.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	82.0	90.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	3.0	1.0
100128678	2.0	1.0
100861429	0.0	0.0
128653	0.0	0.0
200728	550.0	508.0
440356	5.0	5.0
440354	66.0	84.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	8.0	14.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	196.0	259.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	70.0	73.0
200734	3782.0	4726.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	4.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	17.0	7.0
100873402	0.0	0.0
100873401	0.0	2.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4842.0	5146.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	4.0	1.0
165530	14.0	5.0
85409	29.0	36.0
106481385	2.0	1.0
106481386	0.0	2.0
85416	0.0	0.0
106481383	2.0	1.0
85417	58.0	52.0
106481384	0.0	0.0
103106903	3.0	3.0
85414	152.0	36.0
106481389	0.0	1.0
85415	1042.0	826.0
106481387	1.0	0.0
85413	1.0	6.0
106481388	0.0	10.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	1.0	5.0
106481380	0.0	0.0
11	0.0	0.0
403341	1088.0	1442.0
12	7.0	0.0
13	4.0	0.0
14	9873.0	10460.0
15	9.0	16.0
16	17430.0	12298.0
645455	1.0	0.0
18	7197.0	8561.0
19	1858.0	4131.0
128580	1.0	4.0
85407	166.0	41.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1903.0	1604.0
106481395	0.0	1.0
85403	2558.0	2139.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	11741.0	11982.0
106481390	0.0	0.0
21	10927.0	6784.0
106481391	0.0	0.0
22	1549.0	1460.0
153571	124.0	11.0
153572	136.0	19.0
23	5302.0	5519.0
24	83.0	67.0
25	10267.0	9642.0
26	104.0	21.0
27	2114.0	2094.0
28	3486.0	3017.0
29	3011.0	4073.0
153579	1059.0	2332.0
728615	0.0	0.0
728614	0.0	0.0
200765	367.0	537.0
106481358	1.0	0.0
106481359	0.0	0.0
728611	46.0	139.0
102466518	1.0	0.0
102466516	6.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	2185.0	2802.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3391.0	2955.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	409.0	358.0
106481366	0.0	0.0
30	4428.0	4362.0
106481360	1.0	1.0
31	3039.0	3048.0
32	7069.0	2619.0
33	2773.0	1550.0
34	6547.0	3802.0
35	2799.0	2118.0
153562	6088.0	7587.0
36	4786.0	3072.0
37	22359.0	17388.0
38	9919.0	3990.0
440307	18.0	5.0
39	943.0	641.0
165545	6.0	4.0
106481369	0.0	0.0
728606	184.0	260.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	2.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	0.0	1.0
106481370	0.0	0.0
41	54.0	122.0
106481371	0.0	0.0
43	96.0	53.0
645486	0.0	0.0
47	9207.0	7844.0
48	7642.0	4719.0
49	13.0	59.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	1.0	0.0
106481341	0.0	0.0
