id	c643bb69-8c28-42bb-b7b8-1e27f0a46cfb	39113e53-0d26-4616-b23e-fb4c70dec853
106481405	0.0	0.0
63932	573.0	1531.0
106481402	0.0	1.0
63931	830.0	1760.0
106481403	0.0	0.0
63934	84.0	834.0
728567	9.0	1.0
106481408	0.0	1.0
163088	0.0	12.0
63933	748.0	2100.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	1732.0	4019.0
163087	213.0	703.0
728568	213.0	411.0
106481407	10.0	4.0
3704	2128.0	3635.0
3705	1717.0	3432.0
63926	99.0	581.0
3706	15.0	62.0
63929	388.0	907.0
3707	2266.0	2347.0
63928	0.0	2.0
3708	1678.0	4618.0
106481411	0.0	1.0
3709	692.0	2962.0
106481412	1.0	0.0
106481410	0.0	0.0
3700	27.0	65.0
3702	1931.0	1269.0
3703	2375.0	9274.0
645506	0.0	0.0
151050	150.0	2435.0
645520	0.0	0.0
63941	456.0	1316.0
63940	5398.0	1759.0
63943	250.0	613.0
728517	0.0	1.0
163033	250.0	1157.0
258010	1221.0	4125.0
63947	0.0	0.0
63946	1.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	5438.0	11130.0
100033804	0.0	0.0
3717	651.0	1119.0
100033805	0.0	0.0
3718	3906.0	2284.0
63939	269.0	856.0
100033806	0.0	0.0
100190799	6.0	17.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	54.0	185.0
3710	662.0	16396.0
3712	1879.0	8183.0
3713	1.0	470.0
3714	259.0	1902.0
63950	12.0	4.0
728505	0.0	0.0
63951	42.0	290.0
100033807	0.0	0.0
728501	202.0	52.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	24345.0	25615.0
100033814	0.0	0.0
3727	46002.0	23406.0
63948	2.0	8.0
100033815	0.0	0.0
222052	2.0	0.0
3728	2669.0	25567.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	578.0	1307.0
151056	101.0	349.0
3725	21169.0	43585.0
645528	14.0	1.0
728532	7.0	33.0
163059	89.0	398.0
728538	1.0	1.0
728537	65.0	336.0
63967	62.0	120.0
3737	33.0	22.0
3738	187.0	123.0
3739	5.0	1.0
645538	0.0	0.0
3730	206.0	3842.0
3732	2923.0	2495.0
3734	0.0	0.0
3735	4233.0	6051.0
3736	23.0	34.0
63970	5.0	8.0
3750	60.0	276.0
63971	568.0	5684.0
63974	3.0	0.0
163049	712.0	2291.0
63973	0.0	0.0
63976	213.0	1659.0
222068	2879.0	15626.0
63978	0.0	0.0
63977	446.0	725.0
63979	152.0	408.0
728524	0.0	0.0
3748	146.0	2857.0
163051	20.0	53.0
3749	231.0	530.0
163050	25.0	62.0
3741	34.0	66.0
645548	5.0	9.0
3743	11.0	0.0
3744	0.0	0.0
3745	8.0	37.0
3746	1.0	5.0
3747	0.0	0.0
285671	219.0	1145.0
285672	1236.0	1420.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	6.0	3.0
285676	15.0	150.0
3761	1.0	3.0
100128657	0.0	1.0
285679	1.0	2.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	41.0	1164.0
283008	0.0	3.0
3751	7.0	24.0
100873435	0.0	1.0
3752	40.0	85.0
100873434	0.0	0.0
3753	7.0	32.0
100873433	0.0	0.0
3754	67.0	16.0
100873432	0.0	0.0
3755	73.0	25.0
100873439	0.0	0.0
3756	1.0	6.0
100873438	0.0	0.0
3757	43.0	26.0
100873437	0.0	0.0
3758	33.0	19.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	62.0	112.0
3772	1064.0	21810.0
100861458	1.0	1.0
100861453	2.0	20.0
100861455	0.0	0.0
1107	4229.0	9854.0
1106	2015.0	9289.0
1105	1017.0	2783.0
1104	881.0	1677.0
100873429	0.0	0.0
1103	1.0	0.0
1102	532.0	2385.0
1101	1.0	83.0
3762	229.0	414.0
100873424	0.0	0.0
3763	45.0	11.0
100128640	8.0	105.0
100873423	0.0	0.0
3764	259.0	449.0
100873422	0.0	0.0
3765	3.0	8.0
100873421	0.0	1.0
3766	152.0	69.0
100873428	0.0	0.0
3767	111.0	382.0
100873427	0.0	0.0
3768	76.0	152.0
1109	5.0	5.0
100873426	0.0	0.0
1108	5250.0	21755.0
3769	4.0	56.0
100873425	0.0	0.0
100128637	0.0	1.0
100128639	0.0	0.0
3780	25.0	21.0
100873453	0.0	0.0
3781	13.0	47.0
100873452	0.0	0.0
3782	290.0	1030.0
100873451	0.0	0.0
3783	1043.0	1996.0
100873450	0.0	0.0
1121	280.0	1457.0
100861468	0.0	0.0
1120	482.0	921.0
100861469	0.0	0.0
1118	1040.0	6303.0
1117	1613.0	1133.0
1116	483.0	2698.0
1114	261.0	197.0
1113	0.0	0.0
1112	1524.0	2519.0
1111	495.0	344.0
3773	1485.0	32467.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	134.0	1112.0
100873455	0.0	0.0
3776	178.0	698.0
100873454	0.0	0.0
3777	205.0	1228.0
3778	623.0	329.0
3779	97.0	304.0
100873459	0.0	0.0
1119	726.0	3146.0
100128627	1.0	0.0
100128626	0.0	1.0
3790	29.0	325.0
100128628	1.0	12.0
3791	463.0	3656.0
100873442	0.0	0.0
3792	278.0	62.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	3.0	7.0
1131	16.0	177.0
1130	1025.0	4513.0
100861476	0.0	1.0
1129	0.0	0.0
1128	0.0	3.0
1124	144.0	1994.0
1123	738.0	1002.0
1122	323.0	862.0
100861470	0.0	0.0
3784	1336.0	5142.0
100873446	0.0	0.0
3785	5.0	4.0
100873445	0.0	0.0
3786	22.0	2015.0
100873444	0.0	0.0
3787	5.0	122.0
100873443	0.0	0.0
3788	2.0	7.0
100873449	3.0	10.0
100873448	3.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	27.0	527.0
100128618	1.0	0.0
728597	0.0	0.0
100128617	5.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	4.0	30.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	13.0	9.0
285634	0.0	6.0
1142	3.0	1.0
1141	0.0	2.0
285636	353.0	2556.0
1140	313.0	1803.0
728599	0.0	5.0
1139	5.0	37.0
1138	18.0	28.0
1137	83.0	142.0
100861485	0.0	0.0
1136	40.0	25.0
1135	5.0	2.0
1134	67.0	28.0
1133	8.0	17.0
3795	130.0	107.0
100873479	0.0	13.0
3796	562.0	1040.0
100873478	0.0	0.0
3797	207.0	1449.0
100873477	0.0	1.0
3798	12.0	120.0
100873476	0.0	0.0
3799	2315.0	10183.0
100873460	0.0	0.0
728586	4.0	22.0
285641	2.0	0.0
100873464	1.0	8.0
100873463	1.0	0.0
100873462	0.0	7.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	820.0	5219.0
1153	15000.0	26572.0
1152	3440.0	8312.0
285647	1.0	36.0
728589	0.0	17.0
728588	0.0	0.0
1149	13.0	0.0
1147	465.0	1511.0
1146	1.0	0.0
1145	108.0	99.0
1144	1.0	0.0
100873468	1.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	1.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	2.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	1203.0	1043.0
1163	694.0	572.0
285659	0.0	0.0
1161	160.0	434.0
1160	40.0	162.0
1159	12.0	71.0
1158	4.0	0.0
1157	0.0	0.0
1155	2517.0	3764.0
550643	1401.0	2755.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	3.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	1.0	0.0
1176	1371.0	3808.0
1175	2633.0	2526.0
285668	9.0	3.0
1174	780.0	2595.0
1173	6241.0	19321.0
550631	109.0	436.0
100873489	0.0	0.0
283014	5.0	11.0
100873488	0.0	0.0
100873487	1.0	1.0
283093	0.0	0.0
283092	0.0	0.0
1187	63.0	155.0
1186	770.0	3876.0
1185	359.0	1512.0
1184	88.0	308.0
1183	215.0	828.0
1182	594.0	4044.0
1181	79.0	405.0
440375	7.0	43.0
1180	7.0	24.0
1179	0.0	0.0
1178	2.0	1.0
283089	6.0	20.0
85495	0.0	0.0
85480	38.0	92.0
283080	3.0	0.0
1198	1810.0	4530.0
1197	1.0	2.0
1196	813.0	4127.0
1195	4048.0	13254.0
440366	3.0	0.0
1193	1310.0	3722.0
1192	14762.0	19443.0
1191	107888.0	494277.0
1188	112.0	340.0
283078	16.0	107.0
85486	6.0	3.0
128615	0.0	0.0
85481	0.0	0.0
128611	436.0	522.0
440396	12.0	60.0
128609	0.0	0.0
128602	0.0	0.0
440387	3.0	5.0
128674	1.0	6.0
128676	0.0	1.0
114026	1.0	0.0
100861402	3.0	5.0
126014	155.0	309.0
440335	19.0	3.0
100128690	0.0	0.0
114034	604.0	1018.0
126006	56.0	57.0
114036	31.0	73.0
100128696	0.0	0.0
100128688	1.0	0.0
126003	163.0	74.0
100861412	0.0	0.0
105180390	0.0	2.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	4.0	0.0
100128678	0.0	1.0
100861429	0.0	0.0
128653	0.0	0.0
200728	80.0	508.0
440356	1.0	2.0
440354	112.0	95.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	1.0
128646	1.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	15.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	2.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	101.0	232.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	12.0	133.0
200734	391.0	3746.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	2.0	1.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	951.0	3454.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	3.0	3.0
165530	67.0	61.0
85409	68.0	145.0
106481385	5.0	0.0
106481386	0.0	0.0
85416	2.0	0.0
106481383	0.0	5.0
85417	11.0	32.0
106481384	0.0	0.0
103106903	0.0	1.0
85414	80.0	103.0
106481389	0.0	0.0
85415	109.0	531.0
106481387	4.0	0.0
85413	4.0	5.0
106481388	0.0	6.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	0.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	186.0	1101.0
12	17.0	6.0
13	4.0	0.0
14	2157.0	7583.0
15	21.0	28.0
16	3040.0	8381.0
645455	2.0	23.0
18	663.0	7667.0
19	490.0	4512.0
128580	6.0	8.0
85407	53.0	67.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	116.0	1348.0
106481395	1.0	0.0
85403	363.0	1608.0
106481398	0.0	1.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	1130.0	10076.0
106481390	0.0	0.0
21	1760.0	6904.0
106481391	0.0	0.0
22	691.0	1040.0
153571	37.0	25.0
153572	19.0	58.0
23	1993.0	3929.0
24	8.0	569.0
25	875.0	8591.0
26	67.0	66.0
27	372.0	1883.0
28	526.0	9043.0
29	1399.0	5403.0
153579	301.0	1156.0
728615	0.0	1.0
728614	0.0	0.0
200765	155.0	402.0
106481358	3.0	0.0
106481359	0.0	0.0
728611	18.0	92.0
102466518	0.0	1.0
102466516	1.0	24.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	229.0	1667.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	1733.0	3376.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	269.0	500.0
106481366	0.0	0.0
30	1397.0	3960.0
106481360	0.0	0.0
31	454.0	2057.0
32	434.0	1269.0
33	215.0	1944.0
34	963.0	2256.0
35	645.0	1571.0
153562	380.0	2598.0
36	425.0	1342.0
37	6210.0	22743.0
38	1827.0	2430.0
440307	4.0	13.0
39	577.0	643.0
165545	17.0	9.0
106481369	0.0	0.0
728606	45.0	182.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	1.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	2.0	1.0
40	4.0	11.0
106481370	0.0	0.0
41	30.0	90.0
106481371	0.0	0.0
43	274.0	187.0
645486	0.0	0.0
47	1890.0	7878.0
48	709.0	3588.0
49	3.0	29.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	1.0	5.0
106481340	0.0	0.0
85458	184.0	1454.0
106481345	0.0	0.0
85459	215.0	814.0
106481346	0.0	0.0
85456	1302.0	12508.0
442910	0.0	6.0
106481343	0.0	0.0
85457	383.0	2062.0
442911	0.0	0.0
