id	c13bf3e3-3287-485b-a5d2-5371af7897fb	e57f046b-b3b6-4774-9659-3c88cd589c19
196951	382.0	260.0
91523	444.0	529.0
91522	16992.0	2696.0
121391	0.0	4.0
145376	41.0	14.0
400986	131.0	133.0
400984	44.0	40.0
196968	69.0	21.0
157378	1765.0	1713.0
723961	0.0	0.0
145389	571.0	514.0
157381	0.0	5.0
91543	1000.0	1016.0
91544	3289.0	2295.0
102724923	0.0	2.0
652423	0.0	1.0
169355	48.0	15.0
400966	5.0	10.0
121364	0.0	0.0
400961	826.0	528.0
157376	0.0	0.0
91574	1307.0	1372.0
157313	63.0	30.0
157317	0.0	0.0
147991	2588.0	1772.0
399495	8.0	1.0
159963	0.0	8.0
100506965	2491.0	1929.0
100506963	74.0	55.0
387495	0.0	0.0
387496	223.0	55.0
387494	2.0	1.0
387491	0.0	0.0
387492	55.0	49.0
387486	0.0	0.0
157310	2534.0	2349.0
100506994	39.0	47.0
338470	1.0	0.0
170302	29.0	496.0
204010	2.0	76.0
399473	149.0	222.0
399474	68.0	46.0
91584	395.0	488.0
159989	60.0	23.0
91582	3291.0	3608.0
107126360	1.0	0.0
133383	440.0	588.0
100506930	1454.0	1915.0
100820741	0.0	0.0
338448	0.0	0.0
8808	606.0	709.0
8809	266.0	170.0
54512	698.0	807.0
54511	30.0	0.0
54510	725.0	394.0
54516	501.0	389.0
8802	6522.0	5347.0
8803	3018.0	2820.0
54514	5.0	0.0
8800	942.0	518.0
8801	4323.0	5777.0
8807	79.0	46.0
400916	2675.0	1785.0
54518	1086.0	1027.0
8804	8916.0	11108.0
100506939	3.0	0.0
54517	984.0	606.0
8805	1639.0	2478.0
8820	56.0	44.0
8821	649.0	374.0
338440	1259.0	1292.0
338442	33.0	480.0
8819	512.0	521.0
100820732	0.0	0.0
255620	2.0	10.0
54522	377.0	357.0
54521	1205.0	1398.0
54520	3427.0	3394.0
100820735	1.0	0.0
8813	1774.0	2391.0
170393	5.0	13.0
8814	290.0	240.0
170392	289.0	50.0
100506925	0.0	0.0
8811	5.0	26.0
8812	622.0	634.0
8817	63.0	74.0
8818	2866.0	1789.0
54529	2111.0	2301.0
255626	0.0	0.0
8815	5133.0	5631.0
8816	4989.0	5159.0
170394	1425.0	2006.0
8831	1494.0	1176.0
8832	1850.0	628.0
100506953	1.0	0.0
338433	0.0	0.0
338436	1.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1160.0	1152.0
54532	1566.0	2002.0
54531	1030.0	1242.0
54538	2455.0	1797.0
8824	7242.0	6347.0
8825	512.0	470.0
54537	2148.0	1313.0
54536	4756.0	3024.0
8822	126.0	97.0
8823	1.0	0.0
54535	1445.0	1599.0
8828	2673.0	7398.0
8829	5864.0	5160.0
8826	16172.0	33037.0
54539	4909.0	5598.0
8842	744.0	3719.0
8843	11.0	51.0
8840	71.0	35.0
8841	3019.0	3030.0
100158257	0.0	0.0
54541	949.0	8011.0
54540	2257.0	2436.0
54545	2494.0	2831.0
54544	0.0	10.0
54543	6541.0	7427.0
54542	3846.0	2867.0
54549	1017.0	254.0
8835	835.0	527.0
8836	256.0	240.0
8833	3270.0	3029.0
8834	1029.0	1394.0
54546	2.0	0.0
8839	73.0	25.0
8837	11089.0	14525.0
8838	15.0	35.0
101928483	56.0	133.0
8850	2471.0	2625.0
101928484	1.0	0.0
8853	2791.0	3177.0
8854	73.0	22.0
8851	135.0	91.0
8852	0.0	0.0
400960	965.0	528.0
338412	18.0	5.0
338413	4.0	2.0
54552	816.0	447.0
400957	2.0	2.0
54551	54.0	7.0
54550	5.0	6.0
196996	1180.0	956.0
400955	8.0	16.0
400954	1764.0	986.0
54556	1281.0	781.0
54555	1734.0	1968.0
400952	2.0	0.0
54554	817.0	793.0
400950	22.0	9.0
8846	678.0	797.0
100820709	25.0	14.0
8847	123.0	232.0
54558	1194.0	1312.0
8844	3648.0	2602.0
54557	600.0	488.0
8848	12447.0	19315.0
196993	15.0	29.0
8861	4407.0	7370.0
101928492	1106.0	408.0
8864	3493.0	1026.0
6201	15238.0	23310.0
6203	29925.0	49880.0
8862	145.0	1812.0
101928496	3.0	0.0
8863	5836.0	2310.0
6202	33137.0	69301.0
723972	2.0	6.0
400946	57.0	78.0
400945	33.0	99.0
54567	1080.0	1263.0
54566	7224.0	3112.0
400941	14.0	5.0
8857	70447.0	18764.0
8858	21.0	1.0
54569	0.0	0.0
8856	13.0	20.0
54568	0.0	0.0
8859	797.0	1022.0
8871	1996.0	2238.0
8872	2278.0	2832.0
6210	16438.0	28996.0
8870	4128.0	13927.0
100421500	1.0	0.0
8875	218.0	53.0
8876	142.0	74.0
8874	3206.0	2552.0
100421506	4.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	99.0	3.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	0.0	0.0
54578	0.0	0.0
255631	14.0	32.0
400931	85.0	84.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	41927.0	58607.0
100506915	268.0	5.0
8869	4384.0	12838.0
6204	6175.0	10182.0
6207	13282.0	19654.0
6206	31473.0	49026.0
8867	1456.0	1298.0
54579	0.0	0.0
6209	9036.0	16930.0
6208	29879.0	43829.0
170384	728.0	1045.0
100506916	0.0	0.0
8882	2147.0	2279.0
8883	1984.0	2868.0
8880	7401.0	7853.0
8881	3389.0	4124.0
8886	4485.0	5151.0
6223	20499.0	46101.0
100421512	2.0	0.0
8887	11011.0	11690.0
6222	39956.0	63772.0
8884	1137.0	1048.0
6224	26241.0	43176.0
100421515	44.0	28.0
54581	364.0	308.0
54580	0.0	0.0
54585	2975.0	2148.0
54584	251.0	302.0
54583	3070.0	3368.0
54587	2281.0	2722.0
54586	4.0	4.0
8879	4776.0	6721.0
170371	319.0	376.0
170370	0.0	0.0
8877	535.0	2125.0
6218	25027.0	42677.0
6217	24467.0	34608.0
8878	25857.0	37186.0
6219	3.0	1.0
100506907	0.0	0.0
100506906	204.0	146.0
255649	2.0	0.0
6230	20526.0	33167.0
8893	2629.0	3256.0
8894	3237.0	5443.0
101928440	0.0	0.0
8891	958.0	1342.0
6232	26369.0	47678.0
8892	4166.0	3407.0
6231	5638.0	9361.0
8897	672.0	692.0
6234	9484.0	20376.0
8898	1536.0	1631.0
6233	23442.0	28208.0
8895	8549.0	5752.0
6236	3033.0	16609.0
8896	2174.0	2330.0
6235	10541.0	18562.0
101928442	0.0	1.0
101928448	21.0	38.0
8890	1696.0	2781.0
280659	8.0	5.0
280657	3.0	0.0
280658	1.0	2.0
280655	1.0	2.0
253039	1464.0	883.0
6227	10148.0	17484.0
6226	3.0	5.0
6229	34399.0	57761.0
8888	4883.0	4604.0
6228	23237.0	32792.0
6241	458.0	177.0
6240	2212.0	3169.0
100421411	0.0	0.0
6242	1800.0	2586.0
100421413	7.0	3.0
101928455	4.0	0.0
6244	1.0	0.0
6247	37.0	25.0
100421415	15.0	10.0
6246	0.0	0.0
280644	1.0	5.0
253044	0.0	4.0
6238	59189.0	27388.0
6237	1777.0	5264.0
8899	5739.0	5395.0
6239	4961.0	3829.0
6252	724.0	264.0
100421420	12.0	9.0
6251	4014.0	4300.0
100421422	0.0	0.0
6253	143.0	225.0
6256	9375.0	3868.0
100421424	0.0	0.0
6258	27.0	2081.0
6257	4653.0	4289.0
100421428	0.0	2.0
101928469	1.0	0.0
100421429	4.0	1.0
280637	0.0	0.0
280636	3210.0	5025.0
253018	61.0	37.0
253017	1.0	0.0
253012	1.0	6.0
6249	13229.0	12613.0
6248	0.0	0.0
6263	82.0	68.0
100421431	2.0	6.0
6262	3849.0	24.0
100421432	1.0	3.0
101928470	1.0	0.0
100421433	1.0	0.0
100421436	36.0	14.0
100421439	0.0	0.0
6261	254.0	2359.0
6260	3.0	1.0
6259	4215.0	5028.0
100421430	0.0	1.0
6274	32.0	99.0
6273	311.0	8873.0
6276	123.0	400.0
6275	2984.0	19058.0
6278	0.0	6.0
6277	25124.0	150300.0
6279	378.0	406.0
6272	10646.0	14486.0
6271	5597.0	44405.0
6285	121.0	1521.0
6284	6983.0	11428.0
100421455	0.0	0.0
6286	8.0	8.0
6289	13.0	162.0
6288	34.0	354.0
6281	3071.0	8731.0
6280	889.0	2290.0
6283	7.0	3.0
6282	7903.0	26266.0
123920	1305.0	2273.0
100421451	1.0	0.0
6296	151.0	131.0
6295	3.0	1.0
6297	2386.0	753.0
6299	5139.0	5073.0
101928420	0.0	0.0
6290	0.0	0.0
6291	0.0	5.0
6294	5163.0	5062.0
6293	3952.0	3924.0
100421478	0.0	0.0
100421479	0.0	1.0
280664	2.0	0.0
54505	3552.0	2414.0
280660	2.0	0.0
54504	8847.0	13524.0
280661	16.0	6.0
54503	965.0	1643.0
54502	18484.0	10388.0
54509	310.0	607.0
123904	0.0	1.0
54508	124.0	296.0
100421473	0.0	0.0
54507	787.0	1144.0
100421487	0.0	0.0
133308	164.0	347.0
147945	20.0	2.0
123970	3.0	0.0
100421480	0.0	11.0
147947	1013.0	859.0
147948	446.0	290.0
147949	366.0	284.0
100421484	0.0	0.0
100421485	1.0	0.0
100421498	8.0	1.0
100421499	0.0	0.0
101060006	0.0	1.0
101060005	1.0	3.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	11.0	2.0
147965	1034.0	1520.0
147968	101.0	140.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	2.0	2.0
121360	0.0	0.0
101060032	27.0	39.0
135924	0.0	0.0
135927	2.0	3.0
121355	12.0	13.0
147906	131.0	55.0
135932	778.0	26.0
101060045	0.0	2.0
135935	0.0	1.0
101060040	0.0	0.0
147912	1398.0	934.0
135942	0.0	0.0
135941	2.0	0.0
121340	22.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	5.0	16.0
147923	677.0	400.0
147920	15.0	179.0
147929	205.0	175.0
104326192	1.0	1.0
104326193	0.0	0.0
375444	144.0	118.0
104326189	5.0	1.0
101060020	0.0	0.0
375449	2003.0	2873.0
104326188	0.0	0.0
121328	14.0	2.0
91653	3448.0	1151.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	436.0	2458.0
27085	133.0	156.0
27086	3436.0	2023.0
389756	0.0	0.0
147429	141.0	99.0
27089	3134.0	4297.0
91646	61.0	3.0
91647	906.0	1104.0
642968	10.0	1.0
135458	11.0	5.0
390766	1.0	0.0
27098	300.0	88.0
27099	1.0	1.0
27097	1437.0	1523.0
389741	163.0	211.0
27090	890.0	879.0
27091	2.0	1.0
27094	70.0	102.0
27095	4543.0	6318.0
27092	11.0	143.0
642976	1.0	2.0
400629	1.0	3.0
27093	0.0	0.0
160428	254.0	111.0
375133	442.0	587.0
387122	1.0	1.0
390730	2.0	1.0
390732	0.0	0.0
390735	0.0	0.0
387119	602.0	396.0
27063	3.0	41.0
387117	0.0	0.0
27069	11046.0	10653.0
400612	32.0	19.0
27067	1949.0	2532.0
27068	3362.0	5344.0
221908	664.0	1575.0
341799	0.0	0.0
400619	25.0	444.0
642987	368.0	89.0
400618	124.0	12.0
400617	70.0	341.0
64065	4061.0	33916.0
91662	38.0	28.0
91663	29799.0	8758.0
64064	43.0	80.0
64067	431.0	629.0
64066	2.0	0.0
91661	551.0	394.0
91664	497.0	450.0
147463	286.0	80.0
387111	11.0	2.0
27076	79.0	594.0
390748	1.0	2.0
27077	1889.0	1212.0
400604	109.0	67.0
27074	1398.0	920.0
27075	2154.0	3277.0
389766	9.0	5.0
387103	94.0	95.0
387104	3.0	10.0
27079	380.0	399.0
389763	0.0	0.0
341784	3.0	1.0
642996	3.0	2.0
27072	3582.0	4467.0
160419	1.0	1.0
64061	4559.0	3252.0
400609	0.0	0.0
160418	1283.0	1685.0
64063	369.0	2425.0
27071	386.0	337.0
64062	4018.0	3374.0
91695	378.0	392.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	63.0	118.0
100313770	0.0	0.0
64077	3701.0	2449.0
91694	1740.0	1801.0
100313771	0.0	0.0
390790	0.0	0.0
221927	2914.0	2811.0
390792	0.0	3.0
400680	10.0	29.0
27043	3668.0	3448.0
27044	10872.0	6566.0
27042	1469.0	1794.0
389799	20.0	5.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	378.0	148.0
100313777	0.0	0.0
27040	133.0	43.0
100313774	0.0	0.0
64073	262.0	4449.0
64087	7912.0	5843.0
221914	26.0	47.0
64089	762.0	1057.0
100313781	0.0	0.0
91683	8.0	848.0
91689	3294.0	3377.0
100313780	0.0	0.0
245908	0.0	0.0
91687	215.0	188.0
245909	0.0	0.0
400673	634.0	465.0
389792	350.0	3532.0
389791	5.0	10.0
387129	0.0	0.0
400668	1.0	7.0
389787	25.0	23.0
64081	400.0	461.0
64080	647.0	627.0
64083	5588.0	6439.0
64084	240.0	103.0
64098	1244.0	713.0
64097	1042.0	3014.0
400660	46.0	19.0
8909	113.0	24.0
27022	2.0	0.0
8907	2451.0	2139.0
341757	1.0	0.0
400658	10.0	9.0
8908	231.0	376.0
147407	2.0	4.0
27020	6863.0	7073.0
400657	669.0	505.0
27023	1.0	0.0
400654	0.0	0.0
64090	8.0	1.0
64092	528.0	525.0
64091	309.0	127.0
8900	45.0	171.0
64094	12731.0	209.0
8905	1390.0	1793.0
147409	0.0	0.0
64093	106.0	315.0
8906	2358.0	3673.0
64096	25.0	26.0
8904	3591.0	4584.0
221935	247.0	83.0
221937	2327.0	2218.0
221938	0.0	0.0
400652	18.0	4.0
400650	65.0	18.0
27039	4.0	19.0
27032	6065.0	5336.0
27033	99.0	48.0
27030	2034.0	1735.0
27031	803.0	814.0
27036	141.0	111.0
400645	0.0	0.0
27037	1900.0	2642.0
400644	12.0	165.0
27034	2543.0	4179.0
400643	0.0	0.0
27035	27.0	26.0
8912	2135.0	266.0
100313769	2.0	2.0
8913	75.0	42.0
8910	1593.0	1537.0
8911	1744.0	462.0
8916	2708.0	2970.0
8914	1291.0	1760.0
8915	1316.0	1252.0
245935	0.0	0.0
245936	0.0	0.0
245937	2.0	2.0
245938	0.0	0.0
8930	2104.0	2639.0
245939	0.0	0.0
221960	298.0	305.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	2.0	0.0
8924	6448.0	4941.0
8927	261.0	210.0
8928	1.0	6.0
8925	7311.0	5064.0
8926	96.0	69.0
221955	839.0	1145.0
8941	0.0	0.0
8942	416.0	197.0
375189	45.0	89.0
8940	26.0	23.0
245940	0.0	0.0
206338	1.0	8.0
375190	518.0	609.0
196446	3.0	5.0
8934	3987.0	2928.0
8935	1327.0	1230.0
196441	2664.0	2978.0
8932	6692.0	5844.0
8933	3320.0	4429.0
8938	122.0	1480.0
8939	6092.0	4577.0
8936	161.0	483.0
326105	2.0	4.0
245913	0.0	0.0
245915	0.0	0.0
221981	370.0	663.0
245910	0.0	0.0
206358	753.0	551.0
245911	0.0	0.0
245912	3.0	3.0
196415	6.0	0.0
642909	2.0	2.0
642907	0.0	0.0
8945	2045.0	1565.0
54659	0.0	0.0
54658	0.0	0.0
8943	11689.0	10636.0
54657	0.0	0.0
8944	0.0	0.0
196410	214.0	1397.0
245927	0.0	0.0
245928	0.0	0.0
6300	199.0	351.0
245929	0.0	0.0
6302	3749.0	3388.0
6301	7944.0	14180.0
160492	18.0	4.0
54662	3482.0	1937.0
54661	1.0	6.0
54660	28.0	9.0
54665	1689.0	1456.0
54664	5043.0	7552.0
54663	1141.0	1387.0
8970	42.0	48.0
8971	4444.0	5768.0
101928363	14.0	5.0
8974	1417.0	5242.0
6311	2812.0	3214.0
8975	2382.0	2549.0
6310	3757.0	2956.0
91612	3465.0	3364.0
100421601	0.0	0.0
8972	26.0	26.0
8973	27.0	32.0
245972	373.0	137.0
245973	138.0	70.0
54677	3642.0	4233.0
54676	2955.0	5532.0
54675	2101.0	2924.0
147468	0.0	0.0
54674	805.0	153.0
6304	4590.0	4859.0
6303	47068.0	87036.0
8968	0.0	1.0
6305	17978.0	10206.0
91603	1119.0	993.0
91608	45.0	59.0
6307	1894.0	1937.0
642924	2.0	5.0
8969	59.0	54.0
6309	1823.0	2589.0
91607	5312.0	1926.0
6320	419.0	242.0
6322	664.0	537.0
8985	3110.0	2983.0
8986	1913.0	2589.0
64002	0.0	0.0
101928378	275.0	247.0
6324	331.0	1862.0
64005	1217.0	4925.0
6323	12.0	0.0
101928376	2.0	8.0
54680	1532.0	1758.0
642938	37.0	105.0
54682	1518.0	1658.0
54681	4107.0	5675.0
196403	2719.0	2177.0
6315	0.0	0.0
6314	2182.0	2026.0
6317	6.0	17.0
8976	5184.0	6000.0
6319	5796.0	2843.0
6318	3.0	8.0
642935	26.0	44.0
8992	9630.0	11365.0
8993	9.0	2.0
6331	79.0	98.0
8991	18210.0	5445.0
6330	1595.0	216.0
100421621	7.0	10.0
8996	1889.0	2457.0
101928388	23.0	3.0
6332	13.0	6.0
8997	940.0	1356.0
8994	3953.0	3004.0
6335	37.0	55.0
8995	20.0	40.0
6334	131.0	1178.0
147495	324.0	281.0
100421629	0.0	0.0
8989	4.0	1.0
6326	7.0	21.0
8987	103.0	283.0
6328	128.0	10.0
91624	1086.0	561.0
6327	223.0	536.0
8988	1.0	1.0
6329	1267.0	263.0
642946	102.0	111.0
6340	917.0	474.0
6342	7946.0	7627.0
6341	2381.0	1807.0
6344	108.0	65.0
100421633	0.0	0.0
6343	8.0	8.0
100421634	2.0	0.0
6346	0.0	2.0
6345	1192.0	3804.0
100421638	0.0	0.0
642958	1.0	2.0
642959	0.0	1.0
6337	10124.0	16717.0
642952	0.0	0.0
6336	1.0	2.0
6339	223.0	127.0
91614	32.0	83.0
8999	310.0	750.0
6338	904.0	380.0
642954	27.0	14.0
6351	895.0	330.0
6352	2901.0	878.0
6355	303.0	95.0
6354	11.0	7.0
6357	47.0	500.0
6356	3.0	1.0
100421528	3.0	0.0
6348	819.0	194.0
6347	2918.0	1808.0
196394	239.0	373.0
6362	1442.0	4693.0
6361	54.0	95.0
6364	16.0	657.0
6363	4630.0	82.0
100421533	19.0	14.0
6366	10976.0	83.0
100421535	0.0	0.0
6368	23.0	55.0
6367	315.0	356.0
101928337	380.0	196.0
6360	6.0	37.0
255349	0.0	3.0
6359	9.0	2.0
6358	87.0	354.0
6373	893.0	211.0
101928340	0.0	1.0
6372	0.0	17.0
100421542	0.0	0.0
6375	113.0	39.0
6374	5.0	64.0
100421545	18.0	18.0
6376	3008.0	10006.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	15.0	1.0
255313	0.0	0.0
196374	41.0	50.0
6369	15.0	35.0
6383	30075.0	23292.0
6386	13685.0	10789.0
6385	9374.0	34243.0
6388	2243.0	3627.0
6387	6467.0	761.0
6389	5383.0	5357.0
255330	0.0	0.0
6382	5928.0	22053.0
102724246	9.0	5.0
255324	1.0	5.0
196385	52.0	14.0
196383	3707.0	3234.0
100421550	1.0	1.0
6397	6733.0	8183.0
100421565	0.0	0.0
6396	5229.0	5837.0
100421566	0.0	0.0
6399	729.0	812.0
6398	733.0	558.0
6391	5437.0	5778.0
6390	3128.0	3514.0
6392	5597.0	4379.0
282997	336.0	300.0
282996	294.0	36.0
100134229	346.0	114.0
282991	1738.0	2944.0
100421560	0.0	0.0
100421577	24.0	22.0
100421579	2.0	3.0
255394	757.0	533.0
102724224	0.0	8.0
54600	0.0	0.0
54602	1773.0	2597.0
282980	0.0	0.0
54606	3763.0	3406.0
100421572	0.0	0.0
100421588	4.0	3.0
100421589	7.0	35.0
282974	410.0	317.0
282973	43.0	15.0
54619	541.0	759.0
100421581	2.0	1.0
196335	1.0	1.0
100421582	36.0	12.0
54617	2616.0	2692.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	134.0	100.0
282969	246.0	446.0
102724201	0.0	0.0
282966	1.0	1.0
54622	880.0	1014.0
100134259	19.0	11.0
54621	1804.0	3745.0
54620	1166.0	1362.0
54626	177.0	765.0
54625	8886.0	14057.0
54623	5389.0	5093.0
54629	2723.0	2365.0
54627	336.0	329.0
27005	1741.0	1674.0
27006	2.0	5.0
27000	1728.0	1836.0
27004	27.0	1.0
27018	11124.0	8108.0
27019	11.0	6.0
400591	3.0	0.0
27010	319.0	578.0
27012	70.0	127.0
27013	7033.0	4539.0
400581	3.0	1.0
400578	7.0	24.0
400569	930.0	1139.0
400566	599.0	237.0
389715	0.0	1.0
100313829	1.0	0.0
390729	2.0	2.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	17.0	15.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	1460.0	1011.0
390872	0.0	0.0
390874	3.0	3.0
654835	0.0	0.0
400759	942.0	197.0
400757	1.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	4.0	0.0
400752	178.0	84.0
137994	142.0	143.0
642843	3.0	0.0
91768	1438.0	1129.0
64151	200.0	56.0
64150	65.0	4.0
64168	316.0	49.0
64167	3232.0	4287.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1994.0	2448.0
400746	612.0	1279.0
400745	121.0	325.0
389866	14.0	6.0
150962	801.0	1049.0
64175	1065.0	1528.0
162968	279.0	256.0
64174	297.0	195.0
162966	591.0	699.0
162967	1581.0	1887.0
162962	320.0	287.0
162963	373.0	405.0
125981	4.0	0.0
149992	0.0	0.0
390856	0.0	0.0
390858	4.0	13.0
27187	1.0	1.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	390.0	365.0
149986	2227.0	2686.0
147323	1.0	5.0
326293	3.0	1.0
100313839	0.0	0.0
389898	2.0	1.0
100313837	0.0	0.0
326295	0.0	2.0
27189	0.0	30.0
100313838	0.0	0.0
326294	1.0	0.0
125972	1.0	1.0
642864	0.0	0.0
100313835	1.0	0.0
326296	1.0	0.0
326298	1.0	0.0
375260	250.0	261.0
27183	4074.0	3951.0
64170	238.0	373.0
642869	1.0	1.0
27180	206.0	157.0
27181	97.0	59.0
64172	510.0	464.0
100313830	2.0	0.0
375248	252.0	260.0
91782	3064.0	2445.0
27197	37.0	46.0
147339	2268.0	2505.0
27198	185.0	203.0
27195	0.0	0.0
125965	4.0	10.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	21.0	1.0
400720	1104.0	1078.0
149998	397.0	346.0
389884	2.0	0.0
326286	7.0	6.0
27190	2.0	4.0
64180	7.0	4.0
27193	0.0	0.0
100313842	1.0	1.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	11.0	19.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	1.0	0.0
100313892	0.0	0.0
642891	0.0	29.0
387264	6.0	19.0
387263	940.0	1029.0
206412	40.0	14.0
27164	0.0	1.0
27165	25.0	143.0
27163	1019.0	1599.0
400799	1.0	1.0
400798	86.0	35.0
27166	1589.0	2475.0
400797	0.0	0.0
326272	0.0	0.0
326275	3.0	4.0
326277	0.0	0.0
326279	5.0	6.0
27160	3.0	1.0
27161	2942.0	2669.0
326278	9.0	3.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	0.0	0.0
387254	0.0	0.0
400793	206.0	274.0
150928	248.0	156.0
27175	1086.0	1220.0
149934	0.0	0.0
27173	6626.0	8257.0
150921	2.0	1.0
27179	1.0	5.0
27177	0.0	0.0
27178	1.0	45.0
341883	13.0	0.0
341880	82.0	3.0
27170	0.0	1.0
326269	0.0	1.0
137964	3827.0	3917.0
390892	0.0	0.0
375298	420.0	201.0
149951	3983.0	4143.0
27148	1997.0	2360.0
390895	0.0	0.0
206426	1.0	1.0
27143	1156.0	994.0
27141	55.0	31.0
27146	16.0	18.0
106029310	4.0	0.0
27147	150.0	51.0
27145	167.0	271.0
123355	684.0	660.0
137970	154.0	31.0
375287	1177.0	1525.0
387276	0.0	0.0
27159	76.0	112.0
387273	9.0	12.0
150947	1.0	0.0
150946	207.0	386.0
27153	1270.0	1304.0
27154	4293.0	4066.0
400769	4.0	2.0
27151	2124.0	16682.0
27152	1517.0	1585.0
123346	1.0	0.0
27158	1089.0	834.0
400765	0.0	1.0
100293516	484.0	231.0
387266	1.0	0.0
27156	25.0	44.0
149954	1.0	1.0
387267	0.0	0.0
375295	14.0	34.0
100313886	2.0	3.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	20.0	18.0
160365	52.0	26.0
160364	189.0	134.0
102724316	818.0	875.0
54754	0.0	0.0
54753	1334.0	1303.0
54752	6.0	1.0
54751	1435.0	1899.0
54758	1730.0	1821.0
54757	3562.0	13364.0
54756	134.0	668.0
101928290	48.0	51.0
6401	1458.0	414.0
6400	11082.0	8810.0
102724307	18.0	1.0
54760	363.0	154.0
54765	7709.0	7787.0
54764	1463.0	1357.0
54763	1.0	0.0
54762	829.0	1251.0
54769	421.0	32.0
54768	420.0	154.0
54766	2.0	1.0
159371	370.0	432.0
100421700	0.0	0.0
100421701	4.0	3.0
100421702	6.0	0.0
100421704	27.0	13.0
100421705	1.0	0.0
100421706	2.0	1.0
100421707	1.0	3.0
100421708	5.0	1.0
100421709	0.0	0.0
54776	4263.0	4520.0
91703	56.0	18.0
6403	320.0	523.0
6402	1430.0	518.0
6405	2491.0	5572.0
54778	2335.0	2307.0
6404	1221.0	1039.0
54777	885.0	193.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	1.0
64102	2.0	2.0
6421	17245.0	16163.0
100421710	0.0	0.0
64101	116.0	172.0
6423	445.0	601.0
6422	707.0	29.0
64106	45.0	315.0
64105	91.0	327.0
64108	341.0	206.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	3.0	13.0
54780	1912.0	1912.0
54785	571.0	514.0
54784	860.0	776.0
6414	4144.0	2352.0
6416	2334.0	3111.0
54788	3564.0	4145.0
6415	8684.0	10990.0
6418	14374.0	15579.0
6419	1339.0	973.0
6430	20475.0	26380.0
64111	0.0	0.0
162989	1871.0	1464.0
64110	3199.0	5143.0
6432	7480.0	7514.0
6431	12294.0	12053.0
64112	2953.0	3318.0
64115	2909.0	3075.0
6434	10547.0	7261.0
101928243	80.0	41.0
6433	2307.0	2910.0
64114	18761.0	22113.0
101928244	1.0	1.0
100421724	5.0	4.0
64116	1012.0	1851.0
64118	4024.0	5237.0
101928248	10.0	2.0
100421728	0.0	0.0
54790	1546.0	1410.0
100421729	0.0	0.0
104548973	1.0	0.0
104548972	1.0	0.0
54793	1165.0	1203.0
400713	1018.0	1260.0
104548971	0.0	0.0
104548970	0.0	0.0
54798	30.0	122.0
255411	0.0	0.0
54797	699.0	637.0
54796	369.0	126.0
54795	2849.0	3195.0
6425	4.0	2.0
6424	509.0	131.0
150992	1.0	6.0
6427	7375.0	6885.0
54799	1674.0	1693.0
6426	9304.0	8150.0
6429	5494.0	6803.0
6428	15815.0	12829.0
162979	72.0	42.0
6441	809.0	354.0
64122	1229.0	1411.0
64121	905.0	1415.0
6440	167.0	18.0
100421731	2.0	0.0
6443	1203.0	2156.0
101928256	0.0	0.0
6442	29.0	12.0
64123	1370.0	1736.0
100421733	0.0	0.0
6445	6.0	7.0
100421734	0.0	0.0
6444	765.0	185.0
160313	1.0	2.0
100421736	0.0	0.0
64127	233.0	190.0
162972	551.0	803.0
64129	3730.0	7369.0
255426	136.0	61.0
642818	0.0	0.0
642819	425.0	380.0
400709	71.0	31.0
6439	6443.0	13524.0
642812	5.0	2.0
64131	853.0	541.0
654817	255.0	52.0
6450	646.0	367.0
91750	565.0	781.0
64130	308.0	266.0
654816	225.0	32.0
6452	3207.0	5082.0
100421741	0.0	0.0
64132	1849.0	2160.0
6451	7918.0	6491.0
64135	1960.0	1480.0
91754	6584.0	5161.0
