id	def39b2b-d0f6-4f6d-a3d2-610d8b121d96	92e4e583-3efe-4144-9247-eaad758b0944
1519	5736.0	4829.0
1518	0.0	0.0
1517	6.0	31.0
1515	168.0	99.0
100287725	3.0	5.0
100287722	36.0	31.0
1525	4822.0	4383.0
1524	159.0	117.0
1523	13999.0	14103.0
1522	10548.0	10568.0
1521	226.0	122.0
1520	3034.0	4567.0
200261	2.0	4.0
1528	1689.0	1049.0
1527	0.0	0.0
100287718	1.0	0.0
728992	13.0	12.0
100287715	0.0	0.0
728990	1.0	1.0
165215	79.0	180.0
728996	1.0	0.0
1536	707.0	533.0
1535	6936.0	8869.0
1534	8571.0	14648.0
1539	0.0	0.0
1538	1.0	0.0
1537	6696.0	5142.0
100287708	0.0	0.0
153222	6175.0	5769.0
1550	0.0	0.0
1545	810.0	511.0
1544	131.0	258.0
1543	34.0	48.0
1540	6842.0	5495.0
1549	4.0	2.0
1548	3.0	14.0
1558	89.0	135.0
1557	0.0	0.0
1556	5.0	11.0
200298	8.0	7.0
1555	1.0	0.0
1553	0.0	0.0
1551	21.0	37.0
1559	1.0	2.0
153241	2228.0	2046.0
1572	1.0	1.0
1571	85.0	114.0
1568	37.0	67.0
1565	246.0	312.0
1564	74.0	123.0
1562	0.0	0.0
100131828	3.0	1.0
1583	21.0	2.0
1582	18.0	4.0
1581	6.0	7.0
1580	2364.0	1008.0
1579	1.0	0.0
1577	90.0	55.0
1576	4.0	4.0
1573	27.0	79.0
285203	792.0	765.0
1594	1010.0	888.0
285205	6.0	1.0
1593	1428.0	619.0
1592	2.0	2.0
1591	73.0	3042.0
1590	55.0	80.0
10307	2184.0	2272.0
1589	27.0	86.0
1588	36.0	2.0
10309	833.0	1040.0
1587	0.0	0.0
1586	790.0	179.0
10308	1069.0	577.0
1585	0.0	0.0
1584	0.0	0.0
100131842	3.0	5.0
10301	310.0	506.0
100131846	3.0	1.0
10300	1664.0	1438.0
10302	2109.0	1947.0
100287692	0.0	0.0
1596	0.0	0.0
1595	398.0	271.0
100131855	0.0	0.0
285220	153.0	27.0
285224	0.0	0.0
101180898	2.0	0.0
100287682	0.0	0.0
100287680	0.0	1.0
165186	78.0	30.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	32.0	39.0
100131881	0.0	0.0
100131893	1.0	1.0
100131897	21.0	33.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	71677.0	24555.0
10371	70.0	46.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	1.0	0.0
100873836	0.0	0.0
100873831	1.0	0.0
100873830	0.0	0.0
10376	6986.0	6067.0
100128252	3260.0	2120.0
100873835	0.0	0.0
285282	3630.0	3348.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	605.0	874.0
285286	0.0	0.0
10381	9.0	5.0
10380	2247.0	1745.0
10383	27156.0	9157.0
10382	13.0	4.0
118813	3282.0	2852.0
102466906	0.0	0.0
118812	890.0	1109.0
100885800	1.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	1.0	1.0
100873829	1.0	2.0
10385	581.0	919.0
100873820	0.0	0.0
10384	1113.0	1144.0
10389	494.0	184.0
100873824	1.0	7.0
10388	182.0	86.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	21.0	13.0
645065	0.0	0.0
100128237	0.0	1.0
10350	346.0	72.0
102466918	0.0	0.0
442582	497.0	586.0
102466912	1.0	3.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	157.0	236.0
10352	1177.0	1370.0
100873853	0.0	0.0
10351	802.0	759.0
100873852	0.0	0.0
10354	677.0	489.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	2.0	4.0
790952	1.0	0.0
100873857	0.0	0.0
10355	1.0	4.0
100873856	1.0	6.0
100873855	0.0	0.0
10357	28.0	22.0
790955	1019.0	1092.0
100873854	0.0	0.0
131831	26.0	37.0
100128227	3.0	5.0
10361	1440.0	2954.0
10360	427.0	331.0
645073	0.0	0.0
442572	11.0	14.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1970.0	1791.0
100873842	0.0	0.0
10362	3750.0	3828.0
100873841	0.0	0.0
10365	2468.0	517.0
100873840	0.0	0.0
10367	2875.0	3363.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	0.0
10368	0.0	1.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	51.0	21.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1583.0	959.0
100128217	0.0	0.0
503838	22.0	16.0
503837	0.0	0.0
503834	1.0	0.0
645084	3.0	4.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	1.0
10337	0.0	4.0
503840	0.0	0.0
100885850	2.0	6.0
116211	10.0	28.0
100873875	0.0	0.0
10330	2229.0	2110.0
100873874	0.0	0.0
10332	3.0	1.0
100873873	0.0	0.0
10331	21.0	81.0
100873872	0.0	0.0
100873879	2.0	6.0
10333	40.0	36.0
100873878	0.0	0.0
10336	3183.0	3544.0
100873877	0.0	0.0
10335	177.0	490.0
285242	0.0	2.0
100885848	24.0	44.0
100873860	0.0	0.0
118856	25.0	10.0
645094	13.0	4.0
10349	206.0	153.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	1.0
10340	0.0	2.0
10343	46.0	38.0
100128203	1.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	10250.0	7694.0
100873861	0.0	0.0
100131801	1619.0	1484.0
10345	45.0	0.0
10344	1.0	7.0
100873867	0.0	0.0
10347	1865.0	2471.0
100873866	0.0	0.0
10346	2689.0	7214.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	5.0	4.0
10316	28.0	26.0
10318	6802.0	6821.0
10317	311.0	249.0
10319	45.0	373.0
100873897	0.0	0.0
100131810	0.0	1.0
100873896	3.0	3.0
100873895	1.0	0.0
100873894	25.0	36.0
10312	2609.0	3988.0
10311	3406.0	3066.0
100131814	464.0	401.0
10314	3950.0	4492.0
100873899	1.0	8.0
10313	23390.0	17917.0
100131816	1.0	0.0
100873898	0.0	0.0
285266	517.0	551.0
285267	525.0	440.0
100873882	1.0	7.0
285268	1904.0	1945.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	88.0	366.0
100885864	0.0	0.0
100885866	174.0	133.0
102466967	0.0	0.0
10327	8319.0	8322.0
10326	14.0	16.0
10329	1873.0	1584.0
10328	1861.0	1747.0
442523	46.0	91.0
442524	177.0	161.0
442525	0.0	1.0
100873886	0.0	1.0
100873885	0.0	0.0
10321	1.0	0.0
100873884	0.0	0.0
10320	301.0	204.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	2078.0	1880.0
100873889	0.0	0.0
100131825	12.0	1.0
10325	2225.0	2029.0
100873888	0.0	1.0
100131827	889.0	878.0
100873887	4.0	4.0
10324	88.0	70.0
344178	0.0	0.0
102466972	0.0	0.0
116135	0.0	4.0
102466985	0.0	0.0
344167	3.0	0.0
102466984	0.0	0.0
128102	4.0	8.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1301.0	1368.0
116123	0.0	0.0
102466995	0.0	0.0
116113	8622.0	7286.0
83259	0.0	0.0
116115	662.0	683.0
344148	102.0	111.0
128153	488.0	341.0
645001	1.0	0.0
10291	12537.0	11913.0
645000	3.0	3.0
10290	310.0	220.0
10293	148.0	111.0
10295	2748.0	3347.0
10294	6022.0	4726.0
100128292	42.0	19.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	1.0	0.0
116179	0.0	0.0
100873919	0.0	2.0
100873918	0.0	0.0
100873917	0.0	0.0
10297	120.0	127.0
10296	5479.0	4663.0
100128299	1.0	4.0
10299	12215.0	10831.0
10298	5273.0	4329.0
100873912	5.0	8.0
100873911	0.0	0.0
116173	11.0	2.0
100873910	0.0	0.0
645015	7.0	2.0
200315	25.0	40.0
200316	414.0	388.0
200312	1444.0	1451.0
100873904	0.0	1.0
100873902	9.0	18.0
100873909	0.0	2.0
100873907	0.0	5.0
100873906	0.0	0.0
100873901	1.0	0.0
100128285	140.0	51.0
100873900	0.0	0.0
645024	1.0	0.0
100775107	18.0	39.0
10270	2895.0	2680.0
645027	28.0	151.0
10273	3545.0	3291.0
100775104	14.0	10.0
10272	1380.0	1068.0
100008586	0.0	0.0
116149	11.0	15.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	8.0	326.0
100873935	1.0	1.0
116159	399.0	812.0
100873939	0.0	2.0
100873930	53.0	52.0
10274	2944.0	1790.0
10277	5676.0	4256.0
10276	4537.0	4002.0
10279	3381.0	4555.0
100873934	0.0	21.0
10278	1889.0	1321.0
100873933	0.0	0.0
116151	4088.0	3577.0
100873932	0.0	1.0
116150	4060.0	3674.0
100128275	1.0	0.0
10280	3360.0	4117.0
10282	1751.0	1484.0
10281	0.0	0.0
10284	10755.0	7526.0
647696	0.0	1.0
10283	1917.0	1454.0
116138	5614.0	5405.0
645030	12.0	5.0
1602	7.0	12.0
1601	2454.0	2612.0
100873926	0.0	0.0
1600	10.0	4.0
100128260	0.0	2.0
116143	126.0	145.0
100873924	6.0	2.0
100873929	0.0	1.0
100873928	4.0	2.0
10286	4341.0	2717.0
10285	2345.0	2025.0
1609	1449.0	1308.0
100128266	1.0	0.0
1608	167.0	93.0
10288	60.0	117.0
1607	8.0	17.0
10287	602.0	543.0
1606	544.0	868.0
100873923	20.0	12.0
10289	5759.0	2975.0
1605	9768.0	7853.0
100128262	3.0	4.0
100873922	9.0	16.0
1604	5554.0	6220.0
100873921	1.0	1.0
1603	12203.0	11880.0
100128264	0.0	0.0
100873920	1.0	0.0
100287639	0.0	1.0
319133	35.0	24.0
319134	4.0	3.0
100287635	1.0	0.0
319130	6.0	9.0
319139	0.0	0.0
319135	3.0	3.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	1.0
319138	4.0	9.0
1613	2203.0	2096.0
200350	14.0	6.0
1612	3216.0	1639.0
1611	14389.0	15673.0
165140	69.0	69.0
1610	3.0	1.0
552889	13373.0	9756.0
1618	1.0	0.0
1617	0.0	0.0
1616	3570.0	3137.0
1615	7656.0	6069.0
319142	0.0	0.0
319143	7.0	11.0
319144	0.0	0.0
319145	0.0	1.0
100287625	0.0	0.0
1624	1.0	0.0
1623	0.0	0.0
1622	5261.0	5232.0
1621	52.0	61.0
1620	47.0	9.0
1629	2922.0	2970.0
552879	1.0	0.0
1628	1679.0	2697.0
1627	5511.0	4966.0
319111	5.0	2.0
128178	590.0	652.0
319112	3.0	4.0
100287616	835.0	1180.0
393046	6.0	5.0
319117	0.0	0.0
319118	1.0	0.0
319114	5.0	5.0
1635	10653.0	9672.0
200373	774.0	688.0
1634	29721.0	94.0
1633	1161.0	1159.0
1632	8418.0	8686.0
552860	26.0	30.0
1630	0.0	0.0
1639	9206.0	8651.0
1638	52.0	76.0
1636	1267.0	2627.0
319122	9.0	5.0
319123	1.0	0.0
100287603	0.0	0.0
319128	4.0	3.0
319129	6.0	5.0
1646	275.0	109.0
1645	671.0	788.0
1644	1.0	2.0
1643	629.0	1605.0
85824	11.0	11.0
1642	19618.0	20187.0
1641	1.0	0.0
552859	0.0	0.0
1649	5825.0	8650.0
1647	23715.0	3828.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	10.0	8.0
1660	15384.0	10635.0
1657	6018.0	4991.0
1656	12898.0	8832.0
1655	107415.0	117443.0
1654	45049.0	25497.0
1653	10955.0	7679.0
1652	1832.0	1769.0
346708	0.0	0.0
1650	24984.0	30906.0
346702	16.0	25.0
1659	3141.0	4912.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	3.0	1.0
1667	0.0	0.0
1666	3827.0	3650.0
1665	9038.0	6911.0
1663	273.0	308.0
1662	1662.0	1381.0
1661	3.0	7.0
1669	1.0	0.0
1678	424.0	370.0
1677	339.0	343.0
1676	3224.0	2979.0
1675	5977.0	472.0
1674	327.0	2.0
1673	0.0	0.0
1672	16.0	6.0
153129	1047.0	557.0
1690	24.0	7.0
165100	1.0	2.0
1687	3052.0	2118.0
85865	1830.0	1354.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	1.0	0.0
100287596	0.0	0.0
100861563	8.0	6.0
10415	1.0	0.0
10417	838.0	840.0
493861	136.0	110.0
493860	14.0	30.0
100287591	0.0	0.0
10419	5067.0	3975.0
10418	157.0	34.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2796.0	2545.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	13.0	53.0
10411	7537.0	12118.0
10410	19839.0	13614.0
100873559	0.0	0.0
10413	13162.0	18986.0
100873558	0.0	0.0
10412	4790.0	3757.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2068.0	1471.0
442266	0.0	1.0
10425	6337.0	6617.0
442267	1.0	1.0
10428	4761.0	3631.0
10427	4152.0	4004.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	517.0	386.0
100873543	1.0	2.0
100873542	0.0	0.0
10422	2099.0	1599.0
493856	2986.0	3122.0
100873549	0.0	0.0
10421	7433.0	6621.0
100873548	0.0	0.0
100131726	1.0	5.0
10424	8032.0	5993.0
100873547	0.0	1.0
10423	5807.0	6165.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	11.0	9.0
100873576	0.0	1.0
100873575	0.0	0.0
100873579	0.0	1.0
100873563	1.0	1.0
100873562	0.0	0.0
100287569	31.0	40.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	0.0
442291	1.0	0.0
100287567	0.0	0.0
10404	29447.0	28393.0
10403	30.0	47.0
10406	8247.0	11579.0
10408	25.0	16.0
10407	0.0	0.0
100131740	0.0	1.0
10409	1681.0	2072.0
100873567	0.0	0.0
100131743	7.0	7.0
100873566	4.0	6.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2257.0	3404.0
10402	256.0	424.0
100873569	0.0	0.0
10401	1841.0	1939.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	6.0	3.0
100873594	0.0	0.0
100873593	1.0	0.0
100287559	8.0	23.0
442240	0.0	12.0
442242	0.0	0.0
100287551	5.0	3.0
442233	2.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	1.0
442239	1.0	2.0
100131755	2027.0	2594.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	0.0	1.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	5.0	6.0
442232	2.0	0.0
100131760	1.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	1.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	650.0	318.0
442260	0.0	1.0
442262	1.0	1.0
442255	0.0	0.0
442256	2.0	1.0
442257	1.0	0.0
442258	0.0	1.0
100131775	0.0	1.0
100131777	1.0	1.0
100287528	2.0	5.0
442252	1.0	0.0
100287520	0.0	1.0
442253	1.0	4.0
442245	0.0	1.0
442247	2.0	1.0
442249	2.0	2.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	2.0
10491	12168.0	13453.0
100128139	39.0	49.0
10490	7284.0	6640.0
10493	7938.0	11506.0
10492	21927.0	17311.0
10495	1115.0	771.0
100128135	0.0	0.0
10494	9357.0	9023.0
10497	4231.0	5675.0
100128136	0.0	0.0
10499	3801.0	3595.0
128506	1.0	0.0
10498	1555.0	1455.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	1.0	5.0
116512	0.0	0.0
116519	7.0	18.0
105419997	4.0	4.0
100128126	3.0	4.0
100861506	0.0	0.0
10471	2456.0	1923.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	6.0	4.0
444882	4.0	4.0
442221	0.0	0.0
442211	5.0	5.0
442213	136.0	2012.0
442215	1.0	0.0
442216	1.0	0.0
116511	2.0	0.0
442217	1.0	0.0
442218	0.0	0.0
10473	4879.0	4218.0
10472	1523.0	1325.0
100533177	0.0	0.0
10475	1624.0	1297.0
100533178	0.0	0.0
100128115	4.0	4.0
10474	7475.0	6559.0
100533179	8.0	7.0
10477	5475.0	3880.0
10476	10107.0	10824.0
10479	1825.0	1454.0
10478	2278.0	1881.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	8810.0	6697.0
100861516	2.0	3.0
100861517	8.0	16.0
10482	9430.0	9923.0
100861518	2.0	0.0
10481	2.0	4.0
100861519	0.0	1.0
100861513	2.0	1.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	62.0	37.0
100861510	1.0	3.0
442210	2.0	1.0
100533181	0.0	0.0
100533182	194.0	201.0
442204	5.0	0.0
442205	0.0	0.0
10484	3307.0	2354.0
100128102	0.0	0.0
10483	8281.0	8645.0
10486	881.0	607.0
10485	3.0	1.0
100128103	0.0	1.0
10488	4318.0	4143.0
10487	17922.0	14140.0
100533184	0.0	5.0
10489	8221.0	8771.0
128553	331.0	53.0
100861523	1.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	765.0	802.0
10458	3539.0	7230.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	334.0	5036.0
100873512	0.0	0.0
10450	3144.0	3428.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	3108.0	2656.0
10455	2894.0	3033.0
100873516	0.0	0.0
10454	2103.0	2470.0
100873515	0.0	0.0
10457	6095.0	2861.0
100873514	1.0	0.0
10456	5429.0	5354.0
100873513	0.0	0.0
346389	526.0	106.0
10460	530.0	334.0
100861530	6.0	9.0
100873509	0.0	0.0
10469	2670.0	2143.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	180.0	136.0
100873501	1.0	0.0
10461	1641.0	1696.0
100873500	0.0	2.0
10464	2440.0	2935.0
10463	7729.0	5978.0
10466	4078.0	3926.0
100873505	0.0	0.0
10465	1731.0	1336.0
100873504	0.0	0.0
10468	72.0	3.0
100873503	0.0	0.0
10467	5330.0	6036.0
100873502	0.0	0.0
100873530	1.0	4.0
100861549	16.0	8.0
100861545	1.0	0.0
100861546	0.0	0.0
100861547	2.0	0.0
100861548	709.0	869.0
100861541	152.0	528.0
100861542	1.0	0.0
100861543	1.0	0.0
100861544	0.0	0.0
10437	50.0	80.0
10436	1146.0	1115.0
10439	336.0	160.0
10438	1554.0	1258.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	2.0
100873532	0.0	0.0
10430	7640.0	6018.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	1.0	0.0
10432	5750.0	3082.0
10435	2314.0	1476.0
100873536	64.0	86.0
10434	2690.0	2095.0
100873535	0.0	0.0
116535	71.0	26.0
100861556	0.0	1.0
116534	8.0	23.0
100861552	0.0	0.0
100861553	0.0	1.0
100861554	0.0	0.0
100861555	14.0	10.0
10447	5028.0	6959.0
100873529	0.0	0.0
116540	249.0	259.0
100861550	0.0	0.0
10449	5884.0	3194.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	3248.0	2647.0
10440	4788.0	4205.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	0.0
100873520	0.0	0.0
10444	6382.0	6917.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	9040.0	8301.0
10446	479.0	1699.0
100873525	0.0	0.0
10445	5536.0	4833.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	523.0	327.0
100533111	8.0	8.0
102466866	0.0	0.0
102466865	4.0	23.0
102466864	0.0	0.0
128467	8.0	5.0
647507	1.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	3.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	1.0	1.0
102466878	2.0	3.0
100128191	103.0	139.0
100128190	0.0	0.0
100533107	234.0	368.0
153443	1067.0	772.0
100533105	13.0	12.0
647532	0.0	0.0
100533106	36.0	49.0
102466889	4.0	1.0
116461	2440.0	1957.0
100128181	0.0	0.0
100128183	4.0	3.0
102466880	0.0	0.0
128439	691.0	909.0
106182249	0.0	1.0
100128179	0.0	0.0
83394	1278.0	2855.0
100128177	1.0	0.0
100128176	0.0	15.0
100128162	0.0	0.0
10390	2083.0	2083.0
128497	82.0	80.0
647569	0.0	0.0
10392	544.0	1199.0
10391	506.0	412.0
10394	0.0	0.0
10393	1074.0	862.0
10396	18399.0	16073.0
10395	3957.0	2077.0
1719	635.0	560.0
10398	18002.0	10848.0
1718	3921.0	4632.0
100128159	0.0	0.0
10397	10233.0	8842.0
1717	2315.0	1995.0
1716	1899.0	2297.0
10399	40468.0	38426.0
128486	2082.0	2081.0
128488	6.0	4.0
128481	1.0	0.0
100508120	683.0	921.0
1723	566.0	759.0
100128140	8.0	6.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	10.0	2.0
1729	10486.0	8555.0
1728	4961.0	8912.0
1727	14130.0	10316.0
1725	2929.0	3392.0
100287512	0.0	1.0
100287513	0.0	0.0
1734	40426.0	7665.0
1733	34391.0	43510.0
1731	293.0	268.0
1730	414.0	322.0
1739	7462.0	5878.0
1738	6594.0	4904.0
1737	4092.0	3547.0
1736	5057.0	3573.0
1735	32.0	0.0
100287505	0.0	0.0
751580	223.0	258.0
100287502	0.0	0.0
202658	2.0	3.0
1745	13.0	6.0
1743	7992.0	6494.0
1742	1243.0	2630.0
1741	5419.0	3726.0
1740	3161.0	460.0
1749	7.0	31.0
1748	18.0	62.0
1747	551.0	455.0
1746	5.0	0.0
200008	0.0	1.0
200010	83.0	107.0
1756	1280.0	859.0
1755	5.0	6.0
1750	4.0	10.0
1759	187.0	59.0
1758	0.0	1.0
1757	99.0	189.0
1770	212.0	357.0
200014	3254.0	3856.0
1767	579.0	783.0
1763	113.0	148.0
1762	2564.0	2347.0
1761	27.0	32.0
1760	2503.0	2582.0
1769	13.0	8.0
1768	1304.0	1033.0
153478	2618.0	1304.0
1781	5980.0	4919.0
1780	301.0	448.0
200025	1.0	2.0
1778	20643.0	20885.0
1777	5113.0	5846.0
1776	338.0	594.0
1775	204.0	253.0
1774	2274.0	1887.0
1773	1383.0	1516.0
200030	783.0	632.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	1.0
153469	0.0	0.0
1791	28.0	24.0
442195	0.0	0.0
200035	232.0	426.0
442197	16.0	4.0
1789	321.0	216.0
442189	0.0	0.0
1788	2000.0	1776.0
1787	827.0	662.0
1786	2389.0	2845.0
1785	7756.0	9592.0
1783	11882.0	10771.0
1798	2636.0	2897.0
1797	1522.0	1404.0
1796	809.0	844.0
1795	3419.0	5467.0
1794	375.0	291.0
1793	9859.0	8409.0
101180976	0.0	0.0
493753	2884.0	2790.0
550112	689.0	767.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	4.0	2.0
503635	0.0	1.0
503638	0.0	1.0
503637	0.0	0.0
10536	1652.0	2636.0
503643	4.0	5.0
10535	890.0	774.0
100287472	0.0	0.0
10538	34.0	39.0
503645	2.0	22.0
10537	29.0	2.0
100287470	0.0	0.0
10539	2794.0	2331.0
503641	0.0	5.0
503640	0.0	8.0
100873677	0.0	0.0
100873676	0.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3864.0	3628.0
493987	9.0	5.0
10534	1632.0	1147.0
100873679	0.0	0.0
10533	1335.0	1343.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	5.0	1.0
503627	0.0	0.0
100287463	3.0	0.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	10.0	4.0
10549	2921.0	1845.0
503634	0.0	0.0
10548	1116.0	1202.0
503633	0.0	1.0
503630	9.0	11.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	6403.0	6682.0
10541	9341.0	7141.0
100873664	0.0	0.0
10540	7256.0	7085.0
100873663	0.0	0.0
10542	4815.0	3899.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	334.0	427.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	3.0	1.0
100873690	0.0	0.0
100873695	2.0	1.0
100873694	3.0	4.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	3054.0	4900.0
10513	4412.0	5285.0
10516	3019.0	891.0
10518	462.0	245.0
10517	57.0	64.0
10519	8399.0	7990.0
100131611	0.0	0.0
100873699	0.0	1.0
100873698	0.0	0.0
100873697	0.0	1.0
100873696	0.0	0.0
100131614	54.0	64.0
100131616	0.0	0.0
10512	292.0	96.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	1.0	2.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	3.0
503646	1.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	33390.0	39279.0
58503	0.0	0.0
10524	3755.0	2967.0
58505	4876.0	6487.0
10527	13403.0	13788.0
58504	864.0	2116.0
10526	4901.0	3698.0
10529	21251.0	14401.0
10528	4869.0	3963.0
58500	1216.0	1420.0
100873688	1.0	4.0
100873687	0.0	0.0
100131623	2.0	1.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	73307.0	72689.0
10520	1778.0	942.0
58506	5871.0	5477.0
10523	3641.0	3335.0
58509	1529.0	1404.0
58508	10652.0	8153.0
10522	4812.0	4360.0
100033398	1.0	1.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	5.0	10.0
58513	2484.0	2719.0
58516	2048.0	1548.0
58510	0.0	0.0
58512	78.0	117.0
58511	18.0	20.0
58517	13273.0	11691.0
105371564	10.0	6.0
100131638	0.0	0.0
58525	3384.0	2904.0
58524	962.0	1132.0
10505	653.0	675.0
58527	1605.0	1225.0
58526	2495.0	2618.0
10507	2882.0	3530.0
100131641	0.0	0.0
10509	6343.0	10986.0
58529	535.0	1393.0
58528	2887.0	3278.0
10501	173.0	903.0
10500	169.0	247.0
58530	1.0	0.0
442384	0.0	0.0
58538	4.0	12.0
58531	0.0	2.0
58533	3782.0	3395.0
100131656	3.0	1.0
100287404	0.0	0.0
100131661	1.0	0.0
503694	0.0	0.0
503693	265.0	221.0
493913	0.0	0.0
493911	603.0	409.0
751599	1.0	1.0
285033	300.0	229.0
100128017	0.0	1.0
442320	0.0	0.0
116412	514.0	480.0
442317	0.0	0.0
442318	0.0	0.0
442319	189.0	260.0
493901	0.0	0.0
100128015	0.0	1.0
100128010	32.0	58.0
493900	171.0	151.0
100128012	2.0	4.0
100128011	0.0	0.0
285045	4.0	3.0
442304	0.0	0.0
442308	0.0	0.0
285051	5.0	4.0
10590	6.0	25.0
10592	1021.0	959.0
10591	1618.0	1752.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	2.0	1.0
10594	23724.0	31984.0
100873611	0.0	0.0
10595	3.0	1.0
10598	5436.0	3883.0
