id	0508b190-f00b-475b-ae8d-a26bae9fad64	836bdfad-44f9-4881-a59c-957ce06a7a7c
100873327	0.0	0.0
1009	398.0	2131.0
100873326	0.0	0.0
100873350	0.0	0.0
116729	12.0	2.0
728477	2.0	9.0
3680	3178.0	7304.0
3681	56.0	262.0
100128733	0.0	0.0
100873354	0.0	0.0
3682	1681.0	1580.0
100873353	0.0	0.0
3683	2674.0	8484.0
100873352	0.0	0.0
128710	386.0	474.0
3684	631.0	2206.0
100873351	0.0	0.0
285512	66.0	180.0
1022	1049.0	1505.0
285513	496.0	1881.0
1021	773.0	1483.0
1020	1183.0	864.0
440299	0.0	0.0
1019	2344.0	4090.0
128709	0.0	0.0
1018	6.0	49.0
1017	659.0	1676.0
1016	4.0	6.0
1015	8.0	6.0
1014	2391.0	582.0
1013	17.0	26.0
1012	132.0	417.0
116730	33.0	11.0
3674	254.0	62.0
100873358	0.0	0.0
3675	12193.0	45871.0
100873357	11.0	1.0
3676	122.0	1954.0
100128731	10126.0	8796.0
100873356	0.0	0.0
3678	1255.0	2930.0
3679	612.0	1019.0
100873359	0.0	0.0
728464	4.0	10.0
728463	0.0	32.0
100128725	0.0	0.0
3690	448.0	1660.0
3691	1371.0	7157.0
100873343	0.0	0.0
3692	11795.0	7621.0
3693	3698.0	4646.0
285521	686.0	908.0
100873342	0.0	0.0
3694	1043.0	3103.0
100873341	0.0	0.0
3695	131.0	1444.0
100873340	0.0	0.0
100128723	0.0	0.0
1033	382.0	481.0
1032	877.0	995.0
285525	2.0	3.0
1031	902.0	1098.0
285527	985.0	2930.0
1030	62.0	1051.0
728468	2.0	0.0
440288	36.0	116.0
1029	102.0	296.0
440295	86.0	115.0
1028	973.0	502.0
1027	3978.0	5533.0
1026	2826.0	12983.0
1025	3729.0	4412.0
1024	433.0	671.0
3685	4977.0	14483.0
100873347	0.0	1.0
100873346	0.0	0.0
3687	1012.0	3414.0
100873345	0.0	0.0
3688	1588.0	10718.0
100873344	0.0	0.0
3689	6347.0	16534.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	1.0	3.0
100873370	0.0	0.0
728498	11.0	8.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	1.0	0.0
728492	14.0	24.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	46.0	67.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	41.0	32.0
1043	8980.0	11380.0
1041	1.0	7.0
1040	2543.0	2725.0
1039	2412.0	2878.0
1038	9.0	0.0
1036	175.0	274.0
3696	160.0	725.0
3697	17.0	11.0
100873379	0.0	0.0
3698	0.0	17.0
100873378	0.0	4.0
3699	62.0	63.0
100873377	0.0	0.0
728486	5.0	14.0
100873361	0.0	0.0
105373869	0.0	0.0
100873360	0.0	0.0
285540	166.0	134.0
100128705	1.0	4.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	0.0	1.0
100873362	0.0	0.0
100128701	1.0	1.0
1054	1564.0	1861.0
285547	0.0	2.0
1053	20.0	20.0
285548	2.0	10.0
1052	3384.0	1404.0
1051	5011.0	2583.0
728489	13.0	13.0
1050	770.0	1324.0
100128707	3.0	0.0
1048	0.0	22.0
1047	12.0	48.0
1046	0.0	0.0
1045	3.0	2.0
100873369	2.0	1.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	0.0	0.0
1066	33.0	45.0
1063	434.0	1213.0
1062	207.0	640.0
1061	1.0	1.0
1060	862.0	1456.0
440253	146.0	131.0
1059	7839.0	5665.0
1058	157.0	248.0
1057	1.0	2.0
85379	4734.0	4488.0
114112	484.0	303.0
1056	17.0	15.0
85377	1683.0	2807.0
85378	1987.0	5215.0
128745	0.0	2.0
85376	18.0	51.0
440248	151.0	323.0
1075	4868.0	30025.0
1074	0.0	6.0
1073	2012.0	1598.0
1072	47539.0	52596.0
1071	562.0	464.0
440243	0.0	0.0
1070	998.0	804.0
1069	6474.0	2890.0
1068	0.0	0.0
85369	1045.0	2107.0
85366	23.0	12.0
85364	2011.0	2302.0
85365	2021.0	2308.0
85363	898.0	1693.0
85360	510.0	596.0
1080	0.0	16.0
85391	8.0	13.0
403296	0.0	0.0
403297	1.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	0.0	1.0
153733	228.0	376.0
1087	0.0	0.0
1086	0.0	0.0
440279	58.0	46.0
1085	0.0	6.0
1084	7.0	21.0
440278	89.0	112.0
1082	0.0	0.0
403294	2.0	0.0
440275	1771.0	2510.0
1081	9.0	10.0
85397	647.0	125.0
85395	1148.0	621.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	1.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	14.0	17.0
440270	3271.0	3932.0
1089	24.0	33.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	23.0	72.0
285598	235.0	436.0
126133	2376.0	2360.0
128790	0.0	0.0
126129	104.0	160.0
126123	7.0	2.0
442862	0.0	0.0
126119	3709.0	1337.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	1.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	1.0
114131	0.0	0.0
442896	0.0	0.0
114132	41.0	39.0
442897	0.0	0.0
442898	2.0	3.0
114134	129.0	418.0
442899	0.0	0.0
100128790	0.0	0.0
128760	4.0	9.0
100128788	96.0	43.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	0.0
442890	0.0	0.0
442891	0.0	1.0
442892	1.0	2.0
128756	0.0	0.0
100128782	488.0	341.0
100128781	0.0	1.0
403230	0.0	0.0
403231	0.0	1.0
403232	0.0	0.0
645560	2.0	0.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	132.0	50.0
102466616	0.0	0.0
126052	0.0	0.0
151009	42.0	34.0
403227	0.0	1.0
403228	0.0	0.0
138046	1.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	2.0	0.0
645572	0.0	0.0
645571	0.0	1.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1230.0	750.0
107131122	0.0	0.0
138050	2427.0	6349.0
403219	0.0	0.0
151011	1328.0	2373.0
645587	0.0	0.0
165679	11.0	28.0
126037	95.0	40.0
114049	6621.0	4745.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	451.0	974.0
100033821	0.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1097.0	1843.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	120.0	128.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	12.0	7.0
645598	0.0	0.0
163007	0.0	7.0
114038	1.0	0.0
645591	0.0	0.0
106481495	0.0	2.0
114041	46.0	34.0
106481496	0.0	0.0
114042	23.0	2.0
106481493	0.0	0.0
114043	5.0	28.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	50.0	138.0
126017	356.0	350.0
106481497	0.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	3.0	0.0
85301	841.0	923.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	491.0	970.0
106481459	0.0	0.0
26994	5176.0	6131.0
106481457	4.0	2.0
26995	2440.0	1967.0
106481458	0.0	0.0
403271	0.0	1.0
26998	0.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	3011.0	7443.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	1.0	0.0
106481460	1.0	3.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2918.0	2955.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	0.0
104310351	0.0	1.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	4.0	9.0
106481472	0.0	0.0
106481477	0.0	1.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	6.0	15.0
106481470	2.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	239.0	375.0
403255	0.0	0.0
403256	2.0	0.0
403257	0.0	0.0
344471	21.0	4.0
106481437	0.0	0.0
26974	184.0	149.0
153657	42.0	40.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	599.0	1527.0
165631	203.0	1621.0
106481436	0.0	0.0
26978	4.0	4.0
126075	2351.0	1400.0
106481439	0.0	0.0
403250	0.0	0.0
126074	412.0	303.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	6421.0	2938.0
106481444	1.0	3.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	695.0	1635.0
85354	0.0	0.0
85352	37.0	123.0
403241	2.0	2.0
344462	2.0	2.0
403244	0.0	0.0
403245	0.0	0.0
153642	294.0	354.0
153643	47.0	22.0
403247	0.0	0.0
403248	0.0	0.0
26985	1266.0	3172.0
106481448	0.0	0.0
26986	29521.0	45131.0
126069	46.0	53.0
106481449	0.0	0.0
126068	287.0	626.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1009.0	900.0
106481447	0.0	0.0
106481451	1.0	3.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	23.0	44.0
106481455	0.0	0.0
85349	35.0	24.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	0.0	2.0
106481454	0.0	0.0
403238	0.0	0.0
85344	22.0	21.0
403239	0.0	1.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	1.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	8.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2079.0	4405.0
100873390	0.0	0.0
728556	9.0	54.0
106481419	8.0	0.0
100128817	1.0	0.0
728558	46.0	58.0
106481417	1.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	177.0	409.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	4.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	4.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	49.0	109.0
100873384	0.0	0.0
285601	16.0	30.0
106481426	1.0	0.0
106481427	0.0	0.0
222005	0.0	1.0
63910	437.0	1617.0
106481424	1.0	0.0
106481425	0.0	0.0
285605	225.0	388.0
222008	2.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	5773.0	2876.0
63904	0.0	0.0
106481430	0.0	0.0
163071	598.0	423.0
63906	1520.0	975.0
106481433	0.0	0.0
63908	693.0	810.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	1.0
285613	43.0	196.0
63920	422.0	331.0
63923	130.0	68.0
63922	794.0	1009.0
728577	0.0	4.0
63925	1248.0	2256.0
63924	11.0	4.0
63916	1320.0	3296.0
63917	2620.0	3260.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	7.0	4.0
728564	33.0	8.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1510.0	1459.0
106481402	0.0	0.0
63931	2067.0	1607.0
106481403	0.0	0.0
63934	637.0	497.0
728567	6.0	0.0
106481408	0.0	0.0
163088	0.0	10.0
63933	2723.0	2428.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3943.0	4034.0
163087	534.0	593.0
728568	814.0	452.0
106481407	11.0	14.0
3704	7754.0	3570.0
3705	4868.0	4136.0
63926	524.0	592.0
3706	40.0	31.0
63929	750.0	770.0
3707	2083.0	4063.0
63928	5.0	0.0
3708	5908.0	3755.0
106481411	0.0	0.0
3709	921.0	2694.0
106481412	2.0	0.0
106481410	0.0	0.0
3700	28.0	32.0
3702	447.0	1976.0
3703	8443.0	7622.0
645506	0.0	1.0
151050	279.0	805.0
645520	0.0	0.0
63941	2154.0	1188.0
63940	3318.0	6706.0
63943	1356.0	575.0
728517	0.0	0.0
163033	1499.0	745.0
258010	2499.0	3119.0
63947	0.0	1.0
63946	4.0	2.0
728513	11.0	2.0
100033803	0.0	0.0
3716	5392.0	13215.0
100033804	0.0	0.0
3717	540.0	1551.0
100033805	0.0	0.0
3718	2782.0	5212.0
63939	800.0	1115.0
100033806	0.0	0.0
100190799	0.0	5.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	153.0	124.0
3710	1919.0	12568.0
3712	15435.0	8581.0
3713	2.0	784.0
3714	821.0	1572.0
63950	21.0	9.0
728505	0.0	0.0
63951	315.0	196.0
100033807	0.0	0.0
728501	297.0	46.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	41099.0	12533.0
100033814	0.0	0.0
3727	25069.0	9237.0
63948	13.0	2.0
100033815	0.0	0.0
222052	0.0	6.0
3728	19494.0	21627.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	1.0	0.0
3720	561.0	1438.0
151056	182.0	220.0
3725	27758.0	7889.0
645528	2.0	8.0
728532	5.0	22.0
163059	290.0	294.0
728538	0.0	0.0
728537	96.0	145.0
63967	59.0	317.0
3737	65.0	93.0
3738	65.0	390.0
3739	0.0	1.0
645538	0.0	0.0
3730	694.0	1287.0
3732	4277.0	6509.0
3734	0.0	0.0
3735	8459.0	8177.0
3736	50.0	34.0
63970	1.0	3.0
3750	86.0	248.0
63971	2552.0	3385.0
63974	1.0	0.0
163049	2575.0	2153.0
63973	0.0	5.0
63976	1639.0	686.0
222068	12609.0	9667.0
63978	0.0	0.0
63977	700.0	826.0
63979	261.0	664.0
728524	0.0	0.0
3748	438.0	1121.0
163051	99.0	41.0
3749	543.0	452.0
163050	28.0	57.0
3741	63.0	90.0
645548	6.0	7.0
3743	1.0	4.0
3744	0.0	1.0
3745	10.0	9.0
3746	5.0	7.0
3747	0.0	0.0
285671	938.0	609.0
285672	2536.0	1455.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	17.0	3.0
285676	27.0	60.0
3761	0.0	0.0
100128657	0.0	0.0
285679	1.0	0.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	100.0	910.0
283008	0.0	2.0
3751	11.0	28.0
100873435	0.0	0.0
3752	88.0	107.0
100873434	0.0	0.0
3753	0.0	11.0
100873433	0.0	0.0
3754	95.0	56.0
100873432	0.0	0.0
3755	11.0	49.0
100873439	0.0	0.0
3756	7.0	10.0
100873438	0.0	0.0
3757	18.0	44.0
100873437	0.0	0.0
3758	119.0	122.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	126.0	57.0
3772	7681.0	7618.0
100861458	0.0	0.0
100861453	9.0	11.0
100861455	0.0	0.0
1107	8868.0	10467.0
1106	4100.0	7127.0
1105	854.0	2382.0
1104	983.0	2109.0
100873429	0.0	0.0
1103	0.0	7.0
1102	1549.0	1633.0
1101	13.0	46.0
3762	285.0	661.0
100873424	0.0	0.0
3763	8.0	33.0
100128640	88.0	59.0
100873423	0.0	0.0
3764	572.0	562.0
100873422	0.0	0.0
3765	1.0	1.0
100873421	2.0	4.0
3766	138.0	237.0
100873428	0.0	0.0
3767	593.0	343.0
100873427	0.0	0.0
3768	392.0	324.0
1109	1.0	2.0
100873426	1.0	0.0
1108	15554.0	19485.0
3769	37.0	5.0
100873425	1.0	0.0
100128637	1.0	0.0
100128639	0.0	0.0
3780	8.0	24.0
100873453	0.0	0.0
3781	23.0	28.0
100873452	0.0	0.0
3782	496.0	1023.0
100873451	0.0	0.0
3783	1077.0	4529.0
100873450	0.0	0.0
1121	619.0	1579.0
100861468	0.0	0.0
1120	888.0	487.0
100861469	0.0	0.0
1118	608.0	4238.0
1117	2866.0	3214.0
1116	1351.0	10677.0
1114	214.0	889.0
1113	1.0	1.0
1112	1363.0	3255.0
1111	740.0	795.0
3773	8241.0	10538.0
100873457	1.0	0.0
100873456	0.0	0.0
3775	512.0	855.0
100873455	0.0	0.0
3776	417.0	155.0
100873454	0.0	0.0
3777	710.0	370.0
3778	522.0	683.0
3779	53.0	228.0
100873459	0.0	0.0
1119	2154.0	1458.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	109.0	441.0
100128628	6.0	8.0
3791	1186.0	2553.0
100873442	0.0	0.0
3792	141.0	284.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	2.0	0.0
1132	6.0	8.0
1131	38.0	66.0
1130	1003.0	5086.0
100861476	0.0	0.0
1129	0.0	0.0
1128	4.0	4.0
1124	410.0	640.0
1123	518.0	1054.0
1122	351.0	733.0
100861470	5.0	0.0
3784	8918.0	4060.0
100873446	0.0	0.0
3785	5.0	3.0
100873445	0.0	0.0
3786	47.0	1269.0
100873444	0.0	0.0
3787	12.0	9.0
100873443	0.0	0.0
3788	2.0	9.0
100873449	0.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	159.0	97.0
100128618	1.0	0.0
728597	0.0	0.0
100128617	15.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	13.0	31.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	11.0	12.0
285634	0.0	3.0
1142	0.0	0.0
1141	2.0	7.0
285636	1232.0	1870.0
1140	1032.0	1132.0
728599	1.0	1.0
1139	11.0	27.0
1138	6.0	25.0
1137	16.0	9.0
100861485	0.0	0.0
1136	29.0	40.0
1135	0.0	5.0
1134	50.0	98.0
1133	7.0	9.0
3795	304.0	249.0
100873479	1.0	8.0
3796	453.0	1568.0
100873478	0.0	0.0
3797	257.0	458.0
100873477	0.0	1.0
3798	74.0	72.0
100873476	0.0	0.0
3799	5290.0	7996.0
100873460	0.0	0.0
728586	14.0	17.0
285641	1.0	6.0
100873464	0.0	2.0
100873463	3.0	0.0
100873462	0.0	0.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1975.0	2168.0
1153	38422.0	21972.0
1152	43061.0	8249.0
285647	3.0	13.0
728589	0.0	14.0
728588	6.0	0.0
1149	13.0	0.0
1147	956.0	1452.0
1146	0.0	7.0
1145	27.0	41.0
1144	1.0	2.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	4.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	1248.0	1906.0
1163	926.0	902.0
285659	0.0	0.0
1161	282.0	384.0
1160	88.0	82.0
1159	208.0	56.0
1158	1.0	3.0
1157	0.0	0.0
1155	5226.0	4406.0
550643	3618.0	2232.0
283025	1.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	1.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2619.0	3624.0
1175	7094.0	3408.0
285668	1.0	1.0
1174	2446.0	2996.0
1173	14984.0	18189.0
550631	422.0	216.0
100873489	0.0	0.0
283014	20.0	4.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	468.0	157.0
1186	2130.0	4371.0
1185	906.0	1436.0
1184	327.0	396.0
1183	710.0	688.0
1182	1687.0	3658.0
1181	269.0	309.0
440375	14.0	59.0
1180	9.0	9.0
1179	0.0	0.0
1178	1.0	5.0
283089	30.0	5.0
85495	0.0	0.0
85480	53.0	30.0
283080	6.0	0.0
1198	2995.0	3417.0
1197	1.0	0.0
1196	1576.0	2780.0
1195	3768.0	6837.0
440366	0.0	0.0
1193	2692.0	3657.0
1192	30435.0	24036.0
1191	193116.0	207845.0
1188	1791.0	264.0
283078	24.0	57.0
85486	7.0	7.0
128615	0.0	0.0
85481	0.0	1.0
128611	201.0	861.0
440396	55.0	45.0
128609	0.0	1.0
128602	0.0	0.0
440387	3.0	4.0
128674	0.0	15.0
128676	0.0	0.0
114026	0.0	0.0
100861402	4.0	3.0
126014	179.0	453.0
440335	111.0	38.0
100128690	0.0	0.0
114034	1391.0	1126.0
126006	113.0	68.0
114036	160.0	48.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	101.0	51.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	4.0	4.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	242.0	253.0
440356	11.0	5.0
440354	126.0	113.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	3.0	0.0
128646	0.0	7.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	4.0	3.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	8.0	5.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	12.0	123.0
200734	954.0	2974.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	0.0	2.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	3.0
100128665	0.0	0.0
128637	2673.0	3036.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	3.0	4.0
165530	8.0	20.0
85409	46.0	285.0
106481385	0.0	1.0
106481386	0.0	0.0
85416	0.0	0.0
106481383	0.0	1.0
85417	5.0	24.0
106481384	0.0	0.0
103106903	5.0	6.0
85414	93.0	242.0
106481389	0.0	0.0
85415	307.0	429.0
106481387	0.0	0.0
85413	4.0	3.0
106481388	0.0	2.0
645436	0.0	1.0
106481381	1.0	0.0
106481382	0.0	0.0
10	1.0	2.0
106481380	0.0	0.0
11	0.0	0.0
403341	555.0	978.0
12	6.0	1.0
13	5.0	2.0
14	8388.0	7628.0
15	28.0	17.0
16	9473.0	9067.0
645455	0.0	6.0
18	2325.0	3631.0
19	1174.0	1586.0
128580	4.0	9.0
85407	35.0	111.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	227.0	1181.0
106481395	1.0	0.0
85403	848.0	1233.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	2962.0	4825.0
106481390	0.0	0.0
21	5636.0	5178.0
106481391	0.0	0.0
22	902.0	1118.0
153571	176.0	219.0
153572	60.0	199.0
23	4611.0	4910.0
24	64.0	59.0
25	3488.0	5971.0
26	52.0	172.0
27	637.0	1489.0
28	2005.0	2419.0
29	2229.0	7698.0
153579	442.0	476.0
728615	0.0	0.0
728614	0.0	0.0
200765	259.0	264.0
106481358	2.0	0.0
106481359	2.0	0.0
728611	15.0	17.0
102466518	2.0	1.0
102466516	1.0	2.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1434.0	916.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3499.0	2774.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	404.0	340.0
106481366	0.0	0.0
30	3876.0	3729.0
106481360	0.0	1.0
31	1473.0	2007.0
32	2748.0	1457.0
33	652.0	563.0
34	1717.0	2943.0
35	4014.0	1619.0
153562	3455.0	1480.0
36	964.0	1275.0
37	22714.0	20210.0
38	6084.0	3309.0
440307	17.0	15.0
39	709.0	1083.0
165545	4.0	11.0
106481369	0.0	0.0
728606	135.0	46.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	0.0	2.0
106481370	0.0	0.0
41	48.0	52.0
106481371	0.0	0.0
43	161.0	401.0
645486	0.0	0.0
47	3599.0	7137.0
48	3406.0	3521.0
49	4.0	18.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	1.0
106481341	0.0	0.0
106481342	3.0	1.0
106481340	0.0	0.0
85458	1272.0	1272.0
106481345	0.0	0.0
85459	279.0	708.0
106481346	0.0	0.0
