id	ff75b10b-fa8a-457f-96c6-219dfca27709	8372c003-e16d-4ca9-a54c-ed02149b4024
8045	1458.0	1815.0
22903	1308.0	1793.0
22904	5841.0	7594.0
22905	2549.0	2698.0
8048	0.0	0.0
440944	1326.0	1019.0
22906	7002.0	7726.0
256144	0.0	0.0
10917	0.0	1.0
10919	2959.0	4540.0
83888	34.0	14.0
10921	6059.0	6969.0
283738	2.0	1.0
83887	1.0	0.0
10920	3436.0	3271.0
81226	0.0	0.0
10923	9676.0	8498.0
10922	4382.0	3762.0
83889	44.0	1.0
81228	0.0	0.0
83884	3.0	1.0
56287	0.0	2.0
81221	0.0	0.0
56288	3181.0	4946.0
10924	1044.0	1466.0
10927	7326.0	8329.0
83886	101.0	86.0
81223	0.0	0.0
10926	293.0	308.0
81224	0.0	0.0
643447	15.0	7.0
643445	0.0	0.0
83882	281.0	358.0
83881	37.0	38.0
439965	8.0	9.0
643446	10.0	4.0
93233	76.0	35.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	1385.0	1944.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	22.0	19.0
106481975	0.0	0.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	3.0	0.0
100271499	0.0	0.0
100271498	0.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	4.0	4.0
81251	0.0	0.0
100271491	3.0	1.0
100271493	0.0	0.0
643470	0.0	0.0
643471	1.0	0.0
8061	6637.0	497.0
8065	3123.0	2934.0
81248	4.0	1.0
10901	865.0	721.0
10900	250.0	461.0
10903	242.0	1115.0
81243	0.0	0.0
10902	3058.0	4271.0
81244	1.0	0.0
100271487	5.0	3.0
10905	4678.0	5488.0
10904	5032.0	6808.0
81246	0.0	0.0
283796	29.0	3.0
100271483	0.0	0.0
81240	0.0	0.0
342574	18.0	53.0
100271486	0.0	0.0
100271485	0.0	0.0
81242	3.0	0.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	15555.0	15852.0
440917	13.0	14.0
439927	0.0	0.0
440915	6.0	1.0
8078	4437.0	6095.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	347.0	40.0
106481959	0.0	0.0
8073	17348.0	16998.0
106481956	0.0	1.0
8074	0.0	1.0
106481957	1.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	5.0	2.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	164.0	162.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	3.0	0.0
100271470	0.0	0.0
440905	12.0	7.0
439916	0.0	1.0
8089	1144.0	1336.0
440902	3.0	6.0
643499	3.0	0.0
439915	0.0	0.0
440900	5.0	1.0
8082	2404.0	2532.0
106481965	0.0	0.0
106481966	2.0	5.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	2445.0	2307.0
106481969	0.0	0.0
8087	7758.0	9835.0
106481967	2.0	0.0
8085	7073.0	6056.0
106481968	0.0	1.0
102724167	0.0	0.0
100271469	0.0	0.0
100271466	0.0	1.0
106481972	0.0	0.0
283777	0.0	0.0
401337	1.0	0.0
106481973	0.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	0.0	0.0
100271467	1.0	1.0
106481971	1.0	0.0
100271462	0.0	0.0
81261	0.0	1.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	16100.0	19095.0
81264	0.0	0.0
100271460	2.0	1.0
731688	8.0	3.0
728034	0.0	0.0
8099	2206.0	3401.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	58.0	1821.0
106481930	0.0	0.0
8092	1.0	0.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	76.0	63.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	0.0
56413	141.0	64.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	7.0	2.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	2.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	310.0	1337.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	3.0	6.0
106481916	2.0	0.0
106481917	0.0	0.0
572558	9.0	1.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	1257.0	2034.0
100126572	0.0	0.0
106481929	0.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	13.0	3.0
728042	0.0	0.0
106481921	9.0	0.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	4.0	3.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	0.0	0.0
101234262	15.0	13.0
767612	0.0	0.0
767611	0.0	0.0
283337	2421.0	3007.0
344813	0.0	0.0
114548	881.0	539.0
81406	3.0	0.0
81407	0.0	0.0
344807	0.0	1.0
126526	1045.0	908.0
767600	0.0	0.0
344805	81.0	17.0
106481907	1.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	88.0	31.0
102800446	0.0	2.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	1.0	2.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	16.0	37.0
728013	26.0	15.0
283392	1.0	0.0
728012	0.0	0.0
728015	1.0	1.0
728010	4.0	3.0
81428	0.0	0.0
728019	1.0	0.0
56478	1677.0	2477.0
56479	674.0	475.0
126506	0.0	2.0
56474	1428.0	1634.0
81430	1.0	0.0
56475	51.0	65.0
81431	0.0	0.0
56476	0.0	0.0
56477	1907.0	1757.0
93408	0.0	0.0
283385	142.0	111.0
283383	3960.0	3901.0
728005	9.0	3.0
81419	0.0	0.0
81421	0.0	0.0
283377	1391.0	1617.0
643401	1.0	1.0
283375	11.0	10.0
283373	2867.0	3207.0
151525	1059.0	1552.0
126567	1135.0	1142.0
391211	0.0	0.0
151534	53.0	226.0
151531	29.0	76.0
114569	24232.0	33361.0
126549	51.0	30.0
114571	2.0	0.0
100527978	45.0	43.0
126541	0.0	0.0
126536	1.0	0.0
151556	1274.0	1867.0
391242	0.0	0.0
728075	0.0	0.0
440699	8.0	28.0
440695	1.0	5.0
728072	0.0	0.0
100527960	44.0	1.0
391253	0.0	0.0
728064	0.0	0.0
100527963	110.0	119.0
728066	2.0	3.0
440689	42.0	41.0
391257	0.0	1.0
391256	11.0	5.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	15.0	20.0
728090	0.0	0.0
728088	1.0	3.0
100527943	6.0	3.0
114599	1.0	1.0
126581	0.0	0.0
151516	61.0	26.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	1.0
100527947	0.0	0.0
100527948	0.0	0.0
100527949	0.0	0.0
643384	0.0	0.0
391160	0.0	1.0
643382	49.0	5.0
391162	0.0	0.0
692312	9.0	4.0
163479	1.0	0.0
391169	0.0	0.0
100271332	4.0	3.0
391171	0.0	0.0
391174	5.0	8.0
643394	12.0	5.0
391175	1.0	2.0
391179	2.0	0.0
93380	3424.0	2954.0
100271323	2.0	2.0
100271322	1.0	0.0
100271325	2.0	0.0
100271321	0.0	0.0
401036	2.0	1.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	2.0	10.0
391155	0.0	0.0
401024	103.0	26.0
163486	1469.0	1607.0
401022	31.0	137.0
425054	2.0	1.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	3.0	3.0
401018	1.0	0.0
100271303	4.0	0.0
100271302	0.0	0.0
401093	194.0	62.0
401097	17.0	20.0
151449	205.0	25.0
401082	1.0	1.0
8100	2255.0	1389.0
440606	0.0	0.0
8106	9906.0	7900.0
440603	24.0	1.0
401089	2.0	0.0
391183	0.0	0.0
8110	52.0	55.0
8111	246.0	350.0
391189	0.0	0.0
8115	807.0	9.0
401074	20.0	14.0
222484	1281.0	1668.0
391190	0.0	0.0
391192	2.0	1.0
391191	0.0	0.0
391194	0.0	0.0
8123	440.0	148.0
391196	0.0	0.0
391195	3.0	2.0
8128	23.0	331.0
8125	6071.0	8479.0
401067	0.0	0.0
8120	227.0	248.0
151477	35.0	24.0
151473	175.0	404.0
643300	5.0	5.0
645962	0.0	0.0
8139	771.0	545.0
645961	0.0	1.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2281.0	2506.0
81329	0.0	0.0
83998	5.0	0.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	7.0	4.0
283403	5.0	0.0
83990	80.0	185.0
83992	904.0	1363.0
645954	70.0	80.0
81330	0.0	0.0
645958	183.0	134.0
645957	5.0	1.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	4.0	4.0
8148	8792.0	12744.0
222487	155.0	54.0
81318	0.0	0.0
8140	3138.0	969.0
83987	2215.0	2520.0
81324	0.0	0.0
83986	3050.0	4418.0
81325	0.0	0.0
83989	1942.0	1578.0
83988	512.0	216.0
81327	0.0	0.0
83983	64.0	97.0
81320	0.0	0.0
83982	1297.0	1257.0
83985	233.0	240.0
81322	0.0	0.0
643308	0.0	0.0
643309	4.0	4.0
645968	10.0	10.0
645980	0.0	0.0
100271390	0.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	1.0	0.0
106481876	0.0	1.0
8153	923.0	266.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	1.0
81358	1.0	0.0
81353	1.0	17.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	1.0
81356	1.0	0.0
81352	3.0	0.0
100271392	3.0	5.0
100271391	0.0	0.0
100271394	1.0	0.0
100271393	1.0	0.0
645979	8.0	3.0
93323	465.0	329.0
8165	7641.0	6145.0
645996	36.0	1.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1233.0	1400.0
106481891	4.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	1.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	3.0	1.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	1.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	4.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	2.0	1.0
8178	2012.0	1399.0
344892	0.0	1.0
643343	18.0	12.0
8170	91.0	41.0
106481855	0.0	0.0
401014	34.0	6.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	28.0	30.0
106481859	0.0	0.0
8175	3601.0	3483.0
106481857	0.0	0.0
106481858	1.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	1.0	0.0
106481863	0.0	0.0
283446	121.0	18.0
106481860	0.0	0.0
81377	0.0	1.0
106481861	0.0	0.0
643338	93.0	280.0
645998	0.0	0.0
643336	1.0	0.0
100271371	1.0	0.0
8189	6114.0	6928.0
8187	182.0	308.0
93343	3382.0	2920.0
93349	831.0	962.0
643353	5.0	2.0
106481866	5.0	1.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	2.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	0.0	3.0
106481874	0.0	0.0
106481871	1.0	2.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	1.0	1.0
283431	69.0	130.0
100271364	2.0	1.0
81363	0.0	0.0
344875	2.0	1.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	8.0	3.0
8192	2256.0	3128.0
106481833	0.0	8.0
8193	16.0	9.0
106481834	0.0	1.0
106481831	0.0	0.0
8190	2.0	2.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2203.0	1933.0
106481836	0.0	0.0
106481840	0.0	1.0
106481841	0.0	0.0
100271358	8.0	1.0
81399	0.0	0.0
283422	0.0	0.0
344866	3.0	3.0
100271351	1.0	0.0
283420	32.0	13.0
100271354	1.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	4.0	1.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	6.0	0.0
106481846	0.0	0.0
100307126	71.0	72.0
106481847	0.0	0.0
100271349	1.0	0.0
283417	1187.0	179.0
283416	597.0	76.0
106481851	2.0	1.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	6.0	19.0
106481850	13.0	6.0
81382	1.0	0.0
81383	0.0	0.0
100271343	21.0	9.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1222.0	1574.0
283487	86.0	42.0
283486	1.0	0.0
283483	1.0	1.0
283481	331.0	192.0
283480	6.0	0.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	2.0
106481822	0.0	0.0
106481823	0.0	5.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	1.0	1.0
106481827	1.0	0.0
106481824	3.0	1.0
106481825	1.0	0.0
56547	1.0	0.0
106481830	0.0	0.0
56548	424.0	292.0
283471	2.0	1.0
731789	0.0	2.0
728170	2.0	3.0
283464	1977.0	2604.0
283463	2.0	10.0
283461	0.0	2.0
283460	2.0	1.0
106481808	0.0	0.0
728167	5.0	1.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	4.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	1.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	14.0	10841.0
81502	10008.0	12870.0
283459	1523.0	1408.0
283458	18.0	33.0
283455	398.0	513.0
645900	0.0	0.0
283450	6060.0	4430.0
780776	183.0	38.0
728113	15.0	8.0
126410	9.0	11.0
728116	6.0	15.0
728115	3.0	1.0
728118	28.0	22.0
81533	6098.0	7664.0
126402	0.0	0.0
81532	2183.0	2406.0
645930	3.0	4.0
731779	0.0	1.0
728106	0.0	0.0
645922	0.0	0.0
645927	1.0	0.0
728134	7.0	6.0
474170	227.0	179.0
728130	71.0	55.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	2803.0	4041.0
81556	2882.0	3518.0
81557	1.0	0.0
81558	3083.0	1560.0
645939	0.0	0.0
81551	0.0	1.0
101055625	10.0	1.0
81552	1751.0	2240.0
81553	6629.0	8010.0
344905	48.0	25.0
81554	3377.0	4396.0
474167	19.0	13.0
81550	1508.0	1380.0
344901	2.0	2.0
645931	0.0	0.0
645950	2.0	2.0
728121	43.0	45.0
81537	2435.0	2773.0
81539	8770.0	5010.0
728128	0.0	2.0
81544	436.0	243.0
81545	2309.0	3354.0
81542	3523.0	3862.0
81543	153.0	186.0
93517	466.0	592.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	230.0	237.0
126432	715.0	1078.0
163404	0.0	0.0
138474	5.0	3.0
391365	1.0	0.0
391367	1.0	4.0
728192	0.0	17.0
728194	1.0	0.0
728190	789.0	606.0
391378	1.0	0.0
138412	0.0	0.0
138428	16.0	12.0
138429	94.0	224.0
391356	1691.0	1522.0
391358	2.0	4.0
56521	16.0	27.0
391282	2.0	1.0
643263	0.0	0.0
643264	1.0	0.0
100271209	23.0	1.0
222537	6.0	3.0
163351	183.0	192.0
100271217	0.0	0.0
100271216	0.0	0.0
100271218	0.0	1.0
401164	0.0	2.0
100271206	0.0	0.0
100271207	3.0	0.0
100271201	0.0	0.0
100271204	1.0	2.0
391266	0.0	0.0
440799	0.0	0.0
391267	28.0	19.0
222553	56.0	26.0
391269	0.0	0.0
440795	1.0	0.0
401152	11643.0	15714.0
126393	712.0	32.0
8200	8.0	87.0
8204	1767.0	4944.0
8202	4123.0	4440.0
391276	1.0	0.0
391279	1.0	0.0
401145	250.0	138.0
222545	0.0	0.0
126382	783.0	1276.0
222546	0.0	0.0
606293	4.0	3.0
401138	6.0	161.0
401137	0.0	0.0
151393	587.0	540.0
692231	0.0	0.0
440738	74.0	36.0
692233	0.0	2.0
440737	28.0	47.0
8216	2817.0	3177.0
8214	292.0	205.0
440732	11.0	7.0
440730	6.0	9.0
222584	218.0	220.0
151325	1.0	0.0
8208	203.0	576.0
8209	10.0	7.0
8220	1252.0	1235.0
8226	848.0	1575.0
692223	0.0	0.0
8227	5508.0	3422.0
8224	46.0	7.0
692225	12.0	9.0
8225	4069.0	3221.0
692226	0.0	0.0
100381178	2.0	5.0
692227	62.0	28.0
692229	0.0	0.0
100310839	0.0	1.0
100310838	1.0	1.0
8218	1056.0	591.0
8233	1165.0	1596.0
692210	0.0	2.0
8237	15439.0	10565.0
401190	20.0	6.0
692212	6.0	5.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2386.0	1751.0
8242	10319.0	10446.0
8243	6415.0	4903.0
692201	0.0	0.0
692202	2.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	6.0	8.0
692206	1.0	0.0
692207	0.0	1.0
692208	4.0	0.0
692209	0.0	0.0
8241	5339.0	5057.0
100310812	0.0	0.0
8239	10702.0	9581.0
151354	251.0	8754.0
100271291	0.0	0.0
93432	33.0	4.0
100271290	2.0	0.0
645841	0.0	0.0
93436	2193.0	1937.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	3.0
106481781	1.0	0.0
106481782	1.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	0.0	0.0
283523	0.0	0.0
106481784	0.0	0.0
100310869	4.0	1.0
100271297	0.0	0.0
283521	6.0	0.0
100271296	0.0	0.0
645834	4.0	3.0
645832	0.0	1.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2555.0	3242.0
93426	32.0	1.0
8269	451.0	758.0
106481789	0.0	1.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	1.0	0.0
8263	279.0	220.0
8260	1410.0	1927.0
283518	16.0	13.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	3.0	2.0
106481796	6.0	6.0
81442	0.0	0.0
106481797	0.0	1.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	0.0	2.0
645846	1.0	4.0
100271288	0.0	0.0
645843	0.0	0.0
81440	13.0	0.0
100271284	0.0	0.0
8277	7.0	3.0
645864	3.0	4.0
342374	1.0	0.0
440714	11.0	0.0
342372	10.0	5.0
342371	4692.0	3233.0
440712	872.0	455.0
106481756	0.0	0.0
8270	769.0	1164.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	1.0	0.0
8273	4178.0	1859.0
728215	62.0	61.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	131.0	81.0
81479	0.0	0.0
100310849	1.0	0.0
106481760	0.0	0.0
100310846	21.0	15.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	1.0
81470	0.0	0.0
100271274	1.0	1.0
100310841	1.0	1.0
81472	0.0	1.0
81473	0.0	0.0
100310840	87.0	68.0
100271273	0.0	0.0
645859	0.0	0.0
8288	3.0	4.0
8289	8075.0	9137.0
8287	1.0	1.0
643210	14.0	3.0
106481767	0.0	0.0
728207	2.0	1.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	1.0	0.0
106481770	1.0	2.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	0.0	0.0
100271263	2.0	0.0
100310855	1.0	0.0
81462	1.0	0.0
100271260	23.0	17.0
100271262	0.0	1.0
100310851	0.0	0.0
342358	0.0	0.0
342357	438.0	590.0
100310850	0.0	0.0
100271261	0.0	0.0
643220	7.0	2.0
643224	73.0	257.0
645884	0.0	1.0
8291	972.0	2396.0
401136	1.0	0.0
106481734	20.0	8.0
8292	152.0	120.0
401135	0.0	0.0
106481735	11.0	16.0
106481732	1.0	9.0
8290	0.0	0.0
106481733	0.0	0.0
8295	5800.0	6874.0
106481738	0.0	0.0
93474	148.0	177.0
106481739	0.0	0.0
8293	1.0	1.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	431.0	396.0
106481741	1.0	0.0
106481742	5.0	22.0
100271259	0.0	0.0
100271258	1.0	0.0
106481740	0.0	0.0
81492	427.0	128.0
100271253	3.0	2.0
645879	0.0	0.0
81493	95.0	161.0
81494	0.0	0.0
100271254	0.0	1.0
283562	1.0	0.0
81490	2204.0	1514.0
81491	84.0	40.0
342346	100.0	21.0
100271250	0.0	0.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	3.0	0.0
106481745	0.0	0.0
401124	138.0	44.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	25.0	17.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	1.0
100271245	2.0	0.0
106481753	6.0	5.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	1.0	0.0
106481751	0.0	0.0
401115	342.0	703.0
81488	1665.0	2713.0
283554	129.0	374.0
283553	3.0	2.0
100271244	1.0	0.0
643226	2.0	0.0
283551	103.0	55.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	165.0	142.0
93492	13.0	21.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	1.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	2.0	3.0
100271235	0.0	0.0
283547	26.0	39.0
401106	111.0	82.0
100271234	0.0	0.0
106481720	2.0	0.0
100271230	0.0	0.0
643236	35.0	107.0
100271233	0.0	0.0
100271232	2.0	3.0
643253	220.0	255.0
93487	9699.0	5693.0
106481729	1.0	1.0
643255	3.0	0.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	0.0	4.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1020.0	903.0
100271229	1.0	0.0
100271224	1.0	0.0
106481730	0.0	0.0
100271223	1.0	1.0
106481731	1.0	1.0
100271226	1.0	1.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	5.0	0.0
344978	6.0	4.0
100271221	1.0	1.0
138716	1251.0	1014.0
780852	7.0	0.0
728276	0.0	1.0
780853	0.0	0.0
728279	0.0	0.0
138715	10.0	4.0
780851	10.0	1.0
100126356	0.0	0.0
285796	3.0	1.0
81607	51.0	2067.0
81608	2878.0	3063.0
81609	1755.0	3447.0
81603	10518.0	15361.0
81605	3563.0	3821.0
81606	35617.0	13004.0
81610	74.0	73.0
56654	1888.0	5251.0
56655	2079.0	1729.0
81611	4480.0	5482.0
56650	6360.0	3795.0
29028	1035.0	1942.0
283129	39.0	24.0
56651	1.0	1.0
56652	509.0	575.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1490.0	967.0
283120	100.0	331.0
56659	457.0	282.0
100126350	2.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	12.0	9.0
138724	5.0	2.0
100126346	0.0	0.0
100126347	1.0	0.0
728264	25.0	11.0
100126348	4.0	1.0
728263	1.0	1.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	44.0	16.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	6733.0	3904.0
100190924	0.0	0.0
56666	848.0	862.0
30012	0.0	0.0
29034	1.0	0.0
56667	1.0	4.0
106865375	0.0	0.0
81602	1764.0	567.0
30014	0.0	0.0
106865374	0.0	0.0
56662	5.0	0.0
30011	4030.0	3091.0
283116	0.0	0.0
56663	1.0	0.0
30010	0.0	0.0
56664	5.0	0.0
100190923	1.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	2702.0	1365.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	2803.0	2170.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	32.0	18.0
100381202	0.0	0.0
56670	665.0	236.0
81626	3.0	0.0
81627	1335.0	1913.0
81628	2376.0	3629.0
56676	0.0	0.0
30001	2722.0	5952.0
54012	0.0	0.0
56677	0.0	0.0
246175	5181.0	3675.0
56672	1023.0	1869.0
246176	11.0	14.0
56673	9.0	4.0
54016	0.0	0.0
283106	21.0	12.0
30000	5117.0	5811.0
56674	5883.0	7631.0
54015	1.0	0.0
81631	9917.0	9415.0
56675	200.0	480.0
54014	4296.0	4366.0
283104	160.0	232.0
100126330	0.0	0.0
30009	254.0	179.0
283102	9.0	2.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	7.0	0.0
30008	7986.0	6944.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	48.0	4.0
100126327	0.0	1.0
100126328	0.0	0.0
66000	523.0	269.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	1.0
66004	1218.0	4741.0
100126325	0.0	0.0
66005	5220.0	6856.0
100126326	0.0	0.0
81618	8953.0	10184.0
81619	5464.0	8012.0
56681	8065.0	7760.0
66008	5752.0	9537.0
29018	0.0	0.0
81614	2073.0	2826.0
54020	2378.0	3186.0
81615	143.0	2031.0
81616	9.0	5.0
81617	1781.0	933.0
767846	32.0	29.0
81621	221.0	451.0
81622	1905.0	3389.0
246184	561.0	615.0
767851	3.0	0.0
81623	0.0	0.0
54022	2.0	1.0
81624	54.0	222.0
767853	0.0	0.0
54021	10.0	31.0
56683	1887.0	1771.0
54028	31.0	19.0
54027	0.0	0.0
29015	7847.0	11869.0
54026	0.0	0.0
767850	0.0	1.0
81620	196.0	994.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	18.0	8.0
246182	5.0	1.0
100126316	0.0	0.0
728233	145.0	80.0
283171	0.0	1.0
100126317	2.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	0.0
100126313	4.0	1.0
