id	bf78a3d4-5bd8-47fd-8dbd-c46834a86eab	5826cb77-039f-4dbb-954a-6e024f3d35c6
319134	9.0	12.0
100287635	3.0	0.0
319130	9.0	20.0
319139	0.0	0.0
319135	1.0	3.0
100287630	0.0	0.0
319136	1.0	0.0
552891	0.0	2.0
319138	7.0	17.0
1613	1999.0	3720.0
200350	14.0	11.0
1612	3354.0	1046.0
1611	16148.0	29328.0
165140	83.0	437.0
1610	2.0	3.0
552889	13999.0	29981.0
1618	3.0	0.0
1617	0.0	0.0
1616	4935.0	6746.0
1615	8109.0	11579.0
319142	0.0	0.0
319143	9.0	9.0
319144	0.0	1.0
319145	0.0	1.0
100287625	0.0	0.0
1624	0.0	0.0
1623	0.0	0.0
1622	4463.0	5337.0
1621	187.0	84.0
1620	95.0	33.0
1629	4730.0	5612.0
552879	0.0	0.0
1628	3072.0	15919.0
1627	6069.0	5731.0
319111	2.0	3.0
128178	854.0	273.0
319112	8.0	6.0
100287616	953.0	1750.0
393046	1.0	0.0
319117	2.0	4.0
319118	0.0	2.0
319114	15.0	7.0
1635	13536.0	12648.0
200373	578.0	422.0
1634	27231.0	538.0
1633	2023.0	2641.0
1632	5535.0	21804.0
552860	18.0	87.0
1630	14.0	114.0
1639	12336.0	22452.0
1638	37.0	97.0
1636	3360.0	3145.0
319122	14.0	4.0
319123	0.0	0.0
100287603	0.0	2.0
319128	3.0	19.0
319129	8.0	5.0
1646	235.0	236.0
1645	775.0	320.0
1644	74.0	3.0
1643	856.0	3385.0
85824	14.0	19.0
1642	24027.0	46759.0
1641	9.0	1.0
552859	0.0	0.0
1649	3472.0	10741.0
1647	2129.0	2014.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	19.0	13.0
1660	15374.0	22546.0
1657	6984.0	9299.0
1656	17134.0	28679.0
1655	41102.0	109333.0
1654	18425.0	28763.0
1653	9599.0	18160.0
1652	1356.0	1533.0
346708	0.0	0.0
1650	20771.0	48128.0
346702	17.0	56.0
1659	3700.0	7715.0
319100	0.0	0.0
319101	1.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	3479.0	6852.0
1665	7735.0	12599.0
1663	988.0	2411.0
1662	1762.0	2220.0
1661	5.0	11.0
1669	0.0	0.0
1678	364.0	526.0
1677	552.0	888.0
1676	4037.0	5910.0
1675	2069.0	420.0
1674	1664.0	107.0
1673	0.0	0.0
1672	40.0	0.0
153129	915.0	1520.0
1690	51.0	85.0
165100	0.0	1.0
1687	1591.0	475.0
85865	2287.0	2513.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	2.0	0.0
100287596	0.0	0.0
100861563	6.0	5.0
10415	0.0	0.0
10417	558.0	244.0
493861	122.0	177.0
493860	15.0	50.0
100287591	0.0	0.0
10419	4307.0	5075.0
10418	467.0	41.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	3707.0	6752.0
100873554	0.0	0.0
100873553	1.0	0.0
100131713	38.0	42.0
10411	8837.0	16518.0
10410	13037.0	4398.0
100873559	0.0	0.0
10413	14864.0	34929.0
100873558	0.0	1.0
10412	5348.0	6618.0
100873557	0.0	1.0
100873541	0.0	1.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2120.0	4349.0
442266	2.0	2.0
10425	6353.0	12573.0
442267	0.0	1.0
10428	4766.0	9275.0
10427	4986.0	7480.0
100861573	0.0	1.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	659.0	404.0
100873543	0.0	0.0
100873542	1.0	0.0
10422	2235.0	3047.0
493856	2841.0	2786.0
100873549	0.0	1.0
10421	7598.0	11491.0
100873548	0.0	0.0
100131726	1.0	2.0
10424	8232.0	7705.0
100873547	0.0	0.0
10423	6737.0	14350.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	61.0	6.0
100873576	2.0	1.0
100873575	0.0	0.0
100873579	0.0	1.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	56.0	2.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	34306.0	69813.0
10403	152.0	222.0
10406	11175.0	3137.0
10408	13.0	1.0
10407	0.0	3.0
100131740	1.0	2.0
10409	2501.0	6628.0
100873567	0.0	0.0
100131743	5.0	19.0
100873566	2.0	97.0
100873565	0.0	0.0
100873564	1.0	0.0
10400	1903.0	4229.0
10402	496.0	1857.0
100873569	0.0	0.0
10401	1950.0	2753.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	1.0	0.0
100873590	1.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	10.0	9.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	22.0	15.0
442240	3.0	7.0
442242	0.0	0.0
100287551	3.0	4.0
442233	0.0	1.0
442234	0.0	0.0
442236	0.0	0.0
442237	1.0	1.0
442239	1.0	2.0
100131755	2243.0	4354.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	2.0	10.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	13.0	28.0
442232	2.0	2.0
100131760	4.0	13.0
442227	0.0	0.0
442229	0.0	0.0
100873589	1.0	1.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	1.0	1.0
493812	1278.0	265.0
442260	1.0	0.0
442262	1.0	12.0
442255	2.0	1.0
442256	0.0	2.0
442257	1.0	1.0
442258	3.0	2.0
100131775	1.0	0.0
100131777	0.0	0.0
100287528	1.0	9.0
442252	1.0	17.0
100287520	5.0	6.0
442253	2.0	4.0
442245	0.0	2.0
442247	2.0	1.0
442249	2.0	3.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	15972.0	37431.0
100128139	7.0	2.0
10490	7469.0	9980.0
10493	11930.0	16735.0
10492	19308.0	25840.0
10495	1293.0	1269.0
100128135	6.0	21.0
10494	8740.0	29463.0
10497	4513.0	8459.0
100128136	0.0	1.0
10499	6085.0	7236.0
128506	0.0	1.0
10498	1985.0	3493.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	3.0	9.0
116512	0.0	0.0
116519	11.0	38.0
105419997	4.0	20.0
100128126	4.0	7.0
100861506	0.0	0.0
10471	1548.0	2651.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	7.0	8.0
444882	1.0	10.0
442221	0.0	0.0
442211	9.0	1.0
442213	49.0	6328.0
442215	5.0	4.0
442216	0.0	1.0
116511	1.0	0.0
442217	2.0	1.0
442218	0.0	0.0
10473	4693.0	5194.0
10472	2096.0	3713.0
100533177	0.0	0.0
10475	2578.0	3268.0
100533178	0.0	0.0
100128115	2.0	3.0
10474	8134.0	12043.0
100533179	8.0	10.0
10477	4240.0	7455.0
10476	8448.0	11600.0
10479	2094.0	4265.0
10478	1796.0	2226.0
100128110	1.0	0.0
100128109	0.0	0.0
10480	8982.0	17619.0
100861516	4.0	1.0
100861517	12.0	31.0
10482	6775.0	13877.0
100861518	2.0	23.0
10481	0.0	0.0
100861519	0.0	19.0
100861513	3.0	7.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	99.0	149.0
100861510	1.0	0.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	172.0	197.0
442204	5.0	7.0
442205	0.0	0.0
10484	3045.0	5673.0
100128102	1.0	1.0
10483	8869.0	8547.0
10486	907.0	2589.0
10485	8.0	2.0
100128103	0.0	0.0
10488	3902.0	6555.0
10487	19352.0	31432.0
100533184	0.0	27.0
10489	7517.0	14743.0
128553	1179.0	458.0
100861523	3.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	806.0	1217.0
10458	3006.0	5746.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	1522.0	616.0
100873512	0.0	0.0
10450	3227.0	6212.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2300.0	4111.0
10455	3205.0	4425.0
100873516	0.0	0.0
10454	3111.0	5090.0
100873515	0.0	0.0
10457	6329.0	213.0
100873514	2.0	2.0
10456	4094.0	5865.0
100873513	0.0	0.0
346389	557.0	12.0
10460	1212.0	1887.0
100861530	3.0	1.0
100873509	0.0	0.0
10469	2444.0	6111.0
100873508	0.0	0.0
100873507	0.0	1.0
100873506	0.0	0.0
10462	513.0	13.0
100873501	0.0	0.0
10461	1507.0	4531.0
100873500	0.0	0.0
10464	2152.0	4848.0
10463	7699.0	9745.0
10466	4725.0	4644.0
100873505	0.0	0.0
10465	1334.0	3381.0
100873504	0.0	0.0
10468	104.0	107.0
100873503	2.0	0.0
10467	4158.0	7739.0
100873502	1.0	0.0
100873530	3.0	0.0
100861549	14.0	38.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	918.0	1582.0
100861541	175.0	345.0
100861542	0.0	0.0
100861543	2.0	1.0
100861544	0.0	0.0
10437	45.0	126.0
10436	1094.0	1242.0
10439	601.0	109.0
10438	1275.0	1765.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	1.0	0.0
100873532	0.0	0.0
10430	4608.0	7606.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	3606.0	5435.0
10435	3016.0	3434.0
100873536	9.0	164.0
10434	2677.0	3407.0
100873535	0.0	1.0
116535	219.0	251.0
100861556	2.0	0.0
116534	96.0	147.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	1.0
100861555	15.0	32.0
10447	5502.0	7050.0
100873529	0.0	0.0
116540	199.0	286.0
100861550	0.0	0.0
10449	5189.0	13898.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	2151.0	2898.0
10440	2593.0	2712.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	2.0	1.0
100873520	0.0	0.0
10444	7754.0	15590.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	8319.0	11990.0
10446	1056.0	100.0
100873525	0.0	0.0
10445	5205.0	9373.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	2316.0	2173.0
100533111	5.0	8.0
102466866	0.0	0.0
102466865	14.0	4.0
102466864	0.0	0.0
128467	6.0	0.0
647507	0.0	1.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	1.0	1.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	1.0	0.0
100128191	175.0	135.0
100128190	0.0	0.0
100533107	295.0	407.0
153443	899.0	1218.0
100533105	17.0	10.0
647532	0.0	0.0
100533106	24.0	55.0
102466889	89.0	0.0
116461	1383.0	4882.0
100128181	0.0	0.0
100128183	3.0	9.0
102466880	0.0	0.0
128439	868.0	1417.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	2360.0	821.0
100128177	0.0	0.0
100128176	5.0	1.0
100128162	0.0	0.0
10390	2508.0	2690.0
128497	110.0	96.0
647569	0.0	0.0
10392	1163.0	3645.0
10391	1153.0	143.0
10394	0.0	1.0
10393	702.0	1166.0
10396	20469.0	27856.0
10395	3289.0	39313.0
1719	729.0	1393.0
10398	17276.0	31626.0
1718	4587.0	5043.0
100128159	0.0	0.0
10397	16909.0	4608.0
1717	2690.0	1751.0
1716	1892.0	3505.0
10399	56277.0	98566.0
128486	1511.0	3968.0
128488	1.0	4.0
128481	0.0	1.0
100508120	701.0	1200.0
1723	965.0	1377.0
100128140	5.0	13.0
100689073	1.0	9.0
100689074	3.0	0.0
100128145	4.0	13.0
1729	15720.0	12164.0
1728	5405.0	17041.0
1727	14624.0	21765.0
1725	2514.0	3643.0
100287512	0.0	1.0
100287513	0.0	0.0
1734	57201.0	17932.0
1733	18533.0	40651.0
1731	1313.0	166.0
1730	960.0	1232.0
1739	10239.0	11017.0
1738	6266.0	9179.0
1737	4197.0	4841.0
1736	4544.0	4837.0
1735	72.0	3.0
100287505	0.0	1.0
751580	254.0	255.0
100287502	0.0	0.0
202658	0.0	5.0
1745	51.0	15.0
1743	8302.0	18429.0
1742	616.0	4157.0
1741	6469.0	796.0
1740	4214.0	302.0
1749	27.0	33.0
1748	26.0	180.0
1747	449.0	111.0
1746	10.0	1.0
200008	1.0	4.0
200010	110.0	32.0
1756	1997.0	10029.0
1755	9.0	225.0
1750	12.0	14.0
1759	317.0	265.0
1758	0.0	1.0
1757	811.0	883.0
1770	234.0	137.0
200014	3818.0	7995.0
1767	321.0	134.0
1763	159.0	288.0
1762	1957.0	5638.0
1761	37.0	30.0
1760	2169.0	8751.0
1769	36.0	19.0
1768	918.0	415.0
153478	2909.0	4693.0
1781	6006.0	8388.0
1780	249.0	575.0
200025	2.0	5.0
1778	35888.0	49414.0
1777	6735.0	11369.0
1776	501.0	125.0
1775	84.0	1174.0
1774	2063.0	4366.0
1773	1729.0	3608.0
200030	1080.0	1399.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	0.0	0.0
1791	19.0	23.0
442195	0.0	0.0
200035	209.0	732.0
442197	380.0	4.0
1789	444.0	433.0
442189	0.0	0.0
1788	3721.0	8601.0
1787	1331.0	1812.0
1786	4104.0	7943.0
1785	11781.0	20341.0
1783	13149.0	17922.0
1798	2654.0	4712.0
1797	1078.0	2695.0
1796	1035.0	1306.0
1795	5083.0	8340.0
1794	2727.0	528.0
1793	13841.0	18425.0
101180976	1.0	3.0
493753	2973.0	4223.0
550112	892.0	1677.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	8.0	6.0
503635	0.0	0.0
503638	4.0	8.0
503637	0.0	0.0
10536	2015.0	8217.0
503643	6.0	51.0
10535	797.0	1725.0
100287472	0.0	3.0
10538	265.0	44.0
503645	8.0	50.0
10537	595.0	2.0
100287470	0.0	0.0
10539	2326.0	3696.0
503641	0.0	0.0
503640	7.0	6.0
100873677	0.0	0.0
100873676	0.0	1.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	5211.0	8421.0
493987	3.0	7.0
10534	1007.0	1663.0
100873679	0.0	0.0
10533	1863.0	2516.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	4.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	25.0	10.0
10549	2916.0	4226.0
503634	0.0	0.0
10548	790.0	1734.0
503633	0.0	0.0
503630	5.0	8.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	7359.0	12357.0
10541	11932.0	20819.0
100873664	0.0	0.0
10540	7852.0	14477.0
100873663	0.0	0.0
10542	2823.0	5863.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	431.0	229.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	2.0	6.0
100873690	0.0	0.0
100873695	0.0	1.0
100873694	0.0	1.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	3160.0	4233.0
10513	4795.0	5631.0
10516	4290.0	6634.0
10518	239.0	522.0
10517	60.0	8.0
10519	7180.0	12014.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	2.0	1.0
100873696	0.0	0.0
100131614	203.0	299.0
100131616	0.0	0.0
10512	573.0	278.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	3.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	2.0
503646	0.0	0.0
100287441	0.0	0.0
503648	1.0	1.0
10525	27244.0	27358.0
58503	0.0	0.0
10524	3557.0	6357.0
58505	4459.0	7391.0
10527	18116.0	23627.0
58504	902.0	3715.0
10526	6222.0	8705.0
10529	18100.0	18959.0
10528	4299.0	7218.0
58500	2548.0	3119.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	3.0	4.0
100131624	0.0	0.0
100873686	0.0	1.0
100873685	1.0	0.0
10521	62052.0	116662.0
10520	1259.0	2207.0
58506	6059.0	12315.0
10523	4006.0	6615.0
58509	1662.0	3037.0
58508	12944.0	13826.0
10522	5160.0	11040.0
100033398	0.0	1.0
100131629	0.0	0.0
100873689	0.0	1.0
442361	0.0	0.0
58513	2978.0	4929.0
58516	2205.0	1962.0
58510	0.0	0.0
58512	51.0	131.0
58511	17.0	16.0
58517	10769.0	18319.0
105371564	4.0	5.0
100131638	1.0	2.0
58525	3652.0	6587.0
58524	1340.0	2771.0
10505	692.0	1290.0
58527	1318.0	1119.0
58526	1938.0	5729.0
10507	5941.0	6385.0
100131641	0.0	0.0
10509	11686.0	18339.0
58529	334.0	292.0
58528	4871.0	6716.0
10501	247.0	700.0
10500	319.0	2861.0
58530	3.0	10.0
442384	1.0	0.0
58538	4.0	5.0
58531	0.0	0.0
58533	4829.0	6961.0
100131656	1.0	11.0
100287404	0.0	0.0
100131661	1.0	2.0
503694	0.0	0.0
503693	256.0	197.0
493913	0.0	0.0
493911	317.0	330.0
751599	0.0	3.0
285033	315.0	522.0
100128017	1.0	18.0
442320	0.0	0.0
116412	391.0	487.0
442317	0.0	0.0
442318	0.0	0.0
442319	159.0	475.0
493901	0.0	1.0
100128015	1.0	0.0
100128010	28.0	48.0
493900	284.0	177.0
100128012	7.0	5.0
100128011	0.0	0.0
285045	4.0	9.0
442304	1.0	1.0
442308	0.0	2.0
285051	11.0	10.0
10590	312.0	43.0
10592	2194.0	3972.0
10591	1027.0	1973.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	6.0	45.0
10594	31002.0	49476.0
100873611	0.0	0.0
10595	0.0	1.0
10598	3998.0	6295.0
100873615	0.0	0.0
100873614	0.0	1.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	1.0	0.0
100873607	1.0	0.0
100873606	0.0	1.0
100873605	0.0	0.0
442325	20.0	37.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	231.0	475.0
10570	345.0	107.0
116447	2802.0	2641.0
116449	105.0	217.0
116448	4.0	0.0
10579	10171.0	5397.0
100873639	0.0	0.0
100873638	10.0	8.0
10572	3196.0	5449.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	11060.0	17251.0
100873631	0.0	0.0
10573	2954.0	7005.0
100873630	1.0	1.0
10576	5644.0	9138.0
100873637	2.0	5.0
10575	9898.0	14734.0
100873636	0.0	0.0
10578	330.0	75.0
100873635	0.0	0.0
10577	25946.0	93699.0
100873634	1.0	0.0
10581	2982.0	8709.0
10580	1128.0	811.0
116437	18.0	0.0
100873629	4.0	0.0
116441	872.0	2205.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	89.0	49.0
116442	497.0	384.0
116444	33.0	37.0
128414	249.0	2693.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2743.0	5056.0
100873620	0.0	0.0
10584	102.0	162.0
10587	1682.0	3152.0
100873626	0.0	0.0
10586	188.0	1.0
100873625	0.0	0.0
10589	6432.0	10606.0
100873624	0.0	0.0
10588	364.0	877.0
100873623	1.0	1.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	24.0	21.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	0.0
10558	5828.0	8952.0
10557	719.0	1178.0
10559	827.0	1007.0
10550	9506.0	15725.0
100873655	1.0	0.0
100873654	0.0	0.0
10552	7509.0	10497.0
100873653	0.0	0.0
10551	236.0	1917.0
100873652	2.0	2.0
10554	7549.0	13586.0
100873659	0.0	0.0
10553	2538.0	2228.0
128408	1.0	2.0
100873658	0.0	0.0
10556	1250.0	1685.0
100873657	0.0	0.0
10555	3951.0	14695.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	5.0	4.0
102466721	0.0	2.0
102466720	0.0	0.0
285025	126.0	67.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	6.0	7.0
10569	6370.0	9606.0
100287482	69.0	23.0
100287483	2.0	2.0
10568	6708.0	263.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1227.0	681.0
100873644	0.0	0.0
10560	1303.0	1045.0
100873643	0.0	0.0
10563	2192.0	6.0
100873642	0.0	0.0
10562	16.0	28.0
100873641	0.0	2.0
10565	9033.0	11198.0
100873648	1.0	2.0
10564	13747.0	11376.0
100873647	0.0	1.0
10567	4720.0	4192.0
100873646	2.0	0.0
10566	499.0	625.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	1.0	0.0
102466731	1.0	0.0
116369	86.0	628.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	1.0	1.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	28.0	28.0
574036	166.0	11.0
574038	0.0	0.0
83479	1528.0	2529.0
116379	11.0	0.0
100128092	6.0	3.0
83478	5514.0	3932.0
83473	1618.0	1571.0
83475	520.0	967.0
100128098	3.0	0.0
102466745	0.0	0.0
102466744	0.0	2.0
102466743	0.0	1.0
102466742	0.0	0.0
128344	1438.0	1771.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	842.0	175.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	853.0	437.0
100128083	2.0	4.0
83468	3225.0	268.0
100128081	14.0	22.0
83461	168.0	242.0
128338	2935.0	3835.0
83464	3583.0	7383.0
83463	278.0	385.0
83460	72.0	265.0
100189028	10.0	14.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	1.0	0.0
102466750	0.0	2.0
153339	6418.0	9673.0
116349	510.0	738.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	203.0	317.0
346562	2.0	0.0
647415	2.0	0.0
128322	0.0	0.0
1809	6493.0	8693.0
116337	1.0	0.0
153328	12.0	0.0
1800	18.0	26.0
100128061	0.0	0.0
100128060	32.0	57.0
100128062	0.0	0.0
1808	4012.0	2609.0
83483	16689.0	39510.0
1807	1.0	0.0
1806	3212.0	5234.0
1805	4842.0	6.0
83480	773.0	1093.0
1804	7831.0	142.0
1803	1019.0	17303.0
1802	1012.0	1567.0
83482	6.0	10.0
1801	1637.0	3134.0
83481	615.0	193.0
131965	795.0	1267.0
1811	145.0	44.0
1810	4566.0	6790.0
143941	43.0	51.0
1819	2185.0	4004.0
1818	0.0	0.0
1817	0.0	0.0
1816	1.0	0.0
1815	55.0	33.0
100128054	9.0	21.0
1814	0.0	0.0
285084	1.0	0.0
1813	6.0	4.0
1812	13.0	8.0
100128055	3.0	1.0
647436	17.0	26.0
128387	1097.0	1552.0
131973	0.0	2.0
1822	20630.0	34461.0
1821	6.0	11.0
1820	625.0	3238.0
100128041	0.0	1.0
1829	12768.0	17968.0
1828	0.0	0.0
1827	3016.0	6648.0
285093	49.0	3.0
1826	16.0	6.0
100128043	0.0	0.0
1825	95.0	12.0
100128042	0.0	0.0
1824	1475.0	171.0
1823	2.0	0.0
100128044	0.0	1.0
407977	5.0	1.0
407975	72.0	64.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	31.0	0.0
1832	36861.0	26142.0
1831	18932.0	11498.0
1830	30.0	0.0
574016	3.0	0.0
100128036	0.0	3.0
1839	526.0	976.0
1838	3653.0	1047.0
346528	17.0	22.0
1837	3442.0	16153.0
1836	1865.0	6889.0
346525	0.0	0.0
1834	0.0	119.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	1.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	2.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	838.0	36.0
1843	19437.0	84614.0
1842	1093.0	381.0
1841	824.0	1666.0
1840	1189.0	2260.0
574028	9.0	0.0
574029	4.0	0.0
100128025	161.0	101.0
1849	1106.0	6811.0
346517	1.0	0.0
1848	1978.0	69595.0
1847	1052.0	2181.0
100128020	0.0	0.0
1846	815.0	4471.0
100128023	1.0	4.0
1845	6103.0	6609.0
153396	1627.0	3425.0
1855	3713.0	11511.0
1854	3449.0	3159.0
100131671	3.0	3.0
1852	0.0	6.0
1850	470.0	129.0
100131678	0.0	0.0
1859	8555.0	11773.0
1857	7828.0	14130.0
1856	2845.0	6195.0
724068	0.0	0.0
724067	0.0	0.0
202781	1032.0	997.0
1861	2742.0	5891.0
100131688	0.0	0.0
1869	228.0	520.0
724094	4.0	25.0
1880	844.0	1203.0
1877	2288.0	14206.0
100131691	279.0	361.0
1876	676.0	1806.0
1875	954.0	1570.0
83417	40.0	0.0
100131693	18.0	25.0
100327036	0.0	3.0
83416	676.0	1.0
200132	6.0	14.0
1874	3257.0	7138.0
1872	10.0	0.0
1871	2406.0	4567.0
1870	203.0	172.0
1879	797.0	526.0
724087	16.0	63.0
1891	6464.0	15818.0
1890	3116.0	1960.0
83401	3.0	4.0
1889	16471.0	51302.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	4728.0	431.0
58472	2420.0	2278.0
200149	1.0	1.0
58475	1227.0	545.0
724038	0.0	3.0
83439	3144.0	4854.0
1896	1431.0	7764.0
58477	4075.0	6001.0
58476	5890.0	14696.0
1894	595.0	758.0
1893	502.0	34251.0
1892	9986.0	12030.0
58478	2602.0	4570.0
200150	31.0	12.0
724022	0.0	0.0
58484	156.0	171.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1483.0	2909.0
724024	0.0	0.0
58486	4297.0	6102.0
58485	3995.0	8625.0
724023	0.0	0.0
58480	4144.0	6656.0
724029	11.0	9.0
200159	6.0	10.0
724028	0.0	0.0
724027	1.0	5.0
58488	968.0	2205.0
58487	5773.0	7073.0
200162	249.0	138.0
58489	913.0	3846.0
58495	487.0	50.0
724059	0.0	0.0
58494	1593.0	1233.0
58497	6312.0	7743.0
58496	142.0	182.0
58491	577.0	763.0
58490	3778.0	4024.0
58493	2502.0	4964.0
58492	261.0	439.0
58499	4914.0	6191.0
58498	0.0	0.0
200172	28.0	52.0
83451	3007.0	3963.0
83450	1624.0	1724.0
83452	933.0	1299.0
153364	962.0	968.0
83448	2678.0	3101.0
200186	4360.0	6498.0
83447	1.0	1.0
200185	1074.0	1580.0
83449	44.0	113.0
83444	274.0	394.0
83443	3468.0	5017.0
83446	0.0	0.0
83445	9.0	1.0
83440	3691.0	7587.0
83442	6537.0	8046.0
114984	1447.0	3710.0
114987	1676.0	1631.0
391603	0.0	0.0
10657	12796.0	19809.0
126969	883.0	555.0
10656	369.0	430.0
10659	3757.0	11567.0
10658	10421.0	16983.0
114990	3836.0	1241.0
114991	3746.0	8676.0
10651	1632.0	4138.0
10650	77.0	1135.0
10653	49180.0	190572.0
10652	6013.0	10997.0
342667	8.0	21.0
10655	2.0	10.0
643812	0.0	0.0
342666	35.0	31.0
10654	3243.0	5422.0
136306	123.0	220.0
126961	0.0	0.0
10668	1160.0	1537.0
10667	1438.0	2821.0
643827	6.0	37.0
10669	26.0	1.0
10660	0.0	1.0
