id	43f59329-24dd-44bf-aa97-887a2998ab81	b71f0911-510a-4382-a07f-661994646fc9
106481939	1.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	1.0	0.0
8091	13.0	1855.0
106481930	0.0	0.0
8092	8.0	2.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	87.0	79.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	4.0	0.0
56413	172.0	44.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	2.0	3.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	1.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	1.0
106481948	3.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	2.0	0.0
106481951	0.0	0.0
283358	1283.0	1589.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	8.0	2.0
106481916	0.0	2.0
106481917	0.0	0.0
572558	26.0	15.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	1.0	0.0
106481913	0.0	0.0
283349	832.0	1356.0
100126572	0.0	0.0
106481929	2.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	56.0	13.0
728042	0.0	0.0
106481921	8.0	3.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	7.0	4.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	1.0	0.0
101234262	14.0	6.0
767612	0.0	0.0
767611	0.0	0.0
283337	3641.0	2531.0
344813	0.0	0.0
114548	122.0	610.0
81406	0.0	0.0
81407	0.0	0.0
344807	0.0	0.0
126526	727.0	518.0
767600	0.0	0.0
344805	9.0	5.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	36.0	13.0
102800446	0.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	4.0	0.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	15.0	9.0
728013	107.0	68.0
283392	34.0	8.0
728012	0.0	0.0
728015	3.0	1.0
728010	0.0	0.0
81428	0.0	0.0
728019	1.0	0.0
56478	2493.0	1599.0
56479	763.0	411.0
126506	0.0	1.0
56474	1247.0	1075.0
81430	2.0	0.0
56475	72.0	33.0
81431	0.0	0.0
56476	0.0	0.0
56477	2751.0	1042.0
93408	0.0	0.0
283385	197.0	104.0
283383	709.0	533.0
728005	12.0	3.0
81419	1.0	0.0
81421	0.0	0.0
283377	1562.0	835.0
643401	1.0	0.0
283375	19.0	11.0
283373	4087.0	2424.0
151525	1508.0	908.0
126567	22.0	28.0
391211	0.0	0.0
151534	59.0	181.0
151531	36.0	21.0
114569	15838.0	10398.0
126549	33.0	21.0
114571	0.0	0.0
100527978	72.0	39.0
126541	0.0	0.0
126536	3.0	0.0
151556	2132.0	586.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	16.0
440695	1.0	1.0
728072	0.0	0.0
100527960	62.0	16.0
391253	0.0	0.0
728064	0.0	0.0
100527963	86.0	65.0
728066	2.0	1.0
440689	21.0	7.0
391257	1.0	1.0
391256	8.0	11.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	5.0	13.0
728090	0.0	0.0
728088	3.0	3.0
100527943	0.0	2.0
114599	3.0	5.0
126581	0.0	0.0
151516	51.0	48.0
728082	0.0	0.0
100527945	1.0	0.0
728081	0.0	0.0
100527946	0.0	1.0
100527947	0.0	0.0
100527948	1.0	0.0
100527949	0.0	0.0
643384	0.0	0.0
391160	3.0	1.0
643382	140.0	14.0
391162	0.0	0.0
692312	4.0	5.0
163479	0.0	0.0
391169	0.0	0.0
100271332	1.0	0.0
391171	0.0	0.0
391174	8.0	5.0
643394	5.0	6.0
391175	0.0	1.0
391179	0.0	0.0
93380	2437.0	1927.0
100271323	0.0	2.0
100271322	0.0	0.0
100271325	6.0	1.0
100271321	0.0	0.0
401036	0.0	1.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	3.0	6.0
391155	1.0	1.0
401024	222.0	189.0
163486	1312.0	936.0
401022	29.0	284.0
425054	2.0	2.0
425057	0.0	0.0
100271305	1.0	0.0
100271304	0.0	0.0
100271300	1.0	2.0
401018	0.0	0.0
100271303	3.0	2.0
100271302	0.0	0.0
401093	163.0	135.0
401097	11.0	88.0
151449	36.0	71.0
401082	1.0	0.0
8100	2098.0	1178.0
440606	2.0	0.0
8106	6304.0	4125.0
440603	22.0	14.0
401089	2.0	0.0
391183	0.0	0.0
8110	45.0	51.0
8111	79.0	479.0
391189	8.0	1.0
8115	2.0	60.0
401074	121.0	86.0
222484	1429.0	1063.0
391190	0.0	0.0
391192	0.0	0.0
391191	3.0	0.0
391194	0.0	0.0
8123	1079.0	137.0
391196	0.0	0.0
391195	4.0	2.0
8128	10.0	51.0
8125	5626.0	5464.0
401067	0.0	0.0
8120	403.0	246.0
151477	35.0	8.0
151473	256.0	235.0
643300	12.0	7.0
645962	0.0	0.0
8139	637.0	436.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2078.0	1343.0
81329	0.0	0.0
83998	1.0	1.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	1.0	1.0
283403	2.0	2.0
83990	2.0	82.0
83992	1712.0	721.0
645954	45.0	46.0
81330	0.0	0.0
645958	125.0	84.0
645957	2.0	1.0
645974	0.0	1.0
643311	0.0	0.0
645973	1.0	0.0
643310	8.0	5.0
8148	8227.0	6964.0
222487	98.0	103.0
81318	0.0	0.0
8140	139.0	491.0
83987	3503.0	2459.0
81324	0.0	0.0
83986	2347.0	2159.0
81325	0.0	0.0
83989	2001.0	1445.0
83988	424.0	638.0
81327	0.0	0.0
83983	143.0	47.0
81320	0.0	0.0
83982	842.0	1162.0
83985	135.0	49.0
81322	0.0	0.0
643308	1.0	0.0
643309	0.0	1.0
645968	12.0	8.0
645980	1.0	0.0
100271390	2.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	2103.0	1037.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	1.0	0.0
81353	1.0	0.0
106481884	0.0	0.0
100271399	2.0	0.0
81354	0.0	1.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	1.0	1.0
81352	2.0	3.0
100271392	9.0	2.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	2.0	2.0
93323	252.0	231.0
8165	7366.0	4020.0
645996	53.0	23.0
645993	0.0	1.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1638.0	1078.0
106481891	3.0	0.0
106481892	0.0	0.0
106481890	2.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	2.0	1.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	1.0	0.0
100271387	1.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	1.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	1.0
8178	954.0	937.0
344892	0.0	0.0
643343	30.0	24.0
8170	51.0	12.0
106481855	0.0	0.0
401014	35.0	62.0
106481856	0.0	0.0
106481853	1.0	0.0
106481854	0.0	0.0
8174	30.0	9.0
106481859	2.0	0.0
8175	3368.0	2194.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	90.0	23.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	208.0	118.0
645998	0.0	0.0
643336	0.0	0.0
100271371	1.0	1.0
8189	5045.0	4161.0
8187	281.0	243.0
93343	2019.0	1295.0
93349	447.0	513.0
643353	0.0	0.0
106481866	15.0	3.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	2.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	0.0	0.0
106481874	0.0	0.0
106481871	0.0	1.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	1.0	0.0
283432	0.0	0.0
283431	40.0	198.0
100271364	3.0	1.0
81363	2.0	0.0
344875	3.0	1.0
100271360	0.0	0.0
93377	4.0	1.0
106481839	0.0	0.0
643365	19.0	2.0
8192	1535.0	1108.0
106481833	1.0	1.0
8193	10.0	11.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	4.0	1.0
106481832	0.0	1.0
106481837	0.0	0.0
106481838	1.0	0.0
106481835	0.0	0.0
8195	2497.0	1770.0
106481836	0.0	0.0
106481840	1.0	0.0
106481841	0.0	0.0
100271358	10.0	7.0
81399	0.0	0.0
283422	0.0	5.0
344866	7.0	1.0
100271351	0.0	0.0
283420	56.0	119.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	8.0	5.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	3.0	1.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	7.0	1.0
106481846	0.0	0.0
100307126	14.0	31.0
106481847	0.0	0.0
100271349	1.0	1.0
283417	1852.0	462.0
283416	89.0	45.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	0.0	3.0
106481850	6.0	3.0
81382	0.0	0.0
81383	2.0	1.0
100271343	5.0	2.0
106481819	0.0	1.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	1.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2071.0	1205.0
283487	53.0	131.0
283486	0.0	3.0
283483	0.0	0.0
283481	395.0	234.0
283480	5.0	0.0
106481828	0.0	0.0
106481829	1.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	0.0	3.0
106481820	0.0	0.0
106481821	1.0	0.0
106481826	0.0	1.0
106481827	4.0	0.0
106481824	1.0	1.0
106481825	1.0	0.0
56547	1.0	0.0
106481830	0.0	0.0
56548	183.0	209.0
283471	11.0	3.0
731789	0.0	0.0
728170	3.0	3.0
283464	2019.0	1553.0
283463	1.0	2.0
283461	0.0	0.0
283460	1.0	0.0
106481808	0.0	0.0
728167	1.0	0.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	0.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	2.0	0.0
106481802	2.0	0.0
106481803	0.0	0.0
81501	4.0	5297.0
81502	6312.0	5065.0
283459	1534.0	1085.0
283458	9.0	13.0
283455	662.0	203.0
645900	0.0	0.0
283450	7720.0	2938.0
780776	92.0	84.0
728113	28.0	18.0
126410	20.0	8.0
728116	16.0	11.0
728115	0.0	1.0
728118	51.0	33.0
81533	5562.0	3915.0
126402	1.0	0.0
81532	1447.0	1540.0
645930	0.0	0.0
731779	2.0	0.0
728106	0.0	0.0
645922	1.0	0.0
645927	5.0	0.0
728134	3.0	3.0
474170	184.0	117.0
728130	111.0	53.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	2336.0	2369.0
81556	2536.0	2239.0
81557	2.0	0.0
81558	1932.0	1163.0
645939	0.0	1.0
81551	2.0	3.0
101055625	3.0	5.0
81552	832.0	1519.0
81553	5237.0	3939.0
344905	57.0	28.0
81554	2521.0	2327.0
474167	19.0	12.0
81550	1327.0	1077.0
344901	38.0	0.0
645931	0.0	0.0
645950	0.0	0.0
728121	33.0	23.0
81537	850.0	960.0
81539	9688.0	5121.0
728128	5.0	1.0
81544	298.0	409.0
81545	2391.0	2008.0
81542	2128.0	1872.0
81543	105.0	119.0
93517	885.0	559.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	318.0	205.0
126432	657.0	529.0
163404	1.0	7.0
138474	1.0	1.0
391365	1.0	0.0
391367	0.0	1.0
728192	0.0	4.0
728194	8.0	2.0
728190	703.0	459.0
391378	0.0	0.0
138412	1.0	0.0
138428	13.0	12.0
138429	151.0	152.0
391356	1048.0	689.0
391358	3.0	7.0
56521	14.0	54.0
391282	0.0	0.0
643263	0.0	0.0
643264	1.0	0.0
100271209	45.0	11.0
222537	7.0	2.0
163351	27.0	31.0
100271217	0.0	0.0
100271216	0.0	0.0
100271218	1.0	1.0
401164	3.0	8.0
100271206	0.0	0.0
100271207	1.0	0.0
100271201	1.0	0.0
100271204	0.0	2.0
391266	0.0	0.0
440799	0.0	0.0
391267	27.0	3.0
222553	54.0	22.0
391269	1.0	2.0
440795	0.0	0.0
401152	9515.0	9100.0
126393	1135.0	963.0
8200	23.0	63.0
8204	1196.0	2374.0
8202	3312.0	2575.0
391276	0.0	0.0
391279	0.0	0.0
401145	354.0	128.0
222545	0.0	1.0
126382	571.0	618.0
222546	0.0	1.0
606293	9.0	3.0
401138	0.0	6.0
401137	0.0	1.0
151393	458.0	341.0
692231	0.0	0.0
440738	93.0	61.0
692233	2.0	3.0
440737	44.0	53.0
8216	2586.0	1936.0
8214	324.0	1156.0
440732	4.0	1.0
440730	3.0	4.0
222584	548.0	196.0
151325	0.0	0.0
8208	191.0	365.0
8209	105.0	96.0
8220	965.0	763.0
8226	945.0	830.0
692223	0.0	0.0
8227	3516.0	2191.0
8224	22.0	9.0
692225	22.0	18.0
8225	3540.0	2166.0
692226	0.0	0.0
100381178	9.0	2.0
692227	56.0	41.0
692229	0.0	0.0
100310839	1.0	0.0
100310838	0.0	0.0
8218	1416.0	493.0
8233	1092.0	933.0
692210	1.0	0.0
8237	13097.0	5361.0
401190	63.0	53.0
692212	16.0	9.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2703.0	1316.0
8242	8232.0	5938.0
8243	6157.0	3804.0
692201	0.0	0.0
692202	5.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	1.0	5.0
692206	0.0	0.0
692207	2.0	0.0
692208	4.0	2.0
692209	0.0	0.0
8241	3781.0	2935.0
100310812	0.0	0.0
8239	11248.0	7502.0
151354	153.0	957.0
100271291	0.0	0.0
93432	2.0	1.0
100271290	1.0	1.0
645841	0.0	0.0
93436	1961.0	1398.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	0.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	3.0	2.0
106481783	0.0	0.0
283523	0.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	10.0	2.0
100271296	1.0	0.0
645834	4.0	1.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2138.0	2156.0
93426	27.0	38.0
8269	373.0	395.0
106481789	0.0	1.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	206.0	217.0
8260	935.0	1033.0
283518	14.0	13.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	2.0	5.0
106481796	12.0	9.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	1.0
100271286	0.0	0.0
645846	1.0	1.0
100271288	0.0	0.0
645843	0.0	0.0
81440	28.0	7.0
100271284	0.0	0.0
8277	5.0	10.0
645864	0.0	5.0
342374	2.0	0.0
440714	10.0	7.0
342372	7.0	8.0
342371	4082.0	2234.0
440712	220.0	437.0
106481756	3.0	0.0
8270	429.0	590.0
728218	0.0	0.0
106481757	1.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1950.0	1573.0
728215	56.0	176.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	145.0	66.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	29.0	10.0
106481763	1.0	0.0
81474	0.0	0.0
106481764	1.0	0.0
106481761	1.0	0.0
100310848	0.0	0.0
106481762	1.0	0.0
81470	0.0	0.0
100271274	0.0	0.0
100310841	1.0	1.0
81472	0.0	0.0
81473	0.0	1.0
100310840	187.0	84.0
100271273	0.0	0.0
645859	0.0	0.0
8288	27.0	11.0
8289	11801.0	6155.0
8287	0.0	0.0
643210	1.0	0.0
106481767	0.0	0.0
728207	4.0	4.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	1.0	0.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	4.0	0.0
100271267	2.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	1.0
106481773	3.0	0.0
100310853	4.0	1.0
100271263	1.0	0.0
100310855	0.0	0.0
81462	2.0	0.0
100271260	53.0	10.0
100271262	2.0	0.0
100310851	1.0	0.0
342358	0.0	1.0
342357	832.0	555.0
100310850	2.0	0.0
100271261	1.0	0.0
643220	1.0	3.0
643224	159.0	127.0
645884	0.0	0.0
8291	900.0	1605.0
401136	0.0	1.0
106481734	29.0	9.0
8292	155.0	153.0
401135	0.0	1.0
106481735	16.0	4.0
106481732	1.0	0.0
8290	2.0	0.0
106481733	0.0	0.0
8295	7053.0	4219.0
106481738	0.0	0.0
93474	151.0	179.0
106481739	0.0	0.0
8293	2.0	0.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	277.0	224.0
106481741	0.0	0.0
106481742	0.0	2.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	296.0	76.0
100271253	2.0	1.0
645879	1.0	1.0
81493	143.0	223.0
81494	1.0	0.0
100271254	1.0	0.0
283562	0.0	0.0
81490	1703.0	1106.0
81491	113.0	44.0
342346	74.0	17.0
100271250	0.0	0.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	5.0	4.0
106481745	0.0	0.0
401124	10.0	6.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	46.0	21.0
106481749	0.0	1.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	1.0
100271245	0.0	0.0
106481753	12.0	7.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	0.0
106481751	1.0	0.0
401115	25.0	77.0
81488	1472.0	1322.0
283554	62.0	103.0
283553	5.0	11.0
100271244	0.0	0.0
643226	5.0	2.0
283551	32.0	34.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	69.0	55.0
93492	11.0	1.0
106481712	0.0	1.0
106481713	0.0	0.0
106481710	1.0	0.0
106481711	2.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	2.0	4.0
100271235	0.0	0.0
283547	47.0	13.0
401106	123.0	59.0
100271234	0.0	0.0
106481720	3.0	1.0
100271230	0.0	0.0
643236	43.0	134.0
100271233	0.0	0.0
100271232	1.0	1.0
643253	367.0	214.0
93487	4387.0	3585.0
106481729	1.0	1.0
643255	8.0	5.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	3.0	3.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1265.0	877.0
100271229	0.0	1.0
100271224	2.0	0.0
106481730	0.0	0.0
100271223	2.0	1.0
106481731	1.0	2.0
100271226	3.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	0.0	0.0
344978	2.0	2.0
100271221	0.0	0.0
138716	992.0	869.0
780852	17.0	0.0
728276	2.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	1.0	2.0
780851	17.0	2.0
100126356	0.0	0.0
285796	2.0	3.0
81607	25.0	811.0
81608	2391.0	1879.0
81609	2253.0	1992.0
81603	8712.0	6721.0
81605	2389.0	2430.0
81606	11733.0	8190.0
81610	14.0	61.0
56654	978.0	2574.0
56655	1050.0	1115.0
81611	4066.0	3248.0
56650	2858.0	2464.0
29028	782.0	1019.0
283129	33.0	13.0
56651	7.0	0.0
56652	649.0	508.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1238.0	837.0
283120	102.0	1089.0
56659	338.0	169.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	15.0	0.0
138724	8.0	1.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	171.0	56.0
100126348	3.0	0.0
728263	5.0	0.0
106481701	1.0	0.0
106481702	0.0	0.0
56660	27.0	9.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3487.0	2669.0
100190924	0.0	0.0
56666	405.0	207.0
30012	0.0	0.0
29034	0.0	0.0
56667	2.0	1.0
106865375	0.0	0.0
81602	947.0	512.0
30014	0.0	0.0
106865374	0.0	0.0
56662	2.0	0.0
30011	3329.0	2742.0
283116	1.0	0.0
56663	0.0	0.0
30010	0.0	0.0
56664	1.0	1.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	1.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	3264.0	1068.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	2128.0	1276.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	63.0	19.0
100381202	0.0	0.0
56670	591.0	587.0
81626	1.0	1.0
81627	1788.0	1067.0
81628	2190.0	2107.0
56676	0.0	1.0
30001	2360.0	3083.0
54012	0.0	0.0
56677	0.0	0.0
246175	2338.0	1960.0
56672	1145.0	943.0
246176	10.0	75.0
56673	4.0	3.0
54016	0.0	1.0
283106	12.0	7.0
30000	5568.0	3508.0
56674	5083.0	3874.0
54015	0.0	0.0
81631	4231.0	5140.0
56675	196.0	150.0
54014	5548.0	3355.0
283104	121.0	92.0
100126330	0.0	0.0
30009	37.0	29.0
283102	2.0	2.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	4.0	3.0
30008	6881.0	6041.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	57.0	33.0
100126327	1.0	0.0
100126328	0.0	0.0
66000	404.0	555.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	1305.0	2311.0
100126325	0.0	0.0
66005	2446.0	2350.0
100126326	0.0	0.0
81618	5187.0	4664.0
81619	4388.0	4315.0
56681	6376.0	5718.0
66008	7169.0	6163.0
29018	0.0	0.0
81614	1575.0	1579.0
54020	1726.0	1437.0
81615	17.0	583.0
81616	11.0	9.0
81617	1359.0	753.0
767846	46.0	17.0
81621	220.0	263.0
81622	1301.0	1198.0
246184	413.0	378.0
767851	3.0	1.0
81623	0.0	0.0
54022	8.0	1.0
81624	6.0	65.0
767853	0.0	0.0
54021	4.0	11.0
56683	1432.0	912.0
54028	55.0	21.0
54027	0.0	0.0
29015	11667.0	8357.0
54026	0.0	0.0
767850	1.0	0.0
81620	79.0	187.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	24.0	15.0
246182	0.0	1.0
100126316	0.0	0.0
728233	1940.0	835.0
283171	0.0	0.0
100126317	9.0	1.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	0.0	1.0
100126313	0.0	0.0
285753	435.0	285.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	7915.0	3290.0
285755	874.0	301.0
114786	23.0	180.0
114787	11.0	153.0
114788	1.0	3.0
285758	8.0	14.0
114789	3051.0	1823.0
54031	15.0	7.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1582.0	1061.0
54033	318.0	83.0
54032	0.0	0.0
114791	1731.0	879.0
54039	19.0	88.0
114792	147.0	61.0
126767	1.0	0.0
114793	5011.0	5737.0
54038	0.0	0.0
100190954	0.0	0.0
114794	3.0	25.0
114795	942.0	308.0
54036	0.0	0.0
93627	2386.0	1476.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	16334.0	12995.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	923.0	696.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2776.0	1885.0
100126302	2.0	0.0
100128963	2.0	8.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	87.0	52.0
100126309	0.0	0.0
728226	3.0	4.0
54041	1.0	0.0
728228	1.0	0.0
54045	0.0	1.0
645809	0.0	0.0
54044	1.0	0.0
645808	0.0	0.0
114780	84.0	55.0
54043	0.0	1.0
645807	1.0	0.0
114781	1731.0	1177.0
126755	0.0	0.0
54049	0.0	0.0
114783	728.0	411.0
54048	0.0	1.0
114784	45.0	65.0
283159	0.0	0.0
54047	0.0	0.0
100128961	2.0	0.0
645805	56.0	52.0
283152	66.0	69.0
66035	1447.0	734.0
283150	0.0	0.0
728255	0.0	0.0
93654	2.0	3.0
66036	1163.0	874.0
93653	284.0	204.0
100271192	0.0	0.0
100271191	1.0	0.0
66037	0.0	1.0
93650	12.0	3.0
81669	8855.0	5581.0
54053	5.0	5.0
54052	0.0	0.0
114769	84.0	236.0
54051	0.0	0.0
54050	0.0	0.0
54055	26.0	14.0
100190938	123.0	70.0
54054	11.0	11.0
114770	1.0	1.0
114771	0.0	0.0
54059	612.0	543.0
283149	3344.0	2281.0
54058	193.0	146.0
93649	225.0	121.0
645811	179.0	78.0
81671	7099.0	12296.0
100271199	0.0	1.0
100190939	1094.0	535.0
283143	139.0	201.0
100271196	0.0	0.0
93643	2388.0	1565.0
100128946	0.0	0.0
285780	2.0	2.0
285782	10.0	2.0
100271180	2.0	2.0
285785	110.0	150.0
100190952	2.0	0.0
54064	0.0	2.0
728248	0.0	0.0
114757	1048.0	1428.0
114758	0.0	0.0
54067	153.0	78.0
100190947	2.0	0.0
100190949	0.0	1.0
54065	1.0	6.0
114760	0.0	0.0
114761	0.0	0.0
126731	378.0	470.0
54069	409.0	413.0
283131	106147.0	51964.0
283130	2226.0	739.0
692157	2.0	2.0
692158	0.0	0.0
138799	1.0	1.0
440498	771.0	625.0
124152	1638.0	937.0
199704	1080.0	617.0
124149	0.0	0.0
163747	0.0	1.0
692146	0.0	0.0
692147	9.0	7.0
692148	5.0	1.0
692149	0.0	0.0
163742	47.0	4.0
199713	1.0	11.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	1.0	2.0
126792	1092.0	1186.0
378008	0.0	0.0
378009	0.0	0.0
29089	60.0	172.0
29088	1314.0	1258.0
29087	2383.0	2313.0
378010	0.0	0.0
148137	1013.0	429.0
126789	255.0	256.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	297.0	178.0
29081	1008.0	986.0
29080	1737.0	1098.0
283189	0.0	0.0
29086	1445.0	1503.0
29085	3747.0	3533.0
29083	633.0	522.0
