id	a77ce22e-2de2-40d0-a02d-2da4135a891a	2703db89-10c9-4e4e-b5de-1dd8d98868a6
126119	1992.0	2330.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	3.0	0.0
442896	0.0	0.0
114132	70.0	7.0
442897	0.0	0.0
442898	0.0	3.0
114134	263.0	1100.0
442899	0.0	0.0
100128790	0.0	0.0
128760	5.0	4.0
100128788	99.0	66.0
100128787	0.0	0.0
440225	0.0	0.0
440224	6.0	3.0
442890	0.0	0.0
442891	2.0	3.0
442892	1.0	0.0
128756	0.0	0.0
100128782	263.0	161.0
100128781	1.0	2.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	4.0	4.0
403234	0.0	0.0
403235	2.0	2.0
403236	0.0	0.0
63982	287.0	499.0
102466616	0.0	0.0
126052	0.0	0.0
151009	178.0	52.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	1.0	1.0
645572	0.0	0.0
645571	7.0	37.0
403223	0.0	1.0
403224	0.0	0.0
403226	0.0	0.0
200634	773.0	581.0
107131122	1.0	1.0
138050	6046.0	7497.0
403219	0.0	1.0
151011	2552.0	3647.0
645587	0.0	3.0
165679	23.0	4.0
126037	50.0	42.0
114049	6135.0	8325.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	703.0	500.0
100033821	0.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1626.0	1423.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	68.0	503.0
100033820	0.0	0.0
106481480	5.0	0.0
106481481	0.0	0.0
138065	9.0	6.0
645598	0.0	0.0
163007	2.0	1.0
114038	1.0	0.0
645591	0.0	1.0
106481495	0.0	0.0
114041	23.0	325.0
106481496	0.0	0.0
114042	7.0	0.0
106481493	0.0	0.0
114043	40.0	5.0
106481494	0.0	0.0
106481499	3.0	0.0
114044	151.0	165.0
126017	255.0	421.0
106481497	3.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	2.0	2.0
85301	1573.0	588.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	513.0	695.0
106481459	0.0	0.0
26994	5398.0	8638.0
106481457	13.0	6.0
26995	2106.0	2302.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1607.0	5126.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	15.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	1.0	0.0
26993	2973.0	2751.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	1.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	4.0	11.0
106481472	0.0	0.0
106481477	1.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	3.0	19.0
106481470	0.0	1.0
403252	0.0	0.0
403253	0.0	12.0
403254	0.0	0.0
126070	518.0	750.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	26.0	7.0
106481437	0.0	0.0
26974	438.0	405.0
153657	69.0	105.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1559.0	1162.0
165631	153.0	18.0
106481436	0.0	0.0
26978	14.0	9.0
126075	1631.0	2185.0
106481439	0.0	0.0
403250	0.0	0.0
126074	367.0	268.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	5071.0	3127.0
106481444	28.0	12.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1711.0	2753.0
85354	0.0	0.0
85352	22.0	4.0
403241	8.0	6.0
344462	12.0	3.0
403244	0.0	0.0
403245	0.0	2.0
153642	474.0	1114.0
153643	133.0	25.0
403247	0.0	0.0
403248	0.0	0.0
26985	1187.0	3191.0
106481448	0.0	0.0
26986	34524.0	51816.0
126069	98.0	215.0
106481449	0.0	0.0
126068	877.0	1127.0
106481446	0.0	0.0
26983	0.0	1.0
26984	715.0	620.0
106481447	0.0	0.0
106481451	5.0	0.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	18.0	51.0
106481455	0.0	0.0
85349	208.0	48.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	1.0	9.0
106481454	0.0	0.0
403238	0.0	0.0
85344	6.0	40.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	1.0
100873392	11.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2777.0	1112.0
100873390	0.0	0.0
728556	21.0	38.0
106481419	0.0	0.0
100128817	0.0	1.0
728558	88.0	244.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	349.0	430.0
106481423	0.0	0.0
106481420	1.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	6.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	181.0	337.0
100873384	0.0	0.0
285601	11.0	42.0
106481426	0.0	0.0
106481427	5.0	0.0
222005	1.0	11.0
63910	132.0	28.0
106481424	3.0	0.0
106481425	0.0	0.0
285605	399.0	1681.0
222008	30.0	0.0
106481428	1.0	0.0
106481429	1.0	0.0
63905	4407.0	5375.0
63904	0.0	0.0
106481430	3.0	0.0
163071	259.0	160.0
63906	937.0	931.0
106481433	1.0	0.0
63908	1149.0	1525.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	3.0	3.0
285613	47.0	482.0
63920	541.0	712.0
63923	63.0	263.0
63922	584.0	400.0
728577	83.0	19.0
63925	2007.0	2164.0
63924	2.0	0.0
63916	2369.0	5987.0
63917	2877.0	7805.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	5.0	5.0
728564	15.0	7.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	732.0	2491.0
106481402	0.0	0.0
63931	1122.0	1480.0
106481403	0.0	1.0
63934	879.0	355.0
728567	6.0	5.0
106481408	0.0	1.0
163088	4.0	8.0
63933	2548.0	5073.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3492.0	6238.0
163087	750.0	758.0
728568	362.0	774.0
106481407	10.0	7.0
3704	4422.0	3698.0
3705	4363.0	4793.0
63926	493.0	2250.0
3706	15.0	9.0
63929	1064.0	1596.0
3707	1882.0	1724.0
63928	0.0	1.0
3708	3723.0	5102.0
106481411	0.0	1.0
3709	1165.0	3211.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	46.0	8.0
3702	359.0	20.0
3703	5939.0	14678.0
645506	0.0	0.0
151050	1148.0	1226.0
645520	0.0	0.0
63941	2077.0	4995.0
63940	1193.0	237.0
63943	771.0	360.0
728517	0.0	0.0
163033	914.0	1650.0
258010	2962.0	6874.0
63947	0.0	0.0
63946	0.0	3.0
728513	2.0	111.0
100033803	0.0	0.0
3716	5515.0	10738.0
100033804	0.0	0.0
3717	699.0	658.0
100033805	0.0	0.0
3718	562.0	75.0
63939	650.0	2033.0
100033806	0.0	0.0
100190799	4.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	104.0	83.0
3710	4467.0	17173.0
3712	10926.0	11653.0
3713	1.0	2.0
3714	700.0	956.0
63950	4.0	2.0
728505	0.0	1.0
63951	346.0	346.0
100033807	0.0	0.0
728501	64.0	20.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	30945.0	14393.0
100033814	0.0	0.0
3727	37507.0	14332.0
63948	4.0	0.0
100033815	0.0	0.0
222052	0.0	1.0
3728	17357.0	10876.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	660.0	642.0
151056	349.0	161.0
3725	135275.0	22228.0
645528	0.0	0.0
728532	25.0	26.0
163059	582.0	583.0
728538	0.0	1.0
728537	399.0	66.0
63967	5.0	49.0
3737	72.0	522.0
3738	12.0	24.0
3739	4.0	0.0
645538	0.0	0.0
3730	618.0	7537.0
3732	1366.0	4906.0
3734	0.0	2.0
3735	7034.0	6102.0
3736	28.0	8.0
63970	4.0	3.0
3750	128.0	44.0
63971	2550.0	4947.0
63974	2.0	0.0
163049	2761.0	3436.0
63973	0.0	0.0
63976	2374.0	2327.0
222068	10244.0	31289.0
63978	2.0	0.0
63977	480.0	485.0
63979	372.0	710.0
728524	0.0	0.0
3748	1346.0	478.0
163051	170.0	64.0
3749	634.0	640.0
163050	23.0	98.0
3741	65.0	1336.0
645548	9.0	6.0
3743	1.0	0.0
3744	0.0	0.0
3745	48.0	103.0
3746	5.0	6.0
3747	0.0	0.0
285671	1614.0	3458.0
285672	2832.0	2116.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	6.0	2.0
285676	75.0	141.0
3761	10.0	9.0
100128657	0.0	0.0
285679	0.0	2.0
100861449	3.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	165.0	309.0
283008	30.0	3.0
3751	45.0	1.0
100873435	0.0	0.0
3752	98.0	118.0
100873434	0.0	0.0
3753	5.0	0.0
100873433	0.0	0.0
3754	6.0	3.0
100873432	0.0	0.0
3755	8.0	42.0
100873439	0.0	0.0
3756	11.0	26.0
100873438	0.0	0.0
3757	3.0	2.0
100873437	0.0	0.0
3758	74.0	1754.0
100873436	0.0	0.0
100873420	0.0	1.0
3770	214.0	106.0
3772	11062.0	20388.0
100861458	0.0	0.0
100861453	51.0	21.0
100861455	0.0	0.0
1107	6817.0	8430.0
1106	6097.0	5131.0
1105	1455.0	2295.0
1104	892.0	1534.0
100873429	0.0	0.0
1103	0.0	0.0
1102	2304.0	3159.0
1101	163.0	133.0
3762	151.0	670.0
100873424	0.0	0.0
3763	7.0	2.0
100128640	182.0	173.0
100873423	0.0	0.0
3764	548.0	208.0
100873422	0.0	0.0
3765	0.0	1.0
100873421	5.0	1.0
3766	52.0	6.0
100873428	0.0	0.0
3767	453.0	3198.0
100873427	0.0	0.0
3768	154.0	335.0
1109	0.0	0.0
100873426	0.0	3.0
1108	10305.0	20851.0
3769	237.0	24.0
100873425	1.0	0.0
100128637	3.0	2.0
100128639	0.0	0.0
3780	27.0	12.0
100873453	0.0	0.0
3781	35.0	35.0
100873452	0.0	0.0
3782	424.0	1040.0
100873451	0.0	0.0
3783	172.0	30.0
100873450	0.0	0.0
1121	660.0	3804.0
100861468	0.0	26.0
1120	710.0	105.0
100861469	0.0	2.0
1118	1798.0	50.0
1117	628.0	1278.0
1116	925.0	80.0
1114	32.0	281.0
1113	0.0	0.0
1112	1739.0	2590.0
1111	271.0	437.0
3773	17187.0	19128.0
100873457	2.0	2.0
100873456	4.0	0.0
3775	348.0	1589.0
100873455	0.0	0.0
3776	2315.0	1445.0
100873454	0.0	0.0
3777	1010.0	4107.0
3778	263.0	583.0
3779	240.0	66.0
100873459	0.0	0.0
1119	6381.0	3296.0
100128627	0.0	2.0
100128626	0.0	1.0
3790	213.0	54.0
100128628	3.0	0.0
3791	5408.0	10182.0
100873442	0.0	0.0
3792	38.0	29.0
100873441	8.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	1.0	4.0
1131	156.0	307.0
1130	1233.0	1725.0
100861476	0.0	0.0
1129	0.0	0.0
1128	2.0	1.0
1124	897.0	2081.0
1123	266.0	1613.0
1122	559.0	523.0
100861470	0.0	0.0
3784	18429.0	14180.0
100873446	0.0	0.0
3785	9.0	2.0
100873445	0.0	0.0
3786	61.0	142.0
100873444	0.0	0.0
3787	4.0	3.0
100873443	0.0	0.0
3788	7.0	1.0
100873449	0.0	7.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	228.0	177.0
100128618	0.0	2.0
728597	4.0	0.0
100128617	8.0	4.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	7.0	91.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	3.0	3.0
285634	2.0	2.0
1142	0.0	0.0
1141	5.0	5.0
285636	1816.0	3842.0
1140	1341.0	1482.0
728599	6.0	3.0
1139	52.0	282.0
1138	8.0	9.0
1137	83.0	16.0
100861485	0.0	0.0
1136	9.0	0.0
1135	2.0	7.0
1134	10.0	1.0
1133	9.0	2.0
3795	126.0	347.0
100873479	12.0	20.0
3796	309.0	1815.0
100873478	3.0	0.0
3797	623.0	1909.0
100873477	7.0	0.0
3798	62.0	872.0
100873476	0.0	0.0
3799	4782.0	13123.0
100873460	0.0	0.0
728586	18.0	35.0
285641	0.0	3.0
100873464	3.0	4.0
100873463	0.0	0.0
100873462	1.0	0.0
285643	0.0	2.0
100128603	2.0	0.0
100873461	0.0	0.0
1154	1504.0	1995.0
1153	38434.0	27863.0
1152	15984.0	4968.0
285647	19.0	58.0
728589	5.0	10.0
728588	0.0	0.0
1149	14.0	3.0
1147	810.0	3345.0
1146	1.0	1.0
1145	160.0	34.0
1144	0.0	1.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	838.0	983.0
1163	247.0	276.0
285659	0.0	0.0
1161	502.0	667.0
1160	299.0	871.0
1159	387.0	484.0
1158	4.0	1.0
1157	0.0	0.0
1155	3665.0	4002.0
550643	2235.0	2521.0
283025	0.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2741.0	4934.0
1175	2658.0	3947.0
285668	33.0	7.0
1174	1302.0	4160.0
1173	14373.0	10440.0
550631	464.0	388.0
100873489	0.0	0.0
283014	5.0	6.0
100873488	0.0	1.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	1185.0	1149.0
1186	2848.0	13545.0
1185	1330.0	1567.0
1184	675.0	3003.0
1183	814.0	8499.0
1182	2994.0	5967.0
1181	397.0	520.0
440375	8.0	78.0
1180	21.0	8.0
1179	0.0	1.0
1178	12.0	0.0
283089	8.0	10.0
85495	0.0	0.0
85480	50.0	117.0
283080	0.0	0.0
1198	3985.0	2275.0
1197	3.0	0.0
1196	2762.0	1314.0
1195	10603.0	2900.0
440366	1.0	2.0
1193	3276.0	3777.0
1192	11725.0	6969.0
1191	92992.0	10292.0
1188	792.0	489.0
283078	35.0	373.0
85486	4.0	19.0
128615	0.0	0.0
85481	0.0	0.0
128611	227.0	17.0
440396	66.0	100.0
128609	0.0	0.0
128602	0.0	0.0
440387	3.0	1.0
128674	0.0	2.0
128676	1.0	0.0
114026	0.0	1.0
100861402	2.0	4.0
126014	113.0	42.0
440335	2.0	3.0
100128690	0.0	0.0
114034	726.0	638.0
126006	151.0	20.0
114036	147.0	73.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	68.0	43.0
100861412	2.0	0.0
105180390	5.0	4.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	8.0	2.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	214.0	577.0
440356	6.0	2.0
440354	45.0	30.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	2.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	1.0	1.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	1.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	22.0	6.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	149.0	48.0
200734	2932.0	1837.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	4.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	4.0	11.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3087.0	8510.0
100873406	0.0	0.0
100873405	3.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	2.0
645443	12.0	5.0
165530	29.0	0.0
85409	21.0	19.0
106481385	0.0	1.0
106481386	0.0	0.0
85416	0.0	0.0
106481383	3.0	2.0
85417	28.0	104.0
106481384	0.0	0.0
103106903	3.0	0.0
85414	231.0	54.0
106481389	0.0	0.0
85415	307.0	831.0
106481387	0.0	0.0
85413	1.0	2.0
106481388	9.0	3.0
645436	1.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	0.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	898.0	728.0
12	1.0	1.0
13	66.0	0.0
14	5268.0	6890.0
15	8.0	7.0
16	8010.0	30957.0
645455	0.0	16.0
18	4910.0	1916.0
19	1255.0	1540.0
128580	4.0	22.0
85407	44.0	24.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	603.0	2436.0
106481395	0.0	0.0
85403	782.0	2286.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	6422.0	8384.0
106481390	0.0	1.0
21	4030.0	7952.0
106481391	0.0	0.0
22	541.0	2939.0
153571	664.0	13.0
153572	318.0	17.0
23	2253.0	4586.0
24	42.0	91.0
25	7103.0	6958.0
26	22.0	12.0
27	1076.0	1387.0
28	3777.0	5393.0
29	1983.0	7027.0
153579	641.0	907.0
728615	0.0	1.0
728614	0.0	0.0
200765	390.0	202.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	25.0	47.0
102466518	0.0	0.0
102466516	19.0	4.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	2866.0	1023.0
106481362	0.0	0.0
106481367	0.0	1.0
85437	2606.0	3672.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	410.0	378.0
106481366	0.0	0.0
30	3903.0	3179.0
106481360	0.0	0.0
31	1142.0	5828.0
32	2996.0	7546.0
33	1468.0	2503.0
34	1556.0	2917.0
35	2217.0	1896.0
153562	3303.0	4578.0
36	1114.0	6284.0
37	23172.0	20683.0
38	2360.0	14402.0
440307	26.0	9.0
39	623.0	514.0
165545	4.0	1.0
106481369	0.0	0.0
728606	280.0	110.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	2.0	3.0
106481370	0.0	0.0
41	41.0	363.0
106481371	0.0	0.0
43	65.0	130.0
645486	4.0	2.0
47	3263.0	9395.0
48	2712.0	10585.0
49	13.0	12.0
106481338	0.0	0.0
106481339	2.0	0.0
106481336	0.0	0.0
106481337	3.0	3.0
106481341	0.0	0.0
106481342	1.0	2.0
106481340	0.0	0.0
85458	1556.0	5746.0
106481345	4.0	0.0
85459	533.0	1150.0
106481346	0.0	0.0
