id	2cd8bee5-a0e5-4273-b37c-756f31610f9a	62ede239-075e-4192-a123-be054142f26d
81851	0.0	0.0
649137	1.0	2.0
81839	4522.0	1376.0
121274	2193.0	1860.0
121273	10.0	26.0
145264	0.0	1.0
121270	0.0	0.0
145258	20.0	10.0
121268	23.0	30.0
81844	7764.0	10940.0
145259	2.0	3.0
133283	341.0	675.0
375593	14.0	16.0
100506649	91.0	131.0
100506673	0.0	0.0
121260	1626.0	2469.0
145270	83.0	12.0
100506671	2.0	2.0
81875	3279.0	2423.0
81876	13340.0	14270.0
81870	0.0	0.0
81871	0.0	0.0
121256	17.0	554.0
81872	0.0	1.0
81873	2244.0	2442.0
387597	47.0	32.0
100506668	1015.0	700.0
160897	1202.0	737.0
649159	0.0	0.0
145282	1002.0	698.0
387590	5115.0	5298.0
81856	579.0	575.0
81857	4648.0	5094.0
100506660	53.0	32.0
81858	3398.0	3657.0
135886	0.0	3.0
147872	0.0	4.0
81889	1302.0	1037.0
145200	20.0	41.0
81892	1839.0	1649.0
81893	0.0	9.0
81894	1776.0	1774.0
81890	2970.0	2361.0
135892	17.0	6.0
649179	0.0	0.0
100506600	75.0	98.0
613126	28.0	20.0
81887	3107.0	3592.0
81888	881.0	1091.0
145216	12.0	9.0
338591	0.0	0.0
649186	2.0	1.0
338596	33.0	65.0
338599	0.0	0.0
169200	9591.0	3122.0
145226	375.0	37.0
100506637	217.0	183.0
160857	337.0	344.0
160851	578.0	1324.0
91227	136.0	50.0
157206	5.0	15.0
100506622	4.0	3.0
100856809	0.0	0.0
338588	0.0	0.0
145241	1.0	1.0
91219	1.0	0.0
650172	0.0	0.0
102724678	57.0	26.0
338579	1.0	0.0
326591	891.0	1007.0
255738	0.0	3.0
338567	0.0	0.0
102724668	39.0	33.0
255743	54426.0	63214.0
56829	5582.0	4206.0
326586	0.0	0.0
102724655	0.0	0.0
554250	0.0	1.0
554251	304.0	176.0
338557	3.0	45.0
56832	0.0	2.0
56833	77.0	643.0
56834	2933.0	2250.0
554235	9.0	24.0
554236	12.0	30.0
56849	221.0	39.0
255725	0.0	2.0
56848	1771.0	1664.0
56852	918.0	1760.0
56853	18.0	396.0
102724631	0.0	0.0
56850	3709.0	5648.0
56851	5011.0	3733.0
100820829	82.0	26.0
101243555	1.0	1.0
196872	460.0	189.0
8501	570.0	206.0
8502	9902.0	18636.0
8500	4096.0	6339.0
253128	23.0	25.0
664701	952.0	39.0
255783	679.0	848.0
54207	3.0	35.0
54206	46663.0	39852.0
54205	11757.0	3418.0
664709	11.0	29.0
54209	41.0	776.0
196883	487.0	808.0
8512	9.0	27.0
8513	39.0	1.0
8510	8.0	4.0
8511	15.0	11.0
54210	71.0	905.0
81831	599.0	190.0
81832	10.0	245.0
81833	0.0	0.0
54212	1.0	16.0
170261	383.0	58726.0
8505	1326.0	1669.0
8506	171.0	821.0
8503	4280.0	2078.0
8504	2288.0	1527.0
8509	95.0	156.0
8507	499.0	734.0
255758	360.0	348.0
8508	4273.0	5179.0
8520	3857.0	2976.0
8521	0.0	1.0
169270	330.0	368.0
8522	484.0	1244.0
102724605	0.0	0.0
554282	1.0	1.0
56886	7512.0	7184.0
54221	132.0	78.0
56888	4644.0	4784.0
554279	2.0	2.0
664722	5.0	25.0
56882	5560.0	10369.0
664721	5.0	1959.0
255762	4.0	6.0
56884	2.0	0.0
8516	814.0	363.0
8517	408.0	332.0
8514	604.0	1718.0
8515	141.0	309.0
56889	26127.0	18183.0
8518	5080.0	4334.0
8519	1503.0	1973.0
8530	91.0	663.0
326624	55.0	79.0
8531	10557.0	18611.0
326625	2894.0	2561.0
8534	2108.0	5446.0
326628	0.0	0.0
8535	1552.0	1675.0
326627	0.0	2.0
8532	101.0	49.0
8533	3738.0	2255.0
8527	2780.0	3969.0
8528	260.0	320.0
8525	1743.0	3427.0
8526	736.0	702.0
8529	0.0	0.0
8541	345.0	204.0
326613	0.0	0.0
8542	1176.0	6936.0
326615	0.0	0.0
8540	3151.0	2604.0
326614	0.0	0.0
8545	9219.0	8329.0
326617	0.0	0.0
8546	8231.0	6909.0
326616	3.0	6.0
8543	6644.0	6547.0
8544	645.0	643.0
253175	0.0	0.0
554300	1.0	0.0
8538	29.0	4.0
8539	8064.0	7599.0
8536	497.0	708.0
8537	15.0	15.0
8552	76.0	149.0
8553	8122.0	95315.0
8550	1742.0	2595.0
326603	17.0	6.0
8551	0.0	0.0
8556	1457.0	1915.0
326606	0.0	0.0
8557	65.0	61.0
8554	5950.0	4495.0
8555	4559.0	1752.0
326607	23.0	46.0
326609	0.0	1.0
255798	1.0	1.0
8549	9.0	15.0
8547	83.0	168.0
8548	2801.0	1458.0
101409261	13.0	14.0
326611	1.0	1.0
8563	971.0	2030.0
8564	22.0	163.0
8562	5090.0	4814.0
8567	3638.0	3974.0
8568	1510.0	1892.0
8565	3298.0	6387.0
8566	5942.0	9267.0
253152	74.0	149.0
8560	7355.0	9690.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	2537.0	2708.0
8558	4160.0	4235.0
8559	1201.0	961.0
8574	3545.0	2716.0
8575	3095.0	2893.0
8572	602.0	19336.0
8573	2943.0	3179.0
8578	922.0	1929.0
8576	2414.0	3011.0
8577	84.0	70.0
554354	0.0	1.0
8570	10725.0	11959.0
123811	3642.0	2235.0
8569	1013.0	1803.0
8585	0.0	4.0
8586	1.0	5.0
101928770	0.0	0.0
8583	0.0	0.0
101928773	0.0	0.0
8587	1.0	1.0
8588	0.0	0.0
101928776	3.0	0.0
8581	0.0	17.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	32.0	30.0
101409257	11.0	3.0
101409254	1.0	1.0
101409253	0.0	0.0
123803	793.0	882.0
8596	0.0	0.0
101928781	5.0	1.0
8594	0.0	0.0
8595	0.0	0.0
101928784	26.0	30.0
8590	0.0	0.0
8591	0.0	0.0
100132066	1.0	3.0
100421113	1.0	0.0
100421114	1.0	1.0
101928790	0.0	0.0
101928795	1.0	0.0
253190	102.0	73.0
100132073	1.0	2.0
100132074	487.0	507.0
100132079	0.0	0.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	23.0	30.0
100421125	0.0	0.0
91133	1072.0	267.0
100421129	0.0	0.0
91137	3646.0	2178.0
101928720	0.0	0.0
375519	6.0	1.0
100856810	0.0	0.0
100421136	12.0	8.0
100421137	0.0	0.0
101928734	0.0	1.0
91120	554.0	593.0
101928736	65.0	113.0
147837	219.0	378.0
100421131	6.0	4.0
100421133	0.0	0.0
91156	1629.0	110.0
100421146	0.0	0.0
160824	0.0	4.0
100421148	4.0	0.0
101928744	0.0	0.0
91151	481.0	275.0
147841	38.0	121.0
100421143	0.0	0.0
91149	1.0	0.0
101928752	1.0	0.0
91147	1893.0	1216.0
387509	195.0	636.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	690.0	1044.0
100506574	4.0	0.0
399520	0.0	135.0
100421178	0.0	0.0
100506564	1.0	2.0
121227	7788.0	9621.0
387521	2238.0	1361.0
387522	2.0	0.0
100421172	14.0	13.0
100421175	1.0	0.0
100421177	0.0	0.0
100506599	168.0	223.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	0.0	2.0
121214	0.0	1.0
387559	1.0	0.0
123876	17.0	2.0
123872	432.0	172.0
100421180	0.0	0.0
147808	705.0	701.0
100421185	0.0	0.0
147804	381.0	265.0
123879	1704.0	2461.0
147807	752.0	1201.0
100421188	0.0	0.0
375567	41.0	3.0
399512	522.0	404.0
399511	125.0	123.0
91181	8.0	46.0
448990	2.0	11.0
101928715	0.0	2.0
100506581	55.0	45.0
100856881	0.0	0.0
100506775	11.0	10.0
100506779	62.0	108.0
160762	0.0	0.0
93953	164.0	170.0
104326057	0.0	0.0
399687	2884.0	4402.0
104326058	0.0	0.0
100506776	8.0	57.0
348094	934.0	418.0
160760	2465.0	3363.0
348093	721.0	644.0
387695	0.0	0.0
104326055	18.0	19.0
93948	43.0	6.0
399693	642.0	1357.0
104326053	0.0	0.0
399694	65.0	170.0
104326054	1.0	0.0
104326051	0.0	1.0
104326052	1.0	6.0
133150	0.0	0.0
399697	0.0	0.0
100506765	0.0	0.0
387694	19.0	5.0
102724706	0.0	0.0
54361	202.0	205.0
54360	82.0	138.0
54363	0.0	0.0
387684	0.0	0.0
147798	10117.0	10073.0
159770	1.0	0.0
100506769	0.0	0.0
93973	1275.0	1731.0
399668	1810.0	14649.0
100506795	106.0	17.0
399669	102.0	136.0
399664	1521.0	2399.0
399666	0.0	0.0
93974	7779.0	5252.0
399665	11115.0	6512.0
100506791	1.0	2.0
81993	4.0	2.0
399671	40.0	49.0
399670	1.0	1.0
160777	1.0	5.0
91300	3218.0	5153.0
100506783	8.0	7.0
91304	7523.0	9258.0
100506787	0.0	0.0
100293948	0.0	1.0
204219	10.0	10.0
121130	0.0	0.0
145165	8.0	18.0
54386	11304.0	8428.0
123787	0.0	0.0
652670	1.0	1.0
121129	0.0	0.0
100506733	0.0	85.0
147746	21.0	37.0
255812	285.0	415.0
147741	3.0	252.0
147744	1.0	10.0
100506737	10.0	0.0
100506736	18.0	52.0
160728	9039.0	223.0
100506724	0.0	0.0
100506723	1.0	5.0
93986	2117.0	503.0
100506721	0.0	0.0
100913183	2.0	6.0
100913182	0.0	2.0
91319	356.0	282.0
93979	31.0	10.0
91316	18.0	137.0
133121	16.0	7.0
93978	1.0	2.0
100506753	434.0	336.0
91355	328.0	1255.0
91353	1.0	7.0
100506757	44.0	17.0
100506755	42.0	26.0
91351	936.0	1558.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	14.0	20.0
348021	0.0	0.0
107080653	0.0	0.0
255809	33.0	52.0
100506749	4.0	6.0
107080654	1.0	0.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	224.0	661.0
338692	549.0	1556.0
338699	2964.0	2411.0
107080628	0.0	0.0
107080629	0.0	3.0
56931	1266.0	1487.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	1.0
56937	2233.0	4070.0
196792	20.0	80.0
107080620	2.0	5.0
56938	43.0	319.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	6.0	1.0
56935	6176.0	4325.0
56936	0.0	0.0
56940	3146.0	2418.0
107080639	3.0	7.0
56941	3541.0	4650.0
56942	1349.0	999.0
56943	4022.0	3090.0
107080636	0.0	3.0
107080637	0.0	0.0
56948	545.0	640.0
56949	4782.0	7063.0
107080632	0.0	3.0
56944	1112.0	764.0
56945	2415.0	1615.0
56946	2489.0	1456.0
56947	4153.0	4300.0
107080630	1.0	1.0
100506713	327.0	219.0
100506712	0.0	0.0
100506710	7111.0	4771.0
338674	0.0	0.0
338675	0.0	0.0
56951	7519.0	4752.0
56952	323.0	138.0
56953	150.0	123.0
102724774	0.0	1.0
56954	2176.0	1719.0
56950	3978.0	2568.0
100506715	0.0	0.0
100506714	178.0	204.0
56955	0.0	0.0
56956	0.0	0.0
56957	4446.0	7234.0
8600	5.0	18.0
8601	42.0	39.0
723790	0.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	453.0	897.0
56963	253.0	279.0
56964	227.0	130.0
56965	2172.0	3215.0
56961	0.0	0.0
56967	356.0	248.0
56969	0.0	3.0
8611	4675.0	2950.0
8612	79.0	1896.0
81926	1896.0	2482.0
145173	1677.0	1427.0
81928	677.0	1008.0
338651	4.0	32.0
81929	2814.0	2554.0
338653	2.0	2.0
81930	988.0	599.0
56975	1695.0	3943.0
81931	582.0	412.0
81932	1696.0	1842.0
56970	3642.0	5765.0
56971	140.0	389.0
8604	2273.0	2395.0
8605	1244.0	953.0
8602	3141.0	5255.0
8603	2406.0	3475.0
8608	6.0	36.0
56977	816.0	688.0
8609	3217.0	2831.0
56978	31.0	37.0
56979	0.0	0.0
8607	2756.0	2794.0
8622	30826.0	10413.0
8623	5200.0	5343.0
8620	0.0	0.0
8621	5215.0	5256.0
338645	6.0	17.0
56984	2918.0	2694.0
56985	514.0	529.0
56986	1440.0	1254.0
338637	0.0	0.0
56987	8817.0	9648.0
102724742	0.0	0.0
56980	676.0	744.0
56981	4344.0	3126.0
56983	1188.0	959.0
8615	11711.0	8076.0
54329	34.0	63.0
54328	117.0	587.0
8613	54685.0	36829.0
8614	837.0	1317.0
8618	6.0	6.0
8630	8457.0	488.0
8633	4864.0	10588.0
8634	1459.0	1328.0
8631	55.0	141.0
8632	186.0	249.0
56990	8632.0	10007.0
169166	16.0	47.0
554175	1.0	3.0
54332	2064.0	1160.0
56995	3622.0	3235.0
255877	1173.0	1091.0
664616	0.0	0.0
56996	2171.0	2476.0
54331	650.0	492.0
56997	2163.0	2253.0
664614	0.0	0.0
56998	4488.0	4634.0
664613	0.0	0.0
664612	0.0	0.0
56992	31.0	77.0
56993	4303.0	3688.0
56994	4850.0	12888.0
8626	22.0	486.0
8624	1722.0	1085.0
8625	3033.0	3181.0
56999	871.0	16791.0
664617	0.0	0.0
8629	1632.0	1394.0
8641	278.0	284.0
8644	535.0	522.0
8645	2765.0	2429.0
8642	939.0	1472.0
8643	239.0	91.0
652624	1.0	1.0
196743	431.0	840.0
54346	0.0	0.0
54345	395.0	387.0
54344	1959.0	1763.0
8637	362.0	332.0
8638	173.0	121.0
8635	7126.0	2610.0
8636	1822.0	1699.0
8639	1223.0	1496.0
196740	9053.0	32731.0
8651	517.0	372.0
8650	5492.0	5214.0
8655	9824.0	5875.0
101928685	3.0	4.0
8653	2.0	1.0
8654	3652.0	37997.0
101928684	0.0	0.0
101928689	4.0	9.0
101928687	0.0	0.0
8648	3770.0	3518.0
8649	5075.0	3326.0
8646	165.0	225.0
8647	2.0	1.0
8662	8475.0	10487.0
8663	492.0	603.0
6001	798.0	779.0
8660	3269.0	5873.0
8661	22676.0	26430.0
6000	0.0	0.0
6003	1.0	8.0
8666	8696.0	12853.0
8667	15827.0	18963.0
6002	2446.0	3099.0
8664	13193.0	21080.0
6005	2.0	1.0
6004	7504.0	1945.0
8665	12406.0	15412.0
101928698	0.0	0.0
8659	1156.0	471.0
8658	4348.0	6477.0
8673	6119.0	9809.0
6010	0.0	1.0
8674	1726.0	2823.0
8671	13205.0	709.0
8672	9622.0	8558.0
6011	196.0	397.0
8677	1509.0	1493.0
6014	5.0	2.0
6013	6.0	4.0
8678	3529.0	4771.0
8675	3226.0	5112.0
6016	1845.0	2595.0
8676	1817.0	517.0
6015	6812.0	6660.0
253260	3614.0	3419.0
338707	15.0	150.0
6007	20.0	42.0
6006	122.0	51.0
8668	13339.0	15204.0
6009	5502.0	5577.0
8669	5562.0	3327.0
6008	3.0	3.0
8685	65.0	562.0
8682	10573.0	17733.0
6023	0.0	0.0
8683	6691.0	7584.0
8688	0.0	0.0
8689	0.0	2.0
8686	0.0	0.0
8687	0.0	0.0
253272	2.0	0.0
8681	108.0	283.0
253264	200.0	319.0
6018	3259.0	2537.0
6017	0.0	0.0
6019	20.0	27.0
6031	1.0	4.0
6034	1.0	0.0
8693	63.0	34.0
8694	2071.0	2310.0
6033	0.0	0.0
6036	1.0	21.0
6035	2668.0	4196.0
8697	2564.0	2013.0
6038	93.0	53.0
8698	88.0	184.0
6037	0.0	0.0
101928646	0.0	0.0
554234	0.0	0.0
8692	4221.0	8490.0
6030	5.0	26.0
8690	1241.0	1003.0
554225	0.0	4.0
554226	0.0	1.0
6029	0.0	0.0
170082	317.0	151.0
6043	0.0	0.0
6045	1826.0	1331.0
6044	0.0	0.0
6047	4519.0	6483.0
6046	33560.0	22768.0
6049	2934.0	2169.0
100421217	0.0	0.0
6048	4087.0	3236.0
100421219	0.0	0.0
101928656	2.0	1.0
6041	1552.0	1249.0
554213	0.0	0.0
554214	0.0	0.0
56904	3806.0	8142.0
56905	2162.0	3954.0
6039	209.0	743.0
56906	362.0	267.0
56907	929.0	1173.0
56900	7595.0	4554.0
56901	1133.0	1069.0
56902	2095.0	1559.0
56903	15.0	0.0
100421222	0.0	0.0
375612	0.0	0.0
375611	22.0	37.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	4275.0	3312.0
554210	3.0	12.0
100528062	379.0	275.0
554212	0.0	0.0
6050	12747.0	14804.0
100528064	2.0	7.0
375616	152.0	1065.0
6051	6548.0	6677.0
56910	13022.0	10870.0
554202	34.0	277.0
554203	2027.0	2182.0
56915	568.0	772.0
56916	2639.0	2519.0
56917	147.0	152.0
56918	0.0	0.0
56911	296.0	329.0
56912	3081.0	2038.0
56913	3299.0	2044.0
100421220	0.0	0.0
56914	1.0	1.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1191.0	1130.0
6069	0.0	0.0
375607	332.0	130.0
554201	0.0	6.0
6060	0.0	0.0
56920	1603.0	1115.0
56926	2926.0	3227.0
56927	6305.0	9304.0
56928	2167.0	2158.0
56929	2927.0	2681.0
56922	2327.0	2351.0
56923	46.0	11.0
56924	61.0	67.0
56925	1086.0	744.0
100421232	0.0	0.0
6076	0.0	2.0
100421245	0.0	0.0
6075	0.0	0.0
6078	0.0	1.0
6079	0.0	0.0
101928601	594.0	258.0
6070	2.0	3.0
91252	1744.0	3067.0
6071	0.0	4.0
6074	0.0	0.0
101928603	1.0	1.0
101928604	1.0	1.0
101928607	3.0	12.0
387612	0.0	0.0
147700	39.0	103.0
387615	0.0	0.0
6086	1.0	1.0
6089	0.0	0.0
101928611	1.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	3.0	4.0
123722	30.0	15.0
387601	0.0	0.0
123720	1590.0	1490.0
147710	2.0	0.0
147711	10.0	17.0
147719	0.0	0.0
6098	0.0	11.0
6097	4448.0	5986.0
6092	11.0	39.0
6091	2528.0	1893.0
6094	238.0	547.0
100528020	0.0	0.0
6093	4617.0	6622.0
100528021	10.0	11.0
6096	188.0	39.0
6095	4308.0	2486.0
91272	4731.0	3367.0
147727	5989.0	4425.0
387638	1.0	0.0
100528030	28.0	12.0
101928638	0.0	1.0
100528032	2.0	6.0
100421271	0.0	1.0
100506697	1.0	0.0
100506696	182.0	285.0
91298	1832.0	683.0
100528007	0.0	0.0
123775	964.0	398.0
91289	7696.0	5809.0
399656	3.0	0.0
100506686	792.0	310.0
100506685	1.0	1.0
100528016	0.0	1.0
100528017	0.0	0.0
100528018	1.0	0.0
100528019	6.0	0.0
100506681	10.0	13.0
91283	1526.0	1451.0
100506680	1.0	0.0
387646	306.0	103.0
387647	0.0	0.0
387644	9.0	29.0
387640	407.0	159.0
100421295	60.0	28.0
387680	3359.0	3976.0
375686	0.0	6.0
123745	7.0	7.0
100506898	26.0	13.0
100506897	0.0	0.0
390992	0.0	0.0
54471	3080.0	3644.0
54470	806.0	1316.0
390996	0.0	2.0
390999	0.0	0.0
54475	942.0	1171.0
387338	2780.0	2057.0
54474	0.0	0.0
54472	6957.0	6536.0
389997	0.0	0.0
54478	18.0	29.0
54477	2128.0	3936.0
387332	0.0	1.0
54476	4409.0	6148.0
91404	1102.0	867.0
91405	6.0	11.0
91408	3960.0	3718.0
91409	498.0	191.0
375346	251.0	238.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	145.0	139.0
389990	0.0	0.0
102724827	254.0	420.0
54482	1026.0	663.0
102724820	29.0	17.0
100506881	366.0	174.0
54480	3399.0	7200.0
387328	2.0	0.0
387325	7.0	5.0
145497	0.0	2.0
400866	1.0	0.0
387323	0.0	0.0
387321	0.0	2.0
54487	2382.0	2459.0
387322	0.0	0.0
375350	0.0	0.0
723809	4.0	3.0
338391	12.0	9.0
91433	703.0	474.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	580.0	1700.0
54491	431.0	565.0
54490	0.0	0.0
54497	3391.0	3240.0
54496	1315.0	1495.0
448835	0.0	0.0
54495	2579.0	2992.0
448834	0.0	0.0
387359	0.0	0.0
387357	37.0	52.0
54499	9392.0	5724.0
121498	1.0	0.0
54498	712.0	724.0
170463	1669.0	4356.0
157489	683.0	585.0
338382	749.0	920.0
390980	209.0	347.0
338388	0.0	1.0
448831	0.0	0.0
400841	4.0	2.0
91419	500.0	328.0
91452	4332.0	2522.0
338376	4.0	27.0
145447	15.0	27.0
100313532	1.0	3.0
91442	125.0	183.0
375387	73.0	311.0
91445	4502.0	4918.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	39.0	90.0
100506872	1.0	0.0
169436	194.0	95.0
170425	0.0	0.0
133491	9.0	0.0
91464	0.0	0.0
100506866	283.0	711.0
400892	2.0	7.0
400891	0.0	1.0
91461	308.0	95.0
145483	920.0	769.0
145482	1933.0	1373.0
338339	3.0	7.0
100506810	129.0	203.0
338328	234.0	256.0
100506815	2.0	0.0
326337	0.0	0.0
326339	0.0	0.0
338321	0.0	1.0
338322	0.0	0.0
338323	46.0	22.0
338324	0.0	0.0
341965	0.0	0.0
326341	2.0	3.0
326340	0.0	1.0
326343	122.0	33.0
326342	2.0	18.0
54407	18275.0	6563.0
8710	4.0	3.0
100506834	86.0	11.0
8711	1434.0	713.0
54413	93.0	66.0
8703	3103.0	3626.0
101410540	0.0	0.0
8704	1515.0	2383.0
101410541	1.0	0.0
8701	318.0	229.0
101410542	0.0	0.0
54414	15139.0	12191.0
8702	2875.0	2641.0
100506835	14.0	26.0
101410543	8.0	4.0
8707	406.0	15.0
101410544	2.0	6.0
8708	14.0	14.0
101410545	3.0	1.0
101410546	0.0	0.0
8705	755.0	1232.0
8706	4138.0	1940.0
326315	0.0	5.0
326317	0.0	0.0
8721	17016.0	15633.0
8722	6807.0	6018.0
8720	22044.0	18017.0
101410537	0.0	2.0
101410538	2804.0	3230.0
341947	6.0	2.0
8714	215.0	14332.0
8715	762.0	72.0
100506826	87.0	83.0
8712	0.0	0.0
8718	49.0	283.0
101410533	149.0	86.0
101410534	0.0	0.0
326325	0.0	1.0
101410535	83.0	113.0
8717	1588.0	1830.0
54429	7.0	41.0
101410536	0.0	0.0
326307	334.0	428.0
8732	1683.0	1710.0
8733	13108.0	10732.0
8731	3931.0	6518.0
54431	10407.0	7370.0
400836	0.0	1.0
170487	170.0	131.0
54435	140.0	93.0
54434	2963.0	7292.0
400831	8.0	23.0
54433	1407.0	947.0
400830	0.0	0.0
54432	4061.0	1728.0
54439	2016.0	1634.0
8725	8872.0	6174.0
8726	1302.0	806.0
54438	896.0	952.0
54437	201.0	578.0
8723	5159.0	2586.0
326310	97.0	116.0
8724	11012.0	7695.0
54436	571.0	1332.0
8729	7158.0	11916.0
100337589	0.0	0.0
170485	2.0	1.0
8727	16752.0	16667.0
8728	134.0	757.0
170482	0.0	1.0
8740	16.0	88.0
8743	745.0	403.0
8744	29.0	54.0
8741	1753.0	2348.0
8742	1567.0	1562.0
102724868	0.0	1.0
102724866	2.0	7.0
54442	1916.0	1788.0
54441	37.0	29.0
54440	103.0	611.0
400823	6.0	16.0
102724862	0.0	0.0
54443	94.0	175.0
8736	618.0	524.0
8737	4836.0	2775.0
8735	0.0	0.0
326300	3.0	4.0
8738	673.0	711.0
8739	121.0	1248.0
8751	3999.0	10049.0
8754	11225.0	7588.0
8755	0.0	0.0
102724853	0.0	0.0
54453	3004.0	3682.0
255512	282.0	211.0
54457	1.0	3.0
54456	11.0	15.0
554049	1.0	2.0
54455	2516.0	2838.0
54454	1057.0	1105.0
8747	32.0	18.0
8748	9.0	8.0
8745	68.0	39.0
54458	4184.0	4736.0
400818	1139.0	1647.0
8749	0.0	0.0
8761	8772.0	14153.0
6100	319.0	492.0
8760	7858.0	9191.0
6102	1371.0	980.0
8766	15785.0	13393.0
6101	34.0	57.0
8763	51222.0	23935.0
6103	1180.0	1236.0
8764	1399.0	1889.0
54460	4972.0	5283.0
54464	3856.0	3607.0
54463	1542.0	786.0
54462	6484.0	4391.0
54461	5530.0	7825.0
54468	1942.0	1368.0
54467	4935.0	4105.0
54466	2.0	2.0
54465	933.0	1146.0
255520	3400.0	1705.0
8759	0.0	0.0
8756	0.0	0.0
54469	8268.0	6310.0
8772	480.0	619.0
8773	2595.0	3046.0
8771	0.0	0.0
8776	1692.0	2393.0
8777	3114.0	4123.0
8774	2936.0	2054.0
8775	6167.0	5918.0
101928566	0.0	0.0
8767	688.0	1576.0
6120	2799.0	2146.0
101928571	1.0	7.0
8784	11.0	139.0
6122	167026.0	237175.0
8781	797.0	591.0
6121	3.0	1.0
8787	154.0	75.0
6124	100169.0	128611.0
6123	2.0	2.0
8788	1.0	0.0
8785	30.0	28.0
6126	17.0	20.0
8786	45.0	319.0
6125	89941.0	98885.0
101928578	290.0	217.0
8780	5816.0	5199.0
6117	7324.0	8433.0
8778	13.0	11.0
6119	1706.0	1157.0
6118	5270.0	4830.0
8794	149.0	1093.0
8795	2518.0	4315.0
6130	67766.0	91636.0
8792	237.0	268.0
6133	39352.0	39388.0
6132	75952.0	100764.0
8793	1065.0	1869.0
8798	1163.0	1257.0
6135	53778.0	58142.0
8799	2018.0	2658.0
6134	81495.0	91289.0
8796	252.0	4708.0
6137	49549.0	69683.0
8797	405.0	1157.0
6136	39008.0	56662.0
100421307	0.0	0.0
101735302	84.0	229.0
8790	2084.0	634.0
100134444	0.0	0.0
6128	51729.0	51381.0
8789	0.0	1.0
6129	52895.0	58848.0
6142	23659.0	22133.0
6141	36130.0	45332.0
100421311	9.0	8.0
6144	19371.0	24382.0
6143	56902.0	69045.0
100421313	4.0	11.0
6146	25570.0	25131.0
6145	0.0	3.0
6148	0.0	0.0
6147	23249.0	33557.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	1.0	1.0
6139	4219.0	5104.0
6138	78377.0	88247.0
6152	43056.0	46091.0
6155	26877.0	27065.0
6154	20105.0	23790.0
100421324	0.0	3.0
6157	45891.0	53250.0
6156	39079.0	39780.0
6159	26552.0	29102.0
6158	30362.0	56470.0
100421328	3.0	0.0
6150	1731.0	1905.0
101928527	581.0	737.0
6164	35994.0	35245.0
6163	0.0	3.0
6166	11791.0	14470.0
6165	32335.0	28881.0
6168	45140.0	54715.0
6167	36584.0	43554.0
100421338	0.0	1.0
6169	19939.0	22085.0
101928536	0.0	0.0
6160	46928.0	52960.0
101928537	0.0	3.0
6161	39828.0	49194.0
100421331	1.0	0.0
6175	61541.0	69178.0
6174	93.0	107.0
6176	49633.0	60698.0
101928545	408.0	249.0
6171	15769.0	19082.0
6170	6226.0	5957.0
6173	2929.0	3757.0
6172	447.0	160.0
100421340	0.0	0.0
100421341	2.0	1.0
100421354	0.0	0.0
6185	29506.0	26454.0
101928550	10.0	10.0
6188	63059.0	85138.0
6187	25771.0	42786.0
100421357	0.0	4.0
6189	36404.0	33713.0
101928555	50.0	49.0
6182	557.0	433.0
6181	29041.0	42480.0
6184	29471.0	24404.0
101928559	0.0	0.0
6183	915.0	898.0
100421350	5.0	9.0
100421351	7.0	17.0
100421353	1.0	2.0
6197	5351.0	8067.0
6196	10184.0	21072.0
6199	1577.0	2087.0
6198	2242.0	2307.0
6191	115520.0	198840.0
6193	28524.0	38018.0
6192	0.0	1.0
91373	535.0	716.0
6195	3554.0	4004.0
6194	99643.0	116536.0
390916	446.0	560.0
145407	633.0	283.0
100421363	4.0	0.0
100421376	0.0	0.0
100421379	0.0	1.0
91369	4047.0	3498.0
91368	1855.0	1427.0
652489	2.0	3.0
390924	54.0	87.0
389901	10.0	15.0
390928	1.0	5.0
390927	860.0	890.0
100421371	20.0	9.0
100421374	19.0	40.0
389903	1.0	0.0
100421389	2.0	1.0
91392	464.0	539.0
389935	0.0	1.0
389932	10.0	0.0
100421384	12.0	17.0
100421398	3.0	10.0
