id	397a5439-ee3e-455f-a29e-249bbfbc8d9a	15885333-ff39-4d59-a2a5-1aec4aaf3e00
27030	3211.0	1549.0
27031	798.0	747.0
27036	1.0	22.0
400645	0.0	0.0
27037	2493.0	1971.0
400644	20.0	28.0
27034	3301.0	3756.0
400643	1.0	1.0
27035	60.0	34.0
8912	1796.0	318.0
100313769	0.0	0.0
8913	58.0	31.0
8910	2140.0	216.0
8911	1915.0	3661.0
8916	2594.0	2919.0
8914	1113.0	694.0
8915	1222.0	596.0
245935	0.0	0.0
245936	0.0	0.0
245937	3.0	4.0
245938	2.0	11.0
8930	2333.0	1697.0
245939	0.0	0.0
221960	431.0	316.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	8642.0	4369.0
8927	263.0	78.0
8928	2.0	2.0
8925	8410.0	4150.0
8926	64.0	78.0
221955	2360.0	967.0
8941	0.0	2.0
8942	35.0	46.0
375189	43.0	36.0
8940	28.0	18.0
245940	0.0	0.0
206338	1.0	1.0
375190	698.0	375.0
196446	7.0	20.0
8934	3958.0	3314.0
8935	1598.0	497.0
196441	2371.0	1957.0
8932	7694.0	4848.0
8933	4912.0	3390.0
8938	105.0	227.0
8939	7400.0	5386.0
8936	144.0	220.0
326105	3.0	0.0
245913	1.0	0.0
245915	0.0	0.0
221981	761.0	807.0
245910	0.0	0.0
206358	429.0	337.0
245911	1.0	0.0
245912	6.0	3.0
196415	0.0	0.0
642909	2.0	0.0
642907	0.0	0.0
8945	3030.0	1633.0
54659	0.0	0.0
54658	0.0	0.0
8943	15699.0	9265.0
54657	0.0	0.0
8944	0.0	0.0
196410	288.0	5138.0
245927	0.0	0.0
245928	0.0	0.0
6300	123.0	255.0
245929	0.0	0.0
6302	5737.0	4533.0
6301	12976.0	10397.0
160492	22.0	10.0
54662	6101.0	3556.0
54661	5.0	1.0
54660	8.0	11.0
54665	2493.0	1321.0
54664	6650.0	5410.0
54663	1719.0	1224.0
8970	49.0	72.0
8971	7085.0	3251.0
101928363	9.0	12.0
8974	922.0	2984.0
6311	2066.0	1624.0
8975	4604.0	2998.0
6310	4251.0	2496.0
91612	3289.0	2479.0
100421601	0.0	0.0
8972	10.0	20.0
8973	2.0	8.0
245972	20.0	7.0
245973	113.0	84.0
54677	5941.0	2446.0
54676	2581.0	2669.0
54675	3232.0	2375.0
147468	0.0	0.0
54674	4680.0	598.0
6304	4674.0	4580.0
6303	47901.0	47420.0
8968	3.0	0.0
6305	21476.0	9870.0
91603	1697.0	725.0
91608	22.0	49.0
6307	2533.0	1816.0
642924	2.0	1.0
8969	74.0	119.0
6309	2703.0	3113.0
91607	2724.0	1717.0
6320	563.0	492.0
6322	372.0	297.0
8985	3522.0	2478.0
8986	1445.0	1355.0
64002	0.0	0.0
101928378	171.0	103.0
6324	203.0	546.0
64005	143.0	102.0
6323	2.0	0.0
101928376	1.0	1.0
54680	1883.0	1162.0
642938	10.0	9.0
54682	2091.0	1742.0
54681	4816.0	5113.0
196403	3827.0	2281.0
6315	0.0	0.0
6314	1884.0	1433.0
6317	0.0	0.0
8976	6898.0	4794.0
6319	102.0	265.0
6318	0.0	0.0
642935	21.0	10.0
8992	18527.0	13554.0
8993	2.0	1.0
6331	67.0	24.0
8991	42360.0	15695.0
6330	2985.0	1337.0
100421621	2.0	6.0
8996	1570.0	2806.0
101928388	19.0	16.0
6332	65.0	6.0
8997	796.0	1097.0
8994	4994.0	2842.0
6335	100.0	6.0
8995	3.0	0.0
6334	95.0	23.0
147495	354.0	519.0
100421629	0.0	0.0
8989	1.0	0.0
6326	4.0	5.0
8987	74.0	65.0
6328	347.0	122.0
91624	813.0	637.0
6327	696.0	626.0
8988	2.0	0.0
6329	789.0	2018.0
642946	189.0	167.0
6340	2550.0	503.0
6342	11310.0	8306.0
6341	3195.0	1791.0
6344	110.0	65.0
100421633	0.0	0.0
6343	14.0	3.0
100421634	0.0	0.0
6346	0.0	0.0
6345	2135.0	6470.0
100421638	1.0	0.0
642958	0.0	0.0
642959	0.0	0.0
6337	8290.0	348.0
642952	0.0	0.0
6336	0.0	0.0
6339	114.0	123.0
91614	53.0	6.0
8999	461.0	208.0
6338	695.0	78.0
642954	19.0	20.0
6351	57.0	191.0
6352	681.0	527.0
6355	5.0	2.0
6354	0.0	0.0
6357	2.0	0.0
6356	0.0	0.0
100421528	2.0	1.0
6348	12.0	144.0
6347	216.0	36.0
196394	341.0	307.0
6362	7.0	21.0
6361	8.0	7.0
6364	7.0	2.0
6363	19.0	5.0
100421533	7.0	14.0
6366	13332.0	6.0
100421535	0.0	0.0
6368	2.0	2.0
6367	23.0	9.0
101928337	525.0	275.0
6360	5.0	17.0
255349	2.0	9.0
6359	0.0	0.0
6358	118.0	117.0
6373	6.0	9.0
101928340	0.0	3.0
6372	0.0	0.0
100421542	0.0	0.0
6375	20.0	17.0
6374	0.0	1.0
100421545	44.0	21.0
6376	2262.0	7572.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	2.0	4.0
255313	0.0	0.0
196374	12.0	9.0
6369	3.0	0.0
6383	76943.0	29732.0
6386	12200.0	9456.0
6385	9398.0	12717.0
6388	3900.0	3672.0
6387	4109.0	1012.0
6389	6180.0	4513.0
255330	0.0	0.0
6382	4246.0	6443.0
102724246	2.0	0.0
255324	0.0	0.0
196385	69.0	39.0
196383	6626.0	4330.0
100421550	1.0	1.0
6397	4259.0	5398.0
100421565	0.0	0.0
6396	9529.0	6836.0
100421566	1.0	0.0
6399	1031.0	811.0
6398	126.0	35.0
6391	7826.0	5343.0
6390	4422.0	4277.0
6392	8643.0	6523.0
282997	486.0	446.0
282996	351.0	298.0
100134229	418.0	258.0
282991	2229.0	2235.0
100421560	0.0	0.0
100421577	38.0	21.0
100421579	7.0	0.0
255394	865.0	310.0
102724224	3.0	1.0
54600	0.0	1.0
54602	1991.0	1775.0
282980	0.0	0.0
54606	4889.0	3389.0
100421572	0.0	0.0
100421588	2.0	0.0
100421589	11.0	273.0
282974	477.0	395.0
282973	120.0	87.0
54619	480.0	623.0
100421581	0.0	2.0
196335	1.0	1.0
100421582	8.0	3.0
54617	3529.0	1806.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	310.0	190.0
282969	209.0	255.0
102724201	0.0	0.0
282966	0.0	0.0
54622	1214.0	1169.0
100134259	30.0	15.0
54621	4350.0	1851.0
54620	1080.0	798.0
54626	0.0	0.0
54625	4278.0	6254.0
54623	6990.0	5001.0
54629	4252.0	2211.0
54627	519.0	225.0
27005	2081.0	1291.0
27006	4.0	2.0
27000	2118.0	1241.0
27004	34.0	1.0
27018	23518.0	11417.0
27019	17.0	17.0
400591	2.0	2.0
27010	335.0	312.0
27012	34.0	42.0
27013	8257.0	7324.0
400581	2.0	0.0
400578	0.0	0.0
400569	1305.0	1140.0
400566	1170.0	658.0
389715	0.0	0.0
100313829	1.0	0.0
390729	1.0	1.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	87.0	24.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	1512.0	782.0
390872	0.0	0.0
390874	1.0	0.0
654835	0.0	0.0
400759	515.0	210.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	3.0	2.0
400752	550.0	254.0
137994	152.0	69.0
642843	4.0	6.0
91768	3381.0	1175.0
64151	10.0	15.0
64150	60.0	0.0
64168	1297.0	158.0
64167	1495.0	1979.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	4012.0	3140.0
400746	1068.0	2992.0
400745	79.0	31.0
389866	4.0	4.0
150962	854.0	1112.0
64175	1355.0	952.0
162968	333.0	159.0
64174	43.0	139.0
162966	355.0	177.0
162967	1537.0	948.0
162962	599.0	248.0
162963	711.0	390.0
125981	2.0	3.0
149992	0.0	0.0
390856	0.0	0.0
390858	6.0	8.0
27187	0.0	1.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	314.0	466.0
149986	2837.0	2214.0
147323	4.0	4.0
326293	1.0	0.0
100313839	0.0	0.0
389898	1.0	0.0
100313837	0.0	0.0
326295	0.0	2.0
27189	0.0	1.0
100313838	0.0	0.0
326294	1.0	0.0
125972	5.0	0.0
642864	1.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	472.0	298.0
27183	6207.0	3677.0
64170	40.0	67.0
642869	0.0	0.0
27180	12.0	31.0
27181	5.0	63.0
64172	660.0	427.0
100313830	0.0	0.0
375248	181.0	92.0
91782	3492.0	2781.0
27197	9.0	15.0
147339	2325.0	2310.0
27198	521.0	41.0
27195	0.0	0.0
125965	0.0	2.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	7.0	1.0
400720	2001.0	1029.0
149998	213.0	1.0
389884	1.0	1.0
326286	8.0	1.0
27190	2.0	1.0
64180	2.0	1.0
27193	0.0	0.0
100313842	0.0	0.0
642879	1.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	5.0	12.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	0.0	0.0
387264	3.0	8.0
387263	1365.0	643.0
206412	39.0	20.0
27164	4.0	0.0
27165	34.0	41.0
27163	1478.0	1122.0
400799	1.0	0.0
400798	64.0	28.0
27166	2362.0	1694.0
400797	0.0	0.0
326272	0.0	0.0
326275	0.0	0.0
326277	0.0	1.0
326279	5.0	9.0
27160	3.0	0.0
27161	2736.0	2117.0
326278	2.0	7.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	2.0	1.0
387254	0.0	0.0
400793	61.0	413.0
150928	133.0	141.0
27175	1522.0	1157.0
149934	0.0	0.0
27173	10643.0	6458.0
150921	3.0	2.0
27179	0.0	0.0
27177	0.0	0.0
27178	0.0	0.0
341883	9.0	1.0
341880	68.0	1.0
27170	0.0	0.0
326269	0.0	0.0
137964	4713.0	3567.0
390892	0.0	0.0
375298	104.0	98.0
149951	5239.0	4761.0
27148	1750.0	1307.0
390895	0.0	0.0
206426	0.0	1.0
27143	1395.0	723.0
27141	44.0	19.0
27146	25.0	14.0
106029310	1.0	0.0
27147	318.0	208.0
27145	442.0	292.0
123355	1166.0	874.0
137970	21.0	5.0
375287	2314.0	1865.0
387276	0.0	0.0
27159	285.0	74.0
387273	5.0	30.0
150947	0.0	0.0
150946	240.0	401.0
27153	1909.0	1050.0
27154	4263.0	2591.0
400769	3.0	2.0
27151	2937.0	335.0
27152	1574.0	819.0
123346	9.0	3.0
27158	897.0	478.0
400765	0.0	0.0
100293516	705.0	286.0
387266	0.0	0.0
27156	67.0	35.0
149954	0.0	0.0
387267	0.0	0.0
375295	55.0	31.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	35.0	8.0
160365	1.0	1.0
160364	8.0	20.0
102724316	1004.0	690.0
54754	0.0	0.0
54753	2448.0	939.0
54752	8.0	10.0
54751	1654.0	926.0
54758	2381.0	1899.0
54757	181.0	423.0
54756	159.0	198.0
101928290	79.0	59.0
6401	29.0	680.0
6400	12418.0	7383.0
102724307	19.0	8.0
54760	545.0	255.0
54765	9082.0	4949.0
54764	1803.0	1093.0
54763	8.0	3.0
54762	1874.0	981.0
54769	512.0	330.0
54768	365.0	206.0
54766	3.0	0.0
159371	696.0	901.0
100421700	2.0	0.0
100421701	1.0	1.0
100421702	6.0	2.0
100421704	206.0	9.0
100421705	1.0	0.0
100421706	3.0	3.0
100421707	1.0	0.0
100421708	4.0	1.0
100421709	1.0	0.0
54776	3923.0	2556.0
91703	9.0	24.0
6403	166.0	697.0
6402	54.0	113.0
6405	2391.0	4867.0
54778	2489.0	1662.0
6404	264.0	550.0
54777	1096.0	430.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	5.0	1.0
6421	16255.0	8849.0
100421710	0.0	0.0
64101	32.0	224.0
6423	608.0	9.0
6422	3011.0	842.0
64106	3.0	63.0
64105	26.0	35.0
64108	313.0	169.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	2.0	0.0
54780	1907.0	1469.0
54785	896.0	545.0
54784	1269.0	960.0
6414	6576.0	2605.0
6416	3149.0	2171.0
54788	5168.0	4067.0
6415	9962.0	10170.0
6418	20275.0	13118.0
6419	2264.0	1286.0
6430	16500.0	12790.0
64111	0.0	0.0
162989	2467.0	1353.0
64110	6050.0	5693.0
6432	6612.0	4448.0
6431	12671.0	8083.0
64112	4332.0	4373.0
64115	2916.0	3349.0
6434	11328.0	7298.0
101928243	49.0	49.0
6433	2451.0	1662.0
64114	23301.0	8996.0
101928244	4.0	3.0
100421724	9.0	8.0
64116	2302.0	2028.0
64118	5334.0	5148.0
101928248	24.0	12.0
100421728	0.0	0.0
54790	1879.0	1144.0
100421729	0.0	0.0
104548973	3.0	6.0
104548972	0.0	4.0
54793	1435.0	1190.0
400713	1069.0	674.0
104548971	1.0	0.0
104548970	0.0	0.0
54798	17.0	55.0
255411	0.0	0.0
54797	1167.0	684.0
54796	1053.0	46.0
54795	2941.0	1414.0
6425	3.0	0.0
6424	333.0	22.0
150992	0.0	0.0
6427	8274.0	5576.0
54799	2321.0	1348.0
6426	11811.0	7267.0
6429	5357.0	4588.0
6428	16868.0	9357.0
162979	53.0	21.0
6441	861.0	1242.0
64122	1984.0	1629.0
64121	1129.0	1048.0
6440	172.0	110.0
100421731	0.0	0.0
6443	2101.0	2268.0
101928256	0.0	0.0
6442	15.0	68.0
64123	1062.0	2422.0
100421733	0.0	0.0
6445	0.0	5.0
100421734	0.0	0.0
6444	5763.0	1115.0
160313	0.0	0.0
100421736	0.0	0.0
64127	7.0	32.0
162972	735.0	528.0
64129	6224.0	4373.0
255426	304.0	170.0
642818	0.0	0.0
642819	515.0	432.0
400709	30.0	15.0
6439	33.0	75.0
642812	3.0	0.0
64131	1292.0	1330.0
654817	17.0	21.0
6450	1113.0	860.0
91750	683.0	567.0
64130	317.0	224.0
654816	17.0	20.0
6452	1650.0	937.0
100421741	0.0	0.0
64132	2770.0	1959.0
6451	9554.0	7025.0
64135	1623.0	1010.0
91754	8312.0	4804.0
6453	3516.0	1236.0
6456	87.0	132.0
91752	497.0	7.0
64137	36.0	125.0
6455	3540.0	3747.0
147372	45.0	11.0
6447	289.0	6736.0
6446	4281.0	8771.0
91748	2707.0	2199.0
6449	8220.0	6369.0
135398	66.0	0.0
91746	8571.0	4538.0
6448	3184.0	2668.0
91749	385.0	309.0
6461	996.0	744.0
6462	63.0	25.0
6465	1.0	0.0
100421754	0.0	0.0
64146	97.0	107.0
64145	4281.0	1865.0
6464	6582.0	4828.0
162998	4.0	2.0
100421756	1.0	1.0
101928276	0.0	0.0
64147	2053.0	1106.0
160335	934.0	779.0
6466	0.0	0.0
162993	384.0	251.0
64149	2252.0	1667.0
147381	4.0	0.0
255403	747.0	385.0
6458	17.0	20.0
6457	1.0	4.0
91734	0.0	0.0
6459	15.0	6.0
6472	1995.0	2184.0
6471	0.0	2.0
6474	19.0	13.0
6473	1.0	0.0
6476	0.0	0.0
6478	1393.0	628.0
6477	1149.0	687.0
101928200	0.0	4.0
100421648	1.0	0.0
6470	5720.0	4292.0
6469	0.0	0.0
6468	6305.0	4126.0
6483	1702.0	1129.0
6482	30900.0	26730.0
100421652	2.0	0.0
6484	791.0	424.0
6487	1440.0	1386.0
196294	787.0	522.0
6489	92.0	10.0
497661	963.0	776.0
100421657	2.0	6.0
6480	2980.0	9663.0
102724386	4.0	1.0
6494	1457.0	1401.0
6493	154.0	62.0
6496	0.0	0.0
6495	96.0	20.0
6498	2259.0	2390.0
101928223	0.0	0.0
6497	8499.0	4305.0
6499	3690.0	2639.0
6490	192.0	145.0
6492	0.0	0.0
6491	122.0	55.0
101928232	1.0	0.0
100124700	0.0	1.0
102724368	14.0	2.0
196264	1246.0	1859.0
54700	3372.0	2706.0
54707	2357.0	1556.0
497634	0.0	0.0
54704	2557.0	2376.0
54708	3742.0	2948.0
160287	21.0	7.0
54714	2.0	0.0
54718	142.0	72.0
100421681	0.0	0.0
54716	13.0	8.0
54715	5.0	23.0
100421695	3.0	2.0
100421697	0.0	0.0
100421698	0.0	0.0
100421699	1.0	0.0
102724349	19.0	22.0
102724341	0.0	0.0
159296	46.0	3.0
54729	0.0	0.0
54726	2748.0	1918.0
100421694	0.0	0.0
255480	0.0	0.0
54732	17295.0	11805.0
54734	4.0	4.0
54733	946.0	615.0
54739	159.0	140.0
54738	1.0	0.0
54737	6751.0	4519.0
160298	15.0	3.0
102724321	0.0	0.0
255488	10054.0	4950.0
54742	23.0	10.0
54741	10046.0	6338.0
54749	4886.0	2191.0
137902	115.0	11.0
27128	132.0	242.0
27129	1015.0	3809.0
29789	5203.0	4182.0
27127	11.0	8.0
27120	2.0	0.0
27121	3.0	1.0
29781	3379.0	1989.0
29780	485.0	470.0
27124	32244.0	48409.0
27125	10731.0	6655.0
27122	1174.0	1415.0
29785	18.0	33.0
27123	37.0	94.0
125919	626.0	272.0
29799	219.0	114.0
390800	1.0	0.0
27131	19928.0	20947.0
654790	47.0	8.0
27132	47.0	8.0
27130	1090.0	508.0
29798	35.0	12.0
27136	0.0	2.0
29797	0.0	0.0
27133	1.0	0.0
29796	6290.0	5947.0
27134	2976.0	1842.0
27106	2434.0	2763.0
27107	1566.0	1107.0
29768	32.0	29.0
29767	561.0	949.0
29766	3282.0	2376.0
27109	3550.0	1945.0
29761	3093.0	1631.0
29760	695.0	2053.0
389813	233.0	309.0
389812	0.0	1.0
27102	11606.0	7347.0
29765	0.0	0.0
29763	3131.0	2236.0
27101	2705.0	2036.0
389816	0.0	0.0
27115	1002.0	2243.0
29778	0.0	0.0
29777	2154.0	1591.0
27113	152.0	276.0
29775	805.0	551.0
27111	2340.0	1832.0
29774	25.0	18.0
27112	3670.0	2948.0
390831	0.0	0.0
390834	10.0	2.0
390836	0.0	0.0
100313938	0.0	0.0
125950	1634.0	935.0
125958	0.0	0.0
377841	39.0	133.0
390843	0.0	0.0
390844	1.0	0.0
389827	0.0	1.0
652170	0.0	0.0
389860	1.0	0.0
390811	0.0	0.0
389857	0.0	0.0
390816	26.0	14.0
389856	499.0	303.0
125931	1.0	1.0
389852	0.0	0.0
100313914	1.0	0.0
389844	0.0	1.0
389840	27.0	6.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	18.0	37.0
91893	183.0	90.0
91894	9.0	13.0
147670	24.0	15.0
147664	1.0	0.0
642721	0.0	0.0
64285	1795.0	1957.0
64284	4508.0	3347.0
64288	2703.0	1644.0
147685	70.0	53.0
121026	0.0	0.0
123688	408.0	188.0
341568	7.0	0.0
341567	6.0	7.0
642737	7.0	1.0
64283	4779.0	1113.0
64282	1420.0	866.0
389541	5783.0	4304.0
147694	1337.0	631.0
389537	241.0	237.0
147686	696.0	339.0
147687	570.0	249.0
121014	0.0	0.0
642741	14.0	17.0
159686	63.0	126.0
642746	0.0	1.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	0.0
390503	0.0	0.0
121006	27.0	20.0
389524	746.0	475.0
147699	8.0	21.0
133060	1.0	0.0
100313962	0.0	0.0
135644	0.0	0.0
27285	371.0	72.0
27286	30.0	9.0
27283	0.0	0.0
27284	6.0	92.0
389558	86.0	1.0
27289	194.0	1399.0
27287	20.0	98.0
27288	3.0	1.0
135656	17.0	7.0
390561	12.0	23.0
27296	84.0	29.0
389549	0.0	0.0
27297	3323.0	2923.0
27294	15.0	40.0
27295	2708.0	903.0
27299	2.0	8.0
642776	28.0	17.0
27292	1721.0	1309.0
27293	2468.0	3573.0
27290	1.0	0.0
642778	12.0	8.0
27291	1479.0	727.0
160622	449.0	756.0
390531	0.0	0.0
147650	406.0	432.0
390530	0.0	0.0
390535	1.0	1.0
390539	0.0	0.0
147646	5.0	8.0
390538	0.0	0.0
654783	0.0	0.0
147645	81.0	79.0
341511	0.0	0.0
6500	28178.0	18882.0
133015	1192.0	726.0
400410	204.0	232.0
147660	206.0	111.0
121054	0.0	0.0
121053	751.0	633.0
147657	1541.0	750.0
147658	18.0	8.0
400406	1.0	2.0
642799	0.0	0.0
642796	0.0	0.0
133022	847.0	252.0
642797	220.0	184.0
101928165	0.0	0.0
6511	0.0	2.0
390595	457.0	289.0
6510	541.0	602.0
390594	1.0	1.0
100421803	3.0	0.0
100421804	3.0	0.0
390598	39.0	26.0
100421805	18.0	10.0
100421806	30.0	23.0
100421807	0.0	0.0
6509	822.0	1266.0
54870	4718.0	3351.0
54875	814.0	294.0
54874	7419.0	5268.0
54873	687.0	1467.0
389599	0.0	0.0
54872	3949.0	2684.0
102724430	1.0	1.0
54879	1196.0	761.0
6502	505.0	243.0
54878	3056.0	2568.0
6504	55.0	17.0
54877	1093.0	678.0
91801	1073.0	663.0
6503	2613.0	5874.0
54876	3114.0	1604.0
6506	45.0	242.0
6505	2975.0	3205.0
91807	10.0	7.0
6508	400.0	547.0
6507	48.0	189.0
101928176	0.0	0.0
6520	10515.0	9029.0
6522	4001.0	4431.0
221717	0.0	0.0
6521	18.0	4.0
221718	0.0	0.0
100421813	8.0	5.0
64207	3660.0	3561.0
100421816	11.0	7.0
221711	22.0	12.0
64208	13.0	20.0
221710	573.0	351.0
54882	290.0	217.0
54881	2126.0	1213.0
54880	3069.0	2182.0
54886	0.0	0.0
54885	1671.0	1161.0
54884	10072.0	3963.0
54883	2065.0	1204.0
6513	1851.0	1901.0
6512	60.0	1.0
54888	3132.0	2370.0
6515	1124.0	1516.0
54887	2078.0	1388.0
6514	0.0	0.0
6517	209.0	1011.0
6519	18.0	10.0
6518	5.0	44.0
221749	4195.0	1886.0
64210	3310.0	2742.0
6531	198.0	8.0
100421820	1.0	0.0
64211	0.0	0.0
6530	1.0	0.0
6533	2561.0	2072.0
6532	53.0	30.0
100421823	0.0	1.0
390572	2.0	5.0
64216	1292.0	1174.0
64215	3511.0	5015.0
100421825	0.0	1.0
64218	7186.0	2135.0
100421827	1.0	0.0
100421828	2.0	1.0
64219	5624.0	2856.0
100421829	18.0	30.0
54893	3269.0	2717.0
54892	606.0	260.0
54891	2499.0	1532.0
54890	7862.0	5958.0
54897	638.0	115.0
54896	989.0	943.0
54894	510.0	343.0
6524	33.0	36.0
6523	2.0	26.0
170062	0.0	0.0
101928190	0.0	0.0
54899	9355.0	2585.0
6526	18810.0	15075.0
6525	1411.0	1266.0
54898	47.0	200.0
6528	5081.0	3.0
91828	7.0	10.0
170067	1.0	0.0
6527	40.0	44.0
6529	18.0	46.0
6540	1378.0	677.0
64221	321.0	303.0
64220	17.0	86.0
6542	4084.0	4256.0
64223	4211.0	2909.0
6541	2326.0	1370.0
64222	2246.0	1258.0
390581	1.0	2.0
64225	9710.0	4911.0
6543	2.0	0.0
64224	1989.0	1462.0
105376261	4.0	1.0
6535	568.0	369.0
6534	0.0	0.0
6536	306.0	360.0
6539	1634.0	789.0
6538	10.0	3.0
64232	0.0	1.0
6551	0.0	0.0
6550	46.0	18.0
64231	199.0	559.0
6553	66.0	123.0
91851	2134.0	3.0
64236	331.0	348.0
6555	0.0	0.0
101928122	7.0	100.0
6554	14.0	2.0
6546	70.0	123.0
6545	8.0	1.0
6548	3885.0	3977.0
6547	0.0	1.0
6549	147.0	355.0
6560	7432.0	4829.0
64241	0.0	1.0
64240	6.0	0.0
6561	0.0	0.0
6564	26.0	112.0
6563	1166.0	333.0
100421854	32.0	48.0
101928136	15.0	2.0
6566	315.0	357.0
6565	1178.0	2221.0
100421859	8.0	37.0
101928138	0.0	1.0
221756	378.0	87.0
6557	0.0	0.0
6556	325.0	216.0
6559	2.0	3.0
91833	2338.0	1560.0
6558	1891.0	3369.0
133083	1.0	0.0
6571	5.0	5.0
101928142	10.0	1.0
100421860	5.0	9.0
6570	0.0	0.0
100421861	0.0	0.0
6573	2026.0	356.0
6572	0.0	0.0
101928141	0.0	4.0
91875	1561.0	820.0
6575	23592.0	11139.0
6574	1063.0	677.0
101928147	1.0	0.0
100421865	12.0	16.0
6576	7499.0	3729.0
221785	1775.0	850.0
245711	25.0	25.0
169044	20.0	22.0
221786	1072.0	624.0
6568	0.0	0.0
6567	5868.0	4587.0
91869	2229.0	1403.0
6569	0.0	0.0
6582	0.0	0.0
91860	56.0	42.0
101928153	200.0	107.0
6581	91.0	25.0
101928154	0.0	0.0
6584	1310.0	1169.0
101928151	0.0	0.0
6583	48.0	113.0
6586	11004.0	11919.0
6585	22.0	1240.0
101928158	39.0	17.0
91862	917.0	520.0
6588	1.0	2.0
6580	53.0	45.0
169026	3.0	16.0
6579	2.0	0.0
6578	8330.0	8768.0
6595	21687.0	12313.0
6594	9462.0	9445.0
30817	15.0	38.0
6597	9668.0	7279.0
6596	5097.0	3951.0
30816	28.0	5.0
30819	52.0	50.0
6599	8643.0	3803.0
100421767	0.0	0.0
6598	5168.0	4118.0
30818	7884.0	4533.0
100421768	0.0	0.0
100421769	2.0	1.0
6591	506.0	52.0
6590	445.0	592.0
30820	80.0	3.0
100421774	0.0	0.0
100421776	0.0	0.0
100421779	21.0	11.0
282706	0.0	0.0
255104	3912.0	3095.0
255101	172.0	57.0
54802	2084.0	1371.0
30813	11.0	4.0
30812	15.0	54.0
54801	772.0	451.0
54800	6962.0	4016.0
30815	3519.0	4220.0
30814	1.0	0.0
54806	1783.0	1546.0
54805	2002.0	1254.0
30811	31.0	24.0
100421771	0.0	0.0
54809	484.0	492.0
100421784	5.0	10.0
54808	5428.0	3727.0
54807	650.0	485.0
29802	26.0	27.0
29801	2816.0	1793.0
29800	3821.0	1821.0
101928104	24.0	3.0
29803	6044.0	4425.0
54813	1155.0	862.0
54812	3433.0	2646.0
54811	1680.0	1043.0
54810	119.0	68.0
54816	3364.0	2303.0
54815	4258.0	3776.0
54814	1338.0	883.0
100421794	1.0	1.0
54819	846.0	507.0
100421796	323.0	314.0
100421797	1.0	0.0
101928113	203.0	194.0
100421799	0.0	0.0
54820	699.0	504.0
54823	695.0	328.0
54822	4269.0	2509.0
54821	18.0	11.0
54828	2283.0	1574.0
54827	0.0	1.0
54826	787.0	448.0
54825	3.0	5.0
54829	582.0	386.0
282756	0.0	0.0
54831	1.0	0.0
54830	542.0	140.0
282754	0.0	0.0
102724473	1.0	2.0
54834	1194.0	888.0
54832	6061.0	4663.0
54839	481.0	182.0
54838	14400.0	8616.0
54836	5735.0	6283.0
54842	6020.0	6489.0
54841	1347.0	767.0
54840	1599.0	1025.0
54845	5097.0	4768.0
54843	342.0	187.0
54849	3047.0	3145.0
54848	145.0	25.0
54847	59.0	70.0
100359394	0.0	0.0
100359397	0.0	0.0
100359396	10.0	2.0
255119	34.0	10.0
54853	1472.0	1030.0
54852	182.0	55.0
54851	1425.0	1009.0
54850	1472.0	752.0
54857	6.0	3.0
54856	2679.0	1610.0
54855	5373.0	2929.0
54854	12.0	1.0
54859	2337.0	1872.0
54858	3875.0	3967.0
255130	3.0	1.0
54860	15.0	47.0
100134015	12.0	10.0
54863	1058.0	874.0
54862	2821.0	2005.0
54861	3628.0	2489.0
54868	2710.0	1551.0
54867	10899.0	8779.0
54866	23.0	15.0
54865	1988.0	1047.0
54869	3967.0	2859.0
255180	0.0	1.0
27249	4638.0	3333.0
27247	2367.0	2181.0
27248	9494.0	7177.0
100431168	1.0	1.0
400360	17.0	9.0
107161163	0.0	0.0
27241	2030.0	1175.0
27242	304.0	351.0
27240	33.0	22.0
27245	4845.0	4292.0
400359	2.0	0.0
27246	4449.0	3295.0
27243	10876.0	9376.0
27244	6354.0	4215.0
678655	2209.0	1876.0
642687	0.0	1.0
282791	14.0	6.0
282790	1.0	0.0
107161154	0.0	0.0
27258	4292.0	2637.0
100431177	20.0	8.0
255193	3.0	1.0
27252	1177.0	915.0
27253	246.0	641.0
