id	5570e579-2b63-4083-9465-3213cbf8af4c	70129edf-3380-48eb-8a5c-1230a92ec6c9
692149	0.0	0.0
163742	33.0	52.0
199713	0.0	1.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	1.0	0.0
126792	978.0	1905.0
378008	0.0	0.0
378009	0.0	0.0
29089	97.0	163.0
29088	1546.0	1421.0
29087	2267.0	4843.0
378010	0.0	0.0
148137	567.0	516.0
126789	270.0	456.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	126.0	214.0
29081	1137.0	1873.0
29080	1780.0	1860.0
283189	0.0	0.0
29086	1153.0	1557.0
29085	3769.0	5371.0
29083	789.0	890.0
100381270	670.0	204.0
200810	111.0	246.0
114796	902.0	571.0
148156	1611.0	1455.0
114798	2.0	0.0
114799	2090.0	2365.0
29099	1522.0	2506.0
29098	322.0	930.0
378001	0.0	0.0
29093	995.0	1437.0
29092	1312.0	1434.0
29091	4572.0	12699.0
29090	1382.0	1062.0
56603	632.0	182.0
29097	1439.0	2075.0
56604	0.0	1.0
56605	4005.0	970.0
29095	846.0	1096.0
151790	11.0	1.0
283174	1342.0	138.0
56606	471.0	197.0
29094	672.0	552.0
692199	0.0	0.0
391002	0.0	0.0
440459	4.0	10.0
391004	0.0	0.0
780816	0.0	0.0
124199	16.0	90.0
391003	0.0	0.0
30062	0.0	0.0
440456	690.0	1107.0
780814	15.0	11.0
30061	9608.0	9673.0
780815	0.0	0.0
780812	0.0	0.0
780813	3.0	2.0
440452	0.0	0.0
780810	0.0	1.0
780811	0.0	0.0
29068	5364.0	4398.0
29066	4349.0	3229.0
29063	677.0	735.0
29062	847.0	1047.0
56616	690.0	712.0
163702	928.0	1306.0
391013	3.0	7.0
391012	0.0	1.0
100381215	2.0	2.0
29079	2610.0	3538.0
29078	857.0	751.0
56623	1000.0	1131.0
56624	69.0	51.0
29071	1693.0	2125.0
29070	561.0	560.0
29075	50.0	15.0
29074	2048.0	4041.0
29072	9674.0	7058.0
163732	685.0	532.0
200845	614.0	728.0
148103	596.0	670.0
200844	47.0	39.0
440482	108.0	144.0
151742	4818.0	1203.0
163720	8.0	7.0
148113	453.0	686.0
440465	3783.0	4860.0
29057	20.0	14.0
148109	0.0	2.0
29058	10395.0	10830.0
56647	3082.0	3444.0
56648	487.0	243.0
56649	14.0	1950.0
440419	0.0	1.0
440416	45.0	3.0
8303	2757.0	3673.0
643157	0.0	0.0
200879	18.0	3917.0
440406	3.0	0.0
8301	10082.0	10141.0
643155	3895.0	5835.0
8302	8.0	0.0
440400	281.0	507.0
199675	4.0	31.0
8310	1163.0	943.0
124093	19.0	105.0
8314	4777.0	4913.0
8315	1960.0	2280.0
8312	1886.0	4220.0
342096	4.0	0.0
8313	1502.0	939.0
440435	5.0	3.0
643160	0.0	0.0
643161	0.0	0.0
643159	5.0	12.0
8309	2023.0	2348.0
8321	11785.0	5345.0
8322	3758.0	2606.0
8320	14.0	19.0
8325	2063.0	544.0
8326	10.0	12.0
8323	4613.0	4389.0
8324	1513.0	1814.0
440423	583.0	669.0
200894	1549.0	1834.0
643171	4.0	17.0
200895	1383.0	1045.0
8318	26.0	80.0
8317	135.0	154.0
8332	1.0	1.0
692110	0.0	0.0
8333	1.0	4.0
692111	2.0	0.0
8330	0.0	0.0
8331	0.0	0.0
8336	13.0	25.0
8337	0.0	0.0
8334	4042.0	10240.0
8335	1.0	0.0
148046	92.0	63.0
106481699	0.0	0.0
643182	0.0	0.0
643180	102.0	130.0
643181	0.0	0.0
8329	4.0	8.0
8328	1.0	1.0
8343	5.0	2.0
643198	0.0	0.0
8344	4.0	24.0
8341	148.0	274.0
8342	1.0	1.0
8347	171.0	308.0
8348	4.0	9.0
643199	0.0	0.0
8345	19.0	18.0
8346	0.0	1.0
692106	0.0	0.0
692107	0.0	0.0
161003	0.0	0.0
692108	2.0	0.0
692109	8.0	4.0
643193	0.0	3.0
8340	2.0	8.0
8338	25.0	13.0
8339	50.0	41.0
8354	0.0	0.0
8355	32.0	8.0
8352	3.0	0.0
8353	108.0	76.0
8358	0.0	5.0
8359	2.0	0.0
8356	2.0	6.0
8357	59.0	88.0
222235	126.0	99.0
106481679	0.0	0.0
222236	2870.0	2734.0
106481677	1.0	0.0
222234	347.0	280.0
106481678	1.0	1.0
8350	11.0	9.0
8351	13.0	34.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	0.0	1.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	1896.0	3130.0
8365	105.0	129.0
8366	5.0	6.0
8363	5.0	8.0
8364	9.0	6.0
8369	0.0	0.0
163688	7.0	7.0
8367	16.0	28.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1783.0	362.0
106481689	0.0	0.0
8361	1.0	0.0
222229	738.0	1356.0
8362	4.0	18.0
8360	5.0	8.0
106481693	38.0	6.0
106481694	29.0	41.0
106481691	3.0	3.0
106481692	10.0	74.0
106481697	3.0	0.0
106481698	0.0	0.0
106481695	3.0	10.0
106481696	0.0	0.0
342035	57.0	1891.0
344697	13.0	18.0
106481690	2.0	5.0
728310	17.0	1.0
285830	167.0	56.0
8379	1460.0	2046.0
93556	2.0	181.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	1170.0	489.0
106481655	0.0	0.0
285834	72.0	587.0
222256	410.0	110.0
106481656	2.0	0.0
8372	92.0	95.0
93550	1052.0	816.0
8373	1.0	0.0
106481659	0.0	0.0
8370	5.0	11.0
728315	1.0	13.0
81577	1600.0	954.0
106481660	0.0	0.0
81578	355.0	215.0
106481661	0.0	0.0
81579	3925.0	2901.0
81573	2024.0	1795.0
106481664	0.0	1.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	3665.0	3287.0
106481662	0.0	0.0
81576	1288.0	1836.0
106481663	11.0	15.0
81570	871.0	669.0
100271178	3.0	1.0
81571	726.0	657.0
81572	822.0	1351.0
645715	28.0	107.0
8387	0.0	0.0
8388	0.0	0.0
728300	7.0	4.0
8386	1.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	900.0	1394.0
8383	0.0	0.0
285848	5.0	3.0
8384	0.0	0.0
285849	26.0	38.0
8382	799.0	949.0
81566	1957.0	2428.0
106481671	0.0	0.0
106481672	2.0	0.0
81567	296.0	131.0
81569	0.0	0.0
106481670	0.0	0.0
81562	2537.0	2098.0
106481675	0.0	0.0
81563	1460.0	1599.0
246243	729.0	418.0
100271168	4.0	0.0
106481676	0.0	0.0
106481673	2.0	0.0
81565	2723.0	2605.0
106481674	0.0	4.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	5.0	4.0
100271163	1.0	1.0
100271162	3.0	2.0
8398	1189.0	1603.0
8399	3.0	1.0
8396	5482.0	7887.0
285852	1.0	17.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	7055.0	6363.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	4586.0	3318.0
106481639	0.0	0.0
8395	110.0	81.0
8392	0.0	0.0
106481637	1.0	7.0
106481638	0.0	0.0
100271158	1.0	0.0
106481642	18.0	14.0
106481643	0.0	0.0
246210	0.0	3.0
106481640	0.0	0.0
100271159	0.0	1.0
106481641	0.0	0.0
100271150	0.0	1.0
645754	0.0	0.0
246213	0.0	2.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	63.0	102.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	1.0	0.0
100271146	0.0	3.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	1.0
106481652	0.0	0.0
344657	7.0	1.0
100271142	0.0	0.0
344658	0.0	1.0
100271145	0.0	0.0
645745	6.0	0.0
344653	0.0	1.0
100271141	0.0	1.0
100271140	1.0	1.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	478.0	325.0
106481614	0.0	0.0
106481611	1.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	280.0	221.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	1.0	2.0
283209	1314.0	1309.0
283208	193.0	84.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	2.0	0.0
100271132	3.0	7.0
100271131	0.0	0.0
100271133	0.0	3.0
100271130	0.0	1.0
93587	622.0	402.0
645771	8.0	12.0
93589	148.0	154.0
106481624	3.0	4.0
285800	31.0	11.0
106481625	1.0	0.0
106481622	0.0	0.0
106481623	3.0	2.0
106481628	0.0	0.0
106481629	0.0	0.0
106481626	0.0	0.0
106481627	4.0	0.0
100271129	0.0	1.0
246283	0.0	0.0
246285	1.0	0.0
106481631	0.0	0.0
100271125	1.0	1.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1296.0	2441.0
645784	21.0	26.0
100271118	2.0	0.0
100271117	0.0	0.0
100271119	0.0	0.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	1.0
197021	2.0	11.0
643115	0.0	0.0
100271111	0.0	0.0
106481608	2.0	0.0
106481609	0.0	0.0
645798	1.0	20.0
643136	2.0	5.0
106481602	1.0	2.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	6.0	8.0
100271106	1.0	6.0
106481610	0.0	0.0
100271105	0.0	0.0
643126	8.0	3.0
199699	7.0	8.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	2208.0	2658.0
54112	6.0	4.0
56776	44.0	4.0
283248	77.0	264.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	13.0	21.0
100128890	36.0	4.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	4.0	9.0
114614	27.0	28.0
283238	0.0	0.0
100190800	18.0	14.0
283237	914.0	1306.0
283236	0.0	3.0
283234	299.0	385.0
728381	0.0	0.0
283232	2274.0	2420.0
728380	1.0	2.0
100128881	60.0	65.0
100128880	0.0	2.0
692099	477.0	1452.0
114609	445.0	410.0
29128	39.0	101.0
29123	8724.0	6256.0
344709	0.0	0.0
29122	123.0	287.0
29121	299.0	560.0
283229	204.0	516.0
29127	477.0	473.0
29126	374.0	437.0
29125	56.0	55.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	0.0	2.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	1002.0	1466.0
54149	1308.0	1539.0
54148	1023.0	1306.0
54147	0.0	0.0
283212	167.0	145.0
692091	0.0	0.0
692092	0.0	0.0
692093	4.0	5.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	4.0	3.0
100128857	3.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	8.0	8.0
285872	1.0	5.0
100128853	0.0	0.0
29109	1451.0	7039.0
29108	264.0	700.0
285877	0.0	0.0
29107	758.0	923.0
285878	3.0	0.0
29106	91.0	10.0
728358	0.0	0.0
29101	8031.0	8879.0
29100	1472.0	2935.0
29105	2716.0	2576.0
29104	839.0	771.0
29103	2630.0	1972.0
29102	3646.0	3525.0
100271098	2.0	1.0
283284	161.0	182.0
728343	0.0	0.0
728342	204.0	153.0
100128849	0.0	0.0
728344	1.0	5.0
100271081	2.0	4.0
100128845	1.0	0.0
728340	340.0	174.0
285888	0.0	0.0
29119	31.0	21.0
107057644	12.0	13.0
29118	366.0	216.0
107057647	0.0	0.0
114655	0.0	1.0
29117	4452.0	6281.0
107057646	2.0	2.0
114657	0.0	0.0
114659	334.0	622.0
126638	0.0	0.0
54165	2839.0	1917.0
126637	0.0	0.0
29110	1489.0	1743.0
29116	9259.0	13605.0
29115	2698.0	4152.0
29114	15.0	376.0
29113	0.0	5.0
100271087	20.0	3.0
100271089	0.0	0.0
100271085	1.0	0.0
100128836	2.0	9.0
728378	1.0	2.0
728377	662.0	261.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	0.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1513.0	1039.0
81793	35.0	39.0
81794	331.0	847.0
81796	15.0	3.0
81790	4568.0	3362.0
100271076	0.0	2.0
283267	336.0	359.0
91107	614.0	2840.0
100128830	2.0	1.0
81792	279.0	98.0
100271078	0.0	1.0
100271073	1.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	1.0	5.0
728361	4.0	1.0
100128822	501.0	570.0
728369	0.0	0.0
81786	262.0	1489.0
54187	1461.0	2227.0
81788	7392.0	1310.0
81789	405.0	614.0
283257	0.0	0.0
100271065	0.0	0.0
645700	2.0	0.0
283254	149.0	135.0
126695	1075.0	1894.0
148003	0.0	0.0
378108	3.0	3.0
151649	38.0	24.0
151648	24.0	28.0
151647	10.0	2.0
151645	23.0	34.0
200909	0.0	0.0
200916	755.0	1407.0
148014	10.0	20.0
151658	0.0	0.0
151651	158.0	31.0
56704	556.0	1531.0
148022	1322.0	1727.0
126669	2968.0	6240.0
126668	177.0	497.0
100126297	0.0	0.0
100126299	1.0	0.0
100126296	0.0	1.0
200931	200.0	183.0
200933	688.0	962.0
126661	170.0	96.0
56729	0.0	1.0
283298	1288.0	279.0
283297	0.0	0.0
136051	334.0	526.0
138639	505.0	260.0
692076	4.0	4.0
391121	0.0	0.0
391120	0.0	0.0
391123	11.0	10.0
200942	4286.0	4369.0
440577	16.0	32.0
440574	1686.0	1494.0
56731	3545.0	3318.0
100126270	24.0	6.0
692084	0.0	0.0
692085	0.0	0.0
692086	9.0	10.0
138649	41.0	151.0
200959	10.0	1.0
200958	317.0	1407.0
391135	8.0	27.0
440567	55.0	65.0
391139	9.0	8.0
440563	0.0	2.0
440561	0.0	0.0
151613	2186.0	2331.0
692072	0.0	0.0
692075	3.0	7.0
692057	0.0	0.0
692058	0.0	1.0
124056	0.0	0.0
81706	10922.0	9922.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	1300.0	933.0
391109	0.0	0.0
440595	188.0	542.0
56751	3.0	0.0
692063	0.0	0.0
8402	2917.0	4232.0
391110	0.0	0.0
8403	1.0	0.0
391112	0.0	0.0
124045	423.0	593.0
391114	0.0	0.0
124044	723.0	997.0
391115	0.0	0.0
440585	1.0	0.0
391117	0.0	0.0
440584	29.0	36.0
391119	0.0	0.0
54101	3563.0	2315.0
151636	3772.0	4597.0
440590	381.0	95.0
54103	2021.0	1970.0
54102	4195.0	3437.0
54108	2840.0	3278.0
54107	2733.0	4065.0
54106	8.0	3.0
692053	0.0	1.0
391040	2.0	0.0
645683	6.0	19.0
8410	0.0	0.0
645682	0.0	0.0
645688	7.0	22.0
391044	1.0	1.0
645687	0.0	5.0
8411	3496.0	1671.0
645686	0.0	0.0
8412	2528.0	1211.0
391045	17.0	21.0
440533	0.0	60.0
8406	2255.0	214.0
8407	13829.0	24386.0
8404	16151.0	17342.0
8405	5029.0	5369.0
8408	2934.0	3329.0
8409	2516.0	3606.0
391051	22.0	12.0
8420	1013.0	1757.0
645694	10.0	1.0
391053	0.0	0.0
645693	19.0	118.0
643031	0.0	7.0
8424	920.0	196.0
8425	34921.0	17441.0
643037	1.0	0.0
163589	118.0	62.0
643034	0.0	0.0
440525	57.0	69.0
391059	435.0	178.0
645691	10.0	36.0
163590	3176.0	6557.0
8417	5891.0	5865.0
8418	1513.0	592.0
8416	2556.0	2558.0
8419	12.0	7.0
8431	6.0	1.0
8435	6.0	5.0
8436	22588.0	8471.0
8433	0.0	1.0
8434	1506.0	781.0
391026	0.0	2.0
440556	1016.0	445.0
440560	0.0	0.0
8428	4496.0	5337.0
8427	1535.0	1986.0
103157000	0.0	0.0
8443	2805.0	3122.0
8440	3748.0	7629.0
8446	1497.0	1645.0
8447	281.0	146.0
8444	2027.0	488.0
8445	2458.0	3899.0
391037	2.0	3.0
391039	3.0	6.0
643050	0.0	0.0
285905	3.0	10.0
285908	565.0	573.0
8439	2338.0	2836.0
8437	2703.0	3828.0
8438	39.0	41.0
8453	2135.0	2074.0
8454	4645.0	5416.0
8451	5560.0	5230.0
8452	6446.0	6003.0
8458	1202.0	884.0
8455	10833.0	6525.0
8456	87.0	13.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	4347.0	4438.0
106481583	0.0	0.0
106481584	2.0	0.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	5.0	6.0
8449	2521.0	2395.0
106481580	0.0	0.0
8464	836.0	1148.0
8462	3119.0	1809.0
8463	747.0	786.0
8468	2.0	1.0
391099	0.0	1.0
8467	10848.0	9386.0
342184	1935.0	556.0
246312	0.0	0.0
106481589	0.0	0.0
8460	1545.0	854.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	19.0	15.0
106481599	1.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	7130.0	4253.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	3565.0	2727.0
8473	7450.0	12073.0
440519	44.0	36.0
440518	0.0	0.0
8479	1979.0	2286.0
440515	2380.0	2014.0
8477	126.0	173.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	4.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	231.0	11.0
8470	45763.0	3860.0
106481561	0.0	1.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	2.0	4.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	0.0	0.0
8487	452.0	412.0
8484	2.0	0.0
391075	0.0	0.0
440508	1.0	0.0
391077	0.0	1.0
391076	1.0	0.0
8488	2.0	21.0
440503	280.0	602.0
8489	0.0	3.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	103.0	225.0
8483	1012.0	39.0
8480	1355.0	2121.0
8481	3008.0	3909.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	1.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	39.0	16.0
8497	67.0	109.0
728431	144.0	501.0
8498	3567.0	6237.0
728430	10.0	2.0
100128934	0.0	0.0
8495	8156.0	6065.0
8496	6534.0	5406.0
91012	2120.0	3443.0
100128936	52.0	146.0
728432	0.0	1.0
100128930	0.0	1.0
8499	50.0	7.0
106481536	0.0	0.0
8490	12430.0	53484.0
106481537	0.0	0.0
285954	13.0	3.0
285955	14.0	7.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1493.0	1094.0
54075	0.0	0.0
101669766	125.0	251.0
728434	0.0	0.0
91010	4829.0	5672.0
285958	706.0	639.0
101669767	1.0	0.0
8491	4499.0	3060.0
106481538	0.0	0.0
8492	101.0	19.0
54072	0.0	3.0
106481539	0.0	0.0
101669762	293.0	778.0
106481540	0.0	0.0
101669763	1.0	0.0
101669764	1.0	0.0
106481543	0.0	0.0
81694	2.0	0.0
100271059	0.0	0.0
81695	2.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	37.0	20.0
100271056	0.0	0.0
100271050	2.0	3.0
100271053	0.0	1.0
93664	2836.0	1919.0
100128923	2.0	6.0
93663	3434.0	7129.0
285961	17.0	16.0
93668	0.0	0.0
285962	118.0	61.0
106481547	0.0	0.0
54082	45.0	11.0
106481548	0.0	0.0
285965	12.0	3.0
285966	183.0	47.0
106481545	4.0	4.0
106481546	1.0	0.0
93661	0.0	0.0
100128927	1596.0	2611.0
54084	153.0	69.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	12531.0	16897.0
106481551	0.0	0.0
54089	2.0	1.0
81689	2768.0	2532.0
54088	2.0	12.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2311.0	3332.0
342132	436.0	577.0
285971	1076.0	828.0
285972	2.0	7.0
285973	24.0	30.0
100128911	0.0	0.0
728450	0.0	0.0
54093	912.0	1045.0
106481514	0.0	1.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	0.0
106481513	3.0	8.0
54097	710.0	74.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	79.0	271.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	5.0	12.0
54098	0.0	0.0
246330	723.0	690.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	35.0	87.0
100271033	27.0	12.0
645619	0.0	1.0
100271031	9.0	10.0
344787	80.0	84.0
100128902	0.0	0.0
728441	27.0	400.0
100128903	0.0	1.0
222389	2850.0	2724.0
106481525	4.0	4.0
106481526	0.0	0.0
285987	16.0	18.0
106481523	1.0	0.0
285989	717.0	745.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	60.0	110.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	0.0	2.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	3.0
91057	694.0	1146.0
91056	1268.0	983.0
645641	2.0	3.0
91050	1508.0	1143.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	27.0	15.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	17.0	9.0
106481503	0.0	0.0
106481504	3.0	1.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	2.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	3.0	9.0
283316	103.0	45.0
106481510	0.0	1.0
106481511	0.0	0.0
100271003	3.0	19.0
283314	113.0	200.0
100271006	0.0	2.0
283310	36.0	11.0
344758	0.0	0.0
100271001	0.0	0.0
344752	4.0	0.0
728411	464.0	353.0
728410	0.0	0.0
643003	2.0	3.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	4.0
91074	0.0	0.0
728409	0.0	0.0
283303	2.0	0.0
344741	0.0	2.0
728400	0.0	0.0
645676	85.0	57.0
285941	0.0	1.0
728405	0.0	0.0
285943	56.0	54.0
728407	172.0	91.0
728402	0.0	0.0
728403	0.0	0.0
643008	1661.0	1343.0
645668	0.0	2.0
100506658	3757.0	2412.0
100506655	13.0	5.0
81849	18.0	226.0
56890	1263.0	896.0
56891	0.0	2.0
100506650	0.0	0.0
81846	4898.0	5167.0
81847	3479.0	8414.0
81848	1127.0	3522.0
56896	0.0	1.0
56897	3868.0	5114.0
81853	4754.0	4006.0
56898	5121.0	8273.0
81855	1566.0	4612.0
56899	995.0	99.0
56892	1254.0	1879.0
56893	2042.0	2527.0
121275	5.0	12.0
121278	3.0	1.0
56894	7846.0	5829.0
81850	0.0	0.0
145249	4.0	0.0
56895	1230.0	129.0
81851	0.0	0.0
649137	2.0	4.0
81839	3521.0	975.0
121274	2076.0	1617.0
121273	6.0	39.0
145264	0.0	0.0
121270	2.0	0.0
145258	67.0	13.0
121268	23.0	38.0
81844	8017.0	7752.0
145259	3.0	15.0
133283	334.0	747.0
375593	7.0	13.0
100506649	96.0	144.0
100506673	0.0	0.0
121260	1272.0	2390.0
145270	300.0	1.0
100506671	2.0	1.0
81875	2725.0	1855.0
81876	9416.0	12835.0
81870	0.0	0.0
81871	0.0	0.0
121256	10.0	195.0
81872	0.0	0.0
81873	1729.0	3001.0
387597	71.0	20.0
100506668	711.0	624.0
160897	1537.0	781.0
649159	0.0	0.0
145282	1123.0	463.0
387590	3580.0	1838.0
81856	697.0	448.0
81857	3848.0	5053.0
100506660	16.0	19.0
81858	2414.0	4516.0
135886	2.0	4.0
147872	1.0	9.0
81889	941.0	1620.0
145200	17.0	48.0
81892	1165.0	1870.0
81893	3.0	4.0
81894	1534.0	1715.0
81890	2197.0	2523.0
135892	28.0	0.0
649179	0.0	0.0
100506600	48.0	99.0
613126	26.0	15.0
81887	2494.0	3505.0
81888	652.0	1298.0
145216	8.0	7.0
338591	0.0	0.0
649186	4.0	0.0
338596	29.0	57.0
338599	0.0	2.0
169200	5193.0	3085.0
145226	66.0	57.0
100506637	163.0	154.0
160857	542.0	526.0
160851	769.0	1436.0
91227	36.0	66.0
157206	8.0	21.0
100506622	7.0	4.0
100856809	0.0	0.0
338588	1.0	0.0
145241	0.0	2.0
91219	1.0	0.0
650172	0.0	0.0
102724678	129.0	34.0
338579	2.0	0.0
326591	657.0	576.0
255738	1.0	1.0
338567	0.0	0.0
102724668	30.0	19.0
255743	40839.0	36296.0
56829	4450.0	2971.0
326586	0.0	0.0
102724655	0.0	0.0
554250	0.0	0.0
554251	381.0	372.0
338557	13.0	63.0
56832	0.0	0.0
56833	202.0	1022.0
56834	1757.0	1943.0
554235	23.0	22.0
554236	15.0	15.0
56849	304.0	76.0
255725	0.0	0.0
56848	1474.0	919.0
56852	958.0	1316.0
56853	16.0	559.0
102724631	0.0	0.0
56850	3187.0	4929.0
56851	2925.0	4613.0
100820829	149.0	47.0
101243555	1.0	0.0
196872	168.0	128.0
8501	691.0	469.0
8502	8939.0	17197.0
8500	4449.0	4704.0
253128	29.0	9.0
664701	2408.0	72.0
255783	518.0	849.0
54207	10.0	10.0
54206	22234.0	8929.0
54205	7547.0	3994.0
664709	7.0	32.0
54209	187.0	1768.0
196883	635.0	850.0
8512	27.0	40.0
8513	32.0	2.0
8510	6.0	4.0
8511	8.0	30.0
54210	108.0	164.0
81831	857.0	227.0
81832	7.0	14.0
81833	0.0	0.0
54212	0.0	0.0
170261	27.0	16162.0
8505	1381.0	1154.0
8506	539.0	522.0
8503	1927.0	1569.0
8504	2151.0	1473.0
8509	98.0	129.0
8507	550.0	1423.0
255758	277.0	328.0
8508	3758.0	4229.0
8520	2811.0	2495.0
8521	0.0	1.0
169270	269.0	319.0
8522	1515.0	537.0
102724605	0.0	1.0
554282	1.0	1.0
56886	6178.0	3827.0
54221	37.0	13.0
56888	3511.0	4452.0
554279	0.0	1.0
664722	1.0	5.0
56882	4994.0	7044.0
664721	2.0	246.0
255762	5.0	5.0
56884	0.0	1.0
8516	1102.0	584.0
8517	298.0	316.0
8514	777.0	1768.0
8515	94.0	265.0
56889	19627.0	15401.0
8518	3453.0	2293.0
8519	1413.0	2149.0
8530	192.0	135.0
326624	109.0	77.0
8531	8091.0	11494.0
326625	1957.0	2685.0
8534	3071.0	1102.0
326628	0.0	0.0
8535	2242.0	3438.0
326627	0.0	0.0
8532	138.0	11.0
8533	2500.0	2721.0
8527	1946.0	1684.0
8528	216.0	509.0
8525	1428.0	3033.0
8526	902.0	819.0
8529	0.0	0.0
8541	402.0	409.0
326613	0.0	0.0
8542	2138.0	1732.0
326615	0.0	0.0
8540	3255.0	2341.0
326614	0.0	1.0
8545	8011.0	8208.0
326617	0.0	0.0
8546	5751.0	5201.0
326616	3.0	12.0
8543	3051.0	7460.0
8544	533.0	557.0
253175	0.0	0.0
554300	0.0	0.0
8538	104.0	2.0
8539	7459.0	6240.0
8536	303.0	562.0
8537	13.0	5.0
8552	96.0	71.0
8553	10979.0	22604.0
8550	1965.0	2448.0
326603	7.0	26.0
8551	0.0	0.0
8556	1202.0	2190.0
326606	0.0	0.0
8557	43.0	72.0
8554	5541.0	3141.0
8555	4807.0	1947.0
326607	22.0	2.0
326609	2.0	1.0
255798	0.0	1.0
8549	8.0	0.0
8547	39.0	274.0
8548	2263.0	1844.0
