id	dc7826af-618a-4607-9cf2-f5b2f6f15406	17915009-ea55-4f1d-b745-c6724a0d0060
147710	2.0	3.0
147711	10.0	4.0
147719	0.0	0.0
6098	2.0	0.0
6097	6360.0	5332.0
6092	35.0	37.0
6091	1496.0	1195.0
6094	235.0	521.0
100528020	0.0	0.0
6093	4106.0	3199.0
100528021	8.0	9.0
6096	189.0	12.0
6095	3283.0	3986.0
91272	4802.0	5407.0
147727	7447.0	8351.0
387638	6.0	2.0
100528030	26.0	13.0
101928638	0.0	0.0
100528032	11.0	1.0
100421271	1.0	0.0
100506697	5.0	7.0
100506696	136.0	137.0
91298	1870.0	1277.0
100528007	0.0	0.0
123775	895.0	420.0
91289	7400.0	6902.0
399656	0.0	1.0
100506686	983.0	395.0
100506685	2.0	0.0
100528016	1.0	0.0
100528017	0.0	0.0
100528018	0.0	0.0
100528019	1.0	1.0
100506681	21.0	10.0
91283	1606.0	1496.0
100506680	0.0	0.0
387646	422.0	203.0
387647	0.0	0.0
387644	20.0	30.0
387640	625.0	610.0
100421295	63.0	26.0
387680	3386.0	3401.0
375686	3.0	2.0
123745	7.0	3.0
100506898	92.0	32.0
100506897	0.0	0.0
390992	0.0	0.0
54471	3895.0	3654.0
54470	1167.0	1732.0
390996	2.0	3.0
390999	1.0	0.0
54475	1312.0	1528.0
387338	3185.0	2436.0
54474	2.0	2.0
54472	5967.0	8567.0
389997	0.0	0.0
54478	13.0	28.0
54477	4052.0	4051.0
387332	4.0	1.0
54476	5691.0	5577.0
91404	1137.0	877.0
91405	6.0	3.0
91408	4802.0	4137.0
91409	522.0	349.0
375346	208.0	241.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	216.0	149.0
389990	0.0	0.0
102724827	253.0	359.0
54482	1378.0	942.0
102724820	60.0	14.0
100506881	277.0	150.0
54480	4233.0	4839.0
387328	4.0	2.0
387325	1.0	16.0
145497	11.0	3.0
400866	0.0	0.0
387323	1.0	0.0
387321	2.0	1.0
54487	2850.0	2316.0
387322	0.0	2.0
375350	1.0	0.0
723809	6.0	7.0
338391	6.0	6.0
91433	647.0	637.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	770.0	877.0
54491	526.0	6721.0
54490	0.0	0.0
54497	3407.0	2609.0
54496	2026.0	1939.0
448835	0.0	0.0
54495	3841.0	3133.0
448834	0.0	4.0
387359	0.0	0.0
387357	191.0	21.0
54499	10483.0	8297.0
121498	0.0	0.0
54498	499.0	687.0
170463	1905.0	2851.0
157489	747.0	717.0
338382	712.0	496.0
390980	328.0	183.0
338388	0.0	0.0
448831	0.0	0.0
400841	8.0	16.0
91419	562.0	475.0
91452	4757.0	5019.0
338376	6.0	4.0
145447	33.0	10.0
100313532	1.0	0.0
91442	274.0	220.0
375387	134.0	205.0
91445	5210.0	6104.0
107080554	0.0	0.0
133482	1.0	0.0
100506874	36.0	46.0
100506872	4.0	0.0
169436	169.0	136.0
170425	0.0	0.0
133491	25.0	24.0
91464	0.0	0.0
100506866	446.0	491.0
400892	8.0	7.0
400891	0.0	0.0
91461	257.0	133.0
145483	1036.0	980.0
145482	2655.0	2145.0
338339	2.0	5.0
100506810	154.0	78.0
338328	126.0	269.0
100506815	2.0	0.0
326337	0.0	0.0
326339	0.0	0.0
338321	1.0	3.0
338322	1.0	0.0
338323	49.0	30.0
338324	3.0	0.0
341965	1.0	0.0
326341	1.0	0.0
326340	2.0	2.0
326343	53.0	29.0
326342	7.0	13.0
54407	9522.0	7632.0
8710	7.0	3.0
100506834	24.0	50.0
8711	1120.0	1425.0
54413	82.0	32.0
8703	2763.0	4623.0
101410540	1.0	0.0
8704	1993.0	2233.0
101410541	1.0	0.0
8701	644.0	1390.0
101410542	0.0	0.0
54414	10036.0	12517.0
8702	2235.0	2150.0
100506835	20.0	9.0
101410543	2.0	0.0
8707	216.0	99.0
101410544	3.0	6.0
8708	14.0	14.0
101410545	3.0	0.0
101410546	0.0	0.0
8705	850.0	1147.0
8706	5209.0	2488.0
326315	0.0	1.0
326317	0.0	0.0
8721	19263.0	25185.0
8722	4966.0	5105.0
8720	18674.0	17903.0
101410537	1.0	2.0
101410538	3638.0	4702.0
341947	1.0	1.0
8714	1840.0	7447.0
8715	658.0	103.0
100506826	40.0	27.0
8712	1.0	1.0
8718	126.0	125.0
101410533	121.0	102.0
101410534	0.0	0.0
326325	0.0	0.0
101410535	125.0	104.0
8717	1252.0	1494.0
54429	21.0	25.0
101410536	0.0	0.0
326307	509.0	726.0
8732	1715.0	1150.0
8733	11758.0	12537.0
8731	5368.0	5549.0
54431	10350.0	8305.0
400836	2.0	0.0
170487	165.0	202.0
54435	229.0	267.0
54434	3550.0	3300.0
400831	8.0	24.0
54433	1537.0	1552.0
400830	0.0	0.0
54432	4643.0	3530.0
54439	2776.0	2153.0
8725	8475.0	7210.0
8726	1144.0	1069.0
54438	820.0	850.0
54437	196.0	250.0
8723	8254.0	4741.0
326310	108.0	159.0
8724	10556.0	9059.0
54436	1480.0	1452.0
8729	9646.0	10634.0
100337589	0.0	0.0
170485	3.0	2.0
8727	13946.0	11703.0
8728	309.0	306.0
170482	0.0	1.0
8740	43.0	15.0
8743	1260.0	815.0
8744	8.0	6.0
8741	1737.0	2321.0
8742	1690.0	2424.0
102724868	0.0	0.0
102724866	3.0	6.0
54442	1821.0	2108.0
54441	15.0	6.0
54440	249.0	216.0
400823	9.0	14.0
102724862	0.0	0.0
54443	80.0	86.0
8736	436.0	304.0
8737	3982.0	3470.0
8735	0.0	0.0
326300	8.0	5.0
8738	685.0	957.0
8739	55.0	1169.0
8751	5967.0	8138.0
8754	9556.0	7578.0
8755	0.0	0.0
102724853	0.0	0.0
54453	4849.0	3577.0
255512	268.0	266.0
54457	2.0	0.0
54456	48.0	27.0
554049	247.0	194.0
54455	3209.0	2712.0
54454	1361.0	821.0
8747	26.0	40.0
8748	11.0	9.0
8745	67.0	48.0
54458	6792.0	8299.0
400818	1056.0	829.0
8749	0.0	0.0
8761	7464.0	9442.0
6100	605.0	896.0
8760	8513.0	7354.0
6102	1196.0	943.0
8766	13067.0	17065.0
6101	1.0	1.0
8763	64754.0	46796.0
6103	1151.0	739.0
8764	2114.0	1509.0
54460	5902.0	7095.0
54464	3923.0	2711.0
54463	1639.0	2947.0
54462	7837.0	4849.0
54461	6477.0	7198.0
54468	1838.0	1351.0
54467	5646.0	3184.0
54466	4.0	3.0
54465	1928.0	1453.0
255520	3821.0	2626.0
8759	0.0	0.0
8756	0.0	0.0
54469	8512.0	9869.0
8772	491.0	703.0
8773	3809.0	3977.0
8771	0.0	0.0
8776	2071.0	2570.0
8777	3188.0	2591.0
8774	3089.0	2800.0
8775	6532.0	8385.0
101928566	0.0	0.0
8767	952.0	726.0
6120	2741.0	2442.0
101928571	1.0	2.0
8784	10.0	22.0
6122	185480.0	265273.0
8781	1.0	0.0
6121	0.0	0.0
8787	91.0	178.0
6124	108058.0	157386.0
6123	5.0	5.0
8788	0.0	0.0
8785	3.0	7.0
6126	27.0	31.0
8786	54.0	126.0
6125	89050.0	115267.0
101928578	302.0	146.0
8780	5719.0	4855.0
6117	7862.0	8407.0
8778	6.0	7.0
6119	1702.0	1356.0
6118	5163.0	6407.0
8794	162.0	593.0
8795	2770.0	4737.0
6130	78537.0	112792.0
8792	365.0	133.0
6133	35393.0	48261.0
6132	82916.0	124078.0
8793	706.0	875.0
8798	1743.0	2283.0
6135	58343.0	83614.0
8799	3448.0	3997.0
6134	75733.0	122403.0
8796	463.0	1838.0
6137	46590.0	71856.0
8797	343.0	571.0
6136	40223.0	65370.0
100421307	1.0	0.0
101735302	575.0	354.0
8790	2180.0	1141.0
100134444	0.0	0.0
6128	51475.0	66420.0
8789	0.0	0.0
6129	47439.0	55555.0
6142	20285.0	21372.0
6141	42675.0	66988.0
100421311	7.0	4.0
6144	13975.0	20798.0
6143	66398.0	101891.0
100421313	4.0	8.0
6146	29691.0	35802.0
6145	3.0	3.0
6148	0.0	0.0
6147	26009.0	35266.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	2.0	0.0
6139	3593.0	5128.0
6138	83862.0	102306.0
6152	45231.0	77965.0
6155	25909.0	35470.0
6154	23218.0	32386.0
100421324	1.0	6.0
6157	52601.0	74004.0
6156	42626.0	55446.0
6159	31725.0	46535.0
6158	33403.0	53639.0
100421328	4.0	0.0
6150	1459.0	2721.0
101928527	1048.0	1003.0
6164	36919.0	47001.0
6163	3.0	2.0
6166	10158.0	15723.0
6165	31987.0	41264.0
6168	44875.0	67165.0
6167	38018.0	49216.0
100421338	1.0	2.0
6169	20673.0	30345.0
101928536	1.0	0.0
6160	46472.0	62581.0
101928537	0.0	0.0
6161	42310.0	59298.0
100421331	0.0	0.0
6175	76337.0	89517.0
6174	116.0	118.0
6176	60314.0	75859.0
101928545	485.0	316.0
6171	15516.0	20518.0
6170	6308.0	10100.0
6173	3391.0	4871.0
6172	548.0	804.0
100421340	0.0	0.0
100421341	3.0	0.0
100421354	0.0	0.0
6185	30095.0	37677.0
101928550	12.0	14.0
6188	65702.0	91516.0
6187	32229.0	53399.0
100421357	2.0	1.0
6189	30780.0	39731.0
101928555	63.0	54.0
6182	713.0	813.0
6181	34795.0	47710.0
6184	40597.0	41885.0
101928559	0.0	0.0
6183	1002.0	1215.0
100421350	5.0	1.0
100421351	15.0	3.0
100421353	1.0	10.0
6197	5765.0	5941.0
6196	13147.0	24329.0
6199	2210.0	2628.0
6198	3288.0	2334.0
6191	134551.0	208638.0
6193	33829.0	47460.0
6192	20.0	21.0
91373	1558.0	2275.0
6195	4968.0	7188.0
6194	123323.0	172970.0
390916	933.0	837.0
145407	467.0	320.0
100421363	0.0	0.0
100421376	0.0	1.0
100421379	3.0	2.0
91369	3707.0	3606.0
91368	2477.0	2311.0
652489	1.0	1.0
390924	30.0	41.0
389901	10.0	8.0
390928	2.0	1.0
390927	1587.0	879.0
100421371	30.0	13.0
100421374	36.0	25.0
389903	1.0	0.0
100421389	0.0	0.0
91392	1112.0	967.0
389935	0.0	0.0
389932	8.0	8.0
100421384	27.0	22.0
100421398	6.0	5.0
100421399	3.0	1.0
101928513	31.0	20.0
91380	0.0	0.0
390904	1.0	0.0
145438	52.0	30.0
100421390	1.0	0.0
100421391	0.0	0.0
100421395	17.0	9.0
100421397	3.0	1.0
375316	20.0	6.0
375318	0.0	0.0
390963	131.0	108.0
375307	354.0	344.0
389941	69.0	51.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	133.0	192.0
387317	1.0	0.0
121457	1662.0	1404.0
389976	0.0	0.0
375341	874.0	780.0
387319	0.0	0.0
375323	14.0	20.0
389970	10.0	2.0
390940	517.0	407.0
133418	5975.0	7631.0
390948	0.0	0.0
121441	1688.0	1274.0
390949	1.0	2.0
652411	1.0	0.0
145370	9.0	7.0
102724954	0.0	0.0
54596	23.0	8.0
375484	807.0	655.0
91526	678.0	518.0
133396	0.0	0.0
196951	738.0	709.0
91523	129.0	373.0
91522	21094.0	10231.0
121391	1.0	0.0
145376	51.0	24.0
400986	123.0	43.0
400984	114.0	81.0
196968	115.0	56.0
157378	3070.0	2278.0
723961	1.0	0.0
145389	714.0	626.0
157381	5.0	10.0
91543	543.0	496.0
91544	3924.0	3898.0
102724923	0.0	1.0
652423	1.0	2.0
169355	61.0	27.0
400966	4.0	1.0
121364	0.0	0.0
400961	1234.0	1548.0
157376	12.0	2.0
91574	1855.0	2186.0
157313	38.0	34.0
157317	1.0	0.0
147991	5495.0	3028.0
399495	6.0	3.0
159963	31.0	45.0
100506965	4512.0	2949.0
100506963	91.0	117.0
387495	0.0	0.0
387496	289.0	308.0
387494	4.0	1.0
387491	0.0	0.0
387492	50.0	46.0
387486	0.0	0.0
157310	1118.0	6780.0
100506994	94.0	53.0
338470	2.0	3.0
170302	6.0	3.0
204010	12.0	91.0
399473	102.0	163.0
399474	76.0	40.0
91584	1199.0	5785.0
159989	182.0	67.0
91582	3770.0	5438.0
107126360	0.0	0.0
133383	786.0	657.0
100506930	2477.0	2561.0
100820741	0.0	0.0
338448	0.0	0.0
8808	313.0	280.0
8809	254.0	103.0
54512	819.0	1214.0
54511	56.0	3.0
54510	498.0	378.0
54516	789.0	591.0
8802	10465.0	9589.0
8803	4755.0	3497.0
54514	2.0	1.0
8800	1721.0	1434.0
8801	7056.0	7397.0
8807	52.0	22.0
400916	4217.0	3950.0
54518	256.0	830.0
8804	16569.0	15961.0
100506939	5.0	4.0
54517	1534.0	824.0
8805	2389.0	2251.0
8820	92.0	53.0
8821	840.0	377.0
338440	406.0	696.0
338442	7.0	6.0
8819	736.0	747.0
100820732	0.0	0.0
255620	2.0	9.0
54522	629.0	581.0
54521	1356.0	1065.0
54520	3902.0	3715.0
100820735	1.0	0.0
8813	2898.0	2403.0
170393	22.0	18.0
8814	413.0	319.0
170392	23.0	184.0
100506925	0.0	0.0
8811	2.0	3.0
8812	1084.0	680.0
8817	58.0	40.0
8818	4761.0	6509.0
54529	3569.0	3435.0
255626	0.0	0.0
8815	9499.0	10139.0
8816	6066.0	5962.0
170394	1712.0	2139.0
8831	1561.0	1351.0
8832	254.0	280.0
100506953	2.0	2.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	2556.0	2307.0
54532	1899.0	1574.0
54531	1586.0	1696.0
54538	3581.0	3372.0
8824	9514.0	7959.0
8825	853.0	680.0
54537	4198.0	1958.0
54536	6061.0	5395.0
8822	81.0	53.0
8823	4.0	0.0
54535	2458.0	2463.0
8828	4927.0	6784.0
8829	10431.0	6932.0
8826	25040.0	21975.0
54539	7214.0	9198.0
8842	1795.0	59.0
8843	1.0	0.0
8840	28.0	54.0
8841	4172.0	4177.0
100158257	0.0	0.0
54541	3141.0	5737.0
54540	2152.0	2120.0
54545	5235.0	3429.0
54544	1.0	2.0
54543	10873.0	13413.0
54542	5146.0	3689.0
54549	1422.0	200.0
8835	2087.0	1895.0
8836	268.0	154.0
8833	5725.0	4618.0
8834	1620.0	2142.0
54546	12.0	12.0
8839	347.0	148.0
8837	19274.0	10734.0
8838	23.0	15.0
101928483	111.0	140.0
8850	4334.0	3524.0
101928484	2.0	0.0
8853	3875.0	1869.0
8854	117.0	155.0
8851	107.0	84.0
8852	0.0	3.0
400960	1190.0	697.0
338412	10.0	5.0
338413	3.0	0.0
54552	924.0	470.0
400957	4.0	5.0
54551	248.0	52.0
54550	4.0	10.0
196996	1546.0	627.0
400955	17.0	28.0
400954	1387.0	553.0
54556	2220.0	1507.0
54555	2533.0	3343.0
400952	0.0	2.0
54554	1598.0	1608.0
400950	0.0	2.0
8846	1043.0	1153.0
100820709	54.0	30.0
8847	103.0	203.0
54558	2533.0	2129.0
8844	4556.0	2367.0
54557	696.0	392.0
8848	29196.0	44048.0
196993	18.0	34.0
8861	5722.0	8099.0
101928492	1441.0	764.0
8864	5305.0	2740.0
6201	26831.0	34764.0
6203	47849.0	66161.0
8862	255.0	724.0
101928496	0.0	0.0
8863	6064.0	4822.0
6202	61247.0	89888.0
723972	3.0	4.0
400946	36.0	32.0
400945	88.0	71.0
54567	1321.0	3008.0
54566	17076.0	7497.0
400941	2.0	2.0
8857	98452.0	49674.0
8858	2.0	4.0
54569	0.0	0.0
8856	30.0	43.0
54568	0.0	0.0
8859	958.0	1122.0
8871	3586.0	2380.0
8872	3377.0	3841.0
6210	27547.0	37521.0
8870	3590.0	1971.0
100421500	0.0	0.0
8875	40.0	23.0
8876	48.0	60.0
8874	4035.0	3890.0
100421506	0.0	1.0
100421509	0.0	0.0
54570	0.0	0.0
400935	1.0	0.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	0.0	0.0
54578	6.0	6.0
255631	21.0	7.0
400931	28.0	41.0
54577	0.0	1.0
54576	0.0	0.0
54575	0.0	0.0
6205	64183.0	95169.0
100506915	3.0	1.0
8869	8247.0	18768.0
6204	9524.0	12275.0
6207	21195.0	26012.0
6206	47768.0	66526.0
8867	2008.0	1320.0
54579	0.0	0.0
6209	11774.0	16163.0
6208	53526.0	64524.0
170384	1573.0	1542.0
100506916	0.0	0.0
8882	3253.0	3547.0
8883	3868.0	3797.0
8880	10575.0	8106.0
8881	5737.0	5908.0
8886	6799.0	5498.0
6223	31433.0	46282.0
100421512	1.0	0.0
8887	16851.0	14200.0
6222	80079.0	96942.0
8884	1578.0	1313.0
6224	42256.0	69170.0
100421515	49.0	28.0
54581	537.0	428.0
54580	0.0	0.0
54585	5335.0	3806.0
54584	229.0	234.0
54583	5158.0	4482.0
54587	7489.0	10920.0
54586	2.0	1.0
8879	7961.0	8242.0
170371	318.0	258.0
170370	1.0	0.0
8877	446.0	684.0
6218	40591.0	58948.0
6217	28669.0	47175.0
8878	33303.0	51495.0
6219	2.0	2.0
100506907	0.0	0.0
100506906	147.0	73.0
255649	0.0	0.0
6230	38931.0	54310.0
8893	3619.0	4359.0
8894	4449.0	5779.0
101928440	0.0	0.0
8891	1459.0	2208.0
6232	39266.0	56286.0
8892	5934.0	5035.0
6231	9328.0	13660.0
8897	1180.0	1037.0
6234	11945.0	22942.0
8898	2361.0	1881.0
6233	36522.0	44753.0
8895	14541.0	7793.0
6236	557.0	107.0
8896	3156.0	3787.0
6235	15116.0	22812.0
101928442	0.0	0.0
101928448	35.0	60.0
8890	2171.0	2788.0
280659	0.0	0.0
280657	1.0	0.0
280658	1.0	0.0
280655	2.0	5.0
253039	2102.0	2109.0
6227	18112.0	23798.0
6226	1.0	3.0
6229	63119.0	91528.0
8888	6293.0	5548.0
6228	48399.0	57030.0
6241	75.0	83.0
6240	3043.0	3756.0
100421411	0.0	0.0
6242	2217.0	2718.0
100421413	6.0	10.0
101928455	1.0	1.0
6244	1.0	1.0
6247	71.0	12.0
100421415	4.0	7.0
6246	0.0	0.0
280644	2.0	0.0
253044	2.0	4.0
6238	91610.0	70515.0
6237	2159.0	5263.0
8899	7265.0	5613.0
6239	9120.0	8358.0
6252	676.0	273.0
100421420	9.0	21.0
6251	6022.0	5050.0
100421422	0.0	2.0
6253	237.0	365.0
6256	14218.0	11181.0
100421424	0.0	1.0
6258	850.0	5475.0
6257	6419.0	6210.0
100421428	0.0	0.0
101928469	0.0	0.0
100421429	0.0	1.0
280637	0.0	0.0
280636	4912.0	6120.0
253018	94.0	107.0
253017	3.0	0.0
253012	2.0	3.0
6249	16154.0	12691.0
6248	0.0	0.0
6263	92.0	82.0
100421431	5.0	3.0
6262	3693.0	194.0
100421432	1.0	0.0
101928470	0.0	2.0
100421433	1.0	4.0
100421436	53.0	20.0
100421439	1.0	1.0
6261	416.0	1404.0
6260	5.0	1.0
6259	6619.0	6672.0
100421430	0.0	0.0
6274	18.0	22.0
6273	700.0	203.0
6276	199.0	251.0
6275	2187.0	1837.0
6278	4.0	17.0
6277	33527.0	39676.0
6279	176.0	154.0
6272	20187.0	20967.0
6271	8190.0	24314.0
6285	65.0	253.0
6284	11220.0	23567.0
100421455	0.0	0.0
6286	12.0	9.0
6289	10.0	3.0
6288	14.0	7.0
6281	2396.0	1697.0
6280	241.0	384.0
6283	10.0	6.0
6282	6591.0	10648.0
123920	1134.0	1237.0
100421451	0.0	0.0
6296	230.0	532.0
6295	3.0	0.0
6297	4528.0	3089.0
6299	8572.0	6211.0
101928420	0.0	0.0
6290	0.0	18.0
6291	0.0	1.0
6294	7325.0	7138.0
6293	5517.0	5488.0
100421478	0.0	0.0
100421479	2.0	0.0
280664	3.0	2.0
54505	5107.0	3106.0
280660	0.0	0.0
54504	13696.0	28926.0
280661	34.0	19.0
54503	1394.0	1058.0
54502	23131.0	18355.0
54509	263.0	220.0
123904	1.0	2.0
54508	244.0	259.0
100421473	0.0	0.0
54507	462.0	1074.0
100421487	0.0	0.0
133308	191.0	188.0
147945	0.0	1.0
123970	0.0	1.0
100421480	1.0	1.0
147947	2184.0	2018.0
147948	777.0	718.0
147949	806.0	553.0
100421484	1.0	0.0
100421485	1.0	0.0
100421498	1.0	2.0
100421499	0.0	0.0
101060006	0.0	1.0
101060005	0.0	1.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	1.0	1.0
147965	1335.0	1526.0
147968	102.0	71.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	0.0	1.0
121360	0.0	0.0
101060032	30.0	17.0
135924	0.0	0.0
135927	4.0	0.0
121355	8.0	4.0
147906	186.0	149.0
135932	1883.0	372.0
101060045	4.0	1.0
135935	0.0	0.0
101060040	0.0	1.0
147912	1125.0	1146.0
135942	3.0	0.0
135941	2.0	0.0
121340	2.0	3.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	14.0	11.0
147923	1195.0	1013.0
147920	125.0	172.0
147929	325.0	267.0
104326192	8.0	0.0
104326193	0.0	0.0
375444	197.0	99.0
104326189	1.0	1.0
101060020	1.0	1.0
375449	3155.0	3012.0
104326188	0.0	0.0
121328	14.0	2.0
91653	4246.0	5917.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	1413.0	2921.0
27085	198.0	110.0
27086	7983.0	7553.0
389756	1.0	0.0
147429	285.0	385.0
27089	4937.0	6278.0
91646	32.0	29.0
91647	1315.0	1806.0
642968	0.0	1.0
135458	16.0	3.0
390766	1.0	1.0
27098	953.0	372.0
27099	3.0	1.0
27097	2563.0	2113.0
389741	210.0	171.0
27090	828.0	1460.0
27091	1.0	0.0
27094	172.0	81.0
27095	6710.0	8459.0
27092	18.0	31.0
642976	1.0	1.0
400629	5.0	3.0
27093	3.0	2.0
160428	570.0	179.0
375133	412.0	347.0
387122	1.0	3.0
390730	1.0	2.0
390732	0.0	0.0
390735	1.0	1.0
387119	493.0	240.0
27063	1.0	38.0
387117	0.0	0.0
27069	15925.0	14737.0
400612	27.0	55.0
27067	3180.0	2279.0
27068	4378.0	4778.0
221908	710.0	1056.0
341799	0.0	0.0
400619	44.0	49.0
642987	628.0	277.0
400618	232.0	166.0
400617	91.0	490.0
64065	7124.0	9117.0
91662	9.0	10.0
91663	14949.0	7119.0
64064	47.0	42.0
64067	1029.0	975.0
64066	0.0	0.0
91661	986.0	761.0
91664	943.0	669.0
147463	109.0	47.0
387111	3.0	7.0
27076	107.0	187.0
390748	0.0	0.0
27077	3260.0	2755.0
400604	212.0	253.0
27074	151.0	925.0
27075	4380.0	4707.0
389766	9.0	13.0
387103	79.0	88.0
387104	13.0	22.0
27079	851.0	875.0
389763	0.0	0.0
341784	1.0	1.0
642996	0.0	0.0
27072	4896.0	5157.0
160419	10.0	3.0
64061	6472.0	9993.0
400609	0.0	0.0
160418	2326.0	1545.0
64063	391.0	329.0
27071	43.0	40.0
64062	5848.0	4564.0
91695	384.0	364.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	26.0	43.0
100313770	0.0	0.0
64077	6009.0	7600.0
91694	4159.0	2334.0
100313771	0.0	0.0
390790	0.0	1.0
221927	3659.0	3981.0
390792	2.0	0.0
400680	20.0	12.0
27043	6727.0	8190.0
27044	15689.0	20758.0
27042	2335.0	2128.0
389799	19.0	10.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	193.0	74.0
100313777	0.0	0.0
27040	26.0	16.0
100313774	0.0	0.0
64073	405.0	207.0
64087	11388.0	13468.0
221914	6.0	8.0
64089	1540.0	1362.0
100313781	0.0	0.0
91683	844.0	1336.0
91689	4833.0	7430.0
100313780	0.0	0.0
245908	0.0	1.0
91687	315.0	270.0
245909	0.0	0.0
400673	541.0	369.0
389792	254.0	434.0
389791	8.0	6.0
387129	0.0	0.0
400668	4.0	2.0
389787	34.0	49.0
64081	400.0	295.0
64080	1190.0	829.0
64083	9296.0	5942.0
64084	401.0	65.0
64098	200.0	204.0
64097	1788.0	2140.0
400660	161.0	56.0
8909	115.0	65.0
27022	4.0	6.0
8907	2736.0	2865.0
341757	1.0	2.0
400658	37.0	26.0
8908	455.0	473.0
147407	1.0	3.0
27020	12780.0	9650.0
400657	1234.0	991.0
27023	1.0	0.0
400654	0.0	0.0
64090	4.0	8.0
64092	98.0	71.0
64091	327.0	290.0
8900	10.0	26.0
64094	17344.0	1359.0
8905	1194.0	1553.0
147409	0.0	0.0
64093	197.0	2796.0
8906	1847.0	1943.0
64096	4.0	10.0
8904	7847.0	10581.0
221935	289.0	913.0
221937	2912.0	2299.0
221938	0.0	1.0
400652	10.0	10.0
400650	52.0	31.0
27039	20.0	29.0
27032	9798.0	8921.0
27033	35.0	20.0
27030	3207.0	2650.0
27031	1364.0	983.0
27036	18.0	40.0
400645	0.0	0.0
27037	2224.0	2785.0
400644	25.0	46.0
27034	2935.0	6154.0
400643	0.0	0.0
27035	57.0	135.0
8912	1800.0	822.0
100313769	1.0	1.0
8913	61.0	56.0
8910	2958.0	1829.0
8911	3652.0	3488.0
8916	3654.0	3937.0
8914	1283.0	1436.0
8915	1699.0	1344.0
245935	0.0	0.0
245936	0.0	0.0
245937	0.0	1.0
245938	0.0	0.0
8930	3193.0	3102.0
245939	0.0	0.0
221960	474.0	362.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	8069.0	6090.0
8927	337.0	171.0
8928	4.0	4.0
8925	9135.0	8626.0
8926	111.0	60.0
221955	1554.0	1580.0
8941	0.0	0.0
8942	55.0	74.0
375189	52.0	36.0
8940	28.0	20.0
245940	0.0	0.0
206338	8.0	0.0
375190	762.0	526.0
196446	11.0	22.0
8934	4870.0	4950.0
8935	1928.0	1321.0
196441	2954.0	2268.0
8932	13185.0	8229.0
8933	4597.0	5832.0
8938	511.0	1538.0
8939	8745.0	7120.0
8936	242.0	309.0
326105	5.0	2.0
245913	0.0	0.0
245915	0.0	0.0
221981	2001.0	2309.0
245910	0.0	0.0
206358	382.0	458.0
245911	1.0	1.0
245912	3.0	1.0
196415	0.0	0.0
642909	9.0	4.0
642907	0.0	0.0
8945	3330.0	2299.0
54659	0.0	0.0
54658	0.0	0.0
8943	14987.0	15961.0
54657	0.0	0.0
8944	0.0	0.0
196410	672.0	4349.0
245927	0.0	0.0
245928	0.0	0.0
6300	194.0	346.0
245929	0.0	0.0
6302	7411.0	7195.0
6301	11562.0	16553.0
160492	31.0	24.0
54662	5725.0	7080.0
54661	4.0	2.0
54660	15.0	11.0
54665	3361.0	2435.0
54664	8830.0	6970.0
54663	1527.0	2064.0
8970	54.0	76.0
8971	5793.0	6310.0
101928363	10.0	10.0
8974	1737.0	7322.0
6311	3357.0	2770.0
8975	5574.0	6397.0
6310	4891.0	3331.0
91612	6121.0	5330.0
100421601	0.0	0.0
8972	44.0	39.0
8973	7.0	19.0
245972	29.0	22.0
245973	114.0	129.0
54677	6466.0	3760.0
54676	2806.0	3631.0
54675	3965.0	3306.0
147468	0.0	0.0
54674	2528.0	1101.0
6304	5929.0	7230.0
6303	42383.0	35390.0
8968	2.0	1.0
6305	22198.0	12918.0
91603	1751.0	1574.0
91608	132.0	132.0
6307	3274.0	2443.0
642924	5.0	2.0
8969	121.0	143.0
6309	3115.0	2886.0
91607	2959.0	1735.0
6320	305.0	434.0
6322	495.0	336.0
8985	3558.0	4531.0
8986	1414.0	1717.0
64002	0.0	0.0
101928378	215.0	165.0
6324	272.0	1365.0
64005	230.0	196.0
6323	7.0	2.0
101928376	1.0	2.0
54680	2382.0	1987.0
642938	29.0	21.0
54682	2496.0	2710.0
54681	5516.0	7771.0
196403	4299.0	4081.0
6315	0.0	0.0
6314	2740.0	1918.0
6317	0.0	1.0
8976	8273.0	6210.0
