id	5c719f53-3266-4057-b421-e31124030798	246bb185-8b59-47d9-be7d-b77a6085f0e8
285103	0.0	0.0
1495	25091.0	43475.0
1493	26.0	7.0
1491	461.0	166.0
1490	9343.0	16844.0
100885789	0.0	3.0
100885780	0.0	0.0
1489	797.0	1573.0
100131980	0.0	0.0
1488	9094.0	14587.0
100131981	0.0	0.0
1487	7125.0	9913.0
1486	1930.0	3952.0
100885781	1.0	0.0
100131983	1.0	2.0
1485	0.0	0.0
100885782	0.0	0.0
100287798	0.0	0.0
442485	0.0	0.0
1499	28445.0	70071.0
442479	0.0	0.0
1497	903.0	1219.0
1496	3.0	1.0
100131995	0.0	0.0
100131997	20.0	7.0
100131998	191.0	149.0
100287785	0.0	0.0
442465	0.0	0.0
100287778	0.0	12.0
100287768	0.0	0.0
100287765	127.0	238.0
442486	0.0	0.0
285154	19.0	311.0
101059920	0.0	0.0
10251	113.0	177.0
10250	5309.0	8444.0
118945	9.0	1.0
106660612	308.0	213.0
106660611	5.0	8.0
101059926	0.0	0.0
131920	0.0	0.0
106660610	0.0	0.0
645161	8.0	5.0
645160	43.0	103.0
100873718	0.0	0.0
100873717	0.0	0.0
106660609	0.0	0.0
100873716	6.0	1.0
100873715	0.0	0.0
100033447	0.0	0.0
100033448	0.0	0.0
106660605	10.0	2.0
100033449	0.0	0.0
100873719	2.0	1.0
10253	1019.0	1367.0
100033443	0.0	0.0
100873710	2.0	0.0
10252	1520.0	12528.0
100033444	0.0	0.0
100033445	0.0	0.0
10255	8.0	7.0
10254	3699.0	3272.0
100033446	0.0	0.0
10257	1916.0	685.0
100873714	0.0	0.0
10256	2037.0	3207.0
100033440	0.0	0.0
100128372	3.0	4.0
100873713	2.0	0.0
100033441	0.0	1.0
100873712	0.0	1.0
143903	5426.0	938.0
100033442	0.0	0.0
100873711	0.0	1.0
10260	1770.0	3607.0
10262	5364.0	5343.0
10261	160.0	484.0
118932	13.0	23.0
106660620	0.0	0.0
101059938	0.0	0.0
645173	4.0	1.0
100873707	0.0	0.0
100873706	0.0	0.0
100873705	0.0	0.0
106660619	0.0	0.0
100873704	0.0	0.0
100033458	0.0	0.0
442425	0.0	0.0
106660616	1.0	0.0
100873709	0.0	4.0
100873708	0.0	2.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	9874.0	3507.0
100033455	0.0	0.0
442429	0.0	0.0
10266	969.0	1442.0
100033456	0.0	0.0
100128368	0.0	0.0
10265	3.0	12.0
10268	1858.0	2124.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	44.0	892.0
285172	1974.0	1856.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	4242.0	3949.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	314.0	455.0
118924	1604.0	2201.0
101059905	0.0	0.0
10239	3140.0	3300.0
100033429	0.0	0.0
106481088	0.0	0.0
10238	7156.0	15919.0
442454	8.0	3.0
106481089	1.0	2.0
100873739	0.0	0.0
100873738	0.0	0.0
442455	0.0	0.0
106481086	4.0	1.0
100873737	0.0	0.0
106481087	8.0	3.0
100033425	2.0	10.0
100033426	2.0	4.0
100033427	0.0	0.0
442459	0.0	1.0
100033428	1.0	2.0
10231	1804.0	691.0
100033421	0.0	0.0
100873732	2.0	6.0
106481080	1.0	0.0
10230	519.0	641.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	1210.0	900.0
285180	13.0	44.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	18.0	107.0
100033424	1.0	0.0
10235	101.0	154.0
100873736	0.0	1.0
106481084	0.0	0.0
10234	175.0	210.0
100873735	0.0	0.0
106481085	0.0	0.0
10237	6431.0	3254.0
100873734	0.0	1.0
106481082	0.0	0.0
10236	8158.0	13406.0
100873733	0.0	2.0
100033420	0.0	2.0
106481083	0.0	0.0
285189	0.0	0.0
10240	2386.0	1210.0
645191	9.0	26.0
101059914	0.0	0.0
101059918	170.0	178.0
100873729	0.0	0.0
442442	2.0	0.0
106481099	0.0	0.0
10249	5.0	15.0
100873728	0.0	0.0
442444	7.0	0.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	1.0	1.0
100033437	0.0	0.0
442447	0.0	0.0
100033438	1.0	0.0
100033439	3.0	1.0
10242	7.0	1.0
100873721	0.0	2.0
106481091	0.0	0.0
100033432	0.0	0.0
10241	8226.0	6926.0
285190	1.0	0.0
100873720	0.0	0.0
106481092	1.0	3.0
100033433	3.0	1.0
10244	1354.0	859.0
100033434	0.0	0.0
10243	1586.0	2476.0
100033435	19.0	16.0
106481090	0.0	0.0
10246	1.0	0.0
285193	364.0	388.0
100873725	0.0	0.0
106481095	1.0	0.0
10245	2626.0	947.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	1396.0	1115.0
285195	247.0	217.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	950.0	449.0
100128341	0.0	1.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	0.0	0.0
100128337	1.0	2.0
128312	0.0	14.0
100128339	1.0	0.0
100128338	411.0	894.0
116328	27.0	31.0
118987	2725.0	5338.0
10217	2933.0	2920.0
106481066	0.0	0.0
10216	20.0	13.0
106481067	0.0	1.0
10219	95.0	67.0
106481064	1.0	0.0
10218	2.0	0.0
100873759	7.0	4.0
106481065	0.0	3.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	0.0
100873753	0.0	0.0
10211	12940.0	10233.0
100873752	0.0	0.0
10210	2604.0	2817.0
100873751	0.0	0.0
10213	3221.0	3104.0
128308	2023.0	1499.0
100873758	0.0	0.0
106481062	1.0	1.0
10212	1582.0	1092.0
100873757	0.0	1.0
100131913	2.0	0.0
106481063	0.0	1.0
100873756	2.0	0.0
10215	0.0	0.0
106481060	0.0	0.0
10214	0.0	1.0
100873755	1.0	0.0
106481061	0.0	0.0
101059973	0.0	0.0
285126	2.0	37.0
100128327	9.0	49.0
10228	3051.0	4116.0
106481077	0.0	1.0
10227	3323.0	3731.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	2018.0	1610.0
10229	1992.0	1800.0
100873748	1.0	0.0
106481076	0.0	0.0
106481079	9.0	39.0
10220	1603.0	2018.0
100873743	0.0	0.0
100873742	0.0	0.0
106481070	0.0	0.0
100873741	1.0	10.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	21548.0	36792.0
100873740	0.0	0.0
10224	284.0	316.0
100873747	7.0	132.0
106481073	1.0	0.0
10223	7.0	11.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	0.0	1.0
10226	3916.0	5864.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	341.0	277.0
106481072	0.0	1.0
100873744	1.0	1.0
100033460	0.0	0.0
100873772	1.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	1.0	0.0
106481044	0.0	0.0
106481045	0.0	1.0
106481042	0.0	0.0
106481043	1.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	20.0	39.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	79.0	18.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	0.0
100873760	0.0	2.0
285148	2088.0	1875.0
10206	2206.0	2710.0
106481055	0.0	0.0
10205	2281.0	18505.0
106481056	0.0	0.0
10208	1590.0	2038.0
106481053	0.0	0.0
10207	4710.0	13394.0
106481054	1.0	5.0
106481059	0.0	0.0
10209	34118.0	22933.0
106481057	0.0	0.0
442405	0.0	1.0
106481058	0.0	0.0
100131940	12.0	11.0
100873765	0.0	0.0
442406	0.0	0.0
100873764	0.0	0.0
10200	751.0	610.0
100128302	0.0	0.0
100873763	0.0	0.0
100873762	0.0	3.0
10202	4.0	2.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	871.0	1466.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	3982.0	3516.0
100873767	0.0	0.0
100131947	1.0	1.0
10203	1378.0	3027.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	36.0	5.0
319099	3.0	7.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	1401.0	1531.0
728957	0.0	0.0
106481018	0.0	0.0
728953	10.0	8.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	9147.0	9423.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	0.0	1.0
106481026	0.0	0.0
116255	0.0	2.0
58157	0.0	2.0
106481027	0.0	0.0
106481024	0.0	0.0
106481025	0.0	1.0
128229	9.0	5.0
167838	14.0	18.0
319093	17.0	23.0
131890	3.0	7.0
116238	289.0	618.0
728945	0.0	0.0
728947	13.0	10.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	2.0	4.0
106481033	0.0	0.0
143872	1009.0	2672.0
106481034	7.0	17.0
106481031	1.0	0.0
106481032	0.0	0.0
728938	16.0	10.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	3.0	0.0
106481036	0.0	0.0
143879	618.0	704.0
167826	0.0	0.0
128218	3477.0	2586.0
106481030	0.0	0.0
10190	1555.0	1365.0
728970	0.0	0.0
10194	2421.0	3061.0
10193	3805.0	5402.0
645104	0.0	0.0
10196	1869.0	1038.0
101059988	0.0	0.0
10195	2039.0	1590.0
728978	4.0	41.0
153218	23.0	19.0
116228	694.0	674.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	0.0	0.0
143884	1351.0	1476.0
116236	1377.0	1903.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	590.0	738.0
10197	6712.0	6530.0
143888	2501.0	2716.0
10199	2924.0	2425.0
128209	0.0	0.0
346689	544.0	46.0
319087	0.0	0.0
344022	0.0	3.0
319089	2.0	2.0
153201	0.0	14.0
319085	0.0	0.0
106481008	0.0	0.0
106481009	0.0	0.0
58189	129.0	118.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	3.0	17.0
728962	2.0	2.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	586.0	362.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	751.0	609.0
106481013	1.0	0.0
116224	2478.0	2440.0
106481014	2.0	20.0
344018	0.0	0.0
645108	0.0	0.0
58190	14177.0	12952.0
346673	0.0	0.0
10170	12.0	42.0
645121	49.0	237.0
58191	1916.0	4558.0
645120	0.0	0.0
10172	409.0	460.0
10171	621.0	962.0
645126	7.0	40.0
10174	5875.0	6399.0
728911	0.0	0.0
728913	314.0	373.0
128272	1624.0	2777.0
100033407	46.0	142.0
100033409	0.0	0.0
10175	3751.0	3923.0
10178	138.0	8802.0
10179	1635.0	1847.0
10181	4782.0	9506.0
10180	3819.0	5424.0
645136	0.0	0.0
10184	1432.0	4096.0
116285	38.0	80.0
100033418	2.0	2.0
202861	0.0	1.0
100033419	1.0	0.0
100033414	5.0	6.0
100033415	1.0	0.0
100033416	22.0	29.0
100033417	0.0	0.0
10187	0.0	0.0
10186	1817.0	2295.0
10189	3118.0	2355.0
645129	1.0	4.0
10188	1371.0	4543.0
100033413	3.0	7.0
645145	0.0	0.0
346653	100.0	107.0
645142	0.0	0.0
10150	5187.0	5485.0
10152	7014.0	13860.0
10151	2.0	2.0
200205	678.0	784.0
728933	0.0	0.0
202865	0.0	0.0
728931	4.0	12.0
100873817	1.0	2.0
100873816	0.0	0.0
100128390	1.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	1331.0	1654.0
728929	0.0	0.0
100873818	0.0	0.0
10154	460.0	34668.0
10153	3375.0	3605.0
10156	48.0	127.0
10155	14867.0	17943.0
10158	237.0	142.0
100873813	0.0	0.0
10157	608.0	836.0
100873812	0.0	1.0
100873811	0.0	0.0
10159	21905.0	17640.0
131870	4240.0	3676.0
10161	985.0	1997.0
10160	6575.0	19062.0
10163	8988.0	16805.0
131873	44.0	28.0
645158	45.0	48.0
10162	1436.0	1937.0
728921	2.0	10.0
128240	5262.0	4456.0
728920	1.0	3.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	2.0	3.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	7.0	8.0
100873807	0.0	0.0
10165	2239.0	2075.0
10164	1.0	5.0
128239	28.0	425.0
10166	6735.0	801.0
10169	22797.0	15255.0
100873802	0.0	1.0
100128384	0.0	0.0
10168	1800.0	2119.0
100873801	0.0	1.0
100128385	13.0	8.0
100287755	0.0	0.0
165257	2.0	55.0
200232	4.0	2.0
100287745	7.0	2.0
1503	555.0	791.0
1501	26.0	19.0
1500	24531.0	32839.0
1509	27401.0	48482.0
1508	253449.0	644360.0
1506	2.0	2.0
1504	1.0	2.0
1514	7941.0	7298.0
1513	1005.0	1019.0
1512	1989.0	18659.0
1511	2.0	31.0
1510	1087.0	233.0
346606	1.0	0.0
1519	4654.0	6962.0
1518	0.0	0.0
1517	24.0	11.0
1515	208.0	51.0
100287725	4.0	2.0
100287722	8.0	24.0
1525	5309.0	6133.0
1524	263.0	647.0
1523	15998.0	15033.0
1522	8078.0	8090.0
1521	247.0	675.0
1520	1966.0	7315.0
200261	1.0	1.0
1528	1400.0	1964.0
1527	0.0	0.0
100287718	2.0	6.0
728992	16.0	9.0
100287715	0.0	0.0
728990	2.0	1.0
165215	199.0	425.0
728996	0.0	0.0
1536	537.0	1584.0
1535	4161.0	5641.0
1534	10602.0	7479.0
1539	0.0	0.0
1538	0.0	0.0
1537	6269.0	3830.0
100287708	0.0	0.0
153222	4570.0	6632.0
1550	0.0	0.0
1545	158.0	12624.0
1544	76.0	55.0
1543	2.0	4.0
1540	6243.0	8289.0
1549	1.0	5.0
1548	6.0	12.0
1558	75.0	145.0
1557	0.0	0.0
1556	5.0	40.0
200298	7.0	28.0
1555	0.0	2.0
1553	1.0	1.0
1551	12.0	40.0
1559	5.0	2.0
153241	1835.0	2287.0
1572	1.0	1.0
1571	91.0	232.0
1568	10.0	38.0
1565	28.0	11.0
1564	31.0	102.0
1562	0.0	0.0
100131828	5.0	0.0
1583	138.0	125.0
1582	10.0	8.0
1581	1.0	2.0
1580	348.0	1196.0
1579	5.0	33.0
1577	33.0	61.0
1576	5.0	2.0
1573	19.0	55.0
285203	756.0	1336.0
1594	762.0	232.0
285205	8.0	40.0
1593	696.0	1097.0
1592	2.0	13.0
1591	864.0	294.0
1590	2.0	0.0
10307	1032.0	1965.0
1589	14.0	77.0
1588	6.0	1.0
10309	964.0	897.0
1587	0.0	0.0
1586	175.0	71.0
10308	813.0	1028.0
1585	0.0	0.0
1584	0.0	0.0
100131842	6.0	4.0
10301	425.0	351.0
100131846	4.0	3.0
10300	1616.0	1733.0
10302	1805.0	1145.0
100287692	0.0	0.0
1596	0.0	0.0
1595	271.0	685.0
100131855	0.0	0.0
285220	138.0	80.0
285224	0.0	0.0
101180898	4.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	15.0	40.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	26.0	45.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	29.0	0.0
100131899	3.0	0.0
100287647	0.0	0.0
10370	11442.0	3884.0
10371	133.0	103.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	6387.0	9953.0
100128252	3135.0	2193.0
100873835	0.0	0.0
285282	3281.0	2299.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	2.0
100873832	0.0	0.0
10379	130.0	308.0
285286	1.0	4.0
10381	2.0	133.0
10380	2203.0	2549.0
10383	20783.0	23710.0
10382	4.0	32.0
118813	2218.0	3880.0
102466906	0.0	1.0
118812	1218.0	1210.0
100885800	2.0	6.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	2.0
10385	836.0	1163.0
100873820	0.0	0.0
10384	1196.0	1084.0
10389	200.0	131.0
100873824	5.0	7.0
10388	142.0	251.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	6.0	2.0
645065	0.0	0.0
100128237	1.0	2.0
10350	306.0	29.0
102466918	0.0	0.0
442582	371.0	758.0
102466912	1.0	1.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	70.0	182.0
10352	973.0	938.0
100873853	0.0	0.0
10351	1175.0	1278.0
100873852	0.0	0.0
10354	485.0	700.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	2.0	2.0
790952	5.0	0.0
100873857	0.0	0.0
10355	2.0	2.0
100873856	0.0	4.0
100873855	0.0	0.0
10357	29.0	15.0
790955	968.0	842.0
100873854	0.0	0.0
131831	18.0	19.0
100128227	2.0	2.0
10361	1426.0	328.0
10360	790.0	497.0
645073	0.0	0.0
442572	16.0	5.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1381.0	2737.0
100873842	0.0	0.0
10362	3144.0	3496.0
100873841	0.0	0.0
10365	1035.0	1536.0
100873840	0.0	0.0
10367	3172.0	4071.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	1.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	5.0	21.0
100873871	0.0	0.0
100873870	1.0	0.0
285237	1294.0	1464.0
100128217	0.0	0.0
503838	5.0	12.0
503837	0.0	0.0
503834	1.0	0.0
645084	2.0	2.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	3.0	1.0
503840	0.0	0.0
100885850	8.0	1.0
116211	10.0	23.0
100873875	0.0	0.0
10330	1853.0	1647.0
100873874	0.0	0.0
10332	0.0	1.0
100873873	0.0	0.0
10331	4.0	1933.0
100873872	0.0	0.0
100873879	0.0	1.0
10333	41.0	70.0
100873878	0.0	0.0
10336	2255.0	3681.0
100873877	0.0	15.0
10335	299.0	835.0
285242	0.0	0.0
100885848	28.0	15.0
100873860	0.0	0.0
118856	6.0	7.0
645094	11.0	12.0
10349	159.0	40.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	0.0	0.0
10343	49.0	24.0
100128203	1.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	8449.0	5920.0
100873861	0.0	0.0
100131801	1116.0	708.0
10345	0.0	0.0
10344	1.0	6.0
100873867	0.0	0.0
10347	1417.0	2234.0
100873866	0.0	0.0
10346	1272.0	1695.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	1.0	0.0
100873891	0.0	0.0
100873890	3.0	4.0
10316	122.0	58.0
10318	7545.0	8428.0
10317	459.0	34.0
10319	256.0	49.0
100873897	0.0	0.0
100131810	1.0	0.0
100873896	0.0	6.0
100873895	0.0	0.0
100873894	17.0	21.0
10312	2598.0	4953.0
10311	2434.0	3173.0
100131814	415.0	426.0
10314	3329.0	4352.0
100873899	0.0	6.0
10313	24702.0	21103.0
100131816	1.0	0.0
100873898	0.0	0.0
285266	286.0	153.0
285267	384.0	609.0
100873882	2.0	3.0
285268	1453.0	2318.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	61.0	445.0
100885864	0.0	0.0
100885866	104.0	140.0
102466967	0.0	0.0
10327	7620.0	5083.0
10326	35.0	113.0
10329	1410.0	1251.0
10328	1586.0	1327.0
442523	63.0	3.0
442524	98.0	929.0
442525	1.0	1.0
100873886	3.0	5.0
100873885	0.0	0.0
10321	0.0	0.0
100873884	0.0	0.0
10320	179.0	296.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	2506.0	2503.0
100873889	0.0	0.0
100131825	13.0	44.0
10325	1965.0	1977.0
100873888	1.0	2.0
100131827	554.0	566.0
100873887	1.0	0.0
10324	44.0	51.0
344178	1.0	0.0
102466972	1.0	0.0
116135	2.0	0.0
102466985	0.0	0.0
344167	0.0	1.0
102466984	1.0	0.0
128102	0.0	5.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	741.0	819.0
116123	0.0	0.0
102466995	0.0	4.0
116113	8806.0	22908.0
83259	2.0	1.0
116115	919.0	924.0
344148	97.0	117.0
128153	350.0	192.0
645001	2.0	0.0
10291	9934.0	13516.0
645000	8.0	1.0
10290	482.0	733.0
10293	142.0	241.0
10295	2729.0	4312.0
10294	5940.0	5683.0
100128292	36.0	47.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	2.0	0.0
116179	1.0	0.0
100873919	0.0	0.0
100873918	0.0	0.0
100873917	0.0	0.0
10297	152.0	284.0
10296	4122.0	5311.0
100128299	4.0	26.0
10299	9472.0	18260.0
10298	5033.0	6706.0
100873912	21.0	23.0
100873911	1.0	0.0
116173	5.0	1.0
100873910	0.0	0.0
645015	6.0	11.0
200315	14.0	22.0
200316	391.0	527.0
200312	1218.0	1109.0
100873904	0.0	0.0
100873902	3.0	13.0
100873909	0.0	2.0
100873907	2.0	1.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	84.0	118.0
100873900	0.0	0.0
645024	1.0	0.0
100775107	10.0	31.0
10270	2368.0	2886.0
645027	3.0	24.0
10273	3284.0	3930.0
100775104	64.0	52.0
10272	689.0	2373.0
100008586	0.0	0.0
116149	66.0	24.0
100873938	1.0	0.0
100873937	1.0	0.0
116154	8.0	19.0
100873935	3.0	0.0
116159	729.0	1470.0
100873939	0.0	0.0
100873930	27.0	15.0
10274	2623.0	4063.0
10277	4588.0	5711.0
10276	2572.0	5191.0
10279	2569.0	1387.0
100873934	0.0	16.0
10278	1276.0	1283.0
100873933	0.0	0.0
116151	4283.0	4206.0
100873932	0.0	2.0
116150	4781.0	3064.0
100128275	0.0	0.0
10280	3478.0	5086.0
10282	2142.0	1138.0
10281	0.0	0.0
10284	9058.0	6330.0
647696	1.0	0.0
10283	1419.0	1530.0
116138	5589.0	6851.0
645030	3.0	1.0
1602	10.0	29.0
1601	1989.0	2168.0
100873926	0.0	0.0
1600	28.0	20.0
100128260	0.0	1.0
116143	119.0	89.0
100873924	0.0	2.0
100873929	1.0	2.0
100873928	0.0	1.0
10286	2815.0	1781.0
10285	2304.0	2155.0
1609	1019.0	1644.0
100128266	1.0	0.0
1608	51.0	176.0
10288	93.0	168.0
1607	3.0	18.0
10287	491.0	681.0
1606	647.0	1518.0
100873923	14.0	11.0
10289	4044.0	3832.0
1605	8081.0	15472.0
100128262	0.0	8.0
100873922	0.0	3.0
1604	2519.0	6306.0
100873921	0.0	0.0
1603	10805.0	7678.0
100128264	0.0	0.0
100873920	1.0	0.0
100287639	3.0	0.0
319133	20.0	21.0
319134	10.0	8.0
100287635	2.0	0.0
319130	3.0	5.0
319139	0.0	0.0
319135	0.0	0.0
100287630	0.0	0.0
319136	0.0	0.0
552891	1.0	2.0
319138	4.0	3.0
1613	1899.0	2380.0
200350	9.0	8.0
1612	996.0	4453.0
1611	15928.0	22304.0
165140	93.0	84.0
1610	3.0	18.0
552889	11266.0	15160.0
1618	0.0	2.0
1617	0.0	0.0
1616	3612.0	3772.0
1615	7549.0	5560.0
319142	0.0	0.0
319143	5.0	9.0
319144	1.0	1.0
319145	8.0	0.0
100287625	0.0	0.0
1624	3.0	0.0
1623	0.0	1.0
1622	5592.0	6792.0
1621	50.0	50.0
1620	106.0	4044.0
1629	2927.0	3102.0
552879	0.0	0.0
1628	2978.0	4859.0
1627	5715.0	7942.0
319111	4.0	1.0
128178	377.0	648.0
319112	10.0	1.0
100287616	736.0	1230.0
393046	1.0	0.0
319117	6.0	2.0
319118	0.0	0.0
319114	10.0	5.0
1635	10440.0	10961.0
200373	579.0	245.0
1634	12294.0	2854.0
1633	883.0	1440.0
1632	6739.0	3910.0
552860	19.0	27.0
1630	2.0	6.0
1639	7211.0	11585.0
1638	64.0	94.0
1636	1494.0	2027.0
319122	7.0	3.0
319123	0.0	3.0
100287603	0.0	0.0
319128	6.0	0.0
319129	10.0	1.0
1646	160.0	15.0
1645	302.0	29.0
1644	8.0	46.0
1643	712.0	2051.0
85824	19.0	14.0
1642	20635.0	30384.0
1641	6.0	0.0
552859	0.0	0.0
1649	2928.0	2036.0
1647	1732.0	3017.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	8.0	37.0
1660	12034.0	15621.0
1657	4543.0	7187.0
1656	14309.0	15032.0
1655	40036.0	51268.0
1654	25759.0	32992.0
1653	9946.0	7760.0
1652	1831.0	610.0
346708	1.0	0.0
1650	22779.0	16656.0
346702	13.0	21.0
1659	2900.0	4645.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	3.0	0.0
319103	0.0	0.0
1668	1.0	0.0
1667	0.0	0.0
1666	3601.0	2563.0
1665	6331.0	8371.0
1663	618.0	783.0
1662	1474.0	1732.0
1661	5.0	3.0
1669	0.0	0.0
1678	404.0	485.0
1677	223.0	397.0
1676	3190.0	3837.0
1675	1581.0	401.0
1674	1033.0	119.0
1673	0.0	0.0
1672	69.0	26.0
153129	660.0	743.0
1690	19.0	10.0
165100	1.0	22.0
1687	2028.0	1264.0
85865	1572.0	1770.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	3.0	2.0
10415	2.0	1.0
10417	493.0	237.0
493861	89.0	165.0
493860	11.0	11.0
100287591	0.0	0.0
10419	4265.0	4062.0
10418	243.0	149.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	3486.0	2113.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	17.0	21.0
10411	4719.0	20564.0
10410	11526.0	6241.0
100873559	0.0	0.0
10413	11567.0	26954.0
100873558	0.0	5.0
10412	6380.0	4499.0
100873557	0.0	0.0
100873541	0.0	8.0
100873540	0.0	0.0
442271	1.0	0.0
100861574	0.0	0.0
10426	1581.0	2565.0
442266	2.0	1.0
10425	5011.0	7731.0
442267	0.0	0.0
10428	4317.0	4718.0
10427	3137.0	4934.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	554.0	1103.0
100873543	1.0	2.0
100873542	0.0	0.0
10422	2127.0	1922.0
493856	3475.0	2032.0
100873549	0.0	2.0
10421	6773.0	8379.0
100873548	0.0	0.0
100131726	2.0	1.0
10424	8835.0	7412.0
100873547	0.0	0.0
10423	7298.0	7768.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	1.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	15.0	26.0
100873576	0.0	0.0
100873575	0.0	0.0
100873579	2.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	27.0	22.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	1.0	0.0
100287567	0.0	0.0
10404	25999.0	9034.0
10403	30.0	136.0
10406	10814.0	5528.0
10408	24.0	11.0
10407	1.0	60.0
100131740	2.0	0.0
10409	827.0	4484.0
100873567	0.0	0.0
100131743	2.0	0.0
100873566	7.0	82.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2067.0	2637.0
10402	274.0	272.0
100873569	0.0	0.0
10401	1480.0	4123.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	1.0	11.0
100873594	0.0	0.0
100873593	0.0	0.0
