id	ffb8427a-d1a3-4ae6-a2e0-424929197afb	4869e2a4-f182-41f1-8aed-52b5dd3b5c00
58527	2088.0	1993.0
58526	1676.0	1375.0
10507	6967.0	3200.0
100131641	0.0	0.0
10509	5969.0	6625.0
58529	173.0	195.0
58528	2846.0	2122.0
10501	442.0	483.0
10500	189.0	177.0
58530	0.0	1.0
442384	0.0	0.0
58538	1.0	3.0
58531	0.0	0.0
58533	3627.0	3107.0
100131656	0.0	0.0
100287404	0.0	0.0
100131661	0.0	1.0
503694	0.0	0.0
503693	133.0	28.0
493913	0.0	0.0
493911	194.0	134.0
751599	0.0	2.0
285033	218.0	165.0
100128017	0.0	0.0
442320	0.0	0.0
116412	176.0	203.0
442317	0.0	0.0
442318	0.0	0.0
442319	82.0	40.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	36.0	9.0
493900	146.0	89.0
100128012	3.0	2.0
100128011	0.0	0.0
285045	2.0	3.0
442304	7.0	0.0
442308	0.0	0.0
285051	1.0	1.0
10590	0.0	2.0
10592	1785.0	1071.0
10591	856.0	1300.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	6.0	0.0
10594	22015.0	12483.0
100873611	0.0	0.0
10595	1.0	11.0
10598	4092.0	2894.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	1.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	9.0	6.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	140.0	618.0
10570	57.0	62.0
116447	1760.0	1336.0
116449	166.0	136.0
116448	0.0	3.0
10579	3866.0	1979.0
100873639	0.0	0.0
100873638	6.0	7.0
10572	2296.0	2820.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	9757.0	8262.0
100873631	0.0	0.0
10573	2317.0	2740.0
100873630	0.0	0.0
10576	5457.0	4379.0
100873637	2.0	1.0
10575	8672.0	7228.0
100873636	0.0	0.0
10578	863.0	1418.0
100873635	1.0	0.0
10577	23205.0	100945.0
100873634	0.0	0.0
10581	2194.0	1829.0
10580	473.0	217.0
116437	51.0	0.0
100873629	0.0	0.0
116441	890.0	338.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	93.0	38.0
116442	401.0	185.0
116444	24.0	31.0
128414	35.0	275.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	1586.0	1432.0
100873620	0.0	0.0
10584	152.0	15.0
10587	1105.0	1058.0
100873626	0.0	0.0
10586	134.0	275.0
100873625	0.0	0.0
10589	6026.0	8901.0
100873624	1.0	0.0
10588	230.0	141.0
100873623	1.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	18.0	34.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	1.0	0.0
10558	3927.0	2181.0
10557	646.0	649.0
10559	633.0	609.0
10550	10527.0	9395.0
100873655	0.0	1.0
100873654	0.0	0.0
10552	5340.0	4278.0
100873653	0.0	0.0
10551	146.0	3217.0
100873652	0.0	0.0
10554	4598.0	3825.0
100873659	0.0	0.0
10553	2457.0	1820.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1177.0	860.0
100873657	0.0	0.0
10555	3316.0	4110.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	0.0	8.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	124.0	74.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	1.0	2.0
10569	4301.0	2753.0
100287482	22.0	28.0
100287483	5.0	4.0
10568	3646.0	181881.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1176.0	1487.0
100873644	0.0	0.0
10560	772.0	814.0
100873643	0.0	0.0
10563	6212.0	4094.0
100873642	0.0	0.0
10562	14.0	0.0
100873641	0.0	0.0
10565	5873.0	4490.0
100873648	2.0	0.0
10564	8739.0	5362.0
100873647	0.0	0.0
10567	3694.0	4540.0
100873646	0.0	0.0
10566	387.0	91.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	1.0	2.0
102466731	2.0	0.0
116369	73.0	24.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	85.0	158.0
574036	84.0	160.0
574038	0.0	0.0
83479	1060.0	614.0
116379	46.0	14.0
100128092	9.0	3.0
83478	3210.0	389.0
83473	503.0	69.0
83475	497.0	620.0
100128098	1.0	2.0
102466745	1.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	852.0	547.0
102466741	2.0	0.0
102466740	1.0	0.0
128346	1293.0	1150.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	508.0	277.0
100128083	2.0	0.0
83468	1304.0	389.0
100128081	11.0	3.0
83461	630.0	295.0
128338	2663.0	1976.0
83464	1886.0	1046.0
83463	333.0	436.0
83460	77.0	147.0
100189028	6.0	3.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	1.0	0.0
102466750	0.0	0.0
153339	4279.0	3266.0
116349	305.0	241.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	120.0	118.0
346562	0.0	1.0
647415	2.0	0.0
128322	1.0	0.0
1809	6327.0	19245.0
116337	0.0	0.0
153328	17.0	63.0
1800	113.0	389.0
100128061	0.0	0.0
100128060	53.0	18.0
100128062	0.0	0.0
1808	3814.0	2540.0
83483	11258.0	7923.0
1807	11.0	13.0
1806	2769.0	2101.0
1805	3734.0	716.0
83480	757.0	462.0
1804	2725.0	85.0
1803	686.0	12827.0
1802	936.0	818.0
83482	2.0	4.0
1801	933.0	807.0
83481	264.0	882.0
131965	595.0	437.0
1811	3.0	0.0
1810	4525.0	2939.0
143941	18.0	11.0
1819	1594.0	1233.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	1.0
1815	27.0	17.0
100128054	4.0	2.0
1814	2.0	0.0
285084	0.0	0.0
1813	0.0	5.0
1812	8.0	0.0
100128055	1.0	1.0
647436	11.0	3.0
128387	751.0	555.0
131973	0.0	1.0
1822	10915.0	7557.0
1821	13.0	12.0
1820	610.0	488.0
100128041	0.0	0.0
1829	7564.0	6753.0
1828	5.0	0.0
1827	1679.0	1178.0
285093	128.0	25.0
1826	0.0	3.0
100128043	0.0	0.0
1825	183.0	946.0
100128042	2.0	0.0
1824	1255.0	2486.0
1823	16.0	1.0
100128044	0.0	0.0
407977	2.0	5.0
407975	32.0	19.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	37.0	38.0
1832	24304.0	32935.0
1831	10488.0	4204.0
1830	2.0	7.0
574016	25.0	17.0
100128036	0.0	0.0
1839	638.0	1218.0
1838	2514.0	1123.0
346528	3.0	0.0
1837	1750.0	1064.0
1836	1229.0	1374.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	1714.0	1295.0
1843	6515.0	17532.0
1842	960.0	397.0
1841	809.0	1135.0
1840	2680.0	351.0
574028	3.0	0.0
574029	1.0	1.0
100128025	31.0	17.0
1849	1245.0	1222.0
346517	0.0	0.0
1848	1800.0	14216.0
1847	1156.0	9487.0
100128020	0.0	0.0
1846	1035.0	2603.0
100128023	1.0	0.0
1845	4606.0	3853.0
153396	869.0	583.0
1855	2087.0	4848.0
1854	3156.0	2697.0
100131671	1.0	2.0
1852	0.0	18.0
1850	264.0	671.0
100131678	0.0	0.0
1859	5541.0	3106.0
1857	4860.0	4251.0
1856	2047.0	1900.0
724068	0.0	0.0
724067	0.0	0.0
202781	699.0	442.0
1861	2021.0	2246.0
100131688	0.0	0.0
1869	442.0	829.0
724094	0.0	0.0
1880	1279.0	734.0
1877	1314.0	1470.0
100131691	124.0	73.0
1876	545.0	462.0
1875	1112.0	576.0
83417	100.0	3.0
100131693	12.0	1.0
100327036	2.0	0.0
83416	1277.0	1106.0
200132	4.0	25.0
1874	3068.0	2471.0
1872	17.0	3.0
1871	1818.0	898.0
1870	596.0	366.0
1879	1002.0	363.0
724087	16.0	4.0
1891	4991.0	4993.0
1890	5766.0	9668.0
83401	7.0	4.0
1889	11062.0	23441.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	2131.0	573.0
58472	2359.0	2763.0
200149	1.0	0.0
58475	1224.0	959.0
724038	0.0	0.0
83439	1562.0	388.0
1896	712.0	37.0
58477	2780.0	2579.0
58476	4049.0	1657.0
1894	730.0	687.0
1893	470.0	1965.0
1892	6684.0	6678.0
58478	2099.0	1977.0
200150	24.0	0.0
724022	0.0	0.0
58484	201.0	153.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1201.0	842.0
724024	0.0	0.0
58486	2784.0	1976.0
58485	4055.0	3835.0
724023	0.0	0.0
58480	5017.0	4851.0
724029	7.0	1.0
200159	1.0	5.0
724028	0.0	0.0
724027	1.0	1.0
58488	691.0	747.0
58487	3544.0	2685.0
200162	90.0	15.0
58489	1043.0	1930.0
58495	254.0	383.0
724059	0.0	0.0
58494	1122.0	500.0
58497	3444.0	1540.0
58496	111.0	70.0
58491	453.0	436.0
58490	3649.0	1458.0
58493	1985.0	946.0
58492	154.0	133.0
58499	2648.0	1391.0
58498	0.0	1.0
200172	27.0	11.0
83451	1798.0	2731.0
83450	839.0	197.0
83452	741.0	566.0
153364	554.0	198.0
83448	1540.0	692.0
200186	3497.0	2737.0
83447	1.0	2.0
200185	887.0	1133.0
83449	31.0	29.0
83444	166.0	211.0
83443	3162.0	3821.0
83446	0.0	0.0
83445	0.0	7.0
83440	3535.0	3289.0
83442	10806.0	15013.0
114984	905.0	950.0
114987	703.0	247.0
391603	0.0	0.0
10657	10134.0	8503.0
126969	420.0	282.0
10656	254.0	205.0
10659	3809.0	3450.0
10658	7563.0	4298.0
114990	2864.0	5031.0
114991	1640.0	1116.0
10651	1340.0	1399.0
10650	69.0	304.0
10653	23078.0	25889.0
10652	4668.0	4237.0
342667	10.0	5.0
10655	11.0	4.0
643812	0.0	0.0
342666	24.0	4.0
10654	2615.0	2122.0
136306	34.0	301.0
126961	0.0	0.0
10668	774.0	494.0
10667	1333.0	815.0
643827	5.0	0.0
10669	26.0	72.0
10660	0.0	0.0
10661	4.0	6.0
731220	15.0	16.0
138971	0.0	1.0
10664	4629.0	2572.0
10663	791.0	871.0
10666	539.0	370.0
731223	31.0	25.0
10665	4.0	0.0
136319	13398.0	7154.0
163933	55.0	21.0
317691	0.0	0.0
339005	139.0	87.0
10635	270.0	259.0
10634	667.0	837.0
10637	1.0	0.0
10636	2032.0	1277.0
10638	0.0	0.0
114971	661.0	833.0
10631	137.0	6233.0
643836	1972.0	1014.0
10630	380.0	189.0
643837	534.0	318.0
10633	16.0	6.0
643834	0.0	0.0
10632	6829.0	7205.0
100124394	0.0	0.0
10645	3500.0	2528.0
10648	0.0	0.0
10647	1.0	0.0
148304	249.0	226.0
114960	0.0	0.0
10640	3834.0	2259.0
136332	26.0	16.0
10642	21.0	5.0
643847	1.0	0.0
10641	1037.0	839.0
10644	891.0	2565.0
10643	215.0	83.0
317671	114.0	87.0
643862	0.0	0.0
391642	0.0	0.0
10609	1417.0	1169.0
391647	1.0	3.0
10613	2871.0	2786.0
10612	448.0	333.0
10615	1926.0	985.0
10614	2620.0	1715.0
10617	2240.0	1783.0
401525	0.0	0.0
10616	4290.0	4946.0
10618	22245.0	11541.0
643854	2.0	1.0
643853	128.0	57.0
643859	0.0	0.0
10611	5601.0	4313.0
10610	3190.0	1512.0
643872	7.0	4.0
643873	338.0	201.0
643870	13.0	11.0
317684	1.0	1.0
391655	1.0	0.0
391657	0.0	0.0
391656	4.0	2.0
317687	1.0	0.0
10623	1386.0	1267.0
10626	653.0	555.0
10625	5272.0	5290.0
10628	57848.0	28068.0
10627	13453.0	16209.0
10629	703.0	658.0
342618	9.0	5.0
643865	0.0	0.0
643866	164.0	103.0
10620	579.0	277.0
10622	130.0	50.0
10621	688.0	529.0
101954275	0.0	0.0
101954276	2.0	0.0
643880	0.0	0.0
101954273	1.0	2.0
643884	0.0	0.0
101954277	4.0	2.0
101954278	8.0	17.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	302.0	77.0
83606	4435.0	3983.0
101954271	2.0	0.0
83605	3459.0	5186.0
101954272	7.0	2.0
83608	543.0	583.0
83607	1645.0	1044.0
151903	2201.0	2200.0
401507	0.0	0.0
317649	3588.0	3338.0
391627	0.0	0.0
401505	782.0	573.0
388007	0.0	0.0
317648	964.0	722.0
100419709	7.0	7.0
100419705	0.0	0.0
643875	0.0	0.0
401509	59.0	11.0
401508	0.0	0.0
101954264	4.0	0.0
138948	364.0	327.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	6.0	0.0
102464827	0.0	0.0
391630	6.0	0.0
102464828	0.0	0.0
317662	1625.0	1231.0
100419711	3.0	1.0
102464825	0.0	0.0
56000	3.0	5.0
391632	1.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	83.0	40.0
102464824	0.0	0.0
56005	3306.0	5020.0
10602	1854.0	7432.0
56006	1927.0	1697.0
83604	1902.0	377.0
10603	1053.0	324.0
10606	4085.0	2149.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2194.0	2479.0
10608	5825.0	5510.0
10607	2205.0	2184.0
10600	3442.0	1858.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	1.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3490.0	2559.0
102464832	0.0	0.0
100271849	434.0	57.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	255.0	317.0
112398	1482.0	1413.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	1.0	0.0
388021	2.0	9.0
100419734	0.0	0.0
391698	2.0	0.0
100419731	0.0	0.0
100271836	117.0	51.0
100419732	1.0	0.0
100419730	0.0	0.0
100271846	5.0	0.0
388015	0.0	0.0
101954204	0.0	0.0
199953	817.0	436.0
161357	4.0	0.0
100420734	0.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	0.0
731275	39.0	15.0
199920	79.0	24.0
222826	3.0	0.0
101929286	0.0	0.0
391670	0.0	0.0
391672	2.0	0.0
161342	7.0	17.0
148398	242.0	233.0
100419758	362.0	99.0
100419751	1.0	0.0
124359	651.0	371.0
101929293	31.0	23.0
100420752	1.0	0.0
100420754	0.0	0.0
10691	1322.0	775.0
10690	0.0	1.0
101929212	9.0	18.0
101929218	0.0	0.0
388076	0.0	1.0
388077	3.0	5.0
100419764	0.0	0.0
199900	0.0	0.0
151963	281.0	303.0
10693	129.0	105.0
10692	10.0	1.0
10695	4562.0	4780.0
10694	7783.0	6291.0
10699	31.0	71.0
101929221	1.0	0.0
100420763	1.0	0.0
101929225	1.0	0.0
101929222	0.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1040.0	830.0
101929239	0.0	0.0
100419788	1.0	0.0
148345	42.0	20.0
101929238	0.0	0.0
220213	1676.0	1730.0
10678	1773.0	1890.0
151987	4321.0	2448.0
10671	1323.0	1509.0
10670	4328.0	3801.0
10673	1308.0	1153.0
10672	7670.0	3272.0
10675	42.0	66.0
10677	387.0	242.0
100419793	0.0	0.0
100420784	0.0	0.0
100420786	1.0	0.0
101929247	0.0	0.0
100420787	6.0	2.0
101929244	2.0	1.0
220202	0.0	1.0
222865	43.0	106.0
10682	1276.0	1760.0
10681	2218.0	2239.0
10683	13.0	29.0
10686	210.0	5165.0
136371	0.0	0.0
643803	0.0	0.0
10687	83.0	255.0
100419682	0.0	1.0
100420678	104.0	40.0
222894	0.0	0.0
100419687	1.0	1.0
283807	126.0	56.0
653194	0.0	0.0
83598	12.0	2.0
83597	8.0	0.0
653199	54.0	17.0
83594	1362.0	679.0
83593	4976.0	3056.0
83596	563.0	578.0
83595	279.0	181.0
83590	1762.0	2121.0
653190	19.0	189.0
653192	0.0	0.0
83592	81.0	22.0
83591	604.0	318.0
1909	572.0	735.0
100420689	0.0	2.0
1908	178.0	5.0
161291	8205.0	6513.0
653188	1.0	1.0
653189	47.0	46.0
1907	39.0	13.0
1906	195.0	112.0
197258	1575.0	1513.0
1903	1538.0	853.0
197259	905.0	736.0
1902	1904.0	768.0
1901	2431.0	1045.0
100420681	0.0	0.0
197257	912.0	165.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	1312.0	556.0
1917	35.0	42.0
1915	334790.0	288577.0
1912	6031.0	6474.0
1911	735.0	457.0
101929202	0.0	0.0
101929203	4.0	1.0
199899	0.0	0.0
148281	26.0	13.0
219287	12.0	9.0
161253	26.0	34.0
219285	4092.0	3529.0
283849	244.0	274.0
283848	372.0	223.0
1932	2.0	2.0
283847	1.0	2.0
256227	24.0	16.0
256223	0.0	0.0
1939	3417.0	2508.0
1938	136847.0	119028.0
1937	12.0	17.0
1936	7345.0	7102.0
1934	5.0	7.0
1933	13019.0	12521.0
161247	39.0	24.0
219293	465.0	455.0
1943	1.0	4.0
1942	4733.0	4477.0
256236	3137.0	1588.0
1949	43.0	73.0
199870	1242.0	805.0
1948	1906.0	1531.0
1947	1201.0	1348.0
1946	136.0	128.0
1945	359.0	628.0
1944	67.0	79.0
161271	0.0	0.0
1954	4222.0	2397.0
1953	678.0	1494.0
1952	7930.0	5459.0
1951	192.0	188.0
1950	177.0	32.0
283820	482.0	339.0
1959	1643.0	723.0
1958	7705.0	11719.0
1956	4486.0	6294.0
1955	4949.0	7728.0
1965	3784.0	2717.0
1964	4792.0	2741.0
199857	695.0	551.0
1962	1070.0	588.0
1961	4.0	6.0
1960	739.0	182.0
220296	14.0	0.0
1969	850.0	2811.0
1968	12338.0	8519.0
1967	2348.0	1980.0
114904	460.0	1091.0
114905	151.0	34.0
114907	2229.0	2205.0
114908	25598.0	15891.0
340094	0.0	0.0
643783	125.0	47.0
114900	27.0	47.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	27431.0	18508.0
1974	24949.0	21520.0
1973	313.0	241.0
283888	35.0	11.0
401447	0.0	0.0
653113	71.0	27.0
1979	10263.0	7414.0
1978	344.0	730.0
1977	2127.0	1460.0
643790	15.0	4.0
1990	11.0	4.0
256281	863.0	1480.0
1987	0.0	1.0
1986	6.0	6.0
1984	14328.0	15237.0
1983	15527.0	7199.0
1982	54265.0	37868.0
283876	113.0	71.0
1981	18401.0	13078.0
1980	14.0	10.0
283871	787.0	974.0
283870	203.0	305.0
105375616	0.0	0.0
340075	23.0	75.0
340073	0.0	0.0
653125	21.0	3.0
401431	260.0	108.0
83528	3.0	0.0
1998	2360.0	1560.0
1997	6706.0	3446.0
283869	9.0	16.0
1996	8.0	7.0
401428	34.0	15.0
83538	278.0	146.0
1995	3.0	0.0
401427	35.0	19.0
283867	0.0	4.0
1994	4515.0	3983.0
1993	4.0	2.0
1992	5437.0	7411.0
1991	7.0	3.0
283860	6.0	2.0
83530	11.0	1.0
340069	2.0	3.0
1999	883.0	4172.0
105375606	0.0	1.0
340061	3306.0	8718.0
653115	91.0	40.0
653121	565.0	499.0
653122	59.0	34.0
283854	0.0	0.0
653123	0.0	0.0
401491	65.0	7.0
100124412	0.0	0.0
653147	4.0	3.0
401498	14.0	214.0
653149	3.0	0.0
401497	0.0	0.0
401494	1254.0	697.0
401492	14.0	14.0
83550	4.0	0.0
83552	0.0	0.0
83551	3.0	0.0
114932	4268.0	3119.0
83539	0.0	0.0
83547	976.0	1113.0
83546	2.0	3.0
653140	21.0	24.0
83549	2014.0	1471.0
83548	2064.0	1392.0
83543	15941.0	4301.0
653145	0.0	202.0
83544	1360.0	628.0
83541	850.0	1078.0
83540	423.0	212.0
126917	1287.0	1179.0
340037	20.0	1.0
114926	2495.0	1507.0
114928	1432.0	844.0
339044	2.0	3.0
256297	1.0	0.0
401474	1734.0	1587.0
653174	0.0	0.0
653175	1.0	0.0
340024	0.0	14.0
114915	810.0	864.0
401466	1007.0	1211.0
653162	50.0	46.0
653163	0.0	0.0
283899	2290.0	1521.0
653166	0.0	0.0
283897	1280.0	471.0
339145	21.0	106.0
391723	0.0	0.0
391722	1.0	2.0
10778	2268.0	1175.0
10777	4.0	1.0
10772	6388.0	4002.0
340120	53.0	5.0
10771	9282.0	4197.0
10773	1087.0	565.0
10776	9973.0	7561.0
10775	1613.0	1289.0
10788	5365.0	1225.0
391739	2.0	0.0
10781	1530.0	1305.0
10780	602.0	278.0
10783	2405.0	1712.0
10782	1982.0	1603.0
10785	551.0	374.0
10787	9847.0	8814.0
10786	9.0	12.0
102606463	84.0	18.0
731308	0.0	0.0
339122	172.0	149.0
339123	2686.0	2056.0
102606462	0.0	0.0
391701	1.0	2.0
391703	0.0	0.0
151827	131.0	57.0
126826	1.0	0.0
643719	34.0	50.0
10755	3446.0	7766.0
151825	1.0	0.0
10758	2158.0	1351.0
126823	397.0	386.0
126820	42.0	23.0
10750	251.0	62.0
10752	158.0	27.0
10751	0.0	0.0
10753	18.0	19.0
643714	0.0	0.0
138864	0.0	0.0
391712	78.0	30.0
391714	0.0	0.0
114836	2652.0	1137.0
10767	2835.0	1713.0
10766	9321.0	5355.0
151835	7.0	6.0
10769	757.0	3537.0
391718	0.0	0.0
10768	10089.0	8119.0
126811	0.0	0.0
643723	17.0	1.0
10761	0.0	0.0
10763	3034.0	1392.0
10762	4439.0	1911.0
10765	3563.0	3433.0
101929179	4.0	2.0
388112	1.0	0.0
339105	52.0	28.0
83707	1087.0	1507.0
83706	5885.0	2461.0
10734	426.0	162.0
10733	426.0	281.0
83714	612.0	250.0
10736	21.0	11.0
401648	3.0	0.0
643739	0.0	0.0
10735	9534.0	4542.0
401647	538.0	877.0
10738	3.0	0.0
401646	0.0	0.0
10737	17.0	9.0
10739	6.0	5.0
376132	0.0	0.0
10730	8685.0	6464.0
101929184	1.0	0.0
10732	1185.0	507.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	31.0	13.0
124221	69.0	106.0
124222	327.0	565.0
114897	2985.0	2445.0
114898	84.0	27.0
124220	7.0	28.0
114899	171.0	112.0
391777	26.0	7.0
10745	971.0	943.0
56104	55.0	9.0
83700	1066.0	690.0
401638	1.0	0.0
10744	2.0	1.0
56105	137.0	73.0
10747	97.0	11.0
401637	3.0	6.0
56106	272.0	233.0
10746	5676.0	2897.0
56107	149.0	39.0
10749	11025.0	8871.0
56100	370.0	146.0
401634	0.0	0.0
10748	120.0	81.0
56101	422.0	96.0
56102	76.0	10.0
56103	94.0	62.0
643744	10.0	8.0
10741	4064.0	4119.0
56108	216.0	81.0
10740	40.0	11.0
643749	253.0	167.0
56109	297.0	68.0
10743	2285.0	2754.0
342732	5.0	2.0
10742	1150.0	1553.0
101929198	6.0	2.0
101929196	3.0	2.0
100420811	0.0	0.0
114884	1220.0	668.0
317774	0.0	0.0
114885	1587.0	901.0
401630	0.0	0.0
317772	0.0	2.0
100419821	0.0	1.0
56110	99.0	71.0
317778	0.0	0.0
83729	6.0	9.0
317775	1.0	0.0
83734	393.0	442.0
10712	1150.0	829.0
83733	42.0	34.0
10714	1223.0	827.0
126868	34.0	6.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2846.0	2324.0
317768	2.0	1.0
10716	0.0	2.0
100419827	0.0	0.0
56111	119.0	100.0
10715	31.0	66.0
56112	108.0	44.0
56113	228.0	151.0
83732	1035.0	570.0
10718	35.0	40.0
10717	1105.0	710.0
56114	32.0	17.0
388125	93.0	938.0
401629	0.0	1.0
317781	1267.0	918.0
388122	0.0	0.0
83719	2775.0	3158.0
56120	28.0	6.0
56121	216.0	124.0
114876	2021.0	947.0
388121	162.0	42.0
83716	2573.0	2308.0
83715	14.0	217.0
114879	999.0	1102.0
100420829	0.0	0.0
10723	3310.0	3568.0
56126	55.0	50.0
83723	11.0	7.0
126859	14.0	3.0
56127	60.0	19.0
10725	4498.0	1376.0
56128	10.0	7.0
56129	71.0	60.0
10724	11786.0	7684.0
114880	199.0	59.0
56122	216.0	274.0
388115	2145.0	1129.0
401613	34.0	14.0
114881	943.0	1329.0
10726	5830.0	5262.0
56123	218.0	168.0
401612	254.0	141.0
114882	4261.0	2357.0
56124	44.0	19.0
10728	15123.0	12005.0
114883	5141.0	3618.0
56125	86.0	30.0
643766	0.0	0.0
10721	347.0	107.0
10720	16.0	1.0
100420830	1.0	0.0
136259	3.0	2.0
100420834	0.0	0.0
317751	15.0	5.0
124274	0.0	0.0
388152	19.0	40.0
317754	0.0	0.0
317753	0.0	0.0
317749	550.0	539.0
342705	1.0	0.0
151888	800.0	251.0
151887	9399.0	6554.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	281.0	178.0
100420843	0.0	0.0
100293090	98.0	149.0
148254	527.0	197.0
317762	1352.0	933.0
317761	3.0	4.0
100419854	0.0	0.0
317760	27.0	9.0
317767	5.0	2.0
100271715	60.0	16.0
148252	76.0	185.0
100271722	219.0	294.0
199834	0.0	0.0
388135	37.0	19.0
101929152	1.0	2.0
100420854	0.0	0.0
222950	13.0	7.0
100419867	0.0	0.0
148266	596.0	253.0
100419868	2.0	3.0
148268	684.0	352.0
100419866	3.0	2.0
100420859	0.0	0.0
124245	3167.0	1715.0
317729	1.0	0.0
136288	4.0	11.0
199800	32.0	16.0
101930150	0.0	0.0
163882	2812.0	1214.0
388165	75.0	42.0
100419873	0.0	0.0
100271700	125.0	26.0
100271703	0.0	0.0
100271702	22.0	0.0
100420875	2.0	0.0
100420877	0.0	1.0
388199	2.0	0.0
22794	7014.0	3662.0
22795	6269.0	2398.0
22796	1799.0	1103.0
22797	1122.0	518.0
22798	9.0	3.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	5.0	1.0
100420881	0.0	0.0
388181	1.0	0.0
100419893	1.0	1.0
222967	5.0	5.0
219333	2787.0	1264.0
136227	67.0	61.0
222962	756.0	161.0
148213	359.0	201.0
388182	32.0	16.0
100419895	0.0	0.0
317716	0.0	0.0
148203	293.0	305.0
317719	45.0	3.0
148206	868.0	712.0
163859	1650.0	971.0
101929110	2.0	4.0
101929111	0.0	2.0
219348	298.0	224.0
219347	124.0	92.0
100420898	2.0	0.0
148223	1776.0	1452.0
10799	143.0	122.0
136242	2.0	1.0
10791	1656.0	3029.0
10794	118.0	97.0
10793	676.0	386.0
10795	1911.0	1462.0
10798	0.0	0.0
10797	2489.0	1796.0
101929121	3.0	0.0
101929120	1.0	0.0
101929127	5.0	3.0
317701	0.0	0.0
220323	1085.0	1867.0
148231	0.0	0.0
148229	117.0	85.0
151877	6.0	7.0
151871	0.0	0.0
93035	15212.0	99.0
161176	1635.0	503.0
56097	21.0	17.0
56098	23.0	14.0
56099	472.0	303.0
93034	23.0	6.0
283927	300.0	135.0
220359	26.0	38.0
653073	0.0	0.0
653075	5.0	0.0
