id	b21dbcdd-4d95-423f-a52f-efbe521cf23e	dfdfe4e3-a086-465d-ad7e-37e0c80dc327
106481955	0.0	0.0
106481952	0.0	1.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	111.0	185.0
106481959	0.0	0.0
8073	11509.0	26150.0
106481956	0.0	0.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	6.0	3.0
106481962	2.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	227.0	290.0
100271472	1.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	0.0	0.0
100271470	0.0	0.0
440905	14.0	11.0
439916	0.0	0.0
8089	687.0	1358.0
440902	1.0	4.0
643499	1.0	0.0
439915	0.0	0.0
440900	2.0	0.0
8082	973.0	4248.0
106481965	0.0	0.0
106481966	7.0	22.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	1889.0	2398.0
106481969	0.0	0.0
8087	4456.0	10834.0
106481967	5.0	7.0
8085	1681.0	4584.0
106481968	0.0	4.0
102724167	0.0	1.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	0.0	76.0
106481973	0.0	0.0
100271465	0.0	0.0
106481970	0.0	0.0
401335	0.0	0.0
100271467	0.0	0.0
106481971	1.0	0.0
100271462	0.0	0.0
81261	2.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	12209.0	21920.0
81264	0.0	0.0
100271460	1.0	9.0
731688	12.0	16.0
728034	0.0	0.0
8099	1192.0	3524.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	12.0	1233.0
106481930	0.0	0.0
8092	0.0	0.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	85.0	68.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	2.0
56413	35.0	37.0
106481940	0.0	0.0
283365	1.0	0.0
100126596	0.0	0.0
728023	7.0	4.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	1.0	1.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	246.0	4037.0
344838	0.0	2.0
106481918	0.0	0.0
106481919	0.0	3.0
106481916	0.0	0.0
106481917	1.0	0.0
572558	9.0	19.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	416.0	1208.0
100126572	0.0	0.0
106481929	2.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	2.0	1.0
728042	0.0	0.0
106481921	8.0	0.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	2.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	0.0	0.0
101234262	3.0	13.0
767612	0.0	0.0
767611	0.0	0.0
283337	1608.0	2990.0
344813	0.0	0.0
114548	33.0	170.0
81406	0.0	1.0
81407	0.0	0.0
344807	0.0	0.0
126526	586.0	1360.0
767600	0.0	0.0
344805	31.0	40.0
106481907	1.0	0.0
106481908	0.0	0.0
106481905	1.0	0.0
731656	10.0	18.0
102800446	0.0	1.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	0.0	1.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	7.0	16.0
728013	98.0	118.0
283392	8.0	0.0
728012	0.0	1.0
728015	6.0	1.0
728010	0.0	2.0
81428	0.0	0.0
728019	0.0	2.0
56478	1083.0	2650.0
56479	479.0	1090.0
126506	2.0	1.0
56474	778.0	1245.0
81430	1.0	0.0
56475	65.0	100.0
81431	0.0	0.0
56476	0.0	0.0
56477	1541.0	1278.0
93408	0.0	1.0
283385	129.0	140.0
283383	2509.0	1024.0
728005	1.0	3.0
81419	0.0	0.0
81421	0.0	0.0
283377	1152.0	2100.0
643401	1.0	3.0
283375	18.0	14.0
283373	1043.0	1606.0
151525	1075.0	2147.0
126567	877.0	357.0
391211	0.0	0.0
151534	44.0	252.0
151531	18.0	11.0
114569	9686.0	16980.0
126549	4.0	14.0
114571	0.0	0.0
100527978	26.0	37.0
126541	0.0	0.0
126536	3.0	0.0
151556	377.0	348.0
391242	0.0	0.0
728075	0.0	0.0
440699	2.0	21.0
440695	0.0	0.0
728072	0.0	0.0
100527960	13.0	17.0
391253	0.0	0.0
728064	0.0	0.0
100527963	90.0	156.0
728066	5.0	1.0
440689	7.0	34.0
391257	0.0	0.0
391256	3.0	8.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	24.0	34.0
728090	0.0	0.0
728088	6.0	6.0
100527943	2.0	5.0
114599	11.0	2.0
126581	0.0	0.0
151516	51.0	54.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	2.0	2.0
100527947	1.0	0.0
100527948	0.0	0.0
100527949	0.0	0.0
643384	0.0	0.0
391160	1.0	0.0
643382	47.0	35.0
391162	2.0	0.0
692312	1.0	7.0
163479	0.0	1.0
391169	0.0	0.0
100271332	6.0	1.0
391171	0.0	0.0
391174	2.0	6.0
643394	1.0	1.0
391175	0.0	0.0
391179	0.0	0.0
93380	1495.0	2773.0
100271323	2.0	0.0
100271322	0.0	0.0
100271325	2.0	1.0
100271321	0.0	0.0
401036	1.0	2.0
440672	1.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	2.0	2.0
391155	1.0	0.0
401024	20.0	48.0
163486	822.0	1615.0
401022	23.0	552.0
425054	5.0	1.0
425057	0.0	0.0
100271305	0.0	2.0
100271304	0.0	0.0
100271300	6.0	4.0
401018	0.0	1.0
100271303	6.0	3.0
100271302	0.0	0.0
401093	84.0	278.0
401097	3.0	43.0
151449	9.0	29.0
401082	0.0	0.0
8100	1293.0	976.0
440606	0.0	0.0
8106	6151.0	9720.0
440603	14.0	5.0
401089	1.0	2.0
391183	0.0	0.0
8110	24.0	210.0
8111	32.0	47.0
391189	1.0	2.0
8115	2.0	2.0
401074	21.0	17.0
222484	570.0	1601.0
391190	0.0	0.0
391192	0.0	1.0
391191	1.0	1.0
391194	0.0	0.0
8123	38.0	92.0
391196	0.0	0.0
391195	4.0	3.0
8128	13.0	75.0
8125	4053.0	6782.0
401067	0.0	0.0
8120	88.0	338.0
151477	38.0	79.0
151473	166.0	284.0
643300	7.0	16.0
645962	0.0	0.0
8139	486.0	685.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	1750.0	3927.0
81329	0.0	0.0
83998	0.0	0.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	4.0	37.0
283403	0.0	3.0
83990	6.0	234.0
83992	328.0	1835.0
645954	9.0	22.0
81330	0.0	0.0
645958	122.0	201.0
645957	1.0	1.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	1.0	10.0
8148	6510.0	10155.0
222487	71.0	7.0
81318	0.0	0.0
8140	100.0	1849.0
83987	2208.0	384.0
81324	0.0	0.0
83986	3498.0	7484.0
81325	0.0	0.0
83989	1255.0	2290.0
83988	156.0	451.0
81327	0.0	0.0
83983	32.0	107.0
81320	0.0	0.0
83982	1496.0	2502.0
83985	62.0	86.0
81322	0.0	0.0
643308	3.0	1.0
643309	1.0	3.0
645968	30.0	28.0
645980	1.0	1.0
100271390	1.0	2.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	645.0	1094.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	0.0	0.0
81353	2.0	5.0
106481884	0.0	0.0
100271399	1.0	1.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	1.0	1.0
100271392	15.0	12.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	4.0	9.0
93323	240.0	403.0
8165	5541.0	5087.0
645996	50.0	161.0
645993	1.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	992.0	1422.0
106481891	1.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	2.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	3.0	3.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	3.0
8178	507.0	1243.0
344892	0.0	0.0
643343	24.0	35.0
8170	104.0	55.0
106481855	0.0	0.0
401014	23.0	39.0
106481856	0.0	0.0
106481853	1.0	0.0
106481854	0.0	0.0
8174	13.0	24.0
106481859	1.0	0.0
8175	2057.0	4963.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	24.0	16.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	26.0	199.0
645998	0.0	0.0
643336	0.0	1.0
100271371	0.0	0.0
8189	3613.0	7230.0
8187	121.0	375.0
93343	2500.0	3848.0
93349	188.0	224.0
643353	0.0	1.0
106481866	3.0	1.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	1.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	4.0	0.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	27.0	234.0
100271364	1.0	1.0
81363	0.0	0.0
344875	1.0	0.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	2.0	0.0
8192	1821.0	4133.0
106481833	4.0	13.0
8193	9.0	15.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	2.0	1.0
106481832	0.0	1.0
106481837	1.0	1.0
106481838	0.0	1.0
106481835	1.0	0.0
8195	2359.0	2771.0
106481836	0.0	0.0
106481840	1.0	1.0
106481841	0.0	0.0
100271358	3.0	3.0
81399	0.0	0.0
283422	0.0	4.0
344866	7.0	1.0
100271351	0.0	0.0
283420	4.0	29.0
100271354	2.0	0.0
81390	0.0	0.0
81392	0.0	1.0
643376	2.0	3.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	2.0	0.0
106481843	2.0	0.0
106481848	0.0	0.0
106481849	0.0	0.0
106481846	0.0	0.0
100307126	28.0	67.0
106481847	0.0	0.0
100271349	1.0	0.0
283417	883.0	251.0
283416	343.0	127.0
106481851	0.0	1.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	8.0	8.0
106481850	0.0	0.0
81382	0.0	0.0
81383	1.0	1.0
100271343	9.0	6.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	680.0	2060.0
283487	26.0	191.0
283486	0.0	1.0
283483	1.0	1.0
283481	345.0	371.0
283480	1.0	1.0
106481828	0.0	1.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	1.0	0.0
106481823	0.0	0.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	0.0	0.0
106481827	0.0	0.0
106481824	1.0	3.0
106481825	0.0	1.0
56547	0.0	0.0
106481830	0.0	0.0
56548	146.0	330.0
283471	4.0	0.0
731789	0.0	0.0
728170	2.0	3.0
283464	827.0	2606.0
283463	3.0	3.0
283461	0.0	1.0
283460	0.0	0.0
106481808	0.0	0.0
728167	1.0	3.0
106481809	2.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	0.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	1.0
106481805	1.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	16.0	21612.0
81502	8012.0	13100.0
283459	843.0	1523.0
283458	24.0	33.0
283455	125.0	611.0
645900	0.0	0.0
283450	2284.0	3020.0
780776	59.0	61.0
728113	5.0	5.0
126410	0.0	1.0
728116	2.0	17.0
728115	1.0	1.0
728118	16.0	17.0
81533	3441.0	8839.0
126402	2.0	0.0
81532	2116.0	3317.0
645930	0.0	1.0
731779	0.0	1.0
728106	3.0	0.0
645922	0.0	0.0
645927	0.0	0.0
728134	9.0	8.0
474170	66.0	160.0
728130	43.0	42.0
645940	0.0	2.0
728132	0.0	0.0
728137	0.0	0.0
81555	1525.0	3023.0
81556	1774.0	3268.0
81557	2.0	0.0
81558	1415.0	2403.0
645939	0.0	0.0
81551	0.0	0.0
101055625	1.0	8.0
81552	674.0	1941.0
81553	3330.0	4972.0
344905	32.0	17.0
81554	2409.0	5694.0
474167	6.0	17.0
81550	1363.0	1982.0
344901	0.0	0.0
645931	1.0	0.0
645950	1.0	0.0
728121	37.0	35.0
81537	825.0	2956.0
81539	4362.0	5391.0
728128	2.0	0.0
81544	153.0	363.0
81545	1118.0	2469.0
81542	1764.0	3125.0
81543	76.0	91.0
93517	376.0	693.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	119.0	79.0
126432	358.0	2079.0
163404	1.0	0.0
138474	2.0	0.0
391365	0.0	0.0
391367	2.0	0.0
728192	0.0	0.0
728194	2.0	0.0
728190	388.0	665.0
391378	0.0	0.0
138412	3.0	2.0
138428	8.0	14.0
138429	56.0	265.0
391356	2059.0	2450.0
391358	10.0	7.0
56521	19.0	22.0
391282	2.0	0.0
643263	0.0	0.0
643264	1.0	0.0
100271209	20.0	5.0
222537	3.0	4.0
163351	40.0	12.0
100271217	0.0	0.0
100271216	1.0	1.0
100271218	1.0	2.0
401164	2.0	1.0
100271206	1.0	0.0
100271207	0.0	1.0
100271201	0.0	0.0
100271204	1.0	1.0
391266	1.0	0.0
440799	0.0	0.0
391267	3.0	2.0
222553	38.0	126.0
391269	0.0	0.0
440795	0.0	0.0
401152	6551.0	10861.0
126393	427.0	465.0
8200	35.0	10.0
8204	415.0	2495.0
8202	1146.0	3103.0
391276	0.0	0.0
391279	0.0	0.0
401145	60.0	49.0
222545	0.0	0.0
126382	621.0	1802.0
222546	1.0	1.0
606293	11.0	1.0
401138	0.0	0.0
401137	1.0	0.0
151393	248.0	442.0
692231	0.0	0.0
440738	29.0	16.0
692233	0.0	1.0
440737	76.0	99.0
8216	1601.0	2906.0
8214	472.0	3824.0
440732	12.0	10.0
440730	3.0	2.0
222584	105.0	54.0
151325	3.0	0.0
8208	145.0	858.0
8209	248.0	220.0
8220	948.0	2132.0
8226	475.0	783.0
692223	0.0	0.0
8227	2885.0	3513.0
8224	4.0	41.0
692225	6.0	6.0
8225	2866.0	4555.0
692226	0.0	0.0
100381178	7.0	10.0
692227	53.0	46.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	0.0	1.0
8218	625.0	795.0
8233	809.0	1274.0
692210	0.0	1.0
8237	7275.0	9870.0
401190	1.0	19.0
692212	15.0	5.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1270.0	1763.0
8242	2175.0	5642.0
8243	1797.0	4533.0
692201	0.0	0.0
692202	2.0	1.0
692203	0.0	0.0
692204	0.0	0.0
692205	0.0	10.0
692206	0.0	0.0
692207	1.0	1.0
692208	1.0	0.0
692209	1.0	0.0
8241	3092.0	5716.0
100310812	0.0	1.0
8239	3954.0	8761.0
151354	131.0	1096.0
100271291	0.0	0.0
93432	0.0	1.0
100271290	1.0	1.0
645841	0.0	0.0
93436	1987.0	3192.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	1.0	1.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	2.0	0.0
106481783	0.0	1.0
283523	1.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	0.0	0.0
100271296	0.0	0.0
645834	3.0	0.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	2.0	1.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1682.0	4180.0
93426	16.0	3.0
8269	482.0	649.0
106481789	1.0	1.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	1.0
8263	523.0	957.0
8260	1352.0	2809.0
283518	25.0	18.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	1.0
81448	0.0	0.0
106481791	0.0	0.0
283514	3.0	3.0
106481796	0.0	9.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	1.0	0.0
100271286	0.0	2.0
645846	0.0	3.0
100271288	0.0	0.0
645843	1.0	0.0
81440	7.0	2.0
100271284	0.0	0.0
8277	6.0	4.0
645864	0.0	3.0
342374	4.0	3.0
440714	0.0	0.0
342372	4.0	6.0
342371	1389.0	2360.0
440712	127.0	213.0
106481756	0.0	1.0
8270	676.0	2115.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1526.0	1392.0
728215	18.0	238.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	86.0	68.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	11.0	7.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	1.0
81470	0.0	0.0
100271274	0.0	0.0
100310841	0.0	0.0
81472	0.0	0.0
81473	0.0	0.0
100310840	64.0	112.0
100271273	0.0	0.0
645859	1.0	0.0
8288	3.0	3.0
8289	3371.0	7407.0
8287	971.0	2153.0
643210	2.0	3.0
106481767	0.0	0.0
728207	3.0	3.0
106481768	0.0	2.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	1496.0	3944.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	1.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	0.0	1.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	7.0	15.0
100271262	3.0	0.0
100310851	0.0	0.0
342358	1.0	1.0
342357	427.0	621.0
100310850	0.0	2.0
100271261	0.0	0.0
643220	5.0	5.0
643224	124.0	14.0
645884	0.0	0.0
8291	446.0	3782.0
401136	3.0	1.0
106481734	2.0	11.0
8292	71.0	101.0
401135	0.0	0.0
106481735	7.0	4.0
106481732	0.0	4.0
8290	0.0	0.0
106481733	0.0	0.0
8295	1919.0	5394.0
106481738	0.0	0.0
93474	116.0	164.0
106481739	0.0	0.0
8293	2.0	3.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	317.0	666.0
106481741	0.0	0.0
106481742	7.0	25.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	329.0	10.0
100271253	4.0	0.0
645879	0.0	0.0
81493	31.0	186.0
81494	0.0	0.0
100271254	2.0	0.0
283562	2.0	0.0
81490	1881.0	2556.0
81491	41.0	36.0
342346	21.0	39.0
100271250	0.0	0.0
100873064	0.0	0.0
643232	0.0	2.0
100873065	0.0	0.0
106481745	0.0	0.0
401124	4.0	0.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	33.0	32.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	0.0	0.0
106481753	1.0	2.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	1.0	0.0
106481751	0.0	0.0
401115	595.0	560.0
81488	1352.0	4378.0
283554	37.0	208.0
283553	3.0	3.0
100271244	0.0	0.0
643226	1.0	0.0
283551	22.0	21.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	55.0	104.0
93492	1.0	3.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	1.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	2.0	0.0
100271235	0.0	0.0
283547	6.0	31.0
401106	100.0	74.0
100271234	0.0	0.0
106481720	3.0	1.0
100271230	0.0	0.0
643236	8.0	2.0
100271233	0.0	0.0
100271232	1.0	2.0
643253	83.0	196.0
93487	5266.0	5984.0
106481729	0.0	0.0
643255	2.0	0.0
106481723	0.0	0.0
106481724	0.0	1.0
106481721	0.0	0.0
106481722	0.0	0.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	1.0	0.0
100271228	1.0	1.0
283537	737.0	1636.0
100271229	0.0	2.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	0.0	3.0
106481731	1.0	0.0
100271226	0.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	4.0	1.0
344978	1.0	5.0
100271221	0.0	0.0
138716	1063.0	1635.0
780852	14.0	0.0
728276	1.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	3.0	6.0
780851	94.0	2.0
100126356	0.0	0.0
285796	0.0	0.0
81607	61.0	1744.0
81608	1632.0	3292.0
81609	1403.0	5154.0
81603	5583.0	20606.0
81605	2683.0	4768.0
81606	5920.0	33250.0
81610	4.0	120.0
56654	1080.0	9120.0
56655	1197.0	1671.0
81611	2365.0	6825.0
56650	2073.0	3930.0
29028	239.0	2036.0
283129	9.0	16.0
56651	7.0	2.0
56652	217.0	758.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1059.0	1412.0
283120	269.0	123.0
56659	135.0	399.0
100126350	0.0	1.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	0.0	1.0
138724	1.0	1.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	14.0	144.0
100126348	3.0	0.0
728263	0.0	1.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	5.0	5.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	2653.0	3329.0
100190924	0.0	0.0
56666	581.0	769.0
30012	0.0	0.0
29034	0.0	0.0
56667	3.0	1.0
106865375	0.0	0.0
81602	1143.0	758.0
30014	0.0	0.0
106865374	0.0	0.0
56662	11.0	1.0
30011	2180.0	5396.0
283116	0.0	0.0
56663	0.0	1.0
30010	0.0	0.0
56664	10.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	1.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1397.0	2055.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1489.0	3153.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	7.0	12.0
100381202	0.0	1.0
56670	295.0	1409.0
81626	1.0	2.0
81627	1013.0	1789.0
81628	1259.0	5461.0
56676	0.0	0.0
30001	2025.0	4164.0
54012	0.0	0.0
56677	0.0	0.0
246175	1050.0	2720.0
56672	948.0	2392.0
246176	7.0	31.0
56673	7.0	4.0
54016	0.0	0.0
283106	7.0	8.0
30000	2445.0	5512.0
56674	3917.0	10299.0
54015	0.0	0.0
81631	4637.0	11000.0
56675	28.0	57.0
54014	2464.0	4500.0
283104	185.0	356.0
100126330	0.0	0.0
30009	27.0	32.0
283102	6.0	4.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	1.0	0.0
30008	5373.0	7736.0
100128991	2.0	0.0
100128990	0.0	0.0
66002	22.0	26.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	205.0	315.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	799.0	1750.0
100126325	0.0	0.0
66005	4152.0	10202.0
100126326	0.0	0.0
81618	5298.0	13189.0
81619	3438.0	6047.0
56681	5216.0	6466.0
66008	3279.0	8966.0
29018	0.0	0.0
81614	746.0	1888.0
54020	1443.0	2663.0
81615	28.0	218.0
81616	4.0	4.0
81617	1132.0	617.0
767846	7.0	14.0
81621	241.0	490.0
81622	950.0	2141.0
246184	477.0	592.0
767851	0.0	0.0
81623	0.0	0.0
54022	3.0	1.0
81624	13.0	158.0
767853	0.0	0.0
54021	2.0	7.0
56683	1995.0	2237.0
54028	25.0	30.0
54027	0.0	0.0
29015	2987.0	386.0
54026	0.0	0.0
767850	0.0	0.0
81620	116.0	1570.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	15.0	7.0
246182	0.0	1.0
100126316	0.0	0.0
728233	219.0	401.0
283171	0.0	1.0
100126317	2.0	1.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	1.0
100128974	0.0	0.0
100126313	2.0	2.0
285753	241.0	625.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	4397.0	6940.0
285755	596.0	449.0
114786	15.0	11.0
114787	4.0	203.0
114788	1.0	1.0
285758	0.0	33.0
114789	2221.0	2103.0
54031	2.0	4.0
728239	3.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	887.0	1675.0
54033	170.0	168.0
54032	1.0	0.0
114791	715.0	1439.0
54039	7.0	11.0
114792	103.0	63.0
126767	0.0	0.0
114793	1569.0	4093.0
54038	0.0	0.0
100190954	1.0	0.0
114794	0.0	5.0
114795	230.0	246.0
54036	0.0	0.0
93627	942.0	1466.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	16116.0	25747.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	471.0	941.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	1315.0	3113.0
100126302	1.0	2.0
100128963	4.0	9.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	50.0	92.0
100126309	0.0	0.0
728226	2.0	3.0
54041	0.0	1.0
728228	2.0	1.0
54045	0.0	0.0
645809	0.0	0.0
54044	0.0	1.0
645808	0.0	0.0
114780	30.0	248.0
54043	1.0	2.0
645807	0.0	0.0
114781	762.0	1550.0
126755	0.0	2.0
54049	0.0	2.0
114783	511.0	800.0
54048	0.0	0.0
114784	7.0	51.0
283159	0.0	0.0
54047	0.0	0.0
100128961	1.0	2.0
645805	26.0	77.0
283152	69.0	103.0
66035	676.0	1762.0
283150	0.0	1.0
728255	0.0	0.0
93654	3.0	4.0
66036	546.0	1127.0
93653	821.0	199.0
100271192	0.0	0.0
100271191	0.0	2.0
66037	0.0	0.0
93650	11.0	10.0
81669	3191.0	7097.0
54053	0.0	5.0
54052	0.0	0.0
114769	77.0	160.0
54051	0.0	0.0
54050	1.0	0.0
54055	26.0	2.0
100190938	19.0	49.0
54054	14.0	16.0
114770	4.0	5.0
114771	0.0	0.0
54059	717.0	1276.0
283149	346.0	1846.0
