id	e32c7fe0-81ce-4cc8-880b-79d5cafa3dc1	73451252-7198-4187-93b0-16a76843c8c0
25998	4122.0	2944.0
23335	2188.0	1371.0
23336	1658.0	611.0
441332	0.0	0.0
644082	0.0	0.0
23338	7226.0	2888.0
25999	456.0	897.0
441331	0.0	1.0
84279	910.0	637.0
25992	4196.0	2232.0
84276	1831.0	1691.0
84275	620.0	191.0
284047	168.0	85.0
84278	238.0	127.0
84277	1222.0	1423.0
84272	4137.0	3638.0
84271	6579.0	5551.0
84274	1718.0	1599.0
84273	1534.0	1526.0
23306	1547.0	1086.0
23307	3002.0	3443.0
284040	78.0	153.0
23308	10.0	10.0
23309	3534.0	4289.0
25961	156.0	186.0
25960	2487.0	1763.0
25963	6751.0	9877.0
23300	4110.0	3387.0
23301	2801.0	2447.0
25962	3304.0	2326.0
23302	212.0	722.0
23303	3908.0	3276.0
644096	562.0	769.0
23304	4168.0	3539.0
25966	1655.0	1304.0
23305	148.0	19.0
644094	1.0	0.0
11328	5126.0	4222.0
11329	2010.0	2625.0
11320	2127.0	1517.0
137012	0.0	1.0
113000	1043.0	1323.0
11322	2523.0	7886.0
11321	1571.0	1804.0
284034	0.0	0.0
11326	581.0	788.0
11325	7126.0	6549.0
23317	4033.0	2659.0
84290	11.0	41.0
25979	1654.0	2423.0
23318	3925.0	2753.0
84292	436.0	693.0
25972	2665.0	2757.0
23310	2070.0	1102.0
441359	0.0	0.0
25974	451.0	422.0
23312	1664.0	1579.0
25973	219.0	290.0
23313	2655.0	2504.0
25976	4320.0	2315.0
23314	181.0	168.0
25975	8.0	62.0
441355	25.0	3.0
25978	4120.0	3226.0
23315	2448.0	1840.0
25977	2092.0	1878.0
23316	93.0	2.0
11339	64.0	39.0
11338	8826.0	10768.0
441362	0.0	0.0
441361	0.0	0.0
140660	7.0	3.0
115650	1121.0	154.0
127623	17.0	0.0
25970	4692.0	7116.0
284029	193.0	376.0
115653	0.0	0.0
84298	1330.0	1125.0
11331	7554.0	8959.0
11330	58.0	29.0
11333	5786.0	6397.0
152641	75.0	54.0
11332	526.0	1509.0
84299	1666.0	3439.0
11335	6480.0	9321.0
84294	1489.0	898.0
11334	1913.0	2101.0
84293	5337.0	4035.0
84296	299.0	94.0
11337	5271.0	5345.0
284021	270.0	777.0
84295	2015.0	1833.0
11336	3802.0	3826.0
25946	2219.0	6300.0
25949	3936.0	5555.0
25948	2939.0	3456.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	9.0	62.0
25941	3393.0	4081.0
25940	2595.0	2142.0
100130892	15.0	8.0
25943	3139.0	2042.0
25942	6460.0	4381.0
100130890	105.0	126.0
25945	3486.0	2517.0
11309	3345.0	2786.0
284099	4.0	5.0
284098	437.0	481.0
25957	10952.0	13506.0
140609	3386.0	2526.0
25959	5733.0	7771.0
100130889	5.0	2.0
100130887	140.0	68.0
25950	391.0	483.0
25953	3934.0	5271.0
25956	655.0	739.0
11317	3.0	2.0
11316	6889.0	11188.0
11319	1526.0	2096.0
11318	137.0	9.0
100379378	0.0	0.0
11311	2318.0	2596.0
11313	2274.0	4751.0
140603	0.0	1.0
11315	10620.0	14295.0
284086	1088.0	1302.0
11314	487.0	433.0
25925	760.0	371.0
284085	8.0	8.0
25924	151.0	71.0
25927	419.0	384.0
284083	3.0	4.0
100130879	2.0	0.0
25926	1900.0	1844.0
139628	1.0	0.0
25929	1391.0	1006.0
25928	66.0	46.0
441328	0.0	0.0
127687	1516.0	1723.0
100130873	1.0	2.0
441327	0.0	0.0
441326	0.0	0.0
100130871	4.0	0.0
441324	0.0	0.0
25921	6793.0	8065.0
441323	0.0	0.0
25920	3864.0	4531.0
25923	4931.0	5134.0
140612	745.0	671.0
100129880	0.0	0.0
284076	9.0	1.0
100129882	1.0	3.0
25936	1403.0	1206.0
25938	1273.0	934.0
25937	5135.0	3796.0
284071	28.0	19.0
100130866	0.0	0.0
25939	5620.0	6949.0
113026	595.0	9462.0
441317	0.0	0.0
441315	0.0	0.0
25930	4530.0	4848.0
441314	0.0	0.0
441313	0.0	0.0
25932	5286.0	6836.0
127671	0.0	0.0
25934	1432.0	1590.0
127670	12.0	4.0
284069	155.0	389.0
140623	9.0	13.0
140625	0.0	0.0
284067	4.0	1.0
100129871	0.0	0.0
140628	103.0	43.0
406982	0.0	0.0
406981	0.0	0.0
406984	4.0	2.0
406983	5.0	18.0
406986	1.0	1.0
406985	1.0	0.0
406988	0.0	1.0
406987	0.0	0.0
23287	926.0	656.0
23288	3593.0	2190.0
406980	0.0	0.0
84206	133.0	232.0
23281	42.0	49.0
84203	4.0	6.0
23283	2543.0	1960.0
23284	50.0	37.0
140596	0.0	0.0
23285	485.0	381.0
152579	844.0	769.0
140597	1284.0	53.0
23286	4983.0	3454.0
152578	0.0	1.0
406979	0.0	0.0
406978	0.0	0.0
152573	59.0	43.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	2.0	0.0
23299	3185.0	2122.0
201725	629.0	417.0
23291	3235.0	2264.0
23293	2284.0	1238.0
23294	3435.0	1515.0
23295	4799.0	9528.0
406968	0.0	3.0
406967	0.0	0.0
646658	17.0	109.0
152586	0.0	0.0
406969	0.0	1.0
406960	0.0	0.0
11281	24.0	2.0
406962	42.0	43.0
646672	2.0	6.0
11280	34.0	21.0
406961	0.0	0.0
11283	3.0	0.0
406964	0.0	0.0
11282	4798.0	9680.0
406963	0.0	0.0
644016	5.0	2.0
11285	1654.0	2217.0
406966	0.0	0.0
11284	1997.0	3848.0
406965	0.0	0.0
23265	4981.0	5079.0
23266	6207.0	4660.0
23268	1193.0	1306.0
23269	3799.0	2181.0
84229	29.0	2.0
164592	28.0	25.0
59269	2025.0	1210.0
84225	229.0	372.0
23261	1578.0	2622.0
84224	481.0	196.0
23262	3191.0	2330.0
23263	2756.0	2546.0
23264	12696.0	9070.0
84226	129.0	231.0
84221	129.0	428.0
406957	0.0	2.0
84220	1.0	0.0
406956	0.0	4.0
84223	854.0	427.0
406959	0.0	0.0
406958	0.0	0.0
84222	158.0	233.0
646685	1.0	0.0
644022	0.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	2.0	6.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	3.0
23276	1806.0	1769.0
23277	3053.0	2422.0
23279	4034.0	2877.0
59277	854.0	933.0
59272	162.0	114.0
59271	814.0	1213.0
59274	1345.0	1843.0
84218	0.0	0.0
84217	262.0	176.0
23270	3005.0	2358.0
23271	4076.0	3069.0
84219	892.0	1100.0
23272	6530.0	4357.0
23274	2472.0	3283.0
84216	228.0	650.0
84215	99.0	24.0
23275	2725.0	2522.0
406946	0.0	0.0
84210	6.0	0.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	1.0	0.0
11261	5123.0	7462.0
644037	14.0	19.0
11260	5270.0	3534.0
646698	3.0	5.0
11262	840.0	319.0
23243	3385.0	2824.0
23244	6819.0	6684.0
59286	4779.0	8362.0
23245	111.0	128.0
23246	2179.0	3410.0
23247	5352.0	2473.0
59283	18.0	29.0
23248	4995.0	4823.0
644030	0.0	1.0
59285	2.0	2.0
59284	0.0	2.0
84247	3216.0	1782.0
23240	1690.0	1324.0
84246	1008.0	1223.0
84249	14.0	22.0
23241	3646.0	4548.0
23242	2498.0	1669.0
84248	3887.0	3977.0
84243	2639.0	2660.0
11264	2263.0	1148.0
84245	1722.0	1941.0
11267	2863.0	3446.0
11266	663.0	699.0
11269	940.0	1383.0
84240	1010.0	1463.0
11270	507.0	833.0
644042	0.0	0.0
11272	77.0	129.0
11274	503.0	379.0
11273	6134.0	7645.0
23254	1344.0	1272.0
23255	71.0	26.0
23256	3524.0	3305.0
23258	4549.0	3584.0
23259	2704.0	1853.0
644041	0.0	0.0
84239	4816.0	6095.0
23250	9526.0	30731.0
84236	2299.0	1702.0
23251	99.0	59.0
23252	912.0	820.0
140564	413.0	551.0
23253	5391.0	2382.0
84232	4965.0	6786.0
11276	4585.0	3014.0
11275	1464.0	2821.0
84231	3401.0	3905.0
49861	24.0	14.0
11278	1215.0	920.0
49860	4.0	5.0
84233	586.0	788.0
11277	0.0	0.0
11279	472.0	754.0
84230	1479.0	1000.0
23229	1863.0	1309.0
49856	1025.0	1382.0
644054	0.0	0.0
49855	2065.0	1418.0
644059	0.0	0.0
49854	2060.0	993.0
11240	242.0	286.0
23221	4786.0	5257.0
25884	19.0	15.0
23223	1675.0	1997.0
25886	196.0	177.0
23224	22051.0	10935.0
25885	2826.0	2065.0
23225	4674.0	1987.0
25888	725.0	485.0
23228	932.0	325.0
644050	3.0	6.0
201780	16.0	22.0
84269	900.0	1285.0
152559	810.0	461.0
25880	544.0	493.0
84268	1336.0	2040.0
23220	2231.0	25965.0
140576	2345.0	11865.0
84265	2056.0	2281.0
11243	1380.0	2179.0
139599	7.0	10.0
84264	79.0	193.0
140578	205.0	37.0
84267	1936.0	1444.0
11245	555.0	459.0
84266	3070.0	3392.0
11244	3891.0	2919.0
84261	580.0	775.0
11247	14.0	36.0
139596	915.0	743.0
84260	1464.0	1154.0
84263	3270.0	1957.0
11249	2.0	0.0
84262	779.0	1682.0
11248	156.0	103.0
345557	306.0	40.0
406993	0.0	0.0
406992	1.0	6.0
406995	0.0	0.0
406994	0.0	0.0
11250	2.0	3.0
406997	0.0	0.0
406996	0.0	0.0
11252	5777.0	5425.0
406999	0.0	0.0
11251	15.0	4.0
406998	0.0	0.0
23232	573.0	610.0
25895	1067.0	532.0
23233	1533.0	1528.0
25894	608.0	1035.0
25897	3545.0	3180.0
23234	779.0	710.0
25896	934.0	979.0
23235	5003.0	2124.0
23236	372.0	897.0
25898	1768.0	1329.0
23237	218.0	65.0
644063	25.0	11.0
406991	0.0	0.0
23239	1279.0	1312.0
406990	0.0	0.0
25891	393.0	257.0
84258	18.0	17.0
25890	7421.0	1011.0
25893	1244.0	152.0
23230	3314.0	2389.0
23231	4650.0	7747.0
84259	772.0	723.0
84254	984.0	1481.0
11254	9.0	1210.0
84253	653.0	315.0
11253	4227.0	5181.0
406989	0.0	0.0
84256	2849.0	2541.0
11255	2.0	2.0
84255	2313.0	2406.0
84250	441.0	390.0
11258	2872.0	2602.0
11257	635.0	1122.0
84251	691.0	606.0
11259	2373.0	1275.0
100874483	0.0	0.0
100874482	4.0	2.0
100874480	0.0	0.0
406900	6.0	2.0
100874484	4.0	1.0
201799	466.0	962.0
201798	70.0	87.0
50831	7.0	2.0
100874489	2.0	2.0
100874488	0.0	0.0
50833	0.0	0.0
50832	45.0	67.0
50835	0.0	1.0
50834	1.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	1.0	1.0
100874471	2.0	2.0
102465138	0.0	0.0
50839	14.0	11.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	3.0	0.0
102465136	1.0	11.0
100874476	1.0	0.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	1.0	0.0
50840	104.0	102.0
100874479	1.0	2.0
100874478	0.0	0.0
100874477	0.0	1.0
50846	33.0	31.0
100499183	138.0	81.0
50848	5782.0	10865.0
2601	3.0	6.0
100499177	2244.0	2427.0
102465141	0.0	0.0
50853	1052.0	919.0
2609	0.0	1.0
102465140	0.0	0.0
50852	345.0	126.0
50855	217.0	218.0
50854	7141.0	10940.0
100499171	0.0	1.0
50856	190.0	228.0
50859	6.0	120.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	0.0	0.0
646600	3.0	7.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	6750.0	166.0
2613	3.0	2.0
2611	0.0	3.0
50862	3036.0	1926.0
50861	6103.0	6586.0
2619	1729.0	150.0
50863	201.0	2467.0
100874499	0.0	0.0
2618	2811.0	2158.0
50865	5586.0	3350.0
2617	3148.0	5369.0
2616	26.0	49.0
2615	1586.0	1683.0
406940	6.0	6.0
406942	1.0	0.0
646612	23.0	21.0
406941	0.0	1.0
406944	0.0	0.0
406943	0.0	0.0
100996876	1.0	0.0
2625	690.0	1067.0
2624	333.0	292.0
2623	7.0	6.0
2622	2180.0	2340.0
2621	7162.0	16126.0
2620	104.0	62.0
406935	1.0	0.0
406934	0.0	0.0
646603	0.0	0.0
406937	0.0	0.0
406936	0.0	0.0
2629	2890.0	2298.0
406939	0.0	0.0
646609	0.0	0.0
2628	2954.0	414.0
406938	0.0	0.0
2627	634.0	931.0
2626	9.0	2.0
406931	0.0	0.0
406930	0.0	0.0
406933	1.0	0.0
406932	0.0	0.0
646620	1.0	0.0
2636	2.0	0.0
2635	3252.0	7206.0
2634	3754.0	12516.0
2633	7872.0	8166.0
2632	1807.0	1380.0
2631	4281.0	3029.0
2630	162.0	151.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	5.0	5.0
406928	0.0	0.0
2639	1631.0	1159.0
406927	0.0	0.0
646619	9.0	10.0
2638	0.0	0.0
2637	0.0	12.0
406929	11.0	7.0
646630	1.0	0.0
406920	0.0	0.0
406922	0.0	0.0
406921	1.0	0.0
2650	2604.0	2323.0
2647	1183.0	2925.0
2646	6.0	102.0
2645	100.0	37.0
2644	210.0	327.0
2643	537.0	514.0
2642	3.0	3.0
2641	0.0	1.0
406913	3.0	6.0
646627	1.0	1.0
406912	2.0	4.0
646625	1.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	495.0	1039.0
406919	1.0	0.0
2648	1886.0	4425.0
406918	0.0	0.0
646641	0.0	0.0
646640	1.0	0.0
646643	0.0	0.0
406911	1.0	1.0
406910	0.0	0.0
2661	109.0	47.0
2660	25.0	19.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	886.0	343.0
2652	0.0	0.0
2651	654.0	440.0
406902	0.0	0.0
406901	0.0	1.0
406904	0.0	0.0
406903	2.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	136.0	38.0
2672	234.0	159.0
106144578	0.0	0.0
2671	960.0	1465.0
2670	54.0	78.0
106144575	0.0	0.0
2669	1467.0	1065.0
2668	2.0	16.0
2667	1.0	0.0
100874529	4.0	4.0
2665	11668.0	9015.0
2664	5408.0	8037.0
2662	1403.0	34.0
100874524	4.0	35.0
100874523	0.0	2.0
100129743	1.0	0.0
100874522	0.0	3.0
100874528	3.0	1.0
100129738	2.0	2.0
100129739	0.0	3.0
100129736	1.0	0.0
100130721	0.0	1.0
2683	18439.0	24357.0
106144568	2.0	0.0
2681	612.0	500.0
2679	50.0	140.0
2678	2119.0	2350.0
100874519	0.0	0.0
2677	2491.0	2070.0
100874518	2.0	0.0
2676	14.0	2.0
2675	3306.0	3355.0
2674	850.0	39.0
2673	10433.0	4745.0
101056700	25.0	17.0
100874512	0.0	1.0
100874511	2.0	0.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	2.0	0.0
100130719	0.0	0.0
100874516	0.0	2.0
100130718	0.0	1.0
100874515	6.0	6.0
100130717	30.0	32.0
100874514	0.0	0.0
100129727	15.0	7.0
100129726	35.0	27.0
100129723	0.0	0.0
100129722	36.0	60.0
2694	0.0	0.0
2693	0.0	0.0
2692	5.0	5.0
2691	0.0	0.0
2690	389.0	86.0
2689	1.0	0.0
2688	4.0	2.0
2687	4579.0	6772.0
2686	2516.0	1794.0
100130708	1.0	2.0
100129716	67.0	41.0
106144540	0.0	0.0
100874531	0.0	2.0
100874530	1.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	0.0	2.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	4.0	3.0
106144538	6.0	4.0
2697	16114.0	11008.0
106144539	0.0	0.0
2696	68.0	226.0
2695	1.0	0.0
100129706	0.0	0.0
100129708	0.0	1.0
284131	1279.0	1354.0
115509	879.0	739.0
259197	107.0	53.0
284129	1936.0	1939.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	19.0	6.0
106144595	4.0	5.0
286749	28.0	7.0
106144598	0.0	6.0
106144599	3.0	0.0
284119	12528.0	32197.0
284116	1.0	5.0
284114	696.0	763.0
284111	28.0	54.0
284110	55.0	250.0
259173	3237.0	14354.0
106144584	1.0	5.0
286753	5.0	5.0
106144585	0.0	0.0
106144586	3.0	0.0
284106	1223.0	1716.0
284100	9.0	50.0
284184	598.0	953.0
127544	2296.0	2536.0
23443	3089.0	2047.0
115557	376.0	416.0
127540	0.0	0.0
23446	8496.0	8412.0
115560	271.0	300.0
23440	1.0	1.0
127534	4.0	102.0
139538	0.0	0.0
23452	1237.0	2726.0
441459	14.0	8.0
441457	15.0	6.0
23456	1213.0	560.0
115548	2631.0	4080.0
23457	273.0	402.0
441452	0.0	1.0
441461	72.0	58.0
152503	3478.0	3113.0
23450	7580.0	7887.0
23451	20560.0	21642.0
139542	0.0	0.0
284167	48.0	94.0
23428	3283.0	4383.0
284161	184.0	161.0
23429	3233.0	3133.0
100130799	0.0	0.0
23420	1726.0	2154.0
23421	492.0	625.0
23423	5419.0	7479.0
23424	1237.0	1041.0
23426	362.0	370.0
152519	459.0	546.0
152518	1101.0	602.0
441490	0.0	0.0
23438	1431.0	1768.0
23439	0.0	0.0
100130786	0.0	0.0
23430	1.0	1.0
100130785	1.0	0.0
23431	1089.0	745.0
23432	439.0	784.0
23433	3170.0	2642.0
441478	156.0	446.0
23434	2.0	1.0
23435	6302.0	6737.0
441476	39.0	49.0
23436	0.0	0.0
441484	1.0	1.0
441481	107.0	221.0
140545	149.0	132.0
100129795	1.0	5.0
139562	0.0	0.0
100129792	98.0	78.0
100129794	259.0	300.0
100129793	0.0	0.0
23405	5978.0	2883.0
23406	8420.0	8032.0
23408	1154.0	1134.0
23409	80.0	89.0
100130776	105.0	169.0
100130775	3.0	1.0
441425	2.0	0.0
23400	2486.0	3259.0
100130771	33.0	29.0
23401	562.0	505.0
23403	1183.0	1923.0
441420	0.0	0.0
23404	1063.0	937.0
127579	63.0	215.0
100129784	6.0	2.0
100129781	13.0	11.0
100129782	0.0	0.0
23416	100.0	347.0
23417	1157.0	753.0
23418	35.0	11.0
100129777	0.0	0.0
441416	12.0	8.0
23410	1488.0	1800.0
23411	2185.0	1344.0
23412	865.0	1437.0
23413	4119.0	2067.0
441410	1.0	0.0
23414	1263.0	249.0
23415	18.0	9.0
100129772	1.0	0.0
100130758	53.0	24.0
100130756	2.0	3.0
100129769	0.0	0.0
441442	0.0	1.0
100874509	0.0	0.0
100874508	0.0	1.0
100874507	1.0	0.0
115584	5.0	8.0
379024	0.0	0.0
379025	3156.0	4405.0
100874502	0.0	1.0
100874501	0.0	0.0
100874500	1.0	1.0
100874506	0.0	1.0
100874505	0.0	0.0
100129761	26.0	8.0
100874504	1.0	0.0
100874503	0.0	0.0
284196	0.0	3.0
284194	4.0	1.0
139516	1.0	0.0
100129755	1.0	0.0
100130742	55.0	64.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	10.0	3.0
441432	0.0	0.0
441430	4.0	0.0
115572	190.0	200.0
379011	0.0	0.0
379012	0.0	0.0
379013	12.0	3.0
284186	99.0	187.0
284185	153.0	224.0
646531	21.0	17.0
100463285	14.0	11.0
84328	1583.0	872.0
84327	3174.0	2368.0
84329	871.0	499.0
84324	93.0	196.0
84326	1373.0	2607.0
84320	1623.0	1983.0
100500797	0.0	0.0
646527	10.0	11.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	560.0	882.0
100499227	15.0	12.0
343071	0.0	0.0
100996944	0.0	1.0
343070	0.0	0.0
100996941	18.0	6.0
127495	49.0	52.0
84309	1865.0	2397.0
84317	2962.0	3329.0
84316	1481.0	2201.0
84319	738.0	644.0
84318	575.0	475.0
84313	2213.0	2231.0
84312	711.0	500.0
84315	874.0	879.0
84314	981.0	957.0
646538	0.0	1.0
343069	0.0	0.0
84311	1591.0	1418.0
84310	5140.0	6448.0
343068	0.0	0.0
343066	1.0	1.0
100996939	90.0	179.0
23386	5148.0	4684.0
23387	4913.0	3238.0
23389	7553.0	3508.0
441400	6.0	3.0
100996930	26.0	17.0
201853	1.0	9.0
23380	948.0	1625.0
23381	4849.0	5213.0
23382	7327.0	4189.0
23383	4463.0	3949.0
23384	2618.0	2028.0
23385	7967.0	9207.0
106866914	0.0	0.0
84342	1727.0	1305.0
106866913	9.0	3.0
84343	1738.0	1430.0
60370	649.0	1536.0
84340	1511.0	957.0
106866915	0.0	0.0
646567	4.0	4.0
100996928	0.0	0.0
23397	219.0	117.0
23398	1846.0	1724.0
23399	4047.0	5870.0
23390	2502.0	2792.0
23392	6064.0	5318.0
84335	2864.0	3257.0
23394	6913.0	6178.0
84334	1003.0	1576.0
23395	1410.0	955.0
84337	2470.0	4518.0
84336	1697.0	1727.0
23396	3640.0	5032.0
60386	267.0	405.0
84331	1218.0	1202.0
60385	28.0	21.0
84330	814.0	1241.0
84333	5227.0	2279.0
84332	10.0	8.0
152485	2079.0	1599.0
646575	0.0	0.0
646572	12.0	8.0
343045	0.0	0.0
646577	0.0	1.0
646576	23.0	31.0
23365	14521.0	13258.0
23366	405.0	297.0
23367	17624.0	13720.0
23368	7255.0	3753.0
23369	9767.0	7927.0
23360	5115.0	6450.0
23361	2101.0	2345.0
140432	2.0	2.0
23362	1722.0	6059.0
23363	12994.0	18600.0
84364	5620.0	5212.0
84366	0.0	0.0
84365	1256.0	1777.0
343035	2.0	0.0
139452	0.0	0.0
646583	0.0	0.0
23376	4161.0	3011.0
23378	1033.0	1283.0
23379	3524.0	1809.0
646581	0.0	12.0
23370	514.0	370.0
23371	6600.0	8426.0
23373	2908.0	4119.0
100499261	1.0	1.0
646597	0.0	0.0
646595	6.0	9.0
100499258	0.0	1.0
23344	6663.0	7855.0
23345	18151.0	3634.0
201895	8586.0	10440.0
23347	4028.0	2561.0
646592	0.0	1.0
23348	6631.0	12321.0
23349	107.0	29.0
140453	0.0	0.0
23341	1835.0	1342.0
140456	0.0	2.0
140458	4.0	0.0
100499252	18.0	13.0
140459	1376.0	1813.0
100499251	0.0	0.0
23353	7578.0	7516.0
23354	1001.0	1433.0
23355	1845.0	1754.0
23357	1892.0	1436.0
23358	3671.0	3137.0
23359	822.0	23.0
140460	1219.0	1034.0
140461	2027.0	1617.0
140462	378.0	328.0
23350	5771.0	5824.0
140464	0.0	2.0
23351	4125.0	3394.0
140465	2272.0	3939.0
23352	11842.0	7318.0
140467	2272.0	5126.0
140468	0.0	0.0
140469	145.0	510.0
84376	5933.0	6793.0
2702	239.0	749.0
2701	875.0	3327.0
2700	14.0	19.0
2709	32.0	87.0
2707	17.0	1354.0
2706	546.0	1447.0
2705	17.0	6.0
2703	1.0	0.0
345651	0.0	125.0
2712	0.0	0.0
106866981	0.0	0.0
2710	416.0	306.0
106866980	0.0	0.0
2719	991.0	71.0
2717	1585.0	1824.0
50964	18.0	3.0
345643	73.0	54.0
345645	0.0	1.0
286826	274.0	193.0
286827	236.0	427.0
286828	0.0	0.0
59307	1323.0	3312.0
2720	5133.0	5870.0
2729	3014.0	1689.0
100500737	1.0	0.0
345630	0.0	52.0
2735	214.0	36.0
2734	15743.0	15137.0
2733	2505.0	1961.0
2732	5.0	0.0
2731	498.0	60.0
2730	1801.0	1728.0
2739	4135.0	3855.0
2738	584.0	682.0
2737	1466.0	658.0
2736	200.0	84.0
106144534	1.0	2.0
106144535	1.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	6.0	11.0
106144533	0.0	0.0
2746	6466.0	9729.0
2745	868.0	1730.0
2744	5258.0	9267.0
2743	54.0	171.0
60314	2359.0	3820.0
2742	1.0	0.0
60313	6775.0	7945.0
106144527	0.0	0.0
2741	1.0	1.0
259217	1528.0	274.0
60312	3443.0	3727.0
106144528	1.0	4.0
2740	34.0	45.0
106144529	4.0	6.0
259215	6.0	6.0
2749	118.0	95.0
345611	6.0	6.0
50999	5171.0	3146.0
2747	71.0	81.0
259236	107.0	183.0
2760	3089.0	2878.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	3.0	3.0
259232	153.0	108.0
259230	2836.0	4115.0
59339	4840.0	2113.0
59338	3209.0	2270.0
59335	1.0	2.0
2752	53200.0	28481.0
59336	0.0	0.0
2750	0.0	0.0
2771	17832.0	31131.0
59342	14120.0	7081.0
59341	133.0	233.0
2770	2308.0	1308.0
59344	8.0	11.0
59343	2929.0	2189.0
59340	5.0	1.0
84306	261.0	268.0
2768	2661.0	2254.0
2767	6261.0	5037.0
59349	2451.0	2020.0
84305	1588.0	2747.0
2766	265.0	404.0
2765	0.0	0.0
84307	2544.0	2169.0
84302	137.0	444.0
2764	3096.0	2742.0
59345	1284.0	1425.0
84301	3085.0	2054.0
2762	833.0	1025.0
84304	1629.0	2167.0
59348	647.0	752.0
84303	649.0	591.0
59347	0.0	0.0
2761	0.0	0.0
84300	1231.0	1833.0
646508	0.0	0.0
2769	277.0	686.0
646507	0.0	0.0
646520	0.0	0.0
2782	17990.0	18232.0
59353	50.0	61.0
2781	187.0	259.0
59352	943.0	1481.0
2780	0.0	0.0
59351	0.0	0.0
59350	157.0	11.0
2779	1.0	1.0
2778	104680.0	166049.0
2777	28.0	8.0
2776	5165.0	6709.0
2775	556.0	370.0
2774	1466.0	681.0
2773	3766.0	3562.0
60343	3081.0	4078.0
2772	1.0	1.0
100129627	0.0	0.0
100130613	0.0	26.0
105370308	0.0	1.0
2793	115.0	134.0
100379584	1.0	0.0
2792	0.0	0.0
2791	2079.0	2379.0
2790	412.0	351.0
105369316	2.0	238.0
2789	0.0	0.0
2788	1722.0	850.0
2787	2745.0	6685.0
2786	171.0	62.0
441194	403.0	317.0
2785	9.0	8.0
2784	138.0	287.0
2783	7743.0	13156.0
441191	914.0	697.0
100129622	0.0	3.0
100130606	0.0	2.0
286410	1341.0	688.0
100130603	0.0	0.0
286411	15.0	11.0
100130600	511.0	437.0
100379571	296.0	581.0
441177	87.0	3.0
2799	13287.0	7552.0
2798	24.0	15.0
2797	30.0	12.0
2796	53.0	147.0
2794	6061.0	6488.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	2.0	1.0
100129604	0.0	0.0
286430	4.0	4.0
105369343	8.0	6.0
286436	1.0	0.0
100379592	13.0	24.0
441154	2.0	6.0
441151	7.0	10.0
441150	314.0	490.0
191585	10.0	1.0
105370357	0.0	0.0
441133	0.0	5.0
100142659	32.0	47.0
100379564	0.0	0.0
441168	347.0	261.0
441166	7.0	8.0
101730217	5.0	3.0
441161	35.0	14.0
441160	1.0	8.0
646498	0.0	0.0
441108	755.0	783.0
23562	1.0	20.0
23563	13.0	9.0
359948	15354.0	8588.0
23564	6270.0	13089.0
23566	6.0	80.0
100130693	0.0	0.0
23567	1289.0	711.0
23568	507.0	204.0
23569	17.0	3.0
23560	2204.0	2025.0
286494	3.0	6.0
286495	738.0	398.0
286499	24.0	0.0
100130687	2.0	0.0
23576	2703.0	5193.0
117608	583.0	525.0
100129690	10.0	0.0
100129696	20.0	8.0
100129692	0.0	0.0
100129694	0.0	0.0
23548	1095.0	756.0
23549	2196.0	2605.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	646.0	1737.0
23542	169.0	81.0
23543	6509.0	5188.0
130612	466.0	262.0
23544	43.0	38.0
130617	2284.0	3666.0
100130671	0.0	0.0
23545	1494.0	1425.0
441124	345.0	411.0
