id	c79c7338-1c91-4f28-9566-58ef5aa2d8cd	7d5eee39-e133-4065-86aa-71033d1ffc6b
85320	15.0	24.0
106481470	0.0	0.0
403252	0.0	0.0
403253	1.0	0.0
403254	0.0	0.0
126070	305.0	317.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	4.0	2.0
106481437	0.0	0.0
26974	171.0	239.0
153657	93.0	22.0
106481438	1.0	1.0
106481435	0.0	0.0
26973	2346.0	1510.0
165631	221.0	111.0
106481436	2.0	0.0
26978	6.0	8.0
126075	1099.0	1348.0
106481439	0.0	0.0
403250	0.0	0.0
126074	118.0	186.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2295.0	4025.0
106481444	13.0	6.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2454.0	2216.0
85354	0.0	0.0
85352	109.0	207.0
403241	4.0	2.0
344462	5.0	2.0
403244	0.0	0.0
403245	0.0	0.0
153642	838.0	579.0
153643	127.0	30.0
403247	0.0	0.0
403248	0.0	0.0
26985	3747.0	3611.0
106481448	0.0	0.0
26986	44416.0	66185.0
126069	61.0	48.0
106481449	0.0	0.0
126068	351.0	546.0
106481446	0.0	0.0
26983	0.0	2.0
26984	1043.0	935.0
106481447	0.0	0.0
106481451	0.0	1.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	86.0	44.0
106481455	0.0	0.0
85349	699.0	22.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	1.0	0.0
85347	0.0	0.0
26980	2.0	3.0
106481454	1.0	0.0
403238	0.0	0.0
85344	64.0	1.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	2.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	2.0	1.0
100873392	0.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	3.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	1.0	1.0
63901	2858.0	5191.0
100873390	0.0	0.0
728556	30.0	51.0
106481419	0.0	2.0
100128817	0.0	0.0
728558	151.0	79.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	415.0	398.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	0.0
100873383	0.0	1.0
100873382	0.0	0.0
100873381	1.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	1.0	0.0
100128801	0.0	1.0
285600	392.0	173.0
100873384	0.0	0.0
285601	11.0	24.0
106481426	0.0	0.0
106481427	1.0	1.0
222005	0.0	1.0
63910	151.0	681.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	1186.0	546.0
222008	6.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3741.0	3787.0
63904	0.0	1.0
106481430	2.0	1.0
163071	207.0	684.0
63906	597.0	995.0
106481433	0.0	0.0
63908	1040.0	800.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	3.0	6.0
285613	59.0	84.0
63920	362.0	491.0
63923	92.0	23.0
63922	504.0	848.0
728577	20.0	5.0
63925	1866.0	1666.0
63924	27.0	0.0
63916	2283.0	4768.0
63917	4691.0	5392.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	2.0	1.0
728564	5.0	1.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2052.0	2421.0
106481402	0.0	0.0
63931	2139.0	1476.0
106481403	0.0	0.0
63934	580.0	965.0
728567	3.0	4.0
106481408	1.0	0.0
163088	1.0	4.0
63933	3206.0	3311.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4588.0	4722.0
163087	623.0	565.0
728568	312.0	456.0
106481407	3.0	9.0
3704	2808.0	3969.0
3705	4728.0	5263.0
63926	899.0	612.0
3706	25.0	30.0
63929	1011.0	758.0
3707	3098.0	3155.0
63928	2.0	0.0
3708	16367.0	1297.0
106481411	1.0	2.0
3709	3332.0	3121.0
106481412	0.0	0.0
106481410	0.0	1.0
3700	13.0	6.0
3702	868.0	563.0
3703	9796.0	11084.0
645506	0.0	0.0
151050	2373.0	1728.0
645520	0.0	0.0
63941	1591.0	895.0
63940	1045.0	1494.0
63943	671.0	564.0
728517	0.0	0.0
163033	571.0	1271.0
258010	4748.0	4507.0
63947	0.0	0.0
63946	2.0	1.0
728513	1.0	0.0
100033803	0.0	0.0
3716	12021.0	16506.0
100033804	0.0	0.0
3717	1288.0	815.0
100033805	0.0	0.0
3718	931.0	2280.0
63939	424.0	1360.0
100033806	0.0	0.0
100190799	5.0	5.0
100033800	0.0	1.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	90.0	81.0
3710	10767.0	34169.0
3712	13259.0	10795.0
3713	26.0	563.0
3714	667.0	2686.0
63950	3.0	0.0
728505	0.0	0.0
63951	289.0	292.0
100033807	0.0	0.0
728501	14.0	27.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	35934.0	20020.0
100033814	0.0	0.0
3727	74738.0	15208.0
63948	8.0	0.0
100033815	0.0	0.0
222052	1.0	0.0
3728	29348.0	40892.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1252.0	1098.0
151056	238.0	164.0
3725	50788.0	10525.0
645528	1.0	1.0
728532	8.0	49.0
163059	301.0	312.0
728538	0.0	0.0
728537	252.0	115.0
63967	45.0	137.0
3737	92.0	11.0
3738	116.0	120.0
3739	5.0	5.0
645538	0.0	0.0
3730	2374.0	3324.0
3732	3354.0	4218.0
3734	0.0	0.0
3735	6647.0	9633.0
3736	506.0	12.0
63970	6.0	2.0
3750	151.0	289.0
63971	6986.0	6501.0
63974	0.0	0.0
163049	2726.0	2669.0
63973	0.0	1.0
63976	3651.0	791.0
222068	14699.0	12657.0
63978	0.0	2.0
63977	465.0	534.0
63979	324.0	717.0
728524	0.0	0.0
3748	1250.0	1270.0
163051	19.0	37.0
3749	544.0	371.0
163050	31.0	65.0
3741	79.0	52.0
645548	0.0	11.0
3743	2.0	1.0
3744	0.0	0.0
3745	34.0	6.0
3746	17.0	1.0
3747	0.0	1.0
285671	2341.0	690.0
285672	1729.0	1804.0
100873431	0.0	0.0
100873430	1.0	0.0
3760	4.0	0.0
285676	63.0	163.0
3761	0.0	0.0
100128657	0.0	0.0
285679	6.0	1.0
100861449	0.0	1.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	225.0	1763.0
283008	0.0	0.0
3751	82.0	124.0
100873435	0.0	0.0
3752	309.0	56.0
100873434	0.0	0.0
3753	14.0	11.0
100873433	0.0	0.0
3754	43.0	48.0
100873432	0.0	0.0
3755	8.0	54.0
100873439	0.0	0.0
3756	15.0	32.0
100873438	0.0	0.0
3757	22.0	33.0
100873437	0.0	0.0
3758	896.0	5.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	190.0	63.0
3772	14249.0	30377.0
100861458	1.0	0.0
100861453	24.0	19.0
100861455	0.0	0.0
1107	14349.0	11680.0
1106	17371.0	8678.0
1105	4622.0	2534.0
1104	1034.0	2449.0
100873429	0.0	0.0
1103	0.0	5.0
1102	3486.0	2033.0
1101	86.0	51.0
3762	965.0	236.0
100873424	0.0	0.0
3763	2.0	40.0
100128640	247.0	97.0
100873423	0.0	0.0
3764	508.0	780.0
100873422	0.0	0.0
3765	1.0	4.0
100873421	2.0	0.0
3766	23.0	16.0
100873428	0.0	0.0
3767	518.0	484.0
100873427	0.0	0.0
3768	212.0	211.0
1109	4.0	0.0
100873426	3.0	1.0
1108	19807.0	36788.0
3769	408.0	1.0
100873425	1.0	0.0
100128637	0.0	2.0
100128639	0.0	0.0
3780	10.0	19.0
100873453	0.0	0.0
3781	35.0	51.0
100873452	0.0	0.0
3782	713.0	878.0
100873451	0.0	0.0
3783	417.0	10018.0
100873450	0.0	0.0
1121	2240.0	2055.0
100861468	0.0	0.0
1120	204.0	416.0
100861469	1.0	0.0
1118	871.0	98.0
1117	2033.0	1563.0
1116	993.0	27423.0
1114	371.0	4632.0
1113	144.0	2.0
1112	5402.0	4066.0
1111	281.0	618.0
3773	36793.0	31992.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	1019.0	1698.0
100873455	0.0	0.0
3776	1418.0	69.0
100873454	0.0	0.0
3777	1145.0	131.0
3778	361.0	402.0
3779	149.0	231.0
100873459	0.0	0.0
1119	5464.0	1694.0
100128627	0.0	0.0
100128626	1.0	0.0
3790	247.0	1227.0
100128628	22.0	2.0
3791	4685.0	3367.0
100873442	0.0	0.0
3792	36.0	7.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	10.0	8.0
1131	167.0	62.0
1130	3133.0	5061.0
100861476	0.0	2.0
1129	0.0	0.0
1128	6.0	0.0
1124	1237.0	1170.0
1123	838.0	1135.0
1122	1919.0	1203.0
100861470	1.0	0.0
3784	12504.0	5619.0
100873446	0.0	0.0
3785	3.0	0.0
100873445	0.0	0.0
3786	126.0	4346.0
100873444	0.0	0.0
3787	16.0	10.0
100873443	0.0	0.0
3788	9.0	3.0
100873449	3.0	2.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	220.0	188.0
100128618	0.0	2.0
728597	0.0	0.0
100128617	19.0	2.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	59.0	50.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	18.0	1.0
285634	7.0	1.0
1142	1.0	0.0
1141	10.0	3.0
285636	2212.0	2219.0
1140	1076.0	1871.0
728599	2.0	1.0
1139	109.0	41.0
1138	14.0	15.0
1137	353.0	0.0
100861485	0.0	0.0
1136	20.0	6.0
1135	1.0	3.0
1134	0.0	12.0
1133	6.0	2.0
3795	145.0	113.0
100873479	13.0	26.0
3796	1257.0	1412.0
100873478	0.0	0.0
3797	1109.0	1307.0
100873477	0.0	1.0
3798	126.0	105.0
100873476	0.0	0.0
3799	13622.0	13503.0
100873460	0.0	0.0
728586	10.0	18.0
285641	0.0	2.0
100873464	4.0	4.0
100873463	0.0	1.0
100873462	1.0	0.0
285643	1.0	2.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	4420.0	3387.0
1153	34068.0	23501.0
1152	9940.0	7293.0
285647	29.0	19.0
728589	26.0	7.0
728588	0.0	0.0
1149	3.0	0.0
1147	1759.0	1663.0
1146	0.0	0.0
1145	47.0	88.0
1144	1.0	5.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	570.0	1343.0
1163	467.0	804.0
285659	1.0	1.0
1161	398.0	386.0
1160	442.0	317.0
1159	89.0	72.0
1158	5.0	9.0
1157	0.0	0.0
1155	2411.0	4821.0
550643	2391.0	2913.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3074.0	4404.0
1175	2165.0	3542.0
285668	4.0	2.0
1174	1376.0	4255.0
1173	14284.0	24999.0
550631	491.0	266.0
100873489	0.0	0.0
283014	12.0	8.0
100873488	0.0	0.0
100873487	1.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	515.0	6.0
1186	4400.0	5747.0
1185	1719.0	1434.0
1184	713.0	489.0
1183	2741.0	1283.0
1182	5553.0	5652.0
1181	393.0	379.0
440375	62.0	62.0
1180	12.0	6.0
1179	0.0	0.0
1178	0.0	4.0
283089	28.0	1.0
85495	0.0	0.0
85480	222.0	46.0
283080	0.0	0.0
1198	3794.0	3709.0
1197	2.0	2.0
1196	1918.0	3122.0
1195	10874.0	7428.0
440366	1.0	0.0
1193	7436.0	3868.0
1192	16673.0	30868.0
1191	186689.0	746494.0
1188	1997.0	80.0
283078	79.0	123.0
85486	9.0	6.0
128615	0.0	0.0
85481	1.0	0.0
128611	281.0	122.0
440396	50.0	37.0
128609	0.0	0.0
128602	0.0	0.0
440387	2.0	1.0
128674	1.0	0.0
128676	2.0	0.0
114026	0.0	0.0
100861402	3.0	5.0
126014	147.0	311.0
440335	8.0	7.0
100128690	0.0	0.0
114034	962.0	1230.0
126006	58.0	54.0
114036	245.0	37.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	54.0	48.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	1.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	2.0	1.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	1.0	0.0
200728	331.0	491.0
440356	6.0	9.0
440354	100.0	49.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	4.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	1.0	7.0
100873410	0.0	0.0
100873417	3.0	2.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	12.0	4.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	85.0	55.0
200734	3902.0	4740.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	7.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	26.0	21.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3712.0	3974.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	6.0	0.0
165530	18.0	17.0
85409	43.0	298.0
106481385	1.0	0.0
106481386	1.0	0.0
85416	1.0	0.0
106481383	4.0	2.0
85417	64.0	40.0
106481384	0.0	0.0
103106903	0.0	1.0
85414	143.0	162.0
106481389	0.0	0.0
85415	1181.0	736.0
106481387	0.0	0.0
85413	1.0	3.0
106481388	5.0	1.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	0.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	1126.0	1065.0
12	6.0	0.0
13	10.0	1.0
14	7739.0	9652.0
15	28.0	2.0
16	9704.0	9676.0
645455	15.0	22.0
18	8141.0	4606.0
19	2559.0	2989.0
128580	2.0	5.0
85407	147.0	231.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1203.0	1538.0
106481395	0.0	0.0
85403	2247.0	2053.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	2.0	1.0
106481393	0.0	0.0
20	10361.0	8545.0
106481390	0.0	0.0
21	10092.0	5646.0
106481391	1.0	0.0
22	1353.0	1644.0
153571	519.0	902.0
153572	491.0	1091.0
23	4377.0	4989.0
24	132.0	207.0
25	12885.0	11269.0
26	21.0	106.0
27	3932.0	3528.0
28	2708.0	2078.0
29	3043.0	11443.0
153579	560.0	44.0
728615	1.0	0.0
728614	0.0	0.0
200765	204.0	211.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	73.0	53.0
102466518	0.0	0.0
102466516	30.0	12.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	1.0
85439	1889.0	875.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2388.0	3053.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	236.0	231.0
106481366	0.0	0.0
30	2963.0	4893.0
106481360	0.0	0.0
31	2373.0	2397.0
32	5325.0	818.0
33	2125.0	1162.0
34	4695.0	2297.0
35	2013.0	1927.0
153562	4721.0	2706.0
36	3066.0	1103.0
37	20451.0	21945.0
38	4544.0	2782.0
440307	10.0	8.0
39	684.0	675.0
165545	2.0	3.0
106481369	0.0	0.0
728606	31.0	3.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	2.0	0.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	0.0
40	7.0	2.0
106481370	0.0	0.0
41	29.0	69.0
106481371	0.0	0.0
43	137.0	99.0
645486	0.0	1.0
47	6539.0	9040.0
48	5321.0	8695.0
49	7.0	9.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	1.0
106481341	0.0	0.0
106481342	4.0	1.0
106481340	1.0	2.0
