id	e5566a01-645c-46db-b094-159693428dec	5d8c1485-ac73-457e-a9d7-27c13941cc61
83593	3679.0	6565.0
83596	519.0	871.0
83595	1813.0	249.0
83590	1686.0	2640.0
653190	18.0	153.0
653192	0.0	0.0
83592	103.0	23.0
83591	366.0	626.0
1909	867.0	1285.0
100420689	9.0	3.0
1908	1224.0	48.0
161291	10760.0	13119.0
653188	11.0	7.0
653189	55.0	81.0
1907	79.0	27.0
1906	141.0	107.0
197258	1400.0	2903.0
1903	1078.0	882.0
197259	919.0	631.0
1902	2124.0	907.0
1901	2708.0	4615.0
100420681	0.0	0.0
197257	997.0	361.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	2000.0	707.0
1917	18.0	91.0
1915	334858.0	728711.0
1912	6319.0	11752.0
1911	941.0	1144.0
101929202	2.0	0.0
101929203	2.0	12.0
199899	0.0	0.0
148281	24.0	25.0
219287	10.0	3.0
161253	17.0	59.0
219285	2434.0	5277.0
283849	335.0	337.0
283848	522.0	897.0
1932	2.0	4.0
283847	3.0	9.0
256227	4.0	7.0
256223	0.0	0.0
1939	3151.0	4272.0
1938	132996.0	303144.0
1937	14.0	36.0
1936	7456.0	9863.0
1934	1.0	5.0
1933	10204.0	24570.0
161247	27.0	18.0
219293	923.0	920.0
1943	0.0	4.0
1942	15006.0	8572.0
256236	1343.0	1258.0
1949	105.0	100.0
199870	1260.0	1376.0
1948	2692.0	2222.0
1947	1647.0	3868.0
1946	293.0	158.0
1945	285.0	842.0
1944	63.0	116.0
161271	0.0	0.0
1954	4603.0	6848.0
1953	1299.0	1289.0
1952	7417.0	22992.0
1951	164.0	503.0
1950	188.0	166.0
283820	799.0	1586.0
1959	8904.0	1427.0
1958	74604.0	19560.0
1956	5053.0	19659.0
1955	5447.0	24165.0
1965	3613.0	4282.0
1964	4706.0	5055.0
199857	756.0	660.0
1962	733.0	897.0
1961	40.0	7.0
1960	9928.0	605.0
220296	3.0	0.0
1969	13824.0	17145.0
1968	8077.0	15529.0
1967	2046.0	3244.0
114904	409.0	1059.0
114905	479.0	84.0
114907	1675.0	4580.0
114908	20512.0	29100.0
340094	0.0	0.0
643783	114.0	96.0
114900	40.0	8.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	24065.0	48793.0
1974	19722.0	52057.0
1973	384.0	454.0
283888	12.0	6.0
401447	0.0	0.0
653113	107.0	113.0
1979	7789.0	11992.0
1978	250.0	481.0
1977	2496.0	3028.0
643790	11.0	19.0
1990	0.0	1.0
256281	880.0	2757.0
1987	0.0	1.0
1986	4.0	6.0
1984	16213.0	22198.0
1983	11407.0	9057.0
1982	70542.0	75420.0
283876	30.0	54.0
1981	23859.0	39233.0
1980	3.0	8.0
283871	1032.0	1261.0
283870	201.0	332.0
105375616	0.0	0.0
340075	80.0	142.0
340073	3.0	0.0
653125	26.0	24.0
401431	200.0	119.0
83528	2.0	1.0
1998	1759.0	2614.0
1997	7073.0	8341.0
283869	6.0	26.0
1996	14.0	21.0
401428	0.0	1.0
83538	729.0	222.0
1995	1.0	1.0
401427	26.0	28.0
283867	3.0	8.0
1994	4144.0	6897.0
1993	6.0	24.0
1992	5163.0	6710.0
1991	14.0	1.0
283860	73.0	10.0
83530	1.0	7.0
340069	3.0	3.0
1999	3173.0	11116.0
105375606	1.0	0.0
340061	3506.0	11078.0
653115	58.0	40.0
653121	681.0	986.0
653122	89.0	70.0
283854	0.0	0.0
653123	0.0	0.0
401491	130.0	15.0
100124412	0.0	0.0
653147	8.0	10.0
401498	6.0	4.0
653149	0.0	1.0
401497	0.0	0.0
401494	660.0	688.0
401492	72.0	126.0
83550	2.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	3654.0	5734.0
83539	2.0	1.0
83547	1396.0	1290.0
83546	0.0	3.0
653140	50.0	10.0
83549	1712.0	3284.0
83548	2139.0	2641.0
83543	17291.0	11195.0
653145	12.0	349.0
83544	2742.0	1322.0
83541	489.0	1314.0
83540	93.0	62.0
126917	1419.0	5057.0
340037	12.0	6.0
114926	2078.0	1842.0
114928	2182.0	3212.0
339044	1.0	3.0
256297	1.0	0.0
401474	2109.0	4895.0
653174	0.0	0.0
653175	0.0	2.0
340024	0.0	0.0
114915	673.0	1343.0
401466	951.0	1364.0
653162	28.0	54.0
653163	0.0	0.0
283899	2067.0	2970.0
653166	0.0	0.0
283897	921.0	310.0
339145	8.0	14.0
391723	0.0	0.0
391722	1.0	6.0
10778	2011.0	1741.0
10777	4.0	0.0
10772	6992.0	6886.0
340120	2.0	0.0
10771	10658.0	9880.0
10773	563.0	1281.0
10776	12532.0	15443.0
10775	1503.0	1922.0
10788	4662.0	676.0
391739	1.0	0.0
10781	1333.0	1684.0
10780	460.0	636.0
10783	1647.0	3152.0
10782	3397.0	3644.0
10785	547.0	692.0
10787	11542.0	21608.0
10786	0.0	12.0
102606463	84.0	21.0
731308	1.0	0.0
339122	218.0	337.0
339123	3374.0	3175.0
102606462	0.0	0.0
391701	0.0	0.0
391703	1.0	1.0
151827	230.0	204.0
126826	0.0	0.0
643719	23.0	36.0
10755	4706.0	14959.0
151825	0.0	0.0
10758	1510.0	2682.0
126823	478.0	777.0
126820	379.0	141.0
10750	90.0	55.0
10752	94.0	53.0
10751	0.0	0.0
10753	24.0	23.0
643714	1.0	0.0
138864	0.0	0.0
391712	61.0	85.0
391714	1.0	1.0
114836	643.0	437.0
10767	2648.0	3343.0
10766	12769.0	13163.0
151835	7.0	7.0
10769	3724.0	9948.0
391718	0.0	0.0
10768	11575.0	21331.0
126811	7.0	2.0
643723	15.0	6.0
10761	4.0	5.0
10763	4474.0	1815.0
10762	2293.0	3000.0
10765	4165.0	8482.0
101929179	4.0	1.0
388112	0.0	1.0
339105	37.0	92.0
83707	1170.0	2053.0
83706	2421.0	2203.0
10734	154.0	288.0
10733	174.0	394.0
83714	437.0	404.0
10736	38.0	10.0
401648	2.0	5.0
643739	0.0	0.0
10735	9088.0	11193.0
401647	144.0	1060.0
10738	1.0	1.0
401646	0.0	0.0
10737	9.0	11.0
10739	2.0	1.0
376132	0.0	0.0
10730	9709.0	13828.0
101929184	1.0	0.0
10732	1173.0	1045.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	19.0	23.0
124221	17.0	43.0
124222	305.0	1327.0
114897	3112.0	2346.0
114898	240.0	46.0
124220	12.0	37.0
114899	285.0	103.0
391777	12.0	13.0
10745	909.0	1007.0
56104	74.0	151.0
83700	1698.0	770.0
401638	0.0	0.0
10744	2.0	0.0
56105	112.0	562.0
10747	47.0	59.0
401637	0.0	2.0
56106	222.0	253.0
10746	6280.0	6949.0
56107	217.0	146.0
10749	13168.0	25130.0
56100	327.0	263.0
401634	0.0	0.0
10748	72.0	77.0
56101	417.0	882.0
56102	54.0	83.0
56103	95.0	100.0
643744	6.0	9.0
10741	3112.0	8006.0
56108	206.0	49.0
10740	24.0	102.0
643749	236.0	271.0
56109	262.0	209.0
10743	3635.0	13301.0
342732	8.0	8.0
10742	2089.0	2800.0
101929198	15.0	5.0
101929196	12.0	2.0
100420811	0.0	0.0
114884	977.0	1044.0
317774	0.0	0.0
114885	2206.0	1844.0
401630	0.0	0.0
317772	2.0	2.0
100419821	1.0	0.0
56110	113.0	68.0
317778	0.0	0.0
83729	15.0	2.0
317775	0.0	0.0
83734	502.0	707.0
10712	882.0	1612.0
83733	32.0	68.0
10714	1110.0	1667.0
126868	28.0	1.0
317769	1.0	0.0
100419829	0.0	0.0
10713	2075.0	4163.0
317768	0.0	0.0
10716	1.0	1.0
100419827	0.0	0.0
56111	143.0	151.0
10715	51.0	349.0
56112	116.0	284.0
56113	346.0	502.0
83732	1284.0	1289.0
10718	126.0	12.0
10717	807.0	850.0
56114	31.0	51.0
388125	351.0	347.0
401629	0.0	0.0
317781	1505.0	2403.0
388122	1.0	1.0
83719	1799.0	3763.0
56120	9.0	34.0
56121	294.0	80.0
114876	2730.0	1653.0
388121	632.0	108.0
83716	5912.0	2100.0
83715	15.0	358.0
114879	1250.0	2702.0
100420829	0.0	0.0
10723	4156.0	8462.0
56126	53.0	35.0
83723	4.0	29.0
126859	27.0	15.0
56127	35.0	24.0
10725	5396.0	7876.0
56128	87.0	7.0
56129	99.0	28.0
10724	9997.0	14356.0
114880	390.0	136.0
56122	239.0	226.0
388115	2113.0	2605.0
401613	27.0	19.0
114881	864.0	2069.0
10726	7432.0	9288.0
56123	313.0	135.0
401612	193.0	244.0
114882	3016.0	4403.0
56124	78.0	29.0
10728	14389.0	16862.0
114883	5538.0	7925.0
56125	91.0	32.0
643766	0.0	0.0
10721	85.0	105.0
10720	26.0	2.0
100420830	0.0	0.0
136259	4.0	5.0
100420834	0.0	0.0
317751	6.0	12.0
124274	0.0	0.0
388152	92.0	203.0
317754	0.0	1.0
317753	0.0	0.0
317749	443.0	509.0
342705	3.0	2.0
151888	164.0	76.0
151887	24862.0	26733.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	320.0	250.0
100420843	0.0	2.0
100293090	3617.0	9172.0
148254	239.0	463.0
317762	1870.0	2685.0
317761	12.0	1.0
100419854	0.0	0.0
317760	4.0	5.0
317767	1.0	2.0
100271715	59.0	47.0
148252	131.0	456.0
100271722	137.0	332.0
199834	0.0	0.0
388135	111.0	37.0
101929152	3.0	1.0
100420854	0.0	0.0
222950	47.0	47.0
100419867	1.0	0.0
148266	331.0	506.0
100419868	3.0	3.0
148268	408.0	592.0
100419866	2.0	0.0
100420859	0.0	0.0
124245	2804.0	4663.0
317729	0.0	1.0
136288	35.0	33.0
199800	28.0	19.0
101930150	0.0	0.0
163882	2818.0	2117.0
388165	74.0	158.0
100419873	0.0	0.0
100271700	63.0	89.0
100271703	0.0	0.0
100271702	12.0	0.0
100420875	0.0	2.0
100420877	2.0	1.0
388199	1.0	1.0
22794	5969.0	8594.0
22795	7079.0	7571.0
22796	1649.0	2082.0
22797	469.0	597.0
22798	19.0	24.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	1.0	1.0
100420881	0.0	0.0
388181	0.0	2.0
100419893	2.0	1.0
222967	6.0	5.0
219333	2857.0	2411.0
136227	43.0	233.0
222962	1213.0	198.0
148213	152.0	324.0
388182	13.0	11.0
100419895	0.0	0.0
317716	0.0	0.0
148203	272.0	562.0
317719	16.0	12.0
148206	1492.0	3705.0
163859	2702.0	2886.0
101929110	0.0	1.0
101929111	0.0	2.0
219348	837.0	99.0
219347	79.0	144.0
100420898	2.0	3.0
148223	1337.0	2239.0
10799	182.0	207.0
136242	1.0	5.0
10791	1321.0	966.0
10794	260.0	270.0
10793	490.0	489.0
10795	1329.0	2123.0
10798	0.0	0.0
10797	1153.0	1465.0
101929121	1.0	1.0
101929120	0.0	0.0
101929127	9.0	4.0
317701	1.0	0.0
220323	2124.0	2117.0
148231	0.0	0.0
148229	87.0	85.0
151877	7.0	8.0
151871	0.0	0.0
93035	8812.0	29.0
161176	1400.0	912.0
56097	9.0	32.0
56098	14.0	41.0
56099	479.0	893.0
93034	18.0	15.0
283927	156.0	161.0
220359	35.0	44.0
653073	0.0	1.0
653075	18.0	8.0
256302	2355.0	3300.0
105373144	0.0	0.0
81050	0.0	0.0
199786	279.0	49.0
256309	190.0	56.0
100420792	0.0	0.0
95681	964.0	1351.0
283914	0.0	0.0
81047	0.0	0.0
197131	3285.0	3862.0
197135	99.0	133.0
653061	8.0	5.0
93058	632.0	617.0
161198	1243.0	1901.0
283902	0.0	0.0
220382	34.0	35.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	6.0
81076	0.0	0.0
100114903	2.0	2.0
199777	956.0	1584.0
81061	0.0	0.0
653082	272.0	50.0
81090	0.0	0.0
100271649	0.0	0.0
199746	538.0	461.0
100271655	2.0	6.0
81099	0.0	0.0
100271650	11.0	3.0
199745	198.0	613.0
148170	284.0	859.0
256364	2476.0	4230.0
163786	169.0	263.0
220388	26.0	11.0
100271639	0.0	0.0
163782	56.0	85.0
100271646	11.0	4.0
283953	0.0	1.0
256355	64.0	88.0
100271644	0.0	0.0
283951	416.0	613.0
256356	1074.0	2677.0
100271643	1.0	1.0
100271640	0.0	0.0
81081	0.0	0.0
161159	2.0	1.0
148189	423.0	454.0
93099	3819.0	6380.0
100271627	3.0	3.0
283948	19.0	47.0
256329	134.0	113.0
100271634	0.0	1.0
100271636	0.0	1.0
100271630	0.0	1.0
100271633	0.0	0.0
100271632	2.0	2.0
199720	60.0	112.0
93082	17.0	54.0
161145	643.0	1927.0
100271617	0.0	0.0
100271616	4.0	0.0
161142	5.0	6.0
100271619	1.0	0.0
148198	48.0	49.0
100271618	1.0	1.0
100271624	0.0	0.0
100271623	0.0	1.0
283933	71.0	104.0
100271625	0.0	1.0
93081	257.0	405.0
100271620	1.0	1.0
283932	93.0	145.0
100271622	1.0	3.0
100271621	0.0	0.0
199731	905.0	2655.0
100124332	0.0	1.0
643664	1.0	7.0
256394	3.0	0.0
83637	8032.0	17987.0
83636	1343.0	1594.0
401565	10.0	5.0
401563	48.0	55.0
401562	27.0	5.0
401561	5.0	9.0
283999	1.0	1.0
283994	0.0	0.0
643668	3.0	1.0
283991	1676.0	3253.0
340198	9.0	5.0
643669	21.0	20.0
340192	2.0	2.0
643680	15.0	21.0
197196	2.0	1.0
56033	14.0	2.0
401551	42.0	6.0
83657	99.0	27.0
83656	29.0	0.0
83659	325.0	1.0
283989	1190.0	2494.0
83658	5039.0	7361.0
401548	1086.0	3109.0
56034	1639.0	4786.0
283987	1827.0	2329.0
256369	1.0	3.0
401546	7.0	8.0
83655	0.0	0.0
283985	0.0	2.0
283982	0.0	0.0
283981	13.0	10.0
643677	9.0	1.0
83650	2.0	2.0
197187	98.0	124.0
449520	3.0	5.0
401541	106.0	206.0
401540	0.0	0.0
83639	2.0	2.0
83638	3215.0	3671.0
256380	103.0	93.0
449518	0.0	0.0
83648	9743.0	276.0
401537	3.0	3.0
83647	0.0	0.0
83641	8439.0	1803.0
401535	4.0	4.0
83643	962.0	1384.0
401533	0.0	0.0
643689	4.0	8.0
283971	0.0	0.0
83640	518.0	822.0
283970	4.0	5.0
114826	761.0	1166.0
114827	691.0	203.0
378706	1.0	2.0
378707	0.0	0.0
378708	131.0	222.0
339184	1.0	0.0
339186	0.0	1.0
56052	1013.0	1304.0
114821	138.0	317.0
114822	1871.0	4561.0
114823	8183.0	16409.0
114824	3.0	9.0
114825	885.0	1645.0
643699	280.0	99.0
340168	0.0	0.0
114815	201.0	56.0
114817	0.0	0.0
114818	291.0	149.0
114819	238.0	363.0
339175	654.0	881.0
56063	907.0	1893.0
653017	0.0	0.0
56061	3182.0	8141.0
56062	420.0	23.0
114814	42.0	121.0
83667	722.0	1295.0
83666	4415.0	12682.0
83660	2560.0	1396.0
340156	120.0	76.0
83661	0.0	20.0
114804	333.0	306.0
114805	22.0	78.0
340152	318.0	180.0
339168	2.0	0.0
114800	670.0	617.0
114801	268.0	1580.0
93010	565.0	1510.0
114803	1688.0	2274.0
83697	5.0	5.0
81034	1693.0	1414.0
81035	2127.0	764.0
83696	2584.0	3354.0
83699	9015.0	15121.0
81037	7876.0	12409.0
83698	5.0	8.0
401588	716.0	271.0
83693	2556.0	3007.0
81030	469.0	618.0
83692	2716.0	2771.0
81031	3004.0	4781.0
83695	1378.0	3663.0
81033	0.0	2.0
83694	310.0	159.0
340146	0.0	5.0
83690	1385.0	858.0
81027	32.0	7.0
81029	157.0	886.0
653042	0.0	0.0
653045	2.0	0.0
81025	2.0	1.0
401577	88.0	137.0
22877	9109.0	8515.0
22878	3082.0	4874.0
22879	3522.0	4243.0
22870	6774.0	9672.0
22871	61.0	30.0
22872	13114.0	17808.0
22873	460.0	628.0
22874	966.0	2423.0
22875	1760.0	2294.0
22876	1916.0	5743.0
10899	6043.0	7968.0
10898	949.0	1726.0
10891	7418.0	1107.0
136540	1.0	0.0
10890	14300.0	11876.0
10893	130.0	217.0
10892	2748.0	3235.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	3212.0	200.0
10897	2649.0	4439.0
10896	16.0	16.0
22888	538.0	1281.0
22889	2052.0	3650.0
22880	1815.0	3268.0
124540	7083.0	11775.0
22881	875.0	1352.0
22882	3603.0	7110.0
22883	11928.0	23815.0
22884	1704.0	2022.0
22885	1042.0	330.0
22887	3644.0	4384.0
342419	3.0	2.0
124538	0.0	0.0
124535	17.0	8.0
148523	430.0	1464.0
283598	0.0	0.0
283596	284.0	283.0
283592	56.0	3.0
22856	3679.0	2988.0
161514	0.0	0.0
731424	6.0	8.0
22858	1319.0	1652.0
22859	4660.0	6138.0
22850	2638.0	2137.0
22852	685.0	939.0
22853	2544.0	4351.0
22854	32.0	14.0
10877	1.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	52.0	4.0
10878	17.0	13.0
148534	789.0	1340.0
104169670	8.0	7.0
104169671	0.0	0.0
100419903	2.0	9.0
283587	9.0	11.0
10871	176.0	137.0
10870	355.0	341.0
10873	704.0	2308.0
10875	5229.0	1941.0
10874	16.0	554.0
22866	152.0	414.0
22868	2335.0	2397.0
22869	443.0	884.0
100309464	0.0	0.0
161502	98.0	17.0
100420901	0.0	0.0
22861	4277.0	5969.0
22862	7994.0	8898.0
22863	1236.0	2480.0
22864	2007.0	4076.0
22865	23.0	1.0
10888	303.0	54.0
56203	3.0	7.0
643609	0.0	0.0
56204	4163.0	3019.0
10887	0.0	0.0
124512	1240.0	1447.0
148545	0.0	0.0
283579	1.0	2.0
283578	3100.0	2790.0
10880	0.0	1.0
283576	3.0	1.0
10882	12.0	180.0
10881	1.0	0.0
10884	1867.0	2728.0
283571	13.0	13.0
10886	72.0	42.0
10885	1687.0	2524.0
22834	1358.0	1392.0
22835	348.0	789.0
22836	2673.0	23491.0
22837	2845.0	3228.0
101929059	9.0	47.0
22838	3904.0	6506.0
22839	5884.0	11084.0
100420910	1.0	3.0
100420916	0.0	0.0
22832	684.0	772.0
124590	0.0	6.0
10855	262.0	838.0
10857	7249.0	9336.0
10856	3895.0	5487.0
10859	691.0	719.0
10858	145.0	58.0
100126793	29.0	18.0
10850	0.0	0.0
643617	4.0	1.0
643615	2.0	8.0
100126791	26.0	106.0
22844	28.0	5.0
22845	839.0	2097.0
22846	1314.0	1517.0
22847	1727.0	2653.0
22848	7273.0	4068.0
22849	1409.0	732.0
112597	1148.0	869.0
100420920	0.0	0.0
100420921	2.0	0.0
100420924	0.0	0.0
124583	2534.0	6741.0
100420926	0.0	0.0
22841	1861.0	1779.0
100420927	0.0	0.0
100419930	4.0	1.0
22843	32.0	87.0
10866	4112.0	6701.0
100420919	0.0	0.0
10865	4065.0	1562.0
10868	3640.0	5494.0
10867	3199.0	6589.0
10869	4760.0	7475.0
10861	221.0	456.0
101929074	211.0	155.0
10864	1.0	0.0
101929071	3.0	1.0
10863	552.0	492.0
22813	0.0	0.0
22814	1.0	1.0
643641	1148.0	926.0
22815	0.0	0.0
22816	1.0	0.0
22818	9434.0	12204.0
10829	2.0	3.0
100419945	0.0	0.0
83849	43.0	18.0
83855	2010.0	1549.0
10833	0.0	2.0
83854	39.0	40.0
83857	1017.0	596.0
10835	0.0	4.0
83856	405.0	392.0
10834	0.0	0.0
83851	54.0	13.0
10837	0.0	0.0
100419948	0.0	0.0
83850	1576.0	2188.0
10836	1.0	0.0
100419949	0.0	0.0
83853	45.0	8.0
10838	1937.0	1471.0
83852	1222.0	1018.0
124565	12077.0	15536.0
100419947	1.0	0.0
22808	3666.0	6711.0
22809	2564.0	4490.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	1.0	1.0
643637	3.0	1.0
22822	35565.0	3522.0
22823	1067.0	1804.0
22824	716.0	1382.0
101929086	1.0	0.0
22826	6640.0	8767.0
22827	7689.0	13235.0
643653	0.0	2.0
22828	3445.0	4086.0
22829	3.0	2.0
112574	4149.0	6925.0
100419955	0.0	0.0
56241	1150.0	2467.0
100420946	0.0	0.0
56242	432.0	1169.0
22820	11147.0	20155.0
22821	1981.0	2893.0
100419950	0.0	0.0
10844	3688.0	5205.0
83844	0.0	3.0
10846	1292.0	195.0
10845	2175.0	4686.0
10848	1188.0	3595.0
56243	19813.0	49963.0
10847	11457.0	16280.0
56244	7.0	4.0
56245	5.0	2.0
10849	160.0	338.0
56246	1.0	0.0
643646	24.0	36.0
10840	219.0	63.0
10842	7.0	0.0
101929093	0.0	0.0
10841	17.0	8.0
643648	0.0	1.0
101929010	3.0	2.0
100420950	2.0	2.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	1.0
100271605	0.0	2.0
100419963	1.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	2.0	2.0
100419978	0.0	0.0
100420968	0.0	1.0
100419974	0.0	2.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	1.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	1.0
391436	0.0	0.0
161582	222.0	148.0
124599	208.0	117.0
101929052	0.0	0.0
391485	1.0	1.0
222611	4.0	46.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	0.0
22899	1059.0	951.0
391462	0.0	1.0
22891	98.0	222.0
22893	4524.0	8431.0
22894	3008.0	4709.0
22895	32.0	12.0
148581	0.0	0.0
22897	1996.0	2656.0
22898	2293.0	2543.0
22890	1958.0	2769.0
391470	1.0	1.0
391472	0.0	0.0
391475	1.0	0.0
101929008	22.0	21.0
222659	0.0	7.0
440894	139.0	226.0
222658	4701.0	3472.0
102724035	0.0	0.0
100271575	1.0	2.0
100271577	1.0	0.0
100271571	2.0	2.0
81175	1.0	5.0
81176	2.0	3.0
100271570	0.0	0.0
93145	879.0	227.0
440888	0.0	0.0
222642	3.0	10.0
222643	134.0	1318.0
401289	2.0	2.0
401288	25.0	13.0
401285	2.0	0.0
81166	0.0	0.0
100271564	6.0	26.0
81168	0.0	0.0
100271566	31.0	47.0
81169	0.0	0.0
81162	1.0	6.0
81163	0.0	0.0
100271563	0.0	1.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	1.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	2.0	2.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	5.0	0.0
401260	0.0	1.0
220001	143.0	323.0
222662	2.0	4.0
401265	102.0	355.0
222663	9091.0	1677.0
220002	2112.0	2216.0
93166	146.0	128.0
401264	398.0	354.0
220004	61.0	113.0
100271539	0.0	0.0
401262	34.0	6.0
93164	367.0	370.0
100271547	0.0	0.0
100271549	2.0	2.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	1.0	0.0
401258	6.0	5.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1112.0	1673.0
440854	7.0	7.0
222698	90.0	74.0
222696	111.0	246.0
161497	4.0	14.0
100271529	3.0	3.0
222699	5.0	6.0
100271536	0.0	0.0
100271538	6.0	7.0
100271537	1.0	0.0
93190	560.0	0.0
283601	0.0	0.0
100271531	32.0	12.0
283600	3.0	4.0
220042	78.0	111.0
93183	728.0	1631.0
100271518	1.0	0.0
100271517	0.0	0.0
93185	3546.0	7567.0
100271525	0.0	0.0
100271526	6.0	12.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	4.0	1.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	2.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	685.0	1060.0
220047	0.0	0.0
100271503	0.0	0.0
10808	10984.0	10268.0
56130	44.0	14.0
10807	1475.0	1728.0
56131	150.0	42.0
56132	76.0	57.0
10809	2669.0	5347.0
220081	7.0	9.0
83756	155.0	229.0
10811	704.0	1527.0
56137	44.0	211.0
10810	2458.0	1118.0
83755	0.0	0.0
56138	32.0	144.0
83758	325.0	166.0
10813	1000.0	1782.0
56139	439.0	927.0
401207	248.0	113.0
220082	0.0	0.0
83757	0.0	0.0
83752	6866.0	13590.0
56133	121.0	356.0
10815	50.0	73.0
10814	1.0	1.0
56134	189.0	1489.0
10817	338.0	769.0
56135	126.0	445.0
10816	0.0	0.0
283643	811.0	536.0
56136	6.0	37.0
643535	0.0	2.0
643536	0.0	0.0
22800	1700.0	1801.0
22801	355.0	753.0
643550	0.0	9.0
22802	0.0	0.0
22803	6058.0	8518.0
440804	0.0	1.0
22806	2380.0	4352.0
22807	1418.0	4394.0
10819	72.0	174.0
56140	1.0	5.0
10818	3054.0	2458.0
56141	7.0	29.0
56142	10.0	140.0
56143	2.0	7.0
83737	3708.0	5249.0
220070	0.0	0.0
10822	1.0	0.0
283638	4414.0	15097.0
83744	309.0	542.0
10821	1.0	1.0
10824	1.0	13.0
83746	2217.0	3573.0
10823	0.0	0.0
83741	1.0	0.0
283635	3469.0	5131.0
10826	2168.0	1244.0
220074	862.0	679.0
56144	29.0	41.0
10825	957.0	1212.0
56145	32.0	22.0
83740	0.0	0.0
83743	2465.0	3322.0
56146	5.0	4.0
10828	1.0	1.0
10827	1413.0	1397.0
83742	1186.0	2928.0
56147	5.0	7.0
283631	1.0	3.0
10820	2.0	4.0
440836	1044.0	1498.0
643563	0.0	2.0
56154	0.0	1.0
81109	0.0	0.0
283629	75.0	112.0
56159	3.0	5.0
81115	0.0	0.0
81116	0.0	0.0
56155	39.0	16.0
283624	465.0	324.0
102724097	21.0	14.0
256006	25.0	13.0
56156	0.0	1.0
81113	0.0	0.0
56157	0.0	0.0
56158	2.0	2.0
81114	0.0	0.0
81110	0.0	0.0
440829	18.0	2.0
440823	427.0	1054.0
440822	2.0	0.0
56163	2.0	1.0
56164	13.0	9.0
256021	22.0	21.0
56165	7.0	3.0
83759	882.0	975.0
56160	2187.0	1450.0
10800	312.0	229.0
283617	0.0	0.0
81104	0.0	0.0
10802	3323.0	3732.0
10801	14689.0	38402.0
10804	247.0	108.0
10803	13.0	176.0
56167	0.0	0.0
10806	3038.0	4206.0
56168	0.0	0.0
56169	943.0	71.0
643582	0.0	0.0
643586	3.0	9.0
256076	5.0	25.0
401253	17.0	16.0
56171	842.0	238.0
401251	2.0	14.0
56172	5097.0	8808.0
401250	0.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	21.0	0.0
102724076	0.0	0.0
102724077	1.0	13.0
283688	0.0	0.0
401247	5.0	1.0
81136	0.0	0.0
283687	121.0	198.0
283685	0.0	0.0
93109	437.0	1013.0
283682	0.0	0.0
100126825	0.0	0.0
93107	3.0	0.0
643596	24.0	68.0
56180	640.0	955.0
93100	1498.0	3143.0
401242	1.0	1.0
256085	0.0	0.0
56181	2123.0	2918.0
81126	0.0	0.0
81127	0.0	0.0
83787	1969.0	2893.0
283677	1.0	1.0
401237	82.0	505.0
83786	1864.0	3105.0
401236	2.0	3.0
283673	4.0	2.0
93134	1275.0	2499.0
401233	0.0	0.0
401232	112.0	198.0
256051	480.0	912.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	256.0	87.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	680.0	1744.0
283659	1678.0	990.0
100271587	0.0	0.0
100271589	3.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	49.0	44.0
100271585	0.0	0.0
100271584	2.0	0.0
100271581	0.0	0.0
22998	10226.0	12623.0
