id	78b598c7-f670-4cbc-8c75-ac29bde3bcf4	c62a4599-e1a7-41af-9820-a961c6473f34
54457	5.0	3.0
54456	29.0	72.0
554049	1.0	2.0
54455	2493.0	2145.0
54454	1109.0	946.0
8747	33.0	21.0
8748	5.0	8.0
8745	77.0	19.0
54458	4671.0	4837.0
400818	1281.0	771.0
8749	0.0	0.0
8761	7787.0	10089.0
6100	749.0	651.0
8760	5986.0	4369.0
6102	730.0	744.0
8766	11194.0	10374.0
6101	4.0	4.0
8763	39839.0	20618.0
6103	789.0	615.0
8764	3603.0	2704.0
54460	4958.0	3940.0
54464	2315.0	2209.0
54463	1381.0	650.0
54462	5534.0	3125.0
54461	7826.0	5932.0
54468	1317.0	1189.0
54467	3812.0	2499.0
54466	21.0	6.0
54465	1298.0	830.0
255520	2376.0	2020.0
8759	0.0	0.0
8756	0.0	0.0
54469	7112.0	5352.0
8772	619.0	662.0
8773	2701.0	2944.0
8771	0.0	0.0
8776	1937.0	2083.0
8777	2185.0	2955.0
8774	2012.0	1830.0
8775	5167.0	3601.0
101928566	0.0	0.0
8767	708.0	659.0
6120	2191.0	1910.0
101928571	2.0	4.0
8784	31.0	115.0
6122	157116.0	188697.0
8781	702.0	458.0
6121	0.0	1.0
8787	136.0	54.0
6124	96099.0	90834.0
6123	6.0	1.0
8788	2.0	2.0
8785	45.0	16.0
6126	34.0	20.0
8786	208.0	246.0
6125	75232.0	71535.0
101928578	241.0	87.0
8780	3524.0	3845.0
6117	6171.0	5783.0
8778	6.0	10.0
6119	1252.0	929.0
6118	5924.0	5456.0
8794	112.0	1059.0
8795	2267.0	6745.0
6130	61963.0	72836.0
8792	520.0	306.0
6133	24018.0	23612.0
6132	71748.0	73586.0
8793	518.0	991.0
8798	2001.0	1203.0
6135	53342.0	47206.0
8799	3499.0	2724.0
6134	83646.0	83451.0
8796	746.0	3007.0
6137	42814.0	46548.0
8797	249.0	764.0
6136	40693.0	48702.0
100421307	0.0	0.0
101735302	560.0	462.0
8790	1192.0	748.0
100134444	0.0	0.0
6128	44523.0	37300.0
8789	2.0	0.0
6129	39728.0	36426.0
6142	18592.0	15344.0
6141	35151.0	38706.0
100421311	2.0	3.0
6144	14177.0	14737.0
6143	60710.0	53833.0
100421313	3.0	5.0
6146	22102.0	18780.0
6145	1.0	4.0
6148	0.0	0.0
6147	23436.0	23594.0
100421318	0.0	0.0
100421319	1.0	0.0
100337590	0.0	0.0
100337591	3.0	0.0
6139	2879.0	2792.0
6138	65033.0	65870.0
6152	42512.0	42891.0
6155	25304.0	23846.0
6154	22074.0	21907.0
100421324	1.0	0.0
6157	49822.0	42975.0
6156	39350.0	31407.0
6159	31257.0	27914.0
6158	27008.0	38582.0
100421328	2.0	1.0
6150	2069.0	1411.0
101928527	822.0	656.0
6164	32276.0	29646.0
6163	4.0	5.0
6166	11699.0	10515.0
6165	29509.0	26568.0
6168	42720.0	45146.0
6167	37217.0	32765.0
100421338	0.0	1.0
6169	15916.0	15416.0
101928536	0.0	0.0
6160	44017.0	42131.0
101928537	0.0	0.0
6161	41804.0	38479.0
100421331	1.0	0.0
6175	60652.0	64588.0
6174	94.0	92.0
6176	50479.0	53669.0
101928545	265.0	95.0
6171	16876.0	15498.0
6170	5229.0	4845.0
6173	2612.0	3012.0
6172	298.0	227.0
100421340	0.0	0.0
100421341	2.0	1.0
100421354	1.0	0.0
6185	23213.0	25797.0
101928550	26.0	13.0
6188	53728.0	59346.0
6187	32484.0	41669.0
100421357	2.0	1.0
6189	24217.0	23582.0
101928555	46.0	29.0
6182	715.0	401.0
6181	30747.0	32357.0
6184	25629.0	24838.0
101928559	0.0	0.0
6183	1078.0	883.0
100421350	16.0	7.0
100421351	11.0	12.0
100421353	1.0	1.0
6197	4088.0	6264.0
6196	9225.0	12314.0
6199	1989.0	2329.0
6198	1977.0	1831.0
6191	73377.0	104329.0
6193	28751.0	25446.0
6192	17650.0	16241.0
91373	2321.0	740.0
6195	5104.0	3356.0
6194	102854.0	99357.0
390916	641.0	717.0
145407	490.0	318.0
100421363	0.0	0.0
100421376	0.0	0.0
100421379	3.0	2.0
91369	2620.0	2529.0
91368	1663.0	1243.0
652489	2.0	2.0
390924	35.0	44.0
389901	11.0	10.0
390928	1.0	1.0
390927	1139.0	924.0
100421371	8.0	3.0
100421374	39.0	38.0
389903	0.0	0.0
100421389	1.0	1.0
91392	679.0	732.0
389935	0.0	0.0
389932	7.0	1.0
100421384	10.0	12.0
100421398	4.0	3.0
100421399	0.0	0.0
101928513	48.0	5.0
91380	0.0	0.0
390904	0.0	0.0
145438	68.0	25.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	18.0	11.0
100421397	1.0	1.0
375316	31.0	28.0
375318	0.0	0.0
390963	104.0	71.0
375307	351.0	102.0
389941	79.0	127.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	2.0	2.0
121456	116.0	218.0
387317	0.0	0.0
121457	1127.0	2036.0
389976	2.0	0.0
375341	794.0	730.0
387319	0.0	0.0
375323	4.0	2.0
389970	1.0	13.0
390940	628.0	506.0
133418	6104.0	6640.0
390948	0.0	0.0
121441	1091.0	1154.0
390949	0.0	0.0
652411	1.0	1.0
145370	6.0	8.0
102724954	0.0	0.0
54596	72.0	6.0
375484	591.0	560.0
91526	694.0	1194.0
133396	1.0	75.0
196951	494.0	321.0
91523	128.0	594.0
91522	12040.0	1816.0
121391	0.0	1.0
145376	70.0	6.0
400986	78.0	56.0
400984	96.0	49.0
196968	175.0	20.0
157378	2293.0	1607.0
723961	1.0	0.0
145389	548.0	415.0
157381	8.0	8.0
91543	533.0	711.0
91544	3950.0	2305.0
102724923	6.0	1.0
652423	0.0	1.0
169355	96.0	4.0
400966	0.0	1.0
121364	0.0	0.0
400961	1466.0	360.0
157376	4.0	0.0
91574	2019.0	1688.0
157313	28.0	54.0
157317	0.0	1.0
147991	3070.0	2639.0
399495	9.0	2.0
159963	6.0	8.0
100506965	3150.0	1712.0
100506963	125.0	59.0
387495	0.0	0.0
387496	446.0	328.0
387494	3.0	1.0
387491	1.0	2.0
387492	52.0	51.0
387486	1.0	0.0
157310	4809.0	343.0
100506994	92.0	71.0
338470	3.0	1.0
170302	216.0	3.0
204010	4.0	212.0
399473	59.0	346.0
399474	148.0	109.0
91584	168.0	845.0
159989	64.0	13.0
91582	6119.0	3265.0
107126360	0.0	0.0
133383	523.0	551.0
100506930	1691.0	1550.0
100820741	0.0	0.0
338448	0.0	0.0
8808	398.0	541.0
8809	139.0	301.0
54512	836.0	837.0
54511	24.0	26.0
54510	1296.0	2493.0
54516	706.0	555.0
8802	8036.0	3879.0
8803	3249.0	2117.0
54514	2.0	1.0
8800	1858.0	1062.0
8801	4269.0	2931.0
8807	22.0	26.0
400916	3991.0	854.0
54518	234.0	230.0
8804	12321.0	8178.0
100506939	1.0	1.0
54517	710.0	484.0
8805	1732.0	1950.0
8820	76.0	30.0
8821	784.0	1097.0
338440	447.0	548.0
338442	24.0	84.0
8819	577.0	307.0
100820732	0.0	0.0
255620	0.0	3.0
54522	581.0	360.0
54521	1015.0	1317.0
54520	3670.0	3257.0
100820735	0.0	1.0
8813	1760.0	1591.0
170393	13.0	17.0
8814	233.0	42.0
170392	4.0	265.0
100506925	0.0	0.0
8811	2.0	9.0
8812	523.0	486.0
8817	88.0	104.0
8818	4438.0	3737.0
54529	2709.0	2412.0
255626	0.0	0.0
8815	7264.0	7882.0
8816	4989.0	4464.0
170394	2296.0	1541.0
8831	1134.0	1037.0
8832	304.0	346.0
100506953	0.0	1.0
338433	0.0	0.0
338436	1.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1571.0	1374.0
54532	2079.0	1154.0
54531	972.0	1590.0
54538	1562.0	4608.0
8824	6738.0	4824.0
8825	882.0	279.0
54537	2299.0	1150.0
54536	3727.0	2977.0
8822	205.0	73.0
8823	12.0	0.0
54535	1885.0	2886.0
8828	2550.0	13204.0
8829	5700.0	10154.0
8826	17783.0	31077.0
54539	6574.0	4490.0
8842	1286.0	55.0
8843	10.0	23.0
8840	19.0	16.0
8841	3344.0	3142.0
100158257	0.0	0.0
54541	1056.0	2100.0
54540	2765.0	2508.0
54545	2663.0	4508.0
54544	0.0	1.0
54543	9697.0	6043.0
54542	3526.0	3606.0
54549	708.0	552.0
8835	1077.0	1175.0
8836	277.0	353.0
8833	3348.0	3183.0
8834	1572.0	1235.0
54546	1.0	0.0
8839	557.0	41.0
8837	12760.0	11420.0
8838	18.0	91.0
101928483	152.0	95.0
8850	3342.0	1875.0
101928484	1.0	0.0
8853	2520.0	4880.0
8854	209.0	289.0
8851	94.0	156.0
8852	0.0	0.0
400960	1152.0	695.0
338412	17.0	9.0
338413	6.0	0.0
54552	643.0	603.0
400957	4.0	2.0
54551	110.0	139.0
54550	28.0	7.0
196996	1931.0	265.0
400955	20.0	74.0
400954	953.0	357.0
54556	1463.0	962.0
54555	2499.0	2090.0
400952	10.0	0.0
54554	1257.0	829.0
400950	8.0	5.0
8846	787.0	798.0
100820709	43.0	17.0
8847	93.0	160.0
54558	1979.0	841.0
8844	3774.0	1523.0
54557	554.0	437.0
8848	18798.0	80566.0
196993	62.0	16.0
8861	5090.0	8170.0
101928492	783.0	258.0
8864	1834.0	2626.0
6201	24090.0	22619.0
6203	43256.0	50106.0
8862	35.0	996.0
101928496	0.0	0.0
8863	2485.0	4491.0
6202	49309.0	56529.0
723972	3.0	5.0
400946	19.0	99.0
400945	85.0	41.0
54567	839.0	3523.0
54566	8622.0	3333.0
400941	5.0	9.0
8857	107581.0	19160.0
8858	10.0	4.0
54569	0.0	0.0
8856	33.0	38.0
54568	0.0	0.0
8859	931.0	1062.0
8871	1681.0	2308.0
8872	2784.0	2833.0
6210	22667.0	22857.0
8870	1904.0	5799.0
100421500	1.0	0.0
8875	17.0	19.0
8876	35.0	36.0
8874	3336.0	2989.0
100421506	5.0	3.0
100421509	0.0	0.0
54570	0.0	0.0
400935	2.0	4.0
54574	0.0	0.0
54573	0.0	0.0
54572	1.0	0.0
400932	0.0	1.0
54571	0.0	0.0
54578	0.0	0.0
255631	38.0	23.0
400931	57.0	38.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	64586.0	57429.0
100506915	10.0	9.0
8869	5131.0	11712.0
6204	9196.0	8356.0
6207	19547.0	16383.0
6206	39946.0	45912.0
8867	1498.0	1366.0
54579	0.0	1.0
6209	13383.0	10455.0
6208	44481.0	39420.0
170384	989.0	1454.0
100506916	0.0	1.0
8882	2282.0	2268.0
8883	2642.0	3041.0
8880	6716.0	6539.0
8881	4718.0	4348.0
8886	4425.0	5086.0
6223	29031.0	38983.0
100421512	1.0	0.0
8887	11971.0	11229.0
6222	69425.0	57480.0
8884	1068.0	1091.0
6224	44438.0	46220.0
100421515	28.0	20.0
54581	415.0	341.0
54580	0.0	0.0
54585	3504.0	2409.0
54584	201.0	286.0
54583	3605.0	3118.0
54587	5963.0	30132.0
54586	4.0	0.0
8879	6167.0	7120.0
170371	209.0	298.0
170370	2.0	0.0
8877	564.0	1302.0
6218	38666.0	37330.0
6217	36654.0	36630.0
8878	27132.0	23847.0
6219	3.0	1.0
100506907	0.0	2.0
100506906	244.0	86.0
255649	0.0	0.0
6230	34274.0	27757.0
8893	3005.0	2734.0
8894	3572.0	3910.0
101928440	3.0	0.0
8891	1092.0	1123.0
6232	32903.0	33638.0
8892	4013.0	2972.0
6231	8889.0	8734.0
8897	995.0	865.0
6234	18038.0	18504.0
8898	1826.0	1798.0
6233	35179.0	27267.0
8895	8611.0	4854.0
6236	696.0	817.0
8896	3034.0	2724.0
6235	14308.0	15564.0
101928442	0.0	0.0
101928448	28.0	62.0
8890	2111.0	2251.0
280659	7.0	15.0
280657	1.0	1.0
280658	2.0	1.0
280655	4.0	8.0
253039	830.0	605.0
6227	17447.0	16105.0
6226	2.0	5.0
6229	56694.0	58704.0
8888	4396.0	4754.0
6228	38516.0	36677.0
6241	92.0	308.0
6240	2602.0	3110.0
100421411	1.0	0.0
6242	2320.0	3203.0
100421413	5.0	6.0
101928455	6.0	1.0
6244	1.0	0.0
6247	81.0	11.0
100421415	15.0	8.0
6246	0.0	0.0
280644	0.0	4.0
253044	0.0	1.0
6238	37384.0	52385.0
6237	4549.0	5176.0
8899	5087.0	4930.0
6239	5275.0	4718.0
6252	413.0	117.0
100421420	8.0	8.0
6251	4281.0	4139.0
100421422	0.0	0.0
6253	225.0	509.0
6256	10597.0	7487.0
100421424	0.0	0.0
6258	88.0	9223.0
6257	5130.0	4656.0
100421428	1.0	0.0
101928469	0.0	0.0
100421429	4.0	5.0
280637	0.0	0.0
280636	4543.0	4115.0
253018	154.0	101.0
253017	5.0	0.0
253012	1.0	0.0
6249	10488.0	8964.0
6248	0.0	0.0
6263	210.0	114.0
100421431	3.0	2.0
6262	2119.0	168.0
100421432	1.0	2.0
101928470	2.0	2.0
100421433	0.0	1.0
100421436	20.0	9.0
100421439	0.0	0.0
6261	481.0	1740.0
6260	3.0	3.0
6259	4806.0	5540.0
100421430	0.0	0.0
6274	20.0	40.0
6273	592.0	640.0
6276	142.0	322.0
6275	3507.0	8535.0
6278	0.0	0.0
6277	46287.0	71422.0
6279	75.0	149.0
6272	12465.0	9629.0
6271	5816.0	12940.0
6285	66.0	150.0
6284	11596.0	14758.0
100421455	0.0	0.0
6286	9.0	13.0
6289	2.0	21.0
6288	15.0	32.0
6281	4004.0	7483.0
6280	227.0	448.0
6283	2.0	2.0
6282	7878.0	16062.0
123920	1243.0	2442.0
100421451	0.0	0.0
6296	200.0	274.0
6295	7.0	3.0
6297	2693.0	2131.0
6299	7657.0	10902.0
101928420	2.0	0.0
6290	0.0	0.0
6291	1.0	0.0
6294	6030.0	5501.0
6293	3829.0	3692.0
100421478	0.0	0.0
100421479	0.0	1.0
280664	0.0	3.0
54505	3289.0	2089.0
280660	0.0	0.0
54504	11949.0	17876.0
280661	16.0	14.0
54503	1143.0	923.0
54502	15396.0	10882.0
54509	310.0	114.0
123904	1.0	4.0
54508	311.0	173.0
100421473	1.0	0.0
54507	720.0	567.0
100421487	0.0	0.0
133308	239.0	226.0
147945	1.0	1.0
123970	0.0	0.0
100421480	4.0	15.0
147947	1480.0	1353.0
147948	557.0	424.0
147949	586.0	408.0
100421484	0.0	0.0
100421485	1.0	0.0
100421498	1.0	1.0
100421499	1.0	0.0
101060006	3.0	1.0
101060005	0.0	2.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	3.0	0.0
147965	1426.0	1134.0
147968	100.0	361.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	1.0	6.0
121360	0.0	0.0
101060032	12.0	18.0
135924	1.0	0.0
135927	1.0	0.0
121355	1.0	7.0
147906	339.0	243.0
135932	2361.0	578.0
101060045	4.0	4.0
135935	0.0	0.0
101060040	1.0	0.0
147912	1676.0	668.0
135942	1.0	0.0
135941	0.0	0.0
121340	36.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	6.0	10.0
147923	1007.0	515.0
147920	3.0	193.0
147929	252.0	177.0
104326192	1.0	0.0
104326193	2.0	1.0
375444	107.0	100.0
104326189	6.0	0.0
101060020	8.0	1.0
375449	2832.0	2446.0
104326188	0.0	0.0
121328	7.0	6.0
91653	4654.0	4639.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	1044.0	5152.0
27085	116.0	144.0
27086	5321.0	5061.0
389756	0.0	0.0
147429	336.0	306.0
27089	4518.0	3182.0
91646	34.0	13.0
91647	996.0	785.0
642968	1.0	1.0
135458	4.0	4.0
390766	1.0	0.0
27098	762.0	146.0
27099	3.0	2.0
27097	1532.0	1477.0
389741	169.0	148.0
27090	656.0	1345.0
27091	0.0	0.0
27094	97.0	69.0
27095	6068.0	4910.0
27092	140.0	442.0
642976	1.0	3.0
400629	2.0	10.0
27093	1.0	3.0
160428	455.0	98.0
375133	611.0	527.0
387122	0.0	0.0
390730	0.0	0.0
390732	0.0	0.0
390735	0.0	1.0
387119	471.0	309.0
27063	14.0	10.0
387117	0.0	0.0
27069	11678.0	8243.0
400612	23.0	43.0
27067	2015.0	1886.0
27068	3164.0	2444.0
221908	835.0	907.0
341799	0.0	0.0
400619	26.0	447.0
642987	444.0	113.0
400618	168.0	24.0
400617	72.0	319.0
64065	6475.0	14079.0
91662	11.0	31.0
91663	11269.0	13963.0
64064	30.0	28.0
64067	581.0	1009.0
64066	3.0	0.0
91661	1001.0	729.0
91664	589.0	508.0
147463	204.0	145.0
387111	4.0	4.0
27076	104.0	68.0
390748	0.0	0.0
27077	2147.0	1632.0
400604	252.0	98.0
27074	287.0	994.0
27075	2747.0	4873.0
389766	9.0	0.0
387103	60.0	77.0
387104	14.0	11.0
27079	777.0	617.0
389763	0.0	0.0
341784	0.0	0.0
642996	1.0	2.0
27072	3617.0	3668.0
160419	3.0	1.0
64061	3089.0	3366.0
400609	0.0	0.0
160418	1274.0	1248.0
64063	401.0	885.0
27071	51.0	86.0
64062	3896.0	3724.0
91695	345.0	498.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	23.0	37.0
100313770	0.0	0.0
64077	5112.0	4000.0
91694	1967.0	1557.0
100313771	0.0	0.0
390790	0.0	0.0
221927	3498.0	2786.0
390792	0.0	1.0
400680	26.0	29.0
27043	4134.0	4520.0
27044	15131.0	13818.0
27042	1634.0	1602.0
389799	18.0	5.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	249.0	157.0
100313777	0.0	0.0
27040	66.0	42.0
100313774	0.0	0.0
64073	509.0	1388.0
64087	6185.0	3713.0
221914	13.0	33.0
64089	1268.0	1273.0
100313781	0.0	0.0
91683	39.0	10259.0
91689	5026.0	2972.0
100313780	0.0	0.0
245908	0.0	0.0
91687	245.0	233.0
245909	0.0	0.0
400673	450.0	394.0
389792	344.0	1020.0
389791	20.0	21.0
387129	0.0	0.0
400668	2.0	23.0
389787	36.0	35.0
64081	438.0	269.0
64080	853.0	804.0
64083	6155.0	5526.0
64084	502.0	75.0
64098	269.0	492.0
64097	1642.0	1503.0
400660	119.0	50.0
8909	42.0	29.0
27022	12.0	0.0
8907	2442.0	2272.0
341757	1.0	1.0
400658	23.0	22.0
8908	160.0	206.0
147407	3.0	7.0
27020	8758.0	7984.0
400657	987.0	759.0
27023	2.0	1.0
400654	0.0	0.0
64090	6.0	12.0
64092	85.0	102.0
64091	226.0	309.0
8900	63.0	108.0
64094	1385.0	1313.0
8905	1097.0	1111.0
147409	0.0	0.0
64093	935.0	774.0
8906	1868.0	2224.0
64096	17.0	12.0
8904	7509.0	7540.0
221935	255.0	4629.0
221937	2385.0	2672.0
221938	0.0	1.0
400652	9.0	13.0
400650	38.0	19.0
27039	19.0	18.0
27032	6782.0	5572.0
27033	36.0	28.0
27030	2752.0	1736.0
27031	1277.0	1146.0
27036	12.0	105.0
400645	0.0	0.0
27037	2516.0	2201.0
400644	155.0	33.0
27034	4488.0	2113.0
400643	15.0	0.0
27035	32.0	65.0
8912	1135.0	1669.0
100313769	2.0	0.0
8913	81.0	21.0
8910	2340.0	1369.0
8911	3792.0	2967.0
8916	2488.0	1861.0
8914	866.0	1318.0
8915	1300.0	1140.0
245935	0.0	0.0
245936	0.0	0.0
245937	5.0	7.0
245938	0.0	0.0
8930	2416.0	2395.0
245939	0.0	0.0
221960	225.0	229.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	6812.0	5196.0
8927	275.0	286.0
8928	3.0	6.0
8925	8008.0	5065.0
8926	84.0	62.0
221955	1608.0	1774.0
8941	1.0	1.0
8942	184.0	177.0
375189	35.0	51.0
8940	34.0	30.0
245940	0.0	0.0
206338	13.0	9.0
375190	748.0	471.0
196446	8.0	11.0
8934	5311.0	2053.0
8935	1337.0	1391.0
196441	3022.0	2829.0
8932	7560.0	4912.0
8933	4227.0	4460.0
8938	158.0	3504.0
8939	6149.0	4945.0
8936	222.0	340.0
326105	1.0	5.0
245913	0.0	0.0
245915	0.0	0.0
221981	901.0	601.0
245910	0.0	0.0
206358	455.0	498.0
245911	1.0	0.0
245912	4.0	2.0
196415	0.0	0.0
642909	5.0	2.0
642907	0.0	0.0
8945	2434.0	2191.0
54659	0.0	0.0
54658	0.0	0.0
8943	11533.0	10754.0
54657	0.0	0.0
8944	0.0	0.0
196410	422.0	5411.0
245927	0.0	0.0
245928	0.0	0.0
6300	165.0	361.0
245929	0.0	0.0
6302	4662.0	4153.0
6301	12461.0	10168.0
160492	20.0	0.0
54662	4437.0	3822.0
54661	3.0	8.0
54660	28.0	20.0
54665	1904.0	1700.0
54664	3848.0	4705.0
54663	1515.0	1553.0
8970	74.0	96.0
8971	6551.0	4513.0
101928363	3.0	9.0
8974	1462.0	4450.0
6311	2648.0	2543.0
8975	3654.0	2185.0
6310	4417.0	3318.0
91612	2929.0	2557.0
100421601	0.0	0.0
8972	16.0	26.0
8973	8.0	12.0
245972	101.0	184.0
245973	72.0	141.0
54677	6581.0	3059.0
54676	3621.0	4295.0
54675	2742.0	2561.0
147468	0.0	0.0
54674	2769.0	1219.0
6304	4733.0	6245.0
6303	50817.0	56536.0
8968	0.0	2.0
6305	14861.0	10928.0
91603	1420.0	1207.0
91608	63.0	76.0
6307	2023.0	3112.0
642924	8.0	12.0
8969	90.0	144.0
6309	1921.0	1789.0
91607	2012.0	1415.0
6320	438.0	404.0
6322	395.0	376.0
8985	3325.0	4063.0
8986	1414.0	1620.0
64002	0.0	0.0
101928378	222.0	253.0
6324	297.0	1098.0
64005	265.0	3031.0
6323	19.0	3.0
101928376	3.0	7.0
54680	1670.0	1326.0
642938	21.0	37.0
54682	1682.0	1621.0
54681	4707.0	5171.0
196403	3991.0	2438.0
6315	0.0	0.0
6314	1985.0	1674.0
6317	4.0	6.0
8976	5675.0	5123.0
6319	409.0	2285.0
6318	0.0	2.0
642935	11.0	27.0
8992	14403.0	9368.0
8993	6.0	1.0
6331	80.0	551.0
8991	17115.0	5525.0
6330	2362.0	2105.0
100421621	13.0	14.0
8996	2097.0	1064.0
101928388	14.0	6.0
6332	165.0	256.0
8997	871.0	1639.0
8994	3959.0	3955.0
6335	67.0	136.0
8995	8.0	52.0
6334	81.0	442.0
147495	538.0	904.0
100421629	0.0	3.0
8989	1.0	3.0
6326	3.0	7.0
8987	135.0	114.0
6328	405.0	278.0
91624	882.0	421.0
6327	336.0	1037.0
8988	0.0	0.0
6329	664.0	2119.0
642946	152.0	94.0
6340	2772.0	2417.0
6342	9961.0	5286.0
6341	2355.0	1483.0
6344	96.0	57.0
100421633	0.0	0.0
6343	15.0	20.0
100421634	0.0	1.0
6346	0.0	0.0
6345	377.0	2440.0
100421638	0.0	0.0
642958	2.0	3.0
642959	0.0	0.0
6337	10526.0	8421.0
642952	0.0	0.0
6336	2.0	0.0
6339	163.0	210.0
91614	37.0	26.0
8999	713.0	292.0
6338	911.0	340.0
642954	16.0	24.0
6351	342.0	175.0
6352	808.0	478.0
6355	41.0	118.0
6354	4.0	6.0
6357	10.0	85.0
6356	1.0	0.0
100421528	1.0	0.0
6348	386.0	357.0
6347	806.0	1083.0
196394	273.0	302.0
6362	537.0	2030.0
6361	10.0	76.0
6364	10.0	58.0
6363	175.0	8.0
100421533	11.0	16.0
6366	13592.0	20.0
100421535	0.0	0.0
6368	20.0	11.0
6367	54.0	118.0
101928337	791.0	377.0
6360	19.0	16.0
255349	1.0	3.0
6359	1.0	3.0
6358	216.0	182.0
6373	45.0	57.0
101928340	1.0	3.0
6372	0.0	1.0
100421542	0.0	0.0
6375	22.0	6.0
6374	2.0	40.0
100421545	44.0	36.0
6376	1961.0	9756.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	4.0	6.0
255313	0.0	0.0
196374	44.0	13.0
6369	8.0	4.0
6383	50960.0	23943.0
6386	12000.0	6025.0
6385	10906.0	78054.0
6388	3618.0	3829.0
6387	4340.0	2062.0
6389	5216.0	3825.0
255330	0.0	0.0
6382	3323.0	5380.0
102724246	0.0	1.0
255324	1.0	2.0
196385	70.0	31.0
196383	5139.0	4433.0
100421550	0.0	1.0
6397	5327.0	9791.0
100421565	0.0	1.0
6396	5947.0	6771.0
100421566	0.0	0.0
6399	1017.0	929.0
6398	215.0	169.0
6391	5889.0	3939.0
6390	3509.0	2691.0
6392	6565.0	3053.0
282997	347.0	296.0
282996	243.0	136.0
100134229	477.0	116.0
282991	1927.0	2584.0
100421560	0.0	0.0
100421577	49.0	28.0
100421579	5.0	2.0
255394	829.0	724.0
102724224	6.0	0.0
54600	0.0	0.0
54602	1494.0	1948.0
282980	0.0	0.0
54606	3822.0	3753.0
100421572	0.0	0.0
100421588	0.0	0.0
100421589	24.0	63.0
282974	538.0	351.0
282973	138.0	13.0
54619	395.0	499.0
100421581	0.0	1.0
196335	5.0	1.0
100421582	20.0	14.0
54617	2972.0	2746.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	225.0	107.0
282969	237.0	461.0
102724201	1.0	1.0
282966	1.0	0.0
54622	1021.0	1722.0
100134259	15.0	11.0
54621	4243.0	3318.0
54620	1178.0	1376.0
54626	24.0	158.0
54625	5468.0	10003.0
54623	5791.0	5762.0
54629	3463.0	2701.0
54627	541.0	251.0
27005	2271.0	1923.0
27006	5.0	2.0
27000	1866.0	1842.0
27004	35.0	3.0
27018	17498.0	6750.0
27019	24.0	9.0
400591	1.0	1.0
27010	331.0	326.0
27012	31.0	77.0
27013	8535.0	5384.0
400581	2.0	6.0
400578	2.0	0.0
400569	1275.0	999.0
400566	1037.0	582.0
389715	2.0	0.0
100313829	0.0	0.0
390729	0.0	1.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	16.0	6.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	1168.0	1004.0
390872	0.0	0.0
390874	2.0	0.0
654835	0.0	0.0
400759	399.0	123.0
400757	1.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	2.0	0.0
400752	380.0	134.0
137994	133.0	86.0
642843	2.0	1.0
91768	3010.0	1426.0
64151	25.0	116.0
64150	176.0	1.0
64168	639.0	85.0
64167	252.0	567.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	3208.0	2153.0
400746	812.0	792.0
400745	168.0	77.0
389866	13.0	7.0
150962	1021.0	907.0
64175	1146.0	1828.0
162968	244.0	135.0
64174	234.0	211.0
162966	434.0	394.0
162967	1208.0	1545.0
162962	607.0	588.0
162963	642.0	501.0
125981	6.0	4.0
149992	1.0	0.0
390856	0.0	0.0
390858	2.0	10.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	287.0	427.0
149986	2935.0	2513.0
147323	1.0	1.0
326293	2.0	0.0
100313839	0.0	0.0
389898	20.0	12.0
100313837	0.0	0.0
326295	1.0	1.0
27189	4.0	1.0
100313838	0.0	0.0
326294	0.0	1.0
125972	3.0	0.0
642864	0.0	0.0
100313835	0.0	1.0
326296	1.0	0.0
326298	0.0	0.0
375260	424.0	276.0
27183	4606.0	3975.0
64170	74.0	103.0
642869	0.0	1.0
27180	42.0	109.0
27181	6.0	19.0
64172	667.0	521.0
100313830	1.0	0.0
375248	181.0	157.0
91782	3084.0	2896.0
27197	11.0	26.0
147339	2388.0	2194.0
27198	1141.0	1139.0
27195	0.0	0.0
125965	1.0	33.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	28.0	104.0
400720	1492.0	1215.0
149998	121.0	30.0
389884	1.0	1.0
326286	8.0	7.0
27190	2.0	4.0
64180	1.0	4.0
27193	0.0	0.0
