id	34b13a68-e96d-47f7-a766-ff9fdfcc2d81	26a85898-425a-40f2-a4c7-4a969e3ec909
56955	0.0	0.0
56956	2.0	0.0
56957	3159.0	2393.0
8600	2.0	3.0
8601	34.0	10.0
723790	0.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	751.0	476.0
56963	451.0	40.0
56964	242.0	56.0
56965	2685.0	1840.0
56961	1.0	3.0
56967	744.0	48.0
56969	12.0	2.0
8611	4049.0	1238.0
8612	800.0	496.0
81926	1994.0	1085.0
145173	1310.0	793.0
81928	796.0	438.0
338651	27.0	44.0
81929	2441.0	1376.0
338653	1.0	1.0
81930	287.0	116.0
56975	3942.0	2706.0
81931	388.0	215.0
81932	2648.0	1251.0
56970	5134.0	1977.0
56971	251.0	123.0
8604	2896.0	1182.0
8605	855.0	617.0
8602	3211.0	2154.0
8603	2139.0	1403.0
8608	12.0	4.0
56977	1269.0	347.0
8609	1430.0	788.0
56978	40.0	27.0
56979	0.0	0.0
8607	2193.0	774.0
8622	18459.0	5230.0
8623	5109.0	2934.0
8620	0.0	0.0
8621	4134.0	2151.0
338645	5.0	0.0
56984	3495.0	1542.0
56985	652.0	295.0
56986	1744.0	482.0
338637	0.0	0.0
56987	6836.0	4026.0
102724742	0.0	0.0
56980	616.0	381.0
56981	4142.0	787.0
56983	1504.0	405.0
8615	8506.0	3564.0
54329	17.0	13.0
54328	218.0	21.0
8613	35722.0	30492.0
8614	268.0	107.0
8618	47.0	2.0
8630	2271.0	728.0
8633	3575.0	1597.0
8634	1733.0	902.0
8631	64.0	82.0
8632	435.0	76.0
56990	7474.0	4180.0
169166	6.0	2.0
554175	0.0	1.0
54332	1796.0	416.0
56995	3351.0	1882.0
255877	793.0	320.0
664616	0.0	0.0
56996	2134.0	963.0
54331	363.0	205.0
56997	1872.0	1267.0
664614	0.0	0.0
56998	5948.0	1852.0
664613	0.0	0.0
664612	0.0	0.0
56992	33.0	33.0
56993	4659.0	1529.0
56994	4849.0	5031.0
8626	27.0	36.0
8624	2105.0	670.0
8625	4011.0	1656.0
56999	659.0	1534.0
664617	0.0	0.0
8629	1814.0	652.0
8641	142.0	349.0
8644	769.0	72.0
8645	750.0	1558.0
8642	750.0	546.0
8643	174.0	59.0
652624	1.0	2.0
196743	329.0	160.0
54346	0.0	0.0
54345	391.0	187.0
54344	1841.0	510.0
8637	668.0	487.0
8638	130.0	75.0
8635	6070.0	1623.0
8636	2646.0	871.0
8639	934.0	308.0
196740	8799.0	6818.0
8651	355.0	116.0
8650	5003.0	2577.0
8655	7132.0	2274.0
101928685	2.0	1.0
8653	6669.0	2503.0
8654	3995.0	16400.0
101928684	0.0	0.0
101928689	4.0	0.0
101928687	0.0	0.0
8648	3023.0	1770.0
8649	5241.0	1732.0
8646	260.0	58.0
8647	0.0	0.0
8662	8838.0	4242.0
8663	625.0	600.0
6001	957.0	421.0
8660	2014.0	2891.0
8661	19443.0	11661.0
6000	0.0	0.0
6003	0.0	1.0
8666	8605.0	5091.0
8667	14119.0	7777.0
6002	1699.0	1418.0
8664	13485.0	8207.0
6005	4.0	0.0
6004	15574.0	1253.0
8665	11168.0	5291.0
101928698	0.0	0.0
8659	1630.0	194.0
8658	3870.0	2689.0
8673	7334.0	3963.0
6010	0.0	0.0
8674	1888.0	1132.0
8671	8910.0	516.0
8672	8125.0	3708.0
6011	254.0	116.0
8677	1881.0	720.0
6014	0.0	0.0
6013	4.0	2.0
8678	3107.0	1947.0
8675	3224.0	2339.0
6016	1790.0	921.0
8676	711.0	562.0
6015	6125.0	2539.0
253260	2547.0	1313.0
338707	16.0	0.0
6007	25.0	31.0
6006	66.0	32.0
8668	12702.0	6818.0
6009	4813.0	2153.0
8669	4931.0	1411.0
6008	6.0	2.0
8685	11.0	405.0
8682	10539.0	6382.0
6023	0.0	0.0
8683	6223.0	2490.0
8688	0.0	0.0
8689	0.0	2.0
8686	0.0	0.0
8687	0.0	0.0
253272	6.0	1.0
8681	181.0	252.0
253264	158.0	133.0
6018	1797.0	686.0
6017	0.0	0.0
6019	13.0	13.0
6031	0.0	0.0
6034	0.0	0.0
8693	19.0	20.0
8694	2268.0	983.0
6033	0.0	0.0
6036	1.0	8.0
6035	2336.0	879.0
8697	2470.0	1009.0
6038	165.0	20.0
8698	113.0	89.0
6037	0.0	0.0
101928646	0.0	0.0
554234	0.0	0.0
8692	5310.0	3442.0
6030	5.0	1.0
8690	1673.0	595.0
554225	7.0	7.0
554226	5.0	0.0
6029	0.0	0.0
170082	386.0	115.0
6043	0.0	0.0
6045	1767.0	628.0
6044	0.0	0.0
6047	4944.0	2296.0
6046	24207.0	9906.0
6049	2695.0	1236.0
100421217	0.0	0.0
6048	4972.0	1720.0
100421219	0.0	0.0
101928656	0.0	1.0
6041	1496.0	928.0
554213	0.0	0.0
554214	0.0	0.0
56904	4367.0	3586.0
56905	2542.0	1461.0
6039	63.0	331.0
56906	447.0	201.0
56907	1027.0	1818.0
56900	7760.0	2494.0
56901	888.0	611.0
56902	2008.0	658.0
56903	6.0	0.0
100421222	0.0	0.0
375612	1.0	0.0
375611	30.0	29.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3805.0	1496.0
554210	7.0	9.0
100528062	312.0	118.0
554212	0.0	0.0
6050	14226.0	6345.0
100528064	7.0	4.0
375616	81.0	716.0
6051	6373.0	3051.0
56910	15780.0	6896.0
554202	24.0	59.0
554203	1320.0	471.0
56915	729.0	620.0
56916	2814.0	1007.0
56917	138.0	26.0
56918	0.0	0.0
56911	300.0	116.0
56912	3454.0	994.0
56913	2535.0	712.0
100421220	0.0	0.0
56914	2.0	2.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1395.0	644.0
6069	0.0	0.0
375607	427.0	1.0
554201	3.0	2.0
6060	0.0	0.0
56920	1263.0	824.0
56926	3380.0	1611.0
56927	5933.0	3503.0
56928	2269.0	1171.0
56929	1945.0	1037.0
56922	2226.0	1086.0
56923	89.0	9.0
56924	56.0	31.0
56925	880.0	288.0
100421232	0.0	1.0
6076	0.0	0.0
100421245	1.0	0.0
6075	0.0	0.0
6078	0.0	1.0
6079	0.0	0.0
101928601	460.0	50.0
6070	2.0	2.0
91252	2971.0	1684.0
6071	1.0	1.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	0.0
101928607	3.0	1.0
387612	1.0	0.0
147700	87.0	52.0
387615	0.0	0.0
6086	1.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	4.0	1.0
123722	34.0	11.0
387601	0.0	0.0
123720	1323.0	830.0
147710	0.0	0.0
147711	11.0	3.0
147719	0.0	0.0
6098	0.0	3.0
6097	6739.0	1459.0
6092	19.0	2.0
6091	967.0	285.0
6094	250.0	109.0
100528020	0.0	0.0
6093	2992.0	2841.0
100528021	4.0	4.0
6096	216.0	25.0
6095	2370.0	1799.0
91272	4543.0	1658.0
147727	5616.0	1256.0
387638	2.0	0.0
100528030	13.0	4.0
101928638	0.0	0.0
100528032	2.0	6.0
100421271	0.0	0.0
100506697	3.0	2.0
100506696	172.0	74.0
91298	1530.0	585.0
100528007	0.0	0.0
123775	1172.0	123.0
91289	7542.0	2779.0
399656	0.0	0.0
100506686	814.0	139.0
100506685	1.0	1.0
100528016	0.0	0.0
100528017	0.0	0.0
100528018	2.0	0.0
100528019	1.0	0.0
100506681	8.0	1.0
91283	1582.0	570.0
100506680	0.0	0.0
387646	237.0	73.0
387647	0.0	0.0
387644	13.0	20.0
387640	418.0	231.0
100421295	37.0	16.0
387680	2472.0	1485.0
375686	0.0	2.0
123745	1.0	0.0
100506898	32.0	15.0
100506897	1.0	0.0
390992	0.0	0.0
54471	3840.0	1611.0
54470	982.0	970.0
390996	2.0	5.0
390999	0.0	0.0
54475	1134.0	613.0
387338	2338.0	749.0
54474	0.0	0.0
54472	7010.0	3512.0
389997	0.0	0.0
54478	24.0	15.0
54477	2243.0	2277.0
387332	2.0	0.0
54476	4000.0	2384.0
91404	1357.0	325.0
91405	2.0	2.0
91408	4213.0	1467.0
91409	336.0	78.0
375346	153.0	85.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	127.0	97.0
389990	1.0	0.0
102724827	219.0	108.0
54482	919.0	417.0
102724820	29.0	8.0
100506881	245.0	44.0
54480	4958.0	2063.0
387328	2.0	1.0
387325	2.0	1.0
145497	0.0	0.0
400866	1.0	0.0
387323	0.0	0.0
387321	3.0	0.0
54487	2321.0	1157.0
387322	1.0	0.0
375350	0.0	0.0
723809	7.0	0.0
338391	3.0	1.0
91433	615.0	229.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	762.0	646.0
54491	655.0	379.0
54490	0.0	0.0
54497	2498.0	1654.0
54496	2489.0	1019.0
448835	0.0	0.0
54495	2636.0	1411.0
448834	0.0	1.0
387359	0.0	0.0
387357	48.0	75.0
54499	8314.0	2271.0
121498	0.0	0.0
54498	415.0	91.0
170463	1907.0	1516.0
157489	402.0	192.0
338382	792.0	234.0
390980	215.0	90.0
338388	0.0	0.0
448831	0.0	0.0
400841	16.0	10.0
91419	432.0	147.0
91452	4248.0	2583.0
338376	1.0	4.0
145447	36.0	8.0
100313532	1.0	0.0
91442	196.0	78.0
375387	99.0	284.0
91445	4908.0	2143.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	37.0	9.0
100506872	0.0	0.0
169436	160.0	40.0
170425	0.0	0.0
133491	21.0	3.0
91464	0.0	0.0
100506866	223.0	295.0
400892	1.0	3.0
400891	1.0	0.0
91461	321.0	49.0
145483	915.0	397.0
145482	1516.0	663.0
338339	0.0	4.0
100506810	70.0	16.0
338328	389.0	38.0
100506815	1.0	3.0
326337	0.0	0.0
326339	0.0	0.0
338321	0.0	0.0
338322	0.0	0.0
338323	16.0	2.0
338324	0.0	0.0
341965	0.0	1.0
326341	1.0	0.0
326340	0.0	0.0
326343	78.0	13.0
326342	2.0	17.0
54407	10121.0	2986.0
8710	0.0	0.0
100506834	33.0	11.0
8711	957.0	480.0
54413	85.0	16.0
8703	2996.0	1344.0
101410540	0.0	0.0
8704	2588.0	797.0
101410541	0.0	0.0
8701	432.0	62.0
101410542	0.0	0.0
54414	8572.0	5477.0
8702	2435.0	917.0
100506835	21.0	12.0
101410543	15.0	0.0
8707	190.0	16.0
101410544	3.0	2.0
8708	10.0	3.0
101410545	1.0	0.0
101410546	0.0	0.0
8705	878.0	570.0
8706	3609.0	912.0
326315	3.0	1.0
326317	0.0	0.0
8721	21742.0	5779.0
8722	5744.0	914.0
8720	18445.0	7632.0
101410537	2.0	3.0
101410538	3007.0	1618.0
341947	3.0	3.0
8714	322.0	2795.0
8715	341.0	1.0
100506826	30.0	4.0
8712	0.0	0.0
8718	67.0	169.0
101410533	104.0	19.0
101410534	0.0	0.0
326325	0.0	0.0
101410535	85.0	64.0
8717	1520.0	700.0
54429	17.0	26.0
101410536	0.0	1.0
326307	598.0	377.0
8732	1129.0	611.0
8733	10426.0	3497.0
8731	3867.0	2515.0
54431	8589.0	3014.0
400836	1.0	2.0
170487	169.0	83.0
54435	194.0	71.0
54434	2740.0	2239.0
400831	6.0	4.0
54433	1424.0	359.0
400830	1.0	0.0
54432	5532.0	902.0
54439	2255.0	916.0
8725	7737.0	2431.0
8726	970.0	332.0
54438	740.0	470.0
54437	109.0	120.0
8723	5817.0	1987.0
326310	122.0	69.0
8724	9792.0	3380.0
54436	738.0	670.0
8729	6550.0	5529.0
100337589	0.0	0.0
170485	5.0	1.0
8727	9856.0	8196.0
8728	363.0	243.0
170482	0.0	0.0
8740	30.0	67.0
8743	1337.0	369.0
8744	6.0	27.0
8741	1118.0	542.0
8742	1881.0	867.0
102724868	0.0	0.0
102724866	7.0	2.0
54442	1197.0	620.0
54441	30.0	27.0
54440	76.0	323.0
400823	4.0	5.0
102724862	0.0	0.0
54443	89.0	71.0
8736	392.0	172.0
8737	3957.0	1229.0
8735	0.0	0.0
326300	7.0	1.0
8738	700.0	249.0
8739	114.0	811.0
8751	4648.0	4190.0
8754	7484.0	3740.0
8755	0.0	0.0
102724853	0.0	0.0
54453	2829.0	3071.0
255512	260.0	87.0
54457	5.0	0.0
54456	41.0	6.0
554049	1.0	2.0
54455	2789.0	1030.0
54454	916.0	561.0
8747	13.0	4.0
8748	11.0	3.0
8745	77.0	4.0
54458	6088.0	2494.0
400818	1307.0	877.0
8749	0.0	0.0
8761	7384.0	5427.0
6100	617.0	203.0
8760	7727.0	3252.0
6102	905.0	409.0
8766	10751.0	6298.0
6101	3.0	8.0
8763	41893.0	15135.0
6103	861.0	223.0
8764	1576.0	1337.0
54460	5755.0	1770.0
54464	2665.0	1825.0
54463	1114.0	815.0
54462	4480.0	2459.0
54461	8812.0	4264.0
54468	1507.0	637.0
54467	4125.0	1938.0
54466	6.0	0.0
54465	1244.0	656.0
255520	2978.0	977.0
8759	0.0	0.0
8756	0.0	0.0
54469	6751.0	4223.0
8772	494.0	412.0
8773	3001.0	1707.0
8771	0.0	0.0
8776	1852.0	1235.0
8777	2572.0	1046.0
8774	3139.0	1167.0
8775	6920.0	2470.0
101928566	0.0	0.0
8767	592.0	587.0
6120	2222.0	1162.0
101928571	3.0	1.0
8784	13.0	62.0
6122	179056.0	98847.0
8781	357.0	109.0
6121	0.0	0.0
8787	82.0	17.0
6124	98294.0	49236.0
6123	2.0	1.0
8788	0.0	0.0
8785	40.0	1.0
6126	16.0	14.0
8786	115.0	48.0
6125	80306.0	33970.0
101928578	231.0	113.0
8780	4977.0	2544.0
6117	7483.0	4107.0
8778	2.0	14.0
6119	1620.0	657.0
6118	7771.0	3501.0
8794	131.0	132.0
8795	2102.0	2430.0
6130	67960.0	37546.0
8792	566.0	130.0
6133	27391.0	11541.0
6132	78482.0	39630.0
8793	440.0	193.0
8798	1773.0	640.0
6135	54378.0	21957.0
8799	3421.0	1371.0
6134	87042.0	40344.0
8796	403.0	3990.0
6137	50319.0	31364.0
8797	337.0	505.0
6136	34722.0	21440.0
100421307	0.0	0.0
101735302	161.0	196.0
8790	1656.0	539.0
100134444	0.0	0.0
6128	49301.0	14895.0
8789	1.0	0.0
6129	44175.0	16287.0
6142	20093.0	6007.0
6141	39661.0	18158.0
100421311	2.0	3.0
6144	14505.0	5212.0
6143	67399.0	27419.0
100421313	4.0	3.0
6146	26505.0	9726.0
6145	0.0	0.0
6148	0.0	0.0
6147	25976.0	10634.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	1.0	3.0
6139	3145.0	1389.0
6138	75385.0	34186.0
6152	42517.0	16962.0
6155	24965.0	12008.0
6154	19895.0	9787.0
100421324	1.0	0.0
6157	49451.0	19589.0
6156	38246.0	16080.0
6159	29947.0	12931.0
6158	26089.0	17999.0
100421328	2.0	1.0
6150	1775.0	591.0
101928527	922.0	285.0
6164	34999.0	13752.0
6163	1.0	6.0
6166	13058.0	5948.0
6165	31184.0	12443.0
6168	43249.0	20069.0
6167	35630.0	13961.0
100421338	1.0	0.0
6169	18665.0	7362.0
101928536	0.0	0.0
6160	45649.0	19830.0
101928537	0.0	1.0
6161	40520.0	18786.0
100421331	0.0	0.0
6175	68067.0	29557.0
6174	108.0	48.0
6176	50274.0	20267.0
101928545	308.0	55.0
6171	15436.0	7264.0
6170	5661.0	2609.0
6173	3195.0	1198.0
6172	388.0	33.0
100421340	0.0	0.0
100421341	1.0	2.0
100421354	0.0	0.0
6185	29361.0	14016.0
101928550	12.0	5.0
6188	55206.0	28677.0
6187	29184.0	17487.0
100421357	0.0	0.0
6189	27802.0	10407.0
101928555	83.0	5.0
6182	1052.0	302.0
6181	32582.0	16016.0
6184	32941.0	9870.0
101928559	0.0	0.0
6183	1432.0	540.0
100421350	8.0	3.0
100421351	5.0	3.0
100421353	2.0	1.0
6197	4130.0	3208.0
6196	11389.0	10180.0
6199	2201.0	842.0
6198	2546.0	1103.0
6191	77941.0	59401.0
6193	26121.0	13446.0
6192	18008.0	9738.0
91373	1295.0	687.0
6195	5723.0	3113.0
6194	100703.0	48331.0
390916	800.0	373.0
145407	583.0	107.0
100421363	0.0	0.0
100421376	0.0	0.0
100421379	1.0	1.0
91369	3213.0	1633.0
91368	2148.0	656.0
652489	0.0	2.0
390924	34.0	29.0
389901	17.0	7.0
390928	4.0	1.0
390927	930.0	362.0
100421371	9.0	4.0
100421374	7.0	7.0
389903	0.0	0.0
100421389	0.0	0.0
91392	705.0	261.0
389935	0.0	0.0
389932	8.0	0.0
100421384	19.0	7.0
100421398	4.0	4.0
100421399	0.0	0.0
101928513	39.0	7.0
91380	0.0	0.0
390904	0.0	0.0
145438	34.0	15.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	11.0	5.0
100421397	1.0	0.0
375316	29.0	8.0
375318	2.0	0.0
390963	89.0	43.0
375307	225.0	81.0
389941	126.0	67.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	68.0	212.0
387317	0.0	0.0
121457	1374.0	493.0
389976	2.0	0.0
375341	609.0	301.0
387319	0.0	0.0
375323	16.0	2.0
389970	0.0	1.0
390940	407.0	213.0
133418	8127.0	4965.0
390948	0.0	0.0
121441	1316.0	589.0
390949	1.0	1.0
652411	0.0	0.0
145370	3.0	6.0
102724954	0.0	0.0
54596	5.0	0.0
375484	541.0	305.0
91526	366.0	381.0
133396	3.0	0.0
196951	427.0	197.0
91523	77.0	268.0
91522	16972.0	1484.0
121391	0.0	0.0
145376	53.0	8.0
400986	54.0	39.0
400984	84.0	6.0
196968	95.0	32.0
157378	2068.0	1485.0
723961	0.0	0.0
145389	525.0	237.0
157381	4.0	1.0
91543	529.0	555.0
91544	2849.0	1681.0
102724923	1.0	2.0
652423	0.0	0.0
169355	55.0	3.0
400966	3.0	0.0
121364	0.0	0.0
400961	1493.0	244.0
157376	0.0	0.0
91574	1901.0	728.0
157313	23.0	16.0
157317	2.0	0.0
147991	3913.0	1485.0
399495	3.0	3.0
159963	8.0	10.0
100506965	3166.0	902.0
100506963	115.0	36.0
387495	0.0	0.0
387496	266.0	56.0
387494	1.0	0.0
387491	0.0	0.0
387492	22.0	12.0
387486	0.0	0.0
157310	3120.0	1268.0
100506994	74.0	23.0
338470	1.0	0.0
170302	24.0	1.0
204010	0.0	29.0
399473	83.0	256.0
399474	102.0	17.0
91584	328.0	1776.0
159989	93.0	10.0
91582	5001.0	1906.0
107126360	1.0	0.0
133383	394.0	140.0
100506930	2132.0	843.0
100820741	0.0	0.0
338448	0.0	0.0
8808	227.0	268.0
8809	122.0	115.0
54512	1392.0	383.0
54511	23.0	3.0
54510	695.0	139.0
54516	609.0	187.0
8802	9416.0	2693.0
8803	4104.0	1425.0
54514	0.0	0.0
8800	1497.0	265.0
8801	5356.0	2866.0
8807	1.0	18.0
400916	4848.0	816.0
54518	96.0	288.0
8804	16073.0	4693.0
100506939	3.0	0.0
54517	872.0	279.0
8805	1869.0	726.0
8820	56.0	28.0
8821	545.0	308.0
338440	180.0	214.0
338442	3.0	16.0
8819	555.0	340.0
100820732	0.0	0.0
255620	2.0	1.0
54522	584.0	274.0
54521	1062.0	719.0
54520	3237.0	1838.0
100820735	0.0	0.0
8813	2740.0	716.0
170393	6.0	2.0
8814	257.0	76.0
170392	1.0	69.0
100506925	0.0	0.0
8811	2.0	3.0
8812	579.0	308.0
8817	64.0	34.0
8818	4641.0	1519.0
54529	3558.0	1211.0
255626	0.0	0.0
8815	8015.0	3021.0
8816	4655.0	2598.0
170394	2829.0	1435.0
8831	926.0	888.0
8832	76.0	586.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	2198.0	665.0
54532	2481.0	821.0
54531	1094.0	673.0
54538	2014.0	824.0
8824	7886.0	3379.0
8825	622.0	62.0
54537	2923.0	746.0
54536	4380.0	2410.0
8822	37.0	34.0
8823	4.0	0.0
54535	1714.0	1463.0
8828	1800.0	5215.0
8829	5077.0	1971.0
8826	17366.0	19675.0
54539	7766.0	2417.0
8842	1251.0	15.0
8843	1.0	12.0
8840	58.0	18.0
8841	3920.0	1520.0
100158257	0.0	0.0
54541	3907.0	2579.0
54540	1362.0	882.0
54545	2768.0	1613.0
54544	0.0	0.0
54543	11561.0	3173.0
54542	4071.0	1837.0
54549	967.0	50.0
8835	1881.0	180.0
8836	264.0	169.0
8833	5087.0	2035.0
8834	1850.0	598.0
54546	1.0	1.0
8839	970.0	71.0
8837	12462.0	8490.0
8838	17.0	14.0
101928483	52.0	49.0
8850	3629.0	1299.0
101928484	0.0	0.0
8853	2378.0	2533.0
8854	472.0	110.0
8851	68.0	38.0
8852	0.0	0.0
400960	1105.0	247.0
338412	3.0	0.0
338413	1.0	0.0
54552	630.0	309.0
400957	3.0	0.0
54551	288.0	2.0
54550	26.0	1.0
196996	1031.0	195.0
400955	17.0	12.0
400954	1142.0	267.0
54556	1341.0	346.0
54555	2568.0	1092.0
400952	9.0	0.0
54554	1227.0	580.0
400950	4.0	3.0
8846	872.0	367.0
100820709	15.0	7.0
8847	76.0	90.0
54558	1940.0	846.0
8844	2487.0	727.0
54557	567.0	240.0
8848	15181.0	14157.0
196993	22.0	14.0
8861	4358.0	3570.0
101928492	967.0	229.0
8864	4043.0	1155.0
6201	24489.0	10085.0
6203	39042.0	21175.0
8862	28.0	24.0
101928496	0.0	0.0
8863	3702.0	4027.0
6202	51822.0	28870.0
723972	8.0	3.0
400946	10.0	27.0
400945	52.0	49.0
54567	852.0	381.0
54566	9246.0	3524.0
400941	0.0	1.0
8857	111604.0	9108.0
8858	3.0	2.0
54569	0.0	0.0
8856	18.0	15.0
54568	0.0	0.0
8859	733.0	414.0
8871	1381.0	1804.0
8872	3119.0	1287.0
6210	24561.0	10477.0
8870	2152.0	806.0
100421500	0.0	0.0
8875	10.0	20.0
8876	15.0	42.0
8874	2977.0	1650.0
100421506	1.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	2.0	1.0
54574	0.0	0.0
54573	2.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	0.0	0.0
54578	1.0	0.0
255631	25.0	13.0
400931	33.0	15.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	68224.0	29918.0
100506915	3.0	1.0
8869	5198.0	6846.0
6204	8883.0	2876.0
6207	21895.0	8478.0
6206	46143.0	22351.0
8867	1696.0	821.0
54579	0.0	0.0
6209	13338.0	7145.0
6208	52095.0	19185.0
170384	1506.0	709.0
100506916	0.0	1.0
8882	3169.0	1212.0
8883	3103.0	1533.0
8880	7036.0	3969.0
8881	5183.0	2482.0
8886	6047.0	2212.0
6223	30700.0	14524.0
100421512	0.0	0.0
8887	14253.0	6084.0
6222	69768.0	31107.0
8884	1264.0	469.0
6224	43742.0	19093.0
100421515	43.0	17.0
54581	290.0	183.0
54580	0.0	0.0
54585	4014.0	1485.0
54584	306.0	120.0
54583	4729.0	1916.0
54587	4532.0	8352.0
54586	1.0	1.0
8879	6325.0	5579.0
170371	212.0	226.0
170370	2.0	0.0
8877	402.0	788.0
6218	38624.0	17261.0
6217	32107.0	14196.0
8878	35284.0	21152.0
6219	2.0	1.0
100506907	0.0	0.0
100506906	59.0	47.0
255649	0.0	0.0
6230	34760.0	13048.0
8893	3021.0	1619.0
8894	4254.0	1834.0
101928440	1.0	0.0
8891	1127.0	632.0
6232	35376.0	15704.0
8892	7734.0	1365.0
6231	4480.0	1050.0
8897	866.0	449.0
6234	18321.0	12482.0
8898	2043.0	927.0
6233	37321.0	13044.0
8895	12141.0	3803.0
6236	566.0	197.0
8896	3383.0	1042.0
6235	14796.0	6578.0
101928442	0.0	0.0
101928448	25.0	10.0
8890	2432.0	1412.0
280659	6.0	0.0
280657	0.0	0.0
280658	3.0	0.0
280655	10.0	1.0
253039	1309.0	740.0
6227	15691.0	6146.0
6226	2.0	4.0
6229	57470.0	26869.0
8888	4354.0	2632.0
6228	40094.0	17327.0
6241	64.0	83.0
6240	2964.0	2054.0
100421411	0.0	0.0
6242	1891.0	1672.0
100421413	1.0	5.0
101928455	3.0	0.0
6244	0.0	0.0
6247	88.0	17.0
100421415	2.0	12.0
6246	0.0	0.0
280644	0.0	1.0
253044	0.0	1.0
6238	90737.0	21365.0
6237	3490.0	2033.0
8899	5381.0	2601.0
6239	8745.0	3005.0
6252	706.0	316.0
100421420	3.0	5.0
6251	5632.0	2298.0
100421422	2.0	0.0
6253	130.0	209.0
6256	11200.0	4685.0
100421424	0.0	0.0
6258	91.0	5365.0
6257	6091.0	2328.0
100421428	0.0	1.0
101928469	1.0	0.0
100421429	0.0	4.0
280637	1.0	0.0
280636	3016.0	1253.0
253018	43.0	66.0
253017	210.0	0.0
253012	1.0	1.0
6249	12916.0	7267.0
6248	0.0	0.0
6263	76.0	54.0
100421431	2.0	3.0
6262	3162.0	24.0
100421432	2.0	1.0
101928470	0.0	0.0
100421433	1.0	0.0
100421436	28.0	5.0
100421439	1.0	0.0
6261	550.0	1404.0
6260	4.0	3.0
6259	4965.0	2740.0
100421430	0.0	0.0
6274	24.0	4.0
6273	379.0	140.0
6276	193.0	244.0
6275	3744.0	1558.0
6278	1.0	0.0
6277	42037.0	53743.0
6279	13.0	45.0
6272	18147.0	9718.0
6271	7725.0	17599.0
6285	58.0	82.0
6284	10699.0	6806.0
100421455	0.0	0.0
6286	3.0	1.0
6289	2.0	4.0
6288	12.0	7.0
6281	3657.0	1913.0
6280	26.0	121.0
6283	0.0	0.0
6282	6812.0	7336.0
123920	1024.0	957.0
100421451	0.0	0.0
6296	184.0	101.0
6295	1.0	0.0
6297	2548.0	1256.0
6299	5538.0	4956.0
101928420	0.0	0.0
6290	0.0	0.0
6291	1.0	0.0
6294	6828.0	3102.0
6293	4161.0	2271.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	1.0	0.0
54505	4329.0	1193.0
280660	0.0	0.0
54504	18263.0	6351.0
280661	10.0	7.0
54503	1274.0	367.0
54502	15416.0	7900.0
54509	222.0	115.0
123904	0.0	0.0
54508	250.0	106.0
100421473	0.0	0.0
54507	577.0	238.0
100421487	0.0	0.0
133308	179.0	58.0
147945	1.0	3.0
123970	3.0	0.0
100421480	2.0	0.0
147947	1781.0	691.0
147948	674.0	223.0
147949	767.0	188.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	3.0	0.0
100421499	0.0	0.0
101060006	1.0	1.0
101060005	1.0	2.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	1.0	0.0
147965	1166.0	686.0
147968	39.0	34.0
107126289	2.0	0.0
107126287	0.0	0.0
101060039	0.0	0.0
121360	0.0	0.0
101060032	24.0	10.0
135924	0.0	0.0
135927	1.0	1.0
121355	1.0	6.0
147906	338.0	96.0
135932	1482.0	28.0
101060045	0.0	0.0
135935	0.0	0.0
101060040	0.0	0.0
147912	1131.0	913.0
135942	0.0	0.0
135941	1.0	0.0
121340	27.0	13.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	4.0	5.0
147923	925.0	276.0
147920	1.0	55.0
147929	250.0	88.0
104326192	0.0	1.0
104326193	0.0	0.0
375444	111.0	49.0
104326189	0.0	1.0
101060020	0.0	0.0
375449	1814.0	1535.0
104326188	0.0	0.0
121328	6.0	1.0
91653	2802.0	674.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	1200.0	2256.0
27085	124.0	56.0
27086	5176.0	1961.0
389756	0.0	0.0
