id	ae39a55a-0a70-4650-9a55-9e7a19e97376	0bcb13b2-14e8-42bb-949f-23123c2a2d44
283553	3.0	3.0
100271244	0.0	1.0
643226	1.0	0.0
283551	20.0	47.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	57.0	79.0
93492	3.0	1.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	1.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	1.0	0.0
106481715	0.0	0.0
401109	1.0	1.0
100271235	0.0	0.0
283547	32.0	53.0
401106	131.0	142.0
100271234	0.0	0.0
106481720	1.0	0.0
100271230	0.0	0.0
643236	18.0	5.0
100271233	0.0	0.0
100271232	0.0	0.0
643253	225.0	271.0
93487	5851.0	6598.0
106481729	2.0	2.0
643255	4.0	2.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	0.0	7.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1510.0	821.0
100271229	1.0	2.0
100271224	2.0	2.0
106481730	0.0	0.0
100271223	0.0	1.0
106481731	2.0	3.0
100271226	0.0	0.0
100271225	0.0	0.0
100271220	1.0	0.0
100271222	3.0	0.0
344978	1.0	9.0
100271221	0.0	1.0
138716	1038.0	1091.0
780852	17.0	1.0
728276	0.0	4.0
780853	0.0	0.0
728279	0.0	0.0
138715	4.0	2.0
780851	88.0	0.0
100126356	0.0	0.0
285796	9.0	1.0
81607	29.0	4172.0
81608	2504.0	2745.0
81609	2775.0	4497.0
81603	9146.0	12242.0
81605	2504.0	3547.0
81606	12039.0	12118.0
81610	22.0	91.0
56654	723.0	5399.0
56655	723.0	1227.0
81611	4868.0	6216.0
56650	2985.0	3007.0
29028	802.0	1973.0
283129	13.0	22.0
56651	2.0	6.0
56652	725.0	798.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1293.0	1290.0
283120	577.0	120.0
56659	468.0	195.0
100126350	2.0	2.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	1.0
100126345	0.0	0.0
728262	2.0	0.0
138724	4.0	4.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	32.0	53.0
100126348	0.0	3.0
728263	12.0	2.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	26.0	17.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	4585.0	3592.0
100190924	0.0	0.0
56666	492.0	1122.0
30012	0.0	0.0
29034	0.0	0.0
56667	0.0	0.0
106865375	0.0	0.0
81602	996.0	515.0
30014	0.0	0.0
106865374	0.0	1.0
56662	2.0	3.0
30011	2521.0	3344.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	0.0
56664	2.0	1.0
100190923	3.0	1.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	1.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	2.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1316.0	1265.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1772.0	1919.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	17.0	25.0
100381202	0.0	0.0
56670	1822.0	844.0
81626	0.0	0.0
81627	2392.0	1791.0
81628	2386.0	4174.0
56676	3.0	1.0
30001	2713.0	4709.0
54012	0.0	0.0
56677	0.0	0.0
246175	3029.0	3355.0
56672	1031.0	1377.0
246176	9.0	2.0
56673	4.0	4.0
54016	0.0	0.0
283106	20.0	9.0
30000	5172.0	6070.0
56674	5899.0	5939.0
54015	0.0	0.0
81631	5108.0	9363.0
56675	142.0	137.0
54014	5479.0	5524.0
283104	242.0	145.0
100126330	0.0	0.0
30009	31.0	43.0
283102	3.0	6.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	0.0
30008	7842.0	9079.0
100128991	1.0	0.0
100128990	0.0	0.0
66002	34.0	11.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	522.0	1575.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	3.0
66004	1210.0	2534.0
100126325	0.0	0.0
66005	4534.0	7618.0
100126326	0.0	0.0
81618	7001.0	15810.0
81619	4930.0	5258.0
56681	7988.0	6713.0
66008	5437.0	20000.0
29018	0.0	1.0
81614	1675.0	1702.0
54020	2029.0	2186.0
81615	29.0	13740.0
81616	6.0	6.0
81617	1476.0	1029.0
767846	13.0	29.0
81621	302.0	270.0
81622	1422.0	2617.0
246184	371.0	311.0
767851	2.0	4.0
81623	0.0	0.0
54022	1.0	0.0
81624	7.0	53.0
767853	0.0	0.0
54021	5.0	12.0
56683	1163.0	1810.0
54028	32.0	29.0
54027	0.0	0.0
29015	15199.0	3941.0
54026	0.0	0.0
767850	0.0	0.0
81620	101.0	646.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	23.0	19.0
246182	1.0	1.0
100126316	0.0	0.0
728233	111.0	163.0
283171	1.0	4.0
100126317	0.0	1.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	0.0
100126313	6.0	2.0
285753	637.0	602.0
728231	0.0	0.0
100126314	0.0	1.0
100128977	0.0	0.0
114785	6438.0	5679.0
285755	919.0	889.0
114786	43.0	7.0
114787	12.0	262.0
114788	0.0	0.0
285758	9.0	24.0
114789	3845.0	1392.0
54031	17.0	8.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1248.0	1185.0
54033	254.0	269.0
54032	0.0	0.0
114791	1504.0	1107.0
54039	14.0	8.0
114792	167.0	472.0
126767	0.0	0.0
114793	6065.0	6950.0
54038	0.0	1.0
100190954	0.0	0.0
114794	4.0	3432.0
114795	798.0	603.0
54036	0.0	0.0
93627	2103.0	1929.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	18336.0	21045.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	789.0	623.0
100126308	0.0	1.0
100126301	0.0	0.0
93624	2671.0	2576.0
100126302	0.0	0.0
100128963	8.0	6.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	7.0	10.0
100126309	0.0	0.0
728226	0.0	5.0
54041	0.0	0.0
728228	1.0	1.0
54045	2.0	0.0
645809	0.0	1.0
54044	0.0	0.0
645808	0.0	0.0
114780	33.0	7.0
54043	0.0	1.0
645807	0.0	1.0
114781	2170.0	2265.0
126755	0.0	3.0
54049	1.0	2.0
114783	853.0	1243.0
54048	1.0	3.0
114784	45.0	39.0
283159	0.0	0.0
54047	0.0	0.0
100128961	2.0	4.0
645805	61.0	35.0
283152	56.0	107.0
66035	1333.0	1694.0
283150	1.0	0.0
728255	0.0	0.0
93654	0.0	2.0
66036	1348.0	1089.0
93653	306.0	101.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	0.0	0.0
93650	2.0	4.0
81669	2396.0	6791.0
54053	5.0	8.0
54052	0.0	0.0
114769	78.0	120.0
54051	0.0	0.0
54050	0.0	0.0
54055	28.0	76.0
100190938	84.0	50.0
54054	9.0	18.0
114770	3.0	5.0
114771	0.0	0.0
54059	609.0	1127.0
283149	3399.0	2432.0
54058	101.0	242.0
93649	91.0	46.0
645811	72.0	215.0
81671	8688.0	12750.0
100271199	0.0	2.0
100190939	580.0	887.0
283143	235.0	452.0
100271196	0.0	1.0
93643	1919.0	1996.0
100128946	0.0	0.0
285780	0.0	1.0
285782	7.0	5.0
100271180	2.0	0.0
285785	169.0	153.0
100190952	0.0	1.0
54064	0.0	7.0
728248	0.0	0.0
114757	1068.0	2593.0
114758	0.0	0.0
54067	137.0	101.0
100190947	0.0	2.0
100190949	0.0	1.0
54065	2.0	2.0
114760	0.0	0.0
114761	0.0	0.0
126731	455.0	591.0
54069	297.0	576.0
283131	37620.0	45346.0
283130	1322.0	647.0
692157	0.0	3.0
692158	0.0	0.0
138799	2.0	1.0
440498	504.0	1168.0
124152	1511.0	2045.0
199704	1154.0	1140.0
124149	0.0	0.0
163747	3.0	0.0
692146	0.0	0.0
692147	8.0	10.0
692148	9.0	34.0
692149	0.0	0.0
163742	7.0	162.0
199713	3.0	5.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	0.0
126792	1317.0	2187.0
378008	0.0	0.0
378009	0.0	0.0
29089	91.0	216.0
29088	1428.0	1261.0
29087	2366.0	4400.0
378010	0.0	0.0
148137	563.0	618.0
126789	281.0	446.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	157.0	220.0
29081	1046.0	1444.0
29080	1513.0	1316.0
283189	0.0	0.0
29086	1326.0	1476.0
29085	3139.0	5165.0
29083	701.0	694.0
100381270	553.0	283.0
200810	84.0	78.0
114796	762.0	566.0
148156	1501.0	1476.0
114798	1.0	0.0
114799	1950.0	1878.0
29099	1409.0	1629.0
29098	424.0	674.0
378001	0.0	0.0
29093	904.0	1225.0
29092	1073.0	948.0
29091	3689.0	7263.0
29090	1181.0	978.0
56603	466.0	159.0
29097	1580.0	2545.0
56604	0.0	2.0
56605	2627.0	1416.0
29095	969.0	1382.0
151790	0.0	1.0
283174	1033.0	275.0
56606	420.0	112.0
29094	777.0	325.0
692199	0.0	0.0
391002	0.0	0.0
440459	0.0	5.0
391004	2.0	0.0
780816	0.0	0.0
124199	25.0	43.0
391003	0.0	0.0
30062	0.0	1.0
440456	472.0	1300.0
780814	9.0	15.0
30061	6556.0	11660.0
780815	0.0	0.0
780812	0.0	0.0
780813	2.0	2.0
440452	0.0	0.0
780810	1.0	0.0
780811	0.0	0.0
29068	4141.0	3680.0
29066	3834.0	3008.0
29063	571.0	502.0
29062	827.0	888.0
56616	576.0	708.0
163702	1238.0	1293.0
391013	2.0	6.0
391012	0.0	0.0
100381215	4.0	3.0
29079	2357.0	2882.0
29078	908.0	623.0
56623	1015.0	1285.0
56624	42.0	124.0
29071	1611.0	2521.0
29070	569.0	596.0
29075	52.0	8.0
29074	2115.0	4021.0
29072	8279.0	6616.0
163732	377.0	864.0
200845	661.0	650.0
148103	661.0	629.0
200844	28.0	43.0
440482	76.0	898.0
151742	3636.0	775.0
163720	5.0	2.0
148113	420.0	1224.0
440465	4329.0	3986.0
29057	6.0	17.0
148109	0.0	2.0
29058	8213.0	8603.0
56647	2668.0	3194.0
56648	365.0	200.0
56649	10.0	9831.0
440419	0.0	0.0
440416	15.0	64.0
8303	2928.0	2258.0
643157	0.0	0.0
200879	13.0	4996.0
440406	0.0	1.0
8301	7633.0	10003.0
643155	3509.0	4961.0
8302	3.0	2.0
440400	227.0	398.0
199675	4.0	46.0
8310	869.0	847.0
124093	9.0	34.0
8314	4431.0	3473.0
8315	1625.0	1917.0
8312	1925.0	3588.0
342096	1.0	0.0
8313	1301.0	1227.0
440435	12.0	6.0
643160	0.0	2.0
643161	0.0	0.0
643159	7.0	4.0
8309	1669.0	2042.0
8321	12239.0	4492.0
8322	3332.0	2466.0
8320	18.0	24.0
8325	2108.0	365.0
8326	18.0	6.0
8323	4139.0	6903.0
8324	1296.0	1484.0
440423	535.0	650.0
200894	1173.0	2317.0
643171	3.0	14.0
200895	1354.0	1280.0
8318	8.0	181.0
8317	141.0	222.0
8332	1.0	2.0
692110	0.0	0.0
8333	1.0	2.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	1.0
8336	10.0	26.0
8337	0.0	0.0
8334	2391.0	5013.0
8335	0.0	1.0
148046	95.0	62.0
106481699	0.0	0.0
643182	0.0	0.0
643180	102.0	161.0
643181	0.0	0.0
8329	1.0	6.0
8328	1.0	0.0
8343	1.0	7.0
643198	0.0	0.0
8344	3.0	8.0
8341	79.0	140.0
8342	0.0	0.0
8347	56.0	148.0
8348	0.0	3.0
643199	0.0	0.0
8345	9.0	33.0
8346	3.0	2.0
692106	0.0	0.0
692107	0.0	0.0
161003	0.0	0.0
692108	0.0	1.0
692109	4.0	3.0
643193	0.0	0.0
8340	0.0	1.0
8338	20.0	15.0
8339	35.0	135.0
8354	1.0	3.0
8355	29.0	18.0
8352	1.0	2.0
8353	106.0	49.0
8358	1.0	1.0
8359	3.0	0.0
8356	1.0	3.0
8357	33.0	57.0
222235	104.0	96.0
106481679	0.0	0.0
222236	2927.0	2246.0
106481677	0.0	1.0
222234	295.0	257.0
106481678	1.0	0.0
8350	8.0	6.0
8351	6.0	30.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	1.0
106481686	0.0	0.0
106481687	1.0	3.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	1256.0	2269.0
8365	42.0	130.0
8366	4.0	3.0
8363	3.0	9.0
8364	9.0	5.0
8369	0.0	0.0
163688	7.0	5.0
8367	21.0	40.0
8368	1.0	0.0
106481688	0.0	0.0
222223	1176.0	1546.0
106481689	0.0	0.0
8361	1.0	0.0
222229	759.0	1384.0
8362	2.0	20.0
8360	4.0	6.0
106481693	30.0	16.0
106481694	5.0	41.0
106481691	2.0	3.0
106481692	11.0	44.0
106481697	2.0	1.0
106481698	0.0	0.0
106481695	4.0	2.0
106481696	0.0	0.0
342035	40.0	2440.0
344697	5.0	19.0
106481690	6.0	1.0
728310	6.0	2.0
285830	158.0	52.0
8379	1508.0	1819.0
93556	9.0	131.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	1.0	0.0
222255	873.0	651.0
106481655	0.0	0.0
285834	78.0	165.0
222256	310.0	137.0
106481656	0.0	2.0
8372	108.0	122.0
93550	983.0	689.0
8373	0.0	1.0
106481659	0.0	0.0
8370	3.0	8.0
728315	2.0	4.0
81577	1853.0	1087.0
106481660	0.0	0.0
81578	122.0	494.0
106481661	0.0	0.0
81579	3369.0	3102.0
81573	1691.0	1646.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	6861.0	4169.0
106481662	0.0	0.0
81576	1302.0	1778.0
106481663	6.0	8.0
81570	897.0	454.0
100271178	1.0	2.0
81571	795.0	606.0
81572	859.0	990.0
645715	25.0	28.0
8387	0.0	0.0
8388	0.0	0.0
728300	4.0	4.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	1.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1038.0	1509.0
8383	0.0	0.0
285848	2.0	0.0
8384	0.0	0.0
285849	35.0	24.0
8382	736.0	843.0
81566	1902.0	3450.0
106481671	0.0	0.0
106481672	2.0	0.0
81567	286.0	159.0
81569	0.0	0.0
106481670	0.0	0.0
81562	2992.0	2027.0
106481675	0.0	0.0
81563	769.0	679.0
246243	713.0	523.0
100271168	5.0	2.0
106481676	0.0	0.0
106481673	1.0	0.0
81565	2169.0	2595.0
106481674	1.0	5.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	5.0	5.0
100271163	1.0	2.0
100271162	2.0	0.0
8398	1072.0	2170.0
8399	6.0	12.0
8396	5958.0	6714.0
285852	0.0	1.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	7121.0	6550.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	4486.0	3931.0
106481639	0.0	0.0
8395	58.0	107.0
8392	0.0	0.0
106481637	1.0	3.0
106481638	0.0	0.0
100271158	0.0	1.0
106481642	21.0	15.0
106481643	0.0	0.0
246210	1.0	1.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	1.0
246213	1.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	78.0	54.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	8.0	1.0
100271142	0.0	0.0
344658	1.0	0.0
100271145	0.0	0.0
645745	1.0	35.0
344653	1.0	0.0
100271141	1.0	2.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	362.0	345.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	221.0	364.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	2.0	1.0
283209	777.0	2297.0
283208	119.0	155.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	3.0	0.0
100271132	4.0	0.0
100271131	0.0	0.0
100271133	0.0	1.0
100271130	0.0	0.0
93587	511.0	301.0
645771	14.0	13.0
93589	115.0	134.0
106481624	1.0	4.0
285800	40.0	5.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	0.0	1.0
106481628	0.0	0.0
106481629	0.0	1.0
106481626	0.0	0.0
106481627	3.0	1.0
100271129	0.0	0.0
246283	0.0	0.0
246285	0.0	0.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1730.0	2069.0
645784	6.0	4.0
100271118	0.0	2.0
100271117	0.0	0.0
100271119	1.0	0.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	5.0	7.0
643115	0.0	0.0
100271111	0.0	0.0
106481608	1.0	1.0
106481609	0.0	0.0
645798	3.0	3.0
643136	5.0	1.0
106481602	0.0	2.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	1.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	11.0	12.0
100271106	1.0	3.0
106481610	0.0	0.0
100271105	4.0	2.0
643126	4.0	1.0
199699	6.0	2.0
728393	0.0	0.0
100128899	2.0	1.0
728395	0.0	0.0
114625	1936.0	2183.0
54112	7.0	16.0
56776	21.0	4.0
283248	53.0	172.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	14.0	19.0
100128890	32.0	17.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	5.0	2.0
114614	4.0	41.0
283238	0.0	0.0
100190800	14.0	8.0
283237	1065.0	1316.0
283236	1.0	0.0
283234	154.0	473.0
728381	0.0	0.0
283232	2097.0	1754.0
728380	4.0	3.0
100128881	34.0	189.0
100128880	0.0	0.0
692099	628.0	1725.0
114609	487.0	469.0
29128	3.0	316.0
29123	7889.0	7310.0
344709	0.0	0.0
29122	114.0	372.0
29121	200.0	412.0
283229	124.0	476.0
29127	303.0	425.0
29126	348.0	332.0
29125	29.0	57.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	1.0	1.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	1215.0	1343.0
54149	1111.0	1644.0
54148	728.0	864.0
54147	0.0	0.0
283212	51.0	100.0
692091	0.0	0.0
692092	0.0	0.0
692093	2.0	7.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	1.0	4.0
100128857	1.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	16.0	12.0
285872	1.0	2.0
100128853	1.0	0.0
29109	1526.0	5090.0
29108	169.0	546.0
285877	0.0	0.0
29107	745.0	769.0
285878	2.0	0.0
29106	51.0	16.0
728358	0.0	0.0
29101	8244.0	6738.0
29100	1719.0	2568.0
29105	2101.0	2077.0
29104	860.0	657.0
29103	2861.0	4273.0
29102	3403.0	3150.0
100271098	0.0	2.0
283284	131.0	96.0
728343	0.0	0.0
728342	132.0	110.0
100128849	0.0	0.0
728344	2.0	2.0
100271081	1.0	2.0
100128845	0.0	0.0
728340	295.0	228.0
285888	0.0	0.0
29119	41.0	15.0
107057644	15.0	20.0
29118	524.0	176.0
107057647	0.0	0.0
114655	1.0	0.0
29117	3861.0	4603.0
107057646	3.0	1.0
114657	0.0	0.0
114659	274.0	557.0
126638	0.0	0.0
54165	2350.0	1987.0
126637	0.0	0.0
29110	1427.0	1780.0
29116	10337.0	7055.0
29115	2730.0	3613.0
29114	8.0	170.0
29113	0.0	12.0
100271087	7.0	1.0
100271089	0.0	0.0
100271085	0.0	0.0
100128836	5.0	8.0
728378	1.0	2.0
728377	283.0	149.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	4.0	5.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1509.0	946.0
81793	10.0	48.0
81794	158.0	755.0
81796	3.0	142.0
81790	4584.0	3331.0
100271076	0.0	2.0
283267	346.0	448.0
91107	445.0	2632.0
100128830	2.0	1.0
81792	158.0	128.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	5.0	4.0
728361	3.0	6.0
100128822	374.0	426.0
728369	0.0	0.0
81786	420.0	553.0
54187	1266.0	2239.0
81788	5532.0	2122.0
81789	539.0	518.0
283257	0.0	0.0
100271065	0.0	0.0
645700	0.0	4.0
283254	194.0	194.0
126695	1185.0	1478.0
148003	0.0	0.0
378108	3.0	2.0
151649	14.0	26.0
151648	13.0	44.0
151647	5.0	0.0
151645	41.0	25.0
200909	0.0	0.0
200916	638.0	1042.0
148014	12.0	7.0
151658	1.0	3.0
151651	92.0	61.0
56704	343.0	685.0
148022	1087.0	1991.0
126669	3842.0	3920.0
126668	209.0	347.0
100126297	0.0	0.0
100126299	1.0	0.0
100126296	1.0	0.0
200931	217.0	211.0
200933	731.0	923.0
126661	309.0	254.0
56729	0.0	20.0
283298	556.0	421.0
283297	0.0	0.0
136051	502.0	672.0
138639	351.0	305.0
692076	2.0	0.0
391121	0.0	0.0
391120	0.0	0.0
391123	44.0	25.0
200942	3818.0	3812.0
440577	33.0	26.0
440574	1642.0	1483.0
56731	3509.0	2470.0
100126270	11.0	8.0
692084	0.0	0.0
692085	0.0	0.0
692086	18.0	91.0
138649	44.0	94.0
200959	2.0	0.0
200958	121.0	289.0
391135	6.0	14.0
440567	72.0	71.0
391139	16.0	15.0
440563	2.0	0.0
440561	0.0	0.0
151613	1864.0	2214.0
692072	0.0	0.0
692075	4.0	12.0
692057	0.0	0.0
692058	0.0	2.0
124056	0.0	1.0
81706	15088.0	9624.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	919.0	782.0
391109	0.0	0.0
440595	254.0	327.0
56751	1.0	0.0
692063	0.0	0.0
8402	3169.0	3657.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	434.0	445.0
391114	0.0	0.0
124044	590.0	1214.0
391115	0.0	0.0
440585	0.0	0.0
391117	0.0	0.0
440584	21.0	24.0
391119	0.0	0.0
54101	2481.0	1831.0
151636	3063.0	4957.0
440590	486.0	116.0
54103	1620.0	1505.0
54102	3257.0	5020.0
54108	2145.0	2393.0
54107	2135.0	2937.0
54106	4.0	4.0
692053	2.0	2.0
391040	1.0	0.0
645683	8.0	14.0
8410	0.0	0.0
645682	1.0	1.0
645688	8.0	11.0
391044	0.0	0.0
645687	0.0	0.0
8411	2857.0	2005.0
645686	0.0	0.0
8412	1971.0	874.0
391045	8.0	27.0
440533	2.0	1.0
8406	815.0	443.0
8407	8914.0	25709.0
8404	16033.0	11951.0
8405	3860.0	4497.0
8408	3152.0	3582.0
8409	2201.0	2844.0
391051	10.0	16.0
8420	1053.0	1642.0
645694	4.0	4.0
391053	0.0	1.0
645693	33.0	39.0
643031	1.0	1.0
8424	647.0	49.0
8425	24340.0	16150.0
643037	0.0	0.0
163589	120.0	58.0
643034	0.0	0.0
440525	67.0	90.0
391059	285.0	189.0
645691	14.0	19.0
163590	3244.0	5035.0
8417	5828.0	4218.0
8418	1306.0	1211.0
8416	2649.0	1361.0
8419	21.0	1.0
8431	3.0	5.0
8435	3.0	14.0
8436	14046.0	2212.0
8433	0.0	2.0
8434	879.0	1010.0
391026	0.0	1.0
440556	698.0	518.0
440560	0.0	0.0
8428	3969.0	4730.0
8427	1743.0	2051.0
103157000	0.0	0.0
8443	2423.0	2669.0
8440	3407.0	5598.0
8446	1187.0	1686.0
8447	222.0	168.0
8444	831.0	427.0
8445	1830.0	2558.0
391037	12.0	2.0
391039	2.0	3.0
643050	0.0	0.0
285905	5.0	4.0
285908	462.0	567.0
8439	2037.0	2104.0
8437	2646.0	4141.0
8438	28.0	89.0
8453	1994.0	2081.0
8454	4103.0	5265.0
8451	4806.0	5005.0
8452	5204.0	5886.0
8458	968.0	792.0
8455	8852.0	5929.0
8456	46.0	42.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	3651.0	4479.0
106481583	0.0	0.0
106481584	0.0	0.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	6.0	16.0
8449	2444.0	2600.0
106481580	0.0	1.0
8464	729.0	1315.0
8462	1747.0	1661.0
8463	583.0	1424.0
8468	0.0	0.0
391099	0.0	0.0
8467	9032.0	9999.0
342184	1779.0	1659.0
246312	0.0	0.0
106481589	0.0	0.0
8460	1306.0	920.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	37.0	17.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	7234.0	6786.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	3826.0	3779.0
8473	7565.0	15033.0
440519	51.0	73.0
440518	0.0	0.0
8479	1905.0	2227.0
440515	2133.0	1670.0
8477	26.0	91.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	269.0	30.0
8470	55998.0	6155.0
106481561	0.0	4.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	0.0	5.0
106481563	0.0	0.0
106481564	0.0	1.0
391073	0.0	0.0
8487	356.0	371.0
8484	1.0	0.0
391075	0.0	0.0
440508	0.0	4.0
391077	0.0	0.0
391076	0.0	0.0
8488	2.0	4.0
440503	303.0	450.0
8489	1.0	4.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	46.0	596.0
8483	146.0	42.0
8480	1285.0	1850.0
8481	2799.0	3858.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	1.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	39.0	19.0
8497	72.0	168.0
728431	147.0	605.0
8498	3399.0	6047.0
728430	1.0	4.0
100128934	0.0	0.0
8495	7019.0	3241.0
8496	6208.0	5099.0
91012	2319.0	3893.0
100128936	88.0	96.0
728432	0.0	0.0
100128930	0.0	0.0
8499	11.0	29.0
106481536	0.0	0.0
8490	13366.0	44366.0
106481537	0.0	0.0
285954	9.0	39.0
285955	10.0	12.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1109.0	1363.0
54075	0.0	0.0
101669766	108.0	117.0
728434	0.0	0.0
91010	4403.0	4184.0
285958	604.0	572.0
101669767	0.0	0.0
8491	4308.0	2761.0
106481538	0.0	0.0
8492	117.0	37.0
54072	1.0	8.0
106481539	0.0	0.0
101669762	298.0	710.0
106481540	0.0	0.0
101669763	1.0	0.0
101669764	2.0	0.0
106481543	0.0	0.0
81694	1.0	0.0
100271059	0.0	0.0
81695	2.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	48.0	24.0
100271056	1.0	0.0
100271050	4.0	3.0
100271053	1.0	1.0
93664	2395.0	1339.0
100128923	3.0	1.0
