id	ae1ca60a-1b87-418f-94dd-e1b707352941	87eea66b-23f3-46ca-a0d6-7724b3d0da3d
56648	410.0	216.0
56649	173.0	456.0
440419	0.0	2.0
440416	4.0	24.0
8303	5742.0	6011.0
643157	0.0	0.0
200879	380.0	6929.0
440406	0.0	5.0
8301	12658.0	8260.0
643155	6733.0	4842.0
8302	1.0	0.0
440400	532.0	768.0
199675	0.0	64.0
8310	1589.0	1404.0
124093	26.0	39.0
8314	9633.0	4770.0
8315	3446.0	2050.0
8312	4511.0	2398.0
342096	0.0	0.0
8313	2617.0	840.0
440435	3.0	0.0
643160	0.0	0.0
643161	0.0	1.0
643159	6.0	21.0
8309	2650.0	1933.0
8321	26109.0	18743.0
8322	5207.0	3811.0
8320	15.0	18.0
8325	2720.0	813.0
8326	17.0	19.0
8323	5710.0	5115.0
8324	2690.0	615.0
440423	681.0	834.0
200894	1868.0	1387.0
643171	5.0	8.0
200895	2049.0	917.0
8318	21.0	186.0
8317	129.0	220.0
8332	0.0	3.0
692110	0.0	1.0
8333	6.0	10.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	0.0
8336	31.0	58.0
8337	0.0	2.0
8334	6951.0	22993.0
8335	1.0	1.0
148046	131.0	66.0
106481699	0.0	0.0
643182	0.0	1.0
643180	190.0	87.0
643181	0.0	0.0
8329	4.0	39.0
8328	1.0	0.0
8343	2.0	13.0
643198	0.0	0.0
8344	6.0	18.0
8341	273.0	226.0
8342	0.0	1.0
8347	181.0	796.0
8348	8.0	12.0
643199	1.0	0.0
8345	9.0	45.0
8346	0.0	3.0
692106	0.0	0.0
692107	0.0	0.0
161003	0.0	2.0
692108	0.0	0.0
692109	8.0	2.0
643193	0.0	2.0
8340	2.0	2.0
8338	21.0	45.0
8339	65.0	168.0
8354	0.0	2.0
8355	57.0	84.0
8352	0.0	2.0
8353	158.0	110.0
8358	0.0	1.0
8359	0.0	0.0
8356	9.0	4.0
8357	74.0	223.0
222235	143.0	113.0
106481679	1.0	0.0
222236	4212.0	2475.0
106481677	0.0	1.0
222234	472.0	392.0
106481678	0.0	1.0
8350	5.0	19.0
8351	19.0	107.0
148066	0.0	0.0
106481682	0.0	1.0
106481683	1.0	1.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	0.0	1.0
106481684	1.0	0.0
106481685	1.0	0.0
8349	3966.0	4864.0
8365	175.0	604.0
8366	4.0	12.0
8363	10.0	54.0
8364	15.0	13.0
8369	0.0	0.0
163688	13.0	22.0
8367	19.0	28.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1323.0	1112.0
106481689	0.0	0.0
8361	0.0	0.0
222229	1345.0	1933.0
8362	14.0	54.0
8360	8.0	26.0
106481693	34.0	12.0
106481694	83.0	68.0
106481691	2.0	4.0
106481692	21.0	28.0
106481697	4.0	1.0
106481698	0.0	0.0
106481695	9.0	4.0
106481696	2.0	2.0
342035	49.0	181.0
344697	4.0	11.0
106481690	2.0	11.0
728310	5.0	1.0
285830	134.0	98.0
8379	2487.0	1588.0
93556	36.0	370.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	1310.0	523.0
106481655	0.0	0.0
285834	25.0	100.0
222256	552.0	238.0
106481656	2.0	2.0
8372	170.0	179.0
93550	1447.0	709.0
8373	0.0	1.0
106481659	0.0	1.0
8370	11.0	34.0
728315	2.0	11.0
81577	3158.0	1628.0
106481660	0.0	0.0
81578	231.0	512.0
106481661	0.0	0.0
81579	5960.0	3583.0
81573	2708.0	1395.0
106481664	0.0	2.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	1941.0	6715.0
106481662	0.0	0.0
81576	1989.0	1641.0
106481663	12.0	5.0
81570	1874.0	1003.0
100271178	0.0	5.0
81571	1764.0	379.0
81572	1940.0	2341.0
645715	34.0	130.0
8387	0.0	1.0
8388	0.0	0.0
728300	10.0	3.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1892.0	1197.0
8383	0.0	0.0
285848	28.0	3.0
8384	0.0	0.0
285849	41.0	209.0
8382	1010.0	1312.0
81566	2335.0	1890.0
106481671	0.0	0.0
106481672	1.0	0.0
81567	530.0	191.0
81569	0.0	0.0
106481670	0.0	0.0
81562	5649.0	3750.0
106481675	0.0	0.0
81563	1931.0	2630.0
246243	1191.0	577.0
100271168	4.0	2.0
106481676	0.0	1.0
106481673	1.0	1.0
81565	3379.0	2495.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	2.0	3.0
100271163	1.0	6.0
100271162	0.0	2.0
8398	1443.0	1486.0
8399	7.0	127.0
8396	10256.0	4897.0
285852	0.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	14547.0	9656.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	5205.0	4413.0
106481639	0.0	0.0
8395	147.0	62.0
8392	0.0	0.0
106481637	8.0	2.0
106481638	0.0	0.0
100271158	0.0	9.0
106481642	35.0	26.0
106481643	0.0	0.0
246210	1.0	1.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	1.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	2.0
106481645	0.0	0.0
728324	176.0	352.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	1.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	1.0	1.0
106481652	1.0	0.0
344657	3.0	4.0
100271142	0.0	0.0
344658	0.0	1.0
100271145	0.0	0.0
645745	5.0	13.0
344653	1.0	1.0
100271141	1.0	1.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	694.0	520.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	336.0	360.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	2.0	0.0
283209	1116.0	965.0
283208	626.0	423.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	3.0	0.0
100271132	4.0	3.0
100271131	0.0	1.0
100271133	0.0	2.0
100271130	0.0	0.0
93587	828.0	588.0
645771	2.0	5.0
93589	276.0	151.0
106481624	4.0	7.0
285800	45.0	4.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	1.0	0.0
106481628	0.0	0.0
106481629	0.0	0.0
106481626	0.0	0.0
106481627	4.0	1.0
100271129	0.0	1.0
246283	0.0	0.0
246285	0.0	0.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	3359.0	2824.0
645784	17.0	13.0
100271118	0.0	5.0
100271117	0.0	0.0
100271119	1.0	1.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	1.0
197021	3.0	4.0
643115	3.0	3.0
100271111	0.0	0.0
106481608	4.0	2.0
106481609	0.0	0.0
645798	3.0	6.0
643136	7.0	10.0
106481602	1.0	2.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	2.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	17.0	27.0
100271106	4.0	22.0
106481610	0.0	0.0
100271105	1.0	0.0
643126	8.0	2.0
199699	8.0	30.0
728393	0.0	0.0
100128899	2.0	0.0
728395	0.0	0.0
114625	4311.0	2700.0
54112	12.0	45.0
56776	37.0	19.0
283248	129.0	122.0
344729	0.0	0.0
100128894	0.0	1.0
100128893	11.0	10.0
100128890	64.0	45.0
728386	0.0	0.0
728388	0.0	0.0
100128889	1.0	0.0
100128888	3.0	7.0
114614	9.0	27.0
283238	2.0	2.0
100190800	107.0	146.0
283237	1901.0	1825.0
283236	1.0	0.0
283234	185.0	651.0
728381	0.0	2.0
283232	4602.0	3101.0
728380	1.0	14.0
100128881	66.0	107.0
100128880	1.0	1.0
692099	1084.0	773.0
114609	1134.0	405.0
29128	19.0	99.0
29123	13406.0	4610.0
344709	0.0	0.0
29122	163.0	519.0
29121	270.0	158.0
283229	240.0	560.0
29127	527.0	346.0
29126	398.0	241.0
29125	35.0	29.0
29124	0.0	1.0
692087	0.0	0.0
692088	0.0	0.0
692089	1.0	1.0
100128867	0.0	0.0
54145	0.0	2.0
54143	0.0	0.0
283219	2426.0	1403.0
54149	1411.0	852.0
54148	1688.0	1557.0
54147	0.0	0.0
283212	133.0	58.0
692091	0.0	0.0
692092	0.0	1.0
692093	11.0	2.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	0.0	3.0
100128857	3.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	11.0	52.0
285872	3.0	0.0
100128853	0.0	1.0
29109	2651.0	2924.0
29108	205.0	1480.0
285877	0.0	0.0
29107	1133.0	1266.0
285878	0.0	0.0
29106	95.0	25.0
728358	0.0	0.0
29101	16954.0	13461.0
29100	2977.0	5302.0
29105	2929.0	2567.0
29104	1375.0	946.0
29103	3742.0	5803.0
29102	6691.0	2479.0
100271098	1.0	1.0
283284	276.0	342.0
728343	0.0	0.0
728342	239.0	305.0
100128849	0.0	0.0
728344	2.0	10.0
100271081	4.0	11.0
100128845	1.0	0.0
728340	462.0	403.0
285888	0.0	0.0
29119	39.0	25.0
107057644	17.0	9.0
29118	654.0	62.0
107057647	0.0	0.0
114655	1.0	0.0
29117	7580.0	5687.0
107057646	0.0	1.0
114657	0.0	0.0
114659	512.0	441.0
126638	0.0	0.0
54165	3918.0	2201.0
126637	0.0	0.0
29110	2334.0	2023.0
29116	11200.0	6904.0
29115	4698.0	3710.0
29114	53.0	20.0
29113	1.0	0.0
100271087	6.0	10.0
100271089	0.0	2.0
100271085	0.0	1.0
100128836	2.0	7.0
728378	1.0	2.0
728377	759.0	182.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	4.0	5.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	3477.0	1104.0
81793	24.0	28.0
81794	282.0	372.0
81796	10.0	6.0
81790	7786.0	8339.0
100271076	0.0	5.0
283267	604.0	320.0
91107	1268.0	1869.0
100128830	2.0	1.0
81792	155.0	105.0
100271078	1.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	3.0	4.0
728361	4.0	1.0
100128822	773.0	563.0
728369	0.0	0.0
81786	912.0	895.0
54187	3255.0	3293.0
81788	6469.0	1102.0
81789	890.0	457.0
283257	0.0	0.0
100271065	0.0	0.0
645700	9.0	10.0
283254	381.0	357.0
126695	2562.0	2129.0
148003	0.0	0.0
378108	8.0	24.0
151649	33.0	17.0
151648	11.0	28.0
151647	3.0	12.0
151645	49.0	158.0
200909	0.0	0.0
200916	731.0	1529.0
148014	14.0	59.0
151658	0.0	14.0
151651	109.0	135.0
56704	673.0	511.0
148022	1646.0	756.0
126669	5233.0	4212.0
126668	155.0	259.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	1.0	1.0
200931	337.0	142.0
200933	1259.0	826.0
126661	986.0	678.0
56729	0.0	4.0
283298	557.0	193.0
283297	0.0	0.0
136051	1097.0	584.0
138639	328.0	323.0
692076	7.0	4.0
391121	0.0	0.0
391120	0.0	0.0
391123	64.0	31.0
200942	6590.0	4537.0
440577	27.0	66.0
440574	3099.0	2947.0
56731	4942.0	3114.0
100126270	11.0	16.0
692084	0.0	0.0
692085	0.0	0.0
692086	10.0	16.0
138649	155.0	54.0
200959	9.0	18.0
200958	825.0	572.0
391135	4.0	26.0
440567	108.0	192.0
391139	23.0	14.0
440563	1.0	1.0
440561	0.0	0.0
151613	2370.0	2046.0
692072	0.0	0.0
692075	8.0	4.0
692057	0.0	0.0
692058	1.0	1.0
124056	0.0	0.0
81706	10868.0	5757.0
391104	3.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	1789.0	914.0
391109	0.0	0.0
440595	322.0	1187.0
56751	0.0	1.0
692063	0.0	0.0
8402	6299.0	6818.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	825.0	858.0
391114	0.0	1.0
124044	1246.0	1470.0
391115	0.0	0.0
440585	2.0	4.0
391117	0.0	0.0
440584	39.0	128.0
391119	0.0	0.0
54101	4549.0	1532.0
151636	4349.0	2798.0
440590	376.0	283.0
54103	2971.0	1676.0
54102	8255.0	2107.0
54108	4209.0	2243.0
54107	5413.0	4957.0
54106	4.0	2.0
692053	2.0	0.0
391040	5.0	10.0
645683	15.0	42.0
8410	0.0	0.0
645682	2.0	3.0
645688	14.0	44.0
391044	4.0	4.0
645687	0.0	8.0
8411	3625.0	1499.0
645686	0.0	0.0
8412	2875.0	1091.0
391045	15.0	4.0
440533	150.0	120.0
8406	1525.0	305.0
8407	15566.0	16243.0
8404	21337.0	22946.0
8405	7991.0	6430.0
8408	6089.0	2542.0
8409	3902.0	6341.0
391051	38.0	64.0
8420	1738.0	2199.0
645694	10.0	11.0
391053	1.0	0.0
645693	40.0	219.0
643031	2.0	13.0
8424	312.0	94.0
8425	41446.0	8178.0
643037	1.0	0.0
163589	193.0	76.0
643034	0.0	0.0
440525	114.0	195.0
391059	600.0	281.0
645691	26.0	41.0
163590	7972.0	5830.0
8417	8333.0	4258.0
8418	1033.0	978.0
8416	4997.0	2502.0
8419	31.0	11.0
8431	1.0	6.0
8435	1.0	6.0
8436	7003.0	4140.0
8433	2.0	1.0
8434	1126.0	865.0
391026	0.0	0.0
440556	1722.0	637.0
440560	0.0	0.0
8428	9054.0	4613.0
8427	3341.0	1563.0
103157000	1.0	0.0
8443	5070.0	4660.0
8440	5125.0	5505.0
8446	1850.0	1962.0
8447	341.0	171.0
8444	1083.0	772.0
8445	2919.0	1550.0
391037	2.0	6.0
391039	1.0	4.0
643050	0.0	0.0
285905	10.0	12.0
285908	774.0	400.0
8439	2969.0	2403.0
8437	3538.0	2260.0
8438	36.0	56.0
8453	3481.0	2469.0
8454	6961.0	5407.0
8451	10676.0	6472.0
8452	9901.0	6858.0
8458	1690.0	589.0
8455	19557.0	8614.0
8456	118.0	10.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	7029.0	4117.0
106481583	0.0	0.0
106481584	4.0	0.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	8.0	16.0
8449	4481.0	2776.0
106481580	0.0	0.0
8464	1176.0	899.0
8462	4018.0	1464.0
8463	860.0	1023.0
8468	1.0	1.0
391099	0.0	0.0
8467	15726.0	9783.0
342184	1549.0	829.0
246312	2.0	0.0
106481589	0.0	0.0
8460	1646.0	1969.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	22.0	82.0
106481599	0.0	1.0
106481596	0.0	0.0
106481597	1.0	1.0
8459	10648.0	12596.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	4497.0	2372.0
8473	14360.0	14205.0
440519	91.0	101.0
440518	1.0	1.0
8479	3773.0	1389.0
440515	3970.0	2500.0
8477	71.0	171.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	3.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	302.0	151.0
8470	101467.0	25281.0
106481561	0.0	1.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	0.0	0.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	0.0	0.0
8487	571.0	537.0
8484	5.0	2.0
391075	0.0	0.0
440508	0.0	1.0
391077	1.0	1.0
391076	0.0	1.0
8488	6.0	27.0
440503	307.0	334.0
8489	2.0	9.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	83.0	122.0
8483	606.0	58.0
8480	2966.0	2192.0
8481	4388.0	3768.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	1.0	0.0
106481577	1.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	82.0	10.0
8497	104.0	129.0
728431	266.0	646.0
8498	7184.0	5007.0
728430	3.0	0.0
100128934	0.0	2.0
8495	9536.0	2931.0
8496	7161.0	4719.0
91012	4194.0	4621.0
100128936	83.0	315.0
728432	0.0	1.0
100128930	0.0	1.0
8499	30.0	19.0
106481536	0.0	0.0
8490	29599.0	47171.0
106481537	0.0	0.0
285954	10.0	6.0
285955	25.0	8.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1893.0	1030.0
54075	0.0	0.0
101669766	453.0	827.0
728434	0.0	0.0
91010	8806.0	4842.0
285958	755.0	1496.0
101669767	0.0	0.0
8491	4757.0	2802.0
106481538	0.0	0.0
8492	74.0	72.0
54072	1.0	2.0
106481539	0.0	0.0
101669762	382.0	367.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	0.0	1.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	4.0	1.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	373.0	100.0
100271056	1.0	0.0
100271050	12.0	10.0
100271053	1.0	2.0
93664	4062.0	3543.0
100128923	2.0	2.0
93663	4415.0	2984.0
285961	19.0	17.0
93668	0.0	0.0
285962	141.0	67.0
106481547	0.0	0.0
54082	49.0	24.0
106481548	0.0	0.0
285965	3.0	2.0
285966	105.0	108.0
106481545	2.0	2.0
106481546	1.0	1.0
93661	0.0	0.0
100128927	2755.0	1954.0
54084	613.0	349.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	23743.0	16283.0
106481551	2.0	0.0
54089	0.0	0.0
81689	5602.0	2838.0
54088	3.0	9.0
106481554	0.0	0.0
100271047	0.0	1.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	4282.0	2658.0
342132	673.0	346.0
285971	2467.0	701.0
285972	4.0	4.0
285973	25.0	40.0
100128911	0.0	0.0
728450	0.0	0.0
54093	1376.0	1194.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	0.0
106481513	5.0	1.0
54097	1621.0	210.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	74.0	150.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	12.0	8.0
54098	0.0	0.0
246330	1075.0	550.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	41.0	394.0
100271033	34.0	14.0
645619	1.0	0.0
100271031	1.0	7.0
344787	145.0	540.0
100128902	0.0	0.0
728441	12.0	23.0
100128903	0.0	1.0
222389	6303.0	2164.0
106481525	2.0	0.0
106481526	1.0	1.0
285987	3.0	13.0
106481523	1.0	0.0
285989	1030.0	887.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	154.0	104.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	4.0	0.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	804.0	630.0
91056	2860.0	1272.0
645641	1.0	0.0
91050	2854.0	1508.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	30.0	110.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	16.0	38.0
106481503	0.0	0.0
106481504	3.0	3.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	3.0	5.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	1.0	4.0
283316	68.0	56.0
106481510	2.0	2.0
106481511	0.0	0.0
100271003	9.0	24.0
283314	148.0	150.0
100271006	0.0	0.0
283310	38.0	16.0
344758	1.0	1.0
100271001	0.0	0.0
344752	0.0	0.0
728411	409.0	241.0
728410	0.0	0.0
643003	2.0	27.0
643001	0.0	0.0
728419	0.0	0.0
728418	1.0	1.0
91074	3.0	0.0
728409	0.0	0.0
283303	0.0	0.0
344741	1.0	1.0
728400	0.0	0.0
645676	175.0	116.0
285941	0.0	0.0
728405	0.0	0.0
285943	27.0	40.0
728407	173.0	79.0
728402	2.0	1.0
728403	0.0	0.0
643008	2666.0	2882.0
645668	1.0	3.0
100506658	4719.0	7589.0
100506655	5.0	5.0
81849	44.0	98.0
56890	2002.0	1041.0
56891	0.0	2.0
100506650	0.0	0.0
81846	7456.0	4268.0
81847	5031.0	7087.0
81848	2758.0	4166.0
56896	0.0	1.0
56897	8297.0	4481.0
81853	7785.0	15874.0
56898	7034.0	8498.0
81855	2113.0	2225.0
56899	1457.0	76.0
56892	647.0	1999.0
56893	3329.0	2110.0
121275	5.0	9.0
121278	6.0	0.0
56894	19649.0	7529.0
81850	0.0	0.0
145249	1.0	1.0
56895	1438.0	325.0
81851	0.0	0.0
649137	0.0	2.0
81839	3735.0	1863.0
121274	3528.0	2306.0
121273	36.0	46.0
145264	0.0	0.0
121270	0.0	0.0
145258	21.0	2.0
121268	37.0	54.0
81844	15254.0	4525.0
145259	7.0	31.0
133283	480.0	1582.0
375593	17.0	51.0
100506649	155.0	299.0
100506673	0.0	0.0
121260	1957.0	2981.0
145270	264.0	36.0
100506671	0.0	3.0
81875	4342.0	2346.0
81876	19787.0	13153.0
81870	0.0	0.0
81871	0.0	0.0
121256	35.0	281.0
81872	0.0	0.0
81873	2706.0	3412.0
387597	71.0	23.0
100506668	1241.0	1068.0
160897	1935.0	1247.0
649159	0.0	0.0
145282	1342.0	527.0
387590	5006.0	3588.0
81856	1507.0	759.0
81857	7536.0	4524.0
100506660	28.0	27.0
81858	4358.0	4672.0
135886	1.0	8.0
147872	6.0	7.0
81889	2629.0	2597.0
145200	22.0	27.0
81892	1956.0	4404.0
81893	2.0	1.0
81894	2312.0	1373.0
81890	4050.0	1986.0
135892	38.0	8.0
649179	0.0	0.0
100506600	57.0	133.0
613126	55.0	24.0
81887	4976.0	2857.0
81888	1075.0	919.0
145216	9.0	10.0
338591	0.0	0.0
649186	4.0	2.0
338596	40.0	47.0
338599	0.0	1.0
169200	5971.0	9184.0
145226	908.0	198.0
100506637	338.0	197.0
160857	657.0	633.0
160851	773.0	544.0
91227	2.0	10.0
157206	16.0	52.0
100506622	6.0	1.0
100856809	0.0	0.0
338588	0.0	0.0
145241	1.0	1.0
91219	0.0	0.0
650172	1.0	0.0
102724678	113.0	156.0
338579	0.0	1.0
326591	886.0	1083.0
255738	0.0	1.0
338567	0.0	0.0
102724668	46.0	18.0
255743	66387.0	48901.0
56829	7389.0	3536.0
326586	0.0	0.0
102724655	0.0	0.0
554250	2.0	0.0
554251	483.0	190.0
338557	13.0	55.0
56832	0.0	1.0
56833	109.0	518.0
56834	3823.0	2326.0
554235	36.0	23.0
554236	13.0	6.0
56849	208.0	139.0
255725	0.0	0.0
56848	2479.0	1764.0
56852	1103.0	835.0
56853	62.0	209.0
102724631	0.0	0.0
56850	5621.0	3690.0
56851	5620.0	8554.0
100820829	78.0	29.0
101243555	6.0	0.0
196872	395.0	177.0
8501	1828.0	1151.0
8502	16721.0	10259.0
8500	7123.0	4036.0
253128	14.0	12.0
664701	2170.0	1589.0
255783	796.0	496.0
54207	23.0	15.0
54206	3801.0	5149.0
54205	12337.0	6678.0
664709	27.0	67.0
54209	85.0	1671.0
196883	677.0	760.0
8512	43.0	40.0
8513	13.0	0.0
8510	2.0	0.0
8511	47.0	3.0
54210	27.0	226.0
81831	1450.0	888.0
81832	32.0	95.0
81833	1.0	0.0
54212	0.0	0.0
170261	1080.0	142214.0
8505	2080.0	1112.0
8506	315.0	226.0
8503	3209.0	4101.0
8504	2424.0	3287.0
8509	205.0	151.0
8507	963.0	1304.0
255758	367.0	630.0
8508	7369.0	7475.0
8520	4490.0	3994.0
8521	0.0	0.0
169270	817.0	699.0
8522	408.0	3962.0
102724605	0.0	0.0
554282	0.0	3.0
56886	13256.0	4844.0
54221	62.0	63.0
56888	6307.0	4722.0
554279	1.0	0.0
664722	4.0	8.0
56882	6293.0	8587.0
664721	22.0	126.0
255762	17.0	10.0
56884	13.0	3.0
8516	1341.0	721.0
8517	557.0	340.0
8514	540.0	1076.0
8515	130.0	504.0
56889	31012.0	18501.0
8518	6136.0	2850.0
8519	1785.0	1523.0
8530	65.0	118.0
326624	69.0	133.0
8531	6653.0	5345.0
326625	4451.0	4229.0
8534	2429.0	3008.0
326628	0.0	0.0
8535	1995.0	2691.0
326627	0.0	1.0
8532	154.0	19.0
8533	4578.0	4996.0
8527	4290.0	2248.0
8528	284.0	259.0
8525	2664.0	2320.0
8526	1222.0	877.0
8529	1.0	0.0
8541	634.0	536.0
326613	2.0	0.0
8542	2027.0	1691.0
326615	0.0	0.0
8540	4182.0	2420.0
326614	0.0	0.0
8545	12025.0	7077.0
326617	0.0	1.0
8546	10308.0	5801.0
326616	3.0	1.0
8543	4488.0	5690.0
8544	2363.0	2231.0
253175	0.0	0.0
554300	0.0	0.0
8538	59.0	20.0
8539	11594.0	7047.0
8536	522.0	477.0
8537	29.0	20.0
8552	87.0	58.0
8553	9548.0	14882.0
8550	3392.0	2604.0
326603	6.0	24.0
8551	0.0	0.0
8556	1036.0	1734.0
326606	1.0	0.0
8557	89.0	106.0
8554	6295.0	2826.0
8555	7806.0	2463.0
326607	9.0	3.0
326609	2.0	1.0
255798	1.0	1.0
8549	7.0	1.0
8547	106.0	306.0
8548	2907.0	2635.0
101409261	20.0	9.0
326611	3.0	0.0
8563	1837.0	2497.0
8564	42.0	123.0
8562	7045.0	5473.0
8567	6221.0	2511.0
8568	2169.0	1552.0
8565	6301.0	6455.0
8566	16677.0	9350.0
253152	280.0	975.0
8560	7790.0	13437.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	4670.0	1469.0
8558	6479.0	6143.0
8559	1212.0	945.0
8574	4778.0	4041.0
8575	3242.0	2764.0
8572	1156.0	2554.0
8573	2969.0	2957.0
8578	2155.0	1930.0
8576	3399.0	6538.0
8577	31.0	24.0
554354	0.0	0.0
8570	16155.0	5922.0
123811	5308.0	3758.0
8569	1194.0	1288.0
8585	2.0	2.0
8586	1.0	1.0
101928770	0.0	2.0
8583	0.0	0.0
101928773	0.0	0.0
8587	0.0	0.0
8588	0.0	0.0
101928776	2.0	5.0
8581	1.0	69.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	41.0	28.0
101409257	6.0	6.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	776.0	1045.0
8596	0.0	0.0
101928781	1.0	1.0
8594	0.0	0.0
8595	0.0	0.0
101928784	32.0	24.0
8590	0.0	1.0
8591	0.0	0.0
100132066	0.0	3.0
100421113	0.0	0.0
100421114	1.0	2.0
101928790	1.0	0.0
101928795	0.0	0.0
253190	452.0	101.0
100132073	3.0	1.0
100132074	682.0	450.0
100132079	0.0	1.0
554313	0.0	3.0
100421123	0.0	0.0
100856811	1.0	0.0
375513	45.0	28.0
100421125	0.0	0.0
91133	1723.0	781.0
100421129	1.0	0.0
91137	5244.0	3770.0
101928720	0.0	0.0
375519	1.0	19.0
100856810	1.0	0.0
100421136	9.0	1.0
100421137	0.0	0.0
101928734	3.0	0.0
91120	879.0	1710.0
101928736	104.0	153.0
147837	624.0	483.0
100421131	3.0	1.0
100421133	0.0	0.0
91156	3800.0	128.0
100421146	0.0	0.0
160824	4.0	0.0
100421148	7.0	15.0
101928744	0.0	1.0
91151	773.0	348.0
147841	44.0	182.0
100421143	0.0	0.0
91149	2.0	1.0
101928752	0.0	0.0
91147	1669.0	1098.0
387509	125.0	96.0
100421153	0.0	0.0
