id	0751ff85-93a8-4d4b-a7bd-e1dc9abc07ea	68111fdd-653e-4185-ba74-6ae3cb221508
81244	2.0	0.0
100271487	2.0	2.0
10905	5417.0	5389.0
10904	5764.0	4887.0
81246	0.0	0.0
283796	8.0	1.0
100271483	0.0	0.0
81240	0.0	0.0
342574	16.0	55.0
100271486	0.0	0.0
100271485	0.0	0.0
81242	4.0	3.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	10306.0	10022.0
440917	5.0	11.0
439927	1.0	0.0
440915	6.0	2.0
8078	5252.0	5627.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	1.0	1.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	2.0	0.0
8076	715.0	952.0
106481959	0.0	0.0
8073	17994.0	16884.0
106481956	1.0	0.0
8074	3.0	0.0
106481957	2.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	10.0	3.0
106481962	2.0	0.0
81278	1.0	1.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	250.0	125.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	0.0	2.0
100271470	0.0	0.0
440905	13.0	1.0
439916	0.0	0.0
8089	1211.0	1053.0
440902	1.0	1.0
643499	1.0	0.0
439915	0.0	0.0
440900	3.0	3.0
8082	3232.0	3265.0
106481965	0.0	0.0
106481966	3.0	2.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	3301.0	2535.0
106481969	0.0	0.0
8087	8347.0	8191.0
106481967	3.0	1.0
8085	12087.0	8492.0
106481968	0.0	0.0
102724167	3.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	7.0	0.0
106481973	1.0	0.0
100271465	1.0	1.0
106481970	0.0	0.0
401335	2.0	1.0
100271467	4.0	0.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	1.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	11131.0	13112.0
81264	0.0	0.0
100271460	4.0	2.0
731688	12.0	6.0
728034	0.0	0.0
8099	2060.0	3066.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	1.0	0.0
106481933	0.0	0.0
8091	21.0	2780.0
106481930	0.0	0.0
8092	1.0	0.0
106481931	1.0	0.0
106481936	0.0	0.0
728039	106.0	69.0
106481937	0.0	0.0
106481934	0.0	1.0
106481935	1.0	1.0
56413	285.0	125.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	3.0	3.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	4.0	0.0
106481945	0.0	0.0
106481946	1.0	0.0
106481950	1.0	0.0
106481951	0.0	0.0
283358	762.0	3497.0
344838	2.0	0.0
106481918	0.0	0.0
106481919	21.0	5.0
106481916	0.0	3.0
106481917	0.0	0.0
572558	17.0	4.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	3326.0	2526.0
100126572	0.0	0.0
106481929	2.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	42.0	12.0
728042	0.0	0.0
106481921	2.0	0.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	12.0	6.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	0.0	0.0
101234262	11.0	6.0
767612	0.0	0.0
767611	0.0	0.0
283337	4679.0	3401.0
344813	0.0	0.0
114548	866.0	546.0
81406	0.0	1.0
81407	0.0	0.0
344807	5.0	2.0
126526	953.0	711.0
767600	0.0	0.0
344805	8.0	11.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	20.0	6.0
102800446	1.0	1.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	3.0	2.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	20.0	9.0
728013	124.0	87.0
283392	13.0	4.0
728012	0.0	0.0
728015	0.0	1.0
728010	0.0	0.0
81428	0.0	0.0
728019	3.0	0.0
56478	2873.0	2359.0
56479	800.0	648.0
126506	0.0	3.0
56474	1402.0	1415.0
81430	1.0	0.0
56475	61.0	10.0
81431	0.0	0.0
56476	1.0	0.0
56477	2432.0	1255.0
93408	0.0	1.0
283385	224.0	132.0
283383	1640.0	1390.0
728005	12.0	18.0
81419	0.0	0.0
81421	0.0	0.0
283377	1597.0	1336.0
643401	1.0	5.0
283375	18.0	22.0
283373	4611.0	3724.0
151525	1154.0	1446.0
126567	39.0	103.0
391211	0.0	0.0
151534	148.0	264.0
151531	31.0	47.0
114569	11349.0	13794.0
126549	157.0	88.0
114571	1.0	0.0
100527978	80.0	73.0
126541	0.0	0.0
126536	0.0	0.0
151556	2001.0	1001.0
391242	0.0	0.0
728075	0.0	0.0
440699	1.0	13.0
440695	1.0	2.0
728072	0.0	0.0
100527960	19.0	5.0
391253	0.0	0.0
728064	0.0	0.0
100527963	121.0	82.0
728066	4.0	2.0
440689	52.0	30.0
391257	0.0	1.0
391256	10.0	14.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	31.0	26.0
728090	0.0	0.0
728088	6.0	1.0
100527943	7.0	5.0
114599	4.0	1.0
126581	0.0	0.0
151516	112.0	63.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	0.0	1.0
100527947	0.0	0.0
100527948	2.0	2.0
100527949	0.0	1.0
643384	1.0	0.0
391160	2.0	0.0
643382	78.0	13.0
391162	0.0	0.0
692312	6.0	3.0
163479	3.0	0.0
391169	0.0	0.0
100271332	2.0	4.0
391171	0.0	1.0
391174	10.0	10.0
643394	7.0	1.0
391175	0.0	0.0
391179	1.0	0.0
93380	2538.0	2691.0
100271323	3.0	1.0
100271322	0.0	0.0
100271325	2.0	2.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	4.0	9.0
391155	0.0	3.0
401024	194.0	379.0
163486	2013.0	1781.0
401022	140.0	159.0
425054	4.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	6.0	3.0
401018	1.0	0.0
100271303	1.0	3.0
100271302	1.0	0.0
401093	151.0	75.0
401097	37.0	55.0
151449	549.0	143.0
401082	1.0	0.0
8100	1519.0	1265.0
440606	0.0	0.0
8106	6909.0	6465.0
440603	35.0	15.0
401089	8.0	1.0
391183	0.0	0.0
8110	164.0	110.0
8111	669.0	604.0
391189	1.0	2.0
8115	3262.0	1125.0
401074	33.0	19.0
222484	1456.0	1484.0
391190	0.0	0.0
391192	3.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	531.0	234.0
391196	0.0	0.0
391195	5.0	0.0
8128	53.0	78.0
8125	8127.0	6893.0
401067	0.0	0.0
8120	504.0	466.0
151477	43.0	33.0
151473	363.0	233.0
643300	9.0	9.0
645962	0.0	0.0
8139	799.0	672.0
645961	1.0	1.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	3112.0	2390.0
81329	0.0	0.0
83998	12.0	7.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	4.0	0.0
283403	1.0	0.0
83990	166.0	226.0
83992	975.0	1124.0
645954	150.0	127.0
81330	0.0	0.0
645958	149.0	124.0
645957	2.0	0.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	6.0	3.0
8148	10238.0	9090.0
222487	80.0	22.0
81318	0.0	0.0
8140	1626.0	973.0
83987	2552.0	2074.0
81324	0.0	0.0
83986	2632.0	3358.0
81325	0.0	0.0
83989	2181.0	1940.0
83988	989.0	672.0
81327	0.0	0.0
83983	165.0	72.0
81320	0.0	0.0
83982	1188.0	1057.0
83985	183.0	81.0
81322	0.0	0.0
643308	0.0	2.0
643309	3.0	1.0
645968	8.0	10.0
645980	0.0	1.0
100271390	4.0	0.0
106481877	0.0	0.0
106481878	0.0	1.0
106481875	0.0	2.0
106481876	1.0	1.0
8153	686.0	525.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	1.0	0.0
81358	1.0	0.0
81353	4.0	17.0
106481884	0.0	0.0
100271399	1.0	0.0
81354	1.0	2.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	4.0	0.0
81352	1.0	0.0
100271392	7.0	4.0
100271391	1.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	0.0	2.0
93323	518.0	335.0
8165	6482.0	5516.0
645996	67.0	73.0
645993	1.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1776.0	1348.0
106481891	4.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	1.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	1.0
106481893	0.0	1.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	1.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	2.0	4.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	1.0
8178	1616.0	1217.0
344892	0.0	0.0
643343	38.0	24.0
8170	58.0	23.0
106481855	0.0	0.0
401014	47.0	39.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	1125.0	12.0
106481859	1.0	0.0
8175	4974.0	2786.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	54.0	32.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	185.0	164.0
645998	0.0	0.0
643336	0.0	1.0
100271371	0.0	0.0
8189	8831.0	7564.0
8187	325.0	273.0
93343	2537.0	2061.0
93349	2142.0	1474.0
643353	0.0	0.0
106481866	5.0	6.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	1.0	1.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	1.0	0.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	186.0	229.0
100271364	4.0	2.0
81363	2.0	0.0
344875	5.0	1.0
100271360	0.0	0.0
93377	1.0	0.0
106481839	0.0	0.0
643365	7.0	8.0
8192	1831.0	1605.0
106481833	1.0	0.0
8193	12.0	7.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	16.0	12.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2493.0	1963.0
106481836	0.0	0.0
106481840	2.0	0.0
106481841	0.0	0.0
100271358	8.0	6.0
81399	0.0	0.0
283422	0.0	4.0
344866	3.0	8.0
100271351	0.0	1.0
283420	269.0	62.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	10.0	11.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	1.0	1.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	0.0
106481846	0.0	1.0
100307126	21.0	45.0
106481847	0.0	0.0
100271349	3.0	2.0
283417	1818.0	670.0
283416	56.0	62.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	7.0	10.0
106481850	5.0	3.0
81382	0.0	0.0
81383	1.0	1.0
100271343	7.0	9.0
106481819	2.0	1.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	1.0	0.0
106481816	0.0	0.0
106481813	0.0	1.0
106481814	0.0	0.0
283489	2412.0	1996.0
283487	112.0	134.0
283486	3.0	2.0
283483	2.0	1.0
283481	228.0	110.0
283480	3.0	2.0
106481828	0.0	0.0
106481829	1.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	0.0	3.0
106481820	0.0	0.0
106481821	0.0	1.0
106481826	2.0	2.0
106481827	3.0	0.0
106481824	3.0	1.0
106481825	0.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	279.0	238.0
283471	3.0	0.0
731789	0.0	2.0
728170	1.0	2.0
283464	2166.0	2381.0
283463	2.0	4.0
283461	2.0	1.0
283460	1.0	0.0
106481808	0.0	0.0
728167	0.0	1.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	2.0	2.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	1.0
81501	29.0	21217.0
81502	7899.0	8797.0
283459	1631.0	1417.0
283458	19.0	18.0
283455	723.0	578.0
645900	0.0	0.0
283450	7192.0	4692.0
780776	237.0	122.0
728113	24.0	7.0
126410	33.0	27.0
728116	11.0	18.0
728115	5.0	0.0
728118	48.0	22.0
81533	4577.0	4715.0
126402	0.0	0.0
81532	2066.0	1895.0
645930	5.0	2.0
731779	1.0	0.0
728106	0.0	0.0
645922	0.0	0.0
645927	3.0	2.0
728134	7.0	9.0
474170	355.0	190.0
728130	135.0	71.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	2939.0	3310.0
81556	2807.0	2678.0
81557	0.0	0.0
81558	3547.0	1948.0
645939	2.0	0.0
81551	3.0	2.0
101055625	3.0	0.0
81552	3602.0	2923.0
81553	5332.0	7642.0
344905	43.0	50.0
81554	3548.0	3566.0
474167	17.0	17.0
81550	1628.0	1446.0
344901	45.0	0.0
645931	0.0	0.0
645950	0.0	0.0
728121	13.0	22.0
81537	1801.0	1940.0
81539	13493.0	7029.0
728128	6.0	5.0
81544	1132.0	575.0
81545	3076.0	2724.0
81542	3420.0	3336.0
81543	262.0	154.0
93517	864.0	367.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	390.0	132.0
126432	1605.0	1371.0
163404	0.0	3.0
138474	1.0	1.0
391365	1.0	2.0
391367	0.0	2.0
728192	2.0	9.0
728194	4.0	2.0
728190	614.0	481.0
391378	0.0	0.0
138412	0.0	1.0
138428	9.0	5.0
138429	67.0	256.0
391356	1051.0	828.0
391358	6.0	8.0
56521	42.0	33.0
391282	1.0	0.0
643263	0.0	0.0
643264	3.0	0.0
100271209	52.0	9.0
222537	0.0	1.0
163351	82.0	105.0
100271217	0.0	0.0
100271216	0.0	1.0
100271218	0.0	1.0
401164	0.0	3.0
100271206	0.0	0.0
100271207	1.0	2.0
100271201	0.0	0.0
100271204	2.0	0.0
391266	0.0	0.0
440799	0.0	0.0
391267	33.0	33.0
222553	45.0	23.0
391269	3.0	0.0
440795	0.0	0.0
401152	10041.0	10968.0
126393	629.0	393.0
8200	25.0	30.0
8204	2491.0	5271.0
8202	8254.0	5802.0
391276	0.0	0.0
391279	0.0	0.0
401145	323.0	102.0
222545	0.0	1.0
126382	1009.0	1065.0
222546	0.0	0.0
606293	3.0	1.0
401138	0.0	2.0
401137	1.0	1.0
151393	517.0	490.0
692231	0.0	0.0
440738	107.0	37.0
692233	3.0	6.0
440737	57.0	54.0
8216	4027.0	3291.0
8214	427.0	267.0
440732	7.0	12.0
440730	12.0	2.0
222584	474.0	403.0
151325	0.0	1.0
8208	335.0	437.0
8209	8.0	9.0
8220	1416.0	1279.0
8226	1509.0	1397.0
692223	0.0	0.0
8227	4630.0	3023.0
8224	44.0	9.0
692225	33.0	20.0
8225	4439.0	2692.0
692226	0.0	0.0
100381178	4.0	3.0
692227	43.0	10.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	0.0	0.0
8218	997.0	564.0
8233	1875.0	1553.0
692210	3.0	3.0
8237	11705.0	8035.0
401190	111.0	50.0
692212	17.0	10.0
692213	0.0	0.0
692214	0.0	1.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2251.0	1486.0
8242	11810.0	9972.0
8243	9317.0	6613.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	6.0	5.0
692206	0.0	0.0
692207	2.0	2.0
692208	2.0	2.0
692209	0.0	0.0
8241	5888.0	5286.0
100310812	2.0	3.0
8239	12422.0	11401.0
151354	359.0	2164.0
100271291	0.0	0.0
93432	37.0	11.0
100271290	0.0	0.0
645841	0.0	1.0
93436	2308.0	1820.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	2.0	0.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	2.0	1.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	0.0	1.0
283523	1.0	0.0
106481784	0.0	0.0
100310869	18.0	7.0
100271297	0.0	1.0
283521	117.0	34.0
100271296	0.0	0.0
645834	1.0	2.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2587.0	3273.0
93426	22.0	0.0
8269	587.0	355.0
106481789	0.0	1.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	572.0	452.0
8260	1487.0	1614.0
283518	13.0	13.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	40.0	17.0
106481796	29.0	24.0
81442	0.0	0.0
106481797	1.0	0.0
106481794	0.0	0.0
106481795	0.0	1.0
100271286	2.0	4.0
645846	1.0	2.0
100271288	0.0	0.0
645843	3.0	2.0
81440	5.0	0.0
100271284	0.0	0.0
8277	29.0	13.0
645864	4.0	2.0
342374	0.0	1.0
440714	1.0	1.0
342372	20.0	12.0
342371	4999.0	3642.0
440712	823.0	1051.0
106481756	1.0	0.0
8270	671.0	737.0
728218	0.0	0.0
106481757	1.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1987.0	1961.0
728215	165.0	232.0
106481758	1.0	0.0
106481759	0.0	0.0
283507	106.0	70.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	47.0	26.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	1.0	2.0
81470	0.0	0.0
100271274	1.0	0.0
100310841	1.0	0.0
81472	0.0	0.0
81473	0.0	0.0
100310840	190.0	153.0
100271273	0.0	0.0
645859	1.0	1.0
8288	50.0	10.0
8289	14017.0	10289.0
8287	0.0	1.0
643210	3.0	1.0
106481767	0.0	0.0
728207	1.0	1.0
106481768	0.0	1.0
106481765	1.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	2.0	0.0
100271267	0.0	0.0
100310856	1.0	0.0
106481772	0.0	0.0
81465	1.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	2.0	1.0
100271263	1.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	13.0	1.0
100271262	0.0	1.0
100310851	0.0	0.0
342358	0.0	0.0
342357	716.0	597.0
100310850	1.0	0.0
100271261	0.0	0.0
643220	7.0	10.0
643224	232.0	141.0
645884	0.0	1.0
8291	1883.0	3659.0
401136	0.0	0.0
106481734	21.0	15.0
8292	474.0	238.0
401135	0.0	0.0
106481735	17.0	5.0
106481732	1.0	3.0
8290	3.0	0.0
106481733	0.0	0.0
8295	8705.0	7389.0
106481738	0.0	0.0
93474	221.0	183.0
106481739	0.0	0.0
8293	0.0	3.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	358.0	301.0
106481741	0.0	0.0
106481742	0.0	2.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	238.0	98.0
100271253	2.0	0.0
645879	0.0	0.0
81493	133.0	253.0
81494	0.0	0.0
100271254	0.0	0.0
283562	1.0	1.0
81490	1904.0	1376.0
81491	100.0	49.0
342346	60.0	11.0
100271250	1.0	0.0
100873064	0.0	0.0
643232	1.0	1.0
100873065	8.0	2.0
106481745	0.0	0.0
401124	276.0	67.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	27.0	28.0
106481749	1.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	1.0	0.0
100271245	1.0	1.0
106481753	16.0	12.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	1.0	2.0
106481751	1.0	0.0
401115	26.0	33.0
81488	2632.0	2619.0
283554	116.0	176.0
283553	10.0	5.0
100271244	0.0	0.0
643226	2.0	0.0
283551	303.0	126.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	71.0	91.0
93492	22.0	12.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	3.0	2.0
106481711	1.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	18.0	2.0
100271235	0.0	0.0
283547	41.0	23.0
401106	126.0	61.0
100271234	0.0	0.0
106481720	7.0	0.0
100271230	0.0	0.0
643236	39.0	34.0
100271233	0.0	0.0
100271232	0.0	2.0
643253	348.0	244.0
93487	5325.0	5520.0
106481729	17.0	4.0
643255	2.0	0.0
106481723	0.0	0.0
106481724	1.0	0.0
106481721	0.0	0.0
106481722	4.0	5.0
106481727	1.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1914.0	1269.0
100271229	6.0	2.0
100271224	0.0	0.0
106481730	1.0	0.0
100271223	3.0	1.0
106481731	4.0	1.0
100271226	5.0	3.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	1.0	0.0
344978	4.0	2.0
100271221	1.0	0.0
138716	1303.0	958.0
780852	9.0	0.0
728276	1.0	2.0
780853	0.0	0.0
728279	0.0	0.0
138715	5.0	2.0
780851	12.0	1.0
100126356	0.0	0.0
285796	1.0	2.0
81607	119.0	1898.0
81608	2998.0	2561.0
81609	3653.0	4372.0
81603	9039.0	9839.0
81605	3408.0	3606.0
81606	18163.0	14730.0
81610	104.0	125.0
56654	2303.0	2585.0
56655	1415.0	990.0
81611	5432.0	5122.0
56650	4344.0	3197.0
29028	1718.0	1937.0
283129	31.0	6.0
56651	2.0	1.0
56652	896.0	805.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1436.0	1111.0
283120	61.0	492.0
56659	539.0	304.0
100126350	1.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	1.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	6.0	1.0
138724	3.0	6.0
100126346	0.0	0.0
100126347	2.0	0.0
728264	78.0	84.0
100126348	0.0	0.0
728263	5.0	3.0
106481701	0.0	1.0
106481702	0.0	0.0
56660	45.0	19.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3930.0	3432.0
100190924	0.0	0.0
56666	300.0	238.0
30012	0.0	0.0
29034	0.0	0.0
56667	2.0	1.0
106865375	0.0	0.0
81602	1155.0	593.0
30014	0.0	0.0
106865374	0.0	0.0
56662	0.0	1.0
30011	7003.0	4688.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	0.0
56664	0.0	2.0
100190923	1.0	2.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	2290.0	1128.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	2781.0	1847.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	84.0	35.0
100381202	0.0	0.0
56670	1969.0	570.0
81626	0.0	2.0
81627	2447.0	1690.0
81628	4516.0	2857.0
56676	0.0	0.0
30001	3475.0	4597.0
54012	0.0	0.0
56677	0.0	0.0
246175	5460.0	4035.0
56672	997.0	1104.0
246176	27.0	8.0
56673	12.0	11.0
54016	0.0	0.0
283106	12.0	16.0
30000	5534.0	5173.0
56674	4804.0	5032.0
54015	0.0	0.0
81631	5358.0	6930.0
56675	134.0	135.0
54014	6146.0	4588.0
283104	230.0	190.0
100126330	0.0	0.0
30009	475.0	270.0
283102	4.0	3.0
100126331	2.0	1.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	2.0	0.0
30008	6103.0	7056.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	185.0	37.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	416.0	522.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	1446.0	3075.0
100126325	0.0	0.0
66005	4451.0	5418.0
100126326	0.0	0.0
81618	11735.0	8069.0
81619	7891.0	6491.0
56681	7096.0	7553.0
66008	7991.0	12535.0
29018	0.0	0.0
81614	2197.0	2242.0
54020	2207.0	2237.0
81615	383.0	3208.0
81616	9.0	7.0
81617	1192.0	530.0
767846	125.0	105.0
81621	263.0	222.0
81622	2849.0	1991.0
246184	640.0	585.0
767851	2.0	1.0
81623	0.0	0.0
54022	2.0	2.0
81624	102.0	120.0
767853	0.0	0.0
54021	8.0	9.0
56683	1186.0	1106.0
54028	57.0	29.0
54027	0.0	0.0
29015	3780.0	4305.0
54026	0.0	0.0
767850	0.0	0.0
81620	263.0	447.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	17.0	11.0
246182	3.0	3.0
100126316	0.0	0.0
728233	695.0	376.0
283171	2.0	1.0
100126317	1.0	4.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	2.0	1.0
100126313	1.0	1.0
285753	512.0	418.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	1.0	0.0
114785	8586.0	5493.0
285755	693.0	353.0
114786	120.0	53.0
114787	108.0	214.0
114788	0.0	4.0
285758	69.0	50.0
114789	1910.0	1293.0
54031	9.0	9.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	2166.0	1557.0
54033	243.0	164.0
54032	1.0	0.0
114791	1415.0	977.0
54039	148.0	63.0
114792	194.0	107.0
126767	0.0	0.0
114793	6103.0	10121.0
54038	6.0	0.0
100190954	0.0	1.0
114794	16.0	47.0
114795	674.0	247.0
54036	1.0	0.0
93627	2692.0	2246.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	15524.0	15281.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	711.0	936.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	3821.0	2787.0
100126302	1.0	0.0
100128963	12.0	9.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	9.0	2.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	0.0	0.0
54045	0.0	1.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	0.0
114780	134.0	124.0
54043	0.0	0.0
645807	0.0	0.0
114781	2278.0	1934.0
126755	1.0	0.0
54049	4.0	1.0
114783	599.0	509.0
54048	1.0	0.0
114784	69.0	37.0
283159	0.0	0.0
54047	0.0	0.0
100128961	4.0	3.0
