id	64cdea2b-96fc-489f-bef5-ebfd6d7152bf	e89c96d6-a2ab-4bac-bbba-8c52d49a3edf
283848	662.0	1239.0
1932	2.0	2.0
283847	22.0	11.0
256227	2.0	3.0
256223	0.0	0.0
1939	6415.0	4362.0
1938	234345.0	172948.0
1937	19.0	14.0
1936	10290.0	8941.0
1934	3.0	0.0
1933	13166.0	9619.0
161247	45.0	24.0
219293	982.0	827.0
1943	0.0	0.0
1942	7083.0	5268.0
256236	55.0	193.0
1949	135.0	123.0
199870	2110.0	1927.0
1948	2118.0	3524.0
1947	1963.0	1743.0
1946	151.0	153.0
1945	680.0	474.0
1944	113.0	203.0
161271	0.0	0.0
1954	6495.0	5189.0
1953	816.0	313.0
1952	11096.0	10599.0
1951	246.0	325.0
1950	162.0	328.0
283820	696.0	804.0
1959	44953.0	45933.0
1958	305609.0	235275.0
1956	14740.0	9081.0
1955	6166.0	14492.0
1965	4345.0	4515.0
1964	5951.0	6031.0
199857	843.0	994.0
1962	958.0	944.0
1961	10.0	63.0
1960	1258.0	9118.0
220296	4.0	0.0
1969	2814.0	5042.0
1968	13676.0	12651.0
1967	2425.0	2225.0
114904	475.0	374.0
114905	562.0	24.0
114907	1877.0	1669.0
114908	30451.0	34439.0
340094	0.0	0.0
643783	170.0	166.0
114900	15.0	1.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	61817.0	48795.0
1974	37465.0	47022.0
1973	452.0	393.0
283888	9.0	18.0
401447	0.0	0.0
653113	152.0	126.0
1979	11086.0	11289.0
1978	210.0	150.0
1977	2140.0	2512.0
643790	3.0	10.0
1990	0.0	0.0
256281	1691.0	1317.0
1987	0.0	4.0
1986	1.0	2.0
1984	11970.0	12886.0
1983	15202.0	17373.0
1982	60848.0	80883.0
283876	78.0	61.0
1981	25286.0	22816.0
1980	3.0	5.0
283871	715.0	1046.0
283870	288.0	407.0
105375616	0.0	0.0
340075	4.0	16.0
340073	0.0	0.0
653125	85.0	82.0
401431	383.0	195.0
83528	1.0	1.0
1998	2796.0	3088.0
1997	7593.0	11277.0
283869	2.0	9.0
1996	2.0	3.0
401428	69.0	72.0
83538	440.0	472.0
1995	4.0	4.0
401427	142.0	127.0
283867	0.0	1.0
1994	4218.0	4700.0
1993	27.0	49.0
1992	3304.0	2559.0
1991	5.0	1.0
283860	11.0	6.0
83530	3.0	2.0
340069	6.0	6.0
1999	368.0	574.0
105375606	0.0	0.0
340061	1527.0	3305.0
653115	35.0	93.0
653121	1106.0	1128.0
653122	106.0	104.0
283854	0.0	0.0
653123	0.0	0.0
401491	245.0	104.0
100124412	0.0	0.0
653147	10.0	6.0
401498	1.0	1104.0
653149	0.0	0.0
401497	0.0	0.0
401494	604.0	539.0
401492	73.0	254.0
83550	0.0	4.0
83552	0.0	0.0
83551	0.0	0.0
114932	5649.0	6022.0
83539	7.0	0.0
83547	1882.0	1306.0
83546	2.0	11.0
653140	22.0	6.0
83549	3549.0	2755.0
83548	3775.0	3348.0
83543	30737.0	20647.0
653145	1.0	84.0
83544	3057.0	3177.0
83541	448.0	399.0
83540	16.0	16.0
126917	962.0	1771.0
340037	7.0	10.0
114926	3142.0	2335.0
114928	3919.0	4914.0
339044	4.0	1.0
256297	1.0	0.0
401474	2104.0	3988.0
653174	0.0	0.0
653175	1.0	2.0
340024	0.0	0.0
114915	1824.0	1217.0
401466	1370.0	1467.0
653162	35.0	49.0
653163	0.0	0.0
283899	2982.0	2244.0
653166	0.0	0.0
283897	43.0	26.0
339145	0.0	2.0
391723	0.0	0.0
391722	4.0	2.0
10778	2797.0	2601.0
10777	0.0	0.0
10772	7311.0	8757.0
340120	0.0	0.0
10771	16583.0	16585.0
10773	952.0	1080.0
10776	11099.0	13937.0
10775	1716.0	1519.0
10788	3415.0	5547.0
391739	2.0	3.0
10781	2443.0	2428.0
10780	734.0	660.0
10783	1002.0	443.0
10782	4679.0	3757.0
10785	457.0	401.0
10787	14645.0	19734.0
10786	5.0	1.0
102606463	83.0	51.0
731308	4.0	1.0
339122	255.0	178.0
339123	5512.0	3770.0
102606462	0.0	0.0
391701	0.0	1.0
391703	0.0	1.0
151827	223.0	374.0
126826	4.0	1.0
643719	39.0	37.0
10755	4514.0	4533.0
151825	0.0	0.0
10758	2485.0	2945.0
126823	751.0	596.0
126820	81.0	225.0
10750	36.0	110.0
10752	304.0	36.0
10751	0.0	0.0
10753	19.0	2.0
643714	0.0	1.0
138864	0.0	0.0
391712	169.0	159.0
391714	0.0	1.0
114836	94.0	52.0
10767	3024.0	2958.0
10766	28334.0	13766.0
151835	5.0	4.0
10769	1271.0	1956.0
391718	0.0	0.0
10768	13136.0	15967.0
126811	2.0	1.0
643723	19.0	7.0
10761	1.0	0.0
10763	3293.0	2428.0
10762	4088.0	2457.0
10765	5004.0	6222.0
101929179	0.0	1.0
388112	0.0	1.0
339105	65.0	73.0
83707	1644.0	1516.0
83706	259.0	263.0
10734	124.0	172.0
10733	164.0	248.0
83714	939.0	720.0
10736	19.0	43.0
401648	5.0	1.0
643739	0.0	0.0
10735	11642.0	13895.0
401647	78.0	129.0
10738	8.0	3.0
401646	0.0	0.0
10737	9.0	6.0
10739	7.0	2.0
376132	0.0	0.0
10730	10712.0	13237.0
101929184	1.0	0.0
10732	1719.0	1466.0
138804	0.0	1.0
138805	0.0	0.0
138802	1.0	0.0
138803	2.0	1.0
643751	13.0	19.0
124221	68.0	14.0
124222	48.0	407.0
114897	2002.0	932.0
114898	166.0	16.0
124220	10.0	11.0
114899	131.0	105.0
391777	12.0	22.0
10745	645.0	983.0
56104	53.0	12.0
83700	2087.0	2216.0
401638	0.0	0.0
10744	7.0	1.0
56105	117.0	162.0
10747	121.0	127.0
401637	0.0	1.0
56106	263.0	569.0
10746	6994.0	7754.0
56107	193.0	99.0
10749	19826.0	15927.0
56100	379.0	229.0
401634	1.0	0.0
10748	141.0	153.0
56101	448.0	376.0
56102	69.0	69.0
56103	84.0	40.0
643744	6.0	16.0
10741	3829.0	6498.0
56108	220.0	586.0
10740	32.0	5.0
643749	463.0	523.0
56109	175.0	85.0
10743	3494.0	4416.0
342732	5.0	2.0
10742	3231.0	2681.0
101929198	27.0	23.0
101929196	6.0	1.0
100420811	0.0	1.0
114884	570.0	521.0
317774	0.0	0.0
114885	2728.0	2374.0
401630	0.0	0.0
317772	10.0	3.0
100419821	1.0	0.0
56110	58.0	13.0
317778	0.0	0.0
83729	8.0	10.0
317775	1.0	0.0
83734	490.0	783.0
10712	1510.0	998.0
83733	53.0	28.0
10714	1517.0	1487.0
126868	11.0	8.0
317769	0.0	0.0
100419829	0.0	0.0
10713	3154.0	3469.0
317768	0.0	0.0
10716	2.0	2.0
100419827	0.0	0.0
56111	98.0	60.0
10715	74.0	35.0
56112	99.0	21.0
56113	275.0	212.0
83732	1635.0	1313.0
10718	96.0	174.0
10717	1268.0	1178.0
56114	20.0	43.0
388125	30.0	4.0
401629	0.0	0.0
317781	2527.0	2242.0
388122	2.0	0.0
83719	2673.0	2107.0
56120	12.0	19.0
56121	167.0	74.0
114876	4232.0	3389.0
388121	196.0	55.0
83716	2483.0	455.0
83715	10.0	86.0
114879	1829.0	1310.0
100420829	0.0	0.0
10723	3483.0	4172.0
56126	42.0	34.0
83723	3.0	2.0
126859	35.0	39.0
56127	42.0	12.0
10725	6791.0	9508.0
56128	15.0	5.0
56129	140.0	22.0
10724	12749.0	21493.0
114880	438.0	192.0
56122	110.0	62.0
388115	6627.0	6502.0
401613	0.0	18.0
114881	1588.0	1504.0
10726	7048.0	5960.0
56123	107.0	47.0
401612	270.0	263.0
114882	3115.0	3423.0
56124	63.0	30.0
10728	14556.0	16222.0
114883	9023.0	8496.0
56125	91.0	23.0
643766	0.0	0.0
10721	15.0	28.0
10720	90.0	15.0
100420830	2.0	1.0
136259	1.0	0.0
100420834	0.0	0.0
317751	16.0	2.0
124274	0.0	0.0
388152	57.0	85.0
317754	0.0	0.0
317753	1.0	0.0
317749	539.0	335.0
342705	1.0	2.0
151888	3.0	9.0
151887	11987.0	6922.0
136263	0.0	1.0
100420841	0.0	0.0
101929145	364.0	341.0
100420843	0.0	0.0
100293090	2877.0	1717.0
148254	728.0	473.0
317762	2279.0	2524.0
317761	5.0	2.0
100419854	0.0	0.0
317760	29.0	16.0
317767	3.0	4.0
100271715	94.0	88.0
148252	23.0	80.0
100271722	190.0	111.0
199834	0.0	0.0
388135	50.0	147.0
101929152	1.0	0.0
100420854	0.0	0.0
222950	66.0	23.0
100419867	2.0	0.0
148266	777.0	662.0
100419868	4.0	17.0
148268	980.0	799.0
100419866	5.0	0.0
100420859	0.0	0.0
124245	3262.0	3293.0
317729	0.0	0.0
136288	15.0	38.0
199800	31.0	22.0
101930150	0.0	0.0
163882	4345.0	4183.0
388165	165.0	233.0
100419873	1.0	0.0
100271700	67.0	70.0
100271703	0.0	0.0
100271702	4.0	14.0
100420875	0.0	1.0
100420877	1.0	0.0
388199	0.0	0.0
22794	13216.0	10989.0
22795	5645.0	10343.0
22796	2244.0	2214.0
22797	14.0	104.0
22798	74.0	59.0
317705	4.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	1.0
138883	1.0	1.0
138881	4.0	7.0
100420881	0.0	0.0
388181	2.0	3.0
100419893	2.0	2.0
222967	1.0	9.0
219333	3222.0	3618.0
136227	6.0	18.0
222962	591.0	371.0
148213	284.0	443.0
388182	28.0	17.0
100419895	0.0	0.0
317716	0.0	1.0
148203	377.0	412.0
317719	37.0	9.0
148206	1931.0	1150.0
163859	3106.0	3487.0
101929110	2.0	4.0
101929111	0.0	1.0
219348	737.0	110.0
219347	182.0	205.0
100420898	2.0	4.0
148223	2245.0	1606.0
10799	154.0	138.0
136242	5.0	3.0
10791	1231.0	859.0
10794	351.0	224.0
10793	965.0	1793.0
10795	2973.0	2413.0
10798	0.0	0.0
10797	850.0	399.0
101929121	2.0	4.0
101929120	0.0	0.0
101929127	11.0	4.0
317701	8.0	1.0
220323	688.0	699.0
148231	0.0	0.0
148229	73.0	58.0
151877	8.0	10.0
151871	0.0	0.0
93035	41085.0	20314.0
161176	1874.0	1529.0
56097	5.0	7.0
56098	6.0	8.0
56099	493.0	335.0
93034	48.0	34.0
283927	435.0	220.0
220359	36.0	40.0
653073	6.0	4.0
653075	25.0	35.0
256302	3416.0	3287.0
105373144	0.0	0.0
81050	0.0	0.0
199786	2.0	13.0
256309	609.0	294.0
100420792	0.0	0.0
95681	663.0	771.0
283914	0.0	0.0
81047	0.0	0.0
197131	2970.0	3914.0
197135	54.0	45.0
653061	25.0	30.0
93058	871.0	665.0
161198	2016.0	2749.0
283902	5.0	0.0
220382	137.0	52.0
81078	0.0	0.0
81079	0.0	0.0
81075	1.0	0.0
81076	0.0	0.0
100114903	1.0	0.0
199777	1492.0	2012.0
81061	0.0	0.0
653082	391.0	275.0
81090	0.0	0.0
100271649	0.0	0.0
199746	1110.0	927.0
100271655	2.0	1.0
81099	0.0	0.0
100271650	25.0	25.0
199745	310.0	191.0
148170	125.0	206.0
256364	3202.0	3530.0
163786	269.0	278.0
220388	33.0	53.0
100271639	0.0	0.0
163782	73.0	50.0
100271646	11.0	15.0
283953	0.0	0.0
256355	58.0	52.0
100271644	0.0	0.0
283951	645.0	423.0
256356	1774.0	2293.0
100271643	0.0	1.0
100271640	1.0	0.0
81081	0.0	0.0
161159	5.0	5.0
148189	757.0	655.0
93099	5857.0	6298.0
100271627	15.0	17.0
283948	20.0	51.0
256329	336.0	241.0
100271634	0.0	1.0
100271636	1.0	0.0
100271630	1.0	4.0
100271633	1.0	0.0
100271632	0.0	0.0
199720	58.0	55.0
93082	0.0	0.0
161145	2424.0	2493.0
100271617	0.0	1.0
100271616	1.0	0.0
161142	8.0	6.0
100271619	0.0	1.0
148198	88.0	108.0
100271618	0.0	1.0
100271624	0.0	1.0
100271623	0.0	1.0
283933	173.0	152.0
100271625	1.0	0.0
93081	490.0	313.0
100271620	0.0	1.0
283932	151.0	247.0
100271622	3.0	4.0
100271621	0.0	0.0
199731	1027.0	644.0
100124332	0.0	0.0
643664	9.0	8.0
256394	0.0	0.0
83637	10679.0	9245.0
83636	1485.0	1337.0
401565	23.0	8.0
401563	18.0	33.0
401562	2.0	2.0
401561	1.0	7.0
283999	0.0	1.0
283994	0.0	0.0
643668	1.0	4.0
283991	1914.0	1874.0
340198	2.0	1.0
643669	28.0	60.0
340192	3.0	3.0
643680	2.0	13.0
197196	2.0	1.0
56033	15.0	7.0
401551	41.0	17.0
83657	98.0	64.0
83656	12.0	8.0
83659	53.0	48.0
283989	1208.0	1036.0
83658	6130.0	5601.0
401548	1325.0	1338.0
56034	2302.0	3327.0
283987	1826.0	2350.0
256369	0.0	1.0
401546	8.0	148.0
83655	0.0	0.0
283985	2.0	69.0
283982	0.0	0.0
283981	10.0	38.0
643677	5.0	6.0
83650	2.0	4.0
197187	145.0	143.0
449520	8.0	14.0
401541	273.0	228.0
401540	0.0	0.0
83639	1.0	0.0
83638	3492.0	2249.0
256380	44.0	12.0
449518	0.0	0.0
83648	4943.0	4897.0
401537	2.0	3.0
83647	0.0	0.0
83641	1115.0	725.0
401535	15.0	6.0
83643	1876.0	303.0
401533	0.0	0.0
643689	3.0	4.0
283971	0.0	0.0
83640	579.0	647.0
283970	10.0	10.0
114826	1812.0	1428.0
114827	159.0	320.0
378706	3.0	0.0
378707	0.0	0.0
378708	179.0	269.0
339184	1.0	1.0
339186	0.0	0.0
56052	1136.0	1545.0
114821	576.0	736.0
114822	3911.0	3432.0
114823	8894.0	13763.0
114824	4.0	18.0
114825	1477.0	1456.0
643699	370.0	513.0
340168	2.0	0.0
114815	317.0	262.0
114817	0.0	0.0
114818	167.0	155.0
114819	412.0	361.0
339175	882.0	803.0
56063	867.0	1460.0
653017	0.0	0.0
56061	3857.0	6704.0
56062	81.0	26.0
114814	79.0	69.0
83667	763.0	1563.0
83666	1899.0	3221.0
83660	5878.0	3791.0
340156	278.0	245.0
83661	0.0	3.0
114804	678.0	678.0
114805	4.0	24.0
340152	36.0	90.0
339168	1.0	0.0
114800	1349.0	677.0
114801	92.0	12.0
93010	281.0	1204.0
114803	2787.0	3791.0
83697	5.0	23.0
81034	1505.0	1380.0
81035	1272.0	74.0
83696	2623.0	3660.0
83699	12568.0	20800.0
81037	8549.0	10921.0
83698	11.0	15.0
401588	563.0	405.0
83693	5742.0	3485.0
81030	15.0	11.0
83692	5101.0	3379.0
81031	4703.0	5581.0
83695	1913.0	2405.0
81033	3.0	10.0
83694	245.0	182.0
340146	3.0	10.0
83690	4760.0	3434.0
81027	24.0	13.0
81029	171.0	137.0
653042	0.0	0.0
653045	1.0	7.0
81025	7.0	1.0
401577	204.0	196.0
22877	8974.0	11485.0
22878	3611.0	5370.0
22879	5429.0	5504.0
22870	5588.0	6593.0
22871	432.0	61.0
22872	12469.0	14861.0
22873	399.0	370.0
22874	803.0	182.0
22875	2450.0	3161.0
22876	2207.0	2510.0
10899	6793.0	5974.0
10898	1529.0	1150.0
10891	3797.0	3571.0
136540	0.0	0.0
10890	7198.0	9037.0
10893	216.0	138.0
10892	2326.0	2598.0
136541	0.0	0.0
10895	0.0	0.0
342426	1.0	0.0
10894	843.0	210.0
10897	2823.0	2494.0
10896	20.0	27.0
22888	1270.0	1065.0
22889	2693.0	2673.0
22880	2987.0	2025.0
124540	8275.0	10951.0
22881	1438.0	2235.0
22882	3675.0	5518.0
22883	19957.0	18727.0
22884	2734.0	2780.0
22885	951.0	323.0
22887	5419.0	5466.0
342419	2.0	0.0
124538	0.0	0.0
124535	2.0	4.0
148523	645.0	418.0
283598	0.0	0.0
283596	295.0	216.0
283592	36.0	36.0
22856	2543.0	2972.0
161514	2.0	0.0
731424	1.0	2.0
22858	1915.0	1966.0
22859	4382.0	4119.0
22850	2843.0	2296.0
22852	905.0	1105.0
22853	3424.0	4328.0
22854	19.0	9.0
10877	0.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	5.0	153.0
10878	35.0	5.0
148534	924.0	2499.0
104169670	4.0	5.0
104169671	0.0	0.0
100419903	8.0	3.0
283587	1.0	1.0
10871	24.0	123.0
10870	34.0	23.0
10873	583.0	698.0
10875	3008.0	476.0
10874	83.0	202.0
22866	300.0	58.0
22868	3139.0	3130.0
22869	1112.0	1259.0
100309464	0.0	0.0
161502	18.0	50.0
100420901	0.0	0.0
22861	4124.0	6599.0
22862	9432.0	11868.0
22863	3030.0	2726.0
22864	3092.0	3498.0
22865	32.0	64.0
10888	845.0	1399.0
56203	2.0	6.0
643609	0.0	0.0
56204	5157.0	8399.0
10887	5.0	3.0
124512	1586.0	1599.0
148545	1.0	0.0
283579	5.0	6.0
283578	5487.0	5042.0
10880	0.0	0.0
283576	4.0	9.0
10882	8.0	45.0
10881	0.0	0.0
10884	2121.0	2362.0
283571	42.0	42.0
10886	58.0	37.0
10885	2433.0	2781.0
22834	2066.0	1842.0
22835	837.0	824.0
22836	4083.0	7439.0
22837	4428.0	5009.0
101929059	26.0	5.0
22838	3804.0	4264.0
22839	4714.0	5281.0
100420910	5.0	6.0
100420916	1.0	3.0
22832	1163.0	1230.0
124590	5.0	29.0
10855	175.0	161.0
10857	10901.0	13717.0
10856	4718.0	3667.0
10859	19.0	94.0
10858	212.0	244.0
100126793	61.0	50.0
10850	0.0	0.0
643617	3.0	1.0
643615	13.0	52.0
100126791	7.0	10.0
22844	23.0	11.0
22845	1100.0	1378.0
22846	716.0	1114.0
22847	3955.0	4060.0
22848	7522.0	10990.0
22849	1042.0	1416.0
112597	95.0	168.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	3316.0	3727.0
100420926	0.0	0.0
22841	2779.0	3757.0
100420927	0.0	0.0
100419930	0.0	1.0
22843	14.0	19.0
10866	654.0	510.0
100420919	0.0	0.0
10865	833.0	520.0
10868	5866.0	5434.0
10867	3911.0	3502.0
10869	8028.0	6855.0
10861	277.0	198.0
101929074	371.0	406.0
10864	0.0	3.0
101929071	3.0	1.0
10863	47.0	272.0
22813	2.0	1.0
22814	2.0	3.0
643641	2812.0	1880.0
22815	0.0	0.0
22816	1.0	0.0
22818	11443.0	12363.0
10829	0.0	1.0
100419945	0.0	0.0
83849	41.0	42.0
83855	523.0	447.0
10833	0.0	1.0
83854	15.0	21.0
83857	1338.0	1162.0
10835	2.0	1.0
83856	270.0	802.0
10834	0.0	1.0
83851	40.0	41.0
10837	2.0	0.0
100419948	0.0	0.0
83850	2792.0	4753.0
10836	1.0	0.0
100419949	0.0	0.0
83853	51.0	43.0
10838	2266.0	2092.0
83852	1712.0	1423.0
124565	13172.0	11645.0
100419947	1.0	3.0
22808	6096.0	4258.0
22809	2088.0	4608.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	0.0	0.0
22822	8824.0	9423.0
22823	1810.0	2304.0
22824	591.0	1000.0
101929086	0.0	2.0
22826	7103.0	7240.0
22827	8619.0	8733.0
643653	0.0	0.0
22828	5905.0	6651.0
22829	0.0	0.0
112574	2897.0	5770.0
100419955	0.0	0.0
56241	1240.0	1205.0
100420946	0.0	0.0
56242	1262.0	1642.0
22820	10164.0	11732.0
22821	5592.0	4518.0
100419950	3.0	1.0
10844	5826.0	4630.0
83844	1.0	0.0
10846	768.0	3594.0
10845	3241.0	4859.0
10848	1693.0	1412.0
56243	12271.0	22643.0
10847	16058.0	14909.0
56244	7.0	9.0
56245	11.0	15.0
10849	192.0	220.0
56246	1.0	1.0
643646	60.0	41.0
10840	663.0	345.0
10842	0.0	0.0
101929093	0.0	0.0
10841	47.0	54.0
643648	0.0	0.0
101929010	0.0	1.0
100420950	0.0	0.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	1.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	10.0	10.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	3.0	4.0
100271601	1.0	0.0
100419979	1.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	2.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	0.0
391436	1.0	0.0
161582	258.0	313.0
124599	2.0	12.0
101929052	0.0	0.0
391485	0.0	0.0
222611	28.0	61.0
100187716	0.0	0.0
391490	0.0	0.0
391496	1.0	0.0
22899	884.0	1086.0
391462	0.0	0.0
22891	126.0	195.0
22893	7180.0	8589.0
22894	4118.0	4563.0
22895	4.0	190.0
148581	2.0	0.0
22897	2843.0	3300.0
22898	3024.0	2919.0
22890	3672.0	3505.0
391470	0.0	0.0
391472	1.0	0.0
391475	1.0	0.0
101929008	42.0	36.0
222659	3.0	3.0
440894	55.0	70.0
222658	3340.0	3896.0
102724035	0.0	0.0
100271575	1.0	0.0
100271577	0.0	0.0
100271571	0.0	0.0
81175	8.0	11.0
81176	6.0	8.0
100271570	1.0	2.0
93145	1254.0	649.0
440888	0.0	0.0
222642	4.0	2.0
222643	86.0	84.0
401289	4.0	5.0
401288	14.0	15.0
401285	2.0	0.0
81166	0.0	0.0
100271564	10.0	10.0
81168	0.0	0.0
100271566	4.0	7.0
81169	0.0	0.0
81162	5.0	2.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	0.0
100271551	1.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	2.0	1.0
401260	0.0	0.0
220001	123.0	109.0
222662	0.0	1.0
401265	263.0	240.0
222663	11717.0	10782.0
220002	2049.0	1897.0
93166	382.0	270.0
401264	780.0	686.0
220004	108.0	165.0
100271539	0.0	0.0
401262	26.0	56.0
93164	587.0	726.0
100271547	0.0	0.0
100271549	0.0	3.0
81188	0.0	0.0
100271543	1.0	1.0
102724000	0.0	1.0
100271545	0.0	0.0
401258	2.0	13.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1648.0	1741.0
440854	4.0	3.0
222698	94.0	150.0
222696	240.0	351.0
161497	14.0	37.0
100271529	12.0	5.0
222699	44.0	50.0
100271536	0.0	0.0
100271538	5.0	7.0
100271537	0.0	0.0
93190	55.0	98.0
283601	0.0	0.0
100271531	20.0	13.0
283600	2.0	5.0
220042	33.0	33.0
93183	1391.0	1643.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	4836.0	4185.0
100271525	0.0	0.0
100271526	5.0	11.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	2.0	6.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	1.0	1.0
220064	1518.0	1445.0
220047	0.0	0.0
100271503	0.0	0.0
10808	6868.0	5207.0
56130	30.0	24.0
10807	1731.0	1487.0
56131	196.0	99.0
56132	44.0	17.0
10809	2988.0	3488.0
220081	14.0	14.0
83756	67.0	59.0
10811	1731.0	1169.0
56137	154.0	52.0
10810	6552.0	4872.0
83755	0.0	0.0
56138	81.0	67.0
83758	118.0	102.0
10813	1674.0	1599.0
56139	518.0	364.0
401207	378.0	287.0
220082	0.0	0.0
83757	0.0	0.0
83752	6961.0	10063.0
56133	57.0	126.0
10815	54.0	40.0
10814	1.0	8.0
56134	68.0	265.0
10817	960.0	570.0
56135	47.0	116.0
10816	0.0	0.0
283643	277.0	209.0
56136	18.0	108.0
643535	1.0	1.0
643536	0.0	0.0
22800	2423.0	2130.0
22801	200.0	92.0
643550	2.0	3.0
22802	1.0	3.0
22803	7505.0	7465.0
440804	0.0	1.0
22806	138.0	107.0
22807	3121.0	7131.0
10819	62.0	76.0
56140	3.0	0.0
10818	3361.0	2995.0
56141	11.0	3.0
56142	5.0	4.0
56143	1.0	7.0
83737	4112.0	4953.0
220070	0.0	0.0
10822	0.0	0.0
283638	3404.0	3580.0
83744	564.0	597.0
10821	1.0	0.0
10824	4.0	5.0
83746	2842.0	1505.0
10823	1.0	0.0
83741	3.0	0.0
283635	2721.0	5523.0
10826	7841.0	5872.0
220074	1076.0	897.0
56144	11.0	71.0
10825	1374.0	1261.0
56145	26.0	109.0
83740	0.0	0.0
83743	2911.0	2542.0
56146	4.0	30.0
10828	1.0	2.0
10827	1551.0	1682.0
83742	864.0	915.0
56147	2.0	9.0
283631	0.0	2.0
10820	5.0	5.0
440836	313.0	367.0
643563	1.0	2.0
56154	3.0	4.0
81109	0.0	0.0
283629	154.0	162.0
56159	0.0	1.0
81115	0.0	0.0
81116	0.0	0.0
56155	11.0	22.0
283624	1040.0	820.0
102724097	17.0	30.0
256006	42.0	40.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	0.0	2.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	0.0
440823	51.0	112.0
440822	1.0	1.0
56163	10.0	8.0
56164	24.0	20.0
256021	6.0	3.0
56165	2.0	0.0
83759	1489.0	1284.0
56160	3253.0	2618.0
10800	89.0	108.0
283617	0.0	0.0
81104	0.0	0.0
10802	2926.0	3738.0
10801	9169.0	9727.0
10804	108.0	254.0
10803	2.0	3.0
56167	0.0	0.0
10806	3398.0	4088.0
56168	0.0	1.0
56169	0.0	42.0
643582	0.0	0.0
643586	5.0	2.0
256076	1.0	0.0
401253	27.0	53.0
56171	1469.0	1346.0
401251	5.0	6.0
56172	5419.0	5098.0
401250	0.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	33.0	160.0
102724076	0.0	0.0
102724077	2.0	5.0
283688	0.0	0.0
401247	0.0	3.0
81136	0.0	0.0
283687	240.0	191.0
283685	0.0	0.0
93109	515.0	670.0
283682	1.0	0.0
100126825	0.0	0.0
93107	1.0	0.0
643596	28.0	100.0
56180	783.0	915.0
93100	1393.0	1242.0
401242	5.0	7.0
256085	0.0	2.0
56181	5136.0	5008.0
81126	0.0	0.0
81127	0.0	0.0
83787	1909.0	1934.0
283677	3.0	1.0
401237	36.0	28.0
83786	1868.0	2725.0
401236	0.0	4.0
283673	2.0	1.0
93134	3101.0	2772.0
401233	0.0	0.0
401232	167.0	222.0
256051	1070.0	922.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	40.0	39.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	949.0	1402.0
283659	4898.0	4265.0
100271587	0.0	2.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	59.0	46.0
100271585	0.0	2.0
100271584	0.0	11.0
100271581	0.0	0.0
22998	19299.0	16263.0
22999	8.0	17.0
100151676	0.0	0.0
100151677	1.0	0.0
100151678	0.0	0.0
22990	5176.0	7144.0
100151671	0.0	0.0
100151672	1.0	3.0
22992	9016.0	9917.0
22993	4260.0	3702.0
100151674	1.0	0.0
22994	822.0	596.0
83903	9.0	16.0
22995	549.0	534.0
83902	0.0	1.0
22996	909.0	1689.0
22997	683.0	377.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	49.0	5.0
100151684	5.0	2.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	1.0	0.0
83901	0.0	0.0
342538	9.0	9.0
83900	0.0	0.0
56300	0.0	0.0
56301	73.0	47.0
124411	1123.0	1855.0
22976	1557.0	1307.0
22977	50.0	42.0
22978	8857.0	10449.0
22979	239.0	2514.0
22970	54.0	31.0
22971	1903.0	1853.0
22974	29.0	96.0
