id	091c501b-2b8d-407e-84f2-dd56eaf100cc	15c369c7-2a50-4c53-b5ef-deab8fbf2a61
91433	551.0	568.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	939.0	1779.0
54491	951.0	372.0
54490	0.0	0.0
54497	2843.0	2738.0
54496	1506.0	2294.0
448835	0.0	0.0
54495	3406.0	2970.0
448834	0.0	0.0
387359	0.0	0.0
387357	29.0	95.0
54499	8926.0	7659.0
121498	0.0	0.0
54498	566.0	529.0
170463	1403.0	1388.0
157489	362.0	373.0
338382	1507.0	1634.0
390980	226.0	137.0
338388	0.0	0.0
448831	0.0	0.0
400841	12.0	2.0
91419	573.0	719.0
91452	4000.0	4532.0
338376	5.0	3.0
145447	28.0	20.0
100313532	4.0	0.0
91442	151.0	75.0
375387	115.0	177.0
91445	4798.0	4218.0
107080554	1.0	0.0
133482	0.0	0.0
100506874	50.0	51.0
100506872	1.0	0.0
169436	147.0	158.0
170425	0.0	0.0
133491	38.0	33.0
91464	0.0	0.0
100506866	480.0	135.0
400892	4.0	1.0
400891	2.0	1.0
91461	331.0	114.0
145483	977.0	573.0
145482	1833.0	2295.0
338339	10.0	9.0
100506810	191.0	509.0
338328	176.0	312.0
100506815	2.0	5.0
326337	0.0	0.0
326339	0.0	0.0
338321	1.0	0.0
338322	0.0	0.0
338323	25.0	14.0
338324	0.0	0.0
341965	3.0	1.0
326341	7.0	7.0
326340	1.0	0.0
326343	61.0	87.0
326342	7.0	19.0
54407	8636.0	5117.0
8710	3.0	0.0
100506834	67.0	14.0
8711	1077.0	1332.0
54413	68.0	11.0
8703	2825.0	2814.0
101410540	0.0	0.0
8704	1638.0	2108.0
101410541	0.0	0.0
8701	691.0	950.0
101410542	1.0	1.0
54414	10481.0	18986.0
8702	2414.0	1918.0
100506835	21.0	2.0
101410543	5.0	0.0
8707	182.0	10.0
101410544	4.0	8.0
8708	12.0	16.0
101410545	1.0	3.0
101410546	0.0	0.0
8705	647.0	1341.0
8706	4728.0	2755.0
326315	9.0	2.0
326317	0.0	0.0
8721	18477.0	18305.0
8722	5392.0	2260.0
8720	15369.0	14517.0
101410537	2.0	1.0
101410538	2392.0	1788.0
341947	2.0	1.0
8714	841.0	3587.0
8715	339.0	0.0
100506826	22.0	23.0
8712	0.0	0.0
8718	104.0	128.0
101410533	78.0	123.0
101410534	0.0	0.0
326325	2.0	2.0
101410535	108.0	135.0
8717	994.0	1423.0
54429	24.0	10.0
101410536	0.0	0.0
326307	578.0	272.0
8732	1367.0	629.0
8733	9921.0	13493.0
8731	4706.0	3393.0
54431	9685.0	6087.0
400836	2.0	0.0
170487	97.0	160.0
54435	58.0	19.0
54434	3716.0	4154.0
400831	9.0	19.0
54433	1513.0	1155.0
400830	0.0	0.0
54432	4241.0	3138.0
54439	2551.0	2043.0
8725	7754.0	3778.0
8726	1088.0	871.0
54438	370.0	547.0
54437	249.0	298.0
8723	6865.0	6924.0
326310	159.0	52.0
8724	8755.0	5066.0
54436	1019.0	1437.0
8729	8574.0	7353.0
100337589	0.0	0.0
170485	0.0	1.0
8727	9046.0	11570.0
8728	282.0	182.0
170482	1.0	0.0
8740	23.0	59.0
8743	1430.0	1624.0
8744	2.0	5.0
8741	1374.0	1890.0
8742	1271.0	1292.0
102724868	1.0	0.0
102724866	15.0	4.0
54442	925.0	1323.0
54441	41.0	32.0
54440	179.0	441.0
400823	7.0	19.0
102724862	0.0	0.0
54443	88.0	70.0
8736	343.0	158.0
8737	4257.0	3904.0
8735	1.0	0.0
326300	6.0	4.0
8738	664.0	898.0
8739	53.0	19.0
8751	4685.0	3579.0
8754	8564.0	5847.0
8755	0.0	0.0
102724853	0.0	0.0
54453	3174.0	3889.0
255512	231.0	220.0
54457	3.0	1.0
54456	26.0	21.0
554049	7.0	0.0
54455	2828.0	2564.0
54454	1212.0	945.0
8747	15.0	10.0
8748	10.0	9.0
8745	81.0	21.0
54458	5262.0	5418.0
400818	1468.0	1287.0
8749	0.0	0.0
8761	6104.0	5010.0
6100	594.0	570.0
8760	7269.0	6193.0
6102	933.0	1059.0
8766	11580.0	11373.0
6101	2.0	0.0
8763	43640.0	20791.0
6103	939.0	740.0
8764	2114.0	1844.0
54460	4742.0	4480.0
54464	3530.0	2574.0
54463	976.0	926.0
54462	4824.0	4038.0
54461	5530.0	8310.0
54468	1713.0	1440.0
54467	4589.0	4414.0
54466	8.0	6.0
54465	1242.0	1009.0
255520	3068.0	2652.0
8759	0.0	0.0
8756	0.0	0.0
54469	7247.0	7783.0
8772	547.0	608.0
8773	2891.0	2904.0
8771	0.0	0.0
8776	2462.0	2328.0
8777	3399.0	2174.0
8774	3303.0	1692.0
8775	7166.0	6747.0
101928566	0.0	0.0
8767	586.0	428.0
6120	2312.0	2240.0
101928571	10.0	3.0
8784	12.0	35.0
6122	126014.0	86706.0
8781	0.0	0.0
6121	0.0	0.0
8787	57.0	28.0
6124	76824.0	51706.0
6123	2.0	17.0
8788	0.0	0.0
8785	13.0	6.0
6126	21.0	16.0
8786	82.0	52.0
6125	65969.0	42672.0
101928578	317.0	254.0
8780	5550.0	4988.0
6117	6739.0	6168.0
8778	9.0	19.0
6119	1688.0	1703.0
6118	4583.0	3615.0
8794	331.0	414.0
8795	2577.0	3425.0
6130	52891.0	35998.0
8792	322.0	177.0
6133	32070.0	23010.0
6132	58591.0	49472.0
8793	506.0	432.0
8798	1500.0	983.0
6135	45757.0	31815.0
8799	3333.0	3254.0
6134	61628.0	44280.0
8796	266.0	75.0
6137	30712.0	28423.0
8797	407.0	273.0
6136	28353.0	19968.0
100421307	0.0	0.0
101735302	593.0	517.0
8790	1747.0	1532.0
100134444	0.0	0.0
6128	38222.0	28303.0
8789	0.0	0.0
6129	36953.0	21005.0
6142	14540.0	7723.0
6141	31346.0	24946.0
100421311	9.0	5.0
6144	14607.0	8632.0
6143	50742.0	42917.0
100421313	6.0	7.0
6146	22296.0	15978.0
6145	9.0	2.0
6148	0.0	0.0
6147	19938.0	14992.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	4.0	2.0
6139	2673.0	2261.0
6138	63694.0	44744.0
6152	33691.0	23687.0
6155	22023.0	18512.0
6154	13971.0	10855.0
100421324	1.0	0.0
6157	37752.0	29109.0
6156	32904.0	23390.0
6159	22087.0	19240.0
6158	24871.0	18940.0
100421328	3.0	2.0
6150	1688.0	2063.0
101928527	757.0	677.0
6164	26953.0	16748.0
6163	1.0	11.0
6166	8440.0	6520.0
6165	25005.0	17283.0
6168	33239.0	14002.0
6167	29390.0	19279.0
100421338	3.0	0.0
6169	13982.0	11667.0
101928536	1.0	0.0
6160	35309.0	21701.0
101928537	0.0	0.0
6161	30294.0	20619.0
100421331	2.0	0.0
6175	55691.0	35310.0
6174	138.0	45.0
6176	43850.0	31767.0
101928545	452.0	423.0
6171	25416.0	9705.0
6170	4855.0	3372.0
6173	2566.0	1997.0
6172	280.0	264.0
100421340	1.0	0.0
100421341	2.0	4.0
100421354	0.0	0.0
6185	30480.0	31231.0
101928550	17.0	11.0
6188	50455.0	30617.0
6187	22093.0	15716.0
100421357	2.0	0.0
6189	21692.0	16489.0
101928555	58.0	35.0
6182	690.0	1042.0
6181	24715.0	18675.0
6184	29758.0	41837.0
101928559	0.0	0.0
6183	965.0	1283.0
100421350	11.0	8.0
100421351	24.0	12.0
100421353	3.0	4.0
6197	4861.0	3795.0
6196	10647.0	5853.0
6199	2338.0	2259.0
6198	2692.0	2091.0
6191	64637.0	42715.0
6193	25436.0	17377.0
6192	14780.0	11270.0
91373	1394.0	1659.0
6195	5191.0	7216.0
6194	87167.0	57053.0
390916	701.0	450.0
145407	444.0	212.0
100421363	1.0	1.0
100421376	0.0	0.0
100421379	3.0	0.0
91369	3777.0	4105.0
91368	2098.0	2072.0
652489	1.0	0.0
390924	67.0	4.0
389901	45.0	22.0
390928	3.0	2.0
390927	1335.0	1006.0
100421371	13.0	15.0
100421374	34.0	27.0
389903	0.0	0.0
100421389	0.0	0.0
91392	968.0	543.0
389935	1.0	0.0
389932	4.0	1.0
100421384	27.0	9.0
100421398	10.0	4.0
100421399	0.0	0.0
101928513	21.0	32.0
91380	0.0	0.0
390904	1.0	0.0
145438	46.0	43.0
100421390	0.0	3.0
100421391	0.0	0.0
100421395	25.0	14.0
100421397	1.0	3.0
375316	25.0	27.0
375318	1.0	0.0
390963	72.0	78.0
375307	320.0	304.0
389941	64.0	33.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	69.0	50.0
387317	0.0	0.0
121457	1600.0	2479.0
389976	0.0	0.0
375341	700.0	732.0
387319	0.0	0.0
375323	16.0	24.0
389970	9.0	2.0
390940	381.0	612.0
133418	6172.0	16402.0
390948	0.0	0.0
121441	1390.0	997.0
390949	0.0	1.0
652411	4.0	0.0
145370	10.0	2.0
102724954	0.0	1.0
54596	162.0	1.0
375484	462.0	344.0
91526	437.0	596.0
133396	1.0	0.0
196951	601.0	639.0
91523	75.0	130.0
91522	15761.0	21939.0
121391	1.0	1.0
145376	44.0	9.0
400986	112.0	79.0
400984	79.0	90.0
196968	80.0	79.0
157378	2374.0	1598.0
723961	0.0	0.0
145389	561.0	353.0
157381	3.0	5.0
91543	422.0	713.0
91544	3224.0	3165.0
102724923	2.0	3.0
652423	2.0	0.0
169355	82.0	48.0
400966	4.0	1.0
121364	0.0	0.0
400961	972.0	747.0
157376	8.0	1.0
91574	1715.0	1650.0
157313	32.0	17.0
157317	3.0	1.0
147991	3885.0	1288.0
399495	2.0	6.0
159963	6.0	3.0
100506965	3140.0	2469.0
100506963	92.0	160.0
387495	0.0	0.0
387496	177.0	208.0
387494	2.0	4.0
387491	0.0	0.0
387492	54.0	25.0
387486	0.0	0.0
157310	4374.0	7814.0
100506994	56.0	28.0
338470	5.0	0.0
170302	16.0	1.0
204010	7.0	0.0
399473	89.0	64.0
399474	83.0	32.0
91584	473.0	224.0
159989	80.0	30.0
91582	4113.0	6542.0
107126360	0.0	0.0
133383	398.0	314.0
100506930	2449.0	2394.0
100820741	0.0	0.0
338448	0.0	0.0
8808	314.0	517.0
8809	93.0	78.0
54512	954.0	1162.0
54511	30.0	17.0
54510	486.0	178.0
54516	645.0	371.0
8802	8037.0	11066.0
8803	3753.0	3027.0
54514	1.0	1.0
8800	1639.0	2123.0
8801	6137.0	7331.0
8807	21.0	28.0
400916	3694.0	4994.0
54518	120.0	318.0
8804	14175.0	10987.0
100506939	5.0	0.0
54517	1222.0	1174.0
8805	1850.0	1539.0
8820	74.0	65.0
8821	681.0	495.0
338440	397.0	396.0
338442	6.0	4.0
8819	597.0	651.0
100820732	0.0	0.0
255620	0.0	1.0
54522	555.0	657.0
54521	1295.0	1022.0
54520	4319.0	3330.0
100820735	1.0	0.0
8813	1954.0	1874.0
170393	11.0	4.0
8814	344.0	390.0
170392	8.0	11.0
100506925	0.0	0.0
8811	1.0	0.0
8812	809.0	737.0
8817	44.0	68.0
8818	3925.0	4872.0
54529	3647.0	3054.0
255626	0.0	0.0
8815	7552.0	8344.0
8816	5890.0	5483.0
170394	1656.0	2388.0
8831	1292.0	1093.0
8832	194.0	167.0
100506953	0.0	1.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	2081.0	1938.0
54532	2082.0	984.0
54531	862.0	886.0
54538	2190.0	4241.0
8824	6985.0	8177.0
8825	357.0	556.0
54537	2944.0	2576.0
54536	5880.0	5522.0
8822	59.0	30.0
8823	0.0	0.0
54535	1529.0	1943.0
8828	2283.0	1285.0
8829	6536.0	11688.0
8826	18203.0	14338.0
54539	5739.0	7561.0
8842	1465.0	514.0
8843	4.0	3.0
8840	11.0	1.0
8841	4273.0	3949.0
100158257	0.0	0.0
54541	910.0	2048.0
54540	1620.0	1332.0
54545	4065.0	4708.0
54544	0.0	0.0
54543	9451.0	8135.0
54542	4301.0	3359.0
54549	1409.0	1410.0
8835	1478.0	1195.0
8836	191.0	95.0
8833	4965.0	4280.0
8834	1610.0	1573.0
54546	0.0	0.0
8839	168.0	7.0
8837	13056.0	12933.0
8838	16.0	10.0
101928483	132.0	199.0
8850	3360.0	2226.0
101928484	0.0	0.0
8853	3640.0	2293.0
8854	91.0	3.0
8851	48.0	26.0
8852	0.0	0.0
400960	1186.0	861.0
338412	2.0	0.0
338413	0.0	0.0
54552	891.0	531.0
400957	9.0	8.0
54551	289.0	124.0
54550	16.0	26.0
196996	882.0	1056.0
400955	9.0	3.0
400954	1046.0	1432.0
54556	1489.0	898.0
54555	2204.0	1529.0
400952	1.0	7.0
54554	1350.0	1149.0
400950	4.0	6.0
8846	859.0	900.0
100820709	42.0	79.0
8847	60.0	58.0
54558	2060.0	1721.0
8844	4203.0	2453.0
54557	607.0	403.0
8848	12675.0	11130.0
196993	16.0	14.0
8861	4851.0	3939.0
101928492	633.0	637.0
8864	2906.0	1319.0
6201	18296.0	15755.0
6203	29387.0	17583.0
8862	42.0	2106.0
101928496	1.0	1.0
8863	2264.0	4163.0
6202	42643.0	29308.0
723972	4.0	5.0
400946	26.0	16.0
400945	109.0	113.0
54567	677.0	1848.0
54566	8601.0	8356.0
400941	10.0	9.0
8857	92026.0	43879.0
8858	9.0	8.0
54569	0.0	0.0
8856	19.0	26.0
54568	0.0	0.0
8859	871.0	924.0
8871	1703.0	892.0
8872	3323.0	3047.0
6210	19027.0	13282.0
8870	494.0	265.0
100421500	0.0	0.0
8875	47.0	44.0
8876	35.0	28.0
8874	3254.0	3656.0
100421506	2.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	3.0	5.0
54574	0.0	0.0
54573	2.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	0.0	0.0
54578	14.0	60.0
255631	16.0	1.0
400931	29.0	20.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	47035.0	34699.0
100506915	3.0	4.0
8869	5733.0	4407.0
6204	8422.0	5959.0
6207	17777.0	12538.0
6206	40978.0	13771.0
8867	1804.0	1103.0
54579	0.0	0.0
6209	7845.0	5744.0
6208	39406.0	25210.0
170384	1110.0	1125.0
100506916	0.0	0.0
8882	3171.0	2906.0
8883	2773.0	2502.0
8880	9962.0	9044.0
8881	4520.0	4597.0
8886	6926.0	5078.0
6223	27126.0	20402.0
100421512	0.0	0.0
8887	15184.0	15573.0
6222	54547.0	37314.0
8884	1222.0	938.0
6224	34383.0	25907.0
100421515	24.0	6.0
54581	425.0	498.0
54580	0.0	1.0
54585	3836.0	3201.0
54584	219.0	273.0
54583	4513.0	5349.0
54587	3948.0	2911.0
54586	5.0	2.0
8879	6092.0	7286.0
170371	242.0	280.0
170370	2.0	0.0
8877	311.0	476.0
6218	31102.0	24325.0
6217	26787.0	19856.0
8878	28984.0	32674.0
6219	5.0	1.0
100506907	0.0	0.0
100506906	141.0	73.0
255649	0.0	0.0
6230	28610.0	23048.0
8893	3189.0	3487.0
8894	3896.0	3834.0
101928440	1.0	4.0
8891	1227.0	1588.0
6232	31537.0	16774.0
8892	6703.0	7388.0
6231	8211.0	6818.0
8897	870.0	996.0
6234	8718.0	4074.0
8898	2130.0	1602.0
6233	28336.0	22364.0
8895	13435.0	11322.0
6236	225.0	244.0
8896	2982.0	3187.0
6235	13243.0	8339.0
101928442	0.0	0.0
101928448	15.0	10.0
8890	2126.0	2591.0
280659	2.0	3.0
280657	1.0	1.0
280658	1.0	3.0
280655	4.0	2.0
253039	1059.0	1582.0
6227	14351.0	9051.0
6226	5.0	7.0
6229	46179.0	40276.0
8888	5883.0	6093.0
6228	30661.0	19435.0
6241	75.0	47.0
6240	2947.0	3109.0
100421411	0.0	0.0
6242	1924.0	2364.0
100421413	15.0	7.0
101928455	3.0	1.0
6244	1.0	1.0
6247	66.0	31.0
100421415	22.0	21.0
6246	0.0	0.0
280644	1.0	0.0
253044	0.0	0.0
6238	71963.0	71997.0
6237	1797.0	1669.0
8899	7739.0	5854.0
6239	7134.0	5304.0
6252	499.0	121.0
100421420	11.0	3.0
6251	3271.0	2555.0
100421422	1.0	0.0
6253	179.0	356.0
6256	9179.0	12246.0
100421424	0.0	0.0
6258	56.0	35.0
6257	5782.0	5764.0
100421428	0.0	0.0
101928469	0.0	0.0
100421429	4.0	1.0
280637	2.0	0.0
280636	4415.0	5171.0
253018	114.0	154.0
253017	0.0	1.0
253012	4.0	0.0
6249	15903.0	16720.0
6248	0.0	0.0
6263	76.0	138.0
100421431	4.0	1.0
6262	4744.0	3470.0
100421432	3.0	0.0
101928470	0.0	0.0
100421433	1.0	0.0
100421436	36.0	34.0
100421439	8.0	1.0
6261	102.0	120.0
6260	8.0	3.0
6259	5832.0	4342.0
100421430	1.0	0.0
6274	9.0	11.0
6273	417.0	321.0
6276	171.0	173.0
6275	2400.0	1495.0
6278	0.0	0.0
6277	30546.0	29394.0
6279	402.0	182.0
6272	16740.0	18016.0
6271	5956.0	6479.0
6285	43.0	10.0
6284	8985.0	12224.0
100421455	0.0	0.0
6286	11.0	4.0
6289	0.0	0.0
6288	0.0	0.0
6281	2669.0	1158.0
6280	584.0	273.0
6283	46.0	15.0
6282	5671.0	4923.0
123920	789.0	723.0
100421451	2.0	0.0
6296	204.0	106.0
6295	2.0	1.0
6297	4178.0	3444.0
6299	8678.0	10727.0
101928420	1.0	0.0
6290	0.0	0.0
6291	0.0	0.0
6294	6044.0	4768.0
6293	4796.0	5195.0
100421478	0.0	0.0
100421479	1.0	0.0
280664	2.0	1.0
54505	5435.0	5113.0
280660	1.0	1.0
54504	14682.0	8696.0
280661	19.0	16.0
54503	1228.0	1117.0
54502	19964.0	22690.0
54509	214.0	392.0
123904	1.0	0.0
54508	203.0	151.0
100421473	0.0	0.0
54507	496.0	383.0
100421487	0.0	0.0
133308	143.0	92.0
147945	0.0	1.0
123970	0.0	0.0
100421480	3.0	1.0
147947	1938.0	1761.0
147948	641.0	478.0
147949	625.0	426.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	0.0
100421499	0.0	1.0
101060006	0.0	3.0
101060005	0.0	2.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	11.0	8.0
147965	1019.0	1216.0
147968	90.0	80.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	1.0	3.0
121360	0.0	0.0
101060032	6.0	6.0
135924	0.0	0.0
135927	2.0	1.0
121355	1.0	9.0
147906	227.0	247.0
135932	1156.0	981.0
101060045	3.0	0.0
135935	0.0	0.0
101060040	0.0	0.0
147912	1023.0	1386.0
135942	0.0	4.0
135941	4.0	2.0
121340	13.0	4.0
135946	1.0	1.0
135948	0.0	1.0
104326190	0.0	0.0
104326191	3.0	5.0
147923	979.0	771.0
147920	2.0	0.0
147929	287.0	244.0
104326192	2.0	1.0
104326193	0.0	0.0
375444	165.0	97.0
104326189	7.0	2.0
101060020	1.0	2.0
375449	2495.0	1470.0
104326188	0.0	0.0
121328	7.0	11.0
91653	3374.0	2144.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	722.0	392.0
27085	156.0	87.0
27086	5132.0	3312.0
389756	0.0	0.0
147429	181.0	125.0
27089	5087.0	6582.0
91646	12.0	3.0
91647	1191.0	1509.0
642968	1.0	0.0
135458	2.0	1.0
390766	0.0	0.0
27098	956.0	244.0
27099	2.0	0.0
27097	2353.0	1883.0
389741	181.0	103.0
27090	599.0	746.0
27091	0.0	0.0
27094	151.0	55.0
27095	5911.0	5979.0
27092	15.0	2.0
642976	0.0	0.0
400629	0.0	6.0
27093	1.0	2.0
160428	294.0	207.0
375133	524.0	451.0
387122	8.0	0.0
390730	1.0	0.0
390732	0.0	0.0
390735	0.0	0.0
387119	405.0	206.0
27063	2.0	1.0
387117	0.0	0.0
27069	15674.0	18553.0
400612	12.0	68.0
27067	2332.0	2129.0
27068	4445.0	5293.0
221908	597.0	926.0
341799	0.0	0.0
400619	15.0	13.0
642987	548.0	336.0
400618	297.0	217.0
400617	102.0	95.0
64065	5900.0	2068.0
91662	18.0	31.0
91663	7003.0	3773.0
64064	43.0	80.0
64067	543.0	485.0
64066	1.0	0.0
91661	706.0	638.0
91664	640.0	475.0
147463	124.0	65.0
387111	4.0	4.0
27076	93.0	66.0
390748	0.0	0.0
27077	2604.0	3061.0
400604	142.0	150.0
27074	115.0	58.0
27075	3176.0	2351.0
389766	5.0	7.0
387103	49.0	6.0
387104	3.0	1.0
27079	737.0	731.0
389763	0.0	0.0
341784	3.0	0.0
642996	2.0	0.0
27072	4532.0	3228.0
160419	2.0	1.0
64061	3764.0	2794.0
400609	0.0	0.0
160418	2080.0	1559.0
64063	290.0	243.0
27071	23.0	48.0
64062	4583.0	3485.0
91695	441.0	319.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	34.0	5.0
100313770	0.0	0.0
64077	4853.0	5667.0
91694	2415.0	2760.0
100313771	0.0	0.0
390790	0.0	1.0
221927	2997.0	3321.0
390792	0.0	0.0
400680	1.0	0.0
27043	5394.0	5342.0
27044	11442.0	11795.0
27042	1877.0	1505.0
389799	12.0	62.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	163.0	118.0
100313777	0.0	0.0
27040	25.0	17.0
100313774	0.0	0.0
64073	309.0	80.0
64087	10551.0	11634.0
221914	6.0	13.0
64089	970.0	801.0
100313781	0.0	0.0
91683	8.0	93.0
91689	4550.0	5203.0
100313780	0.0	0.0
245908	0.0	0.0
91687	249.0	146.0
245909	0.0	0.0
400673	399.0	312.0
389792	145.0	263.0
389791	15.0	18.0
387129	0.0	0.0
400668	0.0	1.0
389787	91.0	12.0
64081	450.0	368.0
64080	856.0	1210.0
64083	7656.0	6818.0
64084	698.0	248.0
64098	165.0	346.0
64097	1678.0	987.0
400660	62.0	66.0
8909	60.0	143.0
27022	5.0	0.0
8907	2092.0	1657.0
341757	2.0	1.0
400658	13.0	14.0
8908	306.0	196.0
147407	5.0	3.0
27020	10959.0	8828.0
400657	1131.0	859.0
27023	0.0	0.0
400654	0.0	0.0
64090	3.0	22.0
64092	55.0	72.0
64091	224.0	123.0
8900	42.0	4.0
64094	13701.0	4541.0
8905	730.0	495.0
147409	0.0	0.0
64093	1091.0	114.0
8906	1648.0	1724.0
64096	29.0	22.0
8904	7509.0	6892.0
221935	228.0	96.0
221937	2216.0	1802.0
221938	0.0	0.0
400652	37.0	5.0
400650	69.0	17.0
27039	11.0	7.0
27032	7892.0	6526.0
27033	60.0	78.0
27030	3142.0	2744.0
27031	1283.0	975.0
27036	7.0	26.0
400645	0.0	0.0
27037	2180.0	2202.0
400644	14.0	2.0
27034	4922.0	3757.0
400643	2.0	0.0
27035	46.0	59.0
8912	1993.0	2036.0
100313769	4.0	2.0
8913	88.0	122.0
8910	1861.0	1088.0
8911	1331.0	3290.0
8916	3076.0	3011.0
8914	1013.0	783.0
8915	1165.0	1039.0
245935	0.0	0.0
245936	0.0	0.0
245937	1.0	4.0
245938	0.0	0.0
8930	2541.0	2590.0
245939	0.0	0.0
221960	489.0	449.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	6775.0	6177.0
8927	276.0	201.0
8928	1.0	5.0
8925	7282.0	5956.0
8926	120.0	116.0
221955	1248.0	1131.0
8941	1.0	0.0
8942	99.0	136.0
375189	73.0	101.0
8940	32.0	24.0
245940	0.0	0.0
206338	9.0	4.0
375190	681.0	567.0
196446	4.0	6.0
8934	5283.0	5410.0
8935	1366.0	945.0
196441	2989.0	2221.0
8932	8762.0	8948.0
8933	3723.0	2451.0
8938	76.0	143.0
8939	7998.0	6445.0
8936	156.0	62.0
326105	3.0	0.0
245913	0.0	0.0
245915	0.0	1.0
221981	1303.0	376.0
245910	0.0	0.0
206358	466.0	366.0
245911	1.0	0.0
245912	0.0	0.0
196415	0.0	1.0
642909	9.0	3.0
642907	0.0	0.0
8945	2654.0	2258.0
54659	0.0	0.0
54658	0.0	5.0
8943	11555.0	7700.0
54657	0.0	0.0
8944	0.0	0.0
196410	576.0	1621.0
245927	0.0	0.0
245928	0.0	0.0
6300	142.0	369.0
245929	0.0	0.0
6302	5552.0	5371.0
6301	11225.0	10524.0
160492	19.0	4.0
54662	5607.0	6008.0
54661	13.0	1.0
54660	45.0	8.0
54665	2720.0	2098.0
54664	8421.0	5915.0
54663	1405.0	1610.0
8970	33.0	70.0
8971	3655.0	4038.0
101928363	2.0	12.0
8974	980.0	1095.0
6311	2882.0	2501.0
8975	3435.0	2491.0
6310	3544.0	3399.0
91612	4546.0	4384.0
100421601	0.0	0.0
8972	18.0	11.0
8973	7.0	6.0
245972	32.0	3.0
245973	113.0	154.0
54677	5475.0	4893.0
54676	2430.0	2049.0
54675	3543.0	3372.0
147468	0.0	1.0
54674	1200.0	1005.0
6304	4853.0	3584.0
6303	35418.0	24505.0
8968	1.0	2.0
6305	16165.0	18136.0
91603	1467.0	1095.0
91608	353.0	110.0
6307	2411.0	3550.0
642924	4.0	1.0
8969	36.0	104.0
6309	3007.0	3500.0
91607	3025.0	2994.0
6320	394.0	597.0
6322	617.0	467.0
8985	2813.0	3120.0
8986	1306.0	1754.0
64002	0.0	0.0
101928378	161.0	121.0
6324	262.0	194.0
64005	212.0	409.0
6323	15.0	0.0
101928376	8.0	121.0
54680	2135.0	1675.0
642938	20.0	10.0
54682	1938.0	1843.0
54681	4214.0	4274.0
196403	3053.0	2817.0
6315	0.0	0.0
6314	2373.0	1772.0
6317	3.0	0.0
8976	7919.0	8060.0
6319	221.0	587.0
6318	0.0	0.0
642935	15.0	54.0
8992	14619.0	14305.0
8993	6.0	4.0
6331	89.0	65.0
8991	24568.0	25917.0
6330	1717.0	1738.0
100421621	9.0	5.0
8996	1646.0	2892.0
101928388	7.0	10.0
6332	112.0	14.0
8997	5144.0	7763.0
8994	6382.0	5220.0
6335	67.0	8.0
8995	3.0	11.0
6334	86.0	106.0
147495	424.0	665.0
100421629	0.0	0.0
8989	1.0	0.0
6326	5.0	2.0
8987	83.0	62.0
6328	307.0	108.0
91624	669.0	328.0
6327	604.0	215.0
8988	0.0	0.0
6329	676.0	1691.0
642946	84.0	69.0
6340	1097.0	1073.0
6342	11197.0	12204.0
6341	3343.0	2882.0
6344	80.0	90.0
100421633	0.0	0.0
6343	12.0	11.0
100421634	3.0	0.0
6346	0.0	0.0
6345	1559.0	1457.0
100421638	1.0	0.0
642958	1.0	1.0
642959	0.0	0.0
6337	12889.0	15974.0
642952	0.0	0.0
6336	0.0	0.0
6339	122.0	87.0
91614	22.0	4.0
8999	362.0	265.0
6338	1546.0	1392.0
642954	42.0	23.0
6351	39.0	84.0
6352	313.0	930.0
6355	75.0	53.0
6354	1.0	7.0
6357	33.0	44.0
6356	0.0	0.0
100421528	4.0	0.0
6348	31.0	36.0
6347	953.0	917.0
196394	349.0	426.0
6362	104.0	4.0
6361	5.0	7.0
6364	7.0	2.0
6363	95.0	21.0
100421533	33.0	14.0
6366	13095.0	172.0
100421535	0.0	0.0
6368	13.0	19.0
6367	37.0	6.0
101928337	451.0	374.0
6360	9.0	33.0
255349	3.0	5.0
6359	1.0	2.0
6358	152.0	312.0
6373	9.0	18.0
101928340	0.0	0.0
6372	0.0	7.0
100421542	0.0	0.0
6375	6.0	31.0
6374	2.0	1.0
100421545	16.0	10.0
6376	1597.0	6679.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	4.0	0.0
255313	0.0	0.0
196374	33.0	2.0
6369	4.0	5.0
6383	63264.0	34894.0
6386	13007.0	14315.0
6385	14244.0	9874.0
6388	3468.0	3519.0
