id	7b33490c-6699-4393-8085-803afadbc344	864475a1-413c-46f8-8227-9ae03a71a5fc
106481929	2.0	1.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	12.0	0.0
728042	0.0	0.0
106481921	17.0	2.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	9.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	0.0	0.0
101234262	24.0	12.0
767612	0.0	0.0
767611	0.0	0.0
283337	3201.0	2379.0
344813	0.0	0.0
114548	105.0	61.0
81406	0.0	0.0
81407	0.0	0.0
344807	0.0	1.0
126526	1188.0	841.0
767600	0.0	0.0
344805	14.0	33.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	26.0	7.0
102800446	0.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	6.0	0.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	7.0	10.0
728013	116.0	63.0
283392	7.0	0.0
728012	0.0	0.0
728015	0.0	1.0
728010	0.0	1.0
81428	0.0	0.0
728019	0.0	6.0
56478	2459.0	2221.0
56479	731.0	1778.0
126506	1.0	1.0
56474	1366.0	1261.0
81430	0.0	0.0
56475	116.0	0.0
81431	0.0	0.0
56476	0.0	1.0
56477	3247.0	5048.0
93408	0.0	0.0
283385	300.0	137.0
283383	1670.0	2321.0
728005	10.0	0.0
81419	0.0	0.0
81421	0.0	0.0
283377	2187.0	1590.0
643401	1.0	1.0
283375	15.0	27.0
283373	2862.0	1640.0
151525	1587.0	1690.0
126567	78.0	1030.0
391211	0.0	0.0
151534	48.0	80.0
151531	28.0	49.0
114569	19516.0	25149.0
126549	27.0	9.0
114571	0.0	0.0
100527978	75.0	18.0
126541	0.0	0.0
126536	2.0	0.0
151556	944.0	646.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	8.0
440695	0.0	0.0
728072	0.0	0.0
100527960	47.0	5.0
391253	0.0	0.0
728064	0.0	0.0
100527963	218.0	212.0
728066	3.0	4.0
440689	39.0	13.0
391257	0.0	0.0
391256	7.0	5.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	41.0	37.0
728090	0.0	0.0
728088	3.0	5.0
100527943	3.0	1.0
114599	1.0	0.0
126581	0.0	0.0
151516	120.0	35.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	0.0	3.0
100527947	1.0	0.0
100527948	1.0	0.0
100527949	0.0	0.0
643384	0.0	0.0
391160	0.0	3.0
643382	41.0	8.0
391162	0.0	0.0
692312	9.0	7.0
163479	0.0	0.0
391169	0.0	0.0
100271332	1.0	6.0
391171	0.0	1.0
391174	4.0	1.0
643394	7.0	3.0
391175	0.0	1.0
391179	0.0	1.0
93380	2137.0	2389.0
100271323	2.0	3.0
100271322	0.0	0.0
100271325	0.0	2.0
100271321	0.0	0.0
401036	1.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	2.0	2.0
391155	0.0	0.0
401024	159.0	6.0
163486	1452.0	1138.0
401022	62.0	19.0
425054	4.0	1.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	4.0	10.0
401018	0.0	0.0
100271303	6.0	0.0
100271302	0.0	0.0
401093	170.0	54.0
401097	26.0	30.0
151449	19.0	5.0
401082	0.0	0.0
8100	2560.0	1065.0
440606	0.0	0.0
8106	10069.0	6149.0
440603	30.0	3.0
401089	3.0	0.0
391183	0.0	0.0
8110	43.0	19.0
8111	91.0	58.0
391189	0.0	0.0
8115	4.0	2.0
401074	120.0	24.0
222484	1246.0	1533.0
391190	0.0	0.0
391192	3.0	0.0
391191	1.0	0.0
391194	0.0	0.0
8123	171.0	21.0
391196	0.0	0.0
391195	7.0	0.0
8128	9.0	63.0
8125	6264.0	7526.0
401067	1.0	0.0
8120	560.0	326.0
151477	41.0	24.0
151473	343.0	499.0
643300	6.0	25.0
645962	0.0	0.0
8139	775.0	529.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	3359.0	2861.0
81329	0.0	0.0
83998	0.0	0.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	7.0	11.0
283403	1.0	0.0
83990	13.0	81.0
83992	1882.0	566.0
645954	48.0	40.0
81330	0.0	0.0
645958	179.0	151.0
645957	1.0	3.0
645974	0.0	0.0
643311	0.0	0.0
645973	1.0	0.0
643310	5.0	6.0
8148	9060.0	8488.0
222487	221.0	19.0
81318	0.0	0.0
8140	196.0	639.0
83987	3198.0	2415.0
81324	0.0	0.0
83986	4526.0	4838.0
81325	0.0	0.0
83989	2056.0	1158.0
83988	275.0	50.0
81327	0.0	1.0
83983	97.0	149.0
81320	0.0	0.0
83982	1377.0	398.0
83985	80.0	130.0
81322	0.0	0.0
643308	0.0	5.0
643309	0.0	2.0
645968	24.0	54.0
645980	0.0	0.0
100271390	2.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	2204.0	513.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	3.0	0.0
81353	2.0	3.0
106481884	0.0	0.0
100271399	1.0	3.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	2.0	0.0
81352	3.0	2.0
100271392	9.0	14.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	12.0	27.0
93323	412.0	357.0
8165	6377.0	4728.0
645996	88.0	0.0
645993	1.0	3.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1889.0	1064.0
106481891	2.0	0.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	1.0	0.0
100271387	0.0	0.0
81340	1.0	0.0
81341	1.0	0.0
100271386	3.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	4.0
8178	1000.0	1068.0
344892	0.0	0.0
643343	33.0	34.0
8170	29.0	3.0
106481855	0.0	0.0
401014	35.0	11.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	54.0	10.0
106481859	0.0	0.0
8175	4506.0	3298.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	1.0	0.0
106481863	0.0	0.0
283446	83.0	6.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	104.0	136.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	5863.0	7976.0
8187	350.0	238.0
93343	3859.0	3769.0
93349	479.0	209.0
643353	1.0	1.0
106481866	14.0	3.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	1.0	0.0
106481869	0.0	0.0
106481870	1.0	0.0
106481873	0.0	0.0
100271367	0.0	2.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	66.0	71.0
100271364	0.0	4.0
81363	2.0	0.0
344875	1.0	0.0
100271360	0.0	1.0
93377	0.0	0.0
106481839	0.0	0.0
643365	3.0	1.0
8192	2596.0	3373.0
106481833	2.0	1.0
8193	8.0	8.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	5.0	1.0
106481832	0.0	0.0
106481837	1.0	0.0
106481838	0.0	0.0
106481835	1.0	0.0
8195	2717.0	1979.0
106481836	0.0	0.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	6.0	0.0
81399	0.0	1.0
283422	0.0	1.0
344866	8.0	8.0
100271351	0.0	0.0
283420	26.0	2.0
100271354	1.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	5.0	1.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	1.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	1.0	0.0
106481846	0.0	0.0
100307126	41.0	35.0
106481847	0.0	0.0
100271349	2.0	0.0
283417	3008.0	283.0
283416	188.0	89.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	10.0	9.0
106481850	4.0	2.0
81382	0.0	0.0
81383	6.0	2.0
100271343	5.0	41.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	1.0	0.0
106481814	0.0	0.0
283489	2024.0	958.0
283487	38.0	18.0
283486	4.0	0.0
283483	2.0	2.0
283481	657.0	176.0
283480	3.0	1.0
106481828	1.0	1.0
106481829	0.0	0.0
728143	1.0	0.0
106481822	0.0	0.0
106481823	1.0	2.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	4.0	0.0
106481827	0.0	0.0
106481824	1.0	1.0
106481825	1.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	278.0	432.0
283471	12.0	4.0
731789	0.0	0.0
728170	4.0	1.0
283464	1860.0	1656.0
283463	1.0	2.0
283461	0.0	0.0
283460	4.0	0.0
106481808	0.0	0.0
728167	2.0	5.0
106481809	0.0	0.0
106481806	1.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	0.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	16.0	48.0
81502	10490.0	11534.0
283459	1562.0	1239.0
283458	26.0	32.0
283455	824.0	157.0
645900	0.0	0.0
283450	5123.0	2078.0
780776	74.0	18.0
728113	26.0	13.0
126410	4.0	7.0
728116	18.0	7.0
728115	3.0	0.0
728118	21.0	13.0
81533	5723.0	5236.0
126402	0.0	0.0
81532	1944.0	2523.0
645930	3.0	6.0
731779	0.0	0.0
728106	1.0	0.0
645922	0.0	0.0
645927	0.0	0.0
728134	9.0	12.0
474170	113.0	76.0
728130	81.0	28.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	2905.0	2202.0
81556	3285.0	2806.0
81557	1.0	0.0
81558	2490.0	829.0
645939	0.0	0.0
81551	0.0	0.0
101055625	15.0	2.0
81552	1080.0	1163.0
81553	6469.0	4073.0
344905	69.0	20.0
81554	3642.0	5144.0
474167	12.0	22.0
81550	1738.0	1467.0
344901	1.0	0.0
645931	0.0	0.0
645950	0.0	2.0
728121	30.0	35.0
81537	1144.0	1405.0
81539	6888.0	5364.0
728128	1.0	6.0
81544	258.0	281.0
81545	2347.0	2046.0
81542	3363.0	2651.0
81543	97.0	21.0
93517	809.0	595.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	425.0	162.0
126432	794.0	970.0
163404	0.0	1.0
138474	0.0	0.0
391365	2.0	0.0
391367	0.0	1.0
728192	0.0	0.0
728194	4.0	0.0
728190	402.0	213.0
391378	1.0	0.0
138412	3.0	3.0
138428	15.0	1.0
138429	197.0	143.0
391356	2174.0	1186.0
391358	8.0	11.0
56521	29.0	13.0
391282	3.0	2.0
643263	0.0	0.0
643264	0.0	0.0
100271209	21.0	0.0
222537	9.0	0.0
163351	60.0	18.0
100271217	0.0	0.0
100271216	0.0	0.0
100271218	0.0	1.0
401164	1.0	2.0
100271206	0.0	0.0
100271207	0.0	1.0
100271201	0.0	0.0
100271204	0.0	1.0
391266	0.0	0.0
440799	0.0	0.0
391267	6.0	4.0
222553	92.0	1.0
391269	0.0	0.0
440795	0.0	0.0
401152	9784.0	12830.0
126393	855.0	41.0
8200	62.0	12.0
8204	982.0	1147.0
8202	2659.0	2721.0
391276	0.0	0.0
391279	0.0	0.0
401145	213.0	95.0
222545	0.0	0.0
126382	1071.0	1552.0
222546	0.0	1.0
606293	4.0	0.0
401138	3.0	67.0
401137	0.0	0.0
151393	627.0	300.0
692231	0.0	0.0
440738	104.0	3.0
692233	3.0	1.0
440737	78.0	97.0
8216	2721.0	2791.0
8214	725.0	835.0
440732	9.0	11.0
440730	14.0	5.0
222584	241.0	163.0
151325	0.0	0.0
8208	219.0	535.0
8209	157.0	232.0
8220	1812.0	1627.0
8226	916.0	1179.0
692223	0.0	0.0
8227	4023.0	2314.0
8224	36.0	2.0
692225	13.0	8.0
8225	4490.0	5868.0
692226	0.0	0.0
100381178	9.0	1.0
692227	30.0	52.0
692229	1.0	0.0
100310839	0.0	0.0
100310838	0.0	0.0
8218	1006.0	525.0
8233	1063.0	1110.0
692210	0.0	0.0
8237	14925.0	7491.0
401190	4.0	1.0
692212	7.0	13.0
692213	0.0	0.0
692214	1.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2168.0	1197.0
8242	4929.0	4756.0
8243	3220.0	2592.0
692201	0.0	0.0
692202	1.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	4.0	1.0
692206	0.0	0.0
692207	0.0	0.0
692208	1.0	0.0
692209	0.0	0.0
8241	4812.0	5512.0
100310812	1.0	1.0
8239	7406.0	5448.0
151354	193.0	1124.0
100271291	0.0	0.0
93432	0.0	0.0
100271290	0.0	2.0
645841	0.0	0.0
93436	2815.0	2070.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	1.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	2.0	3.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	1.0	0.0
106481785	0.0	0.0
106481786	0.0	2.0
106481783	0.0	1.0
283523	0.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	3.0	1.0
100271296	0.0	0.0
645834	7.0	2.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	2.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1995.0	4155.0
93426	17.0	1.0
8269	619.0	772.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	1.0
81439	0.0	0.0
8263	1189.0	839.0
8260	1511.0	2236.0
283518	33.0	4.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	3.0	0.0
106481796	6.0	1.0
81442	0.0	0.0
106481797	2.0	0.0
106481794	0.0	0.0
106481795	1.0	0.0
100271286	0.0	0.0
645846	2.0	1.0
100271288	0.0	0.0
645843	0.0	0.0
81440	15.0	0.0
100271284	0.0	1.0
8277	3.0	0.0
645864	0.0	2.0
342374	3.0	1.0
440714	10.0	1.0
342372	4.0	3.0
342371	3430.0	1667.0
440712	362.0	108.0
106481756	0.0	0.0
8270	810.0	1080.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	2828.0	2364.0
728215	47.0	38.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	129.0	55.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	18.0	4.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	0.0
100310848	0.0	0.0
106481762	1.0	0.0
81470	0.0	0.0
100271274	0.0	1.0
100310841	0.0	0.0
81472	0.0	0.0
81473	0.0	0.0
100310840	153.0	65.0
100271273	0.0	0.0
645859	0.0	0.0
8288	22.0	7.0
8289	8648.0	4807.0
8287	2768.0	1462.0
643210	0.0	1.0
106481767	0.0	0.0
728207	1.0	5.0
106481768	4.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	3452.0	2395.0
106481769	0.0	0.0
106481770	2.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	6.0	1.0
100271267	0.0	0.0
100310856	9.0	0.0
106481772	0.0	0.0
81465	1.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	0.0	0.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	24.0	9.0
100271262	2.0	0.0
100310851	1.0	0.0
342358	0.0	2.0
342357	687.0	490.0
100310850	0.0	0.0
100271261	0.0	0.0
643220	5.0	14.0
643224	107.0	164.0
645884	2.0	0.0
8291	1139.0	569.0
401136	0.0	0.0
106481734	8.0	0.0
8292	239.0	99.0
401135	0.0	0.0
106481735	10.0	3.0
106481732	0.0	2.0
8290	0.0	0.0
106481733	0.0	0.0
8295	4522.0	3682.0
106481738	0.0	0.0
93474	263.0	99.0
106481739	0.0	0.0
8293	0.0	1.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	564.0	350.0
106481741	0.0	0.0
106481742	0.0	7.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	547.0	15.0
100271253	1.0	0.0
645879	0.0	0.0
81493	58.0	163.0
81494	1.0	0.0
100271254	1.0	1.0
283562	1.0	0.0
81490	2531.0	2395.0
81491	158.0	37.0
342346	117.0	17.0
100271250	0.0	0.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	1.0	0.0
106481745	0.0	0.0
401124	14.0	4.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	54.0	14.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	0.0	0.0
106481753	11.0	1.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	2.0
106481751	0.0	0.0
401115	57.0	251.0
81488	2520.0	2491.0
283554	113.0	69.0
283553	7.0	4.0
100271244	0.0	0.0
643226	2.0	0.0
283551	42.0	42.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	92.0	47.0
93492	10.0	1.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	2.0	0.0
106481711	1.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	1.0
401109	16.0	2.0
100271235	0.0	0.0
283547	19.0	7.0
401106	152.0	84.0
100271234	0.0	0.0
106481720	3.0	0.0
100271230	0.0	0.0
643236	72.0	16.0
100271233	0.0	0.0
100271232	4.0	7.0
643253	310.0	265.0
93487	6555.0	4418.0
106481729	1.0	0.0
643255	7.0	0.0
106481723	0.0	0.0
106481724	1.0	0.0
106481721	0.0	0.0
106481722	6.0	0.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1827.0	1398.0
100271229	1.0	0.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	1.0	0.0
106481731	0.0	0.0
100271226	1.0	1.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	1.0	0.0
344978	1.0	3.0
100271221	0.0	0.0
138716	1788.0	1495.0
780852	10.0	0.0
728276	1.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	2.0	4.0
780851	29.0	1.0
100126356	0.0	0.0
285796	7.0	0.0
81607	106.0	1803.0
81608	2663.0	2360.0
81609	2491.0	2541.0
81603	10078.0	11531.0
81605	3780.0	4274.0
81606	13807.0	19454.0
81610	28.0	99.0
56654	1942.0	5258.0
56655	1705.0	1238.0
81611	4585.0	4207.0
56650	4142.0	2308.0
29028	810.0	1576.0
283129	27.0	1.0
56651	27.0	0.0
56652	580.0	740.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1534.0	1068.0
283120	29.0	234.0
56659	479.0	1251.0
100126350	3.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	4.0	2.0
138724	4.0	2.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	32.0	2.0
100126348	2.0	0.0
728263	4.0	1.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	9.0	4.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	4066.0	2994.0
100190924	1.0	0.0
56666	516.0	854.0
30012	0.0	0.0
29034	0.0	0.0
56667	4.0	3.0
106865375	0.0	0.0
81602	1569.0	510.0
30014	0.0	0.0
106865374	0.0	0.0
56662	5.0	1.0
30011	3802.0	724.0
283116	0.0	0.0
56663	1.0	0.0
30010	0.0	0.0
56664	0.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	1.0	1.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	2297.0	2292.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	2834.0	2595.0
100126337	0.0	0.0
100128998	1.0	0.0
81629	35.0	8.0
100381202	1.0	5.0
56670	1233.0	29.0
81626	1.0	0.0
81627	2223.0	1350.0
81628	2680.0	3674.0
56676	0.0	0.0
30001	2931.0	3598.0
54012	0.0	0.0
56677	0.0	0.0
246175	2414.0	2124.0
56672	1597.0	1421.0
246176	11.0	49.0
56673	2.0	2.0
54016	0.0	0.0
283106	8.0	6.0
30000	4887.0	5214.0
56674	6420.0	7179.0
54015	0.0	0.0
81631	6059.0	6657.0
56675	152.0	64.0
54014	5091.0	3006.0
283104	240.0	297.0
100126330	0.0	0.0
30009	35.0	4.0
283102	3.0	2.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	6.0	2.0
30008	10750.0	5727.0
100128991	1.0	0.0
100128990	0.0	0.0
66002	20.0	24.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	518.0	1304.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	1088.0	2330.0
100126325	0.0	0.0
66005	5845.0	8228.0
100126326	0.0	0.0
81618	7777.0	2610.0
81619	5751.0	4349.0
56681	6534.0	5933.0
66008	6768.0	14580.0
29018	0.0	0.0
81614	1204.0	1528.0
54020	2843.0	3132.0
81615	31.0	26.0
81616	6.0	1.0
81617	1078.0	628.0
767846	85.0	16.0
81621	373.0	271.0
81622	1593.0	3115.0
246184	511.0	332.0
767851	6.0	0.0
81623	0.0	0.0
54022	0.0	1.0
81624	15.0	189.0
767853	0.0	0.0
54021	4.0	11.0
56683	2294.0	1670.0
54028	83.0	34.0
54027	0.0	0.0
29015	8589.0	956.0
54026	0.0	0.0
767850	0.0	1.0
81620	125.0	1172.0
54025	1.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	38.0	6.0
246182	0.0	2.0
100126316	0.0	0.0
728233	258.0	97.0
283171	0.0	0.0
100126317	5.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	0.0	1.0
100126313	2.0	0.0
285753	529.0	256.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	7258.0	4589.0
285755	1293.0	398.0
114786	15.0	68.0
114787	19.0	86.0
114788	0.0	0.0
285758	7.0	3.0
114789	3395.0	1655.0
54031	10.0	3.0
728239	2.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1405.0	1562.0
54033	433.0	98.0
54032	0.0	0.0
114791	1255.0	1438.0
54039	18.0	0.0
114792	222.0	46.0
126767	0.0	0.0
114793	4459.0	3807.0
54038	1.0	0.0
100190954	0.0	0.0
114794	1.0	1.0
114795	948.0	121.0
54036	0.0	0.0
93627	2049.0	1118.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	1.0
283162	0.0	0.0
93621	21002.0	21398.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	784.0	512.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2847.0	2468.0
100126302	0.0	0.0
100128963	6.0	23.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	16.0	6.0
100126309	0.0	0.0
728226	1.0	2.0
54041	0.0	0.0
728228	0.0	0.0
54045	0.0	0.0
645809	1.0	0.0
54044	0.0	1.0
645808	0.0	0.0
114780	192.0	275.0
54043	2.0	0.0
645807	0.0	1.0
114781	1751.0	1442.0
126755	0.0	0.0
54049	0.0	1.0
114783	694.0	527.0
54048	0.0	0.0
114784	46.0	11.0
283159	0.0	0.0
54047	1.0	0.0
100128961	3.0	0.0
645805	85.0	95.0
283152	86.0	65.0
66035	1394.0	1523.0
283150	4.0	1.0
728255	0.0	0.0
93654	3.0	0.0
66036	1067.0	789.0
93653	611.0	166.0
100271192	0.0	0.0
100271191	1.0	0.0
66037	0.0	1.0
93650	4.0	7.0
81669	7085.0	5479.0
54053	4.0	25.0
54052	0.0	0.0
114769	129.0	63.0
54051	0.0	0.0
54050	1.0	2.0
54055	37.0	8.0
100190938	74.0	32.0
54054	12.0	55.0
114770	1.0	1.0
114771	0.0	0.0
54059	760.0	898.0
283149	1648.0	1678.0
54058	207.0	491.0
93649	58.0	538.0
645811	178.0	243.0
81671	14210.0	9984.0
100271199	1.0	0.0
100190939	1153.0	610.0
283143	162.0	173.0
100271196	0.0	0.0
93643	2674.0	1828.0
100128946	0.0	0.0
285780	2.0	1.0
285782	7.0	0.0
100271180	0.0	4.0
285785	135.0	253.0
100190952	8.0	5.0
54064	0.0	0.0
728248	0.0	0.0
114757	1078.0	251.0
114758	0.0	0.0
54067	129.0	56.0
100190947	1.0	0.0
100190949	0.0	0.0
54065	1.0	3.0
114760	0.0	0.0
114761	0.0	0.0
126731	490.0	410.0
54069	539.0	529.0
283131	65101.0	54303.0
283130	2044.0	469.0
692157	2.0	0.0
692158	0.0	0.0
138799	2.0	0.0
440498	1080.0	1976.0
124152	1838.0	981.0
199704	1035.0	554.0
124149	0.0	0.0
163747	0.0	0.0
692146	0.0	0.0
692147	11.0	4.0
692148	1.0	4.0
692149	0.0	0.0
163742	86.0	0.0
199713	1.0	1.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	0.0
126792	1410.0	1832.0
378008	0.0	0.0
378009	0.0	0.0
29089	130.0	379.0
29088	1773.0	2122.0
29087	3664.0	5058.0
378010	0.0	2.0
148137	573.0	268.0
126789	287.0	864.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	294.0	281.0
29081	1708.0	1874.0
29080	2844.0	1676.0
283189	0.0	0.0
29086	2040.0	2464.0
29085	6622.0	6463.0
29083	681.0	852.0
100381270	176.0	12.0
200810	77.0	32.0
114796	1020.0	158.0
148156	1581.0	842.0
114798	1.0	0.0
114799	1851.0	1339.0
29099	2472.0	2324.0
29098	703.0	1037.0
378001	0.0	0.0
29093	1637.0	1377.0
29092	1863.0	1243.0
29091	2872.0	5361.0
29090	1669.0	995.0
56603	619.0	10.0
29097	1895.0	1991.0
56604	3.0	1.0
56605	3040.0	907.0
29095	1248.0	1789.0
151790	5.0	1.0
283174	1598.0	77.0
56606	517.0	311.0
29094	713.0	942.0
692199	0.0	0.0
391002	0.0	0.0
440459	15.0	1.0
391004	0.0	0.0
780816	0.0	0.0
124199	12.0	53.0
391003	0.0	0.0
30062	0.0	1.0
440456	820.0	1278.0
780814	10.0	4.0
30061	7243.0	21941.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	2.0
440452	0.0	0.0
780810	1.0	0.0
780811	0.0	0.0
29068	3851.0	2179.0
29066	3857.0	3781.0
29063	724.0	530.0
29062	774.0	646.0
