id	6546c35d-64c9-43bb-b68d-9258161c3b1f	35ab4cea-1680-483e-90fb-94c129a2c7a5
1849	1004.0	1664.0
346517	0.0	0.0
1848	7265.0	24511.0
1847	5507.0	10806.0
100128020	0.0	0.0
1846	762.0	2362.0
100128023	0.0	1.0
1845	7554.0	4192.0
153396	1495.0	734.0
1855	5067.0	7651.0
1854	4052.0	3333.0
100131671	1.0	0.0
1852	0.0	13.0
1850	667.0	644.0
100131678	0.0	1.0
1859	7249.0	4854.0
1857	8036.0	6102.0
1856	3750.0	2567.0
724068	0.0	0.0
724067	0.0	0.0
202781	1277.0	794.0
1861	3144.0	2212.0
100131688	0.0	0.0
1869	133.0	318.0
724094	5.0	1.0
1880	3878.0	1131.0
1877	2780.0	2667.0
100131691	246.0	172.0
1876	881.0	636.0
1875	858.0	689.0
83417	0.0	2.0
100131693	15.0	10.0
100327036	0.0	0.0
83416	9.0	103.0
200132	8.0	31.0
1874	4126.0	3342.0
1872	1.0	3.0
1871	1653.0	1304.0
1870	25.0	40.0
1879	306.0	670.0
724087	20.0	6.0
1891	8781.0	9394.0
1890	1290.0	2601.0
83401	6.0	5.0
1889	15622.0	34541.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	6878.0	3729.0
58472	2273.0	2764.0
200149	1.0	0.0
58475	482.0	1514.0
724038	1.0	0.0
83439	4253.0	1685.0
1896	2008.0	1049.0
58477	4839.0	3078.0
58476	14159.0	4706.0
1894	464.0	323.0
1893	366.0	1651.0
1892	10457.0	9070.0
58478	2400.0	2332.0
200150	38.0	15.0
724022	0.0	0.0
58484	77.0	117.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1263.0	1007.0
724024	0.0	0.0
58486	4595.0	3445.0
58485	4434.0	6357.0
724023	0.0	0.0
58480	4395.0	4053.0
724029	12.0	5.0
200159	11.0	10.0
724028	0.0	0.0
724027	0.0	2.0
58488	1128.0	1064.0
58487	4560.0	3561.0
200162	513.0	275.0
58489	703.0	991.0
58495	803.0	803.0
724059	0.0	0.0
58494	885.0	1950.0
58497	7584.0	3344.0
58496	154.0	105.0
58491	575.0	519.0
58490	3330.0	1776.0
58493	2464.0	1594.0
58492	659.0	376.0
58499	3575.0	2166.0
58498	2.0	2.0
200172	37.0	19.0
83451	4225.0	4056.0
83450	2128.0	1379.0
83452	1221.0	454.0
153364	759.0	386.0
83448	1946.0	1028.0
200186	5493.0	4537.0
83447	0.0	0.0
200185	1214.0	1921.0
83449	25.0	39.0
83444	304.0	426.0
83443	5467.0	5293.0
83446	0.0	0.0
83445	11.0	7.0
83440	3418.0	3156.0
83442	5419.0	17553.0
114984	2328.0	2463.0
114987	1262.0	438.0
391603	0.0	0.0
10657	11492.0	10248.0
126969	760.0	632.0
10656	398.0	439.0
10659	2273.0	1680.0
10658	9987.0	6516.0
114990	6092.0	8597.0
114991	3072.0	1611.0
10651	2160.0	1719.0
10650	106.0	218.0
10653	63937.0	53695.0
10652	6179.0	4910.0
342667	4.0	23.0
10655	1.0	4.0
643812	0.0	0.0
342666	16.0	4.0
10654	3853.0	3765.0
136306	176.0	93.0
126961	0.0	0.0
10668	1552.0	1002.0
10667	1928.0	1220.0
643827	2.0	6.0
10669	12.0	37.0
10660	1.0	0.0
10661	6.0	2.0
731220	14.0	83.0
138971	0.0	1.0
10664	5063.0	3587.0
10663	163.0	269.0
10666	77.0	93.0
731223	245.0	28.0
10665	5.0	8.0
136319	15534.0	8388.0
163933	53.0	213.0
317691	0.0	0.0
339005	321.0	202.0
10635	114.0	88.0
10634	1268.0	2210.0
10637	4.0	6.0
10636	2562.0	1355.0
10638	0.0	0.0
114971	1050.0	1124.0
10631	1802.0	3540.0
643836	3266.0	1517.0
10630	209.0	343.0
643837	834.0	669.0
10633	37.0	72.0
643834	10.0	2.0
10632	10120.0	10870.0
100124394	0.0	0.0
10645	3679.0	3023.0
10648	0.0	0.0
10647	25.0	7.0
148304	463.0	243.0
114960	2.0	2.0
10640	3588.0	1952.0
136332	142.0	36.0
10642	13.0	1.0
643847	6.0	1.0
10641	1542.0	1569.0
10644	1435.0	3148.0
10643	53.0	10.0
317671	233.0	139.0
643862	0.0	1.0
391642	1.0	0.0
10609	3406.0	2383.0
391647	8.0	1.0
10613	4391.0	3057.0
10612	740.0	682.0
10615	1032.0	345.0
10614	6053.0	4428.0
10617	3362.0	2392.0
401525	0.0	0.0
10616	5424.0	6393.0
10618	37126.0	17843.0
643854	9.0	6.0
643853	113.0	55.0
643859	1.0	0.0
10611	6188.0	4100.0
10610	1930.0	1161.0
643872	4.0	5.0
643873	304.0	197.0
643870	10.0	14.0
317684	0.0	1.0
391655	0.0	0.0
391657	0.0	0.0
391656	7.0	6.0
317687	0.0	0.0
10623	1636.0	1383.0
10626	852.0	780.0
10625	7125.0	8745.0
10628	67958.0	39688.0
10627	15792.0	16482.0
10629	1354.0	1150.0
342618	1.0	2.0
643865	0.0	0.0
643866	424.0	478.0
10620	483.0	313.0
10622	119.0	75.0
10621	1433.0	772.0
101954275	0.0	0.0
101954276	39.0	1.0
643880	0.0	0.0
101954273	3.0	2.0
643884	0.0	0.0
101954277	48.0	7.0
101954278	50.0	50.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	269.0	95.0
83606	4834.0	3838.0
101954271	2.0	0.0
83605	1890.0	4413.0
101954272	3.0	6.0
83608	744.0	863.0
83607	2166.0	1355.0
151903	3504.0	4887.0
401507	0.0	0.0
317649	4489.0	3400.0
391627	0.0	0.0
401505	1244.0	989.0
388007	0.0	0.0
317648	2103.0	1493.0
100419709	8.0	1.0
100419705	0.0	2.0
643875	0.0	0.0
401509	89.0	24.0
401508	0.0	3.0
101954264	23.0	7.0
138948	90.0	144.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	38.0	11.0
102464827	0.0	0.0
391630	24.0	14.0
102464828	0.0	0.0
317662	2469.0	1596.0
100419711	1.0	5.0
102464825	0.0	0.0
56000	2.0	14.0
391632	0.0	1.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	159.0	61.0
102464824	0.0	0.0
56005	4883.0	4928.0
10602	1735.0	2069.0
56006	2000.0	3009.0
83604	3552.0	1709.0
10603	435.0	479.0
10606	5900.0	3311.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3614.0	2510.0
10608	9985.0	9893.0
10607	3338.0	3341.0
10600	5116.0	2422.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	1.0
102464836	1.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3241.0	2753.0
102464832	0.0	0.0
100271849	23.0	32.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	7.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	236.0	416.0
112398	1836.0	2234.0
100419735	0.0	0.0
391697	2.0	1.0
391696	0.0	0.0
100419733	0.0	0.0
388021	17.0	1.0
100419734	0.0	0.0
391698	0.0	0.0
100419731	0.0	0.0
100271836	96.0	67.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	1.0
388015	0.0	1.0
101954204	0.0	0.0
199953	1666.0	1002.0
161357	4.0	1.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	1.0	3.0
731275	47.0	18.0
199920	111.0	25.0
222826	8.0	4.0
101929286	1.0	0.0
391670	0.0	1.0
391672	10.0	4.0
161342	0.0	3.0
148398	103.0	690.0
100419758	618.0	418.0
100419751	2.0	1.0
124359	301.0	415.0
101929293	27.0	10.0
100420752	2.0	2.0
100420754	0.0	0.0
10691	1469.0	1021.0
10690	2.0	1.0
101929212	21.0	96.0
101929218	0.0	3.0
388076	0.0	0.0
388077	0.0	3.0
100419764	0.0	0.0
199900	0.0	0.0
151963	364.0	467.0
10693	331.0	156.0
10692	15.0	6.0
10695	4623.0	5334.0
10694	7740.0	8109.0
10699	39.0	43.0
101929221	0.0	0.0
100420763	0.0	0.0
101929225	6.0	2.0
101929222	1.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1656.0	1081.0
101929239	2.0	0.0
100419788	0.0	0.0
148345	30.0	38.0
101929238	0.0	0.0
220213	3140.0	2316.0
10678	3300.0	2141.0
151987	4926.0	3684.0
10671	2471.0	1966.0
10670	7354.0	5987.0
10673	208.0	385.0
10672	3591.0	2348.0
10675	46.0	93.0
10677	1030.0	485.0
100419793	1.0	0.0
100420784	3.0	1.0
100420786	3.0	0.0
101929247	0.0	0.0
100420787	14.0	6.0
101929244	2.0	1.0
220202	0.0	3.0
222865	34.0	1098.0
10682	1978.0	2202.0
10681	3452.0	2519.0
10683	24.0	8.0
10686	37.0	3319.0
136371	0.0	1.0
643803	0.0	0.0
10687	160.0	125.0
100419682	0.0	0.0
100420678	288.0	40.0
222894	0.0	0.0
100419687	1.0	0.0
283807	194.0	162.0
653194	1.0	0.0
83598	22.0	6.0
83597	50.0	8.0
653199	99.0	22.0
83594	1840.0	1056.0
83593	1353.0	1825.0
83596	638.0	703.0
83595	558.0	852.0
83590	2820.0	3120.0
653190	8.0	17.0
653192	0.0	0.0
83592	373.0	75.0
83591	604.0	470.0
1909	481.0	982.0
100420689	4.0	3.0
1908	8313.0	1621.0
161291	15075.0	8557.0
653188	0.0	0.0
653189	67.0	59.0
1907	89.0	25.0
1906	66.0	325.0
197258	2216.0	1942.0
1903	460.0	965.0
197259	335.0	883.0
1902	1474.0	789.0
1901	1171.0	2910.0
100420681	0.0	0.0
197257	1450.0	594.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	2474.0	4464.0
1917	47.0	26.0
1915	521144.0	427772.0
1912	10480.0	10382.0
1911	1578.0	669.0
101929202	1.0	1.0
101929203	0.0	2.0
199899	0.0	0.0
148281	1.0	11.0
219287	2.0	1.0
161253	31.0	17.0
219285	1572.0	1691.0
283849	344.0	1204.0
283848	766.0	524.0
1932	4.0	2.0
283847	3.0	8.0
256227	4.0	17.0
256223	0.0	0.0
1939	5777.0	4208.0
1938	186639.0	154187.0
1937	45.0	59.0
1936	10887.0	11601.0
1934	5.0	5.0
1933	12750.0	13436.0
161247	65.0	60.0
219293	1364.0	1167.0
1943	1.0	3.0
1942	13437.0	9212.0
256236	341.0	896.0
1949	34.0	82.0
199870	1864.0	1126.0
1948	1824.0	3466.0
1947	2362.0	4014.0
1946	530.0	218.0
1945	980.0	837.0
1944	113.0	235.0
161271	0.0	0.0
1954	8183.0	4599.0
1953	600.0	894.0
1952	14306.0	8764.0
1951	292.0	223.0
1950	156.0	39.0
283820	639.0	193.0
1959	115917.0	6278.0
1958	466522.0	52656.0
1956	7882.0	7807.0
1955	3926.0	5703.0
1965	4357.0	3039.0
1964	5557.0	4048.0
199857	1025.0	860.0
1962	1147.0	522.0
1961	73.0	11.0
1960	13193.0	2072.0
220296	3.0	2.0
1969	7380.0	6421.0
1968	9052.0	7227.0
1967	2798.0	2363.0
114904	623.0	685.0
114905	318.0	146.0
114907	2042.0	1559.0
114908	37437.0	18444.0
340094	0.0	0.0
643783	150.0	49.0
114900	23.0	39.0
653108	0.0	0.0
401450	1.0	0.0
114902	0.0	0.0
1975	33303.0	22715.0
1974	32855.0	31155.0
1973	612.0	295.0
283888	54.0	14.0
401447	0.0	0.0
653113	266.0	158.0
1979	11590.0	7909.0
1978	267.0	737.0
1977	3021.0	1916.0
643790	16.0	8.0
1990	2.0	0.0
256281	1856.0	1980.0
1987	0.0	1.0
1986	2.0	8.0
1984	19957.0	22803.0
1983	16312.0	10281.0
1982	81565.0	46762.0
283876	45.0	82.0
1981	27503.0	18892.0
1980	14.0	5.0
283871	1599.0	1381.0
283870	668.0	631.0
105375616	1.0	0.0
340075	8.0	47.0
340073	1.0	0.0
653125	37.0	6.0
401431	745.0	187.0
83528	1.0	0.0
1998	2837.0	2191.0
1997	6175.0	3699.0
283869	14.0	247.0
1996	6.0	8.0
401428	54.0	44.0
83538	772.0	412.0
1995	6.0	24.0
401427	150.0	43.0
283867	0.0	0.0
1994	5515.0	5441.0
1993	19.0	13.0
1992	4776.0	5214.0
1991	10.0	7.0
283860	8.0	4.0
83530	6.0	6.0
340069	4.0	2.0
1999	3695.0	3681.0
105375606	1.0	1.0
340061	1487.0	6470.0
653115	64.0	41.0
653121	993.0	810.0
653122	76.0	36.0
283854	0.0	0.0
653123	2.0	0.0
401491	343.0	110.0
100124412	0.0	0.0
653147	9.0	5.0
401498	4.0	65.0
653149	1.0	0.0
401497	0.0	0.0
401494	688.0	502.0
401492	8.0	38.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5908.0	5837.0
83539	2.0	0.0
83547	2493.0	1700.0
83546	1.0	1.0
653140	54.0	34.0
83549	3810.0	3187.0
83548	3379.0	1957.0
83543	29124.0	10009.0
653145	0.0	87.0
83544	3372.0	1380.0
83541	610.0	1540.0
83540	18.0	52.0
126917	1110.0	1216.0
340037	16.0	11.0
114926	4046.0	2873.0
114928	4233.0	1433.0
339044	6.0	3.0
256297	0.0	0.0
401474	2380.0	1673.0
653174	0.0	0.0
653175	0.0	0.0
340024	0.0	0.0
114915	1439.0	2276.0
401466	1470.0	1579.0
653162	44.0	53.0
653163	0.0	0.0
283899	4034.0	3492.0
653166	0.0	0.0
283897	106.0	296.0
339145	0.0	6.0
391723	1.0	0.0
391722	3.0	2.0
10778	3448.0	2011.0
10777	0.0	1.0
10772	9665.0	6308.0
340120	2.0	2.0
10771	18541.0	7922.0
10773	593.0	541.0
10776	11537.0	8684.0
10775	1976.0	1736.0
10788	8256.0	2911.0
391739	1.0	0.0
10781	2673.0	3124.0
10780	700.0	461.0
10783	1297.0	751.0
10782	4957.0	2673.0
10785	582.0	519.0
10787	14909.0	8456.0
10786	4.0	0.0
102606463	164.0	37.0
731308	1.0	0.0
339122	299.0	144.0
339123	6512.0	5030.0
102606462	1.0	2.0
391701	2.0	1.0
391703	0.0	0.0
151827	326.0	164.0
126826	2.0	1.0
643719	53.0	85.0
10755	6506.0	8257.0
151825	0.0	0.0
10758	2430.0	1875.0
126823	1345.0	968.0
126820	216.0	82.0
10750	39.0	138.0
10752	34.0	10.0
10751	0.0	0.0
10753	61.0	30.0
643714	0.0	1.0
138864	0.0	0.0
391712	175.0	60.0
391714	5.0	1.0
114836	85.0	204.0
10767	3246.0	2139.0
10766	20136.0	9314.0
151835	2.0	8.0
10769	2151.0	3408.0
391718	0.0	0.0
10768	15553.0	12524.0
126811	0.0	0.0
643723	23.0	14.0
10761	0.0	2.0
10763	2567.0	7422.0
10762	3301.0	2301.0
10765	4734.0	3746.0
101929179	2.0	4.0
388112	0.0	0.0
339105	64.0	59.0
83707	2112.0	2149.0
83706	888.0	2318.0
10734	158.0	136.0
10733	147.0	143.0
83714	986.0	920.0
10736	29.0	13.0
401648	1.0	2.0
643739	0.0	0.0
10735	12262.0	6523.0
401647	43.0	332.0
10738	1.0	2.0
401646	0.0	0.0
10737	12.0	16.0
10739	10.0	16.0
376132	0.0	0.0
10730	10941.0	6757.0
101929184	2.0	1.0
10732	1686.0	835.0
138804	0.0	0.0
138805	2.0	0.0
138802	1.0	0.0
138803	0.0	0.0
643751	17.0	12.0
124221	67.0	54.0
124222	223.0	313.0
114897	1228.0	4831.0
114898	80.0	229.0
124220	2.0	18.0
114899	157.0	156.0
391777	11.0	10.0
10745	791.0	683.0
56104	123.0	149.0
83700	1405.0	1866.0
401638	0.0	1.0
10744	1.0	0.0
56105	151.0	63.0
10747	95.0	39.0
401637	1.0	2.0
56106	287.0	152.0
10746	5961.0	3310.0
56107	235.0	153.0
10749	21170.0	13792.0
56100	520.0	412.0
401634	0.0	0.0
10748	114.0	127.0
56101	614.0	189.0
56102	88.0	35.0
56103	109.0	57.0
643744	12.0	14.0
10741	4784.0	3252.0
56108	250.0	90.0
10740	27.0	15.0
643749	450.0	270.0
56109	341.0	188.0
10743	4398.0	3533.0
342732	5.0	2.0
10742	2258.0	2561.0
101929198	17.0	11.0
101929196	14.0	4.0
100420811	1.0	0.0
114884	718.0	441.0
317774	0.0	1.0
114885	1372.0	956.0
401630	0.0	0.0
317772	8.0	7.0
100419821	0.0	1.0
56110	61.0	54.0
317778	0.0	0.0
83729	10.0	11.0
317775	1.0	3.0
83734	708.0	575.0
10712	2037.0	1314.0
83733	73.0	41.0
10714	1616.0	1042.0
126868	12.0	3.0
317769	0.0	0.0
100419829	0.0	0.0
10713	3411.0	3361.0
317768	0.0	1.0
10716	1.0	1.0
100419827	0.0	0.0
56111	98.0	51.0
10715	100.0	65.0
56112	196.0	35.0
56113	651.0	305.0
83732	1764.0	1256.0
10718	74.0	37.0
10717	1537.0	1180.0
56114	58.0	46.0
388125	112.0	281.0
401629	9.0	5.0
317781	2577.0	2210.0
388122	1.0	0.0
83719	3512.0	6051.0
56120	16.0	4.0
56121	363.0	293.0
114876	3772.0	1980.0
388121	171.0	196.0
83716	2259.0	2474.0
83715	10.0	283.0
114879	1452.0	2227.0
100420829	0.0	0.0
10723	5213.0	4196.0
56126	73.0	119.0
83723	3.0	11.0
126859	50.0	35.0
56127	93.0	104.0
10725	5232.0	1665.0
56128	16.0	19.0
56129	181.0	138.0
10724	11543.0	10080.0
114880	357.0	118.0
56122	226.0	565.0
388115	6407.0	1617.0
401613	1.0	0.0
114881	1668.0	1488.0
10726	11798.0	10731.0
56123	220.0	200.0
401612	231.0	130.0
114882	2615.0	1734.0
56124	97.0	76.0
10728	21130.0	15956.0
114883	7908.0	5304.0
56125	192.0	413.0
643766	0.0	0.0
10721	14.0	33.0
10720	158.0	33.0
100420830	1.0	0.0
136259	2.0	0.0
100420834	0.0	0.0
317751	35.0	21.0
124274	1.0	0.0
388152	85.0	70.0
317754	0.0	0.0
317753	2.0	0.0
317749	1012.0	1036.0
342705	3.0	0.0
151888	17.0	41.0
151887	7043.0	14614.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	604.0	338.0
100420843	3.0	0.0
100293090	6385.0	6316.0
148254	408.0	297.0
317762	2794.0	1899.0
317761	3.0	2.0
100419854	0.0	0.0
317760	30.0	26.0
317767	3.0	2.0
100271715	120.0	68.0
148252	23.0	99.0
100271722	329.0	391.0
199834	0.0	0.0
388135	120.0	67.0
101929152	0.0	0.0
100420854	0.0	0.0
222950	82.0	68.0
100419867	3.0	3.0
148266	1052.0	389.0
100419868	5.0	1.0
148268	847.0	548.0
100419866	4.0	0.0
100420859	0.0	0.0
124245	4114.0	3123.0
317729	1.0	0.0
136288	39.0	23.0
199800	72.0	98.0
101930150	0.0	0.0
163882	2700.0	1538.0
388165	138.0	84.0
100419873	0.0	0.0
100271700	51.0	29.0
100271703	0.0	0.0
100271702	56.0	5.0
100420875	0.0	0.0
100420877	1.0	2.0
388199	0.0	2.0
22794	13045.0	7234.0
22795	5502.0	4526.0
22796	2872.0	1501.0
22797	146.0	359.0
22798	42.0	10.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	3.0	139.0
138883	1.0	0.0
138881	3.0	5.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	3.0	0.0
222967	7.0	4.0
219333	3116.0	1690.0
136227	56.0	59.0
222962	1961.0	684.0
148213	308.0	271.0
388182	40.0	33.0
100419895	0.0	0.0
317716	0.0	0.0
148203	390.0	289.0
317719	77.0	16.0
148206	1547.0	1319.0
163859	2752.0	1154.0
101929110	3.0	5.0
101929111	0.0	0.0
219348	576.0	1378.0
219347	287.0	196.0
100420898	3.0	0.0
148223	3021.0	2857.0
10799	221.0	216.0
136242	2.0	5.0
10791	999.0	2851.0
10794	296.0	55.0
10793	979.0	419.0
10795	2291.0	1527.0
10798	0.0	0.0
10797	676.0	1184.0
101929121	4.0	1.0
101929120	0.0	0.0
101929127	6.0	4.0
317701	1.0	0.0
220323	1599.0	3076.0
148231	1.0	0.0
148229	89.0	102.0
151877	26.0	15.0
151871	0.0	0.0
93035	29679.0	2856.0
161176	714.0	784.0
56097	13.0	13.0
56098	10.0	5.0
56099	633.0	375.0
93034	25.0	5.0
283927	384.0	266.0
220359	76.0	35.0
653073	1.0	0.0
653075	12.0	2.0
256302	4730.0	2364.0
105373144	0.0	0.0
81050	0.0	0.0
199786	25.0	41.0
256309	524.0	121.0
100420792	0.0	0.0
95681	999.0	780.0
283914	0.0	0.0
81047	0.0	0.0
197131	3155.0	1648.0
197135	42.0	55.0
653061	12.0	10.0
93058	975.0	593.0
161198	700.0	5479.0
283902	0.0	2.0
220382	275.0	111.0
81078	0.0	0.0
81079	0.0	0.0
81075	2.0	1.0
81076	0.0	0.0
100114903	0.0	3.0
199777	1796.0	1139.0
81061	0.0	0.0
653082	385.0	162.0
81090	0.0	0.0
100271649	0.0	0.0
199746	1471.0	1416.0
100271655	4.0	4.0
81099	0.0	0.0
100271650	19.0	11.0
199745	380.0	425.0
148170	128.0	731.0
256364	3352.0	5041.0
163786	327.0	191.0
220388	31.0	16.0
100271639	0.0	1.0
163782	55.0	20.0
100271646	6.0	4.0
283953	8.0	14.0
256355	66.0	55.0
100271644	1.0	0.0
283951	696.0	671.0
256356	1297.0	952.0
100271643	0.0	1.0
100271640	0.0	0.0
81081	0.0	0.0
161159	1.0	3.0
148189	855.0	586.0
93099	7660.0	6399.0
100271627	17.0	5.0
283948	21.0	120.0
256329	336.0	170.0
100271634	1.0	0.0
100271636	1.0	0.0
100271630	4.0	4.0
100271633	0.0	0.0
100271632	2.0	1.0
199720	121.0	146.0
93082	1.0	12.0
161145	1079.0	645.0
100271617	0.0	0.0
100271616	3.0	4.0
161142	21.0	9.0
100271619	0.0	0.0
148198	160.0	40.0
100271618	0.0	1.0
100271624	0.0	0.0
100271623	1.0	0.0
283933	213.0	94.0
100271625	1.0	0.0
93081	386.0	266.0
100271620	1.0	0.0
283932	175.0	116.0
100271622	8.0	6.0
100271621	1.0	0.0
199731	1241.0	959.0
100124332	0.0	0.0
643664	6.0	1.0
256394	0.0	2.0
83637	13918.0	9643.0
83636	1549.0	1196.0
401565	14.0	8.0
401563	43.0	79.0
401562	5.0	19.0
401561	1.0	3.0
283999	0.0	2.0
283994	1.0	1.0
643668	1.0	2.0
283991	3455.0	3911.0
340198	3.0	10.0
643669	39.0	39.0
340192	2.0	0.0
643680	11.0	46.0
197196	1.0	4.0
56033	33.0	14.0
401551	66.0	24.0
83657	209.0	111.0
83656	85.0	15.0
83659	108.0	68.0
283989	1698.0	1786.0
83658	9025.0	9718.0
401548	811.0	695.0
56034	2306.0	2565.0
283987	2147.0	2425.0
256369	0.0	2.0
401546	28.0	7.0
83655	0.0	0.0
283985	0.0	2.0
283982	0.0	0.0
283981	58.0	68.0
643677	9.0	3.0
83650	5.0	7.0
197187	266.0	243.0
449520	18.0	8.0
401541	117.0	110.0
401540	0.0	2.0
83639	2.0	2.0
83638	3723.0	4286.0
256380	24.0	56.0
449518	0.0	0.0
83648	20076.0	3872.0
401537	2.0	3.0
83647	0.0	0.0
83641	1898.0	2329.0
401535	5.0	3.0
83643	690.0	1958.0
401533	0.0	0.0
643689	6.0	9.0
283971	0.0	0.0
83640	748.0	671.0
283970	17.0	4.0
114826	1565.0	863.0
114827	863.0	289.0
378706	5.0	1.0
378707	0.0	0.0
378708	289.0	253.0
339184	5.0	2.0
339186	0.0	0.0
56052	1508.0	1154.0
114821	538.0	179.0
114822	4925.0	5111.0
114823	12609.0	14286.0
114824	8.0	14.0
114825	1207.0	899.0
643699	554.0	231.0
340168	5.0	2.0
114815	306.0	98.0
114817	0.0	0.0
114818	109.0	177.0
114819	484.0	230.0
339175	1195.0	734.0
56063	1374.0	1541.0
653017	0.0	0.0
56061	5363.0	4677.0
56062	37.0	46.0
114814	114.0	84.0
83667	1358.0	736.0
83666	2917.0	3220.0
83660	3683.0	1425.0
340156	237.0	124.0
83661	6.0	1.0
114804	946.0	222.0
114805	3.0	1.0
340152	54.0	193.0
339168	1.0	1.0
114800	1188.0	207.0
114801	107.0	135.0
93010	294.0	975.0
114803	2074.0	1191.0
83697	10.0	7.0
81034	1545.0	905.0
81035	644.0	723.0
83696	3590.0	2978.0
83699	15346.0	16565.0
81037	10053.0	8849.0
83698	12.0	2.0
401588	663.0	355.0
83693	5105.0	2020.0
81030	26.0	105.0
83692	3857.0	2937.0
81031	5321.0	2535.0
83695	2240.0	2766.0
81033	4.0	9.0
83694	626.0	210.0
340146	8.0	5.0
83690	1778.0	981.0
81027	27.0	12.0
81029	246.0	265.0
653042	0.0	0.0
653045	11.0	0.0
81025	5.0	1.0
401577	168.0	204.0
22877	14459.0	7764.0
22878	3545.0	2016.0
22879	5041.0	2889.0
22870	6120.0	5139.0
22871	127.0	20.0
22872	15320.0	9591.0
22873	235.0	567.0
22874	366.0	880.0
22875	2377.0	945.0
22876	2092.0	2070.0
10899	9686.0	9422.0
10898	1752.0	1431.0
10891	6055.0	1432.0
136540	0.0	0.0
10890	10416.0	7240.0
10893	258.0	80.0
10892	2292.0	1694.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	693.0	697.0
10897	4172.0	4418.0
10896	18.0	11.0
22888	1217.0	1131.0
22889	2637.0	2483.0
22880	3080.0	2342.0
124540	8333.0	6395.0
22881	1296.0	675.0
22882	5434.0	4558.0
22883	19357.0	14865.0
22884	2780.0	1464.0
22885	682.0	643.0
22887	6149.0	3416.0
342419	1.0	0.0
124538	0.0	0.0
124535	3.0	8.0
148523	1363.0	759.0
283598	1.0	0.0
283596	504.0	618.0
283592	115.0	21.0
22856	2046.0	1995.0
161514	0.0	0.0
731424	5.0	5.0
22858	2037.0	984.0
22859	8271.0	5504.0
22850	2563.0	1147.0
22852	1050.0	383.0
22853	3457.0	1808.0
22854	19.0	12.0
10877	0.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	23.0	41.0
10878	2.0	9.0
148534	1184.0	612.0
104169670	10.0	5.0
104169671	0.0	0.0
100419903	8.0	5.0
283587	2.0	5.0
10871	112.0	151.0
10870	126.0	495.0
10873	650.0	1436.0
10875	1882.0	1327.0
10874	9.0	255.0
22866	88.0	118.0
22868	2616.0	1337.0
22869	1053.0	671.0
100309464	1.0	1.0
161502	3.0	7.0
100420901	0.0	0.0
22861	2823.0	3312.0
22862	10298.0	4869.0
22863	2762.0	1995.0
22864	3521.0	2977.0
22865	27.0	6.0
10888	2470.0	515.0
56203	6.0	12.0
643609	0.0	0.0
56204	4406.0	2862.0
10887	1.0	1.0
124512	2198.0	1606.0
148545	0.0	0.0
283579	1.0	4.0
283578	4892.0	2052.0
10880	1.0	0.0
283576	10.0	5.0
10882	17.0	624.0
10881	0.0	1.0
10884	2896.0	1914.0
283571	41.0	11.0
10886	20.0	5.0
10885	2432.0	1360.0
22834	3042.0	2022.0
22835	860.0	539.0
22836	2799.0	3336.0
22837	2782.0	1408.0
101929059	17.0	7.0
22838	5245.0	3938.0
22839	5051.0	7109.0
100420910	7.0	0.0
100420916	1.0	0.0
22832	1363.0	869.0
124590	2.0	2.0
10855	74.0	235.0
10857	12821.0	10709.0
10856	5834.0	5739.0
10859	102.0	339.0
10858	191.0	101.0
100126793	40.0	19.0
10850	0.0	0.0
643617	2.0	4.0
643615	3.0	10.0
100126791	13.0	16.0
22844	43.0	7.0
22845	1238.0	1263.0
22846	680.0	2232.0
22847	3393.0	1367.0
22848	13811.0	4613.0
22849	1873.0	652.0
112597	189.0	1109.0
100420920	0.0	0.0
100420921	2.0	0.0
100420924	1.0	0.0
124583	3496.0	2807.0
100420926	5.0	0.0
22841	2737.0	1365.0
100420927	0.0	0.0
100419930	3.0	0.0
22843	18.0	42.0
