id	4bc9290d-823f-4c98-8cca-f683588cbd49	1590bb02-832b-4594-a1a8-ffc0dc3b0c96
106481825	3.0	2.0
56547	0.0	0.0
106481830	0.0	0.0
56548	470.0	101.0
283471	6.0	2.0
731789	1.0	0.0
728170	5.0	6.0
283464	1648.0	1699.0
283463	7.0	1.0
283461	3.0	0.0
283460	1.0	0.0
106481808	0.0	0.0
728167	3.0	0.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	1.0
728162	1.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	329.0	21.0
81502	6224.0	14132.0
283459	1310.0	623.0
283458	9.0	13.0
283455	122.0	63.0
645900	0.0	0.0
283450	4739.0	2309.0
780776	306.0	70.0
728113	211.0	3102.0
126410	166.0	22.0
728116	5.0	7.0
728115	1.0	4.0
728118	8.0	14.0
81533	3376.0	4725.0
126402	1.0	0.0
81532	1747.0	2214.0
645930	4.0	0.0
731779	1.0	0.0
728106	0.0	0.0
645922	0.0	0.0
645927	3.0	1.0
728134	5.0	2.0
474170	537.0	316.0
728130	95.0	86.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	3264.0	2812.0
81556	2524.0	4483.0
81557	0.0	3.0
81558	2294.0	629.0
645939	1.0	0.0
81551	7.0	1.0
101055625	4.0	0.0
81552	4042.0	4383.0
81553	3286.0	325.0
344905	30.0	1.0
81554	2169.0	3354.0
474167	14.0	170.0
81550	1290.0	808.0
344901	7.0	0.0
645931	0.0	0.0
645950	0.0	0.0
728121	44.0	65.0
81537	2910.0	719.0
81539	10629.0	19042.0
728128	4.0	1.0
81544	883.0	158.0
81545	3285.0	1821.0
81542	3570.0	5982.0
81543	308.0	71.0
93517	623.0	1759.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	324.0	1763.0
126432	1624.0	559.0
163404	0.0	0.0
138474	0.0	3.0
391365	0.0	0.0
391367	0.0	0.0
728192	12.0	14.0
728194	35.0	1.0
728190	750.0	1064.0
391378	1.0	2.0
138412	0.0	2.0
138428	9.0	5.0
138429	182.0	173.0
391356	955.0	475.0
391358	3.0	9.0
56521	52.0	182.0
391282	1.0	1.0
643263	0.0	0.0
643264	0.0	0.0
100271209	7.0	1.0
222537	21.0	4.0
163351	59.0	2655.0
100271217	1.0	0.0
100271216	0.0	0.0
100271218	0.0	1.0
401164	1.0	3.0
100271206	0.0	0.0
100271207	1.0	0.0
100271201	0.0	0.0
100271204	0.0	1.0
391266	0.0	0.0
440799	4.0	4.0
391267	30.0	36.0
222553	19.0	3.0
391269	2.0	2.0
440795	0.0	0.0
401152	9337.0	9680.0
126393	1030.0	31.0
8200	37.0	10.0
8204	3281.0	15516.0
8202	8649.0	11160.0
391276	0.0	0.0
391279	0.0	0.0
401145	217.0	350.0
222545	0.0	0.0
126382	798.0	1499.0
222546	2.0	0.0
606293	1.0	0.0
401138	2.0	194.0
401137	0.0	0.0
151393	891.0	332.0
692231	0.0	1.0
440738	258.0	4.0
692233	4.0	5.0
440737	37.0	57.0
8216	3021.0	3734.0
8214	152.0	222.0
440732	5.0	4.0
440730	4.0	6.0
222584	12.0	1378.0
151325	0.0	0.0
8208	303.0	1984.0
8209	3.0	2.0
8220	1017.0	1196.0
8226	1968.0	4083.0
692223	0.0	0.0
8227	3701.0	6546.0
8224	46.0	13.0
692225	12.0	20.0
8225	2846.0	4233.0
692226	0.0	1.0
100381178	10.0	2.0
692227	90.0	103.0
692229	0.0	1.0
100310839	0.0	0.0
100310838	0.0	0.0
8218	270.0	148.0
8233	1392.0	1163.0
692210	3.0	16.0
8237	5183.0	3067.0
401190	127.0	4.0
692212	20.0	39.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	900.0	2854.0
8242	8503.0	18034.0
8243	8686.0	24197.0
692201	0.0	0.0
692202	0.0	4.0
692203	0.0	0.0
692204	0.0	0.0
692205	11.0	11.0
692206	0.0	0.0
692207	2.0	3.0
692208	1.0	3.0
692209	0.0	0.0
8241	3718.0	4310.0
100310812	2.0	0.0
8239	8737.0	13790.0
151354	477.0	10278.0
100271291	0.0	0.0
93432	46.0	1.0
100271290	0.0	0.0
645841	0.0	0.0
93436	1487.0	1598.0
645840	0.0	0.0
106481778	1.0	1.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	2.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	1.0	1.0
106481785	0.0	0.0
106481786	2.0	0.0
106481783	9.0	2.0
283523	0.0	1.0
106481784	0.0	0.0
100310869	8.0	1.0
100271297	0.0	0.0
283521	77.0	2.0
100271296	0.0	0.0
645834	0.0	2.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	1.0	1.0
100271295	1.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2586.0	4667.0
93426	11.0	2.0
8269	473.0	660.0
106481789	3.0	2.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	1.0	0.0
8263	503.0	837.0
8260	1482.0	2132.0
283518	116.0	10.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	1.0
81448	0.0	0.0
106481791	0.0	0.0
283514	24.0	2.0
106481796	25.0	41.0
81442	2.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	2.0	0.0
100271286	2.0	1.0
645846	1.0	1.0
100271288	0.0	0.0
645843	2.0	0.0
81440	0.0	0.0
100271284	0.0	0.0
8277	57.0	1.0
645864	3.0	0.0
342374	0.0	1.0
440714	1.0	1.0
342372	29.0	8.0
342371	3684.0	5253.0
440712	875.0	52.0
106481756	0.0	0.0
8270	718.0	1146.0
728218	0.0	0.0
106481757	0.0	1.0
106481754	0.0	0.0
106481755	1.0	0.0
8273	1582.0	3371.0
728215	336.0	20.0
106481758	1.0	1.0
106481759	0.0	0.0
283507	48.0	29.0
81479	0.0	0.0
100310849	1.0	0.0
106481760	0.0	0.0
100310846	41.0	97.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	1.0
106481762	2.0	0.0
81470	1.0	0.0
100271274	0.0	1.0
100310841	0.0	5.0
81472	0.0	0.0
81473	0.0	0.0
100310840	220.0	125.0
100271273	0.0	0.0
645859	0.0	1.0
8288	35.0	12.0
8289	9542.0	16234.0
8287	0.0	1.0
643210	3.0	3.0
106481767	0.0	0.0
728207	4.0	2.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	1.0	1.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	1.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	1.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	4.0	1.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	25.0	2.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	471.0	467.0
100310850	1.0	0.0
100271261	0.0	0.0
643220	3.0	12.0
643224	38.0	7.0
645884	0.0	0.0
8291	2639.0	836.0
401136	0.0	0.0
106481734	17.0	16.0
8292	615.0	42.0
401135	0.0	0.0
106481735	13.0	23.0
106481732	1.0	3.0
8290	0.0	7.0
106481733	0.0	0.0
8295	6429.0	8719.0
106481738	0.0	0.0
93474	194.0	253.0
106481739	0.0	0.0
8293	4.0	2.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	310.0	1590.0
106481741	0.0	0.0
106481742	2.0	16.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	1.0	0.0
100271253	1.0	0.0
645879	0.0	0.0
81493	347.0	39.0
81494	1.0	0.0
100271254	2.0	0.0
283562	0.0	0.0
81490	1131.0	962.0
81491	59.0	11.0
342346	12.0	2.0
100271250	0.0	0.0
100873064	0.0	0.0
643232	0.0	1.0
100873065	5.0	1.0
106481745	0.0	0.0
401124	644.0	1163.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	27.0	14.0
106481749	2.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	1.0	0.0
100271245	1.0	2.0
106481753	19.0	6.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	0.0
106481751	0.0	0.0
401115	85.0	45.0
81488	2246.0	2150.0
283554	87.0	39.0
283553	7.0	47.0
100271244	0.0	0.0
643226	0.0	0.0
283551	481.0	84.0
106481718	0.0	0.0
106481719	1.0	0.0
643246	94.0	55.0
93492	18.0	3.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	7.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	42.0	45.0
100271235	0.0	0.0
283547	58.0	8.0
401106	54.0	11.0
100271234	0.0	0.0
106481720	2.0	2.0
100271230	0.0	0.0
643236	22.0	1.0
100271233	0.0	0.0
100271232	1.0	0.0
643253	389.0	318.0
93487	4810.0	6871.0
106481729	23.0	0.0
643255	0.0	0.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	3.0	0.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	1.0	0.0
283537	2421.0	434.0
100271229	14.0	1.0
100271224	2.0	0.0
106481730	0.0	1.0
100271223	1.0	5.0
106481731	4.0	4.0
100271226	35.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	0.0	1.0
344978	1.0	3.0
100271221	0.0	5.0
138716	888.0	700.0
780852	1.0	1.0
728276	14.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	2.0	3.0
780851	0.0	0.0
100126356	0.0	0.0
285796	1.0	0.0
81607	686.0	24596.0
81608	2280.0	2742.0
81609	2964.0	5840.0
81603	5902.0	5073.0
81605	3069.0	4202.0
81606	15896.0	4335.0
81610	213.0	2124.0
56654	2253.0	559.0
56655	1880.0	1376.0
81611	4834.0	6669.0
56650	4245.0	15419.0
29028	1688.0	3909.0
283129	14.0	0.0
56651	0.0	146.0
56652	637.0	3058.0
100126354	0.0	0.0
100126355	0.0	2.0
56658	975.0	860.0
283120	363.0	41.0
56659	86.0	32.0
100126350	1.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	1.0
106481707	0.0	3.0
106481708	4.0	1.0
100126345	0.0	0.0
728262	7.0	52.0
138724	3.0	2.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	365.0	45.0
100126348	1.0	1.0
728263	14.0	6.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	67.0	2.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	1.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3341.0	5805.0
100190924	0.0	0.0
56666	87.0	1024.0
30012	1.0	0.0
29034	0.0	0.0
56667	57.0	344.0
106865375	0.0	0.0
81602	593.0	435.0
30014	0.0	0.0
106865374	0.0	0.0
56662	1.0	0.0
30011	6850.0	832.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	0.0
56664	1.0	0.0
100190923	1.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	1.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1341.0	5131.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1338.0	1064.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	53.0	32.0
100381202	0.0	0.0
56670	449.0	117.0
81626	0.0	0.0
81627	2267.0	3125.0
81628	4174.0	3410.0
56676	3.0	0.0
30001	3612.0	22675.0
54012	0.0	0.0
56677	0.0	0.0
246175	4886.0	4358.0
56672	822.0	1792.0
246176	227.0	4.0
56673	175.0	5.0
54016	0.0	0.0
283106	22.0	21.0
30000	3738.0	8930.0
56674	4289.0	3326.0
54015	0.0	0.0
81631	5834.0	3387.0
56675	167.0	239.0
54014	3956.0	5422.0
283104	224.0	217.0
100126330	0.0	0.0
30009	469.0	86.0
283102	1.0	1.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	3.0	2.0
30008	2650.0	2267.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	179.0	46.0
100126327	1.0	1.0
100126328	0.0	0.0
66000	518.0	162.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	1031.0	870.0
100126325	0.0	0.0
66005	2896.0	7323.0
100126326	0.0	4.0
81618	8750.0	1531.0
81619	9601.0	14308.0
56681	6938.0	8916.0
66008	5714.0	1342.0
29018	0.0	0.0
81614	3003.0	3730.0
54020	2536.0	2086.0
81615	2441.0	1152.0
81616	29.0	8.0
81617	915.0	447.0
767846	70.0	18.0
81621	247.0	638.0
81622	4815.0	4788.0
246184	443.0	395.0
767851	4.0	3.0
81623	0.0	6.0
54022	0.0	1.0
81624	277.0	668.0
767853	0.0	0.0
54021	6.0	6.0
56683	1092.0	1593.0
54028	28.0	28.0
54027	0.0	0.0
29015	2387.0	1585.0
54026	0.0	0.0
767850	0.0	0.0
81620	470.0	1677.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	19.0	6.0
246182	2.0	8.0
100126316	0.0	0.0
728233	216.0	100.0
283171	0.0	22.0
100126317	2.0	4.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	1.0
100126313	0.0	1.0
285753	471.0	281.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	3383.0	6477.0
285755	575.0	25.0
114786	136.0	7.0
114787	133.0	761.0
114788	1.0	1.0
285758	147.0	9.0
114789	1144.0	845.0
54031	10.0	13.0
728239	0.0	1.0
54035	0.0	0.0
54034	2.0	1.0
114790	1796.0	966.0
54033	159.0	141.0
54032	0.0	0.0
114791	1249.0	1627.0
54039	225.0	25.0
114792	170.0	4.0
126767	0.0	0.0
114793	5208.0	2816.0
54038	6.0	0.0
100190954	0.0	1.0
114794	781.0	28.0
114795	58.0	3.0
54036	0.0	1.0
93627	1731.0	2924.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	12919.0	18101.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	1083.0	1207.0
100126308	1.0	0.0
100126301	0.0	0.0
93624	2622.0	2583.0
100126302	0.0	0.0
100128963	3.0	5.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	5.0	1.0
100126309	0.0	0.0
728226	17.0	0.0
54041	0.0	0.0
728228	1.0	13.0
54045	1.0	2.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	2.0
114780	35.0	20.0
54043	1.0	1.0
645807	0.0	0.0
114781	3178.0	1038.0
126755	2.0	1.0
54049	1.0	2.0
114783	380.0	588.0
54048	0.0	1.0
114784	173.0	82.0
283159	0.0	0.0
54047	1.0	1.0
100128961	7.0	11.0
645805	64.0	48.0
283152	224.0	28.0
66035	1032.0	467.0
283150	3.0	2.0
728255	0.0	0.0
93654	3.0	3.0
66036	1451.0	841.0
93653	43.0	76.0
100271192	0.0	0.0
100271191	1.0	0.0
66037	2.0	4.0
93650	5.0	11.0
81669	7685.0	10367.0
54053	3.0	0.0
54052	0.0	0.0
114769	1317.0	535.0
54051	0.0	0.0
54050	8.0	1.0
54055	122.0	11.0
100190938	279.0	21.0
54054	9.0	2.0
114770	11.0	2.0
114771	4.0	152.0
54059	679.0	593.0
283149	4086.0	10110.0
54058	587.0	651.0
93649	271.0	6.0
645811	131.0	25.0
81671	5446.0	12520.0
100271199	0.0	0.0
100190939	671.0	204.0
283143	82.0	25.0
100271196	6.0	0.0
93643	2134.0	1258.0
100128946	0.0	0.0
285780	89.0	0.0
285782	2.0	3.0
100271180	3.0	2.0
285785	163.0	146.0
100190952	2.0	2.0
54064	1.0	3.0
728248	0.0	0.0
114757	1362.0	262.0
114758	0.0	0.0
54067	117.0	64.0
100190947	0.0	0.0
100190949	0.0	1.0
54065	0.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	1118.0	953.0
54069	540.0	1099.0
283131	46006.0	34127.0
283130	1528.0	230.0
692157	15.0	4.0
692158	0.0	0.0
138799	0.0	1.0
440498	807.0	1411.0
124152	378.0	152.0
199704	689.0	662.0
124149	13.0	0.0
163747	8.0	24.0
692146	0.0	0.0
692147	6.0	6.0
692148	5.0	4.0
692149	0.0	0.0
163742	1.0	0.0
199713	82.0	237.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	12.0
148145	9.0	0.0
126792	994.0	1935.0
378008	0.0	0.0
378009	0.0	0.0
29089	291.0	740.0
29088	1426.0	1405.0
29087	1931.0	1275.0
378010	0.0	0.0
148137	646.0	923.0
126789	344.0	485.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	300.0	210.0
29081	1091.0	1879.0
29080	1324.0	1529.0
283189	0.0	0.0
29086	2099.0	3368.0
29085	2453.0	1874.0
29083	691.0	1084.0
100381270	500.0	919.0
200810	12.0	679.0
114796	698.0	143.0
148156	1089.0	1630.0
114798	1.0	1.0
114799	1764.0	2049.0
29099	2488.0	2042.0
29098	693.0	242.0
378001	0.0	0.0
29093	928.0	532.0
29092	780.0	811.0
29091	1148.0	63.0
29090	939.0	1462.0
56603	590.0	175.0
29097	2105.0	3245.0
56604	13.0	3.0
56605	1072.0	332.0
29095	1522.0	1577.0
151790	184.0	6.0
283174	418.0	109.0
56606	482.0	1740.0
29094	1670.0	771.0
692199	0.0	0.0
391002	0.0	0.0
440459	9.0	15.0
391004	0.0	0.0
780816	0.0	0.0
124199	13.0	5.0
391003	0.0	0.0
30062	0.0	0.0
440456	1490.0	808.0
780814	14.0	6.0
30061	17529.0	2719.0
780815	0.0	1.0
780812	0.0	0.0
780813	2.0	6.0
440452	0.0	0.0
780810	0.0	0.0
780811	0.0	2.0
29068	4288.0	5681.0
29066	4368.0	2701.0
29063	695.0	569.0
29062	1898.0	2213.0
56616	439.0	380.0
163702	1148.0	1375.0
391013	4.0	0.0
391012	0.0	0.0
100381215	0.0	0.0
29079	2382.0	2863.0
29078	821.0	274.0
56623	1081.0	1261.0
56624	36.0	101.0
29071	1592.0	1437.0
29070	860.0	683.0
29075	16.0	16.0
29074	2354.0	1429.0
29072	5902.0	4211.0
163732	202.0	961.0
200845	482.0	271.0
148103	363.0	450.0
200844	110.0	248.0
440482	99.0	9.0
151742	761.0	329.0
163720	30.0	1.0
148113	95.0	106.0
440465	2368.0	843.0
29057	17.0	34.0
148109	2.0	0.0
29058	6036.0	6701.0
56647	2257.0	2855.0
56648	416.0	402.0
56649	330.0	32044.0
440419	0.0	0.0
440416	160.0	12.0
8303	5340.0	4317.0
643157	0.0	0.0
200879	2506.0	633.0
440406	1.0	8.0
8301	11109.0	18816.0
643155	2605.0	5795.0
8302	19.0	16.0
440400	623.0	297.0
199675	12173.0	81.0
8310	985.0	1421.0
124093	803.0	161.0
8314	4298.0	4251.0
8315	1587.0	1025.0
8312	2130.0	4524.0
342096	0.0	1.0
8313	1437.0	336.0
440435	9.0	18.0
643160	1.0	0.0
643161	0.0	8.0
643159	7.0	7.0
8309	625.0	74.0
8321	1791.0	2806.0
8322	2874.0	480.0
8320	552.0	72.0
8325	838.0	2105.0
8326	18.0	11.0
8323	2928.0	8841.0
8324	1205.0	435.0
440423	482.0	433.0
200894	978.0	1641.0
643171	4.0	4.0
200895	873.0	1042.0
8318	303.0	1269.0
8317	628.0	924.0
8332	2.0	5.0
692110	0.0	1.0
8333	5.0	8.0
692111	0.0	1.0
8330	0.0	0.0
8331	2.0	1.0
8336	1.0	9.0
8337	1.0	3.0
8334	1608.0	3188.0
8335	1.0	1.0
148046	82.0	90.0
106481699	0.0	0.0
643182	1.0	0.0
643180	264.0	128.0
643181	1.0	0.0
8329	3.0	81.0
8328	43.0	6.0
8343	0.0	9.0
643198	0.0	0.0
8344	3.0	8.0
8341	66.0	119.0
8342	1.0	0.0
8347	98.0	317.0
8348	3.0	32.0
643199	0.0	0.0
8345	22.0	41.0
8346	2.0	1.0
692106	0.0	0.0
692107	0.0	1.0
161003	400.0	3.0
692108	0.0	6.0
692109	8.0	6.0
643193	0.0	1.0
8340	0.0	3.0
8338	18.0	17.0
8339	25.0	122.0
8354	5.0	1.0
8355	22.0	106.0
8352	3.0	0.0
8353	30.0	54.0
8358	0.0	6.0
8359	0.0	0.0
8356	3.0	8.0
8357	62.0	263.0
222235	77.0	27.0
106481679	0.0	0.0
222236	1618.0	1597.0
106481677	3.0	2.0
222234	212.0	286.0
106481678	0.0	0.0
8350	4.0	1.0
8351	26.0	67.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	1.0	1.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	5.0	6.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	696.0	1873.0
8365	41.0	273.0
8366	0.0	1.0
8363	3.0	6.0
8364	5.0	1.0
8369	0.0	0.0
163688	12.0	10.0
8367	3.0	25.0
8368	1.0	0.0
106481688	0.0	0.0
222223	3636.0	1175.0
106481689	5.0	0.0
8361	1.0	0.0
222229	1351.0	1758.0
8362	4.0	24.0
8360	2.0	6.0
106481693	1.0	0.0
106481694	1.0	0.0
106481691	1.0	2.0
106481692	2.0	0.0
106481697	1.0	2.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	1473.0	31.0
344697	154.0	32.0
106481690	0.0	3.0
728310	3.0	2.0
285830	272.0	105.0
8379	1745.0	1193.0
93556	29.0	0.0
106481657	0.0	0.0
728318	1.0	3.0
106481658	0.0	0.0
222255	1041.0	418.0
106481655	0.0	0.0
285834	11.0	31.0
222256	2258.0	56.0
106481656	1.0	1.0
8372	152.0	313.0
93550	872.0	392.0
8373	1.0	4.0
106481659	0.0	0.0
8370	19.0	74.0
728315	8.0	4.0
81577	1629.0	1687.0
106481660	0.0	0.0
81578	422.0	6.0
106481661	0.0	0.0
81579	1659.0	2011.0
81573	1462.0	851.0
106481664	0.0	1.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	307.0	278.0
106481662	0.0	0.0
81576	1704.0	1644.0
106481663	75.0	31.0
81570	758.0	1090.0
100271178	0.0	3.0
81571	1724.0	458.0
81572	1002.0	1376.0
645715	15.0	8.0
8387	0.0	0.0
8388	0.0	0.0
728300	5.0	35.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	2.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1684.0	4021.0
8383	0.0	0.0
285848	13.0	9.0
8384	0.0	0.0
285849	38.0	21.0
8382	357.0	12.0
81566	1569.0	2201.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	929.0	807.0
81569	1.0	12.0
106481670	0.0	0.0
81562	1533.0	1189.0
106481675	0.0	0.0
81563	3545.0	6670.0
246243	874.0	796.0
100271168	8.0	0.0
106481676	0.0	0.0
106481673	3.0	1.0
81565	2775.0	2165.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	3.0	0.0
100271163	0.0	0.0
100271162	0.0	0.0
8398	1159.0	1021.0
8399	80.0	7.0
8396	5377.0	6370.0
285852	27.0	3.0
645740	0.0	0.0
8390	0.0	1.0
106481635	0.0	0.0
285855	5347.0	5227.0
106481636	0.0	0.0
8391	0.0	4.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	3604.0	8658.0
106481639	0.0	0.0
8395	1618.0	225.0
8392	10.0	0.0
106481637	5.0	9.0
106481638	0.0	0.0
100271158	2.0	1.0
106481642	10.0	32.0
106481643	0.0	0.0
246210	13.0	11.0
106481640	0.0	0.0
100271159	1.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	2.0	1.0
246213	3.0	1.0
106481646	3.0	1.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	25.0	35.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	1.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	1.0	0.0
344657	8.0	3.0
100271142	0.0	0.0
344658	6.0	0.0
100271145	0.0	0.0
645745	1.0	0.0
344653	0.0	1.0
100271141	1.0	3.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	245.0	140.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	602.0	488.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	3.0
283209	1133.0	2185.0
283208	62.0	189.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	1.0	1.0
100271131	0.0	0.0
100271133	0.0	0.0
100271130	0.0	0.0
93587	403.0	880.0
645771	15.0	12.0
93589	323.0	116.0
106481624	11.0	21.0
285800	42.0	4.0
106481625	0.0	2.0
106481622	0.0	0.0
106481623	4.0	7.0
106481628	0.0	0.0
106481629	1.0	4.0
106481626	0.0	0.0
106481627	0.0	4.0
100271129	0.0	0.0
246283	0.0	0.0
246285	5.0	2.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1104.0	1224.0
645784	946.0	100.0
100271118	2.0	2.0
100271117	0.0	0.0
100271119	3.0	12.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	17.0	22.0
643115	1.0	0.0
100271111	0.0	0.0
106481608	7.0	1.0
106481609	0.0	0.0
645798	2.0	1.0
643136	1.0	3.0
106481602	1.0	0.0
106481603	0.0	0.0
106481600	1.0	0.0
106481601	0.0	1.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	8.0	8.0
100271106	0.0	2.0
106481610	0.0	0.0
100271105	4.0	1.0
643126	0.0	0.0
199699	6.0	2.0
728393	0.0	0.0
100128899	4.0	1.0
728395	0.0	0.0
114625	1398.0	903.0
54112	29.0	5.0
56776	25.0	0.0
283248	15.0	938.0
344729	3.0	0.0
100128894	0.0	0.0
100128893	148.0	11.0
100128890	20.0	44.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	9.0	3.0
114614	404.0	93.0
283238	0.0	0.0
100190800	45.0	226.0
283237	1354.0	1245.0
283236	0.0	0.0
283234	5477.0	1594.0
728381	0.0	1.0
283232	1171.0	1041.0
728380	4.0	2.0
100128881	148.0	429.0
100128880	0.0	0.0
692099	425.0	199.0
114609	668.0	761.0
29128	575.0	2242.0
29123	7212.0	11586.0
344709	0.0	0.0
29122	7.0	6.0
29121	3267.0	380.0
283229	915.0	374.0
29127	1275.0	4840.0
29126	1108.0	403.0
29125	1212.0	104.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	5.0	7.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	751.0	720.0
54149	2458.0	1314.0
54148	1034.0	893.0
54147	1.0	0.0
283212	85.0	26.0
692091	0.0	0.0
692092	0.0	0.0
692093	34.0	21.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	3.0	5.0
100128857	0.0	0.0
100271093	0.0	0.0
