id	84f524b2-4e5b-46bf-aa8a-81779ab29f90	48a39e37-0380-4465-8311-6c5c6aff522a
338645	130.0	36.0
56984	3027.0	1408.0
56985	360.0	222.0
56986	1279.0	884.0
338637	0.0	0.0
56987	6525.0	6200.0
102724742	0.0	0.0
56980	1001.0	636.0
56981	3316.0	1080.0
56983	1269.0	1789.0
8615	8131.0	5873.0
54329	289.0	159.0
54328	220.0	297.0
8613	18690.0	5519.0
8614	1745.0	2371.0
8618	64.0	29.0
8630	10227.0	375.0
8633	1495.0	1515.0
8634	2077.0	1967.0
8631	772.0	315.0
8632	781.0	4977.0
56990	6637.0	3681.0
169166	0.0	59.0
554175	1.0	0.0
54332	575.0	1489.0
56995	3038.0	2933.0
255877	5550.0	824.0
664616	0.0	0.0
56996	4004.0	3232.0
54331	3172.0	1717.0
56997	2941.0	920.0
664614	0.0	0.0
56998	7061.0	4416.0
664613	0.0	0.0
664612	0.0	0.0
56992	80.0	280.0
56993	3949.0	4809.0
56994	5386.0	1286.0
8626	278.0	12998.0
8624	1022.0	2213.0
8625	2461.0	2113.0
56999	4440.0	1010.0
664617	0.0	0.0
8629	1953.0	1229.0
8641	343.0	32.0
8644	4035.0	2889.0
8645	2536.0	157.0
8642	6067.0	4371.0
8643	83.0	26.0
652624	6.0	3.0
196743	432.0	397.0
54346	0.0	12.0
54345	2243.0	159.0
54344	1264.0	526.0
8637	434.0	92.0
8638	4584.0	397.0
8635	3387.0	2229.0
8636	3403.0	1598.0
8639	37051.0	5056.0
196740	4117.0	2029.0
8651	995.0	583.0
8650	13650.0	4140.0
8655	10077.0	8259.0
101928685	4.0	2.0
8653	3.0	0.0
8654	6579.0	2203.0
101928684	0.0	0.0
101928689	3.0	2.0
101928687	1.0	14.0
8648	10081.0	4174.0
8649	3888.0	1745.0
8646	719.0	456.0
8647	1.0	3.0
8662	12387.0	11750.0
8663	693.0	734.0
6001	1061.0	1156.0
8660	6742.0	1966.0
8661	26516.0	25222.0
6000	32.0	0.0
6003	439.0	27.0
8666	9806.0	7329.0
8667	13735.0	8876.0
6002	3285.0	4315.0
8664	14057.0	15960.0
6005	3.0	1.0
6004	7616.0	7709.0
8665	12117.0	9277.0
101928698	11.0	0.0
8659	990.0	2345.0
8658	4269.0	2924.0
8673	13094.0	4368.0
6010	1.0	1.0
8674	2232.0	1425.0
8671	5280.0	387.0
8672	5351.0	7836.0
6011	21.0	1.0
8677	3082.0	1570.0
6014	0.0	0.0
6013	11.0	2.0
8678	5672.0	3806.0
8675	3760.0	3217.0
6016	3724.0	2144.0
8676	6900.0	320.0
6015	4922.0	2633.0
253260	2953.0	2591.0
338707	41.0	2290.0
6007	52.0	34.0
6006	32.0	68.0
8668	12032.0	12199.0
6009	4958.0	4589.0
8669	4050.0	4344.0
6008	3.0	4.0
8685	39735.0	513.0
8682	23481.0	13409.0
6023	0.0	0.0
8683	5279.0	5613.0
8688	1.0	27.0
8689	3.0	44.0
8686	0.0	5.0
8687	0.0	4.0
253272	1.0	4.0
8681	307.0	167.0
253264	327.0	48.0
6018	2885.0	1820.0
6017	6.0	51.0
6019	25.0	10.0
6031	6.0	10.0
6034	102.0	0.0
8693	72.0	60.0
8694	3048.0	3049.0
6033	0.0	0.0
6036	109.0	163.0
6035	72187.0	6911.0
8697	2461.0	1921.0
6038	347.0	85.0
8698	2126.0	192.0
6037	20.0	12.0
101928646	1.0	4.0
554234	0.0	0.0
8692	22116.0	3808.0
6030	14.0	26.0
8690	937.0	837.0
554225	2.0	7.0
554226	0.0	0.0
6029	0.0	0.0
170082	327.0	104.0
6043	0.0	0.0
6045	1512.0	1512.0
6044	0.0	0.0
6047	6205.0	5655.0
6046	25623.0	12735.0
6049	4490.0	2298.0
100421217	0.0	0.0
6048	2627.0	1384.0
100421219	0.0	0.0
101928656	1.0	0.0
6041	2213.0	910.0
554213	0.0	0.0
554214	0.0	0.0
56904	5855.0	1910.0
56905	6235.0	3094.0
6039	1364.0	838.0
56906	177.0	125.0
56907	4507.0	1392.0
56900	5841.0	2720.0
56901	3072.0	969.0
56902	2167.0	2025.0
56903	2.0	0.0
100421222	0.0	0.0
375612	421.0	2.0
375611	60.0	12.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	4942.0	8502.0
554210	5.0	1.0
100528062	197.0	104.0
554212	0.0	0.0
6050	28092.0	16355.0
100528064	8.0	7.0
375616	55.0	207.0
6051	7529.0	4895.0
56910	20553.0	9063.0
554202	0.0	4.0
554203	1479.0	858.0
56915	631.0	840.0
56916	2354.0	2566.0
56917	445.0	1483.0
56918	0.0	0.0
56911	553.0	1643.0
56912	1949.0	1104.0
56913	1985.0	3249.0
100421220	0.0	0.0
56914	1.0	0.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1717.0	1352.0
6069	0.0	0.0
375607	0.0	4.0
554201	0.0	2.0
6060	0.0	0.0
56920	8972.0	280.0
56926	7522.0	6903.0
56927	7692.0	3562.0
56928	2402.0	2434.0
56929	5456.0	1958.0
56922	3207.0	1244.0
56923	26.0	1.0
56924	28.0	130.0
56925	1447.0	860.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	2.0	1.0
6075	0.0	0.0
6078	3.0	0.0
6079	1.0	1.0
101928601	4.0	11.0
6070	4.0	0.0
91252	5660.0	6018.0
6071	2.0	0.0
6074	0.0	0.0
101928603	15.0	0.0
101928604	1.0	0.0
101928607	1.0	5.0
387612	0.0	0.0
147700	143.0	1043.0
387615	2.0	1.0
6086	0.0	0.0
6089	2.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	1.0	0.0
123722	11.0	11.0
387601	2.0	0.0
123720	1528.0	1191.0
147710	1.0	1.0
147711	18.0	6.0
147719	0.0	0.0
6098	14006.0	3236.0
6097	2595.0	68.0
6092	3337.0	450.0
6091	4906.0	9565.0
6094	320.0	204.0
100528020	0.0	0.0
6093	9617.0	3946.0
100528021	4.0	8.0
6096	690.0	11.0
6095	4269.0	1968.0
91272	2282.0	1588.0
147727	1748.0	668.0
387638	1.0	0.0
100528030	24.0	12.0
101928638	0.0	0.0
100528032	17.0	6.0
100421271	0.0	2.0
100506697	70.0	15.0
100506696	45.0	257.0
91298	1125.0	653.0
100528007	0.0	0.0
123775	144.0	98.0
91289	7655.0	6987.0
399656	0.0	1.0
100506686	475.0	243.0
100506685	4.0	4.0
100528016	2.0	2.0
100528017	3.0	167.0
100528018	0.0	5.0
100528019	4.0	2.0
100506681	6.0	2.0
91283	1327.0	1937.0
100506680	2.0	0.0
387646	60.0	70.0
387647	0.0	0.0
387644	22.0	3.0
387640	76.0	11.0
100421295	68.0	47.0
387680	5556.0	2028.0
375686	42.0	47.0
123745	75.0	77.0
100506898	25.0	6.0
100506897	2.0	1.0
390992	0.0	0.0
54471	5196.0	4641.0
54470	750.0	488.0
390996	3.0	3.0
390999	0.0	0.0
54475	1070.0	746.0
387338	2753.0	1418.0
54474	35.0	0.0
54472	8919.0	7008.0
389997	0.0	0.0
54478	29.0	302.0
54477	2661.0	4704.0
387332	0.0	1.0
54476	5382.0	4508.0
91404	8293.0	3769.0
91405	21.0	13.0
91408	2953.0	2448.0
91409	87.0	93.0
375346	518.0	261.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	95.0	21.0
389990	0.0	1.0
102724827	191.0	178.0
54482	630.0	354.0
102724820	737.0	7.0
100506881	159.0	92.0
54480	5869.0	15793.0
387328	2.0	8.0
387325	6.0	7.0
145497	7.0	0.0
400866	3.0	3.0
387323	0.0	5.0
387321	0.0	3.0
54487	2954.0	1641.0
387322	0.0	0.0
375350	0.0	0.0
723809	2628.0	9.0
338391	17.0	3.0
91433	354.0	527.0
338396	0.0	9.0
387363	0.0	0.0
387364	1.0	0.0
338398	0.0	1.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	3745.0	1556.0
54491	8693.0	656.0
54490	0.0	0.0
54497	5238.0	2543.0
54496	1615.0	1411.0
448835	0.0	0.0
54495	4544.0	3184.0
448834	1.0	21.0
387359	0.0	0.0
387357	304.0	109.0
54499	5913.0	5085.0
121498	0.0	0.0
54498	390.0	1702.0
170463	2520.0	1286.0
157489	179.0	45.0
338382	2027.0	4392.0
390980	261.0	256.0
338388	0.0	0.0
448831	0.0	0.0
400841	0.0	0.0
91419	432.0	415.0
91452	3033.0	1061.0
338376	0.0	1.0
145447	54.0	15.0
100313532	3.0	2.0
91442	184.0	272.0
375387	1705.0	428.0
91445	4091.0	3395.0
107080554	0.0	1.0
133482	0.0	5.0
100506874	49.0	29.0
100506872	4.0	0.0
169436	49.0	25.0
170425	0.0	12.0
133491	1.0	0.0
91464	1.0	1.0
100506866	243.0	210.0
400892	3.0	1.0
400891	23.0	0.0
91461	3709.0	1243.0
145483	603.0	176.0
145482	583.0	230.0
338339	520.0	118.0
100506810	63.0	26.0
338328	8619.0	43.0
100506815	2.0	1.0
326337	0.0	0.0
326339	0.0	0.0
338321	2.0	2.0
338322	1.0	46.0
338323	32.0	15.0
338324	1.0	129.0
341965	1.0	0.0
326341	0.0	0.0
326340	1.0	5.0
326343	33.0	4.0
326342	109.0	71.0
54407	19594.0	22891.0
8710	7.0	746.0
100506834	78.0	31.0
8711	1016.0	403.0
54413	251.0	58.0
8703	3211.0	4612.0
101410540	0.0	0.0
8704	2609.0	6681.0
101410541	1.0	0.0
8701	846.0	147.0
101410542	0.0	0.0
54414	4314.0	1571.0
8702	1307.0	2104.0
100506835	28.0	0.0
101410543	14.0	6.0
8707	174.0	34.0
101410544	4.0	9.0
8708	22.0	8.0
101410545	0.0	1.0
101410546	0.0	0.0
8705	1739.0	755.0
8706	3527.0	814.0
326315	2.0	1.0
326317	0.0	0.0
8721	12558.0	6478.0
8722	6094.0	3496.0
8720	14046.0	16411.0
101410537	1.0	0.0
101410538	3613.0	1609.0
341947	1.0	1.0
8714	3328.0	791.0
8715	8.0	2.0
100506826	32.0	23.0
8712	2.0	0.0
8718	174.0	273.0
101410533	41.0	38.0
101410534	0.0	3.0
326325	0.0	0.0
101410535	69.0	24.0
8717	1866.0	1163.0
54429	26.0	13.0
101410536	0.0	0.0
326307	539.0	300.0
8732	1443.0	1678.0
8733	9645.0	7187.0
8731	3600.0	2139.0
54431	7718.0	11170.0
400836	2.0	1.0
170487	118.0	38.0
54435	55.0	56.0
54434	10319.0	7600.0
400831	211.0	7.0
54433	900.0	836.0
400830	0.0	0.0
54432	2121.0	2036.0
54439	1958.0	991.0
8725	4870.0	4342.0
8726	888.0	868.0
54438	4120.0	1453.0
54437	104.0	221.0
8723	3463.0	1576.0
326310	73.0	38.0
8724	11662.0	8890.0
54436	3112.0	3533.0
8729	12189.0	14961.0
100337589	0.0	0.0
170485	2.0	2.0
8727	5823.0	1957.0
8728	1754.0	10398.0
170482	40.0	4.0
8740	890.0	77.0
8743	11784.0	21126.0
8744	225.0	204.0
8741	4922.0	844.0
8742	5417.0	1378.0
102724868	0.0	0.0
102724866	3.0	0.0
54442	3003.0	3101.0
54441	35.0	20.0
54440	4885.0	1463.0
400823	35.0	27.0
102724862	0.0	0.0
54443	137.0	4027.0
8736	478.0	102.0
8737	6602.0	1803.0
8735	10.0	56.0
326300	5.0	2.0
8738	927.0	523.0
8739	21.0	0.0
8751	10315.0	9612.0
8754	15849.0	47674.0
8755	0.0	0.0
102724853	3.0	1.0
54453	10822.0	7222.0
255512	55.0	48.0
54457	0.0	4.0
54456	27.0	69.0
554049	3.0	1.0
54455	3423.0	1903.0
54454	971.0	1227.0
8747	11.0	62.0
8748	5.0	6.0
8745	356.0	3176.0
54458	7690.0	2992.0
400818	701.0	349.0
8749	0.0	1.0
8761	10109.0	10521.0
6100	580.0	405.0
8760	11158.0	4630.0
6102	3270.0	1404.0
8766	14681.0	6072.0
6101	164.0	15.0
8763	24547.0	21340.0
6103	2543.0	322.0
8764	5203.0	1798.0
54460	2929.0	1696.0
54464	4685.0	2161.0
54463	3066.0	910.0
54462	7064.0	5172.0
54461	8482.0	5387.0
54468	2448.0	1265.0
54467	4093.0	5510.0
54466	0.0	14.0
54465	813.0	667.0
255520	2083.0	4035.0
8759	0.0	0.0
8756	0.0	0.0
54469	5634.0	2969.0
8772	799.0	902.0
8773	6389.0	3773.0
8771	0.0	0.0
8776	3047.0	1550.0
8777	4689.0	2180.0
8774	2967.0	1325.0
8775	9138.0	4557.0
101928566	0.0	0.0
8767	1924.0	2479.0
6120	1653.0	2079.0
101928571	8.0	4.0
8784	142.0	455.0
6122	138846.0	73488.0
8781	235.0	589.0
6121	0.0	5.0
8787	806.0	391.0
6124	79746.0	58273.0
6123	6.0	117.0
8788	18.0	0.0
8785	34.0	11.0
6126	14.0	10.0
8786	492.0	153.0
6125	50054.0	25556.0
101928578	226.0	140.0
8780	6704.0	4714.0
6117	7460.0	5167.0
8778	449.0	70.0
6119	978.0	809.0
6118	2980.0	2349.0
8794	1022.0	240.0
8795	7307.0	5828.0
6130	62577.0	30097.0
8792	500.0	161.0
6133	22327.0	10162.0
6132	75520.0	49201.0
8793	2052.0	1122.0
8798	1163.0	1266.0
6135	51436.0	17379.0
8799	2742.0	2226.0
6134	90045.0	36321.0
8796	12858.0	77.0
6137	52848.0	30076.0
8797	1726.0	1049.0
6136	27071.0	15978.0
100421307	1.0	0.0
101735302	152.0	148.0
8790	1028.0	488.0
100134444	0.0	0.0
6128	33398.0	17633.0
8789	36.0	14.0
6129	32286.0	20628.0
6142	15728.0	8274.0
6141	34034.0	21359.0
100421311	11.0	6.0
6144	16700.0	4557.0
6143	64440.0	30865.0
100421313	3.0	2.0
6146	16997.0	8182.0
6145	0.0	1.0
6148	0.0	0.0
6147	24592.0	11097.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	0.0	3.0
6139	1606.0	1355.0
6138	49381.0	18761.0
6152	27067.0	11954.0
6155	29836.0	14111.0
6154	16047.0	6355.0
100421324	0.0	1.0
6157	38889.0	25882.0
6156	32816.0	22340.0
6159	27794.0	12790.0
6158	28810.0	21613.0
100421328	3.0	1.0
6150	2016.0	944.0
101928527	455.0	381.0
6164	24529.0	8627.0
6163	24.0	21.0
6166	10781.0	4379.0
6165	23400.0	13248.0
6168	35033.0	15945.0
6167	32120.0	24260.0
100421338	0.0	1.0
6169	15928.0	6588.0
101928536	0.0	0.0
6160	37926.0	13764.0
101928537	0.0	1.0
6161	43079.0	16948.0
100421331	0.0	0.0
6175	65368.0	80744.0
6174	51.0	37.0
6176	64338.0	70658.0
101928545	148.0	34.0
6171	13619.0	6966.0
6170	4392.0	1672.0
6173	2364.0	1210.0
6172	154.0	69.0
100421340	0.0	0.0
100421341	3.0	1.0
100421354	0.0	0.0
6185	27124.0	68747.0
101928550	29.0	5.0
6188	72863.0	40606.0
6187	35916.0	46961.0
100421357	2.0	2.0
6189	24073.0	20462.0
101928555	46.0	289.0
6182	820.0	827.0
6181	36630.0	22114.0
6184	31247.0	34617.0
101928559	0.0	0.0
6183	1472.0	2063.0
100421350	8.0	8.0
100421351	9.0	4.0
100421353	0.0	2.0
6197	13301.0	3912.0
6196	29394.0	2803.0
6199	2519.0	3836.0
6198	2630.0	2058.0
6191	90175.0	67030.0
6193	33793.0	25419.0
6192	12.0	1.0
91373	1089.0	1908.0
6195	13159.0	6658.0
6194	81417.0	36907.0
390916	1439.0	2135.0
145407	259.0	1007.0
100421363	4.0	0.0
100421376	0.0	0.0
100421379	1.0	0.0
91369	9250.0	2902.0
91368	1176.0	1151.0
652489	2.0	1.0
390924	16.0	8.0
389901	15.0	10.0
390928	0.0	80.0
390927	316.0	437.0
100421371	21.0	2.0
100421374	34.0	19.0
389903	0.0	0.0
100421389	0.0	0.0
91392	477.0	231.0
389935	1.0	0.0
389932	1.0	1.0
100421384	9.0	17.0
100421398	1.0	3.0
100421399	0.0	1.0
101928513	16.0	8.0
91380	0.0	0.0
390904	1.0	0.0
145438	11.0	30.0
100421390	2.0	0.0
100421391	0.0	0.0
100421395	7.0	0.0
100421397	1.0	1.0
375316	49.0	40.0
375318	0.0	0.0
390963	139.0	47.0
375307	179.0	6.0
389941	200.0	64.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	160.0	59.0
387317	0.0	0.0
121457	1155.0	1817.0
389976	1.0	2.0
375341	966.0	215.0
387319	0.0	0.0
375323	24.0	5.0
389970	0.0	8.0
390940	191.0	145.0
133418	3593.0	2379.0
390948	0.0	0.0
121441	1562.0	6425.0
390949	2.0	0.0
652411	1.0	14.0
145370	4.0	5.0
102724954	0.0	1.0
54596	199.0	70.0
375484	932.0	596.0
91526	3732.0	755.0
133396	27.0	483.0
196951	230.0	331.0
91523	1154.0	797.0
91522	264.0	487.0
121391	1.0	42.0
145376	107.0	37.0
400986	81.0	118.0
400984	2.0	4.0
196968	74.0	39.0
157378	2184.0	3226.0
723961	0.0	0.0
145389	566.0	484.0
157381	42.0	79.0
91543	2661.0	952.0
91544	2048.0	570.0
102724923	0.0	0.0
652423	0.0	0.0
169355	33.0	55.0
400966	1.0	2.0
121364	0.0	0.0
400961	883.0	231.0
157376	0.0	0.0
91574	1728.0	1110.0
157313	40.0	312.0
157317	3.0	1.0
147991	2474.0	1691.0
399495	2.0	1.0
159963	5.0	611.0
100506965	505.0	153.0
100506963	63.0	95.0
387495	0.0	0.0
387496	1755.0	71.0
387494	0.0	0.0
387491	1.0	0.0
387492	60.0	38.0
387486	0.0	0.0
157310	10486.0	56.0
100506994	19.0	69.0
338470	2.0	5.0
170302	28.0	6.0
204010	0.0	56.0
399473	64.0	561.0
399474	563.0	497.0
91584	916.0	649.0
159989	16.0	17.0
91582	3889.0	2231.0
107126360	9.0	0.0
133383	413.0	258.0
100506930	442.0	1801.0
100820741	0.0	0.0
338448	0.0	0.0
8808	61.0	221.0
8809	1609.0	530.0
54512	1071.0	1162.0
54511	367.0	8.0
54510	977.0	3659.0
54516	677.0	328.0
8802	4666.0	3144.0
8803	2642.0	1641.0
54514	0.0	5.0
8800	951.0	348.0
8801	5353.0	2846.0
8807	620.0	55.0
400916	1109.0	530.0
54518	3043.0	651.0
8804	11462.0	13369.0
100506939	17.0	0.0
54517	868.0	1325.0
8805	2744.0	2308.0
8820	16.0	8.0
8821	1291.0	3544.0
338440	1163.0	566.0
338442	2084.0	910.0
8819	378.0	499.0
100820732	0.0	0.0
255620	6.0	3.0
54522	359.0	318.0
54521	2096.0	996.0
54520	3839.0	2011.0
100820735	6.0	1.0
8813	1895.0	1262.0
170393	11.0	73.0
8814	606.0	117.0
170392	100.0	10.0
100506925	0.0	0.0
8811	13.0	4.0
8812	1061.0	750.0
8817	387.0	3.0
8818	3528.0	2042.0
54529	3647.0	1741.0
255626	0.0	0.0
8815	7098.0	7997.0
8816	7550.0	4852.0
170394	2400.0	1344.0
8831	1739.0	1779.0
8832	1808.0	1697.0
100506953	2.0	0.0
338433	0.0	0.0
338436	1.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1707.0	795.0
54532	7398.0	1963.0
54531	2764.0	1910.0
54538	18490.0	1305.0
8824	6608.0	5440.0
8825	2476.0	269.0
54537	2020.0	1453.0
54536	2227.0	410.0
8822	13.0	4.0
8823	2.0	1.0
54535	846.0	967.0
8828	9494.0	18558.0
8829	21421.0	11002.0
8826	52303.0	31887.0
54539	4558.0	2937.0
8842	164.0	259.0
8843	206.0	179.0
8840	161.0	5938.0
8841	3812.0	3635.0
100158257	0.0	0.0
54541	8119.0	52661.0
54540	1764.0	1197.0
54545	7280.0	5172.0
54544	0.0	46.0
54543	11507.0	3909.0
54542	5555.0	3989.0
54549	1112.0	9666.0
8835	9556.0	1022.0
8836	543.0	2684.0
8833	4224.0	2293.0
8834	1946.0	1283.0
54546	1.0	0.0
8839	7726.0	56.0
8837	35645.0	7495.0
8838	31.0	95.0
101928483	21.0	8.0
8850	4258.0	1195.0
101928484	0.0	4.0
8853	2195.0	2907.0
8854	1636.0	53.0
8851	237.0	838.0
8852	5.0	0.0
400960	1230.0	489.0
338412	0.0	0.0
338413	0.0	0.0
54552	1051.0	989.0
400957	0.0	13.0
54551	18.0	451.0
54550	35.0	8.0
196996	6229.0	253.0
400955	2.0	3.0
400954	81.0	265.0
54556	1210.0	347.0
54555	2978.0	2169.0
400952	6.0	3.0
54554	688.0	282.0
400950	525.0	6.0
8846	975.0	482.0
100820709	0.0	1.0
8847	165.0	158.0
54558	1448.0	368.0
8844	3836.0	1996.0
54557	1216.0	790.0
8848	39702.0	13811.0
196993	19.0	100.0
8861	5391.0	9738.0
101928492	370.0	255.0
8864	8309.0	1568.0
6201	19476.0	16009.0
6203	45428.0	24233.0
8862	5102.0	1164.0
101928496	0.0	0.0
8863	5018.0	2232.0
6202	44110.0	25987.0
723972	5.0	3.0
400946	35.0	40.0
400945	46.0	72.0
54567	4576.0	974.0
54566	2170.0	570.0
400941	8.0	2.0
8857	1582.0	2145.0
8858	11.0	4.0
54569	0.0	0.0
8856	14.0	9.0
54568	0.0	0.0
8859	944.0	729.0
8871	1101.0	2799.0
8872	3375.0	2381.0
6210	27056.0	14647.0
8870	4429.0	17333.0
100421500	1.0	1.0
8875	2572.0	191.0
8876	275.0	508.0
8874	5552.0	2659.0
100421506	1.0	1.0
100421509	0.0	0.0
54570	1.0	2.0
400935	11.0	18.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	1.0	56.0
54571	0.0	0.0
54578	8.0	151.0
255631	163.0	645.0
400931	565.0	33.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	2.0
6205	76071.0	39074.0
100506915	30.0	28.0
8869	4975.0	651.0
6204	7743.0	4957.0
6207	23424.0	10186.0
6206	48623.0	25633.0
8867	2081.0	1455.0
54579	0.0	1.0
6209	14896.0	7181.0
6208	44046.0	18313.0
170384	2512.0	2487.0
100506916	0.0	0.0
8882	4135.0	1924.0
8883	2183.0	2598.0
8880	6537.0	3065.0
8881	4071.0	1953.0
8886	7729.0	5075.0
6223	30011.0	23021.0
100421512	0.0	0.0
8887	12367.0	6528.0
6222	64765.0	38494.0
8884	1818.0	3999.0
6224	45626.0	25074.0
100421515	13.0	6.0
54581	275.0	167.0
54580	0.0	1.0
54585	2683.0	1011.0
54584	417.0	565.0
54583	4718.0	3761.0
54587	6334.0	8076.0
54586	5.0	7.0
8879	4988.0	12749.0
170371	2161.0	462.0
170370	0.0	0.0
8877	977.0	3673.0
6218	30154.0	20509.0
6217	42285.0	25063.0
8878	28299.0	16899.0
6219	0.0	0.0
100506907	0.0	0.0
100506906	82.0	97.0
255649	1.0	0.0
6230	22738.0	8854.0
8893	4080.0	3506.0
8894	6068.0	7551.0
101928440	0.0	0.0
8891	1672.0	1127.0
6232	39452.0	12820.0
8892	2245.0	2759.0
6231	2906.0	1890.0
8897	1209.0	633.0
6234	17621.0	7174.0
8898	3535.0	4989.0
6233	28502.0	12182.0
8895	12837.0	14310.0
6236	6475.0	560.0
8896	2505.0	2471.0
6235	14634.0	6413.0
101928442	0.0	0.0
101928448	19.0	15.0
8890	2725.0	2508.0
280659	0.0	1.0
280657	0.0	0.0
280658	0.0	0.0
280655	4.0	0.0
253039	685.0	517.0
6227	15655.0	6321.0
6226	2.0	5.0
6229	46722.0	28924.0
8888	8750.0	4779.0
6228	31210.0	14168.0
6241	241.0	3505.0
6240	3075.0	5641.0
100421411	0.0	0.0
6242	1975.0	2626.0
100421413	10.0	6.0
101928455	11.0	0.0
6244	1.0	1.0
6247	704.0	7.0
100421415	6.0	8.0
6246	0.0	0.0
280644	0.0	18.0
253044	0.0	0.0
6238	27591.0	38917.0
6237	12178.0	4665.0
8899	6122.0	2164.0
6239	7149.0	4290.0
6252	2300.0	370.0
100421420	9.0	6.0
6251	10169.0	4878.0
100421422	6.0	77.0
6253	927.0	952.0
6256	14314.0	5799.0
100421424	0.0	0.0
6258	356.0	26.0
6257	4560.0	3225.0
100421428	2.0	0.0
101928469	8.0	2.0
100421429	5.0	5.0
280637	0.0	0.0
280636	3080.0	2906.0
253018	157.0	51.0
253017	0.0	0.0
253012	2.0	5.0
6249	10504.0	5841.0
6248	0.0	0.0
6263	154.0	56.0
100421431	1.0	4.0
6262	872.0	170.0
100421432	1.0	1.0
101928470	0.0	1.0
100421433	1.0	0.0
100421436	88.0	29.0
100421439	0.0	0.0
6261	1204.0	861.0
6260	4.0	2.0
6259	4543.0	3944.0
100421430	0.0	1.0
6274	2255.0	258.0
6273	231.0	44631.0
6276	28.0	31.0
6275	41254.0	4528.0
6278	5.0	613.0
6277	97694.0	26484.0
6279	22230.0	10102.0
6272	29663.0	7277.0
6271	356.0	30.0
6285	206.0	685.0
6284	3244.0	1688.0
100421455	0.0	0.0
6286	1188.0	64.0
6289	20.0	1203.0
6288	79.0	4478.0
6281	46454.0	12578.0
6280	40610.0	30659.0
6283	3371.0	41.0
6282	33734.0	38582.0
123920	4071.0	3740.0
100421451	0.0	1.0
6296	934.0	145.0
6295	3.0	1.0
6297	2271.0	809.0
6299	4.0	59.0
101928420	0.0	0.0
6290	0.0	1.0
6291	0.0	66.0
6294	8306.0	5690.0
6293	4933.0	2636.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	23.0	9.0
54505	3483.0	2335.0
280660	0.0	0.0
54504	6583.0	2007.0
280661	15.0	13.0
54503	870.0	751.0
54502	11213.0	1704.0
54509	613.0	255.0
123904	2.0	0.0
54508	171.0	16.0
100421473	0.0	0.0
54507	13274.0	1608.0
100421487	0.0	0.0
133308	535.0	730.0
147945	7.0	0.0
123970	9.0	0.0
100421480	0.0	3.0
147947	929.0	580.0
147948	281.0	108.0
147949	563.0	161.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	0.0
100421499	1.0	0.0
101060006	0.0	0.0
101060005	0.0	3.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	1.0
107126294	10.0	0.0
147965	860.0	462.0
147968	236.0	139.0
107126289	0.0	0.0
107126287	0.0	1.0
101060039	0.0	2.0
121360	0.0	6.0
101060032	4.0	7.0
135924	0.0	0.0
135927	2.0	1.0
121355	29.0	91.0
147906	850.0	975.0
135932	2027.0	25.0
101060045	0.0	5.0
135935	0.0	3.0
101060040	0.0	0.0
147912	791.0	775.0
135942	0.0	0.0
135941	1.0	1.0
121340	1.0	2.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	25.0	7.0
147923	579.0	485.0
147920	4.0	1149.0
147929	285.0	160.0
104326192	0.0	0.0
104326193	0.0	19.0
375444	64.0	354.0
104326189	19.0	2.0
101060020	0.0	0.0
375449	6885.0	2961.0
104326188	0.0	21.0
121328	1.0	1.0
91653	1556.0	1589.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	97.0	38.0
27085	116.0	246.0
27086	8762.0	3559.0
389756	2.0	2.0
147429	40.0	1.0
27089	3433.0	2214.0
91646	14.0	13.0
91647	1017.0	767.0
642968	11.0	8.0
135458	11.0	11.0
390766	0.0	0.0
27098	113.0	9.0
27099	4.0	1.0
27097	3425.0	2008.0
389741	110.0	62.0
27090	3861.0	1413.0
27091	0.0	0.0
27094	51.0	59.0
27095	3938.0	2717.0
27092	4435.0	41.0
642976	1.0	7.0
400629	0.0	4.0
27093	2.0	0.0
160428	449.0	2780.0
375133	454.0	286.0
387122	3.0	1.0
390730	2.0	1.0
390732	0.0	0.0
390735	0.0	0.0
387119	727.0	403.0
27063	12002.0	37.0
387117	0.0	0.0
27069	14827.0	9279.0
400612	9.0	0.0
27067	2810.0	2624.0
27068	3308.0	2222.0
