id	7e45a7f3-2613-498c-aa3b-d8cdc5001386	73848cca-19bf-4de1-90ea-1725f617c550
342538	4.0	5.0
83900	0.0	0.0
56300	4.0	11.0
56301	0.0	2.0
124411	477.0	762.0
22976	455.0	794.0
22977	19.0	18.0
22978	1576.0	1205.0
22979	1008.0	65.0
22970	34.0	41.0
22971	384.0	417.0
22974	242.0	2389.0
83932	387.0	570.0
10998	162.0	220.0
83931	3407.0	5595.0
342527	94.0	21.0
148418	37.0	33.0
83933	443.0	511.0
124404	1.0	3.0
10999	914.0	1211.0
124401	607.0	767.0
124402	801.0	1033.0
83930	1558.0	3179.0
56311	1.0	11.0
10990	452.0	435.0
100126693	2.0	22.0
10992	9449.0	16455.0
606500	0.0	0.0
10991	4.0	5.0
10994	2124.0	1540.0
10993	104.0	810.0
22987	21.0	168.0
22989	83.0	28.0
22980	5468.0	6382.0
22981	699.0	1013.0
22982	886.0	1047.0
22983	6.0	43.0
22984	1335.0	2232.0
22985	4975.0	6845.0
22986	0.0	1.0
58986	3239.0	5918.0
148423	580.0	887.0
58985	221.0	110.0
342510	715.0	1216.0
283694	0.0	0.0
283693	10.0	30.0
283692	20.0	9.0
22954	735.0	2265.0
22955	1493.0	2120.0
112487	528.0	373.0
22950	1216.0	1561.0
391524	1.0	3.0
22952	7.0	6.0
22953	148.0	313.0
391526	1.0	0.0
10975	2285.0	2276.0
83953	2.0	3.0
10978	362.0	858.0
83955	10.0	12.0
10979	3728.0	1039.0
112495	997.0	1689.0
10970	2360.0	18253.0
56339	1298.0	1435.0
10972	11033.0	13894.0
10971	6818.0	11590.0
10974	0.0	0.0
10973	1320.0	4461.0
401409	15.0	28.0
112479	351.0	417.0
112476	135.0	145.0
391530	0.0	0.0
83939	2592.0	4008.0
56341	226.0	1.0
391533	0.0	0.0
124460	937.0	1413.0
83935	291.0	529.0
83938	511.0	250.0
391538	1.0	3.0
83937	2450.0	4427.0
10987	1674.0	3165.0
83943	332.0	283.0
83942	0.0	0.0
10989	2750.0	4672.0
10988	2636.0	4129.0
56342	106.0	255.0
124454	794.0	1890.0
56344	1.0	0.0
83941	934.0	1222.0
83940	398.0	516.0
643503	0.0	0.0
10981	887.0	1269.0
112483	1782.0	1370.0
10980	2346.0	3973.0
10983	11025.0	23053.0
10982	2867.0	1720.0
643507	3.0	2.0
10985	3805.0	8581.0
10984	184.0	172.0
22932	165.0	247.0
22933	2545.0	2313.0
22934	765.0	1222.0
22936	2663.0	3464.0
22937	3288.0	3831.0
22938	2426.0	2727.0
112464	793.0	6591.0
22930	2841.0	4104.0
22931	2971.0	4104.0
81309	0.0	0.0
391504	1.0	1.0
10954	878.0	3548.0
10953	2098.0	2408.0
10956	13756.0	26150.0
81315	0.0	0.0
10955	8483.0	8482.0
391508	1.0	2.0
81316	0.0	0.0
10957	4343.0	21625.0
124446	5046.0	4894.0
81310	0.0	0.0
10959	6832.0	11322.0
22929	1538.0	2675.0
10950	1830.0	3548.0
10952	1995.0	4347.0
10951	1758.0	3366.0
22943	110.0	1254.0
22944	489.0	658.0
22945	0.0	0.0
22947	0.0	0.0
22948	4318.0	9712.0
22949	1670.0	2091.0
83957	1.0	1.0
22941	1883.0	174.0
83959	611.0	751.0
10965	857.0	318.0
391518	0.0	0.0
10964	3727.0	3957.0
81304	0.0	0.0
10966	608.0	391.0
10969	1526.0	2524.0
81300	0.0	0.0
10961	6779.0	9911.0
10960	6736.0	7551.0
643529	104.0	81.0
10963	4858.0	8501.0
10962	154.0	552.0
148479	787.0	3014.0
197407	301.0	965.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	922.0	928.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	1.0	2.0
391552	0.0	1.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	1.0
767569	0.0	0.0
391559	1.0	0.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	14.0	4.0
207107	2061.0	111.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	1.0	0.0
767563	0.0	0.0
474345	6.0	0.0
474344	2064.0	2024.0
474343	57.0	82.0
246717	3.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	2.0	29.0
161406	16.0	9.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	2.0	1.0
100151640	3.0	1.0
100151641	0.0	0.0
246715	1.0	0.0
767557	13.0	17.0
606553	0.0	1.0
606551	15.0	17.0
474354	361.0	9.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	25.0	101.0
100151655	0.0	0.0
391584	1.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	24.0	51.0
100151652	0.0	0.0
100151668	0.0	0.0
391592	0.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	1416.0	1712.0
100151667	0.0	1.0
391598	0.0	3.0
100151661	0.0	0.0
100151663	0.0	0.0
474338	5.0	7.0
474337	0.0	1.0
197370	1579.0	2289.0
220112	6.0	1.0
246744	0.0	0.0
220115	4.0	6.0
93273	11.0	685.0
100271459	1.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	1.0	1.0
81295	0.0	0.0
100271452	0.0	0.0
220108	166.0	58.0
220107	70.0	94.0
100271448	2.0	2.0
100271447	0.0	1.0
100271449	0.0	0.0
100271444	1.0	2.0
100271445	0.0	0.0
81285	0.0	0.0
81282	0.0	0.0
197350	16.0	16.0
246720	5.0	3.0
401399	43.0	3.0
401398	22.0	35.0
246721	0.0	0.0
220134	32.0	301.0
401397	996.0	1575.0
246723	17.0	30.0
220136	1630.0	100.0
401393	0.0	0.0
100271437	0.0	0.0
100271439	0.0	1.0
100271438	0.0	1.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	2.0	0.0
197342	369.0	956.0
246731	4.0	0.0
401387	1.0	1.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	30.0	80.0
100271420	0.0	0.0
197358	330.0	1027.0
199990	1192.0	2340.0
246785	18.0	60.0
105664404	0.0	1.0
100271408	0.0	0.0
100271407	0.0	1.0
440970	0.0	0.0
220158	1.0	12.0
283726	2082.0	97.0
100271414	0.0	0.0
100887075	0.0	1.0
439990	33.0	8.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	297.0	113.0
100271413	0.0	0.0
197320	258.0	290.0
439996	4.0	2.0
100887074	0.0	0.0
439992	30.0	22.0
100887073	0.0	0.0
197322	1021.0	1024.0
439994	70.0	49.0
102724105	236.0	381.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	15.0	19.0
102724101	0.0	0.0
100271406	0.0	1.0
100271405	0.0	7.0
100271400	0.0	1.0
283711	0.0	0.0
100271402	0.0	0.0
197331	19.0	14.0
197335	2099.0	1472.0
440993	784.0	1266.0
440992	38.0	42.0
161394	265.0	43.0
199964	121.0	11.0
8000	4272.0	51.0
8001	3.0	189.0
246777	28.0	25.0
246778	56.0	28.0
606495	127.0	161.0
199974	49.0	167.0
8013	823.0	291.0
22911	1152.0	2804.0
439949	104.0	159.0
22913	6592.0	8906.0
643421	1.0	0.0
22914	40.0	105.0
22915	1136.0	410.0
439945	0.0	0.0
22916	2036.0	6237.0
731605	6.0	6.0
22917	8.0	10.0
10929	1547.0	1826.0
10928	3339.0	16023.0
56252	3294.0	3493.0
56253	151.0	196.0
401331	152.0	124.0
81207	0.0	0.0
83869	99.0	293.0
81208	0.0	0.0
81209	0.0	0.0
83877	1583.0	3578.0
56259	2162.0	2328.0
83876	12.0	14.0
81215	0.0	0.0
83879	77.0	302.0
10934	5.0	4.0
83878	652.0	103.0
283768	0.0	0.0
10933	9010.0	10791.0
10936	51.0	86.0
56254	2335.0	4130.0
83873	3.0	9.0
256148	0.0	0.0
81210	12.0	2.0
283767	0.0	0.0
56255	3241.0	2306.0
83872	2434.0	12647.0
10935	4020.0	5130.0
81211	0.0	0.0
56256	415.0	241.0
10938	4357.0	7466.0
83875	345.0	194.0
83874	1176.0	1491.0
56257	1768.0	2627.0
22907	3498.0	3675.0
643414	0.0	2.0
439953	16.0	22.0
22908	2529.0	2107.0
83871	1913.0	4215.0
22909	520.0	592.0
283761	0.0	0.0
439954	1.0	1.0
643418	22.0	12.0
10930	13.0	4.0
439950	1.0	0.0
22921	877.0	947.0
8022	1.0	999.0
440926	73.0	126.0
22924	1938.0	1129.0
440925	48.0	86.0
8028	1235.0	1471.0
22925	388.0	4650.0
8029	115.0	82.0
22926	2742.0	3891.0
439934	0.0	1.0
22927	572.0	1169.0
8027	1165.0	1326.0
22928	2020.0	3571.0
439936	43.0	67.0
56261	4979.0	3171.0
56262	3003.0	6104.0
10939	1671.0	4220.0
401321	138.0	125.0
8021	3063.0	4828.0
83858	630.0	1089.0
22920	2051.0	2135.0
56260	113.0	169.0
10943	1375.0	2345.0
56269	0.0	1.0
83866	0.0	0.0
81203	0.0	0.0
10942	883.0	180.0
81204	0.0	0.0
10945	5943.0	8964.0
83868	0.0	0.0
81205	0.0	0.0
10944	4372.0	7816.0
83867	0.0	0.0
10947	1138.0	1477.0
56265	92.0	1347.0
83862	1403.0	1047.0
401316	21.0	25.0
83861	1919.0	1114.0
283755	118.0	136.0
10946	2411.0	3961.0
56267	882.0	1338.0
10949	5984.0	7666.0
81201	0.0	0.0
10948	2445.0	3032.0
256158	180.0	397.0
83863	0.0	0.0
81202	0.0	0.0
22918	10710.0	4279.0
22919	4261.0	6552.0
439941	1.0	0.0
83860	702.0	715.0
8019	1283.0	2844.0
10941	70.0	696.0
643427	35.0	14.0
10940	193.0	936.0
8036	2024.0	3365.0
8034	806.0	662.0
440957	300.0	240.0
440956	0.0	0.0
440955	0.0	4.0
8038	169.0	1185.0
10907	1289.0	1800.0
10906	2443.0	4778.0
440952	63.0	48.0
10908	10623.0	5045.0
93210	1706.0	1581.0
8031	8875.0	8019.0
256130	0.0	0.0
56270	4381.0	9093.0
56271	1500.0	760.0
8030	2973.0	3032.0
10910	1538.0	1445.0
83899	0.0	1.0
81236	0.0	0.0
283748	9.0	216.0
10912	1289.0	2049.0
283747	0.0	3.0
10911	0.0	28.0
10914	5418.0	7269.0
256126	22.0	46.0
83895	1.0	0.0
10913	21.0	162.0
83894	988.0	3.0
10916	6728.0	7879.0
83897	2.0	0.0
401303	76.0	101.0
10915	1186.0	2127.0
283742	1106.0	1637.0
83896	0.0	0.0
83891	1865.0	1400.0
83890	12.0	21.0
83893	0.0	2.0
81230	0.0	0.0
83892	3599.0	3415.0
22900	1764.0	2040.0
93202	1.0	0.0
22901	290.0	695.0
22902	1143.0	2747.0
8045	2599.0	2615.0
22903	1616.0	1748.0
22904	3120.0	10610.0
22905	2171.0	1331.0
8048	2.0	0.0
440944	337.0	426.0
22906	4794.0	2672.0
256144	0.0	0.0
10917	30.0	5.0
10919	2103.0	2754.0
83888	178.0	70.0
10921	3190.0	7024.0
283738	0.0	0.0
83887	8.0	3.0
10920	1515.0	3589.0
81226	0.0	0.0
10923	3631.0	8497.0
10922	2305.0	4588.0
83889	4.0	0.0
81228	0.0	0.0
83884	2.0	1.0
56287	1.0	6.0
81221	0.0	0.0
56288	2416.0	3551.0
10924	449.0	826.0
10927	3249.0	5827.0
83886	59.0	87.0
81223	0.0	0.0
10926	130.0	622.0
81224	0.0	0.0
643447	4.0	3.0
643445	0.0	0.0
83882	106.0	352.0
83881	1.0	59.0
439965	5.0	9.0
643446	9.0	16.0
93233	2160.0	164.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	840.0	1573.0
106481977	0.0	0.0
106481974	0.0	1.0
401375	8.0	16.0
106481975	0.0	0.0
106481978	1.0	0.0
106481979	0.0	0.0
106481980	4.0	0.0
100271499	0.0	0.0
100271498	0.0	2.0
106481981	0.0	0.0
100271495	0.0	1.0
643459	1.0	0.0
81251	0.0	0.0
100271491	0.0	0.0
100271493	1.0	2.0
643470	0.0	0.0
643471	0.0	0.0
8061	62.0	206.0
8065	1259.0	2064.0
81248	1.0	1.0
10901	582.0	477.0
10900	125.0	403.0
10903	791.0	1066.0
81243	0.0	2.0
10902	1670.0	1823.0
81244	0.0	1.0
100271487	1.0	2.0
10905	1760.0	4085.0
10904	3698.0	4835.0
81246	0.0	0.0
283796	4.0	0.0
100271483	0.0	0.0
81240	0.0	0.0
342574	13.0	2.0
100271486	0.0	0.0
100271485	0.0	2.0
81242	0.0	2.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	5927.0	11170.0
440917	4.0	10.0
439927	0.0	5.0
440915	3.0	2.0
8078	2754.0	6758.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	1.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	102.0	154.0
106481959	0.0	0.0
8073	6243.0	10499.0
106481956	0.0	0.0
8074	0.0	1.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	4.0	6.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	64.0	91.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	0.0	2.0
100271470	0.0	0.0
440905	0.0	1.0
439916	0.0	0.0
8089	543.0	852.0
440902	1.0	0.0
643499	0.0	0.0
439915	0.0	0.0
440900	0.0	3.0
8082	634.0	1194.0
106481965	0.0	0.0
106481966	0.0	0.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	1382.0	2289.0
106481969	0.0	0.0
8087	3163.0	7937.0
106481967	1.0	2.0
8085	3853.0	6480.0
106481968	0.0	0.0
102724167	3.0	3.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	1.0	6.0
401337	1.0	0.0
106481973	0.0	0.0
100271465	0.0	0.0
106481970	0.0	0.0
401335	1.0	38.0
100271467	0.0	2.0
106481971	0.0	0.0
100271462	0.0	1.0
81261	1.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	3576.0	6248.0
81264	0.0	0.0
100271460	5.0	1.0
731688	6.0	1.0
728034	0.0	0.0
8099	1842.0	4368.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	28.0	1023.0
106481930	0.0	0.0
8092	5.0	69.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	49.0	49.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	2.0	1.0
56413	85.0	140.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	3.0	10.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	1.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	1.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	2184.0	1630.0
344838	0.0	2.0
106481918	0.0	0.0
106481919	1.0	3.0
106481916	2.0	0.0
106481917	0.0	0.0
572558	13.0	0.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	2.0	0.0
106481913	0.0	0.0
283349	2751.0	1885.0
100126572	0.0	0.0
106481929	3.0	1.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	1.0	0.0
728042	0.0	0.0
106481921	4.0	2.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	1.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	4.0	1.0
101234262	2.0	9.0
767612	0.0	0.0
767611	0.0	0.0
283337	1136.0	2624.0
344813	2.0	1.0
114548	839.0	720.0
81406	1.0	1.0
81407	0.0	0.0
344807	4.0	24.0
126526	692.0	920.0
767600	0.0	0.0
344805	53.0	36.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	14.0	22.0
102800446	1.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	1.0	1.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	1.0	3.0
283398	13.0	12.0
728013	49.0	216.0
283392	60.0	133.0
728012	0.0	0.0
728015	0.0	0.0
728010	0.0	1.0
81428	7.0	1.0
728019	0.0	1.0
56478	1042.0	1769.0
56479	24.0	317.0
126506	0.0	0.0
56474	744.0	697.0
81430	1.0	0.0
56475	66.0	633.0
81431	0.0	0.0
56476	0.0	1.0
56477	420.0	497.0
93408	0.0	0.0
283385	798.0	331.0
283383	2130.0	569.0
728005	5.0	7.0
81419	0.0	0.0
81421	0.0	0.0
283377	546.0	645.0
643401	2.0	14.0
283375	1.0	16.0
283373	1602.0	4588.0
151525	426.0	397.0
126567	58.0	51.0
391211	0.0	0.0
151534	214.0	247.0
151531	9.0	9.0
114569	7580.0	6050.0
126549	13.0	60.0
114571	1.0	4.0
100527978	28.0	23.0
126541	0.0	0.0
126536	0.0	1.0
151556	425.0	761.0
391242	0.0	0.0
728075	0.0	0.0
440699	16.0	9.0
440695	0.0	2.0
728072	0.0	0.0
100527960	3.0	13.0
391253	0.0	0.0
728064	0.0	0.0
100527963	28.0	57.0
728066	1.0	3.0
440689	49.0	23.0
391257	5.0	2.0
391256	3.0	13.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	15.0	27.0
728090	0.0	0.0
728088	2.0	3.0
100527943	2.0	10.0
114599	1.0	5.0
126581	0.0	0.0
151516	72.0	46.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	5.0
100527947	0.0	0.0
100527948	2.0	3.0
100527949	0.0	1.0
643384	0.0	2.0
391160	1.0	1.0
643382	5.0	6.0
391162	0.0	1.0
692312	0.0	2.0
163479	1.0	1.0
391169	0.0	0.0
100271332	0.0	3.0
391171	0.0	0.0
391174	4.0	106.0
643394	0.0	2.0
391175	0.0	2.0
391179	0.0	1.0
93380	1390.0	1712.0
100271323	1.0	2.0
100271322	0.0	0.0
100271325	0.0	1.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	1.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	4.0	78.0
391155	0.0	2.0
401024	22.0	110.0
163486	900.0	1224.0
401022	714.0	1065.0
425054	1.0	14.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	1.0	2.0
401018	0.0	0.0
100271303	0.0	1.0
100271302	1.0	0.0
401093	321.0	130.0
401097	33.0	64.0
151449	33.0	355.0
401082	0.0	0.0
8100	1051.0	336.0
440606	0.0	0.0
8106	2636.0	3524.0
440603	65.0	33.0
401089	0.0	1.0
391183	0.0	0.0
8110	25.0	26.0
8111	279.0	789.0
391189	0.0	0.0
8115	72.0	101.0
401074	12.0	11.0
222484	1509.0	1312.0
391190	0.0	0.0
391192	0.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	15.0	33.0
391196	0.0	0.0
391195	0.0	0.0
8128	1.0	23.0
8125	4329.0	5148.0
401067	0.0	0.0
8120	167.0	2715.0
151477	9.0	16.0
151473	122.0	462.0
643300	6.0	14.0
645962	0.0	2.0
8139	275.0	621.0
645961	0.0	1.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	1787.0	2616.0
81329	0.0	0.0
83998	1.0	5.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	3.0	9.0
283403	4.0	0.0
83990	39.0	396.0
83992	174.0	1652.0
645954	45.0	82.0
81330	0.0	0.0
645958	82.0	74.0
645957	1.0	1.0
645974	0.0	0.0
643311	0.0	0.0
645973	1.0	0.0
643310	6.0	9.0
8148	4879.0	9301.0
222487	128.0	125.0
81318	0.0	0.0
8140	546.0	4192.0
83987	532.0	1004.0
81324	0.0	0.0
83986	2022.0	4985.0
81325	0.0	0.0
83989	1156.0	1073.0
83988	1708.0	1082.0
81327	0.0	0.0
83983	48.0	88.0
81320	0.0	0.0
83982	1155.0	2195.0
83985	163.0	153.0
81322	0.0	0.0
643308	1.0	1.0
643309	5.0	1.0
645968	12.0	9.0
645980	1.0	4.0
100271390	0.0	1.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	1.0	0.0
106481876	0.0	0.0
8153	117.0	205.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	1.0	1.0
81358	0.0	3.0
81353	7.0	7.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	0.0	5.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	1.0	0.0
81356	0.0	2.0
81352	0.0	3.0
100271392	5.0	5.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	3.0	5.0
93323	166.0	511.0
8165	2191.0	2546.0
645996	1.0	0.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	524.0	1269.0
106481891	1.0	5.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	2.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	2.0	0.0
100271381	1.0	0.0
100271380	0.0	0.0
643329	1.0	2.0
8178	804.0	1534.0
344892	0.0	1.0
643343	12.0	12.0
8170	13.0	12.0
106481855	0.0	0.0
401014	11.0	59.0
106481856	1.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	5.0	27.0
106481859	3.0	0.0
8175	2156.0	4420.0
106481857	0.0	0.0
106481858	1.0	4.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	20.0	11.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	56.0	71.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	3654.0	7300.0
8187	50.0	41.0
93343	1132.0	1512.0
93349	894.0	1762.0
643353	0.0	2.0
106481866	3.0	3.0
106481867	0.0	1.0
106481864	0.0	0.0
106481865	0.0	3.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	5.0	2.0
106481874	0.0	0.0
106481871	0.0	2.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	1.0
283431	259.0	363.0
100271364	0.0	2.0
81363	1.0	1.0
344875	1.0	15.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	6.0	4.0
8192	1224.0	1727.0
106481833	0.0	1.0
8193	21.0	17.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	31.0	687.0
106481832	0.0	0.0
106481837	4.0	2.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	1075.0	1780.0
106481836	0.0	0.0
106481840	0.0	1.0
106481841	0.0	0.0
100271358	0.0	6.0
81399	0.0	0.0
283422	5.0	1.0
344866	5.0	1.0
100271351	0.0	0.0
283420	20.0	48.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	2.0
643376	3.0	7.0
106481844	0.0	0.0
106481845	11.0	1.0
106481842	1.0	1.0
106481843	2.0	0.0
106481848	0.0	0.0
106481849	2.0	2.0
106481846	0.0	1.0
100307126	61.0	24.0
106481847	0.0	0.0
100271349	1.0	1.0
283417	106.0	20.0
283416	19.0	26.0
106481851	1.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	5.0	3.0
106481850	10.0	5.0
81382	0.0	0.0
81383	0.0	0.0
100271343	1.0	8.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	1.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	631.0	929.0
283487	82.0	124.0
283486	3.0	7.0
283483	13.0	10.0
283481	143.0	18.0
283480	3.0	0.0
106481828	1.0	1.0
106481829	2.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	3.0	9.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	6.0	14.0
106481827	0.0	1.0
106481824	1.0	4.0
106481825	0.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	177.0	262.0
283471	1.0	0.0
731789	0.0	1.0
728170	5.0	3.0
283464	788.0	975.0
283463	10.0	12.0
283461	2.0	0.0
283460	20.0	3.0
106481808	0.0	0.0
728167	1.0	0.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	1.0	2.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	438.0	89.0
81502	4316.0	6626.0
283459	645.0	956.0
283458	9.0	25.0
283455	43.0	16.0
645900	1.0	0.0
283450	2347.0	3164.0
780776	62.0	91.0
728113	351.0	394.0
126410	12.0	19.0
728116	1.0	34.0
728115	3.0	2.0
728118	9.0	8.0
81533	3091.0	2630.0
126402	0.0	0.0
81532	1581.0	1720.0
645930	0.0	2.0
731779	1.0	0.0
728106	2.0	0.0
645922	0.0	0.0
645927	2.0	2.0
728134	5.0	6.0
474170	112.0	106.0
728130	33.0	35.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	1828.0	2599.0
81556	1432.0	1611.0
81557	0.0	0.0
81558	723.0	1972.0
645939	0.0	1.0
81551	0.0	1.0
101055625	11.0	12.0
81552	1675.0	3985.0
81553	2012.0	1428.0
344905	23.0	42.0
81554	1670.0	2533.0
474167	12.0	36.0
81550	1080.0	714.0
344901	3.0	0.0
645931	0.0	0.0
645950	0.0	0.0
728121	43.0	45.0
81537	1015.0	1129.0
81539	1473.0	6407.0
728128	0.0	12.0
81544	724.0	640.0
81545	1739.0	1485.0
81542	1574.0	2040.0
81543	343.0	679.0
93517	298.0	417.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	159.0	1122.0
126432	353.0	698.0
163404	49.0	1.0
138474	0.0	2.0
391365	0.0	0.0
391367	0.0	1.0
728192	2.0	20.0
728194	57.0	0.0
728190	184.0	240.0
391378	0.0	0.0
138412	2.0	5.0
138428	8.0	18.0
138429	133.0	216.0
391356	649.0	574.0
391358	4.0	11.0
56521	71.0	131.0
391282	0.0	0.0
643263	0.0	0.0
643264	1.0	0.0
100271209	13.0	8.0
222537	13.0	69.0
163351	402.0	807.0
100271217	1.0	0.0
100271216	0.0	1.0
100271218	0.0	1.0
401164	4.0	51.0
100271206	1.0	1.0
100271207	0.0	0.0
100271201	0.0	0.0
100271204	2.0	1.0
391266	0.0	0.0
440799	7.0	1.0
391267	26.0	16.0
222553	16.0	18.0
391269	0.0	2.0
440795	0.0	0.0
401152	6408.0	6060.0
126393	1281.0	115.0
8200	24.0	89.0
8204	1278.0	3776.0
8202	2398.0	7047.0
