id	c81a6334-9098-4add-8e64-186606676c93	f29ec34d-6066-425a-bccf-1dae2afb43a8
1085	0.0	0.0
1084	146.0	66.0
440278	25.0	32.0
1082	0.0	0.0
403294	0.0	0.0
440275	2469.0	3193.0
1081	2.0	0.0
85397	8.0	2.0
85395	187.0	494.0
403285	0.0	1.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	5.0	1.0
440270	843.0	361.0
1089	337.0	134.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	54.0	1.0
285598	214.0	348.0
126133	1076.0	3688.0
128790	0.0	0.0
126129	74.0	158.0
126123	1.0	0.0
442862	0.0	0.0
126119	515.0	863.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	60.0	5.0
442896	0.0	0.0
114132	194.0	76.0
442897	0.0	0.0
442898	2.0	0.0
114134	593.0	228.0
442899	0.0	0.0
100128790	0.0	0.0
128760	5.0	6.0
100128788	24.0	24.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	1.0
442890	0.0	0.0
442891	0.0	1.0
442892	2.0	0.0
128756	0.0	0.0
100128782	167.0	84.0
100128781	0.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	2.0	1.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	40.0	1.0
102466616	0.0	0.0
126052	0.0	0.0
151009	31.0	20.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	2.0	7.0
403223	0.0	1.0
403224	0.0	0.0
403226	0.0	0.0
200634	626.0	730.0
107131122	0.0	0.0
138050	4380.0	3535.0
403219	0.0	0.0
151011	4005.0	3247.0
645587	0.0	0.0
165679	10.0	2.0
126037	27.0	27.0
114049	2085.0	3341.0
106481479	0.0	1.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	1.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	978.0	538.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1221.0	1122.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	122.0	228.0
100033820	0.0	0.0
106481480	1.0	0.0
106481481	0.0	0.0
138065	4.0	34.0
645598	0.0	1.0
163007	4.0	1.0
114038	1.0	1.0
645591	36.0	0.0
106481495	0.0	0.0
114041	1.0	3.0
106481496	0.0	0.0
114042	1.0	0.0
106481493	0.0	0.0
114043	61.0	1.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	88.0	35.0
126017	198.0	99.0
106481497	2.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	2.0	0.0
85301	1062.0	2033.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	875.0	317.0
106481459	0.0	0.0
26994	4383.0	2733.0
106481457	5.0	4.0
26995	636.0	1084.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	2613.0	1147.0
403273	0.0	0.0
102466658	0.0	1.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	1.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1807.0	2138.0
106481467	0.0	0.0
106481464	2.0	0.0
106481465	0.0	0.0
104310351	6.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	2.0	0.0
403266	0.0	0.0
138009	4.0	0.0
106481468	0.0	0.0
106481469	0.0	1.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	16.0	5.0
106481472	0.0	0.0
106481477	4.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	4.0	0.0
106481470	2.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	485.0	508.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	4.0	12.0
106481437	0.0	0.0
26974	22.0	14.0
153657	22.0	8.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	610.0	1469.0
165631	581.0	251.0
106481436	0.0	0.0
26978	17.0	24.0
126075	657.0	355.0
106481439	0.0	0.0
403250	0.0	0.0
126074	91.0	151.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1139.0	1207.0
106481444	8.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2453.0	786.0
85354	0.0	0.0
85352	26.0	56.0
403241	0.0	0.0
344462	1.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	243.0	237.0
153643	134.0	13.0
403247	0.0	0.0
403248	0.0	0.0
26985	1618.0	2950.0
106481448	0.0	0.0
26986	30905.0	75638.0
126069	59.0	16.0
106481449	0.0	0.0
126068	180.0	89.0
106481446	0.0	0.0
26983	0.0	0.0
26984	506.0	690.0
106481447	0.0	0.0
106481451	4.0	3.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	16.0	218.0
106481455	1.0	0.0
85349	705.0	13.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	6.0	2.0
106481454	1.0	0.0
403238	0.0	0.0
85344	3.0	1.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	1.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	2.0	0.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	4.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2187.0	1313.0
100873390	0.0	0.0
728556	35.0	86.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	61.0	57.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	187.0	153.0
106481423	0.0	0.0
106481420	1.0	0.0
106481421	0.0	0.0
100873399	1.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	132.0	38.0
100873384	0.0	0.0
285601	22.0	19.0
106481426	0.0	0.0
106481427	1.0	0.0
222005	1.0	2.0
63910	173.0	557.0
106481424	1.0	0.0
106481425	0.0	0.0
285605	305.0	200.0
222008	0.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	1804.0	1915.0
63904	0.0	0.0
106481430	1.0	0.0
163071	21.0	22.0
63906	498.0	871.0
106481433	0.0	0.0
63908	405.0	482.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	65.0	179.0
63920	105.0	112.0
63923	61.0	23.0
63922	233.0	1100.0
728577	63.0	8.0
63925	1210.0	1609.0
63924	3.0	1.0
63916	1921.0	2544.0
63917	2421.0	2177.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	5.0
728564	7.0	14.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	881.0	1153.0
106481402	0.0	0.0
63931	790.0	854.0
106481403	0.0	1.0
63934	65.0	66.0
728567	0.0	1.0
106481408	0.0	0.0
163088	2.0	0.0
63933	1542.0	1930.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2471.0	1808.0
163087	317.0	227.0
728568	157.0	291.0
106481407	5.0	4.0
3704	1269.0	2700.0
3705	4269.0	2700.0
63926	331.0	200.0
3706	14.0	108.0
63929	539.0	494.0
3707	2671.0	1747.0
63928	9.0	9.0
3708	3297.0	941.0
106481411	0.0	0.0
3709	2139.0	1932.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	54.0	7.0
3702	1156.0	586.0
3703	3499.0	7824.0
645506	0.0	1.0
151050	1185.0	255.0
645520	0.0	0.0
63941	1863.0	666.0
63940	3149.0	2510.0
63943	102.0	327.0
728517	0.0	0.0
163033	212.0	514.0
258010	1047.0	248.0
63947	0.0	0.0
63946	2.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	8505.0	10011.0
100033804	0.0	0.0
3717	1326.0	1159.0
100033805	0.0	0.0
3718	783.0	4492.0
63939	479.0	1590.0
100033806	0.0	0.0
100190799	7.0	8.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	45.0	30.0
3710	11284.0	6379.0
3712	4090.0	2019.0
3713	25.0	2.0
3714	874.0	1325.0
63950	1.0	64.0
728505	0.0	0.0
63951	115.0	3.0
100033807	0.0	0.0
728501	21.0	36.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	36207.0	6278.0
100033814	0.0	0.0
3727	26475.0	3601.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	0.0
3728	10425.0	44407.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1078.0	2595.0
151056	267.0	431.0
3725	41135.0	4697.0
645528	6.0	1.0
728532	17.0	53.0
163059	105.0	27.0
728538	0.0	0.0
728537	160.0	39.0
63967	40.0	551.0
3737	9.0	3.0
3738	572.0	68.0
3739	137.0	0.0
645538	0.0	0.0
3730	5179.0	617.0
3732	4629.0	8124.0
3734	29.0	7.0
3735	3539.0	7436.0
3736	4.0	7.0
63970	9.0	5.0
3750	139.0	241.0
63971	3703.0	2129.0
63974	0.0	0.0
163049	901.0	898.0
63973	0.0	0.0
63976	1088.0	18.0
222068	3900.0	4012.0
63978	0.0	0.0
63977	357.0	421.0
63979	191.0	437.0
728524	0.0	0.0
3748	653.0	444.0
163051	2.0	8.0
3749	365.0	670.0
163050	22.0	30.0
3741	93.0	8.0
645548	1.0	0.0
3743	0.0	2.0
3744	5.0	0.0
3745	65.0	2.0
3746	2.0	3.0
3747	0.0	0.0
285671	409.0	109.0
285672	1077.0	1218.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	6.0	0.0
285676	35.0	24.0
3761	0.0	0.0
100128657	0.0	0.0
285679	3.0	0.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1006.0	418.0
283008	0.0	0.0
3751	5.0	669.0
100873435	0.0	0.0
3752	419.0	619.0
100873434	0.0	0.0
3753	326.0	30.0
100873433	0.0	0.0
3754	14.0	16.0
100873432	0.0	0.0
3755	7.0	428.0
100873439	0.0	0.0
3756	3.0	4.0
100873438	0.0	0.0
3757	139.0	36.0
100873437	0.0	0.0
3758	24.0	8.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	51.0	128.0
3772	4335.0	2507.0
100861458	0.0	1.0
100861453	21.0	11.0
100861455	0.0	0.0
1107	8054.0	9784.0
1106	5179.0	2959.0
1105	2113.0	1813.0
1104	1268.0	3838.0
100873429	0.0	0.0
1103	0.0	0.0
1102	712.0	843.0
1101	68.0	16.0
3762	1538.0	256.0
100873424	0.0	0.0
3763	2.0	2.0
100128640	63.0	39.0
100873423	0.0	0.0
3764	1797.0	301.0
100873422	0.0	0.0
3765	2.0	0.0
100873421	2.0	0.0
3766	32.0	115.0
100873428	0.0	0.0
3767	185.0	22.0
100873427	0.0	0.0
3768	105.0	70.0
1109	4.0	2.0
100873426	1.0	0.0
1108	8626.0	15576.0
3769	1.0	0.0
100873425	0.0	1.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	3.0	15.0
100873453	0.0	0.0
3781	62.0	30.0
100873452	1.0	0.0
3782	755.0	207.0
100873451	0.0	0.0
3783	196.0	1068.0
100873450	0.0	0.0
1121	962.0	799.0
100861468	0.0	1.0
1120	208.0	141.0
100861469	0.0	0.0
1118	5619.0	344.0
1117	5099.0	285.0
1116	2818.0	1848.0
1114	8.0	187.0
1113	5.0	1.0
1112	4483.0	2722.0
1111	104.0	1315.0
3773	58.0	2.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	907.0	812.0
100873455	0.0	0.0
3776	5.0	2.0
100873454	0.0	0.0
3777	1836.0	143.0
3778	191.0	234.0
3779	201.0	569.0
100873459	0.0	0.0
1119	1942.0	571.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	2108.0	674.0
100128628	11.0	4.0
3791	2354.0	1150.0
100873442	0.0	0.0
3792	23.0	15.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	32.0	7.0
1131	182.0	104.0
1130	2299.0	1180.0
100861476	0.0	0.0
1129	71.0	0.0
1128	146.0	0.0
1124	316.0	162.0
1123	484.0	782.0
1122	856.0	503.0
100861470	0.0	0.0
3784	2686.0	253.0
100873446	0.0	0.0
3785	1.0	2.0
100873445	0.0	0.0
3786	485.0	76.0
100873444	0.0	0.0
3787	218.0	2.0
100873443	0.0	0.0
3788	7.0	5.0
100873449	1.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	71.0	27.0
100128618	1.0	0.0
728597	0.0	0.0
100128617	12.0	6.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	3.0	1.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	2.0	111.0
285634	1.0	3.0
1142	4.0	0.0
1141	4.0	72.0
285636	1113.0	2060.0
1140	173.0	1359.0
728599	1.0	1.0
1139	2.0	115.0
1138	31.0	128.0
1137	5.0	2.0
100861485	0.0	0.0
1136	17.0	13.0
1135	62.0	0.0
1134	58.0	10.0
1133	8.0	7.0
3795	141.0	448.0
100873479	7.0	12.0
3796	554.0	1682.0
100873478	0.0	0.0
3797	433.0	1935.0
100873477	0.0	0.0
3798	7.0	25.0
100873476	0.0	0.0
3799	8223.0	7749.0
100873460	0.0	0.0
728586	14.0	6.0
285641	4.0	0.0
100873464	0.0	0.0
100873463	0.0	0.0
100873462	6.0	0.0
285643	0.0	3.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2649.0	1030.0
1153	14020.0	5987.0
1152	5419.0	182.0
285647	4.0	16.0
728589	11.0	38.0
728588	3.0	0.0
1149	0.0	0.0
1147	1011.0	1525.0
1146	4.0	0.0
1145	88.0	84.0
1144	2.0	1.0
100873468	0.0	0.0
100873467	0.0	1.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	518.0	900.0
1163	318.0	1507.0
285659	0.0	0.0
1161	173.0	344.0
1160	40.0	21.0
1159	3.0	357.0
1158	8.0	12.0
1157	0.0	0.0
1155	1606.0	2664.0
550643	967.0	1294.0
283025	1.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1305.0	2439.0
1175	2025.0	4328.0
285668	11.0	1.0
1174	935.0	1545.0
1173	11413.0	20677.0
550631	129.0	129.0
100873489	0.0	0.0
283014	3.0	10.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	10.0	3.0
1186	3036.0	3630.0
1185	1276.0	797.0
1184	723.0	505.0
1183	927.0	390.0
1182	2752.0	1722.0
1181	156.0	225.0
440375	34.0	35.0
1180	8.0	20.0
1179	0.0	1.0
1178	32.0	15.0
283089	16.0	0.0
85495	0.0	0.0
85480	37.0	2.0
283080	0.0	0.0
1198	2644.0	2586.0
1197	0.0	1.0
1196	1093.0	1312.0
1195	5799.0	1214.0
440366	1.0	0.0
1193	2101.0	685.0
1192	11727.0	18760.0
1191	19674.0	1641.0
1188	108.0	2.0
283078	28.0	7.0
85486	5.0	3.0
128615	0.0	0.0
85481	0.0	0.0
128611	214.0	184.0
440396	23.0	33.0
128609	0.0	0.0
128602	417.0	57.0
440387	2.0	1.0
128674	2.0	0.0
128676	5.0	0.0
114026	0.0	0.0
100861402	0.0	1.0
126014	1808.0	555.0
440335	363.0	123.0
100128690	0.0	0.0
114034	489.0	594.0
126006	31.0	10.0
114036	19.0	8.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	24.0	21.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	2.0	3.0
100128678	4.0	5.0
100861429	0.0	0.0
128653	1.0	15.0
200728	129.0	69.0
440356	4.0	11.0
440354	58.0	51.0
440352	1.0	2.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	24.0	7.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	4.0	5.0
100873410	0.0	0.0
100873417	11.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	202.0	98.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	32.0	21.0
200734	2855.0	2205.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	12.0	8.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	3.0	0.0
100128665	0.0	0.0
128637	2369.0	2069.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	6.0	1.0
165530	43.0	6.0
85409	1008.0	202.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	2.0	84.0
106481383	5.0	1.0
85417	34.0	16.0
106481384	0.0	0.0
103106903	1.0	0.0
85414	408.0	353.0
106481389	0.0	0.0
85415	521.0	652.0
106481387	0.0	0.0
85413	8.0	16.0
106481388	1.0	0.0
645436	0.0	2.0
106481381	5.0	0.0
106481382	0.0	0.0
10	0.0	9.0
106481380	0.0	0.0
11	0.0	0.0
403341	784.0	469.0
12	336.0	127.0
13	385.0	59.0
14	3591.0	4270.0
15	18.0	27.0
16	4420.0	3591.0
645455	12.0	5.0
18	796.0	620.0
19	3912.0	4824.0
128580	3.0	5.0
85407	898.0	60.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	994.0	1142.0
106481395	0.0	0.0
85403	1574.0	1075.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	2195.0	1368.0
106481390	0.0	0.0
21	56707.0	131.0
106481391	0.0	0.0
22	791.0	1043.0
153571	743.0	575.0
153572	2769.0	3341.0
23	3343.0	6414.0
24	49.0	354.0
25	4214.0	3961.0
26	27.0	58.0
27	2679.0	2968.0
28	3122.0	79.0
29	7076.0	6001.0
153579	3778.0	106.0
728615	0.0	1.0
728614	0.0	0.0
200765	134.0	62.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	2.0	7.0
102466518	0.0	0.0
102466516	3.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	322.0	711.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	1127.0	2087.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	316.0	52.0
106481366	0.0	0.0
30	2792.0	1516.0
106481360	0.0	0.0
31	5096.0	3186.0
32	2453.0	329.0
33	1615.0	4.0
34	1721.0	1498.0
35	1061.0	833.0
153562	926.0	406.0
36	2496.0	1014.0
37	10257.0	9733.0
38	2745.0	2318.0
440307	14.0	8.0
39	1404.0	1068.0
165545	6.0	199.0
106481369	0.0	0.0
728606	1.0	0.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	3.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	3.0	5.0
106481370	0.0	0.0
41	39.0	335.0
106481371	0.0	0.0
43	118.0	90.0
645486	0.0	0.0
47	5306.0	6789.0
48	2474.0	5539.0
49	17.0	1.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	2.0	3.0
106481340	0.0	0.0
85458	1276.0	384.0
106481345	2.0	0.0
85459	349.0	361.0
106481346	0.0	0.0
85456	11418.0	11249.0
442910	0.0	0.0
106481343	0.0	0.0
